ai.yda-framework	filesystem-retriever-starter	0.1.0		980cba5698fb60ffa50cfb604c08d07f031ae630
org.xwiki.commons	xwiki-commons-observation-api	11.10.11		bfb261ed76c05fa3ed81e20466f2746fca811fef
org.xwiki.commons	xwiki-commons-observation-api	11.10.12		a1bebaca68cbd3bd8521f2964032a59d07e2a1a7
org.xwiki.commons	xwiki-commons-observation-api	11.10.13		7cb5bee244307d9c95d9a3c5899b13562cbb1bf3
org.xwiki.commons	xwiki-commons-observation-api	11.10.2		03d30a68914c6042d24c136e16d771a3996a3aa2
org.xwiki.commons	xwiki-commons-observation-api	11.10.3		1e3759e043b95a505e089da7e04d4656b24115a9
org.xwiki.commons	xwiki-commons-observation-api	11.10.4		98889d2e239fe99ab298c5b70c0eadfb6c886b82
org.xwiki.commons	xwiki-commons-observation-api	11.10.5		24fc28965686c106b5e372de5621307c2bb2b9cd
org.xwiki.commons	xwiki-commons-observation-api	11.10.6		516008dbf5a2d96fd8a03211696dfd3d32a004a8
org.xwiki.commons	xwiki-commons-observation-api	11.10.7		16166182d875df4b6c905d5f3034a6d1b4befdcf
org.xwiki.commons	xwiki-commons-observation-api	11.10.8		3b543095943c71a629eab51f8e0a4f6083bb7553
org.xwiki.commons	xwiki-commons-observation-api	11.2		25298802038fce2cdc1a7ac24bebb2c7d11ad32a
org.xwiki.commons	xwiki-commons-observation-api	11.2-rc-1		d4dd4c9e57718bde6a455d81b7eb00f023cc7bcc
org.xwiki.commons	xwiki-commons-observation-api	11.3		2f7442b441752fb7b7f8ed07f15401046860f23e
org.xwiki.commons	xwiki-commons-observation-api	11.3-rc-1		55301987133d751f3a6f1534454ddcb61f90f76b
org.xwiki.commons	xwiki-commons-observation-api	11.3.1		bb72c064301c914d9fb9637320abb588a5e29e00
org.xwiki.commons	xwiki-commons-observation-api	11.3.2		e5506c6abba80d52b599a3e3a7a0d42bce41fd62
org.xwiki.commons	xwiki-commons-observation-api	11.3.3		6bbdc22c310f4a580794e59b727d5fc67bff19c3
org.xwiki.commons	xwiki-commons-observation-api	11.3.4		7eb3eda8bdcf7deeb505a397bfc84f4c6d214331
org.xwiki.commons	xwiki-commons-observation-api	11.3.5		783d0a22d48c28c9983a4c8bcbd7638a8b3f1b3e
org.xwiki.commons	xwiki-commons-observation-api	11.3.6		58178c36dfbdc8c26442441d3c3f271b897b757f
org.xwiki.commons	xwiki-commons-observation-api	11.3.7		4a93b27a6c610a56c5383659efdaaf14098e0deb
org.xwiki.commons	xwiki-commons-observation-api	11.4		1e3e041fa7f802cd33c57b0e17a95d1423e8ca2c
org.xwiki.commons	xwiki-commons-observation-api	11.4-rc-1		f56d74f702a1c5908d8c10362f554ffaaaa47b67
org.xwiki.commons	xwiki-commons-observation-api	11.5		2425a88fd07342a946e31dc36e47c4806d8c90b2
org.xwiki.commons	xwiki-commons-observation-api	11.5-rc-1		5d739bdb553a3acd4520fc2574af4be8e8a6785a
org.xwiki.commons	xwiki-commons-observation-api	11.6		152a706b1cc0a251336490031a83a989ee9dbdae
org.xwiki.commons	xwiki-commons-observation-api	11.6-rc-1		7b609edf4a78decf81f54154f25dc1f20cbec21c
org.xwiki.commons	xwiki-commons-observation-api	11.6.1		055a07b1233828a2e8da9d75268eea8ef7eb32ef
org.xwiki.commons	xwiki-commons-observation-api	11.7		b05722dff8247702e068be207ce755c50172cffe
org.xwiki.commons	xwiki-commons-observation-api	11.7-rc-1		61200ab3453b3dbfc839c86d4d993afc2003d733
org.xwiki.commons	xwiki-commons-observation-api	11.8		bbe4d9fd6eed0b293cb1f971a70e51e6f41ac7aa
org.xwiki.commons	xwiki-commons-observation-api	11.8-rc-1		205bac3f830b2acd438f06255a0f6058ce9c359f
org.xwiki.commons	xwiki-commons-observation-api	11.8.1		45538311dabe5444bdb6e94ee85d87b47d3bef0d
org.xwiki.commons	xwiki-commons-observation-api	11.9		54fd11dbdb5dee61e8454150b5c7bfc92981ad84
org.xwiki.commons	xwiki-commons-observation-api	12.0		a4021a74c7813bc47119662dcc0d093013af75d7
org.xwiki.commons	xwiki-commons-observation-api	12.0-rc-1		309e734aaa269ee4bf7a43786317ffa31792725a
org.xwiki.commons	xwiki-commons-observation-api	12.1		1da334b84df1624523120715aface289128cf531
org.xwiki.commons	xwiki-commons-observation-api	12.1-rc-1		919c7fdc10634e048e23eeaa4b503e84794081ee
org.xwiki.commons	xwiki-commons-observation-api	12.10		9605aba309948da71c994e8ae4415b1bb7af1b0c
org.xwiki.commons	xwiki-commons-observation-api	12.10.1		13e78a16eb36450582647e507f1e362fad86087a
org.xwiki.commons	xwiki-commons-observation-api	12.10.10		eda0efb76c61031b5d24c4c8da11d07fe83ada84
org.xwiki.commons	xwiki-commons-observation-api	12.10.11		96f6767eb182d88cb2e2f2db99608ad11ce2b4f8
org.xwiki.commons	xwiki-commons-observation-api	12.10.2		41466be92098159ebea8b2aa91d48d728a9821ba
org.xwiki.commons	xwiki-commons-observation-api	12.10.3		7149b043ce0024cc5eb2b86fdcb25431ce03e933
org.xwiki.commons	xwiki-commons-observation-api	12.10.4		d0e2cd10137043543f8ef72cec69761f179f48c0
org.xwiki.commons	xwiki-commons-observation-api	12.10.5		4c4632633bccdd36633f37a91f7963ad61b03f6d
org.xwiki.commons	xwiki-commons-observation-api	12.10.6		66e21f802d4f084caa64b828926c8ed1ca9450bb
org.xwiki.commons	xwiki-commons-observation-api	12.10.7		e1eac27bc209503ebc2f4b18a234676ba2c5ca39
org.xwiki.commons	xwiki-commons-observation-api	12.10.8		9e5c2dfbfa9ab6d7ddbb8d88f1d50134ee641754
org.xwiki.commons	xwiki-commons-observation-api	12.10.9		09530f140f7f4be2c2f9f27e76a249e34c23fc4b
org.xwiki.commons	xwiki-commons-observation-api	12.2		85187af0adf5addaf1a82bf4be32488e3015e9b7
org.xwiki.commons	xwiki-commons-observation-api	12.2.1		402a6b101a48049b66a39dd50eea79240edc0008
org.xwiki.commons	xwiki-commons-observation-api	12.3		7fc55662ca8c02c696dc1d090057f974533a3814
org.xwiki.commons	xwiki-commons-observation-api	12.3-rc-1		6866c721e4d41cbebbef069bf6b423c29b3ae7e7
org.xwiki.commons	xwiki-commons-observation-api	12.4		cebc683b98ae37cd2eafa7096847bc6bddf7800b
org.xwiki.commons	xwiki-commons-observation-api	12.4-rc-1		43db6a12ddf094a041728827328c082dc6469767
org.xwiki.commons	xwiki-commons-observation-api	12.5		d74af96b1ddb3b01e7d6e49337684a60fd3eea45
org.xwiki.commons	xwiki-commons-observation-api	12.5-rc-1		18c382aa455a8fef251a2c0be285ec2cd5c5f0c6
org.xwiki.commons	xwiki-commons-observation-api	12.5.1		4f239d5f5c6d82796c77cc2cbecf7e05856d0001
org.xwiki.commons	xwiki-commons-observation-api	12.6		8f4ea0d5854c4829a67bb616f582cb38c2bbe21c
org.xwiki.commons	xwiki-commons-observation-api	12.6.1		803d59d3462e33e19a916ff5d1c9f35dafbc35c5
org.xwiki.commons	xwiki-commons-observation-api	12.6.2		c856fc150c1944ea3728b6760c36382e5e899aaa
org.xwiki.commons	xwiki-commons-observation-api	12.6.3		5df9a406385e00bb16687f763954ea54f882521d
org.xwiki.commons	xwiki-commons-observation-api	12.6.4		246b5779d700302d38c96d8a5bf75a5ea8c63fc6
org.xwiki.commons	xwiki-commons-observation-api	12.6.5		f40d7ef979c009a9109fb19f9c8d2456764de677
org.xwiki.commons	xwiki-commons-observation-api	12.6.6		7110126789d8ece0341260c3ab70298cb060cd63
org.xwiki.commons	xwiki-commons-observation-api	12.6.7		60c323d0ac89f411b44bf2b9a128a20623ed1603
org.xwiki.commons	xwiki-commons-observation-api	12.6.8		8f1d0d20f02a6520dea8b851a4890d854d92b819
org.xwiki.commons	xwiki-commons-observation-api	12.7		69a8ea4b687a7cf0aaef5e23f6b9a2e70a892157
org.xwiki.commons	xwiki-commons-observation-api	12.7-rc-1		b92e95b97960080075825cc7be0c3022e6ba3e51
org.xwiki.commons	xwiki-commons-observation-api	12.7.1		525ef108f281f88d69bff7267f742502f1558298
org.xwiki.commons	xwiki-commons-observation-api	12.8		48251d73e5c0b6b0e7705cf7522762124a662f91
org.xwiki.commons	xwiki-commons-observation-api	12.8-rc-1		620e369e35cc5c73a121f9affe4670de349e918c
org.xwiki.commons	xwiki-commons-observation-api	12.9		8cb94e227314f618856beea9ce44ab40e0707133
org.xwiki.commons	xwiki-commons-observation-api	12.9-rc-1		d51689368867d13075fb23a5a195011d83f4b861
org.xwiki.commons	xwiki-commons-observation-api	13.0		9349177c5e06d219d8a304bd1dd33c5201480d15
org.xwiki.commons	xwiki-commons-observation-api	13.1		6262485f76c8dd1dde3d361549ed0f709c95447e
org.xwiki.commons	xwiki-commons-observation-api	13.1-rc-1		893913b730bc4f89e9534ae1bdf936518ba04488
org.xwiki.commons	xwiki-commons-observation-api	13.10		0f1a515d9ea70717fedf5422ad78580fd2363b4b
org.xwiki.commons	xwiki-commons-observation-api	13.10-rc-1		ae7aa1386409bd638b1761ae110aeb5358cea5ff
org.xwiki.commons	xwiki-commons-observation-api	13.10.1		a7db9dcbad34546bfcfb15a6b9ff5c94f79df0ac
org.xwiki.commons	xwiki-commons-observation-api	13.10.10		fbb0c22a70562c5974d201fe37fdee941e595db9
org.xwiki.commons	xwiki-commons-observation-api	13.10.11		6b9cfb3f214bcdc81484ea10c2537d07a4873d5c
org.xwiki.commons	xwiki-commons-observation-api	13.10.2		ece353ff0609125c56c65098dd9a251e4c69ff95
org.xwiki.commons	xwiki-commons-observation-api	13.10.3		538288f23be79534cd8a88d00fa2f1d9a74cdb8e
org.xwiki.commons	xwiki-commons-observation-api	13.10.4		587b35c02322cd46570d9ccc0448dcb03d0b64e0
org.xwiki.commons	xwiki-commons-observation-api	13.10.5		5211b1976677142884072a83ea186ddcef97e465
org.xwiki.commons	xwiki-commons-observation-api	13.10.6		af651581c4598bc54333b994fc35c61c5103c42f
org.xwiki.commons	xwiki-commons-observation-api	13.10.7		bb625f762a9d5705c40062e25d586ac4f18d5fd3
org.xwiki.commons	xwiki-commons-observation-api	13.10.8		6001d10af962433ec700159bb81c3d21fc2d838b
org.xwiki.commons	xwiki-commons-observation-api	13.10.9		22ddabc53e93b93b77d228af7d0567de7a42b9c6
org.xwiki.commons	xwiki-commons-observation-api	13.2		5f27beb8c3569978ab5e57ca01e1c984cda91d9c
org.xwiki.commons	xwiki-commons-observation-api	13.2-rc-1		5aae12b9d239bbdf1ddadf3381341f4af73b0b94
org.xwiki.commons	xwiki-commons-observation-api	13.3		2847ff318210ca2571c663cc97c28d149bc86f74
org.xwiki.commons	xwiki-commons-observation-api	13.3-rc-1		8e1968e396de8beb85bd0d114d650e440fb51d4d
org.xwiki.commons	xwiki-commons-observation-api	13.4		a2d11eac9f9ac27a06cae21e7122588685496f64
org.xwiki.commons	xwiki-commons-observation-api	13.4-rc-1		4fe30d1f36ff31846d4b55c5b7375602d37c030b
org.xwiki.commons	xwiki-commons-observation-api	13.4.1		fde817e37ff01eeeef4099dd665e7761f8b22246
org.xwiki.commons	xwiki-commons-observation-api	13.4.2		8e6ab33f721749ffe9983919bc84ebb24029897d
org.xwiki.commons	xwiki-commons-observation-api	13.4.3		6b3c60c280f6f328f64f15f562527000ac8d9000
org.xwiki.commons	xwiki-commons-observation-api	13.4.4		fbc517929cd8e1387549c08d74671755c9ebe010
org.xwiki.commons	xwiki-commons-observation-api	13.4.5		a0da58a9db77aca01cf317c9d1f43bf3719f3ce0
org.xwiki.commons	xwiki-commons-observation-api	13.4.6		124a823557a6ac985593dff15643ad26553ef288
org.xwiki.commons	xwiki-commons-observation-api	13.4.7		fca28353b505d15b14f278e6cf58c923b78b6f4b
org.xwiki.commons	xwiki-commons-observation-api	13.5		9da7fa3c7f0e552ab3d7a96acd166e155c96f4c3
org.xwiki.commons	xwiki-commons-observation-api	13.5-rc-1		b8ec2fb47fe1d5c13fc23c4e80af20494d06d3db
org.xwiki.commons	xwiki-commons-observation-api	13.6		42829e6bc0907e9570bd391cac39a14034079d09
org.xwiki.commons	xwiki-commons-observation-api	13.6-rc-1		64a4246b2262c628f95277ed63056520eee1b77a
org.xwiki.commons	xwiki-commons-observation-api	13.7		d8041ec09bbbbc658d387283d751d3ffc204a82b
org.xwiki.commons	xwiki-commons-observation-api	13.7-rc-1		1efa36d0e6dccad8bfb5b476add6e3639e44f938
org.xwiki.commons	xwiki-commons-observation-api	13.8		d0310eee2e07d7c8aec0f66a7e444f8783ecc313
org.xwiki.commons	xwiki-commons-observation-api	13.8-rc-1		e652e81c3c9894b7a32cdc862d074be3852f5c54
org.xwiki.commons	xwiki-commons-observation-api	13.9		0c8cbc5f6491dd1b6616b7ac2fa3aeff7dd2f91e
org.xwiki.commons	xwiki-commons-observation-api	13.9-rc-1		80a2d282b73ec5b52ca2ee64703a9e1630634c43
org.xwiki.commons	xwiki-commons-observation-api	14.0		20daa5b6de4839b8655d77d21e82ee807d6e0a04
org.xwiki.commons	xwiki-commons-observation-api	14.0-rc-1		5110e488227a72152388d193130b650bb3eca385
org.xwiki.commons	xwiki-commons-observation-api	14.1		a166c656d6dd8260522ff5942e670080227c714c
org.xwiki.commons	xwiki-commons-observation-api	14.1-rc-1		2c749ae8f506b431db975708f62f788e42ad3b52
org.xwiki.commons	xwiki-commons-observation-api	14.10		c3a3e3bc824e57818ac6e9db482e56e69d319f1a
org.xwiki.commons	xwiki-commons-observation-api	14.10.1		6ecc41e6d20517adc5b66097c5b6f0f24a59eb44
org.xwiki.commons	xwiki-commons-observation-api	14.10.10		683ca4686ff50ec48cedeafbeccc4116365d71ba
org.xwiki.commons	xwiki-commons-observation-api	14.10.11		7b22b733cad77378dea3af3059f26601da7f3505
org.xwiki.commons	xwiki-commons-observation-api	14.10.12		7c5c217c2b968f21a0d042b1a92bc75b07ffe490
org.xwiki.commons	xwiki-commons-observation-api	14.10.13		47e883797c58f1ffd70908e9c4ab37daa1d94ecd
org.xwiki.commons	xwiki-commons-observation-api	14.10.14		4f494305dfb5bda3cc502c6e51c7f6a4bf0a1923
org.xwiki.commons	xwiki-commons-observation-api	14.10.15		a58fcdfe40df71057b9e4830d2368885b3380b16
org.xwiki.commons	xwiki-commons-observation-api	14.10.16		53f0639c335299bfc5f5c4c5f82b7c114d7083ce
org.xwiki.commons	xwiki-commons-observation-api	14.10.17		e35e94704a34c3c3fde9b90a27cc1e5700b0a75c
org.xwiki.commons	xwiki-commons-observation-api	14.10.18		3b5d0a6d8f0a643c8bac67407649d32708b22a04
org.xwiki.commons	xwiki-commons-observation-api	14.10.19		31b43e2e4c6e78b4e1a81c1e6ef55dbb923ad440
org.xwiki.commons	xwiki-commons-observation-api	14.10.2		a2dec605ccfcb88ba6f1034cc0d91b6d7e22719c
org.xwiki.commons	xwiki-commons-observation-api	14.10.20		b5ec81aaa33f2e3d7469698adc5eaa91755f38de
org.xwiki.commons	xwiki-commons-observation-api	14.10.21		b2c93bffcaf160795cd3d5488dd05cf7bcd1e27d
org.xwiki.commons	xwiki-commons-observation-api	14.10.3		7b5b21bab45846d700d6de230fe619bd93d81bcf
org.xwiki.commons	xwiki-commons-observation-api	14.10.4		2075cbaaaa85e0ab35a428de0879ddb430c99a2e
org.xwiki.commons	xwiki-commons-observation-api	14.10.5		fa5c3e224e565328b60d49f7aff19bcb812b9b60
org.xwiki.commons	xwiki-commons-observation-api	14.10.6		abd624366515ae936eb55d462fb8a2d8f4944f18
org.xwiki.commons	xwiki-commons-observation-api	14.10.7		fbae8b87980132da8fc371dcebe641ccb14138b3
org.xwiki.commons	xwiki-commons-observation-api	14.10.8		a4760c1df5b23213ccad0df4f59ffa68761871c6
org.xwiki.commons	xwiki-commons-observation-api	14.10.9		ac081fb68eda948c6fe6e7b69afe933bd90a6f63
org.xwiki.commons	xwiki-commons-observation-api	14.2		f5d7f4a0a9b82dc435b171f823b5655caa5b7c7f
org.xwiki.commons	xwiki-commons-observation-api	14.2-rc-1		9249b997102958a67f3840c1571fdd92fb47d60e
org.xwiki.commons	xwiki-commons-observation-api	14.2.1		34e421f183a8eb710b0ae5d92ae10245e643226f
org.xwiki.commons	xwiki-commons-observation-api	14.3		dcdfb4d8d8a75a26f51ed89e11c72bc5813bd9df
org.xwiki.commons	xwiki-commons-observation-api	14.3-rc-1		387bdca2343b67988eed167aa7c6ab85e6fa0376
org.xwiki.commons	xwiki-commons-observation-api	14.3.1		cbc1ee960a150d7cf290f933627ba111864725db
org.xwiki.commons	xwiki-commons-observation-api	14.4		83f8cc3a21353247102dbfcce7c4a650af6e6a81
org.xwiki.commons	xwiki-commons-observation-api	14.4-rc-1		4e55b5befbdcce93bd34560b778c83654c3486d2
org.xwiki.commons	xwiki-commons-observation-api	14.4.1		58d609d18b2c4011dca4255d49c0a4823facab06
org.xwiki.commons	xwiki-commons-observation-api	14.4.2		21bd2e3557930fea478816a0668dba05ea139b15
org.xwiki.commons	xwiki-commons-observation-api	14.4.3		a5bdc938296fc77e6bae03cc7cef4650fe47e6ec
org.xwiki.commons	xwiki-commons-observation-api	14.4.4		644508c7a5249da2ce09f7a03d50ae552f40c7e5
org.xwiki.commons	xwiki-commons-observation-api	14.4.5		e26765a7f6d3fa5d690df6c3708957f48ad0a51c
org.xwiki.commons	xwiki-commons-observation-api	14.4.6		5e697376bce0f57400141a7da6af2e3df5a7aa99
org.xwiki.commons	xwiki-commons-observation-api	14.4.7		1113b3477f8506912edd8318e3c99ff0885139e6
org.xwiki.commons	xwiki-commons-observation-api	14.4.8		0bfc965a1e7b4bed12a3ae1e3160723ed6069c27
org.xwiki.commons	xwiki-commons-observation-api	14.5		15a0fb77ec52bf8f5ce1be6520ecc7b631fb1087
org.xwiki.commons	xwiki-commons-observation-api	14.6		4d86230a3aaa0ac37adffb0a830223d2c76cafbf
org.xwiki.commons	xwiki-commons-observation-api	14.6-rc-1		bf98700f413172162c5e01f284e1d3c6b71c6067
org.xwiki.commons	xwiki-commons-observation-api	14.7		30bec32c457ced7da1e06125ef97b2ee6c26e64a
org.xwiki.commons	xwiki-commons-observation-api	14.7-rc-1		a7b791693526decefa24ca55ee7c32a69ee9b59c
org.xwiki.commons	xwiki-commons-observation-api	14.8		ff21c5bdd2bb141cfabaa104a34a780991ef949d
org.xwiki.commons	xwiki-commons-observation-api	14.8-rc-1		20e48360b8e8ac060450dbfd5b5b27752f0b9040
org.xwiki.commons	xwiki-commons-observation-api	14.9		31cbd5a2849946cccf43d9fda51356c3876e70c2
org.xwiki.commons	xwiki-commons-observation-api	14.9-rc-1		6bd63cf2ecaa75e2483d595e103f09b37bb99f55
org.xwiki.commons	xwiki-commons-observation-api	15.0		31d98929a8b32428b8c631babf4a42dd24476e0a
org.xwiki.commons	xwiki-commons-observation-api	15.0-rc-1		bda326897866503d7713091fdd16875373e9edec
org.xwiki.commons	xwiki-commons-observation-api	15.1		7ffaf0bd2956b5939c16a9c7352831e1d794306a
org.xwiki.commons	xwiki-commons-observation-api	15.1-rc-1		60525febb6985ea965af3696005f9d5b06ee3098
org.xwiki.commons	xwiki-commons-observation-api	15.10		33f1ae11f73630981761211f31daad01ee784fe6
org.xwiki.commons	xwiki-commons-observation-api	15.10-rc-1		2e16221559c20fe1d968426dbe8b322085db2e54
org.xwiki.commons	xwiki-commons-observation-api	15.10.1		95d46e14a6cc625353340d3a83788b69ca34e6ac
org.xwiki.commons	xwiki-commons-observation-api	15.10.10		5d43cec154505bfb34e692aadde33de16c6acdaa
org.xwiki.commons	xwiki-commons-observation-api	15.10.11		123cfe58da23b856232e4640cb0bb87c38a55512
org.xwiki.commons	xwiki-commons-observation-api	15.10.12		c3d56c0cb13841c30ba72b2eef56a3e91762c834
org.xwiki.commons	xwiki-commons-observation-api	15.10.13		6a9e83d5953a8fd1e8b4774daf2876095e5215b8
org.xwiki.commons	xwiki-commons-observation-api	15.10.14		3002767ccfe44cf70df8942b5913097d1144c448
org.xwiki.commons	xwiki-commons-observation-api	15.10.15		4ebf191c3b861966b4721e93fec66a7dfca0242a
org.xwiki.commons	xwiki-commons-observation-api	15.10.16		41affa96b846ad3dc97e18edd668fd2d138b7efc
org.xwiki.commons	xwiki-commons-observation-api	15.10.2		2cde4380b0ac1f8ebca913aee054a31f6a0d7d5a
org.xwiki.commons	xwiki-commons-observation-api	15.10.3		8e4a6616bf2cc26a86a652fe0360d10544659859
org.xwiki.commons	xwiki-commons-observation-api	15.10.4		5acc93479cfbc04e765fdaeafcae0083f9a2e0f9
org.xwiki.commons	xwiki-commons-observation-api	15.10.5		e20e460fb1e496758c54562d8316088e5e90bd86
org.xwiki.commons	xwiki-commons-observation-api	15.10.6		8d8ed9b17877351ebca662ab33158fa87ef7bf61
org.xwiki.commons	xwiki-commons-observation-api	15.10.7		82f8e59efb15003f409e64852ce8877dff6f6964
org.xwiki.commons	xwiki-commons-observation-api	15.10.8		e2daeae3cfd3b8595bb30662e07180ab53da335f
org.xwiki.commons	xwiki-commons-observation-api	15.10.9		077f38e025dc64c556aa8fc7d98dd264dc3eafac
org.xwiki.commons	xwiki-commons-observation-api	15.2		ed689cf61cc49fd6106be05f7405faff3a3e1c8c
org.xwiki.commons	xwiki-commons-observation-api	15.2-rc-1		48d42c387cccc5cef40a8d7603b7f53f5200ad5e
org.xwiki.commons	xwiki-commons-observation-api	15.3		65b48e04804874803bd16f9212c8a17c605c741e
org.xwiki.commons	xwiki-commons-observation-api	15.3-rc-1		9fbe7d5408af1f3e7ce354c202de9dce55e11af7
org.xwiki.commons	xwiki-commons-observation-api	15.4		ee617eb8bdaadb5b44078a6ef19b57542aebf029
org.xwiki.commons	xwiki-commons-observation-api	15.4-rc-1		4c48b53fda2ff3886bcf8a1a5a95023f622d6db4
org.xwiki.commons	xwiki-commons-observation-api	15.5		7ed402bb36136fcc4bb69ca223e09bc4065ba75a
org.xwiki.commons	xwiki-commons-observation-api	15.5-rc-1		03be8b77701438c28ea95b164afc358dc964dd44
org.xwiki.commons	xwiki-commons-observation-api	15.5.1		02fddc04dd3458fa661e2dbdfd1d3cc1536fc289
org.xwiki.commons	xwiki-commons-observation-api	15.5.2		1ef84ce0201a66a0516529b8636b74852a23e79c
org.xwiki.commons	xwiki-commons-observation-api	15.5.3		592b9953c036062f9a46ff2ea08f011f56d69b5a
org.xwiki.commons	xwiki-commons-observation-api	15.5.4		8d39fdf99dcdf575ac1659b40d984ae3671b6fdd
org.xwiki.commons	xwiki-commons-observation-api	15.5.5		286df43a1dc3a465ec5a285b5fe7a8b87192c257
org.xwiki.commons	xwiki-commons-observation-api	15.6		3fb90459684967cab21bc4635fa112640d950673
org.xwiki.commons	xwiki-commons-observation-api	15.6-rc-1		af222085800d6a25579b53bc40f0fb6dd2ad3a02
org.xwiki.commons	xwiki-commons-observation-api	15.7		667b31be084195f354f085d0074a5036dfcc4f26
org.xwiki.commons	xwiki-commons-observation-api	15.7-rc-1		9df5090e7f1d2698140ee6f18b6d82848cbd15ef
org.xwiki.commons	xwiki-commons-observation-api	15.8		25bbc08e95f407f35ec86296703c01bc274c65af
org.xwiki.commons	xwiki-commons-observation-api	15.8-rc-1		a751656a2b0374af19b14654fe1e4cc050d68cea
org.xwiki.commons	xwiki-commons-observation-api	15.9		681b6e068530d164b154ebaa3765691ddd1fbf30
org.xwiki.commons	xwiki-commons-observation-api	15.9-rc-1		20c10f927d513d5f2f16a41033644529cde69ae1
org.xwiki.commons	xwiki-commons-observation-api	16.0.0		8e3550e09ba0defdf63a85f00cfe30f573129b68
org.xwiki.commons	xwiki-commons-observation-api	16.0.0-rc-1		180722bedc8c0adb4df32cf7f5a61c89916cc16a
org.xwiki.commons	xwiki-commons-observation-api	16.1.0		6eb22660993cc3eaec2cc84a5a47d75b47a2ae18
org.xwiki.commons	xwiki-commons-observation-api	16.1.0-rc-1		9e9ed2af04b88febec34aed256054cfb8ef97d7c
org.xwiki.commons	xwiki-commons-observation-api	16.10.0		4b80470287aebe81488b00797c740b40d4c17055
org.xwiki.commons	xwiki-commons-observation-api	16.10.0-rc-1		7c82dac892ec1318da8cddb4b700618597d697e9
org.xwiki.commons	xwiki-commons-observation-api	16.10.1		10cb88b5b9b3b2b6b9ea551e6a516392156927df
org.xwiki.commons	xwiki-commons-observation-api	16.10.2		d6f3e0df8055dacd1c2952692fd3c803ad1eb27b
org.xwiki.commons	xwiki-commons-observation-api	16.10.3		0034a78f68b357808a99952a64bb30130b72fd6b
org.xwiki.commons	xwiki-commons-observation-api	16.10.4		a323cff893c4da3d96195a7e37c12bbbf37d2ae7
org.xwiki.commons	xwiki-commons-observation-api	16.10.5		03103e2af2470e69beb0514e8512a85dacfe46f2
org.xwiki.commons	xwiki-commons-observation-api	16.10.6		ffedf6dda048c692e665d462b4eac18c5448275d
org.xwiki.commons	xwiki-commons-observation-api	16.2.0		b0562d98d42af8cc5325c08790ece74b633b5ea5
org.xwiki.commons	xwiki-commons-observation-api	16.2.0-rc-1		b242801f9dc5eb88d39a99bf04015b601d26cf0f
org.xwiki.commons	xwiki-commons-observation-api	16.3.0		55599dbca5d40c948d11d72d9f016f2717876be5
org.xwiki.commons	xwiki-commons-observation-api	16.3.0-rc-1		ec3b745990416c46f784f5e89c1a7c4412b89210
org.xwiki.commons	xwiki-commons-observation-api	16.3.1		8f796da4def4dbde6edc309c94ca1cd9c5c0f51b
org.xwiki.commons	xwiki-commons-observation-api	16.4.0		8768db3676b94a2df708ffd25adf3917c4264ff6
org.xwiki.commons	xwiki-commons-observation-api	16.4.0-rc-1		63d1dce7635dcd50df0b91a812ac4f53f757334a
org.xwiki.commons	xwiki-commons-observation-api	16.4.1		b7eb2658b534c7bfeb1752505c482c86dc8cc709
org.xwiki.commons	xwiki-commons-observation-api	16.4.2		c94552c2866021c873340e71db65c8d084d5c9fa
org.xwiki.commons	xwiki-commons-observation-api	16.4.3		3c32485cd44be64020006c23de927fca0fc140a9
org.xwiki.commons	xwiki-commons-observation-api	16.4.4		b233b2fd3d5e8897575c2a62eb5341ed0956a7fb
org.xwiki.commons	xwiki-commons-observation-api	16.4.5		227e9080a6c9e2dab9ce54dae224b466c6f39825
org.xwiki.commons	xwiki-commons-observation-api	16.4.6		725eed4312fda5551b124e077bcfde9c1091bdbc
org.xwiki.commons	xwiki-commons-observation-api	16.4.7		edad5a933b93e7f60a148e03f6969730753fdeb7
org.xwiki.commons	xwiki-commons-observation-api	16.5.0		4506b4407fdd37398accba24a49c24575104c3a4
org.xwiki.commons	xwiki-commons-observation-api	16.5.0-rc-1		8f22095bb708661e1ceb494b20a0830b77e01095
org.xwiki.commons	xwiki-commons-observation-api	16.6.0		2346563b9f9edbe314b217bee75598ccda85433c
org.xwiki.commons	xwiki-commons-observation-api	16.6.0-rc-1		0725faee154504a665cf75c14d481bb94841cf58
org.xwiki.commons	xwiki-commons-observation-api	16.7.0		febeee970c8b55b2da4834f075b8ba4923c9d9e4
org.xwiki.commons	xwiki-commons-observation-api	16.7.1		669ead0cc409b1c8fd8275cb00d2a5dd397f0535
org.xwiki.commons	xwiki-commons-observation-api	16.8.0		4c4102a1f00d3aab9a6fde3b4a70464670a74b67
org.xwiki.commons	xwiki-commons-observation-api	16.8.0-rc-1		0c97707f8c6a93804b53faa9fc50fda369d553ac
org.xwiki.commons	xwiki-commons-observation-api	16.9.0		ca2c1855674f226c51d54bda4a738f5ac8a3c559
org.xwiki.commons	xwiki-commons-observation-api	16.9.0-rc-1		426938c1b0090c2370d7dae176c3085bc8f13952
org.xwiki.commons	xwiki-commons-observation-api	17.0.0		2fa175ec8a7a0fc7c9c92a4175fc426d805fff13
org.xwiki.commons	xwiki-commons-observation-api	17.0.0-rc-1		44f863990bc722244593e0120bd96e14587ccf85
org.xwiki.commons	xwiki-commons-observation-api	17.1.0		919cb74d2149f920ad4ff83d73362d62975ea328
