app.tulz	tuplez-full_sjs1_3.0.0-RC3	0.3.6	-	bf6250bfd89ddcc10c0d1b346a799499e5df1177
org.eclipse.neoscada.utils	org.eclipse.scada.utils.osgi.jaxws	0.1.0	-	7e245deeafe17975dd849fe8e12beed77c1d1926
org.eclipse.tractusx.irs	irs-registry-client	1.0.0	-	2b3303039d6bd4fba878da3c8e2227029c35269e
org.eclipse.tractusx.irs	irs-registry-client	1.3.0	-	bfcd928050ae86b39c6f653d9cea4420adcb63e9
org.eclipse.tractusx.irs	irs-registry-client	1.3.1	-	e761594d0f76b53689aed661d38397048678d33d
org.eclipse.tractusx.irs	irs-registry-client	1.4.0	-	8120990d93759441db2c8a70bc31eba36bb594ea
org.eclipse.tractusx.irs	irs-registry-client	1.4.1	-	d7d101ff45109de831f97e90f9829765d90df9c7
org.eclipse.tractusx.irs	irs-registry-client	1.5.0	-	0df6e113c795d4ce8af4688d1818772c066b4e0f
org.eclipse.tractusx.irs	irs-registry-client	1.6.0	-	4bb9eb50ffbd04257d4fa312f02437931eedc158
org.eclipse.tractusx.irs	irs-registry-client	1.8.0	-	fef50583534dbef5c0bc9c0da066823e99d0b943
org.eclipse.tractusx.irs	irs-registry-client	1.9.0	-	21747a2e45eb0a07e9743152511c9626111df106
org.eclipse.tractusx.irs	irs-registry-client	2.0.0	-	9643afffd45ddae5ab1ec62928b837166c0c40e2
org.eclipse.tractusx.irs	irs-registry-client	2.0.1	-	3aa1e2a8ef4091148141cf4c450cb21e64ca135e
org.eclipse.tractusx.irs	irs-registry-client	2.0.2	-	e7985148a07dc4f65f4921b584d8526a5f141007
org.eclipse.tractusx.irs	irs-registry-client	2.0.3	-	3cac99b59f86418dbc4ac0451c8634b5f42fa6df
org.eclipse.tractusx.irs	irs-registry-client	2.0.4	-	f372679bfb2b0ed448d75e82c334179d1b5c1d17
org.eclipse.tractusx.irs	irs-registry-client	2.0.5	-	cf4bd3147cbd985ca09ae36df71caa1c79a52a79
org.eclipse.tractusx.irs	irs-registry-client	2.1.0	-	4e2a395c1cf964cdf8657351405d888ce567acce
org.eclipse.tractusx.irs	irs-registry-client	2.1.1	-	3312f27e37c4dbbf16c4fc7214fcfd77d671d06f
org.eclipse.tractusx.irs	irs-registry-client	2.1.11	-	d25ecc2c6534f4d9157e15b093a7efeb09fc4856
org.eclipse.tractusx.irs	irs-registry-client	2.1.13	-	1e960df6a65ce43335d6a3efb6963439c504aadf
org.eclipse.tractusx.irs	irs-registry-client	2.1.14	-	78fb1fc9c2d1e8f9a84fbd0c627eaf600ca2d473
org.eclipse.tractusx.irs	irs-registry-client	2.1.15	-	383f9c86eb0e74f92eeefa582e5de3f3da0ecb93
org.eclipse.tractusx.irs	irs-registry-client	2.1.16	-	0894d0deef8ad8fbfacf12132245975ef3e5c424
org.eclipse.tractusx.irs	irs-registry-client	2.1.2	-	c6e158f2c1531dc17ad4563849a6069728bad939
org.eclipse.tractusx.irs	irs-registry-client	2.1.22	-	747dc3936b0aa695b99ddeb0b143bf1bef3543f5
org.eclipse.tractusx.irs	irs-registry-client	2.1.25	-	0cd2df5de3e9afe9693179721f3c1e07c01df4f8
org.eclipse.tractusx.irs	irs-registry-client	2.1.26	-	1e1cf62cb4a7de582569281fa97f7960926485aa
org.eclipse.tractusx.irs	irs-registry-client	2.1.27	-	adf24c203165f22b7e2590424e6767597189b020
org.eclipse.tractusx.irs	irs-registry-client	2.1.4	-	2a4c4b5daf791c4e373fae63db297ff99c47afaa
org.eclipse.tractusx.irs	irs-registry-client	2.1.6	-	092238ecbd62b2b90cf54d0802719837bdf373ba
org.eclipse.tractusx.irs	irs-registry-client	2.1.7	-	f40a3886c2bf9684c36d18b973ee2ca95b42e345
org.eclipse.tractusx.irs	irs-registry-client	2.1.8	-	36d4ed8ab364dcc7544b0b847bbcb477426602fb
org.eclipse.tractusx.irs	irs-registry-client	2.1.9	-	3148d7dcb7f6f34bd13c759e9f67bb7c9178409c
org.ehcache.modules	ehcache-xml	3.0.0	-	8c1cfcf89ec511fe7f1c0330aeb1eb9d2b2efdcb
org.ehcache.modules	ehcache-xml	3.0.0.Alpha	-	ad1b3afab382d57ed7adf01c65fd0fe15d7e7e5e
org.ehcache.modules	ehcache-xml	3.0.0.m1	-	92587acfb03e87b3fd5023eede5eda3769689c03
org.ehcache.modules	ehcache-xml	3.0.0.m2	-	0ee4cf7302f20026ef9167bb90d9e8d878a94f18
org.ehcache.modules	ehcache-xml	3.0.0.m3	-	e045eb0819b9135663bedc5940e010952c09fe31
org.ehcache.modules	ehcache-xml	3.0.0.m4	-	04d009f75a9c31326e47c32e5232df94bffe2b84
org.ehcache.modules	ehcache-xml	3.0.0.m5	-	00799afb2b9201a6123c09fff48f0840e6deb1d4
org.ehcache.modules	ehcache-xml	3.0.0.rc1	-	755b03fb26a9a402d318e882ee24956c0e9740d9
org.ehcache.modules	ehcache-xml	3.0.0.rc2	-	32fae284fb1384da6512737861d4d254633ef01f
org.ehcache.modules	ehcache-xml	3.0.0.rc3	-	46f2c593b7fbc0d088e794c66a33b7192c38a58a
org.ehcache.modules	ehcache-xml	3.0.1	-	fb314e91ccebf84ba1a89cfed421db8d132640b0
org.ehcache.modules	ehcache-xml	3.0.2	-	accfd8e8f549e867c5d0dc7f2146a22c0817cf7b
org.ehcache.modules	ehcache-xml	3.0.3	-	c6973e2bc0b3388cc29ec38cfb1b1c4cb1f6ce39
org.ehcache.modules	ehcache-xml	3.1.0	-	8983f72c3d7ccf51a59925fba255b93c536ba72a
org.ehcache.modules	ehcache-xml	3.1.1	-	4d7daaadafb3e12ef7a75e858a89c27abe5a469e
org.ehcache.modules	ehcache-xml	3.1.2	-	2ef32e229dde5c59619880ad3bed5216d7bdc88f
org.ehcache.modules	ehcache-xml	3.1.3	-	311ce2c882be466f6ec6904b8cbb6d2818e829de
org.ehcache.modules	ehcache-xml	3.1.4	-	789826cf2427fdce56d921121855f61550b5acb5
org.ehcache.modules	ehcache-xml	3.10.0	-	10ba8bfe928952c6175098b5cf42d5ea0cb2045f
org.ehcache.modules	ehcache-xml	3.10.0	3.10.0-jakarta	94aac2f6a7e0e9116753b32bc2d0d35cb6bfc73e
org.ehcache.modules	ehcache-xml	3.10.0-alpha0	-	efeebcee8416707e50448986e49dc07da1a813d0
org.ehcache.modules	ehcache-xml	3.10.0-alpha0	3.10.0-alpha0-jakarta	af63ea202afa4dd17cdc83e33146f4f77f61f9e7
org.ehcache.modules	ehcache-xml	3.10.0-alpha1	-	4c18abcfe51a443845f519494053656a6875f493
org.ehcache.modules	ehcache-xml	3.10.0-alpha1	3.10.0-alpha1-jakarta	59a3782810b55d81ce02ac7227d2c3e8efbcd5d6
org.ehcache.modules	ehcache-xml	3.10.1	-	3de00319837c642687c9443a67c10195ddda186b
org.ehcache.modules	ehcache-xml	3.10.1	3.10.1-jakarta	e71f082d1d6191066a1f24c425505749530988b5
org.ehcache.modules	ehcache-xml	3.10.2	-	80c9e17a14ceb7130f499a7df6564bad9444b2fe
org.ehcache.modules	ehcache-xml	3.10.2	3.10.2-jakarta	6e96f9aa26a9f43316b5c7d61b4cb92fd7e2e482
org.ehcache.modules	ehcache-xml	3.10.3	-	d968505ae71bf8219929f9a1f429431b951ded04
org.ehcache.modules	ehcache-xml	3.10.3	3.10.3-jakarta	951bc24af7459a981d67404a205095db2c8d5313
org.ehcache.modules	ehcache-xml	3.10.4	-	f2401228ce9cf42da70f16f18ef20c788d159d1e
org.ehcache.modules	ehcache-xml	3.10.4	3.10.4-jakarta	967c0057792ac451e167dcb5437857d6afe2df7b
org.ehcache.modules	ehcache-xml	3.10.5	-	c45b470778c244acf4b75ff66bb998b585728079
org.ehcache.modules	ehcache-xml	3.10.5	3.10.5-jakarta	dca5d97d9cd5770c6283157a6256c774d9fa79fd
org.ehcache.modules	ehcache-xml	3.10.6	-	0c08d5bd6c12ea648eed4a9a62ec78892f980c04
org.ehcache.modules	ehcache-xml	3.10.6	3.10.6-jakarta	202f4beb16a54a4d3886ee0d23cd83010d51d79c
org.ehcache.modules	ehcache-xml	3.10.7	-	e3dfdb552af60330372e61f07843089f28467da9
org.ehcache.modules	ehcache-xml	3.10.7	3.10.7-jakarta	60c3ddea4215a87422b0dfae47310b762242d663
org.ehcache.modules	ehcache-xml	3.10.8	-	898b75e55166c71f3c497007bd48ab16190c922c
org.ehcache.modules	ehcache-xml	3.10.8	3.10.8-jakarta	bc1977e636408acec76bf5852e1527f7d98601cb
org.ehcache.modules	ehcache-xml	3.2.0	-	be8b6c83dedcd92f97653e7d7e4b3cd900c38c21
org.ehcache.modules	ehcache-xml	3.2.0.beta1	-	f33fdfbbe1c70c38152bc1191cb650adef35ea42
org.ehcache.modules	ehcache-xml	3.2.1	-	04ff682ebce6d9f6f8917bf4c9969da8d7a13102
org.ehcache.modules	ehcache-xml	3.2.2	-	4f12e4583879109eea9719bd7d40917457df0d2f
org.ehcache.modules	ehcache-xml	3.2.3	-	a0d23080667e4026c0995751aa130b19a29b5087
org.ehcache.modules	ehcache-xml	3.3.0	-	7d3e237fec1d5a5262794ceae52701e7f9e44e07
org.ehcache.modules	ehcache-xml	3.3.1	-	cdb68e43e54523153fa8b736a2961d73e21693b0
org.ehcache.modules	ehcache-xml	3.3.2	-	e22adb87cf849906feee9a343e8708d82653de8a
org.ehcache.modules	ehcache-xml	3.4.0	-	dc0edae0818cabe2e57f19258f10e94f71d71879
org.ehcache.modules	ehcache-xml	3.5.0	-	08aa730086d431a50390593504c5280a1e98f76a
org.ehcache.modules	ehcache-xml	3.5.1	-	f62dc2584e6e5c8a93d47bba86a44a887376d9a8
org.ehcache.modules	ehcache-xml	3.5.2	-	453420fd6d46db3d9a8b9a715a299dea96f99cb0
org.ehcache.modules	ehcache-xml	3.5.3	-	7458ea639ef590df1ab2c0e8f8fa2952ec00aa97
org.ehcache.modules	ehcache-xml	3.6.0	-	9014667dd9b1b35e7a4686aad5003293dfbc8737
org.ehcache.modules	ehcache-xml	3.6.1	-	bbaa813aa5a7a5599954e67beab777e40748fa22
org.ehcache.modules	ehcache-xml	3.6.2	-	34574a48f4f4c5d8f918d288329a58e89c02ac4f
org.ehcache.modules	ehcache-xml	3.6.3	-	2d9092eb6ed6ecb3932927436a9dc5f851a38a1c
org.ehcache.modules	ehcache-xml	3.7.0	-	67ec35767433f6f02cc36dec01802c374f5ea1d7
org.ehcache.modules	ehcache-xml	3.7.1	-	34cc0a7ea2632588d144982cb5837f8dd7350442
org.ehcache.modules	ehcache-xml	3.8.0	-	fbe642a3e73d336a15b09f0b53f615512ab25058
org.ehcache.modules	ehcache-xml	3.8.1	-	5b573a488318af6aba6737d45cebbad466dc6358
org.ehcache.modules	ehcache-xml	3.8.2	-	70df1294db44228fbc22610b19e02a12f5cd6daf
org.ehcache.modules	ehcache-xml	3.8.2.1	-	8f7c1b329874ce2b1273e0c6c6e9e0ea05329621
org.ehcache.modules	ehcache-xml	3.9.0	-	a379ea1460b59a0636fc1dcd34ce1309a2eacb67
org.ehcache.modules	ehcache-xml	3.9.1	-	cfe4b8f09bd6e934675893d79c03a639c746522f
org.ehcache.modules	ehcache-xml	3.9.10	-	7b63945b42465bedd37eae36dcdf4ff3c77ff609
org.ehcache.modules	ehcache-xml	3.9.11	-	d01ae5cac9a1f8fcf0f9a35bf89ffe754cf0da2d
org.ehcache.modules	ehcache-xml	3.9.2	-	dbf2d6a733c43ac134453af3c4fdd34e7466169d
org.ehcache.modules	ehcache-xml	3.9.3	-	69a3942d9e1c6a27080a4bbf07261b718cb94351
org.ehcache.modules	ehcache-xml	3.9.4	-	d9fa292e2e6a4b2763cc0d641043000eee9360b0
org.ehcache.modules	ehcache-xml	3.9.5	-	b61b8af01ffc88b5cd120aa2db7787db36ddd4e2
org.ehcache.modules	ehcache-xml	3.9.6	-	ef5a2e9597a72e79e3cbf74b846b59d729193e2a
org.ehcache.modules	ehcache-xml	3.9.7	-	773a8f630fcc91673f1f39e79c9030f3c78cef32
org.ehcache.modules	ehcache-xml	3.9.8	-	eacc87c1283bc6a84945b842ee384d3089536f43
org.ehcache.modules	ehcache-xml	3.9.9	-	4f09bd1ab191edbafdbcd22c245bd5214630b1fa
org.eolang	jucs	0.0.2	-	8fc42c1c9196e1e01ce3f71d63b15346f3e3ee8f
org.eolang	jucs	0.0.3	-	2af59bb251166ce72e9b43a91b01abe23666dc66
org.eolang	jucs	0.0.4	-	d567e4ab58fd17cde3897241f73e0a40fa6e0b38
org.eolang	jucs	0.1.0	-	cffb1ed40cb98db647fe86c54db36146e0c7280d
org.eolang	jucs	0.2.0	-	651ff55f67f1fdc282e9c933e34427f19ab2c71a
org.fcrepo	modeshape-web-jcr-rest	5.4.1.fcr	-	ad973cfe8fa1d5ae07395b151039ccdd4746953d
org.fcrepo	modeshape-web-jcr-rest	5.5.0.fcr	-	716db5ee04f137da970bbf45f5074f582e8c3472
org.fcrepo	modeshape-web-jcr-rest	5.5.1.fcr	-	8ec6980207e3b1dd576f6797f96b068a7e43ce99
org.fryske-akademy	teidictionaries	1.2	-	886fadd0fa67f1fa79b54c56dfb1325345b482bc
org.fryske-akademy	teidictionaries	2.0	-	45ea9c1188bdaf92ec70a0d39eaf694ce95f233c
org.fryske-akademy	teidictionaries	2.1	-	3ad7f29171829ed08deb991503c1740c86412d17
org.fryske-akademy	teidictionaries	2.2	-	ea624ad88446ffeb8b69083e5e5fd4d92a1ef1c6
org.fryske-akademy	teidictionaries	3.0	-	9b0c6d93e36845d0d2f5299408c70db664671120
org.fryske-akademy	teidictionaries	3.2	-	b26f0961bcf9d8e0eeb8c079cd69a1b837719242
org.fryske-akademy	teidictionaries	3.3	-	98257d8918c63d793abd363d2bb729d70bd51b21
org.fryske-akademy	teidictionaries	4.1	-	1972d0c6571a13a69a46d940b23cbabdb67ac935
org.fryske-akademy	teidictionaries	4.2	-	586ced834241689627bdd919de88f027633a097d
org.fryske-akademy	teidictionaries	4.5	-	0e69b4d925d822042266b54589f874c3144c1256
org.fryske-akademy	teidictionaries	4.6	-	cfeb4ca1fe24b80bf182624340efcfc5ad0aa93a
org.fryske-akademy	teidictionaries	4.7	-	5b8772dc675d41fd82eff4c0709c0b73d75a138f
org.fryske-akademy	teidictionaries	4.8	-	586c1aafc58abfa6eab78a746cec3d8946c48f71
org.fryske-akademy	teidictionaries	5.0	-	01da37882c5dab28d9174597071698b45ef02b0e
org.fryske-akademy	teidictionaries	5.1	-	4e65a709fa6a618636826263061155ebac34753f
org.fryske-akademy	teidictionaries	5.2	-	fae28460d3d60d9efde2768e1a8d3577f6665a3a
org.fryske-akademy	teidictionaries	5.3	-	e1bafc17c9f76620d7421ecf04220c999040010b
org.fryske-akademy	teidictionaries	5.4	-	2435cab5901ea793695c7a1eac4a120a74663772
org.fryske-akademy	teidictionaries	5.7	-	6da6277ac9ac69a4eeee8522f223ed716ae70a03
org.fryske-akademy	teidictionaries	5.8	-	c71f33ad96732642ce5881ab81f882a5cd606a1d
org.fryske-akademy	teidictionaries	5.9	-	397520ba5cbba4f8412ae9b0162f085f27e66da0
org.fusesource.fabric.fab	fabric-fab-core	1.0	-	62e5aff22d3bd460cc426dc6f4c206d3f487f5a4
org.geomajas	geomajas-project-deskmanager	1.0.0-M10	-	729d3ef5a79ce7d1b544a5e1542562d1677ffaef
org.geomajas	geomajas-project-deskmanager	1.0.0-M12	-	42a27e1f3337ebf997f3613f4eb5958256649162
org.geomajas	geomajas-project-deskmanager	1.0.0-M13	-	aae7b174867188a732f61dc28f6fa6c3459101fd
org.gridgain	gridgain-log4j	6.1.8	-	895199275f6f05b0c3fecde3eb07761667f77783
org.gridgain	gridgain-log4j	6.1.9	-	b67f86095edd5ca9f9ec13723d464fb8921cd102
org.gridgain	gridgain-log4j	6.2.0	-	64049861db4d07a86819227b07d9bb9c47913f62
org.gridgain	gridgain-log4j	6.2.0-rc1	-	1fd0716d8e3a7cefada0dca20b0758d4f4432387
org.gridgain	gridgain-log4j	6.2.0-rc2	-	17861a867411f9d425f3bb4941cad4d3960a8d2b
org.gridgain	gridgain-log4j	6.2.0-rc4	-	fc4e57fbc4a12c9d4fc32e4ed0cee39320d1836d
org.gridgain	gridgain-log4j	6.2.0-rc5	-	b792eec302638bccfc1658b14d7d35f1956177f2
org.gridgain	gridgain-log4j	6.2.0-rc6p1	-	ef3101b74a8d7e0d4ce42a8e7a506feaa1bc1ec4
org.gridgain	gridgain-log4j	6.2.1	-	4ea086a894fe3aff0490a3fbdef15772c0b97d64
org.gridgain	gridgain-log4j	6.2.1-p1	-	ba617e0983273caa4394731943a2c2618dfd70d3
org.gridgain	gridgain-log4j	6.5.0	-	42032d4da8478aa906e5ae5b206aa797a764db6c
org.gridgain	gridgain-log4j	6.5.0-p1	-	62e93ea0951da4e6ddb85528174c93623fc55295
org.gridgain	gridgain-log4j	6.5.1	-	1c60c7c7b7fc057dc9f4d42f1bde02b8af47f5dd
org.gridgain	gridgain-log4j	6.5.2	-	ecd8ac1e919222d14e441db9f4541e0107d6c832
org.gridgain	gridgain-log4j	6.5.5	-	5e5bcad5948f2afd292dcf506662cc835551885c
org.gridgain	gridgain-log4j	6.5.6	-	7ef5d926ee66706857e32de7b4b8d5524e64fcf5
org.gridgain	gridgain-log4j	6.5.6-p1	-	285055bfae9d4f9364166025e466ec76dc19eb0e
org.gridgain	gridgain-log4j	6.6.0	-	90b24044c02771b26ae1784b4d999d675e3c6b7b
org.gridgain	gridgain-log4j	6.6.1	-	c28132fb7586213f50cb19f155106de03db1947e
org.gridgain	gridgain-log4j	6.6.2	-	e0b6c77a8046c6f232171e05d2be949b72ba3280
org.gridgain	gridgain-log4j	6.6.2-p1	-	7528160cb29c4a3349018df6ebaf50dff90375bf
org.gridgain	gridgain-log4j	6.6.2-p2	-	106a15954cfffeef78fb561ddb95e996685a8e54
org.gridgain	gridgain-log4j	6.6.3	-	853541b8a3cb6c2bc0b5fdaea5bdf30df2e1cb5b
org.gridgain	gridgain-log4j	6.6.3-p1	-	b6d404ae6f09abd979babdb1616e54bc174f8ad3
org.gridgain	gridgain-log4j	6.6.4	-	1fdffd2de78aab2b0e71a0bb3914a5dba561207b
org.gridgain	gridgain-log4j	6.6.5	-	5b56f983617954314560a5db26b05556286e7611
org.gridgain	gridgain-log4j	6.6.7	-	ed2cfefaec1bc66e1c69a16c9bb4acb8cffd7755
org.gridgain	gridgain-log4j	6.6.8	-	7b97685be563914ff66c1db7f04079acb9a3461e
org.gridgain	gridgain-log4j	6.6.8-p1	-	4742f875706c97b19bc4ba1bf76a3190d6aa7f05
org.gridgain	gridgain-log4j	6.6.9	-	1a6e677c45d08b231a80a61159f66946e708435d
org.gridgain	gridgain-log4j	6.6.9-p1	-	8155b9c6fd9ec60dc6d275c29217cbb0eca8f097
org.gridkit.3rd.btrace	ext-default	2.0.1-nimble	-	2dfd113b9d35f1906424cbcbe79f1919befced6f
org.hawkular.agent	hawkular-wildfly-agent	0.12.0.Final	-	4891dfbbf06742e37b0434862df9f195add66986
org.hawkular.agent	hawkular-wildfly-agent	0.13.0.Final	-	83ee131f32cfc9db1d2e7fac113bf593e66df15f
org.hawkular.agent	hawkular-wildfly-agent	0.13.1.Final	-	d7807bdc94ec544539973b44ab0ca6207b12e6c6
org.hawkular.agent	hawkular-wildfly-agent	0.13.2.Final	-	2fd5b31732e71be324b931cdec5614c0b3c43015
org.hawkular.agent	hawkular-wildfly-agent	0.13.3.Final	-	bc8a640f2b8da5f96ddd8a1796d436f268616c7c
org.hawkular.agent	hawkular-wildfly-agent	0.13.4.Final	-	af728fd957b5ec13b80388cb1650ae708d5e9c01
org.hawkular.agent	hawkular-wildfly-agent	0.13.5.Final	-	a46c27b620b9819c7a5d05ff42be30ec8df9b1b4
org.hawkular.agent	hawkular-wildfly-agent	0.13.6.Final	-	1a218040103429f5d927fb1d909721dcf2896944
org.hawkular.agent	hawkular-wildfly-agent	0.13.7.Final	-	1226a035fbaeec41fb7e0f9d53b3c3981a12cc90
org.hawkular.agent	hawkular-wildfly-agent	0.14.0.Final	-	bd510c528f4a94ef3daf821bdcda45345d4b6cd1
org.hawkular.agent	hawkular-wildfly-agent	0.15.0.Final	-	ded0635be65b763a762e5ef42889621484a36ce7
org.hawkular.agent	hawkular-wildfly-agent	0.15.1.Final	-	99e549499c9243a62ea9ea27d49e46e1bf8a6cb4
org.hawkular.agent	hawkular-wildfly-agent	0.15.2.Final	-	dbbfdd076899daa32c6831d10d04af1ffe2347e4
org.hawkular.agent	hawkular-wildfly-agent	0.15.3.Final	-	f5348a04872d8873e76dc18beb245e47e67cbadc
org.hawkular.agent	hawkular-wildfly-agent	0.15.4.Final	-	6cdf11b68d8c46c676600f51b4f378b9338e6ebd
org.hawkular.agent	hawkular-wildfly-agent	0.15.5.Final	-	86416886db985fe55bd336be90ff21e79c12f934
org.hawkular.agent	hawkular-wildfly-agent	0.15.6.Final	-	addf1ae4efedb299b12a8896230e218017aee8dd
org.hawkular.agent	hawkular-wildfly-agent	0.16.0.Final	-	b435820592d633bf91c6a60f0993d5b149b720be
org.hawkular.agent	hawkular-wildfly-agent	0.17.0.Final	-	b9d3dd77184b36ff6210f97bdfeeaf91500f4593
org.hawkular.agent	hawkular-wildfly-agent	0.17.1.Final	-	c11a2d3ba28fea3a54f9306d981afbf80d205efd
org.hawkular.agent	hawkular-wildfly-agent	0.17.2.Final	-	53d0e5860c641fcb96f274ef5b0bb9fbb1358d52
org.hawkular.agent	hawkular-wildfly-agent	0.17.3.Final	-	9c24f315c4a630f8df544c18dcc541d8373ce015
org.hawkular.agent	hawkular-wildfly-agent	0.17.4.Final	-	e3c7cc9a79d1b910a1c8518c14ced85932ffd867
org.hawkular.agent	hawkular-wildfly-agent	0.17.5.Final	-	ec9570dd64aeae8c4adf5269d4f09b1be9cb0ed3
org.hawkular.agent	hawkular-wildfly-agent	0.18.0.Final	-	e05e22912e594761eead47b066bdd5a95af4c0e2
org.hawkular.agent	hawkular-wildfly-agent	0.18.1.Final	-	7adbc56429f054ab858cf31439cadf0f81c25940
org.hawkular.agent	hawkular-wildfly-agent	0.19.0.Final	-	dc294c5bd6210b3687a484efdbb2dc6041ad74e2
org.hawkular.agent	hawkular-wildfly-agent	0.19.1.Final	-	17f30f8bae7513442c24a61099bfdc2f4f46e9f1
org.hawkular.agent	hawkular-wildfly-agent	0.19.2.Final	-	c50f8416d5fc694693b79f4b35d0b11491341a68
org.hawkular.agent	hawkular-wildfly-agent	0.20.0.Final	-	bd079a58966b94e13862c658a299d39a4bc0b7fb
org.hawkular.agent	hawkular-wildfly-agent	0.20.1.Final	-	8244bd716fc858f4944811f54a3debabba69207c
org.hawkular.agent	hawkular-wildfly-agent	0.21.0.Final	-	030f2c5dd08245886f3bc0861e56dbc52837957c
org.hawkular.agent	hawkular-wildfly-agent	0.22.0.Final	-	54720c34a83bd27601f6926feef660cb59f5f9ca
org.hawkular.agent	hawkular-wildfly-agent	0.23.0.Final	-	baffd4be808bc2aaede82a8fc9f3270c88052d8b
org.hawkular.agent	hawkular-wildfly-agent	0.24.0.Final	-	84ea39c2a2335017bf59a9fb5b574b92f9ec11b9
org.hawkular.agent	hawkular-wildfly-agent	0.24.1.Final	-	447c7ffdad7cb2251297015c5b5cef9800d67dd8
org.hawkular.agent	hawkular-wildfly-agent	0.24.2.Final	-	2535db22f4b573ffe10ead9b223c71b8cf100c68
org.hawkular.agent	hawkular-wildfly-agent	0.24.3.Final	-	855432ae1fa6941715d84639ac4496bdc4017aa7
org.hawkular.agent	hawkular-wildfly-agent	0.25.0.Final	-	eebb90facb3f5b214ba9deea82c4685684536893
org.hawkular.agent	hawkular-wildfly-agent	0.25.1.Final	-	758c24f9c4e63781fd58e3c363fdcf4aca7235c6
org.hawkular.agent	hawkular-wildfly-agent	0.25.2.Final	-	b16b3bc4f4a425113efc98249a953a522959633b
org.hawkular.agent	hawkular-wildfly-agent	0.26.0.Final	-	88eab05fa2d318146324f000d19116eea48d8a45
org.hawkular.agent	hawkular-wildfly-agent	0.27.0.Final	-	ffcb72e20465d35d89cd89898b376be787f6b6aa
org.hawkular.agent	hawkular-wildfly-agent	0.28.0.Final	-	9e998df069facd8ac99ba6a6ca24a04795c86f57
org.hawkular.agent	hawkular-wildfly-agent	0.29.0.Final	-	b4b667d1dc4a56daa881fb62f8d5249a7b395cb5
org.hawkular.agent	hawkular-wildfly-agent	0.29.1.Final	-	74e3e323f3631f5340daacdbac8ce32c7950c41a
org.hawkular.agent	hawkular-wildfly-agent	0.29.2.Final	-	7426c9c808fcf3e716dc0f6277c7b1bd5bbcfcae
org.hawkular.agent	hawkular-wildfly-agent	0.29.3.Final	-	261ceae13153d6693bf7dae22fbbc56fbcc34eb5
org.hawkular.agent	hawkular-wildfly-agent	0.29.4.Final	-	c5cd34da224c62144b28fb0058bb4096c5f774fe
org.hawkular.agent	hawkular-wildfly-agent	1.0.0.CR1	-	4c90b4a0bca13b976cc5b562509b73d32f4b9d92
org.hawkular.agent	hawkular-wildfly-agent	1.0.0.CR2	-	488215c1cb9d7f468256b9b92440165b164f85a4
org.hawkular.agent	hawkular-wildfly-agent	1.0.0.CR3	-	6a04aaf2db86bb36e9c76c5f6bb364e69c9f01b9
org.hawkular.agent	hawkular-wildfly-agent	1.0.0.CR4	-	5597fb3421233472542bcb24a780eef2ac19ad30
org.hawkular.agent	hawkular-wildfly-agent	1.0.0.CR5	-	5afd21ffb6eb48f4f183b9183ea325d3a35968ea
org.hawkular.agent	hawkular-wildfly-agent	1.0.0.CR6	-	c8ea0cb360bdd5423afdff8e45d081b3b8486328
org.hawkular.agent	hawkular-wildfly-agent	1.0.0.CR7	-	df8b844dc87d15713c225c041f7e5ee07752b8db
org.hawkular.agent	hawkular-wildfly-agent	1.0.0.Final	-	b9e99aaf8b24c4c187bbaa0b5456f669ebda6300
org.hawkular.agent	hawkular-wildfly-agent	1.0.1.Final	-	9ca59083a8f17e1a3feb3053cb3781e00ddc9e31
org.hjug.dtangler.ui	dtangler-ui	2.1.0	-	9d94942dce394544b04913c3b3e4e5877722c355
org.hspconsortium.carewebframework	cwf-ui-procedures	1.0.0	-	f7e4f415afff4efe151217c6b5c57d31a8d2cd88
org.http4s	http4s-blaze-server_3.0.0-RC2	0.22.0-M7	-	7a734934029b0b55b93b53eb34891a028060c738
org.http4s	http4s-blaze-server_3.0.0-RC2	1.0.0-M21	-	a6c7415d5657f62a1bced9b970018615a3b8e4a0
org.http4s	http4s-fs2-data-json_2.13	0.4.0	-	d2798df322bdfacdf57cab8d4cc04ccb752985bc
org.igniterealtime.smack	smack-streammanagement	4.4.0	-	700b3073bcb7dff783c4de5f822399f25d6067a3
org.igniterealtime.smack	smack-streammanagement	4.4.0	4.4.0-test-fixtures	6367d11e8fdd451e827aa136af3b61ca6eb9918a
org.igniterealtime.smack	smack-streammanagement	4.4.0-beta2	-	4e32a60a1cf6bc34c76c3f2a4f8e86a98b2fa731
org.igniterealtime.smack	smack-streammanagement	4.4.0-beta2	4.4.0-beta2-test-fixtures	48ee99c106f24d0e42b36fff0a7450fa54bc303a
org.igniterealtime.smack	smack-streammanagement	4.4.0-rc1	-	cda91a5f8207240449ded7425125096897ad2328
org.igniterealtime.smack	smack-streammanagement	4.4.0-rc1	4.4.0-rc1-test-fixtures	538a8d50e0d7cc4260cf34f7c31723cfeca9782b
org.igniterealtime.smack	smack-streammanagement	4.4.0-rc2	-	2afe75009ddbde8258fd5d14072ec6a213f75882
org.igniterealtime.smack	smack-streammanagement	4.4.0-rc2	4.4.0-rc2-test-fixtures	b15812fae5703e9b3081070188adafee57983a50
org.igniterealtime.smack	smack-streammanagement	4.4.1	-	7b268e51c4a7cac322539fbe460a2a9d83c0aac5
