au.net.causal.shoelaces	shoelaces-assorted-integration-tests-container	2.0	-	44a0e2813586047b264e16fdb63ecfa7366d40b9
com.guicedee.services	org.apache.cxf	1.0.9.1-jre14	-	3b7270a3b340a1626da2d84f5127a74055967b29
com.guicedee.services	org.apache.cxf	1.0.9.10	-	2e970ade12ab0acb6322faf24213b91ff0e97cdc
com.guicedee.services	org.apache.cxf	1.0.9.10-jre14	-	a85219826481b0d8338cada1e160b60886ffd54b
com.guicedee.services	org.apache.cxf	1.0.9.11	-	838ccb0219810fae747a66e055c03db9c4c60024
com.guicedee.services	org.apache.cxf	1.0.9.11-jre14	-	5b0fd99a389dedc929dbd79d8696a06f46ed0628
com.guicedee.services	org.apache.cxf	1.0.9.13	-	622f5071e3f18d9ce745a9ff00d7f4f29fcf1bc5
com.guicedee.services	org.apache.cxf	1.0.9.13-jre14	-	a84a3b2744cd2abe01e6d0512dff5cd60f55ec9d
com.guicedee.services	org.apache.cxf	1.0.9.14	-	3600524f6c6348f2139d7ff30e6fa99dff380380
com.guicedee.services	org.apache.cxf	1.0.9.14-jre14	-	7400e78b388972d2d38b266818a98b2482c65bbe
com.guicedee.services	org.apache.cxf	1.0.9.2	-	141e774c6978fcac2dab201906de3d4fd5b2d66c
com.guicedee.services	org.apache.cxf	1.0.9.2-jre14	-	228974a1d910e7717cfaea5d822c05ecbcf2f491
com.guicedee.services	org.apache.cxf	1.0.9.3-jre14	-	eec6fda863f0f29cdf3dc471e6656f046eee0c32
com.guicedee.services	org.apache.cxf	1.0.9.4-jre14	-	d5f45a2846b6450caa40ea06fd47653b6d3d0333
com.guicedee.services	org.apache.cxf	1.0.9.5-jre14	-	f9c7939ee2b87d44d20d162aa5686c5067edff0a
com.guicedee.services	org.apache.cxf	1.0.9.7-jre14	-	06b282cedea85d2fa445c6c22cfc83db708ed7d8
com.guicedee.services	org.apache.cxf	1.1.0.0-jre15	-	758b870f354d21a55c02cd2c94cfca1423e5e9c7
com.guicedee.services	org.apache.cxf	1.1.0.1	-	909850210cf5806f9f0de0263ec1cc5917e62763
com.guicedee.services	org.apache.cxf	1.1.0.1-jre14	-	07d5871c599998819cc6a77eb473b57f0cdb091c
com.guicedee.services	org.apache.cxf	1.1.0.1-jre15	-	e8bff156eebc4c17f426093b84430929f279d71c
com.guicedee.services	org.apache.cxf	1.1.0.2	-	9da75b27f38218c3febb712d349fd3dfec0b600a
com.guicedee.services	org.apache.cxf	1.1.0.2-jre14	-	4d783bd28b82f197a0fc5d515c9be923ff0974ba
com.guicedee.services	org.apache.cxf	1.1.0.2-jre15	-	860659918c8d8ac100cb22586a3df620ff6ea66f
com.guicedee.services	org.apache.cxf	1.1.0.3	-	a0f73bd4b7b47a2348039f795bdf90f24a062937
com.guicedee.services	org.apache.cxf	1.1.0.3-jre14	-	9ead0c2c430d6a9833527b8cd91681fdebfc7d81
com.guicedee.services	org.apache.cxf	1.1.0.3-jre15	-	c1eafad4cffba1a19bc317530073382041fcaec0
com.guicedee.services	org.apache.cxf	1.1.0.3-jre8	-	b205405b96e0cd83491b4d38604bec79138c97c8
com.guicedee.services	org.apache.cxf	1.1.0.4-jre14	-	61f08d16b62040d176c2f46062983d07f6a65cda
com.guicedee.services	org.apache.cxf	1.1.0.4-jre15	-	d3e7ddf5dc6a5abd0ca0c66f725f9df5302f666e
com.guicedee.services	org.apache.cxf	1.1.0.4-jre8	-	a81b1c10ca832e346be3d6c91b471ebdbc2a363a
com.guicedee.services	org.apache.cxf	1.1.0.5-jre14	-	3986569a14fb67c3387a7c3a72c0a73760d2a5a0
com.guicedee.services	org.apache.cxf	1.1.0.5-jre15	-	f166a04ddf77f00ae6816fef0649d43d9927e20d
com.guicedee.services	org.apache.cxf	1.1.0.6	-	ae5a47f6809f8ab20e45b910e0aa71a81bb7337f
com.guicedee.services	org.apache.cxf	1.1.0.6-jre14	-	197f5f4d3c471148354174224ff78af3e52f7bea
com.guicedee.services	org.apache.cxf	1.1.0.6-jre15	-	cc71fc8f73a85923fc575bc5ee952ded3e36645f
com.guicedee.services	org.apache.cxf	1.1.0.7	-	329c57b6d15143ac84fa780dfa109ccef6785c70
com.guicedee.services	org.apache.cxf	1.1.0.7-jre14	-	8f29bf03d52f647d08f077ef5ab171b020755a68
com.guicedee.services	org.apache.cxf	1.1.0.7-jre15	-	5ce6804cc7a266b66733f1247ece7d8d699d3a6a
com.guicedee.services	org.apache.cxf	1.1.0.7-jre8	-	28f9b8f976a27b1cfd2389e4fd3a0135f18afe2f
com.guicedee.services	org.apache.cxf	1.1.0.8-SNAPSHOT-jre14	-	67990a364d5b86ec24cb2699e14934440538441e
com.guicedee.services	org.apache.cxf	1.1.1.0	-	e79b8389d7da90d3a7fc8eba11b75aa37be6d284
com.guicedee.services	org.apache.cxf	1.1.1.0-SNAPSHOT-jre14	-	570514c2f6d1101005d40d95e36dd6558280d330
com.guicedee.services	org.apache.cxf	1.1.1.0-SNAPSHOT-jre15	-	ce0e17529b31100d1b20367d0462ec1aa98bf83e
com.guicedee.services	org.apache.cxf	1.1.1.0-SNAPSHOT-jre8	-	1bfa7f22b351217344dfab57a5d3180498b86620
com.guicedee.services	org.apache.cxf	1.1.1.0-jre14	-	6afb868437c18e93e5ef7a678c89e7d20af85db5
com.guicedee.services	org.apache.cxf	1.1.1.0-jre15	-	e919a4c5a03b42ff4ec3b8d88b4f4255fa971b40
com.guicedee.services	org.apache.cxf	1.1.1.0-jre8	-	46f100d051ff9436828b80aee1e62c581aef49e5
com.guicedee.services	org.apache.cxf	1.1.1.1-SP1	-	dc484cf95dc3ded445de45c7aa7419eac733a041
com.guicedee.services	org.apache.cxf	1.1.1.1-jre14-SP1	-	67d6cac4d45e3ab452c30be97981b7b874804ed8
com.guicedee.services	org.apache.cxf	1.1.1.1-jre15-SP1	-	37c96e3bc0b82aa1b381712332d17d0e301a9a4c
com.guicedee.services	org.apache.cxf	1.1.1.2	-	627ed8636b75af12f0c3849ea88d2fa3a5d1520b
com.guicedee.services	org.apache.cxf	1.1.1.2-jre14	-	1417cebe0b3527951983b35aeefe0964b46feb91
com.guicedee.services	org.apache.cxf	1.1.1.2-jre15	-	f1dbd378096d73179c1dfdcc18f7b7f8a26bd068
com.guicedee.services	org.apache.cxf	1.1.1.3	-	c2536f37a2fb20007d6a8f04fe128a29c550bcd4
com.guicedee.services	org.apache.cxf	1.1.1.3-jre14	-	efd9c830937c6ca345b28df786f0aaeccb229534
com.guicedee.services	org.apache.cxf	1.1.1.3-jre15	-	3d1060524dc95daecfa6162e6bb905e1bb09b9f1
com.guicedee.services	org.apache.cxf	1.1.1.3-jre16	-	6c94df82d6ef7859a6e73e10dc58850a76192598
com.guicedee.services	org.apache.cxf	1.1.1.3-jre8	-	8e18e87468bef33de2ed691914f7808d3aa81a16
com.guicedee.services	org.apache.cxf	1.1.1.4	-	2b7e892d1d5009b90f95a2de2fae75f1e1943c66
com.guicedee.services	org.apache.cxf	1.1.1.4-jre14	-	b90c5fb5ca7a2dfdc630937f261378c23764d99b
com.guicedee.services	org.apache.cxf	1.1.1.4-jre15	-	d34b90d2d53711fed87649b97618000918a910d3
com.guicedee.services	org.apache.cxf	1.1.1.4-jre16	-	3ad62a7a0e63e1ccc22c6290e2810d1e1abfd4b9
com.guicedee.services	org.apache.cxf	1.1.1.4-jre8	-	d55237789345111a09e5eab58c423a14d9d415a2
com.guicedee.services	org.apache.cxf	1.1.1.5-jre15	-	ce34c79e1fa60172ea692e77163076667fd6413e
com.guicedee.services	org.apache.cxf	1.1.1.7	-	e967f53958acbf5212c53c9a1ea205f89f876249
com.guicedee.services	org.apache.cxf	1.1.1.7-jre15	-	a51a9323e87996856b1d11d876cc90bd0a6f7e71
com.guicedee.services	org.apache.cxf	1.1.1.7-jre16	-	9939edb3610e869fbf356c67bdcf254cf5cd53b2
com.guicedee.services	org.apache.cxf	1.1.1.7-jre8	-	3834725cfd6d0d5d25548926549abcc69b76034a
com.guicedee.services	org.apache.cxf	1.1.1.8-jre15	-	afb1f4c7dcd4d68eade932bb289fee6fbf463de6
com.guicedee.services	org.apache.cxf	1.1.1.8-jre16	-	113ed2ef87a9becf0d2cc2250dfb8947a4e7155f
com.guicedee.services	org.apache.cxf	1.1.1.9-jre15	-	d301accf6133db7215bfd5f3a0abb578f13cc47d
com.guicedee.services	org.apache.cxf	1.1.1.9-jre16	-	d43c1f04331652b00e1a950eefaa5aea5dddab3f
com.guicedee.services	org.apache.cxf	1.2.0.0-jre16	-	cda91a04d5994bab509240cb607b686f927490fb
com.guicedee.services	org.apache.cxf	1.2.0.1-jre11	-	0852672a7ac05bf13e92f211decedc1495a86a94
com.guicedee.services	org.apache.cxf	1.2.0.1-jre15	-	146b17351c253841579495c9b55f217c3e84de98
com.guicedee.services	org.apache.cxf	1.2.0.1-jre16	-	bead48211c948ec840f939ad18530b638fae5cac
com.guicedee.services	org.apache.cxf	1.2.0.2-jre16	-	6cbcb237ebafabb9a56c7d1c881eae369a3540f2
com.guicedee.services	org.apache.cxf	1.2.0.3-jre17-rc1	-	5b56658c09133902edb1c40025d86cd76fbd95d9
com.guicedee.services	org.apache.cxf	1.2.1.1-jre17	-	60d7f0aa387a12d51ceb83a944990ad2de0c1096
com.guicedee.services	org.apache.cxf	1.2.1.2-jre17	-	4d0b7285c2e463acb49b398aad2091cf9f01216e
com.guicedee.services	org.apache.cxf	1.2.2.1	-	646c2e59962a348c724d7402fe8af768cd41f1bb
com.guicedee.services	org.apache.cxf	1.2.2.1-jre17	-	a127950adf08086bbeadabb0436e923b79204061
com.guicedee.services	org.apache.cxf	62	-	129a409f1e065697cc6f87e05581b7b9dfa2c108
com.guoshiyao.rely	rely-bigcore	10.1.3-RELEASE	-	50c56beaa8308736dab422a75477940f3201bc67
com.guoshiyao.rely	rely-bigcore	10.1.4-RELEASE	-	c32fe2b62b98a99978de935ae2629d5a307f885d
com.healthy-chn.cloud	healthy-common-security	1.2.1.RELEASE	-	fc8b71c2466d6ea0113f9e5b4c3b51d4e80ab284
com.healthy-chn.cloud	healthy-common-security	1.2.10.RELEASE	-	cf3e2ad8872d31b1ad12e40dba754ad24a742c40
com.healthy-chn.cloud	healthy-common-security	1.2.11.RELEASE	-	ee13d4f6334da0d9b4866bda8a2f3bc33d5c6551
com.healthy-chn.cloud	healthy-common-security	1.2.2.RELEASE	-	1e68d174bded43a4cf2f1e4565c63e4f23cd243a
com.healthy-chn.cloud	healthy-common-security	1.2.3.RELEASE	-	d2dfa82214d0d5254cd8cf9b72ee0e46d1be694c
com.healthy-chn.cloud	healthy-common-security	1.2.4.RELEASE	-	9b1b57c74223f13d081b858949e95530aeaa12b3
com.healthy-chn.cloud	healthy-common-security	1.2.5.RELEASE	-	b7c00dc59ed063be8b3fd87625f5dac1e29401b1
com.healthy-chn.cloud	healthy-common-security	1.2.6.RELEASE	-	c40b7ba7c8ce52870607d805fb18ab5e01ef3c5b
com.healthy-chn.cloud	healthy-common-security	1.2.7.RELEASE	-	4d2a7eec057e700ca0527b1bf1a3f703269ede8d
com.healthy-chn.cloud	healthy-common-security	1.2.8.RELEASE	-	8512821bfe985ab7e6d35302627f6e7ea523fca1
com.healthy-chn.cloud	healthy-common-security	1.2.9.RELEASE	-	6ba65acc1c4bb6c6e083e93385007b7e474e9ecc
com.healthy-chn.cloud	healthy-common-security	1.3.0	-	df528bd9f679f1fba07286b659a4c423e324111e
com.healthy-chn.cloud	healthy-common-security	1.3.1	-	db4039229fdf359df67ff4f077c7f6411f57155b
com.healthy-chn.cloud	healthy-common-security	1.3.2	-	f650a442b0c3d25f5885d2f073ce73e5815a54f0
com.healthy-chn.cloud	healthy-common-security	1.3.3	-	bad8ec4543bde0e69edb9713bde70c23b6be7139
com.healthy-chn.cloud	healthy-common-security	1.3.4	-	c8f9fd1b7c99cc2f477f58362e7468cb3886abf8
com.healthy-chn.cloud	healthy-common-security	1.3.5	-	1565836736c4cc6f39b46408a3caec3901aabac2
com.healthy-chn.cloud	healthy-common-security	1.3.5.M1	-	42a192e9173f748c3504776a28b09678ed30565c
com.healthy-chn.cloud	healthy-common-security	1.3.5.M2	-	9f825eaa6dd39de00f4722451db9dbd446bc567f
com.healthy-chn.cloud	healthy-common-security	1.3.5.M3	-	698a034914e9d332b580e57471c276f1d853177d
com.healthy-chn.cloud	healthy-common-security	1.3.5.M4	-	0f33a0faf0379b5a212d8142535da8b3cc56d047
com.healthy-chn.cloud	healthy-common-security	1.3.6	-	3b4439b236a929a45659bf46ca3acfa8f864c2a3
com.healthy-chn.cloud	healthy-common-security	1.3.6.M1	-	e99fc6e7d473892f2d36a6258ee4eec234572ec9
com.healthy-chn.cloud	healthy-common-security	1.3.6.M2	-	229cc3634d7e0cbde5a7390f79db9b6e2816c0e1
com.healthy-chn.cloud	healthy-common-security	1.3.6.M3	-	322b8f3ddb9ecfebe815d2d4f8da54a7bd818e1a
com.healthy-chn.cloud	healthy-common-security	1.3.7	-	156d63762f8a41426de529d32b08f702c5b79c48
com.healthy-chn.cloud	healthy-common-security	1.3.7.M1	-	0e12af447cab09d81781471e2887585af07b7723
com.healthy-chn.cloud	healthy-common-security	1.3.7.M2	-	ad9279a49d2d036e3ef8874268e8fb701054a654
com.healthy-chn.cloud	healthy-common-security	1.3.7.M3	-	27d43e0d7be25d89d6eebb494be51d7219ed1c1e
com.healthy-chn.cloud	healthy-common-security	1.3.7.M4	-	3872c23db82500d792abb8b0c34fc43a58d8e2bf
com.healthy-chn.cloud	healthy-common-security	1.3.8	-	40a2fc9eacb8be38452321ce5d30d2c073a1502c
com.healthy-chn.cloud	healthy-common-security	1.3.8.M1	-	9c060a53f9cf94505eab29298a62eca18821ea00
com.healthy-chn.cloud	healthy-common-security	1.3.8.M2	-	82f75af997a24fed7362f70cdb649e19bc5d3d91
com.healthy-chn.cloud	healthy-common-security	1.3.8.M3	-	0ca891f29c467a432a5da9309cb82effaa05aa27
com.healthy-chn.cloud	healthy-common-security	1.3.8.M4	-	9817edc4ae5393c9910514d03797f49a617ddaed
com.healthy-chn.cloud	healthy-common-security	1.3.9	-	ad4bb963b7b8d4de81daebae3a0ea35950aaac05
com.healthy-chn.cloud	healthy-common-security	1.3.9-M1	-	dad6bbb6e28128402912d1578a4ad35268acfddd
com.healthy-chn.cloud	healthy-common-security	1.3.9-M2	-	50e10a992e66e4b7edffd4a26b7d53775b7f767a
com.healthy-chn.cloud	healthy-common-security	1.3.9-M3	-	0c2ba3ae9c4eb2a66c4e1d965ba20ff010c4a5ed
com.healthy-chn.cloud	healthy-common-security	1.3.9-M4	-	90ef024f1dfd295f09e89d613fee12e68041fe02
com.healthy-chn.cloud	healthy-common-security	2.0.0-M1	-	2704a05d5874f43e9d19cc1d562440e7493b02c5
com.healthy-chn.cloud	healthy-common-security	2.0.0-M2	-	98f2b12357ab6bb22b9b38e9657c9b2782540b6f
com.heroku.platform.api	heroku-scala-project_2.10	0.0.1-BETA	-	f50c4a4f5e1f68dc4ef4f75d2cf904d6df1d8dee
com.heroku.platform.api	heroku-scala-project_2.10	0.0.2-BETA	-	acf49eac8bd5a57799df653d81870f4e11d73f77
com.heroku.platform.api	heroku-scala-project_2.10	0.0.3	-	bcb161c5c8f64813f87b738e5650a19bd347f853
com.hortonworks.registries	storage-common	0.8.1	-	cd83dba0771cc5d712c3ebea676c2d17441bb9d7
com.hortonworks.registries	storage-common	0.9.0	-	1f55680601993694117f53474031df6cb0c934c6
com.hortonworks.registries	storage-common	0.9.1	-	a6dab1bd196045a1f60dc2853bcc9098ffb27608
com.hortonworks.registries	storage-common	1.0.0	-	60e7563935205de0058023255309fc342afd6777
com.huanshankeji	compose-multiplatform-html-unified-navigation-iosx64	0.5.0	0.5.0-metadata	3f327f2f3bc95126aaa66f0f162a6753768e6e3b
com.ibasco.glcdemulator	glcd-emulator-client	0.1.1-alpha	-	51a2b0a990aef61791a8fb803f8226d343ac3f0c
com.ibasco.glcdemulator	glcd-emulator-client	1.0.0-alpha	-	a68ca390d3d7fbd1e018eda078779dc7487cb4bf
com.ibasco.glcdemulator	glcd-emulator-client	1.0.1-alpha	-	72d97d1339b44b28a56101a37a2e0893c6125f16
com.intropro.prairie	oozie-unit	1.0.1	-	219689d79d9a3ee0758486c61f672729c1589d42
com.intropro.prairie	oozie-unit	1.1.0	-	d2fdb169cb6435c605459d594911090d90a8726c
com.intropro.prairie	oozie-unit	1.2.0	-	c85c45da550282a5f2cd60d85ed540f18d34ef4e
com.introproventures	graphql-jpa-query-annotations	0.3.0	-	ed6e7f00f70a639edbf0a4bd2793c6ab1acd3480
com.introproventures	graphql-jpa-query-annotations	0.3.1	-	e75ca6930569db60aa9c43c21b01b4c4748bf6ee
com.introproventures	graphql-jpa-query-annotations	0.3.10	-	2903a3335e5abb39bdc97d795223435a5be8bd34
com.introproventures	graphql-jpa-query-annotations	0.3.11	-	2ebe8df64b573eb558b9ed204aaae234d7f14330
com.introproventures	graphql-jpa-query-annotations	0.3.12	-	89ffedd83381b9c798412275c94e2781aa3395ab
com.introproventures	graphql-jpa-query-annotations	0.3.13	-	9d2ec1577744885be02fe1e9eb4428cd0532dbdb
com.introproventures	graphql-jpa-query-annotations	0.3.14	-	06a6aa37d4b9b10981ae35e52db945c9907bcc89
com.introproventures	graphql-jpa-query-annotations	0.3.15	-	4b836e4735b2776741935c40ff003c1032b05a24
com.introproventures	graphql-jpa-query-annotations	0.3.16	-	6b4f45692c0273ac2d23c53672f16796312153cc
com.introproventures	graphql-jpa-query-annotations	0.3.17	-	67659f35892a67ed2bb9aff046e6b9fd359ba9f8
com.introproventures	graphql-jpa-query-annotations	0.3.18	-	fdc272034e42be2f735c84baef8c6be7f7cc64ee
com.introproventures	graphql-jpa-query-annotations	0.3.19	-	a5288747b448699505f67fca9232c2bc9b0d804b
com.introproventures	graphql-jpa-query-annotations	0.3.2	-	7fe3ed1edc88c0ea23406e80d20e8af7bc2365fc
com.introproventures	graphql-jpa-query-annotations	0.3.20	-	84807aa574c67dd1c9d4b1dfc975d3a2017bbaf1
com.introproventures	graphql-jpa-query-annotations	0.3.21	-	ecd357d6553aafda0fd1dbcc209c155ed0fa7959
com.introproventures	graphql-jpa-query-annotations	0.3.22	-	ee17912e666c5ce1533c621582beb4961cb20ce1
com.introproventures	graphql-jpa-query-annotations	0.3.23	-	0693a438613c4db7c70e2b653472621a21363170
com.introproventures	graphql-jpa-query-annotations	0.3.24	-	0bac11983d58679952501cadd1b20e9dfdf72704
com.introproventures	graphql-jpa-query-annotations	0.3.25	-	e4a957307b4098951ab436068f6fa27f8b3bf74a
com.introproventures	graphql-jpa-query-annotations	0.3.26	-	ed7128a823b79f89a453dbe8110b98b420878dad
com.introproventures	graphql-jpa-query-annotations	0.3.27	-	a3cabd87f718e7a7e3725d7520dbba957c8be935
com.introproventures	graphql-jpa-query-annotations	0.3.28	-	31c186d63cf8cab2aba7e329a94fcb07a589b786
com.introproventures	graphql-jpa-query-annotations	0.3.29	-	76ba505eedc78de672874ec83e9ac162296eaf2e
com.introproventures	graphql-jpa-query-annotations	0.3.3	-	e6fd415ad5571d187403e95e9bc68c8427495cb2
com.introproventures	graphql-jpa-query-annotations	0.3.30	-	9a464a3ca421709e142de8384411c43c76379cd3
com.introproventures	graphql-jpa-query-annotations	0.3.31	-	7a66e956cf63925ad3a1f384a820cb7e487aad27
com.introproventures	graphql-jpa-query-annotations	0.3.32	-	1d9ecc6607e1850497a3a96b98cc3e705fdb183f
com.introproventures	graphql-jpa-query-annotations	0.3.33	-	ec60be90c3cad195dac59b0c7be1e57f481b7874
com.introproventures	graphql-jpa-query-annotations	0.3.34	-	c809b0de63833e9a8ee2d590138a801b31d31650
com.introproventures	graphql-jpa-query-annotations	0.3.35	-	591fb0f484ba12ccdba3be9352ebc2488f1ce2a5
com.introproventures	graphql-jpa-query-annotations	0.3.36	-	223c68e7d7216424785d64594d85bb7eabf964b0
com.introproventures	graphql-jpa-query-annotations	0.3.37	-	3f610e4bd18d53c2ddd77fab9d88dc34de18bc91
com.introproventures	graphql-jpa-query-annotations	0.3.4	-	d944d0fd52c145c4efbe98dd3bd4b047f72c72d1
com.introproventures	graphql-jpa-query-annotations	0.3.5	-	1a19360f1761e8f2804502b4d9009d65f5efcd34
com.introproventures	graphql-jpa-query-annotations	0.3.6	-	cdd2ebe0dca8aa8c56caf440de7bf2fa2cc452d1
com.introproventures	graphql-jpa-query-annotations	0.3.7	-	8265fd7593fabca6e7dda4b6198faba2ba8d9ca9
com.introproventures	graphql-jpa-query-annotations	0.3.8	-	809984241e1f5bce8dc750e2d108661bb19cfdd6
com.introproventures	graphql-jpa-query-annotations	0.3.9	-	f13fe035c7bb58f3f31c8d0e77fc573d1c9ab538
com.introproventures	graphql-jpa-query-annotations	0.4.0	-	4c4fc8a321a49d22377b9ff4fb4b4d5692f848d2
com.introproventures	graphql-jpa-query-annotations	0.4.1	-	ce1f7dbac7bff5085c1b8984c861cb15e40408d0
com.introproventures	graphql-jpa-query-annotations	0.4.10	-	1fd866eb0651351bc7995871a5e0a357092b39b5
com.introproventures	graphql-jpa-query-annotations	0.4.11	-	736bd5596185769e0fb8643f8aed2531af8d7203
com.introproventures	graphql-jpa-query-annotations	0.4.12	-	368bab2ed0d50a5c62d8b08ebabb3fd2115c6677
com.introproventures	graphql-jpa-query-annotations	0.4.13	-	e42e0aa1d3ccbd22f1a27cc8b858363c4656602b
com.introproventures	graphql-jpa-query-annotations	0.4.14	-	e09bf0653a5ff04928c05d4c1aad85f32fc9fc8d
com.introproventures	graphql-jpa-query-annotations	0.4.15	-	bebdaf39ec60ce42c78f51b1cb7280ad4cb85730
com.introproventures	graphql-jpa-query-annotations	0.4.16	-	75eba6580443627c03de5a5802d240c798028e4f
com.introproventures	graphql-jpa-query-annotations	0.4.18	-	aaa8fb6bfe1ef9a285439d739424557b3349acaa
com.introproventures	graphql-jpa-query-annotations	0.4.19	-	f4a933bffd0d90717a3ecc9ca1d1645b42ad023d
com.introproventures	graphql-jpa-query-annotations	0.4.2	-	e21241731360abe6b4a09aad75f65f33a1f71ba2
com.introproventures	graphql-jpa-query-annotations	0.4.3	-	a69229689d162212f654c1fd92a5bc9ddc90fa13
com.introproventures	graphql-jpa-query-annotations	0.4.4	-	f72db64e5197b6bed9a6ef6c3a4e7e3f523a943f
com.introproventures	graphql-jpa-query-annotations	0.4.5	-	12d6b013f0800364ae8c131f310e3bc2c6386656
com.introproventures	graphql-jpa-query-annotations	0.4.6	-	dcea3e673f7b05b0adc6ceb412289790ba7b80b2
com.introproventures	graphql-jpa-query-annotations	0.4.7	-	0a9bcea1afbaee607773c092f44ac659bde0e14b
com.introproventures	graphql-jpa-query-annotations	0.4.8	-	61e3a1cff5372e1152a1ef140ac4b0794a3a2d24
com.introproventures	graphql-jpa-query-annotations	0.4.9	-	423a5c6fb50d953afeb1f691875f98ba446336bb
com.introproventures	graphql-jpa-query-annotations	0.5.0	-	41769aeaae5568421124f8179ab2092c3bb75749
com.introproventures	graphql-jpa-query-annotations	0.5.1	-	0acaa90e8e654c137ab2ac25b7376053a79b5161
com.introproventures	graphql-jpa-query-annotations	0.5.2	-	1ecdd8dd51b3db2fef419c75adccf0e2ab19ed52
com.introproventures	graphql-jpa-query-annotations	0.5.3	-	646f9d9d403dc44655bdbd1f8bafc5bcfd277def
com.introproventures	graphql-jpa-query-annotations	0.5.4	-	8e45d3cc52d00a3e623713032827d1ae8a5d0079
com.introproventures	graphql-jpa-query-annotations	0.5.5	-	f36cb976a1139f2739170c95514d0ffc15285548
com.introproventures	graphql-jpa-query-annotations	1.0.0	-	c13ad5438836529777db60213fbdbc465332f0b1
com.introproventures	graphql-jpa-query-annotations	1.1.0	-	d701443c42eba150add9dd4ded5989c492ce8a1f
com.introproventures	graphql-jpa-query-annotations	1.1.1	-	fa6b6d905ad565a2008667db5f44802c2e7425db
com.introproventures	graphql-jpa-query-annotations	1.1.2	-	cb04092a324653b230b0e72624ae3c1ea50c86a3
com.introproventures	graphql-jpa-query-annotations	1.1.3	-	e9f8e006dc6c0ce5fd9373e3f2960416dcf5e0e3
com.introproventures	graphql-jpa-query-annotations	1.1.4	-	f9566dc817466e35f1fe7b0b5d96dffdd9c4b8ad
com.introproventures	graphql-jpa-query-annotations	1.1.5	-	b20870305c9161f1c0ee5fb40a2e25a639b55320
com.introproventures	graphql-jpa-query-annotations	1.1.6	-	f222b7e5f19028895277ae2ce5725ba89e41d7c6
com.introproventures	graphql-jpa-query-annotations	1.2.0	-	36641542696cc41481e216da2a728efbd3b78987
com.introproventures	graphql-jpa-query-annotations	1.2.1	-	99d033909f387e9f24649369d21a88343e806037
com.introproventures	graphql-jpa-query-annotations	1.2.10	-	a27bfbdb1eb12b6209ef830a8896d468e7319c7b
com.introproventures	graphql-jpa-query-annotations	1.2.11	-	19d5c2cf126f9a0178654cf41318c39dec8e3e83
com.introproventures	graphql-jpa-query-annotations	1.2.12	-	52e456540d2c0f60b47a2195a154e9563040d9e1
com.introproventures	graphql-jpa-query-annotations	1.2.2	-	f8a4250f7305cb1fa2891ce0ac8aa47c5e1db4e2
com.introproventures	graphql-jpa-query-annotations	1.2.3	-	41d8ad27f81277170482e2954345d8d3ab72cfc3
com.introproventures	graphql-jpa-query-annotations	1.2.4	-	49cf460dfaaa2e3c26b2ff1f87f0baea8d4d5fb6
com.introproventures	graphql-jpa-query-annotations	1.2.5	-	d48478e9fa2ec2810629a86598957bf7ebfe8415
com.introproventures	graphql-jpa-query-annotations	1.2.6	-	051e6efbab2feb4a933a30112017b2ae6a638a30
com.introproventures	graphql-jpa-query-annotations	1.2.7	-	9bb2cf299592d930282feebd4bdd4fd8577cc718
com.introproventures	graphql-jpa-query-annotations	1.2.8	-	b1a08de170bc5cee182496184700cd18be3970f5
com.introproventures	graphql-jpa-query-annotations	1.2.9	-	951ad4aacb130e386f432fc133cc5f58ee8c4914
com.io7m.cedarbridge	com.io7m.cedarbridge.schema.binder.api	0.0.1	-	3b4bc19d57fd685c1ef3c13925da17808c3b334d
com.io7m.cedarbridge	com.io7m.cedarbridge.schema.binder.api	0.0.10	-	2ce4abf8a6bbbc43f9256aa531f5a497e1e29b95
com.io7m.cedarbridge	com.io7m.cedarbridge.schema.binder.api	0.0.11	-	97c1a754191f57bac99563c0998ec814ee91b937
com.io7m.cedarbridge	com.io7m.cedarbridge.schema.binder.api	0.0.12	-	55f308f422c08bf59e6c061d6e10325378c5f7aa
com.io7m.cedarbridge	com.io7m.cedarbridge.schema.binder.api	0.0.2	-	3895ffbd025c893d92d6c52334ab84241d99ecc5
com.io7m.cedarbridge	com.io7m.cedarbridge.schema.binder.api	0.0.3	-	d1d4c2fe8de34b52a6ea107bae66b4c4ffa7c51d
com.io7m.cedarbridge	com.io7m.cedarbridge.schema.binder.api	0.0.4	-	19b36108c202866a20c2c571c16ead5b18654606
com.io7m.cedarbridge	com.io7m.cedarbridge.schema.binder.api	0.0.5	-	6b0bb88aa19009a248c7eac7fdcd3c4e5781abd1
com.io7m.cedarbridge	com.io7m.cedarbridge.schema.binder.api	0.0.6	-	3c27fb21aa87d8d33db83a04dfb387a7aab97e03
com.io7m.cedarbridge	com.io7m.cedarbridge.schema.binder.api	0.0.7	-	b97ebe87e4abb2bbc96fac006998dc189d9a76d5
