be.ugent.brightspace	valence-sdk-java	1.0.1		f96df3bdeea1cf1c362c1b0f86d48c9897b5e36a
software.amazon.awssdk	databrew	2.20.109		9c1a0ceba1d464ffeba9e60353c01afc187c1ff2
software.amazon.awssdk	databrew	2.20.11		c0e58a8cc83e20f938ebcb2c1d7b6502b95800bd
software.amazon.awssdk	databrew	2.20.110		a61c66a414e59b2fec5e365306a131242a79e115
software.amazon.awssdk	databrew	2.20.111		32a0edd8016cb349e30dc522eb62869690b93d1d
software.amazon.awssdk	databrew	2.20.112		4a55ce137c34c754762b0338dc153000e2fe00c7
software.amazon.awssdk	databrew	2.20.113		2bf90cf3abcb4f378bb5ed6dab7d7bd28ab7981c
software.amazon.awssdk	databrew	2.20.114		e3c8342fbb166b12b319799425eb3eb168c55c89
software.amazon.awssdk	databrew	2.20.115		15cfe8baa60c2509ca110353948c3ce8ffd9b46e
software.amazon.awssdk	databrew	2.20.116		a525543b8b4ee63c2077e7d683cde6d2832945a0
software.amazon.awssdk	databrew	2.20.117		abdafb147b2979a4cef00a7859840ceec1d58b26
software.amazon.awssdk	databrew	2.20.118		e068902f2a1737368ba662d9e1bdf1bb52d8f104
software.amazon.awssdk	databrew	2.20.119		72ba9f70097a6f40e05e7fcd7760d27a8a7a527b
software.amazon.awssdk	databrew	2.20.12		2bb9512386d373d0cd20df321266d791e31f7f49
software.amazon.awssdk	databrew	2.20.120		cbc2dc17d2d38a7e09e5c8c24c473db1a3db4fd1
software.amazon.awssdk	databrew	2.20.121		eeecb00a9d981e440b29ad77a3de7e4589acd97c
software.amazon.awssdk	databrew	2.20.122		a3100ac611f661e7ffcccf937e85516116301959
software.amazon.awssdk	databrew	2.20.123		81f1a3b8da11eba1081dd0285095a7132c4af06e
software.amazon.awssdk	databrew	2.20.124		3e5292192af6ddd71c8f2b00b4d9aca63366114b
software.amazon.awssdk	databrew	2.20.125		70e411f6109565b89c0084e9f4750fee29e01264
software.amazon.awssdk	databrew	2.20.126		131d0a755e31c346216b83b5cd18dc4efd738827
software.amazon.awssdk	databrew	2.20.127		fc87afb64834468fd82ed1789f6fcc3773f7f24e
software.amazon.awssdk	databrew	2.20.128		9626f4dc10f0a6fc4ce0037f68a8acf7d895645b
software.amazon.awssdk	databrew	2.20.129		943f4c89105780618f2127675ae9f90752e66bcd
software.amazon.awssdk	databrew	2.20.13		b46342a004a4e1e3b60dcd682940203fdd1eb9ea
software.amazon.awssdk	databrew	2.20.130		fc536f3bdc268757a985e2b16036fce78cb722e5
software.amazon.awssdk	databrew	2.20.131		53e40caf290aaf0217e45151c3c04308199a5297
software.amazon.awssdk	databrew	2.20.132		d7342034b78cd70ccc4e16b9c63c217cba17e799
software.amazon.awssdk	databrew	2.20.133		854fb1f177115ff2837870c78902e107972189f2
software.amazon.awssdk	databrew	2.20.134		059cfd3b1b3e978cdf700c52a7f15fbf6c663757
software.amazon.awssdk	databrew	2.20.135		e34a5413d52a8d3e1e62a5c78d0a3d45996dd52c
software.amazon.awssdk	databrew	2.20.136		c94525df66cc8980a86e151c250f36812b01cdc4
software.amazon.awssdk	databrew	2.20.137		82d62da64568f2ba783bbf894a9ced4927441589
software.amazon.awssdk	databrew	2.20.138		7243bd389015fd722fbf1a47d34c912c83ad88a8
software.amazon.awssdk	databrew	2.20.139		ced4d9e8537cc80a9bbc3aeadfe11683e3b44a9a
software.amazon.awssdk	databrew	2.20.14		ebbbb9a053c40cb51e4587808213ba1d4acf4e4e
software.amazon.awssdk	databrew	2.20.140		4605140a1723870c875c0cb5cae38943c4ef4ff2
software.amazon.awssdk	databrew	2.20.141		4c4a7305bc39224f12712d8ae874c30e2df70130
software.amazon.awssdk	databrew	2.20.142		1e1e47414230a9ed1d402f7d069dba2cdfdcb74f
software.amazon.awssdk	databrew	2.20.143		b85e47a6a1c5586a71b5de6ab8bdd6a3c564c050
software.amazon.awssdk	databrew	2.20.144		d380f277226e166628631c0c21658feb1a5811ac
software.amazon.awssdk	databrew	2.20.145		9ffaf26215397ce279b4f85292f0c3c624837ffa
software.amazon.awssdk	databrew	2.20.146		9202bc7affdffb83e9e659d92007bdcfc09c4b62
software.amazon.awssdk	databrew	2.20.147		036a5cdb73612b595bd4d3007a4c2e56594c99b3
software.amazon.awssdk	databrew	2.20.148		4c2205cf0caedabece05b36b7071ec0469da707f
software.amazon.awssdk	databrew	2.20.149		94a3b3582d74e030687a3e6d6b48bb855486bc49
software.amazon.awssdk	databrew	2.20.15		9742e1e1d9263280722aa40948421cb356d6db3e
software.amazon.awssdk	databrew	2.20.150		f8d39c2e3f8a8b06a85e6d72c0d4f0e308cfb2bb
software.amazon.awssdk	databrew	2.20.151		bd9b42d7f449253503484a52f42b79c2968b82a3
software.amazon.awssdk	databrew	2.20.152		aadc7e95fa326110b54cf3e0cb218c96ef46bf15
software.amazon.awssdk	databrew	2.20.153		a15b48eff0fe8f9e1b70ed71433cb1acfb7c0bfb
software.amazon.awssdk	databrew	2.20.154		564c89a68576cc3fd28db8edc4df84e1e6378c22
software.amazon.awssdk	databrew	2.20.155		f238f03a0aaa2664bf43581dffc130b6c604fdcc
software.amazon.awssdk	databrew	2.20.156		b4fd2a7af0bdc3c64ec5734536807d4edb375e93
software.amazon.awssdk	databrew	2.20.157		ff2fae54c10b1d64ff297d75611231ed3aa0b62e
software.amazon.awssdk	databrew	2.20.158		bffbb5a63ce71cca9c4fab247f7937824e8a96fd
software.amazon.awssdk	databrew	2.20.159		36c13390f51fff2aa3056316310007acf837aca1
software.amazon.awssdk	databrew	2.20.16		07fdab31c39ffa1274735b049bfcbea4e8de1b27
software.amazon.awssdk	databrew	2.20.160		bf2354b23810a86be6c75874c1a071dd542de783
software.amazon.awssdk	databrew	2.20.161		a20ee2033fdcaeb563c515498be6bf8e82ebd41e
software.amazon.awssdk	databrew	2.20.162		6d79d5770c0b2feadbed735fac0cdb5051c33431
software.amazon.awssdk	databrew	2.20.17		3ba088e8b892c8756f717748dee73c15d253f576
software.amazon.awssdk	databrew	2.20.18		7a5ec277540a8a212be02fde8199ef6bb352118d
software.amazon.awssdk	databrew	2.20.19		dc7754281553c604e5896af4702e3e13e092f18f
software.amazon.awssdk	databrew	2.20.2		b59072141350af23eea6e50bd5f4a0197f6146a6
software.amazon.awssdk	databrew	2.20.20		f1ce8086cd3e885271361f5d60211cf0395af9b1
software.amazon.awssdk	databrew	2.20.21		9fad8dc4979dfaf57c7c4989820ff37779f78015
software.amazon.awssdk	databrew	2.20.22		2d9b3366de5fcfdc8f44137c6c52b1718d1b06f2
software.amazon.awssdk	databrew	2.20.23		39f1f5787abdcb6ad1c8735c865ce68845d96034
software.amazon.awssdk	databrew	2.20.24		be3e4f32372020a725bd5ff8bf855b935894b661
software.amazon.awssdk	databrew	2.20.25		fdd2e935cc00b399667c90fa48b06b918691b0f0
software.amazon.awssdk	databrew	2.20.26		7b62ce811575a9b349656444be5fb5485efed44b
software.amazon.awssdk	databrew	2.20.27		f9af61ac1f0385005086e724d9ff71134a51f176
software.amazon.awssdk	databrew	2.20.28		77f7c1c8397c4ab0af842a23d1d9ac8db346d441
software.amazon.awssdk	databrew	2.20.29		85d6143925ae92933dd52962b682d14907968231
software.amazon.awssdk	databrew	2.20.3		8ab294ceaa60adc123a0fa94cd552327f48b3cb1
software.amazon.awssdk	databrew	2.20.30		f3d78f90c635e50c38ea7f48e80f13e5f76e5626
software.amazon.awssdk	databrew	2.20.31		aee111160f4d4725ae1d3a11e5d88ec7ce4749bf
software.amazon.awssdk	databrew	2.20.32		2a8cfc554b7e3d16cc90cc8e0c595c9b5b617fb1
software.amazon.awssdk	databrew	2.20.33		78859521fa5388ee411a2c9e6160dbc1d49c2c20
software.amazon.awssdk	databrew	2.20.34		97a322e89b95eae976e2d498c9abffd3d09d0c29
software.amazon.awssdk	databrew	2.20.35		f3b414a6e34898be14ac9bd8af6a41981fc76eff
software.amazon.awssdk	databrew	2.20.36		09ee82a6fa6f254d46829089d71053a355bd08ed
software.amazon.awssdk	databrew	2.20.37		3b22e4aeb244a04bf466c1bc264064a5c36fb346
software.amazon.awssdk	databrew	2.20.38		cb767a641f24a8f860bdfbcbcb3c2ef5bc02bf37
software.amazon.awssdk	databrew	2.20.39		4a1b0f8e5a089222155be9c0e933948f4af3f24e
software.amazon.awssdk	databrew	2.20.4		33b99afce1dafa09f0f969450446460968a62874
software.amazon.awssdk	databrew	2.20.40		759c5dc33dd1aad93ab65010cf30f934f664875e
software.amazon.awssdk	databrew	2.20.41		c0da71ec345d0db4e18ffafc67a9c39de57980b7
software.amazon.awssdk	databrew	2.20.42		7f79edc8c79a3143eaf13ccf0b320792f0b98221
software.amazon.awssdk	databrew	2.20.43		b83aaad433a90f7aec6318f8c04a4a036437e374
software.amazon.awssdk	databrew	2.20.44		e7a3e9b4e7cc5cc1d9cef6f24be370d0b4e62368
software.amazon.awssdk	databrew	2.20.45		7276c5cf5818b550941e7d6f727b40ea8c522315
software.amazon.awssdk	databrew	2.20.46		e2fd9553c71a5cf3a6c485c12c96c1e831d19eb8
software.amazon.awssdk	databrew	2.20.47		804dc24d0dd2729592a7cd94b16e22f2f9649c16
software.amazon.awssdk	databrew	2.20.48		7e92ce0635ac4bf3d6690ea8081caef613d80f10
software.amazon.awssdk	databrew	2.20.49		5a3779578a33034955fcaadcd55c66d3ca3184c0
software.amazon.awssdk	databrew	2.20.5		933e6cf733274ab7d878b8ea413b78b96c3a1d92
software.amazon.awssdk	databrew	2.20.50		9aac578255c1874446c2d518a2de34faa4740034
software.amazon.awssdk	databrew	2.20.51		233cc0c6ce175b3c1e4d7445da7405208e1251df
software.amazon.awssdk	databrew	2.20.52		ea2b7fa3d6c2c4fd9ae5b83250bf36a1f2a7ea68
software.amazon.awssdk	databrew	2.20.53		55fa0fcac56e1c88cab93800fdd06efb9ba9af90
software.amazon.awssdk	databrew	2.20.54		e9361d1c8adf56c5f7e40024b30317398dce9e71
software.amazon.awssdk	databrew	2.20.55		60bd22ead3e63fe9c6966f02b6984c8f98f26b65
software.amazon.awssdk	databrew	2.20.56		a6fe718d8ac631929b54f97c2c3a38077cb22dc9
software.amazon.awssdk	databrew	2.20.57		b48e8fefafb920697e0bb58913a98652e6d0524b
software.amazon.awssdk	databrew	2.20.58		85635c36e2ab6894674f5bf6125528553c27147f
software.amazon.awssdk	databrew	2.20.59		d1e8fd6e800030f8334468b029ca612a5cdab6a7
software.amazon.awssdk	databrew	2.20.6		811ca67e4ede7e6d2cfc43b756f54b7475944d89
software.amazon.awssdk	databrew	2.20.60		1812e4364bf44ed3aa1eeafd6a80430672c6b7eb
software.amazon.awssdk	databrew	2.20.61		df1506336ff946cbf7ba333a688a57ae809bd5aa
software.amazon.awssdk	databrew	2.20.62		65393e404109ee0e0a02b593d0f4a959acdb87d4
software.amazon.awssdk	databrew	2.20.63		704ebb1354f7a0ffcae09707db68609e3d0fc2ff
software.amazon.awssdk	databrew	2.20.64		82048464c32ed8e93819f0f79264139aff170b45
software.amazon.awssdk	databrew	2.20.65		a28095f1bb75c6387e226d9c6eb6fdc05d4000ee
software.amazon.awssdk	databrew	2.20.66		dd39f013ea7f4acdca58c78437b8b1b1d1ab05fc
software.amazon.awssdk	databrew	2.20.67		0bb6ea201ea642c5fc4ba4934ad94c5b3f25abef
software.amazon.awssdk	databrew	2.20.68		db3d318086968df3be4c850b198de07df30f1db5
software.amazon.awssdk	databrew	2.20.69		705aeb3560e6d467f656d5d809e1c06081a26910
software.amazon.awssdk	databrew	2.20.7		49bf7d9930c4ea394df8c8199275a9d4789b0199
software.amazon.awssdk	databrew	2.20.70		935375cccbc76bdf9d75045abbb8524d1722f952
software.amazon.awssdk	databrew	2.20.71		5a39135f75b09458bad9bbf4e165903a7f6a1bcb
software.amazon.awssdk	databrew	2.20.72		fb8f7ef8a28ade65a6646132109f052c9761854a
software.amazon.awssdk	databrew	2.20.73		12f70df9179c2b361bb75fc9110896cb2b1199f7
software.amazon.awssdk	databrew	2.20.74		aec6ad6d6d2f3864c31abc4eb2edcbd8ea35f356
software.amazon.awssdk	databrew	2.20.75		943e83f49fde8ab272e41ec6c9ed995ef6f8553d
software.amazon.awssdk	databrew	2.20.76		1a69880dfcb9999a2952bf4b8d90a1a97b1225a6
software.amazon.awssdk	databrew	2.20.77		a8f2bb05b0511a0f134b588536df8dc658f87faf
software.amazon.awssdk	databrew	2.20.78		a27e6e04a5ca613bf81061f8576a205b7f17ccbf
software.amazon.awssdk	databrew	2.20.79		efa41c8e9982949f816e33a3bb6de28e33d036e5
software.amazon.awssdk	databrew	2.20.8		1160751bbe04aacf720e112620a9995b812e494e
software.amazon.awssdk	databrew	2.20.80		a1293d5b4c672d1e708385178a925be7a59dc0c9
software.amazon.awssdk	databrew	2.20.81		3da843dca548831e0164ae8f871505654ea350b3
software.amazon.awssdk	databrew	2.20.82		d07ee5d501237c7c7f5503df9eb1292b8f1049e2
software.amazon.awssdk	databrew	2.20.83		72848e9c54a87abeca955fb486c84a2e59826f1d
software.amazon.awssdk	databrew	2.20.84		c8ae2020abe876ea1d055f1304683a63a957b17d
software.amazon.awssdk	databrew	2.20.85		4f95657f8d47ea780ace3356d41057d28885dec0
software.amazon.awssdk	databrew	2.20.86		0f1bede9cd43699fdcf3f8410f49d91907cba3ef
software.amazon.awssdk	databrew	2.20.87		86960f9245309624df7b54e2c280ff588d6c2916
software.amazon.awssdk	databrew	2.20.88		6cd1d653e0fca7253240f77eb944e3ef3decb9e2
software.amazon.awssdk	databrew	2.20.89		7546c60f05ec614d29b9b94844e271c400bd97a2
software.amazon.awssdk	databrew	2.20.9		f74e1139565243702792905af87f3e926b0f12a6
software.amazon.awssdk	databrew	2.20.90		1854befc0098a7425a91dfb001da2d6bed872f10
software.amazon.awssdk	databrew	2.20.91		b795c6e989c7bacdccf7d571623dd2769121de6a
software.amazon.awssdk	databrew	2.20.92		87de46dc7af2986bde54270335bc5a0045bf5c64
software.amazon.awssdk	databrew	2.20.93		617ce75a6f581bfa4315f5879f2c09b88a660cf8
software.amazon.awssdk	databrew	2.20.94		2522c903a48ed7ee979e2772dcf1a769732bd801
software.amazon.awssdk	databrew	2.20.95		5226bbd950b004c69457c62155601b45d64998b1
software.amazon.awssdk	databrew	2.20.96		73720fea6fb42c37cce1f9f689b9895fb9139e0a
software.amazon.awssdk	databrew	2.20.97		7c5ad204d12c2c9c3cf8ee94eca5fc8cf6219a65
software.amazon.awssdk	databrew	2.20.98		a4a6f0459c79eb6e91b5a15668bee9474cc3d58b
software.amazon.awssdk	databrew	2.20.99		00b118bdcd421301bba7a910c31fe9c1ae986869
software.amazon.awssdk	databrew	2.21.0		695ee940d23acbe316061400269bcb3ad3fc974a
software.amazon.awssdk	databrew	2.21.1		288279982d9343dc8888668017389554f6509cb9
software.amazon.awssdk	databrew	2.21.10		c4ed4f88a31af7be22d3d05a436a95505c23f903
software.amazon.awssdk	databrew	2.21.11		f6e8ed0a82c1fc3442467809184f8586a6524766
software.amazon.awssdk	databrew	2.21.12		c84b27b597b353f7df618b76a376e485f84eaa69
software.amazon.awssdk	databrew	2.21.13		7f6fd4d96d10dcd28ee94531eb5444efe525f826
software.amazon.awssdk	databrew	2.21.14		6565c2418edb961fd151836b2b4a2cb047562732
software.amazon.awssdk	databrew	2.21.15		7c04a18cdfd3e9bcab89619947a708060952d215
software.amazon.awssdk	databrew	2.21.16		f1c3e20b5d9c8b2a0d0c531169b6804a34df9ee6
software.amazon.awssdk	databrew	2.21.17		bfcb62b8c236a7a85fca4f4628eace8a7820ca6d
software.amazon.awssdk	databrew	2.21.18		18bccf65356a4b143ec488202b6483b089879f27
software.amazon.awssdk	databrew	2.21.19		f842485ef91b42aa5952db5203269e11e9f4017f
software.amazon.awssdk	databrew	2.21.2		dcb5c7b8ba74949c0ba8d0cfa4d923f36b82504b
software.amazon.awssdk	databrew	2.21.20		41e94eac89ba0c8febb0cfbe173420af75b07259
software.amazon.awssdk	databrew	2.21.21		8ae74e6ab7246b63591262ab79ba054c6d89c4fc
software.amazon.awssdk	databrew	2.21.22		dce25025d8d3d4c31a78cd144c4376cb00c1fc01
software.amazon.awssdk	databrew	2.21.23		da210e479d5ce6893f5fb0f04cd8c2715b85b56d
software.amazon.awssdk	databrew	2.21.24		49f4348adc70d5b60f0b24092c7298a9ace4ecbb
software.amazon.awssdk	databrew	2.21.25		1ef73c03d3411f33b182b289b95ba4b3492b28d9
software.amazon.awssdk	databrew	2.21.26		57728af10e397fa72d1164ee44e93464e1898eb7
software.amazon.awssdk	databrew	2.21.27		ba19c899232079c1d3ab3cf26eb3ff194d618817
software.amazon.awssdk	databrew	2.21.28		eee6fff3a389975083821012c6a96ab3574ed318
software.amazon.awssdk	databrew	2.21.29		4c6134efbbc4ec5aeb56b39d4e20e685c986b3d1
software.amazon.awssdk	databrew	2.21.3		cada768942a71841a9facff6dd9be0a4f2d004de
software.amazon.awssdk	databrew	2.21.30		fc65d62901d94d773861b987048be7ad9d75b5a5
software.amazon.awssdk	databrew	2.21.31		fb6e7e7f0134134c184c8692fbc63dbf2c43332c
software.amazon.awssdk	databrew	2.21.32		01817d66db986afb2a94b13cea920020e92c21c6
software.amazon.awssdk	databrew	2.21.33		ebfffd0990903cfb9af5b98c184b78856de8e6a5
software.amazon.awssdk	databrew	2.21.34		8bfafe50f07499f60800d5514e254463f6bf2e20
software.amazon.awssdk	databrew	2.21.35		0624e000f51043eaa84bae3dc914d7397aa100f1
software.amazon.awssdk	databrew	2.21.36		d430e1943a0df15a6f7be5ec67cedc1876da3200
software.amazon.awssdk	databrew	2.21.37		0aa25baf5c11027ce0908524fe4a6693b089206b
software.amazon.awssdk	databrew	2.21.38		d2b24629d852f5f904e0899756600290cab2496e
software.amazon.awssdk	databrew	2.21.39		342bf273eee58a0ab0a4934a857c60fc670c0ebe
software.amazon.awssdk	databrew	2.21.4		610ff57a0a367b98dc682e682f6a540ea1da167a
software.amazon.awssdk	databrew	2.21.40		dd7cc2355630281b74e9315d104c3a9918ff4181
software.amazon.awssdk	databrew	2.21.41		c70a432f8a442179210b753c0920f41e7b8bd00b
software.amazon.awssdk	databrew	2.21.42		7b81a2130dea5c17b730e5c61677c01561248008
software.amazon.awssdk	databrew	2.21.43		a593074e1ec6633f3437df4cb9181bfc2d1dc00a
software.amazon.awssdk	databrew	2.21.44		f65766d8486676e970775fd5c3b58d7b5ca0b670
software.amazon.awssdk	databrew	2.21.45		b4f0929505b3f01d758fa169c48bd23d8487f723
software.amazon.awssdk	databrew	2.21.46		e11cbfb646b5dc8ef97fa3bb92b500f285969af6
software.amazon.awssdk	databrew	2.21.5		6506664ce1d3baed20378670ced729ad48f7e03b
software.amazon.awssdk	databrew	2.21.6		327b3c6b03faee2aa9bb1d002b94e541a53af823
software.amazon.awssdk	databrew	2.21.7		a23c83888236b478ea397dc7893e7d4ba465d6a6
software.amazon.awssdk	databrew	2.21.8		14aeca063b12405194ecbe5767bacdf691952e16
software.amazon.awssdk	databrew	2.21.9		78dcac1658c1cc98995bbae7431aa0018c31a477
software.amazon.awssdk	databrew	2.22.0		02780e020b518c4276d51c045482b39476cf5192
software.amazon.awssdk	databrew	2.22.1		6df63b7d3207876dcd1df8b842df7ca8debb0b75
software.amazon.awssdk	databrew	2.22.10		3832e29b196ebd7820a3d91bb34eb5b908110f2c
software.amazon.awssdk	databrew	2.22.11		72c410b786a4b79a993c519b7a1fa30d10556989
software.amazon.awssdk	databrew	2.22.12		92e7eb790b13d7acf1b22cf1346fd1b181d6e5c3
software.amazon.awssdk	databrew	2.22.13		fc1058f8cb1117a3e16691069cdfd1e3c956e37d
software.amazon.awssdk	databrew	2.22.2		50496b7a8eedde634b36a81d11e575abb999a136
software.amazon.awssdk	databrew	2.22.3		5e962647c8ab64da25ae21748cb8b1a00debb96c
software.amazon.awssdk	databrew	2.22.4		4fe4c3a82ebc360cf7a963aef5686609ddbb5425
software.amazon.awssdk	databrew	2.22.5		8669398ea92e708c5ac83e4fad8a83ec5b861967
software.amazon.awssdk	databrew	2.22.6		aced9a08c9660dfe6cf43c28633b660a1e4985f5
software.amazon.awssdk	databrew	2.22.7		054f224aa0a987b5cc3fffef795c68a5632b5279
software.amazon.awssdk	databrew	2.22.8		65397dbf4490080bf138b185db61706d154022ba
software.amazon.awssdk	databrew	2.22.9		40b38963b3d22c7bb8d2f261b8d8dad97f837650
software.amazon.awssdk	databrew	2.23.0		fee438714f23e7024f121547a2b23bcc6ac925e7
software.amazon.awssdk	databrew	2.23.1		80aab14c8e2c0109aa1c11c09dbcf835829de340
software.amazon.awssdk	databrew	2.23.10		ab05079ac4fc995336b7bf7eb045e1a0b095bcd0
software.amazon.awssdk	databrew	2.23.11		c43e2e905c016bb8a228f2ad5dda203fd8f87833
software.amazon.awssdk	databrew	2.23.12		06e4a66e3c241e7bf58e018a305a7dfea344740f
software.amazon.awssdk	databrew	2.23.13		bde70c03b4e4f020eaae831bd62cd63fce98c04a
software.amazon.awssdk	databrew	2.23.14		8fd7dea34741e9b302eb9a5e87eaa5851796177c
software.amazon.awssdk	databrew	2.23.15		1734933a84099b18940e959db097801e232b5939
software.amazon.awssdk	databrew	2.23.16		977c78d73f0b3dc1651bcd3b18970a88ea06162f
software.amazon.awssdk	databrew	2.23.17		fc89519a02e3bc754ac85173387d8537b499db6d
software.amazon.awssdk	databrew	2.23.18		7ad26c79c45c73e80c1e5ccbd60fd10c26f2cdf4
software.amazon.awssdk	databrew	2.23.19		5ca30e2c9e361823903809210735f6243a112a26
software.amazon.awssdk	databrew	2.23.2		b087c85c5fede43128aa2065beaac9359b92c5da
software.amazon.awssdk	databrew	2.23.20		347bc5ca1edfedd65fa5c30e478a06bf13f95cc7
software.amazon.awssdk	databrew	2.23.21		72263c53dcaee10e48031cec3427e198ef3dd7ea
software.amazon.awssdk	databrew	2.23.3		51c8de4ee64c0e5fbc1d093d6459e51c6a377337
software.amazon.awssdk	databrew	2.23.4		fbfc97b41c8543f4809a732075c7344a815b4fdd
software.amazon.awssdk	databrew	2.23.5		725e2545859fc7aa1e43e44f586232f049d19d36
software.amazon.awssdk	databrew	2.23.6		9c99739074bbb20941e317f934de5119b7f9bb28
software.amazon.awssdk	databrew	2.23.7		7a1252d1b0b9ea6fe86b4c8c04a332e6f420dde5
software.amazon.awssdk	databrew	2.23.8		97164eda139c8fa802d41229b7e8be90d4f96a9a
software.amazon.awssdk	databrew	2.23.9		ef522c15972ceb97cf798f9e1cbc4d15a8b3c212
software.amazon.awssdk	databrew	2.24.0		7096998ba1cf140201406c38bb18ebbf087f6de9
software.amazon.awssdk	databrew	2.24.1		f01271f7e5c53074ac61fe3719252e75a3127f5e
software.amazon.awssdk	databrew	2.24.10		69102f21c3102d684c1021578196ee8a61f8cc29
software.amazon.awssdk	databrew	2.24.11		f20ed0f675cd5250f73fddf8f1d9c44e0edbf6e1
software.amazon.awssdk	databrew	2.24.12		183c2305a08e4249d68454b16ea57b195d6db46d
software.amazon.awssdk	databrew	2.24.13		2b63edd9bfcf223fd02ba42bda79ba984678a017
software.amazon.awssdk	databrew	2.24.2		ae86d254d4924add213b29036cf9893b4af5b37b
software.amazon.awssdk	databrew	2.24.3		ddec78fd7837b52bcec80c99a7e36932eaa55cb6
software.amazon.awssdk	databrew	2.24.4		2b43d7a52c5b151bdb70055512c738a877e99a47
software.amazon.awssdk	databrew	2.24.5		6eb02ab34af80c6f9464d33c84922295547edce3
software.amazon.awssdk	databrew	2.24.6		504ae6da687bf2870984b0455d377dad8b55947e
software.amazon.awssdk	databrew	2.24.7		b56eeacc83044b2543a1fe4c2a8f30fe0d250179
software.amazon.awssdk	databrew	2.24.8		6fb9224ad6312d5c7f024a6930c5a87b8425de02
software.amazon.awssdk	databrew	2.24.9		21f7e2a788ca9997976702623099e021f84e0cd3
software.amazon.awssdk	databrew	2.25.0		c6fbfce48e817400302bf391c64992edf09a18a9
software.amazon.awssdk	databrew	2.25.1		28ecb6fcf4fc05c4921fc764b6917c8a3d1b7fb5
software.amazon.awssdk	databrew	2.25.10		b091b9a9786a15860191264ee69177609536d0d3
software.amazon.awssdk	databrew	2.25.11		32d8b431ac2aaae8f4c7426237693bf5d991b693
software.amazon.awssdk	databrew	2.25.12		56d540a6c5080bf7025fd7544d4c98f84b3ee541
software.amazon.awssdk	databrew	2.25.13		88fd68da2b3a02d5ce285e972a74bd4b878d1e3c
software.amazon.awssdk	databrew	2.25.14		7adb20563f2062b3fdac7db4252e0564b54f9c1d
software.amazon.awssdk	databrew	2.25.15		62992060e57b62d8baabec1291bea1073befe797
software.amazon.awssdk	databrew	2.25.16		0f13a473b4c36f7fe248fa92935bf26e5f801469
software.amazon.awssdk	databrew	2.25.17		c9273c40f9d78b32b4df4c3b08d5f9bedfa992b8
software.amazon.awssdk	databrew	2.25.18		40b5b2b4a10273e0683f347c877356993d177a5a
software.amazon.awssdk	databrew	2.25.19		e926c7dd471d7da3f8ca8f8545075f641afb975d
software.amazon.awssdk	databrew	2.25.2		68c8f565caa9865916503f17ca6b157b2c9843b6
software.amazon.awssdk	databrew	2.25.20		6d680dcb1d67eb397afcc64d2c9cffc87bc75a8c
software.amazon.awssdk	databrew	2.25.21		1ae1d1a0ff6ac0cd46630624ebbaa7564399a31a
software.amazon.awssdk	databrew	2.25.22		83c6ac2fd2f1f4f679d1711db6b9fc3f02316cd1
software.amazon.awssdk	databrew	2.25.23		a06b16342793b4ea5d8a53f11260cee434dbd3d8
software.amazon.awssdk	databrew	2.25.24		ca68c928191648f67563b30730f70e8f22c32d45
software.amazon.awssdk	databrew	2.25.25		0a47c525f8bd572eb780df7a556c71903ffa27d6
software.amazon.awssdk	databrew	2.25.26		1a1c62de72376d50fbd8fdf6fa04d9cc60610dc8
software.amazon.awssdk	databrew	2.25.27		979227ef75fc69e0badde7fe9af04ecc22053445
software.amazon.awssdk	databrew	2.25.28		1aeea4522e4dd06b4c0b95b4eed404e7be6005a8
software.amazon.awssdk	databrew	2.25.29		3eab25fd0977a0f2fef390cf6cb124bbd7d006be
software.amazon.awssdk	databrew	2.25.3		c3f980e5ec4deee0c2e91aa602eb80dc141da76e
software.amazon.awssdk	databrew	2.25.30		b8896a6b769cdec6f71f0ccded13d46a39b30801
software.amazon.awssdk	databrew	2.25.31		157ecf6c68c3626c25e781cbeb8177078766b076
software.amazon.awssdk	databrew	2.25.32		4070e85f2a43b37590a747adb8a0c9d803d013bb
software.amazon.awssdk	databrew	2.25.33		1beb5b501986693a3cc4ce061c5bb4a9bdf2b4b0
software.amazon.awssdk	databrew	2.25.34		c463bae48498895b8cec5f52acfc4049507175ec
software.amazon.awssdk	databrew	2.25.35		2ccfd3c13d3c1e28995934377d528ea441ef980e
software.amazon.awssdk	databrew	2.25.36		7e4c15dd566f531959e16318bad9f1a8472e322f
software.amazon.awssdk	databrew	2.25.37		1c1f7f9072da1eae9dd490726056f642bc5b108e
software.amazon.awssdk	databrew	2.25.38		677baa5d5c7dfaaaa3f2cf669904621002c94bc0
software.amazon.awssdk	databrew	2.25.39		d7d03b8a2605e6fe713289892491f9560e58d242
software.amazon.awssdk	databrew	2.25.4		cc468a03f411b4403c634c26c7f3bff1f12f40c1
software.amazon.awssdk	databrew	2.25.40		70ba9e7271090d3bfed97a3dae14e6708887b6a5
software.amazon.awssdk	databrew	2.25.41		2caab3941f2b0ae4d840645b92ac688ef1f3f72e
software.amazon.awssdk	databrew	2.25.42		8214d2ac98b640a4c97174d6db6d0890060567ba
software.amazon.awssdk	databrew	2.25.43		ea4ac8d4c79fbaf4fd932088aa1e0eb408458718
software.amazon.awssdk	databrew	2.25.44		62b703b4720fa368a3eea207ea806a1dc00b79c7
software.amazon.awssdk	databrew	2.25.45		f21defc9d0612cdef745045365b9e5039ed4a561
