ai.cookie	cookie-datasets_2.10	0.1.0		97ae638de00b35a5769cf75a9f728baa910859a5
org.http4s	http4s-argonaut_2.10	0.14.6a		5756700abb047b8c68016806c9b504e01adbd7e3
org.http4s	http4s-argonaut_2.10	0.14.7		84737c430a31c6b0d8e63054c2154ae20ba38fa1
org.http4s	http4s-argonaut_2.10	0.14.7a		a8fc8194bae1fe33f0aba9a98779db5b7221c2cd
org.http4s	http4s-argonaut_2.10	0.14.8		71f63f73e9f1f1b768d29ccb4d4be3a027753dbc
org.http4s	http4s-argonaut_2.10	0.14.8a		b99fff5ebaaa9dea9af2dfa4d7f63bd899e5e054
org.http4s	http4s-argonaut_2.10	0.14.9		b7dfa533c39aa23e551339e71f258e24335bc90b
org.http4s	http4s-argonaut_2.10	0.14.9a		85abf4503fa4c0b752d7b2d051fe97ddd58f0fad
org.http4s	http4s-argonaut_2.10	0.15.0		2c8907a7af60e0341c45dd3f274707b0020ebeb0
org.http4s	http4s-argonaut_2.10	0.15.0a		10a78d3231d012e145abc688a02705a38ecd24ef
org.http4s	http4s-argonaut_2.10	0.15.1		b94b02ba544a825ad2fa5e503ee3035a22d9f17d
org.http4s	http4s-argonaut_2.10	0.15.10		c0a531daa76a8201c6ff03600215423086f3a7be
org.http4s	http4s-argonaut_2.10	0.15.10a		f2cfb420ab3ec3056126b81f3fb3f8aad1b8fe3d
org.http4s	http4s-argonaut_2.10	0.15.11		dc73e1dda29e24bcc77e958dcb4c27af4c888637
org.http4s	http4s-argonaut_2.10	0.15.11a		16b2c5b2b43216bd6c1763afc87994f221cd8c7f
org.http4s	http4s-argonaut_2.10	0.15.12		894e3533ddecda4096f1afdf7b9cf5b536897d3d
org.http4s	http4s-argonaut_2.10	0.15.12a		018e1123ed81cc1b0bac6192b1b3a4b7cf948294
org.http4s	http4s-argonaut_2.10	0.15.13		8b5e30646d667f602f854c607ff6f8d4e5f80824
org.http4s	http4s-argonaut_2.10	0.15.13a		28a87d288c147fa9ccd286d684b632be8ed531b7
org.http4s	http4s-argonaut_2.10	0.15.14		3250aa79ec7ca916da2f250d67b02dde33b9a5d2
org.http4s	http4s-argonaut_2.10	0.15.14a		aaa078dea668d8ccf6c5a01bef1e518f2da6c7b6
org.http4s	http4s-argonaut_2.10	0.15.15		cefba5aaaf2fab94038ea3d0644406fbfa164e01
org.http4s	http4s-argonaut_2.10	0.15.15a		6410eb12b032c299b04ba07cc52ec251051e0232
org.http4s	http4s-argonaut_2.10	0.15.16		137d3027ba41d4eb7ab21f2247a229320ff8597b
org.http4s	http4s-argonaut_2.10	0.15.16a		0eb37b751911509f2cc5ab1cd549a83054bd12a5
org.http4s	http4s-argonaut_2.10	0.15.1a		ae870f8b1cb7c4355235465bac8709aa8855f29e
org.http4s	http4s-argonaut_2.10	0.15.2		7d1dfae74ba6f226fac52d3bb39c679783363567
org.http4s	http4s-argonaut_2.10	0.15.2a		7e3bd6091c914ce8d55f157280ffb2b45d4350a8
org.http4s	http4s-argonaut_2.10	0.15.3		783f3688b9878bff8919c582147ff8cdf4bc4401
org.http4s	http4s-argonaut_2.10	0.15.3a		cf5697f8f324efd5e58943bee6647597d1decb3a
org.http4s	http4s-argonaut_2.10	0.15.4		7acf7f2dba0a7b125a37c947724e4c1dc5edbb48
org.http4s	http4s-argonaut_2.10	0.15.4a		d796ed2b90603b023c17458de78be3f42e2e8f71
org.http4s	http4s-argonaut_2.10	0.15.5		aa09af1a996b337ecfc73243db61fc9cda8b3e69
org.http4s	http4s-argonaut_2.10	0.15.5a		0479aa3b7582292975ada0bfd339fc14cb489af0
org.http4s	http4s-argonaut_2.10	0.15.6		d0131d179bde00a8c9dbfdb6712970cb2156a850
org.http4s	http4s-argonaut_2.10	0.15.6a		01b349f1ffc41cfcda7a25b35be398917a71d11c
org.http4s	http4s-argonaut_2.10	0.15.7		12083c804504423ed04ad0fabe5741d9e42fd80b
org.http4s	http4s-argonaut_2.10	0.15.7a		4b6f5d96aaacc962c4a92f592c2487f27af9d06e
org.http4s	http4s-argonaut_2.10	0.15.8		9db9ad5f2f75e72f4f9056b30593343b17b3ca25
org.http4s	http4s-argonaut_2.10	0.15.8a		8c6e30665cb1a0627930d05d1f385edbc944f0e3
org.http4s	http4s-argonaut_2.10	0.15.9		4e6978231a73ecc060bd186efc4879a79163da6e
org.http4s	http4s-argonaut_2.10	0.15.9a		9b115dc6563306d890c062a518d84a0e31582c1b
org.http4s	http4s-argonaut_2.10	0.16.0		e73c0675c48a77c4c88f6b42fb9034be1a772a47
org.http4s	http4s-argonaut_2.10	0.16.0-M1		5ebcaea3b64a97c636aa0ee3627d8f98cafd00a0
org.http4s	http4s-argonaut_2.10	0.16.0-M2		e940831331ae4e6b6049ff5caf19f55d672c3411
org.http4s	http4s-argonaut_2.10	0.16.0-M3		b7ba2035723da497bc4574e5e7c731467e240c42
org.http4s	http4s-argonaut_2.10	0.16.0-RC2		ac1abfe14315e7111b136850b7236a77618b108c
org.http4s	http4s-argonaut_2.10	0.16.0-RC3		b9ed7d45d7daac96ac1cbc4e211059324fed6cb9
org.http4s	http4s-argonaut_2.10	0.16.0a		06fc2af2bf5d60af741a5659c65cfa364d2647e4
org.http4s	http4s-argonaut_2.10	0.16.0a-M1		35dd4d69d0ef892be61a5208efcd51f5ac8b11b0
org.http4s	http4s-argonaut_2.10	0.16.0a-M2		f188fb56f05c9358b9be3f1e10bd3dfe65ce2a03
org.http4s	http4s-argonaut_2.10	0.16.0a-M3		7ef7ddd5b2cbe0bba934091a649e9c8fcbdf1a31
org.http4s	http4s-argonaut_2.10	0.16.0a-RC1		d2c70e8fbb0d459c20821258355f6cd15ef75c50
org.http4s	http4s-argonaut_2.10	0.16.0a-RC2		ce4d25c63e8e423ce154818b3993e02772f5a5e8
org.http4s	http4s-argonaut_2.10	0.16.0a-RC3		f4ec8498384eb5f084fde9ce5bbd294baa2df20e
org.http4s	http4s-argonaut_2.10	0.16.1		749f71dcefbafb8aa798e692d1faee958e40e516
org.http4s	http4s-argonaut_2.10	0.16.1a		f3c90804a9ebfd3b80e919648174bed29d8b189f
org.http4s	http4s-argonaut_2.10	0.16.2		c14f05a1ce761c122813e8f577ba60a4986e8b0e
org.http4s	http4s-argonaut_2.10	0.16.2a		3c2d628035ff3f7645141163aea1c3cf1e7090ff
org.http4s	http4s-argonaut_2.10	0.16.3		616c46483865a4273575fcf38452589bbb9f31d9
org.http4s	http4s-argonaut_2.10	0.16.3a		1348659b245bd448d44c42cf05b0b472ca6c17d8
org.http4s	http4s-argonaut_2.10	0.16.4		4f69a9997cebeea25044db490f273251d9c01d14
org.http4s	http4s-argonaut_2.10	0.16.4a		d9b7a0a4a0af2083e8da710c10281850719eb0b8
org.http4s	http4s-argonaut_2.10	0.16.5		743f0d4be0b921295780573d78257a606cc47019
org.http4s	http4s-argonaut_2.10	0.16.5a		03a65d3058242cb526453fd4cf216f325177fd58
org.http4s	http4s-argonaut_2.10	0.16.6		24fb6c7bbf3b7957075c17956e1112552b27753d
org.http4s	http4s-argonaut_2.10	0.16.6a		2bc6a84a75c00124e5afae122feedcc9390a51ec
org.http4s	http4s-argonaut_2.10	0.3.0		977bd295b97439a1e83cf4ca64d6e42ffd979ed7
org.http4s	http4s-argonaut_2.10	0.4.0		623e8f631ffb6d6a9f0cce030577f5d6e5b9b0a3
org.http4s	http4s-argonaut_2.10	0.4.1		6c46305a60f92b2819d65e462a91986c06b0b4a1
org.http4s	http4s-argonaut_2.10	0.4.2		12e539a9b7fab007598ee8a599bccfc315e65ab9
org.http4s	http4s-argonaut_2.10	0.5.0		de925c74918b00e26e1781fc0c6e4a375e97aecc
org.http4s	http4s-argonaut_2.10	0.5.1		319ef7a9a7a687bb30cce79c5c9681e7b593bbdb
org.http4s	http4s-argonaut_2.10	0.5.2		2bea94c8616d5b9e24d6ffeaef789462942a74d1
org.http4s	http4s-argonaut_2.10	0.5.3		e16cbc1738c532452a4388022d925b6fd82cd1be
org.http4s	http4s-argonaut_2.10	0.5.4		62ebb72b0558cb76b230f12cc1a1cccc596c5386
org.http4s	http4s-argonaut_2.10	0.6.0		eccf5d822d85baa8825b341542449fac20b9aca8
org.http4s	http4s-argonaut_2.10	0.6.1		0982b70f0403c77f96954dda1e46b3e3bc53fe60
org.http4s	http4s-argonaut_2.10	0.6.2		dd3bfd567b36dd98cfe6d45e7487b2712401752f
org.http4s	http4s-argonaut_2.10	0.6.4		9bc607e48d33566575c184d6fc05d811d63fa639
org.http4s	http4s-argonaut_2.10	0.6.5		7b1af7f2f5ff4f68e085fbeaebc64ca3a9f9fb4b
org.http4s	http4s-argonaut_2.10	0.7.0		54c64047a29f5340fd4efce9dfd7aa65a7504342
org.http4s	http4s-argonaut_2.10	0.8.0		393af4b12a51be72bebef1e81af34abd05921ac1
org.http4s	http4s-argonaut_2.10	0.8.1		495bd35272490ba544c1203e53d26fe99752db5d
org.http4s	http4s-argonaut_2.10	0.8.2		a6a6f6499f0856eed3ac72389d6eadcbd82bbcc4
org.http4s	http4s-argonaut_2.10	0.8.3		8536c98d07878cba496b5592fbef49291c637631
org.http4s	http4s-argonaut_2.10	0.8.4		be63f7435c7e705cb0c98f3ea1654df0173bbac9
org.http4s	http4s-argonaut_2.10	0.8.5		8988236d36969dcb902ce013fdece1d60f2914af
org.http4s	http4s-argonaut_2.10	0.8.6		03e70e01d1c40885fcf5fca53047ebbca5f88395
org.http4s	http4s-argonaut_2.10	0.9.0		8b0f9dc98e62b2fd87bdd1613d8c6ac857f08b4c
org.http4s	http4s-argonaut_2.10	0.9.1		928b6c1fc02a4e95c99c6917a26758d9635750a1
org.http4s	http4s-argonaut_2.10	0.9.2		4bdf51c4d061d41897cc2fa5b0393d28c71bbadd
org.http4s	http4s-argonaut_2.10	0.9.3		0e10b6e0cd68db499a9e5da4ac515f7cd043908c
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.0.0		766f8612bbaeafa53e69548ecc4de7dd7916faf1
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.0.4		1a1d6780f03ecb19cd765eef4c5737f0bce34fa7
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.0.6		20359076768240c1d3b3a703ad319ae0a7a4e665
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.0.8		a883a1b91ad2ad72e9f32f194cf40303a01453f6
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.0.9		a6ca570c6c58095719e3586a355d48791b389000
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.1.0		df1c8daf7a39fb6c7c67537150b62143d0f60599
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.1.4		75d31ba307f13a49d217d9cc831b84b5ba7483e3
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.2.0		c3819c786caaf33e5c66ae2865a84cf3ec331123
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.2.1		50142bd23cf073413b2be91fa8e16bb1ec52f1ca
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.2.2		9dbfa43cd91d24c4546a45be62b4874978510de9
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.2.3		451c67563a8d0e69892aafbe04c516c7362e84ec
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2006._03.wsdl.rpc	1.2.4		e673a1357a10fcb5d171b1b4270298630b7990de
org.jvnet.ogc	tml-v_1_0_0	1.0.0		N/A
org.jvnet.ogc	tml-v_1_0_0	1.0.2		N/A
org.jvnet.ogc	tml-v_1_0_0	1.0.3		N/A
org.jvnet.ogc	tml-v_1_0_0	1.1.0		N/A
org.jvnet.ogc	tml-v_1_0_0	2.5.3		7ba9f6b41594cf96f7feb306e213763b1d07a834
org.jvnet.ogc	tml-v_1_0_0	2.5.4		75dafbec75376f24f231c4079ab594e99191b112
org.jvnet.ogc	tml-v_1_0_0	2.6.0		3ac917161c5aa0e08d8fde390948795e53f53f4c
org.jvnet.ogc	tml-v_1_0_0	2.6.1		8d58b949f6e9e930a5ffab1f64dc6603c29cb742
org.kie	kie-pmml-commons	10.0.0		cd4d06b5fe6f71bc3e7076069e32f8918b2c1549
org.kie	kie-pmml-commons	7.40.0.20200703		46ba872ba0c2976b8a805d9ca6eb35d4e79af09d
org.kie	kie-pmml-commons	7.40.0.Final		5af70bdd91aefc529a454d2fa74d1b636a919910
org.kie	kie-pmml-commons	7.41.0.Final		04853fa514b91c8c06eff051032f85509881f9d9
org.kie	kie-pmml-commons	7.41.0.t20200723		d117acf8cab21119207524817f7bcf836397ecc9
org.kie	kie-pmml-commons	7.42.0.Final		33cf8988853ea8eec2a660382ec877f3357e0e9a
org.kie	kie-pmml-commons	7.43.0.Final		ef018ca48fd88e922b7cd8c8e4e0441ae01756dd
org.kie	kie-pmml-commons	7.43.0.t20200824		b2e456d3c3747e5f8b4db431b6e0225d06a6345e
org.kie	kie-pmml-commons	7.43.1.Final		52c3aaf0a8aa9f79fc0dd60fd59dd1d85948f4ac
org.kie	kie-pmml-commons	7.44.0.Final		9c0cade80d33aeba95ccf6821d2631c41aabd953
org.kie	kie-pmml-commons	7.45.0.Final		4e40d4aeac73eca800259b9218aecadfe0707aad
org.kie	kie-pmml-commons	7.45.0.t20201009		e4e1ded0c368bad9703dd2ea050a1cea00fbcb9e
org.kie	kie-pmml-commons	7.45.0.t20201014		9efb9a7e445d2e198606a7661f71cd2f8ba586d9
org.kie	kie-pmml-commons	7.46.0.Beta1		dc5db01d730b59d934e2e400f29e881dbcf2f68f
org.kie	kie-pmml-commons	7.46.0.Final		839622f44c1dd9e47c16c5d86ae1761147d049a7
org.kie	kie-pmml-commons	7.46.0.t20201030		03a86bfade2c17d12bfef57f3d5fe77a6f307a08
org.kie	kie-pmml-commons	7.47.0.Final		909386ba1f0dcc8559e5abb090ac2f76fd68e864
org.kie	kie-pmml-commons	7.48.0.Final		564d7f4d3c0951cc895750d0d186a1fbbd4ab6d9
org.kie	kie-pmml-commons	7.49.0.Final		9e21215a4862ec197ceb38b0375bbb4b473ee5af
org.kie	kie-pmml-commons	7.49.0.t20210118		08715685399fbd9e460459278c7156bd7ded8432
org.kie	kie-pmml-commons	7.50.0.Final		0783abfde4c325b54db6f433b699f2c8012b43a9
org.kie	kie-pmml-commons	7.50.0.t20210209		19c4d3de586f0dee8a5efc7bbea98492b69ddbc5
org.kie	kie-pmml-commons	7.51.0.Final		a5a0b08421e0275a0118cdc9247b389a276be995
org.kie	kie-pmml-commons	7.51.0.t20210303		0b7b7d163d75af4b9e2ae0c9a870a6a89073c225
org.kie	kie-pmml-commons	7.52.0.Beta1		84d7b9f5401d5985679c74cc8ec21f6399b51e21
org.kie	kie-pmml-commons	7.52.0.Final		3b197a1491d0bf1df475956427391fb56d1ff618
org.kie	kie-pmml-commons	7.52.0.t20210322		86c9654e36f4b2a5f887172bef2384e50a620217
org.kie	kie-pmml-commons	7.53.0.Final		223fb8e4b1775e5442844ef9097692d791fb4616
org.kie	kie-pmml-commons	7.53.1.Final		5472a5c5dfcdfb9434d384395f31b16cfdb208db
org.kie	kie-pmml-commons	7.54.0.Beta1		8514b9a097baf95001cdfd9f34fb75e866099908
org.kie	kie-pmml-commons	7.54.0.Final		d0cd3e63601fceb2c45223b57a9f54fc78e394ea
org.kie	kie-pmml-commons	7.55.0.Beta1		524c37c3c3009cf1d94c470043c81d3f29d03d47
org.kie	kie-pmml-commons	7.55.0.Final		db696c4a901376cccd4e73227bc828923f86d1dd
org.kie	kie-pmml-commons	7.56.0.Final		62b5b64b565bb11e3208ae7042e22d1f8ef6870a
org.kie	kie-pmml-commons	7.57.0.Beta1		9717357835cb6ede2b62692f2616ec97f89ac04b
org.kie	kie-pmml-commons	7.57.0.Final		c6da6455d70c56d76b4211b29d57d8e4e63b2b7d
org.kie	kie-pmml-commons	7.58.0.Beta1		96da02f05f442339fd526b79039ebd767cc0a4ec
org.kie	kie-pmml-commons	7.58.0.Final		fb34da0a7f81f342520a7e6cf76cced6f68d41c4
org.kie	kie-pmml-commons	7.59.0.Beta1		a19801eadb14cd4501993168fd261375be9ef0e8
org.kie	kie-pmml-commons	7.59.0.Final		bf7d82350c8825388db520a493c2a87537c70592
org.kie	kie-pmml-commons	7.60.0.Final		c7450ec47db1ab7f749e00fca9fd732df1192bcd
org.kie	kie-pmml-commons	7.61.0.Final		9f6e6b6a4aaceddd9a53cf9a9250b091185248e7
org.kie	kie-pmml-commons	7.62.0.Final		8d9ac033f043dffa65a783f2385e3d7038815fa8
org.kie	kie-pmml-commons	7.63.0.Final		d04482ff1f4503da71f425677232a6d0b46b717e
org.kie	kie-pmml-commons	7.63.0.t20211129		a8647a7ca061d568381f7d8dfbbda1910207cc9b
org.kie	kie-pmml-commons	7.64.0.Final		fe2e58fbac34e201437d76c6cd51c60f210c2c72
org.kie	kie-pmml-commons	7.65.0.Final		babd21dbc2ae84360c8b8fbeede47dcd64be7415
org.kie	kie-pmml-commons	7.66.0.Final		1c9a82c662d077be1cb5a298412405fc8ba807e6
org.kie	kie-pmml-commons	7.67.0.Final		296a81a21b23fdb3f6455f1e54811975f7ae1a7a
org.kie	kie-pmml-commons	7.68.0.Final		f445501d26a64193bf1e1db99c6453f0e7ee88b1
org.kie	kie-pmml-commons	7.69.0.Final		f1b8d77363ef449af457f82053481788f1e24b86
org.kie	kie-pmml-commons	7.70.0.Final		959b1432ede10c1fc1ea9aa9bdca2b4fa43706c2
org.kie	kie-pmml-commons	7.71.0.Final		8b6a6603f084c989edc5b2dd5d8197d697604853
org.kie	kie-pmml-commons	7.72.0.Final		6247eaaed6de0307befd1fca700af1fb3938d3e7
org.kie	kie-pmml-commons	7.73.0.Final		323eea264f7662642da6881fe903d8f8a4de28ee
org.kie	kie-pmml-commons	7.74.0.Final		3d98319d1bff4ea679912934e12855b6d0f35fe8
org.kie	kie-pmml-commons	7.74.1.Final		a0d6112d3c68991fe30f5000dcbeef9485fe9339
org.kie	kie-pmml-commons	8.13.0.Beta		4de170f7dd7e999d6b769d6ebab03c961b99ec89
org.kie	kie-pmml-commons	8.14.0.Beta		6cf01a3c826e49d7df3f4a35b17bb9cb5c973439
org.kie	kie-pmml-commons	8.14.1.Beta		a9b530dedeef06fc216aee027f62f84e6c6ae70a
org.kie	kie-pmml-commons	8.15.0.Beta		eccb79c6c6af026fe7a3ae6cde39fdeb58efdbda
org.kie	kie-pmml-commons	8.16.0.Beta		2bd7b056d3eacc303ab66c7c4d1cffc48a3b6683
org.kie	kie-pmml-commons	8.16.1.Beta		6c14ed54fe1733e2ad01ac5f1eb64604172f6b55
org.kie	kie-pmml-commons	8.17.0.Beta		26e6006f100c2a5aca2198f64460fa318b491a59
org.kie	kie-pmml-commons	8.18.0.Beta		02384fc8220f61d909664c7a98abc21b51b76f8f
org.kie	kie-pmml-commons	8.19.0.Beta		07cabc6fbb96c73413df98b3a931337f8b27660d
org.kie	kie-pmml-commons	8.20.0.Beta		2117661b43a8479b5f3c6caac0d1301644ce526d
org.kie	kie-pmml-commons	8.21.0.Beta		4513e10b536a462c354719420f55cd47dfe6bc73
org.kie	kie-pmml-commons	8.22.0.Beta		05198e379a8be7ffd0b621449ee89616f94cc096
org.kie	kie-pmml-commons	8.22.1.Beta		7b936fbdaaba17a53f1ccf7275dbea05a846f969
org.kie	kie-pmml-commons	8.23.0.Beta		0ddd28de661874c5009a1d20543259596bd08f87
org.kie	kie-pmml-commons	8.24.0.Beta		0119d73ca4ca0ba80fc4341617d8e4f429a39616
org.kie	kie-pmml-commons	8.24.1.Beta		d4b42b994f287fee59be31d8020fbcecde855f20
org.kie	kie-pmml-commons	8.25.0.Beta		66a493dcc52c287a06b664938344cff34c30e036
org.kie	kie-pmml-commons	8.26.0.Beta		4ec21e737a0839294ea34889bab73094aa8bc478
org.kie	kie-pmml-commons	8.27.0.Beta		80224895b83a1ddc849344dc8c8b06c9b697fa53
org.kie	kie-pmml-commons	8.28.0.Beta		7639e8915b49210fe112e7ad4b7917b27e232033
org.kie	kie-pmml-commons	8.29.0.Final		77b00c2be2719bc287baae761493da62b39bb68d
org.kie	kie-pmml-commons	8.30.0.Final		47fbba209e00d783c839b8a20afc1d8425554bea
org.kie	kie-pmml-commons	8.31.0.Final		3af971967cf37e119626624c4a424df1c8343f7a
org.kie	kie-pmml-commons	8.31.1.Final		010e8b11a7b81ff4a01ded71b20680ee09af4390
org.kie	kie-pmml-commons	8.32.0.Final		45ceb5b4e06cc9c7b99d6e968dfbd1cf221a26a9
org.kie	kie-pmml-commons	8.33.0.Final		668c8da55de81ad46235c516d9fb05a7fdfa27f6
org.kie	kie-pmml-commons	8.34.0.Final		4bd901ca79498918c9a3e03912e054da9800bdb4
org.kie	kie-pmml-commons	8.35.0.Final		09cf51cb85ae25ddb0444146ef6167fbe7600cb3
org.kie	kie-pmml-commons	8.36.0.Final		4c707774f4c6e68a9c8b281b8350a56d11fd29fe
org.kie	kie-pmml-commons	8.37.0.Final		31274aeb5290734960eb2ac0353c77227c8e3d9d
org.kie	kie-pmml-commons	8.38.0.Final		a2822d01fe37d95366f7d28f41a69f0ad4d6bf82
org.kie	kie-pmml-commons	8.39.0.Final		0c00fc24e5f2b9b44f4d0085ded91c6843ffd77f
org.kie	kie-pmml-commons	8.40.0.Final		d85878f8448623ae5b15c1f0fb3c8e351c73bbf4
org.kie	kie-pmml-commons	8.40.1.Final		e0fc2c9fc85df1b26fc8b96b234d6bdb261cad79
org.kie	kie-pmml-commons	8.41.0.Final		62917374d41ddc3ad3009fad6bd45bdbbbdd1d28
org.kie	kie-pmml-commons	8.42.0.Final		6ca999ebf53af965da756916cf8072a406bcea85
org.kie	kie-pmml-commons	8.43.0.Final		f03aa6558c2285e0a8507e1930f553a29cedde1b
org.kie	kie-pmml-commons	8.44.0.Final		99e664f7ede223f7bc4a9abc46869222ad1ba58b
org.kie	kie-pmml-commons	8.44.1.Final		5c909c9d2659ddf922dd943f36416f1472bd8c08
org.kie	kie-pmml-commons	8.44.2.Final		15d4ad29e8f2f5c6eaf3d202d4243e622f8e3148
org.kie	kie-pmml-commons	9.42.0.Alpha		2fd031a7c7efe88acfd483a3fb92f1e3b49dc868
org.kie	kie-pmml-commons	9.43.0.Alpha		2a5d70d6c785d850a2610b7604d040d218a79467
org.kie	kie-pmml-commons	9.44.0.Final		ad05b0fc6e03c91aaf8f85305727f47ad77e2dd8
org.kie.kogito	kogito-api-incubation-application	1.12.0.Final		b7507635d8c169410dab7f90d70f5393b668be93
org.kie.kogito	kogito-api-incubation-application	1.13.0.Final		10a8ea417763464a5ff0f38c273547d60b1b1952
org.kie.kogito	kogito-api-incubation-application	1.14.0.Final		c7823afb58c542531eac1fc8d33de9e1da4076c1
org.kie.kogito	kogito-api-incubation-application	1.14.1.Final		b9237cbfd47712aa50fb0a60ec96893cdb34ea33
org.kie.kogito	kogito-api-incubation-application	1.15.0.Final		2aa0b86bf6f6fc3c403207620aacdb098d421a7f
org.kie.kogito	kogito-api-incubation-application	1.16.0.Final		672be76ba008d24f933acf24eb49343dd3503587
org.kie.kogito	kogito-api-incubation-application	1.16.1.Final		f6027b352b8cebc8c6808cab7ac9fbbaddc1af19
org.kie.kogito	kogito-api-incubation-application	1.17.0.Final		df063943895f3be74cc48136055feca936d9408e
org.kie.kogito	kogito-api-incubation-application	1.18.0.Final		5784ada07a9d8f2fd973a3be0b72c97b50dad2d2
org.kie.kogito	kogito-api-incubation-application	1.19.0.Final		b88a3b7e6125b3c2ba403e435fd3ff3963dc8ed3
org.kie.kogito	kogito-api-incubation-application	1.20.0.Final		8bc3d0a65c22d5038bd25a9769b1859cb81d011b
org.kie.kogito	kogito-api-incubation-application	1.21.0.Final		de6b788c7fa56fa59d06f4c03c78eee9d6d23b5d
org.kie.kogito	kogito-api-incubation-application	1.22.0.Final		7051d745d0b3b8accf0d5e46d084886fa2fd63c3
org.kie.kogito	kogito-api-incubation-application	1.22.1.Final		3b1bfbaa15c2b57e96faed52643e813dee61df5f
org.kie.kogito	kogito-api-incubation-application	1.23.0.Final		bec485cb1b086c1d09d1297f5377288884aa5008
org.kie.kogito	kogito-api-incubation-application	1.24.0.Final		8d02317ddec5998dc9a3c5758ec9daf7a5b0c0c0
org.kie.kogito	kogito-api-incubation-application	1.24.1.Final		bd4942cac807add22edfa5924626457dd3c93cad
org.kie.kogito	kogito-api-incubation-application	1.25.0.Final		5599366842f958496680f9561ba5e14708e54ab9
org.kie.kogito	kogito-api-incubation-application	1.26.0.Final		ab81caea1cb903e41c0c98d6382e18abad7ca325
org.kie.kogito	kogito-api-incubation-application	1.27.0.Final		4d2b6d3b77dc38fe859c8697b79e1cd26aab8656
org.kie.kogito	kogito-api-incubation-application	1.28.0.Final		7fffa17fd07faeb6cb04e63219b507d7d8534124
org.kie.kogito	kogito-api-incubation-application	1.29.0.Final		441388b1d9c616b99aa4873dc9bb8522a6281459
org.kie.kogito	kogito-api-incubation-application	1.30.0.Final		74487d008e843717a4fb1bd8bc8662939dcc0be8
org.kie.kogito	kogito-api-incubation-application	1.31.0.Final		0939d354ded68d2289d6d5e1bbd750c358b4e27d
org.kie.kogito	kogito-api-incubation-application	1.31.1.Final		3cbec8be69f26cc3e1c2994ce1e692eea55831c9
org.kie.kogito	kogito-api-incubation-application	1.32.0.Final		fd572e7a84441911944407b66941aa3e92a942d2
org.kie.kogito	kogito-api-incubation-application	1.33.0.Final		8b53418a217ac135b729253790903da9eedd747f
org.kie.kogito	kogito-api-incubation-application	1.34.0.Final		b09133bebba875f29f0636e49e34ce03508f9efe
org.kie.kogito	kogito-api-incubation-application	1.35.0.Final		d1b387f735c22db0cefe56ace55b8c39c4b85856
org.kie.kogito	kogito-api-incubation-application	1.36.0.Final		6f23e4f8467cf6b58988cce713fce3e8cbed20f7
org.kie.kogito	kogito-api-incubation-application	1.36.1.Final		dfa69387b58adbfceaceee3a64640d7558720cea
org.kie.kogito	kogito-api-incubation-application	1.37.0.Final		5acd2d3d0f58fd7579f8acc95195555b9207e596
org.kie.kogito	kogito-api-incubation-application	1.38.0.Final		0421bb33d2761c1cb601f507479294c28f8ce5c7
org.kie.kogito	kogito-api-incubation-application	1.39.0.Final		b17cebcac177d013412ac8d57122691840d990be
org.kie.kogito	kogito-api-incubation-application	1.40.0.Final		d7c4bd0a30bdc9b93939a6549685533348534a56
org.kie.kogito	kogito-api-incubation-application	1.40.1.Final		3f7ee9b444b492093d81f64eb4a9137ec12de6e1
org.kie.kogito	kogito-api-incubation-application	1.40.2.Final		3135106946dd75cfbbf0af021da295bc94ee5ff4
org.kie.kogito	kogito-api-incubation-application	1.41.0.Final		80ac696ce1eff5d8b1c328076d183c145030a71e
org.kie.kogito	kogito-api-incubation-application	1.42.0.Final		12b826d910234678f0142162ba6773f01dbc2061
org.kie.kogito	kogito-api-incubation-application	1.43.0.Final		65566bdc2b4a51da234d9750eacea0a68ddb2e42
org.kie.kogito	kogito-api-incubation-application	1.44.0.Final		cce915b9b1063eda6d29ef1d3e2767c742d24eab
org.kie.kogito	kogito-api-incubation-application	1.44.1.Final		d05a329636d7944bd0f786fef640cdfff3104b49
org.kie.kogito	kogito-api-incubation-application	10.0.0		340386c5de46268d595ccee0fdabe1188d06e96d
org.kie.kogito	kogito-api-incubation-application	2.44.0.Alpha		ac07d2f9325c392650905fc5314018def2aa255d
org.kodein.mock	mockmp-test-helper-tvosarm64	1.0.1		N/A
org.kodein.mock	mockmp-test-helper-tvosarm64	1.0.1	metadata	d060b9bd5d08736e802657510d42ddcf5b543471
