acegisecurity	acegi-security-adapters	1.0.0-RC1		N/A
io.quarkus	quarkus-amazon-lambda-http	2.7.0.CR1		b0ac50d983892971c0dd00e760c6156326029d2c
io.quarkus	quarkus-amazon-lambda-http	2.7.0.Final		d18831c4f60a86bac05de1dbef70dba9a2cf1fca
io.quarkus	quarkus-amazon-lambda-http	2.7.1.Final		71b9a891b44be79f386c1c34cd95df1b97b2d9bb
io.quarkus	quarkus-amazon-lambda-http	2.7.2.Final		ad2153c17b905fcb2a666350151acee57a6ad3f6
io.quarkus	quarkus-amazon-lambda-http	2.7.3.Final		e963f6af17e31e62536ca3cdd80d28406caad46d
io.quarkus	quarkus-amazon-lambda-http	2.7.4.Final		77df52e430bf23bef8c3a68419e75eda9c7bf5b3
io.quarkus	quarkus-amazon-lambda-http	2.7.5.Final		c7f083f8589d0ca8853b4d3c4b81c9ed7c38862d
io.quarkus	quarkus-amazon-lambda-http	2.7.6.Final		2faa224a6102f1169ebde261c45dd837b8ed9ebe
io.quarkus	quarkus-amazon-lambda-http	2.7.7.Final		b37a82110f256ff99f91723f87955d0c7ced968f
io.quarkus	quarkus-amazon-lambda-http	2.8.0.CR1		67ba07cc088692ed7c6accebc36795adaec2edbc
io.quarkus	quarkus-amazon-lambda-http	2.8.0.Final		1b0f0fc3cb7211e5075a15f108fe6acfa62e4ae2
io.quarkus	quarkus-amazon-lambda-http	2.8.1.Final		b612c38e6d92d9993dabb378e3c03471e17a27a8
io.quarkus	quarkus-amazon-lambda-http	2.8.2.Final		543279e205cdc1ed99a9836d6818e1c0e59fa104
io.quarkus	quarkus-amazon-lambda-http	2.8.3.Final		ec4a5a5f56b25d48467aa46003da93b6ad6bb403
io.quarkus	quarkus-amazon-lambda-http	2.9.0.CR1		ba37dc83dc10428b33c6f26a5bf033f396b4830f
io.quarkus	quarkus-amazon-lambda-http	2.9.0.Final		453ae7ade660651648f54afa7ecaf634cf637dbf
io.quarkus	quarkus-amazon-lambda-http	2.9.1.Final		e5da322a2333417b89dde118697756852b182a66
io.quarkus	quarkus-amazon-lambda-http	2.9.2.Final		365d6c573d07df595434594a719021ce902b58af
io.quarkus	quarkus-amazon-lambda-http	3.0.0.Alpha1		7c9cf3486233a1596e934ebea344d037f288dffd
io.quarkus	quarkus-amazon-lambda-http	3.0.0.Alpha2		a2c7869a7b8a04790781448f1c50cdc3103464f8
io.quarkus	quarkus-amazon-lambda-http	3.0.0.Alpha3		b6159e6db1bc65dceafd23c5396174eada1440e8
io.quarkus	quarkus-amazon-lambda-http	3.0.0.Alpha4		df60658c3dc0a30ded8514978f0b6b4045dd3ba8
io.quarkus	quarkus-amazon-lambda-http	3.0.0.Alpha5		846a87a923538a6b9e105b036db28721dfca8050
io.quarkus	quarkus-amazon-lambda-http	3.0.0.Alpha6		7ba804c88aeb95a1dc350c01a95e87b625e541fc
io.quarkus	quarkus-amazon-lambda-http	3.0.0.Beta1		b0cf9a2102d829bfc3efd547d6490e9ac3911129
io.quarkus	quarkus-amazon-lambda-http	3.0.0.CR1		68a495b633ba38d553a527789780d37d4f085d0a
io.quarkus	quarkus-amazon-lambda-http	3.0.0.CR2		022e51831812d0a2c1ff4b5ff36108f1e23655f2
io.quarkus	quarkus-amazon-lambda-http	3.0.0.Final		1ddc0d495c225ed9e8fef909800df9bedfa9c89f
io.quarkus	quarkus-amazon-lambda-http	3.0.1.Final		73957feb0cc0fb4b4fff7803e050355eea69fd89
io.quarkus	quarkus-amazon-lambda-http	3.0.2.Final		da12cc4b564a3ba8c0bf45f9bbd2d91a87b63fbe
io.quarkus	quarkus-amazon-lambda-http	3.0.3.Final		1fee5dee79f83c57b48aecdef87c9d6508a9f85d
io.quarkus	quarkus-amazon-lambda-http	3.0.4.Final		7a516d468c4593604909a8b9f7173fd3e8cb9cc9
io.quarkus	quarkus-amazon-lambda-http	3.1.0.CR1		fea4b518d43712d550bd5634966e3a66b70e7844
io.quarkus	quarkus-amazon-lambda-http	3.1.0.Final		f7a9bbe224b15107880630422b9577a603ab3fbe
io.quarkus	quarkus-amazon-lambda-http	3.1.1.Final		92d1f33399d56459b4b554d334c41ec7753d9740
io.quarkus	quarkus-amazon-lambda-http	3.1.2.Final		ed92da2985f556fcc4a322441d6864069a59d556
io.quarkus	quarkus-amazon-lambda-http	3.1.3.Final		eb3de38ef65c03d7e86fed6c2e821f9dae85118d
io.quarkus	quarkus-amazon-lambda-http	3.10.0		a7c77c0d9ea0da1b3e8787751575cf5b463e733b
io.quarkus	quarkus-amazon-lambda-http	3.10.0.CR1		6baaa8ee9ca09f9f48e43ad4b97042f15198ad91
io.quarkus	quarkus-amazon-lambda-http	3.10.1		1c653e93b98afcf9a5eb2d42917f9284ab349f73
io.quarkus	quarkus-amazon-lambda-http	3.10.2		18bcad1f1d68f6b37c657563227be01c477a3824
io.quarkus	quarkus-amazon-lambda-http	3.11.0		e8d9262998e917c840b9b460b5b7009665489fd1
io.quarkus	quarkus-amazon-lambda-http	3.11.0.CR1		a7eefc0d5a2b17deca61b1aa93468ba4324d0d39
io.quarkus	quarkus-amazon-lambda-http	3.11.1		a3c819ae8b8967a2adb87c9db95b9ac87367e99e
io.quarkus	quarkus-amazon-lambda-http	3.11.2		f82013997da8a7a61ebf9f8482e429a468776672
io.quarkus	quarkus-amazon-lambda-http	3.11.3		0974a48b2b578f8795074efb09a1392b39a205c9
io.quarkus	quarkus-amazon-lambda-http	3.12.0		1b6d6728e925225aabd45b137eabd0cd2c639077
io.quarkus	quarkus-amazon-lambda-http	3.12.0.CR1		7d967a37141066b25b304119a55db9b043dc3c77
io.quarkus	quarkus-amazon-lambda-http	3.12.1		21648901e15b01fd25fdc3f53785149a4a16ef90
io.quarkus	quarkus-amazon-lambda-http	3.12.2		00c1d9371eca059393b630b0077bad0f942f1647
io.quarkus	quarkus-amazon-lambda-http	3.12.3		2af9f34e613d072f3c881a7d651ea64129c8ca80
io.quarkus	quarkus-amazon-lambda-http	3.13.0		908592a041dd9d1359b2ac0874b7665d2a9f9fd1
io.quarkus	quarkus-amazon-lambda-http	3.13.0.CR1		f1f771c5e8051a2d9b1f947cfe1b478eb9e5967b
io.quarkus	quarkus-amazon-lambda-http	3.13.1		7dc2e24f877abe06aa16fad5f5c16c04cb7f0120
io.quarkus	quarkus-amazon-lambda-http	3.13.2		4c1cc113559683d58a880becf53f351f7d9b68f6
io.quarkus	quarkus-amazon-lambda-http	3.13.3		d858d569e875a61e3e0eed9d4a3217896b5bd3ea
io.quarkus	quarkus-amazon-lambda-http	3.14.0		627db561692a8d34cfc7c911ef892928d441aecc
io.quarkus	quarkus-amazon-lambda-http	3.14.0.CR1		9cec6d13a7247b44b7ac60d850c5845c9c24b1b5
io.quarkus	quarkus-amazon-lambda-http	3.14.1		e55bca4626f0847c3829cc29622c3bde8eedce6c
io.quarkus	quarkus-amazon-lambda-http	3.14.2		71b0e5ac235e95c8ffc7b56a45a5500547b746dc
io.quarkus	quarkus-amazon-lambda-http	3.14.3		a778ee61398d5af0c8a042269ea1196c0784b25d
io.quarkus	quarkus-amazon-lambda-http	3.14.4		ac071d41c8c07ae5359a56d53cbeaecf83daafd4
io.quarkus	quarkus-amazon-lambda-http	3.15.0		d13c5048c2ad4a26da007780e00fc4b075b10bc9
io.quarkus	quarkus-amazon-lambda-http	3.15.0.CR1		92211fe831d45d5636b625777689bf6e6f14d196
io.quarkus	quarkus-amazon-lambda-http	3.15.1		7ba0d010fdf55cced11aad594e937056673ee932
io.quarkus	quarkus-amazon-lambda-http	3.15.2		0fdc4863ae44ccac32a665c8179b6817ed33c37a
io.quarkus	quarkus-amazon-lambda-http	3.15.3		a14917cdc94bd96baee91721fca0867ae6ba5cd1
io.quarkus	quarkus-amazon-lambda-http	3.15.3.1		6771dbee9a2cf0d56e099a6a36c7edd24df119ac
io.quarkus	quarkus-amazon-lambda-http	3.15.4		3ba7dd8093b4dcee11a4d7027d21b363975946f6
io.quarkus	quarkus-amazon-lambda-http	3.16.0		3ddc5601d22091f4afbf7d774c5265a8e1db0341
io.quarkus	quarkus-amazon-lambda-http	3.16.0.CR1		600389cdc8f8bd3198656491da25baa7d75b6ec5
io.quarkus	quarkus-amazon-lambda-http	3.16.1		613a44dea3e5c3dc376dcc1c2a9a10ddb83587f1
io.quarkus	quarkus-amazon-lambda-http	3.16.2		55c81533d369a32b4be70ada5118e50837f6ff5d
io.quarkus	quarkus-amazon-lambda-http	3.16.3		a0434cc26f66f106aff1fcc863dd4709bd42038a
io.quarkus	quarkus-amazon-lambda-http	3.16.4		acf36cbfc495ec1b95f9860ef89f189bd1e3ff03
io.quarkus	quarkus-amazon-lambda-http	3.17.0		0047c80a67c6d5631319d1bb4264e187d6372ed7
io.quarkus	quarkus-amazon-lambda-http	3.17.0.CR1		94182371ac13910d5544be14de9c60371f38b1f2
io.quarkus	quarkus-amazon-lambda-http	3.17.1		1ddca953fb2aa51b35be0148586b0e944f9b31af
io.quarkus	quarkus-amazon-lambda-http	3.17.2		dc211e527e7c410430b362221120123341c283db
io.quarkus	quarkus-amazon-lambda-http	3.17.3		1ec10bbde3459fecb9b3a8c65896d7d01f11dc64
io.quarkus	quarkus-amazon-lambda-http	3.17.4		250a3b5795941b5213bebc6ef4e83d47016051ff
io.quarkus	quarkus-amazon-lambda-http	3.17.5		5b61b8d3adc6112257e3d62614d4cf42c8866beb
io.quarkus	quarkus-amazon-lambda-http	3.17.6		684226f7e15b4db6883cece9c86ce92cdc7fb16d
io.quarkus	quarkus-amazon-lambda-http	3.17.7		0d9561d3fc2a0caf18429905fba413bfab50ba05
io.quarkus	quarkus-amazon-lambda-http	3.17.8		b7f02e4896396de9d07121334957455e5b6d312a
io.quarkus	quarkus-amazon-lambda-http	3.18.0		101899e4f1368d8e27154b408ad5fcb51e76652d
io.quarkus	quarkus-amazon-lambda-http	3.18.0.CR1		0b32e433041f1147ee632df006f7665398ef3160
io.quarkus	quarkus-amazon-lambda-http	3.18.1		f30867281775a3eff5010e1247cd57fd813124e3
io.quarkus	quarkus-amazon-lambda-http	3.18.2		153ebda58dc9d729f926598bcf4f31ebfbeca241
io.quarkus	quarkus-amazon-lambda-http	3.18.3		55253d2224b14d0fe49e3bece7f63f465c17f7f4
io.quarkus	quarkus-amazon-lambda-http	3.18.4		5675b119467fd8e132cbfb2b4bf15dd931509bd3
io.quarkus	quarkus-amazon-lambda-http	3.19.0		a1516769592eae87a77d2cb3c24400ee3de69c95
io.quarkus	quarkus-amazon-lambda-http	3.19.0.CR1		e13c20d52e98f1291447cc5bee9ce10596803646
io.quarkus	quarkus-amazon-lambda-http	3.19.1		eae56b5a7ebcfecd7ef4d552d95619f7e67b1335
io.quarkus	quarkus-amazon-lambda-http	3.19.2		55faea6e8112dced5505e0ccb6fd740e352059d1
io.quarkus	quarkus-amazon-lambda-http	3.19.3		34134b5b2ed07d575ca9d4f98cd2287d8e82afbc
io.quarkus	quarkus-amazon-lambda-http	3.19.4		68054dac4da3f6aea1d9f29dad67c53b8c32138e
io.quarkus	quarkus-amazon-lambda-http	3.2.0.CR1		88580712eb58ddec64a8ef7d6ead25f006580604
io.quarkus	quarkus-amazon-lambda-http	3.2.0.Final		02b7d5f1d2730af4d14e90c920fdf8636dc592b1
io.quarkus	quarkus-amazon-lambda-http	3.2.1.Final		d94b4b153859b4942859a814540e58f6b53b80be
io.quarkus	quarkus-amazon-lambda-http	3.2.10.Final		8b0c9837e5ff49ace245ca801f7600d0fd0b1267
io.quarkus	quarkus-amazon-lambda-http	3.2.11.Final		c6ec9dda38e0dbdce2d6edbc1c480e3ec1012a2b
io.quarkus	quarkus-amazon-lambda-http	3.2.12.Final		6cddf843aae38bf265778ec686dbfcf7639cd670
io.quarkus	quarkus-amazon-lambda-http	3.2.2.Final		67d7f827e5193d3a41b004a3816b62cc870e6b53
io.quarkus	quarkus-amazon-lambda-http	3.2.3.Final		e328eaae24254230f7511c0d8f755604a284bca3
io.quarkus	quarkus-amazon-lambda-http	3.2.4.Final		a4bb01299f2700d60f2e29e731387d0e6df6d730
io.quarkus	quarkus-amazon-lambda-http	3.2.5.Final		c30a249160f4b5549d8445453c2f4cf48c478ffa
io.quarkus	quarkus-amazon-lambda-http	3.2.6.Final		ab9ba1dcbdbcbfe65b4957934d7cdf56b3f97afb
io.quarkus	quarkus-amazon-lambda-http	3.2.7.Final		694b1ab3705182090da4b45fbe19f4183fe617f8
io.quarkus	quarkus-amazon-lambda-http	3.2.8.Final		3fb28f6de5c63f03613e868931f6f797933d86bb
io.quarkus	quarkus-amazon-lambda-http	3.2.9.Final		1d88458fd17dee79eb4b24fa274ef76e3ef88096
io.quarkus	quarkus-amazon-lambda-http	3.20.0		a6aa98991f78b04930c28068ab68436c0403ec26
io.quarkus	quarkus-amazon-lambda-http	3.20.0.CR1		222643f89712f93fc027938f4dd7ad52ec1db888
io.quarkus	quarkus-amazon-lambda-http	3.21.0		568652f6c2b8f937bb57b6145733e25baf6c5462
io.quarkus	quarkus-amazon-lambda-http	3.21.0.CR1		a42349a61a0bdd4625d703ae54189f10aafb82aa
io.quarkus	quarkus-amazon-lambda-http	3.21.1		3dd2b3216e9fb09e642cdac43e09b80a540c03e7
io.quarkus	quarkus-amazon-lambda-http	3.21.2		697b3d9c3f0e7bf8e45626d3aacb71e56f9db5eb
io.quarkus	quarkus-amazon-lambda-http	3.21.3		48997262d04ffb44524027dd0693c28a7300dd20
io.quarkus	quarkus-amazon-lambda-http	3.21.4		2b5d36f317c85c13acbe48309e8498ee1ec70cb8
io.quarkus	quarkus-amazon-lambda-http	3.22.0		355eb05a8a7f6951fc88e3a56b47c6e04a6763bc
io.quarkus	quarkus-amazon-lambda-http	3.22.0.CR1		1b884db622c49646f6a93d48710d1117174fad23
io.quarkus	quarkus-amazon-lambda-http	3.22.1		477580ec914e2e2ca49160f76de33d419e337527
io.quarkus	quarkus-amazon-lambda-http	3.3.0		6e6094c77709f47825649f751faa384ad9f9f013
io.quarkus	quarkus-amazon-lambda-http	3.3.0.CR1		6be8796d341c3bec4b40477d3cc223d2ee040404
io.quarkus	quarkus-amazon-lambda-http	3.3.1		2da4e5df7bbde54ee6b81b1725f6ece26e707319
io.quarkus	quarkus-amazon-lambda-http	3.3.2		4450e21964456278744be8d7f3eb381b07d5a755
io.quarkus	quarkus-amazon-lambda-http	3.3.3		ff284a2a28f79f306ddb3262579e337efa905847
io.quarkus	quarkus-amazon-lambda-http	3.4.0		6568c4330add478eb355acb0b1654c5d3636f381
io.quarkus	quarkus-amazon-lambda-http	3.4.0.CR1		8d2ab20f10dc9770c23895c591d40a24e0ddd7a1
io.quarkus	quarkus-amazon-lambda-http	3.4.1		31f2714d8a3abab2e370bf668a940e7cd25cd254
io.quarkus	quarkus-amazon-lambda-http	3.4.2		6dc2da2e9364a05ac17094ba603d410d0fd78a23
io.quarkus	quarkus-amazon-lambda-http	3.4.3		633330c7bd6fd4b591f2fcac2d6a0fca7e4343c8
io.quarkus	quarkus-amazon-lambda-http	3.5.0		c486e5d6ba6016f34972a6018c6acff4afd03871
io.quarkus	quarkus-amazon-lambda-http	3.5.0.CR1		27cb3320323af882ba19fcaf20dbc1dc4452705f
io.quarkus	quarkus-amazon-lambda-http	3.5.1		bccfc0603e4ed7d48f9df074fe1a1ced3df7d861
io.quarkus	quarkus-amazon-lambda-http	3.5.2		790e281593545a3bee66b6ebecdc16b10460719e
io.quarkus	quarkus-amazon-lambda-http	3.5.3		ce0de3eeec4cbd1ecba28345f473d6f2b6638955
io.quarkus	quarkus-amazon-lambda-http	3.6.0		5bb5c5ec211dd8bf139df2c8831aa5df4929b046
io.quarkus	quarkus-amazon-lambda-http	3.6.0.CR1		30d732c04a8b7060c8a829a5ade9f2e829195584
io.quarkus	quarkus-amazon-lambda-http	3.6.1		9419d83cefbd426447d5d89652baefe7a07420b6
io.quarkus	quarkus-amazon-lambda-http	3.6.2		a91e266bec651d7dc0bf008abbe065390a5c6ceb
io.quarkus	quarkus-amazon-lambda-http	3.6.3		b79e37389511028269eca2d4ee3c415b8726e715
io.quarkus	quarkus-amazon-lambda-http	3.6.4		3099dbbe594f1f434dc45e8ca26e1bf1008139e0
io.quarkus	quarkus-amazon-lambda-http	3.6.5		5694a9266c23e44d8946651692dbacce36243b4d
io.quarkus	quarkus-amazon-lambda-http	3.6.6		21f942efd36ad6d3f0a467d75306d445f33bbf72
io.quarkus	quarkus-amazon-lambda-http	3.6.7		1eca227384eea59c4546fedc9201fb952db3f393
io.quarkus	quarkus-amazon-lambda-http	3.6.8		74d25545bb18820aefa0141413dbb836a391132f
io.quarkus	quarkus-amazon-lambda-http	3.6.9		dfd3546b99415137b1f5e35b7873faeec316c27a
io.quarkus	quarkus-amazon-lambda-http	3.7.0		240fc95e764b9c6cd9deb7e829f8cce832cf527d
io.quarkus	quarkus-amazon-lambda-http	3.7.0.CR1		48d9379c6150a4ca109b39b9a3ca055ddbf837a1
io.quarkus	quarkus-amazon-lambda-http	3.7.1		8369651e5531dd9cbfcb75b64fce03293db9c775
io.quarkus	quarkus-amazon-lambda-http	3.7.2		f4f373937998a7aff444c731909eb3dbb999fc4e
io.quarkus	quarkus-amazon-lambda-http	3.7.3		551979f747ba9ae30b04526d6a56cdb51b37b0f0
io.quarkus	quarkus-amazon-lambda-http	3.7.4		6144b35f81cb08903855d7e79cea950f9537c689
io.quarkus	quarkus-amazon-lambda-http	3.8.0		603fe9d430d2dab49ca5c64d02dd64b54b0339d6
io.quarkus	quarkus-amazon-lambda-http	3.8.0.CR1		904ff64d1321295cdfd615679eb8fa8f5444ccd4
io.quarkus	quarkus-amazon-lambda-http	3.8.1		bae15971f88312e5cb95f17c1c7859a7d356c9ea
io.quarkus	quarkus-amazon-lambda-http	3.8.2		663d729fadcd8a94b5d0eaebe740596eed448794
io.quarkus	quarkus-amazon-lambda-http	3.8.3		04e9cd288f3e7e8577c7106d896b27f3e9ef55fd
io.quarkus	quarkus-amazon-lambda-http	3.8.4		ad312b25d85e8503e44e228c91aaff7f5fb5a88a
io.quarkus	quarkus-amazon-lambda-http	3.8.5		68db955c4472668831d02f3fc32631f6ab4fe65a
io.quarkus	quarkus-amazon-lambda-http	3.8.6		9f33414db33ef2d74de9b83f7d46ce8bc01ed5de
io.quarkus	quarkus-amazon-lambda-http	3.8.6.1		4c60224314f14350b31aa10be0c2f2b1219a03cc
io.quarkus	quarkus-amazon-lambda-http	3.9.0		6f218b6599e0daf6633f53dc2de4600eb7404398
io.quarkus	quarkus-amazon-lambda-http	3.9.0.CR1		bb1b5c8dc2dbd45f2df3eef7f6db103c476a95f6
io.quarkus	quarkus-amazon-lambda-http	3.9.0.CR2		6bd37ac347b447d8aa7dc0ac10c92d7ef1c2e9a7
io.quarkus	quarkus-amazon-lambda-http	3.9.1		bb17e5d3ef99dee7021cdbf490fbd48aabc0dcfc
io.quarkus	quarkus-amazon-lambda-http	3.9.2		b6252d536ef018c3633bbf50a905dc56dda9b9ae
io.quarkus	quarkus-amazon-lambda-http	3.9.3		82bce724cd1de05ae5fd1bbfdd31c808d5006231
io.quarkus	quarkus-amazon-lambda-http	3.9.4		c159f4be80ac746e4d2957c9d9b7485fd90b1b83
io.quarkus	quarkus-amazon-lambda-http	3.9.5		726b1aa2c988c5caab43d5b1bf9833cb85f5eaea
io.regadas	socco-ng_2.13.12	0.1.10		84b79051ac23d486aa188b3237b23ac97b7c73bf
jp.skypencil.guava	findbugs-plugin	1.0.0		31931670aa9d72f88179a355786bc65e041fd47a
jp.skypencil.guava	findbugs-plugin	1.0.1		0c90e03d3c84225f437e92b42f1b721e911a4e3f
net.automatalib	automata-serialization-aut	0.10.0		4b2261ec00bd309e9d6e893ba6006da38d7dcca3
net.automatalib	automata-serialization-aut	0.11.0		2e5d70303179a564da6c8ac75b507c1e68c56f78
net.automatalib	automata-serialization-aut	0.12.0		2f74a2458c9904ea1e967112e02d20b95f36d3d7
net.automatalib	automata-serialization-aut	0.12.1		b10501457c25704b32cf280970a64278ef1c3184
net.automatalib	automata-serialization-aut	0.7.0		eaf4da134a54c16cc7586f32c113ace2733f2c07
net.automatalib	automata-serialization-aut	0.7.1		6580997649e2f106215becd6256aa68b9fe6a0ac
net.automatalib	automata-serialization-aut	0.8.0		de8515b2ef0585698798f53d83f18debdffac561
net.automatalib	automata-serialization-aut	0.9.0		055d0bf82b02ff8cbe44a8d49497126b823adc6e
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	1.1.0		b86c752b46fb45921eaedcaa37992c63a608e1a6
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	1.2.0		40b307ad04e10ad26283660a7ec8686fcf86b3e1
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	1.3.0		dfbfc56d384c74aa599e4ee1b3634a568d1d131c
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	1.4.0		af647b990a64ac57e4d0243e175219d242eb84f8
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	1.5.0		0e75311c92a79dc2fb21d1450ae0a502eb110531
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	1.6.0		d09424af1a849594182ce08419df081dba511232
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	1.7.0		df27558a8aef8b8ce406a9c683dc95f26a4e0e71
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	1.8.0		91caf39fa0e13c7a3aed37cc1fc867d182616a1a
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	1.8.1		d81efa1f735634a3b04535f2447e378934663f5c
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.0.0		26e51d70ce23a90e0c49c69fbd1b3923c51ac702
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.0.0-M1		6436bb104c4bbf3a7d0f38fe1801825a768286dc
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.0.0-M2		51e76e76a48a5e21f516a7e334d6b9bf93634148
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.1.0		4c43be9401e5873fd4c19a43f6e4c72f55767b56
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.10.0		3e2bf36b4d4f31ae657c66c0233d677385d2a293
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.11.0		0ca7916fd173b9666e68b08a2bc602f9e5e9c26b
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.12.0		20640491f5e48bc335fbb7c4664ce4352914ff72
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.13.0		6a943646b18488880668ca6542f6bdfbeb82873f
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.13.1		79a398b15d2cefbfa41ac5e813b1aa49001ad074
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.13.2		1efe70fee8c0ff054692996d4db58938a67fcb1e
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.13.3		d3147eb3235ea7f6ce377a091341f4191a4f328c
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.14.0		0be1d75089c320fdb6dabb8568303b6295900802
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.15.0		6c568e82d41f0d91b839cf6c506436b0e33735ea
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.16.0		fa05f124f66de473518592888c84d67abb11d877
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.2.0		2b20d85e1529c69871b992ace2def9c6d475f410
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.2.1		b8b09819784ed9a0661d12bf8f01a9e2c1f0508e
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.3.0		00fb1ff8cd4523d882a00b7a0a7def4bff120fca
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.4.0		5e9596e2bc1ffbd331a4e269058fd44a501aa6da
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.5.0		ca167e6c6df1cefaf9af573df7c4f2cece7d75e3
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.6.0		b621ed50f49e989a1c1fc130b7ab9236902ddeec
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.7.0		0799c7c378ffb65cc3d7b680aeac1135d8deae34
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.7.1		9ff6e16d33c39af2705ff187e7664749b1232a92
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.7.2		1e2954f81f62c48f2125106b1ed5426dc60a5d37
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.8.0		bef1b77b134ad5bbf9e71553acfd0437f66b82cd
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.8.0-M1		3326c71f9fa3dd5ee46e3455391d66e01a9da178
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	2.9.0		ac0c5ce7cdac5d07c43ad5ab815885a2a3840487
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.0.0-M1		a0cacce5be7f6eec027d380c0c425171f0041a0b
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.0.0-M2		78b3f4bcb368283ba8b8626bdd9de4e4cad1ef72
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.0.0-RC1		a4a3c38204d7c8ec0949b3376bafa4b4522d7ec1
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.0.0-RC2		afce74d93c3d612d889d5e33d9f8707e8e77d907
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.10.0		90ed9f99c0fc0c28cf4165c322d1be80095f1405
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.11.0		6265c3a2823b7857b27c3b3a3d7ca3ce4eeb59c3
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.12.0		cf3b9d4b87a7c08a078596a883498f581eda8446
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.13.0		9798e6398479dcd7e68f2b7a2b1e550bc7d988ce
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.14.0		0e6d9700d4547e984c0a20df585988f9b3b1f697
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.15.0		ebca5c19bf2395374f3770acaa020042eb1af9f1
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.15.1		33207cb86223d5d094cf03a9f9279d54d577941b
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.15.2		11e72d646ce0071c64360a7a64cdc19297b735cd
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.15.3		1ca79de00e296885e5e9f1962e0fada70b72c8b8
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.16.0		ed23a672fa720eb9ef3dce4f3fb9a3c946643c0d
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.17.0		e7b8c6c7d8305575c2cfad49a9a5182319c75b3b
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.18.0		cc1b0308464f8cf384c2a92852ed8d71fb9ff9b8
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.19.0		72dbadb8f0439f231f1852642a63d50b1b14df81
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.2.0		e6e87fc91f3b96294540d9a4a2d479e7fa045919
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.2.1		eb1345cfffba0b1a17ae2e90d8505be67f153f0b
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.2.2		cdc89a3635f6a577a39988b19231e6522fda3b03
