activesoap	jaxb1-impl	20050407		cae9dadf049aaa269cc9b0cdea89a9989a06cfeb
org.apache.jena	jena-jdbc-core	3.1.1		babd274833dc52180db3c4ae9705cdb42fb6d2b7
org.apache.jena	jena-jdbc-core	3.10.0		d40aba1d2f3d1ca73c7f8015706cfe8b27b8f34c
org.apache.jena	jena-jdbc-core	3.11.0		06be5d5f9d579e0645ed7f741882edc32606b0d8
org.apache.jena	jena-jdbc-core	3.12.0		b4447bfdaaf360d4e9e98362da02401aa1632ed5
org.apache.jena	jena-jdbc-core	3.13.0		7ba1612bc53817bad20872c633d8e3f7a09b52c5
org.apache.jena	jena-jdbc-core	3.13.1		2d42c8ae1fbd235f21b161fa5665826845d9a0bc
org.apache.jena	jena-jdbc-core	3.14.0		31f796e0b828894ce08b5e3fe8a726f88ab9e1d0
org.apache.jena	jena-jdbc-core	3.15.0		acaa1f6e7ec1515589333dafc8e7d7e5e794d87d
org.apache.jena	jena-jdbc-core	3.16.0		f39eba1e371a719328334d2a74fa4ae8a806d2b8
org.apache.jena	jena-jdbc-core	3.17.0		204223f4ce6c4b2a2d1ad5cb7a9fe2d16da0e089
org.apache.jena	jena-jdbc-core	3.2.0		7674afe4455a2f3e9e66c572aadb8e8fc78f96d4
org.apache.jena	jena-jdbc-core	3.3.0		2d3e3f9be198e282c8dcabb0c0ec6b6a9e327a98
org.apache.jena	jena-jdbc-core	3.4.0		f7d846eb1e3f26beeffa1c36f464e639c1bf6e4a
org.apache.jena	jena-jdbc-core	3.5.0		d868fa91a74355683c63a5558dff9ee8f71ee6fb
org.apache.jena	jena-jdbc-core	3.6.0		b8492e7ad537553067eb8fee642959de91147df3
org.apache.jena	jena-jdbc-core	3.7.0		35918b583d70e26c8f4f1a6d26ab3a5d2a73006c
org.apache.jena	jena-jdbc-core	3.8.0		e729cd9dc8e7145fb8697f8b1530688fe4a0b9be
org.apache.jena	jena-jdbc-core	3.9.0		403f99326dbbec9b189b83fea50dd3340c102f3b
org.apache.jena	jena-jdbc-core	4.0.0		18a7f077f1f920a091a6008a604f6bf5dbc02856
org.apache.jena	jena-jdbc-core	4.1.0		126d55798ded7084cd3466feb8937d0f0ff46c08
org.apache.jena	jena-jdbc-core	4.10.0		c239c919890cf66cffd025ab9583aba1d220cc36
org.apache.jena	jena-jdbc-core	4.2.0		c960fb7e76b1d97026541810fac121860ab829f1
org.apache.jena	jena-jdbc-core	4.3.0		c93fe4228986b51522ad706490c8fedf2a73b8b3
org.apache.jena	jena-jdbc-core	4.3.1		c75836d04d98991b33da5181b16952f366394d67
org.apache.jena	jena-jdbc-core	4.3.2		9076c3e3934fbd7e150d1bc97f8b3184159d4f61
org.apache.jena	jena-jdbc-core	4.4.0		d8ea4ec94660e6b63e8e83b83da0de6a13812db2
org.apache.jena	jena-jdbc-core	4.5.0		76f53512fc2f450a722137b0a40e5bb2b5688772
org.apache.jena	jena-jdbc-core	4.6.0		4a1a7ad4070f4beb8e06f5839b390e2ed0015c71
org.apache.jena	jena-jdbc-core	4.6.1		035719bedc8b5d5bb46553e89bc68f67b1f79fc4
org.apache.jena	jena-jdbc-core	4.7.0		047f91c5664edcb0e0af6454df988fa513e679c1
org.apache.jena	jena-jdbc-core	4.8.0		6836945fe3dce8e3d9104716575a6c1301a7a061
org.apache.jena	jena-jdbc-core	4.9.0		0cec914d5216e520739f13431b1ef15059fa515f
org.apache.tubemq	tubemq-all	0.5.0-incubating		N/A
org.apache.tubemq	tubemq-all	0.6.0-incubating		N/A
org.apache.tubemq	tubemq-all	0.7.0-incubating		N/A
org.commonjava.maven	atlas-api	0.5.0		aa76b0270b786c71ad12251e597a95541b608979
org.commonjava.maven	atlas-api	0.5.0	jar-with-dependencies	839b30d3cda327ddc54307ef382b7430666c3ba7
org.commonjava.maven	atlas-api	0.6.0		c9e114eddfdec5467147b7d55ff1be9edd334f03
org.commonjava.maven	atlas-api	0.6.0	jar-with-dependencies	e5703fdfb4150d096e43a331d7eb19a79c1da3cf
org.directtruststandards	timplus-cluster-redis	1.0.0		dbc0ac5d42d0b71c1993acbfb73e2f5a0a1aeaa2
org.eclipse.platform	org.eclipse.equinox.launcher.gtk.linux.x86	1.1.401		5593c713c04f5d5add2fc86d60dc9c7cdde4259a
org.eclipse.platform	org.eclipse.equinox.launcher.gtk.linux.x86	1.1.500		3f81e53af3bc802c81f7029f63a2fc20ea79a931
org.eclipse.platform	org.eclipse.equinox.launcher.gtk.linux.x86	1.1.550		1f49ec3f4113bc72efe5ba65ceda41e841fd9aa3
org.eclipse.platform	org.eclipse.equinox.launcher.gtk.linux.x86	1.1.551		73625076e13928a471cc498fba7ce95a2f0c0eb0
org.eclipse.platform	org.eclipse.equinox.launcher.gtk.linux.x86	1.1.700		06f099ede857586e97a4142d73c184dd1f655eb4
org.eclipse.platform	org.eclipse.equinox.launcher.gtk.linux.x86	1.1.800		071263229e84d437a2bb3b88060d660c2e4dff2a
org.elypia.elypiai	common-jaxb	2.3.3		d257a6ce7a5f9e5c0d890bbc463732f9d8259840
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.2.1		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.2.1	metadata	39540138fe5061f7cd43992ed230c4c011df12dd
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.3.0		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.3.0	metadata	4b64cb8b791184965dd85354dccb106121261d03
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.3.1		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.3.1	metadata	6d9a4bee4a348f7e8d259c7897753f1d99fa74a1
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.3.2		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.3.2	metadata	0521cb10ad5865fa1d6290e62c861b4895bf79ab
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.3.3		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.3.3	metadata	2d561396af7b006e8b8402fff4245849cba0d711
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.4.0		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.4.0	metadata	f424a4213a331c01abab62ecb6f59527122101ed
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.4.1		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.4.1	metadata	3de3a5983d835f9fd0ede70c2defe35ce571731a
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.5.0		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.5.0	metadata	7ff00ac3b1046660c1314189d1a66fad03ad001a
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.6.0		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.6.0	metadata	6edd0b033b9c7f04f5558f8954c6b1e87f8d6b43
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.6.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.6.0-RC	metadata	c9eb5c8100bb95e7615c0dbbb5315b3d6fd0db07
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.6.0-RC.2		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.6.0-RC.2	metadata	02bdf519065a5dafd559f6f3a846f5d06e6d889d
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.6.1		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.6.1	metadata	16392c91def9d0a3a8f10ee7097b28a5190e3792
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.6.2		N/A
org.jetbrains.kotlinx	kotlinx-datetime-watchosx64	0.6.2	metadata	802cd355fc4ccf5c925d4b3e064fc76593012419
org.jfaster	badger	1.0		be0534774d00cd8a92e4fba1dc039122370edcbc
org.jfaster	badger	1.1		9910bb87a1b599e3f056821670bf19a7a933fe87
org.jfaster	badger	1.2		4f22e04d797e0bb219b45f834db5bc34d5563794
org.jfaster	badger	1.3		6a6306b52836efa4a16837f88f00b5785e07d43d
org.jfaster	badger	1.4		2bc4e11d0444dcd3be8071331480815deddf2ef3
org.jfaster	badger	1.5		9769544826c8f4016787c3296d1a6c7a8c5af305
org.jfaster	badger	1.6		9a9bf96ba2159ac64da41ce10dd96502d286b2bf
org.jfaster	badger	1.7		78ff8536f4a6ee0e84891d78a5666dfd84cc049f
org.jfaster	badger	1.8		480dacece09757f88cc9cd53cc6068a181784330
org.jfaster	badger	1.9		5f978b805c52e3426061538c50143e17044b58dd
org.jfaster	badger	2.0		879923b1a7e238b7b989c0b27e6c5a2d03fd490a
org.jfaster	badger	2.1		3341f300f7a499d05fac0e53be6fda904c36f220
org.jfaster	badger	2.2		180896b97b4a6ef81a98dc90734989a6d3495fac
org.jfaster	badger	2.3		820ea78cf826b6f7fde3627f42d6c9f138fe6421
org.mobicents.servers.media.codecs	g729	2.2.0.FINAL		f61cbd97b43842aae1740a898d1af5988d2d9204
org.mobicents.servers.media.codecs	g729	2.4.0.FINAL		7a903fa5d8c14804b66cad43044a5a822c9bc7d7
org.noear	solonjt.engine.groovy	1.0.1		ab3d6fcf15a3ba11e146cb9b695707c120cfa4c3
org.objectweb.think.minus	cecilia-adl-export-bind-dynamic	1.1		23ef1f433c17c9250357f0d4619bac00518ae721
org.objectweb.think.minus	cecilia-adl-export-bind-dynamic	1.1-alpha-2		f41e26a1d1d1f762d91ad1d29db0609eed302b5a
org.objectweb.think.minus	cecilia-adl-export-bind-dynamic	1.1-alpha-5		8ae5302d9741f01ac4f6f6c8e89b429e882b41ec
org.objectweb.think.minus	cecilia-adl-export-bind-dynamic	1.2		af48330a1bb05201aab3c741957049c53edcab69
org.objectweb.think.minus	cecilia-adl-export-bind-dynamic	1.2-alpha-1		94c75be457fe39457c26bf40879128f849fee54f
org.opendaylight.transportpce	transportpce-servicehandler	0.2.0		17634d079402cba91795d40e4fe9e38336e8ba33
org.opendaylight.transportpce	transportpce-servicehandler	0.2.1		9014fa5061181c8d84b599188ca9a574ea08f5ef
org.opendaylight.transportpce	transportpce-servicehandler	0.2.2		43dff3b3b69ec4d25b568c365ab63c3599a10f9a
org.opendaylight.transportpce	transportpce-servicehandler	0.2.3		d6a98c590ec0eb89df1ee7133adaf4b671e9400b
org.opendaylight.transportpce	transportpce-servicehandler	0.3.0		8d733cfab0d1bde740b3a6382d551c2359fd0bb4
org.opendaylight.transportpce	transportpce-servicehandler	0.3.1		ce368d4fe6f5f9f79634d3a82f6a947181d56e36
org.opendaylight.transportpce	transportpce-servicehandler	0.3.2		06b6c425336c940fc3d5cd1323cf88fe9b67b098
org.opendaylight.transportpce	transportpce-servicehandler	0.3.3		6d58819bd1a10c32232ea9957607e32306bfef75
org.opendaylight.transportpce	transportpce-servicehandler	0.4.0		76e37b1dff5b4f01f93fb003ed6ea0235446336e
org.opendaylight.transportpce	transportpce-servicehandler	0.4.1		a8b36527a552e28be56051736bee9b7721a2da7f
org.opendaylight.transportpce	transportpce-servicehandler	0.4.2		a70a12e182e73f2b3249ba6495229abcd419e43e
org.opendaylight.transportpce	transportpce-servicehandler	0.4.3		c3eeeaaa9fad7d371a0adc69c72d9198a9a72e6b
org.opendaylight.transportpce	transportpce-servicehandler	0.4.4		6d11946fd294bdbf3830499f28c0c6b2b27c6ad1
org.opendaylight.transportpce	transportpce-servicehandler	0.4.5		52068659f8c4a1b3798d1dedc4f83549822b7152
org.opendaylight.transportpce	transportpce-servicehandler	1.0.0		267fafbed3c281c4643587e63e8ef8d9b1cd805d
org.opendaylight.transportpce	transportpce-servicehandler	1.0.1		9b8a6651bc7a292eb7646cf6b09b9a07dd83c93f
org.opendaylight.transportpce	transportpce-servicehandler	1.1.0		5751dc28ef744687d3ef6155c1e5d9902b35bce9
org.opendaylight.transportpce	transportpce-servicehandler	1.2.0		1784310dc8edd0edde8bfa49c9139ae06c60de18
org.opendaylight.transportpce	transportpce-servicehandler	1.3.0		dd3c31c19e319375015c0e84e2bf2e2b88d65755
org.opendaylight.transportpce	transportpce-servicehandler	10.0.0		3a5567b13af23dd574d0273f615e3629652c1db2
org.opendaylight.transportpce	transportpce-servicehandler	10.0.1		376ed88bac4119868e3d85d657cfc7308587e3e8
org.opendaylight.transportpce	transportpce-servicehandler	10.1.0		6d155aff684c0755e9811e1829e5cc40b8bf8bd8
org.opendaylight.transportpce	transportpce-servicehandler	10.2.0		7679ab428ce616b313ae7b7daf3907c2a89eea71
org.opendaylight.transportpce	transportpce-servicehandler	10.2.1		48ab01649390e9fb0eab87857ff1255e904019cf
org.opendaylight.transportpce	transportpce-servicehandler	10.2.2		0f2e0e4bd3e87c4fc9d4f1a6294e34facb4aabf8
org.opendaylight.transportpce	transportpce-servicehandler	10.2.3		8ec2c1bbd9c193afd48e1d521d8df32ee4325593
org.opendaylight.transportpce	transportpce-servicehandler	2.0.0		3a051c20e515681d97c0c73bc5768e078e312930
org.opendaylight.transportpce	transportpce-servicehandler	2.1.0		d2993f269f5a775d243c7e540bf004cab63c1deb
org.opendaylight.transportpce	transportpce-servicehandler	2.2.0		0084cb173033ad629e36f796aafb3a41ad1c430e
org.opendaylight.transportpce	transportpce-servicehandler	2.3.0		6c21427829c0325717882231d721da9584c51394
org.opendaylight.transportpce	transportpce-servicehandler	2.4.0		d95e8c9d482f930ef90fcc5354a50fbf8ef29eb9
org.opendaylight.transportpce	transportpce-servicehandler	3.0.0		548e812f76cd019e43901cb4f89c6aa1b657d312
org.opendaylight.transportpce	transportpce-servicehandler	3.1.0		e15a3802b7e3f2232141b13372f173291cb1089b
org.opendaylight.transportpce	transportpce-servicehandler	3.2.0		2b4b6acbfdfdd230ea011ef183ac3fdf9457ae1e
org.opendaylight.transportpce	transportpce-servicehandler	3.3.0		752d0b363dcc1e6ffe93f79352d9ae0f47c20157
org.opendaylight.transportpce	transportpce-servicehandler	3.4.0		ed65153c198ee4bc42ddae1f7172abb7e5d81df1
org.opendaylight.transportpce	transportpce-servicehandler	4.0.0		c60d15c50176caf478937f0045ea9b91255942e5
org.opendaylight.transportpce	transportpce-servicehandler	4.1.0		e5fd72ce662857063a0bb3ead5998736ce55b1d1
org.opendaylight.transportpce	transportpce-servicehandler	4.2.0		89a7bdda547f2478b5383603cb6e05ae41a8bf1e
org.opendaylight.transportpce	transportpce-servicehandler	4.3.0		9ada7c5dafd764b27ffe37773ebdfff7677ce62d
org.opendaylight.transportpce	transportpce-servicehandler	5.0.0		95e0767d012bef73146d66229f6ffd1a41d77b01
org.opendaylight.transportpce	transportpce-servicehandler	5.1.0		366765518c4648affecd08e35008f7f011e7ab9f
org.opendaylight.transportpce	transportpce-servicehandler	5.2.0		2a0ebe447ffa9727f440b9d190977f8ac16e2472
org.opendaylight.transportpce	transportpce-servicehandler	6.0.0		03d0d3fe34df7e05a4e005868689f548f47b10a1
org.opendaylight.transportpce	transportpce-servicehandler	6.1.0		27e40d62269f34b36daf9953b003220a7cec7f2d
org.opendaylight.transportpce	transportpce-servicehandler	6.2.0		66573a70af42b9fd2a15fcd8412cddf9e60b9dd7
org.opendaylight.transportpce	transportpce-servicehandler	6.3.0		15b0eeff8a10b4e6f74567853803da4201b114cb
org.opendaylight.transportpce	transportpce-servicehandler	6.4.0		e408264dc8e64d17314bcb9f26a41031f696d31b
org.opendaylight.transportpce	transportpce-servicehandler	7.0.0		4f09d58546a948580501cefeb06f9802fad20d9a
org.opendaylight.transportpce	transportpce-servicehandler	7.0.1		81477932ced34766451e807e179d36965f8bbd11
org.opendaylight.transportpce	transportpce-servicehandler	7.1.0		2bd6b4658c836907925920eacd953c253a564c23
org.opendaylight.transportpce	transportpce-servicehandler	7.2.0		cf249802531ef1aca2ba9ce0c2e47ea5d0f588eb
org.opendaylight.transportpce	transportpce-servicehandler	7.3.0		e7ef2b568ef78db286326636c6b46ab04a602ddd
org.opendaylight.transportpce	transportpce-servicehandler	7.3.1		0db5df2c40858df50c1cbc9b573dad034f386eb2
org.opendaylight.transportpce	transportpce-servicehandler	8.0.0		d8e6c6013841e50cbb9640cc6c0216a8bc4b971b
org.opendaylight.transportpce	transportpce-servicehandler	8.1.0		f0fe47a93eac6ae8b6e9feaf1352b5b80e675ea2
org.opendaylight.transportpce	transportpce-servicehandler	8.2.0		0101e3cc9862bada226328ed6bb6f3233ffa8718
org.opendaylight.transportpce	transportpce-servicehandler	8.3.0		b7acb346461c2638c3f27152fe7cb98ea3317e3e
org.opendaylight.transportpce	transportpce-servicehandler	9.0.0		a10df403099b9666975809a9f42d77dfcff0c7fd
org.opendaylight.transportpce	transportpce-servicehandler	9.0.1		dcf603dd2c583a6fdde3bc6c1b7884f673286da5
org.opendaylight.transportpce	transportpce-servicehandler	9.1.0		030f06f10728559ffbf20f2654bd980cf095e704
org.opendaylight.transportpce	transportpce-servicehandler	9.1.1		6d97f9a84eda576219872842a1082b6ff62d42fc
org.opendaylight.transportpce	transportpce-servicehandler	9.1.2		912e2bfa3304e4af16ed6e33804f69008621d442
org.opendaylight.transportpce	transportpce-servicehandler	9.2.0		68d66d031b666b853ecda184080952687d5ef9ee
org.opendaylight.transportpce	transportpce-servicehandler	9.3.0		08168e92e54c0b4d3228715bd9e984b6572cb300
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	1.2.0		f6801d33188fcdae8c706a931f5f5ac5a987a0c1
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	1.2.0-M3		9503c7ebc0aafc970e15f896129b77fae8c7184d
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	1.2.0-M3-JOnAS		a7b80fe1ff534c57b4ad4be0af1c288459c6cec4
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	1.2.0-M4		fe3a78ec2df1836c1a589af94f708db7a44cff0f
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	1.2.0-M5		ec98f999bfb2ff12d80b2a23d713f4c55566f05e
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	1.2.1		09543db6d1e9a5ee43fb6730a2af2157764afc86
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	1.2.2		206efeb4087f23bb7a7dc59bb56c030c0649eeae
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	1.2.3		4e461b68d8bba009bbacc8178f1abf7ab136fdbc
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	1.2.4		e938d117b0326989994187c29857042195cc4c21
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	2.0.0		285c0405e526cf86be2d5f67efd5fcd8e32e4515
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	2.0.0-M1		b417f721c1e54693bb0ebffdab1f55ed29f1c762
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	2.0.0-M2		0089ad7b627cee965ef0a8766f0db62b4b2854d6
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	2.0.0-RC1		496445a78a16cc6cc5918c701994e63a633f3995
org.ow2.easybeans.osgi	easybeans-modules-rmi-interceptors	3.0.0-M1		17f4498a3c926f60f2f9561ab76918edd13b764e
org.streampipes	streampipes-logging	0.55.2		37d43f6968a5c66a738cfea56531bbc10d81bc4c
org.streampipes	streampipes-logging	0.60.0		de9105bf8034448cfac9511c36459f00733aca6e
org.streampipes	streampipes-logging	0.60.1		961044dd226c743333d4ea042746c622e4784fa9
org.streampipes	streampipes-logging	0.61.0		e739504565b604bbef4bbd4f4897d479e56f979f
org.streampipes	streampipes-logging	0.62.0		dbcabc1f3b9ecff3fe2c54e7c7e8b75146257622
org.streampipes	streampipes-logging	0.63.0		98539f03f6b108d0e936c57160acf24c7066c776
org.streampipes	streampipes-logging	0.64.0		ab7d67cc55bcae8368ead5dd13fd31355a64949d
org.streampipes	streampipes-logging	0.65.0		be5339fae9fa0be2851ee95662fba9494423dd02
org.teiid.wildfly.connectors	swagger	12.0.0		N/A
org.teiid.wildfly.connectors	swagger	12.0.1		N/A
org.teiid.wildfly.connectors	swagger	12.0.2		N/A
org.teiid.wildfly.connectors	swagger	12.1.0		N/A
org.teiid.wildfly.connectors	swagger	12.1.1		N/A
org.teiid.wildfly.connectors	swagger	12.1.2		N/A
org.teiid.wildfly.connectors	swagger	12.2.0		N/A
org.teiid.wildfly.connectors	swagger	12.2.1		N/A
org.teiid.wildfly.connectors	swagger	12.2.2		N/A
org.teiid.wildfly.connectors	swagger	12.3.0		N/A
org.teiid.wildfly.connectors	swagger	12.3.1		N/A
org.teiid.wildfly.connectors	swagger	12.3.2		N/A
org.webjars.bowergithub.sorin-davidoi	fullcalendar-calendar	1.2.2		8ce1773f97890f72549f7298992af05255ce7edc
org.webjars.npm	musquette	1.1.1		799d595eb5b3bced72b5daa94f0e1c9a6035bfbe
org.webjars.npm	undate	0.2.4		b29a5f540ea0fcc51f0bba1db5697aba1f55b73c
org.wildfly	wildfly-spec-api-test	10.0.0.Alpha1		6e39cd24d651c6969dc09a62f2149825a92f5fcd
org.wildfly	wildfly-spec-api-test	10.0.0.Alpha2		b5f88af6b5122ba15f8c36128baa5a35489eddd7
org.wildfly	wildfly-spec-api-test	10.0.0.Alpha3		d092412cf08c86f6a8b256d6e1993797c968c6d2
org.wildfly	wildfly-spec-api-test	10.0.0.Alpha4		b2a316d4d0c8af95f65e3d41e9b418c7b97c88f9
org.wildfly	wildfly-spec-api-test	10.0.0.Alpha5		34c41c1bb445d4fbbdfe20017087b632b607e161
org.wildfly	wildfly-spec-api-test	10.0.0.Alpha6		fd3675e9204c97b3cd0454244316c47f49ba48bd
org.wildfly	wildfly-spec-api-test	10.0.0.Beta1		53a73ffa9a31dd3b6fc0a4817674c91260116de5
org.wildfly	wildfly-spec-api-test	10.0.0.Beta2		01327b816b1bf42d057df88ad61a34ff422428d9
org.wildfly	wildfly-spec-api-test	10.0.0.CR1		e2731759c85c18afb5de75d6ccc0baf1f41bcef2
org.wildfly	wildfly-spec-api-test	10.0.0.CR2		2f6a7d1c8c8c693ca8daa9e363ecdd19f8233c4c
org.wildfly	wildfly-spec-api-test	10.0.0.CR3		f2397fd80c061579bae7a3eb7d562e7624127c7c
org.wildfly	wildfly-spec-api-test	10.0.0.CR4		e8c5a7e5dec605616d029fc6df36e228bdf7f3fa
org.wildfly	wildfly-spec-api-test	10.0.0.CR5		6f03fb10fcda444b57b33c8f0d0fdb780c09d87d
org.wildfly	wildfly-spec-api-test	10.0.0.Final		c80df28c49214e4e7c4a434f05664dd3ea1a2544
org.wildfly	wildfly-spec-api-test	10.1.0.CR1		d4844cedef6586e370ae98c98c12bbb9202a06bb
org.wildfly	wildfly-spec-api-test	10.1.0.Final		3908b17717a7ceacf379b83cc1cbe76602d4ab60
org.wildfly	wildfly-spec-api-test	11.0.0.Alpha1		77b0a353188c463015d065a7ad7f92cc4024d143
org.wildfly	wildfly-spec-api-test	11.0.0.Beta1		1dfe4ea62404b86d537fe15f95e4dc7e39047784
org.wildfly	wildfly-spec-api-test	11.0.0.CR1		c7a494a69929652bd8da80adac0f4c98e06aaabc
org.wildfly	wildfly-spec-api-test	11.0.0.Final		64ab1ecbaca641e506652d29d39324ed8ff17601
org.wildfly	wildfly-spec-api-test	12.0.0.Beta1		d82955a2779b724d30d77c93aa1db206f2adfba8
org.wildfly	wildfly-spec-api-test	12.0.0.CR1		6ff2ea44036ae914240ee43141b50be4b577ff73
org.wildfly	wildfly-spec-api-test	12.0.0.Final		4968e288c8d4e04e587560a9ebf8c4a092ca204c
org.wildfly	wildfly-spec-api-test	13.0.0.Beta1		699408f8ba431c6d99f55a1a01bff1539d05368b
org.wildfly	wildfly-spec-api-test	13.0.0.Final		44cf25a2b6ad883f76de2e23e853dfbdeb022567
org.wildfly	wildfly-spec-api-test	14.0.0.Beta1		dde1f007bca489096f963ce01bf2e67665d9c830
org.wildfly	wildfly-spec-api-test	14.0.0.Beta2		bb3126a9fbef32a92b8acd72909ee6d2e0634d2d
org.wildfly	wildfly-spec-api-test	14.0.0.Final		463d3d011e62ba1fe143ee5585f65bf527f711e3
org.wildfly	wildfly-spec-api-test	14.0.1.Final		cf6fd81fb4930090f016d707a69cb90ad96ea2ce
org.wildfly	wildfly-spec-api-test	15.0.0.Beta1		0188d24dc6d069caf3376c3f48843454e3e18f1b
org.wildfly	wildfly-spec-api-test	15.0.0.Final		dcd398982835517baaf71934c4d81900f0a83533
org.wildfly	wildfly-spec-api-test	15.0.1.Final		3379d1a75ba7ab8258c6a44b9c4722d246ee0d46
org.wildfly	wildfly-spec-api-test	16.0.0.Beta1		4f9a801eb981d098acc21f14850c8d56f52356cc
org.wildfly	wildfly-spec-api-test	16.0.0.Final		356ecc4d34c44ec903f811ef7edc3e80d9753225
org.wildfly	wildfly-spec-api-test	17.0.0.Alpha1		e0dae0c1ad5a2d0afd5bfe03a481b40b17abb71d
org.wildfly	wildfly-spec-api-test	17.0.0.Beta1		5725524458bf8db9656cf5300726c2559988444f
org.wildfly	wildfly-spec-api-test	17.0.0.Final		9fbdcfb0a9730bc6d5f547a1455b3a7bcee353c6
org.wildfly	wildfly-spec-api-test	17.0.1.Final		69637bb8465e89e6e8d9f7cee28d834230bbc6a9
org.wildfly	wildfly-spec-api-test	18.0.0.Beta1		86f4c6111d1a733f52f797e5e7f67b4a6b8e7f1f
org.wildfly	wildfly-spec-api-test	18.0.0.Final		4a45d65e7a245850cdb8ceada6f8bab09f8a80d8
org.wildfly	wildfly-spec-api-test	18.0.1.Final		4b8c777b4c81a736a6505df1951fc30fd64e5489
org.wildfly	wildfly-spec-api-test	19.0.0.Beta1		a5ab41573e0ebc38b6b1c38aceb2118451f4c1fa
org.wildfly	wildfly-spec-api-test	19.0.0.Beta2		d52974b2808b3baf2887034526f55e2c8d91810e
org.wildfly	wildfly-spec-api-test	19.0.0.Beta3		201e0f801e2197e29d6f5d97d6ba00c73761a829
org.wildfly	wildfly-spec-api-test	19.0.0.Final		e514eed041de8682837c95afa537cb750136a645
org.wildfly	wildfly-spec-api-test	19.1.0.Final		c75a1774dec8b45a7776a59013b3292ea5fb8d93
org.wildfly	wildfly-spec-api-test	20.0.0.Beta1		99c0a975d5edda3cb43f0b134a4ff449addb411d
org.wildfly	wildfly-spec-api-test	20.0.0.Final		a569dce141d4afff721bf767aa71981647ac33f2
org.wildfly	wildfly-spec-api-test	20.0.1.Final		014f643160a3566320e76424edc514189316a3c2
org.wildfly	wildfly-spec-api-test	21.0.0.Beta1		0dadfa5e9009bad65d62ba3d4ea08d3c67d600f4
org.wildfly	wildfly-spec-api-test	21.0.0.Final		3b2189ad34aaa04ad2913bc5775c75514330d823
org.wildfly	wildfly-spec-api-test	21.0.1.Final		ed11ca845ae71ad592411a734ac338614495edd2
org.wildfly	wildfly-spec-api-test	21.0.2.Final		99611cbbd2e0ce162f4479226212718abd14ba3a
org.wildfly	wildfly-spec-api-test	22.0.0.Alpha1		5acb6a5ba7112d0fb40b125d7f03d29b4d7852ce
org.wildfly	wildfly-spec-api-test	22.0.0.Beta1		a8d94351d9bd24606b91c73418ffe16225797b1d
org.wildfly	wildfly-spec-api-test	22.0.0.Final		7ba22e05b1bac3cf4afda17782fd514eec762604
org.wildfly	wildfly-spec-api-test	22.0.1.Final		45455ce7a30ab315a9b0f79fb2bebf76fb10b7dc
org.wildfly	wildfly-spec-api-test	23.0.0.Beta1		3b8983082fb2d893611ec38ba8707bef9f5b93c2
org.wildfly	wildfly-spec-api-test	23.0.0.Final		ffe73952fd8eeae873f05c001c684b44d07abd3f
org.wildfly	wildfly-spec-api-test	23.0.1.Final		7feb06305a4549ecbbdadd217e7eb4a275b11964
org.wildfly	wildfly-spec-api-test	23.0.2.Final		5482c621edf6005cff0700be6baaab9fbe3e07e6
