com.beepiz.blegattcoroutines	blegattcoroutines-genericaccess	0.5.0		bb435c40a7080740b372100a51d8906c799d20e3
com.github.lontime	extjdbi-library	1.2.2		709bde231f693402e83a9ed1fc472968cb184f71
com.github.lontime	extjdbi-library	1.2.3		b9e264b5bb52ed7ab94f48e32a8c6d4d2e0f9089
com.github.lontime	extjdbi-library	1.2.4		d57798bfe1c20af71d29ea5c439bcba2fe6c4bd4
com.github.lontime	extjdbi-library	1.3.0		d449f1d51a5ecbde6bfeaea75a75881adbd14ecf
com.github.lontime	extjdbi-library	1.3.1		aa323af36a51ab5152a8d313f4f7f6ce95ed24b2
com.github.lontime	extjdbi-library	1.4.0		60bf64c70c67e3d718c4f29d31778d67e4bae2f0
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.5.2		2bddebfb73c4288a055a77556e58e45916dc1053
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.5.3		3feacf2c83aa602f478b4be9ba1e9619891681fc
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.5.4		066f8805ed293d680cd0f9b50c9a57cf5f714b63
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.0		c76192c78ac4190ac309cbdbbd236cf4a7059317
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.1		7fc6b981719c9c9e9a3dfaa32c6da849fb2ec404
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.10		463814d98c2a28a93215580644292860055cba89
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.11		b1a850438516e32e68bc948804be33628135a284
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.2		ae6b6161336194940991cecbd9d36a8ec419fb59
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.3		8ee5002b6b163a803d3a5b116359d82d1121c147
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.4		a47b9ff44ceb8bb77fc55cd6f018bac9c67bd1d4
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.5		fc64fd6ba1a3de69c9e84a1ebcbb9d680112b598
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.6		1759daa6c6a632838b1f4afb52477e7316dae85e
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.7		168498ebd7e069aa126c727ecce0d6b0cda41840
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.8		f31ab5d862344fe9e5ae0d35450e3856c37d6411
com.github.seratch	scalikejdbc-play-fixture-plugin_2.10	1.6.9		285a13e676a8ec3322d871b7c30d5cfe746130d5
com.github.serlockholmes	easy-start-all	0.1.1		e1750aca30c1bf3dad13724c74e63319523f9870
com.github.snowgooseyk	sscsv_2.10	0.1.0		5fa6a4b83d04119ce1227b27ea674131e42fbf91
com.github.snowgooseyk	sscsv_2.10	0.1.1		e59eb1cb501d58554e73b96164a434f0f78e9a86
com.github.snowgooseyk	sscsv_2.10	0.1.2		cdb8d0411dc8d8c83af22403428f43fed0a049fc
com.google.cloud	google-cloud-chat-parent	0.1.0		N/A
com.google.cloud	google-cloud-chat-parent	0.10.0		N/A
com.google.cloud	google-cloud-chat-parent	0.11.0		N/A
com.google.cloud	google-cloud-chat-parent	0.12.0		N/A
com.google.cloud	google-cloud-chat-parent	0.13.0		N/A
com.google.cloud	google-cloud-chat-parent	0.15.0		N/A
com.google.cloud	google-cloud-chat-parent	0.16.0		N/A
com.google.cloud	google-cloud-chat-parent	0.17.0		N/A
com.google.cloud	google-cloud-chat-parent	0.18.0		N/A
com.google.cloud	google-cloud-chat-parent	0.19.0		N/A
com.google.cloud	google-cloud-chat-parent	0.2.0		N/A
com.google.cloud	google-cloud-chat-parent	0.20.0		N/A
com.google.cloud	google-cloud-chat-parent	0.21.0		N/A
com.google.cloud	google-cloud-chat-parent	0.22.0		N/A
com.google.cloud	google-cloud-chat-parent	0.23.0		N/A
com.google.cloud	google-cloud-chat-parent	0.24.0		N/A
com.google.cloud	google-cloud-chat-parent	0.25.0		N/A
com.google.cloud	google-cloud-chat-parent	0.3.0		N/A
com.google.cloud	google-cloud-chat-parent	0.4.0		N/A
com.google.cloud	google-cloud-chat-parent	0.5.0		N/A
com.google.cloud	google-cloud-chat-parent	0.6.0		N/A
com.google.cloud	google-cloud-chat-parent	0.7.0		N/A
com.google.cloud	google-cloud-chat-parent	0.8.0		N/A
com.google.cloud	google-cloud-chat-parent	0.9.0		N/A
com.healthy-chn.security	healthy-common-swagger	1.1.0.RELEASE		965ea0978ee8f855e0efc877e0f9679176623985
com.healthy-chn.security	healthy-common-swagger	1.1.1.RELEASE		96b7a0cedd42e7b9531467aa422be4be4f315361
com.healthy-chn.security	healthy-common-swagger	1.1.2.RELEASE		f48b755f132504a2be07470bd649c47f964660ac
com.healthy-chn.security	healthy-common-swagger	1.2.0.RELEASE		8c2159a9056f53f5310ec2724fb583689619c37c
com.healthy-chn.security	healthy-common-swagger	1.2.1.RELEASE		115e9b14fe71f2d5d60e90cafd65295afb09c373
com.helger.peppol	peppol-id-datatypes	10.0.0		0b7f12ba756f770f466d7aafb8411533e9cd5b94
com.helger.peppol	peppol-id-datatypes	10.0.1		90d9717e0cc463e59028f70d66f906a0729ed97b
com.helger.peppol	peppol-id-datatypes	10.0.2		3caf90dd70cf066385c6ae99bd127403f177e4f1
com.helger.peppol	peppol-id-datatypes	10.1.0		56c9db6a5cda95990347365d297b07c8dcae9035
com.helger.peppol	peppol-id-datatypes	10.2.0		b25d7721ab063fdd631e7b68154391f3d7dcdaac
com.helger.peppol	peppol-id-datatypes	10.2.1		30ab838c5c89026a871c6d58d87fa122088c48c7
com.helger.peppol	peppol-id-datatypes	10.3.0		201fe2a6acfecf54a6fc972f6bf6a3c84e81c0c3
com.helger.peppol	peppol-id-datatypes	10.3.1		8a46b08e73be952a54ab391493aabec5296baa15
com.helger.peppol	peppol-id-datatypes	10.3.2		302df9b1da494b8f4d75f42a39931cbc61f24bd7
com.helger.peppol	peppol-id-datatypes	8.4.0		da9e2c72cb1af6102ca49d4b809395bf3db66ae4
com.helger.peppol	peppol-id-datatypes	8.4.1		aaf1744cd2935b82cd8982f66a15aa0adeec9781
com.helger.peppol	peppol-id-datatypes	8.5.0		1df67cb2cde249ccbf9166213f467401bfb1fe84
com.helger.peppol	peppol-id-datatypes	8.5.1		1674cfc2fa5b3b9e882e1694360e8b7b8e31d066
com.helger.peppol	peppol-id-datatypes	8.5.2		95900c583b489b6bc90cfa4eb295dae4645050bb
com.helger.peppol	peppol-id-datatypes	8.6.0		9215b81b55995d0598fe0cb4dbd0296102ec6a16
com.helger.peppol	peppol-id-datatypes	8.6.1		a203b5d7bf69aa58c5200121bf09e8acf9c81db9
com.helger.peppol	peppol-id-datatypes	8.6.2		3013bf680e03b579804e8c6b764784d5d2bf16cb
com.helger.peppol	peppol-id-datatypes	8.6.3		a056ea23ad3a6e7da7e4cd7db73af859f081aad2
com.helger.peppol	peppol-id-datatypes	8.6.4		daadef85543fc4af77c59f01cb8f024fc521ee71
com.helger.peppol	peppol-id-datatypes	8.7.0		b551533d48702390272b8f3050f208523948f83b
com.helger.peppol	peppol-id-datatypes	8.7.1		6336e8957ee01fc9b7f6441178beb8f3ecb2d0e7
com.helger.peppol	peppol-id-datatypes	8.7.2		21e92656c8c389d2a561ae07b4aa84f9ddd50473
com.helger.peppol	peppol-id-datatypes	8.7.3		98ac64b589e19b178e3e5cc61444f9dd4623fbf5
com.helger.peppol	peppol-id-datatypes	8.7.4		1f89ff3d026c205833fd62bbb63ca132ad2d4ec5
com.helger.peppol	peppol-id-datatypes	8.7.5		e4d25cf57733d20ccd9474dc2deda3f3a47b6d7a
com.helger.peppol	peppol-id-datatypes	8.7.6		3dd1d7c6bf38cc050d6948d520e8eef1da8462ff
com.helger.peppol	peppol-id-datatypes	8.8.0		b69a5ce352df798840251d8467e020ca50055030
com.helger.peppol	peppol-id-datatypes	8.8.1		4d86a311f4494f09f2497fbd9b7e43546af56b6d
com.helger.peppol	peppol-id-datatypes	8.8.2		a9036c07ed9a5e0b49a794b0a1e5055922836ed1
com.helger.peppol	peppol-id-datatypes	8.8.3		b93033a37e22e09d62cecb98f8a327478d347ff7
com.helger.peppol	peppol-id-datatypes	8.8.4		218135343c28be43469d4d822d5ba6cb18a342a8
com.helger.peppol	peppol-id-datatypes	8.8.5		6de0ce93df295c88ed6fa351a2ff0322810c777c
com.helger.peppol	peppol-id-datatypes	8.8.6		998eb53a35196e15797d93f77b2b17081d47c576
com.helger.peppol	peppol-id-datatypes	9.0.0		740d6802e6df714e42796c7e21fd01356a480b93
com.helger.peppol	peppol-id-datatypes	9.0.1		323165561d1eabc7cb0fdba795e1c292823b9ef5
com.helger.peppol	peppol-id-datatypes	9.0.2		3eda49e7d3f5d90ed793f188c24a4ed57c5c601b
com.helger.peppol	peppol-id-datatypes	9.0.3		0ca4a66c7f920fb07906763fec4792ec2518140d
com.helger.peppol	peppol-id-datatypes	9.0.4		e305d02c1d3674811d09b30f36101c07418cee63
com.helger.peppol	peppol-id-datatypes	9.0.5		4befefc74d2299a7d69211a27c720a370c7b4395
com.helger.peppol	peppol-id-datatypes	9.0.6		656a5b651087730e303a93c9ba0bf13dfd87dce6
com.helger.peppol	peppol-id-datatypes	9.0.7		a91acb9f09afee9f5f54eae94ed22b7de1085c82
com.helger.peppol	peppol-id-datatypes	9.0.8		c0c77682cc719f25af60b5a28243cefc668ca244
com.helger.peppol	peppol-id-datatypes	9.1.0		3240e4a92e9542ed35c845291f5f4ce1d9917bd5
com.helger.peppol	peppol-id-datatypes	9.1.1		85df5d403faf4cb182808aa51b24d3ab0d3c1673
com.helger.peppol	peppol-id-datatypes	9.1.2		f6da45881d0e5c7a0afe72f8464345fab6ce6025
com.helger.peppol	peppol-id-datatypes	9.1.3		02597617173cf4c248bec3f588be07fcb08ed420
com.helger.peppol	peppol-id-datatypes	9.2.0		ce88099f83d6dd6f01c13d141223e66893329e5b
com.helger.peppol	peppol-id-datatypes	9.2.1		c7d29a506160fd916b147a7304718a84d11e8a17
com.helger.peppol	peppol-id-datatypes	9.2.2		bae93ed4383d07bf101c837d228e4774b683caea
com.helger.peppol	peppol-id-datatypes	9.2.3		340f010e561172216f2dd5e1846a519bf99bc78d
com.helger.peppol	peppol-id-datatypes	9.3.0		c18b7ed214868e2ce130e98c93edb393d5e39e8a
com.helger.peppol	peppol-id-datatypes	9.3.1		8357fb2a3f238f3c02f44c1ce056d2d0264e157f
com.helger.peppol	peppol-id-datatypes	9.3.2		1af1dea154f7787a27a3fc1038a136c207fe213c
com.helger.peppol	peppol-id-datatypes	9.3.3		56e8ebdebc1d2e265c8fe73512ef6a42374a00bb
com.helger.peppol	peppol-id-datatypes	9.3.4		9cdaef99915aa7a23ae3802fb7c8f97d6da47598
com.helger.peppol	peppol-id-datatypes	9.3.5		b9f72573c62dca78de965c221292208e3566f20c
com.helger.peppol	peppol-id-datatypes	9.3.6		45592bb8a02f1c43ff61fc7379f995cfec428348
com.helger.peppol	peppol-id-datatypes	9.4.0		bbab7ad41407754d7c6642103f413711d48d143b
com.helger.peppol	peppol-id-datatypes	9.5.0		14660ddc8dc00002bfb4884c1b81e9d71974d6e3
com.helger.peppol	peppol-id-datatypes	9.5.1		9cf8045698dbea769163b537c9de88118f7b6d20
com.helger.peppol	peppol-id-datatypes	9.6.0		28c6ffb696693022455547e128ea37b4797e2de1
com.helger.peppol	peppol-id-datatypes	9.6.1		a47aea2b57a4b5232f261d235b5d639d9bbf5557
com.helger.peppol	peppol-id-datatypes	9.7.1		61d92bb197fd0f291c8f5c6b6d05ce8edff0b8cf
com.helger.peppol	peppol-id-datatypes	9.7.2		a2e1ecbecf46095678a02c42e9acb019f393dad9
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.0		4f5cd427572c0e509db1f623acdb3628d722c187
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.1		923901ce651d20b3bde4910f59a4123e86f566a5
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.10		944cd891948cc9f971162b0401e4afb95f0bab4e
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.11		77bd654ddaa1cf14824ac968c3f3f24e3372876f
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.12		6cff877ee2d7be1058b84a3ded78580a28a6f04e
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.13		81ce75479f57523910449c0f9879de90ceb73ad7
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.14		abf20c22cc393b6dc5729e2ec07b4613c990292f
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.15		0283e51d16957f410baef534bee608aa5cb065a2
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.16		93a2d6fc30071682070b183421bf2b08ce455627
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.17		cec0c3c826c019760fe871962534d6c420590bc8
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.18		4af2a39d9ce559f0c180624467277d45c0f340c9
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.19		7658e4c1f99edba96d30a2a3302a1f3d15a52da5
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.2		b48f25596aacb595a5884761b8dd3a12e5b9d9aa
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.20		e89163877de15927a91df5c85628babf4ba00ed5
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.21		7eefa4504b28414f54dfa2922d7692674afd488b
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.22		697941438ccdcb6e283044ab6d4905a92767139c
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.23		af42cf8be43ebc238e5eb9207f7b8e6bacaa38f7
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.24		f57faa470750425b48f21e2d27152c7a16fb0a8f
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.25		d934df897996a6139be4f65e48944a0a7f90b808
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.26		2296e6babd83c303a336a86e0947473934043920
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.27		20d4166a0a0f6b38ee239dbed61d32dd13ada759
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.28		f2141f60c53294296c2914b758f49ae3a2cb0f66
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.29		4d18278c6536d9f4af91caeb7466d438a397ef2e
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.3		cc4d2f9b5ca0220864bdbf5b1197f9b7e918114e
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.30		3d72ad5ce5be4a0bcec066d2db279d131e70efec
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.4		06d489ae206b20c59b57d47c66aa96f749c6a5ef
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.5		40f0d80ebe0950b37574333588a2b5fd16edc5e9
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.6		1f7f3af7f5eef3f3ccc93dabe1b099af99c264a9
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.7		fd69b937a42a41dceb85e06df4e8740bab443b61
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.8		956d8d28f134703b583a865936d85ecab2f11a8c
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	1.0.9		0b9ba380ae714d0b3daf49a98055d03cd9e246aa
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.0		7a518336835e069e12542cf0dc624d4e54a06c4d
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.1		311f297225d2e9296d91fa0cfd3654e7abfc06db
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.10		aa08398af2ed3edccfb134eb8f5197a45a3525bf
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.11		5fe4f3a23bce9ce565eb3f41caaf69fad3a28a18
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.12		d2b25f00215e3f5e35d6dde63296b5ac9b0ba4d7
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.13		4cc3dceb60a9afc6d5d65c64feaed67e43455728
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.14		2a6062739527d16da6a22d91f6b264aa4ce7783c
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.15		c747bc46b7c1f5828431eff09fb5b24135638fc1
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.16		dd07cd26b3b2633096c4bb7d21bc05aabc63ec3e
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.17		daf75305fae207272f113d593df0b2963cfa7b8e
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.18		35b06e6e966b886c6fe4f3793c3ebf74f898f70c
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.19		da23648a7ef67a0090c35b85a866f163ca4597fa
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.2		b289a17ce3e86561d909a34abb91600bba4073c4
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.20		39630e74ff1001640a80be41379326723c44255d
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.21		09734ae0cc3439ec66769eb86f35f8331286bfb2
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.22		858aa0221cfc801aba9b1c4b8b61e89db6c9d254
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.23		a0a68725e86680737d8721f054fa8c8367469d96
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.24		5fa4522001d7db9c24000f33dea3096fa4111482
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.25		97cad03e1c94ad2538c1b6b7662aebde2df25082
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.3		1c0291cd2a8ff72c3f40488194d3dd4cc0b49ec3
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.4		7669f944d6ee2ae1b3b53e78ae1978dde468e71d
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.5		648f87baf0abf2cab4faae37599d939567e0fbe0
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.6		186b54475b1b6a49c40e242673c10ee36b8e1f62
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.7		8b18eeb8191e9d294bde833108fc14c08193439b
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.8		da73737dc9041e537a84ff658f248ec269c0789b
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	2.0.9		aa01cd66feb6f4720c9861a806a7440c4fef6817
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.0		5a4b4844649a55648e451279bbc5f4e0cd9e87b9
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.1		c7a91af1597b29d01b15c19073fbcf1d96626897
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.10		c570e0d54d57ea694e988054276e676bc72bce19
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.11		933e9e7cdabb4a1f2bd76aee0318321135dde89a
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.12		432f34eb9e7e03ef690e6171443a5ab28a3dd84a
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.13		0159290cd27bd6b68615330293d1dbd686e6c01e
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.14		021b558900a3abb2a6b3046d635a9e2875b52f54
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.15		7e5d24977a2308266706b65ed9967e3ea59d7d34
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.16		e55603793b85d0a224fa0412e82e48fde519423e
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.2		9aa1c174b581548c1be36b0fecf6c38ee5a5c132
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.3		413faef76e62296a93a63adf20bd937632b743fb
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.4		e55121dd0a826e0dbfc90c9543c7e6d843d1011a
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.5		bed660aa80fdc0abe4b62e76ebd37239c9a88330
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.6		112882054c4485a29edcf91cbe59b4ed25aa4c73
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.7		8cc0713950baa8ca1e36d9cbd6d68c5473d945c6
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.8		e45ba34968848395e4e5d0c63cdf51be5b391306
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	3.0.9		d3d755dd89ec5ccff6eb11154daec6f33aed0364
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.0		5d1a8e275e757cf8fab7a44e66b81ecd94bb15e2
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.1		5a114ef7d67f0d11bf12616d4bf13f86824c8f51
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.10		db618397a01909e942e673d25c04881d6fa4eba6
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.11		1d8759233f2fab9d9f29012b5950ac5d84840e63
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.12		f22c3b764852d50d659630e8555dc906d9afef05
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.13		e03261875b5a99b5b6e35adc07a55f69c94fa59f
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.14		5e2ec6ba2af1d435603f1a6db97316bba0a60178
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.15		1289122f92ffbb9c7f3dd55c29227855e09e4d27
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.16		a724f8857b868f1b802a2e9aee2c8b980c72f141
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.17		1199310fe9dfd4a9ce0efdb3dfad48cd64df5a02
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.18		4e4047e0228e11105bbaedf46b0425009f26799c
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.19		dc5e6f14899e175e4e101085db00091df9b41f7c
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.2		43d0cf1ba7e2a162fbad03a12718636fb62281ec
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.20		23822a433ce60a1add76d0ea287a7ac46ddc2466
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.21		202329c68074857824c47e987552c11f21ff515f
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.22		d5bc2191681dc9876f45c8c21eda641a2326955b
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.23		1dbc3ceed1113438e9b5336ab80b3e2b9938461e
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.24		c676e944f515ad2a81ca8d8e2d0a31838bb1715b
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.25		61027b9a232c480d64f75d356a5ee3381f97983d
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.26		f10f1e836fae82d2a73226aa84905953af3f04ae
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.27		b4548d76249ac1991ad9baa019da9dd0a77ec689
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.28		20d73c84e50c2bc66ea0b711ea65215409e285ee
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.29		16090e84fc68eb7e6d3eb41443f35302322b3dec
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.3		7ab2de904fc0bfd0d811fde86995e3000abd896e
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.30		b11298bf1bf7f2fe735c59e4829bdf4dbfc476fa
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.4		e2eca83f85dc1869ecc9694e24b7495935113d24
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.5		cd5a012bb51f243cda4cc6d525a43ebab2101544
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.6		608e6c8d709f63a58e0545f274cafcb4e99fdbd2
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.7		c4d5505e2749e4192971ea94a7434ab2afbb438f
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.8		0d3d4d76e07e5f0113900bc74e6bd98650d48a16
com.liferay	com.liferay.portal.osgi.web.servlet.context.helper.impl	4.0.9		ad4f771fdb0c95cb2b0b257520b9fe7842ad8fcb
com.newzly	phantom-finagle_2.10	0.1.12		3eeba355deaf830c92fd2bba3e2886b09da34282
com.newzly	phantom-finagle_2.10	0.2.0		5fc2add77b2a71e9086639b94e4710935a37fa25
com.newzly	phantom-finagle_2.10	0.3.0		72e489b275c43c2147a42b74a0919112dabd03ea
com.psiwray.organization	terminal-window	1.0.5		867cc59088551c1d13d5f97c51f9a40a92a98e70
com.psiwray.organization	terminal-window	1.1.0		8365744b8689f8687be10556d72e44825a8fc3bb
com.psiwray.organization	terminal-window	1.1.1		8f5c005851cca282faaec199f5d9f41a43bbb923
com.psiwray.organization	terminal-window	1.1.2		9c397da260c851e78c92cacaced021c6a013b007
com.psiwray.organization	terminal-window	1.1.3		36c344faab6af5e53e5da17103893873f847ba65
com.psiwray.organization	terminal-window	1.2.0		7f002f5a12028f98de49fe6ca44881d94597ea9c
com.psiwray.organization	terminal-window	1.3.1		fa023c4884ca5b7a66d11ac80620040b488c6a31
com.psiwray.organization	terminal-window	1.4.0		7d0b6d60ca68b7d4295e53531fcd164230cd9bd3
com.psiwray.organization	terminal-window	1.4.1		72244f87ccbd907c50b1e6a6aa872fd5c5c01286
com.qiwi.featuretoggle	featuretoggle-datasource-remote	0.1.0		N/A
com.qiwi.featuretoggle	featuretoggle-datasource-remote	0.1.1		N/A
com.qiwi.featuretoggle	featuretoggle-datasource-remote	0.1.2		N/A
com.qiwi.featuretoggle	featuretoggle-datasource-remote	0.1.3		N/A
com.sap.cloud.servicesdk.cloudplatform	caching	0.0.9		4c08b621f1843397f899eec498ebeaf249e51b16
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0		5c7a90c2ba5d066a9353c36e268332c724dec8d9
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0-RC10		e5c2e0b8d2b2e9fa268c22e49ab1fc65e3eee068
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0-RC11		1ac0317f8718cf7b946c44a1ca44328d2bde4a86
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0-RC13		3decfa3ed51fed8bb8711a16429a60249d0aebeb
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0-RC14		07bee68432fcbe578e7f3b8f7858107b6a499f51
