cn.easii	tutelary-repackage-javapoet	1.0.5		ae0155a6a53af635ef1aca7f471045c8f21a3d77
com.ivy-apps	di-iosarm64	unspecified		N/A
com.ivy-apps	di-iosarm64	unspecified	metadata	6860dbcfc482afc9f5667c9a17f5afaadf499443
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.67.0.1		e77d46c0fee672fe5586da71a2e66e10e348850f
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.67.0.12		f5acf205d2c9a05d9e0d58533bfcfa7532f018c9
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.67.0.15		06d0d06d2f63d2b90e033bd8668f6f68d70364a2
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.67.0.16		f60ff3598c5c2d41ef301c1cd65b9179059f828e
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.67.0.2		1df485a340e28a08749119c6dc5141addda00bd0
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.67.0.3		e60cd96ef89d4c2e874706a6085ba773492d2342
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.67.0.4		6e4e738c24c3513dc0cf671a3fc55954d3a5bd6e
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.67.0.5		752734d14d42172bc629c40b1034b83dbdc1c240
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.67.0.7		261ac4e87e1ce535d1562eb4a605266191508fd1
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.67.0.9		fb559a4c68ac30ce15c6d18afdcdbbfdba019b78
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.68.0.1		5e9f6aafe286afb2e5931e4f890f33e46c675e02
com.jwebmp.plugins.forms	jwebmp-leafletjs	0.73.0.1		de028cc4eb156f1b01efc519bc6eb420c773ef9c
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.1.6		957cabe4024f6d0e8204c8ae9d53c49156d02b14
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.1.6-jre12		a56b6f4e9eddec5254447c20ab78c0dc9b435384
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.1.6-jre13		0c885552caa09e51bd031f3466ddc9aa4d3aee26
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.1.7		56664196914b53e371840ed6d8c8e88b0ea02ae9
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.1.7-jre12		5e5a916dbfc5a84ad815ee19d18ba93919de897d
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.1.7-jre13		7c535c5689dab911c5fd93919e6fb0943719d1a8
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.1.7-jre8		aceec87dfe03b2279a8c19af19b56cf4e36c129d
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.10.0		e9b6bf3860ce2c25ad8bafc02b5696ee7959db25
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.10.0-jre13		4240145bca9034a9b8e146a09071b522f4b89170
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.10.0-jre14		a35dfefdca754535a6174125c6ab87783cb6654c
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.10.1		6515996b1c26d5a7aa45bc4bd43801181d8ae385
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.10.1-jre14		1cd1045935973bfe75bffa3d3b000c87173175c8
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.11.2-jre14		1a0ffbbb0aaf601e690d5952d7f57101a7703cd1
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.12.5		9fce340a86587094b75e26c49bbd304f357de7cc
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.12.5-jre14		e990517287d18890ebbf1b17af2b3ea13f7f9b29
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.0		3aaa9233ddec782ce00ab41dfe71e0f1a5518c22
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.0-jre12		9d6eb88d0744117816e184c050848e64ac164c8c
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.0-jre13		05b670733a8db57a47e7c408844f8b501185153f
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.0-jre14		ec79215b4c71bbd115fc07f250d469c2d24ff656
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.0-jre8		72b2120c185aacc8300b6ff58abca3854dd00152
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.1		c6b8a14896da0f76008a4b8fccc05e4837845bd8
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.1-jre13		799ab97d08ccfe8ab5ef980a1187dbe486fe8953
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.1-jre14		135c5bda4e06e6031c093b85df24c318b2536211
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.1-jre8		01308d87126c35835b99bc0579abaa909cfefc79
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.2		5090a0d0c6a8de7deb053d03d03cb5289d921646
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.2-jre12		0de81d0e362af69b3aad64d1b2915ef4decab80b
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.2-jre13		846e66b0dfd1d708a5d023eaeef188e33fe4268b
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.2-jre14		9afd87d6c5158ef4661c01e7845738895ea2f345
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.2-jre8		f205395791b71c3cf8de4ab9c0d7b26ec5c1d4ac
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.3		4e3d2dd8a07009681a92ab0dd8f84f294a76dc1d
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.3-jre14		90c5871237ee0f82e90ff70b1056020068629ecf
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.4		554ccee4253b84dbaaccde01e1bfebbc7303586e
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.4-jre12		2025e6f8b26b2a629ebb1e8968bf348a154c2edf
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.4-jre13		6d9c42ae031d497bef59953098c7eb665bde9b78
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.4-jre14		5b935fa875d08719161389e3ba4ad726a4bbf5df
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.5		43313d7e63228cca8827518d3f3f6b49925975be
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.5-jre12		e2eb92154af61d597fd2b1b9584be6dc8e8290d0
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.5-jre14		024a9319dfaa735d8aaeb09602f314729098a3f9
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.13.5-jre8		979532a9b4da031ae204a3fa0433e9f50342b3ef
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.14.0-RC1-jre14		485a369f1349bdbe7b07b6ec0ba617746cba12a0
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.14.0-RC1-jre8		4fb21500366d083d0f3e3b2cbf6ba2322b69299e
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.14.1		f9ff7e37a831c717489637d25f214a671852b799
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.14.1-jre12		9c3846d477f8e1eb3ac36058f5a3a707fdf6ddef
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.14.1-jre13		136eca083da73754d5f7ceb2da818bd0f754e6e2
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.14.1-jre14		8be36ee5fcbe92d712fa07d9bfa1e0976f1d3636
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.14.1-jre8		f08dc578c96be87d958ecf0e7c8ae8f4928802a6
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.1		6258a2f2d2f772fdb8153fcece9108d6f839d54a
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.1-jre12		9096b973c65c4931ad90130a6aa963f7da1ee05c
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.1-jre13		539f30096ac33b377f32df9dd2e27724757edddd
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.1-jre14		f5c14396d802e3cb9cdc26a0f72a4633fb35a61b
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.1-jre8		3d604848d8d6d2a5f8c0da4cd972deb661a17862
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.2		2a1c5eab16a4e41af35d505bb0bae0a8659f64dc
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.2-jre12		11cde225a8c02e48d4b6235f338ed66364306a44
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.2-jre14		574949c998e9d1b5b58d43e600c80877443796fc
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.2-jre8		08dabbb84e4304f88d370731e4d1e51b6f142147
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.3-jre14		6deaf664dbe9c05215de7e81f47f467ae4227d1b
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.3-jre8		9a7717dd9dd6f8692236659d8c525c618bde9256
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.4		b42220f0bbec6ddbe27763d7c9fd3eb5e9341c79
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.4-jre14		f11e493629622ab49edaa704637d6b3b4b76522d
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.4-jre8		9faf01ef1ca54f64fa7635def490534f73f83399
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.5		03d1f7dee4b56f27120690cb40cd1b813d622ea2
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.5-jre14		cb1da8e905b671f15e6561f0e2d61ef00e9386f3
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.15.5-jre8		229baf2cb3f71d074c18b840d532f7eb7c15954d
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.16.0		e7658f7defd101eaeb53eec4747d0a7fd0d6ca32
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.16.0-jre14		e2fbe95f454edc50d7dbdd59b7f4af8867ac2c41
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.16.0-jre8		ce8df59a96db37eee72dc9f5da44992ea2b39c03
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.17.0		334a836517288452cb37d4179b00c5644a36eb6b
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.17.0-jre14		a744efdba5ef3f7bdd05e24e2aab3526070c6d5c
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.17.1		5aa7b89f5e23bfc42bfe2bcc0926c12ae1352abd
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.17.1-jre14		fc463d634b9cfa0435b3fce3a99737742d951038
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.17.1-jre8		0704af7c22e92da553ff8d21d1f6d1cb7540a8df
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.18.0		46061504923cc5b87f934bfeba6255916a27b9c0
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.18.0-jre14		58ab6069a70e2748e0bc2fc90f01ac0b36c794d4
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.18.0-jre15		0f039ffe805162e286c7fef0d78a5edcf425e524
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.18.0-jre8		785885b20f6c2ea4583ef3d677b8b112e700811f
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.18.1		308fdede726a23f01343b062677e952b5c1b65fe
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.18.1-jre14		c1d067a6370d9825e66c528cad7c7f1edfef6e08
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.18.1-jre15		a93b2765196c40ee89edc03128cd07c3b2a7e04d
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.18.1-jre8		cc3b09f18e784c2c3f320ac3410b272803430d92
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.0		ad07bb9fbbad1ab46adcd65461e4dbc0cbd02fef
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.0-jre14		2f12b87989a2230b09dc874034baa42c8195d108
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.0-jre15		adbb00e03887e10125b367c53287ae8d1ca159af
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.1		ee57700fdd959366a5562b73bee3227227f2a691
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.1-jre12		61802353f0b47cc28801da6a2dfd2cac8946ed14
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.1-jre13		ddfb98acb62f55c941f6bb5d5eb24e56afb6ae89
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.1-jre14		e0ba764d7cf11c707dbc59389b92de64cbcbc478
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.1-jre15		7dfd26a4acb84973355452420e946f8f6d731b08
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.1-jre8		11d242e8d4964f4bf44b8b66f30afdbb9bb1c29d
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.10		d71d1ed91ec67eb5711b3ba9c62b25532d7d2e8b
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.10-jre12		3ed0ed2a1166facde135be71a9f29a10f4793eee
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.10-jre14		d92bb1fec1f9ccd1fdee8e93a723483d1c11cefb
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.10-jre15		255fe6708771efb7f887eea4e3792d5adce31f82
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.10-jre8		b3576276b18d4397a42678a1358bea171640b814
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.11		53162c467c5eb727bb20adb3ff5307907d7f5a0c
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.11-jre14		d0c54f86ae307a58df39112f7a79fbe9acea751a
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.11-jre8		a3f019c50f116d7d559eccbef217332ca569f7d8
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.12-jre14		df3f8390af1265ecf158ef13277d8228df1c8723
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.12-jre8		4c22ced52c673349d458579ece2707daa51e5fef
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.13		1a823e30c85963e04f993b7f9c0ede4e39475a2b
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.13-jre14		4790cf644c1bdc0bd8cb3e43e9a09414f5e381e7
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.13-jre15		28873899a76aea4b2c9315bfde06411bb34a04cb
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.13-jre8		2989d098b1dd34438a0040300e38ca4cae16abd8
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.2		f7469d459350197b435da75fa02cf4b22377181b
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.2-jre13		43f0ee91e2d99a0601b5eac200cd9f0122e37730
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.2-jre14		8a8b751c3c0ae37f877b0055cb84a9f10e34cdc9
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.2-jre15		05d2b3d02d22bf89007afd1e312f989e2c7269c9
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.2-jre8		b12a22431ae2e865957cce4e786fb04a02f0cc4c
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.3		379d7bc196f7f3147146b5591a8bfc5214986bca
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.3-jre13		0cef0da2bb6fe0650e77ebddafd7092bff619c66
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.3-jre14		5a4d5f9462dbb8a22c7d383738695cb6774ec4da
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.3-jre15		490d7f1da000ed32f933c8a608836a17a2dd0e07
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.3-jre8		48d617b5f7dca62277eda36f6f6d205c4a63fd0e
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.4		555db4b1f7db80f3c217e386d750a4c161438853
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.4-jre14		bc6bf3ba268d039c7781a1b0e4817cc3746c0b61
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.4-jre15		af3ece4fa12cc6e40d58ada0bb13d537e60aba11
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.4-jre8		a67467b21e46bc5bf8fb408f4894824c02397ba6
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.5		6d99d74a2101d092463d22a847bab08a5c34ef82
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.5-jre14		68323e85e04cd91689a99cf71ae17562d08d52f5
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.5-jre15		064f7c1ac30bbf41771acc1799fb133ae91201ca
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.5-jre8		e7dd5d366ec79e4e2d6284f69a4c760a0b203499
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.6		3c3df6a15f000fa684d7a3053240d142ced121c8
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.6-jre14		b638bbd38c194b77af2ad02bd5dd0d0e9612aca3
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.6-jre8		2170adb76bf1262a2008ad068fe13d58b5666fd1
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.7-jre14		2936d16161c43cde6377d6301bd6dce7f8ba8dcf
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.7-jre8		7b9221b4883d980eec68cf99197dd8453a8915c6
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.8-jre8		fe2a4a21aba7cfc77ec340c5e4bdfa54affecc8f
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.9		08731442010b1b7a0780c9722b57f87c9f33ad5d
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.9-jre13		f6ee82152e553b127fe39f0ddb7faf9535147eca
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.9-jre14		3964cdb54de4fa496eb0899219e39ebaae1672fc
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.9-jre15		b2b265ff1bf890889f330861d1912a5db9a17514
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.19.9-jre8		5da51506f5bc8489443bf642c543f805cb1026ad
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.0		7d25601f8b12d6c3830fef8fc8d997537a4c547c
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.0-jre12		35184ed394ac4979d9c3b60ba5b121f2e59b8ede
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.0-jre13		b817f1abd80c03924fc4ba3f4d9f9533ad487328
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.0-jre8		b7d7578050cfc4152ba093056f388425fc83e91f
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.1		affef1a3749be08dbbd2ef19013e1a75d92b4eb2
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.1-jre12		d3fc79d8eda76ad099bcfeea2541e7ce6ebc1ba4
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.1-jre13		39df3dcf34f6a1c5f7d9f0b20c80f85e5eca50a8
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.10		bb02621e2e486bc63cfb05f55135dfa8e2e637bf
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.10-jre12		52711044dceb5c32dea0904bd7f6067bd23c7fec
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.10-jre13		63fa99c62e619dbd5de33a714b69a9214fa81e18
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.11		22e3c2189358e64621a89f751598a45f3a6881cd
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.11-jre13		286fd781b705720f2fc5e814bc68e5ec52cdca9a
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.12		96afd8a15e681c07aa5d0c06c6fae80d8a3bc0cd
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.12-jre13		b8bf8f37881d62cd62d582109e57c7115a0ef423
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.13		c7fbe6fbeadaba285d6404ac89d4107f173dc9fa
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.13-jre13		ca494af31535b61885ba3aa7b4d71a54ac98829f
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.14		6455a5116d8c751f11f27b42414d9145a801cd20
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.14-jre13		3c0d8ff05f8be811d6be94ef752802c7b08de7a4
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.15		b2fe8497c47f3b106067fe334d65e50825a9e793
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.15-jre13		7f45f17e22e859c90e12b0c0c18ac29461227f91
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.16-jre13		664fed8f207733281b76a70cfa613954bc5a69d3
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.17-jre13		96b23c5398f78cbf4159dacdcfec0193f3a09b3f
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.18		4b3c42252d9eb2c7f75cefb61cfa999909058e55
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.18-jre12		535b6066aa776da2a79f2e7d2d02a33ca5dad93b
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.18-jre13		4eadcf13c31b3fd44925318beafdef40f85f0987
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.2		2adbf5b8d42a5c4c306f993be10e9b7afea0e5e0
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.2-jre12		7e8d108ac58910b516afd54ef01b256d3c0b9ced
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.2-jre13		b9cf6f63d8ee7079b6804cdf9d2e4427474bd7cd
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.2-jre8		157ab3682ebd126fe9c6bccc0cbe010fe55aacca
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.3		768daf5a05aea75bae4e52e4c2df3b3f10793f5c
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.3-jre12		db2ee9997dfe124ac0f47fbb1fe687a7df2197c5
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.3-jre13		bd31a060a44a642fc2ab65b6b5c31be29e0f662c
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.3-jre8		ca1ce3f1f9e55e4b659a969225877a664fa2e019
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.4		94616cf3edc2e234fde72ff1dc304b625ab2e200
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.4-jre12		4177b14156711ea3e6cc7d05a7ce2db745baed3a
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.4-jre13		d139e1478625b06554d0afde5ec69435e02320cd
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.6-jre13		8a581eaca80506aa9599bbe52a9b32f72dcb843d
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.7-jre12		6f986b62c1d48adc43a6d082a453b2984013be3a
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.7-jre13		dca6a0eeb6079f7a4d807a7baa67dcb74e6461b7
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.8		20c2aa55dc73540b907727fef2f254d336ce63e3
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.8-jre12		8ff0c0a8cb8e9113f2fe2213b8d96b8d0bf16bd8
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.8-jre13		8c8fcac763a85f1078f8bb41442df262159e3e08
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.9-jre12		97a249579eab1b0db8628dab2ce31d9d98f86990
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.2.9-jre13		0a732fcd466ff39a43cdb9793e840041ee5f143d
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.0		1c80ee3d8c92287a9473d53328141321b22c5b22
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.0-jre14		fbc5f0cfc5f83c5c1bff20d04ca5408177e0cc80
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.0-jre15		3287bbcf5b7d8b5ae8ab2dc7bbbba8ce06e3f7c0
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.0-jre8		0d1adb3d14f7e98d40ee35d86a273b60681356cf
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.1		f64fdbc6674ce4d3a7b162e0ce2e9107fcdcf17a
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.1-jre14		c19ea48a6500fe0582b5fce8ebd06fd2f97c4ff0
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.1-jre15		9e242980b1127e4b195524d10d526121feb5340f
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.1-jre8		6aa8037de53db48dc2437754071c7d85a76bc67a
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.2		c9b51e5e229488f2c5574be8eb8215baae06b7bb
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.2-jre14		8eb8042619710bdb9c04d186921eb3a30b4312d4
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.2-jre15		7318180609379c0e004a9ae938f79c7a9aab1d30
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.20.2-jre8		892dc832fe029fc51d5e46262daf9fd96792c772
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.3.1-jre13		77a2ce479a733d1e1baea812ca3d2846e56be755
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.3.2		329239062edcc261394fa26d6b28452f43a587d7
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.3.2-jre13		52fa5b5345181689bf920a0c66f0416f528bcf39
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.3.3		6b883de924c1de4ad67779393ef62f228f4418ed
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.3.3-jre12		a4df1eaad331f4f5a212cf4d7ce567e5bb09fb74
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.3.3-jre13		b96ed594aba47b094e344970af38b2d428c49c6a
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.4.1-jre13		7613e1740709826eb2ecb23520787d854f7dec76
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.4.2		7e615ca4b39351a97dd45be00a3c842b2c9396f9
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.4.2-jre13		7374ca4f21d44863211155740adbd64edb811af6
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.4.3-jre13		ed3232bcc24aa0515a14e6f7d295bd586e0239d3
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.4.4		b25ca17c666819d04ca7f02d22dbdd52de4ddde0
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.4.4-jre13		564ccc81f548ab7d301af15690aa1f78de4cd2b9
com.jwebmp.plugins.forms	jwebmp-leafletjs	1.0.5.0		82edf77a635d6f58fe89756dc4c05bc2fe32dac4
