biz.paluch.visualizr	visualizr-parent	1.0		N/A
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.1	jspc	495c361020d21e099cfe2940b3ff143f8a41e4d7
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.10		6a13378e09a5dab71ac06bd3de4c190feb32aa8e
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.10	jspc	41e2aefb4e03eb79ff0b1c884bdad9461f4087d7
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.11		855f42bf80eadb44afe90cc01c656ef283d3a1bc
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.11	jspc	e23b22eaabc89bcffafae915fe495b6b6aee4914
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.12		96cfada74708ac658ca5d83dbbe393c9aee86fc9
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.12	jspc	300a2185edef8f5a83d06b945bd018ca161ac8bb
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.13		e7735ac47dfd3d31d28fcb1ed9015783136e1931
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.13	jspc	5704b4869e3f83977bc779c12a15c9decdca2c66
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.14		8d814ba04bbc5188e3eac4a9c36deb6a8815989d
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.14	jspc	619bb94fee32b3a8e762924fd4b9d0505dacffec
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.15		417a8d84f8b0622d09741251bec0deb57caeb7b9
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.15	jspc	7fcd716a72205ad2bcaea697a9269dada17cd642
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.16		488c95a9c609ed136da8b358bfd8975cb92c7089
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.16	jspc	e61188093973d1551b83a7c3984baea33862deb4
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.17		5d00dfccce9c62b81ae1d97b040c4d5442f3bdc6
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.17	jspc	21160c2d4b516e138bea3496ad50252948d32150
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.18		6ee8dd0d5dda4ca68e52e61d086e816024e51e6c
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.18	jspc	6e9b3e88d2250f2cb3cffbd0bfa753273745c8dd
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.19		7afbd102b18e305113e2f455635d7e24b52ff1e9
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.19	jspc	58057cea07a0a28bb052b53b0c0a963c20b866f2
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.2		b820bd2f5bb983f2f83c0dda19bbe38e31625bc5
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.2	jspc	27766ed1178a8ad0336a88c7482ef2ba217d1382
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.20		df44bd3dd47ecea7682cdd55d4fc971daf6aa026
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.20	jspc	7bdc5acfcbbe37a8e9b7e7f28b59e438843adf36
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.21		31e1859d87bd75c6f90c8d9adcd1a44454a5f4d2
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.21	jspc	d4f56b80fd65fe4253cc5d4700903b686cb355b8
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.22		b64bc100afd1acb9912f292955689ca4f68f9b82
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.22	jspc	5056de1b614279da73bc2acf4cf63f9d2ba42daa
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.23		6b7fc6d315c61987b8e2fcd28926f7b56a868232
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.23	jspc	796961edc92125fb729c445c460cf4132f034f43
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.24		2df1c29e6f459d6c1b94e795bfcf73da31489e22
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.24	jspc	ed6e1ab81b00fd05e4cb275fec032c186b2f4ff2
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.25		5dc2fb5af9d19f24b519efe1d371ae6724def7e5
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.25	jspc	0f794fd4f2d4f04f74c4001d3e9eb1eaea7e8445
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.3		c9ef9e0294fffd9fc94dd4730837d35aeeab7132
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.3	jspc	99f0b187e4bfad06bf6b7944deea0ca933868482
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.4		ded149cafbd5c8dd9f2487dd010d5abaaa2fedd0
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.4	jspc	9603895b4aba95c76b2a49a98e2d7387d714063f
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.5		c11e468a5b9c0454c8abb15e101d78051443bfaf
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.5	jspc	f8c28c5876ef302cf48f3d27b4c9e645041b8c53
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.6		2f19b32254955162e309c2be9c522158068260ec
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.6	jspc	ce4967e7c635478c5a260de7f4eed3e099d3669a
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.7		465dcd4151eba385a55dd380cf4761ed58901d08
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.7	jspc	c83b7ad41c6e644a188e4d8ed59f069df36dbf52
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.8		fcec9db509e405bbb9e2dd3f01b2cfe1f87f2df0
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.8	jspc	67fabc9082f4927e479460881699ee5d4e35be5c
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.9		17aa485fe95fbbadc4f9a8a96ec1d8c564f27488
com.liferay	com.liferay.knowledge.base.item.selector.web	3.0.9	jspc	bacb0a338a1d9b23a12a7319ee76a089d727b4d7
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.0		2a9360cd3a20e6cc7b5cb0316eabb955777f0f97
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.0	jspc	e5d987e72bcfb0e5aac5bf735094635af5a962fc
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.1		37c63035aa3f9d6714c2527da7bc1081365c3da4
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.1	jspc	24372a672cc14ad1ef9c1681eebe95762cdd9fb4
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.10		9c4f439a2d00a6bbc2c91696ad1fd5e4b6db6129
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.10	jspc	e7065a80fd1655c605f13f0a66a571d007319c66
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.11		18ff4eb5b15c71a976c459dc7989c2f0d61aedac
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.11	jspc	eb65ae44122f5df76edf86876491f083a80ab364
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.12		7ed2a358765a8466ae5b022dd38877ce1e082e1e
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.12	jspc	300f7789269aeddacb7afcd849f941eb1cbd5d40
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.13		4a85cb439c06f7dd701cac69ef1ac3a76e8cf351
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.13	jspc	499540a699f1fe19d877cabd8be4c9ec4bba3d46
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.14		2b5a887bc146e092ae69f21860a9a498a417b915
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.14	jspc	5536560e42b1bce0490a487aded6d782329a90d9
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.15		06563b66ec34009a53e010b31d2631f3286e2a82
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.15	jspc	7bfdad2ef1e0ca75a29ab4675177d33cdf771961
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.16		e2549c659b04d1d4789050a41de1e3819f472fce
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.16	jspc	365b972e2fccf7b1647e8f74c41a828bb66fb95b
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.17		1eb10713018b65d4c97af778abca74d9cf9622ad
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.17	jspc	6aed920cd5ef5edb41166da4c63c921c1b41adec
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.18		3f5a7e399fabcbbaf35bef7150a7fb9f5304d9cb
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.18	jspc	409a51620d6ed4fc553e3ad7fcce6cddfcdb1d9c
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.19		43f2a97c5bf9c249efb7f33f36b1bd139432da80
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.19	jspc	31679289f3768f93798d657b7c66d15d8aa403f3
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.2		90503ff4dbd59da6420ba81a893a2a9e319ade9c
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.2	jspc	aa229a7d0d9fca39eef287a2e9772bde2dd65a07
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.20		56e0ad5d63d0778546e8f30850e0ef2073e3143d
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.20	jspc	8461e4e595d0846cf5b3ab8658177aa808b94515
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.21		b3b39a4a1e26bb62828cba372018e32ab3bf9e73
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.21	jspc	1d8fb96baa466e4a6e29cab52d6452a2b3c9862e
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.22		bb5876931f387aac5b03433d4dd46eb9a16d408f
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.22	jspc	1bd951085e95f9bce43f49588b592814dd23583d
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.23		d4d15d5a557ee7d4a9f2bfa792810c0a96a4f9ef
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.23	jspc	1d66e5d2a5f140ad4b6df7b16d1cba66241980b1
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.24		58b27f58713e710e2af0c30f50d353474799deae
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.24	jspc	b74c12ac845fbf1e891c55606f91b6dc77d7c360
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.3		22cd329addba6e0fc9417a1b8a04f0eee3571b58
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.3	jspc	6b86f4467b05148e5d258b64b5b51d6754b402a2
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.4		661febabc28e9e1830e48b942a4e9252167899ba
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.4	jspc	2dcd4eccc419edfdc82ab05b2c52fbd602d3a32f
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.5		4b9384ed638767538527d4ea8ccd74a365680d96
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.5	jspc	aec00bc1a121991b9347035733eb0ee1e00581b9
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.6		6790db1b9f2015c89205c834313311c047ebc06e
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.6	jspc	cacf937f3cbcb48ced5f6f3066b7309e89ad448f
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.7		14d4cbc6e7ddb10f6bebff38137e94ed19c9071b
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.7	jspc	1bde5945fcb286618d83df5ef001b8eeeb5c4a60
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.8		879ccb41e82d72e05c6634e49b6060507e8bd127
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.8	jspc	604edac48a1a4fb934b1e947f9683ba49a5f1ea0
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.9		5a6af9c257bd4d5e70e412558d2f8250bdd57e73
com.liferay	com.liferay.knowledge.base.item.selector.web	4.0.9	jspc	9d67468fabc7d8af6378a9862917d9b94c93ad1c
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.0		77b51f77f4041657b7969d26ff223ed1b5ca6912
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.0	jspc	8e1064e66a9256f8386f89dac04b100152379a4c
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.1		48644633a68242ece737d3dd75c486e392b8f447
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.1	jspc	38ca4cad3423db89914e78dd86ce18d57118ae01
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.10		a2f8c50719b6c6cdb45c8db037f7803109a889ab
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.10	jspc	1d7fd002722d9a02cdf794760ba900f89c7a5131
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.11		cb92f322814c4e6477d0bbefc9e5b9002f542c34
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.11	jspc	37cd86b62b4ba6b4301bc76139b4e8fc38f49e5c
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.12		b0c7d79cd68f4d06ad72525dfd239eb194619400
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.12	jspc	ceb494390ce2bc17321476d349b003551deeee0e
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.13		b3b58e7ebb5b78ecf202c62204f6b2c14a0980ae
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.13	jspc	9ee6e536aa64eb8ef70ac0931dd43b385f3ce2aa
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.14		1aef7acd5523dd73a6dd0a68c2e1c84159babb69
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.14	jspc	256fbb5dc3b627162c146a0d1c722b62b8343441
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.15		2423a78c4ee3ab56270e150080789a73545b13b3
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.15	jspc	fd236028e2848b1482bd2eccf4c69b1bdadcc5f1
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.16		2fc95de88b2428cdcbda92762e1b96ca708b0d55
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.16	jspc	eadb1eddae5ad3885a771a2257c56b0e91a4d950
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.17		1184daf2b0eec6c8cf77ffb85392ad2e43088797
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.17	jspc	5f13f02239e45b315d1be5444ca9c00a5b624bc7
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.18		fd1d269684894d82845259f4ea920a03ae1c7320
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.18	jspc	0596c0f6e1a1841e892c37b86c032777b4a6664f
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.19		7b81d714cc5ecf5d7ba7c9205fdc429b38d911f6
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.19	jspc	7b30c98cd3dacac7852c7d24d0d98d8d825199df
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.2		65b644f970e56b2c8c030ede2633da1225447e5c
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.2	jspc	aff9c568c60175391b640557911b908158e0e9ef
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.20		1268e47002ff9cfef00061016be1f17fa94f5e9f
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.20	jspc	b4e516166f4bf468c98302e9fd99bb52bb377f6f
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.21		dd82d1f214e3091e7d30a0cbd0e09d2f9c7e236a
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.21	jspc	ed87757f84f3a49b45e3ecb962dc64c06f74ed5c
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.22		1e623610fa33ec9018dd68e994e6a0ca0457de72
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.22	jspc	61311c26435bcaba39a906a239f5411fe2ab529c
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.23		c8af637375bdf0a8bc9d01eeab8b23f5ab72f4c9
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.23	jspc	5ef935c805eb09078b84cc502d377a9ed3418c7f
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.24		2908bf603b591c35e7feeb00435c459f8e02364b
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.24	jspc	00b6921cc9b5d138ea25111fb4df28eca05c2b79
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.25		9a05cff29f32e1bce07a56ce72e7cbccbdb3284a
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.25	jspc	0fe5cb516b5fb5210616464bd4e99ffe3968b225
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.3		7ebefbb1911a8973fc0126937a3d3b13fe71dc7d
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.3	jspc	c2e41d2aedbd807dd4cb385d096fded39cef0493
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.4		4fd834c6e83d410ab07bf12162e15fe9eede3117
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.4	jspc	0e3617462f70c2830109de674461593528131c1c
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.5		faba47a720938f1fd64395dc444c910520e546ea
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.5	jspc	5bb47bb4fce94da8f7c32811505914900fb56c44
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.6		a52d3238873389f20742b44c47290e737aa89db1
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.6	jspc	b060a032d28fb42ca90f2466b269e2e3412356d2
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.7		b8e088ae90c0a716242b940da5998f9c91d900d9
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.7	jspc	cb3d424c772e26e00fad9f4f519bbe3eee394c12
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.8		c7b6d6458a43f60d381845d6d7519bcbe28af25c
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.8	jspc	b51606fa45c97ce1b9154ff0426f90bb0bbd37e6
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.9		7645e339c42e36f861e8a1be27a0f4069858cb09
com.liferay	com.liferay.knowledge.base.item.selector.web	5.0.9	jspc	4dbcea8725d432c050551538e20c9996079ce87f
com.mavbozo.crypto	androidsecurecrypto	0.1.0		N/A
com.mavbozo.crypto	androidsecurecrypto	0.2.0		N/A
com.mavbozo.crypto	androidsecurecrypto	0.3.0		N/A
com.nhncloud.android	nhncloud-creditcard-detector	1.3.0		N/A
com.nhncloud.android	nhncloud-creditcard-detector	1.4.0		N/A
com.nhncloud.android	nhncloud-creditcard-detector	1.4.1		N/A
com.nhncloud.android	nhncloud-creditcard-detector	1.4.1-alpha01		N/A
com.nhncloud.android	nhncloud-creditcard-detector	1.4.2		N/A
com.nhncloud.android	nhncloud-creditcard-detector	1.4.3		N/A
com.nhncloud.android	nhncloud-creditcard-detector	1.5.0		N/A
com.nhncloud.android	nhncloud-creditcard-detector	1.5.1		N/A
com.nhncloud.android	nhncloud-creditcard-detector	1.6.0		N/A
com.semanticcms	semanticcms-core-servlet	1.10.0		111fda8e20274363a8bc3ffe226fa34e1e9a6358
com.semanticcms	semanticcms-core-servlet	1.11.0		51e13c85d72dba959efbeb4c19c87020719834cc
com.semanticcms	semanticcms-core-servlet	1.12.0		df3e55379af739cc6ecfd468e3801c39195bcf57
com.semanticcms	semanticcms-core-servlet	1.13.0		ae719f87d7a3293bc8cf1054a4d35489b3e7bd17
com.semanticcms	semanticcms-core-servlet	1.14.0		1e470d1bd541a20531a9b0f14735dd21afca5feb
com.semanticcms	semanticcms-core-servlet	1.15.0		bb9793a49dbae2f8e61f76552c09bbf2ddf66b1d
com.semanticcms	semanticcms-core-servlet	1.15.1		24d9a64f7f5a4a8448d09709edf97cd414f149a5
com.semanticcms	semanticcms-core-servlet	1.16.0		085ee4641ab5c352fe6112d3f3431cb2858df356
com.semanticcms	semanticcms-core-servlet	1.17.0		6a6665af2b3cffbe73b0a33fbc7dbda033100ab7
com.semanticcms	semanticcms-core-servlet	1.17.1		77eb1683914296984397c714a4e2cc93b1aeff06
com.semanticcms	semanticcms-core-servlet	1.18.0		8d650ebfa7a0ca199215e6bd5634e33084303e1b
com.semanticcms	semanticcms-core-servlet	1.18.1		52b24356fe03dbe13d64b8538b5ce6b850dbfc0a
com.semanticcms	semanticcms-core-servlet	1.18.2		2e48e983984b02cdada56af7f00d3bf255618f53
com.semanticcms	semanticcms-core-servlet	1.18.3		6a08ba0e2b0d8155c98f86ee75e9e71119357fbd
com.semanticcms	semanticcms-core-servlet	1.18.4		bbcd1e5a902643a0377ef227d5d3ea3955bdf789
com.semanticcms	semanticcms-core-servlet	1.19.0		c12f350452b67b9cbb00fc6c7b8a2b3c360b5f95
com.semanticcms	semanticcms-core-servlet	1.19.1		d75a3c9e04700cc902099b405edd20502ee92bd5
com.semanticcms	semanticcms-core-servlet	1.2		cec7614b713ff44fcb781b86053d3df31a277258
com.semanticcms	semanticcms-core-servlet	1.20.0		4703edb56e479a8294019f91ae9def1d304504db
com.semanticcms	semanticcms-core-servlet	1.3		c6f150b074426d09abd6e3e5c08c87e2735e9910
com.semanticcms	semanticcms-core-servlet	1.4		294c50a37917db56e3b851403849343f6d02e9c6
com.semanticcms	semanticcms-core-servlet	1.5		3dd5821bb7d45c7a1a3c9a207fcea7cb19a96209
com.semanticcms	semanticcms-core-servlet	1.6		fc470dd2f34a9b63273cbfb3deb19b2a20c2989e
com.semanticcms	semanticcms-core-servlet	1.7		56e8f1d07963facf5da5d69c6111dc0906abc0b3
com.semanticcms	semanticcms-core-servlet	1.8.0		5b9398bd3e479e40c7acee2e1806133fefd26d9f
com.semanticcms	semanticcms-core-servlet	1.8.1		b8b85ff5ebe36cfc206b5be3673db468ab370e14
com.semanticcms	semanticcms-core-servlet	1.9.0		946f789e6ba18d0df698fb1aba38ff8ed2c47661
com.sevlow.rain	rain-dependencies	0.1.5		N/A
com.sevlow.rain	rain-dependencies	0.1.6		N/A
com.sirika.hchelpers	hchelpers-scala	0.9		3923bd404c7e790ad8acc43712f90110d5f063cd
com.svenvandam	htypes-zio_2.13	0.4		7d21e63df03a071334f53a153fa69e766ea077d1
com.svenvandam	htypes-zio_2.13	0.5		ea128f0e8cde3a656883c248629d0bef0c94c312
com.toast.android	toast-iap-redbeancc	0.15.0		N/A
com.toast.android	toast-iap-redbeancc	0.15.0-rc4		N/A
com.toast.android	toast-iap-redbeancc	0.16.0		N/A
com.toast.android	toast-iap-redbeancc	0.16.1		N/A
com.toast.android	toast-iap-redbeancc	0.16.1.1		N/A
com.toast.android	toast-iap-redbeancc	0.16.2		N/A
com.toast.android	toast-iap-redbeancc	0.16.2-rc0		N/A
com.toast.android	toast-iap-redbeancc	0.16.2-rc1		N/A
com.toast.android	toast-iap-redbeancc	0.17.0		N/A
com.toast.android	toast-iap-redbeancc	0.17.1		N/A
com.toast.android	toast-iap-redbeancc	0.18.0		N/A
com.toast.android	toast-iap-redbeancc	0.18.1		N/A
com.toast.android	toast-iap-redbeancc	0.18.2		N/A
com.toast.android	toast-iap-redbeancc	0.19.0		N/A
com.toast.android	toast-iap-redbeancc	0.19.1		N/A
com.toast.android	toast-iap-redbeancc	0.19.2		N/A
com.toast.android	toast-iap-redbeancc	0.19.3		N/A
com.toast.android	toast-iap-redbeancc	0.19.4		N/A
com.toast.android	toast-iap-redbeancc	0.20.1		N/A
com.toast.android	toast-iap-redbeancc	0.20.2		N/A
com.toast.android	toast-iap-redbeancc	0.20.3		N/A
com.toast.android	toast-iap-redbeancc	0.21.0		N/A
com.toast.android	toast-iap-redbeancc	0.21.1		N/A
com.toast.android	toast-iap-redbeancc	0.21.2		N/A
com.toast.android	toast-iap-redbeancc	0.22.0		N/A
com.toast.android	toast-iap-redbeancc	0.23.0		N/A
com.toast.android	toast-iap-redbeancc	0.23.1		N/A
com.toast.android	toast-iap-redbeancc	0.23.2		N/A
com.toast.android	toast-iap-redbeancc	0.24.0		N/A
com.toast.android	toast-iap-redbeancc	0.24.1		N/A
com.toast.android	toast-iap-redbeancc	0.24.2		N/A
com.toast.android	toast-iap-redbeancc	0.24.2.1		N/A
com.toast.android	toast-iap-redbeancc	0.24.3		N/A
com.toast.android	toast-iap-redbeancc	0.24.4		N/A
com.udemy	spark-statistics_2.11	0.1		66136f3ac90367a15dfc646cf990bf1d42490007
com.umbraltech	multisteppages	1.0.0-alpha01		N/A
com.weicools	task-scheduler	1.1.0		N/A
de.dentrassi.eclipse.neoscada.core	org.eclipse.scada.ae.event.logger	0.1.0		37f700cb1d9d32742bbc5404706b0572dee1097b
eu.solven.adhoc	adhoc-public	0.0.2		a692a9012a95db59734f442c095cf0e209d4f56a
eu.solven.adhoc	adhoc-public	0.0.3		f2a2bf2788722b53a63b50ed4b7c7fb2d0bf0659
eu.solven.adhoc	adhoc-public	0.0.4		5e1066fb8d53cb578b55d93014179ca7c7ba066a
eu.solven.adhoc	adhoc-public	0.0.5		b5e9dcf10c5b79c0117e640b776e7d3e97ad82b8
eu.solven.adhoc	adhoc-public	0.0.6		4692eec9bcd80cf001a97d4f88c508e6e93b8872
fr.wseduc	mod-zip	1.0.1		5ee13d1c2fe760bed59aca87383f0ff03cb17ce8
ink.literate	turbawself-jvm	1.0.0		e6224f2aa96e3da7477b8251e8531afe3a306c9f
io.craftcode	craft-atom-lock	3.0.0		8ebc35bee774f32443f4dc9ed9c3fdc9f52633cc
io.craftcode	craft-atom-lock	3.0.1		6433e7b41fdb3a5e10618a0f686a0fa5d6fff7a5
io.craftcode	craft-atom-lock	3.1.0		c9f1820474094b5fc1078479ac0a8ad716982c4f
io.craftcode	craft-atom-lock	3.1.1		a506bceb8a45b745d546e5e99057c3f68d2f6945
io.craftcode	craft-atom-lock	3.1.2		b5cddfdc228019dd2fd8daeb0885e9816e43b3cb
io.entake.particle	dependencies	3.3.2		N/A
io.entake.particle	dependencies	3.4.2		N/A
io.eqoty.kryptools	aes-gcm-wasm-js	0.6.1		N/A
io.fabric8.funktion.connector	connector-telegram	1.1.20		8bdbec231fe896909ca8c730ba1414789534bdba
io.fabric8.funktion.connector	connector-telegram	1.1.21		a93836207cc0be08a152663267df2ad5ab013b70
io.fabric8.funktion.connector	connector-telegram	1.1.22		13ccc569da61a5c1298ce0c8797399d5f05adef1
io.fabric8.funktion.connector	connector-telegram	1.1.23		4fb39afb7d0702a448809a31f9a2433fc958d127
io.fabric8.funktion.connector	connector-telegram	1.1.24		c498fcee42d1fa223fec35f5bea3b4d6e09af848
io.fabric8.funktion.connector	connector-telegram	1.1.27		811b3679a5f53ba3fe771989d40608039e437c31
io.fabric8.funktion.connector	connector-telegram	1.1.28		c8dd55dfbf1b675ff18c2d95fc5a02df8768ca98
io.fabric8.funktion.connector	connector-telegram	1.1.29		b7bf9f0dc8e1ba60418764efa6df7a5a6d19b123
io.fabric8.funktion.connector	connector-telegram	1.1.30		a4182bbaad028a72f2b7c4e592512437047bf2b0
io.fabric8.funktion.connector	connector-telegram	1.1.31		4c4b1f0fa48cae4f608c809f815bb6fa15830be2
io.fabric8.funktion.connector	connector-telegram	1.1.36		6618d086153b36748472c28b1d7a80b2828b55e3
io.fabric8.funktion.connector	connector-telegram	1.1.37		0f628c37f6d5d6910c6821e7d88a15a408714903
io.fabric8.funktion.connector	connector-telegram	1.1.39		577e38b4e7252a26da88317ad09f3913cf5b6137
io.fabric8.funktion.connector	connector-telegram	1.1.41		385a616a4dca007071460dbfceac76976b9a1116
