biz.paluch.visualizr	visualizr-parent	1.0		N/A
io.fabric8.funktion.connector	connector-telegram	1.1.42		f25a0c8c8cfb6b2e68c9bc71a2eb5afc72beeca3
io.fabric8.funktion.connector	connector-telegram	1.1.44		40b42e18e0a45229091f0fd65b579873a2c7b70e
io.fabric8.funktion.connector	connector-telegram	1.1.53		9597cae7f6d4e3e0b88340de2f584dc05e67f7fb
io.fabric8.funktion.connector	connector-telegram	1.1.55		d23f3a69ba5e2797628232abd72e683145bb4a43
io.fabric8.funktion.connector	connector-telegram	1.1.9		c32a73b2af931a1dbff4228b2a44d3156a367b53
io.github.DangoDX	m_tap	0.0.1		N/A
io.github.amyassist	amy-plugin-weather	0.7.0		0de5d965d1a60cb8492ee6b6f767ce9c8985e45c
io.github.amyassist	amy-plugin-weather	0.7.1		57e993ca557971f01ed0d9cb0bfc14b6dda728db
io.github.amyassist	amy-plugin-weather	0.8.0		4bc2dc31780bcdf72a145a20f38b52cfb2cbe2ff
io.github.lyxnx.compose.pine	pine-radiobuttons-iosx64	1.0.2		N/A
io.github.lyxnx.compose.pine	pine-radiobuttons-iosx64	1.0.2	metadata	81285b3fee3ab7b547f990f2da121021b888dbc0
io.github.lyxnx.compose.pine	pine-radiobuttons-iosx64	1.0.3		N/A
io.github.lyxnx.compose.pine	pine-radiobuttons-iosx64	1.0.3	metadata	cf4cd1816c4ddb53e99ff5217b31c2b6fd08bfdd
io.github.lyxnx.compose.ui	corecomponents-iosx64	1.1.1		N/A
io.github.lyxnx.compose.ui	corecomponents-iosx64	1.1.1	metadata	86665e8b8bdd90ca790c125bc64152d464bf6443
io.github.primelib	prometheus4j	0.0.1		d2f79dbb6653a7a98e327d5b23f51f841d7a6491
io.github.primelib	prometheus4j	0.0.2		a3886c7251618e731bdaaefa6b73d53cf5f2474f
io.github.primelib	prometheus4j	0.0.3		1dedd796db6af14210ed949107f1a2f5cda3001e
io.github.primelib	prometheus4j	0.0.4		599ebda0e481eb91339830a10ea7b5550d98e0e8
io.github.primelib	prometheus4j	0.0.5		0fb277cf3052c484624b86f2f4453f855dc3df6c
io.github.primelib	prometheus4j	0.0.6		0f6d753f2855a3c0740799eb76743240a2629e74
io.github.primelib	prometheus4j	0.0.7		0261835e2ed7f45af55f979d304a14ff017ddfb0
io.github.primelib	prometheus4j	0.0.8		f2faea7545fa6be890e0b8cd946e081f8f58de82
io.github.primelib	prometheus4j	0.0.9		44bd86612f4c375834a2ac624ae9000f65bc7268
io.github.primelib	prometheus4j	0.1.0		df1f3ffd8ee70477b530fb038f739823b117426e
io.github.primelib	prometheus4j	0.2.0		c9c8f56f3a54101bbc4775fd2759675247e4de09
io.github.qdsfdhvh	tl-parser-jvm	0.0.3		dfe62522cd8a354e0a2db3185937742cfcadd6f7
io.github.qdsfdhvh	tl-parser-jvm	0.0.4		dfe62522cd8a354e0a2db3185937742cfcadd6f7
io.kestra.plugin	plugin-mongodb	0.10.0		c08121eb5386eb06433919ed3a8de83ea2bcd474
io.kestra.plugin	plugin-mongodb	0.11.0		7d55913a2379a833ad31e926cb4f4a46b1c7e326
io.kestra.plugin	plugin-mongodb	0.12.0		dbfad8e28abdc02815cb3ef689e68519f4254094
io.kestra.plugin	plugin-mongodb	0.13.0		caa4afdac0388d1c6a40e11dae684e45515875cf
io.kestra.plugin	plugin-mongodb	0.14.0		996f992bf3c92520eeb1c0952ddfacb40bb1d680
io.kestra.plugin	plugin-mongodb	0.15.0		184988d1e3623712e4a5eb7162bf8d78a9fb467b
io.kestra.plugin	plugin-mongodb	0.16.0		2b06608ac894cda40c0d098404e8d4df00734207
io.kestra.plugin	plugin-mongodb	0.17.0		b6b5dfdf8549fa3592d473a0d894a76c5ab24ebc
io.kestra.plugin	plugin-mongodb	0.18.0		3539b7bcb8926ca04200220b7d3f116f4af87f19
io.kestra.plugin	plugin-mongodb	0.19.0		be70b6f9306c875f29e2693e174542068738eeec
io.kestra.plugin	plugin-mongodb	0.20.0		8631b1e6b34942778e8bf99444f6ec5c26d43191
io.kestra.plugin	plugin-mongodb	0.21.0		aa59f8f36f83bcc955799b939165433145c6ad01
io.kestra.plugin	plugin-mongodb	0.22.0		8da34b957ec9edd72a0443bc7044f832058ae2d3
io.kestra.plugin	plugin-mongodb	0.3.0		0defd6a3675987272c2adcec9d32a1bf17746f2f
io.kestra.plugin	plugin-mongodb	0.4.0		8249811695ab1a8d6ab1b8333846db63fc58ac34
io.kestra.plugin	plugin-mongodb	0.5.0		e0830ed5eb5f9dd37f30a7df7573c7baa293ca61
io.kestra.plugin	plugin-mongodb	0.6.0		f2e87aef6a89975ba0cb586b1aac42a7fe449dd3
io.kestra.plugin	plugin-mongodb	0.6.1		deef134e99af8b4770ae8a4af01ec62da3c7b6f5
io.kestra.plugin	plugin-mongodb	0.8.0		74c9be18ab078715b5f06a4c7f74c03b9f6d44b7
io.kestra.plugin	plugin-mongodb	0.9.0		92143bcc0c8a159b1e93ef0259ac7252b4d85c68
io.ktor	ktor-client-serialization-macosarm64	1.6.5		c2cd10542ac19f465e26f48c52d4ce68104fe83b
io.ktor	ktor-client-serialization-macosarm64	1.6.5	metadata	66c706f1cccfaa5b27da85a8f7978334d96c8790
io.ktor	ktor-client-serialization-macosarm64	1.6.6		27facd9087844c06de8a7c98df4ce36db4b65316
io.ktor	ktor-client-serialization-macosarm64	1.6.6	metadata	632e8c9bd4d40f7c57f098fe364a4d2a1108c287
io.ktor	ktor-client-serialization-macosarm64	1.6.7		c46abaca788c5043b2466236634d9d41d3f8c168
io.ktor	ktor-client-serialization-macosarm64	1.6.7	metadata	6e2fc211b6156d73ba6119a306eceada84b2b97d
io.ktor	ktor-client-serialization-macosarm64	1.6.8		f723e8d0caf54cb51322393e40ce26d3659b895f
io.ktor	ktor-client-serialization-macosarm64	1.6.8	metadata	096ece80295a44d1d5d58ddc57c7123581baecfe
io.ktor	ktor-client-serialization-macosarm64	2.0.0		6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-client-serialization-macosarm64	2.0.0	metadata	04f7bd195ff3c72c844b00f1927b3a560aaecf7d
io.ktor	ktor-client-serialization-macosarm64	2.0.0-beta-1		45bf936b1d32b2f9b30308c8befb200247d7ab40
io.ktor	ktor-client-serialization-macosarm64	2.0.0-beta-1	metadata	2bf20d1757f672079b9372f7ceab1e4c3737a4f9
io.ktor	ktor-client-serialization-macosarm64	2.0.0-rc-1		39a6954049133d429f96075b4d011e6c3410c937
io.ktor	ktor-client-serialization-macosarm64	2.0.0-rc-1	metadata	e17f462653d1175c949dd3ba9e6806f412d403cb
io.ktor	ktor-client-serialization-macosarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-client-serialization-macosarm64	2.0.1	metadata	82af07f6685bc35c9978f79fbc5e43483f00bb9a
io.ktor	ktor-client-serialization-macosarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-client-serialization-macosarm64	2.0.2	metadata	fe8a61e53f0a6e10e5517f0cf3083fbdd9f02c81
io.ktor	ktor-client-serialization-macosarm64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-client-serialization-macosarm64	2.0.3	metadata	2717cd863ec3754ee3c8ac3a9b42bdfa55cfc956
io.ktor	ktor-client-serialization-macosarm64	2.1.0		26c49685163fc87f688c0f2bdf2d80776f6c06b7
io.ktor	ktor-client-serialization-macosarm64	2.1.0	metadata	668c9c16a5674487a0c34413bcf026e06d0317d3
io.ktor	ktor-client-serialization-macosarm64	2.1.1		cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-client-serialization-macosarm64	2.1.1	metadata	79767cfc8c7f883f0836d91e1c8ace0f464b76d3
io.ktor	ktor-client-serialization-macosarm64	2.1.2		4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-client-serialization-macosarm64	2.1.2	metadata	99cb138bc6e76323a4c848a123794ebc76525986
io.ktor	ktor-client-serialization-macosarm64	2.1.3		d2339b14399ce67b33bb806895f6d6bdd6296147
io.ktor	ktor-client-serialization-macosarm64	2.1.3	metadata	7f356747e3a1072b73f234a43d694af29a61d4c1
io.ktor	ktor-client-serialization-macosarm64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-client-serialization-macosarm64	2.2.0	metadata	05f2d1930c3db512989caf1c70d0041cdf021ea1
io.ktor	ktor-client-serialization-macosarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-client-serialization-macosarm64	2.2.1	metadata	abc731994591e3efe58d962c408a9e3f2edad1eb
io.ktor	ktor-client-serialization-macosarm64	2.2.2		9b04dbb0e71eb12cbe1f4837254005a884199dc2
io.ktor	ktor-client-serialization-macosarm64	2.2.2	metadata	b9473973c8d3ffeb934630cac041cb89892b22e3
io.ktor	ktor-client-serialization-macosarm64	2.2.3		5a45960bd557fafb5aeeac0195947a717796b4d8
io.ktor	ktor-client-serialization-macosarm64	2.2.3	metadata	71018df7d7f171dba7bd1c8328f2461b710dd010
io.ktor	ktor-client-serialization-macosarm64	2.2.4		13f4ec1de76bc49ec397e4edfcc7c35ea1e7ab58
io.ktor	ktor-client-serialization-macosarm64	2.2.4	metadata	bba5f919339e03a9dd82c0dfab796474619de0bd
io.ktor	ktor-client-serialization-macosarm64	2.3.0		613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-client-serialization-macosarm64	2.3.0	metadata	d7fd610a397b71169d5b9f8a3df604ccf51d8f38
io.ktor	ktor-client-serialization-macosarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-client-serialization-macosarm64	2.3.1	metadata	5bc335c0f36a7dee987be46219cbc20ff156d12b
io.ktor	ktor-client-serialization-macosarm64	2.3.10		7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-client-serialization-macosarm64	2.3.10	metadata	d303afa9038c2b01fda0737d8dc44eceb03772f8
io.ktor	ktor-client-serialization-macosarm64	2.3.11		d6e02f9a769d5cbfb520546914dc4d6935b25b5e
io.ktor	ktor-client-serialization-macosarm64	2.3.11	metadata	3a1dd89a43c4098b9e2386f08173a79407fa9501
io.ktor	ktor-client-serialization-macosarm64	2.3.12		dfcecd03b08e74e7f19dc44f830c7f9a73cd90f8
io.ktor	ktor-client-serialization-macosarm64	2.3.12	metadata	5cf51a6880d3982637b55f324a9144ae5e1bf9a5
io.ktor	ktor-client-serialization-macosarm64	2.3.13		9586d571c0150d80b6faf8c7d868048d14a820fa
io.ktor	ktor-client-serialization-macosarm64	2.3.13	metadata	257f2a0d786aea55c608c5c78ad4305813ee3761
io.ktor	ktor-client-serialization-macosarm64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-client-serialization-macosarm64	2.3.2	metadata	11d6ce4aa538591300e85217625986745e503af0
io.ktor	ktor-client-serialization-macosarm64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-client-serialization-macosarm64	2.3.3	metadata	98e15a16bb938ce4e4779eacc3cd7aeebeb869a7
io.ktor	ktor-client-serialization-macosarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-client-serialization-macosarm64	2.3.4	metadata	c2fffdd08bddfb238e157ad54e4e876dce585378
io.ktor	ktor-client-serialization-macosarm64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-client-serialization-macosarm64	2.3.5	metadata	94c0538a2d4fae418c2c2b4d7ec3c8a782eb0e89
io.ktor	ktor-client-serialization-macosarm64	2.3.6		ff0f49dca32c752359c0013fb131f1ab7a3eb7a0
io.ktor	ktor-client-serialization-macosarm64	2.3.6	metadata	eb210dfbd00ed1d774de488427c6b91889aa3048
io.ktor	ktor-client-serialization-macosarm64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-client-serialization-macosarm64	2.3.7	metadata	d041ad5e7066bcea09d69a3e80042a9a4eee74e9
io.ktor	ktor-client-serialization-macosarm64	2.3.8		bfacb2e0cdc62782b1917409afb3fbcc2fc7c548
io.ktor	ktor-client-serialization-macosarm64	2.3.8	metadata	89e7f7fe216cf98f9b12a7ac0f5c9756363fca60
io.ktor	ktor-client-serialization-macosarm64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-client-serialization-macosarm64	2.3.9	metadata	662c2b3aa755263b1d8c6c2999f53147ed516759
io.ktor	ktor-client-serialization-macosarm64	3.0.0		0591168adbb76630c62ba87cd08059e09a132efb
io.ktor	ktor-client-serialization-macosarm64	3.0.0	metadata	7f0ae28b841b120e9feab13a80928b5656d203f5
io.ktor	ktor-client-serialization-macosarm64	3.0.0-beta-1		a1984584d502a9611d068ad9cd461e4b5107bcd0
io.ktor	ktor-client-serialization-macosarm64	3.0.0-beta-1	metadata	d6b50d86bf4b43d45c9f2c85e039b6861e75a938
io.ktor	ktor-client-serialization-macosarm64	3.0.0-beta-2		6602dad6820b2089e7860761fb3e6ef849c97409
io.ktor	ktor-client-serialization-macosarm64	3.0.0-beta-2	metadata	cc6fb3dc1eaacae316db12fc20318749f5477d57
io.ktor	ktor-client-serialization-macosarm64	3.0.0-rc-1		6996c0bfdd7db2850bc70598c85dda899dc90a76
io.ktor	ktor-client-serialization-macosarm64	3.0.0-rc-1	metadata	7203a2dfcb0f972ff0a3b44e6e4caa742d6bef6a
io.ktor	ktor-client-serialization-macosarm64	3.0.0-rc-2		ad52e0b2a87028397fb26ed61caeb1b641ee4121
io.ktor	ktor-client-serialization-macosarm64	3.0.0-rc-2	metadata	4487155b9f5d1fb44dd349e98dfe06e1dac1d20a
io.ktor	ktor-client-serialization-macosarm64	3.0.1		437cc6d3e942b2609c2c5055396f3d94e70abb37
io.ktor	ktor-client-serialization-macosarm64	3.0.1	metadata	04bcde1b570b3d71d58dfb5ac02f81d6c11367e9
io.ktor	ktor-client-serialization-macosarm64	3.0.2		a72f8851fcf3699d9d3b77877ae25faf3f3478e2
io.ktor	ktor-client-serialization-macosarm64	3.0.2	metadata	c1ddf6a47439852895c755c8a577c534b1e4e681
io.ktor	ktor-client-serialization-macosarm64	3.0.3		76e705bd48590008e0837139de6bda3d66944a4a
io.ktor	ktor-client-serialization-macosarm64	3.0.3	metadata	871c1d5af9797dc2f225df4774282201b81c8363
io.ktor	ktor-client-serialization-macosarm64	3.1.0		3e50c0a65c2a3c529ec5bc39601ffefe4d7f188e
io.ktor	ktor-client-serialization-macosarm64	3.1.0	metadata	3994f5c1ec91b5adffcf0393774b19673be694a5
io.ktor	ktor-client-serialization-macosarm64	3.1.1		372d47c1ddced386759f1d100a463c957eaffc87
io.ktor	ktor-client-serialization-macosarm64	3.1.1	metadata	29856c754897c2d5776e95ead1ea83ad98790248
io.ktor	ktor-client-serialization-macosarm64	3.1.2		0d32b4408985ff29c2abc34657e4911dd330354e
io.ktor	ktor-client-serialization-macosarm64	3.1.2	metadata	22f0f825ed0a9c14e3d10a78a75d0a544e808219
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.19.0		e36622f2b14e30f6df8ee6d5472d5356898e9963
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.20.0		adb7f38e3804aeddd44a8afab482d466b9c3bfd2
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.21.0		648413fbe7b75559e44319ed94cc2f8d33d201dc
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.22.0		8f0989e0e0e4e3c9e295b4dce6e231c4bdf1b133
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.23.0		f7d42c26cdbafa48428ce80b4a278ca71e9f7e71
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.24.0		d4ed6e47c3f878683bfb62e142798f038a278d05
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.25.0		24a91798d9e9d91ec41e61c3fdbca8ac73a3b4e0
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.26.0		55e5eea8f370cef5cce1595522d7b983da987f33
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.27.0		430f3385d8d9eb35df1c4eb73bad4c9a850afc3b
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.28.0		61f32ab0591af60916b6c6c3e5b21bfc990a01e7
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.29.0		fe94875c3c8a528e671178c0417bf52abe00395e
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.30.0		cc5ef69f1233d73941236deb4b46a5656f5118ff
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.31.0		7d1467d4e5e721195b9b73819b2f1cc204fa3ac5
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.32.0		d2165911cabfd199b71f31afb136104613d066c2
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.33.0		0cf586e239f168e2ce5f919f96cfebec1f902d86
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.34.0		b6814f9ea9eae6de076d4776c8654329e9dce38d
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.35.0		b4a2b2fc6784b4a6a57ec2939e279d4e5bcfef92
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.36.0		cb95d990a9bc982490173c1c0d09394be48d200a
io.liftwizard	liftwizard-config-healthcheck-common-pool	0.37.0		e621a4c0a1b92891ca897efe5ff636820cf62696
io.liftwizard	liftwizard-config-healthcheck-common-pool	1.0.0		d94d8da522fb30f31c59097364a4ac920bdfb15f
io.liftwizard	liftwizard-config-healthcheck-common-pool	1.0.1		7d11a8de31c16049643ac73f376e6ab1d79df2ac
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.0.0		5b77c17aa0e8ee284854fd4b5f339bf050f77049
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.0.1		93128a3347c2054c017f7c72b5ba66b9fefba047
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.0		6930dc42ab78bfede42ab62f6f1ac404bde7170c
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.1		11efc34eccbc1f2d86637ec842297ab7716cb074
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.10		a458cad99559ad3270158ef5c08fbb01673ceaa4
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.11		826e544301f4c68206436182020e2b9a7c6afce6
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.12		1343047fc94cc6116fd6508fcf2ffb83a9364313
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.13		17586c0857b3aafb30a63b3f82d893bcd9651d6b
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.14		4c8901d1cc2e86ace5278d7be299b77624f5281a
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.15		ac0219d74cda56c836d0d1d7e5743c955a5ba847
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.16		80b8396e4f84dc494d7da7185a92efabc16dbd62
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.17		6d7d8ec1e4e74ecd52bda2df6b8de8ad6e45d333
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.18		b888dfe992406d680619a542e4102e965826fafd
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.19		2e922310656b550e874b5339e3c33b91a1593033
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.2		1e10a0f677a6000106a9e9e78781301ad0d75c73
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.20		2197bb31e80a76cc61ff10a3a85bb001bb5e451e
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.21		2c67ebcf921beb95c6aafa93d230ed71ac065e0f
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.22		840403248d89d297f832d77cd9f4f5b12bb1911b
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.23		79b5c3898f20e98dc6d52feff8fd6bf4e0b32d31
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.24		19ebb8fe270fd2ac0dd87d6ba68010ca80b50fb3
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.25		f1515a7a60b088313d31a12381264dd3a663216f
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.26		3da39399bfcb8a2079e9b0cc5d8dbb27f2d5a925
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.27		e6880b063ef9d533127f6fab48353711d65cf42f
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.28		9f78984eb848c2cf9073e81fdf628acfdc5948a8
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.29		05db79c628d45ba1a37a07cf9fbc3e8276d85276
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.3		11cf7ed915b71111d306b63455f4557598bc0cf6
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.30		efe576938910ce4c6ca1e25ab9c6bbe790be4b44
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.4		d670cb679fbf1b9be8745c2221f9aabe03d55ca0
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.5		1c374a656a91aecd5fe531861c6377413df2942d
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.6		ca8faa969da5d41e14230f9f1a46964ccf4bda9d
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.7		929c1f1ebb6479e7d249012a6455d47a9e076468
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.8		13f241bc8f0725938dea24bc43756590e400e9b7
io.liftwizard	liftwizard-config-healthcheck-common-pool	2.1.9		439224f4e388c37e9089eedf75cd456ea31c429d
io.mraa.upm	upm_i2clcd	0.8.0		e8adfe291c6ec5d1d7baa1f03f8ade671e3c2a4f
io.mraa.upm	upm_i2clcd	1.0.0		9ba611b57f48065eaaf4a60fe6f21a9ef0ac8532
io.mraa.upm	upm_i2clcd	1.0.1		85bbe22f508070aae93a0dadbcedde0c730a2e4e
io.mraa.upm	upm_i2clcd	1.0.2		312c9dae87df698a705b9ef0dd85edd4f1856169
io.mraa.upm	upm_i2clcd	1.1.0		cecdf9136c0647923b5d790a1cc338fbcea2c373
io.mraa.upm	upm_i2clcd	1.2.0		89bc45356882b0e5a9877ef2a9587b048b509301
io.mraa.upm	upm_i2clcd	1.3.0		c1c22879fcbd5a6196eec23e17f7f4ab78aa227a
io.mraa.upm	upm_i2clcd	1.5.0		bd7a010ea22c622590388a5038d9c79c76f301bc
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.10.0-alpha		bc980e6333e68a12c862764e2220b7dfe4ab53c5
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.10.1-alpha		e89e5de81c4900ed270ac34cd9ec2b82badf4050
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.11.0-alpha		86114e36b1bc222f38f08d6bf6ca2f3965ea55de
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.11.1-alpha		922488294b6c3f5b059be5648b86872b89a97ad3
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.12.0-alpha		fa976f48a5aad7b73bb1035019f66481472f286b
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.12.1-alpha		a0035311388d06996415a7a4a1dd21ef48ff1dae
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.13.0-alpha		7c7716b8d863f97c261e22e13d2ad4b1d4be66d5
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.13.1-alpha		3a14c70335c8ec0d531cdc39c8e1511340890556
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.14.0-alpha		6544652ed196b20a80aaab4e27ce5e739ba35fb1
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.15.0-alpha		9de1e5b2f2ff9ab008200a2a1d6f1fe6580e3178
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.16.0-alpha		bedcf1f2f2a382d472d67c039074181626dd619d
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.17.0-alpha		854b2885daa2f5813130c72686dbf66f1a735c98
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.18.0-alpha		104f9dac3a76de44c35a9170759c78ba3b222ef8
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.19.0-alpha		33e2ed98ce4cdd38176c59cf7d1e7554a874a354
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.19.1-alpha		8d7549f90c58006827c72ce5008cc2d46e75b50c
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.19.2-alpha		531de549f045a74355eb4f83ecdf10fbd9160682
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.2.0-alpha		1fe896654ffe4aec4968a257184907ab83855805
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.20.0-alpha		18cf71824bfcedcaa26b1aa436961b26c65ea0d5
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.20.1-alpha		ac08a4f896e5e21b4c299704788567584046708b
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.20.2-alpha		9bc18385eefca361ba1d85d1870ac8f3ffc25f74
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.21.0-alpha		6a976c8d0417a5b813c0d2ace2454f342af59944
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.22.0-alpha		4639faf87369be6e5b0acce3cd81899561fd875a
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.22.1-alpha		087338183ff254c2fea77029e0efedf2a4ce9487
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.23.0-alpha		e65f5a4c52d5e35dbe64008e79e8bc50df180d1b
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.24.0-alpha		751ccd783f6c63ae5e070fedc2b49a44cbf07608
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.25.0-alpha		0e3aade2be5b6b15cef7bb90a9d0a91466bf158e
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.25.1-alpha		4829692fa1064a0158b1c49eb90ed8de821be8fb
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.26.0-alpha		8601e9389e7bc15c6a8bc6a7b0521b0092ec9341
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.27.0-alpha		a215ea05f2996e2874e3a86d674e17ee9e54d666
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.28.0-alpha		a7f34e9a90c44b9a3ba46aea242ab36ab7b78209
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.29.0-alpha		e8ebfa60fdee02a3cb98ac9a0996798c3299ee7b
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.3.0-alpha		49c4174d431dbcc4ad5f1721070a725b01c73404
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.3.1-alpha		a9651afd059b110956773cd854425aa9c62e599c
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.30.0-alpha		0d567365f9e0aa11d31f4cc28ee6997e3752e954
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.31.0-alpha		d391aed53147fc5e392d120f21c8598d7bc92c17
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.32.0-alpha		5bd08717c2e8c0565fe1f6ea4485bd68b7aefab8
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.32.1-alpha		612a80d44362f7f66b2af9f46eaf9ab35a4a2c76
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.33.0-alpha		c0228548065b5307ecedc4f39173ea54a11c2f2e
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.33.1-alpha		f0363bfc8d7c52e2be8e6e4da0fde0bf9138485b
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.33.2-alpha		2f526d672f6265b1dd3f05e18ac1234667d3e8bf
