app.cash.chronicler	chronicler-proto	1.0.1		f3339b705086dc89519a2fd6400a1dc912692d5b
io.smallrye.stork	smallrye-stork-load-balancer-response-time	1.0.0.Alpha10		122e236c47ec3b6686ebdb3ec2a2ff969d5b76fd
io.smallrye.stork	smallrye-stork-load-balancer-response-time	1.0.0.Alpha2		bd21aeed5f1896fbbe1cc199179308be10a78601
io.smallrye.stork	smallrye-stork-load-balancer-response-time	1.0.0.Alpha3		73cf5d096ffd66a9b71fb1cf5c42e80532dfa5b3
io.smallrye.stork	smallrye-stork-load-balancer-response-time	1.0.0.Alpha4		fbfcef47fb779b66644077dd70357584abf4bb4e
io.smallrye.stork	smallrye-stork-load-balancer-response-time	1.0.0.Alpha5		2e61b08f3f694312ab490cd71a7dbe9693069832
io.smallrye.stork	smallrye-stork-load-balancer-response-time	1.0.0.Alpha6		748a89a7a718037cf4299589ddbfae253a4aed58
io.smallrye.stork	smallrye-stork-load-balancer-response-time	1.0.0.Alpha7		2bebecccc2395058e1974402e99f877611e0a935
io.smallrye.stork	smallrye-stork-load-balancer-response-time	1.0.0.Alpha8		6fa6cbbca7d15c96bf9f402d5f6ff69f3a2bf6b8
io.smallrye.stork	smallrye-stork-load-balancer-response-time	1.0.0.Alpha9		e16eb13481c510d8f12487fa5a6643b67ce49fce
io.smallrye.stork	smallrye-stork-load-balancer-response-time	1.0.0.Beta1		e4c2ebbf69593c2546c082d161d13dd892d33cad
io.thorntail.testsuite	testsuite-management	2.0.0.Final		bbbedfdae83d3e6be580109952c1d1e2fe0895a8
io.thorntail.testsuite	testsuite-management	2.1.0.Final		eb13270adb1faf6687ae7d476d5e6d9b55792dce
io.thorntail.testsuite	testsuite-management	2.2.0.Final		9c1062aad7fe2312df1ca79b889a25dd8e71c0db
io.thorntail.testsuite	testsuite-management	2.2.1.Final		0a6fa62f712e069ed999f66740f9a46fd72b3643
it.agilelab	wasp-plugin-mailer-spark_2.11	2.26.7		53e006742c12aec35d786e8d0a980fc5f4659d59
it.agilelab	wasp-plugin-mailer-spark_2.11	2.26.8		b5f96b8fb8d858d6dabd7ffb4db58f3ed0727076
it.agilelab	wasp-plugin-mailer-spark_2.11	2.27.0		fa66956a9ff28361fbac90d98d6e3cc9846db8ee
it.agilelab	wasp-plugin-mailer-spark_2.11	2.27.0-cdh6		696414fc7b5cd321d91c7dd5a8506d401ce15228
it.agilelab	wasp-plugin-mailer-spark_2.11	2.27.0-cdp717		e1fe9cc813f0e4f8aac28562817c782384e33e31
it.agilelab	wasp-plugin-mailer-spark_2.11	2.27.1		dcf49ee8fd7b689655851e3557882f8a2adc366f
it.agilelab	wasp-plugin-mailer-spark_2.11	2.27.1-cdh6		b2352ef1d76d91b1e1f9ce7afe563fd11fc1d809
it.agilelab	wasp-plugin-mailer-spark_2.11	2.27.1-cdp717		c9827de7e44dcbec53483b7124ec0ffc9c07b258
it.agilelab	wasp-plugin-mailer-spark_2.11	2.27.2		4dc93786297e31ebbd629a2935666b05e295a2d4
it.agilelab	wasp-plugin-mailer-spark_2.11	2.27.2-cdh6		b4077aed928b1074738f4a57a950eaad022a9014
it.agilelab	wasp-plugin-mailer-spark_2.11	2.27.2-cdp717		0ae89f073292b2466a79f4cb624325fc908aeaa9
it.agilelab	wasp-plugin-mailer-spark_2.11	2.28.0		ab7f37f4c5864d4bea8d0d9f25159232497223e2
it.agilelab	wasp-plugin-mailer-spark_2.11	2.28.0-cdp717		f48a47104458dec83de5bc2740870c1214aabb20
it.agilelab	wasp-plugin-mailer-spark_2.11	2.28.1		c302e0ad8666f59978db816109aa7e72e7567a39
it.agilelab	wasp-plugin-mailer-spark_2.11	2.28.1-cdp717		8ff9fa6bf65f703c3b84b291dd35c495d13f87a8
it.agilelab	wasp-plugin-mailer-spark_2.11	2.29.0		4655771eaf6db91ad1ed723e0cb4829eb5ae78e1
it.agilelab	wasp-plugin-mailer-spark_2.11	2.29.0-cdp717		adc2191f369054c490d7d754d2eef68e18dcd63a
it.agilelab	wasp-plugin-mailer-spark_2.11	2.30.0		96a58a0d3a5b41ef4ab3fdab9de43e7167a101fc
it.agilelab	wasp-plugin-mailer-spark_2.11	2.30.0-cdp717		90fc53e3f0ae0cc5ed3cd8030b6ac20780fb6923
it.agilelab	wasp-plugin-mailer-spark_2.11	2.30.1		86b7867462020a49f5b41c3a9fb3d2603fe73e54
it.agilelab	wasp-plugin-mailer-spark_2.11	2.30.1-cdp717		a7e3fc7a84f0205fc607b0673b3e35efa13af0a1
it.agilelab	wasp-plugin-mailer-spark_2.11	2.31.0		d06861c7c6158200b1eb8ffb6a6edcdcd23c6316
it.agilelab	wasp-plugin-mailer-spark_2.11	2.31.0-cdp717		932b4c0ee28eb92003efec314a7e591f381336e5
it.agilelab	wasp-plugin-mailer-spark_2.11	2.31.1		8c523c90024df2673818de93346e7dd59517a335
it.agilelab	wasp-plugin-mailer-spark_2.11	2.31.1-cdp717		526707fa326e39d08f8747d148560bb8ade8f76d
it.agilelab	wasp-plugin-mailer-spark_2.11	2.31.2		46d70139fa10c7918ea127ecbdc877d4aab2c5ae
it.agilelab	wasp-plugin-mailer-spark_2.11	2.31.2-cdp717		d3d2e12994733a66e7a5cf8226498531b6b43d9c
it.agilelab	wasp-plugin-mailer-spark_2.11	2.32.0		be197ed58c1adf119f8d90d73943fc2fb11017b8
it.agilelab	wasp-plugin-mailer-spark_2.11	2.32.0-cdp717		d332bae3fc5e9b2cfa99a3204ba9ff9708314bd2
it.agilelab	wasp-plugin-mailer-spark_2.11	2.32.1		39186263467fc8d52021bfd7008675b77ce6b230
it.agilelab	wasp-plugin-mailer-spark_2.11	2.32.1-cdp717		fad0d721d5a224d52a2513b33296f9460c1f293d
it.agilelab	wasp-plugin-mailer-spark_2.11	2.33.0		3c00c942f86ce9c26fec436f57dc0ed62be9e740
it.agilelab	wasp-plugin-mailer-spark_2.11	2.33.0-cdp719		29f1dc24fd2459c45fef82d8f41247ec394627fb
it.agilelab	wasp-plugin-mailer-spark_2.11	2.33.2		88cd6367cf093dbaf90eb6044ee58e59437ebde7
it.agilelab	wasp-plugin-mailer-spark_2.11	2.33.2-cdp719		a09bcd8648846499c4c803b2e6e3ce61a5b79b0b
it.agilelab	wasp-plugin-mailer-spark_2.11	2.34.0		bd29338dc0900482753b176e277bba1afae850c9
it.agilelab	wasp-plugin-mailer-spark_2.11	2.34.0-cdp719		b752f5065331991cebdc40351e9c4fd8d2b27c6e
it.agilelab	wasp-plugin-mailer-spark_2.11	2.35.0		b1581b10b01baa35fc79ce4df2c6e0a10e645e32
it.agilelab	wasp-plugin-mailer-spark_2.11	2.35.0-cdp719		5f7e4659d3c0bc07c5b3125584d5f8a703a3c88a
it.agilelab	wasp-plugin-mailer-spark_2.11	2.36.0		d23e31b7adb64f925b77aad62dcfbe450f276cdc
it.agilelab	wasp-plugin-mailer-spark_2.11	2.36.0-cdp719		3a3215846920e0f76d3b11d1b284a25394f13966
net.awired.ajsl	ajsl-windows	0.2.1		1cee62d00c280bdc1087630f5c969b7397775d74
net.awired.ajsl	ajsl-windows	0.3		f5a90c7debf4fb51a305b7e84b7e7fb8a525fabe
net.awired.ajsl	ajsl-windows	0.4		59d4deca2b864e6e1ec1ec90e04270967c6f8eaf
net.ju-n.compile-command-annotations	compile-command-annotations	1.0.0		0e05ed6c42eda337705bedbd5738c007fce8b429
net.ju-n.compile-command-annotations	compile-command-annotations	1.0.1		ff6bd753f5de55f81fb191d274eb4a659b2ad569
net.ju-n.compile-command-annotations	compile-command-annotations	1.0.2		75e09ffce5715d793a812cc90b51bc1d50ce7633
net.ju-n.compile-command-annotations	compile-command-annotations	1.0.3		16dc15509324c2284b5ae6a6f76ecd686ab4cfd7
net.ju-n.compile-command-annotations	compile-command-annotations	1.1.0		58e488c48f35d7040861a64dd61c5a10cfede90f
net.ju-n.compile-command-annotations	compile-command-annotations	1.2.0		f0fda5d028263f25c94c3ee61c0b769f035f1f8d
net.mbonnin.sqldelight	runtime-watchossimulatorarm64	1.5.5		N/A
net.mbonnin.sqldelight	runtime-watchossimulatorarm64	1.5.5	metadata	b9f83894a885ae1c4ecddff0fb27faaffa7e31a3
net.mbonnin.sqldelight	runtime-watchossimulatorarm64	1.5.6		N/A
net.mbonnin.sqldelight	runtime-watchossimulatorarm64	1.5.6	metadata	dccbd1bb406198492c2a4721be1f6597de2601e1
net.sourceforge.javydreamercsw	Marauroa-Simple-Client	0.02.05		9eda917c2c599215394669bdb7234f7d6692eee6
net.sourceforge.javydreamercsw	Marauroa-Simple-Client	0.02.06		c8b3425f7b7153b239589212dd352bb011892715
nl.cloudfarming.client	agrosense	1.0.21		N/A
nl.cloudfarming.client	agrosense	1.0.23		N/A
nl.cloudfarming.client	agrosense	1.0.24		N/A
nl.cloudfarming.client	agrosense	12.10-beta		N/A
nl.cloudfarming.client	agrosense	12.10.1-beta		N/A
nl.cloudfarming.client	agrosense	12.11-beta		N/A
nl.cloudfarming.client	agrosense	12.12-beta		N/A
nl.cloudfarming.client	agrosense	13.01-beta		N/A
nl.cloudfarming.client	agrosense	13.02-beta		N/A
nl.cloudfarming.client	agrosense	13.03-beta		N/A
org.apache.archiva.redback.components.cache	spring-cache-hashmap	2.0		5fd2730d82af0917abbf029989bacab860d9918f
org.apache.archiva.redback.components.cache	spring-cache-hashmap	2.1		ebe4b5bb10f904d2ab09b2d8be6d01f73d031f45
org.apache.archiva.redback.components.cache	spring-cache-hashmap	2.2		ad36bbb4f4c5c42dbfb2e81ad51da0aa31a1dfbe
org.apache.aries.spifly.examples	org.apache.aries.spifly.examples.provider2.bundle	1.0.0		cb2a0c7a93959aa16709fbf9bb624dce35f84969
org.apache.causeway.extensions	causeway-extensions-exceldownload	2.0.0-RC1		N/A
org.apache.causeway.extensions	causeway-extensions-exceldownload	2.0.0-RC2		N/A
org.apache.causeway.extensions	causeway-extensions-exceldownload	2.0.0-RC3		N/A
org.apache.clerezza	platform.typerendering	0.6-incubating		N/A
org.apache.clerezza	platform.typerendering	0.7		N/A
org.apache.clerezza	platform.typerendering	1.0.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.10.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.10.1		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.11.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.11.0-rc3		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.11.1		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.12.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.12.1		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.12.1-rc2		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.12.2		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.12.3		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.13.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.13.1		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.14.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.14.1		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.15.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.5.0-incubating		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.5.1-incubating		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.5.2-incubating		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.5.3		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.6.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.7.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.8.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	0.9.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	1.0.0		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	1.0.0-beta1		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	1.0.0-beta2		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	1.0.1		N/A
org.apache.hudi	hudi-hadoop-sparkworker-docker	1.0.2		N/A
org.apache.pekko	pekko-persistence-r2dbc_2.13	1.0.0		6322d13b6a2fb3839213084ae4a56e2f8f865098
org.apache.pekko	pekko-persistence-r2dbc_2.13	1.1.0-M1		ce2c53e122688f09cd47a61e3b4ea26d667b5a5f
org.atnos	eff-eval_native0.4_2.12	7.0.0		28a2b6935c8484fc95a40bdeab1b114888d5def3
org.atnos	eff-eval_native0.4_2.12	7.0.1		16261820e15eb241cc7fc454dc20b0e217f3aa3d
org.codetome.hexameter	hexameter.core	2017.1.0		2aaace64ef5d0c263bb3ee62455077ea5db35f63
org.codetome.hexameter	hexameter.core	2018.1.0		03f877d16a712d6fb8e59e003ccfebaee96b20c9
org.coodex	concrete-accounts-organization-impl-reference	0.2.1		1ae2271b6b303558d59e386dda713627b388b71c
org.coodex	concrete-accounts-organization-impl-reference	0.2.2		63ff2822a68756377d4445c21316eb6e5eba846a
org.coodex	concrete-accounts-organization-impl-reference	0.2.3		312c5e6b272261a0efa9d7c2333f2f31d600f88e
org.coodex	concrete-accounts-organization-impl-reference	0.4.0		a27cbe23544c6789f093ceb8c2fcdf575ed5f557
org.coodex	concrete-accounts-organization-impl-reference	0.4.0-RC3		c275548e07a4efc764ea2dc875c07e1f0d56ed9c
org.coodex	concrete-accounts-organization-impl-reference	0.4.1		aa2abb11c22dd166a19af661213e034961a718b5
org.drewcarlson	objectstore-fs-tvossimulatorarm64	0.0.2		N/A
org.drewcarlson	objectstore-fs-tvossimulatorarm64	0.0.2	metadata	dab11d14948000f17761e630ea1e752d84fd9255
org.drewcarlson	objectstore-fs-tvossimulatorarm64	0.1.0		N/A
org.drewcarlson	objectstore-fs-tvossimulatorarm64	0.1.0	metadata	3b0a35b1a752edaed5ae2eb009bc82c6028ad49f
org.drewcarlson	objectstore-fs-tvossimulatorarm64	0.2.0		N/A
org.drewcarlson	objectstore-fs-tvossimulatorarm64	0.2.0	metadata	7539fb75c3d9eeb9429bede5f3b63295be043a7a
org.drools.solver	drools-solver	5.0.0.M5		N/A
org.drools.solver	drools-solver	5.0.1		N/A
org.drools.solver	drools-solver	5.1.0.M1		N/A
org.elasticmq	ui_2.12	1.0.0		b50c2392cb440606fb6ed6a92cf408afb4d35d20
org.elasticmq	ui_2.12	1.1.0		57ef5a0249f855267a85440f0535a65b21dfaffa
org.elasticmq	ui_2.12	1.1.1		d7da252e2449d8415fdb1fa3926349b7aa5c910a
org.elasticmq	ui_2.12	1.2.0		54b75eb3ab929882f3111600b7b89f2e18e94a93
org.elasticmq	ui_2.12	1.2.1		fa9eff26108e92e7bf794f026cdedc03c9a1f6f6
org.elasticmq	ui_2.12	1.2.2		d0d8669b0964e7a830046d115561c07692fe4ce4
org.elasticmq	ui_2.12	1.2.3		4d84e1b1ff0231d1c7ec53950ac7e2461001a926
org.elasticmq	ui_2.12	1.3.0		c5aa5d08e876d95b5319788fa19b72d666445743
org.elasticmq	ui_2.12	1.3.1		cb47bf99af7f76a33ee15d3fe103e35f106af35a
org.elasticmq	ui_2.12	1.3.2		22076cfcde8de0cb453693bc7ba2198f44d482ce
org.elasticmq	ui_2.12	1.3.3		1c005818ec2ab71d3cb9549e3b0b066c29879df1
org.elasticmq	ui_2.12	1.3.4		fa34528ad5974a66974e36be580ebf9a209480fd
org.elasticmq	ui_2.12	1.3.4-RC6		cebf790f369971ede262b26917f0eef05533e879
org.elasticmq	ui_2.12	1.3.4-RC7		78863ca9efc4f69d85476497a48de053ee31620b
org.elasticmq	ui_2.12	1.3.4-RC8		7cbda84bedd2556cfb7279451550dcd19a9d051f
org.elasticmq	ui_2.12	1.3.4-RC9		ad23af320b7406585c75ada95ef8b46afe27490a
org.elasticmq	ui_2.12	1.3.5		8ac11b7a9cffa00c9276879b22eeeb35dd621ed3
org.elasticmq	ui_2.12	1.3.6		e5a678c490df06746a2d859cf784ec5688f34dd9
org.elasticmq	ui_2.12	1.3.7		9c6a7ac5b01e9387ede4cba6431b491aa6d92451
org.elasticmq	ui_2.12	1.3.8		c04bc4b3a1b476ec02a0fe5987bfca0ec163fad9
org.imca-cat.maven	profile-activation-advanced	0.1.0		0d9c05736d16cac5e930b41bf2171290531b31aa
org.imca-cat.maven	profile-activation-advanced	0.2.0		35796d54410424cc7780898288a61d1882f6d099
org.into-cps.maestro	frameworks	2.0.2		N/A
org.into-cps.maestro	frameworks	2.0.3		N/A
org.into-cps.maestro	frameworks	2.1.4		N/A
org.into-cps.maestro	frameworks	2.1.5		N/A
org.into-cps.maestro	frameworks	2.1.6		N/A
org.into-cps.maestro	frameworks	2.1.7		N/A
org.into-cps.maestro	frameworks	2.1.8		N/A
org.into-cps.maestro	frameworks	2.1.9		N/A
org.into-cps.maestro	frameworks	2.2.1		N/A
org.into-cps.maestro	frameworks	2.2.2		N/A
org.into-cps.maestro	frameworks	2.2.3		N/A
org.into-cps.maestro	frameworks	2.2.4		N/A
org.into-cps.maestro	frameworks	2.2.5		N/A
org.into-cps.maestro	frameworks	2.3.0		N/A
org.into-cps.maestro	frameworks	2.3.1		N/A
org.into-cps.maestro	frameworks	2.4.0		N/A
org.into-cps.maestro	frameworks	2.4.1		N/A
org.into-cps.maestro	frameworks	3.0.0		N/A
org.into-cps.maestro	frameworks	3.0.1		N/A
org.into-cps.maestro	frameworks	3.0.2		N/A
org.into-cps.maestro	frameworks	3.1.0		N/A
org.into-cps.maestro	frameworks	3.1.1		N/A
org.into-cps.maestro	frameworks	4.0.0		N/A
org.kill-bill.commons	killbill-utils	0.26.0		8d0fcbe15bd244ef85173b5f750c1fd9ad7b57bf
org.kill-bill.commons	killbill-utils	0.26.1		237a561f378f2cce064bf3045c2f0c26e873027a
org.kill-bill.commons	killbill-utils	0.26.2		2d9551d6a5695ef00ef75d44c00359b6eeb7ec15
org.kill-bill.commons	killbill-utils	0.26.3		43f668a2069040a0134f0f7db439f9b00e1441ec
org.kill-bill.commons	killbill-utils	0.26.4		4cdf102cfb44870ae7059d4b8212a9377dc60ae1
org.kill-bill.commons	killbill-utils	0.26.5		59754557c6598d258f7ce774089e14251bb63a01
org.kill-bill.commons	killbill-utils	0.26.6		c01e9ac7d1af24a870a2cab6c845f07022d157d6
org.metachart	metachart-util	0.0.2		a4546dd0db381dd8ba6abf35cb780f6181b5c6a5
org.metachart	metachart-util	0.0.4		d95c3d423335bd9125aa53e718eaf8763e7e8ff4
org.metachart	metachart-util	0.0.7		e19775a6f4a82b39284c196a36ba68e7368875c2
org.mvnpm	remark-frontmatter	5.0.0		fcdfec9b22d3f21baf2ec8e345b14b1a091ee6ab
org.objectweb.fractal.mind.compiler	fractal-runtime	0.1-alpha-4		e45eb8d9971d63fa476e3c82e45b5ff49fe3eb4e
org.objectweb.fractal.mind.compiler	fractal-runtime	0.1-beta-1		af27c038b5dab45500f3efd820bf24696498eee2
org.objectweb.fractal.mind.compiler	fractal-runtime	0.1-beta-2		85ceb89b896f8adf45177b6714f13d4f0188c871
org.odpi.egeria	ui-admin-services-api	1.1		da2d6aa12d491314863bb459bb5c4d6346447ff1
org.odpi.egeria	ui-admin-services-api	1.2		bd558d0f2d9f1eb7a67f26f73964f26cc592d0b0
org.odpi.egeria	ui-admin-services-api	1.3		67c6ecdb1686f2fa3e76903c4e22b02b07482d21
org.odpi.egeria	ui-admin-services-api	1.4		61aed7940d8854a77d9101f05a534a0a378b54e4
org.openidentityplatform.openam	log	14.5.2.1		2d233fd4132c403c5f377be095714968261c1e74
org.openidentityplatform.openam	log	14.5.3.1		01b98d0abdcaafdae4f49ee5ff99898bab36dca5
org.openidentityplatform.openam	log	14.5.3.2		6a8483dde248ccc039d094c31f8bceafd3c0a756
org.openidentityplatform.openam	log	14.5.3.3		e3568161422ae4ba8da80e70ee44a59ea90c1b33
org.openidentityplatform.openam	log	14.5.4.1		cb5128ac76a32b519e12b5d2943103a985ccadf9
org.openidentityplatform.openam	log	14.6.1.1		36c600169875bcfb3982347402ec330e4a044a64
org.openidentityplatform.openam	log	14.6.1.2		e6835f9b068a867310c159c34d1e332b4dd49f68
org.openidentityplatform.openam	log	14.6.2.1		9fabf7b74d0d6b10bed5b44a3750523bde3b3b38
org.openidentityplatform.openam	log	14.6.3.1		6b209ab98022ab1d11e50600dd04db0b30462957
org.openidentityplatform.openam	log	14.6.4.1		5088d2cb51c5f48f9323d90908be070884104f67
org.openidentityplatform.openam	log	14.6.5.3		1278e15aacf9bf65f7b308b3c8ecf34c6af251a0
org.openidentityplatform.openam	log	14.6.6.1		b7f46bc8a2c9e21cbae28e878635afde4187bd30
org.openidentityplatform.openam	log	14.7.0.0		30a1ce38ccc0823aac75e6ee62b63803f513f60a
org.openidentityplatform.openam	log	14.7.2.3		964f0756ffc5427761ccc13789711b079fe2ba64
org.openidentityplatform.openam	log	14.7.3.1		86884dc37f9f507f9c525597eb06c0c078a76d40
org.openidentityplatform.openam	log	14.7.4.1		d1d4e03989e86a033c4483cb7cd291bea688c015
org.openidentityplatform.openam	log	14.8.1.0		a0c256f29967e30a9c4ad8f51542ec874dd530ba
org.openidentityplatform.openam	log	14.8.2.1		c48bfafba39b8e968958b538d41b14c1fd513bd3
org.openidentityplatform.openam	log	14.8.2.2		dd1090ff0698aec327a60dbd49038c1be83ef714
org.openidentityplatform.openam	log	14.8.2.3		ffbc666ba62fd92b28392b0e572e1cacdcb631fb
org.openidentityplatform.openam	log	14.8.3.1		f6d4e89b3b38249e18872ea2e690c74bffb6f1f3
org.openidentityplatform.openam	log	14.8.4.1		b88c5502e11671a9045b18159baff97221e6479b
org.openidentityplatform.openam	log	15.0.0.1		e00f553710b71ad0d0d25cc92aaaf5539d2e90ec
org.ow2.jonas	jonas-report	5.3.0		N/A
org.ow2.jonas	jonas-report	5.3.0-M7		N/A
org.ow2.jonas	jonas-report	5.3.0-RC1		N/A
org.sakaiproject.delegatedaccess	delegatedaccess-api	1.0		8b77e5a421ed18f06295788d0436a0aad193aa37
org.sakaiproject.delegatedaccess	delegatedaccess-api	1.1		14ae39651213c890824ac72a4917fe542454250d
org.sakaiproject.delegatedaccess	delegatedaccess-api	10.0		4a31b770e7ebfcff70624146436c0a4ea0990230
org.sakaiproject.delegatedaccess	delegatedaccess-api	10.1		c8a2caf43e2f1db18f0ebbfd7a118203333fb3fd
org.sakaiproject.delegatedaccess	delegatedaccess-api	10.2		5c8f8771b6b3e04160e76a2472b00389c511a0ae
org.sakaiproject.delegatedaccess	delegatedaccess-api	10.3		55e4e8e806069eb51786f872582392cc06633c55
org.sakaiproject.delegatedaccess	delegatedaccess-api	10.4		fe36517b881bbc5231c5b2516e255737d4b716e7
org.sakaiproject.delegatedaccess	delegatedaccess-api	10.6		150fae1fae6159e4ef210a61e8800a43947b26b9
org.sakaiproject.delegatedaccess	delegatedaccess-api	10.7		13ba50c6e7e066e1289b9e980cced845e3db551c
org.sakaiproject.delegatedaccess	delegatedaccess-api	11.0		ced86089af6639017ec6bde7741f5a1c08074409
org.sakaiproject.delegatedaccess	delegatedaccess-api	11.1		b0f63ce9c8b0e4727f79e5c95cd4952e59370215
org.sakaiproject.delegatedaccess	delegatedaccess-api	11.2		d9790ef607d2fe211fabd95675ffb69be0173551
org.sakaiproject.delegatedaccess	delegatedaccess-api	11.3		386a9eabee792b35bd830db7d5f1a2b68c18d572
org.sakaiproject.delegatedaccess	delegatedaccess-api	11.4		3718aaf0fdc2b1e8029e432442fc845bada61ddd
org.sakaiproject.delegatedaccess	delegatedaccess-api	12.0		1b451f1d07951320f2787e8562e93ba7dd99e943
org.sakaiproject.delegatedaccess	delegatedaccess-api	12.1		4fe678eaaa789b04a20cfe1465ef3a969181d4c4
org.sakaiproject.delegatedaccess	delegatedaccess-api	12.2		a46398e4559e397a8d84f4c90164f44aa7886c31
org.sakaiproject.delegatedaccess	delegatedaccess-api	12.3		3bd8bce987adc3f3789da26f9a92bc0cf56aceb1
org.sakaiproject.delegatedaccess	delegatedaccess-api	12.4		b09c3954112925b7ab1395a9a46b4a4abe9e59d7
org.sakaiproject.delegatedaccess	delegatedaccess-api	12.5		f3d967cd8cd65204d5d54cc82c44a5a95d5023e8
org.sakaiproject.delegatedaccess	delegatedaccess-api	12.6		569b70c2c8d21c5d821fdab3cb98555c8f996a4d
org.sakaiproject.delegatedaccess	delegatedaccess-api	12.7		7d6ca118151abaa5e0d0e75378456cbb44d498f7
org.sakaiproject.delegatedaccess	delegatedaccess-api	19.0		e6cfc3f9176f55a3805024cc1f6e910512959356
org.sakaiproject.delegatedaccess	delegatedaccess-api	19.1		4d36fb11d432af09049ec01736c00876478f6c73
org.sakaiproject.delegatedaccess	delegatedaccess-api	19.2		11d8c2de1cd8a5117388b88cd90020f043f6bf18
org.sakaiproject.delegatedaccess	delegatedaccess-api	19.3		8c635431ca3b453852c839f1e5055bcb96abff1e
org.sakaiproject.delegatedaccess	delegatedaccess-api	19.4		f57e5c86be31cb007a4020da13f0fda26e4e2b13
org.sakaiproject.delegatedaccess	delegatedaccess-api	19.5		4ec2345d9ae9e776d8eec8b843c481bc4943dcf9
org.sakaiproject.delegatedaccess	delegatedaccess-api	19.6		59be57f06d7ff76d04ff5c7817d87f374854dea2
org.sakaiproject.delegatedaccess	delegatedaccess-api	2.0		4acad217c06cbeace3345a99c4041ced6500be26
org.sakaiproject.delegatedaccess	delegatedaccess-api	2.1		e56ff34e802c19031e03697eb28cc30a309c8696
org.sakaiproject.delegatedaccess	delegatedaccess-api	20.0		5c6b415042ff276276ced75ff69906a4db22ab33
org.sakaiproject.delegatedaccess	delegatedaccess-api	20.1		f698b0b931162bed1a97133710f55ebfb3b0babd
org.sakaiproject.delegatedaccess	delegatedaccess-api	20.2		03e7e831b479cb2d2dc195a45eb795740616107d
org.sakaiproject.delegatedaccess	delegatedaccess-api	20.3		236448a38a198494bfaa1758f60e7d36be84ef4c
org.sakaiproject.delegatedaccess	delegatedaccess-api	20.4		47c31c742e4a9f317b620db462cdfd8590d6eb1c
org.sakaiproject.delegatedaccess	delegatedaccess-api	20.5		525fa0bc11319806331403c21963c5769f29df04
org.sakaiproject.delegatedaccess	delegatedaccess-api	20.6		53f53d95aa190c47227853b75e6a4b4dde573a55
org.sakaiproject.delegatedaccess	delegatedaccess-api	21.0		48ef0cfdfc5be56f882bf59ac77b77f13dec1164
org.sakaiproject.delegatedaccess	delegatedaccess-api	21.1		31fbf9cf02631d81405bd5e09b00ed057adcc07e
org.sakaiproject.delegatedaccess	delegatedaccess-api	21.2		b334995cf19cfece6750e4f190fa614d16d0e206
org.sakaiproject.delegatedaccess	delegatedaccess-api	21.3		ca522f18bf06e4ffff1204587b407dc8794ddbad
org.sakaiproject.delegatedaccess	delegatedaccess-api	21.4		c4bb5029d2fff2a8c41d158d0e612c3e55d63c0d
org.sakaiproject.delegatedaccess	delegatedaccess-api	21.5		5af28d7f886834a0187522e72c7462d8e0c4cf04
org.sakaiproject.delegatedaccess	delegatedaccess-api	22.0		51bb2907dd58faa30001f27433e96f235eac0d35
org.sakaiproject.delegatedaccess	delegatedaccess-api	22.1		3108d7495f4165081a97dca4f34c9b2c3bdde859
org.sakaiproject.delegatedaccess	delegatedaccess-api	22.2		32b78f353cef064c2f23e5b85a96719a256d82ca
org.sakaiproject.delegatedaccess	delegatedaccess-api	22.3		ecdc690561930af10e7463224302f17ecd9ef3a3
org.sakaiproject.delegatedaccess	delegatedaccess-api	22.4		42978e3ad9bcc79aec9ea857ac16e66255049156
org.sakaiproject.delegatedaccess	delegatedaccess-api	22.5		c27d73da0800997544cc491d80f27afb132d2751
