at.released.cassettes	cassettes-base-wasm-wasi	0.1-alpha01		N/A
org.opendaylight.bgpcep	pcep-topology-spi	0.20.4		9625070e2cd513ff51a137927595aecda5fd64d1
org.opendaylight.bgpcep	pcep-topology-spi	0.20.5		a2bb73fe3bcae64efdcaff602ca774fc1322c934
org.opendaylight.bgpcep	pcep-topology-spi	0.20.6		519d12ff4562a51055ca3f430bfac2c413e50927
org.opendaylight.bgpcep	pcep-topology-spi	0.20.7		5eb1d6f692974be213ede108be9c58a3d6f0c4f1
org.opendaylight.bgpcep	pcep-topology-spi	0.20.8		985faa43bab22c8377d856722ccc6e9c35b6c0b3
org.opendaylight.bgpcep	pcep-topology-spi	0.20.9		dca4a174725743269c0127ae39d5f7fe4ae7fbee
org.opendaylight.bgpcep	pcep-topology-spi	0.21.0		969b8a6808559c2e38a1fc43999f61ed1cc1dcbc
org.opendaylight.bgpcep	pcep-topology-spi	0.21.1		41f9ee53b503dcc862b3749370d7c55f8ff95123
org.opendaylight.bgpcep	pcep-topology-spi	0.21.10		6e20f8ef68d692c9cd92f9437ebd3b1def9550d2
org.opendaylight.bgpcep	pcep-topology-spi	0.21.11		b6ebf1142157a0bbe1765ab2c234e0aaf1393ab3
org.opendaylight.bgpcep	pcep-topology-spi	0.21.2		7ea525158cbc4aa6829e20243d29fb42c63a5109
org.opendaylight.bgpcep	pcep-topology-spi	0.21.3		b6cd8760dbc0ebc9c2fd1d5a89aff7f90ab49aad
org.opendaylight.bgpcep	pcep-topology-spi	0.21.4		b1ffc4ceeb120e082eae6fbafbacf46f894233a4
org.opendaylight.bgpcep	pcep-topology-spi	0.21.5		8b9fd8db6c774703fa4c256333f7ebe8b9e09134
org.opendaylight.bgpcep	pcep-topology-spi	0.21.6		0b9c3bae4153fa0627f7f4a6f4bc9f47704e4940
org.opendaylight.bgpcep	pcep-topology-spi	0.21.7		c560526d1cee7b754134aefd1ba4396cb737870f
org.opendaylight.bgpcep	pcep-topology-spi	0.21.8		079104dc6a7d3630e3c42a4355154455edc3f969
org.opendaylight.bgpcep	pcep-topology-spi	0.21.9		83814564aedba765844933f3546325d2aa4b6aa9
org.opendaylight.bgpcep	pcep-topology-spi	0.22.0		7bdfcba8e890b2cd13028565e2627054a47b83e8
org.opendaylight.bgpcep	pcep-topology-spi	0.22.1		86ce93f08ff9432715caee7562ec2879b032d24d
org.opendaylight.bgpcep	pcep-topology-spi	0.22.10		fb3df8d51923ca687234e0df42a63ac2c8ec4bf4
org.opendaylight.bgpcep	pcep-topology-spi	0.22.2		942e889f01255817b9f9598ff777f28361a2f3ab
org.opendaylight.bgpcep	pcep-topology-spi	0.22.3		e67be39a5bac4ca8e0e7b8bc6eef8f42924dd041
org.opendaylight.bgpcep	pcep-topology-spi	0.22.4		10dd3fe738f913ec2ff206d40f8ae23ad2a77a4b
org.opendaylight.bgpcep	pcep-topology-spi	0.22.5		33b65a05ac627d44883e2e6c9b065c15b7def6eb
org.opendaylight.bgpcep	pcep-topology-spi	0.22.6		df0f4ed0721eb21ef1bb5a596d8afe71bc1db940
org.opendaylight.bgpcep	pcep-topology-spi	0.22.7		415bbad59f90e4a5df7f2e6203574a3b1f8c136a
org.opendaylight.bgpcep	pcep-topology-spi	0.22.8		ddbf144de6c4073f24c601b1def09cc425b29eac
org.opendaylight.bgpcep	pcep-topology-spi	0.22.9		cebbb48ca6d113c3e70441f4906247a3c15cd067
org.opendaylight.bgpcep	pcep-topology-spi	0.3.0		3b7d5eabb87c1e9f510b1e39ece82f027a7900c5
org.opendaylight.bgpcep	pcep-topology-spi	0.3.1-Helium		237f72edbc61137398a7073108d8e10234d3678e
org.opendaylight.bgpcep	pcep-topology-spi	0.3.2-Helium-SR1		f03ec1f105af3db0e99293251e4187f2724838a8
org.opendaylight.bgpcep	pcep-topology-spi	0.3.2-Helium-SR1.1		cf54ab233b6c280f1a6698e0184985546254bc89
org.opendaylight.bgpcep	pcep-topology-spi	0.3.3-Helium-SR2		d1e3e312556a740507004a2d7ab30c3c27d5a185
org.opendaylight.bgpcep	pcep-topology-spi	0.3.4-Helium-SR3		feebcf58c243bab77eaccfcc48766a3784c9bc9c
org.opendaylight.bgpcep	pcep-topology-spi	0.3.5-Helium-SR4		66729a799dd54f15fa476520bd264ce732c648c0
org.opendaylight.bgpcep	pcep-topology-spi	0.4.0-Lithium		68ac0d0e4a75b05725752e7b680c4143c0814358
org.opendaylight.bgpcep	pcep-topology-spi	0.4.1-Lithium-SR1		0049954bfa16611a3dcdd17c742362e0cdb89a5d
org.opendaylight.bgpcep	pcep-topology-spi	0.4.2-Lithium-SR2		cf50eac437eaa510731ff08837a8a1d13987e9de
org.opendaylight.bgpcep	pcep-topology-spi	0.4.3-Lithium-SR3		93db57b0a25b9b5623b31618a98aac7e707c1acc
org.opendaylight.bgpcep	pcep-topology-spi	0.4.4-Lithium-SR4		581aeae9aec876c606bf4b7b57491cc27adc50b1
org.opendaylight.bgpcep	pcep-topology-spi	0.5.0-Beryllium		4d9ee3e47de7d127b013b81be0ccc907d0e060c4
org.opendaylight.bgpcep	pcep-topology-spi	0.5.1-Beryllium-SR1		e68961c30b9ffb00c312d90f965e3f7156d28956
org.opendaylight.bgpcep	pcep-topology-spi	0.5.2-Beryllium-SR2		39b414050ea88b83443f463b48b5d552fbbec353
org.opendaylight.bgpcep	pcep-topology-spi	0.5.3-Beryllium-SR3		8e9f3f1bf1c17ee7fd672697290e614d6557268a
org.opendaylight.bgpcep	pcep-topology-spi	0.5.4-Beryllium-SR4		88faf028134f8364d5c0144e20d7314aea3eb12c
org.opendaylight.bgpcep	pcep-topology-spi	0.6.0-Boron		ff051b66cbfd22fed51fc5830e7a26e44164d903
org.opendaylight.bgpcep	pcep-topology-spi	0.6.1-Boron-SR1		a35eef0bd64edc3a5ef7cbcf040870333a388b9d
org.opendaylight.bgpcep	pcep-topology-spi	0.6.2-Boron-SR2		9010c9f6e32bbb6caab42050a14f313559104f13
org.opendaylight.bgpcep	pcep-topology-spi	0.6.3-Boron-SR3		29dd8c65ef9553b58febd9375521aa84e83a15b7
org.opendaylight.bgpcep	pcep-topology-spi	0.6.4-Boron-SR4		af14ebbea10ccae3d2129b629fbb3e0b4a806f38
org.opendaylight.bgpcep	pcep-topology-spi	0.7.0-Carbon		dda91c6934ad74ec8755883ffcd6d07362681d8d
org.opendaylight.bgpcep	pcep-topology-spi	0.7.1-Carbon		6d42a65da26d462db4e80015ef7ca611421bd071
org.opendaylight.bgpcep	pcep-topology-spi	0.7.2-Carbon		4d1150312132eddde03f6e2c6198494c5e2f7d96
org.opendaylight.bgpcep	pcep-topology-spi	0.7.3-Carbon		bc2c62bd19abca4cf75e05d14f2abe94047b77e2
org.opendaylight.bgpcep	pcep-topology-spi	0.7.4-Carbon		ed5e7f5687b2192c2e0d50d1f86c2b36d40c6335
org.opendaylight.bgpcep	pcep-topology-spi	0.8.0		4e3773f01149c49e4bb047381c0b1659e06afcc8
org.opendaylight.bgpcep	pcep-topology-spi	0.8.1		4850817385c650071008fb1eea8a90ac4d88083a
org.opendaylight.bgpcep	pcep-topology-spi	0.8.2		051dd123465cd95206bcfe7cd46b63fe45382662
org.opendaylight.bgpcep	pcep-topology-spi	0.8.3		8ec9bf4401e711da2ce4eb341113b9ec4a25bc83
org.opendaylight.bgpcep	pcep-topology-spi	0.9.0		14675f5acb3cc273934e03171fdf55e4210097e6
org.opendaylight.bgpcep	pcep-topology-spi	0.9.1		38da62fc3eb3b645ddfad67551f8b025e6e25414
org.opendaylight.bgpcep	pcep-topology-spi	0.9.2		cf6d6bf80b011a77740d69a59678327a65a6cf1a
org.opendaylight.bgpcep	pcep-topology-spi	0.9.3		b3d09db3c15282c6a3b99546c3cd229127226e95
org.opendaylight.bgpcep	pcep-topology-spi	0.9.4		9afb30d791d6f81921b1041e8e1e4fe1f62d5901
org.ow2.petals	petals-se-activiti-junit	1.0.0		4ecf2c8819e01985c72b46a77f87b2aeb3861373
org.ow2.petals	petals-se-activiti-junit	1.1.0		d627cbe9a428cf7738a590ea8ba27645c7606789
org.ow2.petals.flowable	flowable-cmmn-api	6.2.1-PETALS-0		63f07f59fb7672293d9728038fd39321989454eb
org.ow2.petals.flowable	flowable-cmmn-api	6.2.1-PETALS-1		a735f5e27dd2faef15a93e0504c820fba92dfde4
org.ow2.petals.flowable	flowable-cmmn-api	6.4.2-PETALS-0		0ba0be710cae33d21cb3d22421f9ce7f1491e80a
org.projectnessie	nessie-perftest-gatling	0.10.0		e78b8948dd7c0504995060b6a128d8a22ab1ca72
org.projectnessie	nessie-perftest-gatling	0.10.1		fd294ef5974fd232d47f40a02481b20737d824a6
org.projectnessie	nessie-perftest-gatling	0.11.0		aa2fff43cf078537de6edbe9bf01e5cd2660269a
org.projectnessie	nessie-perftest-gatling	0.12.0		16b482e2d11d1891f43122699cee11bae96a098e
org.projectnessie	nessie-perftest-gatling	0.12.1		24fe3083a7a47e6995adcbeb842cee1e2ce3dd69
org.projectnessie	nessie-perftest-gatling	0.14.0		bd105a8d23f4f6e1553ee424e2b2a22856de124a
org.projectnessie	nessie-perftest-gatling	0.15.0		796d2621e533b471f4c20a5f3eadd8065b2c73a2
org.projectnessie	nessie-perftest-gatling	0.15.1		753f13f486c016e5d0075df631462ae752572fe4
org.projectnessie	nessie-perftest-gatling	0.16.0		c027e5bd1a5439920370f72594273b3c92718150
org.projectnessie	nessie-perftest-gatling	0.17.0		ba0ba7de53c91e70b52e7b11b8969eb6806304c9
org.projectnessie	nessie-perftest-gatling	0.18.0		6bb5ebb4a9794bc78ecf7577bfd6c61dca350e4f
org.projectnessie	nessie-perftest-gatling	0.19.0		3ce64e0097a1b7bab4efa83b51027face2108f8b
org.projectnessie	nessie-perftest-gatling	0.20.0		9ecf3988dac42c7ed2f8cfe9f7a6e28d84ce827b
org.projectnessie	nessie-perftest-gatling	0.20.1		4a4388a344cdb4e6e1b50af51f9e6de4ff5f6b0d
org.projectnessie	nessie-perftest-gatling	0.21.0		19526ccb9b6acd01c7a103508236368f9b814d48
org.projectnessie	nessie-perftest-gatling	0.21.1		a3d34b5bc57d3d23b2ce18cb302023851f21e236
org.projectnessie	nessie-perftest-gatling	0.21.2		455f6f65696ccd5cb15a61047a2ca8e15f44861c
org.projectnessie	nessie-perftest-gatling	0.22.0		e77ff2d1a4fefcbdc75673bbf117a3f64bdfd3ae
org.projectnessie	nessie-perftest-gatling	0.23.0		3fd3c31e5881a738862cb588e9cd5d537c6c7703
org.projectnessie	nessie-perftest-gatling	0.23.1		ca8b7476e39e38d24a8e8d7bfa43f00b961ee3d9
org.projectnessie	nessie-perftest-gatling	0.24.0		809cfce520ecb2be61334351fef697ce91647eb0
org.projectnessie	nessie-perftest-gatling	0.25.0		3d7e5c213661776ccfd413019051749799d7cf31
org.projectnessie	nessie-perftest-gatling	0.26.0		824b6e4f34d856a6c1f86006f06e2a887ac0487e
org.projectnessie	nessie-perftest-gatling	0.27.0		d57d84676f76bdb48b522d4c3ae015d0182bfdbf
org.projectnessie	nessie-perftest-gatling	0.28.0		884cd881bfe6cb31fae723ffd97a0a23dd83ad7a
org.projectnessie	nessie-perftest-gatling	0.29.0		ec695b957f9638f1ff727c6a4ed5657519c78fbe
org.projectnessie	nessie-perftest-gatling	0.30.0		9a4661ddac797cbc0f50c2e5fe3a752c9e8ea3b6
org.projectnessie	nessie-perftest-gatling	0.40.0		e294743faee76c821097d98e5c7c4b7c2a775504
org.projectnessie	nessie-perftest-gatling	0.40.0	scaladoc	bbec0aeac587da1b0ec7d045f53258ba48a32184
org.projectnessie	nessie-perftest-gatling	0.40.1		8ee26dc0d5ec49852b55c11df8646475804ebe80
org.projectnessie	nessie-perftest-gatling	0.40.1	scaladoc	265c03d4f37cfeacc0bf0e1d2cdc84573eab72ee
org.projectnessie	nessie-perftest-gatling	0.40.2		92b0191ad7b7444ff4afbe89e55db1a7f8273c7e
org.projectnessie	nessie-perftest-gatling	0.40.2	scaladoc	19baf44f258ceaf0448dafc2b1e1819499de28a1
org.projectnessie	nessie-perftest-gatling	0.40.3		fe9cb99ede2bb724d6e2282c8333925209eb7d4c
org.projectnessie	nessie-perftest-gatling	0.40.3	scaladoc	7cac208a49fff695b43cffd8debbc9d92019e4ad
org.projectnessie	nessie-perftest-gatling	0.41.0		c5dff2ac63ea94c38935ba3d70c4ec32923dc17b
org.projectnessie	nessie-perftest-gatling	0.41.0	scaladoc	5cd07d7b0c59787a173cec8ab48b9cc2cb47a72e
org.projectnessie	nessie-perftest-gatling	0.42.0		a3bb9b01056f68603c5839538748832fe194965d
org.projectnessie	nessie-perftest-gatling	0.42.0	scaladoc	619a2220caa6bd44d9a02f184c381a4287ea4800
org.projectnessie	nessie-perftest-gatling	0.43.0		b14906626ccbe4cbfdbad2817e5efd5798cc3224
org.projectnessie	nessie-perftest-gatling	0.43.0	scaladoc	98f5afccf3c2a2101ca5a1d2d5133c76dc2ec76f
org.projectnessie	nessie-perftest-gatling	0.44.0		358dc57f69a997dc8500b49278aa7699f32abc5b
org.projectnessie	nessie-perftest-gatling	0.44.0	scaladoc	bcce66290e6a9bfe9b6aaf04bd7ceab3f895c45c
org.projectnessie	nessie-perftest-gatling	0.45.0		63c0c7db416c635453bbacf13c671e6c6def1b7d
org.projectnessie	nessie-perftest-gatling	0.45.0	scaladoc	6ccae6c0c16dd06836296e436f5a6c0a45fa3aed
org.projectnessie	nessie-perftest-gatling	0.46.0		c038cb580dd4a5326632f10ff0397f5948f9255a
org.projectnessie	nessie-perftest-gatling	0.46.0	scaladoc	7639bee395aa38832485e5067bd58cc1b97b5499
org.projectnessie	nessie-perftest-gatling	0.46.2		f87cfdde2d3ed9e703a902c6bbcdefdae126132f
org.projectnessie	nessie-perftest-gatling	0.46.2	scaladoc	a9ee958cfecd95a55661625c83700f03e4ea15a9
org.projectnessie	nessie-perftest-gatling	0.46.3		b9cb5814bd2dea28dd4f8264bb1df14ea29edd3b
org.projectnessie	nessie-perftest-gatling	0.46.3	scaladoc	5e257640f7beb160b0f004b20bd5ffa355cc707a
org.projectnessie	nessie-perftest-gatling	0.46.5		9dc5e2e50a9e8b6b79970ad5d07320b79062ce33
org.projectnessie	nessie-perftest-gatling	0.46.5	scaladoc	ebc16a07fc2e042282ba7036d7b79e4cdcfc294e
org.projectnessie	nessie-perftest-gatling	0.46.7		1cef3de18dd058f81862f9be812e7ab53ba57d31
org.projectnessie	nessie-perftest-gatling	0.46.7	scaladoc	71b2386a9e2596bd36c8cbcce62675b24fa111a5
org.projectnessie	nessie-perftest-gatling	0.47.0		adc9ae03bd1c630395296114313131a5b22dde1b
org.projectnessie	nessie-perftest-gatling	0.47.0	scaladoc	00d157d3f70e855f9398e657a72af01a051821c8
org.projectnessie	nessie-perftest-gatling	0.47.1		d6d51e92c7f1d6267a2262cf4c5a3ba19578e383
org.projectnessie	nessie-perftest-gatling	0.47.1	scaladoc	82087e7e8cfca02ece872544ecce6e072fb919cf
org.projectnessie	nessie-perftest-gatling	0.48.0		96467934f3410dfafa09f62898c1d1b0f3fc00f2
org.projectnessie	nessie-perftest-gatling	0.48.0	scaladoc	8691c4536c315490d79c7ad00a8a6cb27c8059ad
org.projectnessie	nessie-perftest-gatling	0.48.1		fcc206ed40701de46334ac724a92a99cd2214006
org.projectnessie	nessie-perftest-gatling	0.48.1	scaladoc	bf413e7abfaeceb187b839aa6a2a7f75ec19dcfa
org.projectnessie	nessie-perftest-gatling	0.48.2		c3385f04c8473091742a4746328ba816e5a04494
org.projectnessie	nessie-perftest-gatling	0.48.2	scaladoc	3c429f6987e5deac41ab9ea1d80b2515ab725c27
org.projectnessie	nessie-perftest-gatling	0.49.0		bc34a382c77af4b80a4e0f199aab87704d1bcc7e
org.projectnessie	nessie-perftest-gatling	0.49.0	scaladoc	f03d1067593743d553983b73ff6758b84fc30a5b
org.projectnessie	nessie-perftest-gatling	0.50.0		eb2a92d2fc1aaea116736812289f88727eca7426
org.projectnessie	nessie-perftest-gatling	0.50.0	scaladoc	7d0ff05197205b699445033e073238939f25f15e
org.projectnessie	nessie-perftest-gatling	0.51.1		N/A
org.projectnessie	nessie-perftest-gatling	0.52.0		N/A
org.projectnessie	nessie-perftest-gatling	0.52.1		N/A
org.projectnessie	nessie-perftest-gatling	0.52.3		N/A
org.projectnessie	nessie-perftest-gatling	0.53.0		N/A
org.projectnessie	nessie-perftest-gatling	0.53.1		N/A
org.projectnessie	nessie-perftest-gatling	0.54.0		N/A
org.projectnessie	nessie-perftest-gatling	0.55.0		N/A
org.projectnessie	nessie-perftest-gatling	0.56.0		N/A
org.projectnessie	nessie-perftest-gatling	0.57.0		N/A
org.projectnessie	nessie-perftest-gatling	0.58.0		N/A
org.projectnessie	nessie-perftest-gatling	0.58.1		N/A
org.projectnessie	nessie-perftest-gatling	0.59.0		N/A
org.projectnessie	nessie-perftest-gatling	0.8.2		46bc1338e3234ef131b5d209a1db3f610d73e800
org.projectnessie	nessie-perftest-gatling	0.8.3		ae573e6b7e48bd7c3f45832f868e2b7881806485
org.projectnessie	nessie-perftest-gatling	0.9.0		39bbf24ae70edfb3e8badae921441ad65c6fa89a
org.projectnessie	nessie-perftest-gatling	0.9.1		027f16ea9052356753c46dc4b3782edfb9cdecd9
org.projectnessie	nessie-perftest-gatling	0.9.2		0da0d5bc46545c85e118569822ef6986b9d75f54
org.sakaiproject.site	site	11.0		N/A
org.sakaiproject.site	site	11.1		N/A
org.sakaiproject.site	site	11.2		N/A
org.sakaiproject.site	site	11.3		N/A
org.sakaiproject.site	site	11.4		N/A
org.sakaiproject.site	site	12.0		N/A
org.sakaiproject.site	site	12.1		N/A
org.sakaiproject.site	site	12.2		N/A
org.sakaiproject.site	site	12.3		N/A
org.sakaiproject.site	site	12.4		N/A
org.sakaiproject.site	site	12.5		N/A
org.sakaiproject.site	site	12.6		N/A
org.sakaiproject.site	site	12.7		N/A
org.sakaiproject.site	site	19.0		N/A
org.sakaiproject.site	site	19.1		N/A
org.sakaiproject.site	site	19.2		N/A
org.sakaiproject.site	site	19.3		N/A
org.sakaiproject.site	site	19.4		N/A
org.sakaiproject.site	site	19.5		N/A
org.sakaiproject.site	site	19.6		N/A
org.sakaiproject.site	site	2.9.0		N/A
org.sakaiproject.site	site	2.9.0-b03		N/A
org.sakaiproject.site	site	2.9.0-b04		N/A
org.sakaiproject.site	site	2.9.0-b05		N/A
org.sakaiproject.site	site	2.9.0-b06		N/A
org.sakaiproject.site	site	2.9.0-b07		N/A
org.sakaiproject.site	site	2.9.0-rc01		N/A
org.sakaiproject.site	site	2.9.0-rc02		N/A
org.sakaiproject.site	site	2.9.0-rc03		N/A
org.sakaiproject.site	site	2.9.1		N/A
org.sakaiproject.site	site	2.9.2		N/A
org.sakaiproject.site	site	2.9.3		N/A
org.sakaiproject.site	site	20.0		N/A
org.sakaiproject.site	site	20.1		N/A
org.sakaiproject.site	site	20.2		N/A
org.sakaiproject.site	site	20.3		N/A
org.sakaiproject.site	site	20.4		N/A
org.sakaiproject.site	site	20.5		N/A
org.sakaiproject.site	site	20.6		N/A
org.sakaiproject.site	site	21.0		N/A
org.sakaiproject.site	site	21.1		N/A
org.sakaiproject.site	site	21.2		N/A
org.sakaiproject.site	site	21.3		N/A
org.sakaiproject.site	site	21.4		N/A
org.sakaiproject.site	site	21.5		N/A
org.sakaiproject.site	site	22.0		N/A
org.sakaiproject.site	site	22.1		N/A
org.sakaiproject.site	site	22.2		N/A
org.sakaiproject.site	site	22.3		N/A
org.sakaiproject.site	site	22.4		N/A
org.sakaiproject.site	site	22.5		N/A
org.sakaiproject.site	site	23.0		N/A
org.sakaiproject.site	site	23.1		N/A
org.sakaiproject.site	site	23.2		N/A
org.sakaiproject.site	site	23.3		N/A
org.spekframework.spek2	spek-runtime-native-macos	2.0.10		N/A
org.spekframework.spek2	spek-runtime-native-macos	2.0.11		N/A
org.spekframework.spek2	spek-runtime-native-macos	2.0.12		N/A
org.spekframework.spek2	spek-runtime-native-macos	2.0.13		N/A
org.spekframework.spek2	spek-runtime-native-macos	2.0.14		N/A
org.spekframework.spek2	spek-runtime-native-macos	2.0.15		N/A
org.spekframework.spek2	spek-runtime-native-macos	2.0.16		N/A
org.spekframework.spek2	spek-runtime-native-macos	2.0.17		N/A
org.spekframework.spek2	spek-runtime-native-macos	2.0.18		N/A
org.spekframework.spek2	spek-runtime-native-macos	2.0.19		N/A
org.typelevel	catalysts-platform_2.10	0.0.2		2ef7e40a19d5ca8663e6f0229f908fe3a62d26ca
org.typelevel	catalysts-platform_2.10	0.0.3		9670cdd0dddb05933a7527ac7e8a26589b7d4f21
org.typelevel	catalysts-platform_2.10	0.0.4		049c28cb112be8cdbad3854fb6602691ea41fcc6
org.typelevel	catalysts-platform_2.10	0.0.5		b822767027e0842a4233f57063121e1ffa8af920
org.typelevel	catalysts-platform_2.10	0.6		4dbfebdbeda0d23c40abeb0219dae64d4c253734
org.typelevel	cats-laws_native0.4_2.13	2.10.0		c32b2261ef87713ec8c8aa95fd92fe3e0081405b
org.typelevel	cats-laws_native0.4_2.13	2.11.0		5fd73eacd99f0a2e2db5675c8f1f48e24f700fc3
org.typelevel	cats-laws_native0.4_2.13	2.4.0		deb868fb26767d0294f3bc6e63058317ed1430b0
org.typelevel	cats-laws_native0.4_2.13	2.4.1		7113563543cdb09752cc40613ed16d5accef1689
org.typelevel	cats-laws_native0.4_2.13	2.4.2		5995e8683d939829d97870ce6347beeec165053a
org.typelevel	cats-laws_native0.4_2.13	2.5.0		e2bb4faec1a8e56e06c10f52e29846043b730200
org.typelevel	cats-laws_native0.4_2.13	2.6.0		58d742694ca01e588d30425f0254530576d6048a
org.typelevel	cats-laws_native0.4_2.13	2.6.1		ae8d6f61a2e4a3631124c289d5e8b8c9f2b9667e
org.typelevel	cats-laws_native0.4_2.13	2.7.0		8893e6d411974e0653a4b717bc7b046fc076ea09
org.typelevel	cats-laws_native0.4_2.13	2.8.0		0e2870fc4d356401fe4ecade782b8d0c2d2baa4b
org.typelevel	cats-laws_native0.4_2.13	2.9.0		50803dfadd1d49c983d3c64ece201ed36c4a0658
org.webjars.npm	chartjs-plugin-colorschemes	0.3.0		867d42782e9f062ebf6f1105536aa66f5854d33d
org.webjars.npm	chartjs-plugin-colorschemes	0.4.0		008b57691588f381e7eab68e8dfc5eb6eae282d7
org.webjars.npm	github-com-NeoFusion-hierarchy-select	1.0.1		963af05a6c14a4d04d3edfce937bf99c8544bf60
org.webjars.npm	github-com-akveo-angular-progress-button-styles	0.1.0		7bd3bbdd70ec9e5d11276294b9fedbd517034aa6
org.webjars.npm	node-zam	0.3.8		a341e6ad9fa13ac88a38584ab1fc0d7dff42673b
org.webjars.npm	siemens__ix	1.6.3		5cf4970771b3dbbcea0ceffd19970c7d8b7b489f
org.webjars.npm	siemens__ix	2.0.1		c37986cb352269a46051466ad98aaa00351c6ee2
org.webjars.npm	siemens__ix	2.0.3		d6edf328e43e24429abae3e24e3bbe74b1d9bed4
org.webjars.npm	siemens__ix	2.0.4		52f2cbce5adf321060911ce6b072e31e25caf952
org.webjars.npm	siemens__ix	2.1.0		a80dd9f16c51bc8ab35d04e63d13dd256c8bdb9b
org.webjars.npm	siemens__ix	2.2.1		04cb5e3267c651a189802532e15aaa43cc9609c3
org.webjars.npm	siemens__ix	2.4.1		80f820d5765f5661cbe522abf67f4d60537b4b11
org.webjars.npm	siemens__ix	2.5.0		e7f0eb122cea38fe74bcb3a090dc5af8ac054a0d
org.webjars.npm	siemens__ix	2.6.0		1867211a5f56e7cd65ea6bab90c0b4518b22c0b2
org.webjars.npm	siemens__ix	2.7.0		b534c99bcbdb0e6f64eff891d3d62d2dd4360920
org.webjars.npm	wry__caches	1.0.1		f2d22a2bcaec376001108f94e631ee778e19fa3c
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.17		3902618f466129bf27cb85b08a50bc4f63782796
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.18		23973d8412e1818aa610fd835b149b29fbba4449
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.19		2d670be116c73a80e54ff0f75d2d6b79e589f781
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.20		f3a14899ee44dc2cea35ba3f7786190c8b0710af
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.21		f1fad0bbb20142cf1c81a8560cd61b03f73950b6
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.22		13c0d3b6ed8af369748b01b3fb27658c5f34e286
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.23		0519979ff3a286d75834b22bfc03dd9ffcdb90c7
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.24		09fc4a16654b8fdcf862967489b6d11260aaac9f
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.25		c98e20127f529c6247fafceebdbbe933b7797493
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.26		9d0307b59490235ed5cd24ae1ff39e946d781871
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.27		b4f8f5005cc6400f8750991e24944a7b9eb62ea8
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.28		c95e6e98ee03b7456ed24c1336cb26bc5af20e35
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.29		2f448c477e07d9c5e3da2b4b6aee83b10f622aec
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.30		5bde97a613f412422a180e500378ffa0b4b1f5c3
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.31		6935d478d542254d04960e91c1ce6d14a82fcbf6
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.32		6bc068e8074d0ed3f2faede1c1a1af3dbeb0b9d2
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.33		ea5d2e155728e8c949b08c99691b1d2e06842139
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.34		80b5c27c2f747aaf4beabad7f77f82f156410ba6
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.35		b211643066fe4b25e0e41c08595177188dc77860
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.36		dc04fb7ff775662b9acdd64928a15c394dabdd10
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.37		fcfe481395dd471cbe0b226f0c64c115aaf10a58
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.38		a205c09e4da053440e46f75b03836e1175c0fc91
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.39		3c36093f078b084278470967ffe2db204081f20a
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.40		225aeb8e4639b08f232846ecd6e75ccd186e5e0c
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.41		08bfc21db23d96b8c19dea5eac5e7d4dc092443f
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.42		b0e319c06bcbf6bbbf357eb4ac9dd51edab2ce39
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.43		c504eb005f30b544fcccaa592d5a28ba1db68440
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.44		d0bf5f6bcebd040afa0cb8e637a533fbc8c17ed4
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.45		19ba4b1f23468508b920151202808686780f0800
org.wso2.carbon.messaging	org.wso2.carbon.andes.event.admin	3.2.46		d60c6490fe3b10814cbb944c769ed45d835a61d8
