biz.netcentric.cq.tools.aemmjml	aemmjml-foundation-package	0.1.0		N/A
io.github.jiawade	selenium-smart	4.7.2.3		6e29b4256b36b9854a661b4bc5a1af35cafeac1b
io.github.jiawade	selenium-smart	4.7.2.4		835b0b8abf5bba4a32075f527c3a7d59b9e95038
io.github.jiawade	selenium-smart	4.7.2.5		7eaecba7b5676b48d44cb47deb5e8e2c539512f8
io.github.jiawade	selenium-smart	4.7.2.6		6925e848a1130452a356255239756c273ad93fad
io.github.jiawade	selenium-smart	4.7.2.7		c4af22e271d60ca5c52dcd0a3a405cd6008b1f3d
io.github.jiawade	selenium-smart	4.8.0		85f4a663a24c46dafc4ed9f2df7b53f1997d5a10
io.github.jiawade	selenium-smart	4.8.0.1		d43ec6fe6ce025b738bdcd5db0137fbc921a5812
io.github.jiawade	selenium-smart	4.8.0.2		89797eaad213d5a63ff268d6a0b90b1b3d7c9fd7
io.github.jiawade	selenium-smart	4.8.1		332c6128fd3988e603e8b0b95a10fa2dfd824ca9
io.github.jiawade	selenium-smart	4.8.1.1		ffce8e23a02ddbe2bb9560d038b8812cc55ce237
io.github.jiawade	selenium-smart	4.8.2		5bcba4db09d8a4b9ccdcae0ddaf3208102286333
io.github.jiawade	selenium-smart	4.8.3		de3c7d7c77933bb17692147ee25f2a71ebdf53ef
io.github.jiawade	selenium-smart	4.9.0		76b4666b2d9abae6e0540578c2f06391d825a7d0
io.github.jiawade	selenium-smart	4.9.0.0		9a2226207f1abaf7c71e84fd535404786a779386
io.github.jiawade	selenium-smart	4.9.0.1		eeaed954d9eb28ce5f4ee431285c41d92fc5ea55
io.github.jiawade	selenium-smart	4.9.1		6977659b9fdb36e179483a888f7391dafc8ef924
io.github.jiawade	selenium-smart	4.9.2		1890022b73bda342bb7daecde8d80be77df25b87
io.github.open-coap	coap-tcp	0.1.0-unknown		ce28a9598423a8c53da5975cd5851a8e1bbcf5a6
io.github.open-coap	coap-tcp	6.10.0		16903aa45bbb56889962625d058805a69850da28
io.github.open-coap	coap-tcp	6.10.1		ced552cde46405f93e4104489cf1268c00cbdf09
io.github.open-coap	coap-tcp	6.11.0		357e4cc026fda6f35c2208067336df5976f18890
io.github.open-coap	coap-tcp	6.12.0		0be55076b75ee8acc4193523a4167016cff08991
io.github.open-coap	coap-tcp	6.13.0		422ceaa51b83c7510e2ebf3036cc6a1161900e57
io.github.open-coap	coap-tcp	6.14.0		5614568398ce5718dc36b080f77a6300e5291918
io.github.open-coap	coap-tcp	6.14.1		49ac1e40b7cb2ffb36e6747e578efe87a6b8940a
io.github.open-coap	coap-tcp	6.15.0		bbe051628a05f86592f9e6d5f3518f7ddca708a3
io.github.open-coap	coap-tcp	6.16.0		8eba9466ce7e5cf3b9a815cb532077d6b80475d4
io.github.open-coap	coap-tcp	6.16.1		5b0ba3ddd676c084030867fcd65642ccbb0d59a4
io.github.open-coap	coap-tcp	6.16.2		22b753bb133d0662f7b165c50ce9c25ad76fc0a8
io.github.open-coap	coap-tcp	6.17.0		6ac4d98cd269bf0d328d78a1def081d0bf94069a
io.github.open-coap	coap-tcp	6.17.1		3a495cd0692a257a701dfefd7294f0d88711f8f5
io.github.open-coap	coap-tcp	6.18.0		79030bc70e59fd903dfd2abc44d5d1f61c6381f8
io.github.open-coap	coap-tcp	6.19.0		39816e9ee70d7ca7e83ff9114f32b1e9816fcb32
io.github.open-coap	coap-tcp	6.20.0		429d7db7390c8d154a7e94e11adf927df538f698
io.github.open-coap	coap-tcp	6.21.0		a7b0d8cdff49b56fc14ec2492433b6af8621f277
io.github.open-coap	coap-tcp	6.22.0		211ae4905d9420b23683f7e44fe2df0bb887a738
io.github.open-coap	coap-tcp	6.22.1		4f1b5777e94be5df4e7f28b8289629ed8ec3ef58
io.github.open-coap	coap-tcp	6.22.2		d2b8ec0c1d776cd299bbe1af85e77af2e1a59d03
io.github.open-coap	coap-tcp	6.22.3		e5673d9dfc01d67bfec35f7bff069693b00ae525
io.github.open-coap	coap-tcp	6.23.0		bfe91a70beae9613162271c4df2c970396464132
io.github.open-coap	coap-tcp	6.24.0		b3fb4a9edb1d3e53798019a7679884ef0a3c8746
io.github.open-coap	coap-tcp	6.24.1		968fd66999d23b0e95161505b116b5ab8532963a
io.github.open-coap	coap-tcp	6.24.2		3a0daa4598f8ce0e03b69f3ccd402d9b06a05943
io.github.open-coap	coap-tcp	6.25.0		7fac05bf44ade8c36da7252b055eb11273fe56f1
io.github.open-coap	coap-tcp	6.25.2		00495e136c2247d27b945f01aaff69b3a463f179
io.github.open-coap	coap-tcp	6.26.0		85e1b9a609a9de0ba2943080b48ba333fd40d980
io.github.open-coap	coap-tcp	6.7.0		5453a5f750e502436a1acb43d98d5c90de123f9f
io.github.open-coap	coap-tcp	6.8.0		a1a5e89a27312e514a67de10c5aded40e3eac968
io.github.open-coap	coap-tcp	6.9.0		b86b13a375c7c03d1674fb9fb4eccd115856ace7
io.github.open-coap	coap-tcp	6.9.1		c69213b23083544abeee330afc76d8d5147aaad2
io.github.pandulapeter.kubriko	tool-logger-iosx64	0.0.1		N/A
io.github.pandulapeter.kubriko	tool-logger-iosx64	0.0.1	metadata	37b897438d0fbb89722a7f472f763d9f581217eb
io.github.pandulapeter.kubriko	tool-logger-iosx64	0.0.2		N/A
io.github.pandulapeter.kubriko	tool-logger-iosx64	0.0.2	metadata	479a33ae8dc221aae717ee8c553a8675919b2944
io.github.pandulapeter.kubriko	tool-logger-iosx64	unspecified		N/A
io.github.pandulapeter.kubriko	tool-logger-iosx64	unspecified	metadata	4ce93c9b16081afdcf92440546d7d5eda0d894e2
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.10.0		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.10.0	metadata	f6d58c420eda4498b98815db8db7a78b9c989078
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.2		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.2	metadata	489aaefabe61894e018d78c99941cfbbe45fb32b
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.3		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.3	metadata	557e3be367fc139c637e4e4271d791fa9f6c7ed9
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.4		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.4	metadata	83e71e6f12c0aba2662d94513ba0aa5392dcaf30
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.5		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.5	metadata	75eec41d226724813b4765c373133e99db86301f
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.6		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.6	metadata	53ad411237865d191ea89cf95798928d9ddb2e1b
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.7		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.7	metadata	3e88863834f2312f930827c7f31dd04e75f2f645
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.8		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.7.8	metadata	abfd58b75cfeeced5610bb3c26f2c16e625b12de
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.8.0		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.8.0	metadata	dc9f486f2ba14b8542317158dc0044c7df762a4d
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.8.1		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.8.1	metadata	3076c73ea984d3b2fd60bc52fafc8d415c11d362
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.8.2		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.8.2	metadata	b636c24685257be518e2709f8ab8ea5a01011c00
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.8.3		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.8.3	metadata	d9520936235964824baf87c004c53eccc9ff0b21
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.8.4		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.8.4	metadata	3edff03485ff0f5255b27d9598d6f55624279232
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.9.0		N/A
io.github.qdsfdhvh	image-loader-core-iossimulatorarm64	1.9.0	metadata	982d649b4b9e03360088925c3e9c7458558d38f3
io.github.zeeeeej	zhongguohong-compose-iosx64	1.0.2		N/A
io.github.zeeeeej	zhongguohong-compose-iosx64	1.0.2	metadata	abf3e5170ff7bcca5d14738040ef6ea81232593e
io.matthewnelson.kotlin-components	secure-random-watchosdevicearm64	0.1.0		N/A
io.matthewnelson.kotlin-components	secure-random-watchosdevicearm64	0.1.0	metadata	babd7673dc55098eeefcd5e2d4c1f11c537b8a05
io.matthewnelson.kotlin-components	secure-random-watchosdevicearm64	0.1.1		N/A
io.matthewnelson.kotlin-components	secure-random-watchosdevicearm64	0.1.1	metadata	b183a9cc893eecd78ef743654b472c8d641fa80b
io.matthewnelson.kotlin-components	secure-random-watchosdevicearm64	0.1.2		N/A
io.matthewnelson.kotlin-components	secure-random-watchosdevicearm64	0.1.2	metadata	7a35d444a6e28eb764c3178287a4905987cce590
io.matthewnelson.kotlin-components	secure-random-watchosdevicearm64	0.1.3		N/A
io.matthewnelson.kotlin-components	secure-random-watchosdevicearm64	0.1.3	metadata	7be864f2d91abeb9a9cf05f21f763e1a42cd1fae
io.sentry.kotlin.multiplatform.gradle	io.sentry.kotlin.multiplatform.gradle.gradle.plugin	0.10.0		N/A
io.sentry.kotlin.multiplatform.gradle	io.sentry.kotlin.multiplatform.gradle.gradle.plugin	0.11.0		N/A
io.sentry.kotlin.multiplatform.gradle	io.sentry.kotlin.multiplatform.gradle.gradle.plugin	0.12.0		N/A
io.sentry.kotlin.multiplatform.gradle	io.sentry.kotlin.multiplatform.gradle.gradle.plugin	0.8.0		N/A
io.sentry.kotlin.multiplatform.gradle	io.sentry.kotlin.multiplatform.gradle.gradle.plugin	0.8.0-beta.1		N/A
io.sentry.kotlin.multiplatform.gradle	io.sentry.kotlin.multiplatform.gradle.gradle.plugin	0.9.0		N/A
io.toolisticon.kotlin.avro.lib	avro-ipc	1.11.4.3		05ee0785b60fffecfc0d606775dff99077821f8a
io.toolisticon.kotlin.avro.lib	avro-ipc	1.11.4.4		6ef4c386e80c4cd646417ada7e814a2f1a9e2c0f
io.toolisticon.kotlin.avro.lib	avro-ipc	1.11.5.0		5087968a6004e69ddf25083ddb4b1838c674eb04
io.toolisticon.kotlin.avro.lib	avro-ipc	1.12.0.0		28ae044ba95f72c06990968929f5a9fa7d2e0aa5
io.toolisticon.kotlin.avro.lib	avro-ipc	1.12.1.0		dba5c5c47b44a8b6cf15ae56cdb022cd2a818e6b
io.toolisticon.kotlin.avro.lib	avro-ipc	1.12.1.1		fb66c96c41dd59ea861fda032aef42f685ab7265
io.toolisticon.kotlin.avro.lib	avro-ipc	1.12.2.0		3a663b484c87c49c3b14f39f69e73fb96b48f10a
io.toolisticon.kotlin.avro.lib	avro-ipc	1.12.3.0		b3320606e1273abed79c5f7a7ca6ed4bb4990a2d
io.toolisticon.kotlin.avro.lib	avro-ipc	1.12.4.0		75fac3f3f83d0bf1e995d024091904be71393470
io.toolisticon.kotlin.avro.lib	avro-ipc	1.12.4.1		1b85355a9882a967ebf1a099b1c6962fd0978e7a
io.toolisticon.kotlin.avro.lib	avro-ipc	1.12.4.2		0b957d44e79dfcef05585a6a72feda6895f74d54
io.toolisticon.kotlin.avro.lib	avro-ipc	1.12.4.3		cdaaaa3da262493ccca3182b7f2990ad0ef8d7cd
it.micegroup.displaytag	displaytag	2.0		755113a1ab18244ae02d22cae6db7337370e39dd
it.micegroup.displaytag	displaytag	2.1		73cfda167117257990c13fcf2db5e0efc319a1ae
it.micegroup.displaytag	displaytag	2.4		dfc5216e0ff0dec0b09509d1f341519bf187eebc
jakarta.tck	persistence-platform-tck	11.0.0-M14		N/A
kg.apc	jmeter-plugins-graphs-composite	2.0		fc97acda38cfce74cd10c1e141ea27de12b9580f
media.kamel	kamel-image-default	1.0.0		348d300b7d9bce9f0898a0b6b3c9e105420d1c61
media.kamel	kamel-image-default	1.0.0-beta.1		8df41f06432d8115fe34d9308566d571c719d682
media.kamel	kamel-image-default	1.0.0-beta.2		292d01afc295ff6d43c17f5a04f37251f8a39537
media.kamel	kamel-image-default	1.0.0-beta.3		730e06f79f37f6d350f1392ca212eb3597e75ada
media.kamel	kamel-image-default	1.0.0-beta.4		6df36f193cd8396eeec2b871d95c780586c21047
media.kamel	kamel-image-default	1.0.0-beta.5		e369f90b9d850bc3275fe345388653868a129952
media.kamel	kamel-image-default	1.0.0-beta.6		d6c0dbb578090b4ac6d7efb1924837972ffd68ee
media.kamel	kamel-image-default	1.0.0-beta.7		d6c0dbb578090b4ac6d7efb1924837972ffd68ee
media.kamel	kamel-image-default	1.0.1		348d300b7d9bce9f0898a0b6b3c9e105420d1c61
media.kamel	kamel-image-default	1.0.2		06a230c4177e9e989c9b9306e54b57ad80d597af
media.kamel	kamel-image-default	1.0.3		06a230c4177e9e989c9b9306e54b57ad80d597af
net.guizhanss	guizhanlib-libraries	2.2.0		7ee9d7fa91adc9aa6de1d713338081bc2ae261a4
net.guizhanss	guizhanlib-libraries	2.3.0		b6925f7627426e4264806c7304e8b7384045f48c
net.ruippeixotog	akka-testkit-specs2_3	0.3.2		03a89752f2958a48739cba902139a8c1ecd8920d
net.ruippeixotog	akka-testkit-specs2_3	0.3.3		396a673e096f1c1abc6fad008459061620fdc7c7
net.sf.m-m-m	mmm-util-scanner	7.6.0		f2d89853447d777a1951489f7853df97d74b6338
net.sf.m-m-m	mmm-util-scanner	7.6.1		495c40cec4bd81b3eb2d45407ddd74f1f85ebee8
net.sf.m-m-m	mmm-util-scanner	8.6.0		7484bda1c9be20993f0ea3b94e03c2d5a0986007
net.sf.m-m-m	mmm-util-scanner	8.7.0		4e412b065f07cef1c235f97b363c3244a6d3dab1
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	1.3.2		9b320d5e83bfc577fb6c4af7b6e3d12ff3975309
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.0		0654e1269d2e44cb98c2374b2af514e6fa101c4f
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.1		5d7038ceefe697feea9d35eee738e7f4bb6a1d4f
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.10		827386e2163514a58be19fdd1b3fdf239c754505
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.13		1a0f4815c44eb3158d502ea1a307050bd55cf8f8
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.14		bc0f1090c362dbb1c428191e0029cf3d3ba15c1c
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.15		783e4fa8d543e3f1d805a045dd7ab7c00a350b50
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.16		7676fedc59119cef96b3f6ed6dd1e5da82b9a811
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.17		504ad59ea23aa3179e9d27714916534432884f69
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.18		5f67ce396d965b50d8f778d1c9a41e191b2dbd25
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.2		4428974ce323698a0792002f274e559485f33377
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.3		8bb67cd8984eec167a1dc5dea72a49bb0008ebfe
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.4		77cad73d7b78e4aec89926cfff590a6863dc499b
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.5		754b7e0cf372e0e69f3532b261548e4d2741d722
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.6		bf0c831e8dccbaa1612364f585148b49c9d248db
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.7		3e1ac65d52d006d0f775f85b4963d584fed3f2e1
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.8		895eaadffaeb0d689071075e09ed3a2ec12dbc40
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	2.0.9		5ce29a9ac6728b2869084490f6986f1626d43035
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	3.0.0		3549e5c2c1972e59e756a63962b4cc5e9f7da444
no.entur.logging.cloud	spring-boot-starter-gcp-grpc-test	3.0.1		6ed8de7ac2a8173fecc74b06b745ef3fa9393274
org.apache.camel	camel-aws-lambda-starter	3.0.0-M2		406e833389b76f6bb65a1ed575531232b5ca37f4
org.apache.camel	camel-aws-lambda-starter	3.0.0-M3		e07c4c6ec9ba18a37ad400ed1e1d5fab3cfe7a64
org.apache.camel	camel-aws-lambda-starter	3.0.0-M4		fc26834710fd6ad2af5e87c7daf369efbd25d217
org.apache.camel	camel-aws-lambda-starter	3.0.0-RC1		5696a9457ba3b7f86134cd39e332cb77e21f143b
org.apache.camel	camel-aws-lambda-starter	3.0.0-RC2		cfade95d8f18f2102b03259e4bc82399f3bb98dc
org.apache.camel	camel-aws-lambda-starter	3.0.0-RC3		1a507a2b99dade1611eb1497b150a20ca02f6033
org.apache.camel.kafkaconnector	camel-kafka-apicurio-registry-not-secured-source-kafka-connector	4.11.0		3340e58a54ce91dbd57494dbb9750394708673af
org.apache.camel.kafkaconnector	camel-kafka-apicurio-registry-not-secured-source-kafka-connector	4.4.2		6e216b36aa8334d53fda522e3ffee3dbb515c8e5
org.apache.camel.kafkaconnector	camel-kafka-apicurio-registry-not-secured-source-kafka-connector	4.4.3		dc943e20070304a76cee7510b35edaa4bda1fe99
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	2.16.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.0.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.0.0-M2		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.0.0-RC1		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.0.0-RC2		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.10.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.11.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.12.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.13.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.14.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.15.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.15.1		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.15.2		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.15.3		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.16.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.17.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.18.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.19.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.2.1		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.2.2		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.2.3		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.20.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.22.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.8.1		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.8.2		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.8.3		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.8.4		N/A
org.apache.camel.quarkus	camel-quarkus-support-dsl-parent	3.9.0		N/A
org.apache.isis.viewer	isis-viewer-wicket-viewer	2.0.0-M3		114a2c64693f06cc4dae49ff623b87c977a8853d
org.apache.isis.viewer	isis-viewer-wicket-viewer	2.0.0-M4		fdaab64addc8e84a596ed320ccb82595a8fef4fc
org.apache.isis.viewer	isis-viewer-wicket-viewer	2.0.0-M5		2b89b4a58e6c496ded73ebb03ff440bc7f9efd9d
org.apache.isis.viewer	isis-viewer-wicket-viewer	2.0.0-M6		6775905879b5dcd116d4e703c2b1a97e86c22186
org.apache.isis.viewer	isis-viewer-wicket-viewer	2.0.0-M7		2c0f8780a8c7197d0698c89c869a143455a38d15
org.apache.isis.viewer	isis-viewer-wicket-viewer	2.0.0-M8		51b63a18867bab33a9cd8527b703b99e66a02897
org.apache.isis.viewer	isis-viewer-wicket-viewer	2.0.0-M9		514b06e735886ae072a91424fa3cf3b0ed26581f
org.apache.jackrabbit	oak-solr-embedded	0.10		c38a2bd9134427fcfd788beb81eb440b46d7ab0b
org.apache.jackrabbit	oak-solr-embedded	0.11		32b30697b39b023f326372009e62da9872e3f4b1
org.apache.jackrabbit	oak-solr-embedded	0.12		ca3cf595ba506520ac71f6b93e14835353183311
org.apache.jackrabbit	oak-solr-embedded	0.13		95eac7ec0c06839aa7c8174679d4947ca4e44000
org.apache.jackrabbit	oak-solr-embedded	0.14		2847c0caa2c0fd1e84427f00da9863aee7f40924
org.apache.jackrabbit	oak-solr-embedded	0.15		eb38f0933422d6f5c11f6d7fa8c5338ce993cb53
org.apache.jackrabbit	oak-solr-embedded	0.16		5b35c0eded4263a773c72d8b7512f4aea5d4b6ce
org.apache.jackrabbit	oak-solr-embedded	0.17.1		f26d45df8541f91523e1221f91eaf17527c458d3
org.apache.jackrabbit	oak-solr-embedded	0.18		d4a0db747db771f99ab9d376b9a84cb939646c38
org.apache.jackrabbit	oak-solr-embedded	0.7		c57bae5fb16fadb8e3c3a0790c1e94695eab81c7
org.apache.jackrabbit	oak-solr-embedded	0.8		750c4df8551cd70dc1cd7f980221bec6248250af
org.apache.jackrabbit	oak-solr-embedded	0.9		7d6f3b7efd93f426ac12cae72ff8f8c162cf807a
org.apache.tajo	tajo-yarn-pullserver	0.8.0		06a87fe827f5aa2a33f12b31a72041a613a50243
org.apache.tajo	tajo-yarn-pullserver	0.9.0		513311099be7789005435e29733621f59fe5d439
org.appfuse	appfuse-modular-tapestry	1.0-m2		0fe90900d480301d6aee8c21847700cdbd78b3cc
org.appfuse	appfuse-modular-tapestry	1.0-m3		f0fa3fc97dd6b8217e17bb17d921a63c2ba5dc1d
org.appfuse	appfuse-modular-tapestry	2.0-m4		5bebac7d32c98f32f7c179c3acfc8096e03db62f
org.appfuse	appfuse-modular-tapestry	2.0-m5		24d87d365c9a747488684b29760a71748937b93e
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.0.0		a5c770175cf2314c087cb92a7ce9df750fe33329
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.0.0	complete	eda9e9f8e11108d5b9e8d073fbabec1c04030a08
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.1.0		349d5009898e78f2566e1cde2b21cc769c0740cc
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.1.0	complete	0b6741cfa4e9770af131d13c54676b0014726aa8
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.10.0		ce15fd22b3a1862da9d1314c60e6acbbb25b30f4
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.10.0	complete	47beb5347b325489000d91c7f74818f25fd2edb8
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.10.1		41235b3e2ec164e494d8d54b4258c86a81764938
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.10.1	complete	c5a9008083056686471026503865c94b87ccda8e
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.2.0		2617a171d2fa900c34a5c56cd726140915996dff
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.2.0	complete	086c9c1ac4d657f69878aa4867e6bde3a7aff133
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.3.0		3431d1125af17bb679f720ccff055004ead1d75a
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.3.0	complete	07fa99f58429de946b933e8fd1d74ecb49f62bae
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.4.0		c03e8340cf066035f3136e0cd61a206821648517
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.4.0	complete	fe332be8628ae8a8ceb3e4f22a25c6d3b3af015b
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.5.0		94501738cb758cfa012276847725ff103481d9b3
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.5.0	complete	1dc6ef6a9ce0651e5bd7ba8b0772c5a983f616c6
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.6.0		93ae2f88355f6ff3cd8dd947370a1ce25a0d2f66
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.6.0	complete	c0983f58fbc4932f6862e795eb78e3b950a9f224
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.6.1		ad354185015b2e806d67529dd48b09d1c7e6bba0
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.6.1	complete	7e43f1764f0cef0539f6d7ec1c84e9b0f21b476a
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.6.2		bfedc5f10905bc58be0b9b7106c7f1ce8893fad8
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.6.2	complete	0da12c98730cda8aa7313bd5ee136e7c9487ce42
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.7.0		7a648395f78d321fa0fbeb7c284ec1cd63db6326
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.7.0	complete	8faf5417ec8f2627dde073d39a4643b94388cc56
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.8.0		f2c08bc6a4ae37dec3aaea05cc2effc22883ede3
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.8.0	complete	ea2e022a827fce9dfafb7f6e8209bfdb11fd2213
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.8.1		3ac2d7a8d56cfee0506f1a2ab843ae8437103be9
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.8.1	complete	9d719191aff8872e3066f95ee83ed113428ad996
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.9.0		30540a39d8a24f0a1fdf86d98f93640f6241679e
org.camunda.bpm.extension.feel.scala	feel-engine-plugin	1.9.0	complete	ddc9c38f19abc07c964891b6f29b6f248b077d7e
org.cloudhoist	gpg	0.4.0		20566e261e5406f9e454ccc7fa5db23a8e988d01
org.cloudhoist	gpg	0.4.0-beta-1		209cadc3693d22cabcdb9032bb947d72d02ee423
org.cloudhoist	gpg	0.4.1		2bef110a84d1e9af3b4c8ab1b4329ebf375ed976
org.cloudhoist	gpg	0.4.2		93ca4a2e38f45a7ff3fbd2ed71f140a84cdb3a22
org.cloudhoist	gpg	0.4.3		ca6253ac9656f60e1e05b215b0ce6dcd032d82ed
