ai.basemind	client	1.0.0		N/A
com.softwaremill.clippy	plugin_2.12	0.5.3	bundle	9f2484e1f126e91fdef88209842e32a7ebdba1d1
com.softwaremill.clippy	plugin_2.12	0.6.0		845e375a6c7e49348818e297cd3cd356ec93cfcf
com.softwaremill.clippy	plugin_2.12	0.6.0	bundle	70cd40a517bcc41415252b7e792a11ee3f49ae38
com.softwaremill.clippy	plugin_2.12	0.6.1		e986560edac32b379e02265503ef7edd1d8fbfc8
com.softwaremill.clippy	plugin_2.12	0.6.1	bundle	e42f00cb129feb2d6a43d31bef6cf347bbb79308
com.sorrowblue.jetpack	binding-ktx	2.2.0		N/A
com.sorrowblue.jetpack	binding-ktx	2.2.1		N/A
com.sorrowblue.jetpack	binding-ktx	2.2.2		N/A
com.sorrowblue.jetpack	binding-ktx	2.2.3		N/A
com.sorrowblue.jetpack	binding-ktx	3.0.0		N/A
com.sorrowblue.jetpack	binding-ktx	3.0.1		N/A
com.sorrowblue.jetpack	binding-ktx	3.0.2		N/A
com.sorrowblue.jetpack	binding-ktx	3.0.3		N/A
com.sorrowblue.jetpack	binding-ktx	3.0.4		N/A
com.sorrowblue.jetpack	binding-ktx	3.0.5		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	5.5.0-alpha1		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	5.5.0-alpha1	metadata	50e649399a7c7e0bcc57891aaed5b596b16a287b
com.soywiz	korlibs-ffi-iossimulatorarm64	5.5.0-alpha2		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	5.5.0-alpha2	metadata	9a25b080932fb843161275a12b505170e0881f48
com.soywiz	korlibs-ffi-iossimulatorarm64	5.5.0-alpha3		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	5.5.0-alpha3	metadata	7011a0eabf4ef52ea4afe95290b3da41aea19fb4
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha1		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha1	metadata	0d9a5de406e62aa110839f350b1508c54ebee924
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha2		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha2	metadata	0f126684edf5b4febb6c8c590b8b3d61539e92da
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha3		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha3	metadata	58b75db7bbe25ede2d9e5eb68877ebad16e8f345
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha4		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha4	metadata	f486192411153debe7cb41222ccd31518e83980c
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha5		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha5	metadata	566c26367cbd3fd6aa9a4bfc3aa225b7538af363
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha6		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha6	metadata	53b6374f47c16142fb1876290c23dfb1594b0417
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha7		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha7	metadata	d26ef9eb89a19077da5408ce6049c54aaccb3659
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha8		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha8	metadata	7fc12374a4c590acf4f458db517229582217d6d4
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha9		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	6.0.0-alpha9	metadata	92c30ae44a77333df3c6fda52dc0df6e2a0ed9c9
com.soywiz	korlibs-ffi-iossimulatorarm64	6.1.0		N/A
com.soywiz	korlibs-ffi-iossimulatorarm64	6.1.0	metadata	759f3ebcf9ec2fdfe9c7c72c6697eb07d16130b5
com.walterjwhite.java.modules.feed	api	0.0.17		N/A
dev.jonpoulton.alakazam	kotlin-compose-annotations-jvm	6.0.0		d9e45b5fba47c59dbd2197d4b01d53de20d89be8
edu.gemini	clue-http4s_sjs1_3	0.23.0		d853122d932ecbd94bd98147dc0d7f23f51b4c47
edu.gemini	clue-http4s_sjs1_3	0.23.1		8f72673f60cf1e0fe8a8bea6e4fb95d960e13f32
edu.gemini	clue-http4s_sjs1_3	0.23.2		ea2cb96c9faf2b4f9f7e66b5b830dc71056424ce
edu.gemini	clue-http4s_sjs1_3	0.24.0		c189396c1543748d54c83f8761440913e5c70ed4
edu.gemini	clue-http4s_sjs1_3	0.24.1		054081ff8cb74ccd2feccb755baed34c6c3e2612
edu.gemini	clue-http4s_sjs1_3	0.25.0		51e39cfd509a223878b994f0daeb7745bff0eedf
edu.gemini	clue-http4s_sjs1_3	0.25.1		7a6701be24a6f621428b48798a93aa3c572ad9ae
edu.gemini	clue-http4s_sjs1_3	0.26.0		ba25540fe2fa95f81a6f29b71e8972c7c029a77e
edu.gemini	clue-http4s_sjs1_3	0.27.0		8cb4bb388cee1fc85b9488cbf5b1dc2895104d4c
edu.gemini	clue-http4s_sjs1_3	0.28.0		db0c7241717b8c037328b7c1315eb4ecf5c13314
edu.gemini	clue-http4s_sjs1_3	0.28.1		2f8caf622ffa0054ad4c8b73585f039cc464c6b3
edu.gemini	clue-http4s_sjs1_3	0.28.2		f010ece094e61ffc2071878a015f229657a99582
edu.gemini	clue-http4s_sjs1_3	0.28.3		d07ae35764b25b58961e969fbaab908f78a8e137
edu.gemini	clue-http4s_sjs1_3	0.29.0		39c2dbd6c7fdc8064205800feb0664f15f3aef7c
edu.gemini	clue-http4s_sjs1_3	0.30.0		46d1b32c3e026d57b447d13f4924205d479dfd1d
edu.gemini	clue-http4s_sjs1_3	0.31.0		1b569cbc6e27decf1eaa9e334a80e0b4ec9dcc90
edu.gemini	clue-http4s_sjs1_3	0.31.1		dfd2de62a0b5dfbd2dafa469eac4bff0e6364f18
edu.gemini	clue-http4s_sjs1_3	0.32.0		c833eb401f7356fca67aefb85cc0bb509c473aa3
edu.gemini	clue-http4s_sjs1_3	0.33.0		45c4307765635f18965debaab514c645f878eeaa
edu.gemini	clue-http4s_sjs1_3	0.34.0		5f608391f77af25c6ce9aa237ba3bc3bd5b48d0c
edu.gemini	clue-http4s_sjs1_3	0.34.1		858872fd8cbd3ddcc99396d7f4d7104013d08835
edu.gemini	clue-http4s_sjs1_3	0.35.0		d1677bac3cd4c7760f4bb3ba7dee7547487c39a0
edu.gemini	clue-http4s_sjs1_3	0.35.1		bb61960b3289cea3c5443fa697b766b309189cf7
edu.gemini	clue-http4s_sjs1_3	0.35.2		7d16cd1c462c09297232806e95bbc2bfe98ba2e6
edu.gemini	clue-http4s_sjs1_3	0.35.3		220da3d4df0779d246ed2a19671e134224839f18
edu.gemini	clue-http4s_sjs1_3	0.35.4		c7b9130aec6a3e6a00b2c8d150d80740b037a209
edu.gemini	clue-http4s_sjs1_3	0.36.0		27c8c3f6034b61296f4cd5b96231a96d85f2f230
edu.gemini	clue-http4s_sjs1_3	0.37.0		1e7646471e44ef7617c13573c7c269d8a99a58c4
edu.gemini	clue-http4s_sjs1_3	0.38.0		94de973d4e4118b322973dc9efca4621dbd28edb
edu.gemini	clue-http4s_sjs1_3	0.38.1		26175c9ffc7fe87fe227161da24b462b41c38b13
edu.gemini	clue-http4s_sjs1_3	0.39.1		29bb9659ef5f47fbe689a8b1c1b766aa27b9214a
edu.gemini	clue-http4s_sjs1_3	0.40.0		22f8f0ef17a14c0dff777801d81db70d8b67581a
edu.gemini	clue-http4s_sjs1_3	0.41.0		e1d195d03cfeefec6333de18830094b591e75986
edu.gemini	clue-http4s_sjs1_3	0.42.0		115fe3143f2daaa0e82e8109fec17ee4e300d9c9
edu.gemini	clue-http4s_sjs1_3	0.43.0		bd266117f53da333bd8a7f58f6c13111cb613058
edu.gemini	clue-http4s_sjs1_3	0.43.1		e7fa16b60fe525b2056cc7d01121dd01a7c8bed8
es.ucm.fdi.grasia.faerie	faerie-parent	1.2.8		N/A
es.ucm.fdi.grasia.faerie	faerie-parent	1.2.9		N/A
io.camunda	document-store	8.6.0		dbf6cab0a9e67935cc25272d59488f21296ba2bc
io.camunda	document-store	8.6.0-rc1		afab9459f779c5955284c49a822fe17f0dfbba37
io.camunda	document-store	8.6.0-rc2		39710c9032daf36a3fd520566cc68c6406fffe8b
io.camunda	document-store	8.6.0-rc3		c067c869633fe78211e332215b44561672fc7d10
io.camunda	document-store	8.6.1		e05c08e7cd700d5a76e8d6febd81b4d46d62d0da
io.camunda	document-store	8.6.10		56d3b730fe571d6a86cc7a23a42daedf33e8a938
io.camunda	document-store	8.6.11		7e7aea4fbad4c2a19bace6cec7e73eb64fb78c6b
io.camunda	document-store	8.6.11-rc1		671436cc70263b5262850761180a3dc2ea2fd815
io.camunda	document-store	8.6.12		d03c6b717b2f7b86f2daddaa2a4a0000d86c820e
io.camunda	document-store	8.6.12-rc1		43fd1eb834141d5e88f1c6885a3be75116139b52
io.camunda	document-store	8.6.13		ee0ae9918564f952a38248a05a0d55655da0e551
io.camunda	document-store	8.6.14		38bca1ce0584a3e84ae004640227761b2ac88539
io.camunda	document-store	8.6.14-rc1		b10cdf9cabf0838ee21252a1c262b1bedcfa1dcc
io.camunda	document-store	8.6.15		a459865eec4b37e868de462a576c78cb7a000a86
io.camunda	document-store	8.6.15-rc1		9e2f234bc504287a851ccabe14812dd59d999956
io.camunda	document-store	8.6.2		07a44bb4d85ec38f2f9dd95bbd20b12874156053
io.camunda	document-store	8.6.3		212f968d83f0cad3fe439d2d910a56a9d4d14635
io.camunda	document-store	8.6.4		ffd9501463d83d8344d1209e1636fcae6184b1e9
io.camunda	document-store	8.6.5		73e95bec536630f95661ca6e178e816743db9a1c
io.camunda	document-store	8.6.5-rc1		234bb8740cd55ca2f2aa80aee37d849c9158e070
io.camunda	document-store	8.6.6		ecb0fc982c0c574bd9d50c9e621d458ca5cf47eb
io.camunda	document-store	8.6.7		99dae531366d3864de123b3f194d1e245c43bf9f
io.camunda	document-store	8.6.7-rc1		8811355d262d5d4fc74991768788a4fcbb104c22
io.camunda	document-store	8.6.7-rc2		494e88276a8e2a706d3993816eebc88b1c30e2a8
io.camunda	document-store	8.6.7-rc3		de629e10c90651864ad6dfda548d058ae18d6435
io.camunda	document-store	8.6.8		e433e8d99d251333e99c9c34ce3a6618270d005e
io.camunda	document-store	8.6.8-rc1		6ddecf7c602299e7c1c0d4d8c2c88409a7cc9a75
io.camunda	document-store	8.6.9		44ad7732fda7330c82c07f3d3431addd201a2d1f
io.camunda	document-store	8.6.9-rc1		e369d01b9ce42a50987d0f6253fb4d34e23792e3
io.camunda	document-store	8.7.0		f6cf6a1d32b395870143049eac20549605271275
io.camunda	document-store	8.7.0-alpha1		6e5e6927a8153785498159cb13ba2235997e3731
io.camunda	document-store	8.7.0-alpha1-rc1		1ffa7937bb113fc86aedd07147260c4e00e9994f
io.camunda	document-store	8.7.0-alpha2		0d76fde449387490626bd16f1802bc65d749889e
io.camunda	document-store	8.7.0-alpha2-rc1		ed4819ed9d29e438e5a45eb4a5892fc447382225
io.camunda	document-store	8.7.0-alpha3		ab3b0ff6664798be5f4581f79532528a9e091f68
io.camunda	document-store	8.7.0-alpha3-rc1		8dd475354b556dc137cfcf1b9d966b8e0a25d6ae
io.camunda	document-store	8.7.0-alpha3-rc2		5e039c331be4a51a46d63986ed4fb72d6ef2f9f2
io.camunda	document-store	8.7.0-alpha3-rc3		a6b969b4eb7a6aa4319e53ec814e603539f02d10
io.camunda	document-store	8.7.0-alpha3-rc4		edc5609d4f404927f5882e0546f90a2b8e410cde
io.camunda	document-store	8.7.0-alpha3-rc5		37a68b4b1852e69e9306bba64b952039706e87e8
io.camunda	document-store	8.7.0-alpha3-rc6		f54c99e3dc3a95e1d4ce13d0978d1fa5f18ffac4
io.camunda	document-store	8.7.0-alpha4		06657b4901daab66351654822bf8ddb29e997ab0
io.camunda	document-store	8.7.0-alpha4-rc1		c88aa6520c84122e8e91bfbe376f19b83f7523c2
io.camunda	document-store	8.7.0-alpha4-rc2		6f9678ba0a49769e1af0b82e4abd67275d8563bf
io.camunda	document-store	8.7.0-alpha4-rc3		b05b5203001bb94542a33660acb2864374aa0923
io.camunda	document-store	8.7.0-alpha5		58610968cc1aa70586e6d50c40a56174feacf704
io.camunda	document-store	8.7.0-alpha5-rc1		c901d7a5af2075e5fdd31be0a262fc74089a3981
io.camunda	document-store	8.7.0-rc3		01b1300bba12e60233a52968dbe9baada86259ac
io.camunda	document-store	8.7.1		f3fd235550845d03fa22f4062c90919034fc6f0a
io.camunda	document-store	8.7.1-rc1		cc22c452a0380fefb677c0d14982758af0ea0a59
io.camunda	document-store	8.7.2		0909e84dba45b6d1e0f1ebd998204927570fca66
io.camunda	document-store	8.7.2-rc1		95982f9e922d7c2be103c37891d4bd277ffe6d7a
io.camunda	document-store	8.8.0-alpha1		b27da0f02407587abfaadcba10b7f56892382ce0
io.camunda	document-store	8.8.0-alpha1-rc1		62e83b18ebab130136579880b3f89a8acf9291a8
io.camunda	document-store	8.8.0-alpha2		528dfda0d8d0663873f660223f9bf1027a0cd2c4
io.camunda	document-store	8.8.0-alpha2-rc1		89f63f4246b6e5420e5779492609613199c9e08e
io.camunda	document-store	8.8.0-alpha3		ae1f70496cdc8a7e0f4b1bbb38ee38e112d9652d
io.camunda	document-store	8.8.0-alpha3-rc3		615902ad8f9e5b546ad4b53646e38b919c6aa3e6
io.camunda	document-store	8.8.0-alpha4		52a6962109d94c494567778d086faf1edf870001
io.camunda	document-store	8.8.0-alpha4-rc1		6f68d0127ac69e48a741a585821e22e66d4ee680
io.fabric8.ipaas.packages	messaging	2.2.103		N/A
io.fabric8.ipaas.packages	messaging	2.2.104		N/A
io.fabric8.ipaas.packages	messaging	2.2.105		N/A
io.fabric8.ipaas.packages	messaging	2.2.106		N/A
io.fabric8.ipaas.packages	messaging	2.2.107		N/A
io.fabric8.ipaas.packages	messaging	2.2.108		N/A
io.fabric8.ipaas.packages	messaging	2.2.110		N/A
io.fabric8.ipaas.packages	messaging	2.2.112		N/A
io.fabric8.ipaas.packages	messaging	2.2.115		N/A
io.fabric8.ipaas.packages	messaging	2.2.117		N/A
io.fabric8.ipaas.packages	messaging	2.2.130		N/A
io.fabric8.ipaas.packages	messaging	2.2.131		N/A
io.fabric8.ipaas.packages	messaging	2.2.135		N/A
io.fabric8.ipaas.packages	messaging	2.2.136		N/A
io.fabric8.ipaas.packages	messaging	2.2.139		N/A
io.fabric8.ipaas.packages	messaging	2.2.141		N/A
io.fabric8.ipaas.packages	messaging	2.2.143		N/A
io.fabric8.ipaas.packages	messaging	2.2.144		N/A
io.fabric8.ipaas.packages	messaging	2.2.145		N/A
io.fabric8.ipaas.packages	messaging	2.2.146		N/A
io.fabric8.ipaas.packages	messaging	2.2.147		N/A
io.fabric8.ipaas.packages	messaging	2.2.148		79ecaf9ca5872515f4de178cbe4fe2e42b2c537e
io.fabric8.ipaas.packages	messaging	2.2.149		95400ca8d4e4211753065409276b25154ee2c0b7
io.fabric8.ipaas.packages	messaging	2.2.150		ee5482dbaa04df1e2efcf5a1e21559ca8df26a77
io.fabric8.ipaas.packages	messaging	2.2.151		46ed7a092b69b49b9cebecd7415931de57ac8cb2
io.fabric8.ipaas.packages	messaging	2.2.152		d658f458a886e3a59eecbd4606db82316880da9c
io.fabric8.ipaas.packages	messaging	2.2.153		9dcb342a2c96f37c7ac9221167294645af3bcfd0
io.fabric8.ipaas.packages	messaging	2.2.154		a78363c04a96b275c71c492d6c3d061e68ac31ae
io.fabric8.ipaas.packages	messaging	2.2.156		e4adb58cd7c1a90cdfa144040957bf5c2069ea1a
io.fabric8.ipaas.packages	messaging	2.2.157		14f834869c5267cdc0e89c84828b3071c60695e0
io.fabric8.ipaas.packages	messaging	2.2.158		e05dcad3042943887a8a7069896cda947f67fe4e
io.fabric8.ipaas.packages	messaging	2.2.159		5c20dcb9c73061081fe3995e87f20bd6e7bf4659
io.fabric8.ipaas.packages	messaging	2.2.161		cf81e93e2353b9dfe91e272c9f05e4762a5f2b09
io.fabric8.ipaas.packages	messaging	2.2.162		74009beddccde770f29edea695ba5c2c15de7daa
io.fabric8.ipaas.packages	messaging	2.2.164		56e1ea8251ff921114bb0618ac59535bcf337d95
io.fabric8.ipaas.packages	messaging	2.2.165		e9081ae0c90224b0fa3d5758caad4d4953eb3ccb
io.fabric8.ipaas.packages	messaging	2.2.166		96beb3ce3bc62cf283a586f94f8194934dfcc79b
io.fabric8.ipaas.packages	messaging	2.2.167		c4bc2373e27e352a79c5302db271a5073fdc586e
io.fabric8.ipaas.packages	messaging	2.2.168		a7b2c651667380b1ad1384c892a7892bfe662126
io.fabric8.ipaas.packages	messaging	2.2.97		N/A
io.fabric8.ipaas.packages	messaging	2.2.98		N/A
io.fabric8.ipaas.packages	messaging	2.2.99		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.2.0		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.2.0	metadata	5127068be4d62d83f48a9a432201785355ce2722
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.2.0-alpha-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.2.0-alpha-1	metadata	584b3073fe45ea18468450d3cc708429b12508cd
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.2.0-alpha-2		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.2.0-alpha-2	metadata	951d511a05e945e2d48b2d3ea078a46528ec408b
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.2.0-alpha-3		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.2.0-alpha-3	metadata	4c737d357bbe3469697c7ef8b73a3d2345c12957
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.2.0-krollback		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.2.0-krollback	metadata	76dd416ffcacfd7742a9f27ef67b05445e6684b0
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0	metadata	b751f11d3b7a2ba35394361b1684e0cd6b1a2885
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-alpha-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-alpha-1	metadata	0d201eebbbf7b95217a0b57a999ed0e85fe36b42
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-alpha-2		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-alpha-2	metadata	ed4370f39e2e64d93486d7f2f55a1334cb2b78bf
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-alpha-3		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-alpha-3	metadata	1db7492a383ebab37c7ac5231f9d2b49049f69da
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-alpha-4		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-alpha-4	metadata	75546e53de1dec4f845d0daa08c9aa989a196d85
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-beta-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-beta-1	metadata	6f753f95515ec1c2873d1e96f3c0973382a0768c
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-beta-2		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-beta-2	metadata	32ac8765906b16f9899bedfcfe0a51b627505982
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-rc-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-rc-1	metadata	738a442c8b10d18816d281b309746fcf8583c182
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-rc-2		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.0-rc-2	metadata	98d8154cca5e50abdd229c66f7313680677d85ca
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.1	metadata	ef84517c193b40eb1fd9756733aec979198168af
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.1-rollback		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.1-rollback	metadata	7d748e9b0f4692dae39f90623a13ddddb5cd1f4d
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.2		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.2	metadata	8c294efc4c9780a0ff1092fc6370d0a46b992068
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.2-dev-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.2-dev-1	metadata	8d7b70933ec930d6334382e196e391d8cfef03da
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.2-k2		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.2-k2	metadata	9dc736e849a16afc39a2faad3b36b65d9ef6d4b3
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.2-no-port		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.3.2-no-port	metadata	4966ec9fb5c29a25ef691db43b0acc3f49aa757e
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.0		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.0	metadata	b18b3cba8f74d8f2c522cfd5d3a9565d07a1dea9
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.0-rc-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.0-rc-1	metadata	de7fcac53e0575140d200a6919bc36f049808b5a
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.1	metadata	8567399f685c7c47cca7528956e036a27ec00259
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.1-rc-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.1-rc-1	metadata	d41c178fc5e62f66541c574b5be64fafa587a410
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.1-rc-2		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.1-rc-2	metadata	91c8624e3396061e3e38c651ae5a3aecb050981a
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.2		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.2	metadata	118b12f65667910df81dbbc2af30116e3011c375
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.2-dev-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.2-dev-1	metadata	d66817b76360b1e02c9a35afc113cb8003a0dcfb
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.3		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.3	metadata	49d282ce3e51fecd4359995473ee25eeb75c4272
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.4		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.4	metadata	353890ffa9601bda200134162bdf56af4bc5fee1
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.5		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.5	metadata	5fb5ea8d47321b65f97141e85c7c0bbac5aa0dc2
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.6		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.6	metadata	4febc4545e2aea629c1d970058774d8a457ee389
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.6-dev-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.6-dev-1	metadata	1fcedb481fc59f8266761759ff00bd1f2be8a97f
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.7		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.7	metadata	0b3002899bac45e420a8da6768338348445c6cc5
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.7-dev-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.4.7-dev-1	metadata	8e582db129e8955e5fd815e1eae8e0af2a65ae06
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.5.0-alpha-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.5.0-alpha-1	metadata	3713f7519f8c57fce34732971f046c6b641e0df4
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.5.0-dev-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	1.5.0-dev-1	metadata	23a80f4f948add3c4c2bb3e4569cbed7aaa31e28
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0	metadata	b71cb1d57dbbdc44eb115da3c24b052d342bbb8f
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0-alpha-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0-alpha-1	metadata	e367c6ad42a9b779a8eea5de6abc29f07f0d6250
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0-alpha-2		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0-alpha-2	metadata	65d469cbefeb5eca7ec1e6ba4fbd743bf5599caf
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0-beta-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0-beta-1	metadata	f132e5bca2823fe5bae7b4f53df694fa3a144422
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0-beta-2		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0-beta-2	metadata	fa4c30304805b9307099f58c9b6bcc27d136036e
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0-rc-1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.0-rc-1	metadata	6fa746d18585f4089f66a0f47928ded1e9a13218
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.1		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.1	metadata	696d41d5e4a68afd4a55807a67b43153f2589a3b
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.2		N/A
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.2	metadata	fbcbfb7e6b61f43921b0aa6ef4739dc7cb5c748b
io.github.jan-tennert.supabase	postgrest-kt-watchossimulatorarm64	2.0.2-dev		N/A
