ai.x	safe_2.12	0.1.0	-	d5cae82ef1f62c3df5e23d1e18539738033ca45b
org.projectnessie.nessie-integrations	nessie-spark-antlr-runtime	0.94.2	-	c2ab3062602410caf344fea4fc468303e0f5cd7b
org.projectnessie.nessie-integrations	nessie-spark-antlr-runtime	0.94.3	-	913575768f5b137acde0e3c9fd87b33320032973
org.projectnessie.nessie-integrations	nessie-spark-antlr-runtime	0.94.4	-	6f52ba4b43d3aa9607aaa553ecca70595d9c889f
org.raml.jaxrs	feature-plugins	2.1.0	-	974a1618dcf6b08aa92330b49892495b18070047
org.raml.jaxrs	feature-plugins	2.1.1	-	dc87d6de128455f9e997f54a384adeac0b227647
org.raml.jaxrs	feature-plugins	3.0.0	-	a72712cd8eb48fd848edf888ed06ec0570784288
org.raml.jaxrs	feature-plugins	3.0.1	-	73329ff3d5376a10f21ce9273f6a77942e7d4267
org.raml.jaxrs	feature-plugins	3.0.2	-	09793114efabb2b6d5281109e4e85399db269f16
org.raml.jaxrs	feature-plugins	3.0.3	-	9145ebe439cf4b4757871e5ddaf2fee0d90b3476
org.raml.jaxrs	feature-plugins	3.0.4	-	5d19e34cd0f892e3e6ca2c4a2d14f6004f84142f
org.raml.jaxrs	feature-plugins	3.0.5	-	6022d5e0a2c98d78f8c1be6a85c8ec0783cfa8eb
org.refcodes	refcodes-structure-ext-factory	2.0.0	-	de139686aa310f6d68216eeee718eb576fb2247f
org.refcodes	refcodes-structure-ext-factory	2.0.1	-	a9956d9f37d4ef743576b96ceda21cc1156ec580
org.refcodes	refcodes-structure-ext-factory	2.0.2	-	8cbc1dddf10ed967ba36b26fb67277f73bf0e2f7
org.refcodes	refcodes-structure-ext-factory	2.0.3	-	23fbd4a56d0df95eb706dd733d400c765cb96f99
org.refcodes	refcodes-structure-ext-factory	2.0.4	-	4f94acdfe660fcba15906c778823ca3c50df5aa1
org.refcodes	refcodes-structure-ext-factory	2.0.5	-	a07fca47cacd098e32166b7d27667b669bd4688a
org.restcomm.media.asr	asr-engine	6.0.48	-	bec125b2fd1cbb267671eb3279c6e722ca2f1f2a
org.restcomm.media.asr	asr-engine	6.0.49	-	53a985486dc3948efb167aff8ae287ae48b7ee4f
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.0	-	02445c9861aa232f5658906f913f90afab3b63b4
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.0-b03	-	31e0dfa112946724691e6b80bba8de69218293f8
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.0-b04	-	15f2eb6725af57a6619f24b9d2dd29fdb2c7267d
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.0-b05	-	9faf8cc9665d3bac9667b51095f62e10562b3220
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.0-b06	-	1f2730b0c8761acf6e46e5f10957c7055a729fb9
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.0-b07	-	dd3c8aace5c73b5212a6fe9ace68e65ce7ef6648
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.0-rc01	-	e1412fc9fc3adc1293ec934d10672675f253fd72
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.0-rc02	-	498ef21fec493a8de4c534d4cd6f514dc14a8b0c
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.0-rc03	-	cbefa9c865001ee592856b71061bfab7b93b022e
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.1	-	f7b30e91f13a60fbe60167233a7f40699f829805
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.2	-	a78f4140063dbc2018e004c9c45a52646b789554
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	1.2.3	-	18932e957794dfd5681c44a810a15393d2687ae3
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	10.3	-	8274cd83d3ddff3a141a2dbdf42e5d17ad16d2bc
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	10.4	-	649306f8b6e831b1edb8f29d1feb5a7181388705
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	10.6	-	3637628aa39fc13b2954106bad35534e5df8026d
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	10.7	-	3d3a225ec6338e4ffd67f067d10612b1c966de15
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	11.0	-	2802a2287fb2ead425a8e6f36578f97983e56975
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	11.1	-	6fec29edecc86e15bdb20d0377892316c09e9752
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	11.2	-	2fa21c3607ab2a9f6702b29a4fb9a0f3f6ba076e
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	11.3	-	ad87079113aed2f0a42aaa26c7eb18fc5123a183
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	11.4	-	931069139f69d34288df5105c85d3dcdae2be7c0
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	12.0	-	5556d6cf61f109a7e5abd77598dbeb00f806fd99
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	12.1	-	d53ef72ca0a7c32426a5bc45e7b40a99a33454da
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	12.2	-	a15493c04f1324f08d311b1b7a4d406f7729e12f
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	12.3	-	bb30810abf593a93850341609d2282535568e3fd
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	12.4	-	ab53a4517b94b21dafae48f47c0fadc75c3dabc1
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	12.5	-	21336da306071432a698c932c62e7bdd7fd7a041
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	12.6	-	f30fe94fb24b7689fd32be3f0f0974545738f52c
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	12.7	-	00289bdd3eb1bc322d775276bc709485ed7bb325
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	19.0	-	073b6fd05f9bffa7aa9608b94ba892b5e13f8d22
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	19.1	-	f1db59e575df3d79b0f778ea7319313305587fa9
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	19.2	-	280fab983132f3ddf4022b08012fb0ee255a4433
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	19.3	-	67b6b7fae6acd28b0b77d13eb11a25eb2cbd9b1d
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	19.4	-	5eff8deb2f0e7d910f02f3a39ff1c5f0356777cd
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	19.5	-	cc3d3e5380f88431510dcd522b0b5e6c99a5400d
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	19.6	-	082ca605efb09d9276277a520e0350560f0047ce
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	20.0	-	833ffa038c47a9f22afd67457e064390374402c1
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	20.1	-	f0301c76d2944942ac7035be1c175d3920f4f1a6
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	20.2	-	8cdb6f246e8044a63f1275eb8a55b3779e1e39b6
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	20.3	-	a458511f7579c95d7d4c3269440943ba94c47a11
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	20.4	-	dc7c56bb2ad0f27bc1c6ff69a390414519e5393c
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	20.5	-	2fc19bc3059eab1a7c75062856b0e2cc7deea400
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	20.6	-	1fd2776df033c94dc03b8c415cd97c4e5c1f7d38
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	21.0	-	3635d688700cf87437b0a81900cc3b79d5f27382
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	21.1	-	1ca792249c0cd024a3f37d67a75c65142c8c0c67
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	21.2	-	1fd1b4a1e04efe6297e094b9889c6247765c3761
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	21.3	-	52ada6f52a5c2acc228fa99326825231e24c6664
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	21.4	-	930b5993d696e5297c0acc0671cb2b6071244bae
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	21.5	-	663dc80305afd4f97c1b28caca4d61c73898dbfc
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	22.0	-	dbac6ad7effcc1116deeebd2192e8b0e9fbffe05
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	22.1	-	016b42d5719337751b617537152089afe512593d
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	22.2	-	0dbc6c68425aeba00bb0e821bac8dedc084440d9
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	22.3	-	156f0bab3f4be4b2993aea816ccabffd7a7db017
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	22.4	-	f41fdd62de3d230b03739e30078d2a71900072e7
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	22.5	-	049d1b7d0f0e16c578eafef6651eba3ffabd0ed6
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	23.0	-	da8b67db46dc8d0a5373fce2687cc22776419c7e
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	23.1	-	afba7a0c092f65e30fe4cae3589109379c0f0e26
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	23.2	-	d142fea177d9a5a22b21f5d7745ccfe4879c365e
org.sakaiproject.edu-services.course-management	coursemanagement-hibernate-model	23.3	-	c691bc48c25058923ceb73b5c00cc1cfc364f1b3
org.sakaiproject.kernel	sakai-kernel-impl	1.3.0	-	f8aafd5ca2eb780783dcb4189ee8cde0b8f43f8c
org.sakaiproject.kernel	sakai-kernel-impl	1.3.0-b03	-	0c67191b26562f86553d8303553b40e139397e4e
org.sakaiproject.kernel	sakai-kernel-impl	1.3.0-b04	-	623a16e65a9cd15ab66d072d4c4a34c50b1601ff
org.sakaiproject.kernel	sakai-kernel-impl	1.3.0-b06	-	162a7606c4ac7633dca273dc1215122d52e81ce1
org.sakaiproject.kernel	sakai-kernel-impl	1.3.0-b07	-	0e7d845aea0940d6d776a952f89515013b350dd0
org.sakaiproject.kernel	sakai-kernel-impl	1.3.0-rc01	-	86867eed0ed33e74a8c9281e5de35e79ebd3eab8
org.sakaiproject.kernel	sakai-kernel-impl	1.3.0-rc02	-	216df45b87996199b4f22832dc7e8951a05b8e5d
org.sakaiproject.kernel	sakai-kernel-impl	1.3.0-rc03	-	c1cb00518d25d7d6dee098a7aeff12c34ec86c69
org.sakaiproject.kernel	sakai-kernel-impl	1.3.1	-	0aa100baa9ff443d8c21de7b13456f1a98b6bf62
org.sakaiproject.kernel	sakai-kernel-impl	1.3.2	-	4e22f83a45ecad74de1eab883511f5b8fb3fb809
org.sakaiproject.kernel	sakai-kernel-impl	1.3.3	-	143b6228f49ab669752c7d7bca9537d8c1ca5928
org.sakaiproject.kernel	sakai-kernel-impl	10.3	-	c7d7f4f1900e046f3dd508c7f4ba69e9f392b480
org.sakaiproject.kernel	sakai-kernel-impl	10.4	-	ce46faad4f8a4b3a90b51600e3c4787f92a64353
org.sakaiproject.kernel	sakai-kernel-impl	10.6	-	1f72b2f587a9cbc22f3de8af8083a460d4297e3b
org.sakaiproject.kernel	sakai-kernel-impl	10.7	-	5bf56ccaa916d6673213913af1bd70df2f993bcf
org.sakaiproject.kernel	sakai-kernel-impl	11.0	-	48c8dc06f523b98808701eccd5a6f1cb590a934f
org.sakaiproject.kernel	sakai-kernel-impl	11.1	-	317e9b3d2723adc0b0062ad6df721b5b993fce85
org.sakaiproject.kernel	sakai-kernel-impl	11.2	-	fa4f6967eb422e8be1b620788ad91b8442ad1574
org.sakaiproject.kernel	sakai-kernel-impl	11.3	-	8bd7bb4ba8a4c1c351c94a317efda93184580e85
org.sakaiproject.kernel	sakai-kernel-impl	11.4	-	93534aec271ed35ed35c87209dc7ae7fdc0c5e12
org.sakaiproject.kernel	sakai-kernel-impl	12.0	-	6d685ee96725c3e703f360d50d48f856f9462742
org.sakaiproject.kernel	sakai-kernel-impl	12.1	-	d6d44119e065a7ecae33662d0abefd9abee60011
org.sakaiproject.kernel	sakai-kernel-impl	12.2	-	2886e8a9affd15f58321b04072d0077c6f852249
org.sakaiproject.kernel	sakai-kernel-impl	12.3	-	2522e69fa6c94edca3658f350c15edbee083210a
org.sakaiproject.kernel	sakai-kernel-impl	12.4	-	a8b0e269dd4cee375065b9b842a2d77af11f6174
org.sakaiproject.kernel	sakai-kernel-impl	12.5	-	781b2a7fa8b49e3d3be53b77c5baef1b41136585
org.sakaiproject.kernel	sakai-kernel-impl	12.6	-	2a20c5a6b37b4832cef08d2b4ff929f39cd035a6
org.sakaiproject.kernel	sakai-kernel-impl	12.7	-	8ef1ff5755a9a7e5fb0695b4c81b98e483da309a
org.sakaiproject.kernel	sakai-kernel-impl	19.0	-	6fb60f9675a9a40245de5a9019087d8e86c78e82
org.sakaiproject.kernel	sakai-kernel-impl	19.1	-	3cac1951921b90cedf5de349133447112235eb15
org.sakaiproject.kernel	sakai-kernel-impl	19.2	-	801497cfd120e0daf0e7fab96e0e6534e0ea4373
org.sakaiproject.kernel	sakai-kernel-impl	19.3	-	cf0c19fba8bf14328534e42595b13efe9515d6cd
org.sakaiproject.kernel	sakai-kernel-impl	19.4	-	c51a39f63103211f9551bc5c3e8bd38c6e785ff2
org.sakaiproject.kernel	sakai-kernel-impl	19.5	-	950b824608b166d3ba9c8d83647adca381165599
org.sakaiproject.kernel	sakai-kernel-impl	19.6	-	4159066d87fb8297a9938b03357a4fc0b57e0f0a
org.sakaiproject.kernel	sakai-kernel-impl	20.0	-	46492ecbac00516a78886f9273f07da1d24ca35b
org.sakaiproject.kernel	sakai-kernel-impl	20.1	-	20d928ce28bb58005212c2c2e2d2f4e4ac03cb28
org.sakaiproject.kernel	sakai-kernel-impl	20.2	-	346d382d68cdd87172c4b438082ed03397ec1a1e
org.sakaiproject.kernel	sakai-kernel-impl	20.3	-	c6467472b77c2cd42db1696a8b1c2b9f5d5fe8fd
org.sakaiproject.kernel	sakai-kernel-impl	20.4	-	32a94cacf4b86b4c2cd6cf0e159af851d2e32e0a
org.sakaiproject.kernel	sakai-kernel-impl	20.5	-	d312e5fc080608a80b87a58ca4e1da8304f8a722
org.sakaiproject.kernel	sakai-kernel-impl	20.6	-	08b22e69f20f3dcbc01909ca0975259f827a7307
org.sakaiproject.kernel	sakai-kernel-impl	21.0	-	32117d24369bbedc8a889467e3560dee4734c6df
org.sakaiproject.kernel	sakai-kernel-impl	21.1	-	6b2d5c2b3d707900f7fbbed78a11896d5b48673c
org.sakaiproject.kernel	sakai-kernel-impl	21.2	-	54e2cfd3d12c530374b48a0d00b81442a742495e
org.sakaiproject.kernel	sakai-kernel-impl	21.3	-	6c1797f2816aef55b2afd508a8ac4614c08546ef
org.sakaiproject.kernel	sakai-kernel-impl	21.4	-	203d9678bf9f5bfa1abc20c9fd4ed591703f660c
org.sakaiproject.kernel	sakai-kernel-impl	21.5	-	dbd220f1ccc09b2ba080c567d1353568a197c573
org.sakaiproject.kernel	sakai-kernel-impl	22.0	-	cfafd13b8d711039d893a4ab740a58de3c0ad5ee
org.sakaiproject.kernel	sakai-kernel-impl	22.1	-	d9de386298e59bdd51295e05c5c0056f4d909fe3
org.sakaiproject.kernel	sakai-kernel-impl	22.2	-	4b5c5c237e9d17c15d491fd427371c3b2f4f3798
org.sakaiproject.kernel	sakai-kernel-impl	22.3	-	263bba0e41290de89318bd845db74b84fee7b55e
org.sakaiproject.kernel	sakai-kernel-impl	22.4	-	bcac81da32052f4e2294ac387617fb47df7d4e9d
org.sakaiproject.kernel	sakai-kernel-impl	22.5	-	619b419c7c23f9b98a8eedf025487c2f1f388687
org.sakaiproject.kernel	sakai-kernel-impl	23.0	-	f602c0ef9398af669ec3ae7e72a412bd1c103386
org.sakaiproject.kernel	sakai-kernel-impl	23.1	-	c57a6d4ba4ba65abdc97f2377f69f39f6431f5b7
org.sakaiproject.kernel	sakai-kernel-impl	23.2	-	4aff94e9d838e7966c43edfa7a6926f99546ff0f
org.sakaiproject.kernel	sakai-kernel-impl	23.3	-	7b26581b998e8888d71c73c63c9298ed644dd1f9
org.scalameta	mtags_0.25.0-RC2	0.9.1	-	90ed8671381ea3d4f81bd90fcee477114e3f16e4
org.scalameta	mtags_0.25.0-RC2	0.9.2	-	560522e76c03904c36df8e3cdd7d265cdbf3f916
org.scalameta	mtags_0.25.0-RC2	0.9.3	-	460c7c8c0a19f5b3eb8a709c75758744c824faab
org.scalameta	mtags_3.1.3-RC1-bin-20220329-e835668-NIGHTLY	0.11.2	-	96d7fb7396aac3e4ab4e3c0404cf73f2383c985e
org.scalameta	mtags_3.1.3-RC1-bin-20220329-e835668-NIGHTLY	0.11.8	-	18b20a788ae9b2c23dc4129691d8941ffe13d480
org.scalameta	mtags_3.2.1-RC1-bin-20220621-75d8eea-NIGHTLY	0.11.6	-	a70237276a79ba1d9bee6315588fc3b3c3a8fca0
org.scalameta	mtags_3.2.1-RC1-bin-20220621-75d8eea-NIGHTLY	0.11.8	-	47d9ef6d54ac4931fb6859943f59ee651e69f81a
org.scalameta	mtags_3.3.2-RC1	1.2.0	-	929162afd71107564ba410f0a2e7917550cd9a7a
org.scalameta	mtags_3.3.2-RC1	1.2.1	-	82487d76551b27e62dd0185ff757efaced1f60eb
org.scalameta	mtags_3.3.2-RC1	1.2.2	-	6afe9627d1c5af0ba2f91b03d146128c3d5765a4
org.scalameta	scalafmt-config_sjs1_2.12	3.9.0	-	2e1788367445e6b93f71e9cda1198ade57f7faf8
org.scalameta	scalafmt-config_sjs1_2.12	3.9.1	-	084b77166aa78876255f517dbc4e344251e3b678
org.scalameta	scalafmt-config_sjs1_2.12	3.9.2	-	d81c0273bb403d291ad0e70edc1f15c5b5d0b2ec
org.scalameta	scalafmt-config_sjs1_2.12	3.9.3	-	fb41f255d0f81ca65cd8f5b4ab25261adaccec0d
org.scalameta	scalafmt-config_sjs1_2.12	3.9.4	-	d8ee0b3d3eca5561eff1725551b9cdd0ee0961e1
org.scalamock	scalamock-cats-effect_2.13	7.3.0	-	c31e9f6fcc4cbe021a881155c6f785d2d1959a4b
org.scalamock	scalamock-cats-effect_2.13	7.3.0-RC1	-	397e5b42aed138d0d704f5e8b87b43603a3846b1
org.scalamock	scalamock-cats-effect_2.13	7.3.0-RC2	-	b208d29b3daa49e64094917ceabbeb0918448ebe
org.scalamock	scalamock-cats-effect_2.13	7.3.0-RC3	-	520a415931ae7b82441bc278881e47ea931e7ab3
org.scalamock	scalamock-cats-effect_2.13	7.3.0-RC4	-	98b7be38ac0ea941f4b6b31e452f262e6b3921df
org.scalamock	scalamock-cats-effect_2.13	7.3.1	-	6eddb6ca22e8b2de078bd430d147ce2ab4e9c7b8
org.scalatest	autofix-3.0.6_2.11	1.0.0	-	85505ddc43afa63dbbfa54778f17dee6b846419f
org.scalatest	autofix-3.0.6_2.11	1.0.0-SNAP1	-	946f0be06a856b26d940a1e6c5f68f2e491e225c
org.scalatra	scalatra-auth_2.8.1	2.0.0	-	8ca6b65cc0e792ecbf4a5abe26886a10cc17d352
org.scalatra	scalatra-auth_2.8.1	2.0.0.M2	-	43b4826cdd5e6d48a9049a71521f00029149c282
org.scalatra	scalatra-auth_2.8.1	2.0.0.M3	-	639ee311564543febdfe0c74881f00a89e07a0b5
org.scalatra	scalatra-auth_2.8.1	2.0.0.M4	-	b0e4c322c9cc129957bf5e79d32b689a4c3d992b
org.scalatra	scalatra-auth_2.8.1	2.0.0.RC1	-	98832ff5c3c60001fdb580342366ecc0a55e0e34
org.scalatra	scalatra-auth_2.8.1	2.0.1	-	497a7b71a33123a756ad98f16950f20c478c70b2
org.scalatra	scalatra-auth_2.8.1	2.0.2	-	af2e9e54eeb53ad1f5e835c5bab557d7b5f5b51a
org.scalatra	scalatra-auth_2.8.1	2.0.3	-	df6b3e51aa3778cf1bdbb6ad9cdff10e7852656a
org.scalatra	scalatra-auth_2.8.1	2.0.4	-	49d0da1ea37f5ee95b1eb1abf40fc98fa51142a6
org.scalatra	scalatra-auth_2.8.1	2.1.0.M1	-	af5e33b7d1c6c5c052cccbc5b9e47cc5bc220856
org.scalautils	scalautils_2.11.0-M4	2.0.M6-SNAP35	-	5250862aebb2d0df0e444294c86a834edfad3291
org.scalaz	scalaz-scalacheck-binding_2.13.0-M5	7.2.26-scalacheck-1.14	-	5b9ce8782e1d6580c62a67e05675fa69e26649a2
org.scalaz	scalaz-scalacheck-binding_2.13.0-M5	7.2.27-scalacheck-1.14	-	357ed52195746af22d1bf7ad3f77f27ca3a3a25b
org.scalaz	scalaz-scalacheck-binding_2.13.0-M5	7.3.0-M26	-	a529b57b569b02d8cbb6356ddbc4fcf66ba1ac09
org.scalaz	scalaz-scalacheck-binding_2.13.0-M5	7.3.0-M27	-	2275ab117e60258dc1dddc86b6e02d6a80dfc33d
org.scalaz	scalaz-scalacheck-binding_2.13.0-M5	7.3.0-M28	-	e9d59b36d50cbfc0bac6eab9854d6e06a9b97416
org.skinny-framework	skinny-micro-xml_2.11	0.9.7	-	91d075aa314e3e10808cd7b7baeb968cc2a5a628
org.skinny-framework	skinny-micro-xml_2.11	0.9.8	-	89f0e7d8c5133c67e8e755c271a51bfdbb3e99d3
org.skinny-framework	skinny-micro-xml_2.11	0.9.9	-	d3f74160791b1f205a31da8d5faeee9bebce45eb
org.soulwing.s2ks	s2ks-api	1.0.0	-	1f0f736d9b4fc1f135689239285916230ddf6c69
org.soulwing.s2ks	s2ks-api	1.1.0	-	9d331156e164edccd1df53661379acdb2c17dcf4
org.soulwing.s2ks	s2ks-api	1.1.1	-	df9c4ee86149714f117f8c350edba804b0632b1b
org.soulwing.s2ks	s2ks-api	1.1.2	-	339c2181dcf01e0f45bb51474b8b381d1baab9e7
org.soulwing.s2ks	s2ks-api	1.2.0	-	74b8798214212c4e3dbe56e6703e8125378b0b67
org.soulwing.s2ks	s2ks-api	1.2.1	-	26534568a04126733d5d978723b0f3aed51668eb
org.soulwing.s2ks	s2ks-api	1.3.0	-	54c7f6e0e804745dddbd728d6fce5d2af91e10eb
org.soulwing.s2ks	s2ks-api	1.3.1	-	2637b99b28c29ac2a4d309bb6505c60e5b8379c8
org.springframework.ai	spring-ai-chroma-store-spring-boot-starter	1.0.0-M5	-	3bfeeaf54860403aa1adf0ea94d85328ddc07d2e
org.springframework.ai	spring-ai-chroma-store-spring-boot-starter	1.0.0-M6	-	13f3589d43a45cf4b657b49bae034d2bd50695f6
org.springframework.ldap	spring-ldap-tiger	1.2	-	34522b8c0c37e13df6abfd4f3ad858db6813bfe6
org.springframework.ldap	spring-ldap-tiger	1.2.1	-	d90bfe87575efbb00e2a5f91b57ec5d096104271
org.ssssssss	magic-api-servlet-jakarta	2.1.0	-	c269d839005cd05ecafe65d8ce2cd8c57107fb93
org.ssssssss	magic-api-servlet-jakarta	2.1.1	-	4290e8b1d5f1220bd0ed8d361936dd2b8fe2da37
org.swixml	swixml-tool	2.6.20130530	-	a02b7c45142033866bb55a767b50ccc820ca0aee
org.tensorflow	tensorflow-core-platform-mkl	0.2.0	-	85ce21568519b2def33af3014861c1786fe0b3b3
org.tensorflow	tensorflow-core-platform-mkl	0.3.0	-	ab7a1a25a6799057030b66b89b8803d619043f62
org.tensorflow	tensorflow-core-platform-mkl	0.3.1	-	bbfa95ae68f679f0ae5b2638df98f44a06b56a60
org.tensorflow	tensorflow-core-platform-mkl	0.3.2	-	8bfc6b15168145d162936474c7eb2cfa5cd316f7
org.tensorflow	tensorflow-core-platform-mkl	0.3.3	-	feeccc97d48537f7731e7e93a4be956e13bed94f
org.tinygroup	org.tinygroup.menutree	1.0.0	-	111df6fe83c28897db22d0bc972d16cf1ea2d0d5
org.tinygroup	org.tinygroup.tinyscript.mvc	1.2.2	-	a6ff48dc67454dc6827e9ccd8634781c6e88bb8d
org.tinygroup	org.tinygroup.tinyscript.mvc	1.2.3	-	16e636d59e67ee1c7efd53cc53e6e77465b7ca28
org.tomitribe	microscoped-header	0.3	-	e0c32a095dd0f9df185a32fec54c03129c7ee259
org.tomitribe	microscoped-header	0.4	-	d2db21ef3837f12f568dcc46038abaf5e4651263
org.tpolecat	skunk-circe_3	0.0.28	-	1aac4806325e2d5868223236bfe825c191760cdd
org.tpolecat	skunk-circe_3	0.1.2	-	7a1cfafc4070b18cf4815b64b84fffaf827f98e8
org.tpolecat	skunk-circe_3	0.2.0	-	1e01430a54f9c474773a64488f2a4229a28bca6c
org.tpolecat	skunk-circe_3	0.2.1	-	771f164d1351372f6c539ab4761190ece01dffc2
org.tpolecat	skunk-circe_3	0.2.2	-	896c157473c82afea7dd062cd2cc5de4a20ff37b
org.tpolecat	skunk-circe_3	0.2.3	-	eb3a8626dbd9455cf4eb3e25f68f38b69a06cbed
org.tpolecat	skunk-circe_3	0.3.0	-	daa4f97f8cf0c01a631cd1f82a7b59fd7b6e94b4
org.tpolecat	skunk-circe_3	0.3.1	-	b0852bfad0743fcb30285feeaa6c6e6a2d2dac40
org.tpolecat	skunk-circe_3	0.3.2	-	c8b068be1431cf719dc51c09c1151b68d2316cc2
org.tpolecat	skunk-circe_3	0.4.0	-	df2cf74cbcfedd5b5555ffc618c71e259c20f373
org.tpolecat	skunk-circe_3	0.4.0-M1	-	debb7b859a08cadd6653ee3a23a8649264be61f9
org.tpolecat	skunk-circe_3	0.4.0-M2	-	f35553866b4ff39adf185b9e297f968dec9f5f81
org.tpolecat	skunk-circe_3	0.4.0-M3	-	017202dace57edbdb09a57dedbd58a82ffd0973f
org.tpolecat	skunk-circe_3	0.5.0	-	e105194c153f97e6745ad2df502917f46f3d7d6c
org.tpolecat	skunk-circe_3	0.5.1	-	fa952a18657058f58db962ef456b7e77b7d5e5f6
org.tpolecat	skunk-circe_3	0.6.0	-	7510db5cc63e222b9933b3e940a51473e971459a
org.tpolecat	skunk-circe_3	0.6.0-RC1	-	8ca2c34cb1d2005db4e1619247a9c14cf291ee6a
org.tpolecat	skunk-circe_3	0.6.0-RC2	-	8a4bccc66375ca5103953482d48dbcb23b776e83
org.tpolecat	skunk-circe_3	0.6.1	-	653ef265faddb7ced2a9b7894fc943fd8d014035
org.tpolecat	skunk-circe_3	0.6.2	-	faa3c2411ebecf12cab85bd925f2bd79c0e29bfb
org.tpolecat	skunk-circe_3	0.6.3	-	f55aa18365034603d00279270d3494db9d8ab2d0
org.tpolecat	skunk-circe_3	0.6.4	-	f5c91756a73f8ef224150daf313173b23d4d0ad7
org.tpolecat	skunk-circe_3	1.0.0-M1	-	0c528cb2807e4856b91a574cffb93b68c6a30bfe
org.tpolecat	skunk-circe_3	1.0.0-M10	-	f707d5921c06a9618736f931a4869b1d539fc84f
org.tpolecat	skunk-circe_3	1.0.0-M4	-	6395deb6d550cc61d5fc251ebaf578f63f43766e
org.tpolecat	skunk-circe_3	1.0.0-M5	-	ad1c36e1d48d5cdde79de10e2f8f31345328e1d6
org.tpolecat	skunk-circe_3	1.0.0-M6	-	60415b73c5db4659d9bd5d376e855ae89a5e6cbe
org.tpolecat	skunk-circe_3	1.0.0-M7	-	48fd0f34d831099fc5ca650e0b34da02552abf95
org.tpolecat	skunk-circe_3	1.0.0-M8	-	401fe4ab36a15bddfe17b15a2dd7332e819a4a80
