com.cleveradssolutions	bidmachine	2.4.0.0		N/A
io.javalin.community.openapi	javalin-openapi	5.3.0-alpha.3		19de20099763a35f26afe1495cac478c36a8e51d
io.javalin.community.openapi	javalin-openapi	5.3.0-alpha.4		25205fcadc2bb8b7c0721d55f72c9894c0c102be
io.javalin.community.openapi	javalin-openapi	5.3.0-alpha.5		681b007dd10d8f66fd69f45e97d6f67b6201c6ee
io.javalin.community.openapi	javalin-openapi	5.3.0-alpha.6		5f4ec07e83482ffc71bf16b534b9188da15d9c97
io.javalin.community.openapi	javalin-openapi	5.3.0-alpha.7		99c1de73c90e86eca746a2a0376586dac09e83ae
io.javalin.community.openapi	javalin-openapi	5.3.1		1a6023135f05e043921f9c3f21aac6663ad39a96
io.javalin.community.openapi	javalin-openapi	5.3.2		4d83d581be4ce70af332021430ecfac53472eadf
io.javalin.community.openapi	javalin-openapi	5.4.0		d6a237281b18ddc06d515a4ae9579fa30e4cf496
io.javalin.community.openapi	javalin-openapi	5.4.2		0d2d354fb3fed70d3e9df90fa42ff339f334f300
io.javalin.community.openapi	javalin-openapi	5.5.0		1b21a955ccc1a05f229471a56d01e6ab67acf776
io.javalin.community.openapi	javalin-openapi	5.5.0-1		3e21f2f2f0448325d7be8dbf692137e61a52f060
io.javalin.community.openapi	javalin-openapi	5.6.0		3d7530d59103c8985164b45eecfd1fba3a7662f1
io.javalin.community.openapi	javalin-openapi	5.6.1		b239a17e31b7b74cd3fed500190c31c3f458b4af
io.javalin.community.openapi	javalin-openapi	5.6.2		fc1128437a5916658866b235c50ac7a506d56620
io.javalin.community.openapi	javalin-openapi	5.6.2-1		1faa674d534e074c7a2af0da4260fdfff969bda2
io.javalin.community.openapi	javalin-openapi	5.6.2-2		82908a05ff80f1aaabc3dba327cd121528c99742
io.javalin.community.openapi	javalin-openapi	5.6.3		eda11abe00ac8f4256c36a19ece7902ea156e0c9
io.javalin.community.openapi	javalin-openapi	5.6.3-1		e18611f50da67a5a4f33e06bf8f6ed98cd88a38b
io.javalin.community.openapi	javalin-openapi	5.6.3-2		802fac2433ba9b1af467cf94a3a8e2dbc653ea05
io.javalin.community.openapi	javalin-openapi	5.6.3-3		818dde2829f8fc186fc47ea9954efc3227637f38
io.javalin.community.openapi	javalin-openapi	5.6.4		16022cf9a0c5c8409babf877d239b4555a2bb3d9
io.javalin.community.openapi	javalin-openapi	6.0.0		1e387337d60d10f212648cf30b3019ea19076590
io.javalin.community.openapi	javalin-openapi	6.0.1		9a1e4ac0b2d2725f7f170e93039c64b0076fb659
io.javalin.community.openapi	javalin-openapi	6.1.0		05d98d7b8ea4d03ba8b02a486699e56444c7c5a8
io.javalin.community.openapi	javalin-openapi	6.1.1		7232b188b223c6fb1b56c14d84d2f5f6e0059e91
io.javalin.community.openapi	javalin-openapi	6.1.2		a558e7d106a123b507ff8db8cb188a4bbae255de
io.javalin.community.openapi	javalin-openapi	6.1.3		5d819d7634df0abf44db3f91ed0f128c8e1e60a5
io.javalin.community.openapi	javalin-openapi	6.1.4		e63583eb6a7a10a3490a6940106e22549735915e
io.javalin.community.openapi	javalin-openapi	6.1.6		34ede4237271bbda923ebef5232922b1faf54908
io.javalin.community.openapi	javalin-openapi	6.2.0		12736340742e703772b241bc68e82e1c7d7a8711
io.javalin.community.openapi	javalin-openapi	6.3.0		188c68434ac3aa83f6c1ad2ebac313db599cf8a8
io.javalin.community.openapi	javalin-openapi	6.4.0		85d66730d5b6292bae2cff647c3fd76a02b3176b
io.javalin.community.openapi	javalin-openapi	6.4.0-1		d2fd0a32b9f0a7b89024d7cc6886a77880402bc9
io.javalin.community.openapi	javalin-openapi	6.5.0		4bcfe6ca59d5566426bdfa230f663e2333272d13
io.javalin.community.openapi	javalin-openapi	6.6.0		e776dcc7d5183614d433f764de11337f39d89747
io.kjson	kjson-pointer	0.1		b932a5de700d81f59b0b11b11a138f4e2a88b43f
io.kjson	kjson-pointer	0.2		cc5f3abe09ead5e7389ec9c87d39a58e63b70c27
io.kjson	kjson-pointer	1.0		6733cde13e323ed03b861fc6c3342693530ccedb
io.kjson	kjson-pointer	1.1		bce0cc807ba575b8bd161b7246225bee00d9051f
io.kjson	kjson-pointer	1.2		28370d9073bf4bb2e4d63460bbf1fa41985b1ffe
io.kjson	kjson-pointer	1.2.1		7aa70b8f21f91d5ed58d729588a7a1ba901cbcb3
io.kjson	kjson-pointer	1.3		e2dea35a12951b52b3390544f1ac3d0bbb3e5ffc
io.kjson	kjson-pointer	1.4		d9860fadebd45c77b41f4ef9937b9d716f8cf424
io.kjson	kjson-pointer	1.5		7ec4911d04c5c36c50f89e69b1d73ce2e7368e4c
io.kjson	kjson-pointer	1.6		adb6f45bb5a7c87d54e263b959889bbb8d28e3ae
io.kjson	kjson-pointer	1.7		23c51b5df5da3686a6d9f154cb0868cd522d4a4b
io.kjson	kjson-pointer	1.8		37739cc716b874cc626c6e77e3665ce7bbab26e9
io.kjson	kjson-pointer	1.8.1		85638c172d1a17b0763a8f272e3a82635c889a81
io.kjson	kjson-pointer	1.9		cdf338b65e7953dbc1762ac62c79d9cd6e0c7f90
io.kjson	kjson-pointer	1.9.1		05eafb0aa46b2075026ce4a0590f08222349c6d8
io.kjson	kjson-pointer	1.9.2		e9a08db4748fed1961c5aed480bbf60d6b1561b7
io.kjson	kjson-pointer	2.0		41c54293f072e2905fc21eef6b2bf81052325553
io.kjson	kjson-pointer	2.1		8fc07f67d1912ec741adb22a9f58f7f95a3992ed
io.kjson	kjson-pointer	2.2		4d5d938f0e97180ff03fd7cd3d52c2a9b469053e
io.kjson	kjson-pointer	2.3		a86c0625a451f701d64ca732e228a24b6a4c09ea
io.kjson	kjson-pointer	2.4		b31899f78a67babf33203d196fc69425a229d9ce
io.kjson	kjson-pointer	2.5		5691be6335685014f0bfb23ea596c4a3c3f1b1bc
io.kjson	kjson-pointer	2.6		c5c2d81f09e44a358efa29ec22649f38f43d2799
io.kjson	kjson-pointer	2.7		02a4041bf402c52de8b414792420b66e72a9c951
io.kjson	kjson-pointer	2.8		33918707858259528ded54c7500f8dd1f6e7c8c5
io.kjson	kjson-pointer	3.0		ed5e58f3e2cccc29214a41fbc97a300393ecd5eb
io.kjson	kjson-pointer	4.0		2f7afae280045da3a0156a4ef28540c69b120405
io.kjson	kjson-pointer	4.1		089ac4ffc7599bc0531d4f3eec1bfacad776b3db
io.kjson	kjson-pointer	4.2		fbed24b31a5d777d73609863d03b509cfdf4eb6d
io.kjson	kjson-pointer	4.3		c4d200a04e4a6100db0e6e6fef4dfe3f456a1d96
io.kjson	kjson-pointer	4.4		3c05316cc91df3268a6ba5f93949aff552cfd379
io.kjson	kjson-pointer	4.5		dfd8b3f5948e9a94c91adf94c62b1be1619d407f
io.kjson	kjson-pointer	4.6		782f1359b1ad04bad91d816b12db00891d400c4b
io.kjson	kjson-pointer	4.7		b0e5fbe096f43cce4451f4b1f228df692e18ae2f
io.kjson	kjson-pointer	5.0		71b66ebb1cd107d9b51d397806f86d9807519325
io.kjson	kjson-pointer	5.1		b4e12cc971c77b0b5c46040f39290bb54d85ebf2
io.kjson	kjson-pointer	5.2		13349dab2ccbbb70fd98ef00d0e0dfb63e178070
io.kjson	kjson-pointer	6.0		e092e3bf905c7e2d75a21965921ce27ab31751cb
io.kjson	kjson-pointer	7.0		8fe2c4e23d839e4acffec670ef9ec7ca6e377958
io.kjson	kjson-pointer	7.1		4a1e0ee1bd36df365029528abe6920558374e0cc
io.kjson	kjson-pointer	7.2		c1f62dd576e28932537e5122587634eb68b41e59
io.kjson	kjson-pointer	7.3		bc5cce57533c361eecb85ee033ef31c08b38306e
io.kjson	kjson-pointer	7.4		5c40dcd142857d2a5dabcc1f7e9ed30bd90b7a49
io.kjson	kjson-pointer	8.0		b75c41ac1dac6030328bafbef8e0b5da647b4b54
io.kjson	kjson-pointer	8.1		9e1d04c581084c5d6e406859866a2357821f6cbe
io.kjson	kjson-pointer	8.2		1150df62b3977d90547bb2e4497ab558566df8b9
io.kjson	kjson-pointer	8.3		a673387783ddcedfa65e2d4a92bdecede23f3763
io.kjson	kjson-pointer	8.4		d7a81eb8701f47ae076cfe5a370e61660de31c00
io.kjson	kjson-pointer	8.5		ffb532c9c76fbba5edf760dae8f0ad5cb7193fca
io.kjson	kjson-pointer	8.6		4b7a8894fa6ff252cee5880644e18e3eff104167
io.kjson	kjson-pointer	8.7		2518cee893925311eca3f04169d7ef11d96c1605
io.kjson	kjson-pointer	8.8		97c24097a49319e202cd894335c8d13671b187ac
io.openharmony.tpc.thirdlib	AvatarImageView	1.0.0		N/A
io.openharmony.tpc.thirdlib	AvatarImageView	1.0.1		N/A
io.openharmony.tpc.thirdlib	AvatarImageView	1.0.2		N/A
io.smooth-way	auth-android	0.0.1		N/A
io.smooth-way	auth-android	0.0.2		N/A
io.smooth-way	auth-android	0.1.0		N/A
io.streamnative.pulsar.handlers	kafka-0-10	2.10.0.0-rc10		83182baabb60397bd9234c084b4e9ffdc3efce14
io.streamnative.pulsar.handlers	kafka-0-10	2.10.0.0-rc12		5f5170049d055dedb73256efeba9123c7800b1e3
io.streamnative.pulsar.handlers	kafka-0-10	2.10.0.0-rc13		0f800309cbac0fe5864acd9a6c32fa6b8ad6ed66
io.streamnative.pulsar.handlers	kafka-0-10	2.10.0.0-rc5		c29e41b4a9a4470c3baf87f9741ff2f16fd718f9
io.streamnative.pulsar.handlers	kafka-0-10	2.10.0.1		00570adc49566197524e06046ac97b2ede78098f
io.streamnative.pulsar.handlers	kafka-0-10	2.10.0.2		8c6c424cac08ebac96adb3d1c0b2e1d26ab568fe
io.streamnative.pulsar.handlers	kafka-0-10	2.10.0.3		c09b0b8a13a89c1856ca5773c191420e93128bb1
io.streamnative.pulsar.handlers	kafka-0-10	2.10.0.4		d4ad73990fa41c047aea43df663267c856f4f180
io.streamnative.pulsar.handlers	kafka-0-10	2.10.0.5		d6d09b270706cc685ca4a842d6a39d0ac679a747
io.streamnative.pulsar.handlers	kafka-0-10	2.10.0.6		6b94e80b3530318513935ae08464dab677c5939b
io.streamnative.pulsar.handlers	kafka-0-10	2.10.0.7		da9d5d210eaf62b53e2e4dd4a93c84b4029377a7
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.1		92bbb0612e70d3f6e2fa6c12716b890c017d77c0
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.10		bddc74e76c586020d9e09bcbb7c9fa2523fcf57e
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.11		0a11a8b932eca39c623b1f983fe1a3368e8687f6
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.11-rc-iterable		1e96e89fc6aafb07635a19e409cf543ffc86b947
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.2		2cb24362c403e5d687f8ed3b132cc403ef928a22
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.3		7716686691d42e8e08b52a967a8c9153350dcc50
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.4		56ccfeb6fe45698343730c16d15ddb6288c72791
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.5		41976ab12527a4f3dc320a6fcb888c42f7bb0c8c
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.6		8a8f439586b095b14e7b42fedc0e6188cff531c0
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.7		27915f634e72a4e41192fadc183047f56b91608f
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.9		8d8d12b59da855e0fda23a91d1a005a29051e022
io.streamnative.pulsar.handlers	kafka-0-10	2.10.1.99-rc0803		3ecb6fcbad0fee59687ff771eaa39688b9f16372
io.streamnative.pulsar.handlers	kafka-0-10	2.10.2.1		a14af20949ca275ad6c6d105071690cad5e44b33
io.streamnative.pulsar.handlers	kafka-0-10	2.10.2.2		5f5e3172bedae68872635f0352e9d3b347f45296
io.streamnative.pulsar.handlers	kafka-0-10	2.10.2.3		fbfbcd5b6878cb9a081fdcca136b961e1ec98008
io.streamnative.pulsar.handlers	kafka-0-10	2.10.2.4		d48c040fafd848081bed6c3d165b38b41a41cec4
io.streamnative.pulsar.handlers	kafka-0-10	2.10.3.1		64a285468bfcfafd0895efaa2159ccc3fa62ca71
io.streamnative.pulsar.handlers	kafka-0-10	2.10.3.2		efd4b41199adf9bc8d6c2de5cb211673dd3981bd
io.streamnative.pulsar.handlers	kafka-0-10	2.10.3.3		870a3bf9f6be99f59e838d8e40a6c83fd8262f3f
io.streamnative.pulsar.handlers	kafka-0-10	2.10.3.4		f83e91ab4dad699caba1a19e1c4a5ef505f88139
io.streamnative.pulsar.handlers	kafka-0-10	2.10.3.4-rc-20230301		f7d95d6c1ff2d6aa079eba0c21c9019a048add1b
io.streamnative.pulsar.handlers	kafka-0-10	2.10.3.5		42d2844bdea159bbdcf0b73c62bc234b223b2d3d
io.streamnative.pulsar.handlers	kafka-0-10	2.10.3.5-lego		1402bda2b2410a89b531d99410ad895a06d54595
io.streamnative.pulsar.handlers	kafka-0-10	2.10.3.6		3d852518ff7027d0ac06925891be0dd1159f9018
io.streamnative.pulsar.handlers	kafka-0-10	2.10.3.7		e2e3dbec82602af96678385443e43ed33406b5cd
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.1		1b895967f7fe4f96619f93651b195388988e44d6
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.2		93fcb593f830a5536313f4721c75ed24833e72eb
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.2-5ce22c		29880e25187e4f89bd5df9dabbaae8be5204844b
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.3		b7782c732622698d0972d8611b84b77cc42dda6c
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.3-5ce22c		818bb4a2fe1e62272387441eb0e491d8605bb357
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.3-attentive		409ff4dbb551d9ba0995f03939219a9b52e729e2
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.3-ht		edaf1e8d2c5cc64856615a024703b75dfcfbd6da
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.4		b8b8b8cd58f9ba5985500ef2ce5d1121c7cbf28b
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.5		afb21fa86a1dc963ce2299ae033505355aacb419
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.5-5ce22c		05bc71c6353fa450acc28ad0937c4cb68a10e651
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.6		cdd23036a491c921620bbd7dfba7ae31ce160d0b
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.7		f17dc04c0eaef86da1d682593f5a20646eb0abd9
io.streamnative.pulsar.handlers	kafka-0-10	2.10.4.8		5ba9f2114eb5529c0019040ebc724b8094560103
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.1		0e545556edc7f8a740726d5b49c0a89cae668740
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.10		16b0f772b213f0173b8d732d3a7518ad74fc7cd9
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.11		ec07c884edfeedb741d2959b8d54049e9de8e218
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.11-5ce22c		f97fe8c2d9321e693ee3ff4e1fafb41ef4243e32
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.12		4965482a2485ae36bb59758d9ff942c163c0c0d4
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.13		e336d5205ab338b1c528741935fb37491f576ca7
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.13-5ce22c		cf12934f9392bf76b19bc93a2f40e0a37ac4cf87
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.14		c317049cf0502a307f2cb60c5c5f2f51e89713db
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.15		a7c5db35a8247ababf74f03b99feb68f2e2a57b0
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.15-5ce22c		b9bee131bb0afeee77b7964f0139ed52066d624a
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.17		20c2f70ebf67d3da6f5c1ee8765d8a43dadcae63
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.17-57af94		a31e0814f23bda882153834c53df9009e3edadf7
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.17-57af94-2		0b7ff7014f3df130e7ce74d1bbaec6ba42b764fd
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.2-5ce22c		bf1aad828d1aa4a7a922cb97d76a09a7c2393dd2
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.3		21e65a3b6c964cbc06499922a460d7c33275459f
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.4		cf343931a709dc532524b1b23c5270d3be029856
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.4-681bb8		2d06e7eaf97750753ee937751f92c6c0c90d7235
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.5		eba2bb752e01e1a006d8b021619ebf5e372c8194
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.5-5ce22c		1337b29c90b0405fdc0b19b7af54b5de27f33678
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.6		83fbc932e79c380734c30dee1208213f9dccfbed
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.6-5ce22c		0d49aa1e8859c073764bad0921997c94d2d52a33
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.7		5552c8c1c9849330a5f24e4f1503b66857be9deb
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.8		252a39db8202001852b289a6ef08426e285ccb8a
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.9		c9ba027bac753a476245be40c381d4f0aaa0c3c8
io.streamnative.pulsar.handlers	kafka-0-10	2.10.5.9-99cb86		9dc005dbb290b93d88e9d92c12cda2e70bc1b8d3
io.streamnative.pulsar.handlers	kafka-0-10	2.11.0.1		f5ab283346089a74e21dc359741b808a3a5352ba
io.streamnative.pulsar.handlers	kafka-0-10	2.11.0.2		5058ce0874ff993e1c48cb0805a8ed7b717d7c56
io.streamnative.pulsar.handlers	kafka-0-10	2.11.0.3		64fd0ab3985af86e94f08a102c0d115fdac926b0
io.streamnative.pulsar.handlers	kafka-0-10	2.11.0.4		be55592d155eee2dc918f2c8bdbe6544e0e47920
io.streamnative.pulsar.handlers	kafka-0-10	2.11.0.5		603160e7eba70455ce6c2b8bd4b92a1f4db0a702
io.streamnative.pulsar.handlers	kafka-0-10	2.11.1.0		9ddcd25854c6fbd8ffd99f967a4087b293018481
io.streamnative.pulsar.handlers	kafka-0-10	2.11.1.1		d6c86c59f4d685920ac9af59d73b9aa3341b77fd
io.streamnative.pulsar.handlers	kafka-0-10	2.11.1.2		ff38c275c36d4b82fb6ff678236f4d9895651ff7
io.streamnative.pulsar.handlers	kafka-0-10	2.11.1.2-arrowstreet		558ff7eb81903cb7817418af3bbc5afacd207d15
io.streamnative.pulsar.handlers	kafka-0-10	2.11.1.3		953f2004c1e128c3771e561c843fed45ed2a7f79
io.streamnative.pulsar.handlers	kafka-0-10	2.11.1.4		6bb98cc489e5d48fe162a5225433fbbc609e7a5d
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.1		56940667d4fdcf8689c3961744b10f7f9c7173dc
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.10		b277f86503a5f1471de86e5c144c0ac803c65260
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.11		b38613da99f7195c8038830d4682842615a9895f
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.12		8067999150c216bada4df91afa2ca584c55ca5cd
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.13		27fb11921747755b88fe0caabdecc4fb608dfff5
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.2		7aa231f8f2f99ebd3dc97946cf4a443db45ccaa1
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.3		948fff1b6729c4ebe5cffe7a6cd2044c5fbc2be7
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.4		fcd88a556d081832248c16638806c84fa1966dee
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.5		3edef08bb97f24dd7e494ca98bb1097882373add
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.6		bd0d16235689ffadf0667800a9a8b1a66e125bbd
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.7		32b768f1eb2a3f569d6df5ead69e4622a2f772d2
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.8		cc7054d069252c1d64ec6b94769af05ad4fb4036
io.streamnative.pulsar.handlers	kafka-0-10	2.11.2.9		71c7e07279ba558b55038b028dcdd5fbe4cfbd96
io.streamnative.pulsar.handlers	kafka-0-10	2.11.3.1		a0f92118955bb9736725310f52e62d13ba168386
io.streamnative.pulsar.handlers	kafka-0-10	2.11.3.2		a276ec1719602939ba3fc1c92a8039c9ad84c852
io.streamnative.pulsar.handlers	kafka-0-10	2.11.3.3		790b45116923253274429d764313d27699b1cc33
io.streamnative.pulsar.handlers	kafka-0-10	2.11.3.4		b609b27956058a1a5a73bf7a6857c3eb057d00ba
io.streamnative.pulsar.handlers	kafka-0-10	2.11.4.1		2607d4973422b8ccbd8b406af1fa31b20277a1ee
io.streamnative.pulsar.handlers	kafka-0-10	2.11.4.2		35f92b573b341f894bbdbf7ada85620390066b5f
io.streamnative.pulsar.handlers	kafka-0-10	2.11.4.3		4e9e53e14241f0480fe4aea9d36c60f51782f411
io.streamnative.pulsar.handlers	kafka-0-10	2.11.4.3-22cb86		ed92f4e4d4e61c32ddf186d8e10779786dc1ae9d
io.streamnative.pulsar.handlers	kafka-0-10	2.8.0.14		4f41502c58089d3d321aa5daad0c11bf07ad95ae
io.streamnative.pulsar.handlers	kafka-0-10	2.8.0.15		84e3b653aa718ae9eeda778505950583fbf8fa7f
io.streamnative.pulsar.handlers	kafka-0-10	2.8.0.16		9d9e9d95a4ccb3b7ff4a0c1938ed76b4da0cf06f
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.0		98918c7c978238475d57b66c46a3a77e8d4e1be4
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.1		cfb16fc072f15b2433e7712696d683a0886be50f
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.10		6255834d2c0a97f680d06a660ce16eaa97f79004
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.11		dcddbdb643b29680e4aa6dc40454ed1e00bcdb3a
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.12		a836dc9c32be8abb577ed8c128c795c613cb93b2
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.13		aa584cadd6b2f978c198d068d2adb3b34c4bbdec
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.14		0524d4d43ec0786d7c2a1161a0b034d97a490fa2
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.15		e4df044b4a56c3fcd2be5834a0e6a4bd7ee46675
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.16		a563546272d6f6a942d23106da96c18f0212c1ae
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.17		f27b6f01abf67e9817d97ab7ea07f1a16a4adb27
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.18		895ecc07e790ae9016bf1f97f62df9005d178fbc
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.19		0c65b4443f8beb4ccb65e6921b6197ec9b194f69
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.2		cf5947c1e7b10296f95150e34b1808aa77e1f110
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.20		9d9dc2b11ce81d20de68c24c6805ed8f575cfddc
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.21		1dd853713b4811dd4026c975cc615374331889d2
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.22		d44d66a4acdd6344d100c19d94a8da2869c8b32d
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.23		af3efeeab6426da633a3b379bc3f42b14412b4a6
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.24		ad7bb8b316e0a8c415b49da953a56d03af463c6f
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.24-rc-0		9fbebf7407adc1dce9e03c95c348ca1f54907706
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.25		2dfa322897c24843adb20bd96c9573dc87225866
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.26		d84122a91a9092b9d4c65adad31a945fef1bdbf8
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.28		96faa52e9d48f3b0b386a83c0b8ce9ea178a89a2
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.29		8448e5fe08ae27430a1d175789802df465fa111d
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.3		6a24926c2dbaf2314605d8cadf1045bec4bff4ba
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.30		cbbaf10919d74ed393409c0316fd607d2f3b8db9
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.4		1e3f4335b93f3d37465294397a2ef5e9e64a02f9
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.5		c0d48af5cbfef085b04886dd43421c6b265c8719
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.6		38986fea132afa571bc257073007f783b5c1e0a5
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.7		5846f0b5f6638e9ca0507d94a22ebca20b6d9d03
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.8		f629f52ee8360937e8eac318fcfd0bcaef05a6e3
io.streamnative.pulsar.handlers	kafka-0-10	2.8.1.9		caf05af801eb8b63ba7f54bbf629c921695d5328
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.10		05de5880e206761c1c5a136dbf38acefd662619b
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.11		c005dbc66f64d97ad036e7adf2464baa73042fd9
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.12		387dcc0f9184b6cf6791c1032c2be8ad0fb9bb9b
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.13		a8db0260dd0c93a30a385836e1885ec595a9b80b
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.14		8225433b88f32684636ed472693699adfc126cc4
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.15		bc1c267eddb672181afca659f1e7e464b751bbae
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.2		5e8b273e798e552c0d9c6e6354c6348ad26a27cf
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.4		47af17448b5ebbc532cb1027c0216fe8e3de6337
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.5		122fdb03d7222de7c6a6b7617c0b72bf675ccdef
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.6		293dfc24befc08ef4dfac52f65c405bdc894f02d
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.7		ad8a456417b0c51f39ac14f94202ad262dfeb996
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.8		d3627c0692dee8e715af8e6feff288345e99785e
io.streamnative.pulsar.handlers	kafka-0-10	2.8.2.9		eee8ee71ce3c41c4e555e88ebbb1d51e728bfe60
io.streamnative.pulsar.handlers	kafka-0-10	2.8.3.1		681ac84c3e94349c3c324ee38dc0f209f8c27fb6
io.streamnative.pulsar.handlers	kafka-0-10	2.8.3.2		192db8d8aadbce67dd930a762cc1e64a0947d666
io.streamnative.pulsar.handlers	kafka-0-10	2.8.3.3		75da3ebcbf829af9d0cde7c340e77b62eddb9e29
io.streamnative.pulsar.handlers	kafka-0-10	2.8.3.4		41875d8e12a5b19e65837521166d37d1fa584abd
io.streamnative.pulsar.handlers	kafka-0-10	2.8.3.5		53eeffd57aba28d0e406a76d829cf003a789f2f3
