at.ff-esternberg.sybos	libsybos	0.1-beta1		a67abacb73a56cf12a6c483104c78e707d9bc8bc
io.spinnaker.orca	orca-integrations-cloudfoundry	8.31.2		6d85dfd16f539a03327d16d15c627d52b3ff1dd4
io.spinnaker.orca	orca-integrations-cloudfoundry	8.31.3		6398bed78139921eacb30f59ba3d8dff9508b253
io.spinnaker.orca	orca-integrations-cloudfoundry	8.31.4		75eeaa0a680ef02a287b5451d7a462dd0b2efe91
io.spinnaker.orca	orca-integrations-cloudfoundry	8.31.5		333c7ffa37c903e9925674cb54157e784008c442
io.spinnaker.orca	orca-integrations-cloudfoundry	8.31.6		7118dbbb76f8dc1068cb4536610bd7d7296a763c
io.spinnaker.orca	orca-integrations-cloudfoundry	8.32.0		49b36d559df612679dfe03ded9be2d30132d8d0a
io.spinnaker.orca	orca-integrations-cloudfoundry	8.33.0		88b655bc0b6a0b10ae613f530c87be6c62468a37
io.spinnaker.orca	orca-integrations-cloudfoundry	8.33.1		8c10a39c999fa5dfa315ea85a77927b8a0919180
io.spinnaker.orca	orca-integrations-cloudfoundry	8.33.2		415fbe639c5348989f5ca728f75d4e2ddde0f317
io.spinnaker.orca	orca-integrations-cloudfoundry	8.34.0		33f17d2b0a2a2d5a2f0613e62d874fd824cef46d
io.spinnaker.orca	orca-integrations-cloudfoundry	8.35.0		b9be64b1a2d587b34624407d2c59a493a17fe1fb
io.spinnaker.orca	orca-integrations-cloudfoundry	8.36.0		b38aae5fb3c76107125c406095d7b38a950e97dd
io.spinnaker.orca	orca-integrations-cloudfoundry	8.36.1		2bf18fe82cecf8f7bd1a1cca04fbb35e9d6bb6ab
io.spinnaker.orca	orca-integrations-cloudfoundry	8.36.2		87eb9f8bcf31214ebc88d77c2c57c81be30a1234
io.spinnaker.orca	orca-integrations-cloudfoundry	8.37.0		244fa16a8d5b715c21017fdcc50ca0df371e1a45
io.spinnaker.orca	orca-integrations-cloudfoundry	8.38.0		b7a5b19bc6455783e3b531ae99bac5e1d0a9adca
io.spinnaker.orca	orca-integrations-cloudfoundry	8.39.0		6491b60ac6ba5cbcdea5c4606cb1be8df05f7fd2
io.spinnaker.orca	orca-integrations-cloudfoundry	8.40.0		49caa0e9512bcd49ca71032b5c06ca858fbd2e3e
io.spinnaker.orca	orca-integrations-cloudfoundry	8.41.0		c7e8e3aebd354d5a2ead3ab345b8b90f376de70d
io.spinnaker.orca	orca-integrations-cloudfoundry	8.42.0		ca89280827c15a2eb37a4775375014a5b6a248fa
io.spinnaker.orca	orca-integrations-cloudfoundry	8.44.0		38faba07a8aab81dbd47ca2e089626c377bbad3a
io.spinnaker.orca	orca-integrations-cloudfoundry	8.45.0		57d857952eaf9d59aa8538167016e9a1d5e6bffc
io.spinnaker.orca	orca-integrations-cloudfoundry	8.47.0		934169ec4fe67767d12d5b200bd5feb499208404
io.spinnaker.orca	orca-integrations-cloudfoundry	8.48.0		f83fa9a91b0e5fdc5992c18dc83fbebf2e64399f
io.spinnaker.orca	orca-integrations-cloudfoundry	8.48.1		c1b0a48db628eb90d01e61de3cfafc1e5f5bb02b
io.spinnaker.orca	orca-integrations-cloudfoundry	8.48.2		903102156126ad27eeab1ea0b87a15c09fcc0f7b
io.spinnaker.orca	orca-integrations-cloudfoundry	8.48.3		c11840da1c4a442093759ffad44e529054c29947
io.spinnaker.orca	orca-integrations-cloudfoundry	8.49.0		dd148d766019dd532e8cae7424feb494dd8f7d8b
io.spinnaker.orca	orca-integrations-cloudfoundry	8.50.0		8d1cd8fb43c7213927f5b81cbe1fa8f3f386f3f8
io.spinnaker.orca	orca-integrations-cloudfoundry	8.51.0		699e3be7e29377a3f29ac0575864446cc49c360a
io.spinnaker.orca	orca-integrations-cloudfoundry	8.51.1		c78095cb8a2a68e57f89f847fde2879c1eae845c
io.spinnaker.orca	orca-integrations-cloudfoundry	8.51.2		21dd9750f293a917cb4aa0de1ea50254012e5fff
io.spinnaker.orca	orca-integrations-cloudfoundry	8.51.3		cd5885762ebc4c3394943c39765721f494ab8dc8
io.spinnaker.orca	orca-integrations-cloudfoundry	8.52.0		5929b419c3a13d8ca211a2cf25a927e97962e6df
io.spinnaker.orca	orca-integrations-cloudfoundry	8.53.0		dd6f357bda70cde08f6e70e24261bc06adb3de3f
io.spinnaker.orca	orca-integrations-cloudfoundry	8.54.0		f0613f9129d9635491d4798ff87cd1b779ae6287
io.spinnaker.orca	orca-integrations-cloudfoundry	8.54.1		b37c50893f071a8fc8dfb1f03467c626c27ff907
io.spinnaker.orca	orca-integrations-cloudfoundry	8.55.0		faabe1e484c5707f0097e1d17738db23490dca16
io.spinnaker.orca	orca-integrations-cloudfoundry	8.56.0		47ebcda14baf66d890f9b0527a455df98969ea39
io.spinnaker.orca	orca-integrations-cloudfoundry	8.57.0		c665c145b83c8276cba5ddd3d5dc95f9823a441a
io.spinnaker.orca	orca-integrations-cloudfoundry	8.57.1		f34be1b04eb42115e92755e649b3a394a038def7
io.spinnaker.orca	orca-integrations-cloudfoundry	8.58.0		a29c864b26ba657c701774eddf584091fe946564
io.spinnaker.orca	orca-integrations-cloudfoundry	8.59.0		dec23fed32a86b7c13aa168f06e66148142c60b9
io.spinnaker.orca	orca-integrations-cloudfoundry	8.60.0		b3be3b9f16effa83d700ad1908bda1d779d30753
io.spinnaker.orca	orca-integrations-cloudfoundry	8.61.0		98a7db8015e9dc44b830fe89816b95d8015ac791
io.spinnaker.orca	orca-integrations-cloudfoundry	8.61.1		5b417d4e172c0fc51b1cdd380e8b1e18ef0c5978
io.spinnaker.orca	orca-integrations-cloudfoundry	8.61.2		8d004755183ffb3b74ca828ce9c5fd69de48a23b
io.spinnaker.orca	orca-integrations-cloudfoundry	8.62.0		d212a704d93505f3f58be454013da3f5a14e48b2
io.spinnaker.orca	orca-integrations-cloudfoundry	8.63.0		821d81ae1abe56075f4118f66f15b9bc86417efc
io.spinnaker.orca	orca-integrations-cloudfoundry	8.64.0		ab0eaa308780df1589c5916b7a0fc69a09f4fbb2
io.spinnaker.orca	orca-integrations-cloudfoundry	main-10		cb2f4c641683ad3b9f3555d0543048f222df6c97
io.spinnaker.orca	orca-integrations-cloudfoundry	main-11		e983e8ea1fbb5c70cfa02642b227a1ccb9e788ca
io.spinnaker.orca	orca-integrations-cloudfoundry	main-12		16b57c3e1d5811a087c9e49f85acad2f0286a793
io.spinnaker.orca	orca-integrations-cloudfoundry	main-5		4d4511faf5a5ce0771c8e9505254064179399a64
io.spinnaker.orca	orca-integrations-cloudfoundry	main-6		3ec9bb2c121ae9582a2ddcad89bddc426d0463bd
io.spinnaker.orca	orca-integrations-cloudfoundry	main-7		1b05acc71e3d34d80069f3c67e9f5bebd7bad862
io.spinnaker.orca	orca-integrations-cloudfoundry	main-8		9113f545292dfb97290d24d52220ac6656af6483
io.spinnaker.orca	orca-integrations-cloudfoundry	main-9		567fccbf47def72a8899d84e73f9caa8659d6a60
net.exoego	aws-sdk-scalajs-facade-mturk_sjs0.6_2.12	0.24.0-v2-473-0		b2189cf69ddc3152f63c0ba7ff9831721ebef2c7
net.exoego	aws-sdk-scalajs-facade-mturk_sjs0.6_2.12	0.24.1-v2-473-0		2d8a43672f6bcb17e0d8d3fc417261c8fcb94e40
net.exoego	aws-sdk-scalajs-facade-mturk_sjs0.6_2.12	0.24.2-v2-437-0		aa7c2bdaf94030d4f4459602e062c7c99923cb9b
net.exoego	aws-sdk-scalajs-facade-mturk_sjs0.6_2.12	0.25.0-v2-518-0		03e4ba2b92c4e65120a5734cd03db662b560aab8
net.exoego	aws-sdk-scalajs-facade-mturk_sjs0.6_2.12	0.26.0-v2.524.0		2ff7576647a21636d3b00b81aa71912c3525d0a7
net.exoego	aws-sdk-scalajs-facade-mturk_sjs0.6_2.12	0.26.1-v2-524.0		e234065becfaaf5e286d54854ead0a0f4c109636
net.exoego	aws-sdk-scalajs-facade-mturk_sjs0.6_2.12	0.26.1-v2.524.0		8baa007925af1876ee88e390957344f50882ca3f
net.exoego	aws-sdk-scalajs-facade-mturk_sjs0.6_2.12	0.27.0-v2.571.0		b7b8db7843222ff2990190de47d9e552559aac21
net.exoego	aws-sdk-scalajs-facade-mturk_sjs0.6_2.12	0.28.0-v2.596.0		389111439508d30ab4cf22a3681e36497b5aa41f
net.exoego	aws-sdk-scalajs-facade-mturk_sjs0.6_2.12	0.29.0-v2.624.0		d0572bc654fe829b0d2b6b43c95c8974f59ae9bb
net.exoego	aws-sdk-scalajs-facade-mturk_sjs0.6_2.12	0.30.0-v2.715.0		141b5b171d582ec994bacefc729ab085c601d84d
net.liftmodules	fobo-angularjs-api_3.3_2.11	2.0		05f86c7f2940e98d7b0e1ab17c7dad870c8c0764
net.liftmodules	fobo-angularjs-api_3.3_2.11	2.1.0		c7e77e97daad724659a37e7dcd39e08e5e936b67
net.liftmodules	fobo-angularjs-api_3.3_2.11	2.1.1		fae461e930929d4eb637dad32c8bc5484445861b
net.osgiliath.samples	net.osgiliath.sample.enterprise	0.3.1		N/A
net.osgiliath.samples	net.osgiliath.sample.enterprise	0.3.2		N/A
net.osgiliath.samples	net.osgiliath.sample.enterprise	0.3.3		N/A
net.osgiliath.samples	net.osgiliath.sample.enterprise	0.3.4		N/A
net.osgiliath.samples	net.osgiliath.sample.enterprise	0.3.6		N/A
net.osgiliath.samples	net.osgiliath.sample.enterprise	0.3.7		N/A
net.yslibrary.keyboardvisibilityevent	keyboardvisibilityevent	1.0.0		N/A
net.yslibrary.keyboardvisibilityevent	keyboardvisibilityevent	1.0.1		N/A
net.yslibrary.keyboardvisibilityevent	keyboardvisibilityevent	2.0.0		N/A
net.yslibrary.keyboardvisibilityevent	keyboardvisibilityevent	2.0.1		N/A
net.yslibrary.keyboardvisibilityevent	keyboardvisibilityevent	2.1.0		N/A
net.yslibrary.keyboardvisibilityevent	keyboardvisibilityevent	2.2.0		N/A
net.yslibrary.keyboardvisibilityevent	keyboardvisibilityevent	2.2.1		N/A
net.yslibrary.keyboardvisibilityevent	keyboardvisibilityevent	2.3.0		N/A
net.yslibrary.keyboardvisibilityevent	keyboardvisibilityevent	3.0.0-RC1		N/A
net.yslibrary.keyboardvisibilityevent	keyboardvisibilityevent	3.0.0-RC2		N/A
net.yslibrary.keyboardvisibilityevent	keyboardvisibilityevent	3.0.0-RC3		N/A
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.1.0		07e05e7f70f508643168439c4d785c11eb47257a
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.10.0		dd15f1e5e1376d1ff1721f04917dc5780d033916
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.10.1		2032e030f28ab4b61355bd2f1bedc25aa694a9b3
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.11.0		df4ef19735d7d6790154fc9885b46d9be2d00c2c
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.11.5		467b6a1a8543e95860f1b1853e1e4cce009dcc5d
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.2.0		f1855a2329eddd0404c4f29e00fa1572010920ab
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.3.0		06436358257938973d5b08cb14acd61f16bffd67
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.4.0		70abb8331fe5d572501b369ab26042d70a783e48
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.4.4		8448a87b84f511f0ac6ea613736df53209576a68
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.5.0		e6e72bd465fd664cdfc64251eb314569a6fe6499
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.6.0		48d4d5b56b6029c5a3104373c293e9eb7e757865
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.6.1		58f04f861c8e027f2e4a1964ab1b125db62955e3
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.7.0		09f6caf2345f87ef086717c80d501b32324b9dea
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.7.1		280aff888f93b476cbaf45cd74ad5b311be90e91
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.7.2		c78ac3ba6cf4ee52f6c9a551c97cb247a288033d
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.7.3		7efb5f17c61ee5fc89d5358f4080de69b15265f8
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.8.0		e8ea9ce6a2a61b8b1826eaf4540eaabc20154838
org.apache.camel.kafkaconnector	camel-chatscript-kafka-connector	0.9.0		268cc31d09aad7c11a5a9ff5453ecaf87259975f
org.apache.dubbo	dubbo-plugin-router-condition	3.3.0-beta.1		47cea946a2abfadf57a9b1740e60e17fc1709815
org.apache.geronimo	geronimo-deployment	1.0		eccb2d4252cb06cfbbb59b37cebc442d9e019847
org.apache.nlpcraft	nlpcraft-example-pizzeria	1.0.0		96d997e2a3b12805ebfea9b20a34247f2ec7a3e4
org.apache.seata	seata-config-nacos	2.1.0		b9a0a23f3180c72868b8bc88394be9ee066da8c5
org.apache.seata	seata-config-nacos	2.2.0		12f22a66d31801e9055612dab28e7298bf4e7602
org.apache.seata	seata-config-nacos	2.3.0		927064ffce6309825c3bb2c10e2e174d0f5624ad
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.55		48f25685f4376f431bc54a62930d55bc0865b2a9
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.57		28382bbc7bfec6547e15c6a2e0e88ad24ffaa40a
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.58		936244a0f69ee1f3cdef75d06519d09d16dd19e4
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.59		6ac29670ed2e23ba5f47ff5edc42cd517ab8b132
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.60		37805544394dbb40f3d755d513e62a8cfa100cf8
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.63		82af0ed868140355f6b7440da2fd61127c81a358
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.64		0f08904bd3daf5d289032c98327832cc2b52f5d5
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.65		2add0a927df4a885c79882f97dda30b61a4352ac
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.66		5871154d7d6115e9519bee189079f039f6ce426d
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.67		c2a398296306242898c0274d5cba642a8bb53af1
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.68		978bb510907bed0cc0f8de436a94c423a05abd8a
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.69		f499b41dd5f040d161b2af244674d0b17501e478
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.70		6897405eb62d3877e9c6a830b05f04fa8b34a56b
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.71		45e8a62b75cd8fb535914d40d0f7fc938aa07bee
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.72		41b2ebf75aa9223653cab644452636c8891f9ddc
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.73		cba69308182e0320b000d934bbc61e3418c95354
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.74		7f9560aff3db926dc285fa4a835629b6adcc4cd4
org.caseine	caseine.vpl.tests.IntegerTripletJUnit5	0.0.75		a8e35d1cc53504622f3673400dd0c49b843fdbc1
org.drools	drools-core-dynamic	7.31.0.Final		aa5013ba8f493742e701e20513afc76b2f4ca297
org.drools	drools-core-dynamic	7.32.0.Final		3f57d62e0a0bc4551a0c015c12c0ddeb553a475c
org.drools	drools-core-dynamic	7.32.0.k20191220		793c4040301416cd2f9f439f0697c0b5bef57ec4
org.drools	drools-core-dynamic	7.32.0.k20191223		a3cfb9ae31e67267c786bcfd094337f3fcdbdbc4
org.drools	drools-core-dynamic	7.33.0.Final		c6b2e1dd0a5a27ce22e889f349ce0ca647621168
org.drools	drools-core-dynamic	7.34.0.Final		8fb0a1da8072d957dd136c11fc1652ae64cc830e
org.drools	drools-core-dynamic	7.35.0.Final		1925683afc78bd1fb4069f49602e01410a1d2951
org.drools	drools-core-dynamic	7.36.0.20200330		858e90b2b325a8bfd3dbc764e7f81fcbf5a8eb66
org.drools	drools-core-dynamic	7.36.0.20200331		c2c847b077bee613a4c9af0516b336aa60835fbe
org.drools	drools-core-dynamic	7.36.0.Final		da4fc947e4203cf2ffdf211d8576265a5fd07754
org.drools	drools-core-dynamic	7.36.1.Final		fa008d70a03b3f0b7d966efb2bedda9be7f36dd9
org.drools	drools-core-dynamic	7.37.0.Final		0e8b3299da058f7530c277775075be4b51f2315a
org.drools	drools-core-dynamic	7.38.0.Final		124a81514d0aefffdc758a8a2710a3c7462ab758
org.drools	drools-core-dynamic	7.39.0.CR1		e29a9a7998b359da4448deadd79e9b534dc9b646
org.drools	drools-core-dynamic	7.39.0.Final		a9e06407c065956dfd0549f9c7b2571c53889072
org.drools	drools-core-dynamic	7.40.0.20200703		fa514dae96a8e32fa0fcd3c131783b7ce2c373d3
org.drools	drools-core-dynamic	7.40.0.Final		49eefbfbf585cfe1b6e2e193f21e1c5185c0ecee
org.drools	drools-core-dynamic	7.41.0.Final		3646704e91a28069aaa1fddb93679a2f2a2732ab
org.drools	drools-core-dynamic	7.41.0.t20200723		f6c02a1ed57fc6cc48bda662b7a5d0f77fab0327
org.drools	drools-core-dynamic	7.42.0.Final		88f9d47da654dda845b0fbf3bf106ee204d833a8
org.drools	drools-core-dynamic	7.43.0.Final		69b0e396da367e2e588e8a75665c683de2446596
org.drools	drools-core-dynamic	7.43.0.t20200824		43a0e7191f5a5e4a1bcf56cc450d992f1c820c9a
org.drools	drools-core-dynamic	7.43.1.Final		eb8d9314bfa2b02346b60a243304ed1d0e2ea69f
org.drools	drools-core-dynamic	7.44.0.Final		b8c97f52adb40f7f1d669247082d6f57f0608f03
org.drools	drools-core-dynamic	7.45.0.Final		c2738eae79f70ce4f302039b04a23bc9ea854275
org.drools	drools-core-dynamic	7.45.0.t20201009		bcfed8217130270f4f444f2f985a055815228e35
org.drools	drools-core-dynamic	7.45.0.t20201014		505c6d8fdb144968a7a3eae76c9ffc36c2e0a551
org.drools	drools-core-dynamic	7.46.0.Beta1		61d688f39e8c3fe43228eb6bed40ca9d5c290d67
org.drools	drools-core-dynamic	7.46.0.Final		35edb746e9b18539a8dd7b9932f3714042af50d1
org.drools	drools-core-dynamic	7.46.0.t20201030		ae80f853e8c8536143e5bdbe1f0bb96e5ece63f5
org.drools	drools-core-dynamic	7.47.0.Final		7bdf614a97ca8f7ce32dac11a7388aa91e1bc755
org.drools	drools-core-dynamic	7.48.0.Final		74b521fa65beed39afd515ce34b80c4cd405e1fd
org.drools	drools-core-dynamic	7.49.0.Final		5546b910093690d2d2a5e48a685bdf5160b2618c
org.drools	drools-core-dynamic	7.49.0.t20210118		108656e10b37333a7efbe75fea66ae09136e026c
org.drools	drools-core-dynamic	7.50.0.Final		c7c14cbccb35e534753bb1778d863ae8ac5c60e5
org.drools	drools-core-dynamic	7.50.0.t20210209		3f3948aac99b38d695a84d27f8532883b1fec104
org.drools	drools-core-dynamic	7.51.0.Final		42ab4732151c6eb9c7309cbcbc7fd5b15778bcb5
org.drools	drools-core-dynamic	7.51.0.t20210303		71ab8e5767b26b797d46f6069958473f8f32ed8e
org.drools	drools-core-dynamic	7.52.0.Beta1		e9389472318f7ccc778b883544ad3721c3650c0f
org.drools	drools-core-dynamic	7.52.0.Final		1e9a9b952bc13e7e91872dc470e22b635c11e436
org.drools	drools-core-dynamic	7.52.0.t20210322		bc3437805152c643c3c874226dc93e3fd214e546
org.drools	drools-core-dynamic	7.53.0.Final		e0a6e015dd8528792746d39801fdb0a2e733a4a7
org.drools	drools-core-dynamic	7.53.1.Final		94508de50a3871466b3b741d91a2045e63fe3492
org.drools	drools-core-dynamic	7.54.0.Beta1		e99c512215875406db947c229af6aa09fb19eb5b
org.drools	drools-core-dynamic	7.54.0.Final		009022c2013aa9fe779bf9a2920cefff47cc3d08
org.drools	drools-core-dynamic	7.55.0.Beta1		df350ca62b0a7f90333d8faaecee5a5e63cf7ce9
org.drools	drools-core-dynamic	7.55.0.Final		25ee842e926dc08e73ffc0d3a21226e938d1a35b
org.drools	drools-core-dynamic	7.56.0.Final		2cba0a4c9ca8cea0ef215081281982ed40482c66
org.drools	drools-core-dynamic	7.57.0.Beta1		df252629ad50db2572dfdb5291f274c6ccbdc4b9
org.drools	drools-core-dynamic	7.57.0.Final		40e4a5c45a147acddb17aa6db3a3d5b837e511e1
org.drools	drools-core-dynamic	7.58.0.Beta1		3869166446d8f9cda14b7840eefbd6b0377e1fb1
org.drools	drools-core-dynamic	7.58.0.Final		629dddf8d3b1504ba5139116534a38a1740a0c1f
org.drools	drools-core-dynamic	7.59.0.Beta1		3ef4ea158cfd29a90fe6c5a1b6821b2a8bedb84b
org.drools	drools-core-dynamic	7.59.0.Final		c842c50debec4d41e818038d319c613a03cf4318
org.drools	drools-core-dynamic	7.60.0.Final		2fffa4f5fabb28aaf6675e81fed03e139c8bfb80
org.drools	drools-core-dynamic	7.61.0.Final		9d7da3dc33758af7b8ece83c6973948937e34343
org.drools	drools-core-dynamic	7.62.0.Final		13399a55096048f94136c3b69f85e0697c5cd54a
org.drools	drools-core-dynamic	7.63.0.Final		d381a9d3e8778c27f143778e98f12b0e6fea1dad
org.drools	drools-core-dynamic	7.63.0.t20211129		5f2c67319345a2e9144579ce2df3f2d935d2f75d
org.drools	drools-core-dynamic	7.64.0.Final		429a97713cc62b7976b7b00c24054d614e702fee
org.drools	drools-core-dynamic	7.65.0.Final		f65773c5384a9c70218c0c5b2dce6eb83e57c3ec
org.drools	drools-core-dynamic	7.66.0.Final		425dd121966a6805bef109a00dbf9f44c1e8bc89
org.drools	drools-core-dynamic	7.67.0.Final		d9c40c2cc2c647951594395caf0100c354fa6e57
org.drools	drools-core-dynamic	7.68.0.Final		3b57d3300690272599ead2c5fd0410a44e66cdce
org.drools	drools-core-dynamic	7.69.0.Final		34470fc7bde24f311829fbc781be2a150318b3b9
org.drools	drools-core-dynamic	7.70.0.Final		d295665b75865768ff266666f724980947ef5603
org.drools	drools-core-dynamic	7.71.0.Final		095995d4093dfb36e9bbe03fa0da8d457fa20e13
org.drools	drools-core-dynamic	7.72.0.Final		d1a1c51ee63c41b0b25499bf559f662256aa08fe
org.drools	drools-core-dynamic	7.73.0.Final		ed1b463a7922167206f5a0cf7ab0ffd5ec425be4
org.drools	drools-core-dynamic	7.74.0.Final		c74b1475fb2c837dbf0153ab10adf35ca0d91b68
org.drools	drools-core-dynamic	7.74.1.Final		2f437b43cd933097808fa5c3a93af426341054cb
org.drools	drools-core-dynamic	8.13.0.Beta		845d62f84c5a98b72645a904b18e723da492acb3
org.drools	drools-core-dynamic	8.14.0.Beta		0b12f1d30e142cbd651d8e39c2556b1ab4cb1763
org.drools	drools-core-dynamic	8.14.1.Beta		d767f50dc3c4017a911a949338f0f1e3f52cff38
org.eclipse.dirigible	dirigible-components-api-modules-python	10.0.0		5e537c33c2cfbe384e400edb162e895c776192af
org.eclipse.dirigible	dirigible-components-api-modules-python	10.0.1		8906bd4a88e533176aa11802ca1a6d61369a7b34
org.eclipse.dirigible	dirigible-components-api-modules-python	10.0.2		ef9fd939505f5167054ab46df43040df900fc7ff
org.eclipse.dirigible	dirigible-components-api-modules-python	10.0.3		ae4eefc43cf1dde211079a6ca484ba41465a0e58
org.eclipse.dirigible	dirigible-components-api-modules-python	10.0.4		3cb9eb944c3f33169d1509415fe63cc1e7228474
org.eclipse.dirigible	dirigible-components-api-modules-python	10.0.5		585be5e6f10405a9e83eb059ab16edee0f81fa9d
org.eclipse.dirigible	dirigible-components-api-modules-python	10.1.0		f06408367b53c6661f080f60de803dfa9b13d4ac
org.eclipse.dirigible	dirigible-components-api-modules-python	10.1.1		4ffce4071d6b9d1eac8768a48dc7c87ecee59e92
org.eclipse.dirigible	dirigible-components-api-modules-python	10.1.2		8e8ce78a65b6e1b195bff99a8d02b8e406bd5443
org.eclipse.dirigible	dirigible-components-api-modules-python	10.1.3		d1a275b36dc73ceb226c5935f5f1be93bb2033fe
org.eclipse.dirigible	dirigible-components-api-modules-python	10.2.0		c58e5ffbb6211026b6963f19b784159370155763
org.eclipse.dirigible	dirigible-components-api-modules-python	10.2.1		8c9fbbacce6b5baf0570dd72120038979829f81b
org.eclipse.dirigible	dirigible-components-api-modules-python	10.2.10		631cf811a8c123d61ddf89dd8a2bb73867a7dfcf
org.eclipse.dirigible	dirigible-components-api-modules-python	10.2.2		18a8555c78bc873fca0b4c3ae309829ab54172cd
org.eclipse.dirigible	dirigible-components-api-modules-python	10.2.3		b70fd50e1cbac0d52b6560f1bf35edaf15e843e1
org.eclipse.dirigible	dirigible-components-api-modules-python	10.2.4		3ea82575434708881181cabbfe0c8316258d68a6
org.eclipse.dirigible	dirigible-components-api-modules-python	10.2.5		75a82c1b92901689a18f3adaddce151cdd4747a2
org.eclipse.dirigible	dirigible-components-api-modules-python	10.2.6		94631890afe240b01114e52190f2666fd3045bb9
org.eclipse.dirigible	dirigible-components-api-modules-python	10.2.7		2074fa1da356058067b01b16a9a52817c58d03d9
org.eclipse.dirigible	dirigible-components-api-modules-python	10.2.8		69589c8b5848fd42bdc37d1400deb0aafa44ba6c
org.eclipse.dirigible	dirigible-components-api-modules-python	10.2.9		88a9711945fdc521e4b9a7081f5c10f35f306a82
org.eclipse.dirigible	dirigible-components-api-modules-python	10.3.0		e2ada7f5d1c7183547bce3fc5b73d3df7b594a74
org.eclipse.dirigible	dirigible-components-api-modules-python	10.4.0		17d018c089b0232513bd1d445ad6e7e485edc50c
org.eclipse.dirigible	dirigible-components-api-modules-python	10.4.1		7e63798b7c730efdc2a88fa9c9caef98aa7188c6
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.0		6e1f00772fd668ccee3068a3668288b0d2fba0fc
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.1		9248beeb39c863ab69a190a7aae5c7018ec86f08
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.10		05ca8bf2a00f7bd6173d7470456f29a5f4226f96
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.11		9be674b717cf6935a7273cb83c5be8083f09d40f
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.12		0c78d5c9dcf7cf81e77319fbaa1b08be21622670
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.13		15aca5815cee04e9e4063f0f1c52e7e93618d4b7
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.2		d76033e8106079a3eee30f4bd41e7a7a3bd13d61
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.3		d9acb85d54b747a01b3038336b02f4605eb3529e
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.4		cc387a98b4d19ff743842685a08f6c63225da14e
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.5		969344535dedb8112fd2ae2b3cd8ac2f2b1244f1
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.6		81e4fb82a0b1cc972d5517fa74d726138e8ab2dd
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.7		283ac7724486bec46941dcc45d1bb7e66d63312a
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.8		f89ce16319c7181940c070fff65a0508bae97e88
org.eclipse.dirigible	dirigible-components-api-modules-python	10.5.9		997a05a93f987c59e5acd78441a059b2bc9c6752
org.eclipse.dirigible	dirigible-components-api-modules-python	10.6.0		4d9561163835a7c022171720b266d60ca3102eee
org.eclipse.dirigible	dirigible-components-api-modules-python	10.6.1		383d4532b3da9676742cfd4cf02dbdeed031820f
