app.cash.sqldelight	android-paging3-extensions	2.0.0-alpha01	-	2bf5d4b8c6b483b79b57916102d1b0089b6a79c3
org.wildfly	jipijapa-hibernate5-3	13.0.0.Final	-	3abcf46eb9c8dc77e4c49cca9868121c7280ff20
org.wildfly	jipijapa-hibernate5-3	14.0.0.Beta1	-	136aee84860177194d948e19f2c3a0371ece2cdf
org.wildfly	jipijapa-hibernate5-3	14.0.0.Beta2	-	c234a4316ce9453be3a7d3e14809d502110048f1
org.wildfly	jipijapa-hibernate5-3	14.0.0.Final	-	1c76038ce768577761ac370765ac589bbc813860
org.wildfly	jipijapa-hibernate5-3	14.0.1.Final	-	89838d445456f67d61aebb396bff684f8f8775a3
org.wildfly	jipijapa-hibernate5-3	15.0.0.Beta1	-	1232837b87d0eefd19ce2999f70fef22a720362e
org.wildfly	jipijapa-hibernate5-3	15.0.0.Final	-	663b6587d071bc1c59885db61bc9b9ecb9e2e941
org.wildfly	jipijapa-hibernate5-3	15.0.1.Final	-	daa22a9f205b774934d194f6c0c5c6202a8b3d4d
org.wildfly	jipijapa-hibernate5-3	16.0.0.Beta1	-	6ccb0183e357e25735f86a07146053d88fce2fc0
org.wildfly	jipijapa-hibernate5-3	16.0.0.Final	-	86789d1238fb12f4dd1207b9127e8e47884d5387
org.wildfly	jipijapa-hibernate5-3	17.0.0.Alpha1	-	885439ae7e905f3086f1742bbe0cfc46bbd13939
org.wildfly	jipijapa-hibernate5-3	17.0.0.Beta1	-	32d99eb102381ac54751623a52660edd68f237d1
org.wildfly	jipijapa-hibernate5-3	17.0.0.Final	-	328eb4ff5ba9679d5107a1ebf70c4da3e0d3fe8e
org.wildfly	jipijapa-hibernate5-3	17.0.1.Final	-	f831c8c7be8eb11f34d808e3c99e710f5d0531a4
org.wildfly	jipijapa-hibernate5-3	18.0.0.Beta1	-	4ca88c48d5e35120c834855d529cc091fddfb1e1
org.wildfly	jipijapa-hibernate5-3	18.0.0.Final	-	88a9c748b4f0c10099c9541ed74d562051dcf35a
org.wildfly	jipijapa-hibernate5-3	18.0.1.Final	-	06d0f981598e9231396b39640b7eebe18577e75a
org.wildfly	jipijapa-hibernate5-3	19.0.0.Beta1	-	7f9d3a0eb0aa0123ec96a41d193ba3a7251f0248
org.wildfly	jipijapa-hibernate5-3	19.0.0.Beta2	-	455288ac852d8f82602cba858b95fe940b6780aa
org.wildfly	jipijapa-hibernate5-3	19.0.0.Beta3	-	a347616c3d80aba22407caf0a5d891f5ed6cc6e1
org.wildfly	jipijapa-hibernate5-3	19.0.0.Final	-	a4bb44d1b278212369c4c7cd7d4173ba7b6e16fe
org.wildfly	jipijapa-hibernate5-3	19.1.0.Final	-	c3e3834278611bb4ab48461c45a0499a9fddec24
org.wildfly	jipijapa-hibernate5-3	20.0.0.Beta1	-	c9b1e094f88f0b38c46719acc8891ccea493bd82
org.wildfly	jipijapa-hibernate5-3	20.0.0.Final	-	2c88c5ffd54f54bed113e554ab15b4756277569b
org.wildfly	jipijapa-hibernate5-3	20.0.1.Final	-	bb30d3d18970f8d1e1632da2c7175d0471fafea8
org.wildfly	jipijapa-hibernate5-3	21.0.0.Beta1	-	ec735846c0fab758ff373f9e249fd41e8a87d5c2
org.wildfly	jipijapa-hibernate5-3	21.0.0.Final	-	7aab66d74c3627712ce52a551d2ec7f6ce64735a
org.wildfly	jipijapa-hibernate5-3	21.0.1.Final	-	d5ef921b72dd10bc59a9a1a7625cf5f52019c605
org.wildfly	jipijapa-hibernate5-3	21.0.2.Final	-	295e0624c2125b6c8ea367a1ccfa4df71ed29eea
org.wildfly	jipijapa-hibernate5-3	22.0.0.Alpha1	-	67a4b8e3914d3fa866cb29ec16850a1685a8cf60
org.wildfly	jipijapa-hibernate5-3	22.0.0.Beta1	-	c13f67af51432e285605efda074e336772be86c7
org.wildfly	jipijapa-hibernate5-3	22.0.0.Final	-	9057a858aada5380a4a1ce4777db5168e70cd561
org.wildfly	jipijapa-hibernate5-3	22.0.1.Final	-	40d2158eb8cf1e9093df86e8ab0ba3eafae1aaf7
org.wildfly	jipijapa-hibernate5-3	23.0.0.Beta1	-	fa7df6925b035ffdc90d3c350ec60ae877554360
org.wildfly	jipijapa-hibernate5-3	23.0.0.Final	-	b72aa18c89bb7e3c40914199646fdb61f790ecb0
org.wildfly	jipijapa-hibernate5-3	23.0.1.Final	-	ffa6aec6c2341dad14b3a68a236a564a22bc65cd
org.wildfly	jipijapa-hibernate5-3	23.0.2.Final	-	49f9fef4037b5022ab629a13e6fa05d5bc9671c8
org.wildfly	jipijapa-hibernate5-3	24.0.0.Beta1	-	91077780344a1feff54fdf48416fbe55331dd0bb
org.wildfly	jipijapa-hibernate5-3	24.0.0.Final	-	5e9ce0c126134c804564a2332b91dbf58c0439f7
org.wildfly	jipijapa-hibernate5-3	24.0.1.Final	-	8fd4c23133edb6972136c8312c79e76afb671d20
org.wildfly	jipijapa-hibernate5-3	25.0.0.Beta1	-	439443646b376d2ca1137e6ed6f6cc523606398f
org.wildfly	jipijapa-hibernate5-3	25.0.0.Final	-	4aac6988dce21420a7ca80c6b9446b29a5c44c5a
org.wildfly	jipijapa-hibernate5-3	25.0.1.Final	-	8969eca35955c9fed38d70ea6a04eedfdc1f3596
org.wildfly	jipijapa-hibernate5-3	26.0.0.Beta1	-	f74ef29ed2d65c8e05d78b4eb7cc1e336699b680
org.wildfly	jipijapa-hibernate5-3	26.0.0.Final	-	451522aaf11bbeacd3d9591f5c26e7dc5519b4a9
org.wildfly	jipijapa-hibernate5-3	26.0.1.Final	-	13fc2458fe85fc7d30693db42407e95d86031c8c
org.wildfly	jipijapa-hibernate5-3	26.1.0.Beta1	-	e39169528a749606de777e1eba4b9c645a17d175
org.wildfly	jipijapa-hibernate5-3	26.1.0.Final	-	4394f5d1a0cf9146fcb4beb90964e7737e7ff309
org.wildfly	jipijapa-hibernate5-3	26.1.1.Final	-	8c633d0dd21ced8bc0fde2da475bb321502809f8
org.wildfly	jipijapa-hibernate5-3	26.1.2.Final	-	e1bd8648c2da38ff240074b83a8797d760279447
org.wildfly	jipijapa-hibernate5-3	26.1.3.Final	-	9a61effe7c379c96340f4f2e928c2b056ad4fb37
org.wildfly	jipijapa-hibernate5-3	27.0.0.Alpha1	-	7b424cf953f589411b22b827c42ab51764f07786
org.wildfly	jipijapa-hibernate5-3	27.0.0.Alpha2	-	7d4b61f4810f30b21bb1d336e6b2be4209212789
org.wildfly	jipijapa-hibernate5-3	27.0.0.Alpha3	-	280ef91126443cb25244ce280500b6d1de24604c
org.wildfly	jipijapa-hibernate5-3	27.0.0.Alpha4	-	2d7c81355db6dc3a7fb4decf56f62f558edf3931
org.wildfly	jipijapa-hibernate5-3	27.0.0.Alpha5	-	e585fbf58af9da63394a17029676ea2a11191f27
org.wildfly	jipijapa-hibernate5-3	27.0.0.Beta1	-	201a8ea7342af5407e88cbf326f4018d30fc349d
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.100	-	ebeed18c2d5081e11ef8f730ddf4e74b7829f523
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.101	-	f3ae15e4bc6e0677e9233b1db8138485d5cc4005
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.102	-	b3fb458d7b3b2a90fb3f2f4c9a34a2bf46dfa80a
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.103	-	c30686e6dc1f2a9fe476b7106e81d271e56ebc82
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.104	-	3761bc7e95dfbbf0b2f1951bfad837bd5c4fba74
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.105	-	486ee255c940060d74a0ec426b90ababd3954514
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.106	-	577cfede1ef1f0077ea977800687a17373d2a79d
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.107	-	a5c07f04b26fcd9c3822b10ecfd0536a21d88399
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.108	-	1fe51a6dfa05c5946860e01111ab0f7f2afe6679
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.109	-	bf37750a00340bd01209c39f69b004386ad0065f
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.110	-	ca33c651af12717f77ecc27dfca57d0db04b37d5
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.111	-	a157c884346411273832386fb283b58531b092ff
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.112	-	4f2f7edc0eeb2747f61d88016263c89d5e68a8bd
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.113	-	23847b9a8899176b30ec3e49784aca0a2d62e16b
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.114	-	840d856b0d658f889c3179c907b5587cb6db8e84
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.115	-	7f9db320856150e8381a0546d5ffbbbde969a933
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.116	-	db756cca25a5c2405f7b561922fd93b01f485f84
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.117	-	02a4d647617172b505279450f3b9b6a6efe0c2d3
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.118	-	ffd517a264864a19231ac57cb4e4858e68cd9bb5
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.119	-	00f5c82a5f670dad1ceac3a1f903d9310b181b82
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.120	-	87c0a1d6483a802e500ba120b7910ef69fd4b3d4
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.121	-	0aa97acc2feb55fe9f31bee76a3fba5ad81a2ee7
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.122	-	0362b0c7b33876c39bc555972da3659386dbace2
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.123	-	a98102ac2df27e2dec23ce84dc30d362cd75a3d0
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.124	-	6fcef0287d0306a2245148b8dbae1bde6605aa10
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.125	-	c1bda03f743de819e31a502a5783510a6cc4439a
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.126	-	dae7bf93b814338e307edeb5791a7fbea1651a8f
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.127	-	3862f956bbaf0bcd464453b95cdb40c8397ed650
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.128	-	234a6bb6f0bc45f943828001cf1f1b24d139d69b
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.129	-	3925c5e5de6a25c1d262a3e11553b9fd1064c2e3
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.130	-	cd34c0f00b87bb7dbbbe628f576c76c147c9dd36
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.131	-	a1758d96a06f8dc192b66f1f62efe71d2b58f102
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.132	-	cad08282b12aea216bb415df19830d26a5641362
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.133	-	e4b13b3be0e7d55efbef496055cc782ff378c631
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.134	-	4e62a940de38e854ef3bd336fb0c32080828e870
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.135	-	612c76c94e40ecd4b303cacf24cdf212c9490e0a
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.136	-	d567aeb0bacae6875feafda401fa6cb20405442b
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.137	-	dadefa2ffa313f51e78e713101c5f8c7552b1cee
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.138	-	810dca3a0853ce5037b782fcaf000d062dec4172
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.139	-	158ca505563542c07fadc1f9ef1190e4c7123ad5
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.140	-	d00342b212498057f2ddf9c5c4071d51784bcea9
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.141	-	676fa8a5a78bbbd2fea00811f3113e195573090d
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.142	-	3d26dcccc3accb5bc886bb540289eb10e72b883b
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.143	-	d53ab000e237fd091ea495aab437acd6e4150333
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.144	-	aafdb7f16ed529c0379295ef05bfbdb5486d17b5
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.145	-	e24a3bda0287811ba475de9b3aa6a21c632e5dec
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.146	-	902cdfe923477ceb0ab386ee0e5520646a3a676d
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.147	-	2c2301fda6a4038586e1108a84555c56d9e0cf1a
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.148	-	e02b52519994bec174131039c31494c3ed10acf5
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.149	-	043a753a3b24a233d970f7b3e40444f909662c0a
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.150	-	bd397f55d4d88b2d9105a0bf0a300a732dccdb75
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.151	-	2afe3b3e756afe4406149a9cb3495728754dd6e4
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.152	-	9a06fa8f579d9e1eaa39c71f81e31ddaa5bb4137
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.153	-	49e8947b1762e63ec7524b6bad91ebd64ceb5b6e
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.154	-	e1d868ace4236c0ee42c5d17d0dca6b28197b83e
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.155	-	be991b6771e24a47d16f1ed17eb9fcb09a8852c0
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.156	-	6d5ca582313f1bec2ff885b507e6abffe97102dc
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.157	-	dcf7c54a3f3a849d8967b82d3b81f72986183dff
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.158	-	a3963b170d4af5b39f20c0bd0081fdf5143a1c35
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.159	-	a3a81ff5b21722bb3d617b4dffa0482bab732b82
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.160	-	6caeaf31ef4bc76b073aba5ce139c8a6135e3f9b
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.161	-	bb2bdbb57829eee05b1195960ac9276d68ccf490
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.163	-	a5f5f27dc6e25dc2354b7e520c2cecd63cd6ec4c
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.164	-	877b92a207b996d9d2d6d2f8014faf05a2af309d
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.165	-	ecb009f833b33177433af065f8939c6b65eb8f48
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.166	-	572b9e69c80f7020a9a73d85cbf860e6d2f36eee
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.167	-	059b083ac0933d19b5b5b087ba8607b8a0367320
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.168	-	ed952cd2d30ee6e9be5710be126dc20676b975b8
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.169	-	3773adbb7cbeb801bb902e51564faf185bd2418b
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.170	-	9ab3f985a9d03cce2835d37fc9a03978682aa515
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.171	-	1888bee638fa4023e434da0c915e1639cc0efeb5
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.172	-	bd12e75837caaec59a59d3c7140401f5726927fd
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.173	-	31b2b8b829c8bcd8ac82fb56cd651f70d11c8410
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.174	-	329437accf03b14fe68414c2d083ac5c3a924afc
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.175	-	fe6cd72a67962658e0db30605b0ba83acc3c7df6
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.176	-	54a8702ef78c7bd58d79d381bfd1a2461493d639
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.177	-	5cc2501dbce831ab9dd868c2149b68c0b8d58d9c
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.178	-	e5f62bddb8daa96e7eddc0a95ab1be83a4d2da49
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.179	-	0e8e394e71ebacebe32b327d79ebd2c00d104eea
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.180	-	3a2c21ca92b8b749e466da5d46c92bf5d7627fea
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.181	-	fc2606d6db66678f6509bf731be3a9c6888bb93b
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.182	-	3089ddd7374af2c5c2ccf090690d34af15f11dfd
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.183	-	8310629db227d120b00ca84ebe97eb7ac306061e
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.184	-	a9b37ac163fb05f85fcb7e0a9e2d6e518db554e2
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.185	-	f6f9a8df9682fd0eb12761d749d44abebc7a2340
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.186	-	322374adc77045e92c97aed0128cdefb5a4eaea2
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.187	-	bad0a7076bf47f6cb01b771a9c0260a7f0343581
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.188	-	d73cb0b73423f52803808e8f135291b7243f14df
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.189	-	04932db500804ae1014d07a17495c30159aa8a36
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.190	-	abbaef18f8e057ebdafa9d5e430a5a24d1679b74
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.191	-	8deacaf680b15d5a23caaef72c72358256016a1f
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.192	-	7932acdbecd648c3ed0acd0a8169fdb756c62c52
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.193	-	2baa4a454561c371da85ed79086ef72bcfe4ee6a
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.194	-	3873174768eb100764465837a6e6fb2b88b11bf2
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.195	-	109cf5fd7fd14850715c343da17a8b9b8a886b0d
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.196	-	59ddeadcea7912f958e877446922014250db6a3c
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.197	-	86149dcec5835b9082b53b2f023ad86eaf170f0d
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.198	-	b000e9731c2c88f37967e91101e8711da4daef35
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.199	-	5d4bee4b868ff3132c77f6cda24f8e8ff165c1f7
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.200	-	0f6bef3e83ea248933a236f82c1b6b492834cc46
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.201	-	d344c6556782c300e3db658c5d83fbc453b05564
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.202	-	cf5981e760ececcdcce5b95408d2f910081a53c0
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.203	-	a611d5611e6788b070884b2716ace75ca98a49a6
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.204	-	53958f53bb87d7ebb56670c69b15bdb0f0fb1370
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.205	-	ef0d6d6a5b521291c9efbed5315bdc38e2975511
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.206	-	ddf4d68824bf83ecef4d8b829c4ed21bfa1cade8
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.207	-	3119d7b3dd0c0bfd5c106524468e6e3d6561fcca
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.209	-	c65ae0253928f90abb242c7052be202a3660ee02
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.210	-	440914124ec3c81696d8da3059aaa6fe60608e19
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.211	-	f4229b7d8d12955b2ca1574e8be17081e2680ad6
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.212	-	8779f2929623cb49c3ded2fd5b67c119a31c5135
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.213	-	2688a31c51709746c7f960aca3fd16e7bc248187
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.215	-	eb1d4477235d484a38b400996d1f3e3f1535f56a
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.216	-	c06245a8ecca5357da4d19d1484c3d680d477e52
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.217	-	6da8dac24027df6f34d991dfc6b64785609131b5
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.218	-	5b85549f0f451c5fc85463068e43040757bc15ae
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.219	-	a19903f4d9f945d28f70d1cb86eadf4f4f88777b
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.220	-	d792aad3a9b2763ed6f32de5220884063ca7c329
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.221	-	91ff9ae780eb26b735cd64028e8c121fdff86879
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.222	-	9463fc34b5539c8621344c82eaafbc637d60d928
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.223	-	aaceb876d6af0252d9ee38ac0a608c7ebae3ae71
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.224	-	fb2e5d703674ec777608db1aad4a3432753a7400
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.225	-	e60b8dffe15f4593326127ad7aac4c38e6c2e168
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.226	-	1462a6f7ea06e1de18faf2a14e76df564c9dca67
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.227	-	ff9b98bb241ee892ae66b4472a857395b4a5054a
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.228	-	5126c5e8c6187a804c683eef40dd655b838384e5
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.229	-	8873e279178624d8f3e059fa8aa4e5644b633e2f
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.230	-	7fb33d6fd4975625fbd7839fb5d5f2c66756bad0
org.wso2.carbon.identity.server.api	org.wso2.carbon.identity.api.server.oidc.scope.management.v1	1.0.231	-	df51ea6d620cf65a8ae1d2a7763c1318eb359dbf
