activemq	activemq-itest-ear	1.3		b66fd82f47afc0eab984465e228eff299047b461
com.softwaremill.sttp.client3	fs2_2.11	3.0.0-RC13		3df8b7a860d15086803d9a1c3f0b69052755ce43
com.softwaremill.sttp.client3	fs2_2.11	3.0.0-RC14		7a002e5201f855220c7a297f3566cf83c56fe776
com.softwaremill.sttp.client3	fs2_2.11	3.0.0-RC15		d146467f599851b9b30ddd37f221df729d121cb5
com.softwaremill.sttp.client3	fs2_2.11	3.0.0-RC4		b7a0c9e041c4eaee5db2ba171838977b9fcc6b79
com.softwaremill.sttp.client3	fs2_2.11	3.0.0-RC5		dee78268935a39bf32981b51e4ca7e0c6ec26665
com.softwaremill.sttp.client3	fs2_2.11	3.0.0-RC6		394524080cfe1e04a97c04f5818c949bd76ad946
com.softwaremill.sttp.client3	fs2_2.11	3.0.0-RC7		d0e99a28d2c497eef8d8af08d6721244d9f17ebb
com.softwaremill.sttp.client3	fs2_2.11	3.0.0-RC8		e108ab44c2663ddd6512ba76381750764f8f46cf
com.softwaremill.sttp.client3	fs2_2.11	3.0.0-RC9		48cdd1fe03916aea38e8507abde22a85d6173e01
com.softwaremill.sttp.client3	fs2_2.11	3.1.0		584369760a5a071f3d893baf14afa132ff46239a
com.softwaremill.sttp.client3	fs2_2.11	3.1.1		c64a36dd936f5ff2670b9c462cb0caebf194a5c2
com.softwaremill.sttp.client3	fs2_2.11	3.1.2		5eb46a012ca29939ecab5349012b616879230c93
com.softwaremill.sttp.client3	fs2_2.11	3.1.3		db1be9ae56aa6de04f4dc4b6b48a1c8e65d33eb5
com.softwaremill.sttp.client3	fs2_2.11	3.1.5		6cfa356407650a93d498c91e046e11131b8b92ce
com.softwaremill.sttp.client3	fs2_2.11	3.1.6		598563fc6ec11263695926248fe838d5bd762abc
com.softwaremill.sttp.client3	fs2_2.11	3.1.7		aa20da3ded788e22d900c8ceeee536450c6f0742
com.softwaremill.sttp.client3	fs2_2.11	3.1.9		e68572a7056f44e381863aa4c10a18ec822dd676
com.softwaremill.sttp.client3	fs2_2.11	3.2.0		22847af7d1542746d4392d5b6075a98be6498983
com.softwaremill.sttp.client3	fs2_2.11	3.2.3		9fea9f857837f0227e5532d9a816dcd2b54c4233
com.soywiz	korlibs-compression-lzma-mingwx64	6.0.0-alpha1		N/A
com.soywiz	korlibs-compression-lzma-mingwx64	6.0.0-alpha2		N/A
com.stratio.connector	stratio-connector-commons-core	0.5.0		19193980a8d677577028224d3569dd5d522bc005
com.stratio.connector	stratio-connector-commons-core	0.5.1		27a916eae200d56800f0fa465285b7053a8c773a
com.stratio.connector	stratio-connector-commons-core	0.6.0		dabc769981e9cc4b3fc56e55c9b2daeb6b6740c7
com.stratio.connector	stratio-connector-commons-core	0.6.0-RC1		3790fbf8b32e981e1c5dfcc1c578671f7a761962
com.stratio.connector	stratio-connector-commons-core	0.6.1		ac0ca50d2571247b2eac8f97d51ea6251e47cd76
com.stratio.connector	stratio-connector-commons-core	0.6.2		877e13e317b9165608b89e34ff59e0963ac1b2ca
com.stratio.connector	stratio-connector-commons-core	0.6.3		17f42f8cea28ac317a7d15da237440c5b6d81a11
com.stratio.connector	stratio-connector-commons-core	0.6.4		aa5ffb32db797988a36caa982a95abb1167f7add
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.0		d132300c986e85ff4c405476d0659f7331eb5230
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.0-M5		a299022ecd0895b8d6d5c272a42019cfdda63cb3
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.0-RC0		a3f025760c4e23a2fdd51de8e81b2530e863c95c
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.0-RC1		66089268ee278770528e0261eb5c8e5a34d837dc
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.0-RC2		ec0d184d2528c3a4bd636364f89d873df8a1f35a
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.0-RC3		371e3830e96de49bb691147ba03529772347bb8e
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.0-RC4		0dde1c81e5a0f1a31c57263df3c5d57bb302af22
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.0-RC5		c181ba0e8bb95a278cfc73b591538f130e4a4a0c
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.0-RC6		e5fae66cec76df43f7187cbf6e781c4ff0a864ff
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.0-RC7		2cc7406f2d2d65c3821ef5fa18c45350ec57d3aa
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.1		a914bd02125d14f0cb3c972a09e2dc2ee0dc077c
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.2		364bdca45716bd31b854ab83f263a2ab7229abad
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.0.3		7208ec781fd6a6ada4126317ac44cd66708bec0e
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.2.0-M0		af76e4b41cb7e9992c104379d11d21cef2318242
com.thoughtworks.deeplearning	plugins-floatliterals_2.12	2.2.0-M1		c8dc74ab92949c1a8c481cdfaf1bb4925f3ca4ce
com.toasttab.protokt.thirdparty	proto-google-common-protos-jvm	1.0.0-beta.4		af8aaaed25b815bb1e108359c6ed5a991f04f957
com.toasttab.protokt.thirdparty	proto-google-common-protos-jvm	1.0.0-beta.5		af8aaaed25b815bb1e108359c6ed5a991f04f957
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.30.0		f11cd34635019126bcc34f1efe39c6c807da3a1c
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.31.0		6c5cea1c106e46d0792833c0c4cb034ebbd77ae9
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.31.1		2a1cd8d73ce1e5ddb5d1d95c3b031db411f894cc
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.31.2		946b6ab8c82f2c8e74a79f190dc9a91f1ba029fc
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.32.0		4e4341aad5646c43e6082894a95821765876d5a7
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.33.0		0fb2fbe34e7e250e7ebb283e37cba3785520c949
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.34.0		6fb4582af17e7f6bb19207d578cbf7704a03b055
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.35.0		98cd95b2f68f425fceb31d34742d96ae2a0b6b26
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.35.1		a449b0d1daea39e6ac67ebd51dacf84e9d41439e
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.36.0		d2bc63e8ab3f46dd1e6258c7e7b3a0a819c9b101
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.37.0		d25f5d881fd76670de542d0cdff3fe04fa7a4f80
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.38.0		9834a0afe39d67c970278a181b4d07ef5e45acde
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.38.1		84cd5344852da0e26713ffe396200ffb6300d7f4
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.39.0		ad379d5613b8b239d293bc456f218f9fa755b8a8
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.40.0		2b524d57e879a6f648bca2bdd8f67e11e2a0e5ee
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.41.0		d3fbb089fa4e2bb3d726950321c14a6b828401b4
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.42.0		07df88a8fec5750239e2a30f634cc649bee0289d
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.43.0		2d94e542cd8e1e518fcf8bbbba3cd7cc96febfc2
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	2.44.0		0f1a68a6d5d68f384ae4f74b2a8522f77a08e263
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	3.0.0		4ee2dfd4eef8cbea26b70db2e0d3005d362c0093
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	3.1.0		f20431964c291a1a5620d909695c432c27370457
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	3.1.1		09b203bd2b8086773eaeb67156ce7d6eff826841
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	3.2.0		b008cf35eb4215c22721fd08aa6c6a638cd64ee6
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	4.0.0		6c67d8a3a57a9cc137bf0ebd63a59bfdf729961d
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	4.1.0		32cc059b3cf0b2596bde311d20bf65437e0eed04
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	4.2.0		f2627fd561f0396135d4ba0ee8b0916978e7da1a
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	4.2.1		e0c11ca8212c1525f1cf344159086826da944ecd
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	4.3.0		6a7c7c7e19bce78918d524d0bc20ca6ad28571f4
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	4.4.0		edd0a710d6101570d57e9e040dd1b5159e56eb4a
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	4.4.1		02b324efb2c04d7e7e0b24c63e72980987a3f9ab
com.vmware.pscoe.maven.plugins	bsc-package-maven-plugin	4.5.0		5197ef43d34796883beae4e63da2f33e29fdc598
com.vnetpublishing.java	super-user-application	0.0.3		5967474f484336cfc1208e01366c7ad5506b463c
com.vnetpublishing.java	super-user-application	0.0.4		6dce5268b2dd664f691fdf25bc7692c514e32aa9
com.vnetpublishing.java	super-user-application	0.0.5		6ad5b34a7f235643c81acbc402100c7c7badb2c8
de.alpharogroup	observer	4.10.0		cd7c90ed4f170d51052de7563a62720afbdce861
de.alpharogroup	observer	4.11.0		ddd7428e2593869f6c6d9c054175ce184d8f8746
de.alpharogroup	observer	4.12.0		7f16a406e82696bf431a07546a622e54def1fddf
de.alpharogroup	observer	4.14		c8fdc22f5c6baeed52b107e47adf1ca5f00d6a99
de.alpharogroup	observer	4.8.0		600a9edc1e2309e62adfb7c5f04bbf42e32448fb
de.alpharogroup	observer	4.9.0		d88e3c6bc8ac827375b1bc1dbc20f8c1808c8497
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.0.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.0.0	metadata	7fb046d29ea04c26ddc511bb85d8f72a43d58619
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.0.0-beta1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.0.0-beta1	metadata	2d602bd239bd8c22fbb6328b017fcce399533eb9
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.0.0-rc01		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.0.0-rc01	metadata	1fe03f7d7c0ba7b3f8131ef5048b6928a4925012
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.0.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.0.1	metadata	750e1d08429da1bd4fb642f28c19a47e7449ff3a
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.1.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.1.0	metadata	66a60f5c9e86c1ab2ce85be56af969dbf886b356
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.2.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.2.0	metadata	d9ab51957d78429a9de3b4d4bf145b1629c5136b
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.3.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.3.0	metadata	97b45a17b16ede236046c04b4b6a33772985fa13
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.4.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.4.0	metadata	899a4875a550e52bcb449f87e916b0cd05285606
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.4.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.4.1	metadata	e25617a0d5797f8a8c15469689ec72ddfed38956
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.5.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.5.0	metadata	4bb4923c3d2ead41fd6cbf13e1ddf6b82ac08606
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.5.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-watchosx64	2.5.1	metadata	18282438765e5eaf41a70f981afef5a7e523130e
de.pfabulist	jlot5	0.2		77e994a418e7e78315c1aba63e5fcdcf7d60485e
de.pfabulist	jlot5	0.3.1		11aaaf220154628294e65c261d2d4dc94d0437bb
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.0.0		N/A
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.0.0	metadata	5499d690666ac48731a4386659808e5b293e2b79
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.0.0-rc.12		N/A
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.0.0-rc.12	metadata	d205c0b340be3cbe0d7b83e1ae3d69c73ff3fbfa
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.0.0-rc.8		N/A
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.0.0-rc.8	metadata	4c66ceaf17c73e354a5f154ea9c8212027fed896
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.0.0-rc.9		N/A
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.0.0-rc.9	metadata	3213fc442417a870b74b67d2aec320289020eea0
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.1.0		N/A
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.1.0	metadata	24fd8fa5d1fe8061c20a076b9c5b7d7be18f510f
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.1.1		N/A
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.1.1	metadata	05b0a2e63d7018113a2e94bae6899e848c109449
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.2.0		N/A
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.2.0	metadata	ca1b1f96f23fb9cd4e342a8b1944c60b790c845d
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.2.2		N/A
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.2.2	metadata	c35c935ae7958b13331c58c2e614372ac39f1a12
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.3.0		N/A
dev.opensavvy.pedestal	state-arrow-iossimulatorarm64	2.3.0	metadata	c832d3b1ce137ac95ada67dd98b84757e7cd0ffa
dk.jacobve.maven.archetypes	maven-archetype-flex	1.0		ee5610e56d171e95d1c4bee6e3f1d7236e7f74d5
edu.emory.mathcs	JTransforms	2.4		056e008f393bad1a4c876dca98156359d0385793
io.burkard	aws-cdk-scala-elasticbeanstalk_3	0.1.2		8c0a4722e54f69040f6769ba8bd102e19039ec46
io.burkard	aws-cdk-scala-elasticbeanstalk_3	0.1.3		109fc5dc0db76ae314d71c6534158b3fa82159a9
io.burkard	aws-cdk-scala-elasticbeanstalk_3	0.1.4		5fc87259758fde046ece403cd560303380bfc3d3
io.burkard	aws-cdk-scala-elasticbeanstalk_3	0.1.5		5971c06ac5ff97940dfdaa4560843f652afb4eb8
io.burkard	aws-cdk-scala-elasticbeanstalk_3	0.1.6		3d32b0bbba0e0d8e860ac89778e9da22fc17208c
io.burkard	aws-cdk-scala-elasticbeanstalk_3	0.1.7		b3d9858d9a1a48be26388f0d0a6f792cf8337cf1
io.burkard	aws-cdk-scala-elasticbeanstalk_3	0.2.0		c1174dc5f1dff91781910b02eab8092b2451373e
io.burkard	aws-cdk-scala-elasticbeanstalk_3	0.3.0		fdc9b36636ee72225787ba84157e755655a8a756
io.burkard	aws-cdk-scala-elasticbeanstalk_3	0.4.0		62cec75f1cd5861d15ea4286f199bca402b26fa5
io.burkard	aws-cdk-scala-elasticbeanstalk_3	0.4.1		3160cf5818bea5d0f0b7aeae5a228690ee1781d0
io.burkard	aws-cdk-scala-elasticbeanstalk_3	0.5.0		b6eb105ffcf9251715d1199d257ab4aa1dfd5dbd
io.chrisdavenport	circuit-http4s-client_native0.4_3	0.5.0		cb1e4aaf8146f1cd3a256c917f630c824b7013f0
io.chrisdavenport	circuit-http4s-client_native0.4_3	0.5.1		12c3e92419e150ba13922ebe5822b9708ab3a3f1
io.data2viz.d2v	d2v-core-iosarm64	0.10.2		N/A
io.data2viz.d2v	d2v-core-iosarm64	0.10.2	metadata	0f9742d13eaec4af84f650152aec9afb970be17c
io.data2viz.d2v	d2v-core-iosarm64	0.10.3		N/A
io.data2viz.d2v	d2v-core-iosarm64	0.10.3	metadata	ff6ec36d987a8a9f86d26da7f947dbe2d70d6aac
io.data2viz.d2v	d2v-core-iosarm64	0.10.4		N/A
io.data2viz.d2v	d2v-core-iosarm64	0.10.4	metadata	3316b4fec53c8021a6c86c69ad4432bca04bb9a2
io.data2viz.d2v	d2v-core-iosarm64	0.10.5		N/A
io.data2viz.d2v	d2v-core-iosarm64	0.10.5	metadata	d69643d3627a48a0b52b66c956a274b16f8d3abc
io.data2viz.d2v	d2v-core-iosarm64	0.10.6		N/A
io.data2viz.d2v	d2v-core-iosarm64	0.10.6	metadata	989bfa2a53755236f585251eac73804960ee89a1
io.data2viz.d2v	d2v-core-iosarm64	0.10.7		N/A
io.data2viz.d2v	d2v-core-iosarm64	0.10.7	metadata	e376fa54de3a42693fc011329a976ea6bdcbd189
io.data2viz.d2v	d2v-core-iosarm64	10.0.3		N/A
io.data2viz.d2v	d2v-core-iosarm64	10.0.3	metadata	5a84c7c573037ab085f8e71d63ca4bb75671fa40
io.data2viz.d2v	d2v-core-iosarm64	10.0.4		N/A
io.data2viz.d2v	d2v-core-iosarm64	10.0.4	metadata	bd60ac65e1f354ea7d708b0faf7d16a8a55f3bc2
io.gardenerframework.fragrans	sugar-lang	1.0.0		6c9df6fdb77f1dbde84bd9311516a6174ae6eaec
io.gardenerframework.fragrans	sugar-lang	1.0.0-RC-1		44746895593b7029c8f510957e4e58455eec9417
io.gardenerframework.fragrans	sugar-lang	1.0.0-RC-2		56331d4f2c82940a9f2a7b79387e2f6ce36f6564
io.gardenerframework.fragrans	sugar-lang	1.0.1		e13fb6a0dfa421d58cf32bb3b3d312c1d0d143c8
io.github.Lu-Zhi-Bin	bin-page-starter	1.0.0		08c11c848c983730704f05a819092dced8f1d4d6
io.github.Miroso02	argument-delegate	1.0.3		N/A
io.github.Miroso02	argument-delegate	1.0.4		N/A
io.github.ahmednader65	ComposeSingleRowCalender	1.0.1		N/A
io.github.christiansasig.android-youtube-player	chromecast-sender	0.29		N/A
io.github.mortezanedaei	blurhash-compose	1.0.0		N/A
io.jstach.rainbowgum	rainbowgum-systemlogger	0.5.0		5bcdc12452ccb6c65123246a23e23fa1a73caaf1
io.jstach.rainbowgum	rainbowgum-systemlogger	0.6.0		16c0574f2612845978d66f34dab1dd170968d166
io.jstach.rainbowgum	rainbowgum-systemlogger	0.6.1		f19d38b01e8460da8ef8f0160a21bca39cc44389
io.jstach.rainbowgum	rainbowgum-systemlogger	0.6.2		abc4257fa0769e3139b179adaefa0844b530a137
io.jstach.rainbowgum	rainbowgum-systemlogger	0.7.0		0a0e656ef527682a566619854c99ba9c1133e44c
io.jstach.rainbowgum	rainbowgum-systemlogger	0.7.1		eec066ede71917c3963758e6cc0e59ca5440bd4c
io.jstach.rainbowgum	rainbowgum-systemlogger	0.8.0		b8f964c40abe355118f8e8ad466d64f355267eb0
io.jstach.rainbowgum	rainbowgum-systemlogger	0.8.1		9c59cb6309b394a9fd2663993a44756a40a78f6c
io.kevinlee	logger-f-cats-effect_2.13	0.1.0		a8256b58fba756c4d32d62735d654c4209431bb3
io.kevinlee	logger-f-cats-effect_2.13	0.2.0		36b591556812cc093e15aab1a388c02d1ac1db5b
io.kevinlee	logger-f-cats-effect_2.13	0.3.0		b6c0a520b71739fc6ffb8bfa7d61d2f96588998b
io.kevinlee	logger-f-cats-effect_2.13	0.3.1		66cfe16388d90011e4f5719fb892b90ddeaafd4f
io.kevinlee	logger-f-cats-effect_2.13	0.4.0		2fcbcb5fbf6837290e92b83ea9023145441f2523
io.kevinlee	logger-f-cats-effect_2.13	1.0.0		5f6857b939e56b8f442dc3e65bd34c535ded7f97
io.kevinlee	logger-f-cats-effect_2.13	1.1.0		2fd8df2691def75b790efdb9c1ba0de33ec98828
io.kevinlee	logger-f-cats-effect_2.13	1.10.0		f08c0b348d97805e84aa7f958f40874fcfb36a70
io.kevinlee	logger-f-cats-effect_2.13	1.11.0		c1499de23308eab27bb7a680cd4c7b9fba85e5da
io.kevinlee	logger-f-cats-effect_2.13	1.12.0		a9053f9dc833d16b97f869013383ddf85090c4cc
io.kevinlee	logger-f-cats-effect_2.13	1.13.0		da49c8beeb339324a617bcae6ef56e418b68d201
io.kevinlee	logger-f-cats-effect_2.13	1.14.0		776e140c50c32f5a63b2372ec7cdfb1141b4bb34
io.kevinlee	logger-f-cats-effect_2.13	1.15.0		f8022d2104632b06d3f5dfb7ad4e0cd162a00ba3
io.kevinlee	logger-f-cats-effect_2.13	1.16.0		d8cb9219f93b92638f03adb13a1500d7420d8fe3
io.kevinlee	logger-f-cats-effect_2.13	1.17.0		81cfda1bf82c3a385adea2d474742307a2c9a98b
io.kevinlee	logger-f-cats-effect_2.13	1.18.0		bde16c976784efd9e5a61a0cabaf813e71d76b4f
io.kevinlee	logger-f-cats-effect_2.13	1.19.0		5e8ee82e86a3d17c94651f53a66e00d6e534caf3
io.kevinlee	logger-f-cats-effect_2.13	1.2.0		74d3a9a6b57fc681e1210689d941a3c0cc39514a
io.kevinlee	logger-f-cats-effect_2.13	1.20.0		f2e212d8d712ef661550de11be66f15f8445b7c5
io.kevinlee	logger-f-cats-effect_2.13	1.3.0		f6dd62622f22614bed2901689885d309fa11e8f5
io.kevinlee	logger-f-cats-effect_2.13	1.3.1		df60e1c6213d3f7f4d6fff13cffd085740093197
io.kevinlee	logger-f-cats-effect_2.13	1.4.0		62fcc6cda2ef0eea38427ec340e6674e848fba7f
io.kevinlee	logger-f-cats-effect_2.13	1.5.0		1ee6ed63fff290c33ff81cbe8547e6545796882e
io.kevinlee	logger-f-cats-effect_2.13	1.6.0		58a8521d308906cf0cfd2aea21c080e352363551
io.kevinlee	logger-f-cats-effect_2.13	1.7.0		a47d70304bedb6da1a0b5a1f0e9f4311c7d219f1
io.kevinlee	logger-f-cats-effect_2.13	1.8.0		319abfeb41bacfa86dfe5c4815b528c67534bab1
io.kevinlee	logger-f-cats-effect_2.13	1.9.0		fe675f3d302178e4c4d41b9d086e316718c1a4d0
io.maryk	testlib-js	0.1		N/A
io.nacular.measured	measured-linuxx64	0.4.1		N/A
io.vacco.libvirt	libvirt-java	0.5.2		0c15e477fb174b8efefef2521bdc1d7f55ab7f3e
me.hsgamer	topper-spigot-query-forward-miniplaceholders	3.8.0		e4890cca3b6fa7838a965fa6dd2517880d63ab9a
me.hsgamer	topper-spigot-query-forward-miniplaceholders	3.8.1		a3fef5e2ebecde7caeae843ced0d3e4712bec2c7
me.hsgamer	topper-spigot-query-forward-miniplaceholders	3.8.2		01ef8f0390a2674cb8934bc345d8d9e7ac5bb9da
me.hsgamer	topper-spigot-query-forward-miniplaceholders	3.9.0		6c632ccb334f0e9cc16a416ea8ac9118b709b769
net.infumia	frame-core	0.1.0		d2097ca8314d7df1404407f376eeed4b0f1d9538
net.infumia	frame-core	0.2.0		48cb973e94218729b737b310e627d066ff9af46c
net.infumia	frame-core	0.2.1		4e79eeae053804980cf36a61b0e9daf82e2887f2
net.infumia	frame-core	0.2.10		50ea4afa78b21940303a0aa9e5c6aa6b59897fb0
net.infumia	frame-core	0.2.2		4efe45718e7985957e8e17e10116719ca35942d6
net.infumia	frame-core	0.2.3		96a95b5e54faf618edd71fcce384847bcccdd047
net.infumia	frame-core	0.2.4		08aad30069d35da05adf78ddde73584c40aa6f0c
net.infumia	frame-core	0.2.5		bfb50c0136a7a81cdbd7e6f62193f3db79c70155
net.infumia	frame-core	0.2.6		15f4bd17596f37f5511f7dac008c449be8bf9868
net.infumia	frame-core	0.2.7		b6375a49619a7902d276d820937b6d82df1da107
net.infumia	frame-core	0.2.8		07be354b8c76e2b49f52abcb86eccd511e14c2e0
net.infumia	frame-core	0.2.9		33f42fd46e4a9813a699b8009b830fad3cdf1518
org.apache.karaf.decanter	org.apache.karaf.decanter.orientdb	2.0.0		3cbb7e047f2566a24c8a6f5cc38b9fea8822ec13
org.apache.karaf.decanter	org.apache.karaf.decanter.orientdb	2.1.0		17a79f63b7a997da12d67cb1c0c4a03833e2ff8e
org.apache.karaf.decanter	org.apache.karaf.decanter.orientdb	2.2.0		3ec9dc2d7b809a5e07d95d6dfc508d50523d757f
org.apache.samza	samza-kv-rocksdb_2.10	0.10.0		d5c305a714de223f2da8c8c975ea407a25a59770
org.apache.samza	samza-kv-rocksdb_2.10	0.10.1		e710d9b2466bbb78bac5289d6744f36ee701e341
org.apache.samza	samza-kv-rocksdb_2.10	0.11.0		97ce8d81ddd62f3cf00f253d7caa8e8389506bb8
org.apache.samza	samza-kv-rocksdb_2.10	0.12.0		89d487f8dd7bb81440cdecc7d8d499683ad928fa
org.apache.samza	samza-kv-rocksdb_2.10	0.13.0		5e37516c478a501350161dd751dd45a67aeb4b31
org.apache.samza	samza-kv-rocksdb_2.10	0.13.1		92336c1c5cecb943e2905f91e0d0622cd82b27c6
org.apache.samza	samza-kv-rocksdb_2.10	0.14.0		9448e6965b200ed50d2780c1c96b1fa6c5adc080
org.apache.samza	samza-kv-rocksdb_2.10	0.8.0		a29a19675dcaee4a9f8feff9b076d5184d9d96c7
org.apache.samza	samza-kv-rocksdb_2.10	0.9.0		054acbddadc4f45acc4afb2d02722b81935ed11e
org.apache.samza	samza-kv-rocksdb_2.10	0.9.1		f4de885fb26f6f987cfab93989878d6fb89b92d3
org.apache.servicemix.servicemix.activemq	org.apache.servicemix.activemq	4.0-m1		acd826d27f0d01652f46fcef959263acc88239cf
org.apache.unomi	unomi-groovy-actions	1.5.0		N/A
org.apache.unomi	unomi-groovy-actions	1.5.1		N/A
org.apache.unomi	unomi-groovy-actions	1.5.2		N/A
org.apache.unomi	unomi-groovy-actions	1.5.3		N/A
org.apache.unomi	unomi-groovy-actions	1.5.4		N/A
org.apache.unomi	unomi-groovy-actions	1.5.5		N/A
org.apache.unomi	unomi-groovy-actions	1.5.6		N/A
org.apache.unomi	unomi-groovy-actions	1.5.7		N/A
org.apache.unomi	unomi-groovy-actions	1.6.0		N/A
org.apache.unomi	unomi-groovy-actions	1.6.1		N/A
org.apache.unomi	unomi-groovy-actions	1.7.0		N/A
org.apache.unomi	unomi-groovy-actions	1.7.1		N/A
org.apache.unomi	unomi-groovy-actions	1.8.0		N/A
org.apache.unomi	unomi-groovy-actions	1.9.0		N/A
org.apache.unomi	unomi-groovy-actions	1.9.1		N/A
org.apache.unomi	unomi-groovy-actions	2.0.0		N/A
org.apache.unomi	unomi-groovy-actions	2.1.0		N/A
org.apache.unomi	unomi-groovy-actions	2.2.0		N/A
org.apache.unomi	unomi-groovy-actions	2.3.0		N/A
org.apache.unomi	unomi-groovy-actions	2.4.0		N/A
org.apache.unomi	unomi-groovy-actions	2.5.0		N/A
org.apache.unomi	unomi-groovy-actions	2.6.0		N/A
