app.msign	qrsign-api	0.7		bd15b3d92a8c76c254ac6b6dc60464e501df2196
com.mypurecloud	platform-client-v2	126.0.0		1e22709843b1a665a8c25df12d01eeb17b6caccf
com.mypurecloud	platform-client-v2	127.0.0		e9bf3c6b3730e2a956dc5220e85674616172512d
com.mypurecloud	platform-client-v2	128.0.0		42231c427ffbd79b1ff9e4f0e4d3cce57e0e1635
com.mypurecloud	platform-client-v2	129.0.0		6b09fc71193145f1896179faf7190eb7d47a04b6
com.mypurecloud	platform-client-v2	13.0.0		6f760d5517e41a5449b2800072b360f9f75eb9f8
com.mypurecloud	platform-client-v2	130.0.0		aeda91d5833b489b2c01debbe297aaf9808b6c89
com.mypurecloud	platform-client-v2	131.0.0		3e49f10aa4bde8aae036e54202ffc2eb1efe0867
com.mypurecloud	platform-client-v2	132.0.0		68539a5c2c91de497fbe7e28e315048b930386e4
com.mypurecloud	platform-client-v2	133.0.0		23d47e29033a01b0ed902436ff5d59f0792a32b4
com.mypurecloud	platform-client-v2	133.1.0		43e7aba8969f6bdfbea0ab2cf4e681f659ab3381
com.mypurecloud	platform-client-v2	134.0.0		6ccc1471f61427e56f00847e5ca3f2eb844bcc21
com.mypurecloud	platform-client-v2	135.0.0		977ace00a601972d64062c4a10209af0568c65f0
com.mypurecloud	platform-client-v2	136.0.0		962cdba7a181413d6e115d835fab854ce4b8cb6a
com.mypurecloud	platform-client-v2	137.0.0		59d60e9a3637e2954ad72524b1524209347fae59
com.mypurecloud	platform-client-v2	138.0.0		f53dd12cab9e5748dae62924dea5ce84dd5dac2a
com.mypurecloud	platform-client-v2	139.0.0		75b01cbb0362b9b42f415d5b019eb8bfc2c80db1
com.mypurecloud	platform-client-v2	14.0.0		f012d0d369435d1ff32767cb83f447527f87ba36
com.mypurecloud	platform-client-v2	140.0.0		1cf139bedd720dd1460b81dce4655e55abbc11e2
com.mypurecloud	platform-client-v2	140.1.0		7e7376f0b369b96ffcda77f3258e09012210a59c
com.mypurecloud	platform-client-v2	141.0.0		a14c5069e40a71b7f797f9643c2030a2d2d0c2f7
com.mypurecloud	platform-client-v2	142.0.0		add9c0edd79d14a15af98f0bfcfe59b35f75cd8d
com.mypurecloud	platform-client-v2	143.0.0		b93f72b6687fdabe0b85d783dbadd7f5821951df
com.mypurecloud	platform-client-v2	143.0.1		4c3119582b547fe38b1f2788c360a0cccece61fa
com.mypurecloud	platform-client-v2	144.0.0		b825d692a85d5a3de1d23cc0bd28b2979ca7d3b1
com.mypurecloud	platform-client-v2	144.1.0		32ebc0ccbdbf6f78e88cf9f022a2f6fc096960f3
com.mypurecloud	platform-client-v2	145.0.0		67b23545f717dd9b58f3a32d78b140d19ab78332
com.mypurecloud	platform-client-v2	145.0.1		333f035f5c87016e3d05897b2663e93617f276c5
com.mypurecloud	platform-client-v2	146.0.0		1d225872b00e359158a37dd42f10ff3bcf6c3df6
com.mypurecloud	platform-client-v2	146.0.1		3d60907283732c46af2d58daeeef14d7f710e687
com.mypurecloud	platform-client-v2	146.0.2		0c7d4f82684df002311af6ec976b97bbe03c5563
com.mypurecloud	platform-client-v2	147.0.0		6019b55c129caa2b9fde89ef3456e2c0ea5d54d2
com.mypurecloud	platform-client-v2	147.0.1		c289e184d577123018d77efb0c39f67d4c0bc88a
com.mypurecloud	platform-client-v2	148.0.0		d1c538a759969b4e2f9ecac4791841592e4993c8
com.mypurecloud	platform-client-v2	149.0.0		4d71acebd069e14fa249d079691a49e880dd4a51
com.mypurecloud	platform-client-v2	149.0.1		1388cfd4126a7761c7dd2d43b70411af1ead3038
com.mypurecloud	platform-client-v2	15.0.0		428ad2ba5309f594cd86b485c99262a1ddf0d97d
com.mypurecloud	platform-client-v2	15.1.0		5d1e71d5dabd114425e96e456cb9b69018f01e1f
com.mypurecloud	platform-client-v2	150.0.0		488b55bbe7829a08b964d277f477dacf0146786c
com.mypurecloud	platform-client-v2	151.0.0		f95804ab1e27e19488b8a9b1f5c37f2a7f7f84d3
com.mypurecloud	platform-client-v2	151.0.1		19f23027021efa4146e0848bf4c16c9e5a81447d
com.mypurecloud	platform-client-v2	152.0.0		63e717d2a3fdc02b3dddac5e53856e859dc6772e
com.mypurecloud	platform-client-v2	152.1.0		1019151051ef3c548b5c0723c75afb9b0bf691ff
com.mypurecloud	platform-client-v2	153.0.0		bf1d838c7777045d4f30df3212ebed888de85157
com.mypurecloud	platform-client-v2	154.0.0		886d732fc294421a96335ec324b8323aa6a91b11
com.mypurecloud	platform-client-v2	155.0.0		1020cdebfa72e2bdab3a061172b26ba8dd056f4c
com.mypurecloud	platform-client-v2	156.0.0		9b5bb069370dcdb3cbaf19d9fbf52525fa8205da
com.mypurecloud	platform-client-v2	157.0.0		153ef2ce7d89ba7a3d5f8e347cd40cd7aa75bb90
com.mypurecloud	platform-client-v2	158.0.0		2177bb5763a7b9c620a8007bca6e45bac38cc568
com.mypurecloud	platform-client-v2	159.0.0		9f2c621f55f9709cf3b99fcdc97518b1c88826aa
com.mypurecloud	platform-client-v2	16.0.0		ada330b9c6d66deb50c638759a65c762d0af3483
com.mypurecloud	platform-client-v2	16.1.0		dd1ea9008a0ad3c0db7c13cb91855d7d63d5924b
com.mypurecloud	platform-client-v2	160.0.0		223dec9e80df7e9805b3e8ac1586eda7bb617887
com.mypurecloud	platform-client-v2	160.0.1		13992138edc7dbba9bc8fd4a782a10f38ac66ef3
com.mypurecloud	platform-client-v2	160.1.0		fa2e30ec1a71bedfa600fcfd35ac17e50323bb38
com.mypurecloud	platform-client-v2	161.0.0		5866577b69d4f1208c840403bb78303f242bbdde
com.mypurecloud	platform-client-v2	162.0.0		b6e3a56510b8b30a2a60ccfa6b9d9779d7126864
com.mypurecloud	platform-client-v2	162.0.1		3fd3508e64f84d9555ce7b20fa33a404953c0173
com.mypurecloud	platform-client-v2	163.0.0		c55ae79adcc76b9647b7470f4a73a1cd78a2fb87
com.mypurecloud	platform-client-v2	164.0.0		83c7353af952aa6a7c21fc61b685eb0a55fcedd0
com.mypurecloud	platform-client-v2	165.0.0		5c17bb8e5f09e90af8686fb3a71fa305ae0017b0
com.mypurecloud	platform-client-v2	166.0.0		dabb7ee8f2eebc11a724a8836d016dde5d4eb0e6
com.mypurecloud	platform-client-v2	166.0.1		459994c9fe9a8e5608890a25123482cebd8aa41a
com.mypurecloud	platform-client-v2	167.0.0		fdbdb3f220192c0123e1c6eaecc3e2664fbcae8b
com.mypurecloud	platform-client-v2	168.0.0		cdab1fac85ae474772deadd9fa9deb6a2bceef6f
com.mypurecloud	platform-client-v2	169.0.0		8f0b823b0b0077203faf0fe266189b90a7158089
com.mypurecloud	platform-client-v2	17.0.0		2915597cd0fefcc75a4aa3e02e7754b3a46c18e7
com.mypurecloud	platform-client-v2	170.0.0		512136f937e703407d233bc0931f8533e445dff9
com.mypurecloud	platform-client-v2	170.1.0		1628231cb2a38014b14154371e8269f6cb45966f
com.mypurecloud	platform-client-v2	171.0.0		a9ce09b61819cd909ab15bfffaf0970c9fd16eaf
com.mypurecloud	platform-client-v2	172.0.0		ba939a579cbbba82f4aab0b9815a94e21c9f950a
com.mypurecloud	platform-client-v2	173.0.0		ad09264bba38db9912ca33ea92faed25a71b553e
com.mypurecloud	platform-client-v2	174.0.0		66df0444755c724a2c05caeabc17ca7c8d679f0d
com.mypurecloud	platform-client-v2	175.0.0		6140668b3197e698c90fb92e15e57818e621a5e7
com.mypurecloud	platform-client-v2	176.0.0		e1e2b5488f5588add7fb05779505da84059b6c1e
com.mypurecloud	platform-client-v2	177.0.0		ad8f1013b42ba5c01c5cb07a79e49d15403ee3f2
com.mypurecloud	platform-client-v2	177.1.0		6bda837eceb83d0b54b90b65a0354f0c1fb1fe9b
com.mypurecloud	platform-client-v2	177.2.0		d29ff00ed3f5926531df3883ac73a394894fe0c7
com.mypurecloud	platform-client-v2	178.0.0		4dee15b862cec7d8a2c3a7156fee8e43f605b23b
com.mypurecloud	platform-client-v2	178.1.0		cee5fddea21cf18b6027b04e96ff84ba3ce2e381
com.mypurecloud	platform-client-v2	179.0.0		612349b430ab69e6045be7e3b7cc4d44e7f39093
com.mypurecloud	platform-client-v2	18.0.0		993ed1c266ce8769750f8dfe67b7f48dcaf4c8fa
com.mypurecloud	platform-client-v2	18.0.1		8d55eabe8f434e93603d24cc811790be7accde41
com.mypurecloud	platform-client-v2	180.0.0		10c19dfc7191f40be1a66e1f9f52df08f29a24c9
com.mypurecloud	platform-client-v2	181.0.0		9eb01029b58243df5b04099936b834121dde93b3
com.mypurecloud	platform-client-v2	182.0.0		4c84554b41887ba186ad54c081b63f190b08f3d6
com.mypurecloud	platform-client-v2	183.0.0		2a6a4617d77bc1e9367163950a5fb9738c844a1a
com.mypurecloud	platform-client-v2	184.0.0		cbc56c0aab272215b55435ae8143093a93b689a3
com.mypurecloud	platform-client-v2	185.0.0		2387a73f3122a9f6a25805ee393bced792849db5
com.mypurecloud	platform-client-v2	186.0.0		3b403a2a76d80515162a949add5d97acebf044e4
com.mypurecloud	platform-client-v2	186.1.0		cdacd63dcb62b04d7330974a4a6d71ee406e5be4
com.mypurecloud	platform-client-v2	187.0.0		8316029491ef7d3601836f2ecdadda52decce41f
com.mypurecloud	platform-client-v2	188.0.0		8d35692c3e0d4aef2930925861e1de407f3f731c
com.mypurecloud	platform-client-v2	188.1.0		36d9498b082b6dc7d0974ad43b27ced15103cfe7
com.mypurecloud	platform-client-v2	189.0.0		272cb4e05c3059f610524d29741636ea5272d107
com.mypurecloud	platform-client-v2	19.0.0		d6ccf6ec98b2816dc7e7e9be6efd4ccf8b59400d
com.mypurecloud	platform-client-v2	190.0.0		97da91d66d581f662e432a903b490b65647cfe00
com.mypurecloud	platform-client-v2	191.0.0		6425193bbaf1bfdfb75d3f19737870a4377166cd
com.mypurecloud	platform-client-v2	192.0.0		a820b3f4c4865062eb2ec32e4ee823cc56e41cab
com.mypurecloud	platform-client-v2	194.0.0		f0ee65f38617fa77bc672344a22fc5741d4e3d6d
com.mypurecloud	platform-client-v2	195.0.0		6149fd11866cf9bf1bb63ce96fba9988106053e2
com.mypurecloud	platform-client-v2	196.0.0		4174b9bd561a7a070b8295bee97d208d3df05562
com.mypurecloud	platform-client-v2	197.0.0		1172dfedaca3312137428e7632a1b916c2b37f7a
com.mypurecloud	platform-client-v2	198.0.0		da435802080379c41a97fde20e1d473e7a3859f5
com.mypurecloud	platform-client-v2	198.1.0		69e3446dca7e4bfc912742a9a22543caddb08b25
com.mypurecloud	platform-client-v2	199.0.0		384386a03d42998b49429980e2532ae2e1693daa
com.mypurecloud	platform-client-v2	2.0.0		baf3dd21e202506eb01f6f5092abf47e1bd16ba5
com.mypurecloud	platform-client-v2	20.0.0		2d4af85acdef85f60c3b1955c2c615f11e881604
com.mypurecloud	platform-client-v2	200.0.0		1a575f5cd0d9642c7b4ce19c6c406a91fa08674d
com.mypurecloud	platform-client-v2	200.0.1		5e7f43de05b2bc46cbe69511a00800b6c17f8110
com.mypurecloud	platform-client-v2	200.1.0		7b8c47151bf6e062a3485f090e62d8c387aa0232
com.mypurecloud	platform-client-v2	201.0.0		a221626d343d276cfc8aa1266c8de5181ba12b42
com.mypurecloud	platform-client-v2	201.1.0		6a35a904d3e7ebb6bf554e70c406d8e70f62fbff
com.mypurecloud	platform-client-v2	202.0.0		e135c5a682e9c5e4d8620d87ae18bdccf078a9f7
com.mypurecloud	platform-client-v2	203.0.0		8c725827ae51fd3d8c4190a09024a6c226b913c6
com.mypurecloud	platform-client-v2	204.0.0		56fda0eb2c3500692919adf402e54238dcbd7e10
com.mypurecloud	platform-client-v2	204.1.0		e243b90f4db7e1e46ca354d9a605267f61cd13d2
com.mypurecloud	platform-client-v2	205.0.0		5ccff55802405e0beb18caf4bf5058ea3037c0d4
com.mypurecloud	platform-client-v2	205.0.1		d600961d7b29845ea6aa24ac6fba78dbe070c659
com.mypurecloud	platform-client-v2	206.0.0		a4ff521e9c80e4241febe472e83bb219b4fbf357
com.mypurecloud	platform-client-v2	207.0.0		2ce671a945a5c136d4197d1c89bd15fb2f94f028
com.mypurecloud	platform-client-v2	208.0.0		742186bb54ca87d4245770e0ca4147e4b755ac1b
com.mypurecloud	platform-client-v2	209.0.0		86b2c05b830831b8647c8a154431d0531e1ba621
com.mypurecloud	platform-client-v2	209.0.1		fc041a8cad1486d07865a1cbf4c9e26c2885f154
com.mypurecloud	platform-client-v2	209.1.0		b4417d03181f07ae2b5dd98bf1315707efe99c6e
com.mypurecloud	platform-client-v2	21.0.0		4f39b3a253d621130b7d93c6df90b158496f71d6
com.mypurecloud	platform-client-v2	210.0.0		594b51a30a202db5e2128a820c08fc0ffb0a55b4
com.mypurecloud	platform-client-v2	211.0.0		bbf0d048c041e92a3e0bb8825c89d1b0fe7b05df
com.mypurecloud	platform-client-v2	212.0.0		cc37e3dd52ddc13bcc627a65b5706dbaa1f91bbe
com.mypurecloud	platform-client-v2	213.0.0		af851bd8af2e539f90e99ea05f4aa36fb6cd204b
com.mypurecloud	platform-client-v2	214.0.0		bb748277016a33a646167fcb86482a563ad0fb6a
com.mypurecloud	platform-client-v2	215.0.0		ac3a19f4def73049bbe38fdb8344b3fea0aca731
com.mypurecloud	platform-client-v2	216.0.0		6084b8550212bd1c57b97c8e3e3ea29387e01e6d
com.mypurecloud	platform-client-v2	217.0.0		94ab67ec146e7e715c1d2e6c7949ecadbbc9f15b
com.mypurecloud	platform-client-v2	217.1.0		1c5793c3c3c031be0e48372955ba176b9af84489
com.mypurecloud	platform-client-v2	218.0.0		e8460d5debea0093d486a1ef52e7cca4578fb531
com.mypurecloud	platform-client-v2	219.0.0		acbc4d66dcc429dfb5e5db1116b0164a6cbf4582
com.mypurecloud	platform-client-v2	22.0.0		c0f1cca1c23dbcdc816676e099dd0e7b2cb4188d
com.mypurecloud	platform-client-v2	220.0.0		bff0304e1799d7ab48041c9a1e3549e0aef48516
com.mypurecloud	platform-client-v2	221.0.0		5b28c78bfe0c4c8ebe16b29f1ea32d5b28800edd
com.mypurecloud	platform-client-v2	222.0.0		005cb826d7addc25201326700a1a4e31715dbb4b
com.mypurecloud	platform-client-v2	222.1.0		7280a9a057cf4f5f9501d0556f7238dd569a74b5
com.mypurecloud	platform-client-v2	223.0.0		b319f88fe1d4e81ea1ff71757cc421d734dac5cd
com.mypurecloud	platform-client-v2	223.1.0		f134e0d083fa87da98bfeaa18acdabd54fcd6278
com.mypurecloud	platform-client-v2	224.0.0		4bbbb01545400e4cdd544673227a12bebdd6baa1
com.mypurecloud	platform-client-v2	23.0.0		a37b7804b4c2f247dae65d8d0544b68607608e2a
com.mypurecloud	platform-client-v2	23.0.1		d1101f17dd78694e2bcf2103b4ec2c89ff3ab388
com.mypurecloud	platform-client-v2	24.0.0		62cf0fded0801bf8a9b306bbb2bb2feda80736fd
com.mypurecloud	platform-client-v2	25.0.0		f35f20acb09dce643f1dc2fe52a0e8ce347a91c9
com.mypurecloud	platform-client-v2	26.0.0		e6912edabb1463281d82503527bbb856ef7e3699
com.mypurecloud	platform-client-v2	27.0.0		9325829f9b775da3e9073d66885dbebecc893247
com.mypurecloud	platform-client-v2	28.0.0		3ec09d65fd183c677a193e4fe94310fec2e6119e
com.mypurecloud	platform-client-v2	29.0.0		3b4884e016cb72b46bec350d31d13702b28fa69c
com.mypurecloud	platform-client-v2	3.0.0		a90b8b2a8c7ece2e16fb354c73413e11e9170954
com.mypurecloud	platform-client-v2	3.1.0		7f836ea677103c8d99601eca71819323c9a8203d
com.mypurecloud	platform-client-v2	3.1.1		586bd3e82351fea00b02455761a56b31347dc01d
com.mypurecloud	platform-client-v2	3.1.2		9fddf06dbb2dda77a5e8a89b0e2852629c422dde
com.mypurecloud	platform-client-v2	3.1.3		3df711cae339fdf8d93aeb9dc9ba5e58626633b5
com.mypurecloud	platform-client-v2	30.0.0		e576f287cda9e391df119d32d431164ad9240004
com.mypurecloud	platform-client-v2	30.0.1		4491a9a6bed795462608004a8419e1100e474372
com.mypurecloud	platform-client-v2	31.0.0		b2661a51e1c7dfb611d3573d4e05ab88b8c52f90
com.mypurecloud	platform-client-v2	31.1.0		566c1a41f98328c75e60e95b39509e771ca7080c
com.mypurecloud	platform-client-v2	32.0.0		ba51abd6cdd086e2703a8a3d056737a801f8cb60
com.mypurecloud	platform-client-v2	32.0.1		ed374d0954e6027ce51bdf49226c9e68fbe9df99
com.mypurecloud	platform-client-v2	33.0.0		b47620400a693f1b510e23cb42db067286e44cfb
com.mypurecloud	platform-client-v2	34.0.0		e278baab4f70b45a749e4ff275e268c33838cf4a
com.mypurecloud	platform-client-v2	34.1.0		8fe25fa1a27e361ee175ddba2cf7fb95969d61e0
com.mypurecloud	platform-client-v2	35.0.0		d309a20ded40fb92d871eb40018c35d9a62d5ac3
com.mypurecloud	platform-client-v2	36.0.0		323d9d49d96b01ed9df634b04b53f3b349c862d0
com.mypurecloud	platform-client-v2	37.0.0		b80176012201e70478e6b62dc1e6c7fde5d83493
com.mypurecloud	platform-client-v2	37.1.0		65ec71c615339b5af40916897500168f323f19f5
com.mypurecloud	platform-client-v2	38.0.0		27ace0f13e819e2146f7e8fe46f79847af119b58
com.mypurecloud	platform-client-v2	39.0.0		f2ddd920ce4147d0789623fd73c2b7f8e394581b
com.mypurecloud	platform-client-v2	4.0.0		0b0fad92d665df092b01296b3a7e5ad79f9ca88a
com.mypurecloud	platform-client-v2	4.0.1		6f4ec72067f76a107e74b4549040dee898b22fbd
com.mypurecloud	platform-client-v2	4.0.2		103c437d8f7d8cf97c131f783f2584268198b9bd
com.mypurecloud	platform-client-v2	40.0.0		c7c96dd9debba184ccb55110aadb2cb801c1c1a1
com.mypurecloud	platform-client-v2	40.1.0		8d821f74e17e3d633f84db1d3ea24da2d55bf5ce
com.mypurecloud	platform-client-v2	40.2.0		951f9add053a0b98dd19cfc8299af6d6274c925e
com.mypurecloud	platform-client-v2	41.0.0		bf7c97baf43c206c16547e4532e7d563991ec949
com.mypurecloud	platform-client-v2	42.0.0		6ddb0433129a6688e6436066d10e6ce86a633ffe
com.mypurecloud	platform-client-v2	43.0.0		c96d19c2e3cfed26123b7950ac9b0e8cd12ed4ff
com.mypurecloud	platform-client-v2	43.1.0		d28090d747df3523e65a2d3de2a25ff28da30e3d
com.mypurecloud	platform-client-v2	44.0.0		19ac8533282bff78a4b2ef4a1372fdb037fa3909
com.mypurecloud	platform-client-v2	45.0.0		ee7505629468185bd03fb961b8edb0594ff23ec0
com.mypurecloud	platform-client-v2	46.0.0		32eb95dd6c79ffca8a62c94bd300b7b0384d261a
com.mypurecloud	platform-client-v2	47.0.0		ddfc7f5e413cfaee176f162b27d6fbe15e79f4e9
com.mypurecloud	platform-client-v2	47.1.0		1dba30986ee4ef2a1afaa58dfb2efc535395d1aa
com.mypurecloud	platform-client-v2	48.0.0		9d42233bd5c1c75f426f97cd86d40347fa349b6f
com.mypurecloud	platform-client-v2	49.0.0		9619e5a629b635c764ecb0182426c538cf805f05
com.mypurecloud	platform-client-v2	5.0.0		d7b2e6d75ee4e326b4b0c393d9d29b436c238813
com.mypurecloud	platform-client-v2	5.0.1		09e6cf0bccfbe53838ed7a0de1cb6bd4ab60e8e5
com.mypurecloud	platform-client-v2	5.0.2		756bcc0e0aca23a45668a008ada3794c3c9e467a
com.mypurecloud	platform-client-v2	5.0.3		800e8a340f316c59d6d611a9f6697320f82418eb
com.mypurecloud	platform-client-v2	50.0.0		9f53445ed4c1de3892f15b0f088f72f7a6e2501c
com.mypurecloud	platform-client-v2	50.1.0		28c540e52248d23e9ae13f8fa1485724255c72f5
com.mypurecloud	platform-client-v2	51.0.0		82f20d4e0c1f8bcd38ae8c0228e4d260e42a0e6f
com.mypurecloud	platform-client-v2	52.0.0		f9c0f593c77093007651db128555bf3a5d699ac2
com.mypurecloud	platform-client-v2	52.1.0		6fc8dcdff47ebb66bab69c6ea82fb89ada3b8e00
com.mypurecloud	platform-client-v2	52.2.0		6234c52c53fb5adaf4dd9c006c18c689b0a1bf9a
com.mypurecloud	platform-client-v2	53.0.0		25099b792fc289625d98fab5a185406901ed2675
com.mypurecloud	platform-client-v2	53.0.1		391f137b9046a8cb304b18b1996d7e7bf09f90b1
com.mypurecloud	platform-client-v2	54.0.0		7c028a69c470efee62a0ab15ddeb471c24eff58d
com.mypurecloud	platform-client-v2	55.0.0		05dd13b318de1e14bfe55e6ff97f8ba8dcebba4e
com.mypurecloud	platform-client-v2	56.0.0		b7ce1b397680f22bc917d24653f5b8b63faddfc0
com.mypurecloud	platform-client-v2	57.0.0		1e08318c455dafc0a197c244d431a104046e71fc
com.mypurecloud	platform-client-v2	58.0.0		0cba78c6047133de134619bd4cc5e6be79606205
com.mypurecloud	platform-client-v2	59.0.0		1e0f0b1fa2cbdb0e85628dba168c57cbc43f78fd
com.mypurecloud	platform-client-v2	6.0.0		343689cdd2178a308c523209a680adc17c0e8774
com.mypurecloud	platform-client-v2	60.0.0		38532808b9014acab6f51ae8682e522f69ccb274
com.mypurecloud	platform-client-v2	61.0.0		4dab39713c15403c503fbf230caea803d98c2f7c
com.mypurecloud	platform-client-v2	62.0.0		c47f3294e40b7d6a0f4c291b4c63debcc97db7d9
com.mypurecloud	platform-client-v2	62.0.1		106540cee0b93768d5faeec475a2c3c84d535426
com.mypurecloud	platform-client-v2	62.0.2		0a5b50265dbe4adf6c4540bfbb79b1711d2b2a5d
com.mypurecloud	platform-client-v2	63.0.0		d8c935735e022470d3eb9ef2b5823f6400dbc898
com.mypurecloud	platform-client-v2	64.0.0		a798b403143320dad2aa9bbea5b6e5f851e1670b
com.mypurecloud	platform-client-v2	65.0.0		e02000863ce814ce88b258af55f850a63dfa988a
com.mypurecloud	platform-client-v2	66.0.0		8ca8888d65fa79d20dda3a13f2a89e756d0f112f
com.mypurecloud	platform-client-v2	67.0.0		b8130b2ad271325871507624259e3fe6a95b6618
com.mypurecloud	platform-client-v2	68.0.0		8c414e56a84b79ff807d93e95161d9653abc2763
com.mypurecloud	platform-client-v2	69.0.0		e36bfda5131d792c9081960b3da9e75e9ee4f166
com.mypurecloud	platform-client-v2	7.0.0		564f9424786458cdfa800dc4c56dbcbd2e6e4ed2
com.mypurecloud	platform-client-v2	7.1.0		7db52f74935d2743c113bc1b31364d3b25393a1f
com.mypurecloud	platform-client-v2	7.1.1		3e9b7bc57a99c00e58c0b24de57f0172b1245f17
com.mypurecloud	platform-client-v2	7.1.2		18bd1b7d375ca6a0ee8d9e2b41d4305448ee42e5
com.mypurecloud	platform-client-v2	70.0.0		b93b205f13ba033ae5e75fea49aa3be4905e5a14
com.mypurecloud	platform-client-v2	71.0.0		963a5c0f48e31ce3e1392b41679dc243710bd371
com.mypurecloud	platform-client-v2	72.0.0		e00216e3032fd269468cf069fd90bfca7282885c
com.mypurecloud	platform-client-v2	73.0.0		4f462860df642c6bf68fe4bfecb3e36522671d33
com.mypurecloud	platform-client-v2	74.0.0		74e7e881409e886ea346ac5b4f298928d69f0b7d
com.mypurecloud	platform-client-v2	75.0.0		710cdaa5b70bd96a79b8f791ee1b278a1afec44c
com.mypurecloud	platform-client-v2	76.0.0		767da25687534852a5e64bd4cebef53e3fd9a840
com.mypurecloud	platform-client-v2	77.0.0		d21730c38311c09b189d11120e0a5c31596e04fc
com.mypurecloud	platform-client-v2	78.0.0		de9a3b92504f7e34a897ef1b461362ec62419abd
com.mypurecloud	platform-client-v2	79.0.0		cc2a3b306e64763d5aae1d89507801828e96237a
com.mypurecloud	platform-client-v2	79.1.0		1f2efe4ecbce04843090a469d735d0923d9698c4
com.mypurecloud	platform-client-v2	8.0.0		25414be8fa5f964465bd8beadd57cf0a43193047
com.mypurecloud	platform-client-v2	8.0.1		07239dbff20ad40377e9c22a03de6e2fed64da0d
com.mypurecloud	platform-client-v2	8.0.2		0d794601d6d4d74747b229b3dff0973be7dff9a4
com.mypurecloud	platform-client-v2	80.0.0		e5ef33d3f7d2c57b8ef881d907cf0271ef46a59a
com.mypurecloud	platform-client-v2	81.0.0		5e311a45ac6fadd95bdae2ddb58ff223d9da1c94
com.mypurecloud	platform-client-v2	82.0.0		38d01ccb2ffdfc46ce237f6707d83efea589ec04
com.mypurecloud	platform-client-v2	82.1.0		23d4824bc464ce8c471c2d14feda47fc4f391471
com.mypurecloud	platform-client-v2	83.0.0		12b68e85070abb317ca79a53f919a4f66af2a8e1
com.mypurecloud	platform-client-v2	83.1.0		8f90c711114e8facb26c888ce6901cb5bccfbe18
com.mypurecloud	platform-client-v2	83.2.0		a4c4c7e4645e441b9bc49f378675e52c425a2bbb
com.mypurecloud	platform-client-v2	84.0.0		45ce2a319d9217ae85727749edf364ccd6f7715f
com.mypurecloud	platform-client-v2	84.0.1		a9afd43cba42a366bc86a9136f1da4d6cadb421a
com.mypurecloud	platform-client-v2	85.0.0		81e49262511c6dd3214ba050034d6179c730a4f6
com.mypurecloud	platform-client-v2	86.0.0		843ea8c01d4d0dfcd3bf557e3d3c24eb3f158cfc
com.mypurecloud	platform-client-v2	87.0.0		e317e2df99c9270b2d74ef33fe7d0b4935ef6d93
com.mypurecloud	platform-client-v2	88.0.0		bbad2d4c11de3416224561b2d6a8196362923c62
com.mypurecloud	platform-client-v2	88.1.0		6a398f248a1af37fd1a22b8221b8c2dd1b935f1a
com.mypurecloud	platform-client-v2	89.0.0		50780973054930e05ded280722b552b64bea2c6d
com.mypurecloud	platform-client-v2	9.0.0		9d6f58229295ab2b50dfddec4ea51b8760936d8d
com.mypurecloud	platform-client-v2	9.1.0		4db6482fd9565b0b8bd07364458ef1e06bd28aa7
com.mypurecloud	platform-client-v2	9.1.1		481a718a14bcbce98e814dad1164784211ee808c
com.mypurecloud	platform-client-v2	90.0.0		061a32e844d1ebb5dd5d536300fa6e71dfe1e0e8
com.mypurecloud	platform-client-v2	90.0.1		55ade183514670c95ed68ced3ae56aaac666ca48
com.mypurecloud	platform-client-v2	91.0.0		28a5041bd930a66a3737887e081ddcea1e6fda25
com.mypurecloud	platform-client-v2	92.0.0		8432be9cd9373647a85e46eb879821dc5d854854
com.mypurecloud	platform-client-v2	93.0.0		eb3604d7849a26fc0cd624ee4e9c99a3acca02b8
com.mypurecloud	platform-client-v2	94.0.0		9d734b312d151df693c179b480e85cdd7fa871cb
com.mypurecloud	platform-client-v2	95.0.0		68e6b08a481e9910f8ae9aae834615e9881704e9
com.mypurecloud	platform-client-v2	96.0.0		690a41d54f7a43dc045f262ce11b467a430a374a
com.mypurecloud	platform-client-v2	97.0.0		0daf20d3292df2050151d19d94932d085e94d3fd
com.mypurecloud	platform-client-v2	98.0.0		8d83820452c47d94a83777a559f7eefe7fbd6c13
com.mypurecloud	platform-client-v2	99.0.0		456e9cab54e55e6b7632fcedbdaddab663c4a770
com.ning.billing	killbill-osgi-all-bundles	0.1.59		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.60		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.62		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.63		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.64		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.65		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.66		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.67		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.68		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.69		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.70		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.71		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.72		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.73		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.74		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.75		N/A
