ch.dvbern.oss.datatypes	datatypes	3.0.2		9db01e01a20745abf1b646bbdd62d72b3f0bba40
io.smartcat	cassandra-diagnostics-connector30	1.3.4		a24a4df0e061cc000483fa2bbea8a80a6ba2591b
io.smartcat	cassandra-diagnostics-connector30	1.3.5		b6a108b8cde470df74fcdabbc4c8402ee939b4e0
io.smartcat	cassandra-diagnostics-connector30	1.3.6		16df7d18e536ca8a59d0dce86dfb019979847e33
io.smartcat	cassandra-diagnostics-connector30	1.4.1		fc1c3f11b3068dd729b825be73aaf369be4285db
io.smartcat	cassandra-diagnostics-connector30	1.4.10		1508bae79245738d4243d5286f535d94f3a296e7
io.smartcat	cassandra-diagnostics-connector30	1.4.4		b9c396469f6580513712b045baa35ec037721edc
io.smartcat	cassandra-diagnostics-connector30	1.4.7		5d79954c1ba42d19a58afed2364ba376cd2525b4
io.smartcat	cassandra-diagnostics-connector30	1.4.8		fc6ab5c7a1acea6e38d22bd3644c2ae006e1f558
io.sourceforge.aliyun.components	jsonwebtoken-jjwt	1.1.1		7961f1110ccf843214ab8f9db1e601637ec3fa3a
it.unibo.alchemist	alchemist-web-renderer-jvm	25.14.4		a24371f6a4e7367a57f0cb2afd7d8719ddc132ff
it.unibo.alchemist	alchemist-web-renderer-jvm	25.14.5		a24371f6a4e7367a57f0cb2afd7d8719ddc132ff
it.unibo.alchemist	alchemist-web-renderer-jvm	25.14.6		a24371f6a4e7367a57f0cb2afd7d8719ddc132ff
it.unibo.alchemist	alchemist-web-renderer-jvm	25.15.0		a24371f6a4e7367a57f0cb2afd7d8719ddc132ff
it.unibo.alchemist	alchemist-web-renderer-jvm	25.15.1		a24371f6a4e7367a57f0cb2afd7d8719ddc132ff
it.unibo.alchemist	alchemist-web-renderer-jvm	25.15.2		a24371f6a4e7367a57f0cb2afd7d8719ddc132ff
it.unibo.alchemist	alchemist-web-renderer-jvm	25.15.3		f64e6e8e39dacd1e6c5dd276752d8f37836e7974
it.unibo.alchemist	alchemist-web-renderer-jvm	25.15.4		d7532d1210c7db0b86a83837efc5bd6ba8d04be6
it.unibo.alchemist	alchemist-web-renderer-jvm	25.15.5		6dd0bf9dbeb7d73daff30e951f181097cb58fc24
it.unibo.alchemist	alchemist-web-renderer-jvm	25.16.0		6dd0bf9dbeb7d73daff30e951f181097cb58fc24
it.unibo.alchemist	alchemist-web-renderer-jvm	25.16.1		6dd0bf9dbeb7d73daff30e951f181097cb58fc24
it.unibo.alchemist	alchemist-web-renderer-jvm	25.16.2		6dd0bf9dbeb7d73daff30e951f181097cb58fc24
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.0		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.1		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.10		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.11		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.12		6564194568755f798069c35283324f3f42febc1d
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.13		43ac0b7276ed56734cbe17575e102b2556eac70c
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.2		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.3		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.4		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.5		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.6		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.7		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.8		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	26.0.9		465161a1b53dfac65ca383e99c67cb4c9154e5fc
it.unibo.alchemist	alchemist-web-renderer-jvm	27.0.0		1b17931146de6b82193a3621f7f3613cece62242
it.unibo.alchemist	alchemist-web-renderer-jvm	28.0.0		5f4ad28f995e9e55b3298b624882aa4cb725be5e
it.unibo.alchemist	alchemist-web-renderer-jvm	28.0.1		5f4ad28f995e9e55b3298b624882aa4cb725be5e
it.unibo.alchemist	alchemist-web-renderer-jvm	28.4.2		3e512563f6f681c899d0a37aa712f6d52fe3e176
it.unibo.alchemist	alchemist-web-renderer-jvm	28.4.3		3e512563f6f681c899d0a37aa712f6d52fe3e176
it.unibo.alchemist	alchemist-web-renderer-jvm	28.4.4		1aa032c5a90cebde4fd110755abd47e237b042e5
it.unibo.alchemist	alchemist-web-renderer-jvm	28.5.0		1aa032c5a90cebde4fd110755abd47e237b042e5
it.unibo.alchemist	alchemist-web-renderer-jvm	28.5.1		1aa032c5a90cebde4fd110755abd47e237b042e5
it.unibo.alchemist	alchemist-web-renderer-jvm	28.5.2		1aa032c5a90cebde4fd110755abd47e237b042e5
it.unibo.alchemist	alchemist-web-renderer-jvm	28.5.3		1aa032c5a90cebde4fd110755abd47e237b042e5
it.unibo.alchemist	alchemist-web-renderer-jvm	28.5.4		1aa032c5a90cebde4fd110755abd47e237b042e5
it.unibo.alchemist	alchemist-web-renderer-jvm	29.0.0		8e5494d92d19ff4f9516edf6387a231970d5582a
it.unibo.alchemist	alchemist-web-renderer-jvm	29.0.1		8e5494d92d19ff4f9516edf6387a231970d5582a
it.unibo.alchemist	alchemist-web-renderer-jvm	29.0.2		8e5494d92d19ff4f9516edf6387a231970d5582a
it.unibo.alchemist	alchemist-web-renderer-jvm	29.0.3		8e5494d92d19ff4f9516edf6387a231970d5582a
it.unibo.alchemist	alchemist-web-renderer-jvm	29.0.4		8e5494d92d19ff4f9516edf6387a231970d5582a
it.unibo.alchemist	alchemist-web-renderer-jvm	29.0.5		8e5494d92d19ff4f9516edf6387a231970d5582a
it.unibo.alchemist	alchemist-web-renderer-jvm	29.0.6		8e5494d92d19ff4f9516edf6387a231970d5582a
it.unibo.alchemist	alchemist-web-renderer-jvm	29.0.7		8e5494d92d19ff4f9516edf6387a231970d5582a
it.unibo.alchemist	alchemist-web-renderer-jvm	29.1.0		8e5494d92d19ff4f9516edf6387a231970d5582a
it.unibo.alchemist	alchemist-web-renderer-jvm	29.1.1		8e5494d92d19ff4f9516edf6387a231970d5582a
it.unibo.alchemist	alchemist-web-renderer-jvm	29.2.0		c94aaae44e11a406e7102820014ba50500671081
it.unibo.alchemist	alchemist-web-renderer-jvm	29.3.0		c94aaae44e11a406e7102820014ba50500671081
it.unibo.alchemist	alchemist-web-renderer-jvm	29.3.1		c94aaae44e11a406e7102820014ba50500671081
it.unibo.alchemist	alchemist-web-renderer-jvm	29.3.2		c94aaae44e11a406e7102820014ba50500671081
it.unibo.alchemist	alchemist-web-renderer-jvm	29.3.4		c94aaae44e11a406e7102820014ba50500671081
it.unibo.alchemist	alchemist-web-renderer-jvm	29.3.5		c94aaae44e11a406e7102820014ba50500671081
it.unibo.alchemist	alchemist-web-renderer-jvm	29.4.0		c94aaae44e11a406e7102820014ba50500671081
it.unibo.alchemist	alchemist-web-renderer-jvm	29.5.0		c94aaae44e11a406e7102820014ba50500671081
it.unibo.alchemist	alchemist-web-renderer-jvm	29.5.1		c94aaae44e11a406e7102820014ba50500671081
it.unibo.alchemist	alchemist-web-renderer-jvm	30.0.0		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.0.1		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.0.2		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.0.3		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.0.4		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.0.5		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.1.10		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.1.11		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.1.2		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.1.3		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.1.4		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.1.5		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.1.6		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.1.7		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.1.8		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	30.1.9		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	31.0.0		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	31.0.1		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	31.0.2		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	31.0.3		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	31.0.4		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	31.0.5		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	31.0.6		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	32.0.0		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	32.0.1		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.0.0		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.0.1		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.0.2		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.0.3		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.0.4		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.0.5		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.0.6		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.0.7		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.0.8		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.1.0		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.1.1		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	33.1.2		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.1		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.10		042cba41fa05547aaecb0fe4d52c89d9fa6cb15e
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.11		042cba41fa05547aaecb0fe4d52c89d9fa6cb15e
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.12		042cba41fa05547aaecb0fe4d52c89d9fa6cb15e
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.13		042cba41fa05547aaecb0fe4d52c89d9fa6cb15e
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.14		51408400d6648e85fbc633e18892c37677b66e21
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.15		51408400d6648e85fbc633e18892c37677b66e21
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.16		51408400d6648e85fbc633e18892c37677b66e21
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.17		51408400d6648e85fbc633e18892c37677b66e21
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.18		51408400d6648e85fbc633e18892c37677b66e21
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.19		51408400d6648e85fbc633e18892c37677b66e21
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.2		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.20		51408400d6648e85fbc633e18892c37677b66e21
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.3		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.4		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.5		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.6		dcaf695d4cfaa12ac3c14fdf7490517e0141f054
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.7		042cba41fa05547aaecb0fe4d52c89d9fa6cb15e
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.8		042cba41fa05547aaecb0fe4d52c89d9fa6cb15e
it.unibo.alchemist	alchemist-web-renderer-jvm	34.0.9		042cba41fa05547aaecb0fe4d52c89d9fa6cb15e
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.0		51408400d6648e85fbc633e18892c37677b66e21
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.1		51408400d6648e85fbc633e18892c37677b66e21
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.10		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.11		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.12		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.13		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.14		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.2		51408400d6648e85fbc633e18892c37677b66e21
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.3		51408400d6648e85fbc633e18892c37677b66e21
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.4		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.5		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.6		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.7		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.8		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	34.1.9		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	35.0.0		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	35.0.1		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	35.0.2		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	35.0.3		f332e7064151f572d9ee51c2189cbde2d9fe67a7
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.0		96db4d43108b84edbcfe5d24ee44156d62922159
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.1		96db4d43108b84edbcfe5d24ee44156d62922159
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.10		342521dab83809e994453d96277faf2215a5e005
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.11		342521dab83809e994453d96277faf2215a5e005
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.12		342521dab83809e994453d96277faf2215a5e005
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.2		96db4d43108b84edbcfe5d24ee44156d62922159
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.3		96db4d43108b84edbcfe5d24ee44156d62922159
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.4		342521dab83809e994453d96277faf2215a5e005
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.5		342521dab83809e994453d96277faf2215a5e005
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.6		342521dab83809e994453d96277faf2215a5e005
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.7		342521dab83809e994453d96277faf2215a5e005
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.8		342521dab83809e994453d96277faf2215a5e005
it.unibo.alchemist	alchemist-web-renderer-jvm	36.0.9		342521dab83809e994453d96277faf2215a5e005
it.unibo.alchemist	alchemist-web-renderer-jvm	36.1.2		15a62b9c4e3ec65bc896bc311d96b8cda70effd3
it.unibo.alchemist	alchemist-web-renderer-jvm	36.1.3		15a62b9c4e3ec65bc896bc311d96b8cda70effd3
it.unibo.alchemist	alchemist-web-renderer-jvm	37.0.0		2625af4f3b51fab3b5a408f4199dae320524d0cc
it.unibo.alchemist	alchemist-web-renderer-jvm	37.0.1		2625af4f3b51fab3b5a408f4199dae320524d0cc
it.unibo.alchemist	alchemist-web-renderer-jvm	37.1.0		2625af4f3b51fab3b5a408f4199dae320524d0cc
it.unibo.alchemist	alchemist-web-renderer-jvm	37.1.1		2625af4f3b51fab3b5a408f4199dae320524d0cc
it.unibo.alchemist	alchemist-web-renderer-jvm	37.1.2		2625af4f3b51fab3b5a408f4199dae320524d0cc
it.unibo.alchemist	alchemist-web-renderer-jvm	37.1.3		2625af4f3b51fab3b5a408f4199dae320524d0cc
it.unibo.alchemist	alchemist-web-renderer-jvm	37.1.4		50192afd9fe994b4e0ea71964b3e92ca7eb2df74
it.unibo.alchemist	alchemist-web-renderer-jvm	37.1.5		50192afd9fe994b4e0ea71964b3e92ca7eb2df74
it.unibo.alchemist	alchemist-web-renderer-jvm	37.1.6		50192afd9fe994b4e0ea71964b3e92ca7eb2df74
it.unibo.alchemist	alchemist-web-renderer-jvm	37.1.7		50192afd9fe994b4e0ea71964b3e92ca7eb2df74
it.unibo.alchemist	alchemist-web-renderer-jvm	37.1.8		50192afd9fe994b4e0ea71964b3e92ca7eb2df74
it.unibo.alchemist	alchemist-web-renderer-jvm	37.1.9		50192afd9fe994b4e0ea71964b3e92ca7eb2df74
it.unibo.alchemist	alchemist-web-renderer-jvm	37.2.0		50192afd9fe994b4e0ea71964b3e92ca7eb2df74
it.unibo.alchemist	alchemist-web-renderer-jvm	37.2.1		50192afd9fe994b4e0ea71964b3e92ca7eb2df74
it.unibo.alchemist	alchemist-web-renderer-jvm	37.3.0		50192afd9fe994b4e0ea71964b3e92ca7eb2df74
it.unibo.alchemist	alchemist-web-renderer-jvm	37.3.1		50192afd9fe994b4e0ea71964b3e92ca7eb2df74
it.unibo.alchemist	alchemist-web-renderer-jvm	38.0.0		50192afd9fe994b4e0ea71964b3e92ca7eb2df74
it.unibo.alchemist	alchemist-web-renderer-jvm	38.0.1		631a06fece7fae14e4cbfe092c2bb5fbeb2522ef
it.unibo.alchemist	alchemist-web-renderer-jvm	38.0.2		631a06fece7fae14e4cbfe092c2bb5fbeb2522ef
it.unibo.alchemist	alchemist-web-renderer-jvm	38.0.3		631a06fece7fae14e4cbfe092c2bb5fbeb2522ef
it.unibo.alchemist	alchemist-web-renderer-jvm	39.0.0		631a06fece7fae14e4cbfe092c2bb5fbeb2522ef
it.unibo.alchemist	alchemist-web-renderer-jvm	39.0.1		631a06fece7fae14e4cbfe092c2bb5fbeb2522ef
it.unibo.alchemist	alchemist-web-renderer-jvm	40.0.0		631a06fece7fae14e4cbfe092c2bb5fbeb2522ef
it.unibo.alchemist	alchemist-web-renderer-jvm	40.1.0		631a06fece7fae14e4cbfe092c2bb5fbeb2522ef
it.unibo.alchemist	alchemist-web-renderer-jvm	40.1.2		c6bf336a1e80c5126019474dda586aa752450c53
it.unibo.alchemist	alchemist-web-renderer-jvm	40.1.3		c6bf336a1e80c5126019474dda586aa752450c53
it.unibo.alchemist	alchemist-web-renderer-jvm	41.0.0		c6bf336a1e80c5126019474dda586aa752450c53
it.unibo.alchemist	alchemist-web-renderer-jvm	42.0.0		c6bf336a1e80c5126019474dda586aa752450c53
it.unibo.alchemist	alchemist-web-renderer-jvm	42.0.1		c6bf336a1e80c5126019474dda586aa752450c53
it.unibo.alchemist	alchemist-web-renderer-jvm	42.0.2		52fb016c6d41d546f333bbfe3fa59642f000f912
it.unibo.alchemist	alchemist-web-renderer-jvm	42.0.3		52fb016c6d41d546f333bbfe3fa59642f000f912
it.unibo.alchemist	alchemist-web-renderer-jvm	42.0.4		52fb016c6d41d546f333bbfe3fa59642f000f912
it.unibo.alchemist	alchemist-web-renderer-jvm	42.0.5		52fb016c6d41d546f333bbfe3fa59642f000f912
it.unibo.alchemist	alchemist-web-renderer-jvm	42.0.6		ce797b72cab79577075c135d8c0c22dcf383fba4
it.unibo.alchemist	alchemist-web-renderer-jvm	42.0.7		ce797b72cab79577075c135d8c0c22dcf383fba4
it.unibo.alchemist	alchemist-web-renderer-jvm	42.0.8		ce797b72cab79577075c135d8c0c22dcf383fba4
it.unibo.alchemist	alchemist-web-renderer-jvm	42.0.9		ce797b72cab79577075c135d8c0c22dcf383fba4
it.unibo.alchemist	alchemist-web-renderer-jvm	42.1.0		ce797b72cab79577075c135d8c0c22dcf383fba4
li.strolch	strolch-model	2.5.0		ec4fcab129eb5f332b6e74a25c82c9d433d58d1c
net.apexes.wsonrpc	wsonrpc-client	1.0.0		143b66cee9f860da0ba6e69a968afc7df92f5cb5
net.apexes.wsonrpc	wsonrpc-client	1.0.1		56dd49465c0f153236d6625a24abb47191eeccf4
net.apexes.wsonrpc	wsonrpc-client	1.1.0		5de86c13c258eab3b9c28eba40d4863f9af7b00e
net.apexes.wsonrpc	wsonrpc-client	2.0.0		7bec7395edfa4cc2a891e75c0c367e647901e23c
net.apexes.wsonrpc	wsonrpc-client	2.1.0		f71754e1242af8e0f6b007cab579183995e24e47
net.apexes.wsonrpc	wsonrpc-client	2.1.1		aee879106abb25f0ee0fe528fa559e30080f3aae
net.apexes.wsonrpc	wsonrpc-client	2.1.10		cfc2a9eb772db754dfed719e082f115d5558d3bc
net.apexes.wsonrpc	wsonrpc-client	2.1.11		83d8a011f11d3fb818fbf89ed8aac4c8e67b5b9d
net.apexes.wsonrpc	wsonrpc-client	2.1.12		14199649bf07be191c60265eff62ace81be5b977
net.apexes.wsonrpc	wsonrpc-client	2.1.13		9733326d31d662691877ad3f8434c1f3e14a1799
net.apexes.wsonrpc	wsonrpc-client	2.1.14		db34dd1ccf381bbd8cfb08d8e86cc1a38cd21cbf
net.apexes.wsonrpc	wsonrpc-client	2.1.15		b7719e6af7dd13a0544a64499ab1b04257403e5d
net.apexes.wsonrpc	wsonrpc-client	2.1.2		afb79d9d7d1623cb4934e802f754826578365ee6
net.apexes.wsonrpc	wsonrpc-client	2.1.3		50b6794f49316bcfe6a01f58f9e402b0b553742f
net.apexes.wsonrpc	wsonrpc-client	2.1.4		0234c537cbd073bcc6292b1d32e664b9338a4dab
net.apexes.wsonrpc	wsonrpc-client	2.1.5		471da05bdfa540894f27cc1940259070a3f41fa5
net.apexes.wsonrpc	wsonrpc-client	2.1.6		ab65ab361b4948949f5a1912359eb5ff5873ddba
net.apexes.wsonrpc	wsonrpc-client	2.1.7		353a0abbc073511b4dc9dcf735342fbeb58de0bb
net.apexes.wsonrpc	wsonrpc-client	2.1.8		68bf6a14d0255bf7682384550237ac06a35c01e3
net.apexes.wsonrpc	wsonrpc-client	2.1.9		aa65994a2e73558f08da69637a4d1750d9198199
net.apexes.wsonrpc	wsonrpc-client	2.2.0		27e57a934a920be651b71521de4bd4d5363fea3a
net.apexes.wsonrpc	wsonrpc-client	2.2.1		9f431594da622667a5d83a3e8910c3dae900d56f
net.apexes.wsonrpc	wsonrpc-client	2.3.0		83abcef976742a6444fe2d88e2f36117616a9b28
net.apexes.wsonrpc	wsonrpc-client	2.4.0		8c6c076cc4fe4f34b6e43928af99ca4e00fe43e5
net.apexes.wsonrpc	wsonrpc-client	2.4.1		b3f2e61b14cc4769c8e75b6694805db51c85e11e
net.apexes.wsonrpc	wsonrpc-client	2.5.0		4aee9401817db88ae2abed0899ade958740a911e
net.apexes.wsonrpc	wsonrpc-client	2.5.1		8cc16e465212a9b33df7774fb99af44302949c6a
net.apexes.wsonrpc	wsonrpc-client	2.6.0		ac7ed395ad1f9c987a37a3d3e4ec3b61783bbf3f
net.apexes.wsonrpc	wsonrpc-client	2.7.0		029b60ad51e4e9cc4369ce90b3432186e9459af3
net.apexes.wsonrpc	wsonrpc-client	2.8.0		8403f239ab7bee95428ddf3ca875cd9f2074cf49
net.apexes.wsonrpc	wsonrpc-client	3.0.0		1df3124a7078e144e535372bde500581005265fa
net.apexes.wsonrpc	wsonrpc-client	3.1.0		57827eeaee5a2109be91dc5b71e9c98be394a2eb
net.apexes.wsonrpc	wsonrpc-client	3.1.1		4fd15dae7687322ca7ae88bd7009211b9a5833b7
net.apexes.wsonrpc	wsonrpc-client	3.1.2		a857d3ee76127047784056e9d64707a8c621d26e
net.apexes.wsonrpc	wsonrpc-client	3.1.3		787209821cc8c0099c201d4f834b52b7576648f9
net.apexes.wsonrpc	wsonrpc-client	3.1.4		c459bcdef604eaadfd691ba4bcb89c23694531c9
net.apexes.wsonrpc	wsonrpc-client	3.2.0		7e462e85978251e8416b52cfe9bcfea3ef629ffe
net.apexes.wsonrpc	wsonrpc-client	3.2.1		6743c218eb3ed8cddf1f57ec45653567d9d09688
net.apexes.wsonrpc	wsonrpc-client	3.2.2		529197149c2b25554df9a35338f19e62f3c05220
net.apexes.wsonrpc	wsonrpc-client	3.3.0		71863ff74e92635e898bbea6c0cd66b5a17cfe37
net.apexes.wsonrpc	wsonrpc-client	3.3.1		f65e50f08cef70a691a3e664d21bc5e3cdadbb05
net.apexes.wsonrpc	wsonrpc-client	3.3.2		0824d437e2596b57711bcdd3d43a239097938afd
net.dongliu	jvcdiff	1.2.3		9a80c71a0f1794d93b626b8dc36ec538b8873209
net.dongliu	jvcdiff	2.0.1		ef8af285c1d195dbda85adc2fc0c95821dda544a
net.dongliu	jvcdiff	2.0.2		56fa43345817f0d6837fedac95c15f8b8162ef27
