black.door	jose-2.13.0-json-play-2.12.8_2.12	0.3.0-M1		3cf282554a222853331fbbff10ef67f380df2e02
org.apache.hudi	hudi-flink-datasource	0.15.0		N/A
org.apache.hudi	hudi-flink-datasource	1.0.0		N/A
org.apache.hudi	hudi-flink-datasource	1.0.0-beta1		N/A
org.apache.hudi	hudi-flink-datasource	1.0.0-beta2		N/A
org.apache.hudi	hudi-flink-datasource	1.0.1		N/A
org.apache.hudi	hudi-flink-datasource	1.0.2		N/A
org.apache.shenyu	shenyu-register-instance-etcd	2.4.2		ee5af9379252c7358c8a53e7157b03ef93b3f09d
org.apache.shenyu	shenyu-register-instance-etcd	2.4.3		564b4ec605c6e45e4d0e44cc4aba4162fa7125ef
org.apache.shenyu	shenyu-register-instance-etcd	2.5.0		1cb45194f8a5b0f5f44d4f4d2d2765828b2841fe
org.apache.shenyu	shenyu-register-instance-etcd	2.5.1		9b8d51a2c68ee0e25003c98577388da0ba585e59
org.bytedeco.javacpp-presets	chilitags	master-1.1		7278feefbaac0c70f1a55293939d6b71d9645f57
org.bytedeco.javacpp-presets	chilitags	master-1.1	android-arm	afa8c08531c8df60cfd1f48d09048890d4600c4b
org.bytedeco.javacpp-presets	chilitags	master-1.1	android-x86	d1ae85b8c88758baf8cf76ee82db72f21e4c9717
org.bytedeco.javacpp-presets	chilitags	master-1.1	linux-x86	2b2e7743bfdfa07a27c8b15b46a3702c6381b8a8
org.bytedeco.javacpp-presets	chilitags	master-1.1	linux-x86_64	53d478f54e4ab2f8733ecd882f0614284f5a9f98
org.bytedeco.javacpp-presets	chilitags	master-1.1	macosx-x86_64	b4faf3cbf5311f3c3ee4a9ab654e400d5fa19d41
org.bytedeco.javacpp-presets	chilitags	master-1.1	windows-x86	1e24b29b97e392c2b9ce4182f17c14ccacd265ee
org.bytedeco.javacpp-presets	chilitags	master-1.1	windows-x86_64	d236477905290e147dcb755b2acd7a5bdd12490d
org.bytedeco.javacpp-presets	chilitags	master-1.2		509925daaa4bab828826369594bb8cdbc0e4d244
org.bytedeco.javacpp-presets	chilitags	master-1.2	android-arm	7717243c493374d188821ca6f4c44cd6e93eb034
org.bytedeco.javacpp-presets	chilitags	master-1.2	android-x86	47c6da3173fa01ba0a51dc116fd8f80b53e388c3
org.bytedeco.javacpp-presets	chilitags	master-1.2	linux-x86	afb0a06adeca97cab927a999df23b93948ff4497
org.bytedeco.javacpp-presets	chilitags	master-1.2	linux-x86_64	5729be5a12e1641cb3cf96ebd64d8ba7cd69303a
org.bytedeco.javacpp-presets	chilitags	master-1.2	macosx-x86_64	287f46450059fbae7b6d276354af540ca18ccdf6
org.bytedeco.javacpp-presets	chilitags	master-1.2	windows-x86	c9c64a19dd57d3413f0b7f8e6e580997a7a3d192
org.bytedeco.javacpp-presets	chilitags	master-1.2	windows-x86_64	82eaab4057e1768e39d769f4ca237f6366d5aaf4
org.bytedeco.javacpp-presets	chilitags	master-1.3		9f7f63ea5841276ae01583c7aac84c9e97b5e3ae
org.bytedeco.javacpp-presets	chilitags	master-1.3	android-arm	e0964cc20c7470e7dc1aab92f44cf334c3b548af
org.bytedeco.javacpp-presets	chilitags	master-1.3	android-x86	cdb098f64220c03183b688dc72f37033dc696dac
org.bytedeco.javacpp-presets	chilitags	master-1.3	linux-armhf	62faef6d504e3566f5053c84f7d9d8d49beb48a8
org.bytedeco.javacpp-presets	chilitags	master-1.3	linux-ppc64le	2cecc256e971f439a323ff16636e4bde8c62ea2b
org.bytedeco.javacpp-presets	chilitags	master-1.3	linux-x86	3ee6fadb167524876b8e90a6175b2d219075c7e6
org.bytedeco.javacpp-presets	chilitags	master-1.3	linux-x86_64	81ef83854d1322de22b671f3d5cc331033ded569
org.bytedeco.javacpp-presets	chilitags	master-1.3	macosx-x86_64	f8d8ecd0b21f3e6fd2204cc0a92e029064bfa4be
org.bytedeco.javacpp-presets	chilitags	master-1.3	windows-x86	7a33e7145c4c977fb5c2d13987c8dc47e43ebe36
org.bytedeco.javacpp-presets	chilitags	master-1.3	windows-x86_64	29e3228682d12a4647d5fc29d30ba397cb25df14
org.bytedeco.javacpp-presets	chilitags	master-1.4		0eb617ff54d4e9b73de4b5c8e76a55ed4addac98
org.bytedeco.javacpp-presets	chilitags	master-1.4	android-arm	b80d1d207f8d2772b64127844560b4bb22c935ed
org.bytedeco.javacpp-presets	chilitags	master-1.4	android-x86	4d7d7c92feefa5d2f2ea3af8f2fe4501820161a8
org.bytedeco.javacpp-presets	chilitags	master-1.4	linux-armhf	6a8450f9271e8db4b9af5463f96ba77e191707eb
org.bytedeco.javacpp-presets	chilitags	master-1.4	linux-ppc64le	82b2d1749b5cbe05d1ac3620ad581b7a3c7bd506
org.bytedeco.javacpp-presets	chilitags	master-1.4	linux-x86	87aeebe23daf9a0d0191cfdeb87a88049e7c62e9
org.bytedeco.javacpp-presets	chilitags	master-1.4	linux-x86_64	0f9c589e27a129f4c2d710cccfb64eaf1e170336
org.bytedeco.javacpp-presets	chilitags	master-1.4	macosx-x86_64	d838a9d306d79ec231a3f90bcf0c6f3aa8b2719d
org.bytedeco.javacpp-presets	chilitags	master-1.4	windows-x86	cb45db126ba289f54bd83ca3e06178924d6ce000
org.bytedeco.javacpp-presets	chilitags	master-1.4	windows-x86_64	ca624dcbfa6d8fb02d1cde6556c2ffdf8fb39c9c
org.bytedeco.javacpp-presets	chilitags	master-1.4.1		1737038e9e16af2d371ca9c7f775b52d68ed12f4
org.bytedeco.javacpp-presets	chilitags	master-1.4.1	android-arm	ee90539de3bc6fd375fefe92ee0db94fe3c4d890
org.bytedeco.javacpp-presets	chilitags	master-1.4.1	android-arm64	45d2b278738413febd221e5217a50111d1102d4a
org.bytedeco.javacpp-presets	chilitags	master-1.4.1	android-x86	0fe4950f1e612986dab0fb0667d87916f47f90f9
org.bytedeco.javacpp-presets	chilitags	master-1.4.1	android-x86_64	b1bcd4ae13ab6a7765ead470e3b5306ea61f846d
org.bytedeco.javacpp-presets	chilitags	master-1.4.1	linux-armhf	1f7882f246e99494bd88bd889d1a611c0ed0feb8
org.bytedeco.javacpp-presets	chilitags	master-1.4.1	linux-ppc64le	e940476859e16b064336c26921e5bf225e5ed1db
org.bytedeco.javacpp-presets	chilitags	master-1.4.1	linux-x86	ecb9a28ac9ec23bbe07289901b523de2dd157d27
org.bytedeco.javacpp-presets	chilitags	master-1.4.1	linux-x86_64	a9084e2b4ba714c039eea50d6bf849d59d032a14
org.bytedeco.javacpp-presets	chilitags	master-1.4.1	macosx-x86_64	041d29c189ed91532c83114b7e368c5f32817ff4
org.bytedeco.javacpp-presets	chilitags	master-1.4.1	windows-x86	2c3b83ff17de36af3f5145acae39608f6ff3dc81
org.bytedeco.javacpp-presets	chilitags	master-1.4.1	windows-x86_64	21b321b9e12056714bf74f967ebdc22f681fac78
org.bytedeco.javacpp-presets	chilitags	master-1.4.2		6ccebe4eaa4cf70010720945d6824aadd074f492
org.bytedeco.javacpp-presets	chilitags	master-1.4.2	android-arm	fc38b1d061e6233d5e85418feb2bc2b9f723d9a0
org.bytedeco.javacpp-presets	chilitags	master-1.4.2	android-arm64	2405be50be0a733cd0165a4ff6257254429193f5
org.bytedeco.javacpp-presets	chilitags	master-1.4.2	android-x86	777b853d147cb080896013e0e4b8f7d805be6a5c
org.bytedeco.javacpp-presets	chilitags	master-1.4.2	android-x86_64	fe6a5ab0858eb2a0556ce10c3af83e6497542da0
org.bytedeco.javacpp-presets	chilitags	master-1.4.2	linux-armhf	cf901d6ed4a8b4579c697122eeb53dfa0488892a
org.bytedeco.javacpp-presets	chilitags	master-1.4.2	linux-ppc64le	d37487a306a379736121bf37f80646e44dea6cdb
org.bytedeco.javacpp-presets	chilitags	master-1.4.2	linux-x86	ed7aa99ae32d5416258eb967d7014ecba2c3593f
org.bytedeco.javacpp-presets	chilitags	master-1.4.2	linux-x86_64	0a24601e0d336ecf1db46b02428c8c6684c2006d
org.bytedeco.javacpp-presets	chilitags	master-1.4.2	macosx-x86_64	b36c5e9e76bd763f3300f84262457ac2f69d633b
org.bytedeco.javacpp-presets	chilitags	master-1.4.2	windows-x86	13553b74b85db48234fdcd45ccd7b6a974ae87b5
org.bytedeco.javacpp-presets	chilitags	master-1.4.2	windows-x86_64	f76f30e2b82db2fb2f2007528a4e5e6fea82c996
org.bytedeco.javacpp-presets	chilitags	master-1.4.3		e8c8c36f42fd246bd2599fc1f64311d531637b78
org.bytedeco.javacpp-presets	chilitags	master-1.4.3	android-arm	397d2f0b3bc108e93d5cadc7c11608df7963f004
org.bytedeco.javacpp-presets	chilitags	master-1.4.3	android-arm64	f29864f690665dbda9c478af214b089e2bbc94f6
org.bytedeco.javacpp-presets	chilitags	master-1.4.3	android-x86	b93bebc8097cb9afa8b5a2ba5a8fe907c154c6ad
org.bytedeco.javacpp-presets	chilitags	master-1.4.3	android-x86_64	8a97d8f3886f6023a7873b2b3642cefe69b67a26
org.bytedeco.javacpp-presets	chilitags	master-1.4.3	linux-armhf	8391242b4ec6ce136b269b720ccdaf7eff91027a
org.bytedeco.javacpp-presets	chilitags	master-1.4.3	linux-ppc64le	34050d7b9ba1a09987239d5db1845bd236f05a69
org.bytedeco.javacpp-presets	chilitags	master-1.4.3	linux-x86	aa44d2723ab7831796742594db71aa9b63ac08ae
org.bytedeco.javacpp-presets	chilitags	master-1.4.3	linux-x86_64	3ea675360035c9f489a8665d2cfcc218a47463b4
org.bytedeco.javacpp-presets	chilitags	master-1.4.3	macosx-x86_64	f8e818a0b7a44fbd068728c767c09e75c8101b22
org.bytedeco.javacpp-presets	chilitags	master-1.4.3	windows-x86	cb3ff6b100145328f7a4772783a6683a4f63cfe9
org.bytedeco.javacpp-presets	chilitags	master-1.4.3	windows-x86_64	a72b481139026e1b38003638a5c2e07f6d87dbb8
org.bytedeco.javacpp-presets	chilitags	master-1.4.4		b2bed1de7a5b749e70d471e80e6cfd7d69e50b6b
org.bytedeco.javacpp-presets	chilitags	master-1.4.4	android-arm	75af88973fd285e2f5e1ea94fe3d1cdb5e078173
org.bytedeco.javacpp-presets	chilitags	master-1.4.4	android-arm64	a6214ed1e4898723b5f34c19f7016bd4a880a03d
org.bytedeco.javacpp-presets	chilitags	master-1.4.4	android-x86	dbb50f35f636675fae2e014b95450767a7e87abe
org.bytedeco.javacpp-presets	chilitags	master-1.4.4	android-x86_64	5c6aba791f97c533ef08d2867e9b95d451a0c3e0
org.bytedeco.javacpp-presets	chilitags	master-1.4.4	linux-armhf	1e7532a2701b25ed82866c3ea656426b721ffe89
org.bytedeco.javacpp-presets	chilitags	master-1.4.4	linux-ppc64le	6446c1606fd808efd508df4c162b1c4a7483a824
org.bytedeco.javacpp-presets	chilitags	master-1.4.4	linux-x86	5d527aab9a9cb8c76f284ca07fa1cb49cc594426
org.bytedeco.javacpp-presets	chilitags	master-1.4.4	linux-x86_64	13d9be06dd44b45e9c0257d2fa0b3a3c99f9676d
org.bytedeco.javacpp-presets	chilitags	master-1.4.4	macosx-x86_64	6bb7e7e9427e1e0441a033ba83d3a74353981648
org.bytedeco.javacpp-presets	chilitags	master-1.4.4	windows-x86	0b5dc3a140607359d1d63d5eed03997ebf2f7d30
org.bytedeco.javacpp-presets	chilitags	master-1.4.4	windows-x86_64	19f739bfd80d2da742b041822935d5382009b11d
org.eclipse.dirigible	dirigible-ide-service-databases	3.1.2		e7152f5413843c5f31f1193830ebeea0cac88fc2
org.eclipse.dirigible	dirigible-ide-service-databases	3.1.3		0755e02441cbda52f09781cec3a28800836c2cef
org.eclipse.dirigible	dirigible-ide-service-databases	3.1.4		9448782f0f942669352977a6eea59e58dc3dfa8b
org.eclipse.dirigible	dirigible-ide-service-databases	3.2.0		8fa8b9fa993f34cd307240e1718ea1acf9f40f52
org.eclipse.dirigible	dirigible-ide-service-databases	3.2.1		58f0ef081f7ef907dbca3e206f236b522139d35d
org.eclipse.dirigible	dirigible-ide-service-databases	3.2.2		59bf9dc5322d8379e48f7981dfcb8ef06976c4a7
org.eclipse.dirigible	dirigible-ide-service-databases	3.2.3		70ffc3b43844ee37bd35c056b2f4a8410f9d1545
org.eclipse.dirigible	dirigible-ide-service-databases	3.2.5		e6f05ec5500d92a620c27d45dfe7372169f4cd5a
org.eclipse.dirigible	dirigible-ide-service-databases	3.2.6		d39cb7292381d627e4f8e134eae49219497cdd99
org.eclipse.dirigible	dirigible-ide-service-databases	3.2.7		466edd425f8586dbee092825a9507eefb7a5392d
org.eclipse.dirigible	dirigible-ide-service-databases	3.2.8		adaddfe3e5815e65785150b30e25ef40535e3cda
org.eclipse.dirigible	dirigible-ide-service-databases	3.2.9		193487362af11b1986e269aee3ad6c274b4450dd
org.eclipse.dirigible	dirigible-ide-service-databases	3.3.0		206dcf14720d6313ebfcccedab836af0c42ad3fc
org.eclipse.dirigible	dirigible-ide-service-databases	3.3.1		0515f785557762b9d298d678df80988746fdd4d2
org.eclipse.dirigible	dirigible-ide-service-databases	3.3.2		8a45b137a32d7d4a917518b6a7ef902d60f3a100
org.eclipse.dirigible	dirigible-ide-service-databases	3.3.3		0dae0a531c0070bda9eb1606d3c37a3665619cea
org.eclipse.dirigible	dirigible-ide-service-databases	3.4.0		53e647901a45865096c9c9a8634b4ac126ea3422
org.eclipse.dirigible	dirigible-ide-service-databases	3.5.0		43b215f86d7f71f58420e1b3e18e81469dfa98c9
org.eclipse.dirigible	dirigible-ide-service-databases	3.5.1		11b3fd1a37490c9b8bf9c85ed56a13365af2e284
org.eclipse.dirigible	dirigible-ide-service-databases	3.5.2		a684a1e10289731fe112a121e71c219c53acb11d
org.eclipse.dirigible	dirigible-ide-service-databases	4.0.0		7dada70fd1d4d87383eeceb9c21db5ddd4264a3e
org.eclipse.dirigible	dirigible-ide-service-databases	4.1.0		b1be16c74089a14bae2a2dcfbce44fe00f56d4c4
org.eclipse.dirigible	dirigible-ide-service-databases	4.2.0		dac374cd391fbc171e3edaeaa85b4f5f6f7efe0d
org.eclipse.dirigible	dirigible-ide-service-databases	4.3.0		02e366b64e22743e131b2249a388a860ae44a456
org.eclipse.dirigible	dirigible-ide-service-databases	4.4.0		d7e2d27cb8789ab0a6ea5690d035aea2a8842f59
org.eclipse.dirigible	dirigible-ide-service-databases	4.5.0		8e587b25d6f26f341c5e3552044b3d1252f7421e
org.eclipse.dirigible	dirigible-ide-service-databases	4.6.0		844b234ed88bd185b428b3bc1f5a299b0b73099e
org.eclipse.dirigible	dirigible-ide-service-databases	5.0.0		c7c2ee5efe491574963f57da7c6e1e55f8970454
org.eclipse.dirigible	dirigible-ide-service-databases	5.1.0		35247412fb832fcd42c39c62f33a03c381e83a30
org.eclipse.dirigible	dirigible-ide-service-databases	5.10.0		2b835fd30926ad8dda3e4bbb9e99e7fe563f9350
org.eclipse.dirigible	dirigible-ide-service-databases	5.10.1		deaa8a1b9de441a0a013525b5c3a7ab25ca23d14
org.eclipse.dirigible	dirigible-ide-service-databases	5.10.2		3889dca831d54d4d03c5571a5be5b673a7cb6052
org.eclipse.dirigible	dirigible-ide-service-databases	5.10.3		adb6bd35782f2e5c59d5476b76cbb54177c294d9
org.eclipse.dirigible	dirigible-ide-service-databases	5.11.0		f7af30a0e3bc859e1f3a579a90205e19f97d2c6a
org.eclipse.dirigible	dirigible-ide-service-databases	5.11.1		3ca1cfc2f1335cde8fc1fd02b332a034b50f2499
org.eclipse.dirigible	dirigible-ide-service-databases	5.11.2		f97aae7c4e2f9ad3ef77209fa053c26ec65aa216
org.eclipse.dirigible	dirigible-ide-service-databases	5.11.3		205cd8f8a0550e27ac78f718e1627da7e38b5c47
org.eclipse.dirigible	dirigible-ide-service-databases	5.11.4		ef1d89f8989f0cbe754f1b1959bc44823095ab48
org.eclipse.dirigible	dirigible-ide-service-databases	5.11.5		990d0683cb11606f46d54f97941be8c5210f129e
org.eclipse.dirigible	dirigible-ide-service-databases	5.11.6		9d47b6b4b8759fdd7b1632df1113b63600133873
org.eclipse.dirigible	dirigible-ide-service-databases	5.11.7		d9ab25519627f66b32e9021772bf3009c438493b
org.eclipse.dirigible	dirigible-ide-service-databases	5.11.8		fc49745b5461c0aca9a1bed60af3e3970b3e0b69
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.0		65eb3773d171a12dbbc04b029a30801fe37df58f
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.1		c72567925d5baa28df9fe0d7e92c21a5eb361d33
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.10		3b9915e7ff1b4f110a59310ae1b1ce1dfb47b7e8
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.11		b640d596950c7d0f9340b7d8887eef9bb102ffb4
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.12		68cbe5fc3f4214682ae144b90597fe537a084439
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.13		373de0d5104f083fe6a73af87dcaec9cfa3740b0
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.14		949b5854c49f4d35e287b1157d3bf17b8fd1c3ef
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.15		03bab9d56bb77a77da42376a91db20ddbdb17dc7
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.16		e800e2c52ccdb7be290b2c4ed29271eac44e30e5
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.17		91818f21764146d8aa53d45b4667d4affd4125a6
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.18		5cf490af9c8ac476c05fcae587d819703b4e8457
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.2		38f6abef94c3bb16e6f61b794fdcf3d1d6808ea4
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.20		c2f6c761652a25c3eaca669db56103c500642cff
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.21		5e855db32e51d2c438d52a8a50f0ad52186f0f8c
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.3		6b9d7bee1762cdc944561f4cb871e0f94a821c87
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.4		0edf298f370ae12533e7fbc6becc6b22de8b2f35
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.5		7bde82f4ad2b5603350b18443b4bad7d520e21bb
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.6		8360be48d717ca841894f600e721e224ef5a0727
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.7		a3382655265c85f3fa1cebfd1307948109968740
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.8		ba08d8b01186ce1d27d670fa4801c0c7cd1a464a
org.eclipse.dirigible	dirigible-ide-service-databases	5.12.9		f982c638e9d751172cb34df0b69ceb3477888b64
org.eclipse.dirigible	dirigible-ide-service-databases	5.2.0		f7aaad5024c8148a45a7db4991583c8c025b259c
org.eclipse.dirigible	dirigible-ide-service-databases	5.3.0		8fea96fe67f6d6be87127f79e7a393489a2829a6
org.eclipse.dirigible	dirigible-ide-service-databases	5.4.0		774d69d2996c4677f47ee6c597c84ac7e3183947
org.eclipse.dirigible	dirigible-ide-service-databases	5.5.0		c2d5f9c0c439c30b12eb889ae65c63d8686ac75a
org.eclipse.dirigible	dirigible-ide-service-databases	5.6.0		50f88661ece5d17dde2b73edd733a135f5bf3727
org.eclipse.dirigible	dirigible-ide-service-databases	5.7.0		78d575d57e846fd89cc06cd062cba9f9ec413313
org.eclipse.dirigible	dirigible-ide-service-databases	5.7.1		19f5ba389ed04f1f8511c72c873994a9269a4021
org.eclipse.dirigible	dirigible-ide-service-databases	5.8.0		d50037c35a0245776d0e8955ded71f21dce125a7
org.eclipse.dirigible	dirigible-ide-service-databases	5.8.1		7878ae98925f21b40644b45d88b3a4dfdee16eca
org.eclipse.dirigible	dirigible-ide-service-databases	5.8.2		a6a0ad23b90cf2449a049bb6c902fbad7662a42b
org.eclipse.dirigible	dirigible-ide-service-databases	5.8.3		dc7fe1b97170d2575b582efc429d4d6aa3cc3213
org.eclipse.dirigible	dirigible-ide-service-databases	5.8.4		7b5ddaac27cb3ee7ce48a2d10fa2967dc0d77558
org.eclipse.dirigible	dirigible-ide-service-databases	5.9.0		a663dcf0f94fe784a65dc2600abfcd6a469b7d97
org.eclipse.dirigible	dirigible-ide-service-databases	5.9.1		c8f7ba24abdb4903abd1fb8cb3c6127040f0ca23
org.eclipse.dirigible	dirigible-ide-service-databases	5.9.2		c917674bbf1885f783f7ab270d8a49eff0819ebb
org.eclipse.dirigible	dirigible-ide-service-databases	5.9.3		2a1bc7c296d81bf0aa26622f7a4dda8de08d0afe
org.eclipse.dirigible	dirigible-ide-service-databases	6.0.0		6c53200fe154880c95113b52851407d2dfd3c375
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.0		a1504275ec1d02b2395e9132e86752ec9d2482fd
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.1		acdd46d39aa1acd98f7adea437b076690a9f1d08
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.10		be631397cc8724db38d7f0a5fa54ff37f4ca6e48
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.11		e5d88eb033886b10cba96dfc93f80a06c03c3cfa
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.12		a97a1fe79f3131abace8bc604f3453c6e842fb28
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.13		edf584bdce9168b107282e416e1d824ec16ae657
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.14		f331aa723295bac8150bdd0e6a24e97c828d6d24
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.15		e8b3b593049aa2041c41597ec584304a536f5c7e
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.16		9561c0a2d750fdc6b82f638a9f3c96b8664e6a94
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.17		a9906137269a41d2791a6b0c70a2229c78a4ece1
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.18		bf254e4c67a05023272ab14e43ebb7a5a22c407e
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.19		bb20c759742f24dd57cd763dc218e40d5369db06
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.2		46603081320d5b1501f117dcf8fc696a011421dc
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.20		e9b8408de3700d76b8e2e5c4179f8b0668068331
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.21		d313de4d6bce18f90105d462f582477a17b95083
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.22		e597a5c93929e01075b335b57f2417ba8424448a
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.23		9213794d768a4412762b74a86b1519fb670eac26
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.3		5991e778cf5cf56ec4ebfa12a28adde5bc68b4f0
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.4		6260936647b10a64859611b2314b18b0955bb638
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.5		cbfdddb50b1d2a7d82b247196be2334376f34003
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.6		a075c526d91e7a50b386df776a2ee3071193a1fd
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.7		55159bf08db82ff6a08b1527ee877040d20cc566
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.8		2ccef997ff3a87d727bd907c2ebe8826554d5204
org.eclipse.dirigible	dirigible-ide-service-databases	6.1.9		a015cd582db958feb599beafdca1602e633acf23
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.0		cae15296f99a49f7f8aae182141fdbc14d638b87
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.1		4c88022a3fe175e3d55111e313369500f89dadca
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.10		edb9fde4a5fb0cf7f3faf28b5869da5ae1acc7b9
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.11		bf04ff04fe77b2d3b3277657437e6192381472a1
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.12		4747111fee3ad37b160ebe6f4354ff512c2dd9cb
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.13		d6b59b479aa98a14399e57d35198aeb13f3c4184
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.14		455ccfa9498fa58809a5d27e705d71613f5d7df5
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.16		7e8776e73c0162c6969fa9627aa87d71eb8f5440
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.17		58be6d6fbd50e1b4384a5783de1af09e46e3efc2
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.18		aae2e3b484040ce2745ef81c0c69a773453e5c77
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.19		bed818a87ef4d38f7681cd9a0040424f0a307993
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.2		2256bdad623c359127a6e31745c8d2e1171c3e3d
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.21		159af3453b9746cbee0f6bd2c438d75b8f3adeda
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.22		aa6d733d2ae0b09ea58c60165600a6bb33bcfc7d
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.23		f4dda011632d45993074bf09153632849dcaa15e
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.24		1e0a0b7f40a02bb15d1447cd1f0f16695dce708c
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.25		132a95c95619253e71d240b203416fd7e6183db9
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.26		d0efab05e296d4b06ac160948b3820d26f64241c
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.27		d1780eefeb72dfc59b29c93b99d17fca6a602ada
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.28		93f224ab35e5fd515d198358d61fce2a3b9e3332
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.29		9110ef92fbc932c0969aab2f54e2c9d14b32d744
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.3		8298ec9e1a0c1d6d3bd8f3294c559d3811df7001
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.30		92010453eb12786153d782ac32bc70f20dab41f2
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.31		924802386e9ed775282ca6ddf11e0697bb3451ee
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.32		d1c3f0d875b34dd4e691ce11401dfa1ac050fffe
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.33		977b37b0ab2fc7b52e1f62d042431794944bd4a5
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.34		0cf0ee870ff7e28d263cc963520110d399113730
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.35		a2766c2a6cfb8e26e389ed888c7ac1ef68a87d09
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.36		45cdf6f0f8405f651804bde98bc038d8652bb944
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.4		e6e2226109344024e62825bccde3c483221595cb
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.5		a0c42a1edc01e865a06c12c21b8c4f801a52411a
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.6		725d37f1822b0dec7fe5a77cb2f422014116cbe7
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.7		84c3880ab55171f7d0c9a91bcd6131574c91276f
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.8		0acc807930b1ef280df62695381a507e3bc3ac03
org.eclipse.dirigible	dirigible-ide-service-databases	6.2.9		b1c95548c385487779e6da824f3eec25b6ecd326
org.eclipse.dirigible	dirigible-ide-service-databases	6.3.0		41f4f05f8628c3cea6ae76d9cb9efe13806b6594
org.eclipse.dirigible	dirigible-ide-service-databases	6.3.1		6f840879cb64bcdf4c7f2cf55d566324cb0079db
org.eclipse.dirigible	dirigible-ide-service-databases	6.3.10		200a90b48618a1d1d47157bc0b3ca09115cd0610
org.eclipse.dirigible	dirigible-ide-service-databases	6.3.11		b2e724b39cc0fa5e8459c894edbd2a5e08155508
