ai.nextbillion	android-sdk	0.3.4		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.19.0-cdp7-spark2.4-hadoop3.1		2da00ff8199d15f3cfe2dffa01ae5560e7c8bdaa
com.dimajix.flowman	flowman-plugin-mysql	0.19.0-oss-spark2.4-hadoop2.6		a6a6e62f5a416431ebf512b6da3245bc1a4b0c0e
com.dimajix.flowman	flowman-plugin-mysql	0.19.0-oss-spark2.4-hadoop2.7		f4df8dbf73a51e34c024f3eb095dc9175bbef3dd
com.dimajix.flowman	flowman-plugin-mysql	0.19.0-oss-spark3.0-hadoop2.7		d46ae69071d013677658f08717dfadee46227a7c
com.dimajix.flowman	flowman-plugin-mysql	0.19.0-oss-spark3.0-hadoop3.2		97f8babf1580e2e66b2aa1a9d2ec9143baf8f444
com.dimajix.flowman	flowman-plugin-mysql	0.19.0-oss-spark3.1-hadoop2.7		aae54d51c9dade4542918ae51ccdfb6aa22e54aa
com.dimajix.flowman	flowman-plugin-mysql	0.19.0-oss-spark3.1-hadoop3.2		29e9bc89e0aebaa7e3d6adfce3a4e744d33e7fe6
com.dimajix.flowman	flowman-plugin-mysql	0.19.0-oss-spark3.2-hadoop2.7		5737e632f8b4e8b3a65bfe84a50ca5087bffe6b4
com.dimajix.flowman	flowman-plugin-mysql	0.19.0-oss-spark3.2-hadoop3.3		83f61dc38c1b5b99dd526ba2a2afa05db435627c
com.dimajix.flowman	flowman-plugin-mysql	0.20.0		c87b282600235cdfed675ae39700d36e2ed5f7b6
com.dimajix.flowman	flowman-plugin-mysql	0.20.0-cdh6-spark2.4-hadoop3.0		f8edfc44fa828a7cd5c870293194ff9fcca5631e
com.dimajix.flowman	flowman-plugin-mysql	0.20.0-cdp7-spark2.4-hadoop3.1		654f5741569152271ef092249dbdf90cebe804d4
com.dimajix.flowman	flowman-plugin-mysql	0.20.0-oss-spark2.4-hadoop2.6		41b3d6714bb1d697b0336f122f4639b13ba2e559
com.dimajix.flowman	flowman-plugin-mysql	0.20.0-oss-spark2.4-hadoop2.7		f2255ab73529d74041f764772109a215f4e6d8a2
com.dimajix.flowman	flowman-plugin-mysql	0.20.0-oss-spark3.0-hadoop2.7		ad3a61303c064ff979a1102cefa274939d446277
com.dimajix.flowman	flowman-plugin-mysql	0.20.0-oss-spark3.0-hadoop3.2		73744ab45cf0d775b6d5dbe77905c2249ab7c973
com.dimajix.flowman	flowman-plugin-mysql	0.20.0-oss-spark3.1-hadoop2.7		77ecbd5c8397ddd46a5ac848264390ba7e9f0afb
com.dimajix.flowman	flowman-plugin-mysql	0.20.0-oss-spark3.1-hadoop3.2		d9fbc5c109bd7cfc4c11ec467ec254beaa838171
com.dimajix.flowman	flowman-plugin-mysql	0.20.0-oss-spark3.2-hadoop2.7		0e0e585e242b58d8bcf40097b3fced18e34a925f
com.dimajix.flowman	flowman-plugin-mysql	0.20.0-oss-spark3.2-hadoop3.3		29b9b2f59ced54b1c9ca9f04d0faaa8ce6a40911
com.dimajix.flowman	flowman-plugin-mysql	0.20.1		1cfa1c8fa0f0d767d7e1b7574553294bdd6f88a5
com.dimajix.flowman	flowman-plugin-mysql	0.20.1-cdh6-spark2.4-hadoop3.0		793876c7aa0ba7e51de0a644b28fa87d4b9b74ac
com.dimajix.flowman	flowman-plugin-mysql	0.20.1-cdp7-spark2.4-hadoop3.1		e586337b406b9a930861a261aed47cce082f4c47
com.dimajix.flowman	flowman-plugin-mysql	0.20.1-oss-spark2.4-hadoop2.6		b97faddba3245359a3dc50addb2d25ce986ebab5
com.dimajix.flowman	flowman-plugin-mysql	0.20.1-oss-spark2.4-hadoop2.7		872847f024f31e70a95b16e80567719b1a6c8889
com.dimajix.flowman	flowman-plugin-mysql	0.20.1-oss-spark3.0-hadoop2.7		c760a23a1b198066406476d8eec9108049938bf9
com.dimajix.flowman	flowman-plugin-mysql	0.20.1-oss-spark3.0-hadoop3.2		ee56b7ebe91fda1b6fd4bb5f15972a5e127af2d3
com.dimajix.flowman	flowman-plugin-mysql	0.20.1-oss-spark3.1-hadoop2.7		3d9eb2dd6cd576ae7f2f735b816788765590cb67
com.dimajix.flowman	flowman-plugin-mysql	0.20.1-oss-spark3.1-hadoop3.2		35c328eb563e6aba81792d81d6e8be6330723296
com.dimajix.flowman	flowman-plugin-mysql	0.20.1-oss-spark3.2-hadoop2.7		c9051fb3b83368e0d8a09122673bfc1277b176cb
com.dimajix.flowman	flowman-plugin-mysql	0.20.1-oss-spark3.2-hadoop3.3		8831f51779657659c9d1b34c3cb032a1e7363434
com.dimajix.flowman	flowman-plugin-mysql	0.21.0		48518c9cb54a76893caacb18f4311840d4039e86
com.dimajix.flowman	flowman-plugin-mysql	0.21.0-cdh6-spark2.4-hadoop3.0		2f36873607d72a82b8da84c36aba1e880f9153f8
com.dimajix.flowman	flowman-plugin-mysql	0.21.0-cdp7-spark2.4-hadoop3.1		097611529c36957591da8e40aabdd9444a500b06
com.dimajix.flowman	flowman-plugin-mysql	0.21.0-oss-spark2.4-hadoop2.6		9218464359b14951225f73fedba19eef4374e788
com.dimajix.flowman	flowman-plugin-mysql	0.21.0-oss-spark2.4-hadoop2.7		6e1276cf0f95b4f646011b41ff3ded7cc3fa5460
com.dimajix.flowman	flowman-plugin-mysql	0.21.0-oss-spark3.0-hadoop2.7		fea13c522e2ddf88f30e69d4d4fbeabf55b36bb8
com.dimajix.flowman	flowman-plugin-mysql	0.21.0-oss-spark3.0-hadoop3.2		3fc1b2001639e4a2773783112bdbab22385e740f
com.dimajix.flowman	flowman-plugin-mysql	0.21.0-oss-spark3.1-hadoop2.7		1b36c3b2f853b3be5cce9f50f53089f4319970dc
com.dimajix.flowman	flowman-plugin-mysql	0.21.0-oss-spark3.1-hadoop3.2		35c645590cf93befec597490f6e227415722124d
com.dimajix.flowman	flowman-plugin-mysql	0.21.0-oss-spark3.2-hadoop2.7		0f098128340dffc4848f9eb3cc4dec3279c403b5
com.dimajix.flowman	flowman-plugin-mysql	0.21.0-oss-spark3.2-hadoop3.3		e37ac204af2e8bdb0e2062ccd260f5078038ed13
com.dimajix.flowman	flowman-plugin-mysql	0.22.0		a4e66976e1a30f726601876af06469540b7287de
com.dimajix.flowman	flowman-plugin-mysql	0.22.0-cdh6-spark2.4-hadoop3.0		9a73a694c70314a90277f9878b2234aa4bd7a95c
com.dimajix.flowman	flowman-plugin-mysql	0.22.0-cdp7-spark2.4-hadoop3.1		56573a95fafe293b676237cf6904d9fa8ee1d209
com.dimajix.flowman	flowman-plugin-mysql	0.22.0-oss-spark2.4-hadoop2.6		467a8c65435403fdf97d515ec30c6ba3b0a16955
com.dimajix.flowman	flowman-plugin-mysql	0.22.0-oss-spark2.4-hadoop2.7		4a7acdf6746d4d5bf1f8ed56459e633ce0315a1f
com.dimajix.flowman	flowman-plugin-mysql	0.22.0-oss-spark3.0-hadoop2.7		21b1a9961e76bc97d9aa332559993374bed133c4
com.dimajix.flowman	flowman-plugin-mysql	0.22.0-oss-spark3.0-hadoop3.2		9d477f62e209cc7424a2dd4c1c6a48ef40562249
com.dimajix.flowman	flowman-plugin-mysql	0.22.0-oss-spark3.1-hadoop2.7		a8fc9c15ce84a953c4d67ce37cc3947f96b5b8bd
com.dimajix.flowman	flowman-plugin-mysql	0.22.0-oss-spark3.1-hadoop3.2		b142214cc40f742dfe9a27eeb944c93352071a87
com.dimajix.flowman	flowman-plugin-mysql	0.22.0-oss-spark3.2-hadoop2.7		b606698b69c3c43c2fda09b4bc955d8b7bd3aefe
com.dimajix.flowman	flowman-plugin-mysql	0.22.0-oss-spark3.2-hadoop3.3		9ee66ef686ac85baac24f32ab2690327d6b04a03
com.dimajix.flowman	flowman-plugin-mysql	0.23.0		aac97d77d130bcd22b8983882d29699840ab2560
com.dimajix.flowman	flowman-plugin-mysql	0.23.0-cdh6-spark2.4-hadoop3.0		fd45d9cbe1ab9aa465ea443a4ce3f52d59b600e1
com.dimajix.flowman	flowman-plugin-mysql	0.23.0-cdp7-spark2.4-hadoop3.1		5be6be70b4ab1c95226c3a598211605e84320ca5
com.dimajix.flowman	flowman-plugin-mysql	0.23.0-oss-spark2.4-hadoop2.6		0e2d962dc6bebe7463c6307f44740202e7b4fc3f
com.dimajix.flowman	flowman-plugin-mysql	0.23.0-oss-spark2.4-hadoop2.7		c4e806470c95f038ec28b5f2aa964d368eda0067
com.dimajix.flowman	flowman-plugin-mysql	0.23.0-oss-spark3.0-hadoop2.7		c05a64f4542de3f27e07353d031e76e06709b441
com.dimajix.flowman	flowman-plugin-mysql	0.23.0-oss-spark3.0-hadoop3.2		c2154ff6c2da38c7e0a1ebc028d701d628021244
com.dimajix.flowman	flowman-plugin-mysql	0.23.0-oss-spark3.1-hadoop2.7		f7346a1b3e3648c8b72716dac48767f65f8dfd9e
com.dimajix.flowman	flowman-plugin-mysql	0.23.0-oss-spark3.1-hadoop3.2		d407beecda8ebf39426572058ab870e83f2ea1a2
com.dimajix.flowman	flowman-plugin-mysql	0.23.0-oss-spark3.2-hadoop2.7		8265ef9054612921544ae3e14b0650a8a2692786
com.dimajix.flowman	flowman-plugin-mysql	0.23.0-oss-spark3.2-hadoop3.3		62815ee847a5c6bd7f83b29c7f8b8c8e8257632c
com.dimajix.flowman	flowman-plugin-mysql	0.23.1		cced61a82883cd8cfd7681fd16940e7d245b07cf
com.dimajix.flowman	flowman-plugin-mysql	0.23.1-cdh6-spark2.4-hadoop3.0		27cb1628c54623663fda17834548e7f74edbab79
com.dimajix.flowman	flowman-plugin-mysql	0.23.1-cdp7-spark2.4-hadoop3.1		8b1802ea1efee2c7e1b48f66b01c08753e5c56de
com.dimajix.flowman	flowman-plugin-mysql	0.23.1-oss-spark2.4-hadoop2.6		6032fb7417d09e1464c0c198df99e1c2c967b062
com.dimajix.flowman	flowman-plugin-mysql	0.23.1-oss-spark2.4-hadoop2.7		e6bcf7894acbf0eb3fd3f17e6cf6b05c7ceb9d77
com.dimajix.flowman	flowman-plugin-mysql	0.23.1-oss-spark3.0-hadoop2.7		3e582bc21484a41e5f60bae338225e3345251e2e
com.dimajix.flowman	flowman-plugin-mysql	0.23.1-oss-spark3.0-hadoop3.2		ed18a8d0b9aeb71a692645cd33000d2bcd231c0f
com.dimajix.flowman	flowman-plugin-mysql	0.23.1-oss-spark3.1-hadoop2.7		94b316ca9ce56714c18aac0bc241b641c0c126a0
com.dimajix.flowman	flowman-plugin-mysql	0.23.1-oss-spark3.1-hadoop3.2		7bcebe21c4b436cdaa4df19b244f25bab7ca97cd
com.dimajix.flowman	flowman-plugin-mysql	0.23.1-oss-spark3.2-hadoop2.7		623a76e6c284ca7d7224b21cfdd2a9bd8d597fb0
com.dimajix.flowman	flowman-plugin-mysql	0.23.1-oss-spark3.2-hadoop3.3		c68504ecfa25737b4f714743063494ff79f23a8f
com.dimajix.flowman	flowman-plugin-mysql	0.24.0		f4d9543d129eb72fbe8339fef15b88011d8454e2
com.dimajix.flowman	flowman-plugin-mysql	0.24.0-cdh6-spark2.4-hadoop3.0		6c1d7dcb0195c4732ec44c7dce87e7f313a6c12c
com.dimajix.flowman	flowman-plugin-mysql	0.24.0-cdp7-spark2.4-hadoop3.1		4598f3b3fc5577a10d598a2816d9e2af9de4d2fe
com.dimajix.flowman	flowman-plugin-mysql	0.24.0-oss-spark2.4-hadoop2.6		c764e2707ed18db4d4cade9dbb2a1a50abc63c80
com.dimajix.flowman	flowman-plugin-mysql	0.24.0-oss-spark2.4-hadoop2.7		013e0cf606a56feafd67f16372eb7eab062f0b9b
com.dimajix.flowman	flowman-plugin-mysql	0.24.0-oss-spark3.0-hadoop2.7		453f985094e9e012fe27da30f84a187afd3610f6
com.dimajix.flowman	flowman-plugin-mysql	0.24.0-oss-spark3.0-hadoop3.2		625f3faa500d40e1982c411502ed8f946725cb5b
com.dimajix.flowman	flowman-plugin-mysql	0.24.0-oss-spark3.1-hadoop2.7		f7e4e018f25fd66dc2fbc513a55c95805d7d0118
com.dimajix.flowman	flowman-plugin-mysql	0.24.0-oss-spark3.1-hadoop3.2		13edbb0767b94c0ba3f4b2a5a38f3667ede38985
com.dimajix.flowman	flowman-plugin-mysql	0.24.0-oss-spark3.2-hadoop2.7		a31b477a4ecf825a02d38751bb4093ed2468471a
com.dimajix.flowman	flowman-plugin-mysql	0.24.0-oss-spark3.2-hadoop3.3		4eb1d7a5c7c702148ac5c53ddbb2289911105afb
com.dimajix.flowman	flowman-plugin-mysql	0.24.1		f5838e657cf8b072997ba3c60a451aa832775e53
com.dimajix.flowman	flowman-plugin-mysql	0.24.1-cdh6-spark2.4-hadoop3.0		286fab1b3e7dd7d56531beee9f913294ff51aea0
com.dimajix.flowman	flowman-plugin-mysql	0.24.1-cdp7-spark2.4-hadoop3.1		51cf76c4086d4749475c1ae80bdc13b4473fab63
com.dimajix.flowman	flowman-plugin-mysql	0.24.1-oss-spark2.4-hadoop2.6		f1d947fd243c46b6f43bfe744da5676d89e3abcc
com.dimajix.flowman	flowman-plugin-mysql	0.24.1-oss-spark2.4-hadoop2.7		04ce3241d45df5e6b84014b0a8fec8d8b05dfccf
com.dimajix.flowman	flowman-plugin-mysql	0.24.1-oss-spark3.0-hadoop2.7		b08db4ddcb872c96c9a1bad26d51da32cebfa64a
com.dimajix.flowman	flowman-plugin-mysql	0.24.1-oss-spark3.0-hadoop3.2		230f014b609fbb0a64a451410a5b18c768893f3a
com.dimajix.flowman	flowman-plugin-mysql	0.24.1-oss-spark3.1-hadoop2.7		742edc32fc53a0f66a9093b8ac1d967f6797360c
com.dimajix.flowman	flowman-plugin-mysql	0.24.1-oss-spark3.1-hadoop3.2		ffe788b1d3cf0b1b194a04fb326ff4b5e222e611
com.dimajix.flowman	flowman-plugin-mysql	0.24.1-oss-spark3.2-hadoop2.7		21bd39f9f15d6be1a8df0c0139513470db0e2304
com.dimajix.flowman	flowman-plugin-mysql	0.24.1-oss-spark3.2-hadoop3.3		64ed3d45d5481cce6715da0ed988484acf5df102
com.dimajix.flowman	flowman-plugin-mysql	0.25.0		ef951c4fe7433d390a9c55e54cb7643090be658d
com.dimajix.flowman	flowman-plugin-mysql	0.25.0-cdh6-spark2.4-hadoop3.0		fd736a7f20e5cdf1de80b0bc0ff15568f1f50faa
com.dimajix.flowman	flowman-plugin-mysql	0.25.0-cdp7-spark2.4-hadoop3.1		1e1736296e62309bba0262ecf142409f83bc7d5d
com.dimajix.flowman	flowman-plugin-mysql	0.25.0-oss-spark2.4-hadoop2.6		0b37dc6b16826d44547cf8213066f2bc6244f99f
com.dimajix.flowman	flowman-plugin-mysql	0.25.0-oss-spark2.4-hadoop2.7		39de00ce7101bd716e438ae40a566da53025c485
com.dimajix.flowman	flowman-plugin-mysql	0.25.0-oss-spark3.0-hadoop2.7		8c9847e97b97c1fbb8c48b1093529d805f60320b
com.dimajix.flowman	flowman-plugin-mysql	0.25.0-oss-spark3.0-hadoop3.2		f8d2afadf6b63fff66f66ab976bbc711e4fb34af
com.dimajix.flowman	flowman-plugin-mysql	0.25.0-oss-spark3.1-hadoop2.7		a9768c0c15c30f630feacf0d99a46f0f2bb5e036
com.dimajix.flowman	flowman-plugin-mysql	0.25.0-oss-spark3.1-hadoop3.2		82dbc521da334dab5db449718ba941e92fd75a01
com.dimajix.flowman	flowman-plugin-mysql	0.25.0-oss-spark3.2-hadoop2.7		350330747ac4a0fd2a06ed545856119e284fb258
com.dimajix.flowman	flowman-plugin-mysql	0.25.0-oss-spark3.2-hadoop3.3		861c0bec17bd85313b088b4e507736fd29a44e4f
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-cdh6-spark2.4-hadoop3.0		32d31ab62304ae8f2513e1bdab73330db7405886
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-cdp7-spark2.4-hadoop3.1		62faecb8819487f07a32c8b76c3920679b853cce
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-oss-spark2.4-hadoop2.6		f8b308b6e3032dd127ed7e3d4be8770605eedd71
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-oss-spark2.4-hadoop2.7		baca49548ffcb6072f1bbd280d16545d92b4786f
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-oss-spark3.0-hadoop2.7		ef4f1defead1c8e8c469366321e5ece434090b30
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-oss-spark3.0-hadoop3.2		ee192ac0d4da5f0ee6bb4b06ae43bbf359a7dd5d
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-oss-spark3.1-hadoop2.7		50fb92d009dc89f932e5422bab5fd51a8887e3c9
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-oss-spark3.1-hadoop3.2		c4ac9ba2f1e0d5f16cd1f0bf64ce0f0f484984f6
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-oss-spark3.2-hadoop2.7		f1f046b9d4a38c135a062f2c08489630471cf74d
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-oss-spark3.2-hadoop3.3		04e1a8a494ed60b8011461bc7d4247183324a09c
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-oss-spark3.3-hadoop2.7		f3be79acecc7583385c8d2c4fc5382c2f782caca
com.dimajix.flowman	flowman-plugin-mysql	0.26.0-oss-spark3.3-hadoop3.3		555477c41379c7b7ac70b002a84378ee265596d8
com.dimajix.flowman	flowman-plugin-mysql	0.27.0		afbec118076ccffc45e8040d090276c9d340e1f3
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-cdh6-spark2.4-hadoop3.0		7da0f932f8643302448f639cf932a45c5bdc6915
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-cdp7-spark2.4-hadoop3.1		ac15bd370179355ecbae6712ee3b5d046b85d610
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-oss-spark2.4-hadoop2.6		9ae00d2299236ece29736d355869ef64885c344f
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-oss-spark2.4-hadoop2.7		1e1015967d3ccdf99215b9c2ac89e01e4f1de342
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-oss-spark3.0-hadoop2.7		670745b033c8660caa59a3373e8931d54e34e22e
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-oss-spark3.0-hadoop3.2		71d34c7077d0ffe7bb0e29b99cc1a74304f2988b
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-oss-spark3.1-hadoop2.7		be2c22625becba7bb39f73c4e43a548c1a561ecf
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-oss-spark3.1-hadoop3.2		a6758e6969b379a9022705cd3e3b0fd72ef0ec3f
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-oss-spark3.2-hadoop2.7		8eef921a803294489678d44a2564389b865d2fa3
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-oss-spark3.2-hadoop3.3		438eabde232c3d4e6b22fe69a0df71d185c15a4b
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-oss-spark3.3-hadoop2.7		dd70722e7e862a9f23782f252a06350c52ae9389
com.dimajix.flowman	flowman-plugin-mysql	0.27.0-oss-spark3.3-hadoop3.3		4a135fa2edf4a0b5bd10234190111080db2f92ea
com.dimajix.flowman	flowman-plugin-mysql	0.28.0		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-cdh6-spark2.4-hadoop3.0		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-cdp7-spark2.4-hadoop3.1		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-oss-spark2.4-hadoop2.6		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-oss-spark2.4-hadoop2.7		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-oss-spark3.0-hadoop2.7		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-oss-spark3.0-hadoop3.2		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-oss-spark3.1-hadoop2.7		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-oss-spark3.1-hadoop3.2		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-oss-spark3.2-hadoop2.7		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-oss-spark3.2-hadoop3.3		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-oss-spark3.3-hadoop2.7		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.28.0-oss-spark3.3-hadoop3.3		N/A
com.dimajix.flowman	flowman-plugin-mysql	0.29.0		29dd303be073b011c4bb603d1d4487bb6ae310bb
com.dimajix.flowman	flowman-plugin-mysql	0.29.0-cdh6-spark2.4-hadoop3.0		24e83263beca3cc01bb7ed557145422c4ace4b14
com.dimajix.flowman	flowman-plugin-mysql	0.29.0-cdp7-spark2.4-hadoop3.1		e5495f1dfc372502c7d6de2587f26e0cf1f742a9
com.dimajix.flowman	flowman-plugin-mysql	0.29.0-emr6.8-spark3.3-hadoop3.2		12cd9d37863c1c914b3dd548cd205b98c0e3ad77
com.dimajix.flowman	flowman-plugin-mysql	0.29.0-oss-spark2.4-hadoop2.6		8cbd140569461b79930d2801dda3f348d602ae53
com.dimajix.flowman	flowman-plugin-mysql	0.29.0-oss-spark2.4-hadoop2.7		d461d39dafb30077828721ca6287c76b363f6e8b
com.dimajix.flowman	flowman-plugin-mysql	0.29.0-oss-spark3.0-hadoop2.7		0e803849d89a2c8e7a8a474765cf9114a13c4b79
com.dimajix.flowman	flowman-plugin-mysql	0.29.0-oss-spark3.0-hadoop3.2		20516d0c8d04df6800e77abe3042766e2bf91fe3
com.dimajix.flowman	flowman-plugin-mysql	0.29.0-oss-spark3.1-hadoop2.7		e09d84988d67fbf7134d30c08331ba3dc3bae180
com.dimajix.flowman	flowman-plugin-mysql	0.29.0-oss-spark3.1-hadoop3.2		d5ae50a7f5a71f428f3bc34a87eea804b1cc90b9
