ai.chat2db.excel	easyexcel-plus-parent	0.0.1		N/A
net.croz.nrich	nrich-logging-api	2.1.0		20af954ba32a603a657223f79ff8977741e8930f
net.croz.nrich	nrich-logging-api	2.1.1		04c5de890ab2f103237151a07909b067e60321aa
net.croz.nrich	nrich-logging-api	2.2.0		f5faf4cc7cf58fef53d17e7cdf1a2c5d1bd5ed61
net.croz.nrich	nrich-logging-api	2.2.1		af75587724398bf29960730479980a68e7d05994
net.croz.nrich	nrich-logging-api	2.3.0		9e5e1101d3fde1fee8445678c18e5577af3b11e2
net.croz.nrich	nrich-logging-api	2.3.1		21cd301290772dca09f41c86844bbb60b932fe10
net.croz.nrich	nrich-logging-api	2.3.2		bb1368e12fd4ce7fa0035b26738d543464207d6a
net.croz.nrich	nrich-logging-api	2.4.0		0f28ea2cccfbd943fe7dea065d869c69bdfc282e
net.croz.nrich	nrich-logging-api	2.4.1		56918339d98a18c5454946ebeb904c78d665890c
net.croz.nrich	nrich-logging-api	2.5.0		06b3d767c03e9b2b64e17f8c7f94607974708c42
net.croz.nrich	nrich-logging-api	2.5.1		6c0fc7b5e4a43838b1b7a8e50d0a8fdea7b1b47e
net.croz.nrich	nrich-logging-api	2.5.2		81dc955789a54496225320b2e18e39d6272ae756
net.croz.nrich	nrich-logging-api	2.5.3		834c200059750c045e4315c4009f00d97c0524e3
net.croz.nrich	nrich-logging-api	2.6.0		ae62ee13e791f25c1bcc3f8c846915fdd464eb2a
net.croz.nrich	nrich-logging-api	2.6.1		ce1247128731a50f393611018fcc3e67eba23f24
net.croz.nrich	nrich-logging-api	2.7.0		40250935b3ac627f2223b9de868dad27e32b239f
net.croz.nrich	nrich-logging-api	2.8.0		55f48c27a1a5fa86eae260be587f903b2a9aa423
net.croz.nrich	nrich-logging-api	2.8.1		e5911964e470cd2db01ef84ce811f1edb15302a2
net.croz.nrich	nrich-logging-api	2.9.0		06b229ca0a0c5b84f568c6fef391ed27e03b80c5
no.esito	g9-jouteur	2.6.1		07ba5a171fd5fef4cef17c858fe717002e602587
no.esito	g9-jouteur	2.7.0		f7bd8c0b2429f0d50231d12897792a8bc841a909
no.esito	g9-jouteur	2.7.1		527236123575a41d460bb578c277a05e695fa8a5
no.esito	g9-jouteur	2.8.1		9b272406f21d0e94fa576c77398c228280e2c0a6
no.esito	g9-jouteur	2.9.0		1a32ce47d92948f8abb784fad30f5717ffc3e330
org.akka-js	akkajsactor_sjs1_2.12	2.2.6.14		0abfce608f341dc65914d771e37362ba09acfc76
org.akka-js	akkajsactor_sjs1_2.12	2.2.6.3		4e9c5ddf12c7ed387337b9289d61879b51ddb84c
org.akka-js	akkajsactor_sjs1_2.12	2.2.6.4		e093a7f7c5d69a63b44654b47e296dba1c3ebe41
org.akka-js	akkajsactor_sjs1_2.12	2.2.6.5		c5ebccebe0389c3cdf68e13aca48719891a08ee5
org.akka-js	akkajsactor_sjs1_2.12	2.2.6.9		262ab4f96b915bfb0d4ad57d395c93d2bd97ff2b
org.apache.camel	camel-example-hystrix-service1	2.18.0		c7c1016d7dd0bc041430032e75e798fcfcc601d4
org.apache.camel	camel-example-hystrix-service1	2.18.1		fb50d03af0d3678128851b8ae66ca834da9ebff9
org.apache.camel	camel-example-hystrix-service1	2.18.2		aa48812ab4d7aea9b388f5da6f97ff8a2f04e014
org.apache.camel	camel-example-hystrix-service1	2.18.3		7b195d34d8c046e43a4ebcf2705286aad9647462
org.apache.camel	camel-example-hystrix-service1	2.18.4		8b119976cca5218f44242f5e8c50240ac49f93a5
org.apache.camel	camel-example-hystrix-service1	2.18.5		2696d3066bff1c55b9d7a16e71f709c1ba04c94d
org.apache.camel	camel-example-hystrix-service1	2.19.0		80b3679feeeeb4bb0e192a8b1723f693f9a1000d
org.apache.camel	camel-example-hystrix-service1	2.19.1		6f0976aa09b2bf662ea344fe4a5c15c05047fbd5
org.apache.camel	camel-example-hystrix-service1	2.19.2		14bd5b30baf70aa2996ef030c4fa018f9d5fb64f
org.apache.camel	camel-example-hystrix-service1	2.19.3		5d23648132c315a7f4993dbae47178551c1b3557
org.apache.camel	camel-example-hystrix-service1	2.19.4		9f86a957150fb772d318b056e4c6f801a610bf29
org.apache.camel	camel-example-hystrix-service1	2.19.5		6a823f4bcb2728832c3e757f565bf10d350a4492
org.apache.camel	camel-protobuf-starter	2.18.0		0a2cc6f1f07297f0aaa16bb9384674b7969fb6f5
org.apache.camel	camel-protobuf-starter	2.18.1		730d5ad984fcf59362994fa871266c8f53c06ec4
org.apache.camel	camel-protobuf-starter	2.18.2		40f15cb4f82492d05502be914889fd14037c13ea
org.apache.camel	camel-protobuf-starter	2.18.3		cfba25adc3ac182adc38e6cd831d0dadfe7e3855
org.apache.camel	camel-protobuf-starter	2.18.4		c629ab1d9099720794d7bcb150106d23928ca4da
org.apache.camel	camel-protobuf-starter	2.18.5		67c93d09bdcb54006fed66f0a340df77f77636da
org.apache.camel	camel-protobuf-starter	2.19.0		3250192e7208d463f2984fdabf355fde7d88d67a
org.apache.camel	camel-protobuf-starter	2.19.1		f864fba1a26532299070a88faa8a52d387814c16
org.apache.camel	camel-protobuf-starter	2.19.2		43895ec14dc68bf9ffad1db45b5ca57496e3d63d
org.apache.camel	camel-protobuf-starter	2.19.3		99a467a91a2ba97cad6c91dc3b4b710280f8a007
org.apache.camel	camel-protobuf-starter	2.19.4		e2154e89272d59d9d1221a292a2c219e4e4d0d2c
org.apache.camel	camel-protobuf-starter	2.19.5		b4f18ed0e2653f7c60a4efce08c137c33dd99d33
org.apache.camel	camel-protobuf-starter	2.20.0		59a1bc1606f27aee3574b95c4958816b8c79c4d6
org.apache.camel	camel-protobuf-starter	2.20.1		ccf17267a001ad8ffeeab979854e089ac67e6a98
org.apache.camel	camel-protobuf-starter	2.20.2		ecf2d5f3877f05ba69676f9985d5c0f8b6dea719
org.apache.camel	camel-protobuf-starter	2.20.3		925e408959b890cb670f34b9658012c418fae987
org.apache.camel	camel-protobuf-starter	2.20.4		f5bdd4412ccd9ad3753d48515491752427348a78
org.apache.camel	camel-protobuf-starter	2.21.0		df597f4d7f8882b6bb66c8b2a1a4189843f6cadf
org.apache.camel	camel-protobuf-starter	2.21.1		2ee7c2485675bdc1ad45658185836e99ff3bcdd0
org.apache.camel	camel-protobuf-starter	2.21.2		f222725a2a9e7c172031d090cad7ddbfaaa4f98f
org.apache.camel	camel-protobuf-starter	2.21.3		af897136ca3da1ba08ffa95cedd33b648509e344
org.apache.camel	camel-protobuf-starter	2.21.4		a505f1411688840806a951c284d18f50b96f090f
org.apache.camel	camel-protobuf-starter	2.21.5		e3768d4dbb5f9256ae3c5fca15d0df7f886fcefa
org.apache.camel	camel-protobuf-starter	2.22.0		44fc500c81e405ec4a91953f849196ed2df2cae9
org.apache.camel	camel-protobuf-starter	2.22.1		ad77769fa520e6e1d85ae0d1cbfcb690e793c70a
org.apache.camel	camel-protobuf-starter	2.22.2		c0e618611a8f5d1f1114aaea4ae93859886622fd
org.apache.camel	camel-protobuf-starter	2.22.3		d501e300ac652151aaaedb598e4c61f294d68df7
org.apache.camel	camel-protobuf-starter	2.22.4		b48d0a97dd24916a80ba37253c96657561bf344c
org.apache.camel	camel-protobuf-starter	2.22.5		04505a6c6ddaf342cf837339e357251c12fa08a4
org.apache.camel	camel-protobuf-starter	2.23.0		1b5f24cb16c43b5f612101534bbf5a10caf4a36e
org.apache.camel	camel-protobuf-starter	2.23.1		53cf5f4485ee9b8bda3766c9bd81e5109a4916b0
org.apache.camel	camel-protobuf-starter	2.23.2		3f635acc72de1f20777fd88858d0e3975bc49d5f
org.apache.camel	camel-protobuf-starter	2.23.3		26df508cd5bc5abab6cb85c28b6e7585f2b86744
org.apache.camel	camel-protobuf-starter	2.23.4		898bdf7bb26ed6274dd90ce742523b587f81f6db
org.apache.camel	camel-protobuf-starter	2.24.0		cc7848c0333dc41f60db4623df242a21b1f94689
org.apache.camel	camel-protobuf-starter	2.24.1		054e2b5f88345f698dab0e963b2cddb0482f9934
org.apache.camel	camel-protobuf-starter	2.24.2		46fe5b76ec80da893bd77a617bccd578546ae937
org.apache.camel	camel-protobuf-starter	2.24.3		12b628db423a470fa39485687b991cafdbd59b4a
org.apache.camel	camel-protobuf-starter	2.25.0		f7694a202d319df3dd955201715ec848a4005163
org.apache.camel	camel-protobuf-starter	2.25.1		49603e5e486af893786311da391c2e39f63f8280
org.apache.camel	camel-protobuf-starter	2.25.2		0f179a5425692573042d7443621359f0b972f0c1
org.apache.camel	camel-protobuf-starter	2.25.3		f3b6d059c60d076eed297d22e773e032983db7dd
org.apache.camel	camel-protobuf-starter	2.25.4		2ad878e411bceb5cb9ef903d34f97451a298eb62
org.apache.camel	camel-protobuf-starter	3.0.0-M1		848f2626c509f8ba672798fd5cc4e650fd5aea69
org.apache.camel	camel-protobuf-starter	3.0.0-M2		c31279d8403642f648201071f6c6798371225aee
org.apache.camel	camel-protobuf-starter	3.0.0-M3		2cc009b4074cbfef7e9cd8251852378eee5f6417
org.apache.camel	camel-protobuf-starter	3.0.0-M4		e7d215efbafc497edc07b099c5918e6505973483
org.apache.camel	camel-protobuf-starter	3.0.0-RC1		b3fb0c191db11d617628439cd0b847b9b39a90fc
org.apache.camel	camel-protobuf-starter	3.0.0-RC2		103493fb40e02ffd3f1aea2a2ca2f6fabe6983a9
org.apache.camel	camel-protobuf-starter	3.0.0-RC3		19fa370b1ed10716ac3aff160d93811ec43555d8
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.1.0		beb87d520a41d7e858f2cc46ae1d65420f5ba5f3
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.10.0		a098456005b3236c027e902c92172c9b662740aa
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.10.1		853f7e31a5762691126a7b45ef24fc62729c7f79
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.11.0		f6336392cee3668a1a256d96a351a46e9eda95fe
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.11.5		9e463056aa992b15747f06a4d8e2b98974cdcc83
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.2.0		a69f8bcd51fa06a0b2562d09de487196d9ba7bf2
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.3.0		322fb61b5d7e5e0d323a54d22886f0b2823fb305
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.4.0		e210d36d21b5b92857838568f2b57ccab0100a35
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.4.4		3d122d11b46ae17cb9f6c392a418a3a0c29d5967
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.5.0		0feea9aaf58dbbb9551da4aa805f37a8e8041294
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.6.0		a6b3bb980ca3309563175751f8095bea99d6f6ad
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.6.1		7248a39bba7735267049b98ab4819d55e603cf79
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.7.0		184adce48385974a354b712a11ef6bc5fb75085d
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.7.1		a93f37166d901c9706333a182c136496f6e7f298
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.7.2		03d26f72e224f7758d615f98aad279e2712f671a
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.7.3		0e0ea44a148b88d0816208ceb27da5fe4b61815e
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.8.0		a7a71583b9795e055d407f528b3b79c4dd9f247b
org.apache.camel.kafkaconnector	camel-hazelcast-seda-kafka-connector	0.9.0		72cede7d84045029d05064cf9b02afacaf26f26b
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	1.1.0		a9594e2b433b307a001aa1bcab0fdde03364559e
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	1.2.0		1f08bf78c09397831615180921892959e65de651
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	1.3.0		db0d05d3420c7f906b5908007dcf2f05170f771a
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	1.4.0		ced5a01d332bdd0becfb02baeca9f516a6c005f6
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	1.5.0		4891627420e23b903fc0a1a6b553878775feb7ed
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	1.6.0		492e27e5c5a0bd3b7a02ebf380b5f134fd26488f
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	1.7.0		751c2f0772d735696db47c5a59a9ceecc35a594e
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	1.8.0		ffebc11a31f99c8b0955b225aeffbbd1df558e0a
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	1.8.1		13f4310281b8632c21927ad4b1960d46763b5c32
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	2.0.0		719e0dfe9dca4e3fe0517d9841a6fc5a73081f50
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	2.0.0-M1		d17f99001f869be709b961105ecef7136d5b6f83
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	2.0.0-M2		4ef9693fabbd8de06caa10834f2813fbf23f50c4
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	2.1.0		d7747d8456f2aff317c0c631698bb66fd0dc84c7
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	2.2.0		499881e76971e3621ef8df3d44b5107930ee7be9
org.apache.camel.quarkus	camel-quarkus-schematron-integration-test	2.2.1		85bf645128a4cb69f5495605781849e452b69982
org.apache.camel.quarkus	camel-quarkus-splunk-parent	1.1.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	1.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	1.3.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	1.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	1.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	1.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	1.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	1.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	1.8.1		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.0.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.0.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.0.0-M2		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.1.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.10.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.11.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.12.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.13.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.13.1		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.13.2		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.13.3		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.14.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.15.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.16.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.2.1		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.3.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.7.1		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.7.2		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.8.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	2.9.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.0.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.0.0-M2		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.0.0-RC1		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.0.0-RC2		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.10.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.11.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.12.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.13.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.14.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.15.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.15.1		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.15.2		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.15.3		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.16.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.17.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.18.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.19.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.2.1		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.2.2		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.2.3		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.20.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.22.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.8.1		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.8.2		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.8.3		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.8.4		N/A
org.apache.camel.quarkus	camel-quarkus-splunk-parent	3.9.0		N/A
org.apache.isis.security	sql	0.2.0-incubating		6bcad2a0d0a34f8e49c9813eb9f6179c6121d219
org.clojure.typed	lib.core.async	0.8.0-alpha3		4c8db0acb2f979b2c9edee717642266cf89c14b3
org.clojure.typed	lib.core.async	0.8.0-alpha5		34a412d97db2db5475206bf2af8e485df3f9c30b
org.clojure.typed	lib.core.async	0.8.0-alpha6		aba0a21c785010608cd428f2f4049658cb490e48
org.clojure.typed	lib.core.async	0.8.0-alpha7		cfbf827fcfccbd99cc883750933d00122b5615c6
org.clojure.typed	lib.core.async	1.0.0		889359528b0a78a1f1ee86a29998ffcc5f76b747
org.clojure.typed	lib.core.async	1.0.0-alpha1		bd8e0b788466139886ff45c88935d7bf08042b2c
org.clojure.typed	lib.core.async	1.0.1		210afa7c8e986bfb5b982030afec988f8eb5538f
org.clojure.typed	lib.core.async	1.10.0-alpha1		01ed94cf56652b44afecd2794cdeffd50b64ccfc
org.codeartisans.asadmin-maven-plugin	basic-example	0.6		N/A
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0		805aab4fbd5faeba54164838942384a5edbaffe0
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC1		96ba35340375167516bba53ed0887a9e92da779a
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC10		89568929b08d949f98eb2760304d6e4b400950d8
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC11		45ea5f1436489209d4559cd97311fff2b21bc027
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC12		c81696b41f3c599babbb44f70e808e4d38f3620e
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC13		7e570c3227cd015921a1c6ab27dfede39247a3e8
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC14		9a2c0eeeb42be8b45543be060ff092338718f4db
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC15		d3a7c2d09fdb95ccb29670e03fb92e9121669e2e
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC16		ad0ffb224a61251c120f8676e60bfa4b7f273c60
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC17		a7d5f6cd2f489ebe90751f4626b25f3234dbc1d8
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC18		e691da58ae6b2ce90eb809fd7fe0319cf880f483
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC2		c2d2d2c038d03b98dad77c1cea5e1f667cf77366
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC3		acbf7a6d424e31ed2118ae8d7b1afbb15b93e4ab
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC4		b1d815fd7b9e11105b1ea990ba39505dc4595572
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC5		2a3ddfcace806ffd19cf1e0b5e3bed2f6bfec2f2
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC6		1ac6217a87ac09e23d510067707bd1d3a69b62eb
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC7		a107f8016758a65a015c109cc26a69d53717767a
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC8		a91f66204a7f560e667ff21c8f8cbd355483500d
org.eclipse.apoapsis.ortserver.secrets	vault	0.1.0-RC9		107a2b551b6cbf579cffefc995624dba4f7e31ea
org.eclipse.apoapsis.ortserver.secrets	vault	0.2.0		038384f06993d1639b9780efe41ac1c9d9466486
org.eclipse.apoapsis.ortserver.secrets	vault	0.3.0		eda87f56cc6cefc6e521aa03ea0aae20035f60fa
org.eclipse.apoapsis.ortserver.secrets	vault	0.4.0		cc84ae225a985858a9b144cc56ad08c4d6ac437f
org.eclipse.apoapsis.ortserver.secrets	vault	0.5.0		ede6b2125bdbb2c3c4decb760da6154246bfe98a
org.eclipse.apoapsis.ortserver.secrets	vault	0.6.0		ee9b2a81c66e766a22a6b2f3e0687dd3ca4bcfe4
org.glavo.kala	kala-compress-archivers	1.21.0.1-beta1		cd112893038a7445277a4d1b1d5cecb98fd2e192
org.glavo.kala	kala-compress-archivers	1.21.0.1-beta2		76ada45725a323a539d1ef78648f6c91f7071d57
org.glavo.kala	kala-compress-archivers	1.21.0.1-beta3		bee32d003b9cb403e747d87bc0d22f57afcf79bb
org.glavo.kala	kala-compress-archivers	1.27.1-0		8d6c2877c50d9d5542138565bcf7b64c258c0f82
org.glavo.kala	kala-compress-archivers	1.27.1-1		d19ec624805e8b2e2f837169d8ef8e515830dd35
org.jboss.resteasy	jetty-integration-tests	6.2.10.Final		c4ad3de16d01067a35d772f415a5170a099ceae4
org.jboss.resteasy	jetty-integration-tests	6.2.11.Final		504a1a17ec4d145dc01fae82a1d88320fe66299a
org.jboss.resteasy	jetty-integration-tests	6.2.12.Final		92cd0523c89bb0c227438597b02e14b389e5d0bb
org.jboss.resteasy	jetty-integration-tests	6.2.6.Final		61d13b1db3190e80e1ae6271ef98dcefeabc3865
org.jboss.resteasy	jetty-integration-tests	6.2.7.Final		aa03c9a8b187584cbf62d7ae592d44c2bcfa1036
org.jboss.resteasy	jetty-integration-tests	6.2.8.Final		e2cf1ce2d7c871ad19374521518e046e9d346cd8
org.jboss.resteasy	jetty-integration-tests	6.2.9.Final		7ba7552d6ffc89e7942fd5a649da7c8c419c3d45
org.jboss.resteasy	jetty-integration-tests	7.0.0.Alpha1		630eba7dd0584a9a0228fd86ef299ed39c94b0f5
org.jboss.resteasy	jetty-integration-tests	7.0.0.Alpha2		1d8bf95299d165b3463be6d6f607776a2addf623
org.jboss.resteasy	jetty-integration-tests	7.0.0.Alpha3		58f3af495373d75ef4962ca6f7eb09dedff7da41
org.jboss.resteasy	jetty-integration-tests	7.0.0.Alpha4		fc3615bd7575b2e17e19236da404381606fac158
org.jboss.resteasy	jetty-integration-tests	7.0.0.Beta1		f8de975327f98ad4c94fdae15328988f57989b4a
org.kie.modules	xmlpull	6.1.0.Beta1		N/A
org.kie.modules	xmlpull	6.1.0.Beta2		N/A
org.kie.modules	xmlpull	6.1.0.Beta3		N/A
org.kie.modules	xmlpull	6.1.0.Beta4		N/A
org.kie.modules	xmlpull	6.1.0.CR1		N/A
org.kie.modules	xmlpull	6.1.0.CR2		N/A
org.kie.modules	xmlpull	6.1.0.Final		N/A
org.kie.modules	xmlpull	6.2.0.Beta1		N/A
org.kie.modules	xmlpull	6.2.0.Beta2		N/A
org.kie.modules	xmlpull	6.2.0.Beta3		N/A
org.kie.modules	xmlpull	6.2.0.CR1		N/A
org.kie.modules	xmlpull	6.2.0.CR2		N/A
org.kie.modules	xmlpull	6.2.0.CR3		N/A
org.kie.modules	xmlpull	6.2.0.CR4		N/A
org.kie.modules	xmlpull	6.2.0.Final		N/A
org.kie.modules	xmlpull	6.3.0.CR1		N/A
org.kie.modules	xmlpull	6.3.0.CR2		N/A
org.kie.modules	xmlpull	6.3.0.Final		N/A
org.kie.modules	xmlpull	6.4.0.Beta1		N/A
org.kie.modules	xmlpull	6.4.0.Beta2		N/A
org.kie.modules	xmlpull	6.4.0.CR1		N/A
org.kie.modules	xmlpull	6.4.0.CR2		N/A
org.kie.modules	xmlpull	6.4.0.Final		N/A
org.kie.modules	xmlpull	6.5.0.Beta1		N/A
org.kie.modules	xmlpull	6.5.0.CR1		N/A
org.kie.modules	xmlpull	6.5.0.CR2		N/A
org.kie.modules	xmlpull	6.5.0.Final		N/A
org.kobjects.ktxml	core-iossimulatorarm64	0.2.2		N/A
org.kobjects.ktxml	core-iossimulatorarm64	0.2.2	metadata	76745bae4f1a31bd34a3a09d5a7d0dae70df4797
org.kobjects.ktxml	core-iossimulatorarm64	0.2.3		N/A
org.kobjects.ktxml	core-iossimulatorarm64	0.2.3	metadata	60c71e61bd4f10f0b0fae55ce8cf06ae65967c57
org.kobjects.ktxml	core-iossimulatorarm64	0.2.4		N/A
org.kobjects.ktxml	core-iossimulatorarm64	0.2.4	metadata	a54ec718d90527ba1b257ac1705837e1b644e749
org.kobjects.ktxml	core-iossimulatorarm64	0.3.0		N/A
org.kobjects.ktxml	core-iossimulatorarm64	0.3.0	metadata	0887ee65885b651a60d55c5013779dcf001f4f73
org.kobjects.ktxml	core-iossimulatorarm64	0.3.1		N/A
org.kobjects.ktxml	core-iossimulatorarm64	0.3.1	metadata	7b9ebfee91f67fa3d52735c52518500f9f1847ad
org.kobjects.ktxml	core-iossimulatorarm64	0.3.2		N/A
org.kobjects.ktxml	core-iossimulatorarm64	0.3.2	metadata	3f5d3d2e19134eb26c7abafb0b05c2fb36bbdf35
org.mvnpm	compute-scroll-into-view	3.1.0		c3fbec6a6b02f82f9e0949f1fbec535c352ce801
org.mvnpm	compute-scroll-into-view	3.1.1		86a0f58813f260593ea5764893bdbca3c4095d11
org.nextrtc.signalingserver	nextrtc-signaling-server	0.0.1		cdcf6b809c13cf5aaa00cc0cb5749cf24674993b
