br.com.objectos.rio	tftp-core	0.7.0		a7544a00d8e04f97e369ce9abfbe151cacf6a683
com.dimajix.flowman	flowman-studio	0.30.0		2558c0e287b7890a14f9d399295ee6aa598ebc41
com.dimajix.flowman	flowman-studio	0.30.0-cdh6-spark2.4-hadoop3.0		8a2153c9f6ea230b4c6f7b87bdf56370be85956d
com.dimajix.flowman	flowman-studio	0.30.0-cdp7-spark2.4-hadoop3.1		0ab5822934c5f0ca497b989a62a7b186ffd1c249
com.dimajix.flowman	flowman-studio	0.30.0-cdp7-spark3.2-hadoop3.1		e9d4037d6f243fa7dc5bfa30476de5f2604d3b44
com.dimajix.flowman	flowman-studio	0.30.0-emr6.9-spark3.3-hadoop3.3		d6dd914528c9a5bdb186463056bfbf565184a81a
com.dimajix.flowman	flowman-studio	0.30.0-oss-spark2.4-hadoop2.6		f602ecfaeb55024512d8b3722cba71e6fca07656
com.dimajix.flowman	flowman-studio	0.30.0-oss-spark2.4-hadoop2.7		df53f5780269bd82b1101e2a9f7ee8e227064b74
com.dimajix.flowman	flowman-studio	0.30.0-oss-spark3.0-hadoop2.7		d8a1cdda4771f0037c2fb63b752088bde89d92a3
com.dimajix.flowman	flowman-studio	0.30.0-oss-spark3.0-hadoop3.2		e66c7bce5b6cf3d61a79a4d197db007004b2ebe6
com.dimajix.flowman	flowman-studio	0.30.0-oss-spark3.1-hadoop2.7		c9686f173f00aa9d611a7f1e186c2dd104c0970f
com.dimajix.flowman	flowman-studio	0.30.0-oss-spark3.1-hadoop3.2		ab8b2ace47de480428c65f345b58aa22804ea8e2
com.dimajix.flowman	flowman-studio	0.30.0-oss-spark3.2-hadoop2.7		fb575adb8dccc44fefee8d08d47aeca91766e797
com.dimajix.flowman	flowman-studio	0.30.0-oss-spark3.2-hadoop3.3		1fbc96a06d62648430d55034c3bb61e40b6d6333
com.dimajix.flowman	flowman-studio	0.30.0-oss-spark3.3-hadoop2.7		ef9a2c490cb4d4daf1e1dfbff13c3faa1d8ce8fa
com.dimajix.flowman	flowman-studio	0.30.0-oss-spark3.3-hadoop3.3		6ac819595b48cb62fa2bf18fe09616dd59c8f5a4
com.dimajix.flowman	flowman-studio	1.0.0		7c5d2c61c8c0306c36d5e6d7c1d33d556361189e
com.dimajix.flowman	flowman-studio	1.0.0-cdh6-spark2.4-hadoop3.0		2f64764c717d5ca030c75871fdffe288645d62fa
com.dimajix.flowman	flowman-studio	1.0.0-cdp7-spark2.4-hadoop3.1		5484377aab34d7d42e4c98ae48dd391eae851683
com.dimajix.flowman	flowman-studio	1.0.0-cdp7-spark3.2-hadoop3.1		ee04d693903325a4ea722cc7a387a0b7b0fbd605
com.dimajix.flowman	flowman-studio	1.0.0-cdp7-spark3.3-hadoop3.1		0d334ee84bf3016bf8f34306a5c01fad32beb302
com.dimajix.flowman	flowman-studio	1.0.0-emr6.10-spark3.3-hadoop3.3		107434bbdbf958bbe76d3043269bdeb4acf3855b
com.dimajix.flowman	flowman-studio	1.0.0-oss-spark2.4-hadoop2.6		28635482056fd5087c978bf120f32a974d280517
com.dimajix.flowman	flowman-studio	1.0.0-oss-spark2.4-hadoop2.7		b40111a98cb520897d3b311cc74afe83bd4aa56e
com.dimajix.flowman	flowman-studio	1.0.0-oss-spark3.0-hadoop2.7		2a9e26d2197dc7d48a977981e8d57adf6933649a
com.dimajix.flowman	flowman-studio	1.0.0-oss-spark3.0-hadoop3.2		867d72b2ec4dddf3922a6ebbf475034fec024fef
com.dimajix.flowman	flowman-studio	1.0.0-oss-spark3.1-hadoop2.7		3c190a46d4ba910788c6cac211710effb906f3e2
com.dimajix.flowman	flowman-studio	1.0.0-oss-spark3.1-hadoop3.2		6392e1f69482efb94a8de9934f3594983f64c902
com.dimajix.flowman	flowman-studio	1.0.0-oss-spark3.2-hadoop2.7		b0ab10e34555237f2cc7681cdc3e9f51ae9d4a05
com.dimajix.flowman	flowman-studio	1.0.0-oss-spark3.2-hadoop3.3		475eda1f16c636852dbd4a67516547a6fe76ab66
com.dimajix.flowman	flowman-studio	1.0.0-oss-spark3.3-hadoop2.7		c200753d6dd99283d8ed58548c82ef61ee7709c5
com.dimajix.flowman	flowman-studio	1.0.0-oss-spark3.3-hadoop3.3		421aae7611c5378ca6810673e48de3b4dfe72a5e
com.dimajix.flowman	flowman-studio	1.0.0-synapse3.3-spark3.3-hadoop3.3		f0d66702e49de616e5868f423ed503aa622e9c54
com.dimajix.flowman	flowman-studio	1.1.0		5634ed9359477e320a6b2b13a4ebe95189d2a18f
com.dimajix.flowman	flowman-studio	1.1.0-cdh6-spark2.4-hadoop3.0		b0637b45fe180e5cc1dcdd5994d8facfe169ae3a
com.dimajix.flowman	flowman-studio	1.1.0-cdp7-spark2.4-hadoop3.1		d2d3f101c16caf902070efd888dd032ae542a17a
com.dimajix.flowman	flowman-studio	1.1.0-cdp7-spark3.2-hadoop3.1		8908e28fccc358b3b5eee453f10ca24f65a1b235
com.dimajix.flowman	flowman-studio	1.1.0-cdp7-spark3.3-hadoop3.1		8e8fb023ccdef991126b9eef85de26589c89daaf
com.dimajix.flowman	flowman-studio	1.1.0-emr6.12-spark3.4-hadoop3.3		387a22699c8cbc87c72e5299cb129fb9fbaa4a6f
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark2.4-hadoop2.6		a5c88a09f5c647137ea83249a473b87c835ba11c
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark2.4-hadoop2.7		6364c181b36e800d22349b1c9dd90031c62443f4
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark3.0-hadoop2.7		f32a660ef466a50b87c2b45f7e6d13bcac95584a
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark3.0-hadoop3.2		bbc24c630e49caa14caf7e3cfa8130cdef262826
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark3.1-hadoop2.7		c20949a197760c142d5c0fa966250b298eeb6d97
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark3.1-hadoop2.7-oss-spark3.1-hadoop2.7-oss-spark3.1-hadoop2.7		e71776ff55c5b26538ecd608d3faf6182e01afbc
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark3.1-hadoop3.2		966c5e7a0ce82679e0b14d1085e635098221d32c
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark3.2-hadoop2.7		ceb5347c321def8bf0afb623920355ee927dc0b6
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark3.2-hadoop3.3		cba6281ea7cad2856a1293f46ebc2c5e030420f8
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark3.3-hadoop2.7		546879bf5107207c4e651fbd130a5c09e0d7a076
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark3.3-hadoop3.3		0fa4a918d63df9e122993156fb19008808bf1690
com.dimajix.flowman	flowman-studio	1.1.0-oss-spark3.4-hadoop3.3		27a94b23a24fd9a2e90f6c158ff44041dc7ebc2e
com.dimajix.flowman	flowman-studio	1.1.0-synapse3.3-spark3.3-hadoop3.3		ec0aa5a67739468f9a445b5766ebe2dd88861eb9
com.doctusoft	json-schema-java7-tests	1.4.1		809d4a1c03a37919c2e6cb9567fcdfa6dec45bae
com.doctusoft	json-schema-java7-tests	1.4.1.1		28d5b6c33380636b7ef645a53bb69d1f162ea434
com.dshatz.kmp	ecdsa-linuxarm64	1.0.1		N/A
com.dshatz.kmp	ecdsa-linuxarm64	e2e3322		N/A
com.fujieid	jap-oauth2	1.0.0		a0c7d248d0e54cfebc20bfb657894d6e72d4d9f5
com.fujieid	jap-oauth2	1.0.0-alpha		4da669d96aa6e61b727c915f1d4f7a7298cd3b77
com.fujieid	jap-oauth2	1.0.0-alpha.1		45c6165e9ac3ead99c964e654b2788ce8e1fdbdf
com.fujieid	jap-oauth2	1.0.1		d4caad3c39668a237759899dc914a37c6f6f13a6
com.fujieid	jap-oauth2	1.0.1-alpha		e54f7fdd813cab0b9b0c794cdb3a72d7461afbae
com.fujieid	jap-oauth2	1.0.1-alpha.1		d214d18686e33c853a8bcb034aa13971a3408842
com.fujieid	jap-oauth2	1.0.2		c90265c18aa1a5be534fde5bb46ff5d14dfc8ddd
com.fujieid	jap-oauth2	1.0.3		6203b7b00e98a7922ac40bd8b9a0df7c75f44e94
com.fujieid	jap-oauth2	1.0.4		e8ad8588721732435b0958a9462890db5eabecab
com.fujieid	jap-oauth2	1.0.5		070d958a6fc347d53f486da520c304f7ea2b9746
com.fujieid	jap-oauth2	1.0.6		6d9c938062288a1e3aa75fdf1e76ad9600712a3d
com.fujieid	jap-oauth2	1.0.7		8e760db0e0bc507dddf8fe6e943c3c5363356dd3
com.github.abel533	mapper	1.0.0		d2a8a0a6e5cf0e0dd50c83457f684c0689b6acf3
com.github.abel533	mapper	1.1.0		fcbb4a444544ff31c762b8013285d8415462360a
com.github.abel533	mapper	2.0.0		59b9b74e1b12637f3c38b9cf98a4d37c09545f1a
com.github.abel533	mapper	2.0.1		4821ae3994e85d0ff3fe5e4ad1077c1c5303ddff
com.github.abel533	mapper	2.1.0		21618044ff8a5a711cf5ac814a608823a318d261
com.github.abel533	mapper	2.2.0		ddab7b3763ea17fd963976625cb8dd0288c428bc
com.github.abel533	mapper	2.3.0		295e6f95f64fceeceabdc5581e0e968f6cef04b4
com.github.abel533	mapper	2.3.1		ee62c9a2f40466d62da8beaf3de1d502211abbed
com.github.abel533	mapper	2.3.2		c82605a7c7caf46fd7cabfe08e857902ec14578d
com.github.abel533	mapper	2.3.3		3a82f3caaad4a66e55d32983afde045e7c12ae64
com.github.abel533	mapper	2.3.4		d3be7d4e52dba392e21d0cb0d9df61f01297de64
com.github.abel533	mapper	3.0.0		b84f89d63706a9af99822ac4e63783c312fac037
com.github.abel533	mapper	3.0.1		6e41d71fb4ba1828dc42ba8f5da8fc976edc9b67
com.github.containersolutions	operator-framework-samples-spring-boot-auto-configuration	1.2.0		61717b652cad50ac65192faa569673df9a1e3081
com.github.containersolutions	operator-framework-samples-spring-boot-auto-configuration	1.2.1		0ee7cb359789c35c66b94b2d4a91509bde0e9bce
com.github.containersolutions	operator-framework-samples-spring-boot-auto-configuration	1.2.2		c2da1e98714258c114641bdc3c55cb83ebdafdfd
com.github.containersolutions	operator-framework-samples-spring-boot-auto-configuration	1.2.3		89e919c6e4df348c6a32734fc4303256b88dc63f
com.github.containersolutions	operator-framework-samples-spring-boot-auto-configuration	1.3.0		68f22ac33f34ceacf5253c226dfaa41efc304a44
com.github.cornerman	sloth-types_sjs1_2.13	0.6.2		3645ca53b4696edffc26861e1e82e5dbfaa73fd6
com.github.cornerman	sloth-types_sjs1_2.13	0.6.3		0d52057ade111dacc54726645fb28049f63bc39a
com.github.cornerman	sloth-types_sjs1_2.13	0.6.4		e1f961630d50f1b6f93e02a4f542cd3dbe91d71b
com.github.cornerman	sloth-types_sjs1_2.13	0.6.5		d8e2c700c8efc7aef91ff1a4911df2a1efbf59c6
com.github.cornerman	sloth-types_sjs1_2.13	0.6.6		e8fada7ea05b76188fb3310476a724e5a4d54f2f
com.github.cornerman	sloth-types_sjs1_2.13	0.6.7		288848bdb336e1b2ee3f6ac3934407a248315f57
com.github.cornerman	sloth-types_sjs1_2.13	0.7.0		3bb742402422475556d672aef4778172b42d6adf
com.github.cornerman	sloth-types_sjs1_2.13	0.7.1		e9a3228dfbace078c2d0ccd595e1c5fbe61effa6
com.github.cornerman	sloth-types_sjs1_2.13	0.7.2		2f2e9d160ac6959fedfa5d5fa307916f2006cf7e
com.github.cornerman	sloth-types_sjs1_2.13	0.7.3		10197964c9a28c210d5dc87adb53d63e95d0857c
com.github.cornerman	sloth-types_sjs1_2.13	0.7.4		6f775dbcece697b28e985f48cccbb608d65283de
com.github.cornerman	sloth-types_sjs1_2.13	0.7.5		ed289571d29801c55dea2b84ca6f67ee694d106c
com.github.cornerman	sloth-types_sjs1_2.13	0.8.0		49c5f92ecffbae79b5be6477c34e4ab8fe148efa
com.github.jenly1314.MLKit	mlkit-barcode-scanning	1.0.0		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	1.0.1		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	1.0.2		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	1.0.3		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	1.1.0		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	1.2.0		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	1.3.0		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	1.3.0	release-sources	2a2cccbe96dd4d46222ee4d8d7c90cae0023c8bc
com.github.jenly1314.MLKit	mlkit-barcode-scanning	1.4.0		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	2.0.0		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	2.0.1		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	2.1.0		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	2.2.0		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	2.2.1		N/A
com.github.jenly1314.MLKit	mlkit-barcode-scanning	2.3.0		N/A
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.0		e47d494b50515eb706a4fc0c5f384cdcbe81e6d1
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.0	flink-udf	b963bec50cb8d98990e6298468c2fb9efbef4e3d
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.0	http	74f0151eedb34021a9e7e191022b9ab4e6440e43
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.0	jar-with-dependencies	cb6747013a6b1899ea05e10de05075feb0677edd
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.0	serving	c4a78f1c4ffb0d25c1fb041ea6200ef544bf6b0b
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.0-RC1		89fc2fa7ae444c80f708575721bb1fd6e7970c70
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.0-RC1	flink-udf	bda0206fd8b7d566eb54939a3cad8987c13ca014
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.0-RC1	http	7547883e3d10e393566edc3345e8fe381f7cd628
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.0-RC1	jar-with-dependencies	4a593140649235c4c90a91109d4e6390b9f663f4
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.0-RC1	serving	fcaaa94d6f9ae8b03a885bb244aad10d33a3b4eb
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.1		a39751be9f3da94b9cfb5f52ddfbd3fa720ead5e
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.1	flink-udf	1207bcc1a656ee591ff8176a4d7edf151168bc70
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.1	http	dbde99bd82cbb7e777dbbfe7905ac4443e9797ee
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.1	jar-with-dependencies	ad045a22deb9d0872e1a62bf7c1b85cc1079624f
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.1	serving	28d142cc9406e0ab2ce9c03cf7822fe73e4aa825
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.2		4464cd1058c60b112204d4dd0bb17f60aab7c4c5
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.2	flink-udf	46adbee5af3f7886f11c8ac9ca3a1298650dbf95
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.2	http	c05909fdc4c4df98521d84f30c3f02ba6b2ea975
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.2	jar-with-dependencies	1ac8e2b2f5c619b1c3fbffbf2f8fab7e4918f8d1
com.intel.analytics.zoo	analytics-zoo-bigdl_0.13.0-spark_2.2.1	0.11.2	serving	f63e4c4028bbe205e40fa7c4decf5a8453c9d622
com.jumper-health	jumper-open-sdk	1.0.5-RELEASE		f5161d908e90955937e2def162b8d9800483fec9
com.lapis.jsfexporter	export-source-primefaces	1.0.0.Alpha1		167a603903fe65d5d563483408797cbe60da8ca1
com.lapis.jsfexporter	export-source-primefaces	1.0.0.Final		cf39f6dd8ea6896c1133fb37c570ad4eb259a519
com.lapis.jsfexporter	export-source-primefaces	1.0.1.Final		06ff0a41cde3997b64bf616706251acf0fcbb62a
com.lapis.jsfexporter	export-source-primefaces	1.0.2.Final		93f06d7c17abdcb0c24e9a61dfc3f437d068dd39
com.lapis.jsfexporter	export-source-primefaces	1.0.3.Final		35d6b3d2839036ac13266f36e680bdb0095770ba
com.manamind.jgitflow	jgitflow-it-support	1.0.0		e8ac7eeafd58bd375fafcd298c43555369183f11
com.palantir.dialogue	dialogue-serde	1.0.0		41a524c1d238c2dc9c0fc6df036f01d76c188a6a
com.palantir.dialogue	dialogue-serde	1.0.1		b4ee113d78b5777eab8268bd32781437d2d7a435
com.palantir.dialogue	dialogue-serde	1.0.2		4de5be2ee334294ce3839a731b0f030747f8800c
com.palantir.dialogue	dialogue-serde	1.1.0		2e0969a95be740a35004843c417ef08d805ac0ca
com.palantir.dialogue	dialogue-serde	1.10.0		1605e3d4ec0750d57191f82c09fd160eb992f869
com.palantir.dialogue	dialogue-serde	1.100.0		b61a7c4d10a72ea2f6fd82efadcc2642cf01a7b3
com.palantir.dialogue	dialogue-serde	1.101.0		8a5561eeed004a9b33ead20f51b2338fb2d0b864
com.palantir.dialogue	dialogue-serde	1.101.1		2f6748fd8a06182cbcf30aa4ba391b6cedb85e64
com.palantir.dialogue	dialogue-serde	1.102.0		001167bbe2295e8aea489968373e8b9c2d2cc540
com.palantir.dialogue	dialogue-serde	1.103.0		c36bb65720fa902f9141a2f1564934959417f5d0
com.palantir.dialogue	dialogue-serde	1.103.1		a7cde324b986174de209433874dd4f7ca99465b5
com.palantir.dialogue	dialogue-serde	1.104.0		e3090fa4d1a06a22bbde4d5d1a05b791cae47075
com.palantir.dialogue	dialogue-serde	1.104.1		5a5f52b97ab8bda2eb2b9da01d0bed43fa5a9211
com.palantir.dialogue	dialogue-serde	1.104.2		b8bff2dc5db63d40ffb3891830fe341f3d2158a0
com.palantir.dialogue	dialogue-serde	1.105.0		c6ef80a289109c537eda786f70c5e5b870750064
com.palantir.dialogue	dialogue-serde	1.106.0		40f3a07a06fb33045d44f08fafdc1e8d2f4a37a0
com.palantir.dialogue	dialogue-serde	1.107.0		c9c8047ec3e7a8242259fd38a51ecde4053f2621
com.palantir.dialogue	dialogue-serde	1.108.0		29bafb211681f023dd6879062ca041ff6be3e3e3
com.palantir.dialogue	dialogue-serde	1.109.0		f0d29f00631295800771362bb5e1c7869ff9ebe8
com.palantir.dialogue	dialogue-serde	1.11.0		7887cb3d6afc5fb4f408a9fe0af7ecf6a8b46127
com.palantir.dialogue	dialogue-serde	1.11.1		6df94957e145dcc0c7bea0dbcb9cc419a5171f5c
com.palantir.dialogue	dialogue-serde	1.11.2		38ed2f0fb0af62ad6c5d1ca9c11a3cf40a1bb94a
com.palantir.dialogue	dialogue-serde	1.11.3		703f6e5ffaaadae7faf44aac74e929e371cb1018
com.palantir.dialogue	dialogue-serde	1.11.4		fadf6380908cc691ae782102416fd1a07f1b5c33
com.palantir.dialogue	dialogue-serde	1.110.0		b3c7761cf64c487cdc781ffadda241bdff4acfbb
com.palantir.dialogue	dialogue-serde	1.111.0		ed147b5e45d5e6a053714562f4173f4731134057
com.palantir.dialogue	dialogue-serde	1.112.0		5ee7f60deab3588add556247151731377446f267
com.palantir.dialogue	dialogue-serde	1.112.0-rc1		474e2da390f9c91391ec8244b065d7c6bfb57cf2
com.palantir.dialogue	dialogue-serde	1.113.0		bfab1f4d41ebe9b4818b03a36872ac517ae93db1
com.palantir.dialogue	dialogue-serde	1.114.0		5ed6cefac72d5535de44d16852b8977bcfd056b6
com.palantir.dialogue	dialogue-serde	1.115.0		77dbf92378f9f9fdc54e6e0eaf3e6af98b7c447d
com.palantir.dialogue	dialogue-serde	1.116.0		9c221a2f384d71a6acdcfb6351a5d0933ab3265e
com.palantir.dialogue	dialogue-serde	1.117.0		e4190cf8639058f3506e5c238a72f50865a75743
com.palantir.dialogue	dialogue-serde	1.118.0		af0d50c80869de9463b1c1b3aea2ab4518c03ba8
com.palantir.dialogue	dialogue-serde	1.118.1		0ab85068b658ee81526e6c10f9457094322d292b
com.palantir.dialogue	dialogue-serde	1.12.0		2d14c0433daec262a69f84220ef31660a11fd1cb
com.palantir.dialogue	dialogue-serde	1.120.0		9fdaf5aa52a54e768da2d71bb0fc98f96c9107db
com.palantir.dialogue	dialogue-serde	1.121.0		fe640622549353bba79b8ae7038a328e2ad66cbd
com.palantir.dialogue	dialogue-serde	1.122.0		b5883d70752c07c244c6e8aada8d111e3bdc088b
com.palantir.dialogue	dialogue-serde	1.123.0		8118baf8893722b607d02dc3c682330248f7f431
com.palantir.dialogue	dialogue-serde	1.124.0		e901a197511bccba3e7154ca5a4ffb39482eb286
com.palantir.dialogue	dialogue-serde	1.125.0		c8b8792f743606303dd1483ddcb964f1363da917
com.palantir.dialogue	dialogue-serde	1.126.0		70cd9603a5507c6c3566ac6055c991e08ecfd907
com.palantir.dialogue	dialogue-serde	1.127.0		5790a8e5b387ef0d94bba77b03ed5b0ff9a1b99e
com.palantir.dialogue	dialogue-serde	1.128.0		2dbd9b673eee5c66e3ad1bcbeb91d0d0c66e9729
com.palantir.dialogue	dialogue-serde	1.129.0		3d0e87c40fdbb78c7174c96eb9379aa8ed8330c0
com.palantir.dialogue	dialogue-serde	1.129.0-rc1		50af0f4fa5867b4f771ce6649cf56442714f0e58
com.palantir.dialogue	dialogue-serde	1.129.0-rc3		ca47aacc18d396fb68ac7d94299206ee4b9a2e70
com.palantir.dialogue	dialogue-serde	1.129.0-rc4		1a76075b85360ea171c6ff7ce8554b5c444e9c7f
com.palantir.dialogue	dialogue-serde	1.13.0		0ca804a6674f59d7db9e6b9e6035f5017df265f0
com.palantir.dialogue	dialogue-serde	1.130.0		2ce3759448a78028130965717518bdab1358a6b5
com.palantir.dialogue	dialogue-serde	1.130.0-rc1		5def838d0c4ff792a5b8f2c22da915bdf9066a36
com.palantir.dialogue	dialogue-serde	1.131.0		a8f66a79e2a3c44b3959b1f62951db983b29c35e
com.palantir.dialogue	dialogue-serde	1.132.0		69a3f0c10a866a2963facb271331796c09e61030
com.palantir.dialogue	dialogue-serde	1.133.0		3606f9f06a125f4ae1b9a4966eda652419b46dbd
com.palantir.dialogue	dialogue-serde	1.134.0		8e0eb29b17f68b7755b892876d1c0495d90e7fbf
com.palantir.dialogue	dialogue-serde	1.135.0		0c6af51c31672e82bb6472060689095f1b517fce
com.palantir.dialogue	dialogue-serde	1.14.0		6f0edecaaf6c9ad111945bd0025a8593773626e0
com.palantir.dialogue	dialogue-serde	1.15.0		c7c3c6d93a343de9e4b46643e2ba954d5be3fbbe
com.palantir.dialogue	dialogue-serde	1.16.0		550e9f1901454d97aa1b16def6006db537fade64
com.palantir.dialogue	dialogue-serde	1.17.0		b4013a4d3158be8ee227bc2e61bec88921780e7a
com.palantir.dialogue	dialogue-serde	1.18.0		849bc6d94cd901b25763fa7a946fc9ec6f820c0b
com.palantir.dialogue	dialogue-serde	1.19.0		d87d16c05df9e3c3b846dbf37c7f45ba6e663380
com.palantir.dialogue	dialogue-serde	1.2.0		8960a60fb7bf21d198892d8d08f0f66b687e514b
com.palantir.dialogue	dialogue-serde	1.2.1		dada8889ac3cd68df6d7d5e8a60bd25d66a0c1e3
com.palantir.dialogue	dialogue-serde	1.2.2		a1beb37ebcf73e87f21a4ccfdad0eaf12c79ee8b
com.palantir.dialogue	dialogue-serde	1.2.3		22573741ce469b7b24d698af4b32723b1840b5fa
com.palantir.dialogue	dialogue-serde	1.20.0		d6a18965d39915da98bdff28fe9ca9a26edc0793
com.palantir.dialogue	dialogue-serde	1.21.0		3d9f8eeb0ddd0f4a0d56a79abd30a88a45753eb3
com.palantir.dialogue	dialogue-serde	1.22.0		1403e852a1de01f69f4a01c9c46e2cc8cad3c508
com.palantir.dialogue	dialogue-serde	1.23.0		b9172075d78d826365f77218738e401973a42766
com.palantir.dialogue	dialogue-serde	1.23.1		77ece1f0e073a7ca0d8f1d715880a09e0c1dd278
com.palantir.dialogue	dialogue-serde	1.24.0		2aad27e4908b2ea7aa2f837f21b0640f174edd92
com.palantir.dialogue	dialogue-serde	1.24.1		513d8986e5be4b63c69e8c81fb0a2040a02ae003
com.palantir.dialogue	dialogue-serde	1.25.0		2fb107dc3d266bf77e603114fd8c317c5256ba6b
com.palantir.dialogue	dialogue-serde	1.26.0		9ad70b13c725c023ee5311875d86cf77c2dfe477
com.palantir.dialogue	dialogue-serde	1.27.0		884f4ed37f6c00a96c1457a64f62faf5cd822b2d
com.palantir.dialogue	dialogue-serde	1.27.1		bbe298f8cc13f2602feb39da9f15a72671668c6e
com.palantir.dialogue	dialogue-serde	1.28.0		4e23ecf78c970ba9094b9e65a6ff257a3580c463
com.palantir.dialogue	dialogue-serde	1.29.0		86735223a978833c1a53cba5a342458dc73b87af
com.palantir.dialogue	dialogue-serde	1.3.0		a7d9f72c6722d3e886128f3dd1387db4abc67c3b
com.palantir.dialogue	dialogue-serde	1.30.0		7b7b768f631098c2965d6d82420f72b42edd55db
com.palantir.dialogue	dialogue-serde	1.30.1		053e18332760f9e870bf55c8fe06c14dbec51657
com.palantir.dialogue	dialogue-serde	1.31.0		4a0cde8eb8aae4f7ccf03ae571f57e39cc99cd16
com.palantir.dialogue	dialogue-serde	1.32.0		f21acd7586c72c62d22a43884041b759948edec3
com.palantir.dialogue	dialogue-serde	1.33.0		516162a3fc215fe9bd7760986c2d318de85d159e
com.palantir.dialogue	dialogue-serde	1.34.0		ba17470e215d05f94a8d2bbc7be345d136604d1f
com.palantir.dialogue	dialogue-serde	1.35.0		3f4c440a9f6c824ad79a019fe933aff5d28cd6b0
com.palantir.dialogue	dialogue-serde	1.37.0		2078e483b962de0c85b2efe22323fb180a65a995
com.palantir.dialogue	dialogue-serde	1.38.0		55f10635a98734ff94a9eeda7d2da3ae88c8ed15
com.palantir.dialogue	dialogue-serde	1.39.0		a1372ca6b5bea26b6dafadfbf31ef4eddce2c150
com.palantir.dialogue	dialogue-serde	1.39.1		692eabbb8e46011c21aba883ff069594f984e762
com.palantir.dialogue	dialogue-serde	1.4.0		d1e0fbfe310b8d2aa4e8de6e965d2c20867eefd9
com.palantir.dialogue	dialogue-serde	1.40.0		2df0014e1f309291de43ee177b952a4714c38d09
com.palantir.dialogue	dialogue-serde	1.40.1		8c5c3ec8fe5f01c9895ef3b75ee6969332a4be2a
com.palantir.dialogue	dialogue-serde	1.41.0		d85bca25149d6db1254da70284886e06dde57d74
com.palantir.dialogue	dialogue-serde	1.41.1		935e7057fb4bb03a163789690d1a4f5ba204bca5
com.palantir.dialogue	dialogue-serde	1.41.2		62d5baf38e819acd301dfa8345eec254b15b510a
com.palantir.dialogue	dialogue-serde	1.42.0		13fc501675554b169234f3fc26ed122d16b7dc19
com.palantir.dialogue	dialogue-serde	1.43.0		85e09428a0b88d7f10742d1ca7365e95546caa9b
com.palantir.dialogue	dialogue-serde	1.44.0		48fc2f09786bcc875be46ca53da723729a4e31aa
com.palantir.dialogue	dialogue-serde	1.45.0		96958fe4916cbfa03455c4bf13d72d9baa04ca99
