br.com.objectos.finos	cvm	0.1.0		N/A
net.kyori	adventure-platform-fabric	5.13.0		04b46f76bed7ca1f2af47fc1d06ab3d854eb6bb0
net.kyori	adventure-platform-fabric	5.14.0		29b492b2e4f62e9dee2c8af16d8daf7c04daa877
net.kyori	adventure-platform-fabric	5.14.1		7722cc08711ac041e4ee9245f9f5bd3db0205ca1
net.kyori	adventure-platform-fabric	5.14.2		5d5d0aa400ca1afe0d9ba9fffe3a3ec9ee328053
net.kyori	adventure-platform-fabric	5.2.0		8fb3b647457cef39c1c315cb67ff374dc3a615a0
net.kyori	adventure-platform-fabric	5.2.1		49a28c317bdfc10afc660e31c7a805018054dfba
net.kyori	adventure-platform-fabric	5.3.0		8fea8e52be49db992f69b064e973d4f7de35b9c4
net.kyori	adventure-platform-fabric	5.3.1		dacc2beca21b52f1455d8349fdc2a71c445ea0b6
net.kyori	adventure-platform-fabric	5.4.0		872a9900144f11cedf05ea6a1dbf312ef6a03831
net.kyori	adventure-platform-fabric	5.5.0		c7aeb6814d911db1f8a9b107103bdfdd47f403cc
net.kyori	adventure-platform-fabric	5.5.1		95081b7c83618d15683cda4fba92dc973f61f21d
net.kyori	adventure-platform-fabric	5.5.2		0ca7c0cad33ed42f28690bda80784d038133c397
net.kyori	adventure-platform-fabric	5.6.0		1af591f65e20e2efd080cb285219c1ccaf59decf
net.kyori	adventure-platform-fabric	5.6.1		8f600286b99452e57cfdeb7ec928c7182ddcafc3
net.kyori	adventure-platform-fabric	5.7.0		c726ccd02d5219d60fb1aa4ae123f01ba493f53b
net.kyori	adventure-platform-fabric	5.8.0		d60280214a40cf6e6cfb339b7385b6f02a688131
net.kyori	adventure-platform-fabric	5.9.0		c202b3cae71b3c4188c92fee71f3854505f5c99d
net.kyori	adventure-platform-fabric	6.1.0		c831d5a9e3cf6702ac5f1876af3f2b3fa8df2929
net.kyori	adventure-platform-fabric	6.2.0		b0a733995dd794cb6b13d490cff9e7fdac072ab3
net.kyori	adventure-platform-fabric	6.3.0		68c16e2fb6cd0906ddf54c7a0f9a9af3a413e71e
net.officefloor.web	officejson_default	3.10.0		0d2947549973e6b38a503e9ff478897f479b1ed5
net.officefloor.web	officejson_default	3.10.1		035dc80a2dff4481bc2d63b2cfc2f40b50b1da69
net.officefloor.web	officejson_default	3.10.2		74bcf5cf9c0c5cfd0e881bfaab410085d776f115
net.officefloor.web	officejson_default	3.10.3		bc357cd6fa2a84377d411941113ccbefd14ee01a
net.officefloor.web	officejson_default	3.11.0		7c91f632826ee101409bfc225d61720a30a41989
net.officefloor.web	officejson_default	3.12.0		cefa387bce016e94067bf878251a73b8ce48a1c4
net.officefloor.web	officejson_default	3.13.0		4225ead1e83f73d0e26fb25cb639b53483439566
net.officefloor.web	officejson_default	3.14.0		9d337487a6ba11de9fd2dbafb76380b2bcb03c68
net.officefloor.web	officejson_default	3.15.0		b16ebd6be7b0e48dd8dbded18a573572f7b1123b
net.officefloor.web	officejson_default	3.16.0		c29b40d7f989c07fb900b14ee428ab45403cf07f
net.officefloor.web	officejson_default	3.17.0		5939db2d0a96b202d2caf2314e7c045735bf959a
net.officefloor.web	officejson_default	3.18.0		261f692debf2141c1a8f3fe769b609798ad0324f
net.officefloor.web	officejson_default	3.19.0		1d61f13035ef726d50a9f9db309294520abc24b8
net.officefloor.web	officejson_default	3.20.0		571d61660d733856b983e52657b7d6fea9733166
net.officefloor.web	officejson_default	3.21.0		bc0482e02e1c8973a762f47695134c74cbea2c8f
net.officefloor.web	officejson_default	3.22.0		3e41ee4bea2e53c37c90e91475452eb7d068d660
net.officefloor.web	officejson_default	3.23.0		d3a539e30368c67b25580ea34456d99c1bb2dfc7
net.officefloor.web	officejson_default	3.24.0		e0edc0d6787f374024cfa8ad191d2ce646ccb5cf
net.officefloor.web	officejson_default	3.25.0		7cf26a3ec9da2326ea3858496c21b67aa2e20bbb
net.officefloor.web	officejson_default	3.26.0		2a03c8c278b1d25ede27e908ed774b9481665dc2
net.officefloor.web	officejson_default	3.27.0		4b6b2616e8e164dd6663708235d830d565fa09f3
net.officefloor.web	officejson_default	3.28.0		807e6d4a6fb7f31a6f097569a8b55c167d9019e0
net.officefloor.web	officejson_default	3.28.1		8c227cb1f7298f4fff6775377c066d1540fb2a33
net.officefloor.web	officejson_default	3.28.2		274587570a7e39c5b2e1fad71eed72e5a21720ce
net.officefloor.web	officejson_default	3.29.0		bd104659399aac839e9d0d435778858a923cd978
net.officefloor.web	officejson_default	3.30.0		51cdfefeb9917cd7429337b8409330e7286d1326
net.officefloor.web	officejson_default	3.30.2		27c66a1d2ee8e5676b3e511ea1c2eb9469ae7af5
net.officefloor.web	officejson_default	3.31.0		ee5df13836451d28783eef7421f8e209940e5673
net.officefloor.web	officejson_default	3.32.0		2a29b7d865be0ae9f76b68ad3a51b94686a68313
net.officefloor.web	officejson_default	3.33.0		33e6a82af796c2077ebc8a3991f7bd937a8d7dde
net.officefloor.web	officejson_default	3.34.0		0c7c0012bd76c46a50f946d57bc3b07034ba73ae
net.officefloor.web	officejson_default	3.35.0		97935c43b194a67e2554ef836579a520fb7c0371
net.officefloor.web	officejson_default	3.36.0		ff3a3c3f7250e3f24484979d76052635b194b59c
net.officefloor.web	officejson_default	3.37.0		ea29bcc778bfc91162fa59b8d623d3cdaffc00c3
net.officefloor.web	officejson_default	3.38.0		73c3010d41ee147a7885832c3df35a6ea7667842
net.officefloor.web	officejson_default	3.39.0		72fe3a3a067f00ecf0e159adeead9adc84574780
net.officefloor.web	officejson_default	3.40.0		69dd18a8f5209fc08a9a27f3765417c8c546818f
net.officefloor.web	officejson_default	3.9.0		0c29a0135534be370e1fc3a68a1859df61a42353
net.officefloor.web	officejson_default	3.9.1		cb3a38d1b3ad9b40ad249dcf5b2d19afc1bb7123
net.officefloor.web	officejson_default	3.9.2		0f1d110bd5fd8465d51be4e9cddc5e77f51c18fc
net.rossonet	ar4k-ai	0.1		12a239987e7d2da5b22fff99ad469c33ae80e1c3
net.rossonet	ar4k-ai	0.1.3		1cfaf3a7232a88b11833e11b27c68a44a10cb257
net.rossonet	ar4k-ai	0.9.1000		d0fecb3792717a586f47c4eb440aa14ed35fd941
net.rossonet	ar4k-ai	0.9.1003		24968127174021467925dd1a30b6d14a66eb55ad
net.rossonet	ar4k-ai	0.9.1005		ff12dd3fff9a89aeb5036f3a53291f5a3333e4d5
net.rossonet	ar4k-ai	0.9.1006		fd6ee71b250f6684f8edae8eff033de007112899
net.rossonet	ar4k-ai	0.9.1009		1754eedabc627e4de9929902ba705f6db32913ed
net.rossonet	ar4k-ai	0.9.1014		5dbf5c68c95ec99ad39f19e3f84230d5bbf26a2c
net.rossonet	ar4k-ai	0.9.3		62f7fa780133f69278e38906a427ea7d50191c9e
net.rossonet	ar4k-ai	0.9.4		e6a3ee83469f29f842f9d159edf8a33a09cd5679
net.sf.brunneng.fusie	fusie	0.8.1		93791bed3bc1d9c86bdf9873d9a09be6a9edcdb4
org.apache.servicemix.bundles	org.apache.servicemix.bundles.aopalliance-1.0	1.0-m1		998f29505b98d2da1b3e29c294a46360e8b63d81
org.apache.servicemix.bundles	org.apache.servicemix.bundles.aopalliance-1.0	1.0-m2		c31a40665f3a51ca33b3b9c6a11d4c0199869a92
org.apache.servicemix.bundles	org.apache.servicemix.bundles.aopalliance-1.0	1.0-m3		7aad1c1aab76e3efffc316a33a1ab338d3e51eb7
org.apache.servicemix.bundles	org.apache.servicemix.bundles.aopalliance-1.0	1.0.0-rc1		8f0438ed20f92054261edb93633ecc9ea2d59452
org.apache.skywalking	apm-armeria-0.8.x-plugin	6.6.0		f16422576ac6f311ff3bf6798ae4b03a297cfffb
org.apache.uima	uima-build-resources	1		7e5c1ddcc04816e275d6a3fa2e3073cdfc36ddf9
org.apache.uima	uima-build-resources	2		0ed9e79673f06ac99980f01f9d13d4f30f20c315
org.apache.uima	uima-build-resources	3		60f8deeb43e09fb155813eab2c59394034fb89d2
org.apache.uima	uima-build-resources	4		4c4c53e5b499d6c8ef417cab2625deb833f16ed2
org.apache.uima	uima-build-resources	5		ca54bcc026193444e57802d87e07933ead7c410d
org.apache.uima	uima-build-resources	6		4f72c5d1f11bbd4b209482721835c107bd586228
org.apereo.cas	cas-management-webapp-configuration	5.3.0-RC1		0dd3c541e47cb74c0329b1c86285d839315d2ca8
org.apereo.cas	cas-management-webapp-configuration	5.3.0-RC1	resources	e2e54e40577764a4f683c6eb58c07430228c72c1
org.apereo.cas	cas-management-webapp-configuration	5.3.0-RC2		8fbaddb8921d199d642f52f89f50a0b51f01e3f6
org.apereo.cas	cas-management-webapp-configuration	5.3.0-RC2	resources	4bddf8b70b6be16fedd12258ee2138916b33b6ea
org.apereo.cas	cas-management-webapp-configuration	5.3.0-RC3		89338e193ccb38b3a7d3a82ec827f70a824f58c6
org.apereo.cas	cas-management-webapp-configuration	5.3.0-RC3	resources	c95943607c88b1b4fba25b25878045e5e2683094
org.apereo.cas	cas-management-webapp-configuration	5.3.0-RC4		59157548791a090beaffb52182dc1c9191704371
org.apereo.cas	cas-management-webapp-configuration	5.3.0-RC4	resources	333958ffd0eb721cd0e304561f5f7c1716a613fe
org.apereo.cas	cas-management-webapp-configuration	5.3.1		ed968395ffb4289dacf89a92a02604ffb7d8a189
org.apereo.cas	cas-management-webapp-configuration	5.3.1	resources	e4953d169b74401c93ffd24e9c9b5396da8e6d1a
org.apereo.cas	cas-management-webapp-configuration	5.3.3		848373268bb344d3a62e939c79e3eb7b9d395ac7
org.apereo.cas	cas-management-webapp-configuration	5.3.3	resources	a629f612ce2605a7498bd347734e015b7a67ebaf
org.apereo.cas	cas-management-webapp-configuration	5.3.4		a578b1e584f2ca01bdc5213ca9df2f396e475b23
org.apereo.cas	cas-management-webapp-configuration	5.3.4	resources	614cde06178199e609451c9726afd4a550f10561
org.apereo.cas	cas-management-webapp-configuration	5.3.5		61934b1cf9585bb977023f25f004d3570d78c390
org.apereo.cas	cas-management-webapp-configuration	5.3.5	resources	b5e97eafbe480ba4ec91f64ad34231162ece39d6
org.apereo.cas	cas-management-webapp-configuration	5.3.6		cc3e6c0ab7a185a7d412d8ce95596d440fa80798
org.apereo.cas	cas-management-webapp-configuration	5.3.6	resources	007b01f76bb3fa775967f4b51f8415b0adbc5066
org.brillien	services	11.04		05b2d94efe1b57c95ac20c794c933faf5b3987f8
org.brillien	services	11.09		e1cab844ea51d465394f088f21fd37e1b8f3014f
org.brillien	services	12.01		3f6e9681d727438ef0e66ca9bf07838f2dee3cb8
org.brillien	services	12.05		7bd8e04eeb5cf6bf463f3d93d8ab82b691f48f8d
org.brillien	services	12.10		fc9254bae392d2ed30323f52840023afa58ccb09
org.dromara.sms4j	sms4j-javase-plugin	2.2.0		fd215aabf1b37ffe6aec12f03246d2e6deb18f99
org.dromara.sms4j	sms4j-javase-plugin	3.0.0		161460828438e7fa396317335de67a7086886a2a
org.dromara.sms4j	sms4j-javase-plugin	3.0.1		2ca985fd9b742ec5622e49fc1b0da34e144d7da6
org.dromara.sms4j	sms4j-javase-plugin	3.0.2		c4f385c6f198186eb3bac0c6e49273c189825dc1
org.dromara.sms4j	sms4j-javase-plugin	3.0.3		9ceda2db4822c3b8e5147fec430be21017e86065
org.dromara.sms4j	sms4j-javase-plugin	3.0.4		833ebe9e42bc97b2de5ff980f16646d5eede59d0
org.dromara.sms4j	sms4j-javase-plugin	3.1.0		e42ecc301287239d30231db6fec8cf75c4d62af8
org.dromara.sms4j	sms4j-javase-plugin	3.1.1		3026da0e3031713906ba032c1a4185ecaee5cba8
org.dromara.sms4j	sms4j-javase-plugin	3.2.0		6768dbd99b38cfe5741eb365dd22ad217475f33c
org.dromara.sms4j	sms4j-javase-plugin	3.2.1		a65c9bd6c1fefc7e6541b55fdafb956147a71196
org.dromara.sms4j	sms4j-javase-plugin	3.3.0		c3b2619dfb75b81dd84ed9ecf22fca93db6477f0
org.dromara.sms4j	sms4j-javase-plugin	3.3.1		65da9470dc277e0f26d4c727b41ed3f5798aada0
org.dromara.sms4j	sms4j-javase-plugin	3.3.2		de3acafb5f52e9f821c3f1cb0648cc0c9dc461b4
org.dromara.sms4j	sms4j-javase-plugin	3.3.3		08b10ba18a42010f2f554e42ea1c891b806044ea
org.dromara.sms4j	sms4j-javase-plugin	3.3.4		0ceba10a791400a2990dd5786fc341d69ca724a5
org.eclipse.jetty	jetty-client	10.0.0		68fbd115ad6707ab76278a7de0c32d33a4fa5735
org.eclipse.jetty	jetty-client	10.0.0	hybrid	282fb63d62b99fb3647f7917320a6d8f8950760c
org.eclipse.jetty	jetty-client	10.0.0-alpha0		81ce90a421540f2c7e4e3026702dde608fc95c83
org.eclipse.jetty	jetty-client	10.0.0-alpha0	hybrid	e0ea8ecc0e5b3b2ad0f69b444409f16b3d26b45e
org.eclipse.jetty	jetty-client	10.0.0.alpha1		5dee8608f1cab1c7b8585d89c36e60e1ca1208f9
org.eclipse.jetty	jetty-client	10.0.0.alpha1	hybrid	68ec4d0b9d1f914349fab01119593c746aab4f9f
org.eclipse.jetty	jetty-client	10.0.0.alpha2		c88227ccd1ac24e90088e0041c0ba94dc992e856
org.eclipse.jetty	jetty-client	10.0.0.alpha2	hybrid	695b675d29272ff8c69dc99ba9590c95ca447dce
org.eclipse.jetty	jetty-client	10.0.0.beta0		03c6f33741136c3cd2edd5e536711c774da80294
org.eclipse.jetty	jetty-client	10.0.0.beta0	hybrid	bb353164494609ee1bc75cccbb6aa1fb92ddd1db
org.eclipse.jetty	jetty-client	10.0.0.beta1		d4e96618f64410b337c6afa4003b0602b53daed7
org.eclipse.jetty	jetty-client	10.0.0.beta1	hybrid	8442315855e4024d4f900551623d39773122759b
org.eclipse.jetty	jetty-client	10.0.0.beta2		1c509649910a4c8d3bccf633cfb38470e5a3f9c7
org.eclipse.jetty	jetty-client	10.0.0.beta2	hybrid	7d571ea1e6bd38398f32ed660380ae8003531d50
org.eclipse.jetty	jetty-client	10.0.0.beta3		e7b8e0acbb23b85411af361152b981736402f0d8
org.eclipse.jetty	jetty-client	10.0.0.beta3	hybrid	c9fdf84d34e75e14fc34b8b99fdb3945958b35e9
org.eclipse.jetty	jetty-client	10.0.1		da3769f674c05b54ea3cb56dc2746c37f99ce64a
org.eclipse.jetty	jetty-client	10.0.1	hybrid	1fa4cbd3087f2419a0dca51afd3c4a465299e59c
org.eclipse.jetty	jetty-client	10.0.10		9186ad37b60500aaab9e8258785075fc35dbec0c
org.eclipse.jetty	jetty-client	10.0.10	hybrid	3911bd24bddb3dd8b18b6785b7498b627f19c898
org.eclipse.jetty	jetty-client	10.0.11		b523c9522259d959f3e2bca41944ccd9bfef49b2
org.eclipse.jetty	jetty-client	10.0.11	hybrid	d2eb5a8a8fe3255a715a9170f491b9772b07901b
org.eclipse.jetty	jetty-client	10.0.12		ded01fa2f7bff4a25e5627663718abcf255f2067
org.eclipse.jetty	jetty-client	10.0.12	hybrid	985dedebcabe8d8ad07208c93520c7ed0f8f3000
org.eclipse.jetty	jetty-client	10.0.13		23ee0c74ff709ccaf88b4fe6370f85c50716aeaf
org.eclipse.jetty	jetty-client	10.0.13	hybrid	c6d818b7ec03da35827be710b4dd7195ed1dab1d
org.eclipse.jetty	jetty-client	10.0.14		fa1121aff1ccbb6d9bcea2cedc0c455830ec4294
org.eclipse.jetty	jetty-client	10.0.14	hybrid	d899463af1f1b1d98e9c22cefaba56cd4109e43c
org.eclipse.jetty	jetty-client	10.0.15		5b1834dc03744e1201adafc04c5f6f564d38f1d5
org.eclipse.jetty	jetty-client	10.0.15	hybrid	da7e65e50f0acd217b1825e85827dee2acaf547e
org.eclipse.jetty	jetty-client	10.0.16		62b5879f0530efa5296d0b296e588b79f3e4f0e5
org.eclipse.jetty	jetty-client	10.0.16	hybrid	5c7ad433aa33dab5ecfc37cdd5ffe08f9bddf723
org.eclipse.jetty	jetty-client	10.0.17		dc3857133910dbf42e45311b6f9e6a338bd59e89
org.eclipse.jetty	jetty-client	10.0.17	hybrid	e2a8dd35eee466d94f5ac1a78db69948797e3a97
org.eclipse.jetty	jetty-client	10.0.18		0b85a78ef43d35c65cf73d5978fe7ceb638e1456
org.eclipse.jetty	jetty-client	10.0.18	hybrid	27c39917e64b5052834d43540ec4d94bf934faf2
org.eclipse.jetty	jetty-client	10.0.19		51bebcfa208d70be6f0acc78e40c375f291ecb16
org.eclipse.jetty	jetty-client	10.0.19	hybrid	8129762d4642f2d2f941bd8a9e256d34ad7a1014
org.eclipse.jetty	jetty-client	10.0.2		ffe02c79529c92bc350a41da2d7760ff27526de8
org.eclipse.jetty	jetty-client	10.0.2	hybrid	050e7240d2be72c817e8e8e04697542ce28bfded
org.eclipse.jetty	jetty-client	10.0.20		9580732622af180b37602c41e5967fd0b13322d1
org.eclipse.jetty	jetty-client	10.0.20	hybrid	cf32233a7c0d2c34a75071e8f1cc1b3b89eadf4d
org.eclipse.jetty	jetty-client	10.0.21		5abc03089a97fb28d97261661048b43209b7ec9a
org.eclipse.jetty	jetty-client	10.0.21	hybrid	1579505ebd492ac978484186454b67ca3ced49d7
org.eclipse.jetty	jetty-client	10.0.22		7946f242dab0d3e6bd699acb91a3c30bed6cf217
org.eclipse.jetty	jetty-client	10.0.22	hybrid	6b54aaefbcb667baadf20d327c90079648aaded6
org.eclipse.jetty	jetty-client	10.0.23		b624ef2711b40b0ce3a0a6a2d25d776e4260c2a7
org.eclipse.jetty	jetty-client	10.0.23	hybrid	9332ed392f15f6e9832a4d45d8a9a56f91426248
org.eclipse.jetty	jetty-client	10.0.24		367daa068a5ed17facd0e76dfdf349633bfc4e90
org.eclipse.jetty	jetty-client	10.0.24	hybrid	c4ce62758daa35ab1314ff9905e340b55ea65ff7
org.eclipse.jetty	jetty-client	10.0.25		6df4781ebc298578d6b68edd7fd63646ab41238e
org.eclipse.jetty	jetty-client	10.0.25	hybrid	a51a4b8c5efcd0b38469755b75bc5021ea3f55a3
org.eclipse.jetty	jetty-client	10.0.3		e9c2d01e8fea32689cc2ff00827ca7d0622af965
org.eclipse.jetty	jetty-client	10.0.3	hybrid	9690b570104635b2ffa6cf753fb9b006e821982b
org.eclipse.jetty	jetty-client	10.0.4		34a684380f3bbc8fdc141389e255235047804f6c
org.eclipse.jetty	jetty-client	10.0.4	hybrid	dc3d11a4b1261bb8f014bf6e36ca893b98e7f771
org.eclipse.jetty	jetty-client	10.0.5		e3fe92d8a1df3b88d4b7f9bbcf8667bf46020490
org.eclipse.jetty	jetty-client	10.0.5	hybrid	0b9a564386a59608ad4f928c3455eae64cc8398c
org.eclipse.jetty	jetty-client	10.0.6		18e80d8e0108976d05bb61ddb40a87707a9c3703
org.eclipse.jetty	jetty-client	10.0.6	hybrid	eb0f09fad239a1522166ae8f6a6c4ca95daf03eb
org.eclipse.jetty	jetty-client	10.0.7		9c6085b37a1d5899f060b6e9a26e20efd2aa1da2
org.eclipse.jetty	jetty-client	10.0.7	hybrid	fb5ff5255696ce4671c66bcbac4bc29398ed1afe
org.eclipse.jetty	jetty-client	10.0.8		e9f190fa051f91f767665255b842283b055b120d
org.eclipse.jetty	jetty-client	10.0.8	hybrid	39471a2158de8d7d92131e57957cdb4adffdfc1e
org.eclipse.jetty	jetty-client	10.0.9		43f52677840f83837a8ba19e1ef64532f429e4bc
org.eclipse.jetty	jetty-client	10.0.9	hybrid	c9294679ba27672f18f4bb08645eedc4b5a283c3
org.eclipse.jetty	jetty-client	11.0.0		129024a02ef5001c1b1224ae4f8d45986a332fee
org.eclipse.jetty	jetty-client	11.0.0	hybrid	462d0258ab7d4d8a9af74aeb6be62ae22c9134c9
org.eclipse.jetty	jetty-client	11.0.0-alpha0		83df6da9da25bdae408afd9c3134b579cac5713d
org.eclipse.jetty	jetty-client	11.0.0-alpha0	hybrid	81d866e0e430ce8254367b81cd3c699bd900c8c6
org.eclipse.jetty	jetty-client	11.0.0.beta1		9376f7f2592e1f2451cb8e6469646bc7c5f84c0e
org.eclipse.jetty	jetty-client	11.0.0.beta1	hybrid	8194c325ce3297373656ebd10ffd0af9e7aaeed3
org.eclipse.jetty	jetty-client	11.0.0.beta2		fe55cae9ea64634a0df5b9a8d2628445b5ffe99b
org.eclipse.jetty	jetty-client	11.0.0.beta2	hybrid	4e693c9178013920ae5072d357ce4c0dbc2846dd
org.eclipse.jetty	jetty-client	11.0.0.beta3		2ecfaf434a6a91e383a765c32fab28b27d83cc01
org.eclipse.jetty	jetty-client	11.0.0.beta3	hybrid	41f86c46a76e8fc456563e2887c7dfc8105b8a4c
org.eclipse.jetty	jetty-client	11.0.1		233062e6cca11ecc1b2e8959968cac66de64b280
org.eclipse.jetty	jetty-client	11.0.1	hybrid	1ee7ed47c7b5f7f0c8fb46caed85ddffba79a4bb
org.eclipse.jetty	jetty-client	11.0.10		9f98140c89e94c01fae01cdd38765f1f75fa257d
org.eclipse.jetty	jetty-client	11.0.10	hybrid	08a9018592ce83dc89ab46f70516c1bb1e9858b0
org.eclipse.jetty	jetty-client	11.0.11		f51d3799a35721f4a9286bdea061041f81b014cd
org.eclipse.jetty	jetty-client	11.0.11	hybrid	7927ec59319f693d779d8193844367090982a038
org.eclipse.jetty	jetty-client	11.0.12		6f79bfb2d8ae62a1e0b9b95788d9cbd4d36ffc8e
org.eclipse.jetty	jetty-client	11.0.12	hybrid	a3a634e677184aeca172a0a55985447021f9a3fc
org.eclipse.jetty	jetty-client	11.0.13		a425d938a1a4f5b6372704fb477792f15f2d2baa
org.eclipse.jetty	jetty-client	11.0.13	hybrid	c588018a07c179e76d58bd9eb456ccdef7546872
org.eclipse.jetty	jetty-client	11.0.14		bcf118cb9a8213b9685c506810914351af296cad
org.eclipse.jetty	jetty-client	11.0.14	hybrid	ec2d6a78bd5389cd981a440697e5c55f13b47732
org.eclipse.jetty	jetty-client	11.0.15		3d1a78cafec8cd33a3b289e6772c4ab9eca93507
org.eclipse.jetty	jetty-client	11.0.15	hybrid	65f60118f8ea593cdbc7afd490469142b85d2973
org.eclipse.jetty	jetty-client	11.0.16		e7b44682bb1807430320f0096567f0ec5add9717
org.eclipse.jetty	jetty-client	11.0.16	hybrid	0dccd70352379562ba2944ec1918f72e22585d10
org.eclipse.jetty	jetty-client	11.0.17		c1645dff0cde5f35758450a7d4fa2477b26e61c0
org.eclipse.jetty	jetty-client	11.0.17	hybrid	5477d9a0e4fd01ed176d47b5925df6b1d8279877
org.eclipse.jetty	jetty-client	11.0.18		5762e490767aff4d3eb4447e228ef44b8fef6616
org.eclipse.jetty	jetty-client	11.0.18	hybrid	0a77501f5bd90292e97d3ab3c39704d1fda14b49
org.eclipse.jetty	jetty-client	11.0.19		0798fa56ed1be0416de8ac6522db97a060653bfa
org.eclipse.jetty	jetty-client	11.0.19	hybrid	3f65b8fad2dd10e8dfd9193a6ff4c5661313b61e
org.eclipse.jetty	jetty-client	11.0.2		b4cf4029fa490f3e5f95acbf82d47f3055e93abf
org.eclipse.jetty	jetty-client	11.0.2	hybrid	bf32a1a3a8d434711f3f7095d442f4e42d44ced3
org.eclipse.jetty	jetty-client	11.0.20		5ce72de54e8b4314ef3baef2e8d691da6cdfeb9c
org.eclipse.jetty	jetty-client	11.0.20	hybrid	a8f04cf99bc9ebc2fbe7c1b209cff7c2aecb94e7
org.eclipse.jetty	jetty-client	11.0.21		c6c05b27c88e792abf638609984ff597287d0de8
org.eclipse.jetty	jetty-client	11.0.21	hybrid	115fa40c5e6912c3092d4eb5bdbd166f650f131f
org.eclipse.jetty	jetty-client	11.0.22		94e1a1cb0c56d441d1e7bb58dcd34fa152832cb7
org.eclipse.jetty	jetty-client	11.0.22	hybrid	f71cb62398426a54d571795063b3d2f35032c3ae
org.eclipse.jetty	jetty-client	11.0.23		5afbc59a045acfb2a6ccc7f4344fe0947d24df9c
org.eclipse.jetty	jetty-client	11.0.23	hybrid	2880204980b3748ba1d98778a37a2eb8435b04ea
org.eclipse.jetty	jetty-client	11.0.24		ec02fca8bc1ab16086387ab30e750ea79470cba5
org.eclipse.jetty	jetty-client	11.0.24	hybrid	a6f53aafc53c2937e24e02bf678c4a10e497342d
org.eclipse.jetty	jetty-client	11.0.25		6273e46e8e398d77505486f120d449c7468b3d68
org.eclipse.jetty	jetty-client	11.0.25	hybrid	e70c7841ce59dc5adf1c7d0c82b29ed30e7aea53
org.eclipse.jetty	jetty-client	11.0.3		104f03d40775d17b2e9db6ea8aa882ca8ea361a7
org.eclipse.jetty	jetty-client	11.0.3	hybrid	032bfd1270091191cb9e1fe53c840a31276db798
org.eclipse.jetty	jetty-client	11.0.4		0ca4f7a60d589ee6c4bbbf87a5d0b51fcf47ad42
org.eclipse.jetty	jetty-client	11.0.4	hybrid	40c8401fabdb44b20665c489f55e8d19636d4495
org.eclipse.jetty	jetty-client	11.0.5		0004ee1721cddf99bcfa2cd7c5d0632cdf3f6e3d
org.eclipse.jetty	jetty-client	11.0.5	hybrid	2d328d4acbf7deb337d8e4110f5f625d6982a093
org.eclipse.jetty	jetty-client	11.0.6		36793195ccef6e87e8815650fd809a9a38bd1a12
org.eclipse.jetty	jetty-client	11.0.6	hybrid	744a072aa1bf5b5023bfa73cc2b7fe8c91930373
org.eclipse.jetty	jetty-client	11.0.7		bbaeea5ea14641682f6fc8c39b3ff6cc88f16d4b
org.eclipse.jetty	jetty-client	11.0.7	hybrid	121f5ff5dc81ed7478f8aa1042ca0cd434cc6309
org.eclipse.jetty	jetty-client	11.0.8		76b05f05c58144a7460b269cb708ce6a282c3594
org.eclipse.jetty	jetty-client	11.0.8	hybrid	af888d9efbc29765c91094409c66449e3642bb19
org.eclipse.jetty	jetty-client	11.0.9		d78234d6569d4e7526494c0a737c7edf42da59f5
org.eclipse.jetty	jetty-client	11.0.9	hybrid	817d09cc2b7b3f62245d209f531a5a0fd4711a5d
org.eclipse.jetty	jetty-client	12.0.0		c5ed50f3027d584b4d64934225ae16886ef815a9
org.eclipse.jetty	jetty-client	12.0.0	hybrid	1ce02ce22bfe21b08b4bc439e2d58b8448306152
org.eclipse.jetty	jetty-client	12.0.0.alpha0		5089d6fb15cb4902220c3b15ccc9053c4ee270be
org.eclipse.jetty	jetty-client	12.0.0.alpha0	hybrid	87c96250f02b472d1acaa82ff27cfa44c172434f
org.eclipse.jetty	jetty-client	12.0.0.alpha1		cf7468f9bf90ad211330e1fe114bc0906dbfa8cf
org.eclipse.jetty	jetty-client	12.0.0.alpha1	hybrid	c8377bd3db7039a8c4d3c083d8ca4481cca95b8e
org.eclipse.jetty	jetty-client	12.0.0.alpha2		9421e96fa58647535c2bab0c43988e9b8ca21108
org.eclipse.jetty	jetty-client	12.0.0.alpha2	hybrid	1d2c7c012f4a5c176103ece25be694f1f759b05d
org.eclipse.jetty	jetty-client	12.0.0.alpha3		311ae916f4325872ff8a6bfe034810e5728dc3ee
org.eclipse.jetty	jetty-client	12.0.0.alpha3	hybrid	06a27d37b2fdb2a107755184a784e3282ce6779c
org.eclipse.jetty	jetty-client	12.0.0.beta0		2ad30e446627a4f94720f88bc6def6817a5fb4f9
org.eclipse.jetty	jetty-client	12.0.0.beta0	hybrid	d2ee23fe1f5c1ce928f909f2b54d7152179b0964
org.eclipse.jetty	jetty-client	12.0.0.beta1		021d9bcdca697badcabe3c2bf8fe2268db41524d
org.eclipse.jetty	jetty-client	12.0.0.beta1	hybrid	6b2ad17278461d497b84e7c45871551c702fc803
org.eclipse.jetty	jetty-client	12.0.0.beta2		6144343ec4d02160b7323cfffbb74965bb3103a8
org.eclipse.jetty	jetty-client	12.0.0.beta2	hybrid	799e0c34758e8fb849f49cbdb6c2961a0a181da0
org.eclipse.jetty	jetty-client	12.0.0.beta3		5135481732328c39e7377dfa7e183cbd593b8047
