app.controlresearch	commons-mingwx64	0.0.1		N/A
com.dimajix.flowman	flowman-spark-testing	0.20.1-cdh6-spark2.4-hadoop3.0		61121b0e0dd00501e793e9d7829b4e9cf74d5486
com.dimajix.flowman	flowman-spark-testing	0.20.1-cdp7-spark2.4-hadoop3.1		62549f7d312321def1be8f5ee298d767752a4924
com.dimajix.flowman	flowman-spark-testing	0.20.1-oss-spark2.4-hadoop2.6		1754e4a51bac4e92ace9560c2a640843dc833446
com.dimajix.flowman	flowman-spark-testing	0.20.1-oss-spark2.4-hadoop2.7		7f06f01c94c33ceb293054d8b6833bdf3486ad1c
com.dimajix.flowman	flowman-spark-testing	0.20.1-oss-spark3.0-hadoop2.7		b784daf4f634b05912e981811fcffc91518bf9ce
com.dimajix.flowman	flowman-spark-testing	0.20.1-oss-spark3.0-hadoop3.2		dd5782e4ce481b2a35a0d43ab7f705d8666ddf28
com.dimajix.flowman	flowman-spark-testing	0.20.1-oss-spark3.1-hadoop2.7		17b334d5196c7be3bec3285d1eaedc1a4c59e47f
com.dimajix.flowman	flowman-spark-testing	0.20.1-oss-spark3.1-hadoop3.2		a08400ed4ff9aa4ef7a092898982869e1d0c13bc
com.dimajix.flowman	flowman-spark-testing	0.20.1-oss-spark3.2-hadoop2.7		6c9bcadf18c4700e1db5b2ecec24323e8b8df193
com.dimajix.flowman	flowman-spark-testing	0.20.1-oss-spark3.2-hadoop3.3		a540593b21420c58f90575dd6732f507e69cd831
com.dimajix.flowman	flowman-spark-testing	0.21.0		55249d339c83d42a9698a5291968f390d0e58b12
com.dimajix.flowman	flowman-spark-testing	0.21.0-cdh6-spark2.4-hadoop3.0		fd5b8262f61f34199d235566a68456bc4bf72ab9
com.dimajix.flowman	flowman-spark-testing	0.21.0-cdp7-spark2.4-hadoop3.1		76523dfddc63d6d5ff0605bc64f03c212d5459fd
com.dimajix.flowman	flowman-spark-testing	0.21.0-oss-spark2.4-hadoop2.6		e19daac69d7e0ae250e8ccc908b5cf5548ac497a
com.dimajix.flowman	flowman-spark-testing	0.21.0-oss-spark2.4-hadoop2.7		e2aaace42c6d0b1c7596cb46226f1949dcb14295
com.dimajix.flowman	flowman-spark-testing	0.21.0-oss-spark3.0-hadoop2.7		de50a4da0d49a3200c9d2ca936d220c6175012f9
com.dimajix.flowman	flowman-spark-testing	0.21.0-oss-spark3.0-hadoop3.2		3942f04ff43c0f0895b1760834aa8b1247617597
com.dimajix.flowman	flowman-spark-testing	0.21.0-oss-spark3.1-hadoop2.7		06fc07a0b0bc4b9667de5791fb95d734bb9d19d2
com.dimajix.flowman	flowman-spark-testing	0.21.0-oss-spark3.1-hadoop3.2		a913de3a488e0396497e72dd74bf4ff21a9c4696
com.dimajix.flowman	flowman-spark-testing	0.21.0-oss-spark3.2-hadoop2.7		439642565415c880a43ccf3ff353457b666efd61
com.dimajix.flowman	flowman-spark-testing	0.21.0-oss-spark3.2-hadoop3.3		75cff0b948ae8daca025129297c7af81451c88ae
com.dimajix.flowman	flowman-spark-testing	0.22.0		480f7ea6f33cea4a4d2e4767afc08aa96497f072
com.dimajix.flowman	flowman-spark-testing	0.22.0-cdh6-spark2.4-hadoop3.0		35784fa595406d79f432e3704cab9f34e651dbb4
com.dimajix.flowman	flowman-spark-testing	0.22.0-cdp7-spark2.4-hadoop3.1		298a94aa3dc673fde35df104155bc9ea465d2914
com.dimajix.flowman	flowman-spark-testing	0.22.0-oss-spark2.4-hadoop2.6		6c02c822968bd692ce911efe7c234debb339a947
com.dimajix.flowman	flowman-spark-testing	0.22.0-oss-spark2.4-hadoop2.7		1bae6439359e45beb6fc57479167e2d3f7be982c
com.dimajix.flowman	flowman-spark-testing	0.22.0-oss-spark3.0-hadoop2.7		acc43c34b96f91a34dc08aed1c1dae51012a8efe
com.dimajix.flowman	flowman-spark-testing	0.22.0-oss-spark3.0-hadoop3.2		80e1da57b92b418304d9ca5f4c2e196b93054416
com.dimajix.flowman	flowman-spark-testing	0.22.0-oss-spark3.1-hadoop2.7		77ad0c747639ea6cd564846b8164b4decdd9afc1
com.dimajix.flowman	flowman-spark-testing	0.22.0-oss-spark3.1-hadoop3.2		246a032672b7b7bf1a725a62c59ccf404092763b
com.dimajix.flowman	flowman-spark-testing	0.22.0-oss-spark3.2-hadoop2.7		96946ee7f1a2278e039f8f51ce9603830a23ff80
com.dimajix.flowman	flowman-spark-testing	0.22.0-oss-spark3.2-hadoop3.3		5e8aa802945c604d4a9005727820bc65a2b80de5
com.dimajix.flowman	flowman-spark-testing	0.23.0		45b8d489aee614c907bf540168be54e3bdf65710
com.dimajix.flowman	flowman-spark-testing	0.23.0-cdh6-spark2.4-hadoop3.0		0a937ac0d9dda6b9aa499a148e1a17ccba1f8b0b
com.dimajix.flowman	flowman-spark-testing	0.23.0-cdp7-spark2.4-hadoop3.1		5c0aa64367874ca13a085b4b207f84c0eb504c18
com.dimajix.flowman	flowman-spark-testing	0.23.0-oss-spark2.4-hadoop2.6		53c9b132c24af553633793d3ca0b320ed9e1b938
com.dimajix.flowman	flowman-spark-testing	0.23.0-oss-spark2.4-hadoop2.7		28d797751eff6ef16d5fa1e4f5a08f561267bead
com.dimajix.flowman	flowman-spark-testing	0.23.0-oss-spark3.0-hadoop2.7		5c4c89223023829e182af857a3fa19a0fd96313a
com.dimajix.flowman	flowman-spark-testing	0.23.0-oss-spark3.0-hadoop3.2		f94b58ddb76246d0d8073e1820d9262bedd50dad
com.dimajix.flowman	flowman-spark-testing	0.23.0-oss-spark3.1-hadoop2.7		78d49826c93867c228179b6d902e12fe255f4bce
com.dimajix.flowman	flowman-spark-testing	0.23.0-oss-spark3.1-hadoop3.2		a13bd41b903f124b0cc662a5248b59c5d385a228
com.dimajix.flowman	flowman-spark-testing	0.23.0-oss-spark3.2-hadoop2.7		526ee616cc0c752c6801f7bf069b41007399c313
com.dimajix.flowman	flowman-spark-testing	0.23.0-oss-spark3.2-hadoop3.3		7e244cf7ada53f729eec4e5062e87871daae3f69
com.dimajix.flowman	flowman-spark-testing	0.23.1		258fa3fc4c2df42d988d659d6c0d3f96a099c6d3
com.dimajix.flowman	flowman-spark-testing	0.23.1-cdh6-spark2.4-hadoop3.0		b90f6ac548805b8d869ede4da5ff784092e04231
com.dimajix.flowman	flowman-spark-testing	0.23.1-cdp7-spark2.4-hadoop3.1		b5d91b65d0168c607b694bac73ff43ecdb03bb21
com.dimajix.flowman	flowman-spark-testing	0.23.1-oss-spark2.4-hadoop2.6		850a94b3093420223fa71123c381370f705a5500
com.dimajix.flowman	flowman-spark-testing	0.23.1-oss-spark2.4-hadoop2.7		c29294a9a588a6a3138955e99f082135d60e4edd
com.dimajix.flowman	flowman-spark-testing	0.23.1-oss-spark3.0-hadoop2.7		0a385f1ee828cd8c4790173abb1b1c8908c7eb80
com.dimajix.flowman	flowman-spark-testing	0.23.1-oss-spark3.0-hadoop3.2		91d4aca2ab41389821a22b9d768ef9f8184a4207
com.dimajix.flowman	flowman-spark-testing	0.23.1-oss-spark3.1-hadoop2.7		146b75376f8a0dfc2978dd23711b04a4abeccdfa
com.dimajix.flowman	flowman-spark-testing	0.23.1-oss-spark3.1-hadoop3.2		ea8ce677dfcc482786be8c813beac6b735bc78bb
com.dimajix.flowman	flowman-spark-testing	0.23.1-oss-spark3.2-hadoop2.7		932895c8740fe6ef3cc93170de052d4effbc2337
com.dimajix.flowman	flowman-spark-testing	0.23.1-oss-spark3.2-hadoop3.3		e29067e63adada3de2d091206fb18176c5f19824
com.dimajix.flowman	flowman-spark-testing	0.24.0		596082fa04377a5215d70029c798d96c142e8466
com.dimajix.flowman	flowman-spark-testing	0.24.0-cdh6-spark2.4-hadoop3.0		0622991a8a5bcbf3a6af5f53c9498f33656d66f7
com.dimajix.flowman	flowman-spark-testing	0.24.0-cdp7-spark2.4-hadoop3.1		45ad14aac3f5aa04e2914aab350a99a9af2ec335
com.dimajix.flowman	flowman-spark-testing	0.24.0-oss-spark2.4-hadoop2.6		0bc9c75344bdbc004b12fde92c5c03c9902747b9
com.dimajix.flowman	flowman-spark-testing	0.24.0-oss-spark2.4-hadoop2.7		dab41b2fe11700aef3305bce31a1885d27dc4ce9
com.dimajix.flowman	flowman-spark-testing	0.24.0-oss-spark3.0-hadoop2.7		8150e3422c4e7e809a8b5745c950e4e1fcb5608a
com.dimajix.flowman	flowman-spark-testing	0.24.0-oss-spark3.0-hadoop3.2		d5a130e67b52b476ee9707d2cef083897044ba9e
com.dimajix.flowman	flowman-spark-testing	0.24.0-oss-spark3.1-hadoop2.7		4bab8707b8efa209b64c13119af28109f132e047
com.dimajix.flowman	flowman-spark-testing	0.24.0-oss-spark3.1-hadoop3.2		2c0809392e51565416070b31ecf4717f3f89275e
com.dimajix.flowman	flowman-spark-testing	0.24.0-oss-spark3.2-hadoop2.7		688668f3215a7e9b61480ae9312f882be562a5db
com.dimajix.flowman	flowman-spark-testing	0.24.0-oss-spark3.2-hadoop3.3		fb8feafa52c40f608611750dc9ead748f07c4cde
com.dimajix.flowman	flowman-spark-testing	0.24.1		7f89b06c4feef3c6eb9f891a95bbd3f74d6453a8
com.dimajix.flowman	flowman-spark-testing	0.24.1-cdh6-spark2.4-hadoop3.0		1a325838ba26cd54c0cb8249255f64f87a2451cb
com.dimajix.flowman	flowman-spark-testing	0.24.1-cdp7-spark2.4-hadoop3.1		41f1f37f7e3111f80efef91b29b66e9fdd9237de
com.dimajix.flowman	flowman-spark-testing	0.24.1-oss-spark2.4-hadoop2.6		88ef8514421306445a15c641a8ff2a7b79e8af50
com.dimajix.flowman	flowman-spark-testing	0.24.1-oss-spark2.4-hadoop2.7		2a490e728be1c08e836b88e28669022bee4b9b76
com.dimajix.flowman	flowman-spark-testing	0.24.1-oss-spark3.0-hadoop2.7		f34301ddd464bc0cb7f425d7cd495da029159e45
com.dimajix.flowman	flowman-spark-testing	0.24.1-oss-spark3.0-hadoop3.2		3c87c06fe64c2fc48d9d90cb9f323235079187b3
com.dimajix.flowman	flowman-spark-testing	0.24.1-oss-spark3.1-hadoop2.7		b1a40a7df098d88265ad46b575cf1ea3b3170fe8
com.dimajix.flowman	flowman-spark-testing	0.24.1-oss-spark3.1-hadoop3.2		6d15443be2f74e729e6c4bfa01e9520ea2be0b5f
com.dimajix.flowman	flowman-spark-testing	0.24.1-oss-spark3.2-hadoop2.7		3d21c6ba28f8a85228b15550ac30e5a9eb6127e3
com.dimajix.flowman	flowman-spark-testing	0.24.1-oss-spark3.2-hadoop3.3		d5175820fba0e30adcde40a20cc7d22131effbb5
com.dimajix.flowman	flowman-spark-testing	0.25.0		02f2e8be75e91aacf8fe0fca16690f1f48519adc
com.dimajix.flowman	flowman-spark-testing	0.25.0-cdh6-spark2.4-hadoop3.0		fa164e0a54840c46293025de62ee11d501a0d690
com.dimajix.flowman	flowman-spark-testing	0.25.0-cdp7-spark2.4-hadoop3.1		e93ed081d354ec08bd3df6891ade165476271b35
com.dimajix.flowman	flowman-spark-testing	0.25.0-oss-spark2.4-hadoop2.6		abacf1b363f2fa48dc8cb58ce2c56901da234c1e
com.dimajix.flowman	flowman-spark-testing	0.25.0-oss-spark2.4-hadoop2.7		7a0516a5b5f86385790a69bbb53a7e29de8c693b
com.dimajix.flowman	flowman-spark-testing	0.25.0-oss-spark3.0-hadoop2.7		1681532e86528f3f3e66f279061b1d69aa0b584d
com.dimajix.flowman	flowman-spark-testing	0.25.0-oss-spark3.0-hadoop3.2		c7bdf14ff28bbab85943e4a85d68db0be6a1590b
com.dimajix.flowman	flowman-spark-testing	0.25.0-oss-spark3.1-hadoop2.7		c8b8483d2dcdf8697beb5af3e49389141de82e25
com.dimajix.flowman	flowman-spark-testing	0.25.0-oss-spark3.1-hadoop3.2		f944a85f62ade4b33fbe30bcd507ef07aec716bc
com.dimajix.flowman	flowman-spark-testing	0.25.0-oss-spark3.2-hadoop2.7		05eeb8a8df40e9eebbf5b1975140b86ce9ba2a2c
com.dimajix.flowman	flowman-spark-testing	0.25.0-oss-spark3.2-hadoop3.3		42ec82e40e242169aedac87014b0c73238bd7dcf
com.dimajix.flowman	flowman-spark-testing	0.26.0-cdh6-spark2.4-hadoop3.0		8be2429898f6b0ef15e1b8e43553a7fa364fdd30
com.dimajix.flowman	flowman-spark-testing	0.26.0-cdp7-spark2.4-hadoop3.1		9f53b7665888f6c7c61429b8221c01a366c9dc9a
com.dimajix.flowman	flowman-spark-testing	0.26.0-oss-spark2.4-hadoop2.6		7c10e214988ecc7d6a14b6fc231fdbb78b5c5746
com.dimajix.flowman	flowman-spark-testing	0.26.0-oss-spark2.4-hadoop2.7		74212952dc51bebb2300bfc7807240c76a752929
com.dimajix.flowman	flowman-spark-testing	0.26.0-oss-spark3.0-hadoop2.7		29e5ad63764731b1e719700992714fec5a3f3c4e
com.dimajix.flowman	flowman-spark-testing	0.26.0-oss-spark3.0-hadoop3.2		912277b4a5cb31bb2c15a019764877b93e1281f1
com.dimajix.flowman	flowman-spark-testing	0.26.0-oss-spark3.1-hadoop2.7		84bbc3b447f4df7225aafed7e2a146fb71d5cdbd
com.dimajix.flowman	flowman-spark-testing	0.26.0-oss-spark3.1-hadoop3.2		09d4c5ab5d521ccd47b00d42524c825019278f8e
com.dimajix.flowman	flowman-spark-testing	0.26.0-oss-spark3.2-hadoop2.7		0138d24a106ec2a02ed4b6be9a46879ecef8c59d
com.dimajix.flowman	flowman-spark-testing	0.26.0-oss-spark3.2-hadoop3.3		3d6f84e3a6656a8e78c1b58ecd9bfb535c399c61
com.dimajix.flowman	flowman-spark-testing	0.26.0-oss-spark3.3-hadoop2.7		39152e09d253063c59d2ed77ee4997bcb3181918
com.dimajix.flowman	flowman-spark-testing	0.26.0-oss-spark3.3-hadoop3.3		a944b073c7b343241b3e0a68bf632d7d3a52d5b0
com.dimajix.flowman	flowman-spark-testing	0.27.0		c1368909945f7cba5f2826d1e30699d880a1a7ea
com.dimajix.flowman	flowman-spark-testing	0.27.0-cdh6-spark2.4-hadoop3.0		7a97319788f314b543d485a7550fdad735770885
com.dimajix.flowman	flowman-spark-testing	0.27.0-cdp7-spark2.4-hadoop3.1		8103bfb86adeb5e2beeaa831ab9973b9c9d3ecd9
com.dimajix.flowman	flowman-spark-testing	0.27.0-oss-spark2.4-hadoop2.6		177d2808bfcfaff8697f7fc1735b6cab4f8b8115
com.dimajix.flowman	flowman-spark-testing	0.27.0-oss-spark2.4-hadoop2.7		10b6eb810e92a8ed2bc110ad3d6e62b2370586da
com.dimajix.flowman	flowman-spark-testing	0.27.0-oss-spark3.0-hadoop2.7		eb78f85d5e1d4c177682513ba523f7b1d47c7d29
com.dimajix.flowman	flowman-spark-testing	0.27.0-oss-spark3.0-hadoop3.2		4c325e85b0f712daae69aa7fe46a0bf7fc05b527
com.dimajix.flowman	flowman-spark-testing	0.27.0-oss-spark3.1-hadoop2.7		e9d07e6937a11215512d596d70144ba25f436b67
com.dimajix.flowman	flowman-spark-testing	0.27.0-oss-spark3.1-hadoop3.2		b48220d83aa0010cc258b0192377ea375b6f3cbd
com.dimajix.flowman	flowman-spark-testing	0.27.0-oss-spark3.2-hadoop2.7		21896b17b2487037a4aaadc1fb66d61b9b59200b
com.dimajix.flowman	flowman-spark-testing	0.27.0-oss-spark3.2-hadoop3.3		acbbc79d7abf1e6f5717541a75a4c73dbe94852f
com.dimajix.flowman	flowman-spark-testing	0.27.0-oss-spark3.3-hadoop2.7		b15af1d2a5bd552c4bbfefd89146eb1aab69dd45
com.dimajix.flowman	flowman-spark-testing	0.27.0-oss-spark3.3-hadoop3.3		697d39fbc137c57dcbfd2e689da9eef3bc167d4b
com.dimajix.flowman	flowman-spark-testing	0.28.0		f31fcf9b3faa179d433963618f2d5ee32a60d255
com.dimajix.flowman	flowman-spark-testing	0.28.0-cdh6-spark2.4-hadoop3.0		fa0a3a726e93c0a7538500eee7f275b219563435
com.dimajix.flowman	flowman-spark-testing	0.28.0-cdp7-spark2.4-hadoop3.1		0a3ae0380fdbc08e12893b86500844e9d7abc0c5
com.dimajix.flowman	flowman-spark-testing	0.28.0-oss-spark2.4-hadoop2.6		97cdc13e88b773a8763a5d21f97812f2242b88a7
com.dimajix.flowman	flowman-spark-testing	0.28.0-oss-spark2.4-hadoop2.7		a6915580cc6bbea1a3096475cff96c246e126b14
com.dimajix.flowman	flowman-spark-testing	0.28.0-oss-spark3.0-hadoop2.7		2b58a95417485f5e58c50d7dde2c052f6887a8ea
com.dimajix.flowman	flowman-spark-testing	0.28.0-oss-spark3.0-hadoop3.2		36fcac271d492727e6cb055576b6ca927c7609c0
com.dimajix.flowman	flowman-spark-testing	0.28.0-oss-spark3.1-hadoop2.7		67f931fe95c8db5aea4b7495f2d4215a997a4f05
com.dimajix.flowman	flowman-spark-testing	0.28.0-oss-spark3.1-hadoop3.2		a532959af2cb6b6acfeeaa241e0166dacca8723a
com.dimajix.flowman	flowman-spark-testing	0.28.0-oss-spark3.2-hadoop2.7		f3be290894eb4fa4791b4b4af1961a72b925e520
com.dimajix.flowman	flowman-spark-testing	0.28.0-oss-spark3.2-hadoop3.3		c3ead630b17e442d60079a6e6721e9ee25c220a8
com.dimajix.flowman	flowman-spark-testing	0.28.0-oss-spark3.3-hadoop2.7		f3500db1cc78eb0177295681210198fc6e4c07e5
com.dimajix.flowman	flowman-spark-testing	0.28.0-oss-spark3.3-hadoop3.3		03dfc512dbcab580e28449296b7c4d566ff228ce
com.dimajix.flowman	flowman-spark-testing	0.29.0		54f664b43de3b59c84b75625936124b26452e5dd
com.dimajix.flowman	flowman-spark-testing	0.29.0-cdh6-spark2.4-hadoop3.0		cfcc39b3b7057de67196b288ac807e1859563e66
com.dimajix.flowman	flowman-spark-testing	0.29.0-cdp7-spark2.4-hadoop3.1		2cfbeb53e798081da3b2398feebb31e6188eaa4a
com.dimajix.flowman	flowman-spark-testing	0.29.0-emr6.8-spark3.3-hadoop3.2		8739dc1c74744a7fbe977a59a1974f2fa72d4fff
com.dimajix.flowman	flowman-spark-testing	0.29.0-oss-spark2.4-hadoop2.6		bdbf46d726510fd765679e054b6c61cc0681d4ff
com.dimajix.flowman	flowman-spark-testing	0.29.0-oss-spark2.4-hadoop2.7		d2795230090241e4f66297691ee4136945f24a45
com.dimajix.flowman	flowman-spark-testing	0.29.0-oss-spark3.0-hadoop2.7		514a0d88a924794c68b7e9d8d4b93e578738df1f
com.dimajix.flowman	flowman-spark-testing	0.29.0-oss-spark3.0-hadoop3.2		0b50ba4710c1bc83e28869e2ca3b86bcdec82bad
com.dimajix.flowman	flowman-spark-testing	0.29.0-oss-spark3.1-hadoop2.7		1331b435982250a99966e680465ac8aaa1417860
com.dimajix.flowman	flowman-spark-testing	0.29.0-oss-spark3.1-hadoop3.2		7ef49a586583d88053b38f93d25f567730e8cc5e
com.dimajix.flowman	flowman-spark-testing	0.29.0-oss-spark3.2-hadoop2.7		b021203cbe0ab189643fa0c72bac99c0be0cc3e3
com.dimajix.flowman	flowman-spark-testing	0.29.0-oss-spark3.2-hadoop3.3		dc0810cc2b9e9715ef7a1e6c30bf7b0d142ed452
com.dimajix.flowman	flowman-spark-testing	0.29.0-oss-spark3.3-hadoop2.7		f1b84cc524c0e7473dc8e05542ad0f9b647fbf45
com.dimajix.flowman	flowman-spark-testing	0.29.0-oss-spark3.3-hadoop3.3		894e22996aff57ac4eb5dbf62e0307106699bc0c
com.dimajix.flowman	flowman-spark-testing	0.30.0		314e687d9265281304272822483b6524e13c0af4
com.dimajix.flowman	flowman-spark-testing	0.30.0-cdh6-spark2.4-hadoop3.0		24c14266450f6804723ab3d4dc3ffe456ce7bd30
com.dimajix.flowman	flowman-spark-testing	0.30.0-cdp7-spark2.4-hadoop3.1		078e51dd30f21a8c7147460945aecea146539030
com.dimajix.flowman	flowman-spark-testing	0.30.0-cdp7-spark3.2-hadoop3.1		8e284e8f1ef054b98ed38421011ce23e8f74ba06
com.dimajix.flowman	flowman-spark-testing	0.30.0-emr6.9-spark3.3-hadoop3.3		466d3b605fff8eeafde6d0405787fa06fc94e2e8
com.dimajix.flowman	flowman-spark-testing	0.30.0-oss-spark2.4-hadoop2.6		bd3f0de2e814f9159479e182f1de7705dd25abe8
com.dimajix.flowman	flowman-spark-testing	0.30.0-oss-spark2.4-hadoop2.7		66468fee24318a9703feb87a336a8fec9c2142d8
com.dimajix.flowman	flowman-spark-testing	0.30.0-oss-spark3.0-hadoop2.7		2d32ada621284277f98e1c1e28105dc39ea41d41
com.dimajix.flowman	flowman-spark-testing	0.30.0-oss-spark3.0-hadoop3.2		75793b57d578fcd404b2b927f56dfeac18cdd2c8
com.dimajix.flowman	flowman-spark-testing	0.30.0-oss-spark3.1-hadoop2.7		92d805ebc3cb93dc67755d85f35e7c4437220e6e
com.dimajix.flowman	flowman-spark-testing	0.30.0-oss-spark3.1-hadoop3.2		48b13812bbcc97eeefbc8ab6b3ea17f0d0f5ba52
com.dimajix.flowman	flowman-spark-testing	0.30.0-oss-spark3.2-hadoop2.7		2ea861a5177698ee9f47a27d3531551a53e4b55a
com.dimajix.flowman	flowman-spark-testing	0.30.0-oss-spark3.2-hadoop3.3		0b6dee2fbb75670a1767047112e6714cab78cb03
com.dimajix.flowman	flowman-spark-testing	0.30.0-oss-spark3.3-hadoop2.7		777d53a0e2a3ef0414c02e882ffd2713d8b92e67
