ai.swim	swim-js	3.10.0		716721be9201abafcb0a77c3b0edf7e5f0f7edfb
io.github.ltttttttttttt	LazyPeopleHttp-lib-iosx64	2.1.6		N/A
io.github.ltttttttttttt	LazyPeopleHttp-lib-iosx64	2.1.6	metadata	2ddd16d14b3b19cee6d69681778dc663b6c44d1f
io.github.misaelemunoz	dynamiclist-proxy-iosx64	1.0.0		N/A
io.github.misaelemunoz	dynamiclist-proxy-iosx64	1.0.0	metadata	10b17cf74845c34d9bb8f4ff10cfafa65a2da2c1
io.github.misaelemunoz	dynamiclist-proxy-iosx64	1.0.1		N/A
io.github.misaelemunoz	dynamiclist-proxy-iosx64	1.0.1	metadata	81eac76a2079bdf2609d05985085f9db15898145
io.github.xjinyao	xcloud-common-job	1.10.0		c04fb11b4274d7289d3543ca99d9b1bf8ea9a8bd
io.matthewnelson.kmp-file	file-watchosx64	0.1.0		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.1.0	metadata	81bfb6fb36babcd3a22c9a994075a7f8120a8759
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha01		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha01	metadata	83e82c5cb576e64b20829a8bd19fb86b6f1b396c
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha02		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha02	metadata	83e82c5cb576e64b20829a8bd19fb86b6f1b396c
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha03		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha03	metadata	727ac77a0999f773f07a25b14d1d440e30655960
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha04		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha04	metadata	5a385bac8ff9618e29a1a3db5e2415345cba566f
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha05		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha05	metadata	5a385bac8ff9618e29a1a3db5e2415345cba566f
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha06		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-alpha06	metadata	5a385bac8ff9618e29a1a3db5e2415345cba566f
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-beta01		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-beta01	metadata	366f313c79b45ccff541ed19f256ef6eccf66026
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-beta02		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-beta02	metadata	53bc9242d2e2ac8baffdd90ce8909483d2ad4c61
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-beta03		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.1.0-beta03	metadata	6f31d43dff066cd63936b19fb026b7ff1c669bf5
io.matthewnelson.kmp-file	file-watchosx64	0.1.1		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.1.1	metadata	81bfb6fb36babcd3a22c9a994075a7f8120a8759
io.matthewnelson.kmp-file	file-watchosx64	0.2.0		N/A
io.matthewnelson.kmp-file	file-watchosx64	0.2.0	metadata	10653701f9577931ff7adf48dc73555da1bf05e3
io.peekandpoke.funktor	rest	0.86.0		cc355fe153cd219a417308a62b8c6f441fa23599
io.peekandpoke.funktor	rest	0.87.0		a59dc264df65657f9b8abc46d21d5e839910d76d
io.peekandpoke.funktor	rest	0.88.1		a59dc264df65657f9b8abc46d21d5e839910d76d
io.peekandpoke.funktor	rest	0.88.10		a59dc264df65657f9b8abc46d21d5e839910d76d
io.peekandpoke.funktor	rest	0.88.2		a59dc264df65657f9b8abc46d21d5e839910d76d
io.peekandpoke.funktor	rest	0.88.5		a59dc264df65657f9b8abc46d21d5e839910d76d
io.peekandpoke.funktor	rest	0.88.6		a59dc264df65657f9b8abc46d21d5e839910d76d
io.peekandpoke.funktor	rest	0.88.9		a59dc264df65657f9b8abc46d21d5e839910d76d
io.sermant	router-transmit-plugin	2.0.0		92dd6d441ad4d0fa3dcf2ca49618a62d9ca2e090
io.sermant	router-transmit-plugin	2.1.0		d1dbfd2ad7792e63ba01b7d226ac25d6a9c23b99
io.sermant	router-transmit-plugin	2.1.1		de9b285ab2b625e8e8e8fbacc21d59ef801192b4
io.sermant	router-transmit-plugin	2.1.2		684d894ba438c134f65a10fad691e63e32117bc9
io.sermant	router-transmit-plugin	2.2.0		dfaf4d3d2fa19b79d234461e11148124ffeecd1d
io.sermant	router-transmit-plugin	2.2.1		f014962e7c6a2e074eb422390422a5f7e83cd66f
io.skodjob	test-frame-metrics-collector	0.1.0		f9afa6036c72ab57e8c0211ac909e09d5cbdaa00
io.skodjob	test-frame-metrics-collector	0.1.1		5394f8cdd5e26a149e49d417b65f191857c6761d
io.skodjob	test-frame-metrics-collector	0.10.0		4bf25388fe96a1c0a2d257e6ac98768519768306
io.skodjob	test-frame-metrics-collector	0.11.0		8ad5bbd96a995b4e7275e1c2323680d40b095bde
io.skodjob	test-frame-metrics-collector	0.12.0		e7a940103b4a354101009ca436f6d708b98a6b9b
io.skodjob	test-frame-metrics-collector	0.2.0		9040af64ac726188482a74bea63f0471896646bf
io.skodjob	test-frame-metrics-collector	0.2.1		eb51b8685ce202c9f8c6aba966f22590d205076a
io.skodjob	test-frame-metrics-collector	0.3.0		f4ca0879634bf05b3f2af0370150150e312f3ad1
io.skodjob	test-frame-metrics-collector	0.4.0		3e0325be40017766ea5ccba7aeb8d0ec7959c0e7
io.skodjob	test-frame-metrics-collector	0.5.0		f05d3366d20c6a188d5a4e3eee803f33acfcd9e5
io.skodjob	test-frame-metrics-collector	0.6.0		f9bf0a42368756b6a3b3f5fa42fde8d769c9a1d9
io.skodjob	test-frame-metrics-collector	0.6.1		fcc93aaaf474a354de7e35bc75e9d880618f7bd5
io.skodjob	test-frame-metrics-collector	0.7.0		642ec2e8e8c534b36e28e8d19f771a251084f8e2
io.skodjob	test-frame-metrics-collector	0.7.1		096fc67150848f6929a5c63572a2f5f18ddbff77
io.skodjob	test-frame-metrics-collector	0.8.0		9b24e341a3f1bcd444b0202faf552b97864aa31a
io.skodjob	test-frame-metrics-collector	0.9.0		98361fdd772358e33a950d907b076f0a2ed2192d
net.anotheria	ano-plass	2.0.0		90fb91dbceded1ace2a5237f6895a3a364b445aa
net.anotheria	ano-plass	2.0.1		e04f3fda8210feec157898f8475deaff2fc3d8c9
net.anotheria	ano-plass	2.0.2		7b30ec3cd17ecd953c336211579d6cb1980a3153
net.anotheria	ano-plass	2.1.0		86a258ea52612199c03a7f45d9f17e395f28bee5
net.anotheria	ano-plass	2.1.1		3400072ea3d5e480f67cb5dc02490efa7ecc2e4f
net.anotheria	ano-plass	2.1.2		0cc822ccf7aed94ccae3a0608cb027d7635b6814
net.anotheria	ano-plass	2.1.3		e9e35d67a671d9e38c9addad6d36d825c6ec7da6
net.anotheria	ano-plass	2.1.4		184923738095894ada3ae9f04e63afd8daaea389
net.anotheria	ano-plass	2.1.5		0805393ead5c33daf4723d89b482b90951543b39
net.anotheria	ano-plass	2.1.6		5ddd9213783fa894d449cbfe7c934107f0a56227
net.anotheria	ano-plass	2.1.7		9a8f32a539c8a540812ae79ccc6312ee86318119
net.anotheria	ano-plass	4.0.0		2eb0ad5a2b3b1a85c4e7f69f68a02bf438514616
net.databinder	dispatch-times_2.9.0-1	0.7.8		7ccc4954c4d0e7f353ecd618a07f87889ee24c84
net.databinder	dispatch-times_2.9.0-1	0.8.1		427c7bcbfe99faa5d93a773a9ffc9efb2a13dc1d
net.databinder	dispatch-times_2.9.0-1	0.8.2		1ad026b524e90c64473dc7100e52a9be72265243
net.databinder	dispatch-times_2.9.0-1	0.8.3		4f7934c7bfd12cf8884d09461847e74ce222c6ce
net.fortytwo.smsn	monitron	1.1		9bffbc0b1079f53aa95d97dbc8e62120ef3258e5
net.fortytwo.smsn	monitron	1.2		2eaa289d98527519ee9d630e96fd2653a804acde
net.fortytwo.smsn	monitron	1.3		60881c0cb759b74bfdf3dda22f1a3dd02e9e8414
net.fortytwo.smsn	monitron	1.4		c409c3f28c8d33381cbe0a642874874db1264c8b
net.inveed	inveed-editor-shared-libs	0.0.1		e9c74726afc378e4486d2345b294c5f685df29ab
net.inveed	inveed-editor-shared-libs	0.0.2		4f77e36fdcff8059c9436d91cb8edc650a85b33a
net.inveed	inveed-editor-shared-libs	0.0.3		347d613e5f7c9160b72b837270d0e39d657c6245
net.inveed	inveed-editor-shared-libs	0.0.4		45b22491add21043a05edc7c88546a01ee8cef90
net.rosien	sniff-core_2.9.1	0.10		c258aaf237dc575358aa2dddafcb2320a4130050
net.rosien	sniff-core_2.9.1	0.11		37d6c98345c934a9609fca81257caed58e8993f8
net.rosien	sniff-core_2.9.1	0.7		5747c8fe0d62c8aab831d83bb1485875be03476c
net.rosien	sniff-core_2.9.1	0.8		1bce136d3d633595ec43f8e5a7d28df8591bd7e0
net.rosien	sniff-core_2.9.1	0.9		6c4eab9b0a44a55042656e1971517046745ec6fe
net.turnbig	spring-data-jdbcx	2.0.0		2f3dd761149e5bde8e2b7b4f337d1dd5bb4804b2
net.turnbig	spring-data-jdbcx	2.0.1		8f0f4967c514a4c1f57cffe8f438f2a171b51487
net.turnbig	spring-data-jdbcx	2.0.2		522c87e935c344b3928e1b57f270805637966f9c
net.turnbig	spring-data-jdbcx	2.0.3		562a42a6f6318f869d5ee57c0bac56f7a3742f65
net.turnbig	spring-data-jdbcx	2.0.4		307efd58b44a955d12d7572056fcb052e10bb19b
net.turnbig	spring-data-jdbcx	2.0.5		1e77e6a4a810013c05e848e921b1c21ac244483d
net.turnbig	spring-data-jdbcx	2.0.6		fc6364da0dc2dd22359a2e25bc716e2a91903a6d
nl.cloudfarming.client	sensor-fritzmeijer	1.0.10		90084cb1b46c18675773f7989c18c4f59e9f1c8c
nl.cloudfarming.client	sensor-fritzmeijer	1.0.12		17e270474aad84a86cb26e9246fd179db70190ed
nl.cloudfarming.client	sensor-fritzmeijer	1.0.17		91b66d7be33840513cd060afca079078f32f9ba4
nl.cloudfarming.client	sensor-fritzmeijer	1.0.20		0963e1860d1b04cc4b10a77167614c862205bdb9
nl.cloudfarming.client	sensor-fritzmeijer	1.0.21		4bc698d9396b8bb06692b907e1628154d589dde1
nl.cloudfarming.client	sensor-fritzmeijer	1.0.23		58dc7ca25ffa125bdc9fa8365bc3630bd2e8f717
nl.cloudfarming.client	sensor-fritzmeijer	1.0.24		4d0a15b6005a818c418857045075904037beb343
nl.cloudfarming.client	sensor-fritzmeijer	1.0.9		41a75a66993328390fe055beae87f4dedd9e4d32
org.apache.activemq.examples.broker	message-priority	1.1.0		0ecfedff0f303abc93aa86e02221da02338eb883
org.apache.activemq.examples.broker	message-priority	1.2.0		c406a87fb42e15775d64a20c239902fb658eeb15
org.apache.activemq.examples.broker	message-priority	1.3.0		e3ae16bf5e5a7c162f3dee832035b3235d6937b6
org.apache.activemq.examples.broker	message-priority	1.4.0		a2f8819f72d556c68d1e71d3d36e2f0cf63d7692
org.apache.activemq.examples.broker	message-priority	1.5.0		4318150c7de5710cde6d3dd7c2ce6f64b03aab08
org.apache.activemq.examples.broker	message-priority	1.5.1		1df8c9ab427c1df4ec1d4980acbb0c4cf44df5ff
org.apache.activemq.examples.broker	message-priority	1.5.2		7b5e425e50e083bafce272f27abf4ce7fe91361c
org.apache.activemq.examples.broker	message-priority	1.5.3		fdb0d32b2b5d390f9b37ee0685bb4de0dbf87c55
org.apache.activemq.examples.broker	message-priority	1.5.4		fa0334b2de8abf9ac58677608b6a4bce6465780d
org.apache.activemq.examples.broker	message-priority	1.5.5		5a5ef084d8fedf6e9b2f2d65bc97a044cfca5317
org.apache.activemq.examples.broker	message-priority	1.5.6		054fb98a8d7c7c45ec5e5b16735da86c229ee56d
org.apache.activemq.examples.broker	message-priority	2.0.0		ca7cf3724aa7b8c64ed49905e37f623692a9336a
org.apache.activemq.examples.broker	message-priority	2.1.0		a32b611d7a478cd27ac5c634584998421a32d1a6
org.apache.activemq.examples.broker	message-priority	2.10.0		4ddfae89eb55708e316183df2018d32538d2fa21
org.apache.activemq.examples.broker	message-priority	2.10.1		2ecbc2e28276ef2fb076039738c8d874bf740628
org.apache.activemq.examples.broker	message-priority	2.11.0		97af63b475322a542696fd128a56afa006e008a0
org.apache.activemq.examples.broker	message-priority	2.12.0		f9ae013f130de1abf6e9066efc86d179a5804d59
org.apache.activemq.examples.broker	message-priority	2.13.0		4e3ae8796a6f7d1c75a5b7230366bd1ea81797f1
org.apache.activemq.examples.broker	message-priority	2.14.0		b79945d7e60ecb3acd322812beaa6d7d2dd928ab
org.apache.activemq.examples.broker	message-priority	2.15.0		3cac5971db2de3d42501ddb974de85de905ebf1f
org.apache.activemq.examples.broker	message-priority	2.16.0		d98b1be3fd81f26267b423a27802d7cbfb76a65c
org.apache.activemq.examples.broker	message-priority	2.17.0		a5005c9792bacbee28654bf65c45c917fc0934a2
org.apache.activemq.examples.broker	message-priority	2.18.0		69de7165179b2cd3a3be099f7ab0c91d0cd48f56
org.apache.activemq.examples.broker	message-priority	2.19.0		3d3fd45381b0d42de304ec08efe49df65b93ccbc
org.apache.activemq.examples.broker	message-priority	2.19.1		3ddbfef71462906707912b7978cdf14f898d919c
org.apache.activemq.examples.broker	message-priority	2.2.0		cdf5c4fdfb66f736666c3939d31e7a927d55ee34
org.apache.activemq.examples.broker	message-priority	2.20.0		42ed5566d0b23a139abae98762358ddf75e3d106
org.apache.activemq.examples.broker	message-priority	2.21.0		80bdcb0e4389fa919d9bc6c236b22ce8c0c608aa
org.apache.activemq.examples.broker	message-priority	2.22.0		b386c6b6f86f1c12235de47f0454bba1a9721a75
org.apache.activemq.examples.broker	message-priority	2.23.0		fae62fb738fe39bf637481566dabc052afbbc30c
org.apache.activemq.examples.broker	message-priority	2.23.1		5b6a6464eea22f6dc236e71b84ea961bbb1982bb
org.apache.activemq.examples.broker	message-priority	2.24.0		bc0c17f2ef9bef878d7657946417d8517f71b3f2
org.apache.activemq.examples.broker	message-priority	2.25.0		0c79ec6195a57e1271d5fa4abe8e244a91b9de41
org.apache.activemq.examples.broker	message-priority	2.26.0		ce423908848c3eac33c9ae8968cdb3361ac62338
org.apache.activemq.examples.broker	message-priority	2.27.0		17bab1c1eb2f2878349088f3563323be5ceeb700
org.apache.activemq.examples.broker	message-priority	2.27.1		95f992ee65d1bb954690b29dc7783e8826ba49a9
org.apache.activemq.examples.broker	message-priority	2.28.0		79c2fcb8f172b076a1181a660b8466ece894b379
org.apache.activemq.examples.broker	message-priority	2.29.0		fd030bbf8549aac1b030772cb760b91fa2cf166e
org.apache.activemq.examples.broker	message-priority	2.3.0		5e6aa0236164d0b1211a697b830dd1fba0a19b3a
org.apache.activemq.examples.broker	message-priority	2.30.0		dc7934a3fb354d4e9a4c7106d19cd04aebab6815
org.apache.activemq.examples.broker	message-priority	2.31.0		596ebab939070474bbfd1eae3fedd72f68a32971
org.apache.activemq.examples.broker	message-priority	2.31.1		a1244285665243a5d5a127c943f95cbcb45fe777
org.apache.activemq.examples.broker	message-priority	2.31.2		3dd119ade607b1ffdd5f05628c42dc9a8128ab58
org.apache.activemq.examples.broker	message-priority	2.4.0		2cfc97702183a146b3fbdccf5103dfacbabe8407
org.apache.activemq.examples.broker	message-priority	2.5.0		6d316a699225eea8ca305d4e5b372dfb3e3d26ce
org.apache.activemq.examples.broker	message-priority	2.6.0		fd2158f698504119f05384a88d89ced12b40828c
org.apache.activemq.examples.broker	message-priority	2.6.1		850d1d6144ac70d2547035745d88491ae079bcec
org.apache.activemq.examples.broker	message-priority	2.6.2		bafc5dfdf67092ff05fc8223647c3c46d39ecefa
org.apache.activemq.examples.broker	message-priority	2.6.3		4593a1ad4c2abbd2c997c7795bac574d11b6274d
org.apache.activemq.examples.broker	message-priority	2.6.4		1a74d45afbd056d0133172bc62cea95a34a7ba5f
org.apache.activemq.examples.broker	message-priority	2.7.0		6a21de19a4fdaf1f7f600a1cc0d64ec65cf1bb47
org.apache.activemq.examples.broker	message-priority	2.8.0		228d84f8fa67fc184978a729ddeeccb391c229b3
org.apache.activemq.examples.broker	message-priority	2.8.1		613f0cc90dea6e279d7b421c88e6d424275860e8
org.apache.activemq.examples.broker	message-priority	2.9.0		9a46eeb57ab4de66b2968c1e65dac9b9bd9fa51c
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.1.0		f89c45a06b09ea7c7ba4b3386c8a20911395c2a6
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.10.0		394d0e30362f2b9daf98163551fc903e6d00a94e
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.10.1		35a817566479135bdb5a8a52cd8871fabbc535f9
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.11.0		65a7595da45deff5c4aaed7708aadcd23b95cb8b
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.11.5		778694fcca9ba638124becc34fa1f9352c36b0f4
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.2.0		274f3fb97ebe8f6ce7a6b8e8052edabdf2cb9c96
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.3.0		97a01de1a508dcb175b231ba2096c51e225558c2
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.4.0		0fb9332711ac32f89e42fc550e1569d573127296
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.4.4		6cfcf5eaba3a0d69dab1cde3134da88ec92943da
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.5.0		0412b6a892dc2e37d4fc45d701bec7bde6f33e13
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.6.0		a37c43df0f77f6ddd14a77921a719fc4b710c551
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.6.1		f0f367c2292c70c928520d0ffa5604044f6667d3
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.7.0		ed915c7110eb5c112d4fc63f539d4aacfc64f5b9
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.7.1		28f713dbf751534851afe07f8f14ac7b8701ec08
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.7.2		fd08369ba1ff99fc2dedfaa471050ecf696b904c
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.7.3		2c918414d4028cdd8997f216e019910e4334bc95
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.8.0		6d5f2a41c2541743d1011c29e795e5757d05dffb
org.apache.camel.kafkaconnector	camel-kubernetes-pods-kafka-connector	0.9.0		fa4cfe89d87c65d1ce949b5c00104f9d1f67f1aa
org.apache.commons	commons-geometry-examples-io	1.0-beta1		e245de6d96cde0d3ecf2229ea4347af393e3b57c
org.apache.hadoop	hadoop-hdds-interface-admin	1.0.0		22d1479fbc968dbbf705c966e82d714b73604f34
org.apache.hadoop	hadoop-hdds-interface-admin	1.1.0		dcdd62eab4bcb9bc4b8428e656badce3456b49fc
org.clapper	sbt-markdown-plugin	0.3		a4d56b054dd04fb2169047b9a2304b66a3334df7
org.clapper	sbt-markdown-plugin	0.3.1		2e5ddef72af681a7c610372c9379d76f92650f6c
org.coosproject.messaging	standalone	1.0.0		dec57ac9bde882c53c0a4c9396490d390cf7dd24
org.coosproject.messaging	standalone	1.0.0	jar-with-dependencies	2f36f61c5a766e8e64cbd0230246007708979c8f
org.coosproject.messaging	standalone	1.0.1		4f6522a3d5004a8778a3a8f9871cb3db5f1a3034
org.coosproject.messaging	standalone	1.0.1	jar-with-dependencies	58a653143a9a892050378ed4dfebe4baa29d4244
org.coosproject.messaging	standalone	1.0.2		1c9a6e7204fb59cecc945b4ba2651caf6cd011e3
org.coosproject.messaging	standalone	1.0.2	jar-with-dependencies	2595a18db380db08d286e2ce3bac9b373253fbab
org.coosproject.messaging	standalone	1.1.0		c8aad307fb6556add19f7001a3a31ee5f5157975
org.coosproject.messaging	standalone	1.1.0	jar-with-dependencies	7537508c5f9ea34b0f282fadfe5821138b5d9b11
org.coosproject.messaging	standalone	1.2.0		6c5a75cbc9c93f20d12c4076beb1a163e6280005
org.coosproject.messaging	standalone	1.2.0	jar-with-dependencies	12484513430d45da28493c0d91de64e808f9dd7d
org.coosproject.messaging	standalone	1.2.1		1d3f67a6c393f3e41619efdc73bba0aa6bb16a5b
org.coosproject.messaging	standalone	1.2.1	jar-with-dependencies	fff112e7b4bccfaf936cc8184d306214169549de
org.coosproject.messaging	standalone	1.2.10		328511171fdb105962b63b5f086a1a03fe252dff
org.coosproject.messaging	standalone	1.2.10	jar-with-dependencies	3a4ab94f23002f65423133fec050c85d2ca55fa3
org.coosproject.messaging	standalone	1.2.2		44e9aeadc038c0df6d375098ffd31c75edb20741
org.coosproject.messaging	standalone	1.2.2	jar-with-dependencies	20ff24206818d1141ea9c7bdbe1910cd1bfd31ff
org.coosproject.messaging	standalone	1.2.3		51dfc46cc86444fccc8b57ad1bbedcc57fe30187
org.coosproject.messaging	standalone	1.2.3	jar-with-dependencies	0c49035011423751064450759566a19b6a2c3d05
org.coosproject.messaging	standalone	1.2.7		4437243a1d488b6a1e8b9b9a013e19ba95395151
org.coosproject.messaging	standalone	1.2.7	jar-with-dependencies	ed48f0dc0ad46170f6ec0fccdb3ef9e13fd07565
org.coosproject.messaging	standalone	1.2.8		8f7b42ed76a8765a037aa291c7dd5de9e0aced09
org.coosproject.messaging	standalone	1.2.8	jar-with-dependencies	ec7d3be0a40eca908ac63b10ed54c4a0a136659c
org.coosproject.messaging	standalone	1.2.9		e6d28c33bec8d03f6c0657bad36fc5e3466068e4
org.coosproject.messaging	standalone	1.2.9	jar-with-dependencies	9d06a2231cc065fdf35ca97b8ce93429742206e6
org.coosproject.messaging	standalone	1.3.0		b719f33f1d4338a0344708c746b4da9918271a24
org.coosproject.messaging	standalone	1.3.0	jar-with-dependencies	1a71ba25c904b345ec6af5df6481db52f0a786f1
org.coosproject.messaging	standalone	1.3.1		a0f7adcc0dce6a147c0c40c2bcd8ab1ff08fa098
org.coosproject.messaging	standalone	1.3.1	jar-with-dependencies	d3725e97b430ed43a0a98d36d51202f977ff2238
org.duracloud.mill	looping-storagestats-taskproducer	2.1.0		3e7148e86c4e9cbfb7bfb740eb1d34652de4327f
org.duracloud.mill	looping-storagestats-taskproducer	2.1.1		b53d9571efec2e67253e14815a5d16b4747b84d4
org.duracloud.mill	looping-storagestats-taskproducer	2.2.0		88524d1a71920c19d9477d2fa41e71afaf7e9e7b
org.duracloud.mill	looping-storagestats-taskproducer	2.2.1		1d05375015688026c578593883bfaf865c2b0473
org.duracloud.mill	looping-storagestats-taskproducer	2.2.2		eb42b1f5c738fef619a7926ff2ee06a8283aa335
org.duracloud.mill	looping-storagestats-taskproducer	2.2.3		e2253a6bca9241d75d24a301be33197e2c87f632
org.duracloud.mill	looping-storagestats-taskproducer	2.2.4		38eb4e4369f535336c9a7c6c7ca6866eaecdb5c8
org.duracloud.mill	looping-storagestats-taskproducer	2.2.5		e25ea2a9d7c6b8f31ee0f9622d5269583d63d85a
org.duracloud.mill	looping-storagestats-taskproducer	2.2.6		42e58dad38a3e1871b664b1667040d00204208ff
org.duracloud.mill	looping-storagestats-taskproducer	2.3.0		41da9e8af921a55293ae360faaf4c0a7771f9f2f
org.duracloud.mill	looping-storagestats-taskproducer	2.4.0		59df32730455a9f83484a87c304dd56769c1495c
org.duracloud.mill	looping-storagestats-taskproducer	2.4.1		9ecbad660fc01f86e12529f577b6aca08cd84f13
org.duracloud.mill	looping-storagestats-taskproducer	2.5.0		c8b6aebe785e81aa9242976f15385355c0601b41
org.duracloud.mill	looping-storagestats-taskproducer	2.5.1		0bedcb042f1bcc380a0082acff6ab1a1958f606a
org.duracloud.mill	looping-storagestats-taskproducer	2.5.2		5c0932932c8ba6f50ba59421a3bc3fd2554042b3
org.duracloud.mill	looping-storagestats-taskproducer	2.5.3		eb43f80fb78bb4be1468706aef14281e17e3e9de
org.duracloud.mill	looping-storagestats-taskproducer	2.6.0		c6a406234919c02927bf3b503a2d38a122a0a6c2
org.duracloud.mill	looping-storagestats-taskproducer	2.7.1		325b2d58306269699af8d90ebdaafea0123f7dfa
org.duracloud.mill	looping-storagestats-taskproducer	2.7.2		4a110c7b132a0ca5bd6ddd81a70f3fc2f9561aa1
org.duracloud.mill	looping-storagestats-taskproducer	2.7.3		6013f6fd467ac583b8936b582d6ee783129ca320
org.duracloud.mill	looping-storagestats-taskproducer	2.7.4		f8b62e77333a5095868485e2f6afe2cb4b72b695
org.duracloud.mill	looping-storagestats-taskproducer	2.7.5		4e1c00fa7de7060cadf1b00324726ea163952dfa
org.duracloud.mill	looping-storagestats-taskproducer	3.0.0		df19376f1eba614e5b47c348f65c7b21de234e27
org.duracloud.mill	looping-storagestats-taskproducer	3.1.0		ce0ec72c8ee5be843e7278e4408443d48a650199
org.duracloud.mill	looping-storagestats-taskproducer	3.2.0		88147efe8fef483398dae8d9d8c42260037f76fb
org.duracloud.mill	looping-storagestats-taskproducer	4.0.0		fd9a35b71ac5c22a29b113de8126faebb26f4ec0
org.duracloud.mill	looping-storagestats-taskproducer	4.1.0		a233819116d1e3b37f184f536e4baa4b80977857
org.duracloud.mill	looping-storagestats-taskproducer	4.1.1		6c2379bafd03676d22cb5048cbd77393c05ba091
org.duracloud.mill	looping-storagestats-taskproducer	4.2.0		f6942b4e7460c3618fac0b6ff6e1890a2a7583d0
org.duracloud.mill	looping-storagestats-taskproducer	5.0.0		193ea8397aec156c8eeab401b8ee62254b76a878
org.duracloud.mill	looping-storagestats-taskproducer	5.1.0		b04065025010e86523337fe286a46740926159cc
org.duracloud.mill	looping-storagestats-taskproducer	5.1.1		5fcf8d19e63ddc36ef987ab417643a282ab15405
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.26.0		6dea12ef47e9df58a80eeaa99f647fb57bf8bee4
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.26.3		d6d66ea74ee68784e5b406b2f92d2787f1bf8907
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.26.4		d7b5323706599d805f34fddef6e2929b1bbf1499
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.26.5		79ed10a20dd085ca6db551247ca9bd36f97956a0
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.26.6		ac507d65cca97855aad092ddb91c4e85daae19ea
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.27.0		16a046ed598409a548047ae5295cbe0ed4647ab0
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.27.1		f864a0940599857aa4ec0c9011a0bf2563d0bcac
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.28.0		47c8334133e5c83512afa69bfe783b57572b4138
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.28.1		e7d402212de8a2223fe7e44c43b12cda388e331f
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.28.2		d2ade292b127256460fbdf40aaa97b8843a96fc8
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.29.0		1e6d40617d4d04b95d569eadade6ca3eb61bc316
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.29.1		e76d5d3e37846aac9f2862c070800d0fb17c71e4
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.30.0		cfaf3010eb9d1e6de992c3cc7b1b29e16997f037
org.finos.legend.engine	legend-engine-xt-relationalStore-databricks-pure	4.30.1		b6c24473a2602e230ebd4280e0334c5b8644dc21
