ant4eclipse	ant4eclipse	0.5.0.rc1		9f30d5e2ffa11196fdfc248338cb0508a2e5dd1f
de.adorsys.psd2	xs2a-impl	7.4		aa4f1d494c3039f039dbfe43896025dbf8c4394f
de.adorsys.psd2	xs2a-impl	7.4.1		d5616937116b8f832bdf14fba7197f7679652088
de.adorsys.psd2	xs2a-impl	7.5		3bf8765b8b88d4ee8e82806de4df826445d48cf6
de.adorsys.psd2	xs2a-impl	7.5.1		1fd010d48926d15f0c6246e3987954efa1db5e63
de.adorsys.psd2	xs2a-impl	7.6		e05b8f1a327ad2c6681c493de8516db96d49eff8
de.adorsys.psd2	xs2a-impl	7.6.1		9dba2ab25c960bd65638c160f48f7dc420532dc5
de.adorsys.psd2	xs2a-impl	7.6.10		0c08c4df76c6b3efc2715ea7374e26f8b9fc45ac
de.adorsys.psd2	xs2a-impl	7.6.11		8fb71fea0071e5f6f599a103df4b81dfd98a1754
de.adorsys.psd2	xs2a-impl	7.6.12		6cfd3aa5f5c419374f99cb86b4dc84cc47567c40
de.adorsys.psd2	xs2a-impl	7.6.13		300df7d6127b8d182e1ae7cbf42ab9b93b6ed431
de.adorsys.psd2	xs2a-impl	7.6.14		19e47aef818562378edd055eba4e0552fea73f8f
de.adorsys.psd2	xs2a-impl	7.6.15		0087fbfe1236f49cfdf9307785115dc6031b0d07
de.adorsys.psd2	xs2a-impl	7.6.2		68854f4842470303c113c63d8f98461e91c21a77
de.adorsys.psd2	xs2a-impl	7.6.3		20cbb0b75798eb4e35fb304d61b1390598489dab
de.adorsys.psd2	xs2a-impl	7.6.4		dacc15b440c436a7d61935bf5bb8dfd6f58573fe
de.adorsys.psd2	xs2a-impl	7.6.5		2215f3ae7596f864cfcc72bb60f671840ea81b3a
de.adorsys.psd2	xs2a-impl	7.6.6		9f86017ccd93745544891618471f05735fc44dbe
de.adorsys.psd2	xs2a-impl	7.6.7		d54c07c111b9ce94ba20d3344ae9b65ec86b956e
de.adorsys.psd2	xs2a-impl	7.6.8		52472c16f617fb792da567d064dc282126488bba
de.adorsys.psd2	xs2a-impl	7.6.9		27e45b9f37e78daaffcd092c9ba52661ba91ae85
de.adorsys.psd2	xs2a-impl	7.7		9448b335b4322d757272767dd2eb00565797cf6d
de.adorsys.psd2	xs2a-impl	7.8		deb76250d94c5171483f5daaa442b87908e3a438
de.adorsys.psd2	xs2a-impl	7.9		6a55efbd6e578877522b1b1759d54637c66d5594
de.adorsys.psd2	xs2a-impl	8.0		cb266853f0b337dd0457c85df46ba56657be8312
de.adorsys.psd2	xs2a-impl	8.0.1		5629bc5c93ac7d600611372056c0d7d6fb949370
de.adorsys.psd2	xs2a-impl	8.1		4aa465871ea3fc22eb33ba2999afd89ad7d1f3dc
de.adorsys.psd2	xs2a-impl	8.10		ed8393e5f3d34ee75277b52c4707498e3efe66de
de.adorsys.psd2	xs2a-impl	8.11		6711b6c4163c869e28b3a5a4e9e46b7d8062041f
de.adorsys.psd2	xs2a-impl	8.12		0810d50a1cd502fe75b960c10b2e99ed40031f0b
de.adorsys.psd2	xs2a-impl	8.13		0b65b25f0e46f897b5b3554ff3d6bd7c77488467
de.adorsys.psd2	xs2a-impl	8.2		5e11117cd88df52740641ecf79f5012d77c0d8d7
de.adorsys.psd2	xs2a-impl	8.3		dc75c9b277b4d6676cf725b87573f9fe745552cc
de.adorsys.psd2	xs2a-impl	8.4		be84a0d9a0d917c23dfe812a22aa76551e8c0362
de.adorsys.psd2	xs2a-impl	8.5		eda6c1eea3a19fd3ef2e888fedd0189162c9ca13
de.adorsys.psd2	xs2a-impl	8.6		d7a859933264b4c4b874f4d76f813db8d3af6070
de.adorsys.psd2	xs2a-impl	8.7		a64b76570ce75278f4477ddea68a3ee84ff4f7ec
de.adorsys.psd2	xs2a-impl	8.8		414d288480cccd1167c3c121391438ad27df1901
de.adorsys.psd2	xs2a-impl	8.9		9fc73389314b62b8fbf5fb49bc33017fb00effca
de.adorsys.psd2	xs2a-impl	9.0		4ff86369c3e780050e01396ff9819c54cbe3d2a8
de.adorsys.psd2	xs2a-impl	9.1		dd8647e436003a5e47bac32b0ed458c52e3aa6a8
de.adorsys.psd2	xs2a-impl	9.10		08171f33e2482de59842a8f9fa20fe2c6cd92864
de.adorsys.psd2	xs2a-impl	9.2		a7fa6098d4fac34ca01727b9fc0a2e5800f8e592
de.adorsys.psd2	xs2a-impl	9.3		125a2493b7b99158cc2ba98ce55a1a3619e72270
de.adorsys.psd2	xs2a-impl	9.4		397ceab1e2a743ff2a384bb7f0e5bc1df5759da6
de.adorsys.psd2	xs2a-impl	9.5		c79859484d46d70aff877bf66646dd6b511cf5ec
de.adorsys.psd2	xs2a-impl	9.6		aceaabb4bce97c3da20fdd4fc423280c6bb671f7
de.adorsys.psd2	xs2a-impl	9.7		c6a2832baece4bee7eaf8e339d32d58b25cc10be
de.adorsys.psd2	xs2a-impl	9.8		a657d094736d16a79d7848a170797f54c67cb1e0
de.adorsys.psd2	xs2a-impl	9.9		da09b223be7635cd27e779c1df11ff8df69308e3
de.dentrassi.eclipse.neoscada.core	org.eclipse.scada.da.server.exporter.modbus	0.3.0		0f92bac5c5ef19eb40bbac23c4ec874697b22eeb
dev.codesoapbox	dummy4j	0.1.0		c5a5de3bcef7d36ac120a594df6f3f2fd4f63d19
dev.codesoapbox	dummy4j	0.1.2		f594aad5be12bae691900590bf5140b6962f31dd
dev.codesoapbox	dummy4j	0.1.3		62c7c35c44b3cc27eacdbd505be831910ac444a2
dev.codesoapbox	dummy4j	0.10.0		891c0e4cc659ddde5f8de21cc9ec3f4bceef5991
dev.codesoapbox	dummy4j	0.10.1		41ea9f4877cbac64ce3a1e16a428f448a40addb9
dev.codesoapbox	dummy4j	0.11.0		ac9ec3f080ebf8cc04116d66425881b0aa8dbf98
dev.codesoapbox	dummy4j	0.2.0		303ec150e10eefec7682fdb294ffb7c5c3c65e65
dev.codesoapbox	dummy4j	0.3.0		9ac81d3cdf29c936f637c4681b985f62d9caea18
dev.codesoapbox	dummy4j	0.3.1		5247dd0fbece2acbc0e624e5aa1098bb31ed082f
dev.codesoapbox	dummy4j	0.4.0		12092c61ead9aebdaae67e422cb628b8745fc084
dev.codesoapbox	dummy4j	0.5.0		26bdad0964f9d9875c074f98def1691c89d63218
dev.codesoapbox	dummy4j	0.6.0		e55554031e107aca37ccb73915768754c929d88a
dev.codesoapbox	dummy4j	0.7.0		876a0d8ca7ac30e47fe15147343b749e43b4ec72
dev.codesoapbox	dummy4j	0.7.1		e61a5cec3ac85f18658a8c424962de36a4430e36
dev.codesoapbox	dummy4j	0.7.2		6c88dbab7096bc30f1e9c8de2c63c1ba8bce7d21
dev.codesoapbox	dummy4j	0.7.3		dca6f15970ee13e88da7e0f7bd35caf71f683767
dev.codesoapbox	dummy4j	0.8.0		45af035ede53006a580bcad2e9360a713cf92562
dev.codesoapbox	dummy4j	0.9.0		93a6ebc2d5b4e36ffe09383876fae36484547d08
dev.langchain4j	langchain4j-community-llm-graph-transformer	1.0.0-beta4		5da8224119e61b003284f91ee2546ac93d6e0700
dev.langchain4j	langchain4j-community-llm-graph-transformer	1.0.0-beta5		8df4b066f1d7c1aeb9e649c1eb509325b54161dd
excalibur-i18n	excalibur-i18n	1.0		c74a991f33bf459210ffc7906857c6201d94a08c
excalibur-i18n	excalibur-i18n	1.1		486bed4836c9c33ab8e6a63727e257a40ddf7e0e
excalibur-i18n	excalibur-i18n	1.1-RC1		299dd69fb1da93953540b37385779bc562bb707e
hu.icellmobilsoft.dookug	dookug-bom-all-jee10	1.0.0		N/A
hu.icellmobilsoft.dookug	dookug-bom-all-jee10	1.1.0		N/A
hu.icellmobilsoft.dookug	dookug-bom-all-jee10	1.2.0		N/A
io.annot8	annot8-components-temporal	0.5.0		9c61903d73bb7cbd482aa9c77e7af77b0e3be91f
io.annot8	annot8-components-temporal	1.0.0		46e9b226bbcf5acf8786d7560e8454af9e317d67
io.annot8	annot8-components-temporal	1.1.0		bf7fecd7a60f041d20c241604d47b0def3033dc6
io.annot8	annot8-components-temporal	1.2.0		00fa9be984138cbb83612af8410ac41d09d75e8d
io.annot8	annot8-components-temporal	1.2.2		19b7d1d35bb3463240abad7c5e1f6116fe5aa83b
io.bidapp.networks	pangle	2.3.0		N/A
io.bidapp.networks	pangle	2.3.5		N/A
io.getunleash	unleash-android	0.1.2-beta.0		N/A
io.getunleash	unleash-android	0.1.2-beta.1		N/A
io.getunleash	unleash-android	0.1.2-beta.3		N/A
io.getunleash	unleash-android	0.1.2-beta.4		N/A
io.getunleash	unleash-android	0.1.2-beta.5		N/A
io.getunleash	unleash-android	0.1.2-beta.6		N/A
io.getunleash	unleash-android	1.0.0		N/A
io.getunleash	unleash-android	1.0.0-rc.1		N/A
io.getunleash	unleash-android	1.0.0-rc.2		N/A
io.getunleash	unleash-android	1.0.1		N/A
io.getunleash	unleash-android	1.1.1		N/A
io.getunleash	unleash-android	1.2.0		N/A
io.getunleash	unleash-android	1.2.1		N/A
io.getunleash	unleash-android	1.2.2		N/A
io.getunleash	unleash-android	1.3.0		N/A
io.getunleash	unleash-android	1.3.1		N/A
io.getunleash	unleash-android	1.3.2		N/A
io.getunleash	unleash-android	2.0.0		N/A
io.getunleash	unleash-android	2.0.1		N/A
io.github.dftrakesh	shopify-graphql-api	1.0.0		625116fb2ca033d9efbbf7b9d61e9af388d2aeaa
io.github.dftrakesh	shopify-graphql-api	1.0.10		b2dfbf0dc0b37b2d56d22a9bbd230c034ad05172
io.github.dftrakesh	shopify-graphql-api	1.0.11		e570d39fe0e338a9335a0ce3ca66e3b994c759db
io.github.dftrakesh	shopify-graphql-api	1.0.12		1f611ebc05f18e5bb2a5d81cde12e7845c8908a6
io.github.dftrakesh	shopify-graphql-api	1.0.13		6745d3502b069e8250c9fe6c66f1c802ad76d861
io.github.dftrakesh	shopify-graphql-api	1.0.14		0d2b2c80385dd4be2c34a4b56e66d6efe98fed4b
io.github.dftrakesh	shopify-graphql-api	1.0.15		f33b1979b75dc81ee4730035d326b2c5f39ffa94
io.github.dftrakesh	shopify-graphql-api	1.0.16		442314cfec90db3160d13a801318026436efcb59
io.github.dftrakesh	shopify-graphql-api	1.0.17		f240d90f8296a6974ab843a6fb4da5507713a621
io.github.dftrakesh	shopify-graphql-api	1.0.18		610c190ca67703859ac920aa0e78c5aea6a7594c
io.github.dftrakesh	shopify-graphql-api	1.0.19		0ab4de720d242ee2af8130bcd62d9e7351aee6f5
io.github.dftrakesh	shopify-graphql-api	1.0.2		01d9ec389f72a7aef2e384e36838e16ff77bf7b9
io.github.dftrakesh	shopify-graphql-api	1.0.20		4711be9b4011a1857f8eee2d7126cb02ca439de1
io.github.dftrakesh	shopify-graphql-api	1.0.21		92b288190a3f79bc4957c503f631eef7e10d84f5
io.github.dftrakesh	shopify-graphql-api	1.0.23		0e708934d91c14b6454018415edbbb4cc85eb732
io.github.dftrakesh	shopify-graphql-api	1.0.24		3d6b33ee3c26111349df23b400e9dfb99f4688a6
io.github.dftrakesh	shopify-graphql-api	1.0.25		63cecd48aa9bc8476376fd78fb9e4ec63118e155
io.github.dftrakesh	shopify-graphql-api	1.0.26		d9ef46ff55a65d49287608fb21dc0a9a83a3bb03
io.github.dftrakesh	shopify-graphql-api	1.0.27		ba5b143b1ebd2651c1528d75ffd62b4d4ff65cf8
io.github.dftrakesh	shopify-graphql-api	1.0.28		32d74ae3482d5c86a61ad04b37da7877e6421866
io.github.dftrakesh	shopify-graphql-api	1.0.30		49cabe3c98f07a3b64456d81eeb4c93cc75f5e40
io.github.dftrakesh	shopify-graphql-api	1.0.31		7c6653b4372cc78f2dce66441f13c35379c2bb8a
io.github.dftrakesh	shopify-graphql-api	1.0.32		e2b340f4db1f6f20c14c579bbbf109fd60a20b60
io.github.dftrakesh	shopify-graphql-api	1.0.34		ff22b80e870b0f59712123878858af2a1276b336
io.github.dftrakesh	shopify-graphql-api	1.0.4		58102dfe9bd45fa4e5e8ddfc6b2637cbeb7d2c2a
io.github.dftrakesh	shopify-graphql-api	1.0.5		7058fb932a9badfcf184253330acec6ad1dae825
io.github.dftrakesh	shopify-graphql-api	1.0.7		ad82d19f480b26978c379ad21993af9f3970b579
io.github.dftrakesh	shopify-graphql-api	1.0.9		8bd1c53de1c0a8fb6d6bd254291c3f22aa14b456
io.github.landrynorris.analytiks	analytiks-iossimulatorarm64	0.0.1		N/A
io.github.landrynorris.analytiks	analytiks-iossimulatorarm64	0.0.1	metadata	bf6b737ace5e6dd38052979296b2df953486f290
io.github.landrynorris.analytiks	analytiks-iossimulatorarm64	0.0.2		N/A
io.github.landrynorris.analytiks	analytiks-iossimulatorarm64	0.0.2	metadata	0159ac1af15b07a0af380311e7d6eecb844cf48e
io.github.landrynorris.analytiks	analytiks-iossimulatorarm64	0.0.3		N/A
io.github.landrynorris.analytiks	analytiks-iossimulatorarm64	0.0.3	metadata	2b173336fa9af60a2952757e1709270d443b1889
io.github.landrynorris.analytiks	analytiks-iossimulatorarm64	0.1.0		N/A
io.github.landrynorris.analytiks	analytiks-iossimulatorarm64	0.1.0	metadata	960c75b341e7c1063153d9a0951ac6fcb09fd218
io.github.mightguy	symspell-service	6.6.130		07ee6b81410389ee93c9891ddfc69b56824bad85
io.github.mightguy	symspell-service	6.6.152		19b2f8cfb2dbdf332fae46b5aeb5a79a1ce3111e
io.github.mightguy	symspell-service	6.6.154		a7afdd9b61a79306b5b173b9dc3747413a835cbf
io.github.sunny-chung	kotlite-stdlib-processor-plugin	0.2		14c7c78e5702321a33e757f14dee0c2242c0c9b9
io.github.sunny-chung	kotlite-stdlib-processor-plugin	1.0.0		166e47d2d61fd2e78f5628673aa3cd98b18669a9
io.github.terminological	r6-generator	0.3.0		N/A
io.github.terminological	r6-generator	0.3.1		N/A
io.github.terminological	r6-generator	0.4.0		N/A
io.github.terminological	r6-generator	0.4.1		N/A
io.github.terminological	r6-generator	0.5.0		N/A
io.github.terminological	r6-generator	0.5.1		N/A
io.github.terminological	r6-generator	0.5.2		N/A
io.github.terminological	r6-generator	0.5.3		N/A
io.github.terminological	r6-generator	0.5.4		N/A
io.github.terminological	r6-generator	0.5.5		N/A
io.github.terminological	r6-generator	0.5.6		N/A
io.github.terminological	r6-generator	0.6.0		N/A
io.github.terminological	r6-generator	0.6.1		N/A
io.github.terminological	r6-generator	1.0.0		N/A
io.github.terminological	r6-generator	1.1.0		N/A
io.github.yufucn	jbp.multitenancy	1.0.2		388e10822a3fa558bb88168773bc9b7aac4c4401
io.github.yufucn	jbp.multitenancy	1.0.3		88905bb1f0add5acf0b85664d632dbb71a997492
io.kevinlee	extras-doobie-newtype-ce3_2.12	0.38.0		7bcffc3f2d23315ddb5307a3a165b3b6379c1e58
io.kevinlee	extras-doobie-newtype-ce3_2.12	0.39.0		072f102e5996af2939e6e999b51792c12c074e82
io.kevinlee	extras-doobie-newtype-ce3_2.12	0.40.0		1eac95398bfa76a8bdeb2243a1952dff21a541f9
io.kevinlee	extras-doobie-newtype-ce3_2.12	0.41.0		5725b5eeefe83beaeb1beefa6701b297e17a09c2
io.kevinlee	extras-doobie-newtype-ce3_2.12	0.42.0		0621a6e9b876d7c35f23b99ec63f52fd885be66f
io.kevinlee	extras-doobie-newtype-ce3_2.12	0.43.0		372bc9a9323a7b3ace9868ed30bf785787ea39f0
io.kevinlee	extras-doobie-newtype-ce3_2.12	0.44.0		cadbbf8093147e7520e990f417d2696089e5a117
io.ktor	ktor-client-jvm	2.0.0		6820bc76b2419813c21800350963861791733bb2
io.ktor	ktor-client-jvm	2.0.0-beta-1		7afa26df5d1b63eec0d990b66eb9030fcf8e1862
io.ktor	ktor-client-jvm	2.0.0-rc-1		c2ec006b73a3e0b6fe9d2a69d6b0b0efed56b1c5
io.ktor	ktor-client-jvm	2.0.1		80ef5d4365203776bfb9c0ddfbed59880bddcc33
io.ktor	ktor-client-jvm	2.0.2		9d6ec20c6bedfda8798cce4980fd98dc756fc2f2
io.ktor	ktor-client-jvm	2.0.3		ba5f937eee88e8f8536d053ccd4dcbde17520709
io.ktor	ktor-client-jvm	2.1.0		429a4179c5dc839768b6302e098e7d1cab43f370
io.ktor	ktor-client-jvm	2.1.1		2e4d641211d756ebb08f700f72b686b8d4b8dca5
io.ktor	ktor-client-jvm	2.1.2		6bd5915907ecee5150cc59f7e3a25a1f8f55c3f2
io.ktor	ktor-client-jvm	2.1.3		b885db311bd25c61d75224ab7e2ef24554bc0c32
io.ktor	ktor-client-jvm	2.2.0		07098cbb87ad88c5ec6f6da8f3dd55271afbc27c
io.ktor	ktor-client-jvm	2.2.1		2a16ac7eb9df304b54be3721ac0167bc01b2f268
io.ktor	ktor-client-jvm	2.2.2		af19e27e7bc08ce72c70921cf527ae2716294144
io.ktor	ktor-client-jvm	2.2.3		b69b9859816559401170385293c42d37c8dd00a3
io.ktor	ktor-client-jvm	2.2.4		9982e2c43c7342dc31ef976d08868a4ba8b00c32
io.ktor	ktor-client-jvm	2.3.0		ce67cd7683a875ff32736e25ab964f91d4371537
io.ktor	ktor-client-jvm	2.3.1		9043dd2e2538cea8e0491079f6b265e8d4d6ec59
io.ktor	ktor-client-jvm	2.3.10		da622739bdcd561ced28089e68ccf5bd096655bd
io.ktor	ktor-client-jvm	2.3.11		2c90502afce10490baa3798b78db55468bf977a6
io.ktor	ktor-client-jvm	2.3.12		906a2c16157d32823ba05efc67f7c2b98db6e7ec
io.ktor	ktor-client-jvm	2.3.13		37c56506fcf27d155da62edff55c3d8616e591d3
io.ktor	ktor-client-jvm	2.3.2		22eb9a31c52631b9d7520570f4aa352fa5265864
io.ktor	ktor-client-jvm	2.3.3		94f6bf1aad8267f6bb651b455a077955fb41a0ec
io.ktor	ktor-client-jvm	2.3.4		d7de9ecac3b21edb9bc920cdc15159696437874b
io.ktor	ktor-client-jvm	2.3.5		490fefcee9c03037ab00d7fe3961f62905228747
io.ktor	ktor-client-jvm	2.3.6		8037b018cec3e3749c756890ee9d8e866a561bf1
io.ktor	ktor-client-jvm	2.3.7		f031640bfef680ad6992cc77ec7c7924de23fa22
io.ktor	ktor-client-jvm	2.3.8		864a25c2b7fd88c61e26e739d7263fe9bfde46de
io.ktor	ktor-client-jvm	2.3.9		512400535135751ff995d3f1ea097ef553feb2e9
io.ktor	ktor-client-jvm	3.0.0		e905f5996e0fea7c46e6bc9b72f93bf4ac7f6d7f
io.ktor	ktor-client-jvm	3.0.0-beta-1		87c7fcaa05fa5386d170307ad4886020d22166f0
io.ktor	ktor-client-jvm	3.0.0-beta-2		e361f07c41da869ea3a1c05ebba84587ca711fc0
io.ktor	ktor-client-jvm	3.0.0-rc-1		14bfa94112498d45e1137f30bda21e971f25555d
io.ktor	ktor-client-jvm	3.0.0-rc-2		3fa5cc87289845aa443383230493823acc974986
io.ktor	ktor-client-jvm	3.0.1		6ac51b6cee15ab99122f638d9dac415abbef3d05
io.ktor	ktor-client-jvm	3.0.2		91834cd5da261ba149a30be97147ed0f6fa92b0a
io.ktor	ktor-client-jvm	3.0.3		83f3830b20f11c69ea7293cff9a0dd3c77418b99
io.ktor	ktor-client-jvm	3.1.0		471ba7f53308f76d0ab4b9dd3394ec1f83397b92
io.ktor	ktor-client-jvm	3.1.1		0164a2a0846366d7d229a9b1253643442ae637e5
io.ktor	ktor-client-jvm	3.1.2		2925c91592cd228e52c645356716b7246a93e1b6
io.ktor	ktor-client-jvm	3.1.3		517b0352990484c656af33268eb984195c25bb97
io.logz.sawmill	sawmill	1.1.45		N/A
io.logz.sawmill	sawmill	1.1.46		N/A
io.logz.sawmill	sawmill	1.1.47		N/A
io.logz.sawmill	sawmill	1.1.48		N/A
io.logz.sawmill	sawmill	1.1.50		N/A
io.logz.sawmill	sawmill	1.1.51		N/A
io.logz.sawmill	sawmill	1.1.52		N/A
io.logz.sawmill	sawmill	1.1.53		N/A
io.logz.sawmill	sawmill	2.0.11		N/A
io.logz.sawmill	sawmill	2.0.14		N/A
io.logz.sawmill	sawmill	2.0.15		N/A
io.logz.sawmill	sawmill	2.0.16		N/A
io.logz.sawmill	sawmill	2.0.17		N/A
io.logz.sawmill	sawmill	2.0.18		N/A
io.logz.sawmill	sawmill	2.0.19		N/A
io.logz.sawmill	sawmill	2.0.20		N/A
io.logz.sawmill	sawmill	2.0.21		N/A
io.logz.sawmill	sawmill	2.0.22		N/A
io.logz.sawmill	sawmill	2.0.23		N/A
io.logz.sawmill	sawmill	2.0.28		N/A
io.logz.sawmill	sawmill	2.0.29		N/A
io.logz.sawmill	sawmill	2.0.4		N/A
io.logz.sawmill	sawmill	2.0.6		N/A
io.logz.sawmill	sawmill	2.0.7		N/A
io.logz.sawmill	sawmill	2.0.9		N/A
io.logz.sawmill	sawmill	v2.0.15		N/A
io.openliberty.features	io.openliberty.internal.versionless.appSecurity-3.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.internal.versionless.appSecurity-3.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.internal.versionless.appSecurity-3.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.internal.versionless.appSecurity-3.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.internal.versionless.appSecurity-3.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.internal.versionless.appSecurity-3.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.internal.versionless.appSecurity-3.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.internal.versionless.appSecurity-3.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.internal.versionless.appSecurity-3.0	25.0.0.4		N/A
it.tidalwave.bluemarine2	bluemarine2-application-javafx-linux-aarch64-embedded-jre	1.1-ALPHA-1		N/A
net.dreamlu	mica-nats	2.7.15		6a1678f843b2a3f3f6d5d35dd0b684ed978e2d63
net.dreamlu	mica-nats	2.7.17		ca04a63e37f71bb92b0bac4f5915e53e2cad624f
net.dreamlu	mica-nats	2.7.17.1		03abb53efec590ac9404094b4386af9de3188069
net.dreamlu	mica-nats	2.7.18		d9ffc7657aa35c3e0d2b48cb1ad109a7d847bdc6
net.dreamlu	mica-nats	2.7.18.1		b4a461fa5beef3fb459f47f8d5046d266682b249
net.dreamlu	mica-nats	2.7.18.2		07677e77510414c2a88994b610b4580bfefd6442
net.dreamlu	mica-nats	2.7.18.3		6079dcbe71da1b131ad5713d83d974ae5966b243
net.dreamlu	mica-nats	2.7.18.4		9a07a36d5ba1a9e171a4ab5def288a91c37b8ac7
net.dreamlu	mica-nats	2.7.18.5		2417b3e200ba47d834827411707961eb43e83839
net.dreamlu	mica-nats	3.1.10		4e4a6b718a55159b8194ef18c3f01d983ca2d4bf
net.dreamlu	mica-nats	3.1.11		6c9625098d303ce909498e95bc3ab1804fe769fd
net.dreamlu	mica-nats	3.1.12		ae40da20daf729f60809b57dae99ec7da5a85419
net.dreamlu	mica-nats	3.1.3		1d8ac6723557fad524622d31227731685e2317ef
net.dreamlu	mica-nats	3.1.5		59270b6136cfc6dc1c204d3aa5947c117ad08671
net.dreamlu	mica-nats	3.1.5.1		e90f7a992a30f53280f496dfdd32c8b525695088
net.dreamlu	mica-nats	3.1.6		de6a603a72db5e4974dc118d6243651fd8e043da
net.dreamlu	mica-nats	3.1.7		6fa1e23ef2d7eb67cf9e682cfbbb05e119730688
net.dreamlu	mica-nats	3.1.9		c2bdc598a2b167dc5fc07c30bf60c16fcbb4334f
net.dreamlu	mica-nats	3.2.0		50e96ad7d739d16be7b6cc6d885f692c53fbef37
net.dreamlu	mica-nats	3.2.1		342953fc2066f4e07e5ab97d91a79f354aefc890
net.dreamlu	mica-nats	3.2.2		a698efc358c5f09c2989830531a9445c641eaf40
net.dreamlu	mica-nats	3.2.3		f71c8c67d771ae05cbe19111a3bed7eb8ac4f403
net.dreamlu	mica-nats	3.2.4		c9af33473b519d5566132215506d9548291fbbd2
net.dreamlu	mica-nats	3.2.5		80b296430476be5fe4c9cc3b7e71131149fd9ce5
net.dreamlu	mica-nats	3.2.6		8457befe6ec6ca07f51c9eadbb826eff498c35e8
net.dreamlu	mica-nats	3.3.0		168097719e74bae6dabe675dfecdefa9a80e711b
net.nemerosa	resources	0.1.3		f95bff8e563857cf29860dc9247a8a845f36678b
net.nemerosa	resources	0.2.0		e3b394454177e346f551d588007e81bb72d57392
net.nemerosa	resources	0.3.0		7c77831a3511b180eb6380e86b4442e3770bbdca
net.nemerosa	resources	0.4.0		ee26519d6e70749bb6af7562a6b7b48f446455b2
net.ripe.rpki	rpki-validator-app	2.10		ef1b99d37966c971c37e97f5d7d491b8f59d6607
net.ripe.rpki	rpki-validator-app	2.11		27c5a558a777afd245d119e63ad4632a2b6deeeb
net.ripe.rpki	rpki-validator-app	2.11.1		3f2ca3b084533f7942caea8f2ebcb53649646b72
net.ripe.rpki	rpki-validator-app	2.12		30d84fef8f03030f6518352545185438d650c7d1
net.ripe.rpki	rpki-validator-app	2.13		426b6a459067d2ae4a60106366985228519c5022
net.ripe.rpki	rpki-validator-app	2.14		256e6bf3934995a008857bcfa0d039c3f87458c0
net.ripe.rpki	rpki-validator-app	2.15		04dfa9d8d8f59530f2b5d19fc6595c65b00e98eb
net.ripe.rpki	rpki-validator-app	2.16		17951073c8263348b1a9f5f1232e0fe7819ef37e
net.ripe.rpki	rpki-validator-app	2.17		3c80ef9e9ed787eb9ed0257f013ded0d5c8421d7
net.ripe.rpki	rpki-validator-app	2.18		cba65a0b23f6d4c0ec059c7d04e6d6d103bdb483
net.ripe.rpki	rpki-validator-app	2.19		00ecc3abffd57831147793a7ae05b0083face5a1
net.ripe.rpki	rpki-validator-app	2.20		26c2f5d0db2adc87134c78b1298bb883053a99f0
net.ripe.rpki	rpki-validator-app	2.22		2160898ac29c106180ac5a70ccfc8e10ef675033
net.ripe.rpki	rpki-validator-app	2.23		fdbe7d7df05e8d0bea2725e4af5008bb085a5685
net.ripe.rpki	rpki-validator-app	2.24		be9b4c89ed804ff71765f834d5e9c4ba98d303eb
net.ripe.rpki	rpki-validator-app	2.27		b8995de18ebacf33610bb55c2e5c223d263c1e8e
net.ripe.rpki	rpki-validator-app	2.7		8dba774a63c72b2916bc97b8f8d33f128038e84c
net.ripe.rpki	rpki-validator-app	2.8		7d4ee253e02bd80ab2478233fb720a9550331bb0
net.ripe.rpki	rpki-validator-app	2.8.1		c563d2a8ddb606bfca6cec295af46564472340de
net.ripe.rpki	rpki-validator-app	2.9		c3e432a40038910ab6c38d95cad644f033c7e32c
net.sf.ehcache	management-ehcache	2.7.1		213c5a2fa43e7cdec11471830eec461025e1ebfa
net.sf.ehcache	management-ehcache	2.7.2		5c6d5bbf3275b1c1ac42bbef550b82974c9fb6f8
net.sf.ehcache	management-ehcache	2.7.3		5d23803db26d231bace632d0fd7492438ecb9cb0
net.sf.ehcache	management-ehcache	2.7.4		1beb8e27291529918fe3147275844326a884eed7
net.sf.ehcache	management-ehcache	2.7.5		11f3390d6c6ae304e5f366d2289cbe5a5d6cea67
net.sf.ehcache	management-ehcache	2.7.6		929b4361281567dfb725cff98fcac7138234bacb
net.sf.ehcache	management-ehcache	2.7.7		64e373cc21699cc5ac6d8dec5870fc7e171075ed
net.sf.ehcache	management-ehcache	2.7.8		c91eb031447cdf149156bdefb4f4dc4fcf16b1c0
net.sf.ehcache	management-ehcache	2.8.0		f2fff9a5bd53f397668e699dd26bc78c67fdba28
net.sf.ehcache	management-ehcache	2.8.1		0e2e4e55ae4918addbd754902e9be58b32e11208
net.sf.ehcache	management-ehcache	2.8.2		ffbe39550f7c8eb63ccc01462eac83ff1f91acc8
net.sf.ehcache	management-ehcache	2.8.3		908bc4eb748a4631ca38be32be634690e5036141
net.sf.ehcache	management-ehcache	2.8.4		a220acae36861400a1e0bab915550d95d1e62f7f
