at.molindo	molindo-webtools-logreplay	1.0.0		78ac61a3250e1a1edf9d71d66a2d3fc32590da12
de.larmic.butterfaces	components	2.1.12		7f62d5ddff7f0a7f113f848d9305bc4d8c352833
de.larmic.butterfaces	components	2.1.13		0ddfc90181c01442692fa373a6a83cef8f1dff21
de.larmic.butterfaces	components	2.1.14		81d70e0ef46b300dea95c676a0250a80b5238cf2
de.larmic.butterfaces	components	2.1.15		fa60dca8783df9cb911912f05b3ab4847a025a1a
de.larmic.butterfaces	components	2.1.16		ed3d8d376228b76cb349bd60e0e6119065f2853b
de.larmic.butterfaces	components	2.1.17		ad0668ffff0e2e942277ad1ef1a5ab8d03d0b4e2
de.larmic.butterfaces	components	2.1.18		a298b02e33bb242c536a39d2f5024daed6006774
de.larmic.butterfaces	components	2.1.19		6d46469e1271fd29e7efb100e11d809f62ffbb08
de.larmic.butterfaces	components	2.1.2		daed6bb007c9999081c295255c7ee2f41a722b22
de.larmic.butterfaces	components	2.1.20		b10ca699739c0b84e20e34a7df1f97cc2ba30ad3
de.larmic.butterfaces	components	2.1.21		ab085b628d3c2d278307da9ef9eee848abb76fe2
de.larmic.butterfaces	components	2.1.22		cfd14719fd25eb318c35e65178848bb7c663fd4d
de.larmic.butterfaces	components	2.1.23		0b7b91b74d50b613ff17364366eb5dee1eae82a8
de.larmic.butterfaces	components	2.1.24		399583c2112ab5dc3d9912f7c43dc6861c09db50
de.larmic.butterfaces	components	2.1.25		1adf2b541dc2c94ab0ad761b4824c122eb0228a0
de.larmic.butterfaces	components	2.1.3		807843a2d47adf37e9bb551c52b590aee68cc463
de.larmic.butterfaces	components	2.1.4		8947862fc1d7a273521e8eca927af76847558e47
de.larmic.butterfaces	components	2.1.5		0b68fdecb45e6d6c083edc13c4b5a8915bd9fa6b
de.larmic.butterfaces	components	2.1.6		dd3df0f89e89f379dac6805a71869cc2f27517ca
de.larmic.butterfaces	components	2.1.7		7b300d9087a50f33fa5c6837dd2037f4c8e57c9d
de.larmic.butterfaces	components	2.1.8		04901f3ac926b3ec2fc0cee73e661923b5c855e5
de.larmic.butterfaces	components	2.1.9		83b25ecd469b97aa60e2d897912ba13e2df405cc
de.larmic.butterfaces	components	3.0.0.CR1		32d34e3c61360f425fad6ed1cebb586d935fb6c7
de.larmic.butterfaces	components	3.0.0.CR2		72524e1bde4f0dc2212eefa854832c7ecf5b2be5
de.larmic.butterfaces	components	3.0.0.CR3		5df7f7384492f1735bbc4a5483524f0b56ba2cf7
de.larmic.butterfaces	components	3.0.0.CR4		837a91bc4cb394e1fa8aa9eda7de70ed651f63ff
de.larmic.butterfaces	components	3.0.0.CR5		3e2d117c5d33a93fafcde505aaf6131fc7dc8537
de.larmic.butterfaces	components	3.0.0.CR6		bc6973b3b3674b98ccfaf01f965dec6733562de8
de.larmic.butterfaces	components	3.0.0.CR7		afda840d92d6cefa312ad3cbcdfd3319ed3175af
de.larmic.butterfaces	components	3.0.0.CR8		3fbe615953a9bbb1fe722d5c6d6e27005a019e00
de.larmic.butterfaces	components	3.0.0.CR9		611551cf544aa5a1bac58a27aaa796c96abb9d60
dev.appkr	tools-spring-boot-starter	0.0.1-RELEASE		N/A
dev.appkr	tools-spring-boot-starter	0.0.1-RELEASE	plain	f5f2b20063daadf712a236aebde6acf317b6b688
dev.appkr	tools-spring-boot-starter	0.1.0-RELEASE		N/A
dev.appkr	tools-spring-boot-starter	0.1.0-RELEASE	plain	b2cfce133585d7e5e1b7fb37ee6651b4257548bb
dev.appkr	tools-spring-boot-starter	0.1.1-RELEASE		N/A
dev.appkr	tools-spring-boot-starter	0.1.1-RELEASE	plain	cc67a409e1bee6e5cfbbb0a7cd88c761007f4ac9
dev.appkr	tools-spring-boot-starter	0.1.2-RELEASE		N/A
dev.appkr	tools-spring-boot-starter	0.1.2-RELEASE	plain	0c0a3b5964fa82a5277b9b95a5ea8939accdfea8
fr.jcgay.maven.color	maven-color	3.0.1		N/A
hu.icellmobilsoft.jaxb	openapi-jaxb-test	2.0.0		N/A
io.exoquery	exoquery-engine-watchosarm64	2.1.0-1.1.0.PL		N/A
io.exoquery	exoquery-engine-watchosarm64	2.1.0-1.1.0.PL	metadata	45ae1b5a1af6126ba12fcd4590f1510eb168cdfc
io.exoquery	exoquery-engine-watchosarm64	2.1.0-1.1.1.PL		N/A
io.exoquery	exoquery-engine-watchosarm64	2.1.0-1.1.1.PL	metadata	c15c8d17e53fd6c7f57439dd9938170519052c83
io.exoquery	exoquery-engine-watchosarm64	2.1.0-1.1.2.PL		N/A
io.exoquery	exoquery-engine-watchosarm64	2.1.0-1.1.2.PL	metadata	9cccd9df47f41802084150ed3eca7f030570311c
io.exoquery	exoquery-engine-watchosarm64	2.1.20-1.1.2.PL		N/A
io.exoquery	exoquery-engine-watchosarm64	2.1.20-1.1.2.PL	metadata	5b46cceb3c9091b07c38977f41e154111a77a585
io.ginko	docuware-java-client	1.0.0		a57bb626ca118e69c9a0b5f4fe70aa68a30e9315
io.ginko	docuware-java-client	1.0.1		9709094d5c6da3eb8828de4357484cee97eecedf
io.ginko	docuware-java-client	1.0.2		9eb47051ca5095bc757944f48e1eeb7199c9c0db
io.github.charlietap.chasm	validator-linuxx64	0.2.2		N/A
io.github.charlietap.chasm	validator-linuxx64	0.6.0		N/A
io.github.charlietap.chasm	validator-linuxx64	0.6.1		N/A
io.github.charlietap.chasm	validator-linuxx64	0.7.0		N/A
io.github.charlietap.chasm	validator-linuxx64	0.7.1		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.0		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.1		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.2		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.3		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.4		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.41		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.42		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.5		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.51		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.52		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.53		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.6		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.61		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.62		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.63		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.64		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.65		N/A
io.github.charlietap.chasm	validator-linuxx64	0.9.66		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	0.14.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	0.14.0	metadata	98cc98f750721850ccb32896afc600dadc8eb512
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	0.15.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	0.15.0	metadata	393f1098f93f21951843ce15a0e9073fa1a50986
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	0.15.1		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	0.15.1	metadata	c594b73d5de22b92c6bdf418025d9572edb2c9a3
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	1.0.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	1.0.0	metadata	2c3ecd0321f602606bf3a67f9fe447b434f2b65a
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	1.1.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	1.1.0	metadata	0f15118baadea8d3b253b0fa599db87e3cdb91d1
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	1.2.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	1.2.0	metadata	fc156b6779347a7d550446164288807ccec1ed0f
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	1.2.1		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	1.2.1	metadata	fc3b236fdef441892bfe5d7cc5d872b48de3a2bb
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	1.3.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	1.3.0	metadata	2c6d0b6acd991e191afad24471a6ad92e4a00dea
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	2.0.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	2.0.0	metadata	0d04ec1c7747e74f3c24e54332aee2711687fb1f
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	2.0.1		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	2.0.1	metadata	e872c353633c3c422ec9f06bb511ef094c37d8e6
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	2.1.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	2.1.0	metadata	c09e1db720ad63ecbb68222064ac561b688bcef1
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	2.2.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	2.2.0	metadata	2762283b7230cfb1a2488a8b5884bc787709eff1
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	2.3.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iossimulatorarm64	2.3.0	metadata	414e40e1151123fae407476e4c483444781dc4b9
io.github.github-yoyo	yoyo-base	0.0.0.1		N/A
io.github.github-yoyo	yoyo-base	0.0.0.2		N/A
io.github.github-yoyo	yoyo-base	0.0.0.3		N/A
io.github.github-yoyo	yoyo-base	0.0.0.4		N/A
io.github.github-yoyo	yoyo-base	0.0.0.5		N/A
io.github.github-yoyo	yoyo-base	0.0.0.6		N/A
io.github.github-yoyo	yoyo-base	0.0.0.7		N/A
io.github.github-yoyo	yoyo-base	0.0.0.8		N/A
io.github.github-yoyo	yoyo-base	1.0.0.0		N/A
io.github.github-yoyo	yoyo-base	1.0.0.2		N/A
io.github.github-yoyo	yoyo-base	1.0.0.3		N/A
io.github.github-yoyo	yoyo-base	1.0.0.4		N/A
io.github.github-yoyo	yoyo-base	1.0.0.5		N/A
io.github.github-yoyo	yoyo-base	3.7.2.10		N/A
io.github.github-yoyo	yoyo-base	3.8.5.0		N/A
io.github.github-yoyo	yoyo-base	4.1.0.3		N/A
io.github.kyay10	prettify-kotlin-annotation	1.0		c7fc2cb58735207dc2e7635fa5cc92255b2b39d9
io.github.rhdunn	xqt-kotlinx-json-rpc-watchosarm32	1.0.1		N/A
io.github.rhdunn	xqt-kotlinx-json-rpc-watchosarm32	1.0.1	metadata	05995e4c02e29cff7c559d5ab4e6d9baf2ddd4e1
io.github.rhdunn	xqt-kotlinx-json-rpc-watchosarm32	1.0.2		N/A
io.github.rhdunn	xqt-kotlinx-json-rpc-watchosarm32	1.0.2	metadata	d90e5fe54a47ae2f440ecb9a9224a8ff6b62ae8d
io.github.rhdunn	xqt-kotlinx-json-rpc-watchosarm32	1.0.3		N/A
io.github.rhdunn	xqt-kotlinx-json-rpc-watchosarm32	1.0.3	metadata	13006c4104d9d05d6e62a5ae76b6427a4aa5399e
io.github.simplifier-ag	simplifier-plugin-api_2.12	0.6.0		cf1fb15274379d74c332aa23b1d82460848b47e7
io.github.woody230	ktx-intl	4.0.1		5aa3e9badb47b2d43367ff28cb0efdc174d02c54
io.github.xiaoyudeguang	easy-trunker	1.2.0-RELEASE		a4fa4f0cb4157b0641e4d1c4d966ffafaa3c5ac8
io.github.xiaoyudeguang	easy-trunker	1.2.1-RELEASE		e014052f7b501e2d066439843ba74227b762a157
io.github.xiaoyudeguang	easy-trunker	1.2.10-RELEASE		d48b64b37f34c3641260c9f417938838d6cc65b1
io.github.xiaoyudeguang	easy-trunker	1.2.11-RELEASE		381d1c08e4c8482cee0f6cad46c906860f2de872
io.github.xiaoyudeguang	easy-trunker	1.2.12-RELEASE		a9958061006b61721de9e762dccae9300c6b22cb
io.github.xiaoyudeguang	easy-trunker	1.2.13-RELEASE		f3b4e961dfca1eff23a457beac4d59df2b73c7ad
io.github.xiaoyudeguang	easy-trunker	1.2.14-RELEASE		5248e920a844ab45ac3b0bda6c4e1765c9a6cd97
io.github.xiaoyudeguang	easy-trunker	1.2.15-RELEASE		c26a539f1943f8baa8c578ce8ad24541171308aa
io.github.xiaoyudeguang	easy-trunker	1.2.16-RELEASE		ba48eacb93879539ab4131e4ef3cba55a0231dd3
io.github.xiaoyudeguang	easy-trunker	1.2.17-RELEASE		7118ee5d5d7f5c8c06654579a623761792ae4d3b
io.github.xiaoyudeguang	easy-trunker	1.2.18-RELEASE		c76d2e4defd06235811c94893d39693794495bee
io.github.xiaoyudeguang	easy-trunker	1.2.20-RELEASE		efd38f5c7a8a0fe9d395d0a81a08c575dfc83240
io.github.xiaoyudeguang	easy-trunker	1.2.21-RELEASE		c1612bbef7e6bd05d7898cd881c7907a16b2fa79
io.github.xiaoyudeguang	easy-trunker	1.2.22-RELEASE		8aa61116930c8be18525bc39fedd09c1cebce0f9
io.github.xiaoyudeguang	easy-trunker	1.2.23-RELEASE		13bd56d8b1f53af982ccf3b9efb9a39736132a37
io.github.xiaoyudeguang	easy-trunker	1.2.24-RELEASE		b6fafec634e03d4de9bb35e53d15807e79a53b62
io.github.xiaoyudeguang	easy-trunker	1.2.25-RELEASE		9db40328ce6e6f9bdaedf15ba5485bc17ca00a02
io.github.xiaoyudeguang	easy-trunker	1.2.3-RELEASE		1d5294f99b7036cd1e8417543a31134e4f9fdfed
io.github.xiaoyudeguang	easy-trunker	1.2.31-RELEASE		01c510d32958e7e58165d0516bf5410d48679041
io.github.xiaoyudeguang	easy-trunker	1.2.32-RELEASE		2ce02c4187d6e327faa625087372fe119b1a75ba
io.github.xiaoyudeguang	easy-trunker	1.2.4-RELEASE		42583f845be2f62c9a38552da5fe511f88119e7a
io.github.xiaoyudeguang	easy-trunker	1.2.5-RELEASE		be3ca2eebacabafeba7a867482db8731c1e3bc63
io.github.xiaoyudeguang	easy-trunker	1.2.6-RELEASE		64ba58b7f9b66ae669b3329d82f7f5f2d93e8948
io.github.xiaoyudeguang	easy-trunker	1.2.7-RELEASE		e48ffa3920aef17221eb1050c509dffaa2bdce63
io.github.xiaoyudeguang	easy-trunker	1.2.8-RELEASE		158f1adf4b9cf1487899ce68fc3bcf3e904fc986
io.github.xiaoyudeguang	easy-trunker	1.2.9-RELEASE		2967248fdec980df9d9e1e595bcc68bc93164364
io.github.xiaoyudeguang	easy-trunker	1.3.0-RELEASE		355aa798740969823583fd1489f53f6d59c09297
io.github.xiaoyudeguang	easy-trunker	3.0.3-RELEASE		3eed51a890ae5b4be625bc70125b96ecae032dbf
io.github.xiaoyudeguang	easy-trunker	3.0.4-RELEASE		89c09a1b58b50f6e9099c350010b26fd7884a881
io.github.xiaoyudeguang	easy-trunker	3.0.5-RELEASE		ae56fecc54322119db50788f428a389b25f2c6d8
io.github.xiaoyudeguang	easy-trunker	3.0.6-RELEASE		97b5f05ca9f342f29341e82868ca250119177392
io.github.xiaoyudeguang	easy-trunker	3.0.7-RELEASE		15f9945906f302629e6b500bbaeedefce56f61ed
io.github.xiaoyudeguang	easy-trunker	3.0.71-RELEASE		6275797191a5fb0cc8a5597597977450116b6873
io.github.xiaoyudeguang	easy-trunker	3.0.8-RELEASE		a0bc80d2a2ac1d188e8db8666475d6c87b11f598
io.github.xiaoyudeguang	easy-trunker	3.0.9-RELEASE		02698551631b02cf3723b54d53367294006fafdf
io.github.xiaoyudeguang	easy-trunker	3.1.0-RELEASE		3355b87b2d68feb51ecb4ad9c146efc473a339be
io.github.xiaoyudeguang	easy-trunker	3.1.1-RELEASE		c4428b34e85579d7730bb5ab19c58ab31da4406f
io.github.xiaoyudeguang	easy-trunker	3.1.2-RELEASE		fec0fe16ebb14eb8c3f769e409714629992a57f7
io.github.xiaoyudeguang	easy-trunker	3.1.3-RELEASE		471288a694be6a7768c49a739d7c55a4e47806a4
io.gitlab.spring-cattle	cattle-cloud-strategy-starter-service	1.0.0-R1		a14e65ea1973710f6074241bc612907f3c955e64
io.janstenpickle	trace4cats-opentelemetry-common_3	0.12.0		95d21cac0cbef85751ff11f21ada15de98bfacf0
io.janstenpickle	trace4cats-opentelemetry-common_3	0.12.0+39-4315fe94		2b328a8f6352918c9a5874fe1f7ff0c4e5557302
io.janstenpickle	trace4cats-opentelemetry-common_3	0.12.0+50-19f0faec		44842e9c6ca6544b58b893209329361b11c5ba79
io.janstenpickle	trace4cats-opentelemetry-common_3	0.12.0+91-95570dfa		b8cc4f38a74f7d6dd9e76e063993e504aaeaa8e8
io.janstenpickle	trace4cats-opentelemetry-common_3	0.12.0-RC2+8-d361d219		a467a499edc1103ef0e7c7703cdfa3f15f8701d5
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.0		2b56fd7ab5ac1849c7b171374015e2aebe47c47f
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1		9ee0c1524f109ad0d6cd0139cdbe03dcf864111a
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1+26-752cf951		ac4856566c6edc9074d5d1eccaee4c7beb4efea4
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1+33-6697be32		111e89e3423f940398b9a2e926c816154685491e
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1+35-a3f83609		4208517be7b9726dd5de426c033dc8d1f9f37831
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1+38-853cd99e		865de303e0c3e2fa70d724f6611ea28aac4cde2c
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1+40-6dffd6fe		0c50edee58621458c67bc5de15ebdc8d96b2825b
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1+43-f8a5b224		dc324f3f423c909d4b44c15e3bf1b338efa83300
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1+46-07548c14		751271eef5f6eb54e8bd33366a1164add8d9bcf5
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1+50-625001b8		1941c612e20b7dd8722186b1f5a3139c26c954d0
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1+53-76d74fd0		4854669fcaea1a920063cfe2babe331ff9b327f1
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1+55-683383e5		02536a1ebb2d9bdb1320224c43e3f040ed9e4c76
io.janstenpickle	trace4cats-opentelemetry-common_3	0.13.1+58-48bdd662		04cde83156659f2a6ab6829256a0a60c2c0cac1b
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.0		38a6c08bb31e65b2e09090ad81c8cc32a21c2b5e
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1		e4cd9d270eacdedd1fa45b8e5dd7807fb8278724
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1+11-19323ac3		45fcb29f5eaf853f41989a158fc29e4820b5bee1
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1+13-d3b7ed43		25591545f12fa901c758cdc45f5ae139a3e4a917
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1+18-73889232		b208c83554611ed4d09718c3f834c581ff6382dd
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1+20-b8fee29f		e59821ddee2d632b4132223ec7e616a098698bfa
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1+23-df5e9c41		2ea9a979003d7acebf0efd90c8b22659242c54a4
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1+29-4c57b6da		65f93452ffd82967345860017617ae240cd9f467
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1+33-07287ae9		ff3c1b6ed1bf424ba596b1332cbd2bd133d0210b
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1+55-63f54a08		1ef12375df6443313e6f60751fe40803ec6d33a4
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1+57-70a70705		0db44f786b99ad0fcae242216405803f8c8ad2a2
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1+6-5518a852		8082a2a59738514c148863e5c965419675ef9cbc
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.1+8-62ea92a0		3a8288c4a1334d455d6f0524acbd6e36ee6a79dd
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.2		729858dc603153ad3d85e83d3d92c0038dcefd97
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.2+6-e00443e9		8e0aa599cd2743d0fb18e09eac7d0d6fcdd5c613
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.2+8-3b8bd435		6fd4c8f284678c269b2187e5765e1ecb62610612
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.3		e6b35e3dcc6207d06c944014dfe2210705a521fa
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.4		f19e92cda4ef6ced2c3c9c825110842345a3863c
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.4+15-a8f7c5e3		66e54f1c09605a70c09bbc8e099f70ae06e98bea
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.4+17-0ea97161		4dfc7c1d2b91c3418b59ffd17b62f4a2c17d4811
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.4+22-82754546		d80da8f21ef743f1e43b76fe1b32d0096460d7f7
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.4+24-1b1d13f2		699930f859f12ba8f8790e680fdaa77270591265
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.4+27-80f218ff		8316bcd45cdb4df6c1e8f99a6a2afb7326a98a84
io.janstenpickle	trace4cats-opentelemetry-common_3	0.14.4+41-d415847c		2fad08973b4f6a59756dcd9a5c6060e68e042dde
io.kotest	kotest-extensions-koin-iosx64	6.0.0.M2		N/A
io.kotest	kotest-extensions-koin-iosx64	6.0.0.M2	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.kotest	kotest-extensions-koin-iosx64	6.0.0.M3		N/A
io.kotest	kotest-extensions-koin-iosx64	6.0.0.M3	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.nemesis.platform.module	nemesis-module-barcode	2.3.19.RELEASE		2535da826469297e9b33d29f6d005388bcd7c2db
io.nemesis.platform.module	nemesis-module-barcode	2.3.20.RELEASE		c3eb80bd7e1a0a218dd6daaeeec571f560ef79fd
io.openharmony.tpc.thirdlib	ShowcaseView	1.0.0		N/A
io.openharmony.tpc.thirdlib	ShowcaseView	1.0.1		N/A
io.openharmony.tpc.thirdlib	ShowcaseView	1.0.2		N/A
io.openliberty.features	mpConfig	24.0.0.10		N/A
io.openliberty.features	mpConfig	24.0.0.11		N/A
io.openliberty.features	mpConfig	24.0.0.12		N/A
io.openliberty.features	mpConfig	24.0.0.8		N/A
io.openliberty.features	mpConfig	24.0.0.9		N/A
io.openliberty.features	mpConfig	25.0.0.1		N/A
io.openliberty.features	mpConfig	25.0.0.2		N/A
io.openliberty.features	mpConfig	25.0.0.3		N/A
io.openliberty.features	mpConfig	25.0.0.4		N/A
io.qameta.allure	allure2-model-jackson	1.0-BETA3		1b69608b3b320668fc2a148d0b1aca4352bea6d4
io.qameta.allure	allure2-model-jackson	1.0-BETA4		68bba6d8d63c797e61ac55497de540c450c2b72b
io.qameta.allure	allure2-model-jackson	1.0-BETA5		7824f453431cc641ba93a6f6952c76e79d38a893
io.qameta.allure	allure2-model-jackson	1.0-BETA6		c313a7059f078c95bb350b75e75fc108fbacc8ee
io.qameta.allure	allure2-model-jackson	1.0.0		f7751030814016083b161606dcf8a37196dedbba
io.reinert.requestor.impl	requestor-javanet	1.1.0		edcb027e339bb2fa19e3eee3d710975efaf196f8
io.reinert.requestor.impl	requestor-javanet	1.1.0-rc1		e997cd818b3a40052469681ed440c1f2ef8bd5de
io.reinert.requestor.impl	requestor-javanet	1.1.0-rc2		8f8adaa5729b828fe33d496874bd158ed2a8fb0f
io.reinert.requestor.impl	requestor-javanet	1.1.0-rc3		c685e89650a62d561c934b772fa2a08346142886
io.reinert.requestor.impl	requestor-javanet	1.2.0		1fdf8db1026c503dd561238a6d9fa09ff0988596
io.reinert.requestor.impl	requestor-javanet	1.2.1		296ad73a68e466f464fa1a85446d0fe4dcc20de2
io.reinert.requestor.impl	requestor-javanet	1.4.0		363d1880c7d3802185275e919eacd2ec88a269a5
io.stryker-mutator	sbt-stryker4s-testrunner_0.27	0.10.0-RC1		1e30818f95b569d3af68328ff7a9dc06a9d10cc1
io.stryker-mutator	sbt-stryker4s-testrunner_0.27	0.10.0-RC2		e90bb712bce7aa1d6c2f5b589b7b9ec54321eb55
moe.tlaster	farcaster-parser-watchosarm64	0.1.0		N/A
moe.tlaster	farcaster-parser-watchosarm64	0.1.0	metadata	40b53e756ab7b5f53c2124ea70304e12d8a2f93b
moe.tlaster	farcaster-parser-watchosarm64	0.1.1		N/A
moe.tlaster	farcaster-parser-watchosarm64	0.1.1	metadata	2553deaf8ce7e0cfdfb75f6fb46834619b61576e
moe.tlaster	farcaster-parser-watchosarm64	0.1.10		N/A
moe.tlaster	farcaster-parser-watchosarm64	0.1.10	metadata	cd663ba9d753976ac36d557aec8845e63027a01e
moe.tlaster	farcaster-parser-watchosarm64	0.1.2		N/A
moe.tlaster	farcaster-parser-watchosarm64	0.1.2	metadata	b49e6f8dbcb417b9c9001102900720e8a86575f7
moe.tlaster	farcaster-parser-watchosarm64	0.1.3		N/A
moe.tlaster	farcaster-parser-watchosarm64	0.1.3	metadata	bf21645b58c6748105536d6759dbb802ac1a4a00
moe.tlaster	farcaster-parser-watchosarm64	0.1.4		N/A
moe.tlaster	farcaster-parser-watchosarm64	0.1.4	metadata	98ff10ca1ceb594d542bf04df51ac2b389b947e9
moe.tlaster	farcaster-parser-watchosarm64	0.1.5		N/A
moe.tlaster	farcaster-parser-watchosarm64	0.1.5	metadata	b0c807d16b94b49d720f5f90e3a66a9dd948c88d
moe.tlaster	farcaster-parser-watchosarm64	0.1.6		N/A
moe.tlaster	farcaster-parser-watchosarm64	0.1.6	metadata	21e4555f9aaaaf62419d02f5d3036d8c243f3419
moe.tlaster	farcaster-parser-watchosarm64	0.1.7		N/A
moe.tlaster	farcaster-parser-watchosarm64	0.1.7	metadata	b569ef0f5fa56ace38005d027dc4fe3de33fe8ea
moe.tlaster	farcaster-parser-watchosarm64	0.1.8		N/A
moe.tlaster	farcaster-parser-watchosarm64	0.1.8	metadata	6bdb1daaecc131e7608fac818491005bc7fe647d
moe.tlaster	farcaster-parser-watchosarm64	0.1.9		N/A
moe.tlaster	farcaster-parser-watchosarm64	0.1.9	metadata	ed6b70aa478467923b8d09e513420ec4568519d9
net.databinder	unfiltered-spec_2.8.1.RC1	0.2.0		237f09d2c6dd74f204438b84396e489728482595
net.databinder	unfiltered-spec_2.8.1.RC1	0.2.1		652cf60861e2a60f53f2ba4e7e677f4472cca3f1
net.exoego	aws-sdk-scalajs-facade-dms_sjs0.6_2.12	0.24.0-v2-473-0		5a36aac77745c7d96ece7d5e0dffc23fa2f1e480
net.exoego	aws-sdk-scalajs-facade-dms_sjs0.6_2.12	0.24.1-v2-473-0		0b4820fe6089603a49b1fee0a7c2ffb923df59ec
net.exoego	aws-sdk-scalajs-facade-dms_sjs0.6_2.12	0.24.2-v2-437-0		d8b0ed5e947f7a609136edf8c0c4501ec8652a5c
net.exoego	aws-sdk-scalajs-facade-dms_sjs0.6_2.12	0.25.0-v2-518-0		a567c70d486f40319028658b14338361c0ee4f1b
net.exoego	aws-sdk-scalajs-facade-dms_sjs0.6_2.12	0.26.0-v2.524.0		1d27aaa0a6e45a94e11683edcd9ec827d8ac17cb
