app.controlresearch	commons-linuxx64	0.0.1		N/A
com.typesafe.akka	akka-stream-testkit_2.12	2.8.2		f7357a38ad279fcde8d11326d42cbc9e30dd7ffa
com.typesafe.akka	akka-stream-testkit_2.12	2.8.3		fd7ef89e5f422267a7ebf33bcfee8c1a9aaee9de
com.typesafe.akka	akka-stream-testkit_2.12	2.8.4		02a28099df93067357c677fcb9f569cc15764310
com.typesafe.akka	akka-stream-testkit_2.12	2.8.5		6f3f89c94b6692680270349548e5754b4151fa33
com.typesafe.akka	akka-stream-testkit_2.12	2.8.6		bd08844642bc5f9419ec3452d84a65913113c388
com.typesafe.akka	akka-stream-testkit_2.12	2.8.7		0fe7e86b3b1eb58e1ff0e1feb566e06f489a208d
com.typesafe.akka	akka-stream-testkit_2.12	2.8.8		26f3748085b10a7ebc17a9e7899a2e5e3c569aeb
com.typesafe.akka	akka-stream-testkit_2.12	2.9.0-M1		9404c7f35de044ec97868b90470412e9d47d42e8
de.tudarmstadt.ukp.dkpro.core	de.tudarmstadt.ukp.dkpro.core.textmarker-asl	1.5.0		5c4937cd8622b8ba34605135e662ce4936d86c40
dev.scottpierce	kinject-iossimulatorarm64	0.1.0		N/A
dev.scottpierce	kinject-iossimulatorarm64	0.1.0	metadata	859a323e5e07b90eebca9a06a7fc12396e5e3bec
dev.scottpierce	kinject-iossimulatorarm64	0.1.1		N/A
dev.scottpierce	kinject-iossimulatorarm64	0.1.1	metadata	70e2eafa030bc51dc782307cd4cc805a204ff8f2
dev.scottpierce	kinject-iossimulatorarm64	0.1.2		N/A
dev.scottpierce	kinject-iossimulatorarm64	0.1.2	metadata	47fcef01390c11b49e15c682f77046dbe2eae0e0
es.ehu.si.ixa	ixa-pipe-pos	1.3.0		a1646e0fd3ed715f1c2f90ae1d2021345b091743
es.ehu.si.ixa	ixa-pipe-pos	1.3.1		994574a3f9a60d91898d2f8e9cc7d3f0c20fcaf8
es.ehu.si.ixa	ixa-pipe-pos	1.3.2		eba832970d59b991c63f96bb3cc7c865613906db
es.ehu.si.ixa	ixa-pipe-pos	1.3.3		28afedc7e7e0fea0c34f748f4351cfcb7e98358c
fi.jubic	snoozy-starter-jooq	0.10.1		N/A
fi.jubic	snoozy-starter-jooq	0.10.2		N/A
fi.jubic	snoozy-starter-jooq	0.10.3		N/A
fi.jubic	snoozy-starter-jooq	0.7.0		N/A
fi.jubic	snoozy-starter-jooq	0.7.1		N/A
fi.jubic	snoozy-starter-jooq	0.7.2		N/A
fi.jubic	snoozy-starter-jooq	0.7.3		N/A
fi.jubic	snoozy-starter-jooq	0.7.4		N/A
fi.jubic	snoozy-starter-jooq	0.7.5		N/A
fi.jubic	snoozy-starter-jooq	0.7.6		N/A
fi.jubic	snoozy-starter-jooq	0.7.7		N/A
fi.jubic	snoozy-starter-jooq	0.8.0		N/A
fi.jubic	snoozy-starter-jooq	0.8.1		N/A
fi.jubic	snoozy-starter-jooq	0.9.0		N/A
fi.jubic	snoozy-starter-jooq	0.9.1		N/A
fi.jubic	snoozy-starter-jooq	0.9.2		N/A
fi.jubic	snoozy-starter-jooq	0.9.3		N/A
fr.ird.observe.toolkit	topia-templates	2.0-alpha-1		2fbe0e16d801f978c7b8c50c97594833f160d4c9
fr.ird.observe.toolkit	topia-templates	2.0-alpha-2		df4dc849327cb42923c5508cbf8bfb63192694fc
in.procyk.adventofcode	solver	1.0.0		ee0069288bf4e5d67cff0adeee7de9e753e44c76
in.procyk.adventofcode	solver	1.0.1		ee0069288bf4e5d67cff0adeee7de9e753e44c76
in.procyk.adventofcode	solver	1.0.2		ee0069288bf4e5d67cff0adeee7de9e753e44c76
info.cukes	scala-calculator	1.0.0.RC16		7fe965e2c101ae239aaa6d2d9808f94010cf3737
info.cukes	scala-calculator	1.2.3		4d058580614effd4dc86da6a6de617fcca2a57db
io.arkitik.travako	travako-core-domain-leader	v1.3.0		79ab1484db18ddf4223101391b0a1064652cf5bb
io.arkitik.travako	travako-core-domain-leader	v2.0.0		9f5c762978dd938f65723f254c3db085a6348687
io.arkitik.travako	travako-core-domain-leader	v2.0.1		5d05c833334d80f9110228bdb6f4fb90d12317d4
io.arkitik.travako	travako-core-domain-leader	v2.1.0		b2ad0d96336b4c4cd9d72bfa245b6b6c0eb02a35
io.arkitik.travako	travako-core-domain-leader	v2.2.0		0fb4725ef86b861320442e375dd88af4d248df85
io.arkitik.travako	travako-core-domain-leader	v2.3.0		4d69f98358c4b828b44889ba56d750e18df7b586
io.arkitik.travako	travako-core-domain-leader	v2.3.1		44534928414cc0ffcc229cb6766c29c488be201a
io.arkitik.travako	travako-core-domain-leader	v2.3.2		44747f79c8606227cb20427df5e6720d56848424
io.github.ashwinbhaskar	redis-rate-limit-common_2.13	3.0.2		cde41112fc603ac1a48cbb247200a0a9df2018c6
io.github.ashwinbhaskar	redis-rate-limit-common_2.13	3.0.3		e855efcf0d0123e67d78a2fba865c2f12a24ee92
io.github.ashwinbhaskar	redis-rate-limit-common_2.13	4.0.0		ed52797033e963bb808667d2cf2fff5469f4c0ce
io.github.cquiroz	scala-java-time-tzdb_sjs1.0.0-M7_2.11	2.0.0-RC2_2019a		c6058ff1aa76f11a2edeede9635c3500d4137bad
io.github.devopsix	hamcrest-mail	0.0.1		a35c70f9fa55bd910c6b7cd1a05053ea84fd47da
io.github.devopsix	hamcrest-mail	0.0.2		0fbd3608614a48cb12c4d1e723d14aef52f83309
io.github.dmitriy1892.kmp.libs	utils-jvm	0.0.1		de0b4a2da34c59c11fc23f5ca88cf7bfbf49fc86
io.github.edmondantes	simple-kotlinx-serialization-utils-watchossimulatorarm64	0.8.0		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-watchossimulatorarm64	0.8.0	metadata	021174cedc221626392d558648486434957ef8c4
io.github.edmondantes	simple-kotlinx-serialization-utils-watchossimulatorarm64	0.8.1		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-watchossimulatorarm64	0.8.1	metadata	14fb4ba84db345fe5d11356708da3e42cd7b7627
io.github.edmondantes	simple-kotlinx-serialization-utils-watchossimulatorarm64	1.0.0		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-watchossimulatorarm64	1.0.0	metadata	519d6bdb00ed84c344360abfb8c6fee0a0728328
io.github.hadiyarajesh.flower-core	flower-jvm	3.0.0		47dab87481ac81dd59cfe1190829751a2ab16188
io.github.reporting-solutions.nl	org.eclipse.birt.report.designer.ui.ide.nl1	4.8.0		65ec84424e747ff482bf0f42bf4edf621631d82a
io.github.sebaslogen	resacakoin-iosarm64	4.1.0		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.1.0	metadata	128e9b8bb0807342873511f9c533590cfe828929
io.github.sebaslogen	resacakoin-iosarm64	4.1.1		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.1.1	metadata	59fc3f31fdb067798363228e6bcb12dcd5ea6ac9
io.github.sebaslogen	resacakoin-iosarm64	4.1.2		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.1.2	metadata	088dfe6e240db4b31c7aefe8874d7f11f43c8fe2
io.github.sebaslogen	resacakoin-iosarm64	4.1.3		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.1.3	metadata	5b25f8c264f82ed9ac9017b981e78d7f180a3a3e
io.github.sebaslogen	resacakoin-iosarm64	4.1.4		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.1.4	metadata	6a9e163543ad2e1bb7a8244be2b1394eb69e4fd3
io.github.sebaslogen	resacakoin-iosarm64	4.1.5		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.1.5	metadata	6d75e05e028f32b2d32c45c65f528522de56acd2
io.github.sebaslogen	resacakoin-iosarm64	4.1.6		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.1.6	metadata	03b09dd79e280fc852a4bd655f5f8246996afb25
io.github.sebaslogen	resacakoin-iosarm64	4.2.0		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.2.0	metadata	60730a667bb9c06999f5d82af1e948bdd3798c02
io.github.sebaslogen	resacakoin-iosarm64	4.3.0		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.3.0	metadata	383881eb955dd4b29161b62f24fbfabdad599b40
io.github.sebaslogen	resacakoin-iosarm64	4.3.1		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.3.1	metadata	3ee587971f7c9fb91941688b74d67aca484abec9
io.github.sebaslogen	resacakoin-iosarm64	4.3.2		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.3.2	metadata	d9b02f1828d11fbbabd39dc2d23d86785e8f1a32
io.github.sebaslogen	resacakoin-iosarm64	4.3.3		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.3.3	metadata	bf08f8d0063ed2543b2fa26cc0520e72fe8f4fb1
io.github.sebaslogen	resacakoin-iosarm64	4.3.4		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.3.4	metadata	0e15e1e3110f4de8ab2830d60051bbc95a77513a
io.github.sebaslogen	resacakoin-iosarm64	4.3.5		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.3.5	metadata	3c962f0fb2c53eec44bc450641c2d9ffbd863167
io.github.sebaslogen	resacakoin-iosarm64	4.3.6		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.3.6	metadata	e19d57e83279a345a321829793b806463d39cbe3
io.github.sebaslogen	resacakoin-iosarm64	4.4.0		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.4.0	metadata	739bc78a7d58d744791c96e18eca54bf285400f1
io.github.sebaslogen	resacakoin-iosarm64	4.4.1		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.4.1	metadata	54d4feaddfa5ffd10142d11fe45c71c5a33c91ae
io.github.sebaslogen	resacakoin-iosarm64	4.4.2		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.4.2	metadata	416bb232baa47c2f7dc482d7b233f3642bb00605
io.github.sebaslogen	resacakoin-iosarm64	4.4.3		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.4.3	metadata	2a1bcbc5d478db00ba693f8f1c5b79f00fd9b7e5
io.github.sebaslogen	resacakoin-iosarm64	4.4.4		N/A
io.github.sebaslogen	resacakoin-iosarm64	4.4.4	metadata	646069a2ecd9ed24b6b3d46849274159899dc46a
io.github.sebaslogen	resacakoin-iosarm64	4.4.5	metadata	020425b5bc699c36ade480e7272843025801ca9f
io.joyfill	events-macosarm64	1.1.10		N/A
io.joyfill	events-macosarm64	1.1.10	metadata	9e0fcb43509d694086dfdc8ca16a79e7277e8523
io.joyfill	events-macosarm64	1.1.11		N/A
io.joyfill	events-macosarm64	1.1.11	metadata	506429e9f8e8a90ed64af197dc72234ae401b80a
io.joyfill	events-macosarm64	1.1.12		N/A
io.joyfill	events-macosarm64	1.1.12	metadata	ba2bc77e571890db95260600dc3a822e4b8705e3
io.joyfill	events-macosarm64	1.1.13		N/A
io.joyfill	events-macosarm64	1.1.13	metadata	28f8fc084a4b4aef45f3e273885a634c81263bf2
io.joyfill	events-macosarm64	1.1.14		N/A
io.joyfill	events-macosarm64	1.1.14	metadata	27212a1bff85565b6cc8b40a8d81c263d1929341
io.joyfill	events-macosarm64	1.1.8		N/A
io.joyfill	events-macosarm64	1.1.8	metadata	e6255a9d1bac7c9ac07dede15b980cda665054d5
io.joyfill	events-macosarm64	1.1.9		N/A
io.joyfill	events-macosarm64	1.1.9	metadata	7dbc79bfda79e447782a81a81ff74b45e293cd27
io.joyfill	events-macosarm64	2.0.0-Beta01		N/A
io.joyfill	events-macosarm64	2.0.0-Beta01	metadata	99f2c685ba35b89e9fa85028b4545c6581a72648
io.joyfill	events-macosarm64	2.0.0-Beta02		N/A
io.joyfill	events-macosarm64	2.0.0-Beta02	metadata	ad87b9f1c1683d905a0894a27f99e9e0c249d38a
io.joyfill	events-macosarm64	2.0.0-Beta03		N/A
io.joyfill	events-macosarm64	2.0.0-Beta03	metadata	ec99055a9c1fe0a20f1270375b53151a45ad8bc8
io.opentelemetry	opentelemetry-exporters-inmemory	0.2.0		4dda2aff93573fbec8896694ca5c3a2e3a6a230e
io.opentelemetry	opentelemetry-exporters-inmemory	0.2.1		ce14fd852dbb96ecd48e0f7cb387ab80c82dc3ca
io.opentelemetry	opentelemetry-exporters-inmemory	0.2.4		0d151322e9c87f1a0741bffb009a0832ef231a01
io.opentelemetry	opentelemetry-exporters-inmemory	0.3.0		6132df3a95201207cc36ef98a2d536999a8740c2
io.opentelemetry	opentelemetry-exporters-inmemory	0.4.0		e022ede3998d2883b7298618a135be8978844e5a
io.opentelemetry	opentelemetry-exporters-inmemory	0.4.1		732ffd8bfc58b380060f24608f3ef1dd0ddc43f2
io.opentelemetry	opentelemetry-exporters-inmemory	0.5.0		9a7c73318e6d23f0b839cb6b76e07980c79523a3
io.opentelemetry	opentelemetry-exporters-inmemory	0.6.0		6f2511303f27f1d7aa4f99aa2af93d466fffd2a3
io.opentelemetry	opentelemetry-exporters-inmemory	0.7.0		38c80d9716e56104d668c8f41273d6aee0d00971
io.opentelemetry	opentelemetry-exporters-inmemory	0.7.1		ecfb741a4019068c51275c0f89a45c8156379f93
io.opentelemetry	opentelemetry-exporters-inmemory	0.8.0		9c6e6b657245c24e76af5138cb6828d9d3207f5a
io.opentelemetry	opentelemetry-exporters-inmemory	0.9.1		009d4eaf3caa6f2443d732ac94ca4ee5c22876e8
io.whelk.flesch.kincaid	whelk-flesch-kincaid	0.1.10		4bbd30b4fcb8af0a1e26a4c157cf4ef19e224f1d
io.whelk.flesch.kincaid	whelk-flesch-kincaid	0.1.11		4381a0f2e6626bf16ee7eb87bdb3848fdc7c94ff
io.whelk.flesch.kincaid	whelk-flesch-kincaid	0.1.4		76a8980457224d7c2813e0c3b8ee585d09f02aec
io.whelk.flesch.kincaid	whelk-flesch-kincaid	0.1.5		a5e733cf2f69844503208706d4b3a0be4c0f0760
io.whelk.flesch.kincaid	whelk-flesch-kincaid	0.1.6		8f7d5854ff654c1930bbf3b74a9913346ae81d65
io.whelk.flesch.kincaid	whelk-flesch-kincaid	0.1.7		6a6d85aa927a58c69029e47392dbd7e1bc4a767b
io.whelk.flesch.kincaid	whelk-flesch-kincaid	0.1.8		331fec42c1af4243525afb38794f598357ad0dc0
io.whelk.flesch.kincaid	whelk-flesch-kincaid	0.1.9		15b55c2ab9773a5b1b6badfdb787facb3633f41e
milyn	mockobjects-j1.4-j2ee1.3	0.07		a89dbbf508123c51393f9d118f858beebb4a5013
net.sf.staccatocommons	staccatissimo-defs	2.0		011b43edd22dd958f93a673836e603e13432dc1a
net.sf.staccatocommons	staccatissimo-defs	2.0.1		c2bbbaf313c3c7bc7f2bc906d64de18e64a8daed
net.sf.staccatocommons	staccatissimo-defs	2.1		c675c8c6d4cf412cf41f14fd64e8af3d3fd8c71c
net.sf.staccatocommons	staccatissimo-defs	2.2		524df1bfe5b6e496e86d51ef25350a13da630667
net.sf.staccatocommons	staccatissimo-defs	2.3		180063e24459c68ab11159e9bd85f60f9f6d3133
org.apache.camel.quarkus	camel-quarkus-language-integration-test	1.1.0		9d617e079f0b8df6c51be19a534931447a203444
org.apache.camel.quarkus	camel-quarkus-language-integration-test	1.2.0		43b469fdea187fe5558ab1e7fbf8ad00f43c2750
org.apache.camel.quarkus	camel-quarkus-language-integration-test	1.3.0		d0cd0d7e818d97a8f8122af7340f9a0a6e39964f
org.apache.camel.quarkus	camel-quarkus-language-integration-test	1.4.0		f0122f61af21630b88714bc0f01bea5b0064f2c4
org.apache.camel.quarkus	camel-quarkus-language-integration-test	1.5.0		cca006462ebe9e34aa389137111e3f4dfad26436
org.apache.camel.quarkus	camel-quarkus-language-integration-test	1.6.0		e03989dc9d7cef593c6324bf4c5cc753912d114c
org.apache.camel.quarkus	camel-quarkus-language-integration-test	1.7.0		1af9163357a63b95df7653482fd70bc468a8efb0
org.apache.camel.quarkus	camel-quarkus-language-integration-test	1.8.0		ec88d402df86119444d5a411ab18b0fbea3dfbca
org.apache.camel.quarkus	camel-quarkus-language-integration-test	1.8.1		83184417e822669b6769afe58e64c97e353820da
org.apache.camel.quarkus	camel-quarkus-language-integration-test	2.0.0		52cdd594df0de273bc7e7e04aefd4ade2a29941d
org.apache.camel.quarkus	camel-quarkus-language-integration-test	2.0.0-M1		147423a81825053d8ed6f075d458fd78fda8889a
org.apache.camel.quarkus	camel-quarkus-language-integration-test	2.0.0-M2		7753c072e491e52d32aadb8604108612dbe27f66
org.apache.camel.quarkus	camel-quarkus-language-integration-test	2.1.0		8297eb823465d952f977e233c54fa1aa2b07fb55
org.apache.mahout	mahout-eclipse-support	0.4		e458f59306fcf533af840dc94e806334b906e175
org.apache.mahout	mahout-eclipse-support	0.5		21a3377bf7684dcc5b6fb72234c9aa36afe9585c
org.apache.sling	org.apache.sling.api	2.0.2-incubator		b984f6288bb695b49d5eed9e3fcc3d75d5fe5e9f
org.apache.sling	org.apache.sling.api	2.0.4-incubator		4e4a5fc2dcc148f146de279121eac1d6b6745b19
org.apache.sling	org.apache.sling.api	2.0.6		729e47fbf7a951138cfbccf6d69ed4690ef78887
org.apache.sling	org.apache.sling.api	2.0.8		67090d8ba7cb94c6b8d6bd6c304af89dc6be6268
org.apache.sling	org.apache.sling.api	2.1.0		7951a4379f24ce01fc37df64f819fc2d4bff319e
org.apache.sling	org.apache.sling.api	2.11.0		3e8bc5b92a0fee5c4e7feb62bd807fdbfa754b3f
org.apache.sling	org.apache.sling.api	2.12.0		3a66c17a1c7df286e80d54f90aaa3abd1c7d39e0
org.apache.sling	org.apache.sling.api	2.14.0		7cf69178cced62b0810e7e8595a56d00b92fc012
org.apache.sling	org.apache.sling.api	2.14.2		e46fa2030cd2f0f67fa5f8d6cb9b61e8f9163839
org.apache.sling	org.apache.sling.api	2.15.0		f923810cb2418de301e132278f0099419cd8bdb0
org.apache.sling	org.apache.sling.api	2.16.0		22a7f9576d4f7392cf895718e663d30edab73901
org.apache.sling	org.apache.sling.api	2.16.2		7f0264ea871ca5ed53eb7307a0e9c5bdcaac5bba
org.apache.sling	org.apache.sling.api	2.16.4		b8cf6ee86644a20915cf27b105fb73aa89f834e6
org.apache.sling	org.apache.sling.api	2.18.0		c98af0b4ea377df7329b8257a62c4a0cd77329c1
org.apache.sling	org.apache.sling.api	2.18.2		f10d4f517cf3fa54411680cc46c1f95572e7b7c7
org.apache.sling	org.apache.sling.api	2.18.4		28cb7d471e04a511469140d7477f2fd663241a5e
org.apache.sling	org.apache.sling.api	2.2.0		bcd3526bb75faa458b23467d2bd34ad17ec77199
org.apache.sling	org.apache.sling.api	2.2.2		bb9abee9d8dbdf0eb2a12c7bcdff427966dfe9bc
org.apache.sling	org.apache.sling.api	2.2.4		cd01ece9042472e90b1659022cb444d50082ec1d
org.apache.sling	org.apache.sling.api	2.20.0		9feacdb078a71bd5c29f6ffa6bf34981b7d93c91
org.apache.sling	org.apache.sling.api	2.21.0		04b66956b0ce81a046e94c1b8cd19cddf6cd7e49
org.apache.sling	org.apache.sling.api	2.22.0		9c8e7fa360859b7cfb580c83f29aee02f5911ff4
org.apache.sling	org.apache.sling.api	2.23.0		5b4be3b37cbb7ddd5f71276e7cee0eb4477a2253
org.apache.sling	org.apache.sling.api	2.23.4		1e1a945230d81a5004b4291d6b1fdb0e80be248f
org.apache.sling	org.apache.sling.api	2.23.6		f955b3ad502586f1f68508560d1675eef880c646
org.apache.sling	org.apache.sling.api	2.24.0		4280f54b20fa8adf3b23df5fb32aebb8186e5854
org.apache.sling	org.apache.sling.api	2.25.0		3aad1c3db77ea090683b18e281f87da1b6585f7d
org.apache.sling	org.apache.sling.api	2.25.4		f86510298420b80d961da2ede2c9a7793d189058
org.apache.sling	org.apache.sling.api	2.26.0		c0073957ff896d00bd319ac4c4da1c2537511110
org.apache.sling	org.apache.sling.api	2.27.0		a05c71fb2e7692d3a4989b8a84afd40d59535ad8
org.apache.sling	org.apache.sling.api	2.27.2		c2b029e3f9fc149317fbe7065e93cd1fef3d40d2
org.apache.sling	org.apache.sling.api	2.27.6		91fdc51908f3f5b66d0d935c91ac79b8ce579091
org.apache.sling	org.apache.sling.api	2.3.0		4520d255ca8d0f17275b927e5713f0eb2868c9fd
org.apache.sling	org.apache.sling.api	2.4.0		547591fd99eff21c1f9a0ce22373b22da56939e9
org.apache.sling	org.apache.sling.api	2.4.2		93bf61999d131c0c25902889b796ee49c469983d
org.apache.sling	org.apache.sling.api	2.5.0		0a37f471f3e300ed1c9ad5a053e2736318d3dc38
org.apache.sling	org.apache.sling.api	2.6.0		0d80d06bf062a0457f4c6f6a5588da7af0ca3457
org.apache.sling	org.apache.sling.api	2.7.0		f54a744f38071e49278fdeca477f826b99653bc3
org.apache.sling	org.apache.sling.api	2.8.0		f79c52c5f93fbe74f128d31e3390d247d1e09727
org.apache.sling	org.apache.sling.api	2.9.0		a45fee6b35ee7774621be796b18fa43167b99d87
org.beanshell	bsh-classgen	2.0b4		121444b13b1f53127e09cd9fb4e39b8308f72173
org.danbrough	stately-collections-js	1.2.2		294ef31cbfd819cdfbc49e18fdb828451a4e3caf
org.eclipse.app4mc.migration	org.eclipse.app4mc.amalthea.converters.095	1.1.0		071a1011dd1a5ccdcf54678a54264262f0bd7906
org.eclipse.app4mc.migration	org.eclipse.app4mc.amalthea.converters.095	1.2.0		e149965e9f5fa8dcc8bb32a084195eddc3240523
org.eclipse.app4mc.migration	org.eclipse.app4mc.amalthea.converters.095	2.0.0		8ccec0a620747c151702bf40d6381e1ae3d99978
org.eclipse.app4mc.migration	org.eclipse.app4mc.amalthea.converters.095	2.1.0		59b2f836307391e1a23881501a168eeb137d2d57
org.eclipse.app4mc.migration	org.eclipse.app4mc.amalthea.converters.095	2.2.0		01eefcdf6cb7e65beeae38202f29f8b6aeeae566
org.eclipse.app4mc.migration	org.eclipse.app4mc.amalthea.converters.095	3.0.0		f5c874f1f3eeedd9c478158cf68d0c4519719a9e
org.eclipse.app4mc.migration	org.eclipse.app4mc.amalthea.converters.095	3.1.0		a3048d25692ea2c20079e8b643b187c947393a4d
org.eclipse.app4mc.migration	org.eclipse.app4mc.amalthea.converters.095	3.2.0		486f279ab09552cf029cd128cacbf7c3a934f307
org.eclipse.app4mc.migration	org.eclipse.app4mc.amalthea.converters.095	3.3.0		ba90bac8a7c4112496e3e1f7b0bf7487ddb5987f
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	5.0.0		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	5.0.0-beta0008		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	5.0.0-beta0009		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	5.0.0-beta0011		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	5.0.1		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	5.0.2		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	6.0.0		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	6.0.1		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	6.0.2		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	6.1.0		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	6.2.0		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	6.3.0		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	6.4.0		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	6.5.0		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	6.6.0		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	6.7.1		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	6.8.0		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	7.0.0		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	7.0.1		N/A
org.librarysimplified.audiobook	org.librarysimplified.audiobook.http	7.1.0		N/A
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	2.4.0		ee19705d5e7149cff5753cb72f4cbd228964fd36
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	2.4.1		295f0f4476b71c6d3353f8cd1d3043a71e4cfa59
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	2.4.2		c990bc08fb5451695241dc7354ea52343ae50e88
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.0.0		b696759898c0153cea866ec5fc19a73d3eb51cd4
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.0.1		7a88a8aaab6dd1d1f41ede81ed52da8b1bf79140
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.1.0		8608da24c5967a4502ca96f69a8731da2fa0021a
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.1.1		96da1509723636320f7b2778864264a0b946a93d
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.1.2		cf2fefa562218b7d9ac924de66ed7a7e602a7481
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.2.0		0201dd7d7ba6da088114b0397776ff2938653f5a
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.2.1		63bb79661b85aebb28dc66552da0c7fcb9fddb2f
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.2.2		87da95a8ced676d8fc6abd9e642314e95d3c26de
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.2.3		8b178034c3a79da17f5787596e2935788c15ad30
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.3.0		4b7b10596bd41b43192b16fcf19c0358bf46112d
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.4.0		3dfef64e7ab49ed15a74403e08cc2c0f61f8ab78
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.4.1		be7de2965cfb568a14f0c033a449d9ff5b1a881c
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.5.0		df560c1167e5d6a87301da0f352ec3ba6dbbc662
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.5.1		850960c453c4c827c5ebf4f46b324d0f0547d899
org.locationtech.geomesa	geomesa-convert-metrics-ganglia_2.11	3.5.2		04c14bbd36e47ac91ea57362aec5e2ce50c7a018
org.openimaj	openimaj-quickstart-archetype	1.3		87235cbfa681285d23a8c100b5943e65f7619638
org.openimaj	openimaj-quickstart-archetype	1.3.1		21f1991de4ae45dd02760186d50b10904e86a40c
org.openimaj	openimaj-quickstart-archetype	1.3.10		e84e8f0546e4b65262d47882928eb9bd74b575cf
org.openimaj	openimaj-quickstart-archetype	1.3.5		1b205f9710f8ed308ef7ae5268e9e46a8f6bb257
org.openimaj	openimaj-quickstart-archetype	1.3.6		52d3c643c97f53b4015323d85a110e12a15b129e
org.openimaj	openimaj-quickstart-archetype	1.3.7		7f35afb854276923819b05fc70e37056c6736156
org.openimaj	openimaj-quickstart-archetype	1.3.8		836398b0dd654662d6f04435af8ff52106b44785
org.openimaj	openimaj-quickstart-archetype	1.3.9		c47af2bb837f436c98b5d6a5c12f3100f434ae21
org.radarbase	radar-commons-gradle	1.1.0		e796b8a57fd152f2ba166b0fbd8e6001538811f1
org.radarbase	radar-commons-gradle	1.1.1		d236df58d48aacac62d37ea32e4ea2e2bd6193db
org.radarbase	radar-commons-gradle	1.1.2		549b696fe1c0835aa79611c2a98aa7d68bdadd83
org.radarbase	radar-commons-gradle	1.1.3		a5c8a53be4f6e967aa5d3790300639f95ae9786f
org.radarbase	radar-commons-gradle	1.2.2		e24aca9400acde96b27e40922ab3eb3e591f82f9
org.sakuli	sakuli-core	1.2.0		2d7c6e8f997530c9baea53a82ff4e6ef6c9034fe
