at.rseiler.spbee	spbee	1.0		N/A
io.liftwizard	liftwizard-graphql-finder-fetcher	0.24.0		b3d016e7f9375397e162e0bdba8bc7b7825f874b
io.liftwizard	liftwizard-graphql-finder-fetcher	0.25.0		0ce7dee50510050e360a07a81b86ac4b7f359264
io.liftwizard	liftwizard-graphql-finder-fetcher	0.26.0		497d4ccb83aa8149bf303ecdb01a54333bf2fe4f
io.liftwizard	liftwizard-graphql-finder-fetcher	0.27.0		544a4ac2ed305ad327d437627bd2965ddbbf03fa
io.liftwizard	liftwizard-graphql-finder-fetcher	0.28.0		b63f6291ada3441fed7a55cf57fb48af9641e418
io.liftwizard	liftwizard-graphql-finder-fetcher	0.29.0		5e8e5d6f32be3974bef8393d16ffd38ad693dc1d
io.liftwizard	liftwizard-graphql-finder-fetcher	0.30.0		b45342436aced3c5a539a7f10812657d34ec0ecf
io.liftwizard	liftwizard-graphql-finder-fetcher	0.31.0		46fd9622ce71b8d01f46406bfe169b5713919d02
io.liftwizard	liftwizard-graphql-finder-fetcher	0.32.0		75d94d7af4522a443cd19f274c170baa0494e18c
io.liftwizard	liftwizard-graphql-finder-fetcher	0.33.0		a7096b212e3864d8d7d302e9bbd4112becad19f4
io.liftwizard	liftwizard-graphql-finder-fetcher	0.34.0		b6f58279903d4e14dc6eeea77daaf84c27a14f30
io.liftwizard	liftwizard-graphql-finder-fetcher	0.35.0		f88e3b97cdbe38469fd08770b3218573c645399c
io.liftwizard	liftwizard-graphql-finder-fetcher	0.36.0		80abaa85c7d2f92336428838b2e9516a57309b13
io.liftwizard	liftwizard-graphql-finder-fetcher	0.37.0		41f34d17581edc137667774a20f140ead7a624ab
io.liftwizard	liftwizard-graphql-finder-fetcher	0.6.0		73fe74bec7b230411c2e67a2144dba22619b2be0
io.liftwizard	liftwizard-graphql-finder-fetcher	0.7.0		6a3a54297822187bb2b1c71ba213cccccc3bc894
io.liftwizard	liftwizard-graphql-finder-fetcher	0.8.0		63e323158017542473581abba2c6391cef8825ce
io.liftwizard	liftwizard-graphql-finder-fetcher	0.9.0		fe283515cf0eefb12188db7cde11ee1eaa2638ee
io.liftwizard	liftwizard-graphql-finder-fetcher	1.0.0		063b7bb81799d41df07b69e3aec0ef472a44bc88
io.liftwizard	liftwizard-graphql-finder-fetcher	1.0.1		2326996db3191b075ac95534d22b7051fe57efdb
io.liftwizard	liftwizard-graphql-finder-fetcher	2.0.0		5c34ba20b7f37e8e21d6725d9d0eeba0d7e82794
io.liftwizard	liftwizard-graphql-finder-fetcher	2.0.1		6dc8bb6f19f1ec4dbc572bc3ef162d7f2bb7027b
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.0		5215370016ba92e92e673037ddae84f05c3c8ad0
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.1		edacb3f81ef3bd4d2bc94d8d23afe68bb19f273b
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.10		d1344442a36c8dcfc095661e86f42cafc35ba74d
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.11		7f7a912c8b1030ad0bc23f15c4c5f0fe1f648628
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.12		020c2b7ce1aecd36a76d7383e1ea1f7236f695a0
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.13		10b53b6771fce2379495fc1a9a5b223e30218701
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.14		860319b20b48cd15b30bfece313bcefe82b4e91f
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.15		2c8b2f61be2d4b55936cfe623f000ea30474263f
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.16		0c80d5f1f50317f88f12726e5fb27efd6c521c65
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.17		0bd8fbb8248709f5a43d9e44b1a15d1f578d5b0c
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.18		aa263fd49797d7891fd383d1ac8aa444f5bdc317
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.19		6b9d1f8ca44e3692628c1b67467e81175ef926ed
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.2		5b59e2aaa37faa7d518869aa5fe881dfb3696e8a
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.20		49a207462c9a45912d73270c1244dac198789a71
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.21		ce5167ead0709550f1983becfc790f5a1994f829
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.22		99b61b1876f349795a6d0ff12a2e489a783fa56d
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.23		fb5664e4d0a0b0ee109b498876a77bf87b6ac643
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.24		087f319b0061381f8f051272a26b74311145a83f
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.25		4b9755ac8adc8f1f512631a9bef549e0e48e2a07
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.26		27ade13664861fa0db3d77230631caa827ea0812
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.27		632bcb1d1f052238ac7d989643f20d751d288a09
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.28		474765afe10a8a0b989d1ec82e4a843a3a396fa4
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.29		4d0b069953ab6f0c64540da64f1560b2fd914e06
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.3		f7e8686c4df6435b2fc94d0cfd56db1de30d6bad
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.30		1b7dddd5861a444620cc0860bd03a9d1b9edb43f
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.4		a5b3e73d40168b74d89284a62937beaa2306ecbf
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.5		cc7482a7b2fd3d249158a959cc1ced522571760f
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.6		37781e44aa5b8c1fbeaaa7d2fbf7389ea764270a
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.7		711aa47ebd9f76cf4330b947337a110a4ba9554e
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.8		a8cb40bd39986fb35ff01fa2f47355157fcf8ec3
io.liftwizard	liftwizard-graphql-finder-fetcher	2.1.9		eb183bc66fe4f36eb8c01c4217862919494c6d9d
io.numaproj.numaflow	numaflow-java	0.0.1		aedbf0b5425fc4558250b3543dfe20412bbe1b29
io.numaproj.numaflow	numaflow-java	0.0.2		2896ca73849170820c591d787259169c70c76e98
io.numaproj.numaflow	numaflow-java	0.4.6		66c1047db61ae702dedbaefb496c5e7c6184440a
io.numaproj.numaflow	numaflow-java	0.4.7		4a48f4bc6725f3d2222b0f926ad72d31e749b3a9
io.numaproj.numaflow	numaflow-java	0.4.8		48530c9dc31bd2d7758db067cfdff906616014e5
io.numaproj.numaflow	numaflow-java	0.5.0		f56dded1063f8de4ec1ef16b7ca54f9c8e45701d
io.numaproj.numaflow	numaflow-java	0.5.1		19aff5ea447c7b011857604ae8360ef239f6edca
io.numaproj.numaflow	numaflow-java	0.5.2		b354ffd0e1f897e354f668d08a7d4b0ee4178ca4
io.numaproj.numaflow	numaflow-java	0.5.4		1587bdb6882c0b8e6a1da002a08da2b02ab6f5af
io.numaproj.numaflow	numaflow-java	0.5.5		d636e707139ca164b60dd520c6d3fd414f1d4616
io.numaproj.numaflow	numaflow-java	0.5.6		56c9c24af568b08bdded1d4ad8be4f49f4ec7ac2
io.numaproj.numaflow	numaflow-java	0.6.0		176e4c0806d835e13ac2cc711318bc40ef5e907b
io.numaproj.numaflow	numaflow-java	0.7.0		3e78d99f3098f99a72de3d778e9a4ed599063c53
io.numaproj.numaflow	numaflow-java	0.7.1		f1df7f8c526698c0cd981ba831051e6d170354b9
io.numaproj.numaflow	numaflow-java	0.7.2		29284853bbb91e641985dc51ebfd3b029a4d9af1
io.numaproj.numaflow	numaflow-java	0.7.3		2cbcdf632ac65bf2f0a351792c76b3dd5ea79469
io.numaproj.numaflow	numaflow-java	0.7.4		79b9c409e09e4e3e0243010d3fff488f3cd348ab
io.numaproj.numaflow	numaflow-java	0.8.0		7aa95229b0d330f7eee93d6f0ada5ab50e9788ab
io.numaproj.numaflow	numaflow-java	0.9.0		c102c20a33bec108b15120cb7e4e4bb4a1017a5e
io.numaproj.numaflow	numaflow-java	0.9.1		ca515e7afc96301f522d3810778fa9646e1b007a
io.numaproj.numaflow	numaflow-java	0.9.2		5a5f966d9f76df8f969ed2695ddac9d205bfc4ee
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	18.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	18.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	18.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	19.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	20.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	21.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.13		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	22.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	23.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	24.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	25.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	25.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	25.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.ejbSecurity-1.0	25.0.0.4		N/A
love.forte.simbot.component	simbot-component-onebot11-message-watchosdevicearm64	0.0.1		N/A
love.forte.simbot.component	simbot-component-onebot11-message-watchosdevicearm64	0.0.1	metadata	afeaac45f7f12b64d17adef8c559463bed47703e
me.rmyhal.contentment	contentment	1.0.0		N/A
me.rmyhal.contentment	contentment	2.0.0		N/A
me.rmyhal.contentment	contentment	2.0.1		N/A
net.dempsy	dempsy-framework.core	0.10.0		dd73b8e1e1c737cdf3dccdb03504ae53d4adee45
net.dempsy	dempsy-framework.core	0.11.0		b0cdec2e5f8a53ecf20602ea0535de2c395db43c
net.dempsy	dempsy-framework.core	0.12.0		0f4b16e9f576d95d66ad47029c4922e0f6d7c7e2
net.dempsy	dempsy-framework.core	0.13.0		449cee6b3094cd81aa9ece403f7b77597fdb1846
net.dempsy	dempsy-framework.core	0.14.0		fd9acc957fc75b61c74fc23d2df3239262e331ba
net.dempsy	dempsy-framework.core	0.15.0		0ea0fb0514474b16159e30de2ba09d365f5a0fd6
net.dempsy	dempsy-framework.core	0.16.0		3c6a8d0d46ca5b1355cbb4546e92975c6c3a59cd
net.dempsy	dempsy-framework.core	0.9		9cac1aa19dabb64fb088c8c45055bafeccd8c9ce
net.guerlab.smart.uploader	smart-uploader-api	1.0.0		1f305baffa891095ae6daa9ad1c4579e7cc5ec81
net.guerlab.smart.uploader	smart-uploader-api	20.0.0		d88712800d91c1abd62a9f2a545c5c7fe71666f3
net.guerlab.smart.uploader	smart-uploader-api	20.0.2		60572472d634f19169ba6bbab358f383271e70de
net.guerlab.smart.uploader	smart-uploader-api	20.0.3		b5a60fdabc66f2f20e13abbdc7ecf728649bad11
net.guerlab.smart.uploader	smart-uploader-api	20.1.0		47b64482f1674670ced49ebc4e8ff04e45a3599e
net.guerlab.smart.uploader	smart-uploader-api	20.1.1		51c3cce83480b2da6eface54e0a94b7d3bdc81bb
net.guerlab.smart.uploader	smart-uploader-api	20.1.2		a1002f0e18196e82187999b72bd284bf92ac34f6
net.guerlab.smart.uploader	smart-uploader-api	20.1.3		f29a23b7b00930ae918bc11e72ab0006b292fb2a
net.guerlab.smart.uploader	smart-uploader-api	20.1.4		3f4c04930c3bd4d1178a22461cc001609d180376
net.guerlab.smart.uploader	smart-uploader-api	20.2.0		c5c9dbb731d797028597b8822dc9cb888dfad018
net.guerlab.smart.uploader	smart-uploader-api	20.2.1		b37ba40528a373581c6de8c322abfad840b6634a
net.guerlab.smart.uploader	smart-uploader-api	20.3.0		2927615f3368157811eb3e7ddc9ea034803ba07a
net.guerlab.smart.uploader	smart-uploader-api	21.0.0		e3b2f2f7a684c1ad5f1cc92403c25109ec2bd026
net.guerlab.smart.uploader	smart-uploader-api	21.1.0		fb9a971972967750e30b5b0a11dab1f4358304bb
net.guerlab.smart.uploader	smart-uploader-api	21.2.0		fdd99d55b885cc0e22c2ef1e64d7a23abd0f11f1
net.guerlab.smart.uploader	smart-uploader-api	21.3.1		5694cc8f7cadd213179e95c1a75a67585ec740a1
net.guerlab.smart.uploader	smart-uploader-api	21.3.2		7119ffea8fd08b26db590550b6b39f2ea158bbf8
net.guerlab.smart.uploader	smart-uploader-api	21.4.0		9508b721887de1fd6185579ee5d61b9d2c66afcd
net.guerlab.smart.uploader	smart-uploader-api	21.5.0		42692d3e39ec87113d0266ff7ab3d7a98d368378
net.hamnaberg	google-discovery-core_2.13	0.1.0		2c5b4ef9ab50dc688c01730834c31fd9d11a6fdb
net.hamnaberg	google-discovery-core_2.13	0.2.0		8c42a5544a4320341c50b1980b9c60fab3070a20
net.hamnaberg	google-discovery-core_2.13	0.3.0		3ccb2a1414626bcb940d90dd208c2b4cdaf29fcb
net.hamnaberg	google-discovery-core_2.13	0.3.1		6058eb40f744a7d7db3096c3dc16f0fe037a316d
net.hamnaberg	google-discovery-core_2.13	0.4.0		17d4f19b0d12c386c99dc01d3c8ec84db2db0e2c
net.hamnaberg	google-discovery-core_2.13	0.5.0		0f01f730ce72f2bfd15f5e11b056b30e54a15e6b
net.hamnaberg	google-discovery-core_2.13	0.6.0		6dfa4162255581d08df11f052c7309744c25df02
net.hamnaberg	google-discovery-core_2.13	0.6.1		068214c11335cde45cc514fd82c87b8932128089
net.hamnaberg	google-discovery-core_2.13	0.6.2		adffb4802ce561e678b343f8db7ca03b76bb36c8
net.sf.okapi.tm	pensieve-integration-tests	0.35		a6b17a7480795165d3421c75dec6234b53bbd1b6
net.sf.okapi.tm	pensieve-integration-tests	0.36		6f274e7545eb4d3f7bbadf6e11e98fc21e1f5f31
net.sf.okapi.tm	pensieve-integration-tests	0.37		a39bdb3e46fd139702b4ee9cdccd230cc10b8d9f
net.sf.okapi.tm	pensieve-integration-tests	0.38		d390e10c0b7186248bcb1b6937e2ec2b8fa3c53b
net.sf.okapi.tm	pensieve-integration-tests	1.39.0		9e2b16cb7909eab6567fc3e8c162cd85bb455437
net.sf.okapi.tm	pensieve-integration-tests	1.40.0		334581480eba0d4842574fa14a4070c16bd26a1c
net.sf.okapi.tm	pensieve-integration-tests	1.41.0		01c3c835ca374d3849ca097dee306869980e01e1
net.sourceforge.javawebparts	javawebparts-taglib	1.0-beta4		64571da7d8eadfc9ac16aab16f3b209ce654897e
org.brickred	socialauth-android	3.2.1		N/A
org.codehaus.fabric3	fabric3-assembly-plugin	1.2		ef11312addd247c89838dbb3239e25aa5ce8d250
org.codehaus.fabric3	fabric3-assembly-plugin	1.3		f9fad6f77eae25fe689d7a27be662b70dfede40f
org.codehaus.fabric3	fabric3-assembly-plugin	1.4		33b09d35c325dcdee44d0822bcbc254d923401ce
org.codehaus.fabric3	fabric3-assembly-plugin	1.5		59b730a787e0f0b24e274ff10c122f57106864a0
org.codehaus.fabric3	fabric3-assembly-plugin	1.6		47c3b88f029efa4349169fac5c9cb7dd88791b21
org.codehaus.fabric3	fabric3-assembly-plugin	1.7		2fa5e3e8638176fa0749e6293373c7e325701cb0
org.codehaus.fabric3	fabric3-assembly-plugin	1.8		83e0f178383a21198ceee6ba4beff6ef3eb9794f
org.codehaus.fabric3	fabric3-assembly-plugin	1.8.1		cb887d8e48a92507511d525400b40903a29cf541
org.codehaus.fabric3	fabric3-assembly-plugin	1.9		ab42b7b67104e80e2f7baa8d07bf3246eeee83c4
org.codehaus.fabric3	fabric3-assembly-plugin	1.9.5		05acd19c601396f5a1ddf5ece76b1eda8170b056
org.codehaus.fabric3	fabric3-assembly-plugin	1.9.6		ca802574bad71ae54ffefcfcc4645e618539b3cc
org.codehaus.fabric3	fabric3-assembly-plugin	2.0.0		5a1f1fd3b71230fd718c6fcab0a7244987182c60
org.codehaus.fabric3	fabric3-assembly-plugin	2.0.1		956b373995154d901ca00bd78c0522a050caaae7
org.commonjava.aprox	aprox-subsys-keycloak	0.23.0		e839e57928254526c424ca06cd6f73a82b4abadf
org.commonjava.aprox	aprox-subsys-keycloak	0.23.1		fd28dcfa86cfb3ffcd279878e25740fe9091bd68
org.commonjava.aprox	aprox-subsys-keycloak	0.23.2		1b954459a1aa580d344af8bcc8b44d7f1be1c7ba
org.commonjava.aprox	aprox-subsys-keycloak	0.24.0		c9b81cf1b55082b15cf2a30a7439ea42a7e082ee
org.commonjava.aprox	aprox-subsys-keycloak	0.25.0		d31fa980b9f427c37ce29452a128616bf781f842
org.commonjava.aprox	aprox-subsys-keycloak	0.25.1		8b8b07b09fdcc33bb0a4d297f48294bd8a9a4290
org.eclipse.ditto	ditto-signals-commands-batch	0.1.0-M1		26970af4323fef0b89697195028808e32f5d2495
org.eclipse.ditto	ditto-signals-commands-batch	0.1.0-M3		afc4111aa3511cf531a594303e35d0c626532ac8
org.eclipse.ditto	ditto-signals-commands-batch	0.1.0M0b		92f2f20a782b349a12b91d54cb58e2522528f8b1
org.eclipse.ditto	ditto-signals-commands-batch	0.2.0-M1		34403094a0b31f17908089ecff6f212493ed63d3
org.eclipse.ditto	ditto-signals-commands-batch	0.3.0-M1		d85ace30b8d4c20526b9c970d3e328d624088c65
org.eclipse.ditto	ditto-signals-commands-batch	0.3.0-M2		5be6a2978b9948f4bbb80f27bc28f96db32b5895
org.eclipse.ditto	ditto-signals-commands-batch	0.8.0		126ac4f5dca1ca78497dcce0f0fa00666b5f86e0
org.eclipse.ditto	ditto-signals-commands-batch	0.8.0-M1		13eaef85a99ddc42592d406295f7707044a90fee
org.eclipse.ditto	ditto-signals-commands-batch	0.8.0-M2b		e6b5fd6d79d19b12aa3df0fab8e143796173a2f9
org.eclipse.ditto	ditto-signals-commands-batch	0.8.0-M2c		0343a9ecfd48f669bb272e5e20f6cbae6d3f8714
org.eclipse.ditto	ditto-signals-commands-batch	0.8.0-M3		e908f2e434a2afa31c6e2391499d27c1aea4249b
org.eclipse.ditto	ditto-signals-commands-batch	0.9.0		95b29893c124bc03528235c660a12fa045d08f2d
org.eclipse.ditto	ditto-signals-commands-batch	0.9.0-M1		82025ceece806b9e696283601d376ae66e9abdd5
org.eclipse.ditto	ditto-signals-commands-batch	0.9.0-M2		54038d48940df754118eba919d7f6a04dc0902a5
org.eclipse.ditto	ditto-signals-commands-batch	1.0.0-M1a		d7ed3d7d6333c5e87b37ba46cc439019d56ff22f
org.fakereplace.fakereplace-google-collections	fakereplace-google-collections	1.0.1.Final		245e33fa449ee0988ef1fa511b9488068812133f
org.getshaka	shaka-router_sjs1_3.0.0-RC3	0.1.2		84aeaa9c0c8058c49680864cf8fb215962a01106
org.glassfish.tyrus	tyrus-containers-gf-project	1.0-b08		N/A
org.glassfish.tyrus	tyrus-containers-gf-project	1.0-b09		N/A
org.glassfish.tyrus	tyrus-containers-gf-project	1.0-b10		N/A
org.hyperscala	hyperscala-bean_2.9.2	0.4		59a08e39cbc3f1ac52288aa17abe12c906841c2d
org.jboss.pnc	model	0.10		f6d83a3c2cacfebea840b42167e9002a9e2261f4
org.jboss.pnc	model	0.10.1		ad248c1ea6cfa51185f4c2d47b9dda2306e9dcb2
org.jboss.pnc	model	0.9		46d4ef7ad6624a0932a622a30c11a4562354a5bf
org.jboss.pnc	model	1.0		733371cff9112612b889a22eda77ac6df073888b
org.jboss.pnc	model	1.0.1		d108d8ac403dd73dd33fb584b38e49f30859e1f6
org.jboss.pnc	model	1.0.2		1d37e0955bc7166e15ff476c025e857e366ca657
org.jboss.pnc	model	1.0.3		7e66190e2c0bb59d566c587c9d51a5a7487cb522
org.jboss.pnc	model	1.0.4		518348ec3152937cf53170c889d72ac7cd897402
org.jboss.pnc	model	1.0.5		d0d50618b2b6f760db97bf51462911c333b3248b
org.jboss.pnc	model	1.1.0		6c301715fec9b801b28161f8ea3a956de173f1a8
org.jboss.pnc	model	1.1.1		41c6404c49b2cad8471bb2cbaaea778d1fb44d38
org.jboss.pnc	model	1.1.2		b932fd6cef683d4e9e396d595417b2cf4983a273
org.jboss.pnc	model	1.1.3		89659b30ab1e1757c963a52978e238ce99c94fb1
org.jboss.pnc	model	1.2.0		d481f7e630f11dd0d29b7d2420e84b626b86783c
org.jboss.pnc	model	1.2.1		914042875e571155c44ca93000d1c09900075777
org.jboss.pnc	model	1.2.2		a7ebbbaf9ead58b525f32ed6aecc3f517fff500c
org.jboss.pnc	model	1.3.0		1d7e723e1115c34731886208d560f0fc14838f31
org.jboss.pnc	model	1.3.1		312099526988152ee9d51851307d0b45b7776de5
org.jboss.pnc	model	1.3.2		913672f008c57dca2175ed4ee180c1bd50557992
org.jboss.pnc	model	1.3.3		fa0a9fa990e2c4d6280a296d07929450e02f7fb0
org.jboss.pnc	model	1.3.4		92630a2a4ea4c3064463b4beab3041977a594a11
org.jboss.pnc	model	1.4.0		cd16a901fa63bbc8954e3e291bf405057d86a4f3
org.jboss.pnc	model	1.4.1		6e047ed351c932a1fc08cbdacb5258f2d20d89d8
org.jboss.pnc	model	1.4.2		b9c1283499a68b67c26307629d331abd87d23421
