at.released.cassettes	cassettes-common-xdg-linuxarm64	0.1-alpha01		N/A
com.google.maps	google-maps-services	0.9.3		e2f0bc5cc7aa8d6a1d39150165336903d8b231fc
com.google.maps	google-maps-services	0.9.4		27d35679a3380dfcacf4484a373371ca9b0739fc
com.google.maps	google-maps-services	1.0.0		c15a6dd01211e7816f1a5924c5e69a8c71e0b29c
com.google.maps	google-maps-services	1.0.1		c069416b8ae94d909b1ac041d4a834b033538801
com.google.maps	google-maps-services	2.0.0		cd2def793d447a4fa379db9715c13623797f823c
com.google.maps	google-maps-services	2.1.0		a7b671893283d520bb275aa7458747285a0a9e73
com.google.maps	google-maps-services	2.1.2		eadfc1e0553389f47570ea3423d2eea305080af4
com.google.maps	google-maps-services	2.2.0		ef8ee2ed8828761e05b6effb1e1ac2faca01c758
com.googlecode.kiama	kiama_2.10.0-RC2	1.4.0-B3		30f01cd4f2c9deb18bcee8d5c848c95e78634797
com.graphaware.neo4j	graphaware-springmvc-maven-archetype	2.0.3.6		0a6b7c0bc6616cb8d0c106a58aa6f9e01859f082
com.graphaware.neo4j	graphaware-springmvc-maven-archetype	2.1.1.6		e99425f88e8ca89d459a82e58cdc5c16dd4f139a
com.graphaware.neo4j	graphaware-springmvc-maven-archetype	2.1.2.7		715717c2dbdff2bf675f65698de33d7fbf5e3218
com.graphaware.neo4j	graphaware-springmvc-maven-archetype	2.1.2.9		b6ca85fa476f15479e13a29340d947914280acd1
com.graphaware.neo4j	graphaware-springmvc-maven-archetype	2.1.3.10		302f2f5b8e74c2102d8a466ed52b19a4c343f665
com.graphaware.neo4j	graphaware-springmvc-maven-archetype	2.1.3.11		b790b12bf9692d71b1104aac5727e9a696aab07b
com.graphaware.neo4j	graphaware-springmvc-maven-archetype	2.1.3.14		71cde5d83d6a2b7956316c03a46a248106dd1d79
com.graphaware.neo4j	graphaware-springmvc-maven-archetype	2.1.3.15		6d684e3fbc8eedcdf1f5f309fcdbc1d144e73095
com.graphaware.neo4j	graphaware-springmvc-maven-archetype	2.1.4.17		7a92df2ebc70ab60626305805b46cdf74a5c20b2
com.graphaware.neo4j	graphaware-springmvc-maven-archetype	2.1.4.18		7701c063e576f6e67e4b1e47b1b2f5707bb6cc83
com.greengrowapps	ggaforms	0.1		N/A
com.greengrowapps	ggaforms	0.2		N/A
com.greengrowapps	ggaforms	0.3		N/A
com.guoshiyao.rely	rely-redis	10.1.4-RELEASE		4bf3e5a88616635afc70e93f7520e80ef75d5998
com.influxdb	influxdb-client	1.0.0		N/A
com.influxdb	influxdb-client	1.1.0		N/A
com.influxdb	influxdb-client	1.10.0		N/A
com.influxdb	influxdb-client	1.11.0		N/A
com.influxdb	influxdb-client	1.12.0		N/A
com.influxdb	influxdb-client	1.13.0		N/A
com.influxdb	influxdb-client	1.14.0		N/A
com.influxdb	influxdb-client	1.15.0		N/A
com.influxdb	influxdb-client	1.2.0		N/A
com.influxdb	influxdb-client	1.3.0		N/A
com.influxdb	influxdb-client	1.4.0		N/A
com.influxdb	influxdb-client	1.5.0		N/A
com.influxdb	influxdb-client	1.6.0		N/A
com.influxdb	influxdb-client	1.7.0		N/A
com.influxdb	influxdb-client	1.8.0		N/A
com.influxdb	influxdb-client	1.9.0		N/A
com.influxdb	influxdb-client	2.0.0		N/A
com.influxdb	influxdb-client	2.1.0		N/A
com.influxdb	influxdb-client	2.2.0		N/A
com.influxdb	influxdb-client	2.3.0		N/A
com.influxdb	influxdb-client	3.0.0		N/A
com.influxdb	influxdb-client	3.0.1		N/A
com.influxdb	influxdb-client	3.1.0		N/A
com.influxdb	influxdb-client	3.2.0		N/A
com.influxdb	influxdb-client	3.3.0		N/A
com.influxdb	influxdb-client	3.4.0		N/A
com.influxdb	influxdb-client	4.0.0		N/A
com.influxdb	influxdb-client	4.1.0		N/A
com.influxdb	influxdb-client	4.2.0		N/A
com.influxdb	influxdb-client	4.3.0		N/A
com.influxdb	influxdb-client	5.0.0		N/A
com.influxdb	influxdb-client	6.0.0		N/A
com.influxdb	influxdb-client	6.1.0		N/A
com.influxdb	influxdb-client	6.10.0		N/A
com.influxdb	influxdb-client	6.11.0		N/A
com.influxdb	influxdb-client	6.12.0		N/A
com.influxdb	influxdb-client	6.2.0		N/A
com.influxdb	influxdb-client	6.3.0		N/A
com.influxdb	influxdb-client	6.4.0		N/A
com.influxdb	influxdb-client	6.5.0		N/A
com.influxdb	influxdb-client	6.6.0		N/A
com.influxdb	influxdb-client	6.7.0		N/A
com.influxdb	influxdb-client	6.8.0		N/A
com.influxdb	influxdb-client	6.9.0		N/A
com.influxdb	influxdb-client	7.0.0		N/A
com.influxdb	influxdb-client	7.1.0		N/A
com.influxdb	influxdb-client	7.2.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.1.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.2.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.2.1		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.3.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.4.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.4.1		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.4.2		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.4.3		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.5.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.5.1		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.5.2		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.6.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.6.1		N/A
com.jgeppert.struts2.bootstrap	bootstrap	1.7.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	2.0.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	2.0.1		N/A
com.jgeppert.struts2.bootstrap	bootstrap	2.0.2		N/A
com.jgeppert.struts2.bootstrap	bootstrap	2.0.3		N/A
com.jgeppert.struts2.bootstrap	bootstrap	2.0.4		N/A
com.jgeppert.struts2.bootstrap	bootstrap	2.5.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	2.5.1		N/A
com.jgeppert.struts2.bootstrap	bootstrap	2.5.2		N/A
com.jgeppert.struts2.bootstrap	bootstrap	4.0.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	4.0.1		N/A
com.jgeppert.struts2.bootstrap	bootstrap	4.0.2		N/A
com.jgeppert.struts2.bootstrap	bootstrap	4.0.3		N/A
com.jgeppert.struts2.bootstrap	bootstrap	5.0.0		N/A
com.jgeppert.struts2.bootstrap	bootstrap	5.0.1		N/A
com.jgeppert.struts2.bootstrap	bootstrap	5.0.2		N/A
com.jgeppert.struts2.bootstrap	bootstrap	5.0.3		N/A
com.jgeppert.struts2.bootstrap	bootstrap	5.0.4		N/A
com.jgeppert.struts2.bootstrap	bootstrap	5.0.5		N/A
com.jgeppert.struts2.bootstrap	bootstrap	5.0.6		N/A
com.jgeppert.struts2.bootstrap	bootstrap	6.0.0		N/A
com.liferay	com.liferay.fragment.video.streaming	1.0.0		955bc42d201a69ae52ef7376f4d3982d03b5a52a
com.liferay	com.liferay.fragment.video.streaming	1.0.0	jspc	1e525a67ca677825a4d65aaad791f2236eb03090
com.liferay	com.liferay.fragment.video.streaming	1.0.1		bcb7518313a5bee232fe372d30b066bb57acd687
com.liferay	com.liferay.fragment.video.streaming	1.0.1	jspc	e33ae455d46d88d1b0324de1f03f7cf79d69afc8
com.liferay	com.liferay.fragment.video.streaming	1.0.10		7d20134ae1b462e87764b2d052e5ea0b72dcba37
com.liferay	com.liferay.fragment.video.streaming	1.0.10	jspc	fe880e37b15c55e761d518270d206fa8e42e4e9a
com.liferay	com.liferay.fragment.video.streaming	1.0.11		46579c5b53ce2fb9c30b182b4c2bfe7d7b4e9f38
com.liferay	com.liferay.fragment.video.streaming	1.0.11	jspc	56dc63b1640b9eef89ca9425b890bf50d6565924
com.liferay	com.liferay.fragment.video.streaming	1.0.12		910c90f8176a3ddb23636750b89b0debaec33b87
com.liferay	com.liferay.fragment.video.streaming	1.0.12	jspc	34354b194b36400bc21ba1dea8fc1c44c71ac528
com.liferay	com.liferay.fragment.video.streaming	1.0.13		22062e0140e31a6b743ce1c4579bb7bbdb5be734
com.liferay	com.liferay.fragment.video.streaming	1.0.13	jspc	a2d3bc14f1d607ac1e6aa08318d336ebeb157c99
com.liferay	com.liferay.fragment.video.streaming	1.0.14		a1fd986b7f1ee394a3dcc3903783a19cf984db29
com.liferay	com.liferay.fragment.video.streaming	1.0.14	jspc	25186e30d5a47c99d093d596f7808c1a3afc7f46
com.liferay	com.liferay.fragment.video.streaming	1.0.15		fc95c9b842f0a9eae422b17ace3014366a8343c3
com.liferay	com.liferay.fragment.video.streaming	1.0.15	jspc	bc4642dbeab7d989ed1ed308f299573865f1f3f9
com.liferay	com.liferay.fragment.video.streaming	1.0.16		5ef7bd9c24117e2428d0abc6ac19a72a339597fa
com.liferay	com.liferay.fragment.video.streaming	1.0.16	jspc	93710b713bf9c59c73b1cb58086a5af1de49e49f
com.liferay	com.liferay.fragment.video.streaming	1.0.17		69b94f7eb81ebe1e638874f7a8b4be43338b9dcc
com.liferay	com.liferay.fragment.video.streaming	1.0.17	jspc	f26a357d93f23f3dd6795e3016fbc1bd2527ea4a
com.liferay	com.liferay.fragment.video.streaming	1.0.2		6da9edb8524684c81631eea28e7c3ad343d9c31c
com.liferay	com.liferay.fragment.video.streaming	1.0.2	jspc	4bcb584d9b63a5f1b968998d59a3a7b553da0962
com.liferay	com.liferay.fragment.video.streaming	1.0.3		a075477eb39f7c9dfd03b9491b59a2e658cba20d
com.liferay	com.liferay.fragment.video.streaming	1.0.3	jspc	bb31ec096232637beaddc938e052d6141e8884bd
com.liferay	com.liferay.fragment.video.streaming	1.0.4		bf290e76d8e6c6cebb6c0daf98dc0b13765f9600
com.liferay	com.liferay.fragment.video.streaming	1.0.4	jspc	25b848457c5c5e0d7e58567296187c2f7189f835
com.liferay	com.liferay.fragment.video.streaming	1.0.5		421a94ec4d45b129b6c90361567f39d19e17cf64
com.liferay	com.liferay.fragment.video.streaming	1.0.5	jspc	70adab4faab63f89adc1e64cb7fcdecb4c247e85
com.liferay	com.liferay.fragment.video.streaming	1.0.6		53cb164b4e0fc2aa7588fc3928fd8431137b2a19
com.liferay	com.liferay.fragment.video.streaming	1.0.6	jspc	33886254f79e3b3b5a9f01e30db7359614e914ab
com.liferay	com.liferay.fragment.video.streaming	1.0.7		359ffeef5a981ee6473bfffaa85451418618a147
com.liferay	com.liferay.fragment.video.streaming	1.0.7	jspc	dc53a6c4e3b89d0ad5fe70e0aa04629794bb22a3
com.liferay	com.liferay.fragment.video.streaming	1.0.8		df2b041c96556374f43d343e071ca7f92d99bbe8
com.liferay	com.liferay.fragment.video.streaming	1.0.8	jspc	f0cbc5e7aa8fabfa741f67f1099d720decddb365
com.liferay	com.liferay.fragment.video.streaming	1.0.9		f2532d52351ade645b577a42e1933518c99eb8b0
com.liferay	com.liferay.fragment.video.streaming	1.0.9	jspc	eda92dfb452323e7b274a66364430535418804ff
com.sberlabs	vps-sdk	0.4.0		N/A
com.sberlabs	vps-sdk	0.4.1		N/A
com.sberlabs	vps-sdk	0.5.0		N/A
com.sberlabs	vps-sdk	0.6.0		N/A
com.sberlabs	vps-sdk	0.6.1		N/A
com.sberlabs	vps-sdk	0.7.0		N/A
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0		f01cbebd54a7cc128511dc74e3e2b541b16a583f
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0+10-85749ba6		de606c543fb6fa7cb12c317f6b4dfa744f8c6479
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0+5-80c67eb9		266dd0468cd0a7f6b37ad9d4633ba0e3114c088e
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0+6-cac4f316		5a5f36c53b67aa82130fd47a1bc92d2c82aa516e
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0+8-a1cac1bb		722904f22829fa58182b50878737a54635fa31cd
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-2-ddbc1c14		100a8eeea1082fbe99bcfb17e937703edc0a8af7
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC15		0e130b36378af956fffe37507a8b2e09a09a3ac6
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC16		b2f66aadeac1c7286ad2504e8e30027da3c4104e
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC17		5affc516ef9d3af3a6f82746f6f2d6e81d91c590
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC18		b0aa3bad6a6c6b1dc161ed504941e18c26d5441b
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC19		fcf2dedeac817d006de06b6008d0a84684731086
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC20		925abc236ea559506d81ebbe65a834239a1cf58d
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC21		cf89215ee40927d27b0d2f679e83fbef39beb7c3
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC22		ba238ff36d0f7d91fc1adcc620e2a600f7ecf42b
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC22+34-d5c0d2a1		eb92bba397b18610c9975873a2ae4de684bda1ac
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC22+35-5d731d45		83d16f16cf92168d2c2b2ccc35e5dd580fbd4306
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC22+36-6a0631d6		bd816d238783d6e844e8330169ac6ceba73ed74c
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC22+37-2d1f6689		aea2f4cee7a09e27077fcf9fac842613193a786a
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC22-38-7c8f0197		783377eb07ad86ff47b97f90b712746f78ca5e70
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC22-39-837d91c3		095d305de8a9022acf6002f6c4641ffeacb72916
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC22-41-7fd570b9		09017c44284fd63e965a40fcc08060070dba9359
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC22-43-199595f6		664dbdaca720db99dd4d13729e697903e9e862f6
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.0.0-RC22-52-af063f91		3388c80fb5bea77bb5662118191de6f3c3c49481
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.0		4e9cf878f8bb26ce4317555b697235d0b3df3139
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.0+2-023c79d6		cec18eea8347d51085327552a6c34924bcbba0dd
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.1		4a0011e593983a8816be6d18381dde531b972b7f
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.1+18-0516ac07		f9b0bb7769508bb1234218172bd0c081857fdbc2
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.1+19-76573a4b		b42df1fe86b3c6729a90fa6d89bfd3edbff47c01
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.1+19-a8540fe4		d82e5d31ce4872e8658003246b478ef15bbc0311
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.1+21-1c59a962		8fa9e71daf72799182b710a9fe35111cfb01bf2d
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.1+23-b7dac581		365223e1a4fb98b1b709ba4053d9572a4657a10f
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.1+24-e41f59f4		48e6b5a6f25fd2760e2a02490ce25ee526f224ba
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.1+26-f23b62e5		6457b97929c31029304fbb1d52b2b5a191ef7848
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.1+28-9ce8d0ec		c4d2b09f897f3bd8a8b12129a144d499c1fe0529
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.1+29-c7067d05		f9005fe1bf90cbc794eba8d300d1f51a94a382e7
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.1.1+4-1b838f6a		e2f9341d2db439853f185a9ca4ff5b8bf3374ff4
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0		bf349adb7583f93cd1ff4ca2e26a01f478d9dace
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+1-d85d16ba		60401826dd85a8a87a254e3ee1353f71920c78fc
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+10-1f03ec61		a273930ec3f44cdb19dc0067f8979ecbfb52191e
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+13-f57b64ea		0f9ce8bf0dc05e9760db04482aedc75204acf5ca
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+14-7a373cbd		a6b5a27bfd12405a10bd5db6f36bcff3a7a9d680
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+2-f37ec2f2		129ea128629361a76733930a39a1a72fc97b1383
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+20-59ab9dfc		9ea83773faa50b5bb8f705c2abdfcb8c5cc0e063
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+22-af129ac9		5fb9f3e93f26950d3ccbcb6d685d77a64832c3a1
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+3-f5ef651b		fac5c6d7267258243e1ad1ed8865706b5e41a585
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+5-d331cfe8		58e1225a714cce78cdeae587e628addfe6cc038b
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+6-f489f05f		d857aec498e6464f52e0622d33dff46df0ba1fd6
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+7-384ee633		2d6f636ab25916ba9fd4b74e78ada376a718a1c6
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+8-5e1f353f		b568df35d931aa3cdc918b2ccf8ce206a7018825
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.2.0+9-38dca16a		1e6b1715cbeff18c99a070ec09b2ceeaefec9fdb
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0		88fd33c31b0ad0530c50a0072dd06de458ed0ae9
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0+1-9a0c56c6		8b1b3346bb823a5a5699cc86667bcbd05cfacaa3
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0+10-92aa3e16		c59ff765776fcf0d46f5ffe339367518a3e6fe7f
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0+12-086c7cfd		6f4b09f2e525632924108e34b8392d00cf5973b3
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0+14-3ba1e297		f7b0343fddb5a0db8e1348eb4e9be5d445ab8933
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0+16-22017758		e02a0bfd9e752563c1dd9a783384826a54deac30
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0+18-90969cfc		f2827ac51fb79d7b34ae18a11638ac3ac15b84dc
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0+2-095000a0		832aea7061ecda1e6ff0ad8ac4b40d8ee77e96d0
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0+21-07ec26b4		3c32498b4a6356df406da9a3dc9ee29b38308e22
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0+4-5d992e46		6c2ce432203798cfd5505948e1d046d91c8b944a
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0+5-eef185af		ace1adc3a84dfd30b8f2cbc119f8b6ca64306284
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.0+8-70bbe4c5		43aca6489fdd1dcd9ac46f292b8bfd1e6b9dc48f
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.1		8152cea5a15d33ee0bffd7aadef7d41539dc1f8b
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.1+10-84868c21		fade0bc8905912eadb2d58a55d4288d2ae9022c3
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.1+4-8e4fabd4		15cd62b5406fa526dad25abaf2b7566ed42f01ed
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.1+6-0e944675		1a77dd5693ba2c381be3787cc6d5d9d0df534e3f
com.thoughtworks.dsl	domains-scalaz_sjs0.6_2.13.0-M4	1.3.1+8-fafc6d21		b5f98d25094a587cfefb0552c95ab302fc2a67c4
com.typesafe.akka	akka-cluster-tools_3	2.6.17		67398ea02642e96c854e7412b200eda7b9bf2910
com.typesafe.akka	akka-cluster-tools_3	2.6.18		0095c4b2af5752612ac6c9a302d53bb5dd9e719b
com.typesafe.akka	akka-cluster-tools_3	2.6.19		2be4d10b804322cb4c28272a56a575d7bdfce0b7
com.typesafe.akka	akka-cluster-tools_3	2.6.20		7c96291d3de014591554d7248c0dadea9dc0328d
com.typesafe.akka	akka-cluster-tools_3	2.6.21		789c5425468b58d1c66e2bad389767134a3f4e1b
com.typesafe.akka	akka-cluster-tools_3	2.7.0		9e7b8f97543f0d55d63466b0d0fd3ad5c6bf1546
com.typesafe.akka	akka-cluster-tools_3	2.7.0-M1		6559ff8d1760447b580f6483a3e5bc4bf03ee0fc
com.typesafe.akka	akka-cluster-tools_3	2.7.0-M2		bbe8aa5ffddce4684b7ff2ef103b3bc23c10930b
com.typesafe.akka	akka-cluster-tools_3	2.7.0-M3		c04b1c2e1e4f61a8d4ecb19ea8ff5ebef955f332
com.typesafe.akka	akka-cluster-tools_3	2.7.0-M4		7b95fe27fd4de7f64f8b40f62270ceabd20f242d
com.typesafe.akka	akka-cluster-tools_3	2.7.0-M5		c9c94986416c8c6790d935b6b0c12498960b1762
com.typesafe.akka	akka-cluster-tools_3	2.7.1		92eaa225b1b75887ee0099f2d9262a1020cc2588
com.typesafe.akka	akka-cluster-tools_3	2.8.0		d94470244e227bc0cd782b0c3be4af11c11c6dd1
com.typesafe.akka	akka-cluster-tools_3	2.8.0-M1		675145fd2b65f7d16196c4d18cb391054e752eaf
com.typesafe.akka	akka-cluster-tools_3	2.8.0-M2		3f15778dbe6b127e840d792fdd99afde527aa591
com.typesafe.akka	akka-cluster-tools_3	2.8.0-M3		7876737c8d357b9b8d0f57fac341d3ffe8e93774
com.typesafe.akka	akka-cluster-tools_3	2.8.0-M4		14f828bbc3bf04f8092ddb6d236ae487f3717d03
com.typesafe.akka	akka-cluster-tools_3	2.8.0-M5		87e46ae9853f8693bd5b683ae4c35fbac3824ea1
com.typesafe.akka	akka-cluster-tools_3	2.8.0-M6		44b4ad6941ef68418483970dd8e8ab10b9be783e
com.typesafe.akka	akka-cluster-tools_3	2.8.1		110f1889117871d779a30bc21d4bc6aa167b0adb
com.typesafe.akka	akka-cluster-tools_3	2.8.1-M1		2ce5cba73423a06f3854fe165b905499912c26a2
com.typesafe.akka	akka-cluster-tools_3	2.8.2		51e72d793d6d29984ab9f4e63667147041225739
com.typesafe.akka	akka-cluster-tools_3	2.8.3		64e20f905be0c94d9bb76607291f09c77ea4d3bd
com.typesafe.akka	akka-cluster-tools_3	2.8.4		204f86b836a00df5ae7b19dde046efc6bc1da419
com.typesafe.akka	akka-cluster-tools_3	2.8.5		1830541aff614cc71c5ef2ab64992b3322e860aa
com.typesafe.akka	akka-cluster-tools_3	2.8.6		2c236c4934f2bcee6ba642d3df718435cb3aa2f1
com.typesafe.akka	akka-cluster-tools_3	2.8.7		4c7cbd17f1cd3ce3099a6eba68afb5f118b8ba50
com.typesafe.akka	akka-cluster-tools_3	2.8.8		64c36619890bbe0eaecc28eede666e770d94be44
com.typesafe.akka	akka-cluster-tools_3	2.9.0-M1		f92eaaf7f4fda6095ee7b83c6af9a32a65da8927
com.typesafe.akka	akka-cluster-tools_3	2.9.0-M2		12bface5a18c50f87e0f750f56a03b05bff228d1
com.zensols.nlp	wordnet-mapres	0.0.1		bc33d39d4dc3d66a33250252398619ec7678965c
dev.aulait.sqb	sqb-core	0.8		d393bab1fda1b632cec13689f94dc1648d44d0c4
io.fabric8.runtime	fabric-runtime-container-karaf	1.1.0.Beta1		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.1.0.Beta2		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.1.0.Beta3		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.1.0.Beta4		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.1.0.Beta5		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.1.0.Beta6		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.1.0.CR1		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.1.0.CR2		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.1.0.CR3		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.1.0.CR4		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.1.0.CR5		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.2.0.Beta1		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.2.0.Beta2		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.2.0.Beta3		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.2.0.Beta4		N/A
io.fabric8.runtime	fabric-runtime-container-karaf	1.2.0.redhat-133		N/A
io.github.alexzhirkevich	cupertino-decompose	0.1.0-alpha01		16d30e7b0eb2786067befada26c8c90cd59a9dd2
io.github.alexzhirkevich	cupertino-decompose	0.1.0-alpha02		fa67b21454bf788d7c732d1c0fc0eb8fd8c8bd0c
io.github.alexzhirkevich	cupertino-decompose	0.1.0-alpha03		a7f22e4db5e3a4b427b8d184c37f116598fd0278
