au.com.agiledigital	agile-scrooge-generator_2.10	0.1		fec0af63fee0cae77ca1a0191750592e12e14b6b
com.guicedee.services	json	1.1.1.7		8694cf27e6ee616487e95ab843a2ae5bfebae81e
com.guicedee.services	json	1.1.1.7-jre15		1ee33632108fc8bd42c88809387fbb02a3330e78
com.guicedee.services	json	1.1.1.7-jre16		ddeba1c847ab7509158aaabe618a700d5bfe6d1b
com.guicedee.services	json	1.1.1.7-jre8		3801ccd063b2bc829e284abf6c0cfd8444d062c6
com.guicedee.services	json	1.1.1.8-jre15		2afb2eb31e9b487c7d100e7de08890c1a194d4f7
com.guicedee.services	json	1.1.1.8-jre16		482d22759bff555b1ab634a01957e37c24f85a8e
com.guicedee.services	json	1.1.1.9-jre15		d5ec8494b1fb3a001bff908d0fad1c3ff858f46c
com.guicedee.services	json	1.1.1.9-jre16		948617dde5f0b485298c21bfc5f4aefa34bc58af
com.guicedee.services	json	1.2.0.0-jre16		e70bbb51953dd6d6ff64c4357764f21940e29be1
com.guicedee.services	json	1.2.0.1-jre11		5ae072decb03f2ddb81276ad4bdedef65da8413d
com.guicedee.services	json	1.2.0.1-jre15		4516f3bae493a5866421222a4d8c279d195e4fd6
com.guicedee.services	json	1.2.0.1-jre16		267be135fd7b52aff04772211aa7689f89384aeb
com.guicedee.services	json	1.2.0.2-jre16		8e066db6b965da653d638fbf2bacfd2be4d4baa4
com.guicedee.services	json	1.2.0.3-jre17-rc1		41c70024e3ef261c9d4575b21dad0f892d3d9d75
com.guicedee.services	json	1.2.1.1-jre17		70910cd646bd693de0b87bd8f28a83528fb8269b
com.guicedee.services	json	1.2.1.2-jre17		731e18302322e1d7ff3ae9e8fcfa3593777d3e8f
com.guicedee.services	json	1.2.2.1		1eca22ece0a26f8d6be0fd66c44e02d6be36fa46
com.guicedee.services	json	1.2.2.1-jre17		13be5764cb62519f0ccd71a17eba1c9e75a5d8c9
com.guicedee.services	json	62		c19f4de63ca4d39b8c0e889785be1d3627390e09
com.harrys.hyppo	source-api	0.2.0		d785fa0ff873f5212f0d78a04162cce3c1099481
com.harrys.hyppo	source-api	0.3.0		5c611c527b6c111b26640bf95c4fba19646f3b99
com.harrys.hyppo	source-api	0.4.0		c576c23ded2c11c16c90b4a5742b5f58921302c5
com.harrys.hyppo	source-api	0.5.0		94005a7e74a2fa464fac742475379d4517375aff
com.harrys.hyppo	source-api	0.6.0		b2d89aa1101dcdf4b1a4a423195f672384c14c4e
com.harrys.hyppo	source-api	0.6.1		1a2e69f3a67b2a3a0ca16145a362960d34646b5f
com.harrys.hyppo	source-api	0.6.3		55291579e9bad2d8ce633b244f6159ba82dd023c
com.harrys.hyppo	source-api	0.6.4		c22ce208898ab0cf2dcb07149a3be7d93a05fd8a
com.indeed	proctor-pipet-core	0.0.2		8b19e3789aa50aa59ada22772eac8c938242e063
com.indeed	proctor-pipet-core	1.2.0		bd63d38d2c13f567896c06014dc93617cd6b2740
com.indeed	proctor-pipet-core	1.2.1		08d6425f16ca4df656ceb21821dfb55a957605a4
com.indeed	proctor-pipet-core	1.2.2		08e7172f9fe0f1fd2f66b6df02fa19c1e0a1218b
com.indeed	proctor-pipet-core	1.2.3		00acb00a0d063a06abb616e2b971890ae39ed0fc
com.indeed	proctor-pipet-core	1.2.4		f5c621911fb995d6aecc360a98fa19ed1a33fd7d
com.indeed	proctor-pipet-core	1.2.5		143cae9e27858b7568d6a25c64bd38b7bd1c8935
com.indeed	proctor-pipet-core	1.2.6		549b8ecfc09b8c32de234871cb50db1609bea77c
com.indeed	proctor-pipet-core	1.2.7		00dd47fb6d86fa6694b37c3f18f0983ce80067fc
com.indeed	proctor-pipet-core	1.2.8		b721acf6ececc5fa5b6d9ddb3c9f123e991b4a0c
com.indeed	proctor-pipet-core	1.2.9		5d34e08c33192e8d98b02ee47a4d3c97b5083a7a
com.indeed	proctor-pipet-core	1.3.0		f0a38a0c33a76d45c4b397f2d36b5f479eef8275
com.indeed	proctor-pipet-core	1.3.1		7a4ebf4a7d0155622149d370b7b66312c2b7b9e3
com.indeed	proctor-pipet-core	1.3.10		eeda6c44c531ef82a912c082ba0293f2ae769a4e
com.indeed	proctor-pipet-core	1.3.4		2be5584e1ebd6557f105976eadffad492ab2d58c
com.indeed	proctor-pipet-core	1.3.5		2f1379061bc4311ee3ce2af7e8465a53be2d0c67
com.indeed	proctor-pipet-core	1.3.6		6a05e45f5611a8e67c1218fad051851c1a73ab52
com.indeed	proctor-pipet-core	1.3.7		bc04ae1ebd5395b5534c93a9652acb4112d77d9b
com.indeed	proctor-pipet-core	1.3.8		de17499bf19236d07425dbca36b069f13b4f665e
com.indeed	proctor-pipet-core	1.3.9		b7a73614ee705a15cf9879b5e6af300d50451cd0
com.indeed	proctor-pipet-core	1.4.0		dc100e24e557178f96492f74f050b944c5fa6703
com.indeed	proctor-pipet-core	1.5.0		3c6a439b3ac770e0883f4de16f535bea384b911a
com.indeed	proctor-pipet-core	1.5.1		d9643a6a3da7660acbf6458156feb3464205b3fb
com.indeed	proctor-pipet-core	1.5.2		4bbdcf3885ccb625d5db24acc88b5e4ee4d27e7c
com.indeed	proctor-pipet-core	1.5.3		9656a56a061bd62c2bbbf72eb5c47511e63077fd
com.indeed	proctor-pipet-core	1.5.4		0c32b566533f563bfbf7b4bc3471128f55479354
com.indeed	proctor-pipet-core	1.5.5		11752bef6558c8bda693dd8988dff168fdc113f0
com.indeed	proctor-pipet-core	1.5.6		61887cae0a4b745657ab07a5701359786ebd7788
com.indeed	proctor-pipet-core	1.6.0		8300ffcc7f39931f0b48d97efdf22daca434b02b
com.indeed	proctor-pipet-core	1.6.1		b49741652872170cf67797a68bbe8b0a8f902ab4
com.indeed	proctor-pipet-core	1.6.2		50df042c6b045cfd7643a03e1a594621962bc7dd
com.indeed	proctor-pipet-core	1.6.3		9a7a2e489f41c8367c1d47cd25d21afb72413020
com.indeed	proctor-pipet-core	1.6.4		c0adbb77d7e355e8fd2d9a5bf21c142b7ccb59e1
com.indeed	proctor-pipet-core	1.6.5		0c20b71fd34e1b40d6acabd97f4a5dc394bd6392
com.indeed	proctor-pipet-core	1.7.0		f7b862ebf0b98adbd6347a2a3ce84c533cfabf51
com.indeed	proctor-pipet-core	1.7.1		7bf27edbcc0ec78421e2626c58b1a2e685aac25a
com.indeed	proctor-pipet-core	1.7.2		ee84bdfef616217ec240efc9ba961ec39ff0d6ee
com.indeed	proctor-pipet-core	1.7.3		0b491404fb4b9c29ba669ec6e0e7c8cd1bd0b09c
com.indeed	proctor-pipet-core	1.7.4		7fd57ba5644df7e79cdaf4c37dc168d7bb6ae603
com.indeed	proctor-pipet-core	1.8.0		f49bf89772ab2d2d87aba6b78638a9bf880f060f
com.indeed	proctor-pipet-core	1.8.1		86e1f769ead4ce79a8235a7540c4575073b49a74
com.indeed	proctor-pipet-core	1.8.3		e0b4012a4181f40aac8c1e3cf329f8fdc54fb1f3
com.indeed	proctor-pipet-core	1.9.0		1fb73162a1efd70ee0d13628834cc22a1dc62332
com.indeed	proctor-pipet-core	1.9.1		668f9698df5d91bffa1f79cb1f95d6d36379fb0d
com.indeed	proctor-pipet-core	1.9.10		6ca0f67fc3cba25be9670abd5ed2dcb9b1ad1ce7
com.indeed	proctor-pipet-core	1.9.100-b65ab83		bd46cca2435553ce186ec05e711b5d8e80687fcf
com.indeed	proctor-pipet-core	1.9.101-97e1d92		8f716350c318ea7d722b7b46cd937772d3d3a9f1
com.indeed	proctor-pipet-core	1.9.102-c6772f0		8301aca6b152fc99c8ec5341bf314fccdbddfe7c
com.indeed	proctor-pipet-core	1.9.103-8a1c24f		40165e87e9dacd841c791dd94d8a967a8042b7aa
com.indeed	proctor-pipet-core	1.9.104-26f0e65		344d3d12b3c333c6b64f9d078d268ea22449ee1c
com.indeed	proctor-pipet-core	1.9.105-7bf66fe		2141a8335f92478c1249be1fa7197a1748f4fc3f
com.indeed	proctor-pipet-core	1.9.106-935a230		9ec272de61c69a82d60c41edd184ec007625aa67
com.indeed	proctor-pipet-core	1.9.107-2ddfbb8		111a68999cfb835c3cbf21772043556e364fc306
com.indeed	proctor-pipet-core	1.9.108-4676039		8d9ecfc3f46b14098814564dd70dde103774eb53
com.indeed	proctor-pipet-core	1.9.109-3dc06dd		d06a7c71bb63dc28e89d15e4e38ce713f3a80b77
com.indeed	proctor-pipet-core	1.9.11		67531c50817f981753cf2a608f48927e7aa994fb
com.indeed	proctor-pipet-core	1.9.110-cf7a1e4		84fb4cd7c8e55701ef2f83855ada68cfd658647f
com.indeed	proctor-pipet-core	1.9.111-7b86574		34ba5ea8b014a7071845b1514fb01b3968b9247e
com.indeed	proctor-pipet-core	1.9.112-60df00f		472af8ce28de9864a949417400b669f715180fef
com.indeed	proctor-pipet-core	1.9.113-ff54163		bd223bda5358008764b58eabe0b96af23a016330
com.indeed	proctor-pipet-core	1.9.114-fb156bd		093dd8967b7911d9ffe53a28dea7d5be166eb303
com.indeed	proctor-pipet-core	1.9.115-e3b0c8e		4eb84468fecc63145a6587e0cc094beefc52731d
com.indeed	proctor-pipet-core	1.9.116-39e0924		1ea000a9c8158b460311531f63339c4e6ca93efa
com.indeed	proctor-pipet-core	1.9.117-592b42f		5d25aeb6db445ac985243dc6daba0157174e2858
com.indeed	proctor-pipet-core	1.9.118-1950c8a		8a89c078af105bc219c9dfd42adf9f3441d423e8
com.indeed	proctor-pipet-core	1.9.12		97c3e093cf481bbf7f56960f715d71543e51cfd0
com.indeed	proctor-pipet-core	1.9.13		6344873cad995c77b232dd4d6b50516de4c10dc4
com.indeed	proctor-pipet-core	1.9.14		7b70c8bd63f460ac491215f34a44965ffaecade0
com.indeed	proctor-pipet-core	1.9.15		a3effa393d1daf428aceebf59b8e747b61bc36c7
com.indeed	proctor-pipet-core	1.9.16		4c3dff39b23b8a3dffe7edd7c060a25204986e3a
com.indeed	proctor-pipet-core	1.9.17		debf4c9659649593becb2276bc49221fbabe69d5
com.indeed	proctor-pipet-core	1.9.19		d8edfc2ef7f58643fa1e63f67ec1745bca0fc016
com.indeed	proctor-pipet-core	1.9.23		181d9723c167c885671e3ea613c7171a308af38c
com.indeed	proctor-pipet-core	1.9.24		ff977b95caccbd7c5b6d0f441656918497cd2a76
com.indeed	proctor-pipet-core	1.9.25		9bceeb3dd63508a75d7933f165577fd265bb9681
com.indeed	proctor-pipet-core	1.9.26		fba6ae3e499477e4e7b84a57988a205924bccf37
com.indeed	proctor-pipet-core	1.9.27		d4bb8dd84172d363bc0683920cc37dd0523212a0
com.indeed	proctor-pipet-core	1.9.28		cbdbe3a2ef69a89b0c5bc5a19f8ab4dcfd60e4a6
com.indeed	proctor-pipet-core	1.9.29		841673c16db8e84e5de18dbcdf9367f13da6ac51
com.indeed	proctor-pipet-core	1.9.3		8823f59639cc6c7ec855fc1b4d976062c155c451
com.indeed	proctor-pipet-core	1.9.30		10be60bd12b9e16e984685643c972b54103a2faf
com.indeed	proctor-pipet-core	1.9.32		62f058033c3d1994ac77fb646f3884cb6448e7eb
com.indeed	proctor-pipet-core	1.9.33		d4cca87048e88d3362dbc4cbb20a72d32f0efd23
com.indeed	proctor-pipet-core	1.9.37		ee53b64186c2c3663d510b4df9551221f34d2a22
com.indeed	proctor-pipet-core	1.9.38		b25b02eeb5b8eba6e742be7673278aae71d04942
com.indeed	proctor-pipet-core	1.9.39		c603ae119784b0df2305fa051e0ff2ab9a087355
com.indeed	proctor-pipet-core	1.9.4		3e295c9dd2bfc112b9a175b8134cde47ad87a3b4
com.indeed	proctor-pipet-core	1.9.40		20a35dea5acc04a3b213e8be8126102840ed57e8
com.indeed	proctor-pipet-core	1.9.41		a8234ff22ea330d6b6e217f33c632ab175894026
com.indeed	proctor-pipet-core	1.9.42		bdd997c7d2f2ee7ee1e3a86adcd3c9b3fdea958f
com.indeed	proctor-pipet-core	1.9.43		e72dd8df48416829bb74d9f4cc86493bada9545e
com.indeed	proctor-pipet-core	1.9.44		b4e2c4623193ed9089a97b31d1194eeacfe288af
com.indeed	proctor-pipet-core	1.9.45		896a5ee46db36fdaf86fa2616815201d11bbf9e4
com.indeed	proctor-pipet-core	1.9.46		ae81b58716999263cde551c8c1c6c880fb1ee026
com.indeed	proctor-pipet-core	1.9.47		41a47bd529ad9b09f11e0318aec6181140985bdd
com.indeed	proctor-pipet-core	1.9.48		17d98c9d78c3f69da6dd48b7e09c36f0785cff4b
com.indeed	proctor-pipet-core	1.9.49		667b5c6c2ca04489822de8ed1f142b48ef9d3bf3
com.indeed	proctor-pipet-core	1.9.5		efc988cf48a7baa41468379e6abbc7301033326f
com.indeed	proctor-pipet-core	1.9.50		1518e640005870ab230f749e746646c4fbd960a9
com.indeed	proctor-pipet-core	1.9.51		fbc61f852718cab2631965541db8508a856f3921
com.indeed	proctor-pipet-core	1.9.52		a9fd2d7f7273a5b1fe815f9544e9526a3b6fc9cd
com.indeed	proctor-pipet-core	1.9.53		fc7ec1b98410fab7eb021d8fd0ad97496038c974
com.indeed	proctor-pipet-core	1.9.54		a7a27f08c16a84859c0a08004bccd4cc6d9eadc0
com.indeed	proctor-pipet-core	1.9.55		aea8ed7a7efb2261a4b3f71ebad744f683fa7bda
com.indeed	proctor-pipet-core	1.9.56		4f9ae5a32dc04166e2ebf6d2f1b62725e4e5d869
com.indeed	proctor-pipet-core	1.9.57		b23709ab715a9cf8645d0e62b600f84a1e3ec300
com.indeed	proctor-pipet-core	1.9.58		0d2eecf4eeea91f0fd8af940438f2ee35d43f2ce
com.indeed	proctor-pipet-core	1.9.59		d1bdcd9bb465b7b7027113ecc72915bb78198ef3
com.indeed	proctor-pipet-core	1.9.6		9bcec39bfea03b930919cc7cb34aec097fa3c1d0
com.indeed	proctor-pipet-core	1.9.60		eab6dddb600b76a8b31a5a80bc0e490de8c65bc5
com.indeed	proctor-pipet-core	1.9.61		2549c21c7b3a7ce99d469c4888f214b0d6be7eab
com.indeed	proctor-pipet-core	1.9.62		5792d09c6f1bd1cb98300c35f885c6054a8aa44f
com.indeed	proctor-pipet-core	1.9.63		f02062dc10ede575023e2f82ec58408d1b614613
com.indeed	proctor-pipet-core	1.9.64		68a937480ff13e756915c7efe00736c7141f0a49
com.indeed	proctor-pipet-core	1.9.65		5558f8e5a84b158d197010b19f1698d3d6490487
com.indeed	proctor-pipet-core	1.9.66		b1c8b4c7ae13dd0a5a8698b906acf4844223aeeb
com.indeed	proctor-pipet-core	1.9.67		42c47bd9a43198072fbc82c5911aa0b08044950e
com.indeed	proctor-pipet-core	1.9.68		493628c56424a920f27b130da34a4032e44941d4
com.indeed	proctor-pipet-core	1.9.69		286678a0344174edb1394170d99a4274788ab73e
com.indeed	proctor-pipet-core	1.9.7		a750bf33ffdf9b5509c861d0c8eb5c5617eb7c4a
com.indeed	proctor-pipet-core	1.9.70		25f43d806e16b80cdcd00bf0154561b987e5fde8
com.indeed	proctor-pipet-core	1.9.71		ba58c8489878535628829bdbe407660f70e6f811
com.indeed	proctor-pipet-core	1.9.72		0014e7768b8924a0592adbccb5c44b07fa03f862
com.indeed	proctor-pipet-core	1.9.73		15402fe7e8ac14cfd3067d89f3a48bef082c243f
com.indeed	proctor-pipet-core	1.9.74		9040faa11049208fd541cbd6cd27748663f6a81b
com.indeed	proctor-pipet-core	1.9.75		ac132709d15603ce6f5ab1f5648bdb97c9127470
com.indeed	proctor-pipet-core	1.9.76		f6530086fc1794ee4d374a3c73126fe46e96b74a
com.indeed	proctor-pipet-core	1.9.77		ccf9b8f0268b04dce46b758367b47b94dda390c1
com.indeed	proctor-pipet-core	1.9.78		4565ad54e1560f0e9cbfcee82f515841033e4093
com.indeed	proctor-pipet-core	1.9.79		6b3cd21ca23ab28e08d7f0cb9e480a597a5ad688
com.indeed	proctor-pipet-core	1.9.8		a4e8077f2cf755110d2afc9a193a052f59b11bb7
com.indeed	proctor-pipet-core	1.9.80		5ec1882cd3cd8e27f78a67de6e36a49c2d08adf7
com.indeed	proctor-pipet-core	1.9.81		2e14be1f9c5e64daa874ba8899e645b45327366f
com.indeed	proctor-pipet-core	1.9.82		d7e22ef2f7947fb2241d1bafafa96910f6acaffd
com.indeed	proctor-pipet-core	1.9.83		80ba9d58f0979943108ed3adcb312b85796912d1
com.indeed	proctor-pipet-core	1.9.84		48220fdc0b0680f1eed8c1d92da2677aec162813
com.indeed	proctor-pipet-core	1.9.85		c453298dda5d4c6b858744a817a23f7754bdb8ad
com.indeed	proctor-pipet-core	1.9.86		57abd454317163cf02b1f14dedbc8e9e0449803c
com.indeed	proctor-pipet-core	1.9.87		490ae4f3001f5b3f90d0fbff549f079d56429a03
com.indeed	proctor-pipet-core	1.9.88		3e62bc9ca2c7c8119e463ec4244741b8346db942
com.indeed	proctor-pipet-core	1.9.89		42f50d5fba7b90f1e0853146c35ab577536a64ed
com.indeed	proctor-pipet-core	1.9.9		6babf131b0b4069b0847903528205c4ec03046d8
com.indeed	proctor-pipet-core	1.9.90-43065d6		3c585ba1156d3d3797c1ed9f6ff574ca97a5838a
com.indeed	proctor-pipet-core	1.9.91-dev-experimental-proc-1295-3801753		6d8630082a60c87ad87a5321d9770602a0eb1096
com.indeed	proctor-pipet-core	1.9.91-dev-experimental-proc-1295-595fa33		15de0cdc5d11fe183494f6a8c54e21f17237cb77
com.indeed	proctor-pipet-core	1.9.91-dev-experimental-proc-1295-60fa477		20ac963adce3055e09e2470b09ad0d83148cb7af
com.indeed	proctor-pipet-core	1.9.91-dev-experimental-proc-1295-83fd981		647b6d35a43888bcf20de7c2347b703be76a8b39
com.indeed	proctor-pipet-core	1.9.91-dev-experimental-proc-1295-994d7e3		a87507e6a80b63b0dede3bbad5a0773699b2efc8
com.indeed	proctor-pipet-core	1.9.91-dev-experimental-proc-1295-b7335ff		b61817d46ffe1d120c8b31cc27626b8646679daa
com.indeed	proctor-pipet-core	1.9.91-dev-experimental-proc-1295-bc6458c		3448935dc8ee13db1a5fec5e8f700179d3cd80c7
com.indeed	proctor-pipet-core	1.9.91-dev-experimental-proc-1295-bfebb3f		b38b7fbaff47dfcc8b0618b91e98c75fc39df272
com.indeed	proctor-pipet-core	1.9.91-dev-experimental-proc-1295-cead913		0bf2ba9d027427414629ed641ff4ba90ceef2b83
com.indeed	proctor-pipet-core	1.9.91-dev-experimental-proc-1295-cff311f		27e5e8cee49735e03a2b8cbab5d11d9ebad24667
com.indeed	proctor-pipet-core	1.9.91-f067c62		2c125231777a55b59e392e6deccfb9d9819f713e
com.indeed	proctor-pipet-core	1.9.92-784a72a		7d184774dc1926f5b3e9537c18109771274cd333
com.indeed	proctor-pipet-core	1.9.93-94f7ddb		6ecc280c64e48e5c9223cc3244c8f461434db464
com.indeed	proctor-pipet-core	1.9.94-858659a		e6adc404a66ed3a883d56158de9662eb483f41aa
com.indeed	proctor-pipet-core	1.9.95-e3f3d1c		27ef1d05b755e3b72fa32561e2d5c8c526965957
com.indeed	proctor-pipet-core	1.9.96-9031d37		4dc2cab8ddd6a6f3cfdf7856e8b93a1c7dcc0eea
com.indeed	proctor-pipet-core	1.9.97-529bb28		9e4b8be886617acb3303253b16cc9e1892d2b8e8
com.indeed	proctor-pipet-core	1.9.98-7b52d95		7c44c002502342ef064ec7373545520a3f7a1696
com.indeed	proctor-pipet-core	1.9.98-dev-experimental-PROC-1314-d68855a		0387a3d36760a2da6fafa3d6b9634d3f1e6a97ce
com.indeed	proctor-pipet-core	1.9.99-56a8f50		de2b5dac5d5018265bf965a90b4a020915d28043
com.inkapplications.shade	devices	2.1.0		1f28f8ba5e2e8ab94dedc8dd62e92030d9ed4393
com.inkapplications.shade	devices	2.2.0		c7743fe8cdb8175ede6463a31d2ce0e5fb77adf3
com.inkapplications.shade	devices	2.2.1		fd5f7cb915ad2e1a977b5b0bc1033015e33586ee
com.kazakago.stateawaredialogfragment	stateawaredialogfragment	1.1.0		N/A
com.loginradius.androidsdk	androidsdk	4.9.2		N/A
com.loginradius.androidsdk	androidsdk	5.0.0		N/A
com.loginradius.androidsdk	androidsdk	5.1.0		N/A
com.loginradius.androidsdk	androidsdk	5.2.0		N/A
com.loginradius.androidsdk	androidsdk	5.2.1		N/A
com.mcxiaoke.koi	core	0.1.2		N/A
com.mcxiaoke.koi	core	0.2.0		N/A
com.mcxiaoke.koi	core	0.3.0		15471a682b9896f543ddcf87f3c3bfcc487fa77e
com.mcxiaoke.koi	core	0.4.0		9f1e6ff436ad1f15a567a0f073f2cb8874171291
com.mcxiaoke.koi	core	0.5.0		b727032a429a8689c6a5303485ede4187706c4f8
com.mcxiaoke.koi	core	0.5.1		e9fbeeb89ed4eda9baa17197e920afde13c2b673
com.mcxiaoke.koi	core	0.5.2		N/A
com.mcxiaoke.koi	core	0.5.3		N/A
com.mcxiaoke.koi	core	0.5.4		N/A
com.mcxiaoke.koi	core	0.5.5		N/A
com.microsoft.terraform	terraform-spring-boot-autoconfigure	1.0.0		567b21dd17b66060d76dcf39f6c62559ba3e152c
com.mikepenz	multiplatform-markdown-renderer-android	0.0.1		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.1.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.10.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.11.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.12.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.13.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.13.0-a01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.13.0-rc01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.14.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.15.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.16.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.2.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.2.1		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.2.2		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.20.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.20.0-a01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.20.0-coil2		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.21.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.22.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.23.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.24.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.25.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.26.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.26.0-rc01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.26.0-rc02		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.27.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.27.0-b01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.27.0-b02		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.27.0-rc01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.27.0-rc02		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.28.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.28.0-b01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.28.0-rc01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.29.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.3.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.30.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.30.0-b01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.30.0-b02		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.31.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.31.0-b01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.31.0-b02		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.31.0-b03		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.31.0-b04		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.31.0-rc01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.32.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.32.0-b01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.32.0-b02		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.33.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.33.0-b01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.33.0-b02		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.33.0-b03		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.33.0-b04		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.33.0-b05		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.33.0-rc01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.34.0-rc01		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.34.0-rc02		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.34.0-rc03		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.4.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.5.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.6.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.6.1		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.7.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.7.1		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.7.2		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.8.0		N/A
com.mikepenz	multiplatform-markdown-renderer-android	0.9.0		N/A
com.sap.ai.sdk	orchestration	0.1.0		51763b5dd00b7c76e3fca29e9e206916d29617bd
com.sap.ai.sdk	orchestration	0.2.0		10f4822911a72c8384d49a4a66e1de68979a726e
com.sap.ai.sdk	orchestration	1.0.0		dfbdc7cdd5f26279aa73fc0e7ddb2457d22d2bc3
com.sap.ai.sdk	orchestration	1.1.0		79f95eba26b1172a8d9ef2e4db5ae8dabb2f6264
com.sap.ai.sdk	orchestration	1.2.0		be044b1f148daa6f3ab9e774d62b7f7f4edd6557
com.sap.ai.sdk	orchestration	1.3.0		797576af0e30e19b73e60535a93a482d0783834e
com.sap.ai.sdk	orchestration	1.4.0		85a8d6ffc5047543aa3471c8226518a983ccb5a2
com.sap.ai.sdk	orchestration	1.5.0		33ecf95dfefce9863e95c5f10739aeb0e5eeddfa
com.sap.ai.sdk	orchestration	1.6.0		b28fece1b0f2e5023a3116b7348e1f77b5f48804
com.sap.ai.sdk	orchestration	1.7.0		bae63809e803dc440d9a84dccd359040354c2b84
com.sap.cloud.s4hana.plugins	plugins-parent	2.10.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.11.1		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.12.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.13.2		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.13.3		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.14.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.15.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.16.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.17.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.18.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.18.1		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.19.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.19.1		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.19.2		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.20.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.20.1		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.20.2		N/A
