HTTPClient	HTTPClient	0.3-3	-	8c601a287ffbf8a89b9c491d5966b999cd71dd8b
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.52.1	-	ddc1ec99ad1b3d1d221448119852de544556ca10
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.53.0	-	42471655d41baf5aca216a8547f46093fbd2d823
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.53.1	-	56b597c4c0d2b255845dec99e79a2e66d6e770aa
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.54.0	-	641a22c506d31d33bdedc3d2216f27bcd618871e
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.55.0	-	29cfdb7c70f981848d5e1ac0fe16f602c0c811e0
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.55.1	-	eac239987cfa32996141ffc4f7609b69abdba512
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.55.2	-	af1f9541b28dfb958b0d241b6527d85abbf5dc87
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.55.3	-	60f8511b1de560b8299a439e64873990d0543e47
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.56.0	-	e79cb20b9ac87c259978bbfd9d0957edb2cb92a9
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.57.0	-	5d8c20118974ccaa15009cb5cb4e0a7f61dd423d
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.57.1	-	3b897ced7e34753f47769fb8413c44f4aa026b12
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.57.2	-	281e015a7a7bb347487f125b5fe8747dc64e3f29
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.58.0	-	8ec97e15012cb22aa1c553e4f5136e3112d3ab80
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.59.0	-	09c66d7df33065d9d5c357a3ec4a8d6335c2a402
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.6.0	-	891ab27def03868e3349e5fa2f9cb64ff35fb207
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.60.0	-	baaeac280b458f0b032bdedfcded1c9c6e92b0f1
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.61.0	-	f56487d56c89a5fdc2aa3d35867ba0cd3daea6a0
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.62.0	-	c7f32f5ad0c2142de9dfb989fb769d03db8aef72
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.62.1	-	5ea190244860d3a12ea500fc30baade1c2a880da
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.63.0	-	a32d6dd99832ccb7bc84f32d5ac808b29ced666f
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.63.1	-	b07823950bab202c8a380445f72a175863572770
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.7.0	-	77167a78671a1f6a05ff18850259e2b34c38578a
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.8.0	-	20410e94ddb7a5cc5e470e34bfb460341dd79311
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.9.0	-	d27385e9c5580131b25da228addc4862b80d3e33
com.oracle.oci.sdk	oci-java-sdk-databasetools	3.9.1	-	888bb276db5653abe978ab9171dad2ef792a3dac
com.outr	fabric-define_2.12	1.3.0	-	98923d874cd8610ce88ab9445475ef4337f35980
com.outr	fabric-define_2.12	1.4.0	-	09eeb718d08ba1bb5d2f983a4ebe29b5a22caed7
com.ovea	dynamic-markup	1.1	-	0040c933505720b3821f4e2ee7f16b3d53c1d329
com.palantir.giraffe	giraffe-test-util	0.10.0	-	5bee2563bb0c88143b2b3f1d83200ff418e0c8de
com.palantir.giraffe	giraffe-test-util	0.10.1	-	28fb9540fb4ed4f1fec11ac6579b230d1a967b54
com.palantir.giraffe	giraffe-test-util	0.7.0	-	224702b119c8d9219b8106f6c47ce2f46ae78930
com.palantir.giraffe	giraffe-test-util	0.8.0	-	9c449fbaf9c88e0fc218e2d42f8c138a4603cf7b
com.palantir.giraffe	giraffe-test-util	0.8.1	-	025460a8a5c22bc8b1860b9d42d905f77127cc50
com.palantir.giraffe	giraffe-test-util	0.9.0	-	9583695867fedc777ae187d26d01a946c86c6272
com.payneteasy.superfly	superfly-crypto	1.2-10	-	e44cb8f07e3da547af7fc6ad3c0d2d6623a37260
com.payneteasy.superfly	superfly-crypto	1.2-11	-	9f18800ac36ecc00c797ac4105a0df95855de50d
com.payneteasy.superfly	superfly-crypto	1.2-12	-	39e13e26ee17b2af1d7894c0cb2fc084e88fde8a
com.payneteasy.superfly	superfly-crypto	1.2-15	-	bdd478bb14bcd891cd4d0e48dcf129db23630eb7
com.payneteasy.superfly	superfly-crypto	1.2-2	-	ff53e5ad4cd3bc7b73adfa3e43504f95547ffedc
com.payneteasy.superfly	superfly-crypto	1.2-3	-	33d1b3fc8897c57795557c936c2eb80f4f582c72
com.payneteasy.superfly	superfly-crypto	1.2-4	-	e374a1ca745df6f8c9825e42269cc35f880f8a77
com.payneteasy.superfly	superfly-crypto	1.2-5	-	688c41f6442cd657f4989ae55d40a7d8fab0631f
com.payneteasy.superfly	superfly-crypto	1.2-6	-	27c535ceab5a3f86cd1c22c334bf46e7c51df51d
com.payneteasy.superfly	superfly-crypto	1.2-7	-	fe83e12d74143168dddd73450b660750c0783b25
com.payneteasy.superfly	superfly-crypto	1.2-8	-	ca05fb289f1447c1312bc441ee315cbadec729a2
com.payneteasy.superfly	superfly-crypto	1.2-9	-	e885a5bad6a6c3a50cd20ce6f96ac25db0a750bb
com.payneteasy.superfly	superfly-crypto	1.3-2	-	3108c83a2c1a5d780fce8b63a41ce3b291b79d71
com.payneteasy.superfly	superfly-crypto	1.3-3	-	99662ad29134118c4118aa8ec868e448c2451984
com.payneteasy.superfly	superfly-crypto	1.3-4	-	14cf8d1644ef6ea863bf9334d264f3f442e50a9b
com.payneteasy.superfly	superfly-crypto	1.3-5	-	38d6e60b4b26189cadba922573fe4768439101e1
com.payneteasy.superfly	superfly-crypto	1.3-6	-	268b3367f53fd461869ed6b167da5f082b179fd1
com.payneteasy.superfly	superfly-crypto	1.3-7	-	ab48ffeff4fd7705a0edb6f564272cc1ef23bdc3
com.payneteasy.superfly	superfly-crypto	1.3-8	-	848d0aaecde3f457598ffb55db5ba056f32926ee
com.payneteasy.superfly	superfly-crypto	1.3-9	-	9765fdce7c0db2d94d848f833e2d4917b74e7758
com.payneteasy.superfly	superfly-crypto	1.4-1	-	19f0a630c1ab67ce2c85f11fd9a4719f91378039
com.payneteasy.superfly	superfly-crypto	1.4-2	-	adb02b76eefab2bf3f9b61fafcb4b2419769d7fc
com.payneteasy.superfly	superfly-crypto	1.4-3	-	fdb272af5ff97492c9c3c48d5bd790b157490727
com.payneteasy.superfly	superfly-crypto	1.5-1	-	1baa669839436c1b51ff7e99a676f821967d0a95
com.payneteasy.superfly	superfly-crypto	1.5-2	-	057e79bd861c61579cda0d52d025c8e2cecdf347
com.payneteasy.superfly	superfly-crypto	1.5-3	-	889a74df5c0f54f03781dc0c684456687100c6d3
com.payneteasy.superfly	superfly-crypto	1.6-1	-	b5ef5fe5f3be8e3ca38a4d7b3e9e613b87c20d6c
com.payneteasy.superfly	superfly-crypto	1.6-10	-	79946c0599c34ca7280e3a9b1ac8244b4341472c
com.payneteasy.superfly	superfly-crypto	1.6-11	-	5591102abab3dfabcdc89c0043e6f4c1e4dad7a7
com.payneteasy.superfly	superfly-crypto	1.6-12	-	bf9ae211b845ba50f553177dace265b5f88bb3eb
com.payneteasy.superfly	superfly-crypto	1.6-13	-	181196a527cefdd0c4a5b22690a7183eae3c20c0
com.payneteasy.superfly	superfly-crypto	1.6-2	-	3fd9565fee531e38579d1d978bc5d2fda879a6bb
com.payneteasy.superfly	superfly-crypto	1.6-3	-	53094642a52e8d08a3c78ee1c66630d7473e1f54
com.payneteasy.superfly	superfly-crypto	1.6-4	-	7a9e489418ed22e888aba4b932167b4ec7606f8b
com.payneteasy.superfly	superfly-crypto	1.6-5	-	40258b7e017c58502fda79c292483beff9e01f0f
com.payneteasy.superfly	superfly-crypto	1.6-6	-	0c39e43a5cfc37a0c509190ca52100b51ff4fda3
com.payneteasy.superfly	superfly-crypto	1.6-7	-	66a599fb98435296ffbe810561b24951746e1bbf
com.payneteasy.superfly	superfly-crypto	1.6-8	-	b2aa803b5c70ceef58db6bd004f62c08ec21fcc6
com.payneteasy.superfly	superfly-crypto	1.6-9	-	ee8e5641c9df02b79d1a7ed1902dd08dfd3b86c8
com.payneteasy.superfly	superfly-crypto	1.7-1	-	2f779c6709f3d331db348f8c7292670f0856101a
com.payneteasy.superfly	superfly-crypto	1.7-10	-	1239e5239b20b4dfbb5f9589b18adb3d43d5fda0
com.payneteasy.superfly	superfly-crypto	1.7-11	-	7cca9e06ef35af69be4ebdb5f3ca4e8e600855f2
com.payneteasy.superfly	superfly-crypto	1.7-12	-	602a2b968ad72ba576af2a1ba92d73993233f425
com.payneteasy.superfly	superfly-crypto	1.7-13	-	b03941577f7d4a02a5d44301d58a9dc6ff7fd8ea
com.payneteasy.superfly	superfly-crypto	1.7-14	-	4ccdcfbd51aa1823ca1ffe9d93a708843d30eb1a
com.payneteasy.superfly	superfly-crypto	1.7-15	-	8512cd58b6d023fef0b9e3a7b8f1f12f86850439
com.payneteasy.superfly	superfly-crypto	1.7-16	-	5b03dbeaa06415e261c352393ed42acea8ad6eb3
com.payneteasy.superfly	superfly-crypto	1.7-18	-	6381c05e2fb9578083e91757238e44f71515de9e
com.payneteasy.superfly	superfly-crypto	1.7-19	-	548640faf0e4eeeaca3ca9d65999bda130486d43
com.payneteasy.superfly	superfly-crypto	1.7-2	-	d71deb0a0ee56e501575c235e103848b45a444aa
com.payneteasy.superfly	superfly-crypto	1.7-20	-	cc9b3dd981feca3a18e252502cb607289f50b172
com.payneteasy.superfly	superfly-crypto	1.7-21	-	9ea35648df1f8fce79ead262b94dd0ba2ba0cea5
com.payneteasy.superfly	superfly-crypto	1.7-22	-	36c1b5f171c2c934dad5718b3193175732ad5da8
com.payneteasy.superfly	superfly-crypto	1.7-24	-	d3df3e8693c736488814a3f63f50fb136e14912e
com.payneteasy.superfly	superfly-crypto	1.7-25	-	edcc1cc3d0c7321bfcfff10e74619c3993efc1cf
com.payneteasy.superfly	superfly-crypto	1.7-26	-	a3befb66cc9582f67f77b6acdb4f55eb53333128
com.payneteasy.superfly	superfly-crypto	1.7-27	-	8ac6b876a8a41f8fbe99f9c1559a4a381800f68e
com.payneteasy.superfly	superfly-crypto	1.7-28	-	b8e0f4b180afc88dc2ffa29174e2a5b7eaf1bba4
com.payneteasy.superfly	superfly-crypto	1.7-29	-	f0534e7806409a71a5ad611b91ae6fb38a09a0e8
com.payneteasy.superfly	superfly-crypto	1.7-3	-	1e4ea897aced88838aec5924d5912dde3367be8d
com.payneteasy.superfly	superfly-crypto	1.7-30	-	796f6bb5793d4a78064007346ad5eed00e000189
com.payneteasy.superfly	superfly-crypto	1.7-31	-	5280db72aa58d7e66fd9efaf28e2c8074e486ad4
com.payneteasy.superfly	superfly-crypto	1.7-32	-	1a735af018b84aa04763764ba6be77b184af5245
com.payneteasy.superfly	superfly-crypto	1.7-33	-	b968a6695133973b163395da3e85a85fe996c25b
com.payneteasy.superfly	superfly-crypto	1.7-4	-	0ddef844efc46aaf7193deff17d771f2c5114c05
com.payneteasy.superfly	superfly-crypto	1.7-6	-	557414d4fa986092f2c0a2691263e5aa67a966f6
com.payneteasy.superfly	superfly-crypto	1.7-7	-	0f81e54ff81b3cd8221612b9adfb8ff510f9d84f
com.payneteasy.superfly	superfly-crypto	1.7-8	-	ae497f48edd575d2a4d30fe3b7c18aa6a214c47f
com.pcloud.pcloud-networking-java	composer-annotations	2.5.2	-	6c7f997ad2a0e9461f752a7a5bbd17d414fe4dd2
com.pcloud.pcloud-networking-java	composer-annotations	2.5.3	-	583904d8adbe54f78f590f0939853684a929d9f9
com.pcloud.pcloud-networking-java	composer-annotations	2.6.0	-	0a851222da5a67beaa1ad55a9a8ccaa85e32176a
com.pcloud.pcloud-networking-java	composer-annotations	2.6.1	-	245d1aa84dd59b031bb6c000491ea7a807223334
com.pcloud.pcloud-networking-java	composer-annotations	2.7.0	-	cdeea209c399c843341ea16d9d3253c09ddcd4c4
com.pcloud.pcloud-networking-java	composer-annotations	2.8.0	-	45155ce6cb45ba43b684c344a859e77fda5e6acf
com.pcloud.pcloud-networking-java	composer-annotations	2.8.1	-	3bc777aee77915235ac5bca75122530417c94225
com.pcloud.pcloud-networking-java	composer-annotations	2.9.0	-	9803598315a17b526543afb056ebfa37ee981369
com.permutive	common-types-gcp_3	0.0.1	-	e132f9f8e3d90a8f457d908c9a1811149e8d7c39
com.permutive	common-types-gcp_3	0.0.2	-	c41b37c706c87b78e57cf99d04783314d26538d8
com.permutive	common-types-gcp_3	0.1.0	-	68a41e47333d01e6a089ebc937249bab09cbd272
com.permutive	common-types-gcp_3	1.0.0	-	ce4d252e2f8bbe0451bbfa93405f55784a4401f3
com.permutive	common-types-gcp_3	1.1.0	-	0a57aeac5db58986f1c246a2f60ca075e233b7f1
com.plooh.adssi	store-redis	0.0.1	-	df175b5b7836ebac95cd133344ccbdd29a09bddd
com.plooh.adssi	store-redis	0.0.2	-	bbe71b8f2a985db231768f3cddceaef0968d59b7
com.plooh.adssi	store-redis	0.0.3	-	cee30c40cadfb8ce6ba66a10edd45348d2564aef
com.plooh.adssi	store-redis	0.0.4	-	19c7fcc59f3e0b90fae38df3c3251fb20157632e
com.plooh.adssi	store-redis	0.0.5	-	98b5a3bf28c3a5a5c87882ee6a68b33dc01c7001
com.plooh.adssi	store-redis	0.0.6	-	d65041b8e65be804689a50e6f0b489f083f92e1d
com.plooh.adssi	store-redis	0.0.7	-	e569c9a9c2ddf7eb8a984b6572f003ac091d7c7c
com.plooh.adssi	store-redis	0.0.8	-	6698f8b7651cc929393508a23760169ec1aa8380
com.pressassociation.partial-response	filter-json-jackson-jaxrs	1.0	-	4995978b36f20a950991f70d4929415e04aa8322
com.pro-crafting.mc	wg-fight-plugin	0.13.1	-	7df66acc49c25807b34ab7784f8f1c9f775e2dcc
com.processpuzzle	processpuzzle-microservice-seed-services	0.1.1	-	f736ca59f15c020def55a59ea6948f2e71375746
com.puresoltechnologies.purifinity.server	systemmonitor.ddl	0.4.0	-	69a7046ed9ac6d01350420044b8a28f6c8577f2f
com.puresoltechnologies.purifinity.server	systemmonitor.ddl	0.4.1	-	b63937c0e1e084b38482d2b8b80447268dd9cece
com.quhaodian.discover	discover-question	1.8.1	-	889dfe7f08cd236f476ea9c45b9aaeb1a396a138
com.rationaleemotions	grid-acolyte	1.0.0	-	0c0c90f9286e3215198ba9039b6c16bf5f326d3d
com.rbkmoney.logback	nop-rolling	1.0.4	-	cb778657f8cb0721dde91613996bf7a99fed5d9b
com.ryanharter.ktor	ktor-moshi	1.0.0	-	52c781e932278a901476a0f3ad018dbc2cb8703c
com.ryanharter.ktor	ktor-moshi	1.0.1	-	b6a1727f47dd12e6494e54af4464ffe261b737a5
com.salesforce.functions	sf-fx-schema-java	1.0.0	-	2becba4ae3f3f05b36a0ce2e684fb07064a8f8ca
com.salesforce.functions	sf-fx-schema-java	1.0.1	-	7f9754324d754e54d8c1992f72cb7e11c83b0814
com.salesforce.vador	vador-vador-root	1.1.0	-	93eeb17b7a57fa7cbad271e22f93a0e208932c87
com.sandinh	elastic4s-testkit_2.13	6.1.8	-	f3c6b55c5964b5d6f3e8f67a86230c9321060093
com.sappenin.utils.appengine	appengine-utils	1.0.0	-	7747f87068bac511d8f183fe203912a2223639f3
com.sappenin.utils.appengine	appengine-utils	1.0.2	-	bf0b6b31326fae4e8218f670548905e5adc08f40
com.sappenin.utils.appengine	appengine-utils	1.0.3	-	5da88fb2bea275c4412d343ecd4c7598f5b098ef
com.sappenin.utils.appengine	appengine-utils	1.0.4	-	f35a433c3ce5f914d93ba35fb8528ddd733181b9
com.sappenin.utils.appengine	appengine-utils	1.1.1	-	4d70849c5aa14f1c56002f0f38367afbb1a51309
com.sappenin.utils.appengine	appengine-utils	1.1.2	-	b19a3e0a31aa6aac73dc99a622504fbb236f5ccd
com.sappenin.utils.appengine	appengine-utils	1.2.0	-	dbf6f59e40775783b9c6424dcafbb9ccdc0b8a94
com.sappenin.utils.appengine	appengine-utils	1.2.1	-	c423290c51071dbd77312ed8cd04dcd532a138d6
com.slack.circuit	circuit-codegen-annotations	0.10.0	-	47b696c0ff40152e69dc9074dc02e62c3e3875b8
com.slack.circuit	circuit-codegen-annotations	0.10.1	-	47b696c0ff40152e69dc9074dc02e62c3e3875b8
com.slack.circuit	circuit-codegen-annotations	0.11.0	-	47b696c0ff40152e69dc9074dc02e62c3e3875b8
com.slack.circuit	circuit-codegen-annotations	0.12.0	-	e89ea0c3629a3d8e600cfbbb10c65092396ad0f7
com.slack.circuit	circuit-codegen-annotations	0.12.1	-	e89ea0c3629a3d8e600cfbbb10c65092396ad0f7
com.slack.circuit	circuit-codegen-annotations	0.13.0-beta01	-	e89ea0c3629a3d8e600cfbbb10c65092396ad0f7
com.slack.circuit	circuit-codegen-annotations	0.14.0	-	60ef02de3e322199143a2d43a2468510223302a4
com.slack.circuit	circuit-codegen-annotations	0.14.1	-	60ef02de3e322199143a2d43a2468510223302a4
com.slack.circuit	circuit-codegen-annotations	0.15.0	-	60ef02de3e322199143a2d43a2468510223302a4
com.slack.circuit	circuit-codegen-annotations	0.16.0	-	2b63c3763fc4352e7350af632c9c012301ed9517
com.slack.circuit	circuit-codegen-annotations	0.16.1	-	2b63c3763fc4352e7350af632c9c012301ed9517
com.slack.circuit	circuit-codegen-annotations	0.17.0	-	af4cd1f13511becbbd551d46155f918d3d0bd4ad
com.slack.circuit	circuit-codegen-annotations	0.17.1	-	af4cd1f13511becbbd551d46155f918d3d0bd4ad
com.slack.circuit	circuit-codegen-annotations	0.18.0	-	af4cd1f13511becbbd551d46155f918d3d0bd4ad
com.slack.circuit	circuit-codegen-annotations	0.18.1	-	af4cd1f13511becbbd551d46155f918d3d0bd4ad
com.slack.circuit	circuit-codegen-annotations	0.18.2	-	af4cd1f13511becbbd551d46155f918d3d0bd4ad
com.slack.circuit	circuit-codegen-annotations	0.19.0	-	af4cd1f13511becbbd551d46155f918d3d0bd4ad
com.slack.circuit	circuit-codegen-annotations	0.19.1	-	af4cd1f13511becbbd551d46155f918d3d0bd4ad
com.slack.circuit	circuit-codegen-annotations	0.2.0	-	675b02706ae303e8f5d80f7902a3375cd9955261
com.slack.circuit	circuit-codegen-annotations	0.2.1	-	a42b0d3157ed2b63912a09309919495a7c399468
com.slack.circuit	circuit-codegen-annotations	0.2.2	-	47aa80bba028c332368f90d77c3416d39110951d
com.slack.circuit	circuit-codegen-annotations	0.20.0	-	af4cd1f13511becbbd551d46155f918d3d0bd4ad
com.slack.circuit	circuit-codegen-annotations	0.21.0	-	af4cd1f13511becbbd551d46155f918d3d0bd4ad
com.slack.circuit	circuit-codegen-annotations	0.21.1	-	af4cd1f13511becbbd551d46155f918d3d0bd4ad
com.slack.circuit	circuit-codegen-annotations	0.21.2	-	af4cd1f13511becbbd551d46155f918d3d0bd4ad
com.slack.circuit	circuit-codegen-annotations	0.22.0	-	5f81f02f7b6980ffaf5f3e239c5a8429513dfd96
com.slack.circuit	circuit-codegen-annotations	0.22.1	-	5f81f02f7b6980ffaf5f3e239c5a8429513dfd96
com.slack.circuit	circuit-codegen-annotations	0.22.2	-	5f81f02f7b6980ffaf5f3e239c5a8429513dfd96
com.slack.circuit	circuit-codegen-annotations	0.23.0	-	5f81f02f7b6980ffaf5f3e239c5a8429513dfd96
com.slack.circuit	circuit-codegen-annotations	0.23.1	-	5f81f02f7b6980ffaf5f3e239c5a8429513dfd96
com.slack.circuit	circuit-codegen-annotations	0.24.0	-	523bd586f1b628823dec8836ff822ad2373dfe42
com.slack.circuit	circuit-codegen-annotations	0.24.0-alpha01-compose17	-	523bd586f1b628823dec8836ff822ad2373dfe42
com.slack.circuit	circuit-codegen-annotations	0.25.0	-	b4387ce8dc1a5e05f912a318460623fad3168f80
com.slack.circuit	circuit-codegen-annotations	0.26.0	-	0e85006a1d32aa5c6e1374ad2e8fedd65af5b9a5
com.slack.circuit	circuit-codegen-annotations	0.26.1	-	0e85006a1d32aa5c6e1374ad2e8fedd65af5b9a5
com.slack.circuit	circuit-codegen-annotations	0.27.0	-	0e85006a1d32aa5c6e1374ad2e8fedd65af5b9a5
com.slack.circuit	circuit-codegen-annotations	0.27.1	-	0e85006a1d32aa5c6e1374ad2e8fedd65af5b9a5
com.slack.circuit	circuit-codegen-annotations	0.3.0	-	b62b0d36d4209b78833c5948f489af401127b506
com.slack.circuit	circuit-codegen-annotations	0.3.1	-	b62b0d36d4209b78833c5948f489af401127b506
com.slack.circuit	circuit-codegen-annotations	0.4.0	-	b62b0d36d4209b78833c5948f489af401127b506
com.slack.circuit	circuit-codegen-annotations	0.5.0	-	b62b0d36d4209b78833c5948f489af401127b506
com.slack.circuit	circuit-codegen-annotations	0.6.0	-	1f03823624df851b1a344a0a20ea8fcbc0dac72c
com.slack.circuit	circuit-codegen-annotations	0.7.0	-	1f03823624df851b1a344a0a20ea8fcbc0dac72c
com.slack.circuit	circuit-codegen-annotations	0.8.0	-	47b696c0ff40152e69dc9074dc02e62c3e3875b8
com.slack.circuit	circuit-codegen-annotations	0.9.0	-	47b696c0ff40152e69dc9074dc02e62c3e3875b8
com.slack.circuit	circuit-codegen-annotations	0.9.1	-	47b696c0ff40152e69dc9074dc02e62c3e3875b8
com.soywiz	korlibs-compression-lzma	6.0.0-alpha1	-	2808d50034293cec6072f0f9100ed6171dccadb8
com.soywiz	korlibs-compression-lzma	6.0.0-alpha2	-	623289082201002369236c45ad41c97b91b56e03
com.soywiz.korlibs.korcoutines	korcoutines-iosx64	4.0.1	4.0.1-metadata	b6820066f8347631d27995bc997f52f1dc59f437
com.soywiz.korlibs.korcoutines	korcoutines-iosx64	4.0.10	4.0.10-metadata	0f2849460a74a2801cfee8f8dce29ea4606060ec
com.soywiz.korlibs.korcoutines	korcoutines-iosx64	4.0.2	4.0.2-metadata	287cd2b9f62894d3ec81b18d2c33da05bab1032a
com.soywiz.korlibs.korcoutines	korcoutines-iosx64	4.0.3	4.0.3-metadata	3826cdf646353f6457367cc9abde70e5e767c24d
com.soywiz.korlibs.korcoutines	korcoutines-iosx64	4.0.4-dev-1.9.20-2914	4.0.4-dev-1.9.20-2914-metadata	a5c92ff4119401fa9f4d42f6f2286e33c68b1f5c
com.soywiz.korlibs.korcoutines	korcoutines-iosx64	4.0.5	4.0.5-metadata	b1d467e18c7980af74b85c908dafdfdebcecb1a3
com.soywiz.korlibs.korcoutines	korcoutines-iosx64	4.0.6	4.0.6-metadata	36ed4d1f02f4ab9dce48a83a61801652008897bf
com.soywiz.korlibs.korcoutines	korcoutines-iosx64	4.0.7	4.0.7-metadata	7f7a5d13cab716c4ed43c9e4dfb7346345d8fcac
com.soywiz.korlibs.korcoutines	korcoutines-iosx64	4.0.8	4.0.8-metadata	3c68873fc968d428572453fe11b518d32bd83182
com.soywiz.korlibs.korcoutines	korcoutines-iosx64	4.0.9	4.0.9-metadata	35dbafa45baafdf17d0a4bfca12b74cb90f59cad
com.soywiz.korlibs.korte	korte-macosx64	2.0.7	-	8634ab73c2b936c154007ea333d24db769de7748
com.soywiz.korlibs.korte	korte-macosx64	2.0.8	-	f8899b35d16d7e4eb9fc8247bf6d86936783ea89
com.soywiz.korlibs.korte	korte-macosx64	2.1.1	-	a8293ba769f6e74a57d3232203c90f4cd039673b
com.soywiz.korlibs.korte	korte-macosx64	2.2.0	-	515657663317acfe9629104717b4558999f33b61
com.soywiz.korlibs.korte	korte-macosx64	2.3.0	2.3.0-metadata	48633e5a8feb0cad10a9ffe3a1aba2a36e0ec8e8
com.soywiz.korlibs.korte	korte-macosx64	2.3.0-M1	2.3.0-M1-metadata	26d0ab8cf2784ccfdd9358d9075d9597e10676cb
com.soywiz.korlibs.korte	korte-macosx64	2.3.0-M2	2.3.0-M2-metadata	ac30db171a6c873b542adeefbef29bd4151ffa32
com.soywiz.korlibs.korte	korte-macosx64	2.3.0-M3	2.3.0-M3-metadata	55d9146d213d4a833fb43cff2e696078cd1ed4d8
com.soywiz.korlibs.korte	korte-macosx64	2.3.0-M4	2.3.0-M4-metadata	a48ebba9564489ee2921d57c8ea100df049789b6
com.soywiz.korlibs.korte	korte-macosx64	2.3.0-M5	2.3.0-M5-metadata	2212b1e10eb6422ab8b8b351b213f463ddbea4cb
com.soywiz.korlibs.korte	korte-macosx64	2.3.1	2.3.1-metadata	cf9bcae8969114a151a9a01089588fdfcfe50aa4
com.soywiz.korlibs.korte	korte-macosx64	2.3.2	2.3.2-metadata	d266dbf6e30d31707e052bec083b78ebcd557177
com.soywiz.korlibs.korte	korte-macosx64	2.3.3	2.3.3-metadata	47399cfc74afb61082fec7bb6063b608e39be51f
com.soywiz.korlibs.korte	korte-macosx64	2.3.4	2.3.4-metadata	7ea2e140552542778ddff546236dde168510010d
com.soywiz.korlibs.korte	korte-macosx64	2.4.0	2.4.0-metadata	1f42c77813b684fef5a78c29b4e58738f7fadf1a
com.soywiz.korlibs.korte	korte-macosx64	2.4.1	2.4.1-metadata	85f16f6c4a57f4a0a4ddfd8a8cfe164f0db34bd9
com.soywiz.korlibs.korte	korte-macosx64	2.4.10	2.4.10-metadata	e9bdceab1bfc524d011d34d265203cd20cd9243a
com.soywiz.korlibs.korte	korte-macosx64	2.4.11	2.4.11-metadata	e3c176b2b3a3b4057d5492b58263730c30362524
com.soywiz.korlibs.korte	korte-macosx64	2.4.12	-	57bcd2c7ab808fbd4ead1e5f0e4616177e47a246
com.soywiz.korlibs.korte	korte-macosx64	2.4.2	2.4.2-metadata	2ac39182e89162c1ad7dec9e2091fb0a18170473
com.soywiz.korlibs.korte	korte-macosx64	2.4.3	2.4.3-metadata	1d3b9c9de89231244a1ea1708af00be58b763fdf
com.soywiz.korlibs.korte	korte-macosx64	2.4.4	2.4.4-metadata	b8603e6295eb59528deeb672eb534bcaa948c349
com.soywiz.korlibs.korte	korte-macosx64	2.4.5	2.4.5-metadata	cbdd2140835f46d980e047d6c6b072855b9e2f96
com.soywiz.korlibs.korte	korte-macosx64	2.4.6	2.4.6-metadata	4b2bfe0914fbff1e82a3656ef44042ac1e8f6798
com.soywiz.korlibs.korte	korte-macosx64	2.4.7	2.4.7-metadata	297790181d3082a91957668ff531e4183156ef2b
com.soywiz.korlibs.korte	korte-macosx64	2.4.8	2.4.8-metadata	d9be6928d37fae7a3e0cbfe6ecef406e8022c853
com.soywiz.korlibs.korte	korte-macosx64	2.4.9	2.4.9-metadata	df22a1a5c95592094243bd54eb547ccfca457e5b
com.soywiz.korlibs.korte	korte-macosx64	2.5.0	2.5.0-metadata	326e6f8fb67bc8882472101746176ec14ea71678
com.soywiz.korlibs.korte	korte-macosx64	2.5.1	2.5.1-metadata	7ebe61d0cf3ea11fa36fad24701ab48bdb3992c5
com.soywiz.korlibs.korte	korte-macosx64	2.5.3	2.5.3-metadata	f63dd5b222038844b2d5959008d8ce75a771cc43
com.soywiz.korlibs.korte	korte-macosx64	2.6.0	2.6.0-metadata	722e5e0753907eadd5ed4cc06661e16b43fe70a2
com.soywiz.korlibs.korte	korte-macosx64	2.6.1	2.6.1-metadata	ee0fc65b3d49d4914268fb8161e7f5f820c7cacf
com.soywiz.korlibs.korte	korte-macosx64	2.6.2	2.6.2-metadata	ac5759bf6fec1fe6c65e8e3794834bdf9006372b
com.soywiz.korlibs.korte	korte-macosx64	2.6.3	2.6.3-metadata	23e3105329006a7d45585b89d8189d7ab076183f
com.soywiz.korlibs.korte	korte-macosx64	2.7.0	2.7.0-metadata	cf652b580d53422d812f5ee110563c8c376177eb
