africa.shuwari	version-zio-prelude_native0.5_3	0.5.0	-	265f4efeabe0ba0fad4cba7c52e11c063fbc069c
br.com.objectos	testable-pojo-plugin	0.4.1	-	8b18761d2c2ee7b3d54f7fbb67049bf6818495c2
br.com.objectos	testable-pojo-plugin	0.4.2	-	825b1c4e9107da006c242f618e9a9b5837a1145d
br.com.objectos	testable-pojo-plugin	0.4.3	-	47a2b8fa304b7860a681b02be9a937546da1d219
br.com.objectos	testable-pojo-plugin	0.7.0	-	6b80334aa0a466a50fc377d3042ed41a94e92672
ca.gosyer	voyager-bottom-sheet-navigator-uikitsimulatorarm64	1.0.0-rc03	1.0.0-rc03-metadata	153d71cee8b53972d31333b7e2fe6956f9dff8e7
ca.gosyer	voyager-bottom-sheet-navigator-uikitsimulatorarm64	1.0.0-rc04	1.0.0-rc04-metadata	cdfd07593b92423b9b5fe2fbf9a96f685d35c9e4
ca.gosyer	voyager-bottom-sheet-navigator-uikitsimulatorarm64	1.0.0-rc05	1.0.0-rc05-metadata	a493dd3282407fa6fbb61aa63a30562707ebdedd
ca.gosyer	voyager-bottom-sheet-navigator-uikitsimulatorarm64	1.0.0-rc06	1.0.0-rc06-metadata	458c37cc8eeaa4e89268eb52c751963ec48bcb02
ca.gosyer	voyager-bottom-sheet-navigator-uikitsimulatorarm64	1.0.0-rc07	1.0.0-rc07-metadata	e83af83651635dd0882e9aaf9b718fc2fe78b4d7
ca.vanzyl.concord.ck8s	ck8s-its	3.0.0	-	48e23298c7b2c96cf1a2843fdd94ccd1b0409ba0
ca.vanzyl.concord.ck8s	ck8s-its	3.0.1	-	0d3536e2b1c4ce35df390da16b4ca8a3963d3376
ch.epfl.scala	scala-expression-compiler_3.4.2	4.0.2	-	79be427b041556903271578a94b14f2c80292b8f
ch.epfl.scala	scala-expression-compiler_3.4.2	4.0.4	-	d4bfe10327eef2891c374996e6beeb6a550bde77
ch.epfl.scala	scala-expression-compiler_3.4.2	4.1.0	-	a640889247233438d9adccddba962bb03c918a30
ch.epfl.scala	scala-expression-compiler_3.4.2	4.1.1	-	c41e9e527efeb8517d3e60867be1b0bc2bf9a7e3
ch.epfl.scala	scala-expression-compiler_3.4.2	4.2.0	-	fef5d46a644b665eaa1ff79e9f704ac262b75a55
ch.epfl.scala	scala-expression-compiler_3.4.2	4.2.1	-	4f64dd2fe21c3a57f688683181e0c68c70df944b
ch.epfl.scala	scala-expression-compiler_3.4.2	4.2.2	-	50909b7c3c903982b891e2ca4a090d68d5c8984e
ch.epfl.scala	scala-expression-compiler_3.4.2	4.2.3	-	d934d866f9db307b253abcbec0c7f66a3b8bc726
ch.epfl.scala	scala-expression-compiler_3.4.2	4.2.4	-	ef65e5b19af4fa7b8795973f44419779f121830f
ch.geowerkstatt.ilivalidator.extensions.functions	geow-interlis-functions	0.0.1	-	832a05c0b5ce43154cdf66fc91705617fc19e22a
ch.geowerkstatt.ilivalidator.extensions.functions	geow-interlis-functions	0.1.8	-	eb7d714dda2e8d9a2d04e81d46d411ed390f38d9
ch.geowerkstatt.ilivalidator.extensions.functions	geow-interlis-functions	0.1.9	-	75d6e9e200099257d1ea96675e969c28232224cc
ch.geowerkstatt.ilivalidator.extensions.functions	geow-interlis-functions	0.2.0	-	d30181735cbcca3dcfbe8abd6d36f72b6344257b
ch.geowerkstatt.ilivalidator.extensions.functions	geow-interlis-functions	0.2.1	-	a8db5df7f6de6cc8356f7d49a371d758ea4b4a0d
ch.rhj.java	rhj-java-lang	0.1.0	-	6a8f6454409651b60fc4aca1cda6384ccd9f36f8
ch.rhj.java	rhj-java-lang	0.2.0	-	22832ae4a474f03a0ce236f990b96df880de1d8f
ch.rhj.java	rhj-java-lang	0.2.1	-	bc1be7b19fe11707ae9524f084c0cf643ae1284f
ch.sahits	sahitsUtil	1.2.3	-	819fcad7b2f7d24bcc61f5582651258fbca8ab58
ch.sahits	sahitsUtil	1.2.4	-	7b44a51a729394174977df7252e60f83029d2ae3
ch.sahits	sahitsUtil	1.3.3	-	7e0130a498b4b7f58d5a70f50b7b638b5e4581bd
ch.tutteli.atrium	atrium-verbs-internal-jvm	1.0.0	-	df5d72d3cabea9b9c023eef926548481c2dae089
ch.tutteli.atrium	atrium-verbs-internal-jvm	1.0.0-RC1	-	196ff2bcaee6f833656a4db9ad3ff9a7e95c1a3a
ch.tutteli.atrium	atrium-verbs-internal-jvm	1.0.0-RC2	-	7873aa5321e2cbb6a72c6e272f16ca212f511e09
ch.tutteli.atrium	atrium-verbs-internal-jvm	1.1.0	-	9f0473d6836c3db2b326fce3937a06b82e2a584d
ch.tutteli.atrium	atrium-verbs-internal-jvm	1.1.0-IR-alpha	-	6de7bfa097eebc73771d6defbf4bdf8e08e6f419
ch.tutteli.atrium	atrium-verbs-internal-jvm	1.2.0	-	1c3383675a336022bdafc58aa53dc4395dcef084
ch.tutteli.atrium	atrium-verbs-internal-jvm	1.2.0-RC1	-	820bfc22e1967c329227f23449a6228e0be14cd9
ch.tutteli.atrium	atrium-verbs-internal-jvm	1.3.0-alpha-1	-	1dd6c859e2d6e208e221b80ea9528de04d0c0221
city.smartb.i2	group-domain	0.10.0	-	377a966ac4ab8895734b0eee6e76c013f5ee988f
city.smartb.i2	group-domain	0.10.1	-	c1d78c84e37c8dedbd3d1358fffd4e39fca34223
city.smartb.i2	group-domain	0.10.2	-	d89699f4d49cccbfccb7afcc3885f61e9c44aeb9
