at.bestsolution.fx.test	at.bestsolution.fx.test.rcontrol.sample	0.0.1		968f23c73fcd9dc19ae069436e67cc24affa0544
com.persist	persist-json_2.11	0.19		d54ab536f35c0a2689c2b43b32e6493a5f3633e3
com.persist	persist-json_2.11	0.20		41a875adbafbf358fa35f450a838d7aa773a4dac
com.persist	persist-json_2.11	0.21		c53849650bf558048e4c5ec07c8d97d739223a75
com.persist	persist-json_2.11	0.22		7373b282cd8b164b0def4c310707473ebbbf59b0
com.persist	persist-json_2.11	1.0.0		437f062a19503265e0e84ddc82a64d27c7789967
com.persist	persist-json_2.11	1.0.1		a70cc9cd95e19da83c59aad8409ed88e2645c318
com.persist	persist-json_2.11	1.1.0		ddb52dfa747c38fcc5cdb6e594eb84895230879b
com.persist	persist-json_2.11	1.1.1		9c50b95eec1d73cdae7b46d1077756753d4049b5
com.persist	persist-json_2.11	1.1.2		53e7e036e4c8f75bbe7701a4abd7d29ba766f9d5
com.persist	persist-json_2.11	1.1.3		a34e5a21617aede2f0e9c64bd693af076ce5b71b
com.persist	persist-json_2.11	1.1.4		02409e394c0514a94b5553031f95809306260b40
com.seanproctor	lighthouse	0.1.0		c377f9e35251fdd348966b35351539b44b4a40ef
com.seanproctor	lighthouse	0.1.1		c377f9e35251fdd348966b35351539b44b4a40ef
com.seanproctor	lighthouse	0.2.0		c377f9e35251fdd348966b35351539b44b4a40ef
com.seanproctor	lighthouse	2.1.1		5d0e36eb2a5f830835713d8292e372834aad8791
com.seanproctor	lighthouse	2.2.0		5d0e36eb2a5f830835713d8292e372834aad8791
com.seanproctor	lighthouse	2.3.0		5d0e36eb2a5f830835713d8292e372834aad8791
com.spinoco	protocol-sdp_2.11	0.1.7		d0ebda2c4681a096fe23558b78c0730d030c632e
com.spinoco	protocol-sdp_2.11	0.1.8		0a35e78b8dee0d0832e52b89a16bdc5bca9e1d3b
com.spinoco	protocol-sdp_2.11	0.2.0		bcf3e1bd0cb5d75058719bd816899213d10ae421
com.spinoco	protocol-sdp_2.11	0.2.1		dfcb08ccd9519b06d760ab45acb160e294108e87
com.spinoco	protocol-sdp_2.11	0.2.2		e77222e2510ca1b0cf3af8dda91ea94baeb040f1
com.spinoco	protocol-sdp_2.11	0.2.3		d85476e8fb0423d56299253ccf47a92391c06444
com.spinoco	protocol-sdp_2.11	0.2.4		b607a1c5e8e6d77ba9a11d8fc09ebcdaae78e4d7
com.spinoco	protocol-sdp_2.11	0.2.5		359933a7e7e2622d4b02b0207e76d47fe1e575a8
com.spinoco	protocol-sdp_2.11	0.3.0		7a7f29177224ba2f6fb7ba1078cc242f34fb305f
com.spinoco	protocol-sdp_2.11	0.3.1		863f7c88d8d08367b91380d5f5da953040edcbed
com.spinoco	protocol-sdp_2.11	0.3.10		1972b9c480fa8ad2cbdf416b48c3a4f7523234ab
com.spinoco	protocol-sdp_2.11	0.3.11		ed8aff9e506cef566ec8c033ed1e099a06b90079
com.spinoco	protocol-sdp_2.11	0.3.12		c9705b0c8ea8ad2b16bc7e2bb53b9fc7f307a73f
com.spinoco	protocol-sdp_2.11	0.3.13		84f8e0d1dcff7eb275551e34994e7570b7503b6f
com.spinoco	protocol-sdp_2.11	0.3.14		155edbe2412f2bb4468eb4f7b4c1d17b08d39897
com.spinoco	protocol-sdp_2.11	0.3.15		e7b05f6e4c70cb84520f6438fb1abb92cbeda599
com.spinoco	protocol-sdp_2.11	0.3.16		ae6e31f79a7c33f3f913d3cf780fbbf109bfbf19
com.spinoco	protocol-sdp_2.11	0.3.17		d2e711d3f63d451f6a80e013407939a08e6eed7f
com.spinoco	protocol-sdp_2.11	0.3.18-M1		c04271cd445e124d89b48ea3d548dc1a3c176fc0
com.spinoco	protocol-sdp_2.11	0.3.18-M10		bba8c8c3df3bac86c24bfd97988f2aeb5b9ec273
com.spinoco	protocol-sdp_2.11	0.3.18-M11		626209173526932fba335a0e0cb1d73def39228a
com.spinoco	protocol-sdp_2.11	0.3.18-M2		2f620969752942af690df3d0ec99a84fb030b856
com.spinoco	protocol-sdp_2.11	0.3.18-M3		5fe30fb03e3a679194e65c8874738514ad993c7c
com.spinoco	protocol-sdp_2.11	0.3.18-M4		2acb3cdade38a7a76b3c1be96acbbfd50aefc302
com.spinoco	protocol-sdp_2.11	0.3.18-M5		bd544a77238ee4e00bb17f2ca6f68fffd8bfb3c0
com.spinoco	protocol-sdp_2.11	0.3.18-M6		b7eb813afd676b56cfa4356cdaead1fd1120af13
com.spinoco	protocol-sdp_2.11	0.3.18-M7		53d4ca09efebc34a46dedecbf4de62c33154459e
com.spinoco	protocol-sdp_2.11	0.3.18-M8		6d2424efeeb019218814701fa5d4d509f4038ddc
com.spinoco	protocol-sdp_2.11	0.3.18-M9		04e1477b274f2aaaf44ef8e83a387b1792019466
com.spinoco	protocol-sdp_2.11	0.3.2		ee68432ef9da1cf8358624d7d1d744ad17e16e79
com.spinoco	protocol-sdp_2.11	0.3.3		79a40f751a62921b40c51aa5d149fe71b746cc2d
com.spinoco	protocol-sdp_2.11	0.3.4		633217531604f8fbd2bf8a59eedd6d2b160fbf9a
com.spinoco	protocol-sdp_2.11	0.3.5		7eac5fe2a6b119ecae90370e5a2c203de4e0dcc5
com.spinoco	protocol-sdp_2.11	0.3.6		b484ad86ae913f39384df39930a0c3c6eabfd38e
com.spinoco	protocol-sdp_2.11	0.3.7		74aaabee90201ec30d77e029e788c1e29c777076
com.spinoco	protocol-sdp_2.11	0.3.8		ad99c88865b8055343b484023d24cd1dd1dd21f1
com.spinoco	protocol-sdp_2.11	0.3.9		b42e8e81eeaf9414c031cca7f72795aed3ded610
com.spinoco	protocol-sdp_2.11	0.4.0-M1		67f9c4cb59bee0e436cd40fbeb5a983d5e95bf8c
com.telly	groundy	0.8		cb0ae4eefbc08822e871e2d7ca429d34b2b97b2c
com.telly	groundy	0.9		f8cdabb9f423bc3a721c178068feff112c703814
com.telly	groundy	1.0		f360550dc28124c8896a36ab741b13aaa9d2ffa7
com.telly	groundy	1.1		09055d69e669dab0d1ebe73eeed2627ac6199344
com.telly	groundy	1.2		24afa621fd33ab2b0087e6bbfd13caf4f7b185a1
com.telly	groundy	1.2.1		fb2214a7118c37885c410b33bcffff321afd81f9
com.telly	groundy	1.2.2		f188738cf677166c15afd8c26541d39fd8dc6b58
com.telly	groundy	1.3		88034eb7f6d7f0d13abe0892dc6c623b525fcb6d
com.telly	groundy	1.3.1		e4a31d88df31bf38783341fcd169fa627b9317dd
com.telly	groundy	1.3.2		6a1e835b98a3fed781632dcebbf17ccd3b9de156
com.telly	groundy	1.3.3		091c90dfe51a8bf1cfc1906c49059c5cb478b9fa
com.telly	groundy	1.4		981963d8b2bb838244c5dcca28b6214f05775372
com.telly	groundy	1.5		ce03188b6cebf18abfb2c0a809c7433fdbed7fda
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.4.0		e6e5c8867c4470faf81f9db91f0012c1b68e0735
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.5.0		5d05a31f27b93e90cbb8a0a8344f6e1f8c041377
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.6.0		81af0f50bfee580ca9d7f72fdfce4ba59b38461b
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.6.1		97299ed7078fb8289e276523597ad5cc4bb51639
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0		364c94ac4d906fadb639e88ee5f4ab70ff14f767
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+135-f53f1b03		329e34e87e39bcfb2a536dff7387d129232c969e
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+136-0c55b523		08736ce2fdf2e9a766a7f6d10720c48d39436a3f
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+136-ddaadbb7		3e0a93930803fb6eb64d3691e3a0af81ede651cd
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+137-562e8606		ac93a03d5826ff94ba1dbb69407825437ce0ca9c
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+141-9653ff79		7cddf8274e7c7afeca1044661a00ef300b95ee07
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+142-59ad08ad		7e961d6aee36f20744d657a41fde00e308ac5592
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+143-429e86ef		378257db70b01141aa92f9ad8d870bc62ffce7fc
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+143-7b5f7655		11f48388a707e03f790a53de2831f8cc35cfef22
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+143-d516a9f9		df4ca7586c1b2bc15b3777dc7e7b32dca1e65271
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+144-c34de6d5		621363e4f6828835680aeadce336c18d246219b3
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+144-dfef7165		c4a7976f2cda95ffddcc5e922b8c996a54a2461e
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+145-d29c9b6f		41843c2c29d6f70ed7fffa0ba75e9e72f42ad334
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+146-ae88d318		22bd2253165c7e7b850dadf13db51735ae93ceb2
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+147-dbad6f7b		b5c31cff532fe80515f194cd68d88c01b7a7232a
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+148-f11b7e19		13d88f0f528efbcdee6a725490f82bdf5fb13f0f
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+149-233deae0		784066612b709cabeb88047a2b16c8af8790e337
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+150-e57da363		85581add70a702956a12b7dff02bd0e4a9f5bbbe
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0+151-50bbd803		3b75ccd55b89bb288a84ceb113eb0e60de76dc61
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0-116-252da610		cd23ceca4b749928994b37c8baab5e41d6af4544
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0-116-29bbf50f		b4e3ae24b7ff84ec3f20dd301cf86d235703c229
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0-117-46e70ce4		4d9c8c1b59ca5af63b17c03231e65e0e750aa167
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0-118-bef952a1		086e95fe7b1b6b6bb1d727762ae52b386a820042
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0-119-5ae1e05b		5faa548159ff47309c8a8fe69e4dc9784c86cd6e
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0-121-15708c62		da6188caba18276c7071216fc54a07083311b38c
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0-121-34b09b1b		f8a69556df2ca53a94db105b06b0d6f70ca0df68
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0-121-b511cbd7		55b5c6e723615574dc4ffefd94383859181e563e
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.7.0-127-a9f1e4dd		bac8c8bb2989fa6f3063bdceb01dce24cd7f5592
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.0		155afdc22148cf4257b8c52b095a1fda1b43a96a
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.0+2-f6d234e2		f6d32d1343b88ea3a009877086403f4560147a41
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1		381d25fc8dfe756e3e0aa983c1c1f7a8cd7a6236
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+10-271b5637		e97ca79a0037a66b99c0102fa233491e536f013e
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+10-f7cdf968		3617ac4fba3ef5684d2c9ad19b79ac73552f3b2a
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+11-699cfe50		3af7038f526522add63f5dfc9aa35d5735b7bcdb
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+13-97a80554		99f1a838e01ba75566b6f6d22fe4e977962ff9fa
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+15-741ee2ec		b1ed09f2b6f1ed53de391879d6341d37f9655d61
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+16-c4121049		dff70c5f2a4cc148724e1e0108af37245273c9ea
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+19-c14f9b53		ebf332d7164d198ee4a885bc403b833590821e38
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+2-a3d6834a		e9cb7fc93ee650e13fc9c553acb7aa1f8e377320
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+20-fc777f43		a14db6070d2afd4aec2d362c0088dddd3d568ee4
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+21-b752e628		c274b4dcfa45beeb727809f12d7348ce3cdcfd03
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+22-4e7a091f		5167ef6a8c6154dc4178952efca07efb9c813115
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+23-011e9dd8		0a6656134f06ace8e169c416ee8711098e660499
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+25-746fc092		e0bf8c4d1d5062a309807542bea07141f90f3a75
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+29-9bf3951b		ad8e0694222a7f69e725ff8a80f516e2a0085533
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+30-ea265413		74454e2da1115a177c3349d9975adcc4ce97ed31
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+31-5a9f2fe4		11ee70f4598675c56f05e66a82ed10528577d88b
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+33-675b8477		3993116d51fa9a5559bbce8deb43f0bcbdc31e78
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+35-41ce4581		b859524b55263afc02a0a17b562c6484d0e0ae90
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+36-f6ab2503		6ce35ae32ee46af5345e7daabd048ec250736ed5
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+38-5df3767b		957bbd24f1298f4da5f0534427f8c9bd14a3be43
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+39-33a0038b		725f845273565be658c1881ec97c26162584f49a
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+4-4b768498		0735bd04d4829658ac02724872676691e3ad4130
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+40-3185eb4c		788ead6a6933059d8fa83215eabf3af5dad7ad02
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+5-5f480850		96e4b4c342185cce8e3f3463e5dea632c9bcb0ca
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+6-4a5e77c5		ccd0bc153ee715a10893fe797e108a914b48b273
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+7-6724bd0e		7f81df85ebe23f4e428dcebe23caebcbcf1b829d
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+8-5d117e8f		e84c7cd6e8a61aff89a16c9454b6cc87e57d0b33
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.8.1+9-047e7006		1d4152858e1ffe505bd26640064ccdb6c1a0fafa
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0		91c9ef39f30942b9296b032972c3f1b6f84cacae
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+18-0b3da6e1		9d812a8f62c977eab310ee5a1bbb278a4570d5bc
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+2-4ca99b15		1bdd5ceab755ca293239583a9b4eddcd17d2360e
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+24-7ffa2084		fa24408e58365bc423dc0262f9583a92a5025585
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+26-fc719083		ac74dfea2a708e09060faac3cb45b802a6307e54
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+27-3112f0a9		aaacc562e01b2ca0a0e6731858b1b81bd66bca00
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+28-e1f944a1		5d05e6a954d05b8702b769bb60600c839f6b81d8
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+3-cadac35f		ad268d0e314609db3a51e490eb5ccb633a0d8265
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+4-5657af78		d76199fd27667883a3b563ea44e2a122bc177864
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+50-7e241e07		2fed393256b1e51d19829fa98e380cb07ebbcff9
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+51-bff4ff98		7ca33c862e59a958b5445eba7694d00aa50a47ad
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+52-d383c820		4965650b2890f346a5a80fe2c8214f2b6e9e712c
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+53-4dbabc69		19084e61ccddde8c351e702175f35333d1f77d92
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+54-a2ea4ca7		fdad0e04578fe028f231dc559851f354c4806cb0
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+55-546ffe2c		59559910633c3a305cb30b4b680b0e7c0041b94a
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+56-3af5a32a		e4baaea0454ecadaa3b2c0668035e5a7e99859ae
com.thoughtworks.binding	safebuffer_sjs0.6_2.10	11.9.0+6-b654b197		257534a4bbfac1b593660d45b22b6cca00e540ee
com.trigyn	gridutils	1.0		513ec91a85e7109ed3083957c10c975f5f4d7303
com.trigyn	gridutils	1.1		c625b51ee14b11e005e69fa6fa1a335d3595d6e8
com.trigyn	gridutils	1.2		98e2e4980b0551b4f15d68aff11d149561d82fd2
com.trigyn	gridutils	1.3		50ce144cb12b0c06785ba5babab274d9bf4bcbb6
com.trigyn	gridutils	1.3.1		4daf254269f79b4fc62533ef0fc942fd3f00270a
com.trigyn	gridutils	1.3.10		f2d3803cae2a16fc8257162050e8774766196a96
com.trigyn	gridutils	1.3.12		520c8947ab0fd1ed34b49f6635155c51201b4002
com.trigyn	gridutils	1.3.13		372bad92d732f3e22dfe0650c851c2d8bff9ca44
com.trigyn	gridutils	1.3.14		1177a652885b8ac1904a1a6ebaae8bf49be43fb1
com.trigyn	gridutils	1.3.15		b42456382fc47684b7899b2ebf775d8f473ba9bf
com.trigyn	gridutils	1.3.16		1e91c8db3d2ffc3f223f3fd0073f2c8305d1d114
com.trigyn	gridutils	1.3.17		22d5321aa3573a8049be624de258873494786e6a
com.trigyn	gridutils	1.3.18		39f8de5e9c438050cc114c8dc7b32dbfb4ae806c
com.trigyn	gridutils	1.3.19		fa66f04bca34a09332d08949672939aefc36f253
com.trigyn	gridutils	1.3.2		f4a124bf6ace8b02cee492d03c231512ec9eab7b
com.trigyn	gridutils	1.3.3		3a66a3bd39dbc990b505f4fc53ff08369a1270b1
com.trigyn	gridutils	1.3.4		1192b3abc5cedc92c4b5347c4147428942b3fa3e
com.trigyn	gridutils	1.3.5		815177da3c2d823c67f9194127cd30128fa4827d
com.trigyn	gridutils	1.3.6		7e6f9696b4a796b1def4d253186d99f43bdaf251
com.trigyn	gridutils	1.3.7		d1014227b71afc966e1584e4969d1bd887adce2d
com.trigyn	gridutils	1.3.8		6737fd8b778f39dc96c99ac00b3a406ba80303d1
com.trigyn	gridutils	1.3.9		d9aceb36d5cd1561864c7762872cb2aa9ddc0510
com.trigyn	gridutils	1.4.0		e9bf42f4d7626967a4e139e6c856c4eb64fff415
com.trigyn	gridutils	1.4.1		b2a9ab52cdbb7b83934271046c8511817d7cea95
com.trigyn	gridutils	1.4.2		6f129aa7258ad4c7123eb197fe4aab9a8ec88bdc
com.trigyn	gridutils	1.4.3		c57a16e4ca9714dfae82f0afaf233bc600174886
com.trigyn	gridutils	1.4.4		def4cc823bcbe4319fb3bcac0f5d87c097aefc70
com.trigyn	gridutils	1.4.5		9a2ec5f01994120a2d910cdfc13b57c392c8795c
com.trigyn	gridutils	1.5.0		bdd482732f1e895f437f7cd910a72d8792b036ba
com.trigyn	gridutils	1.5.1		b0cdf55a6fca6b095569ed944d5a6e8cc5771f7d
com.twitter	parquet-hive-0.10-binding	1.2.10		e485d8dd79b0bef72ee183bba1a082eb5ca5be3f
com.twitter	parquet-hive-0.10-binding	1.2.9		aaa9c383b3453b29d702f98116b1373a0b6c5f59
com.twitter	parquet-hive-0.10-binding	1.3.0		0efc4e7496b03626d98d57077e354aa46cca68ca
com.twitter	parquet-hive-0.10-binding	1.3.1		10212dc34d64656472d9eff1d0524a1d7a658e7a
com.twitter	parquet-hive-0.10-binding	1.3.2		5d1a2bb4d59117ca090b000829e0a05c23b7fb41
com.twitter	parquet-hive-0.10-binding	1.4.0		19a400f20abed4d71a535528f902aa7de3358639
com.twitter	parquet-hive-0.10-binding	1.4.1		d245d5ab0f00e3b8ffffb29bff45dbf3a15d8727
com.twitter	parquet-hive-0.10-binding	1.4.2		79a39c81d7fbc7554f3fd789daaf6b96030183c9
com.twitter	parquet-hive-0.10-binding	1.4.3		66727bc9ed1de894e03784b1e921ad7bf3674135
com.twitter	parquet-hive-0.10-binding	1.5.0		07a9f6828ca81d6e0ed908399154c89e68dc712d
com.twitter	parquet-hive-0.10-binding	1.6.0		fbea572502d19c48b5d2ed43dc743df307420d17
com.twitter	parquet-hive-0.10-binding	1.6.0rc1		38f44d8acc368037e01a55c16e54b6917a9a468e
com.twitter	parquet-hive-0.10-binding	1.6.0rc2		cbc7161aeabe91f09cf9e35ee6cdedba13e30c8d
com.twitter	parquet-hive-0.10-binding	1.6.0rc3		ff3379b5a228ff6ac67231a533cf4dd6d086a96f
com.twitter	parquet-hive-0.10-binding	1.6.0rc4		e2522602bbf5bc323377de10c65f1d5886d165c5
com.twitter	parquet-hive-0.10-binding	1.6.0rc5		6c43af22efaee0668f191803d54ac6d82a37987e
com.twitter	parquet-hive-0.10-binding	1.6.0rc6		c1760bdaf9969dd6fb5269073a3f2d9fef6087a6
com.twitter	parquet-hive-0.10-binding	1.6.0rc7		a70406afc1abf2cf50fa01bb04ed5dcfdd340c50
de.griefed	serverpackcreator	3.0.0-alpha.19		N/A
de.griefed	serverpackcreator	3.0.0-alpha.19	plain	30aa9971b6520df5079f7089aa72db10557da669
de.griefed	serverpackcreator	3.0.0-beta.1		N/A
de.griefed	serverpackcreator	3.0.0-beta.1	plain	408062f33198301a4f0e6d9f1c19e6180436f5e0
de.griefed	serverpackcreator	3.0.0-beta.10		N/A
de.griefed	serverpackcreator	3.0.0-beta.10	plain	7451372bce84969d5bc4ef2414033c7d5545767c
de.griefed	serverpackcreator	3.0.0-beta.11		N/A
de.griefed	serverpackcreator	3.0.0-beta.11	plain	7d9d4bd328f28ba741e338dec4f0357a9dd73437
de.griefed	serverpackcreator	3.0.0-beta.2		N/A
de.griefed	serverpackcreator	3.0.0-beta.2	plain	fb7b6db72f29cf004cff52cd86ba25d1a8d03461
de.griefed	serverpackcreator	3.0.0-beta.3		N/A
de.griefed	serverpackcreator	3.0.0-beta.3	plain	50d200d6d721f76e3bad36e44e0bc4525b7d0ebc
de.griefed	serverpackcreator	3.0.0-beta.4		N/A
de.griefed	serverpackcreator	3.0.0-beta.4	plain	a6da692deedbcd0b256e2d6135ea93efebc8745f
de.griefed	serverpackcreator	3.0.0-beta.5		N/A
de.griefed	serverpackcreator	3.0.0-beta.5	plain	bced15ec9dc6f0e85d86be72ec37e7aa2ec1086b
de.griefed	serverpackcreator	3.0.0-beta.6		N/A
de.griefed	serverpackcreator	3.0.0-beta.6	plain	1f176062cf2a51ae526570ddafd279fb244794bd
de.griefed	serverpackcreator	3.0.0-beta.7		N/A
de.griefed	serverpackcreator	3.0.0-beta.7	plain	e98bf523bed31bf29cb9177c7b15d8759773592c
de.griefed	serverpackcreator	3.0.0-beta.8		N/A
de.griefed	serverpackcreator	3.0.0-beta.8	plain	f85d9dc6aa77d85cd87f6138dbb2a96fe3dc1eef
de.griefed	serverpackcreator	3.0.0-beta.9		N/A
de.griefed	serverpackcreator	3.0.0-beta.9	plain	22a417b5758b640c7f0d64cd1368757d5e54cf72
de.griefed	serverpackcreator	3.0.1		N/A
de.griefed	serverpackcreator	3.0.1	plain	1aac22cf4a431e4b20ccf8cf73fdf238b09aaf11
de.griefed	serverpackcreator	3.1.0		N/A
de.griefed	serverpackcreator	3.1.0	plain	ba7fbf3306aff25e68b471558d27c12a07a4eee7
de.griefed	serverpackcreator	3.10.0		N/A
de.griefed	serverpackcreator	3.10.0	plain	b94c751899e77c433ff28c2363b5c49b1e487888
de.griefed	serverpackcreator	3.10.1		N/A
de.griefed	serverpackcreator	3.10.1	plain	b51410a7bb4508d54d71dc5f0d11305844765985
de.griefed	serverpackcreator	3.12.0		N/A
de.griefed	serverpackcreator	3.12.0	plain	ace7fd51c7acfaee8fdd6ffe402e99010bed7c5e
de.griefed	serverpackcreator	3.12.0-beta.1		N/A
de.griefed	serverpackcreator	3.12.0-beta.1	plain	ff870ef14d9810087b3470f29e124632ae8ca77c
de.griefed	serverpackcreator	3.12.0-beta.1.1		N/A
de.griefed	serverpackcreator	3.12.0-beta.1.1	plain	8fc8f13bf47e6e8c7c4317040783df31d6892ace
de.griefed	serverpackcreator	3.12.0-beta.2		N/A
de.griefed	serverpackcreator	3.12.0-beta.2	plain	377db9ec40e3c89aa7cdc19ac6b1e7cd81006bdc
de.griefed	serverpackcreator	3.12.0-beta.3		N/A
de.griefed	serverpackcreator	3.12.0-beta.3	plain	dfaf02aad1fc5b0c08d4dd0f90925a6cecfa155a
de.griefed	serverpackcreator	3.12.0-beta.5		N/A
de.griefed	serverpackcreator	3.12.0-beta.5	plain	ddc2d96c43fe629c44c41ae1447ab841306cb496
de.griefed	serverpackcreator	3.12.0-beta.6		N/A
de.griefed	serverpackcreator	3.12.0-beta.6	plain	748d28d38628683fe00e896507d0fbe64e0a7115
de.griefed	serverpackcreator	3.12.0-beta.7		N/A
de.griefed	serverpackcreator	3.12.0-beta.7	plain	1c538ea7a39098fda9bc7cb05a6fb7753ca801b8
de.griefed	serverpackcreator	3.13.0		N/A
de.griefed	serverpackcreator	3.13.0	plain	4cd8a595537ce34faa7aef192684c35fa53c708f
de.griefed	serverpackcreator	3.13.0-beta.1		N/A
de.griefed	serverpackcreator	3.13.0-beta.1	plain	295da254d7e2ec6bf588a488a75330a13cb93fdf
de.griefed	serverpackcreator	3.13.0-beta.2		N/A
de.griefed	serverpackcreator	3.13.0-beta.2	plain	0229ba8b2137e31c3b9b688335288f82a279c8af
de.griefed	serverpackcreator	3.13.0-beta.3		N/A
de.griefed	serverpackcreator	3.13.0-beta.3	plain	f478df3025fa6806e7f9287a4763ebc75546e5ac
de.griefed	serverpackcreator	3.14.0		N/A
de.griefed	serverpackcreator	3.14.0	plain	9e30bc862daa3d43f12c1ee6ce43a5048e339244
de.griefed	serverpackcreator	3.14.0-beta.1		N/A
de.griefed	serverpackcreator	3.14.0-beta.1	plain	259a0783446a285c2b718be84009b73e5933e9a6
de.griefed	serverpackcreator	3.14.0-beta.2		N/A
de.griefed	serverpackcreator	3.14.0-beta.2	plain	b0fe71fb8323fab22cc198c44f362997fa72555b
de.griefed	serverpackcreator	3.14.0-beta.3		N/A
de.griefed	serverpackcreator	3.14.0-beta.3	plain	c21247107140e78b3a0f55fca2fea1cad0e14823
