cn.zhangqin56	zq-common-utils	1.0.3		e090bbb1b8dd8af8a6dcdc491b15ad3b76ac980a
com.guicedee.services	hibernate-c3p0	1.0.17.1		cdae0fa282b4ebb1f5388f8f2bee767c81b815fc
com.guicedee.services	hibernate-c3p0	1.0.17.1-jre14		3e9b3f02e6f35f0880af72175f90b1782365e121
com.guicedee.services	hibernate-c3p0	1.0.17.1-jre8		7bc938cdee3400ae340f1240fa71f212caf17e20
com.guicedee.services	hibernate-c3p0	1.0.18.0		b785e18b3d2eaeea9e54d7811354c819d63c16f8
com.guicedee.services	hibernate-c3p0	1.0.18.0-jre14		12001d976ac6aa90685dac1e73ced0387a39b331
com.guicedee.services	hibernate-c3p0	1.0.18.0-jre15		11a25f5ed95f27512655b7652e1c950f7692a9d2
com.guicedee.services	hibernate-c3p0	1.0.18.0-jre8		e6802f92dbf74d2e6c17ec71cc9454722cc1e2eb
com.guicedee.services	hibernate-c3p0	1.0.18.1		2fccb4dc5a10465e1e465de766045a87ade6b35c
com.guicedee.services	hibernate-c3p0	1.0.18.1-jre14		bdb75fdac4c46ac292465100c4eab81d9db79a97
com.guicedee.services	hibernate-c3p0	1.0.18.1-jre15		241c01cf0facf2118dca418809d8ffd06e8e3a3d
com.guicedee.services	hibernate-c3p0	1.0.18.1-jre8		c7ae6f6d766ac0e0c0f71e6fe6e8fdd8ec7c384c
com.guicedee.services	hibernate-c3p0	1.0.19.0		f19cbc7255213cf36229a08ac9eec0d477c6deae
com.guicedee.services	hibernate-c3p0	1.0.19.0-jre14		77108f2f404d9ee8554b200ac41adde2903cd8d7
com.guicedee.services	hibernate-c3p0	1.0.19.0-jre15		1df0be2b56eaabf351fd441e78e73c358b771c0f
com.guicedee.services	hibernate-c3p0	1.0.19.1		990ec0d20439a25a999bc1119ddba0d1971d665f
com.guicedee.services	hibernate-c3p0	1.0.19.1-jre12		7a13ee0e1b03faf156ec6107a2dd9d2bc7ab27a4
com.guicedee.services	hibernate-c3p0	1.0.19.1-jre13		062b20b0aa299151dc772b57d09c641cd85c5d42
com.guicedee.services	hibernate-c3p0	1.0.19.1-jre14		7348a26abf2c949cedceb525366dbd162697188a
com.guicedee.services	hibernate-c3p0	1.0.19.1-jre15		229fa6eafea4a698c8654be386b5e4e82748179d
com.guicedee.services	hibernate-c3p0	1.0.19.1-jre8		c11adc0dccfb1ace0dcccd784f505897dee72f1f
com.guicedee.services	hibernate-c3p0	1.0.19.10		9e5adc5440a83f00b8e2a139b8eacaa0c4956ef8
com.guicedee.services	hibernate-c3p0	1.0.19.10-jre12		037f6cc16caeb3045b2bb590d081ccf62858ee33
com.guicedee.services	hibernate-c3p0	1.0.19.10-jre14		34c7a49b2ce9e20666bc02d294c8561e76960269
com.guicedee.services	hibernate-c3p0	1.0.19.10-jre15		2ed856e0e3ff1802220024aae30f8e8e0b375c79
com.guicedee.services	hibernate-c3p0	1.0.19.10-jre8		99c275b8599c787d7a17ff19af6e5724e2c0bbd5
com.guicedee.services	hibernate-c3p0	1.0.19.11		7681b6c44998550a62ab0d80f7068513cbe19484
com.guicedee.services	hibernate-c3p0	1.0.19.11-jre14		848fa0fc88c3b0cbfd6677235d50eae83a59ceed
com.guicedee.services	hibernate-c3p0	1.0.19.11-jre8		a03ca50b40e101d74b7adb4335973bc95e4cdfeb
com.guicedee.services	hibernate-c3p0	1.0.19.12-jre14		8feaa04a5abdc34366ee6a4188ba2494d025fe2b
com.guicedee.services	hibernate-c3p0	1.0.19.12-jre8		de3bb883b64397e8f537dec775fa104fb3fb6326
com.guicedee.services	hibernate-c3p0	1.0.19.13		46e282ad1f825e297281aedf994bde440e6563b1
com.guicedee.services	hibernate-c3p0	1.0.19.13-jre14		b9a507dfd177061462397702f7bb81b6984dc352
com.guicedee.services	hibernate-c3p0	1.0.19.13-jre15		4ff714e7a479418a37a73116c1e8b22bd88ca93e
com.guicedee.services	hibernate-c3p0	1.0.19.13-jre8		f7cd9ed50f785ebb7b3615f1d2270b6fcedf5e25
com.guicedee.services	hibernate-c3p0	1.0.19.2		1d24c84f5159bce5b835f43bd45d185da4918d2f
com.guicedee.services	hibernate-c3p0	1.0.19.2-jre13		40d42ad4fff4cb4c6f42678045f13f9a1a83c9a9
com.guicedee.services	hibernate-c3p0	1.0.19.2-jre14		cf3e285b889fa1714fa55e32f1894d1bd2c19c26
com.guicedee.services	hibernate-c3p0	1.0.19.2-jre15		5c30e16931c3490c6a76f35fc47dbc722290d1e6
com.guicedee.services	hibernate-c3p0	1.0.19.2-jre8		4d0760c748ef65e65cd341dce63543f4bedb166f
com.guicedee.services	hibernate-c3p0	1.0.19.3		37ccc97030b430f1f173d5916ecda4cb1c33a62e
com.guicedee.services	hibernate-c3p0	1.0.19.3-jre13		1b38bfc6358b29ca3a353d985f1420cb34e318ac
com.guicedee.services	hibernate-c3p0	1.0.19.3-jre14		c7533d6315a992c4299dc99a6d5948edf117a3d0
com.guicedee.services	hibernate-c3p0	1.0.19.3-jre15		20a6239ac79a7bdbdb212ccf667f24c0cb78275f
com.guicedee.services	hibernate-c3p0	1.0.19.3-jre8		e93fb9aaddf4b5bcf2b435234c84e6bda6cecd7d
com.guicedee.services	hibernate-c3p0	1.0.19.4		e77048d7e237fa1f759c7497880c4333179c43b0
com.guicedee.services	hibernate-c3p0	1.0.19.4-jre14		c629d4b01d0f15ca82148fbe7a6fdcc033299e8d
com.guicedee.services	hibernate-c3p0	1.0.19.4-jre15		18d29185cf0174c20f6ea455c3d85621a122c954
com.guicedee.services	hibernate-c3p0	1.0.19.4-jre8		f99f2a25d5cff29ed293fb0ca192709d58123bb4
com.guicedee.services	hibernate-c3p0	1.0.19.5		d1bfc746f913b0ce88f539a511dd4659ff7651c3
com.guicedee.services	hibernate-c3p0	1.0.19.5-jre14		81c65adb2bce86a58f19d01df6a73fb66b48d781
com.guicedee.services	hibernate-c3p0	1.0.19.5-jre15		dbc5150d9aeda3211094d5d05dcf740637457dc4
com.guicedee.services	hibernate-c3p0	1.0.19.5-jre8		e78860077aa12ff9674fb5c7c8c78cc1252fa291
com.guicedee.services	hibernate-c3p0	1.0.19.6		5a2f432bdc24c3ca2eeca68af2bc4ba98941a521
com.guicedee.services	hibernate-c3p0	1.0.19.6-jre14		2a840eda92fd54e8121b6322df061a819106c030
com.guicedee.services	hibernate-c3p0	1.0.19.6-jre8		643003c5f05c31e9b7bf25345f79c368ba713188
com.guicedee.services	hibernate-c3p0	1.0.19.7-jre14		0f98032240c7e836b76c6ac9a70822bc5c294612
com.guicedee.services	hibernate-c3p0	1.0.19.7-jre8		9c3c9a66b176c92f6b2d1f392b40f8100cce0d12
com.guicedee.services	hibernate-c3p0	1.0.19.8-jre8		7f23f16df710b7533203804387f822c934b8036d
com.guicedee.services	hibernate-c3p0	1.0.19.9		04066a33ed2a34c948b6e058828c005def017b57
com.guicedee.services	hibernate-c3p0	1.0.19.9-jre13		0348030722778378399911dd6197961e8668f6a0
com.guicedee.services	hibernate-c3p0	1.0.19.9-jre14		a8b4567591ca459472eb578afa96abf04e70d347
com.guicedee.services	hibernate-c3p0	1.0.19.9-jre15		6f9452ef741c67fbaa69f83637af78047e7f2f67
com.guicedee.services	hibernate-c3p0	1.0.19.9-jre8		6675f7e585473ffa6f1766c78fbb41c91f05301b
com.guicedee.services	hibernate-c3p0	1.0.20.0		90366cf3ac855efbfac3d0447e8eba34aaf37330
com.guicedee.services	hibernate-c3p0	1.0.20.0-jre14		72515989250bb43fa52051c568f68b3ccd708938
com.guicedee.services	hibernate-c3p0	1.0.20.0-jre15		1a871dabcd2f07b08cb61adabc79acd02cb57357
com.guicedee.services	hibernate-c3p0	1.0.20.0-jre8		bdab84be24d2b74cd1da8a1ae485fcd3a6d11cbd
com.guicedee.services	hibernate-c3p0	1.0.20.1		4f3d5e8c7113a2d52dac38d5c676a13a3a81652c
com.guicedee.services	hibernate-c3p0	1.0.20.1-jre14		1eafa18a3c8122c454a83c8e3f86c569bfc7afba
com.guicedee.services	hibernate-c3p0	1.0.20.1-jre15		53f5a6795e1a113de77a25838701adaa1adf2002
com.guicedee.services	hibernate-c3p0	1.0.20.1-jre8		33a22702ef31a9912348a95c1dafaf3656255661
com.guicedee.services	hibernate-c3p0	1.0.20.2		efa5a0e900b9c116d291921b509e6727483bd2b6
com.guicedee.services	hibernate-c3p0	1.0.20.2-jre14		64161561e82b492e0f4c1b3b3e528a6b44ae45e3
com.guicedee.services	hibernate-c3p0	1.0.20.2-jre15		87c3d424da3d08a832b68f9876dee484fb86b936
com.guicedee.services	hibernate-c3p0	1.0.20.2-jre8		397fc5561835bf49ecb7e9670e6bcb1baba2d52a
com.guicedee.services	hibernate-c3p0	1.1.0.0-jre15		bd11ea9939a39782361d8995f5356ef0037ede3a
com.guicedee.services	hibernate-c3p0	1.1.0.1		8dd1c094f768e4767d24b4dba5beef3bc05ff61b
com.guicedee.services	hibernate-c3p0	1.1.0.1-jre14		7c647884734e8706960f58ef4deb2b51f47ba0f0
com.guicedee.services	hibernate-c3p0	1.1.0.1-jre15		5849fedb44c1d948cb22b4af2a600edc3c5c6fb3
com.guicedee.services	hibernate-c3p0	1.1.0.2		e40e2af4193cf4de61ed2fcba0ff734d7f75d961
com.guicedee.services	hibernate-c3p0	1.1.0.2-jre14		bc4b0e6cdc102a820ecc0f8b7a3c4f7de31a9c68
com.guicedee.services	hibernate-c3p0	1.1.0.2-jre15		3a5ed4613eaff9d33339816eb9df6431cee81067
com.guicedee.services	hibernate-c3p0	1.1.0.3		b48772c6c62383518fba549df1e4fe1c734816fe
com.guicedee.services	hibernate-c3p0	1.1.0.3-jre14		79a1915128ac45a51e579bce0e98bdfbf332e97f
com.guicedee.services	hibernate-c3p0	1.1.0.3-jre15		fe8e1386f9141ab91eaf1e763d8b242d226b7c82
com.guicedee.services	hibernate-c3p0	1.1.0.3-jre8		baceae995e3d314f2bf7e50e72fd9a70a2e4cb8d
com.guicedee.services	hibernate-c3p0	1.1.0.4-jre14		b90327fc1633279a53db71e260c8e19bb17af3ab
com.guicedee.services	hibernate-c3p0	1.1.0.4-jre15		465355487f5b19e0130d0a8f6a3efe16ce2ef29f
com.guicedee.services	hibernate-c3p0	1.1.0.4-jre8		9adc62f644a92441d126e770974fe6fa0c7488ec
com.guicedee.services	hibernate-c3p0	1.1.0.5-jre14		bd6ff6d2a6b95f366c35b03846ed40a04ccad80c
com.guicedee.services	hibernate-c3p0	1.1.0.5-jre15		fe1add4d96b0134459e2126c2d186fcb4151df0c
com.guicedee.services	hibernate-c3p0	1.1.0.6		7b6e43a4aa541cd9fdf99dd1a510bb00ff547012
com.guicedee.services	hibernate-c3p0	1.1.0.6-jre14		f7510eccb8ef31bc2304a8abba728d8f7a7f1661
com.guicedee.services	hibernate-c3p0	1.1.0.6-jre15		b6a6377982497445795c7d5a4f53f5338ae08e1f
com.guicedee.services	hibernate-c3p0	1.1.0.7		33d7d6ce7318a7556459557af0334687a45e570c
com.guicedee.services	hibernate-c3p0	1.1.0.7-jre14		6dca0130d9e6a96b85b0a48bccfa555fa5bbf6ee
com.guicedee.services	hibernate-c3p0	1.1.0.7-jre15		3a5ad5f91f42001821118f09eeada5d5d9f54227
com.guicedee.services	hibernate-c3p0	1.1.0.7-jre8		9f73132da5c5a3c238d9a7b1ed390e16ac8d6893
com.guicedee.services	hibernate-c3p0	1.1.0.8-SNAPSHOT-jre14		c8fc9dc9ba8da546dbe215ad388a03ba1a0d2bc8
com.guicedee.services	hibernate-c3p0	1.1.1.0		770851897604e7e585af790d2f129a2473e8b4c7
com.guicedee.services	hibernate-c3p0	1.1.1.0-SNAPSHOT-jre14		43cdf76c6cf231a76b1116fa2486a2452d093dba
com.guicedee.services	hibernate-c3p0	1.1.1.0-SNAPSHOT-jre15		4b9ac49ebf1a4c3aa935d90d2ec0009324ad6cf4
com.guicedee.services	hibernate-c3p0	1.1.1.0-SNAPSHOT-jre8		4a9a853c557b2f7a52acbc9bad6ec2ec6b09f1f3
com.guicedee.services	hibernate-c3p0	1.1.1.0-jre14		084a824688ffde556db0bddb2f48f4c7938f14bd
com.guicedee.services	hibernate-c3p0	1.1.1.0-jre15		4d50b5d116bf4e8d7105d843a7dc826f00427099
com.guicedee.services	hibernate-c3p0	1.1.1.0-jre8		fdc1776e58e8469ac922ae3743e99f8da6a52d07
com.guicedee.services	hibernate-c3p0	1.1.1.1-SP1		22b648c50e56ea6f59efc4760b578a56df88a611
com.guicedee.services	hibernate-c3p0	1.1.1.1-jre14-SP1		13d54592e75e7d41cc2f39fa81679b933cf35489
com.guicedee.services	hibernate-c3p0	1.1.1.1-jre15-SP1		b9b07f4d821159cf4cad431f823e282b30d99642
com.guicedee.services	hibernate-c3p0	1.1.1.2		6a918d863e4db1a97aea05d09e764d6a73536816
com.guicedee.services	hibernate-c3p0	1.1.1.2-jre14		7bfee4a6fe88da2bfb8abaade20839a08424ab6d
com.guicedee.services	hibernate-c3p0	1.1.1.2-jre15		0d5537c75d15278c9965e75da9f4ba81c81d14ce
com.guicedee.services	hibernate-c3p0	1.1.1.3		37f2aeafa6bad5c975a039f8a6aa655d84d87317
com.guicedee.services	hibernate-c3p0	1.1.1.3-jre14		bc24cb690efe86903267a5c926f7d60e0ad93145
com.guicedee.services	hibernate-c3p0	1.1.1.3-jre15		c64801d7e038aad66f37156735ae88137e2f481a
com.guicedee.services	hibernate-c3p0	1.1.1.3-jre16		4b39f800a442c4ba27dbc2e2513a9bae185662ac
com.guicedee.services	hibernate-c3p0	1.1.1.3-jre8		397b762d21753db15aa456a8115abd7b96c14921
com.guicedee.services	hibernate-c3p0	1.1.1.4		293f9e01c47e08dcabf1b345436a9559e6c50a7e
com.guicedee.services	hibernate-c3p0	1.1.1.4-jre14		275c0b4609ceeef2edfd63a2d57e476ee71e93d7
com.guicedee.services	hibernate-c3p0	1.1.1.4-jre15		116c82bdbcc3082bc1abd62fc8c104a2ca56859c
com.guicedee.services	hibernate-c3p0	1.1.1.4-jre16		40bdedd4fb10f34975a5351bebd2a87159e7ac50
com.guicedee.services	hibernate-c3p0	1.1.1.4-jre8		7223a666ec12d174e29a760bb6b197464d882d9f
com.guicedee.services	hibernate-c3p0	1.1.1.5-jre15		831069b787f90db9e1109cb8f3d00031bc9042b6
com.guicedee.services	hibernate-c3p0	1.1.1.7		ce7a6a6654d1d94e5683b8c15489930b52b210e5
com.guicedee.services	hibernate-c3p0	1.1.1.7-jre15		df0fcb17eaabc0b180fd7423973082fef40b8f9c
com.guicedee.services	hibernate-c3p0	1.1.1.7-jre16		eef0ed408ef8382f0bfca09b62351c114da65225
com.guicedee.services	hibernate-c3p0	1.1.1.7-jre8		35aa16cd298b5de06b1a15fd372c6a37b18cdc00
com.guicedee.services	hibernate-c3p0	1.1.1.8-jre15		f145b647b3777b0b9d747143206beea8f8167487
com.guicedee.services	hibernate-c3p0	1.1.1.8-jre16		f7a86584fc329006bfb8eb3d50e05743800b58e8
com.guicedee.services	hibernate-c3p0	1.1.1.9-jre15		c7d4cdd6c42e6fdb6f0bfd93601cb9b09a00576c
com.guicedee.services	hibernate-c3p0	1.1.1.9-jre16		b9ce4cd9aa9e5e0d6ee08d8fa0dada5d6e7b735e
com.guicedee.services	hibernate-c3p0	1.2.0.0-jre16		c97a8ff9323e44ea058c9cf040e4c041ae2d6473
com.guicedee.services	hibernate-c3p0	1.2.0.1-jre11		99f12db575e4e42f3222d29fdd095b6b0858037a
com.guicedee.services	hibernate-c3p0	1.2.0.1-jre15		ad1672d8b572ac2717263c63a553827164dcdfd7
com.guicedee.services	hibernate-c3p0	1.2.0.1-jre16		c3450300a6e0ab36a63a855f220c351a25caad0c
com.guicedee.services	hibernate-c3p0	1.2.0.2-jre16		a88dcacc03e9ff282662422e75b790c23a75bb61
com.guicedee.services	hibernate-c3p0	1.2.0.3-jre17-rc1		c2121ede1fb2e2a2c8efcd53e9007e9226ffbc41
com.guicedee.services	hibernate-c3p0	1.2.1.1-jre17		8a72b41fb9f9829038ac6b7a6a5d338c553576b9
com.guicedee.services	hibernate-c3p0	1.2.1.2-jre17		03143f55bc834e1faae03ee95d5bd543b3a468cf
com.guicedee.services	hibernate-c3p0	1.2.2.1		3a3af0231ecc60e3fc14b7b969e04c3bbad08c97
com.guicedee.services	hibernate-c3p0	1.2.2.1-jre17		c345096f9b6a065507e43deccd99f0277fbddfdc
com.inomera.telco.commons	config-manager-core	3.4.0		a3e776b84ba0ab4e4e65e3e31bcd2fe914b98faf
com.inomera.telco.commons	config-manager-core	4.0.0		e9f9d891b3b287a5fdb796df526e274dc11da9c5
com.inomera.telco.commons	config-manager-core	5.0.0		d50ed01a319df6ed8a06d6ceb40e2f134c0ac3ff
com.itsaky.androidide	gradle-plugin-config	2.6.0-beta		4e48f91cef0cf77ebb9b03aa8cc3dc2d6e3526ba
com.itsaky.androidide	gradle-plugin-config	2.6.1-beta		e3c85a25180076f2bc07080d490c7f2ae3885a6b
com.itsaky.androidide	gradle-plugin-config	2.7.0-beta		180e798128f760a47bd73ef908003214056d059b
com.itsaky.androidide	gradle-plugin-config	2.7.1-beta		f5c764dd6b2d8365885a62ad53fd6bc7b9d1dbd5
com.javiersc.kamp	scanner	0.1.0		07eb1331f4dac86030ebc15b5dda86e139505718
com.javiersc.kamp	scanner	0.1.1		98e61fc6e2807a331f8323343a177740e9ec2a14
com.javiersc.kamp	scanner	0.1.2		2948763bb342a20e1bf698324ebb5d985d753db7
com.javiersc.kamp	scanner	0.1.3		603b758238dcdc92238231937d771fba80caf9c1
com.javiersc.kamp	scanner	0.2.0		722c05b5b97c953bfecde60e22a86ae69fb85d4a
com.javiersc.kamp	scanner	0.2.1		59b7b564da8ba9f3f33dcd3aae91c8c8b9e2ccdd
com.javiersc.kamp	scanner	0.3.0		13c32882136e6a6342b3b8c30e76148bb674412c
com.javiersc.kamp	scanner	0.3.1		f86fb508828c757fe6925c1f61d945fcf17fdfa1
com.javiersc.kamp	scanner	0.3.2		813f505b71416208b0146f9f18d7e2288c3e46b3
com.kerbaya	session-maven-api	1.0.0		b0f21e6f20e2ddca114fa1966a019a8ddc8e585e
com.kerbaya	session-maven-api	1.0.1		4e56b52764ae188cf6952effcf841f1c6c3751ab
com.kerbaya	session-maven-api	1.0.2		b038a8a01e5463d0b1f807b92048c458959e49d5
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.0		a2bbe02bec680d310b742efc57dda17463fb126b
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.1		cc0503c46ef180e759598a1ed806a173e14d5711
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.10		6f95c81ed9fe29c8f2a5056a187ff14c606fbf08
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.11		a13233f553b4fa69d52bc1faca12c3bc2f759b90
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.12		aed42d8e39fd17b3e2f65ccee690308dc8111aad
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.13		776831d5c4e2158280db72c49a54920af2842a1f
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.14		b9ff4337cdc47dde5b81a587aaa52d61c017871c
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.15		4eb9cec86ee4e83955953aaea1814090cbbc3753
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.16		c4580e132e8342ed6aa46ca993d875513522ecea
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.17		4cccbca8e2264e409cbe4fd56156b3dc6c82c095
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.18		443eca2c13d33cbc868b284ac969e2951c226540
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.19		ec40f835bcd5a3f273bb20df27e09c656783ca05
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.2		4d673fea5e4714be46cc5efdb31a20fcf521463b
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.20		d719c25ed17c1573beff5412ff595a01ee4e2761
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.21		b446616dbab0cf293475f7d77df64f2d080305a4
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.22		13310020952a08bdb046d498931349e21e007989
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.23		190ff8cd6dc16459053bfff694c0484e7a8944a8
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.24		016a579e0ff13acae615a0942a137427c229eb5f
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.25		caf959b995305fb6c9df5156b707907237e3bbe2
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.3		14b03dd8d8925505a0554f54340f7b2f6f40177b
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.4		332a7557a420f1cffc25a4214331cc5dba0b30a6
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.5		6f2ff94034b00721dc72466d78c495a3ce5dcc88
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.6		e33c7730f324043d52fe315944654e3c5305a213
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.7		83b049b63ccf3b28a70cfd70476e4544d475a60f
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.8		2ec215d9dcd7f4e0742f44c3e5c3434cd4b43711
com.liferay	com.liferay.portal.security.service.access.quota.api	1.0.9		89b6f1c67ee4790619ec82d58b71055221ddc846
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.0		9f9491c1a7870dc8376c701af042751111fc76c9
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.1		0217a64f2f95bfaf3b1e4b630f16f318c419cae6
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.10		65f8a60ba3896101c9624540a87aacef53c4c3af
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.11		e16c6d9409ae56aa44ca93acb66f945026792c75
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.12		27bca3bc2d358dd0b0c584158cf82e7af45962e7
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.13		2e463dbacc1c7b3e8e0aac683e54af45ea730320
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.14		247dfd18990aca24ec1dc1d9c52bc84cae68e56f
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.15		202af815c90062cf986262f075d91ca39b5553e2
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.16		ebc9a45deb62b814eaf4517bc576c46e540cda96
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.17		49793ee92322af0af60203bf74847184d9ff247c
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.18		c412260443b580c6e104e7cd4bf9918f8ed3466d
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.19		9836e1bc3e97e1f256b2f8e7af65e7dcbcf98e39
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.2		69394e8521e50f8e1d8ca331a78dcd74320e11fb
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.20		b2dae1303f9fa4b71a9d1ba6bb8ff53dc6d23d6d
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.21		5915d6718c92981778d582437649621c61fc5862
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.22		3b491bc103742d1d27e40106b7f94650314c689f
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.23		524b57f50cfd17e4037cf7431762209809f96cfb
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.24		52ac6f639c23d7b4f7f4749c7cc0a67b17a83717
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.25		fd88c2c433ad399a02bf19bb08e0070ca63fdeab
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.26		6e2a53a3b287848a0f6a813053a3342dc3ba8c0f
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.27		246a49aded47775d410cffd1878a49fa323fd2a7
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.28		aa9d1e272fa66f5597f58922f1dc70de2e4d1222
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.3		f8b8bf9f08193d044898afa90d9b26f254d80356
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.4		8743f04113b8ef426813ac1a946b440e5c241db1
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.5		5f9e9291e4a53e65f2d0d5e98bc5772e95fac5ff
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.6		07fce92427855dceda5dc1107ccf48711f8d02fb
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.7		9670d38d2f71d2ae50982f8e8b6c7a60985ae355
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.8		6eb5094b52e00ff00299fb7e5ce2882e09bca645
com.liferay	com.liferay.portal.security.service.access.quota.api	2.0.9		adb19ccc5800b9518623d09e88182065e80ef54a
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.0		d0dcd60fe0901224d66d72d230baa6ceb0061562
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.1		68a9d2856441b66df9dd166dcb35ee6b66a4f69a
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.10		b34bfd16acc4532852a3f3fe193bad54a775f5cf
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.11		f9307952d101934c796ab062f96cf3e30a566929
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.12		079c9462045beb558e242951377e37ad5146707b
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.13		3c54eab29a0caa6a15db3b269e641f12a388cc5d
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.14		d07b2eef94edb190f9013af366e910acf9f1c967
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.15		0d6ac5f814cba2dde46e016762c3843cb408dd4c
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.16		8beded4c7f9400ca46ad35b5a5166ede875f442a
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.17		d46ebccb937547d749f4b574de7863a77149c54e
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.18		77bac5b091179145bc757bc1199a47a44354827e
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.19		eb3472192df24fab2ccf15875af6bfc802f26ab7
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.2		ed92c36c129b3abd259523336e4fba8a871a3e21
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.20		3ee7069082e67559cda30caa14d0d79ffe0b9955
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.21		fecaa28e2206d3ce5a74b51874d35f16a83e491f
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.22		f5ee8f33a593c2f0b49273e14a163d2c5cae6d67
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.23		e234b8dd08d0f97f7a65edb11133f47e9600556e
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.24		c14d76b8b22bb7fb6ecb9fb7b02b39c49ed71c5b
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.25		95d266e3b39a9eabf1c1833e5c4ca00f344fd9d1
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.26		3056f3ffe81df48706192a78c0d53256d30ebe4b
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.27		1e2c20794d6d72289130cd37c970027c1c469646
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.28		b5ac33500b37ba04e77b7df73aa473d1b88cacd6
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.3		98513ba72e082229bb432e63cf782fd5dbafae05
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.4		864608bb78d6d81002a4fd29db91cf2b16ddd7a9
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.5		295118d6f77f1105b222db064b7f8adb4f5e477e
com.liferay	com.liferay.portal.security.service.access.quota.api	3.0.6		5c7afee185d239e0e6bf4a589f4c4c903a1e124b
