cc.rbbl.game-of-life	game-of-life-lib-native	0.2.7		N/A
io.ktor	ktor-server-servlet	2.2.0	all	8ba8483b43d5fbb75e4c59f3faa32ed226225c26
io.ktor	ktor-server-servlet	2.2.1		2c1dd10b296fe58a0a05bab8bbfeab4c2872ff87
io.ktor	ktor-server-servlet	2.2.1	all	8ba8483b43d5fbb75e4c59f3faa32ed226225c26
io.ktor	ktor-server-servlet	2.2.2		baf0732326afade98ad03957a641f5b53f34dece
io.ktor	ktor-server-servlet	2.2.2	all	8ba8483b43d5fbb75e4c59f3faa32ed226225c26
io.ktor	ktor-server-servlet	2.2.3		e181226061dd9140aa0a5a4850c98580e415c683
io.ktor	ktor-server-servlet	2.2.3	all	8ba8483b43d5fbb75e4c59f3faa32ed226225c26
io.ktor	ktor-server-servlet	2.2.4		295175a6711456a2802f5848da03aa49cd85fdc6
io.ktor	ktor-server-servlet	2.2.4	all	8ba8483b43d5fbb75e4c59f3faa32ed226225c26
io.ktor	ktor-server-servlet	2.3.0		12220c48a7ab1201f87262f5f0dcc51ae514be75
io.ktor	ktor-server-servlet	2.3.0	all	784489c4b0d8d6303817138153de95b2751752f0
io.ktor	ktor-server-servlet	2.3.1		63b71c7816fe4f6380f104f35f18cfc840274b33
io.ktor	ktor-server-servlet	2.3.1	all	784489c4b0d8d6303817138153de95b2751752f0
io.ktor	ktor-server-servlet	2.3.10		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor-server-servlet	2.3.11		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor-server-servlet	2.3.12		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor-server-servlet	2.3.13		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor-server-servlet	2.3.2		1c210c1c6aff9a2938f34dac93c07f9e793476b0
io.ktor	ktor-server-servlet	2.3.2	all	784489c4b0d8d6303817138153de95b2751752f0
io.ktor	ktor-server-servlet	2.3.3		af651227382536961d42a3bca0f5c2653f1666ec
io.ktor	ktor-server-servlet	2.3.3	all	784489c4b0d8d6303817138153de95b2751752f0
io.ktor	ktor-server-servlet	2.3.4		598af55b3f4cb7e34a1b0b2b3f3495d0cb341389
io.ktor	ktor-server-servlet	2.3.4	all	784489c4b0d8d6303817138153de95b2751752f0
io.ktor	ktor-server-servlet	2.3.5		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor-server-servlet	2.3.6		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor-server-servlet	2.3.7		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor-server-servlet	2.3.8		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor-server-servlet	2.3.9		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor-server-servlet	3.0.0		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor-server-servlet	3.0.0-beta-1		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor-server-servlet	3.0.0-beta-2		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor-server-servlet	3.0.0-rc-1		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor-server-servlet	3.0.0-rc-2		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor-server-servlet	3.0.1		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor-server-servlet	3.0.2		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor-server-servlet	3.0.3		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor-server-servlet	3.1.0		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor-server-servlet	3.1.1		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor-server-servlet	3.1.2		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.micronaut.fuzzing	micronaut-jazzer-plugin	0.1.10		454fc438637f49cceceaaaad27e2d59e94df95a4
io.micronaut.fuzzing	micronaut-jazzer-plugin	0.1.11		bcd27be704e38a7eb55ac2c1549543399be71138
io.micronaut.fuzzing	micronaut-jazzer-plugin	0.1.12		f86ae152af2f1841bfc972083a2920c3c4aa0af0
io.micronaut.fuzzing	micronaut-jazzer-plugin	0.1.13		f82bb46dc0dfe575138d2ded1ba539294091e84f
io.micronaut.fuzzing	micronaut-jazzer-plugin	0.1.5		962d0d8ec23642242679b9e2ef77351ccd7bdca1
io.micronaut.fuzzing	micronaut-jazzer-plugin	0.1.6		a07413cbd0e427065baedc4e918959e4a0a90f21
io.micronaut.fuzzing	micronaut-jazzer-plugin	0.1.7		85d8ea6408a25ccf99bc6dfd29dc52703fdd580a
io.micronaut.fuzzing	micronaut-jazzer-plugin	0.1.8		73185cd046dd61e8328c0f4dec1aeef02da5de58
io.opentelemetry	opentelemetry-opencensus-shim	0.10.0		94a1e7d64bb401165065bac5ee0f6b88e7bea92c
io.opentelemetry	opentelemetry-opencensus-shim	0.11.0		c54cf57be6fa5b9c3937a490338cf0b9dceb75e2
io.opentelemetry	opentelemetry-opencensus-shim	0.12.0		7c4b88f677209d48975c024371fa849f0f62a054
io.opentelemetry	opentelemetry-opencensus-shim	0.13.0		f038021434bc1800f30a09fdae29efe11f0438db
io.opentelemetry	opentelemetry-opencensus-shim	0.13.1		b0955f23c19592f91c41472ea587736b76004cd8
io.opentelemetry	opentelemetry-opencensus-shim	0.14.0-alpha		26edee0e534d7db1d61c08d9cb7c5ff1199e8589
io.opentelemetry	opentelemetry-opencensus-shim	0.14.1-alpha		42f5ef9517c0f7528a977a4d664520a4d5788401
io.opentelemetry	opentelemetry-opencensus-shim	0.15.0-alpha		06c0d274407059c0eb8d8d8f21e3327064252583
io.opentelemetry	opentelemetry-opencensus-shim	0.16.0-alpha		fb3badf51ce252fb2d21a2c12052425e2c57ad29
io.opentelemetry	opentelemetry-opencensus-shim	0.17.0-alpha		556f5475b57d83588219bcb2ad26d1ea95380af9
io.opentelemetry	opentelemetry-opencensus-shim	0.17.1-alpha		7e67ad2a95dea77c193ec3aba78c8f81b6597523
io.opentelemetry	opentelemetry-opencensus-shim	1.0.0-alpha		97c82f80e5d36d7f4bfa66db39dcf62456274511
io.opentelemetry	opentelemetry-opencensus-shim	1.0.1-alpha		85207e9b58f0d4208b5cd3d788e0b4675a76d98f
io.opentelemetry	opentelemetry-opencensus-shim	1.1.0-alpha		a6cc8ae2c3306fbe7c31f8bfcaca7c1216013ca7
io.opentelemetry	opentelemetry-opencensus-shim	1.10.0-alpha		84ed5d9c2b6f834ef574ce00f6c3a9cf5c3de2df
io.opentelemetry	opentelemetry-opencensus-shim	1.10.0-alpha-rc.1		fe19f047b174b2e0239fff09d134b75e898c65db
io.opentelemetry	opentelemetry-opencensus-shim	1.10.0-alpha-rc.2		b92696e4497af3b54ea7af9fa29eb18d84b6687f
io.opentelemetry	opentelemetry-opencensus-shim	1.10.1-alpha		154351b099b0b9d68d8af2f87dca8fe988e61c21
io.opentelemetry	opentelemetry-opencensus-shim	1.11.0-alpha		f8cb4077b5430da4831a29518a4b0e691a8f66e2
io.opentelemetry	opentelemetry-opencensus-shim	1.12.0-alpha		c4e1ea793f0dd90608126b09983e3c94e1431b3e
io.opentelemetry	opentelemetry-opencensus-shim	1.13.0-alpha		0d19ead2701a9edff054e368ff723ee30f2118f4
io.opentelemetry	opentelemetry-opencensus-shim	1.14.0-alpha		1d5b907a26331fec335cd00a104da89180d6bdeb
io.opentelemetry	opentelemetry-opencensus-shim	1.15.0-alpha		26e831193e775329747fb20ad008a6365b0bca71
io.opentelemetry	opentelemetry-opencensus-shim	1.16.0-alpha		310ff5ed90efdff9fde32fb157c2d0d74a92ec5d
io.opentelemetry	opentelemetry-opencensus-shim	1.17.0-alpha		8dd6b232abe479e680e702c447c32d51bc9ea620
io.opentelemetry	opentelemetry-opencensus-shim	1.18.0-alpha		aee02763a435d0fe06a684db396d6a47961c0551
io.opentelemetry	opentelemetry-opencensus-shim	1.19.0-alpha		17565117933d27ce8431fcaec17b3a928a51ad70
io.opentelemetry	opentelemetry-opencensus-shim	1.2.0-alpha		fbb455a23e463d94e86c60f022a5b649aa70cfd5
io.opentelemetry	opentelemetry-opencensus-shim	1.20.0-alpha		3c2f5df1596239142fef70fb378d692f15cbc938
io.opentelemetry	opentelemetry-opencensus-shim	1.20.1-alpha		03204e967a53ad9114101bce375d5cb77a85be42
io.opentelemetry	opentelemetry-opencensus-shim	1.21.0-alpha		ea59d4d84a07a97d1dbcd937afa2136ddf1c7d7c
io.opentelemetry	opentelemetry-opencensus-shim	1.22.0-alpha		fe22acdeabaa5c5db0ea3d98acb3064c39120589
io.opentelemetry	opentelemetry-opencensus-shim	1.23.0-alpha		1dd459ebaaca733ab4f7c3b2505e80e81db8f8e9
io.opentelemetry	opentelemetry-opencensus-shim	1.23.1-alpha		697620e1979eefe9da1e73a919e28f5518119d45
io.opentelemetry	opentelemetry-opencensus-shim	1.24.0-alpha		d58437eeb9744280487747c6632d4dbe255a8368
io.opentelemetry	opentelemetry-opencensus-shim	1.25.0-alpha		32fdb4e5710889a7d50900b5b010e7b934e47ade
io.opentelemetry	opentelemetry-opencensus-shim	1.26.0-alpha		80c8099f3cf0154dda9e9d6745cd5e42233fd3ee
io.opentelemetry	opentelemetry-opencensus-shim	1.27.0-alpha		1db5974471e8a8111f0c9a8dd1bc69501de0c335
io.opentelemetry	opentelemetry-opencensus-shim	1.28.0-alpha		c1d2ff98813c157ddf041f51afa29a7ca1b5ed5c
io.opentelemetry	opentelemetry-opencensus-shim	1.29.0-alpha		8666810cf2b672752ae8e78fa521cde6e6e6e0fb
io.opentelemetry	opentelemetry-opencensus-shim	1.3.0-alpha		7231788e30d35e733143a40e79b3c648271f3d6c
io.opentelemetry	opentelemetry-opencensus-shim	1.30.0-alpha		9bc0044965a4786481936d4d10cb83b445ae69d0
io.opentelemetry	opentelemetry-opencensus-shim	1.30.1-alpha		fbb4d96666c45131d7e91f32b07427c96c5baf45
io.opentelemetry	opentelemetry-opencensus-shim	1.31.0-alpha		e1bd512afdad6146369c28b8d72feeb0dd5c50b5
io.opentelemetry	opentelemetry-opencensus-shim	1.32.0-alpha		61aec5454ae6028341f4cdd5d1bed7334e268134
io.opentelemetry	opentelemetry-opencensus-shim	1.33.0-alpha		38c0f3ca5c85d8614de1cf829b15ff20b9ac7024
io.opentelemetry	opentelemetry-opencensus-shim	1.34.0-alpha		55f0eb02065606e45aad72931ad9ed8b280e8297
io.opentelemetry	opentelemetry-opencensus-shim	1.34.1-alpha		dacd797d6b6e191ede6c0a99245be5ebba058cfe
io.opentelemetry	opentelemetry-opencensus-shim	1.35.0-alpha		f58f347aa6261b267e57dc8342e3d8949b2e007c
io.opentelemetry	opentelemetry-opencensus-shim	1.36.0-alpha		96a759f5111a58b7c0f5d2bead55d447a4dd1fce
io.opentelemetry	opentelemetry-opencensus-shim	1.37.0-alpha		3696f113f14685a48381671f03ba067fa47a7c1e
io.opentelemetry	opentelemetry-opencensus-shim	1.38.0-alpha		113cb1028d8bf75d19b2ce6f63de994db86a125e
io.opentelemetry	opentelemetry-opencensus-shim	1.39.0-alpha		795bba34edf996a2556248d5c4eb0dc3b337c222
io.opentelemetry	opentelemetry-opencensus-shim	1.4.0-alpha		cb6fd4b9efc4686f4fe59378fd029f5b449da8df
io.opentelemetry	opentelemetry-opencensus-shim	1.4.1-alpha		8e0008ab23db35f793501fb7c2e1e463f9ffc88d
io.opentelemetry	opentelemetry-opencensus-shim	1.40.0-alpha		e1ad33e92bbcc440b41abc02d567990b6f407d0c
io.opentelemetry	opentelemetry-opencensus-shim	1.41.0-alpha		f34ef8cbec5bcf85d100c3a0b231343196806017
io.opentelemetry	opentelemetry-opencensus-shim	1.42.0-alpha		3923f2c1f3684b5a8e23a992d20c789d40665b31
io.opentelemetry	opentelemetry-opencensus-shim	1.42.1-alpha		823045472ba999abdfa0872214c3471547ecb29e
io.opentelemetry	opentelemetry-opencensus-shim	1.43.0-alpha		8a030d404bd6d457f4a5d0114a7e713f249070db
io.opentelemetry	opentelemetry-opencensus-shim	1.44.0-alpha		623bfc2ba50decfcfd898198ed71a6300a6b188f
io.opentelemetry	opentelemetry-opencensus-shim	1.44.1-alpha		1f6e81a802f3bc1a2911f04610dc5f396f0fff2e
io.opentelemetry	opentelemetry-opencensus-shim	1.45.0-alpha		943a186a52df10bad5876efa79410e07c6bc3c79
io.opentelemetry	opentelemetry-opencensus-shim	1.46.0-alpha		77dd61a14125ba04122407631001ef5e8d9d7919
io.opentelemetry	opentelemetry-opencensus-shim	1.47.0-alpha		fda8ada9b62c6d3ad76904db43a46bcae7648539
io.opentelemetry	opentelemetry-opencensus-shim	1.48.0-alpha		55e4b6ab01dc2b5b02e930da0c7cb859922b866f
io.opentelemetry	opentelemetry-opencensus-shim	1.49.0-alpha		831c62073bea680854f6291becc7b8d39e770f78
io.opentelemetry	opentelemetry-opencensus-shim	1.5.0-alpha		5658906dd611b6a33fc781e33b3bbed70881edda
io.opentelemetry	opentelemetry-opencensus-shim	1.6.0-alpha		0905e590484108dc3fa62b4e06b0e827a4cfb3b1
io.opentelemetry	opentelemetry-opencensus-shim	1.7.0-alpha		dbd5fd7cf30a0aa11fee61fe3de00422350be697
io.opentelemetry	opentelemetry-opencensus-shim	1.7.1-alpha		ae92929d5ac4199e461d812fec31ba31866bbceb
io.opentelemetry	opentelemetry-opencensus-shim	1.9.0-alpha		5b06bdc9829dfa4462c31f37b551e201489ce125
io.opentelemetry	opentelemetry-opencensus-shim	1.9.1-alpha		0a2464d88ef9150f2a4c2015c3bd13d4a4ca6ee5
io.quarkus	quarkus-azure-functions	3.0.0.Alpha4		0fdfb42d618eda7d0a16af9c8388af161569d1fb
io.quarkus	quarkus-azure-functions	3.0.0.Alpha5		e004644fb1ddddec74487988628f98364ca16452
io.quarkus	quarkus-azure-functions	3.0.0.Alpha6		4103e44bed0cd469f3568e261dfc9e70624b1fec
io.quarkus	quarkus-azure-functions	3.0.0.Beta1		be4ee9531842f9bd08067648d46378e6aed073be
io.quarkus	quarkus-azure-functions	3.0.0.CR1		25607fb451cf5948fbeb01a7a8f424c32dd6c004
io.quarkus	quarkus-azure-functions	3.0.0.CR2		2d0999ee1c14cae251a4531fb05b549a9ced252a
io.quarkus	quarkus-azure-functions	3.0.0.Final		08951f5e3834e59a728bb98b47b98c8160a1e48b
io.quarkus	quarkus-azure-functions	3.0.1.Final		441363024ee609fd64a3b7f41297aaefad8b9c96
io.quarkus	quarkus-azure-functions	3.0.2.Final		16025c36cfeebe219f4964f5e7722c2e7fe81001
io.quarkus	quarkus-azure-functions	3.0.3.Final		a0e812e3ea16944bdd0b1a9a25cea2c086201968
io.quarkus	quarkus-azure-functions	3.0.4.Final		5649f49685b49121af869f3f6434e359897d07ab
io.quarkus	quarkus-azure-functions	3.1.0.CR1		ad02584536ce325318eb0c549d66a73cc585e395
io.quarkus	quarkus-azure-functions	3.1.0.Final		9c190fcb53e298b88b9501a8d7ed3a2f001528ec
io.quarkus	quarkus-azure-functions	3.1.1.Final		b2351aba54dcecfb401c22135972c9a474e2f0ee
io.quarkus	quarkus-azure-functions	3.1.2.Final		36e1211609c4e63278dc1d867ad72ace1c9ac6ba
io.quarkus	quarkus-azure-functions	3.1.3.Final		418611609e2e0d8b3d5fad1beab52c46a592b965
io.quarkus	quarkus-azure-functions	3.10.0		bdf827b38bbf230bd036b43ced13fd93305275ff
io.quarkus	quarkus-azure-functions	3.10.0.CR1		b3ae60452a6ffe47f14b6e2170a0a41661b5c7dc
io.quarkus	quarkus-azure-functions	3.10.1		a6d22f39109c9777e4e78a2a94b9ad56a98543bf
io.quarkus	quarkus-azure-functions	3.10.2		ac87c89b4206079290132adf33350cf50963ca9a
io.quarkus	quarkus-azure-functions	3.11.0		afebd8d59869f06f7e4a95e6fb0650a3a4e87f26
io.quarkus	quarkus-azure-functions	3.11.0.CR1		9a3cdcabd9fe86ecf0bdf6ba52d70557784203f1
io.quarkus	quarkus-azure-functions	3.11.1		12a3bf1e48d9fc37598950f781b71a35730da7e3
io.quarkus	quarkus-azure-functions	3.11.2		8287c1409d164a4f3d7a6f1c7b03aef0dc0238f6
io.quarkus	quarkus-azure-functions	3.11.3		a1847755deb19e5b582203148e76ba8e897c935d
io.quarkus	quarkus-azure-functions	3.12.0		b5dc1a22a0a29b44d378fc0a597289d0a3764efc
io.quarkus	quarkus-azure-functions	3.12.0.CR1		217eff491947b5be9db75d2b36ca761bf2f033c9
io.quarkus	quarkus-azure-functions	3.12.1		4728a0d16b2b3aa72f67e0531d725fb86439a154
io.quarkus	quarkus-azure-functions	3.12.2		88e3fa6960a4e173464efd7f1268f8af346436e2
io.quarkus	quarkus-azure-functions	3.12.3		909eb004d4072f8e989500df20866f919fd7e881
io.quarkus	quarkus-azure-functions	3.13.0		eb4ae89b38a3cd2fe91c03aa871be46fd729159d
io.quarkus	quarkus-azure-functions	3.13.0.CR1		b618a445109711069c56eb55a6d016ed77f73d8d
io.quarkus	quarkus-azure-functions	3.13.1		aa5500d333be8c2345a1f0792945bc08ffc07754
io.quarkus	quarkus-azure-functions	3.13.2		05e3f64018131f3796db77a93ee32106f5d01ae5
io.quarkus	quarkus-azure-functions	3.13.3		aa004cb433f2fa4a692a82dfa40f3cedda7fbb53
io.quarkus	quarkus-azure-functions	3.14.0		97bf410c519a3f8d3ba0ba15279f06aab20bbfe5
io.quarkus	quarkus-azure-functions	3.14.0.CR1		a228094378286a247a3de8b76ff405f4ac04dcdd
io.quarkus	quarkus-azure-functions	3.14.1		f7d00a3c37086882756181e5d664b2d33dd8bc8e
io.quarkus	quarkus-azure-functions	3.14.2		764add4e190b260913c3aea0302ac2fa91e87f6f
io.quarkus	quarkus-azure-functions	3.14.3		baac7802392cfe49386a47380bd7a159fb4b8161
io.quarkus	quarkus-azure-functions	3.14.4		44d730e1caa97f2ec65243d76a94d9d670b83dd0
io.quarkus	quarkus-azure-functions	3.15.0		ee6868c07dde8de2cde264d9b0032607c14f7f42
io.quarkus	quarkus-azure-functions	3.15.0.CR1		2e13689ac1cd35a527aea1f08014d3015eee0fbf
io.quarkus	quarkus-azure-functions	3.15.1		0a7adb0f14c481c2cd2084a9c235918a1f036a86
io.quarkus	quarkus-azure-functions	3.15.2		529212fa63deaf088bb5398e25ffc1bd52fbb01e
io.quarkus	quarkus-azure-functions	3.15.3		eed70537ec31d16a97220e55943bc46d8320bd34
io.quarkus	quarkus-azure-functions	3.15.3.1		6a38557ed928ba41004e50ac0377461812330ee5
io.quarkus	quarkus-azure-functions	3.15.4		c33a94b7461f7bc45a4a38007ffe4c9236bc2d42
io.quarkus	quarkus-azure-functions	3.16.0		1df904d80ad5c4f15e7fa05d5e8d40bc64f478d2
io.quarkus	quarkus-azure-functions	3.16.0.CR1		84f85ad6696243c0d0d48dc4fadb1e1bfedf1d89
io.quarkus	quarkus-azure-functions	3.16.1		87c3daa1e04d33f7bde9dcc677b6f6d61746b367
io.quarkus	quarkus-azure-functions	3.16.2		882549973817ec599b9470d94335084aa1635445
io.quarkus	quarkus-azure-functions	3.16.3		065464a08108a9cf5173dc363cb72ebebbd33f7c
io.quarkus	quarkus-azure-functions	3.16.4		c0d9f4752ea0ee7c19f4ef0803338717e556e439
io.quarkus	quarkus-azure-functions	3.17.0		6ba7f8b349918dab730cae8f52b1992ccdc435e2
io.quarkus	quarkus-azure-functions	3.17.0.CR1		1db34ec51652caa24fbabcabe8c4f1f79a01bfc4
io.quarkus	quarkus-azure-functions	3.17.1		ed880b661655c35c6a9ab12ef388a9098043b5b7
io.quarkus	quarkus-azure-functions	3.17.2		37d6bb9058cca9c7a857f27490c46f8896f01ca2
io.quarkus	quarkus-azure-functions	3.17.3		c136b9fa4867a34d1b36aedac1903fb63c2aecbf
io.quarkus	quarkus-azure-functions	3.17.4		435699689461f0b35cb0110a069d202e38e46464
io.quarkus	quarkus-azure-functions	3.17.5		20632bd8f362459474dd6ab76fa4b6bd316cd0f4
io.quarkus	quarkus-azure-functions	3.17.6		aeb292323447973df0dd2ef6780b0f76d563e5f4
io.quarkus	quarkus-azure-functions	3.17.7		aa595fa044f37519b3ae2f81f1c602d4c3963c54
io.quarkus	quarkus-azure-functions	3.17.8		513c13d3652e55a27d6ce9bdce4405ee42dc09c6
io.quarkus	quarkus-azure-functions	3.18.0		ca49c8bd3327aa47a7ddb398b257abcaedf3156c
io.quarkus	quarkus-azure-functions	3.18.0.CR1		2403a1877bc4694595c2b5dd44b60dfed19de4a6
io.quarkus	quarkus-azure-functions	3.18.1		65b1d8c89e5a2e3553010e5dce08696d4535d432
io.quarkus	quarkus-azure-functions	3.18.2		e14e0757c0a1ba9455194f06998fabb2d80f2a99
io.quarkus	quarkus-azure-functions	3.18.3		f81674e6e58ec31f6b170b422b9449a457314ef2
io.quarkus	quarkus-azure-functions	3.18.4		2655f93d5ff138742137061c4a18afa38bc66d7a
io.quarkus	quarkus-azure-functions	3.19.0		aec2d1b4c0a2a09c8986522ddc08407d0e5bd6c6
io.quarkus	quarkus-azure-functions	3.19.0.CR1		dc202c30d70a78ff1e1a341223ddddf8ab727139
io.quarkus	quarkus-azure-functions	3.19.1		d5b0d6a2f9940199cef37bb94daebd364029c3b1
io.quarkus	quarkus-azure-functions	3.19.2		87b9a20e6089ccc0992cb11d67cea9ea2ef3154f
io.quarkus	quarkus-azure-functions	3.19.3		7d5f94808963648f89b3d36a81f32e658ada25e5
io.quarkus	quarkus-azure-functions	3.19.4		a8a648a3723c325996edd8fe7669f5f37435af4a
io.quarkus	quarkus-azure-functions	3.2.0.CR1		00b1add78d1c8beb3f240e27190c256869d7b5de
io.quarkus	quarkus-azure-functions	3.2.0.Final		f9c83bb9cad2288b1917301629697359284b5186
io.quarkus	quarkus-azure-functions	3.2.1.Final		7a9033104edc4c13f6ba1936842073baeed7965e
io.quarkus	quarkus-azure-functions	3.2.10.Final		b9db043eeade371ee12bbde068bbd6f21e19e22f
io.quarkus	quarkus-azure-functions	3.2.11.Final		aed178651b422eac2ae1ccc5f1e1f40d54b1637f
io.quarkus	quarkus-azure-functions	3.2.12.Final		faae106220cdbba3234016ea95164e77792bc96d
io.quarkus	quarkus-azure-functions	3.2.2.Final		b8f8faf8322321d0963dc45d5c46397a53b96af0
io.quarkus	quarkus-azure-functions	3.2.3.Final		58d3d689798af57fc3f1036c2bf24622b15c8713
io.quarkus	quarkus-azure-functions	3.2.4.Final		a8049239bb61668ad2d4559a40a6ac82a70481b9
io.quarkus	quarkus-azure-functions	3.2.5.Final		8ab06e09418706c119e566ae535d254eb3297f2d
io.quarkus	quarkus-azure-functions	3.2.6.Final		227e0d44b235e8ac143ad0b001fb1de5244ce70c
io.quarkus	quarkus-azure-functions	3.2.7.Final		a1b424cdcdbe6282dad3e534a67a7a7fd8aa586c
io.quarkus	quarkus-azure-functions	3.2.8.Final		66e5de49e05ebfb5d7c62906c6954be2fd29a8fd
io.quarkus	quarkus-azure-functions	3.2.9.Final		80a41eafcd690a07a55e6a4011557f741861c043
io.quarkus	quarkus-azure-functions	3.20.0		00661be91c670e167df0c33996203fa11190f4d2
io.quarkus	quarkus-azure-functions	3.20.0.CR1		8cf0aaf7550770c4a9f465694ec2cb776ed5b7e6
io.quarkus	quarkus-azure-functions	3.21.0		17ebcb7457b44a667b8c8060c29eec5b3dd84f66
io.quarkus	quarkus-azure-functions	3.21.0.CR1		7bc4328eabe2ae55adb2669f6f2291a0ebeb1092
io.quarkus	quarkus-azure-functions	3.21.1		4b4cdfd6b757b2bd084724b530d2bc797aabc3a1
io.quarkus	quarkus-azure-functions	3.21.2		2cbed2f645a8679c3833be66ae4ae3d75f72e847
io.quarkus	quarkus-azure-functions	3.21.3		0de1987f618b30b88231d1292eb00227402e0734
io.quarkus	quarkus-azure-functions	3.21.4		04ecaf1642addff0d2c7e32461d4efe335a2514b
io.quarkus	quarkus-azure-functions	3.22.0		6cf7a0af82364515f0d3c370f714029e8262b33e
io.quarkus	quarkus-azure-functions	3.22.0.CR1		8a6c9a13579558152a2e83279a8d04936f5f9348
io.quarkus	quarkus-azure-functions	3.22.1		caddf266f83a534ee3dedcc798ed7f655480c28c
io.quarkus	quarkus-azure-functions	3.3.0		1efca343e1f686142a6a639b417353a3c413be76
io.quarkus	quarkus-azure-functions	3.3.0.CR1		212deb0a135aad1cb580ca43002dec1082e93526
io.quarkus	quarkus-azure-functions	3.3.1		0b5e7158f37f2b2d115382fd372f7d5b839ddd76
io.quarkus	quarkus-azure-functions	3.3.2		e879b1fea351b5860b194cbf74594364010f8142
io.quarkus	quarkus-azure-functions	3.3.3		3473bd27aa822b8226e970c4f0c83d1028cbb604
io.quarkus	quarkus-azure-functions	3.4.0		322149bc9d212868aed4c3a662efe05577eb5d4b
io.quarkus	quarkus-azure-functions	3.4.0.CR1		531bc423818ca01360de26e0be77613eddbb79a2
io.quarkus	quarkus-azure-functions	3.4.1		3671d176006faf5570ba02fca7d7075ef10ed35e
io.quarkus	quarkus-azure-functions	3.4.2		6dd95047cc1b33eaba592effbcc1d0210580a904
io.quarkus	quarkus-azure-functions	3.4.3		9f002f580a80764e737c0edb446bea57ad09a58a
io.quarkus	quarkus-azure-functions	3.5.0		95ef09e74cd90b5d85f679dc14612cbc88acd92a
io.quarkus	quarkus-azure-functions	3.5.0.CR1		9127acf8e701cb78b79d66083fec3a347aa19735
io.quarkus	quarkus-azure-functions	3.5.1		5f67971f7e81275e53e5b8c993ffeb4ac6ea660c
io.quarkus	quarkus-azure-functions	3.5.2		6552df9e8336197d89ee93963730cd73ac33c413
io.quarkus	quarkus-azure-functions	3.5.3		09bd48a492d8fa87ba84a3c2237da4a61ac2e0e8
io.quarkus	quarkus-azure-functions	3.6.0		c342c79790c7fcf41d9e5be3ed2f46d4ac7cb619
io.quarkus	quarkus-azure-functions	3.6.0.CR1		30818697836f7ce477c7c0c51d1314826e021e1f
io.quarkus	quarkus-azure-functions	3.6.1		e7a538d98a95f5c309885c5ea92509c8aa2b56bd
io.quarkus	quarkus-azure-functions	3.6.2		992b5f59f0ab73ca9438ebfec36c551ec4446f54
io.quarkus	quarkus-azure-functions	3.6.3		73913a797a0d5a77e213294152bf816a4856d946
io.quarkus	quarkus-azure-functions	3.6.4		40ca5b2571990b3787a4dea9661f8a1d1c8c2b09
io.quarkus	quarkus-azure-functions	3.6.5		d236abeb1b1d8953618a7a31155c3454331cea81
io.quarkus	quarkus-azure-functions	3.6.6		18235ec994c68e0e972300d80ef54996b265974c
io.quarkus	quarkus-azure-functions	3.6.7		306b142f2f26691321ce64fbff0aff7e6da6b950
io.quarkus	quarkus-azure-functions	3.6.8		bcd6cdbb4086bb3e759fe1ed241ec73786d68d5c
io.quarkus	quarkus-azure-functions	3.6.9		2890a8dcc344667a56b0813490eee964a58cc9c9
io.quarkus	quarkus-azure-functions	3.7.0		6614782c9b2292c86748700d2f2d8534bd7c88d3
io.quarkus	quarkus-azure-functions	3.7.0.CR1		b6efcdd2d78fd6dc2222a8ddac27099d3e876ddf
io.quarkus	quarkus-azure-functions	3.7.1		483255456c032b83863ede38a82f4104786eb94c
io.quarkus	quarkus-azure-functions	3.7.2		1c13ed403d51ba2a76dd540cd4380fb1d65308b3
io.quarkus	quarkus-azure-functions	3.7.3		8964662845771ac35ee7f81cbb3455ccaad8396a
io.quarkus	quarkus-azure-functions	3.7.4		c843fd4a58c43b03ce540006e325a26ca59bb63c
io.quarkus	quarkus-azure-functions	3.8.0		433e380dee57ab2ba65114c5cfb1723405753288
io.quarkus	quarkus-azure-functions	3.8.0.CR1		06c17f65272f2c0481c9efaade12e8b138476ad8
