app.mustats.apolostudio	mpfilepicker-wasm-js	0.0.0		N/A
org.apache.tomee	openejb-core-eclipselink	9.1.0		8b977af820d34cbcb42b1f3e43d5d9b3883a7da9
org.apache.tomee	openejb-core-eclipselink	9.1.1		aab5d5c6a7b0b7508123c88b266cadb08facba59
org.apache.tomee	openejb-core-eclipselink	9.1.2		dad71e6529d34d8c9df4b2df4a3b048a38385c83
org.apache.tomee	openejb-core-eclipselink	9.1.3		9d6ec35e81fb070b3a684e2cd15c9c25aa189a9c
org.bridgedb	org.bridgedb.ws.core	2.2.1		42ba892a1374ef2c29d2d5134ab0bdc4f148fbbc
org.bridgedb	org.bridgedb.ws.core	2.2.2		c0aaaf1489e3679407db4d853a6adbd0b3ff571a
org.bridgedb	org.bridgedb.ws.core	2.3.0		d0cea961e538337f19a81ca43f5f212b796f4e9a
org.bridgedb	org.bridgedb.ws.core	2.3.1		30018423a1ddf0112df754d234f336003b1eba17
org.bridgedb	org.bridgedb.ws.core	2.3.10		e9c7a7b202af15ff25a9d4efd3c07b64a577b573
org.bridgedb	org.bridgedb.ws.core	2.3.2		edd6e45718ca40582e234fe22dca7da259069843
org.bridgedb	org.bridgedb.ws.core	2.3.3		7bf09af82d19b634a18c3e3b1192d9b1c55bd59e
org.bridgedb	org.bridgedb.ws.core	2.3.4		d123fad6727e4735c99a9e74b1608f35f41cab7d
org.bridgedb	org.bridgedb.ws.core	2.3.5		d704e23ce569303f27fbbdf8b8c7dd0c98ab9768
org.bridgedb	org.bridgedb.ws.core	2.3.6		d9e2f4d7871a363107b086856c5777e78fff3ef1
org.bridgedb	org.bridgedb.ws.core	2.3.7		d9083abc31cbe71c72d3fc9c5c26860c4dfd044a
org.bridgedb	org.bridgedb.ws.core	2.3.8		19033a15810c6db2daf487accf770fb93ebcaf63
org.bridgedb	org.bridgedb.ws.core	2.3.9		5217a6ae1f8d32e142685c7224e2b2a05bb280fd
org.bridgedb	org.bridgedb.ws.core	3.0.0		21b0c2300af29bf34c912b19685d2f1966c9610a
org.bridgedb	org.bridgedb.ws.core	3.0.1		5f3ad50691e83912ed5756566045e248aaaee28c
org.bridgedb	org.bridgedb.ws.core	3.0.10		7870f13c9b03702b15c6f5c94161c6eff684c480
org.bridgedb	org.bridgedb.ws.core	3.0.11		cd5e318d32e669f3e47b640d3930f88444f021ef
org.bridgedb	org.bridgedb.ws.core	3.0.12		7cfde55dc500a8a400015156aba4192c2b1bbdc5
org.bridgedb	org.bridgedb.ws.core	3.0.13		d44ce74c1a8c4e4e7e1c88ba58a40ffc1a033346
org.bridgedb	org.bridgedb.ws.core	3.0.14		9b477dbe2451ced36306023faa67c17b1d088463
org.bridgedb	org.bridgedb.ws.core	3.0.15		05ff60dcfd7caf745fed9ab60412edda5a76e05b
org.bridgedb	org.bridgedb.ws.core	3.0.16		48e92060d89b63f9bb5b3999f00bfe7471ccf074
org.bridgedb	org.bridgedb.ws.core	3.0.17		e59ab202abd1d2561c3aba28ecb1f44890f28c3a
org.bridgedb	org.bridgedb.ws.core	3.0.18		f07d38d67c009d12e60473b63f70020d74f4cfab
org.bridgedb	org.bridgedb.ws.core	3.0.19		d7eda8260585d2435062e51ee6f0d9c2599b815c
org.bridgedb	org.bridgedb.ws.core	3.0.2		cc4c24860c6c783843762ffd729d3dc3a7c28887
org.bridgedb	org.bridgedb.ws.core	3.0.20		7d887c2dfe15bba1afcbef32dcfa0899f183e171
org.bridgedb	org.bridgedb.ws.core	3.0.21		459ec439951c32bad77335a3548a95aa741e7a1d
org.bridgedb	org.bridgedb.ws.core	3.0.22		f6da891d8d7b063657ee4726c0b5b7e7bf91c688
org.bridgedb	org.bridgedb.ws.core	3.0.23		87d7d304b676a68b51598744dcb24ca93b442bb8
org.bridgedb	org.bridgedb.ws.core	3.0.24		e61ca4e6f90695d89998603205870653eaae3dee
org.bridgedb	org.bridgedb.ws.core	3.0.25		a7b744eab4058d52371543b7e169dff704385450
org.bridgedb	org.bridgedb.ws.core	3.0.26		62180c08d2c32529e7f73ff0d0196a0c44c88f53
org.bridgedb	org.bridgedb.ws.core	3.0.27		8f72c00019f629df0509612147c956320e8edd90
org.bridgedb	org.bridgedb.ws.core	3.0.28		142a968b963e98986e6a8b878d3d2f831e4b83e6
org.bridgedb	org.bridgedb.ws.core	3.0.3		7bd91958fde60b43ed64fa358e913625d39aa263
org.bridgedb	org.bridgedb.ws.core	3.0.4		50b6a12b4ff7dbb760cb7a0e1f28a1591daf514c
org.bridgedb	org.bridgedb.ws.core	3.0.5		44a475afc6427566ed786954f75b5168dd585564
org.bridgedb	org.bridgedb.ws.core	3.0.6		faf8d80161be18e74d5e7cd91721522ce4f18cf9
org.bridgedb	org.bridgedb.ws.core	3.0.7		16738d3abbde08b2609f4c379a4996891b0a1341
org.bridgedb	org.bridgedb.ws.core	3.0.8		7e4165fe760211f6bd5aa2ae1b5c7123a1da2f98
org.bridgedb	org.bridgedb.ws.core	3.0.9		c596c4e47db63c047e00f27068d0895ae9e5bc26
org.bridgedb	org.bridgedb.ws.core	3.1.0		00cfd52fce021a674fa1a0d87db6ce2f9bba3f22
org.bridgedb	org.bridgedb.ws.core	3.1.1		169015ebed83d1589bfa7a118c11ad0381db9670
org.bridgedb	org.bridgedb.ws.core	3.1.2		a7757672a816a0399ba3e2cd15198047c33cd018
org.bridgedb	org.bridgedb.ws.core	3.1.3		044a16926ffce80ec03fd65b10f3f959dc493eaa
org.bridgedb	org.bridgedb.ws.core	3.1.4		a0d78fa69e2d74d8bbddc93f59440614913bfe31
org.codehaus.groovy	groovy-eclipse-batch	1.7.10-01		d6261e9f1a40ceddecf491e77a48ebec460ad58b
org.codehaus.groovy	groovy-eclipse-batch	1.7.10-02		fc9102e830d4cf07bb1b48ae7f70561fe1699c1f
org.codehaus.groovy	groovy-eclipse-batch	1.7.10-03		80f5355d572982101c28034e4283dbfe74148b76
org.codehaus.groovy	groovy-eclipse-batch	1.7.10-04		c44ce9aa0511c81ae458443c922015cf451e5b7d
org.codehaus.groovy	groovy-eclipse-batch	1.7.10-05		830ac92f2672eafd614252e050e16e90a50fb194
org.codehaus.groovy	groovy-eclipse-batch	1.7.10-06		a0156845c0256058887a9a592e949d9a3a1025c1
org.codehaus.groovy	groovy-eclipse-batch	1.8.0-01		f0b50a0e76fd8bb3a8fc000da845535a57bc865a
org.codehaus.groovy	groovy-eclipse-batch	1.8.0-02		016424af10e63881bc4a1dc1ebb2ef8cad301914
org.codehaus.groovy	groovy-eclipse-batch	1.8.0-03		2df9e3c197ca789e04f3216bd416600b9b1b9c17
org.codehaus.groovy	groovy-eclipse-batch	1.8.2-01		2db037d90231a7e1432f69dffef29b466ee9dfdd
org.codehaus.groovy	groovy-eclipse-batch	1.8.2-02		c11de3e8f9ceb77f4db04ee10feb143b5f76604c
org.codehaus.groovy	groovy-eclipse-batch	1.8.2-03		d37372d1ef0d69ef6fe6768221d86630c5f98cca
org.codehaus.groovy	groovy-eclipse-batch	1.8.4-01		a3a42e85868002fccd04445db29f73b9ad5df3eb
org.codehaus.groovy	groovy-eclipse-batch	1.8.6-01		b676eba44bfcc02f138dbdf688988fdc7119e615
org.codehaus.groovy	groovy-eclipse-batch	2.0.0-01		1d82d76c02e9c22835257da98bb57191d68fafdc
org.codehaus.groovy	groovy-eclipse-batch	2.0.4-01		812ad1558e2682546455cd54418587a05e7fb314
org.codehaus.groovy	groovy-eclipse-batch	2.0.4-02		1cede106a10f1bcbeac26b8a131fd696f90f5cd8
org.codehaus.groovy	groovy-eclipse-batch	2.0.4-03		3fda2efdd0b7ff6f7d19e641a1d295b5389fb4eb
org.codehaus.groovy	groovy-eclipse-batch	2.0.4-04		264100f6bf1a2cfb965a38d81f66a87bc0400e3c
org.codehaus.groovy	groovy-eclipse-batch	2.0.6-01		d8f9770e6187e77351be536f2c09910f2f8ad0f4
org.codehaus.groovy	groovy-eclipse-batch	2.0.7-01		dc72a6e6cfce349f418c940f72bc49b6201af092
org.codehaus.groovy	groovy-eclipse-batch	2.0.7-02		43a76aaf560469cb39fa462b6616ee2fc6312d81
org.codehaus.groovy	groovy-eclipse-batch	2.0.7-03		89ff24826f250a2a6d571637fa20bc340e07a97b
org.codehaus.groovy	groovy-eclipse-batch	2.1.1-01		2a0e09d62e9094f7cb27be39b25385c1ab99c972
org.codehaus.groovy	groovy-eclipse-batch	2.1.3-01		b1f8b04854f52eb2d9663fa33e5807832f2271cd
org.codehaus.groovy	groovy-eclipse-batch	2.1.5-01		1bac58b1bcb44c4147f364ffa03d8ea15ac3493c
org.codehaus.groovy	groovy-eclipse-batch	2.1.5-02		8663472f9f623d07681d8cca233ed0cc2d8b3917
org.codehaus.groovy	groovy-eclipse-batch	2.1.5-03		500119f28510ebbd2e2c81bde408bf3a35c4aa91
org.codehaus.groovy	groovy-eclipse-batch	2.1.8-01		c91fc433a6366a64bfcfffa1a3e83a4101e94e2b
org.codehaus.groovy	groovy-eclipse-batch	2.3.4-01		22f9e87e6f4975fa58585afe07019adc7ae0f381
org.codehaus.groovy	groovy-eclipse-batch	2.3.7-01		f60e6deff2c227bd4a4bf3ac2ab8284d4d8a98fe
org.codehaus.groovy	groovy-eclipse-batch	2.4.16-02		fcca7c1d4556f018ae6d08f0b7a742519e6bfb7a
org.codehaus.groovy	groovy-eclipse-batch	2.4.16-03		67582f7bae0cf5eca20a50392b2666c38223306a
org.codehaus.groovy	groovy-eclipse-batch	2.4.17-01		7a0bf8233bc0349529249b5d494aaf7196b9db9c
org.codehaus.groovy	groovy-eclipse-batch	2.4.17-02		7cadba2f386c6db1a69ea4ad07a4867a55fe6aad
org.codehaus.groovy	groovy-eclipse-batch	2.4.17-03		1ba372aa22ae99e147894d9954d1904a72b07f2e
org.codehaus.groovy	groovy-eclipse-batch	2.4.18-01		a7728283f1794ffcc4ca5a6736c6f180ec2d405c
org.codehaus.groovy	groovy-eclipse-batch	2.4.19-01		2d5e68203d558f6bb85af6ef0b23ecab4c5702d2
org.codehaus.groovy	groovy-eclipse-batch	2.4.19-02		4e0050e70ed73117108fb4dbb4066d27763fcdbf
org.codehaus.groovy	groovy-eclipse-batch	2.4.19-03		5170b0bdcfab808a4650b35fb1bb483b081acdc7
org.codehaus.groovy	groovy-eclipse-batch	2.4.20-01		ac7922191b92c5041e0ad75f5d507e34e35425cc
org.codehaus.groovy	groovy-eclipse-batch	2.4.21-01		bc87cc2431be051f6870a85ee4c131b33ad511d6
org.codehaus.groovy	groovy-eclipse-batch	2.4.3-01		484fd2cf2683352175a5511a7b7988a87542602d
org.codehaus.groovy	groovy-eclipse-batch	2.5.10-01		51850b7f8b8d48bcddd9cba50bd1cf651b403c3c
org.codehaus.groovy	groovy-eclipse-batch	2.5.10-02		2666f161f5277c05be16b9d8732d91ab27443616
org.codehaus.groovy	groovy-eclipse-batch	2.5.11-01		2ed5a0da967bb062c8094188598d58d004d06117
org.codehaus.groovy	groovy-eclipse-batch	2.5.12-01		fea9ca1d4f2dcea0ef978d1d4bffa955958ad285
org.codehaus.groovy	groovy-eclipse-batch	2.5.12-02		0a4aef9df3c535b6d429896d8fcb7926389e7110
org.codehaus.groovy	groovy-eclipse-batch	2.5.13-01		b157c01d9976f90bf0fa44b48b5015131b957e02
org.codehaus.groovy	groovy-eclipse-batch	2.5.14-01		d233ff1f035686268f51c3a296009bcf6be354b7
org.codehaus.groovy	groovy-eclipse-batch	2.5.14-02		7a30c25250795b71f26d665d73daebd4d209cb7e
org.codehaus.groovy	groovy-eclipse-batch	2.5.6-01		6a002ca3413728abee527d58b3175674ae59be03
org.codehaus.groovy	groovy-eclipse-batch	2.5.6-02		3100e48e64ce12790353f6ee1dbf4b6f51cfab49
org.codehaus.groovy	groovy-eclipse-batch	2.5.7-01		cdfb386c06aa6f3e096e3b53e6e9b11bfb9af50e
org.codehaus.groovy	groovy-eclipse-batch	2.5.8-01		7c4d56bf8bb6f8f63a1f09275b1f91ebcdfa8a2e
org.codehaus.groovy	groovy-eclipse-batch	2.5.8-02		68542f1d6caadb133ad160238efbddec43ee7ec6
org.codehaus.groovy	groovy-eclipse-batch	2.5.8-03		a9ad7f4ad8d7d2b245ec8b40d082eb941b6fbee1
org.codehaus.groovy	groovy-eclipse-batch	2.5.9-01		b126854af778fb161863ed8a579633d8a56dfcab
org.codehaus.groovy	groovy-eclipse-batch	3.0.0-01		242b4e36969c82c47bd7e9c42cd6fc36dcc95890
org.codehaus.groovy	groovy-eclipse-batch	3.0.1-01		7ca044260f1a2b4c6402dc3bea94f4446dbe1663
org.codehaus.groovy	groovy-eclipse-batch	3.0.2-01		44a5f47289e8694309c229d696bd9d4848cde2a6
org.codehaus.groovy	groovy-eclipse-batch	3.0.2-02		2d97466d1f7b7a5293872535d2251054908bd9cb
org.codehaus.groovy	groovy-eclipse-batch	3.0.3-01		d627b24ca03066e84e02b2fcc75f35f142bc51ba
org.codehaus.groovy	groovy-eclipse-batch	3.0.4-02		6df7ccc9ed7036449dbacb2f4881ec7ee1198a82
org.codehaus.groovy	groovy-eclipse-batch	3.0.5-01		1979ed77d8ba63b69abd12dce8c7164ce3d8b985
org.codehaus.groovy	groovy-eclipse-batch	3.0.6-01		5063e5e30b742d678f2bc8bfbe9330a188936ac9
org.codehaus.groovy	groovy-eclipse-batch	3.0.7-01		fc793f27440ed46a84fcb96706c4c0e8cb7f5612
org.codehaus.groovy	groovy-eclipse-batch	3.0.7-02		513c1692a7f77eae6aadaa5475d7595feef7ac9e
org.codehaus.groovy	groovy-eclipse-batch	3.0.7-03		75135f806117b5faba9e7c7123cf0a73b52b0f2b
org.codehaus.groovy	groovy-eclipse-batch	3.0.8-01		822d4da636640b7a998036924fc69af83c6c2723
org.demoiselle.signer	signature-policy-engine	2.0.0-BETA1		d791f142ff3b68bacf385473cc0c620fc59a8a2b
org.drewcarlson	mobiuskt-update-spec-api-js	0.5.0		N/A
org.drewcarlson	mobiuskt-update-spec-api-js	0.5.1		N/A
org.drewcarlson	mobiuskt-update-spec-api-js	0.5.2		N/A
org.eclipse.dirigible	dirigible-components-template-database-view	10.0.0		2a9c4344ead38c016763ac256bda3a80fd08d5e2
org.eclipse.dirigible	dirigible-components-template-database-view	10.0.1		67dbf9cc828588bb165b064959889326f5ec3daf
org.eclipse.dirigible	dirigible-components-template-database-view	10.0.2		eb2a46aa86070ac4bcc2911068da7c4d3fa4be15
org.eclipse.dirigible	dirigible-components-template-database-view	10.0.3		b30d66c9da6f2cf9fd261c9c9fa324fd8b5be0fd
org.eclipse.dirigible	dirigible-components-template-database-view	10.0.4		02b69d99cab2957b9e5e97ec7e8e1fd39c2c0034
org.eclipse.dirigible	dirigible-components-template-database-view	10.0.5		01b5b4d7bab0270aacfc1acdd548808c902f4f14
org.eclipse.dirigible	dirigible-components-template-database-view	10.1.0		27a8edbb7a2e782c2c53ec8f736041b297ab0e58
org.eclipse.dirigible	dirigible-components-template-database-view	10.1.1		4d53fa2281ad3bbc842d34384c586242a6df76c8
org.eclipse.dirigible	dirigible-components-template-database-view	10.1.2		6d36f8949298ab3da220c5c68bf2e87ccfafa0b0
org.eclipse.dirigible	dirigible-components-template-database-view	10.1.3		03aa07c7c3a226c3ebc65c35da21c5e76bbb393e
org.eclipse.dirigible	dirigible-components-template-database-view	10.2.0		1fd77a85c4719361f55267f5f6eb23d7d35e51a6
org.eclipse.dirigible	dirigible-components-template-database-view	10.2.1		61775cf0ada73f57c21cb0ff016c66be69b8102c
org.eclipse.dirigible	dirigible-components-template-database-view	10.2.10		cbb6d90ea21ba3dd1d36bb83372c36b01a8fbcf4
org.eclipse.dirigible	dirigible-components-template-database-view	10.2.2		5c1d519e9b58c9e79e00d1b448f0fc13ba41be07
org.eclipse.dirigible	dirigible-components-template-database-view	10.2.3		94b2296eb08922ee340086bea87d6c484306db92
org.eclipse.dirigible	dirigible-components-template-database-view	10.2.4		2647122ee8df955732f8d9a0ace3ef82ce07bb47
org.eclipse.dirigible	dirigible-components-template-database-view	10.2.5		66e3e306edfd7c0f762d08551cd258079b1e980b
org.eclipse.dirigible	dirigible-components-template-database-view	10.2.6		819cfec59b4e41d159327ef15a9034c18ecab57b
org.eclipse.dirigible	dirigible-components-template-database-view	10.2.7		9e6920ba21516861b2cb2be59342d6919c9ddecb
org.eclipse.dirigible	dirigible-components-template-database-view	10.2.8		f71e8d8ad0004eabb72ab4a3ac2d144947c3d55b
org.eclipse.dirigible	dirigible-components-template-database-view	10.2.9		43ffafe6b299c43cd7a4654bb0e947767c66fb31
org.eclipse.dirigible	dirigible-components-template-database-view	10.3.0		83018b4aefcd888f6c78cb00c8177605b2d3e651
org.eclipse.dirigible	dirigible-components-template-database-view	10.4.0		2b98be1f31f9e4f6e333e67a87f3bdbdef90d452
org.eclipse.dirigible	dirigible-components-template-database-view	10.4.1		ac26b8a9a291f1eee7dbd8b08da8b1cf38f88154
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.0		b33599d28495c28edf8d538fc461a5bee3e9932b
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.1		0c360b0b42cbcc4722bd504e83c853d0b74a49ef
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.10		035f9e0c788e61b782f9b7103f8e305780ed4d2c
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.11		86321e06bf73603f110f2fd0ee82cc35595a6539
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.12		eb9cb57764cac9e53d578496e7fe839c7f864364
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.13		f520d75feb076f12e3cd634fac45263744ca39e0
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.2		0a7de86f5765d5f94f0ab08a2ba8db48d80aceba
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.3		6e5280465177ce2e4e86a0f309b579786fc9512a
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.4		7bffc28749e1f953f056f5e1f33eaab863126dee
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.5		d21095bfa5c7f7853a3e3df410df7b5a3de8ead7
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.6		86a94f07ffa48ffadbca1aca6c3143a33977f061
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.7		c9373e01d14ca574699a340c0b87d2b38f37250e
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.8		40f404486d0d3642aaf4f208e24812edd6996e3e
org.eclipse.dirigible	dirigible-components-template-database-view	10.5.9		e7d0033ec6f2d49e100ce85522529a20cfa26d01
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.0		6b29651efdb9341adf73d17e814c55d77bcfb2fd
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.1		c07813f37def0d4baebcc0fca780021860fc03d2
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.10		088fc667247e2547927391018d6c54840e7bfce1
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.11		fed3cc1c72e7168e5847917a328701a7aea6345e
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.12		af6461fe0d887822842f93960327877a1dd83023
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.13		84a48d47d65ca65e93aa66528b88c072a4ce999a
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.14		62cd202a112c91bda5d29fad07d919c31ba31184
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.15		f80d4862cffba4af53e5337c37461d0e3785a549
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.16		62a7b890e74751304038904a1f3f74827f53340d
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.17		80ccfd826d2522877d7f2583915c610c9c27984b
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.18		d48c992db02a002baddcf3c752e95cbeae03bff2
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.19		d1b568e430d991522d1650a8303abcc8b0f18c62
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.2		34118e000da1d454515eb36ca8801d6af156cc72
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.20		3ce62f53c10497c816457ce6bbe3f0082bc502a6
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.21		390efbcc49fcec9443d717acf0b462562c7cccc6
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.22		10e0ba9134ae53408644a39dfb5c1da3abae1327
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.23		0566420824eb9dccdff5c60ff9811944f85b43b3
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.24		3840872062efa49b5ec258c3889b8648c8c9e640
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.25		8935be77d6c2895425fb8cc7abcb0690bf60e8b4
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.26		a001531f38bdca06dd98ba9ec1d4fdd28cc94717
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.27		f6ae4fb1700293bb8f210088fa4076f185b5d63c
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.28		e9d891191e94ccd243fb14699a023d6c0555e286
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.29		d3157eb706171e3c9d211aa59374f10d793fa188
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.3		e9c871b6f4cbb2271a02bb1ac57895b154b16bcd
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.30		d25aa6412ac75f68bf6db8af7ba4815ad2b43b32
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.31		f0bba10cc9472ebac34f7bf9f7fdb19ed13bff1a
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.32		86d851378bddf346615cc1bb6b321fabf6177c7a
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.33		e8340f31efb6b7d16e6431e96bce35afcf3800ad
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.34		9e8838eaf8dca5975251cbcdd385cbb2a2ee2cbc
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.36		a2503ff55d00cae8b8b506bbe3a86f0f9153b579
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.37		708b8b2f09cf6223d112ceec3cb8c1f7f9844a5c
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.38		e4f73bd2304c61082b6c91239642041867914b88
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.39		5353b38ecb6e14126adf7cd89079197240ab856e
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.4		b9da7a28ce5bfdedaa3e17a547626664c96e1e2f
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.41		2cbe0d69e000cbfcfb85e72179e904f63a6f2c2a
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.42		3aeb24acf6a5db5e72ac942843ff47d2de20a9f7
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.43		402524b414c660502eb25711412230767596bbe2
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.44		c95da4e9a34adde4b84eb8cc3518c5dbfc4786a0
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.45		696715ddf2e4ffe7ead8a484fda3347722ff0bde
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.47		494cc5147a529b9e70ff9b131be02b2470f858af
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.48		6a2608a56614b6f2a13f1b6ff305162392a088f3
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.5		a1af8accbb3254bfca6b5d36e62dff3dda26e161
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.50		746650846088d1b660867a0194408402f67cb4cf
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.6		181d101a9b0c4d9340b3d53b0863b6604983469d
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.7		c1ce3eb9c0677acb8f089b6b75eef6a6b905298d
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.8		4d7014a4ecf03c8c7c07daad32aff4184b1d0b0f
org.eclipse.dirigible	dirigible-components-template-database-view	10.6.9		b2bc07e7f5b1ae9ac326788c201ad581cb96ddcb
org.eclipse.dirigible	dirigible-components-template-database-view	11.1.0		1b56ad753bc0bf8adeb4b725c690941f166393f8
org.eclipse.dirigible	dirigible-components-template-database-view	11.1.1		465467f7921391e07e7900b4ea4ddb70622c8ac6
org.eclipse.dirigible	dirigible-components-template-database-view	11.11.0		04c59f3d1d83c5d3da8eb6b137deb7e1a3323294
org.eclipse.dirigible	dirigible-components-template-database-view	11.12.0		d7287f6986d6a353e99d3d4b7411cbcf57e5e7e6
org.eclipse.dirigible	dirigible-components-template-database-view	11.13.0		8182b0c6fbb7ac7574699fbc8a9d3c8c88bd3aa2
org.eclipse.dirigible	dirigible-components-template-database-view	11.14.0		00f7a1879353a51cf7f373d155d6e50e3e72f357
org.eclipse.dirigible	dirigible-components-template-database-view	11.15.0		d9190a359aa7d34df3f1efffec22716148a9ef41
org.eclipse.dirigible	dirigible-components-template-database-view	11.16.0		8eb562bfe2fb9b7a049c8def51b5a1b5f5d63dad
org.eclipse.dirigible	dirigible-components-template-database-view	11.17.0		98114ca422253b276f706a1cca20806a86d51246
org.eclipse.dirigible	dirigible-components-template-database-view	11.18.0		adb23935d9d5fa161d4e694d1f7632e54fe8f6fa
org.eclipse.dirigible	dirigible-components-template-database-view	11.19.0		a3be0ef5a67bbd4d27455a44bc26e7bc9486628e
org.eclipse.dirigible	dirigible-components-template-database-view	11.2.0		10cfddbf3b90747d1fdb31e7ba0210130659e2c5
org.eclipse.dirigible	dirigible-components-template-database-view	11.2.1		be9d9fcec2e81a9cafb7a8028cc0f51829a7767b
org.eclipse.dirigible	dirigible-components-template-database-view	11.2.3		62b9ecc693293f1bb333bfa3b61b54b4dd7c2476
org.eclipse.dirigible	dirigible-components-template-database-view	11.2.4		2720e6e1ffffce461f0e0d645e227ed76897c936
org.eclipse.dirigible	dirigible-components-template-database-view	11.2.5		4e5400b4e6b54db759e06619256b24c80b7a398a
org.eclipse.dirigible	dirigible-components-template-database-view	11.2.6		580ee5e18f5fb72a16892384e77080fbfc4e581e
org.eclipse.dirigible	dirigible-components-template-database-view	11.20.0		596b4cf6f333f585627bb2696eb54560567c2c90
org.eclipse.dirigible	dirigible-components-template-database-view	11.22.0		41a55b94ee453bdf45d5f4a791e38a2bb9bda182
org.eclipse.dirigible	dirigible-components-template-database-view	11.23.0		6fb4732d9849b743cc003df108bdf020ce017df9
org.eclipse.dirigible	dirigible-components-template-database-view	11.24.0		80aa26c0fa0b6c3a7996e3ebaac5b6b4ef2090da
org.eclipse.dirigible	dirigible-components-template-database-view	11.25.0		259efa4c1a7a63bd6b2192bf65ab28c220807158
org.eclipse.dirigible	dirigible-components-template-database-view	11.26.0		3f11408d5b80d889a5429147cd2ca1f73b06eb2b
org.eclipse.dirigible	dirigible-components-template-database-view	11.27.0		27c0cb4882be4269ff5c28eb2c906bdacb5a2bc3
org.eclipse.dirigible	dirigible-components-template-database-view	11.28.0		7489c6ba3a00bee268206a294d9a8910df48def9
org.eclipse.dirigible	dirigible-components-template-database-view	11.29.0		4d0acfd49cb9d6e8f193e548c8b42c88f6dacac9
org.eclipse.dirigible	dirigible-components-template-database-view	11.3.0		34d54125ec678e52df85de480dd4d81ad6c050c6
org.eclipse.dirigible	dirigible-components-template-database-view	11.30.0		261f5f9e3e07f5ba55e691d62b334cf8b0cbfbb1
org.eclipse.dirigible	dirigible-components-template-database-view	11.31.0		71e1af1d741559ea27f7c5246ffa85f309955218
org.eclipse.dirigible	dirigible-components-template-database-view	11.32.0		d8e28e77044262080854ba2b1d6dcaacda09b75e
org.eclipse.dirigible	dirigible-components-template-database-view	11.33.0		dd4a3e98635a2bf352bc7fa5544febee62c7733d
org.eclipse.dirigible	dirigible-components-template-database-view	11.34.0		f6342c01b360ec15583981ed86d3a6c8e81af020
org.eclipse.dirigible	dirigible-components-template-database-view	11.34.1		faee0c1556d78782f085eb20da92959f32345ece
