cc.rbbl.kozy.plausible	plausible-ktor-plugin	1.0.0		c13c6f2eb55e3a60a70ab556db985e548ef499fc
com.tomtom.speedtools	apivalidation	3.0.7		a9a7ce70730f01edefc376024be5aa0928ac0eb5
com.tomtom.speedtools	apivalidation	3.0.8		9c544753a003351bba9d5cd3c0dbd9bed33ff7ca
com.tomtom.speedtools	apivalidation	3.0.9		5b0f4f854944ddbefaaf39bd2fe53915f2f31a91
com.tomtom.speedtools	apivalidation	3.1.0		178f98cf40bcd63ebf54442d4adb0a06c3278546
com.tomtom.speedtools	apivalidation	3.1.1		66924c27af1ef454f5f32b86e4d5c2563841a270
com.tomtom.speedtools	apivalidation	3.2.0		222e0c616701c4c641af2eb19df99497e13f2d9e
com.tomtom.speedtools	apivalidation	3.2.1		41e27e01f24faf42aa19aeb2ba7dd99262fefd67
com.tomtom.speedtools	apivalidation	3.2.10		1d6020b49d90cce42407cb3a3eb863f0722b1d7f
com.tomtom.speedtools	apivalidation	3.2.11		992cb07371eee87d065cba91a32de3a74b31cc16
com.tomtom.speedtools	apivalidation	3.2.12		1713fdcbd5401d9f323489fcae56ff608f3c0500
com.tomtom.speedtools	apivalidation	3.2.13		84ef8a37f7a1ef8336fc3f746bc2ec9f1aaf6927
com.tomtom.speedtools	apivalidation	3.2.14		87023f66cda6976964523fe932ba016f189b8b35
com.tomtom.speedtools	apivalidation	3.2.16		8f27f6fa1a244fad316dd6cb7664c723f9572079
com.tomtom.speedtools	apivalidation	3.2.17		8d3421ec666b1e8a9728378f8236367ebd0bd997
com.tomtom.speedtools	apivalidation	3.2.18		0f620439ba982a75494d5b2a13153da68e57f1a8
com.tomtom.speedtools	apivalidation	3.2.19		791dc5bc1bd24b448f88bfc3cace8dd35ce92411
com.tomtom.speedtools	apivalidation	3.2.2		45d19d9a3887a8c01fb88c01ce4ba63a4fcd5bd7
com.tomtom.speedtools	apivalidation	3.2.20		b0d861fe2282c655effdd499fa08d3a3af7a32a6
com.tomtom.speedtools	apivalidation	3.2.21		fa208520f5ddfb9a4a0ac46b39008a27f3c9d6f0
com.tomtom.speedtools	apivalidation	3.2.22		d0be4fed2522bc060092a908968d57d4e9a181e0
com.tomtom.speedtools	apivalidation	3.2.23		a7152ff8c5e46e42e0cea2d6c70db867d93ab881
com.tomtom.speedtools	apivalidation	3.2.3		f4d59fe91d7d60b95c3deb860cbff3420b6e24a3
com.tomtom.speedtools	apivalidation	3.2.4		7887f91f75195c5201fae75d11c0ba9e9b100a78
com.tomtom.speedtools	apivalidation	3.2.5		24493f188e9b53c2a96e4ee721ba463b7f79af69
com.tomtom.speedtools	apivalidation	3.2.6		fb6f34c2f43db1442afcbce6b575f7e0e943a069
com.tomtom.speedtools	apivalidation	3.2.7		d883566264d4425986af9cacd1e6fa18d27d8242
com.tomtom.speedtools	apivalidation	3.2.8		dcdc6a8216768fc1e3a305a4c3649ef4ae3fe158
com.tomtom.speedtools	apivalidation	3.2.9		75a91796530982a80ca7d1a1893896adabcdcfd0
com.tomtom.speedtools	apivalidation	3.3.0		ae6c52af9dc134fa580da4a4194fa637250f78bb
com.tomtom.speedtools	apivalidation	3.4.2		77fd653e77e604997398fb0d05428a9bf1219e9f
com.tomtom.speedtools	apivalidation	3.4.3		0240877284a2892de374704b3c6b899abf27402e
com.tomtom.speedtools	apivalidation	3.4.4		a82de812124e04774b0a142aae6202f60e8c3c6e
com.ustermetrics	scip4j-native	0.0.1-9.1.0		d5a162fc6130414bbab39bc901be45cf8d59bd93
com.zegreatrob.tools	tagger-cli-jvm	1.4.10		8c4b6afd715420b541c574da7e7273b9bb5dccb2
com.zegreatrob.tools	tagger-cli-jvm	1.4.11		cb3858fa2607a9de852c9054b6e410e93b87a1ca
com.zegreatrob.tools	tagger-cli-jvm	1.4.13		e45e0ce2913eaac03c56188ad1bc5dab8ce45437
com.zegreatrob.tools	tagger-cli-jvm	1.4.14		1aa8b0ddfd8addce5e0e476eac5c5fa64d608351
com.zegreatrob.tools	tagger-cli-jvm	1.4.15		1aa8b0ddfd8addce5e0e476eac5c5fa64d608351
com.zegreatrob.tools	tagger-cli-jvm	1.4.16		4360a2c951d5b2d437c48c11c8297f3320bab035
com.zegreatrob.tools	tagger-cli-jvm	1.4.17		4360a2c951d5b2d437c48c11c8297f3320bab035
com.zegreatrob.tools	tagger-cli-jvm	1.4.18		4360a2c951d5b2d437c48c11c8297f3320bab035
com.zegreatrob.tools	tagger-cli-jvm	1.4.19		ce198b29b3cbe8b27c4af049ef87b33676e6f437
com.zegreatrob.tools	tagger-cli-jvm	1.4.20		9809aa7dac1e547de94c3412cf4a981d8829b1c1
com.zegreatrob.tools	tagger-cli-jvm	1.4.21		9809aa7dac1e547de94c3412cf4a981d8829b1c1
com.zegreatrob.tools	tagger-cli-jvm	1.4.22		6ef6ba3acfada7ddf392bb43dff79622fb83b4af
com.zegreatrob.tools	tagger-cli-jvm	1.4.23		6ef6ba3acfada7ddf392bb43dff79622fb83b4af
com.zegreatrob.tools	tagger-cli-jvm	1.4.24		6ef6ba3acfada7ddf392bb43dff79622fb83b4af
com.zegreatrob.tools	tagger-cli-jvm	1.4.25		8132c255120899db89bf0fa837ec198b38ed3dd3
com.zegreatrob.tools	tagger-cli-jvm	1.4.26		fb0db7c92faa73f27d129d306bfb4ccae103ca68
com.zegreatrob.tools	tagger-cli-jvm	1.4.27		3f7714b4c8c93a1cc85e6d74524d133a2cf5620c
com.zegreatrob.tools	tagger-cli-jvm	1.4.28		3f7714b4c8c93a1cc85e6d74524d133a2cf5620c
com.zegreatrob.tools	tagger-cli-jvm	1.4.29		bf55609741b858bf2a9156ce94ad57e9de932f99
com.zegreatrob.tools	tagger-cli-jvm	1.4.30		3b2d63d002a653291ed84579f08b082bde271b13
com.zegreatrob.tools	tagger-cli-jvm	1.4.31		3f7714b4c8c93a1cc85e6d74524d133a2cf5620c
com.zegreatrob.tools	tagger-cli-jvm	1.5.0		3f7714b4c8c93a1cc85e6d74524d133a2cf5620c
com.zegreatrob.tools	tagger-cli-jvm	1.5.10		2243f7f73606c7d24694056e8e0197889380847d
com.zegreatrob.tools	tagger-cli-jvm	1.5.11		2243f7f73606c7d24694056e8e0197889380847d
com.zegreatrob.tools	tagger-cli-jvm	1.5.2		3f7714b4c8c93a1cc85e6d74524d133a2cf5620c
com.zegreatrob.tools	tagger-cli-jvm	1.5.3		3f7714b4c8c93a1cc85e6d74524d133a2cf5620c
com.zegreatrob.tools	tagger-cli-jvm	1.5.4		3f7714b4c8c93a1cc85e6d74524d133a2cf5620c
com.zegreatrob.tools	tagger-cli-jvm	1.5.5		3f7714b4c8c93a1cc85e6d74524d133a2cf5620c
com.zegreatrob.tools	tagger-cli-jvm	1.5.6		3f7714b4c8c93a1cc85e6d74524d133a2cf5620c
com.zegreatrob.tools	tagger-cli-jvm	1.5.7		3f7714b4c8c93a1cc85e6d74524d133a2cf5620c
com.zegreatrob.tools	tagger-cli-jvm	1.5.8		3f7714b4c8c93a1cc85e6d74524d133a2cf5620c
com.zegreatrob.tools	tagger-cli-jvm	1.5.9		2243f7f73606c7d24694056e8e0197889380847d
de.adorsys	datasafe-migration-shaded-1.0.0	0.0.4		5b164cb4f53c8baaee0afcd7c8c6058a563db9ab
de.adorsys	datasafe-migration-shaded-1.0.0	0.6.0		176942aed6870d88ba4155a00172ca035f301887
de.skuzzle.test	snapshot-tests-test-common	1.10.0		83690e1e2a37b31c5683cb8b76245a3dc8d99762
de.skuzzle.test	snapshot-tests-test-common	1.10.1		3a86ae057028e04190fdc4b9f5e8460510250a5c
de.skuzzle.test	snapshot-tests-test-common	1.11.0		6857e58fd85e26858f478bc1bf58a4de648efd6e
de.skuzzle.test	snapshot-tests-test-common	1.8.0		f841f2ab1ebd9a6fce70b3000a62fbe35a7265d9
de.skuzzle.test	snapshot-tests-test-common	1.9.1		b98fc8354a9537170fa7c3e4b369f566501f638c
de.skuzzle.test	snapshot-tests-test-common	1.9.2		f696bbba54f86fe688087c83b8d74eef081cd06e
de.vinado.library	identifier-jackson	1.0.0		73d96967d74499d386e04f322ae2ef842e00478c
de.vinado.library	identifier-jackson	1.0.1		db496bd499b080b588d283f7c37236f505609fb6
dev.icerock.moko	parcelize-js	0.6.1		b579469cde0494b3c69ef7783dae2e6bb7123660
dev.icerock.moko	parcelize-js	0.7.0		a96fe09126069668e83d31a3c7dd991b27eb3eaf
dev.icerock.moko	parcelize-js	0.7.1		0a52239f2954663a594c72ec503ef00490f266cf
dev.icerock.moko	parcelize-js	0.8.0		b74bc1bcde4f07af9bf1ab592f294330d322363f
dev.icerock.moko	parcelize-js	0.9.0		8b6c4a3f1bee68813de814cbba8f34f90c7a204b
edu.gatech.gtri.typesafeconfig-extensions	typesafeconfig-for-webapps	1.0		bc0cc46b12e03e2d7b48c73b908c9472fc5aba88
edu.gatech.gtri.typesafeconfig-extensions	typesafeconfig-for-webapps	1.1		780982988532f53aab54d4da0690ba827b680f40
eu.tneitzel	remote-method-guesser	5.0.0		ab7b26e6c71a305b1297f8f8d636aa7c79f14c68
eu.tneitzel	remote-method-guesser	5.0.0	jar-with-dependencies	8c0b5c4cf3f56c8c64fd4cb0c5d6335bddaa838c
eu.tneitzel	remote-method-guesser	5.1.0		06441cac6daeec4adc188e78fd1c8d251a9dca5b
eu.tneitzel	remote-method-guesser	5.1.0	jar-with-dependencies	32c4ebd3fee5c47d5acdb9b417ae88ae08b5b6b8
in.procyk.compose	qr-code-android	1.6.0-alpha01.1		N/A
in.procyk.compose	qr-code-android	1.6.0-rc01.0		N/A
in.procyk.compose	qr-code-android	1.6.0-rc02.0		N/A
in.procyk.compose	qr-code-android	1.6.0-rc02.1		N/A
in.procyk.compose	qr-code-android	1.6.0-rc02.2		N/A
in.procyk.compose	qr-code-android	1.6.0-rc03.0		N/A
in.procyk.compose	qr-code-android	1.6.0.0		N/A
in.procyk.compose	qr-code-android	1.6.0.1		N/A
in.procyk.compose	qr-code-android	1.6.1.0		N/A
io.actinis.remote	keyboard-android	1.0.0-alpha01		N/A
io.actinis.remote	keyboard-android	1.0.0-alpha02		N/A
io.actinis.remote	keyboard-android	1.0.0-alpha03		N/A
io.actinis.remote	keyboard-android	1.0.0-alpha04		N/A
io.actinis.remote	keyboard-android	1.0.0-alpha05		N/A
io.actinis.remote	keyboard-android	1.0.0-alpha06		N/A
io.github.admin4j	http	0.0.1		f0305540fcf589a2b0d2d09d2c0f7d2f606c8d20
io.github.admin4j	http	0.0.2		b18236d4ac2696d1917978d0eef83d0af0139f9f
io.github.admin4j	http	0.0.3		3cc01cef5ebd39aaf83b288e91303458a259dd3d
io.github.admin4j	http	0.0.4		27849c78d18da0fa4378f3ced947eb7b8f40bff7
io.github.admin4j	http	0.0.5		8058b85bdcca35e91319ab0bce4c8f3739ee209c
io.github.admin4j	http	0.0.6		dca85fbebf7a92338772fb999426013c014bf663
io.github.admin4j	http	0.1.0		847d24f9dc17aa30140fae1e1c29cdfd97884502
io.github.admin4j	http	0.2.5		da17cf70b0f58eea95548b1c8a641b87d6f9086b
io.github.admin4j	http	0.3.0		be2372cdf03e5ba23fdcc889985d03940f706d08
io.github.admin4j	http	0.4.0		e80f368e2bf9618bb51c345b4b9b38787ce40ced
io.github.admin4j	http	0.4.1		355663acdd4ee03fe50a75636a01d5aaac9d14e2
io.github.admin4j	http	0.4.2		64f03eebcec20d5cae29bdb28a1b6c48108f084d
io.github.admin4j	http	0.4.3		29081707654178b61ac57dcdc71922c018b13d48
io.github.admin4j	http	0.4.4		87fe05957568daf3146024b737f8d49f5a4569d1
io.github.admin4j	http	0.4.5		8a7e43a12965568150ca70fabfc94fcd771e3838
io.github.admin4j	http	0.4.6		a69ac827067039c0d601dbd6f8054b47f8b9bc24
io.github.admin4j	http	0.5.0		d6fec9a4195012452aeff8781ff3d3008a3012e8
io.github.admin4j	http	0.5.2		4d2a412a756a8aff6dcfc960b5eec31831720de9
io.github.admin4j	http	0.6.0		8d5ef42a106ad4c5cad991511270b5b400871c45
io.github.admin4j	http	0.6.1		90fdd01208d694a63a04782a2d594cfa27d2bece
io.github.admin4j	http	0.7.0		3ac1c204b751f3adc243c64ac736efc651d2ad0b
io.github.admin4j	http	0.7.2		ba5d1b4468429e014e6610d2712f0b8fa19f1ae3
io.github.admin4j	http	0.7.4		8830e03de71826f7453d8e3fe392b1ce748d696e
io.github.admin4j	http	0.7.5		104a01c81c8d8e89d666be562bc6d382ecff760a
io.github.admin4j	http	0.8.0		c63b8e14dfb83c2553d99a005561a1579a4a465d
io.github.admin4j	http	0.8.1		a0d73687c0bc0236559c4204e020f58182253059
io.github.admin4j	http	0.9.0		a44b4e199df884d806ba90b4074f3d15a3f0772a
io.github.admin4j	http	0.9.1		48fb033d2874558fdeea3c74d0ca910c2312da0c
io.github.admin4j	http	0.9.2		77f30583085791ec2aa3c519d8baf488af0370f7
io.github.admin4j	http	0.9.5		2c03db6983bbfa3fe98699354507be1bfb4b2d23
io.github.admin4j	http	0.9.6		a348c734019669290b501a97516aecea723b5db1
io.github.ahjohannessen	sec-tsc_3.0.0-RC2	0.10.0		16d3888a0e036577130cb0bbb1dbed924ea8f001
io.github.ahjohannessen	sec-tsc_3.0.0-RC2	0.11.0		e806d43c597b9e2707bd5f45102337be7a397527
io.github.ahjohannessen	sec-tsc_3.0.0-RC2	0.11.1		f5ad5420770b0a87ca2487a19ea24d3fb5319dc1
io.github.ahjohannessen	sec-tsc_3.0.0-RC2	0.11.2		f59f459463b11497a2e7146766ea3d665c27a648
io.github.ahjohannessen	sec-tsc_3.0.0-RC2	0.11.3		93a18898c7d7c611c714a2b2ba3b00ed22ab7283
io.github.ahjohannessen	sec-tsc_3.0.0-RC2	0.5.0		66ed5882d187a95376e8aac175bcd7343f04bd94
io.github.ahjohannessen	sec-tsc_3.0.0-RC2	0.6.0		556bda048a9f7ee6caa63f2ed9cad00c853c3a66
io.github.ahjohannessen	sec-tsc_3.0.0-RC2	0.6.1		bf47d545696cda00f9b6c0daf3f9578d2a7e5505
io.github.ahjohannessen	sec-tsc_3.0.0-RC2	0.6.2		5ca1b89a808446116ccc8e670606947b0e26f8c9
io.github.brfreitas	elastic.rx	1.0.0		746b7c1d7d85b939ffa3ca17c4adda871b359412
io.github.hnngm	jsonrpc1-spring-boot-starter	1.2.1		6eda2af8f83cd1f1dd764e7a870620f39bd92af7
io.github.lhtforit	lhtrpc-core	0.0.1		da6513f428dfe8bde42e620858cefe689c54b2b9
io.github.lhtforit	lhtrpc-core	0.0.2		8ad26820790240cbb800ed1ed00a4439c45c8561
io.github.lhtforit	lhtrpc-core	0.0.3		891c5b9331459d994878fc3b516a8c814144525b
io.github.m-m-m	mmm-marshall	0.1.0		9927979d475d759380629260450e3d2c16282014
io.github.m-m-m	mmm-marshall	0.1.1		c43d51eafcbb697eb5bce7f479b5c6a34d6f2ab7
io.github.m-m-m	mmm-marshall	0.2.0		fdb1b710cd9ccdd150046ad60c271564af86ac30
io.github.m-m-m	mmm-marshall	0.9.0		4d6e769b178d166eec1827852eb19394e42550c0
io.github.m-m-m	mmm-marshall	0.9.1		95f25a6afad23fc99143b0f1a3612ac2f02f526f
io.github.m-m-m	mmm-marshall	0.9.10		a19637cf297d706108083f332c8c099b57099ba7
io.github.m-m-m	mmm-marshall	0.9.11		39f544736c7be346e2acbf3700cb73ccb586146d
io.github.m-m-m	mmm-marshall	0.9.2		201061a8a1c9f2c92def4b4244d6504a80b52047
io.github.m-m-m	mmm-marshall	0.9.3		d9cfd7efdbfa4474cc6c4bc1be6ea7148e900a51
io.github.m-m-m	mmm-marshall	0.9.4		84d25c4f628a2138855a1fc32b6508dfdc044930
io.github.m-m-m	mmm-marshall	0.9.5		18726e296c793631dbe28d0d7d0fcb58631f44da
io.github.m-m-m	mmm-marshall	0.9.6		de209ad5de3ae506556932f140adbeb0de8673d0
io.github.m-m-m	mmm-marshall	0.9.7		34ff964ed0343c25370f14edf0ae4ac53a377d8e
io.github.m-m-m	mmm-marshall	0.9.8		e13cec84a2349bfb33526c2fb7b1d7c97459d0ff
io.github.mr3y-the-programmer	podcastindex-sdk-base-iossimulatorarm64	0.3.5		N/A
io.github.mr3y-the-programmer	podcastindex-sdk-base-iossimulatorarm64	0.3.5	metadata	a07dda6c07ed619656c81e8046776a368434b7a5
io.github.mr3y-the-programmer	podcastindex-sdk-base-iossimulatorarm64	0.3.5-pre-release		N/A
io.github.mr3y-the-programmer	podcastindex-sdk-base-iossimulatorarm64	0.3.5-pre-release	metadata	05faa054ac804bbe5d9fe70062ffd44081ed372a
io.github.mr3y-the-programmer	podcastindex-sdk-base-iossimulatorarm64	0.3.6		N/A
io.github.mr3y-the-programmer	podcastindex-sdk-base-iossimulatorarm64	0.3.6	metadata	142e7247a8f86443c8e8136d15f2458b8b64df1b
io.github.mr3y-the-programmer	podcastindex-sdk-base-iossimulatorarm64	0.4.0		N/A
io.github.mr3y-the-programmer	podcastindex-sdk-base-iossimulatorarm64	0.4.0	metadata	74dd74d5ec6a2f8a22f5b44357df88e2a2818547
io.github.mzielinski	spring-cloud-contract-oa3	3.1.10.5		f89574b8c2e5331c12fc44929c92549a39bd8499
io.github.mzielinski	spring-cloud-contract-oa3	4.1.4.1		3cc8a6beb1a616173978d7e20867512a6c102fb3
io.github.pavelannin	monadic-monad-either-watchosx64	0.1.0		N/A
io.github.pavelannin	monadic-monad-either-watchosx64	0.1.0	metadata	70f92fb032790f26880bf20d19e063c44749120f
io.github.pavelannin	monadic-monad-either-watchosx64	0.2.0		N/A
io.github.pavelannin	monadic-monad-either-watchosx64	0.2.0	metadata	70f92fb032790f26880bf20d19e063c44749120f
io.github.t83714	elastic4s-effect-zio_2.13	8.11.6		c3bdcd15b73d72136ab4d63cc25fc54c856817b8
io.github.t83714	elastic4s-effect-zio_2.13	8.11.6-alpha.2		be1a35223b74982fbd6fde5d0ac540930ebf2038
io.github.t83714	elastic4s-effect-zio_2.13	8.11.7		22cdb6484b27fc2e3dfba2c9cc6a6fb50d794656
io.github.vigoo	zio-aws-autoscaling_2.12	2.14.3.0		f13200a1616a6f6ec4115cac04e232b93dcfeccf
io.github.vigoo	zio-aws-autoscaling_2.12	2.14.7.0		1f34c23fd02a72c47e7de8cf6dbe466cf4ac12d4
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.16.3		4dd9ebcdabe680488ab7da27f5ab730f6aaf8293
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.16.5		1a29f3021175cf97742add4a5d6d10090bd39843
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.16.7		979cddef1c4ffc153df72c9ea7f2e47b6db91819
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.16.8		1acbf56b56d3c528866b6f110820a8ea9049c88f
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.19.1		b4ab0dcf2a3502a10d6575d0b8eef35de07f68fa
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.19.10		2be11a9a1fd0d4598c1269464030fe87b22abf6e
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.19.11		2d867066ab1d8fa3809d4d4a735be9337c043144
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.19.2		04c1d4009076e82af0c9001bcdc6441f82bce925
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.19.3		288e953b391b02c706929bb02baf169eba7165bb
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.19.6		1900d720ba0ce7fe243864cd4c3e289d52fd3323
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.19.7		2450920b2f32a47118eb65dd9b157ba6c5410762
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.19.8		697da184466a7bdc90af2597b27b086a5129f180
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.19.9		3c075aba4a76adbe6bbe85ad4d168ff9421bd343
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.31.3		6ed09184371e4ea23f8a61ae9a0ccf340a033432
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.32.1		d899764fca1f155cb409b05457b5a2fea2dfe6e8
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.32.2		4d7d1c52436011e75c9b2866c4ca49449fb411a8
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.33.2		baf471f3761374f3cbb5b8f059d390813022b482
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.33.3		689fa541c49cbe80393a5143dbba0f05a2c2f0e9
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.33.4		8ec5afb2bb88a867a9223b621889f7c4d3763a2b
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.34.1		37a075f943ac59aa71d8173a586fc1a394405e37
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.34.2		14b183661e596ff221903ed8eca8f4037198a9d9
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.34.3		a533e996eeff256a90851f366b28397a0ef84006
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.35.1		6c5ad693c7a213291f6eda6b38f08fa8e0c054c1
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.35.2		568ba998b4286afa296b1b32582d297c6ac58717
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.35.3		985f6e5a74928c9e4f13c6660a69fac5556a1b69
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.35.4		57c482a601e1849aa6bd3cd21c8461508547b3c4
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.35.5		b280c985ee22fd7655bad2bafacd0b6857e9ee57
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.38.1		043df8cd9232a7dea290a7dcb2248883f90224a9
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.40.1		2777dfcf81212b3353e6f3c89ac8a23a6cdc8554
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.40.2		38f44b15703c1b88a039bc115869816781db07da
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.40.3		509c7a4289d76de73146ab13258ba2a5022ec742
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.42.1		e90ae10ec56983939de120d4504b09626003ec28
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.42.12		91ec36791e069aa459bb201012188459f2eed1e8
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.42.2		3ce43b3d1597e35f2c27bb948e66633b3214968e
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.42.3		0f2ab633a779de64169ed784a1ae57d9258865c0
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.45.1		0e24780fbe14be994564c6403dbb987340adfbd1
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.45.2		ac4df4740ca82b0ee6a5b9d697678487874dc4a9
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.45.3		4c5cf0af032d42eca428ebec97198f39afd17ca8
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.48.1		6c706d31b1b96122e106f2ff81ef239c8969b6bc
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.48.2		9044814951f54d58430c7c6bdd9728a39d9c603a
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.49.1		0585069269a79c335311db6a5492611eac45208b
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.49.2		8b1e155dfd05a212a94b4ee9700554694633d200
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.50.2		506e5e014b1cbc6fb4ccdd6ebda824091d533289
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.51.1		2bc81429ea2462e3078c81ee71dc4b2002b48e1d
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.51.2		416c787f7f4cd93cec27fd79d72bc06076108806
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.53.1		b683d005aa8729d2fa3f645afb36b2e06964dd5e
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.53.2		2890e2aca4027d7f2eb742c9a653547e7d4251e7
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.53.3		1e6856bfdee8de146daafbc2e7154610756d2aea
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.57.1		691b06499586ed8e792b5972d437b05f9628c947
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.58.1		4aeb21b2e5241cd3da439f6316fb68040a5995bd
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.60.1		3d1228876ccffe324776ac03656a251c0a0576c6
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.61.1		b414c0c3c53b7607b6d572f49294b2f13b71b38e
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.63.1		f29c69b045c508f75245eacb20c4d54274227050
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.65.2		27bba8bdeb66be0b895cf42bcbbfd0e68cb14ff0
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.65.3		91db3adbb97cfdcc2c230715801e7ef53dd8afb2
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.66.2		a53e5a685da9cf19efec138faeb10b603de1f399
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.66.3		80856efdc209884aab15c8f64619eee7a2a06464
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.67.1		6b25df94516d9ce5bc80b02ef27140090dd34a8f
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.68.2		d2fca7fa6c16c9ca252287a74f0de38d8af2c31c
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.68.3		abd403c25fdb3bbaa748ca951602c26d3d9e55c9
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.69.1		209ee27849c2c2955af17d1828b7ed34b717a026
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.69.2		941123b6d604034c4646bb1770d7877bef497fcf
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.69.3		2299eb31772cc123543b79fd632d9480776041dd
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.70.1		5d3696904a074cb8cf50359e9db20a663bebce2d
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.71.1		c311346bfd761f95fef8483dc3b409fd16527f24
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.71.2		d64a087c5cf3b1398fb2ed35803e52352a2e5b41
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.71.3		edf47e036406b5270ecbd4ee91905ddf2b4cf6dc
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.73.1		bad9ced4f2c7adffee7f163400070d43d30ae937
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.73.2		e13f1ba23efe47ec7688ddd5c2d2ce0f3d0977c4
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.73.3		bb1a273cde3ad5c2eb99b169e14f8ed12012135b
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.73.4		e572da499d58a7f4bc47117814fad906430ad6ac
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.74.1		63c5c459fa3f1bf387148403e00c4c36a1fc9de3
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.74.2		f17e48c06913232e95ca24615d1102cdf9a787a3
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.77.1		e8925b8d36f78fe3ce780a3a89a9f2549c3ff1c0
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.77.2		248df185d9d24deaf8693b8437c9d5276b3720d0
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.79.1		f1c289ea83caddca07a4b2f196d1b77b2c0442a9
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.80.1		a2c1287d57fbe35fb1fcbdc6dc3584a183f6db41
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.80.2		31908a0a0a6f427145ed943c9184b91e2b11e20d
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.81.1		255413b27f26a829ce661c4152d4627c64cf5ecc
io.github.vigoo	zio-aws-autoscaling_2.12	3.15.81.2		626c74c7ef23efa1964f1d0fbc69252457186e0f
