cn.hippox	parent	0.0.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.12.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.12.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.12.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.12.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.13.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.13.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.13.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.13.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.13.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.14.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.14.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.14.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.14.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.14.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.14.4		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.15.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.15.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.15.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.15.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.15.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.15.3.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.15.4		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.16.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.16.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.16.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.16.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.16.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.16.4		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.17.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.17.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.17.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.17.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.17.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.17.4		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.17.5		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.17.6		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.17.7		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.17.8		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.18.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.18.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.18.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.18.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.18.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.18.4		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.19.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.19.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.19.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.19.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.19.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.19.4		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.0.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.1.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.10.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.11.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.12.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.2.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.3.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.4.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.5.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.6.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.7.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.8.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.2.9.Final		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.20.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.20.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.21.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.21.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.21.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.21.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.21.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.21.4		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.22.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.22.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.22.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.3.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.3.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.3.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.3.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.3.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.4.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.4.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.4.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.4.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.4.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.5.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.5.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.5.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.5.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.5.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.6.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.6.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.6.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.6.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.6.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.6.4		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.6.5		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.6.6		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.6.7		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.6.8		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.6.9		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.7.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.7.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.7.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.7.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.7.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.7.4		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.8.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.8.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.8.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.8.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.8.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.8.4		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.8.5		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.8.6		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.8.6.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.9.0		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.9.0.CR1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.9.0.CR2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.9.1		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.9.2		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.9.3		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.9.4		N/A
io.quarkus	quarkus-resteasy-multipart-parent	3.9.5		N/A
io.spray	spray-json_3	1.3.6		2536de5846f836782d5ab00ab8d46c47dee80e4b
io.vasilev	discipline-core_native0.4_2.13	1.2-46-9684497		bdf38379e96c464e2d90cbe8a11cffe045a275d3
io.vasilev	discipline-core_native0.4_2.13	1.4-3-07da872		be08f3664f0d3045bed6f39ec7f1cda150c69e10
io.vasilev	discipline-core_native0.4_2.13	1.4-3-ee5f9c6		504cf2c7df15e6aae79cfd0915aec15337a9796a
net.savantly.sprout	web-parent	1.1.0-RC2		N/A
net.savantly.sprout	web-parent	1.1.0-RELEASE		N/A
net.savantly.sprout	web-parent	1.2.1-RELEASE		N/A
net.savantly.sprout	web-parent	1.3.0-RELEASE		N/A
net.savantly.sprout	web-parent	1.4.0-RC1		N/A
net.savantly.sprout	web-parent	1.4.0-RC2		N/A
net.savantly.sprout	web-parent	1.4.0-RC3		N/A
one.empty3.libs	partial-android	0.0.1		N/A
one.empty3.libs	partial-android	0.0.2		N/A
one.empty3.libs	partial-android	0.0.4		133788eb150a869aa0a9e98da13014e50d64927c
one.empty3.libs	partial-android	0.0.5		8ca00826a176b05916f53421aaaafae6feb8a707
one.empty3.libs	partial-android	2024.9.2		6e4f5018cf473877a0e0a6cc348520d90635e516
org.apache.camel	camel-aws-cw	3.0.0		d5bfaaf11f88c9f43699b9b8684914d124f6dbea
org.apache.camel	camel-aws-cw	3.0.0-M2		169c4d1d61e641bcfdf97d99b5648cf4062d80b4
org.apache.camel	camel-aws-cw	3.0.0-M3		4a852bd4ee93face6c16880dd1dbc54db70b9994
org.apache.camel	camel-aws-cw	3.0.0-M4		35dbf6793e28fc7776148c078fefc38f7fe1d47c
org.apache.camel	camel-aws-cw	3.0.0-RC1		cf2d480fdc3ca656fbef00c2ed4afd3eddb5dfc7
org.apache.camel	camel-aws-cw	3.0.0-RC2		141f40d714748e39fd9ef9c08fc502c18162357f
org.apache.camel	camel-aws-cw	3.0.0-RC3		9682afb63bfe6819c532a3cd49d61e2931f0ebf2
org.apache.camel	camel-aws-cw	3.0.1		6a8f105750ff8abe591b60f40a9b941408d2c9a2
org.apache.camel	camel-aws-cw	3.1.0		a7537c3ce8dd3e45056aceea4d27dd906e135115
org.apache.camel	camel-aws-cw	3.2.0		10c26b39d95a213817fc129624e090921d6942e2
org.apache.camel	camel-aws-cw	3.3.0		12e9ee6af5c7bf2c6dad5536b4f37882b1b2f9f0
org.apache.camel	camel-aws-cw	3.4.0		eae581116e15307b22a7cecd6596db3cb9a4eacf
org.apache.camel	camel-aws-cw	3.4.1		6e13d52d5c426bb703f6ead6c5f60cc41442229f
org.apache.camel	camel-aws-cw	3.4.2		4d049d7e8b623d3be61fd6ea2b29a78883156fc9
org.apache.camel	camel-aws-cw	3.4.3		f59247350c013527d646a5625af2b912b744d15a
org.apache.camel	camel-aws-cw	3.4.4		f26666b37de5708b335e723f62b711977f56e5de
org.apache.camel	camel-aws-cw	3.4.5		623963e48aab92aa626c06542774ac66c3728b47
org.apache.camel	camel-aws-cw	3.4.6		832941b72582560420afa57329d7f4d0383c5419
org.apache.camel	camel-aws-cw	3.5.0		251c5bd5f3b6faedc8d73112786ce28092c60864
org.apache.camel	camel-aws-cw	3.6.0		96779c939726a590881439d2ec1ff68bb9442246
org.apache.camel	camel-aws-cw	3.7.0		693f7a070d7617dcba7329cb46b69da6d4c27095
org.apache.camel	camel-aws-cw	3.7.1		530cf50577a4854daa11c9d46bc0121ae6f39eed
org.apache.camel	camel-aws-cw	3.7.2		ddcc0cb8d745d4a453dcf9b40bdd06ea6e238719
org.apache.camel	camel-aws-cw	3.7.3		d04bd99326f58241548e9697bfc2801c4ff93173
org.apache.camel	camel-aws-cw	3.7.4		0bb22a3a27ac9726564a42caf687d27660c6ea02
org.apache.camel	camel-aws-cw	3.7.5		f4dd1d815b192e675a509eb4ae3f959470a87e0e
org.apache.camel	camel-aws-cw	3.7.6		7866418f95a551742be0be16cd171fb5ae650bd3
org.apache.camel	camel-aws-cw	3.7.7		75b2dde3230166600fa1c8fcab7b6430f4c9774c
org.apache.camel	camel-aws-cw	3.8.0		0beaa6369c8c3bcfe2bdf72ca798e0781f208a86
org.apache.directory.studio	ldapbrowser.help	1.3.0.v20081014		998661605877e0e8f45d1e675baf2dafa54040c3
org.apache.directory.studio	ldapbrowser.help	1.3.0.v20081020		1e789e134670b1fd881bcee25cc06d7f763774ab
org.apache.directory.studio	ldapbrowser.help	1.4.0.v20090407		75168a20d97da53d6f49cd56f07450a6e1b87e72
org.apache.directory.studio	ldapbrowser.help	1.5.0.v20091102		3b27b699c72601f17193db615fb91e0c579e0729
org.apache.directory.studio	ldapbrowser.help	1.5.1.v20091130		9301e74d6c17d34fb695ed4b948a98143552a223
org.apache.directory.studio	ldapbrowser.help	1.5.2.v20091211		e9afdaf892ed35c75acb385027e98bbd52acf42a
org.apache.directory.studio	ldapbrowser.help	1.5.3.v20100330		95aa505f1fddb0f97f83a278061bfc07c7cc2f85
org.apache.directory.studio	ldapbrowser.help	2.0.0.v20120111		c81dc81ebeeb5d21197f40616bb4f7cdd711699f
org.apache.directory.studio	ldapbrowser.help	2.0.0.v20120127		c0cc23449376961f42e773ffa88c5a32ca8d2d12
org.apache.directory.studio	ldapbrowser.help	2.0.0.v20120224		c7729780de068178025b9c7ab303d2c6e58ca2ff
org.apache.directory.studio	ldapbrowser.help	2.0.0.v20130125		96c23440999bf9d6f1d993b886fa0b09e063b7fd
org.apache.directory.studio	ldapbrowser.help	2.0.0.v20130131		45cfe5e909441703012ea860f5ca74dcb0f55472
org.apache.directory.studio	ldapbrowser.help	2.0.0.v20130308		373dd893bed0eba1d210ad65799abb1e52939826
org.apache.directory.studio	ldapbrowser.help	2.0.0.v20130517		882590eb97378d0299c2a9d595455f5e7eb3f9b8
org.apache.directory.studio	ldapbrowser.help	2.0.0.v20130628		f0bf06f459d7a53a088e5472ec714734fa82d35d
org.codefx.maven.plugin	jdeps-maven-plugin	0.1		da993909ed6c416062fda244cdbdd6e599f113cf
org.commonjava.indy	indy-ftests-core	0.99.0		bdfc652a3f8207d33756c4a150c1a4e33f33504d
org.commonjava.indy	indy-ftests-core	0.99.1		f7be6823c84ed5fd031950d404715414a65750fc
org.commonjava.indy	indy-ftests-core	0.99.1.1		be7a7312e01d93cfe100c3c4c085eadb2439700d
org.commonjava.indy	indy-ftests-core	0.99.1.2		f1c0113a31e6bd79514b5b041668ffc6aa00441d
org.commonjava.indy	indy-ftests-core	0.99.1.3		5c6e677cdc0387fb9e2ea1849a03febae0cf90b1
org.commonjava.indy	indy-ftests-core	0.99.1.4		b6310e8fe65a06d17068fa2d76b9a94c99014f87
org.commonjava.indy	indy-ftests-core	0.99.1.5		72325a6230602cd88d8efb9179402310880f9d87
org.commonjava.indy	indy-ftests-core	0.99.1.6		8de451e52142bf6b86d3a9ca9e0b3dd26c7ac8e6
org.commonjava.indy	indy-ftests-core	0.99.1.7		eead97bf9e0ef8e6bcc67559e7b1832937379c4c
org.commonjava.indy	indy-ftests-core	0.99.2		b02d3f3123c2b407152a59f607a8cb871d87f2b9
org.commonjava.indy	indy-ftests-core	0.99.2.1		723203e5490b7c2a01bd3ec9b20972b911a717b3
org.commonjava.indy	indy-ftests-core	0.99.3		cd779959a0be414ad307d1a6b21c45f26bc5b8b9
org.commonjava.indy	indy-ftests-core	1.0.0		3ae46d691883fa3e45491a83c70981f336b01b8f
org.commonjava.indy	indy-ftests-core	1.0.1		524acf04ca28a44f08f9e47dd4335c1e15394a47
org.commonjava.indy	indy-ftests-core	1.0.2		6830ec27688a6aae934ebfad21ac1209712019f4
org.commonjava.indy	indy-ftests-core	1.1.0		a8361470f5521a4b377be68471c51d83f0d9711a
org.commonjava.indy	indy-ftests-core	1.1.1		9f2deaa435ce91229a645613d196184eb06ff686
org.commonjava.indy	indy-ftests-core	1.1.10		6b13a8577e9d85cb85557e17d33ccc8cbdd351a1
org.commonjava.indy	indy-ftests-core	1.1.11		481561b1d7942241e20d8cc6fafab755b46ee9e4
org.commonjava.indy	indy-ftests-core	1.1.12		80ea041a104595008c82016b27ec06429bc430e3
org.commonjava.indy	indy-ftests-core	1.1.13		1638f1066911490b46a2a57cc16a762a8df03e49
org.commonjava.indy	indy-ftests-core	1.1.14		de0b4758d2478be856935d80b8e76e61b0ce5067
org.commonjava.indy	indy-ftests-core	1.1.15		50588a7a5c4147fdf0b421acbcce5d492526e371
org.commonjava.indy	indy-ftests-core	1.1.16		d38452b2c1b655ea1dc16ecb2a04c02266c3ea47
org.commonjava.indy	indy-ftests-core	1.1.2		8539ba0f61915aa6fc3ad3fa8d6b64b974e34d1f
org.commonjava.indy	indy-ftests-core	1.1.3		210306c7dd3e5d1d526977664a7b83f72df78df3
org.commonjava.indy	indy-ftests-core	1.1.4		af2a47c975d8e5c1aee0ed24883e4bcbd7054db6
org.commonjava.indy	indy-ftests-core	1.1.5		a784062e886dc3a807098e41f30ccb9b388edb1b
org.commonjava.indy	indy-ftests-core	1.1.6		009ff9817c96c37936474e385e6141e092e6ad77
org.commonjava.indy	indy-ftests-core	1.1.7		bb088fd55170894bc0df28aa25f5d14c3fea8984
org.commonjava.indy	indy-ftests-core	1.1.8		5e6694f1b22bde1ebb4896eedcc4aa7f89e76441
org.commonjava.indy	indy-ftests-core	1.1.9		67268e3bc4bc3ad8b66611d8e51e06d0be4482e1
org.commonjava.indy	indy-ftests-core	1.2.0		93a88287fd007a653cad0ac9755b7df0940e29f1
org.commonjava.indy	indy-ftests-core	1.2.1		e905005d9871bb9dcd8008bb955ae7e5ccdfcb12
org.commonjava.indy	indy-ftests-core	1.2.2		61e5a9939c8a48c4851a2d6d7ba5f37c1e01b142
org.commonjava.indy	indy-ftests-core	1.2.3		d1ae2a7b6bf3250e9a7d433cc8d2cabd0afee3c3
org.commonjava.indy	indy-ftests-core	1.2.4		c521d2e9ce351fa63a1c403fd50736804918a3dc
org.commonjava.indy	indy-ftests-core	1.2.5		fd6c80368486c24b19bcffc8259ba3bb0779c6b7
org.commonjava.indy	indy-ftests-core	1.2.6		1a3e3a25ee832ef9be08e29e8190ca762f29b204
org.commonjava.indy	indy-ftests-core	1.2.7		87763b2019dc32cf3aadee85d26efd744f448155
org.commonjava.indy	indy-ftests-core	1.2.7.1		4cd0955e5f432d5ea4db3c3ef00fddbb96703736
org.commonjava.indy	indy-ftests-core	1.2.7.2		45625881f5e3b583114295107619c9b2fbadc40a
org.commonjava.indy	indy-ftests-core	1.3.0		0cb7d1bff50822602665eb19db89688422b4eb6d
org.commonjava.indy	indy-ftests-core	1.3.0.1		f29b0627e87ea65b6cca72077dc085cc0d3ee65b
org.commonjava.indy	indy-ftests-core	1.3.0.2		8fea5daa42e6a4374cbaa267dc5f714537a7c84a
org.commonjava.indy	indy-ftests-core	1.3.1		1c8791b1c3165c69f5a23652ab670d2d99db3ce9
org.commonjava.indy	indy-ftests-core	1.4.0		52af4c260c28179fa01c056fea14102d650ddc82
org.commonjava.indy	indy-ftests-core	1.5.0		4de63544092cc1b54d7243844544041dda3697cc
org.commonjava.indy	indy-ftests-core	1.5.0.1		ccc806082cdcc06201a7c0465b3deeba3a3c907b
org.commonjava.indy	indy-ftests-core	1.5.0.2		ce489aa621e2782f1e25d295a99643adf8889959
org.commonjava.indy	indy-ftests-core	1.5.0.3		0c043a07dbc797c0d1be9eec175c89cb82ce5ad4
org.commonjava.indy	indy-ftests-core	1.6.0		26ed18600e886d6484bd6612a994d9d87eb54a42
org.commonjava.indy	indy-ftests-core	1.6.1		7434afdc0dc34fc5818c17335385ad0a874d7762
org.commonjava.indy	indy-ftests-core	1.6.2		ad50824701dea1ed34eef6343a094d5c87da17d6
org.commonjava.indy	indy-ftests-core	1.7.0		059b315e400bd72a7fe852ea06f506d72a902587
org.commonjava.indy	indy-ftests-core	1.7.1		7f1e97aebf609878c9ddbef9bb4d96309c16311e
org.commonjava.indy	indy-ftests-core	1.7.2		18e9f3e967fa47fcec6ed6f9f62d180aaa5af494
org.commonjava.indy	indy-ftests-core	1.7.3		fd80afc528f0ffeb8e2002d324769557c518b282
org.commonjava.indy	indy-ftests-core	1.7.4		bd9209c159438a1960e065a2db92658d8dff3cb5
org.commonjava.indy	indy-ftests-core	1.7.5		4b267697d802938f0479d790fe69f8fb59dacbef
org.commonjava.indy	indy-ftests-core	1.7.6		8e5309cbcf8703ef5debad5f3573723bae93dda9
org.commonjava.indy	indy-ftests-core	1.7.7		cee0ab4eed5a8e1aca5b4e4bbc6c6e9398cdee07
org.commonjava.indy	indy-ftests-core	1.8.0		d4cc1ac9820fa0abcd71241f8da6c4cdc73283a3
org.commonjava.indy	indy-ftests-core	1.8.0.1		b7506c520de0c02ddf1cffef3b583fc813d6022e
org.commonjava.indy	indy-ftests-core	1.8.0.2		2ded180d1ef9fb96b0f796e45c15e8466710c2fe
org.commonjava.indy	indy-ftests-core	1.8.1		4319681382a18e2048c16ca136afc2aca889a871
org.commonjava.indy	indy-ftests-core	1.8.2		94797c3d430b517f470475a6a3e6a0a181a004f5
org.commonjava.indy	indy-ftests-core	1.9.0		f338fd4fed19782e7d5ba8fd6a0108a5a4f61347
org.commonjava.indy	indy-ftests-core	1.9.1		394f627b9934f32414d20c61474a2e3cf1f222c0
org.commonjava.indy	indy-ftests-core	1.9.2		a36453aa508d4f3483e257c1a8c54f120de8b7d7
org.commonjava.indy	indy-ftests-core	1.9.3		1022ac9797137126f010d0e2f4fb6e78f0c84f0f
org.commonjava.indy	indy-ftests-core	1.9.4		e0188a913b5a6c325530d68c23d07aff90e099be
org.commonjava.indy	indy-ftests-core	1.9.6		db849e1772ac0e28544096adae487952e10f7cbc
org.commonjava.indy	indy-ftests-core	1.9.7		0b8f272cf8d0d472ad4d88a4038e8a0640fc3435
org.commonjava.indy	indy-ftests-core	1.9.7.1		96c4ebcb8ea61e96ee52485e508d2f75d9798237
org.commonjava.indy	indy-ftests-core	1.9.7.2		3e92d714ccbf7ffa76c4d220c12210d9887c448d
org.commonjava.indy	indy-ftests-core	1.9.8		e8a28c4e4fe335bf5d91eaadd83dcb6559374f4b
org.commonjava.indy	indy-ftests-core	1.9.9		9fcc7303d6d985457a54aaeca82a6d99315cfc9b
org.commonjava.indy	indy-ftests-core	2.0.0		42918f7353244498ac4f760b559f05508ac17340
org.commonjava.indy	indy-ftests-core	2.2.0		7f265855f76c28155bddfa00b8dcdb561ee14203
org.commonjava.indy	indy-ftests-core	2.3.0		1738601ef3149e0ddf257f848708ee6876e41e96
org.commonjava.indy	indy-ftests-core	2.4.0		a1099c07cd87844e1d795b5fd9237f1b1e61e009
org.commonjava.indy	indy-ftests-core	2.4.1		802373a03f65ecdddee1bf1b2f5403ea10947783
org.commonjava.indy	indy-ftests-core	2.5.0		6e25e5a18c9e42f0e1d5101ada23126a22e7f4aa
org.commonjava.indy	indy-ftests-core	2.5.1		aa10aa184fa28307525c2ab606dae517b5638f8d
org.commonjava.indy	indy-ftests-core	2.5.2		da659e0a98535a8d4db93152493c357621427ecb
org.commonjava.indy	indy-ftests-core	2.5.3		703faac40dfc27547bffdfea4355c96715ad2370
org.commonjava.indy	indy-ftests-core	2.5.4		d416ca0b1954b2cf3c852f873ef58dfad9209673
org.commonjava.indy	indy-ftests-core	2.5.4.1		7888ea5240e8ae22289082f74f466195081535f7
org.commonjava.indy	indy-ftests-core	2.5.5		da307e8156d5d508b9dcb2dbfe634207d1313de1
org.commonjava.indy	indy-ftests-core	2.5.6		0efdaab30346f75957126c6cfaf1e070f8622708
org.commonjava.indy	indy-ftests-core	2.6.0		19cd337cccab6e2ead708ec0c204bb478093678b
org.commonjava.indy	indy-ftests-core	2.6.1		bd0070bf216f404c8c343b1edf90d8e12b272df5
org.commonjava.indy	indy-ftests-core	2.6.3		74e4127a7c65cabbafcae8f8cf77302f34877c6e
org.commonjava.indy	indy-ftests-core	2.6.4		3a7fa02d4030161003246db4f7450539a1f95fd9
org.commonjava.indy	indy-ftests-core	2.6.5		c606180181a36f896a9b8184c9068d451133b594
org.commonjava.indy	indy-ftests-core	2.7.0		9c1180ff89856c46e93fb5eed4c6201629362dfd
org.commonjava.indy	indy-ftests-core	2.7.2		c734d4f5fa1c2cbaa622053083a7c62cc22ca3d6
org.commonjava.indy	indy-ftests-core	2.7.3		265de7866a5f869b3659e9351c002e7611b92af8
org.commonjava.indy	indy-ftests-core	2.7.4		97a2729f536aa5ad211a804572605e673f3eabea
org.commonjava.indy	indy-ftests-core	2.7.5		95ffa6914f4fa8e49eb79f5a214c83e9336cc055
org.commonjava.indy	indy-ftests-core	2.7.6		70dd99fc1ecce28080d40e537c6bd74ee9aab791
org.commonjava.indy	indy-ftests-core	3.0.0		648f7fcd3537c556d4ae8782499c7da032c0070d
org.commonjava.indy	indy-ftests-core	3.0.2		50c6b90aa85ed3d46926ea793d3e3232e695819c
org.commonjava.indy	indy-ftests-core	3.1.0		eae36aecccd5c24c05d3c7a743bff2f13eecdf8d
org.commonjava.indy	indy-ftests-core	3.1.1		a6cadc1253d066823a067e25e7a2f8a25c7a2c0e
org.commonjava.indy	indy-ftests-core	3.1.2		0aeae8ac56edf9e8f083a9d514d58e810828e865
org.commonjava.indy	indy-ftests-core	3.2.0		d8ab5615d80cbccfdd5511612927c36ca0274c3f
org.commonjava.indy	indy-ftests-core	3.2.1		0f2c69b3758910abac53f7f26d3222d672abca35
org.commonjava.indy	indy-ftests-core	3.2.2		14ad5d0a6d194f939c5d442f03d0575ac2cf01b4
org.commonjava.indy	indy-ftests-core	3.2.3		0d58428e67af43a41b21965dac9b897d00ee1300
org.commonjava.indy	indy-ftests-core	3.3.1		34fc6a69f9afdaae766fba41cd4c4cafbdd7f993
org.commonjava.indy	indy-ftests-core	3.3.2		305952f7db9b5fd23fd183bcbad1c5fbd14e86f2
org.commonjava.indy	indy-ftests-core	3.3.3		10573cefd2c867c7a0bf6eb81f6a689a082d1e96
org.commonjava.indy	indy-ftests-core	3.3.4		8c7a94b942de63d30d4db614d9e49c7b123d3d6e
org.commonjava.indy	indy-ftests-core	3.3.5		e973a0540fe2df93f5fe4faa06c9eff5251c4cb6
org.commonjava.indy	indy-ftests-core	3.3.6		0c65219a1e11f2613489d01a338906bc2c1c8901
org.commonjava.indy	indy-ftests-core	3.4.0		193fede78975c7f531e413686ff82f228d572ca8
org.commonjava.indy	indy-ftests-core	3.4.2		af521a764183e464a66fe8965a2ce98e93e14072
org.commonjava.indy	indy-ftests-core	3.4.3		1e059b417797657c1cd1d27dc83a791b666a1ae7
org.commonjava.indy	indy-ftests-core	3.4.4		841b73890b0a41ec8c6b06fa787433037117c7a7
org.commonjava.indy	indy-ftests-core	3.4.5		d0f0d1bdf6dce3b067b628c1ea8da4e3a2ba5e2e
org.eclipse.dirigible	dirigible-commons-test	3.0		1922cfa94fc53b18c29d35e7d0edf83a676df59b
org.eclipse.dirigible	dirigible-commons-test	3.0.1		15dee90bce3e888f931f35a61207180391870f43
org.eclipse.dirigible	dirigible-commons-test	3.0.2		eec1a1ab4c077a601dad6812383f6e877f2f07c7
