ch.admin.bit.jeap.messaging.test.messagetype.jeap	jeap-initializer-simple-test-event	1.0.0		49fab2f8e71ebbeb1d3361d11cf0664bc55db340
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241216.13152.0.vb86968d8		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241217.13154.0.v22e0cede		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241217.13156.0.v1da3a35b		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20250108.13162.0.v1ce7df14		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20250114.13163.0.ve965e38d		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20250120.13164.0.vd2e3ddc6		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20250211.13169.0.vd812609c		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.1-snapshot.20250513.13174.0.vfd3eadaf		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.datastax.oss.simulacron	simulacron-common	0.10.0		334099342aef0b8985a4c65990fe5c3c0ca3dd81
com.datastax.oss.simulacron	simulacron-common	0.11.0		3e781b3492a9b59b2aaa1b45db76359cf708140c
com.datastax.oss.simulacron	simulacron-common	0.12.0		b5cb5a60e62aaf9e58dfa9a203977417842078e4
com.datastax.oss.simulacron	simulacron-common	0.5.0		2c2ce046ae606e4fb971b0a96cb760dfb0ff3834
com.datastax.oss.simulacron	simulacron-common	0.5.1		7169a1550058930c707ec546a2fc2465bdb9a975
com.datastax.oss.simulacron	simulacron-common	0.5.2		741745dde11c30307cf91f1ee98284fe159c65de
com.datastax.oss.simulacron	simulacron-common	0.5.3		9ee53d8cf81741431a56d4140c9a55d605821969
com.datastax.oss.simulacron	simulacron-common	0.5.4		5d568a70de6ee2b6b00bb27e214c3d075968928e
com.datastax.oss.simulacron	simulacron-common	0.5.5		d3076f5efbe7895cd668ed21097484bf0e4bdf63
com.datastax.oss.simulacron	simulacron-common	0.5.6		a2bbe6b11b573bd7d9e82713854792b43e186bed
com.datastax.oss.simulacron	simulacron-common	0.6.0		3b7856f330c954e284e2a3d21571a81f87991671
com.datastax.oss.simulacron	simulacron-common	0.7.0		4d7fe79806e8a839d4a2feacfda24f30952f3ef9
com.datastax.oss.simulacron	simulacron-common	0.8.0		b3a4cfc4c689e1458147be9ca12c715f0bc7946e
com.datastax.oss.simulacron	simulacron-common	0.8.1		640ca0f819ff535c2fbcfa0bce3ebba1a15ad10c
com.datastax.oss.simulacron	simulacron-common	0.8.10		e8976a0ba3dfae400a604463d080ce93b63c8167
com.datastax.oss.simulacron	simulacron-common	0.8.2		cd102983f1130bb7ea2a1577fd633a2d53b53533
com.datastax.oss.simulacron	simulacron-common	0.8.3		1412e3fb7c3b03d80440a840f958649ed981bf1a
com.datastax.oss.simulacron	simulacron-common	0.8.4		9eb8e942455feffeb47729face297068f64e67a2
com.datastax.oss.simulacron	simulacron-common	0.8.5		422b6ef6ab9bd9d37b00f094d594af5d20fb4f33
com.datastax.oss.simulacron	simulacron-common	0.8.6		7c2fe6ac4c89e7f6556c59fdfb2ae13b09ca7a91
com.datastax.oss.simulacron	simulacron-common	0.8.7		fcdb13962b86e60e2c544dfe02f29b8485e7fb72
com.datastax.oss.simulacron	simulacron-common	0.8.8		b3e537a2fabf04aab243bd4746bc9e1753cc6f27
com.datastax.oss.simulacron	simulacron-common	0.8.9		d43392e102afa1994a74e6d7e97b0a8ed9ac2a2a
com.datastax.oss.simulacron	simulacron-common	0.9.0		0654cf94aaca0134ebc6e6d66ca8b058e70a3e0f
com.fizzed	blaze-ssh	0.10.0		aee7b6777dc2d6df83985ed91e16d95b498e0cf6
com.fizzed	blaze-ssh	0.11.0		12a49225297a37a25238df69680dd6acec959b6c
com.fizzed	blaze-ssh	0.11.1		ccc631cfc839f42f3d251331706029fc4aa0046b
com.fizzed	blaze-ssh	0.12.0		29e0b791c314369e20b61527740e2df9d91aae14
com.fizzed	blaze-ssh	0.13.0		5aebed2c4593296e4805744a347168a23abb5b3a
com.fizzed	blaze-ssh	0.14.0		57004dc9579d92b4b432f73f5ce647a744671eed
com.fizzed	blaze-ssh	0.14.1		570b551af53c170c2188d2e4e87de5e31fa49260
com.fizzed	blaze-ssh	0.15.0		a41e4eaaffb005ae4e3306df5089b3fb29b24b6e
com.fizzed	blaze-ssh	0.15.1		503f4ba91b20b65cd0648d5a3d7b3659cd25ef0d
com.fizzed	blaze-ssh	0.16.0		3096cdd178ca3d0401f73eb68c9e32cfaa1a5455
com.fizzed	blaze-ssh	0.17.0		d98b53cf95ece4425c143d0dd84902267c589496
com.fizzed	blaze-ssh	0.18.0		47628345d5c4c56fae869d4f2bb86de0c365dddc
com.fizzed	blaze-ssh	0.2.1		4e975ffe001b5814413601ad7a98e7e328c5ebc8
com.fizzed	blaze-ssh	0.20.0		11362964bbe430c275b9456ae1aa43ef254bdd2b
com.fizzed	blaze-ssh	0.21.0		4f9f49cc6ea21512f44152982db6a8310a0af3bc
com.fizzed	blaze-ssh	0.3.0		fdc97b3fb00488bb5c27fc1b7759ad16a04b599e
com.fizzed	blaze-ssh	0.4.0		71c40df9da89a0aee84e1f2b3449fe36343d3f76
com.fizzed	blaze-ssh	0.5.0		c6608af5a25521ecceb1236a162d18f1fb5375f7
com.fizzed	blaze-ssh	0.6.0		99ca9cc236081d0b980d51caa1102a69d6b55c01
com.fizzed	blaze-ssh	0.6.1		1b059b2df39e70adee39361f043737cff936e80a
com.fizzed	blaze-ssh	0.7.0		ecefd966ecf556cf3d9b147bfc5690041acbf0ca
com.fizzed	blaze-ssh	0.8.0		e464e34fd8c692118f74087c4c9965b01e836995
com.fizzed	blaze-ssh	0.8.1		0f2f13885f5f3083fe4aa6c6eea8a09c48d27d6a
com.fizzed	blaze-ssh	0.8.2		44db71dbb6f9f60d1bced9498415151e151d44a6
com.fizzed	blaze-ssh	0.9.0		fb16f923e782e7ba227e20622ef1a007d6742e55
com.fizzed	blaze-ssh	0.9.1		4cd93c1fac1e1740ba2313ba12c7adf053748141
com.fizzed	blaze-ssh	0.9.2		3b9361c8dcd1a0ced3cb413589e76ecc2eab8309
com.fizzed	blaze-ssh	1.0.0		f30c564f23f13516c1b7610033ecb90aa6ea0ad5
com.fizzed	blaze-ssh	1.0.1		1810b73abd4fa0713ad7a14e473fa751621256fa
com.fizzed	blaze-ssh	1.0.2		28d08d7ce1f6173bde8d8cc8f17bdc3aa047bcb4
com.fizzed	blaze-ssh	1.1.0		f90747b148ccffa329cb20c23c091758b3a91ed5
com.fizzed	blaze-ssh	1.2.0		5d9a07078010ab431291da73a26ee443561ba10e
com.fizzed	blaze-ssh	1.2.1		55b02d60f42c92e14761ef0dfab7cb852a3a000b
com.fizzed	blaze-ssh	1.3.0		b36ea73520645ca6dc5c4195fcb2844af949a450
com.fizzed	blaze-ssh	1.4.0		ba4d069d940e2bb4729947d634b0063f27f0e37a
com.fizzed	blaze-ssh	1.5.0		96da32d9f1e78896e666dd68f0edd5289451d98a
com.fizzed	blaze-ssh	1.5.1		03dbc0846d87538a7518070839b9d16a0fb2969b
com.fizzed	blaze-ssh	1.5.2		73c08a0ab07edd02e80878e54adf7775bd6d0f2f
com.fizzed	blaze-ssh	1.6.0		0895684c889cc6c42e28a1310007c9cddb41f63a
com.fizzed	blaze-ssh	1.6.1		bcb4f721fef83e80829467ae5f66d4eff349b3d5
com.fizzed	blaze-ssh	1.7.0		1ab985a50245194fc557be55174402667e8c1b6d
com.fizzed	blaze-ssh	1.8.0		8d1677116808b22368398c54d6b3462c4c805d73
com.fizzed	blaze-ssh	1.9.0		3587062d29ecea41f6a9a2d97eb2ee85de8c8eb8
com.futeh.PosNG	PosNG-progeny	1.1.0		cff29252d4cd908b30d0893ffb8d6b0e2ab1fcec
com.futeh.PosNG	PosNG-progeny	1.1.1		1edf8f6e042dc6522c316c52aca993dd46650514
com.gitee.zaiqiang231	base-plugin	1.1.5		eed2a6feb651842a4a1252816c406ac866b114a2
com.github.arturopala	validator_2.13	0.1.0		c9bf2909ea5f22b62f3eaaae0598452c1c83caec
com.github.arturopala	validator_2.13	0.10.0		9b8cc4386e69e0fb9b75a3d8b3b5190c6968c1ee
com.github.arturopala	validator_2.13	0.11.0		9bfd364ca610a9131ed4fc8131671e5866d57684
com.github.arturopala	validator_2.13	0.12.0		77d72610d6a640c01b90b73ee6011eb3f22f5d8b
com.github.arturopala	validator_2.13	0.13.0		926b27f6b3f3a97fcbeecead4c3076e07fda2300
com.github.arturopala	validator_2.13	0.14.0		4618153661ed9593b56efd86ad592bee2779c338
com.github.arturopala	validator_2.13	0.15.0		c703d6615a11686842eabd4d34afc50aa5ced6c2
com.github.arturopala	validator_2.13	0.16.0		6380306fba1337e9ea39a040e485ac5ab1030de4
com.github.arturopala	validator_2.13	0.17.0		211903985581b62c2ea8c67d19a40c6892017302
com.github.arturopala	validator_2.13	0.18.0		53e40bb839c3039b30590031594215c577c3ce54
com.github.arturopala	validator_2.13	0.19.0		ba1bc027e1019a06f3274ece9e23806ce748b7ab
com.github.arturopala	validator_2.13	0.2.0		efe915873bc1a11e8a57b64a230edbff54b63007
com.github.arturopala	validator_2.13	0.20.0		aad8f9efda1c95cb0b4f9e3434835e2f193691e0
com.github.arturopala	validator_2.13	0.21.0		5a156c9f26a2c46108974996e228eba63b8f4d70
com.github.arturopala	validator_2.13	0.22.0		e342903f8833d64765cdc0da014332cf57b12e27
com.github.arturopala	validator_2.13	0.23.0		e494240c2f368223208d952b69ce0a66225eaadf
com.github.arturopala	validator_2.13	0.3.0		fb982d5b3dfbf93d8b94aa0e6eb92298bb85562a
com.github.arturopala	validator_2.13	0.4.0		55997b9f6bc5676f34a77a99b6edb107806f9087
com.github.arturopala	validator_2.13	0.5.0		54ffdaa1a1ccb036e8763c92556c83b871280041
com.github.arturopala	validator_2.13	0.6.0		3e4b8b6437356c438ca73f3609dfd0566fa8456b
com.github.arturopala	validator_2.13	0.7.0		463a7bfb2f0b6f9782199de9a1098b372ab0319b
com.github.arturopala	validator_2.13	0.8.0		c88e2496f026914f806194b077be5832abc9662d
com.github.arturopala	validator_2.13	0.9.0		d747665c25668eb3f4f57c871c76b12b0597f201
com.github.clarkstore	os-kit-spring-boot-starter	0.8.10		1130ed487932b58f65c09ef114b53ad29a528fd7
com.github.licanhua.test	selenium-automation-framework	0.1		dec8cd584c7ed5ab2d3539e23aaca6cf575c9185
com.github.licanhua.test	selenium-automation-framework	0.1.1		63639c36e328781f39aeaf951b932aae4b6d7238
com.github.licanhua.test	selenium-automation-framework	0.1.2		6398883c9bc2e4701380b772a7211b7daed0a69e
com.github.revenuemonster	RevenueMonsterOpenAPI	1.0.0		32126bac3d12d98d13ff4f002ed2c4cca4e1d878
com.github.revenuemonster	RevenueMonsterOpenAPI	1.0.1		9af8526fdbfb6a69a5562dc35e0392e37f6ce3e0
com.github.revenuemonster	RevenueMonsterOpenAPI	1.0.2		334245e96064b2d0f9a70fa1bf3a575269f32bec
com.github.revenuemonster	RevenueMonsterOpenAPI	1.0.3		b9a4b31a655650d1bb6a8ab23cd5aef759f23657
com.github.tyagihas	spring_nats	0.2.1		81db9bc457e3475a2a1738ba5475157f9d99e717
com.google.android.horologist	horologist-media3-outputswitcher	0.4.10		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.11		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.12		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.13		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.14		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.15		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.16		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.17		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.3		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.4		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.5		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.6		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.7		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.8		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.4.9		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.0		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.1		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.10		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.11		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.12		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.13		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.14		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.15		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.16		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.17		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.18		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.19		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.2		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.20		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.21		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.22		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.23		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.24		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.25		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.26		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.27		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.28		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.3		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.4		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.5		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.6		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.7		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.8		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.5.9		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.0		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.1		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.10		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.11		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.12		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.13		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.14		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.15		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.16		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.17		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.18		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.19		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.2		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.20		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.21		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.22		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.23		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.3		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.4		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.5		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.6		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.7		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.8		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.6.9		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.0-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.1-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.10-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.11-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.12-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.2-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.3-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.4-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.5-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.6-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.7-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.8-alpha		N/A
com.google.android.horologist	horologist-media3-outputswitcher	0.7.9-alpha		N/A
com.healthy-chn.cloud	healthy-common-job	1.3.9		ecf1d43d3c6079c4018035def10aa6c8bc094fc3
com.healthy-chn.cloud	healthy-common-job	1.3.9-M4		8e13cdeee7c5fa76ed477fc5aafb449e75e07a57
com.healthy-chn.cloud	healthy-common-job	2.0.0-M1		85c29e44ab9fc5d97fd1b5ea3519aedd73608cd4
com.healthy-chn.cloud	healthy-common-job	2.0.0-M2		43309483b827a411dd289ae45e5bee165abd195e
com.huanshankeji	compose-multiplatform-material3-iossimulatorarm64	0.3.0		N/A
com.huanshankeji	compose-multiplatform-material3-iossimulatorarm64	0.3.0	metadata	1d3b67d7d6b7eec96ef4d63ecc1a2f03c2399751
com.huanshankeji	compose-multiplatform-material3-iossimulatorarm64	0.4.0		N/A
com.huanshankeji	compose-multiplatform-material3-iossimulatorarm64	0.4.0	metadata	e05c846fbab0c3b64359c8a2f5c0abe5e398db5f
com.newmediaworks	nmw-payment-taglib	1.0.0		14c5be58c5feafbc517413167e86424f71130720
com.newmediaworks	nmw-payment-taglib	1.0.1		0c81bb48cdf1e525629a078bb7425cab6f487950
com.newmediaworks	nmw-payment-taglib	2.0.0		775c497bced735b9d3738d920adafe61265a97e3
com.newmediaworks	nmw-payment-taglib	2.1.0		16f03fad70b598ad209ca6d0e163adc94384dfe3
com.newmediaworks	nmw-payment-taglib	2.1.1		ca550eae61a099847db0afef19ad00ff2312d1c7
com.newmediaworks	nmw-payment-taglib	2.1.2		24a6b0480b61b1d4dfd56e083a97a607c800bc62
com.numdata	numdata-icons	1.22		7419b7f26931c74b2873eada30378530c08e3d95
com.numdata	numdata-icons	1.7		2b001dbb388c98b5a00103dc989b71560491597c
com.numdata	numdata-icons	1.8		38b596a20b942fd7c0478e19e5bc369e1e35464a
com.olvind.tui	tui_2.13	0.0.1		c51d0b5e7faefe7d87eea7dc54ea717a25aa72e3
com.olvind.tui	tui_2.13	0.0.2		a9c154c175478c06b56f7d4038f6d18f2cd6face
com.olvind.tui	tui_2.13	0.0.3		2b593222c96294b320b9cf99f9ced4b5e87ba5a8
com.olvind.tui	tui_2.13	0.0.4		7229d478996e518a633d8f2c3d38f3aabd61824b
com.olvind.tui	tui_2.13	0.0.5		27215539d872faf8ee447bd69a99e3ef2d03b808
com.olvind.tui	tui_2.13	0.0.6		621da885532a6c1a80f45086fa947854b162066b
com.olvind.tui	tui_2.13	0.0.7		8d001f11bad6b460ff4f8a88a63ec69960d47a7c
com.rioarj.labs	cardx	0.1.0		N/A
com.softwaremill.sttp.shared	ws_2.12	0.4.1		e0796775e00620b4b560d3c327c5ae1e442ef0e1
com.softwaremill.sttp.shared	ws_2.12	0.4.2		b808198602e854e8554212a00111727333a632e0
com.softwaremill.sttp.shared	ws_2.12	1.0.0		236ca6ca33b99da8961df87245f5c27540e2fd8b
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC1		61ae17b349c9c862e440850b7828f207cc25964b
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC11		19db6e580eae33210199bd5066fd756c9490953e
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC12		b80380001c2920c76ab59a03385382578639d974
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC13		a1dc0842a1b5c3a673883ea9bb985f1585583982
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC2		b6cad5153ca1ba081a2eebb1ed0b5e718b110a4e
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC3		f484f35b75fd5d6c3c9ed051f8aed6abbaa39654
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC4		9bd81b5dcd9211cf5f884850a2bc3125ba3c9674
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC5		cfbb94cf2abeeabd64d2ee2ab8b45997ada484f3
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC6		9d1b9be66568802aeeab18e759109fcca9720805
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC7		86d78fb807118fc3dd7654cde714d33f233cb6ee
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC8		c44d090b1a9c3df7c096e31d7199c5b5c69540e1
com.softwaremill.sttp.shared	ws_2.12	1.0.0-RC9		1472295f63dc0870d33ba217761baae0dae72975
com.softwaremill.sttp.shared	ws_2.12	1.1.0		838a63fd27a8cfd3dda8ad188b208b3700b1d28d
com.softwaremill.sttp.shared	ws_2.12	1.1.1		7ffefdcba3d309c7a7c5720b5de734a17158ed2c
com.softwaremill.sttp.shared	ws_2.12	1.2.0		6469478f0ff5aa48835dbdb0a17cb5bb0e907151
com.softwaremill.sttp.shared	ws_2.12	1.2.1		41e7ae646d2e3096f81874382246b278785fa9dd
com.softwaremill.sttp.shared	ws_2.12	1.2.2		45d488166e686c9e0fb7d8a3a7eb0c88cceb5878
com.softwaremill.sttp.shared	ws_2.12	1.2.3		e2ececaf643ea8f2f1231c53f37b3e4638ac58d4
com.softwaremill.sttp.shared	ws_2.12	1.2.4		40a5dcc643c459aaad6fb10b336d5366675ce046
com.softwaremill.sttp.shared	ws_2.12	1.2.5		f3f938abb2a0acb3bca467e28b16aab077bc14ad
com.softwaremill.sttp.shared	ws_2.12	1.2.6		2b0d3888704e797ef2799eea11489847f3943843
com.softwaremill.sttp.shared	ws_2.12	1.2.7		5bd2cee2f958e74bbfdd9882568b313ff9d9af0a
com.softwaremill.sttp.shared	ws_2.12	1.3.0		94abf986eb835ba16493b53076a6713d149120e1
com.softwaremill.sttp.shared	ws_2.12	1.3.1		b9602ecbf8396f865e580ae52589681cc58c443b
com.softwaremill.sttp.shared	ws_2.12	1.3.10		608bdc5bc01e669101854b4287218ed78a04c006
com.softwaremill.sttp.shared	ws_2.12	1.3.11		29ea8a5d266f99d3b97c44fce5ecbf02bef2a4bf
com.softwaremill.sttp.shared	ws_2.12	1.3.12		a4c1b567e41e21704cc6e65aff3376612e8b4a32
com.softwaremill.sttp.shared	ws_2.12	1.3.13		a7a17c64f204d3481209e23c9518d5cfa5f7fcf5
com.softwaremill.sttp.shared	ws_2.12	1.3.14		3c3da02616dc767fbb61abe9f24a196fa93d2e10
com.softwaremill.sttp.shared	ws_2.12	1.3.15		62b02fe21866cd2973383973ce79895df21d9043
com.softwaremill.sttp.shared	ws_2.12	1.3.16		814a9922edff5b438ca579e1b294c2d34ec61fa5
com.softwaremill.sttp.shared	ws_2.12	1.3.17		e496feb00a67e5aff077859bc7a251aa7f61d5bf
com.softwaremill.sttp.shared	ws_2.12	1.3.18		efef1c8c18d321ca2c65139c43dbe235ab0ebb9f
com.softwaremill.sttp.shared	ws_2.12	1.3.19		24a70ccbed0a0f8229a5ce57d2ede02a7cbb901c
com.softwaremill.sttp.shared	ws_2.12	1.3.2		c9579063ad5a877722b631dab69beaeea7d81f11
com.softwaremill.sttp.shared	ws_2.12	1.3.20		155d1b834b1368a978712ce43248c2de65d5f4fe
com.softwaremill.sttp.shared	ws_2.12	1.3.21		1676ed155417ab54e0f432f266133c128108573e
com.softwaremill.sttp.shared	ws_2.12	1.3.22		50f943b90bc1d0061d07d20aa1b7cf025c50f072
com.softwaremill.sttp.shared	ws_2.12	1.3.3		d5fd20d57eb8e99428194dcc83dd90cc8824f529
com.softwaremill.sttp.shared	ws_2.12	1.3.4		60650da91689e95760cd837bb13732dc94fe6d18
com.softwaremill.sttp.shared	ws_2.12	1.3.5		6cc19645d83b8cf234d7933749683a6982c36d1e
com.softwaremill.sttp.shared	ws_2.12	1.3.6		8490e52d0435fb65c31677c3d164445d1928cc0d
com.softwaremill.sttp.shared	ws_2.12	1.3.7		69c117bcdfc7a1c737c14d9e24bafb5daff51e17
com.softwaremill.sttp.shared	ws_2.12	1.3.8		a208e8b50f742a06f3ef86d2e2e8338f7a01fb4c
com.softwaremill.sttp.shared	ws_2.12	1.3.9		c8711bdbd5524696b0c715823884f39804b707f5
com.softwaremill.sttp.shared	ws_2.12	1.4.0		8df02c9851f64e0f4b4fd775fcdc01818b510005
com.softwaremill.sttp.shared	ws_2.12	1.4.1		b200c72b3ce19761150b502c12bdf086bd063452
com.softwaremill.sttp.shared	ws_2.12	1.4.2		04384cf70ed7ece853015a885df235a1aed45208
com.softwaremill.sttp.shared	ws_2.12	1.5.0		eb1a89425bce051729288c75d637cba0a57e6fa9
com.squidpony	squidcore	4.0.0-beta1		1c1d5b545acb6fa842b616daa75c3d280c2d2480
com.squidpony	squidcore	4.0.0-beta2		20fad5b3c50dafcb791a46ef9f792a1da75b66d3
com.suparnatural.kotlin	rx-iosx64	1.1.0		N/A
com.suparnatural.kotlin	rx-iosx64	1.1.0	metadata	6eaafb370b24a82123c4320b1b5dbfcd5a8ac0bd
com.teambytes	log4j-cloudwatch-appender_2.10	0.0.2		4611561d253d286033f68502ff8ca9233a7a064b
com.teambytes	log4j-cloudwatch-appender_2.10	0.0.3		800ed30fb3f6c662cce5f96a5bb928629fd5094d
com.teambytes	log4j-cloudwatch-appender_2.10	0.0.4		a7ed545141821550c6ef38e3db2200cfeecbc591
com.teambytes	log4j-cloudwatch-appender_2.10	0.0.5		62166c418d08383152637d968799d4e3cad005db
com.teambytes	log4j-cloudwatch-appender_2.10	1.0.0		6635896508b3d07587a247a593b90c41679c90b1
com.twitter	scrooge-serializer_2.11	17.10.0		05f803b3c4d9544d5319f05554d2ea02fb1308bf
com.twitter	scrooge-serializer_2.11	17.11.0		1e0a1d81df8fbb0780acfe9448f081d4a8da0df5
com.twitter	scrooge-serializer_2.11	17.12.0		db5f1300b75d2320f2d49c8a65353e44daf39c32
com.twitter	scrooge-serializer_2.11	18.1.0		b26b40850dd41148081a044921e220034c661bc0
com.twitter	scrooge-serializer_2.11	18.10.0		02853844a313ddfe37464dc181cd8520b1f6ac94
com.twitter	scrooge-serializer_2.11	18.11.0		615e1a94576edc28b1a13f6c431140c051027274
com.twitter	scrooge-serializer_2.11	18.12.0		2d5debac689b7cfebff65117b47ae16f2b2db610
com.twitter	scrooge-serializer_2.11	18.2.0		e89097192c1a5e8664b150a2bfae6f0415f2ba96
com.twitter	scrooge-serializer_2.11	18.3.0		d8ef079a2045eeb92e2a8bdd78c5f575f619b2a5
com.twitter	scrooge-serializer_2.11	18.4.0		ede2f9f5817b465ebd20d1f20edeea2c5604b06d
com.twitter	scrooge-serializer_2.11	18.5.0		a1cfcb0f081180e25517f57f065dc76f725ba651
com.twitter	scrooge-serializer_2.11	18.6.0		ce9ae43a571c1129fea5f9ba1301cffb94bb8246
com.twitter	scrooge-serializer_2.11	18.7.0		c51c2f2327e490ddaf631d2d623e4e08572253ad
