asia.stampy	stampy-MINA-client-server-RI	1.0-RELEASE		c2e68dd34aac0ded34248a10571460b7c29c2a53
com.facebook.presto	presto-orc	0.93		3df9653b4f42f6d38c267e00036957fb4461ba11
com.facebook.presto	presto-orc	0.94		8f79fba44a0b0e5a3a194dc805d9bc7ecb04cf75
com.facebook.presto	presto-orc	0.95		49aa7f9ac9cc98612320b9d224b0efeef6961ee2
com.facebook.presto	presto-orc	0.96		a582599f264d27043b647a83f63da7c0934f113d
com.facebook.presto	presto-orc	0.97		0037430fa66e40a63814effbfc36c2fe5cc5ce1b
com.facebook.presto	presto-orc	0.98		cc67e01d156b40699174327bf9cd337af9ff0e6b
com.facebook.presto	presto-orc	0.99		f98d296870a9043d72d4f42ee0efaa90b85d1991
com.fizzed	blaze-ivy	0.14.0		e47671d434a623abd2cd74c3d104e67e5ddf40e9
com.fizzed	blaze-ivy	0.14.1		d5016f234cd401e075dfe1965a91f4f690811db8
com.fizzed	blaze-ivy	0.15.0		1f6fa07967f521fd0b643ff9e4ca4c46ffee50d4
com.fizzed	blaze-ivy	0.15.1		2454005e23aa250448ff0845706a0d05416d86b6
com.fizzed	blaze-ivy	0.16.0		9420bb62bed7e955f40d8c29b80cdcb89f3ca171
com.fizzed	blaze-ivy	0.17.0		01a5193e0ccacb9e43043dcac7f8dcbe80eaeff4
com.fizzed	blaze-ivy	0.18.0		3780b10661fc9b7831b30ede68e808565323cd16
com.fizzed	blaze-ivy	0.20.0		e8cbf2cde87087dbdeefa90530046ac96e79e2d4
com.fizzed	blaze-ivy	0.21.0		7eda8beacd3e125e6182a2cd291477b7cf912968
com.fizzed	blaze-ivy	1.0.0		bced767e628734aaeac642357a2713085cbe5c1b
com.fizzed	blaze-ivy	1.0.1		5acbffdbd8c019a6237605e259c3bf39f1edf7a5
com.fizzed	blaze-ivy	1.0.2		4fcbef908dc4f5fdbdfe03589ece1b0f4de0a5a8
com.fizzed	blaze-ivy	1.1.0		be9177b99e752eea421d7476f7ebc5de53267a76
com.fizzed	blaze-ivy	1.2.0		84add6a0f8027fbd8abf56fa58c92ff47c2a0bea
com.fizzed	blaze-ivy	1.2.1		e17158f2d8765ac49248df49be46e73b5a21085d
com.fizzed	blaze-ivy	1.3.0		7ca2405941fd57204fdad53f1882c507a02b69d4
com.fizzed	blaze-ivy	1.4.0		1d86e96f04e25290dd7a3f04b00c08c0d6699441
com.fizzed	blaze-ivy	1.5.0		aca761d7fbb2e5856669c9ae63911893abec0b15
com.fizzed	blaze-ivy	1.5.1		e79fb9ee1308c23c6fd7b44f186a79e5e0972919
com.fizzed	blaze-ivy	1.5.2		4ecfdb59f33740245c08189e12404ea67646b44b
com.fizzed	blaze-ivy	1.6.0		b0146d5110f996034d4bb4740c742094bff80f64
com.fizzed	blaze-ivy	1.6.1		44eb89b4a79f6d96fbbb90ba1a30c235c4eda1da
com.fizzed	blaze-ivy	1.7.0		2593e0ddf8ef64a8a139f4e05e218098e2050979
com.fizzed	blaze-ivy	1.8.0		ead1fde20d25aa35102f61ab43de23019d901ffd
com.fizzed	blaze-ivy	1.9.0		053656adbf5e52c89ccf9aceb44ff91921797d71
com.frograms	cronish_2.12	0.1.5-FROGRAMS		c3b515af69c52b1502ab60f6e0ecef359b654578
com.generallycloud	baseio-container	3.1.10.RELEASE		9c1ec679b63d707037777cb139c0287aca22fb2a
com.generallycloud	baseio-container	3.1.8-Alpha1		95f818dd023fba321b5a61ee325ea78160008ab6
com.generallycloud	baseio-container	3.1.8-Alpha2		170c7dbe3d16ceda6429d57ea1125799b66a5d38
com.generallycloud	baseio-container	3.1.8-Alpha3		ae19a4ad9eebf437830010725d4d71df9aa63c6f
com.generallycloud	baseio-container	3.1.8-RELEASE		11c4079fae40a7638f00ed0d9b185e2b920e88fe
com.generallycloud	baseio-container	3.1.9-RELEASE		93339747e5867e59663bb9c283d56a50303ecafd
com.generallycloud	baseio-container	3.2.0.RELEASE		201eb0207b0ff238fa6c2b855aafff4fba9650d1
com.generallycloud	baseio-container	3.2.1.RELEASE		b14db1c81c56df073e1c831fbffd9cea827d9dcd
com.generallycloud	baseio-container	3.2.2.RELEASE		125daa1e7c08ef55500ce7f27c734b918dae0504
com.generallycloud	baseio-container	3.2.3.RELEASE		ce0b85f50d2cd104a209fb7ed9d106a65519434f
com.generallycloud	baseio-container	3.2.4.RELEASE		6983247319351bb570a982dda1e47031ef87be4f
com.generallycloud	baseio-container	3.2.5.RELEASE		528414a15cecfb503f09d3c89075f8521f0bd343
com.generallycloud	baseio-container	3.2.6.RELEASE		2281443fc5cd0e67765565d49e75c38bab62ca49
com.github.alonsodomin.cron4s	cron4s-decline_sjs1_3	0.7.0		24a90de65ae839bf29dbe397033030035694af3f
com.github.alonsodomin.cron4s	cron4s-decline_sjs1_3	0.8.0		05c1be06a7a76d028184cbe59fd2d76d6b5bd45a
com.github.alonsodomin.cron4s	cron4s-decline_sjs1_3	0.8.1		2b987a75e4a5333a5d647d0fea75e7923257c824
com.github.alonsodomin.cron4s	cron4s-decline_sjs1_3	0.8.2		204582761388938439c21adda2a4fc83114dd227
com.github.anskarl	parsimonious-scrooge-commons_2.13	0.5.0		dc515715191a1c07f908b93954e7a1328316e5c8
com.github.anskarl	parsimonious-scrooge-commons_2.13	0.5.1		aeae3293e6a1c1f43636f35143ae61d893ad37fc
com.github.cafdataprocessing	boilerplate-api-contract	2.0.0-5		b1af6dd72c56bec3c548c34239178479b3104951
com.github.cafdataprocessing	boilerplate-api-contract	2.0.1-7		dcc2c470c89681e7cd4026de5e57ae19b113df5f
com.github.cafdataprocessing	boilerplate-api-contract	2.1.0-48		29e89d56a63e15c6bbd2ce19dac1a7fbad626fb8
com.github.cafdataprocessing	boilerplate-api-contract	2.2.0-72		7d4494152512a238fe62cc673ce250e6e84b9e72
com.github.cafdataprocessing	boilerplate-api-contract	2.3.0-92		f44cbe3a63230b4f2f47f6e46e23bddc64a4959c
com.github.catalystcode	streaming-instagram_2.11	0.0.1-alpha		2cd4538802eb0f351127b63b4c9ef79789c1b342
com.github.catalystcode	streaming-instagram_2.11	0.0.2		f27218f04ffbbbbfabf669274c4a6f3661dd4439
com.github.catalystcode	streaming-instagram_2.11	0.0.3		3f4be1247ec830d6735988d6fef70999874556d8
com.github.catalystcode	streaming-instagram_2.11	0.0.4		1bf98ef807b1ae5ed919290374d99b121a0b87f8
com.github.catalystcode	streaming-instagram_2.11	0.0.5		7983999f0a64646d00f1766dd421980dfb8a73c3
com.github.catalystcode	streaming-instagram_2.11	0.0.6		2da3b3928358a471e303822580acd18812b54a86
com.github.catalystcode	streaming-instagram_2.11	0.0.7		9f19d0154fbeeae1d298e1158a622fde857a38a8
com.github.lafa.common	core	1.0.0		8bde401afd333cca720fe5f18d910216b424af90
com.github.moxy-community	moxy	1.0.12		05912ab354c249e0ef3fce29138ab5ae28a67226
com.github.moxy-community	moxy	1.0.13		30686e21484ba9afe0851f31855c2f4e1b31cea8
com.github.moxy-community	moxy	2.1.1		13bc92e2b55876a0f81bb49c0ee47102dc4ba593
com.github.moxy-community	moxy	2.2.2		6b9efc6357b10cf6b48db997aa4f4e2456afdfad
com.github.rac021	certme-quarkus-extension	1.0		2b489901f28916a68ed76666d888499cda2f6a78
com.github.rac021	certme-quarkus-extension	1.1		7bccf15a71b110c9a97e10fb5ebdc76d0cc3f6ee
com.github.rac021	certme-quarkus-extension	1.1.1		288096d3006a7eec43665eb190cbcff261b76e6f
com.github.rac021	certme-quarkus-extension	1.1.10		1220da275536466bbf1e8bc1beed5c57cb3de21b
com.github.rac021	certme-quarkus-extension	1.1.2		7d64817c2ca367611990b0ba11ea95d08d670936
com.github.rac021	certme-quarkus-extension	1.1.3		e90e7a737824d039274e1353acbe5ed592e8d29a
com.github.rac021	certme-quarkus-extension	1.1.4		9e69a0a3cf70129e15ec4de425b249eefde239db
com.github.rac021	certme-quarkus-extension	1.1.5		9aa2e98d8346ecf16e1256f279f5dbde67e587ac
com.github.rac021	certme-quarkus-extension	1.1.6		16d3d1bcad7702ec218b714e4bb5bdb58164b860
com.github.rac021	certme-quarkus-extension	1.1.6	parent	6c82166f61fa9e43c30d308d9f9b59785e92bffb
com.github.rac021	certme-quarkus-extension	1.1.7		d80a097994e44cbd6c0f5e820e44bd6a125183f1
com.github.rac021	certme-quarkus-extension	1.1.7	parent	104cff4a3da7a01e6ab601f7a9389d8fd3a9447a
com.github.rac021	certme-quarkus-extension	1.1.8		f70a29ef562ebba9263eb1e5f0e7f6b74135e297
com.github.rac021	certme-quarkus-extension	1.1.8	parent	8f35d2b9a476dc998c431669c68079f0669cdec4
com.github.rac021	certme-quarkus-extension	1.1.9		cd8454d47c7bb7dcaeef70dfff3c9c77d971ad98
com.github.rac021	certme-quarkus-extension	1.1.9	parent	5e8d7b32bae2c6939f189e6a4177fd748f833d55
com.github.rac021	certme-quarkus-extension	1.5		0177958285da4393f2c58b3998b523841e5265a5
com.github.rac021	certme-quarkus-extension	1.6		6801297ff00116be02a85ab1cf1cc27bcb52fc96
com.github.rac021	certme-quarkus-extension	1.7		3ce89934eea6bf55074399bf1f15bf3888940609
com.github.rac021	certme-quarkus-extension	1.8		314df62f29a8b90bdf4bab10a6a5417ed4ea39bb
com.github.rac021	certme-quarkus-extension	1.8.1		0f624851248693cafe41dfabd892bd2ca73a0f30
com.github.rac021	certme-quarkus-extension	1.9		b0cdef1938d48597b30bfaf2b80783817ffd0a25
com.github.rutledgepaulv	paging-streams	0.8		849fae46e9300b6b8b03822ece4c0a84741c7410
com.github.siroshun09.configapi	configapi-test-shared-classes	5.0.0-alpha.1		a12d25eefe9d0dcfa9929801a3e39d7b4d0e6ac0
com.github.siroshun09.configapi	configapi-test-shared-classes	5.0.0-alpha.2		7b692ff4f61f8940ad6a2d5ea71df1a4455de37d
com.github.siroshun09.configapi	configapi-test-shared-classes	5.0.0-alpha.3		288174204cd09b65016a4c48c9d91eab24022041
com.github.siroshun09.configapi	configapi-test-shared-classes	5.0.0-alpha.4		26448a576c8e96206b345f8de5714f4f915d8766
com.github.siroshun09.configapi	configapi-test-shared-classes	5.0.0-alpha.5		63378f30f60d24eb23d5234dd565b53a3e5366b5
com.github.siroshun09.configapi	configapi-test-shared-classes	5.0.0-alpha.6		b13d4ed9594875a30be83a5c4245c49821368d7d
com.github.siroshun09.configapi	configapi-test-shared-classes	5.0.0-beta.1		ba25e6d7d5b3fc5c02df26e3510ea392689d40bd
com.github.siroshun09.configapi	configapi-test-shared-classes	5.0.0-beta.2		ec014d18026bc2083a8419338f0e97e8c08e7490
com.github.siroshun09.configapi	configapi-test-shared-classes	5.0.0-beta.3		8a1840cc43b69f06e3bce246e5436aea6ece92cd
com.github.sparkzxl	sparkzxl-job-executor-starter	1.0		b6815e3af80380369986a77e523335a5a49469b7
com.github.sparkzxl	sparkzxl-job-executor-starter	1.0.1.RELEASE		edd801280988837f7fcabdba47b3beaf069be805
com.github.sparkzxl	sparkzxl-job-executor-starter	1.0.2.RELEASE		72d15418abe5d00e8a0f613271728e6241cd533f
com.github.sparkzxl	sparkzxl-job-executor-starter	1.1		f4876dabfe8d33d1a95005485d21cb0a066cdcd3
com.github.sparkzxl	sparkzxl-job-executor-starter	1.2		21f15475591f21e39e0b21ca05559a2856294f26
com.github.sparkzxl	sparkzxl-job-executor-starter	1.3		0e0f5a1c0835ebea37ce74b4fdb226d2ad08ab5c
com.github.sparkzxl	sparkzxl-job-executor-starter	1.3.1		c525e08c143dabb0ff34d28ba43834ebc53482a7
com.github.sparkzxl	sparkzxl-job-executor-starter	1.3.2		c9b3a42a2031dd37e70622b793550b66fce4d504
com.github.sparkzxl	sparkzxl-job-executor-starter	1.3.3		5a85699dd6d18a5a680d03d2773b196135b3dd47
com.github.sparkzxl	sparkzxl-job-executor-starter	1.3.4		282dbf3c4aa3bd73c6d0c0afec99edaf62bcf8af
com.github.sparkzxl	sparkzxl-job-executor-starter	1.3.5		6d6042087c6cc170ac9c6a7aebd84ea6270ee85f
com.github.sparkzxl	sparkzxl-job-executor-starter	1.3.6		b1de0c18ff91c2930c74b6a2343cd8c34e22637e
com.github.sparkzxl	sparkzxl-job-executor-starter	1.3.7		0afb1486e04de60f8adad7add09a2ccb19d2c6c5
com.github.sparkzxl	sparkzxl-job-executor-starter	1.3.8		cf97c5e088c1495b3c6c046276c7cdbc4b422b67
com.github.sparkzxl	sparkzxl-job-executor-starter	1.3.9		c4ea96d6e99cfa077bf4afd97a759d3ae756a20f
com.github.sparkzxl	sparkzxl-job-executor-starter	1.4.0		f67e9d93bb38d642ea5d00a4ba15a6a890a28f48
com.github.sparkzxl	sparkzxl-job-executor-starter	1.4.1		3593bc63194de937112baa4931ef4fc2e707acb9
com.github.sparkzxl	sparkzxl-job-executor-starter	1.4.2		fdc9f7d0611e7e5a537e6d9036cbdf43bc75cde8
com.github.xphsc	easyjdbc-spring-boot-autoconfigure	1.0.0		a49a54ee6f7bbcda2f97ccbc77f15bd59d0d505e
com.github.xphsc	easyjdbc-spring-boot-autoconfigure	1.0.0-beta		23006fdd53f76c168dd69d93509cc1df116282f5
com.github.xphsc	easyjdbc-spring-boot-autoconfigure	1.0.2		187aac3081c81c115b300eb6da530829c301878a
com.github.xphsc	easyjdbc-spring-boot-autoconfigure	1.0.3		2827fbc9050d5b278216c08ac26765d50165d79f
com.github.xphsc	easyjdbc-spring-boot-autoconfigure	1.1.0		dccf3073429cc425250553069409ee6c4dd0c2de
com.github.xphsc	easyjdbc-spring-boot-autoconfigure	2.0.0		076605d47c9fd851ad24b5a03f1dd654552df9b0
com.github.xphsc	easyjdbc-spring-boot-autoconfigure	2.0.4		f9b0269a301bc9de4ca9ba2d175c7c0c2b839af3
com.github.xuwei-k	play23scalacheck110_2.11	0.1.3		82abdf653321cd1a75480391bc84bd3306aedf9b
com.github.xuwei-k	play23scalacheck110_2.11	0.1.3-RC1		ed36f190204b3062e411be7f823de4d73e689388
com.github.xuwei-k	play23scalacheck110_2.11	0.1.3-RC2		aaecae6377043cef041acf24ad0b7f308d0be10d
com.github.xuwei-k	play23scalacheck110_2.11	0.1.3-RC3		75c14a9ce5b2c48dcc051485d4d1b0e4d3305477
com.github.xuwei-k	play23scalacheck110_2.11	0.1.4		6206fab209a0513cc1852916ca9eedffee529f80
com.github.xuwei-k	play23scalacheck110_2.11	0.1.5		e8a1fc3fbd1867b4a7b9c409f3e7e112a85c26d3
com.guizmaii	zio-temporal-testkit_2.12	0.6.2		10dc43da2b086dc15092bbfa72cfc55bddb8f691
com.guizmaii	zio-temporal-testkit_2.12	0.6.3		9675e9184bfd0934a12e5394023cbc569c94a223
com.guizmaii	zio-temporal-testkit_2.12	0.6.4		1f6bad48e526fde1f3583ea9e1beb8c730e6f968
com.ibeetl	btjson	0.94		727c683a132756a60b47ae7f033e525ea3ab9afb
com.just-ai.aimybox	houndify-speechkit	0.16.0		N/A
com.just-ai.aimybox	houndify-speechkit	0.16.1		N/A
com.just-ai.aimybox	houndify-speechkit	0.16.2		N/A
com.just-ai.aimybox	houndify-speechkit	0.16.3		N/A
com.just-ai.aimybox	houndify-speechkit	0.16.4		N/A
com.just-ai.aimybox	houndify-speechkit	0.16.5		N/A
com.just-ai.aimybox	houndify-speechkit	0.16.6.2		N/A
com.just-ai.aimybox	houndify-speechkit	0.16.7		N/A
com.just-ai.aimybox	houndify-speechkit	0.16.8		N/A
com.just-ai.aimybox	houndify-speechkit	0.16.9		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.0		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.1		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.2		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.3		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.4		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.4-alpha.1		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.4-alpha.2		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.4-alpha.3		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.5		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.5-alpha.1		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.5-alpha.2		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.5.1		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.5.2		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.5.2-alpha.1		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.5.2-alpha.2		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.6		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.6-alpha.1		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.6-alpha.2		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.6.1-alpha.1		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.6.1-alpha.2		N/A
com.just-ai.aimybox	houndify-speechkit	0.17.7-alpha.1		N/A
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.3.0		5336362a8aecedec2074aebc2f809e65be05ae59
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.3.1		c0f540565a1e01ed2a8fe1c039717435da85991e
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.3.2		5df855cf58a030b0fca8da5a10ea066b389f69a6
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.3.3		078af936d2a51f5bdde9b17321c0721c0e347e74
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.4.0		9aeb39cef54b994ba02806cdb971050157bf461f
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.4.0-RC1		a6172535c3dfa0ced95356e9a131aa8842b82276
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.4.1		46d15a9b2298e535e53c8d5c0ae2d737061fdda0
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.4.2		144f92184ebaaf4dcd1d9396f357a6ac6093f876
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.5.0		00aa03d38a45fe6c68825a6341061b90f2c4fecf
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.5.1		536a1afc98f34ef0e2ebfdf34cf8e90227c9b4f7
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.5.1-p1		cc7a273c7380e567b116ce73ecd77404d8feb89c
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.5.2		692e74172d8b81078ba25a928bceb73beeceb189
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.5.3		5822946fd4978bc465eef42110faa2f6402460bd
com.navercorp.pinpoint	pinpoint-grpc-plugin	2.5.4		377d1b4dfe6d27b245c34dd6edd91a6dc5e33169
com.navercorp.pinpoint	pinpoint-grpc-plugin	3.0.0		0674cbe3edd856161aaeafb69db38913767c2f53
com.navercorp.pinpoint	pinpoint-grpc-plugin	3.0.1		87f82adf9136a5869465429e9070d884073ef4e3
com.navercorp.pinpoint	pinpoint-grpc-plugin	3.0.2		ca05deb93612874f5a5e6c81690d752b81c8dc89
com.networknt	exception-assault	2.0.23		2a1046f51ff807842a933c524ef35de5ea35a690
com.networknt	exception-assault	2.0.24		e794176f0788752c5592ebc744e170fbc1a5d596
com.networknt	exception-assault	2.0.25		3d234bfbf5723a9eb2f94e2d2dd3a74f0c78ea6a
com.networknt	exception-assault	2.0.26		7a33b3b5152cdba08251d77b1b27c43ce6c3d5f3
com.networknt	exception-assault	2.0.27		bfaa676eb526cff50cad0b1c738e8f026e34d3ab
com.networknt	exception-assault	2.0.28		b6a7abbf19998123cd67e95037ee9b860c33917d
com.networknt	exception-assault	2.0.29		41a7d30712f0f177011eaf69f5947af89c73e88c
com.networknt	exception-assault	2.0.30		636b3272e3d45fde16727d0118bfae8b9d4551f7
com.networknt	exception-assault	2.0.31		71638327559ccada5b4c13fbc5e11d8f2a229039
com.networknt	exception-assault	2.0.32		c9e734867ad64cc4fd22776ce3c9fd7b93e40dc3
com.networknt	exception-assault	2.1.0		5e128e2b8fcf8b5c3a97e5e0d56b766a43192c2c
com.networknt	exception-assault	2.1.1		23f7ffc9d028773420bce4f3fd750c5bb545715b
com.networknt	exception-assault	2.1.10		6b85483d90be1f4135a91109de0eda244272208f
com.networknt	exception-assault	2.1.11		4684896a72c124ea7b5f95c8f2c0c1380f799674
com.networknt	exception-assault	2.1.12		ec6fb3ad289b8b343ae367d2feed5e69a338df0d
com.networknt	exception-assault	2.1.15		f68b7d1a5d4d715dbc5b4ad49716ed98c769378f
com.networknt	exception-assault	2.1.16		f52516f4eef2ec6faff9166ab5fc5a70de72714f
com.networknt	exception-assault	2.1.18		46d548d5d18b9db2623a16ca2b6645a39bd8bca8
com.networknt	exception-assault	2.1.19		cace827c5a40c91ec1ad8fb88634bbb8574bdca0
com.networknt	exception-assault	2.1.2		6b9346113f5df4afb03864ff893626a5b21e0515
com.networknt	exception-assault	2.1.20		1b88f1dfb1ddc6038434dac132b640fc9f30f359
com.networknt	exception-assault	2.1.22		8d7da48328ebff9ad32649fdada37c0f589d5353
com.networknt	exception-assault	2.1.23		4f71f67afe4fab38704373760c59afaaeaa4256e
com.networknt	exception-assault	2.1.24		4a4a94f69c1bc164c6decc7cd23f640dc2df5176
com.networknt	exception-assault	2.1.25		45137c24d9fee8be286033b465eee61807fa8128
com.networknt	exception-assault	2.1.26		1c3214e3d060f98b5ec8d11aab5c4ac6e2465310
com.networknt	exception-assault	2.1.27		4eea323c7eaef123602509a9978b06911db4e2bb
com.networknt	exception-assault	2.1.28		90c284b428642c3a9c372e251a9abefac3a82457
com.networknt	exception-assault	2.1.29		8e20a164fd3f827c643c0f6d84c9d55fbddcffa7
com.networknt	exception-assault	2.1.3		cc2b8e22d6ab352937724df5cf7452e0314e9f23
com.networknt	exception-assault	2.1.30		869fe9160696c32e36ef8924d4f4efceee9ed8b1
com.networknt	exception-assault	2.1.31		14825dc8263260d0ab490b6f16af59be8c801045
com.networknt	exception-assault	2.1.32		85f200597da610dc9b3b39784801acf1d69ec03b
com.networknt	exception-assault	2.1.33		da29e44ce0b4a7d0159356006b43d4a9f37ea0a7
com.networknt	exception-assault	2.1.34		176e9326400aac8a76e323614c7ef31eee4a1159
com.networknt	exception-assault	2.1.35		29188abce73d70008fb92156d986cac58b4d2ffc
com.networknt	exception-assault	2.1.36		261eb0d15f105085577190add4e7e0b7ff378983
com.networknt	exception-assault	2.1.37		03826d6d3f3c96f0cccd21ee8f81864aebf2e8cb
com.networknt	exception-assault	2.1.38		3f3e7a923dabe0ca9c0339758892b28b7d71cba0
com.networknt	exception-assault	2.1.4		c57eafa0e2a4af739d7ed8c91f08acdd9f117c8e
com.networknt	exception-assault	2.1.5		367c6efbfb69bb4fa422e02532581c0d5198e8a2
com.networknt	exception-assault	2.1.6		c62f55428916c48a777aae58bb3bdab25da10ec8
com.networknt	exception-assault	2.1.7		5f4115c88e9364377c788283f252fb0a793e9a32
com.networknt	exception-assault	2.1.8		99dbd1309f387d2b86525355946aa8d373ca544a
com.networknt	exception-assault	2.1.9		a179c9737e847f998c0ed9e6192282c061e0fa44
com.networknt	exception-assault	2.2.0		f8181cc69545a8d4c39a4ec26a32d327eb5a9e57
com.networknt	exception-assault	2.2.1		42e944abf604e47d044e128ad404d4834f3a7e29
com.patrykmichalik.opto	compose	1.0.14		N/A
com.patrykmichalik.opto	compose	1.0.15		N/A
com.patrykmichalik.opto	compose	1.0.16		N/A
com.patrykmichalik.opto	compose	1.0.17		N/A
com.patrykmichalik.opto	compose	1.0.18		N/A
com.qsyout	validate-starter	1.0.0.RELEASE		02d3e17a52a1e5a76c7a0bd06cd347052cd3edc8
com.qsyout	validate-starter	1.0.1.RELEASE		a54603b869949ee6e1e495e336a78ca43d518803
com.steamstreet	awskt-events-jvm	2.1.1		ee6212fdc00eb12501b01c04adb38ea22800248b
com.steamstreet	awskt-events-jvm	2.1.5		e0518e0fd1b05355dac73e5b00a57eed9492c847
com.steamstreet	awskt-events-jvm	2.1.6		49643d31fcc8517dffb86ea5f617336c919add7c
com.steamstreet	awskt-events-jvm	2.1.7		49643d31fcc8517dffb86ea5f617336c919add7c
com.steamstreet	awskt-events-jvm	2.1.8		49643d31fcc8517dffb86ea5f617336c919add7c
com.wavefront	foundationdb-utils	1.0		6f332d6b6828fb0d8bc33f878f3a72ad84c8d40a
com.wavefront	foundationdb-utils	1.1		38290cc5c7e229a3a27e9b14253c31bcf1fb8146
com.wavefront	foundationdb-utils	1.2		999f5567c3d7e9f33e8e829c05d64b21115b1de6
com.wavefront	foundationdb-utils	1.3		34a77a22fc4c1e225d33a000c773be804405e7fd
com.wavefront	foundationdb-utils	1.4		47d15f45bb724179a7b3c464da83dd686b848993
com.wavefront	foundationdb-utils	1.5		8824a766427cd618cffaafc59d0405db3cdd5b76
com.wavefront	foundationdb-utils	1.6		cde84ac1190bf28baec4e4fabd6fbb76f00e54b7
com.wavefront	foundationdb-utils	1.7		99577b8f781fac1c1370e7de99397a0f151e72c2
com.yuanzhy.sqldog	sqldog-dialect	0.1		1b8f2bc0f538d140ae5a527bf7d81ee776fb5921
com.yuanzhy.sqldog	sqldog-dialect	0.1.1		04e55a73f361e7dcd4eb056b163e29add6b025c2
de.quantummaid.tutorials.basic-tutorial	step3	1.0.1		d7eef20004bcf39baed308f67d89f944c70510dc
de.quantummaid.tutorials.basic-tutorial	step3	1.0.10		2b46c5e8ab331d15083c56fbd6b7c9c82f3a6ce9
de.quantummaid.tutorials.basic-tutorial	step3	1.0.11		98f9f666fc86f61c4dd2287e8949612c1263ddc5
de.quantummaid.tutorials.basic-tutorial	step3	1.0.12		2a9a66300254e5678850ea4568127c28ba0f6e49
de.quantummaid.tutorials.basic-tutorial	step3	1.0.13		0b33b82f63a292aeb2aab8d6a2b9512370d8a992
de.quantummaid.tutorials.basic-tutorial	step3	1.0.14		e8d994f347450d39df8179ef101377ca5d62fdbe
de.quantummaid.tutorials.basic-tutorial	step3	1.0.15		c8779abfd47410b1a76435a659d483c248a0500f
de.quantummaid.tutorials.basic-tutorial	step3	1.0.16		0344b814b8b997bc3f49e1d6cbd360c7e858a499
de.quantummaid.tutorials.basic-tutorial	step3	1.0.17		3d78675f4f7e2be96adde67ea8471b4e3164e657
de.quantummaid.tutorials.basic-tutorial	step3	1.0.18		0bfc753eeaa1f9e014c2489965ed1723e6ea1ac6
de.quantummaid.tutorials.basic-tutorial	step3	1.0.19		a6004a165dd012ee9a4362f664b6dfad49f35b4e
de.quantummaid.tutorials.basic-tutorial	step3	1.0.2		95ce81e19a865e633f0af525f4b3ce09d820af18
de.quantummaid.tutorials.basic-tutorial	step3	1.0.20		8779d2d392078cdb674cc36bc6bb74d46b1e48eb
de.quantummaid.tutorials.basic-tutorial	step3	1.0.21		d403ad14e2babc99868588e2df84f0154f57804b
de.quantummaid.tutorials.basic-tutorial	step3	1.0.22		df8e7b9545f806504d87b018ffc41c9853712ca1
de.quantummaid.tutorials.basic-tutorial	step3	1.0.23		ffe5d4289081245cd95b208c7a674285065a918e
de.quantummaid.tutorials.basic-tutorial	step3	1.0.24		8cffba63d3381c5ff4cb157cad5921c37d621557
de.quantummaid.tutorials.basic-tutorial	step3	1.0.25		45182fe1800676080076952e138f878aae4ca872
de.quantummaid.tutorials.basic-tutorial	step3	1.0.26		3f465e4f704f1f7e0d573f27a66689abf2bfd3e4
de.quantummaid.tutorials.basic-tutorial	step3	1.0.27		034e34a4dad52b82f403dd48330933a4dfe98d3c
de.quantummaid.tutorials.basic-tutorial	step3	1.0.28		f9aa91750113b065bb1220e5f45bf61f3bc78b73
de.quantummaid.tutorials.basic-tutorial	step3	1.0.3		2bdf52d82df5c610d99ae42ae2388bffdd92e006
de.quantummaid.tutorials.basic-tutorial	step3	1.0.30		d88f4dcd40bf1cec34b5b0d0a0b953aeab8167c6
