cn.com.pism.pmrb	pism-robin	0.0.1		N/A
com.github.seanyinx.wing	wing-spring-tracing-servlet	1.0.2		2a86eda920977b77372254874387ab8483af0726
com.github.seanyinx.wing	wing-spring-tracing-servlet	1.0.3		10b739ec97ca26a98867d998d79a71e3e60e566a
com.github.seanyinx.wing	wing-spring-tracing-servlet	1.0.6		fb7a8e19bc8293f2dceca57869b001d2c2e57dfb
com.github.umeshsp	json-comparator	1.3		f2fde878c700894ffc21c59943281d1bec1bb8c5
com.googlecode.sli4j	sli4j-log4j	2.0		30e9fa92feb34ecbb8b0836b32999362de4aedd2
com.hi3project.vineyard	vineyard-tools	0.9.0		1a7cef99e15850934d75ad0495244393b18e0525
com.instaclustr	cassandra-ldap-parent	1.0.0		N/A
com.instaclustr	cassandra-ldap-parent	1.1.0		N/A
com.instaclustr	cassandra-ldap-parent	1.1.1		N/A
com.instaclustr	cassandra-ldap-parent	1.1.2		N/A
com.jongsoft.test	testing-utils-parent	0.0.2		N/A
com.jongsoft.test	testing-utils-parent	0.0.3		N/A
com.jongsoft.test	testing-utils-parent	0.0.5		N/A
com.jongsoft.test	testing-utils-parent	0.0.6		N/A
com.jongsoft.test	testing-utils-parent	0.1.0		N/A
com.jongsoft.test	testing-utils-parent	0.1.1		N/A
com.jongsoft.test	testing-utils-parent	0.1.2		N/A
com.jongsoft.test	testing-utils-parent	0.1.3		N/A
com.jug6ernaut	debugdrawer	0.5.1		N/A
com.jug6ernaut	debugdrawer	0.6.0		N/A
com.jug6ernaut	debugdrawer	0.6.1		N/A
com.jug6ernaut	debugdrawer	0.6.2		N/A
com.jug6ernaut	debugdrawer	0.6.3		N/A
com.kazakago.swr.compose	swr-jvm	0.7.0		351f55369329772525c6c0e40bc323a4b838b180
com.kazakago.swr.compose	swr-jvm	0.7.1		351f55369329772525c6c0e40bc323a4b838b180
com.kubuszok	dbg-schema_3	0.1.0		e996939697d2fe05f53c5d007561b72c85a5781c
com.liferay	com.liferay.analytics.web	1.0.0		a0ee10dbe07a25084c734b6e4f882204d1f7c57d
com.liferay	com.liferay.analytics.web	1.0.1		4ffc0680950f3e7961c55c44e1f2a7a2e5e71ebd
com.liferay	com.liferay.analytics.web	1.0.10		c85263f38540dd342ab852f897223ae8bd3704ac
com.liferay	com.liferay.analytics.web	1.0.11		383da2dab79c67b47118f82b737efa4af8959c5e
com.liferay	com.liferay.analytics.web	1.0.12		025ad2f44e10be069695be1fda487791a66a1fe7
com.liferay	com.liferay.analytics.web	1.0.2		57b8e2c21aec8d38ea90999341f76edd8fd100c5
com.liferay	com.liferay.analytics.web	1.0.3		deb191b6faa0059147b46fb3e6c94f1a3fbb2afe
com.liferay	com.liferay.analytics.web	1.0.4		b90bdfbfe3a27d9978b83da154fe5bc4650e3c4a
com.liferay	com.liferay.analytics.web	1.0.5		997f6f068ab80a68822075b9f1aa89c11f0ae42f
com.liferay	com.liferay.analytics.web	1.0.6		9f3e53b8bff36f9431787da6da82e8bfbb0faf60
com.liferay	com.liferay.analytics.web	1.0.7		3f3b875f267e61079a77cfcdf493fa20974e8276
com.liferay	com.liferay.analytics.web	1.0.8		fd3336bfd64f4e75a69b0e75a7ae797d9af7d936
com.liferay	com.liferay.analytics.web	1.0.9		a25fa104f8cd07291c1ca84f7760e1cc507a7a8d
com.liferay	com.liferay.analytics.web	2.0.0		f78c2a71791048ab488c181b657b90ba7bc397e2
com.liferay	com.liferay.analytics.web	2.0.1		a08d4dab9aa9218658fd4709c19d435b8836b939
com.liferay	com.liferay.analytics.web	2.0.10		4afab24a95e7f46c7d74f124ebe043931b15f00f
com.liferay	com.liferay.analytics.web	2.0.10	jspc	4d68e52b27b70469294cab6bacc3403f473dea55
com.liferay	com.liferay.analytics.web	2.0.11		d0d5aa9458b73eec42198a7a429cb9e772cc4763
com.liferay	com.liferay.analytics.web	2.0.11	jspc	5e70497246052467b107e122dcb8de135d2d57a9
com.liferay	com.liferay.analytics.web	2.0.12		25ab8b44f4a0f09d45cbd7b5a89f8a3aad8ca0ab
com.liferay	com.liferay.analytics.web	2.0.12	jspc	f053deeef0e395fc4a6bd870fea25035ef517184
com.liferay	com.liferay.analytics.web	2.0.13		de378fdb7da5e027e939e9430cf62a2efc6abb08
com.liferay	com.liferay.analytics.web	2.0.13	jspc	45bc104512b5e99e2a112ee0bda9312ea442d9a8
com.liferay	com.liferay.analytics.web	2.0.14		d57cd59b436dc1285aca20cbcdb437bbb5fe9d4a
com.liferay	com.liferay.analytics.web	2.0.14	jspc	79f68c6fc9ca6ec706ee14a88bc2739b5fa94b0e
com.liferay	com.liferay.analytics.web	2.0.15		99d8f6e57c0eb2279d8d0c597be408c29f7a18f8
com.liferay	com.liferay.analytics.web	2.0.15	jspc	a13c8ca7f409a2360bc0817a547d7cdddf52193e
com.liferay	com.liferay.analytics.web	2.0.16		66e678c5aac3f51a1628cc269b0494642002de7a
com.liferay	com.liferay.analytics.web	2.0.16	jspc	07146da7b1e1ad07e95683fac281a5b8928572b4
com.liferay	com.liferay.analytics.web	2.0.17		96aa142deb5af158de7f76f5fb2617eb4dd3ea0f
com.liferay	com.liferay.analytics.web	2.0.17	jspc	1834fa8b911dbeeb11719cbc4a9f734ba2a07c1c
com.liferay	com.liferay.analytics.web	2.0.18		d6ba05f7d160f529400c1da8f28780da483b323f
com.liferay	com.liferay.analytics.web	2.0.18	jspc	ed655a5b81665aa78f34521eebdccb41138fcb21
com.liferay	com.liferay.analytics.web	2.0.19		bb0c4dd325d04ad4ea4f9f06887e93c0fb767dee
com.liferay	com.liferay.analytics.web	2.0.19	jspc	f19555b4ba435e3cfd6094350c087f389192786c
com.liferay	com.liferay.analytics.web	2.0.2		1b41ec0e9a23339634b6093b87471b1c2f026b25
com.liferay	com.liferay.analytics.web	2.0.3		4669bf07e56fa410243b0f5e587c94c561508760
com.liferay	com.liferay.analytics.web	2.0.4		2062a42847ff7158c72a577666981f3d1191be55
com.liferay	com.liferay.analytics.web	2.0.4	jspc	23281e19ebed3888c9d482cf7150e4f5df4d843c
com.liferay	com.liferay.analytics.web	2.0.5		d767923d07bb4531941c6d1ed4aa188f93fbadcf
com.liferay	com.liferay.analytics.web	2.0.5	jspc	a54b8c9ba9a46eae0efd06ea72add8a92873da1d
com.liferay	com.liferay.analytics.web	2.0.6		ab9a1d1aa841c5d2cda38153b90d4d5153928a09
com.liferay	com.liferay.analytics.web	2.0.6	jspc	2f5398c1f1c0094a8a308120228d2bdfa168dfae
com.liferay	com.liferay.analytics.web	2.0.7		14055ba9e75535c09332eff95b3be9b0a42d7ffd
com.liferay	com.liferay.analytics.web	2.0.7	jspc	d1df21a498a43b2b0058403e1e0359d40cd8818a
com.liferay	com.liferay.analytics.web	2.0.8		46c3dcff292e095733bc32f8333d1187ab0485d2
com.liferay	com.liferay.analytics.web	2.0.8	jspc	2e4678f1986cca10eddb38bf31acb0c848df55dc
com.liferay	com.liferay.analytics.web	2.0.9		883d93d04f23a1e96169d3955d9f4590d02aeb5f
com.liferay	com.liferay.analytics.web	2.0.9	jspc	f00bef8a253c1201f0969b92b07a9062fb3daf05
com.liferay	com.liferay.analytics.web	3.0.0		598ff26c63b23cd49abb2453dab7785130488d83
com.liferay	com.liferay.analytics.web	3.0.0	jspc	e6e9412dac1b9d1a6efd1900b7bd84f12ebadd7a
com.liferay	com.liferay.analytics.web	3.0.1		47386aed27875b923b6ea3f8b7003c2d9da75807
com.liferay	com.liferay.analytics.web	3.0.1	jspc	859628a6577777891f2b0135607ed96e48c2800d
com.liferay	com.liferay.analytics.web	3.0.10		bd32b91ae7a458baada43187529f1cf0504dc3c1
com.liferay	com.liferay.analytics.web	3.0.10	jspc	dba590e985cbd9e4ebe286b8734a29b9f3770caa
com.liferay	com.liferay.analytics.web	3.0.11		831bf1381eee7b404c8863b06d08eba4fb4ed42b
com.liferay	com.liferay.analytics.web	3.0.11	jspc	c919aa5e33fbdb4de4286fceb3a6c924f99cd967
com.liferay	com.liferay.analytics.web	3.0.12		e37b35117ac3ebb5b6e67e1549f0588dd95604b6
com.liferay	com.liferay.analytics.web	3.0.12	jspc	d08459bad07f32402940c67d583747f14dba335d
com.liferay	com.liferay.analytics.web	3.0.13		a97ea6fa17d3c036c59fa3f4a30a2e8330babdc5
com.liferay	com.liferay.analytics.web	3.0.13	jspc	3fb2929af61d7caa3605332adc2362d77ff1e55e
com.liferay	com.liferay.analytics.web	3.0.14		b3e28f0da69c3d755f3d5579986b4b6aecbf8f36
com.liferay	com.liferay.analytics.web	3.0.14	jspc	5bcb22ad5eca86640a4a3b3a9d2dc99318932751
com.liferay	com.liferay.analytics.web	3.0.15		3cbb23a81ca3fb84d6e1b19c184b88a06628356f
com.liferay	com.liferay.analytics.web	3.0.15	jspc	059dafca78898eccf3bdee58004b758fac399230
com.liferay	com.liferay.analytics.web	3.0.16		fd87eb52596e2fc56925501aabf93f5397b3af4b
com.liferay	com.liferay.analytics.web	3.0.16	jspc	3094b29f5c27616bdea11e769f2a328011689cc0
com.liferay	com.liferay.analytics.web	3.0.17		2d1c55d805c300a489f97699c1aae98b75a2df24
com.liferay	com.liferay.analytics.web	3.0.17	jspc	929cbd6833f4d69da5f8c93fa1a3a817577dae97
com.liferay	com.liferay.analytics.web	3.0.18		f5732f8b0cd42de90d15f6b682a431cbdecaf519
com.liferay	com.liferay.analytics.web	3.0.18	jspc	e133dafc28ef34c070aeefe034f07e8a5cbf63ae
com.liferay	com.liferay.analytics.web	3.0.2		bf2a7970a90eefda8819a357afb27f188af0021b
com.liferay	com.liferay.analytics.web	3.0.2	jspc	a6512460f86cfdc7198ba3127756d4ddbed6f510
com.liferay	com.liferay.analytics.web	3.0.3		eaf8651b940a2b117621751f70782b58004e7ca3
com.liferay	com.liferay.analytics.web	3.0.3	jspc	dfd5c7adb98d87f4d27701d58f3524938ea8e65f
com.liferay	com.liferay.analytics.web	3.0.4		8d72a4d606694fad6402310f7c982fa761ffd4cd
com.liferay	com.liferay.analytics.web	3.0.4	jspc	dcea08cb8ca35752dd71d539e24154a04be5e79c
com.liferay	com.liferay.analytics.web	3.0.5		89ec565d046fddc8270451e758c8591af61a14c7
com.liferay	com.liferay.analytics.web	3.0.5	jspc	5dfb68cd5ee62f5bcce101a826b6d573689b5d9e
com.liferay	com.liferay.analytics.web	3.0.6		0dc63f0af952f17742f3b2f692dd8a51a0d3c413
com.liferay	com.liferay.analytics.web	3.0.6	jspc	2ec492ad2c04972357e1ab76bc2e503f6cb2543d
com.liferay	com.liferay.analytics.web	3.0.7		aba74bbb101d4841c77549b90938b01445612acd
com.liferay	com.liferay.analytics.web	3.0.7	jspc	8a3e0ca8dfbd21b358826b0a1b3ea6bde64a4c46
com.liferay	com.liferay.analytics.web	3.0.8		2e82d00998b5ffb6f6ac0ec65e6b39d81e1e24a7
com.liferay	com.liferay.analytics.web	3.0.8	jspc	8a771728404a05037b0acede734ab1451130d7ad
com.liferay	com.liferay.analytics.web	3.0.9		21b39972c8980fafea6c2cb53c0422fc222a8d63
com.liferay	com.liferay.analytics.web	3.0.9	jspc	9dfb9fa4b46f5e8d52b784cf91112e4ab2d89699
com.liferay	com.liferay.analytics.web	4.0.0		190e531bdce3ee5cb9ea6d35967a7dac37c3b310
com.liferay	com.liferay.analytics.web	4.0.0	jspc	e830123eeaa0d358f923283a384f7e8403e8c4a7
com.liferay	com.liferay.analytics.web	4.0.1		2d4a35faefe4dd2883cbc1003d17f655bb60589f
com.liferay	com.liferay.analytics.web	4.0.1	jspc	a2f5527e988bdaca7676a4efb9638a8fe23577f4
com.liferay	com.liferay.analytics.web	4.0.10		1397bdfd522e7db52293b5ec19fba5834c617805
com.liferay	com.liferay.analytics.web	4.0.10	jspc	84cc4bfd1516c60fbd9ca20ee8e742dc9b41960f
com.liferay	com.liferay.analytics.web	4.0.11		207ff1ad84fb53e4b3c8160b63795eb296fd7010
com.liferay	com.liferay.analytics.web	4.0.11	jspc	d3055feedfae1099e1549b3b8cc51a66b75b5113
com.liferay	com.liferay.analytics.web	4.0.12		317089b516139e339c13cf67a774b8c048841d58
com.liferay	com.liferay.analytics.web	4.0.12	jspc	b9b256f975d67dc1acab3f8a5ef9ef30dcfde504
com.liferay	com.liferay.analytics.web	4.0.13		f5ac746e20804336146362e65c6c5ecb4127f779
com.liferay	com.liferay.analytics.web	4.0.13	jspc	0bd630fc33a91ae89b9b6f57d57be88deeac6c94
com.liferay	com.liferay.analytics.web	4.0.14		a25c021b9bf36f4e0478885d99e81dc552765cdf
com.liferay	com.liferay.analytics.web	4.0.14	jspc	e84c2f15b4ea78d7c7b86418f86d5560ccd6265e
com.liferay	com.liferay.analytics.web	4.0.15		f7baac1cf64df750bfa048411876a78e8df6e386
com.liferay	com.liferay.analytics.web	4.0.15	jspc	1cfe70e2cb1324403ee20926623394f106f6f339
com.liferay	com.liferay.analytics.web	4.0.16		51bef3f3db93c9fb66db23f744d6fb08502d8da7
com.liferay	com.liferay.analytics.web	4.0.16	jspc	5af17dda71a390ce44da7adf91f42941ce3e531b
com.liferay	com.liferay.analytics.web	4.0.17		8825e8e09be0458e3fbb65d4aca9702fcba655ef
com.liferay	com.liferay.analytics.web	4.0.17	jspc	6a8946b0fd52d944389a739888b4a33dd06ab7b9
com.liferay	com.liferay.analytics.web	4.0.18		0a3ef5cfb7e8f4983300bc951df4e413bb7fe6b6
com.liferay	com.liferay.analytics.web	4.0.18	jspc	5dab5259e5c728dbd602c288fa845985dc2d1ffe
com.liferay	com.liferay.analytics.web	4.0.19		d913a38e28ab1ff722edfe35a3b73f91b01afab2
com.liferay	com.liferay.analytics.web	4.0.19	jspc	ad117465df5d9e20eae6aa428dc5a0fe65a3db6e
com.liferay	com.liferay.analytics.web	4.0.2		71dd2528991e100c06144910ba496f4b8835989e
com.liferay	com.liferay.analytics.web	4.0.2	jspc	bc121bcdd2e2878c2c81717bd2c1a43540381a24
com.liferay	com.liferay.analytics.web	4.0.20		2dd079f02091de993b2c70da1fc454321c9cc835
com.liferay	com.liferay.analytics.web	4.0.20	jspc	7e48f75b14f68a31e71b118a75084d8ae660d289
com.liferay	com.liferay.analytics.web	4.0.21		dff3a7ddcef69da8c81b9cbecf7486f409b9d070
com.liferay	com.liferay.analytics.web	4.0.21	jspc	41bf49f29ab7e16ab62e2cea8349d63d54840d72
com.liferay	com.liferay.analytics.web	4.0.22		7492307ace010cb52279213648d467fefbef4538
com.liferay	com.liferay.analytics.web	4.0.22	jspc	c8c0f7aa70c12aac4417a776e6a4f57d2c16a779
com.liferay	com.liferay.analytics.web	4.0.23		a6c797cf52e53eecc370f0ee3842d22fd34d0d5c
com.liferay	com.liferay.analytics.web	4.0.23	jspc	4747db57bdf4a0686a1d14c1799855c200a42a85
com.liferay	com.liferay.analytics.web	4.0.24		09aaf13970238a1cf8c36b042624249442c56f1a
com.liferay	com.liferay.analytics.web	4.0.24	jspc	52cafbad4ec272a16b5b4ac95c75ad8d7697563f
com.liferay	com.liferay.analytics.web	4.0.25		2311c57dac2ebf661a18caeded0763eb135594c9
com.liferay	com.liferay.analytics.web	4.0.25	jspc	06b3e76fdc375f83254a51cf52bbc6b8cdc060c2
com.liferay	com.liferay.analytics.web	4.0.26		c3826f029756950ed49934545aa4d638d4672e62
com.liferay	com.liferay.analytics.web	4.0.26	jspc	129fcdb15176834a86fd827654a035c72572e7cb
com.liferay	com.liferay.analytics.web	4.0.27		74b0211c96413f6bb0d375a281c4638ef6bc8c48
com.liferay	com.liferay.analytics.web	4.0.27	jspc	15675c0bc56cf752804c99b3a5edf25118dd01d1
com.liferay	com.liferay.analytics.web	4.0.28		7391c99386fabbbf0a08ca21697ec811e682b3b6
com.liferay	com.liferay.analytics.web	4.0.28	jspc	a7d8353f00657c9b8fba82a904868cca88eda2ce
com.liferay	com.liferay.analytics.web	4.0.3		9376212c9154bb292784a82f0eaa8719ad3e6add
com.liferay	com.liferay.analytics.web	4.0.3	jspc	80122d3a66bd32d48ae1d6a89b39b06594ae2fdf
com.liferay	com.liferay.analytics.web	4.0.4		f7589dab2eb7ad24fce321a528214cb48d45ccc9
com.liferay	com.liferay.analytics.web	4.0.4	jspc	a905caa4df3dd62120fb1d1fe4cf7e9b6ee60d6f
com.liferay	com.liferay.analytics.web	4.0.5		91c3a1f33b98214e58161f68718cdf6e057d8fd7
com.liferay	com.liferay.analytics.web	4.0.5	jspc	5fe90f481cae6b405b54119a0d489afd6f62d390
com.liferay	com.liferay.analytics.web	4.0.6		bb81518ec29e1e5fc699a989fcb28f7572473468
com.liferay	com.liferay.analytics.web	4.0.6	jspc	082295b297990c6baccee435e25b0458019a638c
com.liferay	com.liferay.analytics.web	4.0.7		2870d6df9bf7a0e3114b066b1340e34029bf3e7d
com.liferay	com.liferay.analytics.web	4.0.7	jspc	afe8d4a33cb0ed6d9a0a0c81fe8ac64a54109c01
com.liferay	com.liferay.analytics.web	4.0.8		7070b6889b03557ecb8a5af363997c3ea170b7d9
com.liferay	com.liferay.analytics.web	4.0.8	jspc	57b89d07eb8e9db732fbf7d7a67558f13d8bbe6f
com.liferay	com.liferay.analytics.web	4.0.9		987dd2d8a901ef9bed1c1f89bf35a84c857fa6e4
com.liferay	com.liferay.analytics.web	4.0.9	jspc	2388ae6d573e06e59fede5b14ef516ebd04af85f
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.1-6-5fce97fb		c01889338c9714ef7964755712b828cea7e8268b
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.1-7-cd989427		54baa8efe2d0357ece594cb2637cf8cceb48ed49
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.11		2d0dbb66883ae03272edbf1ad9f8cf4044e769c8
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.2		755c4c13b471e210da0de314133580bfbe2a1965
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.2-1-fcc95af4		76140f1ede66bf73c07642b393519200e4e88f66
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.2-2-23bcacbd		dd9370b733e0f32660e10e1f229b247ad56aaa5f
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.2-3-9345be7d		203b49e30a863f3e2a85be2f79d98215f4d6c4d1
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.2-7-31b8504d		8596b14e7f957948f5318ff33f9b6ae275beadb9
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.2-8-43f5564e		08b84da4c73f732d87ebaa7b9a444d9edbfcd39a
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.3		a9505acb4bc90f0c123f61d469f480732cf7df9d
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.3-1-b7b4900a		396a64ea83cb6f93fa98e4efdc9abe47335d9f1e
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.3-5-e41aa313		a901d349655c5e4d2f8905b84e35b151acce15a3
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4		f5c360e071c424f25a3bdf093d743b7c7eb5d759
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-11-4f5bf2aa		a33cccba419048266526c7ba7abd0b72d7a92db3
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-12-80e9cb33		2df6634c5b26fa48990facd5557c72cefd7a009d
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-13-1ebd00a6		462089b17e5213e29c750ea09fd54181f3b7f10a
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-14-dc4c47bc		cdefd8f4b320615b8055fdd18004133764b02928
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-15-f4a8969b		e42b7aca0e1beaa3b5a0647eca141b3d639bc828
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-16-7317286d		11b2ed6e6e1217e49e45c1079dbfff2135528c3f
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-19-cd76521f		feb94521ca0d308ad2bde50a18dcdb3b2c6944db
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-2-71d100df		0a5def25cf876ca4cd48b4182cbfd6d014831e22
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-20-4c4fabc9		2226b43616ced69735eb3fa50d38d5142aade32d
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-21-f7e4c22e		53032e319d7383ffea99a3173e716dea92c112c9
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-22-4a9e6989		0d8d56e8a04325f0efa384280a2064424ae87a25
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-26-9cd15abe		d827237bfff5108e22e583684be47d9ed15fea79
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-29-871e6900		d5d7ae8f6b75ea387d0443809cb886c1f0d647bd
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-33-0af04a5b		3d03f3025cfbae1caf6fce4565a16b9c5b912659
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-34-1c7b3c38		764bb4aabdab2e28f2186843f898fb8243e169b0
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-35-ebdeebe4		95b3c4532ad6e9c84dea9745df4e641609faf0d0
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-7-b48f40d3		828bea1e64b8103a1af3bf797401a5498d52fcdf
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.4-8-30448e49		3b65b778edb4272c8c29ff0733c27f4fba8ee2fe
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.5		0e043f72ac2b5a765e31ff4374ee288dc18d5d1a
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.5-10-82727958		af04c95a2d6940f2e9bc75b0a847f16766ce944c
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.5-11-626c15b0		d8168156a38d54be1198d1a8d6d7d673f7c9f903
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.5-12-e1748830		b635270e0794a0e04730c0da454c56a71c5cd537
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.5-15-277624cf		e867e6273c22ad4b6122fadd03c6792703467772
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.5-16-8d71f4bb		bce7e909ebb2e7b995ee122c7287d42017129e35
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.5-17-df243e14		61f4201050cb2dd485141bc0bb69cb21cc35ab6f
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.5-8-5a062268		0e5862311c19b1bf0ddf34962bc697f8dbb6432d
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.6		0e6e20d20c93ff4a59d96bcb69fdb89a4067cc2d
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.6-1-f8bff243		285291f6731372cf2bc48e2356cd44fc0e4a0926
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.6-3-279104dc		64dab8082ecf309c465afdc785e8365407e9cc0f
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.6-4-4a07420b		030922a69a5b9bda84d5a4f4c5635a2ed337d7b0
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.7-1-cf178c31		7bebeab970f015516cc463f64a81f02618c3480d
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.8		d15fea814d8a68543c7b517e09e8b4c419e2ac24
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.8-1-837c3adb		c1723866e4b2107db205c3addeaed7b7f3129cd0
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.8-2-159ff8f6		00d2ec53fa0b48935bf6b7482dfa4728b8163d68
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.9		6a8dace94b9ff2b3e5a74fcf253fda82624a4acc
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.9-1-6321610a		86704053a14c87b0520843bfd5691beff1528fb1
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	2.5.9-2-7633e640		df4802e5f9d6fb9fd838cc9d4613c3ca753b8090
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0		567ced6de7aea94f465f2e11b99c9631324a681f
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-1-beb96bfb		af507847ebec7d6881b98749ae612f8971ec0bd1
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-10-addf882b		c29230e709b588b3ca13f3873e7d664128e300bb
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-14-c12b6a59		33e70f9fcb3e0751edd4e828e63dca140e26700c
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-17-e7a04255		70c60b58ce42e90d8bcefb610b4fd934fe8dd610
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-18-2a7ed173		f069915d54534a45d0cc526b77ce4c4ddcf6bcbc
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-19-62705f47		d2818307c76496a78f6e1c5f864a1f64fd98f38b
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-2-1e6a6342		bd00e39de80ac5d4bd4f00ff56400868d8b059f1
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-23-f664d7ef		7fc5f9eb34003e22b2ad9c61a6f74269161fc898
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-24-d63f26be		67f8b0ec1f106a90d98571aeb353a15706f862f1
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-28-239e82a8		5c64716bc088761fa7ccac6e3cbf72892db72c20
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-29-9e3ddc8e		ac05d48f4cb4ff238cafb99c613d5f9e0a1ba724
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-3-c2d1e706		f16d3e6d9cd8ba5a8ce41ac284a699a8f3ea1770
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-30-1634c52a		7027ca166fcc6612f706790d13f0bf44f8c3f40d
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-31-80deef08		86ea51cbf8130adc03dfc931c54394181ecd715c
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-32-96e851cb		3f79c7d915464b25abf21e0e9ddedf64daa7bfc3
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-33-94c5ce87		4a0f93881b97ebc9009b89e9e62710c951083570
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-34-2720f120		43ebc71e16c3fe857c187587b586311744fceaa5
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-35-e445eb40		494f13891c89fb522224f42ad92c7ae2c54afbcc
com.lihaoyi	ammonite-cross-3.1.0-interp-api_2.13.7	3.0.0-M0-36-74c8477d		19cad470139fcc648242962044b5a1130972c268
