aspectwerkz	aspectwerkz-tutorial	TSS		N/A
com.restfb	restfb	1.40.1		3ee6380abf7217bdb0ce0f14ece3b5bb5cb5cfce
com.restfb	restfb	1.41.0		e3e767b53e4379e3d8c1e3d1a095147f84b8945e
com.restfb	restfb	1.42.0		a17f5432ffc3f1b8a232abc3a228420b0d4451b4
com.restfb	restfb	1.43.0		8689d1e66a4800f5945c4d4874996d22f4fe9a25
com.restfb	restfb	1.44.0		dfa15b03332b1c419890dded900e92009bbaf884
com.restfb	restfb	1.45.0		30fea436bfb227782d76421ee34aa033c16b0bf2
com.restfb	restfb	1.46.0		dba7f39223553e971a056c80405c190a841ff04f
com.restfb	restfb	1.47.0		e7573ddc8b800a17641b614eb68ff5be2549eb0f
com.restfb	restfb	1.48.0		69f0976002eba761e95c7259324e2d1c11ed52f3
com.restfb	restfb	1.49.0		3b35ef5f3ee3912b64c2d804ffcba58fbe453ba7
com.restfb	restfb	1.6.1		2b11bd4bc64f4f50701485ef6f8b1f6744ebde5c
com.restfb	restfb	1.6.10		208c3867f26faf5e90ce04242f919890363a210d
com.restfb	restfb	1.6.11		559544c95333f1e7b5ee6d2c1d8ea60fd980d9b4
com.restfb	restfb	1.6.12		e9c9e2cbe51ddd789e6adb54eafc440fd1cea54e
com.restfb	restfb	1.6.13		604c8cbab0dde82ec5ac471c4fc08ae721c99112
com.restfb	restfb	1.6.14		0047c029b3143d2c6f42cef84fe8528206828e0d
com.restfb	restfb	1.6.15		cd8f3a6215b80db52cbde11a407c8016387d73f5
com.restfb	restfb	1.6.16		bd6972e647da391301145dc2543fa7eb8e68a2ae
com.restfb	restfb	1.6.2		1e98125242ff60cea5eedb96a7a62d42466da0be
com.restfb	restfb	1.6.3		dd7b318178aa39dcbcd8a1c6cf18a4048f2345df
com.restfb	restfb	1.6.4		5b894057ff2f90aa164d22033df2f6f671219703
com.restfb	restfb	1.6.5		785fed274d1e9d9d26719cb7d98d8168e5021870
com.restfb	restfb	1.6.6		7c5edb17b5696993a922b9b464eb759d214ee03c
com.restfb	restfb	1.6.7		a022cd9c7754987dc624c738a827770e2a6f37d1
com.restfb	restfb	1.6.8		09e9988e2b1ae69931c3d4d3c2818d20afb841c9
com.restfb	restfb	1.6.9		6d0cc5f49a51094d98720bbf02fdcc3d4f4c29cc
com.restfb	restfb	1.7.0		b9d170638082f6f9e48071488ac9c415675c34d7
com.restfb	restfb	1.7.1		541c4ea8591348cc059e681648941fe68365687a
com.restfb	restfb	1.8.0		addc56cd0d2f45119b3d1390c2d214c450e95a53
com.restfb	restfb	1.9.0		274832413b21919e54c5708da502730509cfa04f
com.restfb	restfb	2.0.0		3e691d73f2c3913018cbc070d59423beaa4c9ce0
com.restfb	restfb	2.0.0-rc.1		2602d63a6b5073eba045a6548dda30a8dc78a03d
com.restfb	restfb	2.0.0-rc.2		3c8c3328466c3bc66f2b73aa4fd090daa77ac81a
com.restfb	restfb	2.0.0-rc.3		361bb5ebe0ee6d81d15bef49a07ab42c08e3cde2
com.restfb	restfb	2.0.0-rc.4		437b044bf60adce23bd2770bc275f5b3684ba839
com.restfb	restfb	2.1.0		936e72a02b1a13c84d6b542301eb3115e9c885e9
com.restfb	restfb	2.1.1		bdd4a0e1aeba03aee7e0fa91f3f538807b692778
com.restfb	restfb	2.10.0		74a1bf1a91b0b4ce90449ca8696c04e068ca51b1
com.restfb	restfb	2.11.0		3aeccf0fee44d58aa069af0df238fd24a63b53df
com.restfb	restfb	2.12.0		edb10a825a72d2865c253ec8fc7588ec213af955
com.restfb	restfb	2.13.0		f25de17ced45267558f7cb27603902d9dcea544a
com.restfb	restfb	2.14.0		5a2730c037a41b56c549764d09931160e37a729f
com.restfb	restfb	2.15.0		1da28d1ae9d7939e3794d25df7b8395475b47c2a
com.restfb	restfb	2.16.0		be1d1ddab9d649db08649f486f3c61caf441a0b2
com.restfb	restfb	2.17.0		13a50fab9ee57b3989b8eb9738720448ce05a035
com.restfb	restfb	2.18.0		10bbc51316e68d8feee3b631cd8f17cc03f62d22
com.restfb	restfb	2.18.1		b272b0b23d81a88acb67551f21c99b17353c7cf4
com.restfb	restfb	2.19.0		9a4550a8e48c34149a5d8f17b8a57c384e760e26
com.restfb	restfb	2.2.0		cbe51942d04e0bb4cd5543b46661ffc7a687958f
com.restfb	restfb	2.20.0		e1b940b49213681154277ed4e7bfc8649a48228a
com.restfb	restfb	2.21.0		3fbb3cc92519c009378ab37207720809e66d4b05
com.restfb	restfb	2.22.0		2c78c26a9d19304dd60c3b71332101fea494b8d4
com.restfb	restfb	2.23.0		0f428476c6ea4daa1b071d3e25b552830a0abeef
com.restfb	restfb	2.23.1		d03caee13607e7bc255d35863413ef2b2f0e29f8
com.restfb	restfb	2.24.0		92fb7444101655913a474a1045016c64ddddbc11
com.restfb	restfb	2.24.1		886fa15520bdfb1d2d553daaf36ac804296756f1
com.restfb	restfb	2.25.0		246199ebfb9edc33f47b6e7320af458c24f4f998
com.restfb	restfb	2.26.0		cec76c855edb53044f2bc8733c92b70c9c39840d
com.restfb	restfb	2.27.0		bcadf7453074e6bbce16efbedb47c5c4ed7335c3
com.restfb	restfb	2.27.1		564a8f6890b7f414a3c9e5f8cdbfca88e5c3fba2
com.restfb	restfb	2.3.0		68017d54f0088d6afa40bd301a36d7fee73dc235
com.restfb	restfb	2.4.0		aad585314fc605e0a1fead85e4b0ac24757a13e9
com.restfb	restfb	2.5.0		78b73070c0f524f314ecccb77b49b3d04afebc8d
com.restfb	restfb	2.6.0		52151931eaab778f5d3b7108afcf5260883b2c25
com.restfb	restfb	2.7.0		ab7e0a82e86ee3ba8cbf4228fddd253b9f1ca240
com.restfb	restfb	2.8.0		67f53d9d976615050fd46ec61e0f9f6e8d968fa8
com.restfb	restfb	2.9.0		65ac330aac4106009f10e92ae8efaeffea4ea132
com.restfb	restfb	2022.1.0		804984dee44c7118ed82f8d7efa41f3a2c834af5
com.restfb	restfb	2022.10.0		d8748ee658145140ec2a68a28846c80db606a7c9
com.restfb	restfb	2022.11.0		0b180bdf8ea0562ef6c44088bea84b15011b0606
com.restfb	restfb	2022.2.0		283b62755c78af90a11b59e1f26017b2ec6ff32d
com.restfb	restfb	2022.3.0		bf4a7dfeaa91fecbabb6373404be26a77bf81b7c
com.restfb	restfb	2022.3.1		80c44b86d2ef0bf239bb31572f1dcacc45226473
com.restfb	restfb	2022.4.0		cbe07c054f5c30bed7a3d5987d73efb7d5186ca9
com.restfb	restfb	2022.5.0		fb07e5b8feaf8f3365af7da1e8588a5fbeb2d6ae
com.restfb	restfb	2022.6.0		f590fe35dddfe0bc52349b33e50a6341fd549838
com.restfb	restfb	2022.7.0		43758dc6fe2e077688339f55b56904d11fd16fc4
com.restfb	restfb	2022.8.0		2624c6dbf1fdb136c5507efd5ccb1cc074b600e1
com.restfb	restfb	2022.9.0		105d0df688e547597f2c7d42f6747ba22a6d7d0b
com.restfb	restfb	2023.1.0		38aea669f15e82cdd4cd9d78dddce6d3fb8493b0
com.restfb	restfb	2023.10.0		5908f5788bccc2e76d4a1792235582070f64530e
com.restfb	restfb	2023.11.0		b94baab35eabe9bebb93cf86561497b1073acdbc
com.restfb	restfb	2023.12.0		175a8b663846553573d971884dc43976ffba82a5
com.restfb	restfb	2023.13.0		8d7b4072ae397b6476f0137cbf759b6a011e8978
com.restfb	restfb	2023.14.0		2028914cfe7b71afe54ed4c38563c79483f4f0b0
com.restfb	restfb	2023.15.0		cd2d13b3f8f9a0dfd2bb5987cf6c4e972d42ca87
com.restfb	restfb	2023.16.0		2f6493da2eb15571684eaf946f46994928ad6d13
com.restfb	restfb	2023.17.0		d310c169358fd9da096d07b4c1e742fa7d70164f
com.restfb	restfb	2023.2.0		80fff30202dcdcf623bca0287f69a76900f27133
com.restfb	restfb	2023.3.0		bb93f89681f41796e0a70a9a6b8dcc9e34be2664
com.restfb	restfb	2023.4.0		ea57dceae447fdc92fc93c6c9747a57dd8b6b874
com.restfb	restfb	2023.5.0		7dda4cec28e6565ca0c50181fc1ebe606f02f3c0
com.restfb	restfb	2023.6.0		57f45362bae79d47d7f9acb37e03195b798780f2
com.restfb	restfb	2023.7.0		674d7af2cbc7dffc6ad9c2d000354c96705bdd75
com.restfb	restfb	2023.7.1		7a7f72cfb53a19e4d60ace2c72d4721f700a4d32
com.restfb	restfb	2023.8.0		5d3a76738562eaa73ef0961df96d6d54ebbc2ac4
com.restfb	restfb	2023.9.0		a8fc9b8106f06d523fb4ff2197138ee411bb069a
com.restfb	restfb	2024.1.0		871070f477b346f1f224f2d7c72e97840cff304b
com.restfb	restfb	2024.10.0		4ea9a6729f474455c0821732ae323758139acb17
com.restfb	restfb	2024.11.0		688843758f6b24547e5126510afc937ef2cd6b9c
com.restfb	restfb	2024.12.0		a51d7a51aab5d65c4df8a010e7b4983f4a46fc16
com.restfb	restfb	2024.13.0		c507ef35a769d4eb980deb2c0f7dd9a5f234391f
com.restfb	restfb	2024.14.0		10bfb343dea42cc67724ef2f2b7c376c9b339278
com.restfb	restfb	2024.15.0		26ecf19420ecdb01b1a84bbcf96e42540e972a81
com.restfb	restfb	2024.16.0		3a224646f7d7b72f6a93b75393f674732c34156d
com.restfb	restfb	2024.2.0		973103fc2161616dd4f1bdebed4988bad015b5ac
com.restfb	restfb	2024.3.0		fe9f66ad48b74c1f8d298b835fe2cdc073a69a57
com.restfb	restfb	2024.4.0		345e031fdd222c82b0f3ac026be1dd2b3f29ea9f
com.restfb	restfb	2024.5.0		92455a04fb96ae34da0365ec76b757b41064afe2
com.restfb	restfb	2024.6.0		a95e7ed3b897a1f29d7994c352efae5b26fbc8c8
com.restfb	restfb	2024.7.0		695e64ac49f052a74ce695a46ef02e184c945670
com.restfb	restfb	2024.8.0		93154a8677968aeff8ba71e12c39e0becfe00a4e
com.restfb	restfb	2024.9.0		2fea97487a1ebe9177e861e80d7e59ed6ab25f93
com.restfb	restfb	2025.1.0		8677892e1c51bb9f3b076d72900a64f1296f4860
com.restfb	restfb	2025.2.0		4423e52673421c7bbbaa73087663e289e6f5af93
com.restfb	restfb	2025.3.0		9af82aff0f94ea62f89caf9168f1c569c4d4953c
com.restfb	restfb	2025.4.0		111cb564132e2bfef8380572cc6654218fce9dfd
com.restfb	restfb	2025.4.1		1dd08d2bdafa5bb9f933f04d9625a8241afe01c6
com.restfb	restfb	2025.5.0		e51e175d886411709e49f0a1af9cc0d37497d8d5
com.restfb	restfb	2025.5.1		2c72253d1ac1d2bfb7e92a86812dc7f674539462
com.restfb	restfb	2025.6.0		e79c9917e8a2ec87fe238d8235027b28ffbb13e7
com.restfb	restfb	2025.7.0		92e680332dcc4aea42e47235929c80d647f1b310
com.restfb	restfb	2025.8.0		cc84489cd2ba125afec334e4887c093e646f51ee
com.restfb	restfb	2025.9.0		43f602a044e616d998531a7ae41c1cccb9a9423b
com.restfb	restfb	3.0.0		7f1d3fbd0d56d4580cdecd673cb0382a4b164761
com.restfb	restfb	3.0.0-RC.2		0a5b2d5d164d896c6d03dd73fd1718da86bfe11f
com.restfb	restfb	3.0.0-rc.1		6ddd0660204549380dad2f100b478bdfed70eb07
com.restfb	restfb	3.0.0-rc.3		fd11a1a36db4daef527725c11c1dfcd0a35f22ab
com.restfb	restfb	3.1.0		62603ebdbab66a34feebb49ce96aa54556dbbc3b
com.restfb	restfb	3.10.0		25724cbf3fde04f8f095b3eb23c0f6dc75d7c6e0
com.restfb	restfb	3.11.0		92aa51775111ed007e83c876980b7ba5b066ea74
com.restfb	restfb	3.12.0		182a0ff57309ab8aa47671cd74f277a2593ba8e1
com.restfb	restfb	3.13.0		37afb1dd7aa834aaa9510305e1fdb84de736ec2a
com.restfb	restfb	3.14.0		bee8bebfd18c84e510aca47c6ea7ad5dcdbdd910
com.restfb	restfb	3.15.0		e1a6994453658ea38aff9c633dbda6c76d0b45db
com.restfb	restfb	3.16.0		0307e38e17171052a46c02effb7cc2cefb07c362
com.restfb	restfb	3.17.0		239698ae6b8b2cb3a6af3f2534659aec9c51707e
com.restfb	restfb	3.18.0		fbd2fec88980c740749bb34e6d9cfaa041b11073
com.restfb	restfb	3.19.0		7a8301bdb37fbd6809d8ddcfaa78bf8a93be620c
com.restfb	restfb	3.2.0		bc384e826ef9f49353f868b6c6363571c334dabf
com.restfb	restfb	3.20.0		698baf83bf671db33e80779820b3eb006ac61f5e
com.restfb	restfb	3.21.0		2b33beba44003ce512543c0d69363e1f4e6ffb4c
com.restfb	restfb	3.22.0		40173199c6d7259e980a4c17e72c5d60fff5ec37
com.restfb	restfb	3.23.0		d2b41bed25f35b335521b8f6c9a84af50166240a
com.restfb	restfb	3.24.0		7fb93352f2bf749488e11dddf553bdb23b881576
com.restfb	restfb	3.3.0		76b097ae65b7fc3c55e31d0da94b64dd988faa6d
com.restfb	restfb	3.4.0		c649156e150b4fe05cb5ed960a129546903a4b0c
com.restfb	restfb	3.5.0		6aab56955cd5e670598007c8ee03dbad609f7d44
com.restfb	restfb	3.6.0		574bdc8258d05705f36260a5bc488c66babe2460
com.restfb	restfb	3.6.1		1cd7fc4e1fb8cfea7a19b3c7dd948c18efe824d4
com.restfb	restfb	3.7.0		1497316c01796a013c46181a2e585b4981238bf6
com.restfb	restfb	3.8.0		c688243a7ecd2013b8149704208b8bfd4c924795
com.restfb	restfb	3.9.0		0236e1d96d021c757bc96e3115b4d0989b5af94e
com.rickbusarow.modulecheck	modulecheck-utils-coroutines	0.12.3		597070b54a1cf519b4f3c00008574f080be2ed5e
com.rickbusarow.modulecheck	modulecheck-utils-coroutines	0.12.4		e8d1138da10871bd5a04fafb9538948b624710ce
com.rickbusarow.modulecheck	modulecheck-utils-coroutines	0.12.5		9420d2c739c0b1e9ec580399a6f7e1e59e913c8c
com.skocken	efficientadapter	2.0		N/A
com.skocken	efficientadapter	2.0.1		N/A
com.skocken	efficientadapter	2.0.2		N/A
com.skocken	efficientadapter	2.0.3		N/A
com.skocken	efficientadapter	2.4.0		N/A
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-github-adapter	2.0.0		20619563d115c8b5c245951616019f7753eea8d2
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-github-adapter	2.0.1		03c7f5229eab65d58409140ae9f466ec9bc33426
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-github-adapter	2.1.0		f7c9ce30bf6f1624eb17b24b8c803906fffe3ca1
com.soywiz	kds-root	0.1.0		0c0a8644f87901efb01c2b6377523726a9252906
com.soywiz	kds-root	0.3.0		2877a8b06088f60b51b1eeb3a06d487747d5d2fc
com.soywiz	kds-root	0.3.1		abe1b2d24ef98c3d3c0aa4a8ff128d36a6491c95
com.soywiz	kds-root	0.4.0		889c44d685ee0b983e4e6e1b718db5cdae786027
com.soywiz	kds-root	0.4.1		e24b59cee5071d4a84ef6f26b167ab04258b5c26
com.soywiz	kds-root	0.4.2		ee486e80c43fe359c4ac68e16039d4d7e126d420
com.soywiz	kds-root	0.5.0		e5a37a8f7508831db7f9336813528142020350cf
com.soywiz	kds-root	0.6.0		3993c8c891b4cd202ce10461f7328e28f22a98a3
com.sumamexico	vdid_face	0.0.1		N/A
com.twitter	util-codec_3	21.10.0		44d95349ad67e8d45c84a9cf2d37c5136ac4cfab
com.twitter	util-codec_3	21.11.0		2196bc51e670957d237fa251568dd41156027080
com.twitter	util-codec_3	21.12.0		f2239fbcf07bc61b82264b8b0e068c67b9610335
com.twitter	util-codec_3	21.8.0		66663562ab987955301dc20fedc64d221b54b6c4
com.twitter	util-codec_3	21.9.0		df895f9c73a626b4883d24d870d84155f350c219
com.twitter	util-codec_3	22.1.0		16d0884ecb1fa7318ba88da66f52eb38fb763286
com.twitter	util-codec_3	22.12.0		80d10444c2dda307f40241473cdf7ce629f57357
com.twitter	util-codec_3	22.2.0		7e71da49de123cdb5695e04bc4437f83c8b55c87
com.twitter	util-codec_3	22.3.0		d5d72bf140ab9a40590e8c213ce271ba6c019de1
com.twitter	util-codec_3	22.4.0		9b9dba3ff125e7d9fd1a257c58a76f8a24994850
com.twitter	util-codec_3	22.7.0		1f9ad0a73c613b626c612bb551dcca35d32772cb
com.twitter	util-codec_3	23.11.0		7f200e597880b2f2847736281d30757a2f34f011
com.twitter	util-codec_3	24.2.0		5526476dee8697d5cc22902ca5890bf709dfcbe1
com.typesafe.play	twirl-api_sjs0.6_2.13.0-M4	1.4.0-RC1		63fef165faf68a80f088a3ecc861a2c37b3446b3
com.typesafe.play	twirl-api_sjs0.6_2.13.0-M4	1.4.0-RC1	playdoc	73491a49c9b79404dc253e490e50818a7e9cc406
com.whosly.disclosure	disclosure-early	0.0.2		N/A
com.whosly.disclosure	disclosure-early	0.0.3		N/A
com.whosly.disclosure	disclosure-early	0.0.4		N/A
com.xemantic.ai	xemantic-ai-money-macosarm64	0.1		N/A
com.xemantic.ai	xemantic-ai-money-macosarm64	0.1	metadata	df17f27aac08cb12a36828c199d36d7e515f3b8d
com.xemantic.ai	xemantic-ai-money-macosarm64	0.2		N/A
com.xemantic.ai	xemantic-ai-money-macosarm64	0.2	metadata	85a849afa17ea6fb2c573184ba188076b5ce0cff
com.yahoo.elide	elide-dbmanager-hibernate5	1.0.0.1		990e28837cb030ed4654a717b8119ab67f1c2fdb
com.yahoo.elide	elide-dbmanager-hibernate5	1.0.0.3		017d8274d94a2214f892340065d71e47ecf5cab3
com.yahoo.elide	elide-dbmanager-hibernate5	1.0.0.4		d1f7354d33cdca03b003f4a5bb87d9265e779583
com.yahoo.elide	elide-dbmanager-hibernate5	1.0.0.5		f2c618a3a35591aca5849716c5f89a4fde43ff9c
community.flock.wirespec.converter	openapi-linuxx64	0.10.0		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.1		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.10		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.11		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.12		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.13		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.14		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.15		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.17		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.20		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.21		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.22		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.24		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.25		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.3		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.4		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.5		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.7		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.8		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.10.9		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.11.0		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.11.2		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.11.5		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.11.8		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.11.9		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.12.0		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.12.1		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.12.4		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.12.5		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.12.7		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.12.9		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.13.0		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.13.1		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.14.10		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.14.3		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.8.45		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.8.46		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.8.51		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.8.56		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.1		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.10		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.15		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.18		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.19		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.2		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.20		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.21		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.23		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.28		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.3		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.5		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.6		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.8		N/A
community.flock.wirespec.converter	openapi-linuxx64	0.9.9		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.2.0		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.3.0		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.4.0		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.4.1		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.4.10		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.4.2		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.4.3		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.4.4		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.4.5		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.4.6		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.4.7		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.4.8		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.4.9		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.5.1		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.6.0		N/A
de.escalon.jaxb2	jaxb2-tolerant-reader-parent	0.6.1		N/A
dev.icerock.moko	widgets-image-network-iosx64	0.1.0		N/A
dev.icerock.moko	widgets-image-network-iosx64	0.1.0	metadata	e7ec7e92d7e352719b28b3fefe0ac6ec9475d941
dev.icerock.moko	widgets-image-network-iosx64	0.2.0		N/A
dev.icerock.moko	widgets-image-network-iosx64	0.2.0	metadata	88727b21cd2f8da4cfe12b507c3fbacb68b1c958
dev.icerock.moko	widgets-image-network-iosx64	0.2.1		N/A
dev.icerock.moko	widgets-image-network-iosx64	0.2.1	metadata	2909419c483cef9aa8c2dc8a765715312c466473
dev.icerock.moko	widgets-image-network-iosx64	0.2.2		N/A
dev.icerock.moko	widgets-image-network-iosx64	0.2.2	metadata	ccc147783f94a253537f27c08f66e8077d4eea64
dev.icerock.moko	widgets-image-network-iosx64	0.2.3		N/A
dev.icerock.moko	widgets-image-network-iosx64	0.2.3	metadata	02e59e846209e5ec8800826232e86f10a0b00ac5
dev.icerock.moko	widgets-image-network-iosx64	0.2.4		N/A
dev.icerock.moko	widgets-image-network-iosx64	0.2.4	metadata	38d17be016716c06e0ad199933168ecf69ae20aa
dev.linwood	region	3.0.0		8ed2888a9bf0e32f22bfaa3ff149d046e30e8fd6
dev.linwood	region	3.1.0		9d3b86afccbf1c0d830b14c4f62c5953c0ff54ff
dev.linwood	region	3.1.1		359355995c53832934309de2b33abc7c63adc90f
dev.linwood	region	3.1.2		f27acb097205adcee87be80595be7073a74da387
fr.haan.resultat	resultat-androidnativex64	1.0.0		N/A
fr.haan.resultat	resultat-androidnativex64	1.0.0-rc1		N/A
io.catbird	catbird-util_2.12	0.10.0		562e1a2bbd0102cd9ff66d0149e1dc559255cd80
io.catbird	catbird-util_2.12	0.11.0		2014813c7a4fa613cd4eb4683c7e088196dbbbde
io.catbird	catbird-util_2.12	0.12.0		96fd854a2b7b941036f32b0893e7e100028df271
io.catbird	catbird-util_2.12	0.13.0		cc7a69a5a7190007a98e9b0791e65a2689142781
io.catbird	catbird-util_2.12	0.14.0		8f3ed969dd8a597e1521030bef1c5095786d4589
io.catbird	catbird-util_2.12	0.15.0		dec1910870358685e877b2421ea3a8f19e09ebeb
io.catbird	catbird-util_2.12	0.16.0		5ba2c8b08d63a46296a683d7956608bc7f979f41
io.catbird	catbird-util_2.12	0.17.0		c691a6b1ff9a8c03b4134565315781f5afb3c9c9
io.catbird	catbird-util_2.12	0.18.0		d0318bbdb963a4d785f02aea8efce4636cb0a4ae
io.catbird	catbird-util_2.12	0.19.0		278f9ead95e3bb5098c9592f4e339388ad587a69
io.catbird	catbird-util_2.12	0.20.0		41c557ed81b8822776afe7f3cf53875b20400f87
io.catbird	catbird-util_2.12	0.21.0		dfb02ed0af1700bb0e467153d7aa9076011acdbe
io.catbird	catbird-util_2.12	0.22.0		906a00065055479259abd9cebea098a3bbba39c1
io.catbird	catbird-util_2.12	0.9.0		6ff783540ec05c4a0ae649adb577bdfd2d5b9c1d
io.catbird	catbird-util_2.12	17.12.0		abd531d056528a5891545680f57a926cd464ef34
io.catbird	catbird-util_2.12	18.1.0		da5a01515cc203c79ed79ffd1d8268d669d5f5c8
io.catbird	catbird-util_2.12	18.10.0		18fb6caff3f6e2902c84191d8cf645fe881ada03
io.catbird	catbird-util_2.12	18.11.0		ea27017e8b142b36f875ece84fcd57ef0cf254fe
io.catbird	catbird-util_2.12	18.12.0		2dde7b8574d250e466409a9cf45a1bd1d8e6f078
io.catbird	catbird-util_2.12	18.2.0		c4021dee40bfd35b9480104e6d07d9c9aac4ee95
io.catbird	catbird-util_2.12	18.3.0		07abbb1fca05c8670c2cce74659caf6ade5f1f39
io.catbird	catbird-util_2.12	18.4.0		60ae981d4046576a42ac292ce1efbbe32ffb9179
io.catbird	catbird-util_2.12	18.5.0		7ccf126bca1244caa243bab073f09cd2ff61f04e
io.catbird	catbird-util_2.12	18.6.0		5a4b5e113ccd4d0afcc48c0fafab88339abb516b
io.catbird	catbird-util_2.12	18.7.0		cc6641590c80d6b3a5ac4ef821422e484de072af
io.catbird	catbird-util_2.12	18.8.0		06cefaa4f23360ade9dfb934c0d7cbb02332ea88
io.catbird	catbird-util_2.12	18.9.0		068658e3366529d4fa60d29e937bb1ae208e8c21
io.catbird	catbird-util_2.12	18.9.1		af3ec4740788d51283d1e6a3b928f71f05606bcf
io.catbird	catbird-util_2.12	19.1.0		7aee37f57e81f0609d22f594aede0c3af3905753
io.catbird	catbird-util_2.12	19.10.0		e7226dd52e639431fdc3509940000fb606d52a85
io.catbird	catbird-util_2.12	19.11.0		57567fa1389ee63710c5c0ca8fe0a1f707e719f3
io.catbird	catbird-util_2.12	19.12.0		0a49f5e03bc09a8792cd815f6117c16394fa092b
io.catbird	catbird-util_2.12	19.2.0		07de54a3d82836dbf84d63cee27ba55688f4eaac
io.catbird	catbird-util_2.12	19.3.0		87a3ccd910b54277ef2fa1771bdc7d7237665d1d
io.catbird	catbird-util_2.12	19.4.0		764ad6d0b866995ad706e762bf923eba4cfc64eb
io.catbird	catbird-util_2.12	19.5.0		fbbe9b9fa89e3576e79f66f159b94e545bef3bf6
io.catbird	catbird-util_2.12	19.5.1		96784ca4704c2c67905739101379e95ae2f81b15
io.catbird	catbird-util_2.12	19.6.0		e1c08f3dde8e15378edf6740daaa6d8597610baf
io.catbird	catbird-util_2.12	19.8.0		eb94760d92e108383738256583cf775b6294bf57
