ch.epfl.lamp	scala-records_sjs0.6_2.11	0.4		08c81edcbb69469a304c13b01808b7dfd2c350d9
com.myodov.unicherrygarden	cherryplanter_2.13	0.9.6		c921784a33f8a541b0f515d034eb5365184d76c5
com.nbsaas.boot	sample-apis	1.0.1-2024		N/A
com.nbsaas.boot	sample-apis	1.0.9-2023		N/A
com.nflabs.zeppelin	zeppelin-api-ui	0.3.3		N/A
com.qinpiyi.common	common-spring-boot-starter	0.0.1		16b0f8e1dd60c98150184f4337711a5896cb266d
com.qinpiyi.common	common-spring-boot-starter	0.0.2		5224af9a04656e0f4841077ec25c4308d696a12a
com.qinpiyi.common	common-spring-boot-starter	0.0.3		7fdd75c3cf185d887520867c9c7f658b8ee1aa07
com.qinpiyi.common	common-spring-boot-starter	0.0.4		5ce360a423378cd81bbf26a233ba15602e24176f
com.revelytix	sherpa-protocol	0.1.0		8865f446c10ede5e83c3f64a1acf1b50c528a37c
com.revelytix	sherpa-protocol	0.1.1		04781de78f2e1d5895e1cba2e7f5f2403c09de59
com.revelytix	sherpa-protocol	0.1.2		d467e3a7942fc5a3aafbeb57623d139158032b1e
com.revelytix	sherpa-protocol	0.1.4		7b6283e45660f700ec224bab55a246c2836167e7
com.revelytix	sherpa-protocol	0.1.5		89bc869d3614b6e8ef630a987d73dd10dcbbb364
com.revelytix	sherpa-protocol	0.1.6		7c403cc42ef195a143073433884ffef83751c606
com.revelytix	sherpa-protocol	0.1.7		04f4b96a88ed3b454cda7308954a0784f3963cd8
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0	metadata	8e68c46cc970c45b698022c1fd7562776cf1d22e
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-alpha-3		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-alpha-3	metadata	e9fe47e3e0a8d03e0984aec4d4c8248f92da9802
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-alpha-4		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-alpha-4	metadata	a80ae52eaaf142b684d9f8c2e4e489561f35e7dd
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-alpha-6		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-alpha-6	metadata	083653cc283eb7932fa527e35c0ba4183bfa0ce5
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-beta		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-beta	metadata	109f463254ca60f52825f2e123038e34fc71aa91
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-beta2		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-beta2	metadata	6616efefde887c8b1d657c4b1f1d477fec526e83
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-beta3		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-beta3	metadata	cad1693936114fb4e76910f8e6a95560c1973020
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc	metadata	66f8e17b01a2938508e4ab4609319d84fb76b770
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc2		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc2	metadata	f29016738d8d069462072935a04efe7d60dcf8bc
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc3		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc3	metadata	9c3f9b63b9739afee8a99ee65bd63cfbb803f029
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc4		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc4	metadata	66a8962592800ef1cff80b08f9621ab1cec18299
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc5		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc5	metadata	524114a4fd504590889c504e94d0ce6e8fa21d54
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc6		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.0-rc6	metadata	933c1881e2719a613149f6e4793c96a2360d1ec6
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.1		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.1	metadata	45ab2bd328eea42bf9b4342c6a3125dd6e07d4d1
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.10		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.10	metadata	3d46f1796ab3c9abaee50cad18d84f9c8c7a50a7
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.2		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.2	metadata	621dfe20818aa679802161341f650409b11a5239
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.3		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.3	metadata	bfc6f08fa4cd0265a4a4fcd9fff823befe71e315
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.4-dev-1.9.20-2914		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.4-dev-1.9.20-2914	metadata	c26075762679cd4bfbdb23d65d414b69823db3fa
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.5		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.5	metadata	2e1d658dad96ea636a97e874a5049eb05831e954
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.6		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.6	metadata	bb036db74626e736bf1078d04def922d3e757e8c
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.7		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.7	metadata	323429f5035acdf9ff8aa01d72352d3bc3424f33
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.8		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.8	metadata	f97dc99c5a786199d0cee0844cb84ee3ebeb9677
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.9		N/A
com.soywiz.korlibs.kmem	kmem-tvossimulatorarm64	4.0.9	metadata	cc9113541106d8c10526ebe516cfcb3f1b3f94e2
com.squareup.burst	burst-android	1.0.0		6084abfcd562c9e02072da0710dc40e68178c593
com.squareup.burst	burst-android	1.0.1		d38176bbbfbeb4d0a6c5938f35f47bf78bcd3de8
com.squareup.burst	burst-android	1.0.2		157a54e7492606508e5509bed6f94f3678bc1f15
com.taobao.arthas	arthas-vmtool	3.5.1		0a2b036a3ef9c64810140db2aa6b4f39c4c1df44
com.taobao.arthas	arthas-vmtool	3.5.2		b02dcc7e20ddffd3d9316d534705d529082670e5
com.taobao.arthas	arthas-vmtool	3.5.3		015744d1a901743214cd7623e7aa43a11b9ddfae
com.taobao.arthas	arthas-vmtool	3.5.4		432c24e0c3f9786c8c47eba5c8f3c7eec55967a2
com.taobao.arthas	arthas-vmtool	3.5.5		b6c745f846d45bb61e295e29856740e6cc6ec25e
com.taobao.arthas	arthas-vmtool	3.5.6		b98fd01447a8cfbb9f2f74bd9aa6f0737c575855
com.taobao.arthas	arthas-vmtool	3.6.0		83aa88455d0b5dcbbf80209c08ee10d73bcb2274
com.taobao.arthas	arthas-vmtool	3.6.1		71a8fc4f12099ea2f414ca3ed8af4edb659e768c
com.taobao.arthas	arthas-vmtool	3.6.2		688c4724e6da2f45850704f80a93b78c33681d32
com.taobao.arthas	arthas-vmtool	3.6.3		f8a4222f261e123176fa033e99b4d6fd77086a29
com.taobao.arthas	arthas-vmtool	3.6.4		62df316994de5724a2cf15ec5b1c406b4e3a9d42
com.taobao.arthas	arthas-vmtool	3.6.5		4e4eba750de2500a562fcf06e912055c1f653034
com.taobao.arthas	arthas-vmtool	3.6.6		250e3e13dcad13532bbd0ec0619400a416b7fcca
com.taobao.arthas	arthas-vmtool	3.6.7		2b70488c4d244f6c0f2676cc94c5f0959aabecc3
com.taobao.arthas	arthas-vmtool	3.6.8		0e8b79a584065fd4a59724cc090c2d5b4c5469e4
com.taobao.arthas	arthas-vmtool	3.6.9		21154f496f3a830f38a97c6e27547f90c13a136e
com.taobao.arthas	arthas-vmtool	3.7.0		138c30b71cfa23ac4c38a15a26e356bfcc8be4c3
com.taobao.arthas	arthas-vmtool	3.7.1		7595ba35fb5e7680de87ab6866a76fbfc36ff7b8
com.taobao.arthas	arthas-vmtool	3.7.2		61e5fd9553720b72bbbeb7d8793126e488fee33d
com.taobao.arthas	arthas-vmtool	3.7.3		d6ffda37cae1c4fecf3c84142e45191d69905ee2
com.taobao.arthas	arthas-vmtool	4.0.0		dc77ed095918982e96eec016b013b0977dc54fba
com.taobao.arthas	arthas-vmtool	4.0.1		0ea9d86d379c8f193a76321734088340a6b404ca
com.taobao.arthas	arthas-vmtool	4.0.2		9cc486cfe4cc14896f573eadf0c0ebbd67eae2fa
com.taobao.arthas	arthas-vmtool	4.0.3		f8340b90b5082cd6b0e9760719cb3c892beb2763
com.taobao.arthas	arthas-vmtool	4.0.4		0dc813daa89c662d1656663459ae39ebd1a209b4
com.taobao.arthas	arthas-vmtool	4.0.5		f8c8728cd5f98baa8f1a55ea0219c48187dea5d0
com.tersesystems.logback	logback-audio	0.16.2		aa8c04be6daf0a3faec7c0310d5134baad943182
com.tersesystems.logback	logback-audio	1.0.0		784e1bab910c79555780b096f08c1105caadf24a
com.tersesystems.logback	logback-audio	1.0.1		0d37b09da65c4f097724ac38ba6b5620d4ec1cbf
com.tersesystems.logback	logback-audio	1.0.2		f2e5d747f05d9b096dd5e04347fe6703e340c419
com.tersesystems.logback	logback-audio	1.0.3		2ad8678cb672738a26fd1861cd53bc1843c0f6d7
com.tersesystems.logback	logback-audio	1.1.0		cb68d88f24442ac20c123b4e16534b9b8b4b4650
com.tersesystems.logback	logback-audio	1.1.1		6da0ae83a7245f69662d0d30584206d6c94b8493
com.tersesystems.logback	logback-audio	1.2.0		7ce289f4b70c738e3d436b1198975798159ba425
com.tunjid.mutator	coroutines-tvosx64	0.0.2		N/A
com.tunjid.mutator	coroutines-tvosx64	0.0.3		N/A
com.tunjid.mutator	coroutines-tvosx64	0.0.4		N/A
com.tunjid.mutator	coroutines-tvosx64	0.0.4	metadata	133ac4eaf8ffa6fc75f2e4ddbe1c463a6d13a4cc
com.tunjid.mutator	coroutines-tvosx64	0.0.5		N/A
com.tunjid.mutator	coroutines-tvosx64	0.0.5	metadata	c842fe1d2207ac2ad911bd1384a7f738c7341a06
com.tunjid.mutator	coroutines-tvosx64	0.0.6		N/A
com.tunjid.mutator	coroutines-tvosx64	0.0.6	metadata	448cebdf01d658c5d28842468bfc99b6568ed899
com.tunjid.mutator	coroutines-tvosx64	0.0.7		N/A
com.tunjid.mutator	coroutines-tvosx64	0.0.7	metadata	1430b6c8dbfc092c7b77bde1f5cbe9bdff8cccfe
com.tunjid.mutator	coroutines-tvosx64	0.0.8		N/A
com.tunjid.mutator	coroutines-tvosx64	0.0.8	metadata	168e14a1644f055c2ffe67ec8f0dde8c8776b1b0
com.tunjid.mutator	coroutines-tvosx64	0.0.9		N/A
com.tunjid.mutator	coroutines-tvosx64	0.0.9	metadata	042923d8d31f7e6b9e084a2872a8a1f0cdf76323
com.tunjid.mutator	coroutines-tvosx64	1.0.0		N/A
com.tunjid.mutator	coroutines-tvosx64	1.0.0	metadata	6d2c6a1f6dfb0a5e74f1fdaa97400cf80cc771f8
com.tunjid.mutator	coroutines-tvosx64	1.1.0		N/A
com.tunjid.mutator	coroutines-tvosx64	1.1.0	metadata	2fb434f7a39a2be3c987d0956829bf1f842fe784
com.twitter	util-benchmark_2.11	17.10.0		357521407cc297a2866bd63b6da6a84b73e6b628
com.twitter	util-benchmark_2.11	17.11.0		0f678644c08090e106abc762e2e2c358a0da3ac7
com.twitter	util-benchmark_2.11	17.12.0		242a4ba5b74beaf2ed244e6b321c3b3ba97a7547
com.twitter	util-benchmark_2.11	18.1.0		7f570577a3d03b3cef16ba08e92adcbba77a3a3f
com.twitter	util-benchmark_2.11	18.10.0		9cb45f047fdaa7862e4fa29597e3155a4f341944
com.twitter	util-benchmark_2.11	18.11.0		ec94759153435839daa8ecba8fd34b66a3f939e0
com.twitter	util-benchmark_2.11	18.12.0		a170570a7999fb9e9785133e5c1734f1a13150fb
com.twitter	util-benchmark_2.11	18.2.0		9f69c8a7c630ea7c85abf9e64a43aff6ff0ba821
com.twitter	util-benchmark_2.11	18.3.0		3d8dbd5fa424547ce46b7a83bf951bf331931d59
com.twitter	util-benchmark_2.11	18.4.0		7d8179cd2512980624bf2d18eeb806b46670a1a6
com.twitter	util-benchmark_2.11	18.5.0		98851649ced419ff8160abed922467a59fc55e01
com.twitter	util-benchmark_2.11	18.6.0		386a40c785a07c6c467b7f740145e36b9bac24a4
com.twitter	util-benchmark_2.11	18.7.0		595a89dcceb59c7f50e05220386ff2e8ba6034ae
com.twitter	util-benchmark_2.11	18.8.0		d81857ade81f194340741fd5fe90de1608339b6e
com.twitter	util-benchmark_2.11	18.9.0		c9335e5ba6e2a6e2e5024bf9a758d23f67e5309a
com.twitter	util-benchmark_2.11	18.9.1		d52295c131b9cb087c7c6c75070edbd26a3e75b7
com.twitter	util-benchmark_2.11	19.1.0		3ddfa20afcab9af3e6c9538c888249d166540cb7
com.twitter	util-benchmark_2.11	19.10.0		9ce68c5b91b98ab6362d9e557348256f2508ded4
com.twitter	util-benchmark_2.11	19.11.0		ac8743f7c330bb4001dee32402084c3d950312bb
com.twitter	util-benchmark_2.11	19.12.0		1f2f00338113e691d6789b54c65f965aff7e34af
com.twitter	util-benchmark_2.11	19.2.0		dc99e2a68cd41f9ba7f85010d3f8d7a35acf8a61
com.twitter	util-benchmark_2.11	19.3.0		8006f93aae0dcdc24f20a43161442009d89517f3
com.twitter	util-benchmark_2.11	19.4.0		5b9909038df1913a03c0c5267a6ee4543cce3e96
com.twitter	util-benchmark_2.11	19.5.0		927d530d7b0913a8a09a2479b1d9a84bb8b99189
com.twitter	util-benchmark_2.11	19.5.1		fa9fb16b0f0c549b44ef58ca007e7a6fb04b6a1a
com.twitter	util-benchmark_2.11	19.6.0		7c0c0c9f2b58f20b488555e4b8e70a34f574da31
com.twitter	util-benchmark_2.11	19.7.0		4f4b84222e6d1925ff6d422f0d0b719d563f1ead
com.twitter	util-benchmark_2.11	19.8.0		a58385b97b65a78e528b92daca7acf36f7dd6f04
com.twitter	util-benchmark_2.11	19.8.1		61931f67df30b8e1386d2d2b98d9196bdea3db57
com.twitter	util-benchmark_2.11	19.9.0		393cffe91aa84f411c2803c8b095cf848d1e670f
com.twitter	util-benchmark_2.11	20.1.0		0097bc6fbb6d5d86302a6ea99dd450407c35b75e
com.twitter	util-benchmark_2.11	20.10.0		08fbcca02b748c60e9e1b09ed663e68aeb8641c4
com.twitter	util-benchmark_2.11	20.12.0		78eca4edcf12070081a827377c3b697c76ac4dde
com.twitter	util-benchmark_2.11	20.3.0		80a73d7b07a6e06059e4387759e5919b44313657
com.twitter	util-benchmark_2.11	20.4.0		5b0a66ccfd27ca4a3cae8c56cdf92368aa2efe83
com.twitter	util-benchmark_2.11	20.4.1		e9702fb00516a0cce05c4e2c2bd76bd986258376
com.twitter	util-benchmark_2.11	20.5.0		9cfb85d512583beebbe275a5f7acdd343eb569e1
com.twitter	util-benchmark_2.11	20.6.0		c4a5144fd3a656c9e2f24896e457202a4d821c11
com.twitter	util-benchmark_2.11	20.7.0		03bd3ad936080be978a967675461c97cae608183
com.twitter	util-benchmark_2.11	20.8.0		bf7db6ab57309085162e8d466e2b75fc3e7a8df6
com.twitter	util-benchmark_2.11	20.8.1		6bcce8b92f347ddcf25ef6dbe52b9f1355371e1b
com.twitter	util-benchmark_2.11	20.9.0		b7aa91a703e1bd9b95c162161b7974804b546d86
com.twitter	util-benchmark_2.11	21.1.0		fe3476e59b589507a7c968c65d5a8f5ca66fddcc
com.twitter	util-benchmark_2.11	21.2.0		b14b84b0a298eb7a3b3beb2ae38462aefbcabbce
com.twitter	util-benchmark_2.11	6.20.0		2070ed5132d5b3b3441b855782a1518fae9e5e86
com.twitter	util-benchmark_2.11	6.21.2		83dfe2521961b5e032a4cfe5999a38f7c6e27d55
com.twitter	util-benchmark_2.11	6.22.0		8ce021fc774132feacbe4d8a9dfbe350f28f1ccc
com.twitter	util-benchmark_2.11	6.22.1		b4c3c50c17f08aa507fb2c04d4f9b9b5c15fc758
com.twitter	util-benchmark_2.11	6.22.2		6f2fa8b0b93994359d6da32819b3b196b41b203b
com.twitter	util-benchmark_2.11	6.23.0		50962fb5729b4c6b89fdd588e02154ae98cfb45a
com.twitter	util-benchmark_2.11	6.24.0		77c3aed3b53e4c4f3bf4d9e6e71ba5d4bce0b567
com.twitter	util-benchmark_2.11	6.25.0		d80572fed355c566485bde403226774348e3122a
com.twitter	util-benchmark_2.11	6.26.0		f9750991f5b7bc03e26502e9a6ab8d7dc13e7ad8
com.twitter	util-benchmark_2.11	6.27.0		a004930460f96b9fa5af5e753a0c220f2f08161b
com.twitter	util-benchmark_2.11	6.28.0		255032897b052254da00f11121814b16da81c54a
com.twitter	util-benchmark_2.11	6.29.0		36a2efe8a6fbf1943639e772250672c7e17f0104
com.twitter	util-benchmark_2.11	6.30.0		4e42a3c811f3d707795b1565ca3c6840dd379d1a
com.twitter	util-benchmark_2.11	6.32.0		3775beaefddc6a60da6a10953078f8afc169139b
com.twitter	util-benchmark_2.11	6.33.0		34bc05c1043d1723a07b654a7d3a6ed8df276e36
com.twitter	util-benchmark_2.11	6.34.0		71f95a5dfd5ad1eac17063393c3489ac696a77b1
com.twitter	util-benchmark_2.11	6.35.0		213b1a5287f23678a84e11b230196266d6abae2b
com.twitter	util-benchmark_2.11	6.36.0		1fec552250a03445d7637898427f40096e8e349e
com.twitter	util-benchmark_2.11	6.37.0		90878ef724e8d4f8a00e278a057cd4320fab7008
com.twitter	util-benchmark_2.11	6.38.0		51d12afc95558bcf92b2b3de7a0d8ce4b352d86b
com.twitter	util-benchmark_2.11	6.39.0		71a0a0c91a25ccb7f45a60d163f82194ef9ebfca
com.twitter	util-benchmark_2.11	6.40.0		7050ebf13580306058096ebef7ca2b18ddf37388
com.twitter	util-benchmark_2.11	6.41.0		f7443ea12bd38297a9f752bf79041fe0a1b48a26
com.twitter	util-benchmark_2.11	6.42.0		bbbed02e2ad088d2ee3629eefd00c9b4290f952f
com.twitter	util-benchmark_2.11	6.43.0		3bd81f73e3868a6eb28d0531c7ebae1f034fc729
com.twitter	util-benchmark_2.11	6.45.0		375b2a9894c4182023f821e94b1c3127a84146b2
com.twitter	util-benchmark_2.11	7.0.0		8e061dd7bc6643e16fb1518338954c0a3d47cb4f
com.twitter	util-benchmark_2.11	7.1.0		d33929e8878a0d6dee1bfeaa12e31ca681aad501
com.xlson.groovycsv	groovycsv	0.2		706091f62325fc428018e8aef2635ee535831b8b
com.xlson.groovycsv	groovycsv	1.0		631dd33b88794e480c2c8d8d42e8ede047fd4d9a
com.xlson.groovycsv	groovycsv	1.1		5a649bb048b5887589091f381bf8e0ab6b0d1926
com.xlson.groovycsv	groovycsv	1.2		bc252fabc39e00783dfde06300c279b70cffeff6
com.xlson.groovycsv	groovycsv	1.3		b7ca09d45abdb43579b49d911fef8e887726aebb
de.bund.bva.isyfact	isy-security-test	3.0.0		f0b745d1adc2fbf5579a1d5f3e94f3c75559d2cc
de.bund.bva.isyfact	isy-security-test	3.0.1		d8b9d8f2b31a3b1c4d1be0e94a7a842ce91de1bd
de.bund.bva.isyfact	isy-security-test	3.0.2		4a07ebff12d68f416405b1c845d5afc9b68dd7e8
de.bund.bva.isyfact	isy-security-test	3.1.0		173bb5be159ef6f151479074982c149af93448ee
de.bund.bva.isyfact	isy-security-test	3.1.1		a6f0d3a179fc767aedbdfdeb346ff80b07d16b99
de.bund.bva.isyfact	isy-security-test	3.2.0		1a729cb40e8bea1cb76781dab04bb86e55877613
de.bund.bva.isyfact	isy-security-test	3.2.1		b39c8e86b99652a4247ddb49a54c5aed24d96fa4
de.bund.bva.isyfact	isy-security-test	4.0.0		b23034ae85c9df40819373b6dd942d353ec10eb2
dev.inmo	navigation.mermaid-android	0.5.5		N/A
dev.inmo	navigation.mermaid-android	0.5.6		N/A
dev.inmo	navigation.mermaid-android	0.5.7		N/A
dev.inmo	navigation.mermaid-android	0.6.0		N/A
edu.gemini	lucuma-typed-scheduler_sjs1_3	0.1.0		d9c609d0c2864949e523e5a969880fd14f6a3065
edu.gemini	lucuma-typed-scheduler_sjs1_3	0.2.0		1121f5d4355b9c0c8c7a0a712de447c113ec0482
edu.gemini	lucuma-typed-scheduler_sjs1_3	0.3.0		8d4e2555863cc89869bc0578b61f2587c061c803
edu.gemini	lucuma-typed-scheduler_sjs1_3	0.4.0		f315c093c1120884b58698de184e428ea1d71717
edu.gemini	lucuma-typed-scheduler_sjs1_3	0.4.1		c10746e2f3ee1a4646075864868fad6f0b2384d6
edu.gemini	lucuma-typed-scheduler_sjs1_3	0.5.0		f80e57fb9c92b7b5d0faed32445f7f89f6af78ee
edu.gemini	lucuma-typed-scheduler_sjs1_3	0.5.1		94117510087e0f6de230a9585abdc4257cb266e2
edu.gemini	lucuma-typed-scheduler_sjs1_3	0.6.0		f4a8c8908dbb90c2c8d8565c4c77e2b91eb0f5af
edu.gemini	lucuma-typed-scheduler_sjs1_3	0.6.1		3e2e6f5e3d30020ae806fc3f3f744e764ced4eb1
edu.gemini	lucuma-typed-scheduler_sjs1_3	0.7.0		e63f50b9ba843cd1cf1e4060e0f6730e2c763ea5
edu.stanford.cs.dawn	poly_2.12	1.0		b695ea68877c7fd4d0a768dda299f3124812dcbc
fish.payara.transformer	fish.payara.transformer.maven	0.2.10		320219490bab14b38fbe306724654f69cc4728ee
fish.payara.transformer	fish.payara.transformer.maven	0.2.11		bccf86b4f5ae150a9c3b9ed04ab1ae8370bee9f3
fish.payara.transformer	fish.payara.transformer.maven	0.2.12		da66ba4fd7404ba1a1431c6aaba51ceff8f287dd
fish.payara.transformer	fish.payara.transformer.maven	0.2.13		7ca130ecea4b89fbbb2dac7386067e843e2b3e8b
fish.payara.transformer	fish.payara.transformer.maven	0.2.14		2c2e9d2f0fdfd858c6113b7c2bc78932b9c9348f
io.bootique.tapestry	bootique-tapestry	0.2		3d96e284bcc9ca15257b7bbb75b771b04616bb44
io.bootique.tapestry	bootique-tapestry	0.24		5c8966f245456b8f98fda70cc3581bb629334663
io.bootique.tapestry	bootique-tapestry	0.25		f119109e6769fce2222153211129b2cc0ed5f6a3
io.bootique.tapestry	bootique-tapestry	0.3		b5db0b76107fe31f6919a45f564198fade235de5
io.bootique.tapestry	bootique-tapestry	0.4		d51b1f8e426cdb0efe2d24be6790614d8aaf196b
io.bootique.tapestry	bootique-tapestry	0.5		83339762021d07131aa5c6bca73739b1e04b440e
io.bootique.tapestry	bootique-tapestry	0.6		bfb197851fa21fe84e822da3b4f54ae41fe09cd3
io.bootique.tapestry	bootique-tapestry	1.0		be16d75d87d8fb3e2939117b8d2e646ec22cecfd
io.bootique.tapestry	bootique-tapestry	1.0.RC1		513f21e73b95540530487897a7a3e28867232620
io.bootique.tapestry	bootique-tapestry	1.1		f343126ee3a281d2f507c23f690f543406d0a7e3
io.bootique.tapestry	bootique-tapestry	1.2		8b174ca9d4253ee9c9892eb479cacd8b4706ffac
io.bootique.tapestry	bootique-tapestry	1.3		a0ba751cdf4d78dc66211d606c933eedf76900c1
io.bootique.tapestry	bootique-tapestry	2.0		4439401feb813b20239e845ccec0f9d165cd2364
io.bootique.tapestry	bootique-tapestry	2.0.1		d531cc4738fe770dbc4027e55117074ecb57c4a2
io.bootique.tapestry	bootique-tapestry	2.0.B1		008e1297cfc88b0efe2b27f647f8bba1e128e6df
io.bootique.tapestry	bootique-tapestry	2.0.M1		1463b3fd077550350b43752f10f824f06fdffcad
io.bootique.tapestry	bootique-tapestry	2.0.RC1		9fc07955d745225b2a45cf22b57384b1cf60e02b
io.github.jamalakida	rest-template-library	1.0.0		ff2ea553fa77ce7b5a4f4bd8a1f99cfa46915cda
io.github.jocelynmutso	quarkus-zoe-ide-deployment	1.0.2		6189b24342f92563ad0b63576b5296230e0bee64
io.github.jocelynmutso	quarkus-zoe-ide-deployment	1.0.3		e5d2ccdfa3b6fc590ad88c62694b7feb648de96f
io.github.jocelynmutso	quarkus-zoe-ide-deployment	1.0.5		2baf5a153a8752baf8042d04e6a8792bc9a7f372
io.github.jocelynmutso	quarkus-zoe-ide-deployment	1.0.6		3c5171d3119db88de5e968225c86ef791bfcd2d7
io.github.jocelynmutso	quarkus-zoe-ide-deployment	1.0.7		7baf780e56eec6d9b6a01605443e1caa967ab96d
io.github.jocelynmutso	quarkus-zoe-ide-deployment	1.0.8		4ad3105a09407d407414f694f32b0cba6cafca3f
io.github.jocelynmutso	quarkus-zoe-ide-deployment	1.0.9		c77b2ec236136bf3c4d76c5c9487c2239c9a750a
io.github.jocelynmutso	quarkus-zoe-ide-deployment	1.010		14afd5a431a67f1c14dcdbbffcd32af4269b1075
io.github.kitlangton	neotype-zio-quill_3	0.0.1		cd50a150d94387320c6f72b35b00d1427acb0918
io.github.kitlangton	neotype-zio-quill_3	0.0.2		98284ef850d778fe8fa3c906d904896f329f108d
io.github.kitlangton	neotype-zio-quill_3	0.0.5		938fb5e6e2b8511c3a8fce8849c110c7ab3c72ea
io.github.kitlangton	neotype-zio-quill_3	0.0.6		ef1bed061fe25cb6fd7fd3173b2f7d10e23421d1
io.github.kitlangton	neotype-zio-quill_3	0.0.7		fc6de9a9f8b80ef6993627b861cc07a62bb92af9
io.github.kitlangton	neotype-zio-quill_3	0.0.8		65756b4174a22aee78781ba5888939644c793bc9
io.github.kitlangton	neotype-zio-quill_3	0.0.9		d93607bd4c83a83d61f19d4b58710454f2834620
io.github.kitlangton	neotype-zio-quill_3	0.1.3		07e25f19b0ad2987832346ab7879c7fb7a56fd8a
io.github.kitlangton	neotype-zio-quill_3	0.1.4		fb7de69a83e64b080a56dbe7c91dcf2403790006
io.github.kitlangton	neotype-zio-quill_3	0.1.5		7212d6a8b3053fc6630be3ef66aa45b8d94341cc
io.github.kitlangton	neotype-zio-quill_3	0.1.6		ffba50e0ae4f4a2862229d4f71ac8e6749aff8bc
io.github.kitlangton	neotype-zio-quill_3	0.1.7		cebcdd17f9df0517e63c216b88e0b9ff851ec7d3
io.github.kitlangton	neotype-zio-quill_3	0.2.0		f8de345aa69ada4c66084daa3de72ec6ec387046
io.github.kitlangton	neotype-zio-quill_3	0.2.1		64bd5f90f722dac0d9bd7e235eaffc54573f41f7
io.github.kitlangton	neotype-zio-quill_3	0.2.11		0482d426d63336030136f592b7fdac8e367f86ec
io.github.kitlangton	neotype-zio-quill_3	0.2.12		cdf8b9a166d47784cff26184f9af21fe80d00a85
io.github.kitlangton	neotype-zio-quill_3	0.2.13		e80719353cb3207e59aeca978d0eec63b7b0fc0f
io.github.kitlangton	neotype-zio-quill_3	0.2.14		4fed7eeba25d62659c181f7be2b502c771303870
io.github.kitlangton	neotype-zio-quill_3	0.2.15		52b82a6c1072f644da2ab3593d9ef5c1a05fd1d4
