at.released.tempfolder	tempfolder-sync-wasm-js	0.1		N/A
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.0-alpha01	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.1		N/A
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.2		N/A
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.2	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.3		N/A
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.3	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.4		N/A
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.4	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.2.0		N/A
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.2.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.motown.identification-authorization	identification-authorization-cir-plugin	0.8.2		8524b76aa528673e1ea0e8a1e15527a28d0e9098
io.openscore.lang	score-language-tests	0.1.16		c7d66709534f0457727e61e9b6b7dbb90d81e9f8
io.openscore.lang	score-language-tests	0.1.5		7e374237333df5e13e8db757dd134501cb8b4775
io.openscore.lang	score-language-tests	0.1.8		f46d58b4f60dae3b855c54735d2aa90574dbaee3
jakarta.tck	rest-platform-tck	11.0.0-M14		33fd5f5567453f1457a5458d6363f43825909c3c
mx.com.inftel.codegen	codegen-api	1.0.0		c700e6c273d771f11987b0fe812f66d3370c343e
mx.com.inftel.codegen	codegen-api	1.0.1		180f5759b0eac3fdc482f500e0d8b7e48d93de73
net.exoego	aws-sdk-scalajs-facade-workspaces_sjs0.6_2.12	0.24.0-v2-473-0		9266c0b2dd6034fc507a248029713be1f68fa3f1
net.exoego	aws-sdk-scalajs-facade-workspaces_sjs0.6_2.12	0.24.1-v2-473-0		1aeb0fbc590d689ea6ab214dd15ee9efc0a7738a
net.exoego	aws-sdk-scalajs-facade-workspaces_sjs0.6_2.12	0.24.2-v2-437-0		fa295d1c5a839b5cc1407a9a810ff1389019fa14
net.exoego	aws-sdk-scalajs-facade-workspaces_sjs0.6_2.12	0.25.0-v2-518-0		20382eb947aec178a4aa1ef7e0f28d24163a21ad
net.exoego	aws-sdk-scalajs-facade-workspaces_sjs0.6_2.12	0.26.0-v2.524.0		f118959f7db95b0658814e04b1b3311bf8564772
net.exoego	aws-sdk-scalajs-facade-workspaces_sjs0.6_2.12	0.26.1-v2-524.0		81b4bcab0e792a5997ae91147c6e027941e79f5f
net.exoego	aws-sdk-scalajs-facade-workspaces_sjs0.6_2.12	0.26.1-v2.524.0		d74cbbe267e3fb1ff3a7855e7baf9a62099d916a
net.exoego	aws-sdk-scalajs-facade-workspaces_sjs0.6_2.12	0.27.0-v2.571.0		41e6cc6b5badab6f8bb5f4ba50264394d7456e81
net.exoego	aws-sdk-scalajs-facade-workspaces_sjs0.6_2.12	0.28.0-v2.596.0		6646b6226c97f107aa6dcf8135fa4d0b09556c2f
net.exoego	aws-sdk-scalajs-facade-workspaces_sjs0.6_2.12	0.29.0-v2.624.0		9221526d08e6a95f89dae4d9963cf1aec5b598d7
net.exoego	aws-sdk-scalajs-facade-workspaces_sjs0.6_2.12	0.30.0-v2.715.0		c03b694993ac0ca3888dbcbf55916db503ded3de
net.folivo	trixnity-rest-appservice	0.1.0		eea71cb8cdfe9d50f41b2fc3d003fb8306422f7e
net.folivo	trixnity-rest-appservice	0.1.0	all	ac8821f59bb95f32cadac7d22f927ca920faca9f
net.folivo	trixnity-rest-appservice	0.1.1		e21876746d77c973c67d2a6f64b3d7ed5149363e
net.folivo	trixnity-rest-appservice	0.1.1	all	ca9ab19c2bf5f3dd3ee5f5e69c5c92dc1fc5acc0
net.folivo	trixnity-rest-appservice	0.1.2		fada53f12d5ff6a3f32ffc9e386e445e81900aff
net.folivo	trixnity-rest-appservice	0.1.2	all	009ac3b814d79ef62f7726b65a3b655f6afcdb65
net.folivo	trixnity-rest-appservice	0.1.3		bc8d3a3d486f3b43f466d17df9dcd65a494c47b4
net.folivo	trixnity-rest-appservice	0.1.3	all	8ffa142859739ff1388844adf2603fe1373520b7
net.folivo	trixnity-rest-appservice	0.1.4		49a7a3f750c17df1c167fcfe7cf24a0e1b481bb4
net.folivo	trixnity-rest-appservice	0.1.4	all	ec4c758398af338db6ab85f07ed63d54c9c5a1ef
net.folivo	trixnity-rest-appservice	0.1.5		fc10a541b7faef01274cc75c48a9c43367a33616
net.folivo	trixnity-rest-appservice	0.1.5	all	ff2c806713b50aef8d298f86430364d0d50cf12d
net.katsstuff	perspectivescala2_sjs1_2.13	0.2.0		e96493807a3f23d0c40c08f6b62c8e7174cc4dd6
net.katsstuff	perspectivescala2_sjs1_2.13	0.3.0		30746b21492e2e7e2a3f9406f5eec8ac8b4e5dc1
net.oneandone	lavender	2.0.0		b41930687569b7ee0f1c671f460fe4abbff47e0c
net.oneandone	lavender	2.0.1		44e4475d27454410a5b65b3d0f6a2d5d7bb2cad0
net.oneandone	lavender	2.0.2		26b307e8c46d6155e9c261906e5472cb7160fdfe
net.oneandone	lavender	2.0.3		22faa0512b938a88d2d8229c300f723be15688f1
net.oneandone	lavender	2.0.4		ad5a1facdf8005a7ab13f4ca6762dc30f32c0b4b
net.oneandone	lavender	2.0.5		f53f477b59b32a22d9b61a17b3b1d3220b145f80
net.oneandone	lavender	2.0.6		1c2bbfcd84925b0090c52c6edd5aa10c1cd146ce
net.oneandone	lavender	2.0.7		5937f0ed816ae8e5fe3eacd5e861e54186130760
net.oneandone	lavender	2.0.8		37e27cdacf7cbda69349b94064dcdbafacc98b34
net.oneandone	lavender	2.1.0		be49cb6dcba6281b529891416fdce6ff9d3b0df6
net.oneandone	lavender	2.10.0		8f52f1f18ddd666d7f5ee6a38d0ba11dd36fe527
net.oneandone	lavender	2.10.1		b8ae9e10a1a1daaf6c7ec456eae4f8ed166d3417
net.oneandone	lavender	2.11.0		15a4b6f9b895aa6f8b7181ad63b0010130fe5367
net.oneandone	lavender	2.11.1		d0a353bdfe7d05007403dfe335c2233cf0a89bba
net.oneandone	lavender	2.2.0		25d8eb590a181799beb5c5071bc96c6d186de05f
net.oneandone	lavender	2.2.1		c3195f1f7e67f3444fb854e34f012187a54d5833
net.oneandone	lavender	2.2.2		b6fab018dde8fbd13fed459724dc3280e85aad1e
net.oneandone	lavender	2.2.3		25ae1f50be7f3e6720bbaa1ab992413470f1b79d
net.oneandone	lavender	2.2.4		e42e48cb813f3bb6b8953091287e65717c2246a5
net.oneandone	lavender	2.2.5		287e4b24c9d19c90b22a4a34b83a97684a3ea69d
net.oneandone	lavender	2.2.6		229f6f1bfe4cc16068886163e2626d4fab72fab4
net.oneandone	lavender	2.3.0		cbaff0d3f5f64314e4b887b15e0f1f219a1d1318
net.oneandone	lavender	2.4.0		b0bcfb43ecd5321a1eb41f47c0ff5d96e7680800
net.oneandone	lavender	2.4.1		aefb91813abdc9407ec6c8082a721a4fa4c34dbf
net.oneandone	lavender	2.4.2		e9bf0840f370a8293d553b8521d050077be80ad6
net.oneandone	lavender	2.5.1		a8b6dfed193840960a04f59aa6fde86aad71c9bb
net.oneandone	lavender	2.5.2		20499c7dda5229e49e7f8c1a22b4a19659a89cd7
net.oneandone	lavender	2.5.3		68883ca2a5ae38054a1a1640a634087909d4ea42
net.oneandone	lavender	2.5.4		9c0aae51dc77139a735af73449717f23ee74ee4a
net.oneandone	lavender	2.5.5		c8546a3cae43ee8e7cdb811fc184a4684a259487
net.oneandone	lavender	2.6.0		f4fb118a6725af8bf6029f399cda3f7f9a277cd9
net.oneandone	lavender	2.6.1		9cf62f10a89a42d0782fb9d4b6564b1a6110c532
net.oneandone	lavender	2.6.2		8961d3f17f366a57e5ede71a1c31e9b9e07425c3
net.oneandone	lavender	2.7.0		bf3c1cba1b0368444da4026ce9484f120c94eb46
net.oneandone	lavender	2.7.1		1601f3c054ebe2c1037ff96a905627083a316cad
net.oneandone	lavender	2.7.2		ac0fcb3aac73d8f3d048129622b51a20a2e5c9f4
net.oneandone	lavender	2.7.3		01099515a1394f24c20a22e88cd0e2915925821c
net.oneandone	lavender	2.7.4		c963e695a5016d338ca642ac1bd8cea233c75ccf
net.oneandone	lavender	2.7.5		b47cac17add913722e75dc87f04c810d11abd7dd
net.oneandone	lavender	2.8.0		5a0e2f2f73cffc36075fe98ab93f2da0815fb7e1
net.oneandone	lavender	2.8.1		5c6900e322710148b7d1e4e792f1cc378dfab39d
net.oneandone	lavender	2.9.0		290b00e29a8713ff84727f986e39d7c0b6623362
net.oneandone	lavender	2.9.1		bd3e85e0b96628f23bcf5cfe78aaa6caaa1a4aa4
no.nav.helse	maksdato	0823d3f		ca5365e19a2e6fc3070fd6014dc074159752b550
no.nav.helse	maksdato	1865550		837b5878f9314073e0ca9762e7ddb7a5319a2d0c
no.nav.helse	maksdato	1ff5d65		e7008315cf8ed138ac06dfddbe2a33c6f61b88de
no.nav.helse	maksdato	34beb43		79682537edaf403ba94aac9e54aa78f533ae1208
no.nav.helse	maksdato	5f50f5b		70e9e044eef97738b9a7397102fd8a8b83de494c
no.nav.helse	maksdato	685b42a		74504891c7f43a625b4d4fc140946888e82aee3e
no.nav.helse	maksdato	6911a89		ccc4f0ffad34501a33e4d229ece46c10314c1a50
no.nav.helse	maksdato	725d3ba		3b33db1124069a5e4c718750b2287507c40842e8
no.nav.helse	maksdato	78796ec		481a26285f9bb0b792c1b5cff629dfcbf15b5a51
no.nav.helse	maksdato	8613116		dcfbcd761c9712cf4c930234e45c886900a169e8
no.nav.helse	maksdato	89af124		5525824320c1245c17b2ccc7a7e683a3e4383f5e
no.nav.helse	maksdato	ad1d8b0		4c7a538bf6f7f464f98382aa5141a3761fb45ac2
no.nav.helse	maksdato	ae7c5ad		2b53ce6ec0858ac5bfd4845c15834ac80a3df1bb
no.nav.helse	maksdato	aee9acb		251b50d76d91d7a13edf90ec8742e61d20f659f9
no.nav.helse	maksdato	e299b04		258cec78c64b93119a9cc79d2c560e1b4ce6bc7e
no.nav.helse	maksdato	f2ff32b		4513f1f73dcf53d863853278a76eea4b85c2b408
no.nav.helse	maksdato	f5b900a		e5712c9d7edef028c799e2bf22183429260fbee2
no.nav.helse	maksdato	f705105		0c37753ac82f7249041805371a477afc7f900f45
org.ff4j	ff4j-spring-boot-starter-webflux	2.0.0		05bdb9f33320da65a4cc35958c8997c9b8f909d4
org.ff4j	ff4j-spring-boot-starter-webflux	2.0.0-RC1		235445726f08d1a0cf375fb039b73bd1750aceab
org.ff4j	ff4j-spring-boot-starter-webflux	2.1		b4ecb1cbb9528981f9d1c79e349c40143ee6bff1
org.fugerit.java.poc	fj-test	0.0.1		e116d02eb84dfb2d56686505a1cca6d07f83a4ae
org.fugerit.java.poc	fj-test	0.0.2		23bc093314c98f6dc6abfd4d11910db43fb7c9d7
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.0.CR2		4e1ba8595b3f95a7051961debe7318688c84731a
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.0.Final		8d3f489f2dac1e74b384f33f38be6b1951ce7a08
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.1.Final		9933407282815020e97e92ff6ac5c040ffb43631
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.10.Final		4c75c09a65b8c3aaf36ba04b2493a242da867481
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.11.Final		7d5189620439553ccacc8cfe89129aec12058a53
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.12.Final		7ac78083af8ac0ce4dd3851edec8739dd098928a
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.13.Final		21e9f4d751a7ad4956949f00d22f021d93b6d0c7
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.14.Final		04ad086eb0992da9d5a21e33be6cec62e5ffbc06
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.15.Final		6d4601b5a5690c5e1c3b449598615c79985eb88e
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.16.Final		27f68994326fb6a7c639d4aa78bb97810c3cd698
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.17.Final		6da1b478373f1e04a5350e0fae9a31959afe9d01
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.18.Final		2a0b11c828a26c221e8f0ecee3078b4540eb47c6
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.19.Final		4ee3567705feace7c1e11ec4bed13e27662befd5
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.2.Final		d8ca27f83c5ed09000740c6275b20871eec59701
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.20.Final		f502af5c6c337857198ebb36465d96247d1a249f
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.21.Final		16da97d727e6a9170dee214f6240adeff893fce9
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.22.Final		712d0ad20502eff62758418f0f424388b662ce89
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.23.Final		9c1be2f3b2e4be7e8c323cf276ba8f1124b6a521
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.24.Final		e3227d72c9c4e1722d0d165505aa9a39197281c3
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.25.Final		4636bc879c1f3a3ca2a648d7cb598160fa3e120f
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.26.Final		26df25b4b05c09fc70f190ebf084daa1efed6c84
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.27.Final		8362067fe3e67d04e44edd2272b3d7a9957325db
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.28.Final		e900c6e65666472c78f8ff10ececaf0628f946da
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.29.Final		bff9693a6bd1c5c6218acd28a166b817872f7b41
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.3.Final		4dda622710697e5fd255871c30161ac21de5d059
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.30.Final		301104899dd539eafb6147614c565b9e919e4217
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.31.Final		967d75925cdb9d79a9cb3be7bbde0db0ea3f0633
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.32.Final		c79e41a3102ef6d8c6966588d8e5042709033a2e
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.33.Final		9fe73407c8ef7e734d3769a34f769a53f1e1594f
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.34.Final		b3efc23fff4d365257b6e2be92116cc1593eb758
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.4.Final		30983d624d78be22846f5e42d870d4d0f33cfbc3
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.5.Final		4c019c453fae5238599354c2f6ca5ccb1d5df13a
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.6.Final		42950029f1d519285abd4de132b13d79bfe82158
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.7.Final		8e066efd7bb2312590586627c708428cff67755a
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.8.Final		96adc5612b03c745764cbc41b3c9780d253dddc2
org.infinispan	infinispan-cachestore-jdbc-jakarta	14.0.9.Final		a866590b03358b8074479dc3bf97108ceaa95fbc
org.jfxtras	jfxtras-test-support	10.0-r1		6904783d80f4c7ee9b2166eca758e9320c8a5737
org.jfxtras	jfxtras-test-support	11-r1		50ac3efeceedc7b11910f8766dc3488e13ef0d98
org.jfxtras	jfxtras-test-support	11-r2		288ff899645c2b301a1989da461786718eef85b1
org.jfxtras	jfxtras-test-support	14-r1		1aaa52c8bab937c208291981a70015e666d7823a
org.jfxtras	jfxtras-test-support	14-r2		55868dcab74169a024bfd632cb41e21d39ce15e4
org.jfxtras	jfxtras-test-support	15-r1		d53b40265cc50a9e9df0e688bab3eb74f379d029
org.jfxtras	jfxtras-test-support	15-r2		c647e445d535db35770ea00e2a287fbcf4ac8329
org.jfxtras	jfxtras-test-support	17-r1		9083f8d5f4129e6d611f2847410256e9598199b3
org.jfxtras	jfxtras-test-support	8.0-r1		d2a86f7668c7edbfa25f40941de2552492accf9d
org.jfxtras	jfxtras-test-support	8.0-r2		5dbd2c2a2db1dc8b18efc4dda191ed9efab78b84
org.jfxtras	jfxtras-test-support	8.0-r3		2c0c2e51c2e70bb602aaad7006565525417e3140
org.jfxtras	jfxtras-test-support	8.0-r4		a48906f8b7b29dec3e2e8ad01d892cf6a056115f
org.jfxtras	jfxtras-test-support	8.0-r5		4c445ec759b6ab75f44612e0930e6631cada4848
org.jfxtras	jfxtras-test-support	8.0-r6		cdd94daa6a2735a3b24438317c30970654a135f3
org.jfxtras	jfxtras-test-support	9.0-r1		02ac1d8e69a75d2659ac9e50f1f8d60bfe662199
org.keycloak.example.demo	cxf-jaxrs-example	1.1.0.Final		5d459ddf0bb6c1f6ef093705b93e789faf1420d3
org.keycloak.example.demo	cxf-jaxrs-example	1.1.1.Final		c15ea7ea601c2c0128480e6ce54a1f14a05b0b88
org.mortbay.jetty	cometd-session	7.0.0pre0		84f5b5f62c7248136cd662b9afbfd090bf56373f
org.mortbay.jetty	cometd-session	7.0.0pre1		8adbfe2aad4a70825bedff8f4e84c908353faac9
org.mortbay.jetty	cometd-session	7.0.0pre2		35914b66b5065773abb0a3869d952c95cd27f0fc
org.scalatest	scalatest-core_0.26	3.2.1		aa1acd4e63784844e03c86a70998203b3f721620
org.scalatest	scalatest-core_0.26	3.2.2		52db71d3b8004164147778737f9cdc89f087cd01
org.scalatest	scalatest-core_0.26	3.2.2-M1		b66e74c198887b115f8e767ca87647d3a9508bc4
org.scalatest	scalatest-core_0.26	3.2.2-M2		3c76d6cd62ebcd91003d1530d7119c7fe658c2d6
org.scalatra.scalate	scalate-page_2.10	1.7.0		66ddde20d1c7e33f10d12757bb31a658396375d3
org.scalatra.scalate	scalate-page_2.10	1.7.1		83f023082b03f772140eb0ea4fff2d816dbe2ff5
org.scalatra.scalate	scalate-page_2.10	1.8.0		b43efc858cc6bd61b87c3de8e2871b7c8627a786
org.scalatra.scalate	scalate-page_2.10	1.8.0-M1		33d98610ef85f446bdf749792f1ef228924e0a16
org.scalatra.scalate	scalate-page_2.10	1.8.0-RC1		3b6b75e6d9ca9cfcf04ff67de2d4f16d45c3b144
org.scalikejdbc	scalikejdbc_2.13	3.3.5		11e59009596a0694357d36d08c3c3bf3c44c399a
org.scalikejdbc	scalikejdbc_2.13	3.4.0		9f7ee10bedb43fa8a94b26a758aa3bed968701dd
org.scalikejdbc	scalikejdbc_2.13	3.4.1		6c2a3bb7f56b2e80346abd3c12c5bd2b90e40220
org.scalikejdbc	scalikejdbc_2.13	3.4.2		7c20859e8c299c171a3e3ff6cae7affb1c662267
org.scalikejdbc	scalikejdbc_2.13	3.5.0		1bd0f6913f1bb8ab5a1d5e552b9718e6a270ed08
org.scalikejdbc	scalikejdbc_2.13	4.0.0		542bcd0ccc83ce0fa25f5ac3d43372fff8708990
org.scalikejdbc	scalikejdbc_2.13	4.0.0-M1		8363221a03a89a5ee25774fe5cdbcf8f6fdc4921
org.scalikejdbc	scalikejdbc_2.13	4.0.0-RC1		74265e4e6486b656ab8d7d139907b7d357f43cd7
org.scalikejdbc	scalikejdbc_2.13	4.0.0-RC2		6f6d650a04d0b654c64100d38cc563f2d3e855bb
org.scalikejdbc	scalikejdbc_2.13	4.1.0		bd43d4e427e071d324ae6bc04e448fdebfcb7591
org.scalikejdbc	scalikejdbc_2.13	4.2.0		6de5e26bd0e517712551ef71abbf45142efd6972
org.scalikejdbc	scalikejdbc_2.13	4.2.1		4a3d9e724cf427affd4df3452993855f8a0eaa4e
org.scalikejdbc	scalikejdbc_2.13	4.3.0		ff0499c216f276b96a3246930803a4a803690814
org.scalikejdbc	scalikejdbc_2.13	4.3.1		4b56e23d47bf71baf833c00f501174d24d9108f0
org.scalikejdbc	scalikejdbc_2.13	4.3.2		6bf5330fab9b88c1220347ce40b8ba42f6e2bff7
org.typelevel	spire-legacy_native0.4_3	0.18.0		e9fcc3a97a855447d431d5fbe490b01d5d5bb859
org.webjars.bower	bootstrap-colorpicker	2.3.6		c0708d2306f4dbd1b62c1fcc154063cce669cb49
org.webjars.bower	bootstrap-colorpicker	2.4.0		4d21a2867aeb79960603748dd27c7b979d3297a3
org.webjars.bower	bootstrap-colorpicker	2.5.1		0361e7e8b7514e34d0a90cb3c67f71cd3ebc0acb
org.webjars.bower	bootstrap-colorpicker	3.0.3		63fa95b51df9e5a36541f0ae917ae698923f8024
org.webjars.bower	bootstrap-colorpicker	3.1.2		92e73a66549e6bd1683e6d8ced44f6fb8950e3fa
org.webjars.bower	cloudinary_ng	1.0.0		1dd7e0fff9dc70aa52a3aadaf675f7c0fc49ecaa
org.webjars.bower	ui	0.0.4		5498d4ad887ce06f68e26b50743696885c1b8284
org.webjars.npm	htmlparser2	3.10.0		64722c73936a380e5dc708f2e6eaff6d16cdaa05
org.webjars.npm	htmlparser2	3.10.1		ecbed5eb8afab5377e690b3763b4cf66403fd11f
org.webjars.npm	htmlparser2	3.3.0		1556ff557daece21311f4121e4534443aa98fd03
org.webjars.npm	htmlparser2	3.5.1		bb31b151fc2a8cdcba1e51d3043e9947dfa01e5d
org.webjars.npm	htmlparser2	3.7.3		63babd056e15ecb2e519ae888a287b81bb21f1c1
org.webjars.npm	htmlparser2	3.8.3		36ccb2f7e33eaa7689dc4ada1dcd2ca3c1e08f0d
org.webjars.npm	htmlparser2	3.9.1		9d0848185cdfa6f9944ca70e74113c81a090868a
org.webjars.npm	htmlparser2	3.9.2		7dc4d734127813c45ce8998cc2fa032d0af64f09
org.webjars.npm	htmlparser2	4.0.0		f96ec8197fba86e37f09a31edf38cf1e08d23115
org.webjars.npm	htmlparser2	4.1.0		f574a0f8a8c6cc67bd0749d901de38fd5de98e4c
org.webjars.npm	htmlparser2	5.0.1		5937a70b331260876f9bea0c6a2d22265d7d5024
org.webjars.npm	htmlparser2	6.0.0		ec70d04773e8c333e59955f5fdd269b5a52c3956
org.webjars.npm	htmlparser2	6.0.1		c2a51427a0cd06f3baac2d466c3790c0f9c9445f
org.webjars.npm	htmlparser2	6.1.0		c09e0c57861e8968d09f925fc57e8899c1269fca
org.webjars.npm	htmlparser2	7.1.2		c039286ddf3288dc0b69b50c8e9d1fb505a5d61d
org.webjars.npm	htmlparser2	8.0.2		e2df39ee52817beaf65fe208a4f7a48296e8edfc
org.webjars.npm	objectpath	1.1.0		9c0d4bf2fe3a1e5975f7d423ca8177154504c109
org.webjars.npm	objectpath	1.2.1		3f8d5185cb7692ee7e0d235821d0da7910c029d8
org.webjars.npm	powerbi-visuals	0.2.10		13480bd81786b5733926c7fc46554fa6f7cdbe7f
org.webjars.npm	powerbi-visuals	0.2.9		9aee7f92a6dbc6f3726397d68b51cb98c01754fb
org.webjars.npm	powerbi-visuals	0.5.2		6a696872dfd0b76b508e5b59d59125e4ddab9ae6
org.wvlet.airframe	airframe-fluentd_2.12	0.71		2a7a0b7d4fd73832df835ca580c9bb984575a2ec
org.wvlet.airframe	airframe-fluentd_2.12	0.72		1668d46e7cbbe071d14051abb18c517156567918
org.wvlet.airframe	airframe-fluentd_2.12	0.73		ada330a7eb376ad3f92e924c65d5d0a65a6946a8
org.wvlet.airframe	airframe-fluentd_2.12	0.74		9b040ad3788c5d2dcecfb87555ecd7a5781c2cb9
org.wvlet.airframe	airframe-fluentd_2.12	0.75		47f67fe437ca93bf03905851753c18cbfc631181
org.wvlet.airframe	airframe-fluentd_2.12	0.76		290dfc30c3392367edf65c9dfe21df2872db35d6
org.wvlet.airframe	airframe-fluentd_2.12	0.77		3f1eb83d907c1df8169f1bacdd073b7e008977ef
org.wvlet.airframe	airframe-fluentd_2.12	0.78		3483f8d0a4b1bd6db99779c0fc235f8e678ad48c
org.wvlet.airframe	airframe-fluentd_2.12	0.79		87bae5d23ffc8b224fbab35fa2959a831060a48d
org.wvlet.airframe	airframe-fluentd_2.12	0.80		1295f81bec5f678fac57dd45213538682ac28f92
org.wvlet.airframe	airframe-fluentd_2.12	19.10.0		c04464b53fcc413a9aa41ea98ea595225e937aef
org.wvlet.airframe	airframe-fluentd_2.12	19.10.1		48156d689d0296af0015d8ff46e844331eed65f4
org.wvlet.airframe	airframe-fluentd_2.12	19.11.0		54f53229ee3198628e1f6316b2c6638712262eda
org.wvlet.airframe	airframe-fluentd_2.12	19.11.1		40ac5a077d413965e3a54bd6606a843811e73055
org.wvlet.airframe	airframe-fluentd_2.12	19.11.2		4e97454791bc5665b9dd5e77fbea1537618a8ffc
org.wvlet.airframe	airframe-fluentd_2.12	19.12.0		a9cf19c0e65659b71b67508f244dd6839c1a38ff
org.wvlet.airframe	airframe-fluentd_2.12	19.12.3		a08435095c45ff1f411460146d04c554250d314d
org.wvlet.airframe	airframe-fluentd_2.12	19.12.4		1ce9fca074887a18e06ec181aa72fc397866191d
org.wvlet.airframe	airframe-fluentd_2.12	19.2.0		0a9b2e4ad46f7507a9ae4d4f3da840dbd1a62155
org.wvlet.airframe	airframe-fluentd_2.12	19.2.1		0ce1710f9e9d8e317ce8fd76e47b88d550345b4c
org.wvlet.airframe	airframe-fluentd_2.12	19.3.0		5b88852ea758993accad25fbd3a98f5cc0926a42
org.wvlet.airframe	airframe-fluentd_2.12	19.3.1		8491302a6d4c18af387485fd6ec81cd0b65450fe
org.wvlet.airframe	airframe-fluentd_2.12	19.3.2		cdd8cd1f2ea160ac76c98b4bd164dbbb477c1b0a
org.wvlet.airframe	airframe-fluentd_2.12	19.3.3		a5fe64a7a9e5810da7f376ae450416198d228038
org.wvlet.airframe	airframe-fluentd_2.12	19.3.4		ba17a3aec093070590736bdc932cc5c3d8555738
org.wvlet.airframe	airframe-fluentd_2.12	19.3.5		9d8db8b27741b5cfdae9f8e77d563da0382b0ef8
org.wvlet.airframe	airframe-fluentd_2.12	19.3.6		5f8c0c855ed7b4a1b8e2c22081d9bf1cd7f86740
org.wvlet.airframe	airframe-fluentd_2.12	19.3.7		a11e283f75db4fd92dbdb269ff077dd7b1ea1913
org.wvlet.airframe	airframe-fluentd_2.12	19.4.0		53e7e07815706edac5119a5639a6daf83a6238d5
org.wvlet.airframe	airframe-fluentd_2.12	19.4.1		56575807930536167a40b6c505663029ba717a4b
org.wvlet.airframe	airframe-fluentd_2.12	19.4.2		b571df0d4f26b5f8516311e4e193f6510dfe58df
org.wvlet.airframe	airframe-fluentd_2.12	19.5.0		81817ed24745c9fbe24ff67804d9a8f7b09ef011
org.wvlet.airframe	airframe-fluentd_2.12	19.5.1		9623014cfce1dc2a6dfd2a8f83ca6dd3b00c6286
org.wvlet.airframe	airframe-fluentd_2.12	19.5.2		d89f98d3f2cc3c4b938cb909c12830ef69af2b53
org.wvlet.airframe	airframe-fluentd_2.12	19.6.0		f9b1bd48dcefd6212af557f33cbe542c58818a62
org.wvlet.airframe	airframe-fluentd_2.12	19.6.1		d4a2b9b44f8f35516063c98b8d6b64bb5d7a0612
org.wvlet.airframe	airframe-fluentd_2.12	19.7.0		443362d9ab5e45f3b0d18b4432b9722e2c46858a
org.wvlet.airframe	airframe-fluentd_2.12	19.7.1		f3925111aaf3eaa73ce2127be40f9f0ebbaa71c5
org.wvlet.airframe	airframe-fluentd_2.12	19.7.2		f0584e79e1424487023344a477fc3f9f73e09c27
