at.released.tempfolder	tempfolder-sync-wasm-js	0.1		N/A
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.19		65d74eddc6339a9c368bc93e1570f1d5658b4144
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.2		8f2ea460c2abe126287fea9d0dab11adb96873d2
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.20		f6a4342beb80eefbcc756544a90629b59cdcb420
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.21		bac6e8ba5f0350210fb26796180289d957da8243
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.22		524f1dd46d0b176cb36d4f4f907e4b64fab0c6c1
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.23		78963810b566539b70df904470ca09001388dd2c
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.24		dd1f318e0c82e345feb04a4434b424cd185a91ee
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.25		5f31488bb6676571455ddb57fa6400094537afd3
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.26		61711267f2b6b24bd5bf44ef65374a7eec854939
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.27		e1a12d9579c97a69bef24e68f9b602709584fd8a
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.3		b36a2f264be319ac8558482d6ca3dd80fd1cdb83
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.4		a59663d8765e5d4b0711089c2a9f0b912550a3cf
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.5		d09cd22a74828f6a553fb0c1b2c654e0aed078fe
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.6		8665e44fecc4fb84bb3bec775f7e128ba1d1a525
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.7		8de7c3e595e546ecd7669b1c54d9395b1e7c6cd0
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.8		00c48b666f7b112208eea74270c46c74efee98ec
com.softwaremill.sttp.model	core_native0.4_2.12	1.4.9		ddc8d6d20829cb950c19c8d7766f1d1f8d2eae14
com.softwaremill.sttp.model	core_native0.4_2.12	1.5.0		ff285d7193c5f11bc0f57afe6cfb0024a795624a
com.softwaremill.sttp.model	core_native0.4_2.12	1.5.1		d5215e46cc2e2febe3df4dfc31535ed5ec030885
com.softwaremill.sttp.model	core_native0.4_2.12	1.5.2		2d055ab59bf6959ac549c9c402f9a71da032ec9a
com.softwaremill.sttp.model	core_native0.4_2.12	1.5.3		49431efb9db2ae9a837e2add9f16b94eedeb3708
com.softwaremill.sttp.model	core_native0.4_2.12	1.5.4		65af6bd385c5b337df8ce3493ef91b8d2bfa33da
com.softwaremill.sttp.model	core_native0.4_2.12	1.5.5		2d474b010ae7be554ac6fb594de22315c22d1219
com.softwaremill.sttp.model	core_native0.4_2.12	1.6.0		b40a8573ca8d80a0c3752aaf36e0ad6559a340b2
com.softwaremill.sttp.model	core_native0.4_2.12	1.7.0		60e5dca941dc579e4745a6887010a314e749ed4f
com.softwaremill.sttp.model	core_native0.4_2.12	1.7.1		a3c7ac5bcf782c0d77ad9cfe21de69bdc1e3493e
com.softwaremill.sttp.model	core_native0.4_2.12	1.7.2		c5bb17083c53ffaeb61005dccbcf7e85e5cd15ea
com.softwaremill.sttp.model	core_native0.4_2.12	1.7.3		267d094b4ca3038093b8ce0eade27df3465bff6d
com.softwaremill.sttp.model	core_native0.4_2.12	1.7.4		a584c844e1730742674f5b3b4f4cb36a7a5eb511
com.softwaremill.sttp.model	core_native0.4_2.12	1.7.5		22b81751cdf8a09ea7e8b68a0d42da06801d7ed4
com.softwaremill.sttp.model	core_native0.4_2.12	1.7.6		16ed3f1db89e2e45d3079ec0b3ac2c9d41ac6cd1
com.softwaremill.sttp.model	core_native0.4_2.12	1.7.7		4a0231c8ef1d34730fa700af1373e62d9bff7705
com.softwaremill.sttp.model	core_native0.4_2.12	1.7.8		7b7c996a6ee8c4b9b471e1724f0c5565ab45e5b1
com.softwaremill.sttp.model	core_native0.4_2.12	1.7.9		425a61f66e2fcc75be3277f240d348dd24a3f6e9
com.splendo.kaluga	storage-permissions-iosarm64	0.2.0		N/A
com.splendo.kaluga	storage-permissions-iosarm64	0.2.1		N/A
com.splendo.kaluga	storage-permissions-iosarm64	0.2.2		N/A
com.splendo.kaluga	storage-permissions-iosarm64	0.2.3		N/A
com.splendo.kaluga	storage-permissions-iosarm64	0.3.0		N/A
com.splendo.kaluga	storage-permissions-iosarm64	0.3.0	metadata	2c3c1ed0fff8396423bbe41f7f4829def71a0e3f
com.splendo.kaluga	storage-permissions-iosarm64	0.4.0		N/A
com.splendo.kaluga	storage-permissions-iosarm64	0.4.0	metadata	4fda5f9e0cde77f739c5f7240f7cc6f1dcad1137
com.splendo.kaluga	storage-permissions-iosarm64	0.5.0		N/A
com.splendo.kaluga	storage-permissions-iosarm64	0.5.0	metadata	88642bd945a0d7f695121345cc729a77da0b7ee4
com.splendo.kaluga	storage-permissions-iosarm64	1.0.0		N/A
com.splendo.kaluga	storage-permissions-iosarm64	1.0.0	metadata	986b3b78f7c15e359629a082ef6dfd0b6609764f
com.splendo.kaluga	storage-permissions-iosarm64	1.1.0		N/A
com.splendo.kaluga	storage-permissions-iosarm64	1.1.0	metadata	f7dbae71a568ca70d3edcad2e862d19bd122e1d8
com.splendo.kaluga	storage-permissions-iosarm64	1.2.0		N/A
com.splendo.kaluga	storage-permissions-iosarm64	1.2.0	metadata	16f500cf173960c7657e6096ecb3b5eba1f7c163
com.splendo.kaluga	storage-permissions-iosarm64	1.2.1		N/A
com.splendo.kaluga	storage-permissions-iosarm64	1.2.1	metadata	2da9c1d164f8d4d0d5ee767b5784ae3bf11a955a
com.splendo.kaluga	storage-permissions-iosarm64	1.3.0		N/A
com.splendo.kaluga	storage-permissions-iosarm64	1.3.0	metadata	9b1085b01ffb95b2b6debc616dca8c3c8f0a2015
com.splendo.kaluga	storage-permissions-iosarm64	1.3.1		N/A
com.splendo.kaluga	storage-permissions-iosarm64	1.3.1	metadata	9f057b1318b1283617baea80232db764fc24ffb4
com.splendo.kaluga	storage-permissions-iosarm64	1.4.0		N/A
com.splendo.kaluga	storage-permissions-iosarm64	1.4.0	metadata	186c409c574f0b0d605d69b82b2cdf62edcaeb35
com.splendo.kaluga	storage-permissions-iosarm64	1.5.0		N/A
com.splendo.kaluga	storage-permissions-iosarm64	1.5.0	metadata	60ff6664720d2b9850ef15010a5f153afe526711
com.splendo.kaluga	storage-permissions-iosarm64	1.5.1		N/A
com.splendo.kaluga	storage-permissions-iosarm64	1.5.1	metadata	c8cf47e10d7ba20fef23d94f773a90e8d6c8d515
com.squeakysand	squeakysand-sling-taglib	0.1.0		2daeeaec9484e9ea83e5132eb2cddb860e39ceb1
com.squeakysand	squeakysand-sling-taglib	0.1.0	bnd	f31e309fb7a376bd195126c7242b64976aa832a3
com.vaadin	sso-kit-starter-hilla	3.0.0		8ac34bf577aee1c9617845a38ae520d73792e5b2
com.vaadin	sso-kit-starter-hilla	3.0.1		88a288d356d29d11e6ce77d332497811bf28d4b4
com.vaadin	sso-kit-starter-hilla	3.1.0		972657437dcb0b28b3a4ef96613e6bce3c259f54
com.vaadin	sso-kit-starter-hilla	3.1.1		e7e3ae4dcc8f859d2cc6ec69c0085e7ac4eb07cf
com.viadeo.axonframework	axon-kafka-terminal	0.1		6a169cac6fe4ea7a99c3feced65673cfa17c5fec
com.viadeo.axonframework	axon-kafka-terminal	0.1.1		4c7c02c9b42ae18ba13ddb03460a910d5c951961
controlhaus	beehive-controls	unofficial-1		3e98dc939716607aa0d1d6f527ba7cbadd94dc66
de.dailab	jiac-config-temp	5.1.5.2		7bcce55279648e6f179686a851ce2108e8f6398e
de.devsurf.injection.guice	de.devsurf.injection.guice.examples	0.6.2		3a1c8ec817c921af8cce43bc32839626357a7556
de.devsurf.injection.guice	de.devsurf.injection.guice.examples	0.6.3		0133d6b9935187e0dae7fc58477d9c61c318e1ac
de.devsurf.injection.guice	de.devsurf.injection.guice.examples	0.6.4		2c7a1b867178c8334117477df209426bddee857f
de.devsurf.injection.guice	de.devsurf.injection.guice.examples	0.7.0		eeca2afeed659fea166e68ee4767d3b40b57edbb
de.devsurf.injection.guice	de.devsurf.injection.guice.examples	0.8.0		e43b9fd6c0e70102506089dc1f64c7151eee7bf9
de.devsurf.injection.guice	de.devsurf.injection.guice.examples	0.8.1		e276443c60f6fb194a0b3b5231f975d631d8d579
de.devsurf.injection.guice	de.devsurf.injection.guice.examples	0.8.2		ffab379992e23834ed6d705415e118fde7062b5c
de.devsurf.injection.guice	de.devsurf.injection.guice.examples	0.8.3		a25cecdff23a53f20f080379179b673d3acad57d
de.devsurf.injection.guice	de.devsurf.injection.guice.examples	0.8.5		2cc791267b15a39336c487bc39c84bceab1797f2
de.devsurf.injection.guice	de.devsurf.injection.guice.examples	0.8.6		8b2040b150a9c1e6d4b1df5749ba506654f49588
de.devsurf.injection.guice	de.devsurf.injection.guice.examples	0.8.7		83262fbd104c0cc2cd513d6fdf34c60ab52707cb
dev.batect.docker	client-macosx64	0.1.0-prerelease.0.87+20210909T051037Z		N/A
dev.batect.docker	client-macosx64	0.1.0-prerelease.0.87+20210909T051037Z	metadata	a3fc8d73650e000e2b1e2748f01fce07413602c6
dev.batect.docker	client-macosx64	0.1.0-prerelease.0.87+20210909T051757Z		N/A
dev.batect.docker	client-macosx64	0.1.0-prerelease.0.87+20210909T051757Z	metadata	d3c60168f27c9d49bb0090fe5f5e4f5b1f90c1c6
dev.batect.docker	client-macosx64	0.1.2		N/A
dev.batect.docker	client-macosx64	0.1.2	metadata	834bf4f0f3b4cc4c423948b0636547f1fc80cfa4
dev.batect.docker	client-macosx64	0.2.0		N/A
dev.batect.docker	client-macosx64	0.2.0	metadata	0f77b82fd1ab1dc44084bbf228d324305b69b57b
dev.batect.docker	client-macosx64	0.3.0		N/A
dev.batect.docker	client-macosx64	0.3.0	metadata	4ac24fd1b4bbf18632615824ca693a676e6375a8
dev.batect.docker	client-macosx64	0.4.0		N/A
dev.batect.docker	client-macosx64	0.4.0	metadata	c6bee1e52e61b819567a6f310a4bc4cdbb312d77
dev.batect.docker	client-macosx64	0.4.1		N/A
dev.batect.docker	client-macosx64	0.4.1	metadata	cecbfe0becd8daf3c9afe8dd3d9232f155a1aa41
dev.batect.docker	client-macosx64	0.4.2		N/A
dev.batect.docker	client-macosx64	0.4.2	metadata	2cbe4c2391d87d09486f7fe73e3a0d496ca8dc55
dev.batect.docker	client-macosx64	0.5.0		N/A
dev.batect.docker	client-macosx64	0.5.0	metadata	35ee080c02d48784ac3d89f57429055673b9d201
dev.batect.docker	client-macosx64	0.6.0		N/A
dev.batect.docker	client-macosx64	0.6.0	metadata	492c2fae4cba89ee4ac77a19053c876360997624
dev.batect.docker	client-macosx64	0.6.1		N/A
dev.batect.docker	client-macosx64	0.6.1	metadata	f644ad11153fc927f0434cd0c497766c1ecd3381
dev.batect.docker	client-macosx64	0.7.0		N/A
dev.batect.docker	client-macosx64	0.7.0	metadata	20e92f45619df47b8d6c842e153fe7ea5f8a54f9
dev.batect.docker	client-macosx64	0.7.1		N/A
dev.batect.docker	client-macosx64	0.7.1	metadata	2fb4be5b0ca73b621f1809ee1d6be05def8beaa2
dev.batect.docker	client-macosx64	0.8.1		N/A
dev.batect.docker	client-macosx64	0.8.1	metadata	bd5024ca52071dab6604bebe5f7e4d0e717f17a4
dev.batect.docker	client-macosx64	0.8.2		N/A
dev.batect.docker	client-macosx64	0.8.2	metadata	9ef20f1e0d185629553d8fab8020d6a4c77057d2
dev.batect.docker	client-macosx64	0.8.3		N/A
dev.batect.docker	client-macosx64	0.8.3	metadata	f990906175ba5fa6e10206d98289071ad65df6ea
dev.batect.docker	client-macosx64	0.8.4		N/A
dev.batect.docker	client-macosx64	0.8.4	metadata	ab145c9db212dd83b63de49bf58ea8f4f75eee14
dev.batect.docker	client-macosx64	0.8.5		N/A
dev.batect.docker	client-macosx64	0.8.5	metadata	89aa55449592f89575937aa42338a505d38dde88
dev.batect.docker	client-macosx64	0.8.6		N/A
dev.batect.docker	client-macosx64	0.8.6	metadata	d9f2aab5898b9d6c9d6a8624507a9112c769939e
dev.batect.docker	client-macosx64	0.8.8		N/A
dev.batect.docker	client-macosx64	0.8.8	metadata	2e3f3d5edd58ba4f546fac3cc69497ed042f930f
dev.batect.docker	client-macosx64	0.8.9		N/A
dev.batect.docker	client-macosx64	0.8.9	metadata	aa33f1614d64fb641eee451e700fd0e25a61b6ac
dev.batect.docker	client-macosx64	unspecified		N/A
dev.batect.docker	client-macosx64	unspecified	metadata	d69f5b968b3447665c39ccae0f755c8ea7587ada
dev.programadorthi.state	compose-watchosx64	0.0.1		N/A
dev.programadorthi.state	compose-watchosx64	0.0.1	metadata	06196c60267ad04980d598d527c0309c8938d744
dev.programadorthi.state	compose-watchosx64	0.0.2		N/A
dev.programadorthi.state	compose-watchosx64	0.0.2	metadata	dc9ee262307fd8afec3b0f95350814488917abbd
dev.programadorthi.state	compose-watchosx64	0.0.3		N/A
dev.programadorthi.state	compose-watchosx64	0.0.3	metadata	f9e21256006cfc49b6ff4c1f19e486391c9740e1
dev.programadorthi.state	compose-watchosx64	0.0.4		N/A
dev.programadorthi.state	compose-watchosx64	0.0.4	metadata	478e48c912ea590d2dced4a9d074e24c2ca6be55
dev.programadorthi.state	compose-watchosx64	0.0.5		N/A
dev.programadorthi.state	compose-watchosx64	0.0.5	metadata	f39032a135b46652e99571e62c59351ea86a0f42
dev.tclement.fonticons	font-symbols-rounded-js	1.2.3		N/A
dev.tclement.fonticons	font-symbols-rounded-js	1.3.0		N/A
dev.tclement.fonticons	font-symbols-rounded-js	1.4.0		N/A
dev.tclement.fonticons	font-symbols-rounded-js	1.4.1		N/A
dev.vankka	dependencydownload-runtime	1.2.1		f7bd08296edb9050d7dcc95dcb8f1dff28ee8a79
dev.vankka	dependencydownload-runtime	1.3.0		df9eadc1f61177f74dc06ba3f3cf4a54108ec201
dev.vankka	dependencydownload-runtime	1.3.1		97ee65505f38ddb3cdf5153fffcbdcf53b9a4c67
io.7mind.izumi	distage-extension-logstage_2.12	0.10.0		41b3929250a2cc4d39f1b315b0b51430ae81c131
io.7mind.izumi	distage-extension-logstage_2.12	0.10.0-M13		5170553aa9422bab549609ac6dcbaebe2ae3932e
io.7mind.izumi	distage-extension-logstage_2.12	0.10.0-M13-ZIORC16		a2162611e5abd1a5a69024214461efc7998390ed
io.7mind.izumi	distage-extension-logstage_2.12	0.10.0-ZIORC16		211161e3aabbc1c18ee27ca3fb7e6ab17eceac76
io.7mind.izumi	distage-extension-logstage_2.12	0.10.1		0b270d70abd54b567cc691e93024d63e5f656321
io.7mind.izumi	distage-extension-logstage_2.12	0.10.1-ZIORC16		18ebcb706cf97ceb15ecff3bc053e75095954af4
io.7mind.izumi	distage-extension-logstage_2.12	0.10.10		9e44869eab24194f8e13f4f20c3c43aad994f115
io.7mind.izumi	distage-extension-logstage_2.12	0.10.11		33ce71b358ca4e2d367159ce6abe00df49466f65
io.7mind.izumi	distage-extension-logstage_2.12	0.10.12		2927d5629dce4bccc47f1bade26b70f5ea76b86a
io.7mind.izumi	distage-extension-logstage_2.12	0.10.13		694a96a1b699aa27795bf97b69e77d537113d3e3
io.7mind.izumi	distage-extension-logstage_2.12	0.10.14		cbb92acdd25606112d24be9d369c3bedf5d0d258
io.7mind.izumi	distage-extension-logstage_2.12	0.10.15		48167cec4c45462e224cd5deb78648203dc5607f
io.7mind.izumi	distage-extension-logstage_2.12	0.10.16		9aa6c4e40c46c0bc9f1e73fd9e638c5f2964849d
io.7mind.izumi	distage-extension-logstage_2.12	0.10.17		da66c0c686f3d20d3c5f859626acff3e1930e98a
io.7mind.izumi	distage-extension-logstage_2.12	0.10.18		8cee859e477383d7c0f38c17a1443c4e1266f6c5
io.7mind.izumi	distage-extension-logstage_2.12	0.10.19		3533d68a6cda7654cb3eea7ad190cc80b18c5788
io.7mind.izumi	distage-extension-logstage_2.12	0.10.2		48d13cf59dfa06e5b332f040ffa2a7f713187f7b
io.7mind.izumi	distage-extension-logstage_2.12	0.10.2-M0		6b8cc94109232c425304d2bcbc81a39f5c746d7b
io.7mind.izumi	distage-extension-logstage_2.12	0.10.2-M1		47fe4723465e7171cca21ef7125af4db6544cbf7
io.7mind.izumi	distage-extension-logstage_2.12	0.10.2-M2		198e90cf82f7e9d113e23f8994a2fb1ae5c89c5f
io.7mind.izumi	distage-extension-logstage_2.12	0.10.2-M3		af8e621302a21e986fbf17c8462b2e396ca25d3e
io.7mind.izumi	distage-extension-logstage_2.12	0.10.2-M6		071ab1d3ac9a085a8291425006a38f76be4c258e
io.7mind.izumi	distage-extension-logstage_2.12	0.10.2-M7		11b6be70242c7cb9fa3d1c68845958fca8662c76
io.7mind.izumi	distage-extension-logstage_2.12	0.10.2-M7-ZIORC16		ca18b5dc66f53df476ed1ea981e2431f13b6c18a
io.7mind.izumi	distage-extension-logstage_2.12	0.10.2-M8		328aa2418a4203e3892af2c8dd373a21c1da17c3
io.7mind.izumi	distage-extension-logstage_2.12	0.10.2-M8-ZIORC16		902fe932a78261b60713fdd0878cdda0fa233c45
io.7mind.izumi	distage-extension-logstage_2.12	0.10.3		ccf51344bb12e91eafa647fc8688baf9e73b12cb
io.7mind.izumi	distage-extension-logstage_2.12	0.10.3-M1		102e7fd877e8768df308e7129bfbbcc1af8e51f6
io.7mind.izumi	distage-extension-logstage_2.12	0.10.3-M2		d0edf65224c0c0e8ac4c9cc12768b4d50ddd89b3
io.7mind.izumi	distage-extension-logstage_2.12	0.10.4		1ef69f1f024044e82394cc185558166ff52e01fc
io.7mind.izumi	distage-extension-logstage_2.12	0.10.5		c810f7f232d2fead4236296d463b709957eb0d4a
io.7mind.izumi	distage-extension-logstage_2.12	0.10.6		38546e5579f7fb1435913b31b411bfe04eaaeeb7
io.7mind.izumi	distage-extension-logstage_2.12	0.10.7		4e83b4844daebf54aa28d8b8bb44a52edaffb395
io.7mind.izumi	distage-extension-logstage_2.12	0.10.8		5784f69bcb73b754c788f9a63f06c873ebe4b8a6
io.7mind.izumi	distage-extension-logstage_2.12	0.10.9		19c66e158945a2e4b4dfd2e9be395329907dde23
io.7mind.izumi	distage-extension-logstage_2.12	1.0.0		578f23b22ae283f94ddc8ecfcfc293a95f5a12d8
io.7mind.izumi	distage-extension-logstage_2.12	1.0.0-M1		8a04674441e6ebce46c8bc39098b4bc522fbdefa
io.7mind.izumi	distage-extension-logstage_2.12	1.0.1		99940cc38cd2a334ea4cdd64f01769230a84d360
io.7mind.izumi	distage-extension-logstage_2.12	1.0.10		c71e5ef6b09053d9d1681de7855b37399ce68a0a
io.7mind.izumi	distage-extension-logstage_2.12	1.0.2		5e3d230fde78219f06dd37d73d8721485686c2b3
io.7mind.izumi	distage-extension-logstage_2.12	1.0.3		4bbebb6c69b2a4bafb934d52eb8e45b896695e96
io.7mind.izumi	distage-extension-logstage_2.12	1.0.4		30ea7d2f59c10fa54862a887916deb7f72c8c518
io.7mind.izumi	distage-extension-logstage_2.12	1.0.5		9ebc5f0dabb9084af332a1c52303aea619726d6d
io.7mind.izumi	distage-extension-logstage_2.12	1.0.6		2b3fc3266a98d13b5603e6c57cb71f86dec697d6
io.7mind.izumi	distage-extension-logstage_2.12	1.0.7		36dee3094e5bf7a8ad47198caf93c8d886375358
io.7mind.izumi	distage-extension-logstage_2.12	1.0.8		bb00eddc26344a8e3f5c85391a39c49824a6ed01
io.7mind.izumi	distage-extension-logstage_2.12	1.0.9		30c7f1bea1eda25d7c4d0519019259eef9558fc6
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0		e0b73c89557b0db620e10610be20065f0825763b
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M1		20bbd900d2c720a69a7d69c32f2d908477891853
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M10		52d3f39644b49a4721f2eea5807173490f603843
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M11		60268b5359fadedbf2d92a5d8260eec133c70690
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M12		a19eaa7742c7299370af2c773f1731e62cf4a6a3
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M13		b0dc6eab602046f860fd64228ea8aebc84a2bb9f
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M14		1565f1939b79daa017a87abcb212d086b234f1a0
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M15		3265ae78602de9cd51887a9b52205377db14b709
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M16		675bdbccb112405424b8dc83798ec56d8d49dfba
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M17		d99e5610a477bdc7129fd70f250926686905f88f
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M18		043026be5a697158c0cb910bb640fa09586e8f93
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M19		33502aabb145e2d28df2b0bf7875a065870fe32a
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M2		65f36743564a0e9b1b5df5f184550e7ecd1866a5
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M20		9e7cd5696b2512ad51836a89e88f54be4b1f6485
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M21		67f6bba13af4e66c5b2fff6f5f429a9511e21fcd
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M22		f53ec255093b77c52e88972f7b99da37953a53c4
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M23		a00042b43bcc92f94d3425b45d50cfa76fbf107e
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M24		faa29e335f8f0e792c52ad4fc6b9d661b764703a
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M25		a3b0f51e0ade8cd21bb336979fa419d8c9d80803
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M26		923ef965fff552081efe21e83e87bbaf3d0c3b91
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M27		d967ad485dc1465af00d21d6a7b03d93c0864138
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M3		ebac9625f0aa8888acdcf6d5a715283cb7a2a9ec
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M4		cdacbb82c1ff3937c825e24d7ec0ec5529e2ed1b
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M5		6558a8f891bf1dbe81fb866167a3e7aedd0427e0
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M6		e1c2cd99fd4f8ef7887af3f30bd4405d173eac1f
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M7		866e9a5ffe4d996e4a9365b3d5406a61382a3f19
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M8		58d7bd94fb57e4f8ea255e8e13e81e1fc7108275
io.7mind.izumi	distage-extension-logstage_2.12	1.1.0-M9		405007102e72edad16d4b3cc12dd5ef7e3971d9a
io.7mind.izumi	distage-extension-logstage_2.12	1.2.0		2bf837941b82abec15a45aad59fab6e3740e9417
io.7mind.izumi	distage-extension-logstage_2.12	1.2.1		02e35d74112c13833dd41a590f9c2475bc8e0e01
io.7mind.izumi	distage-extension-logstage_2.12	1.2.10		74d51c86727f3c834a89ffa829d6b5bc80f5c1d4
io.7mind.izumi	distage-extension-logstage_2.12	1.2.11		c8ce53f2db48e14a4fb090355eda289ae1eeacf0
io.7mind.izumi	distage-extension-logstage_2.12	1.2.12		24d50673466cffc44e4eb9bbbe01611988c03ee0
io.7mind.izumi	distage-extension-logstage_2.12	1.2.13		b2faf5985a46dfd87bb5609613ba37f6ad5d281b
io.7mind.izumi	distage-extension-logstage_2.12	1.2.14		b95723299f886a41d15bebaf648d6ad7e08dab3a
io.7mind.izumi	distage-extension-logstage_2.12	1.2.15		502da2e9a33a709d691dc53d2eafffdad3776834
io.7mind.izumi	distage-extension-logstage_2.12	1.2.16		4f7e1cdcf32bb729ba7b7d4deecf6b9f1f89bfe4
io.7mind.izumi	distage-extension-logstage_2.12	1.2.17		bf03a8422dfa0e7a37273aa2be83b7d4ef1e6bb4
io.7mind.izumi	distage-extension-logstage_2.12	1.2.2		d2ede29a371ef8bef6ca409bf30bc0de454d640d
io.7mind.izumi	distage-extension-logstage_2.12	1.2.3		da04559747d31d37e882851ac2a6444a15cf6070
io.7mind.izumi	distage-extension-logstage_2.12	1.2.4		f660d5e75307ab6abe5fa91f40194bd3dc005593
io.7mind.izumi	distage-extension-logstage_2.12	1.2.5		a0edac035e05a09697e4016b65e56859bd45e90c
io.7mind.izumi	distage-extension-logstage_2.12	1.2.6		c69055d069c1537c95ed8b80208c29ff525cb824
io.7mind.izumi	distage-extension-logstage_2.12	1.2.7		8d7a6fcd18856aac6a4fa92df8f7d4e72f28426d
io.7mind.izumi	distage-extension-logstage_2.12	1.2.8		7194e2d0a09e0c57da43d40f60482133cec375b6
io.7mind.izumi	distage-extension-logstage_2.12	1.2.9		15c1569f237b7f0796f00b7d5180f97cbd8cd3aa
io.ciogram	ciogram-commands	0.3.0		1a58bf436106f0ee1cab85bfbc39d818846fd403
io.github.domgew	kop-linuxarm64	0.0.1		N/A
io.github.domgew	kop-linuxarm64	0.0.2		N/A
io.github.domgew	kop-linuxarm64	0.0.3		N/A
io.github.ihub-pub	ruoyi-common-oss	0.1.5		68e162311182239da7f40fdf5563af4de2dcf35d
io.github.ihub-pub	ruoyi-common-oss	5.2.3		a0c5ab54cc6c981f5e2bd262963e72f5d90f8b9d
io.github.tunguyen227	platformkore-iossimulatorarm64	0.1.0		N/A
io.github.tunguyen227	platformkore-iossimulatorarm64	0.1.0	metadata	74d4e128ccb994788b9896764970b6a6aec4e81f
io.github.wyatlee252	Myfirstpublishedpackage	1.0.0		6810d012ffe3441ec6853ce2f67328c995ed57f6
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosx64	1.3.0		N/A
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosx64	1.3.0	metadata	bade5bfc78bfd1d6abfa938c5197070ca45b97c6
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosx64	1.3.2		N/A
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosx64	1.3.2	metadata	2510c1cfe0be1e18b5b541694c757e61620bebc2
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosx64	1.3.3		N/A
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosx64	1.3.3	metadata	2ccfa3508029025a35723f73cd94c11465136179
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosx64	1.4.0		N/A
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosx64	1.4.0	metadata	22bb344b1280b8fa98fad48416c6355d96d39158
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosx64	2.0.0		N/A
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosx64	2.0.0	metadata	46d7d38d7e2bcf89a0ac8ad6d3f39b3e2f04e29e
io.matthewnelson.immutable	collections-androidnativex86	0.1.0		N/A
io.matthewnelson.immutable	collections-androidnativex86	0.1.0-alpha01		N/A
io.matthewnelson.immutable	collections-androidnativex86	0.1.1		N/A
io.matthewnelson.immutable	collections-androidnativex86	0.1.2		N/A
io.matthewnelson.immutable	collections-androidnativex86	0.1.3		N/A
io.matthewnelson.immutable	collections-androidnativex86	0.1.4		N/A
io.matthewnelson.immutable	collections-androidnativex86	0.2.0		N/A
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.0		N/A
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.immutable	collections-tvossimulatorarm64	0.1.0-alpha01		N/A
