axis2	soapmonitor	1.0		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.1	metadata	6c95d78d7d7266ac4aa22c209ca281bf3ec0ce8a
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.2		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.2	metadata	c21c249acfbe2bae82a1e67ce0379e6df86190c4
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.3		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.3	metadata	0182092c883a3e726ca4fcc0ecc62d31480deb93
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.3-coil3		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.3-coil3	metadata	63a76d1425e7ee0dfc0912d8565f0c912b2bac04
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.3-wasm0		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.3-wasm0	metadata	62bbb2d33b8e2a5f8c0bdcc7d6f8e7ad2b8815a8
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.4		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.4	metadata	efa07434361accbfc0bcd23f1eba22276642899c
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.4-wasm0		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.5.4-wasm0	metadata	d9a11e40a210a51b78aca90c93691d2d4dca446e
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.0		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.0	metadata	b3a11b65d3ff2b9a590f6a10164f0a9f0a0dbc1e
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.0-beta-1		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.0-beta-1	metadata	4765aa0bcb01f55c0c3ae94693d0d432e49eef40
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.0-coil3		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.0-coil3	metadata	ab1506d761e301c35c0cfd4853961f52dfcc0bbb
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.0-rc-1		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.0-rc-1	metadata	28defc557a6359e4fb7a6db01231fc713e952284
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.0-wasm0		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.0-wasm0	metadata	63d2abfaa4e4252783ec6c9146b81e3838b5d1e6
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.1		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.1	metadata	7739149ca3219e50ba0d7743b4dddb24a12aecbc
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.1-dev		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.6.1-dev	metadata	3a9f7f2e46c42a73db312affcf0c0e355f72f490
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.7.0-beta-1		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	2.7.0-beta-1	metadata	7fa2e79aafa139a50c3ea86602868810b43d111e
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.0		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.0	metadata	6274d7c460cddeb9cb1bb30e6825dd478f3e757b
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.0-beta-1		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.0-beta-1	metadata	23f7a498dc2b879c464d31790c8b10243c406934
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.0-dev-1		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.0-dev-1	metadata	2c1226f57ce77924143eb2eedaa9f928b4692a0f
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.0-rc-1		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.0-rc-1	metadata	d835bffd03d9ddf62407a012695c5864c01c6ad0
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.0-rc-2		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.0-rc-2	metadata	9824f381e8ac3f0d91ed3b7bd238c682cd871854
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.1		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.1	metadata	b88c11d3d62635345310ef61a8bd7e73f536b271
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.2		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.2	metadata	de44d22d310e318661a28856733914aae7a9f0f2
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.3		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.0.3	metadata	c7db99cd6b146e0937dd21c83b55c2047da00006
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.0		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.0	metadata	36c304d3df233d07a723cbe873de45c922290945
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.0-beta-1		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.0-beta-1	metadata	cb3ea82496bac5f5272d4657eb62b20b6ac1ad57
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.0-beta-2		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.0-beta-2	metadata	8781574a6138e1621abbf5d76448d33f82b3c3c1
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.1		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.1	metadata	d5615b112ccf905da3f4d4d27c04ffa2d9deb1f7
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.2		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.2	metadata	53607ebcc104366ef9417c483047bdd1787845ba
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.3		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.3	metadata	d653d4c108318cf52de808ac477fc9663dfe2044
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.4		N/A
io.github.jan-tennert.supabase	storage-kt-watchossimulatorarm64	3.1.4	metadata	f6ace12ed38a04d640e92ef22ad379398962d20a
io.github.pdvrieze.xmlutil	core-macosarm64	0.84.0		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.84.0-RC1		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.84.1		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.84.1	metadata	b7309f57e56a35712ce266fdddcb5025a4d184a5
io.github.pdvrieze.xmlutil	core-macosarm64	0.84.2		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.84.2	metadata	cf178591e03514dd0a637db4718705400058b185
io.github.pdvrieze.xmlutil	core-macosarm64	0.84.3		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.84.3	metadata	f1539718d8358ad86f58e44b2a85fbbab990afc8
io.github.pdvrieze.xmlutil	core-macosarm64	0.85.0		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.85.0	metadata	bc8102d2b5abee593fd930d6d234049bb25d8768
io.github.pdvrieze.xmlutil	core-macosarm64	0.86.0		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.86.0	metadata	f4171c8f3788e2e67caf89d4922ef5db96d9354d
io.github.pdvrieze.xmlutil	core-macosarm64	0.86.1		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.86.1	metadata	675169a4316ead80cd6a55b77953f1de9a12aa42
io.github.pdvrieze.xmlutil	core-macosarm64	0.86.2		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.86.2	metadata	67035182108dd4cca00959bd2e43708379c5b873
io.github.pdvrieze.xmlutil	core-macosarm64	0.86.3		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.86.3	metadata	caf9c7e23de36b67b68943f9708fd281c643d080
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.0		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.0	metadata	199a4f2280bdb5cf465894497167c04a780411d7
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.0-RC2		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.0-RC2	metadata	27722c2caeea2391f9b2c650f262eb1d4794111d
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.0-RC3		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.0-RC3	metadata	cb4c3977270de8c3de2a91ed7c1d71c55b8a515d
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.1		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.1	metadata	8a1116e623e8f1684f422cec557d5f9f3fb0f3f6
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.2		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.2	metadata	8ce87195535c17d3e5d79111c5bc59de028159d1
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.2-beta1		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.2-beta1	metadata	e6cd6b749009b155ddf2a823f9d352686dc6a715
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.3		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.90.3	metadata	66dbd17a4224df8befe2437a81f7c683437885cc
io.github.pdvrieze.xmlutil	core-macosarm64	0.91.0		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.91.0	metadata	ef2ca3c854fdb1940d9602cac48386c51cb807c8
io.github.pdvrieze.xmlutil	core-macosarm64	0.91.0-RC1		N/A
io.github.pdvrieze.xmlutil	core-macosarm64	0.91.0-RC1	metadata	8b340dcf8a5dbe047bd32e0c0f84ab14c033b9e9
io.github.t83714	elastic4s-client-sniffed_3	8.11.6		7abf9119dcbeb22596c0093fa33fc9a6ea79e1bb
io.github.t83714	elastic4s-client-sniffed_3	8.11.6-alpha.2		3f5af80141ef81bb1caf1b47f318fa311d33e75c
io.github.t83714	elastic4s-client-sniffed_3	8.11.7		ce7ae5197cbe61c374bfb32c1e4824e353fe8504
io.github.zhangethan	pinyin4j	2.6.1		d04a9a59a36a8987ff3b567ccd0a1b98b1c155d4
io.nosqlbench	adapter-stdout	4.17.17		c8b221d1c342a6bdadb82aa8e49e8e986ef9c31b
io.nosqlbench	adapter-stdout	4.17.18		2b00753ff0220149321d252b65154c5c3fff3597
io.nosqlbench	adapter-stdout	4.17.19		690cac900ac66813db29254c5a6e1c316a30e011
io.nosqlbench	adapter-stdout	4.17.25		2800ea8d66ed56413f30f23acf9893b90495f06f
io.nosqlbench	adapter-stdout	4.17.26		d9a716d5bcfa00494460f4e32b97f4407fa775e9
io.nosqlbench	adapter-stdout	4.17.28		5c7e680693fb0f3a96da6d4a045a706f768c0dfb
io.nosqlbench	adapter-stdout	4.17.29		8f6a0abe5ffd2ad9861043cab2c06a33be464971
io.nosqlbench	adapter-stdout	4.17.31		23de573fd4cd36bc264abb0d5e1fbda28d51569a
io.nosqlbench	adapter-stdout	4.17.32		7203bb99489d12ce88dcf3724db8ca51e556edba
io.nosqlbench	adapter-stdout	5.17.0		48b0abbfa06b0f9ba531611fd51c8d829c36ab0e
io.openliberty.features	io.openliberty.internal.versionless.websocket-2.1	24.0.0.10		N/A
io.openliberty.features	io.openliberty.internal.versionless.websocket-2.1	24.0.0.11		N/A
io.openliberty.features	io.openliberty.internal.versionless.websocket-2.1	24.0.0.12		N/A
io.openliberty.features	io.openliberty.internal.versionless.websocket-2.1	24.0.0.8		N/A
io.openliberty.features	io.openliberty.internal.versionless.websocket-2.1	24.0.0.9		N/A
io.openliberty.features	io.openliberty.internal.versionless.websocket-2.1	25.0.0.1		N/A
io.openliberty.features	io.openliberty.internal.versionless.websocket-2.1	25.0.0.2		N/A
io.openliberty.features	io.openliberty.internal.versionless.websocket-2.1	25.0.0.3		N/A
io.openliberty.features	io.openliberty.internal.versionless.websocket-2.1	25.0.0.4		N/A
io.quarkiverse.minio	minio-client	0.0.1		cf7c5d308a9670026c5ccfc98807d1fe5215b6b5
io.quarkiverse.minio	minio-client	0.1.0		0fa4ec55277967a41a73600899d27ba7b7221a49
io.quarkiverse.minio	minio-client	0.2.0		42767e3ccb7536e02b6dd51151d5f799df909e8c
io.rsocket.kotlin	rsocket-transport-ktor-websocket-iossimulatorarm64	0.15.4		N/A
io.rsocket.kotlin	rsocket-transport-ktor-websocket-iossimulatorarm64	0.15.4	metadata	4bdc81c898dafaa8c7eaf256eb2fd208b332b733
io.verniv.auth	auth	1.0.0		N/A
io.verniv.auth	auth	1.0.1		N/A
io.verniv.auth	auth	1.0.2		N/A
it.agilelab	darwin-confluent-connector_2.12	1.1.0		c1889dd3d0146dc7ebb244f16487cf5fb6b5e420
it.agilelab	darwin-confluent-connector_2.12	1.1.1		eb1383870e601aa4eb39e04eaa89fcaeb09ff4ec
it.agilelab	darwin-confluent-connector_2.12	1.2.0		8d9b92c20421732d6c7a770bbbc47e40a3d81de8
it.agilelab	darwin-confluent-connector_2.12	1.2.1		fe72e2fad4f94513e7d4867f57618c38acbc7a38
it.agilelab	darwin-confluent-connector_2.12	1.2.2		320aa7d640bc5be254037a56d530dd0d2a2f235a
me.seroperson	urlopt4s_2.13	0.1.0		23a312d583f7c4c97e9d43ae5d62b53f01496ecd
me.seroperson	urlopt4s_2.13	0.2.0		48cb83f62b4bdf5e7f94d23edbe21d6be36b533c
org.anchoranalysis.anchor	anchor-test	0.3.1		62a5fe36c0a838eba1938a856af0a6baf934b77b
org.apache.hudi	hudi-utilities_2.13	0.15.0		9974d3b6dd3c5bf441214ef5c079cc0fa8137708
org.apache.hudi	hudi-utilities_2.13	1.0.0		5ee7c98beaf190d51ddcc24e7c92a9b06767aacb
org.apache.hudi	hudi-utilities_2.13	1.0.0-beta2		98df720dbd8881ad7ba166c7009cc8e513d7abc6
org.apache.hudi	hudi-utilities_2.13	1.0.1		19ef4f6279b6284e868c505927f98f88f33c94c6
org.apache.hudi	hudi-utilities_2.13	1.0.2		046086466d86ef383e4e568c736eb2a6f9bd26cf
org.apache.inlong	audit-common	0.12.0-incubating		7510bc073562fe1994dab20dbd2f41487f9c5838
org.apache.inlong	audit-common	1.0.0-incubating		5fa90183a89f0a7828a5a747ba4d139bbc231bbf
org.apache.inlong	audit-common	1.1.0-incubating		8daefbea1d7b65565eebc0637fb4857e20588433
org.apache.inlong	audit-common	1.10.0		b85524190fbbe76d02db08b4c6429c52adc41cd5
org.apache.inlong	audit-common	1.11.0		c469dbd816a6c1c582e9e7e7dd18c7404982da4f
org.apache.inlong	audit-common	1.12.0		074d2ec3bb34bc283a3291e16de3bb7b29617e19
org.apache.inlong	audit-common	1.13.0		0d6e6e5a0861231fbbd0b266ea28d0f0e409a78b
org.apache.inlong	audit-common	1.2.0-incubating		f9260e177860c5c819f72ae4e6e0aa2a5e24cf0d
org.apache.inlong	audit-common	1.3.0		9661d8656957b589e2c989be2799f1e095d4e6d9
org.apache.inlong	audit-common	1.4.0		f1760635756fdf69f72b40625266c198acaa81a4
org.apache.inlong	audit-common	1.5.0		da1e07e11d36bc88f2e4e1a442bad4d73f3292e0
org.apache.inlong	audit-common	1.6.0		656f41904b3c0f2f1adf6633ab2a2a3b21ca8bae
org.apache.inlong	audit-common	1.7.0		9c9b3723fbe6b80d65d734a3842ae5a5484ebbf6
org.apache.inlong	audit-common	1.9.0		7cba5488b01e5f05ada90950ae008d9f51d14dbc
org.apache.inlong	audit-common	2.0.0		b35c57801f53ded7d4733e78abf1616ebf6bc73c
org.apache.inlong	audit-common	2.1.0		d6a3dc80b30cb650f12a353f1c95b7038d6375ca
org.apache.linkis	linkis-manager-service-common	1.0.3		06fdf7ff7add7768402b7c04ced56ed755f716e5
org.apache.linkis	linkis-manager-service-common	1.1.0		2b530b77a9de1626200ba1cb33774d9747f63b9c
org.apache.linkis	linkis-manager-service-common	1.1.1		2b3391a32f4bd328864298952886de1cf4321b0f
org.apache.linkis	linkis-manager-service-common	1.1.2		a4ac68104c249acdb7df73c273913f68482ece59
org.apache.linkis	linkis-manager-service-common	1.1.3		9fcfe99326c45592f7a2ec29a23efa3241ec1b93
org.apache.marmotta	marmotta-ldpath	3.0.0-incubating		6b542f3ce05a6beb9b1bd1c347dec8ff1dd1c346
org.apache.marmotta	marmotta-ldpath	3.0.1		d3f9a774a790f7b980f6e0deb6e4861565b0cc10
org.apache.marmotta	marmotta-ldpath	3.1.0-incubating		0e129884e0fc748c35d11c0aca68f00ca416bcf5
org.apache.marmotta	marmotta-ldpath	3.2.0		b05caa4e393e44dbfb9e0a700b21a8e2feec8161
org.apache.marmotta	marmotta-ldpath	3.2.1		e05dadf41804f0da73e4f27570271e0010adb34b
org.apache.marmotta	marmotta-ldpath	3.3.0		590ae6497faa817508614053586ecf98835ef53d
org.apache.marmotta	marmotta-ldpath	3.4.0		2b919f15290cfcf87a088ad0a9ac57bb1d66a39e
org.apache.maven	maven-artifact-test	2.0		f6a1b485663ad9d361cbd4cbf86a34e3a91dd252
org.apache.maven	maven-artifact-test	2.0-alpha-2		c11c61fdea7c7bf8506672f6a9f767e121d5a483
org.apache.maven	maven-artifact-test	2.0-alpha-3		7442652b32fa4ea233dc501191eeb2e48637d96c
org.apache.maven	maven-artifact-test	2.0-beta-1		ccb74b392057a9da199512bc696b07f038090708
org.apache.maven	maven-artifact-test	2.0-beta-2		e1db3c3447d98f6446fb240ba3e389a0eddae602
org.apache.maven	maven-artifact-test	2.0-beta-3		e23ef739cd106e104fcf152c00519f04e2f01b1b
org.apache.maven	maven-artifact-test	2.0.1		f1399d0b4336b364c92bb1692ab677803d53eb38
org.apache.maven	maven-artifact-test	2.0.10		e52c20193216cacdbf0eb680c726b58f7704d2aa
org.apache.maven	maven-artifact-test	2.0.11		15a09c9520c70757bfa6f52e3393009e3d756446
org.apache.maven	maven-artifact-test	2.0.2		4640859470ac36c0bc398d08b5229e3c82a1a216
org.apache.maven	maven-artifact-test	2.0.3		4144855982b853ec8afbbc8fd999ca7ebf534143
org.apache.maven	maven-artifact-test	2.0.4		74ca90717b839f6ce502e62cb709cdd9c5f29906
org.apache.maven	maven-artifact-test	2.0.5		b4b48a068aa3de44c646bcb01f5f327ed089e580
org.apache.maven	maven-artifact-test	2.0.6		993e2967f44608bc16ab07f1d326af92dac1d39d
org.apache.maven	maven-artifact-test	2.0.7		8c58ee646ee3356c4cfe704e6f370e94a5c26418
org.apache.maven	maven-artifact-test	2.0.8		c831d7880ffc011d4dc0b2aaa59c1c4cadde1208
org.apache.maven	maven-artifact-test	2.0.9		fbc6636dbb75f8ac3a010bf13ba1fa79addbab4f
org.apache.maven	maven-artifact-test	2.1.0		fb361cf3e50ea8e18d14b1bff5924c2634292455
org.apache.maven	maven-artifact-test	2.1.0-M1		0ff399336103c35f9868fb26b26c03ca48071012
org.apache.maven	maven-artifact-test	2.2.0		5cd7bce1d20f107c5bb0c25e1e6d1c810fe2142e
org.apache.maven	maven-artifact-test	2.2.1		cf29a2dadfd3e8298db6cb119749e3891cb49ac8
org.apache.portals.jetspeed-2	jetspeed-deploy-tools	2.0		79e4eb36413328c6f2e672b5f0c1db865ea11fda
org.apache.portals.jetspeed-2	jetspeed-deploy-tools	2.1.3		61ff1e3e875a1316678cd5b069a9bc76053eaa8d
org.apache.portals.jetspeed-2	jetspeed-deploy-tools	2.1.4		e51da42c16234f3b45f4671e0cfe66ab3a80b3c5
org.apache.portals.jetspeed-2	jetspeed-deploy-tools	2.2.0		4b8b1f4754db3c615008e6ebd331a52b744fc689
org.apache.portals.jetspeed-2	jetspeed-deploy-tools	2.2.1		1463a735ce30091ccf152584f6f586ff568138ce
org.apache.portals.jetspeed-2	jetspeed-deploy-tools	2.2.2		b0eb0eb81cc72288ec2736d423deb3fd13de0a9e
org.apache.portals.jetspeed-2	jetspeed-deploy-tools	2.3.0		a6213fa6557af2996ef59b5a974f435f52a1dd0a
org.apache.portals.jetspeed-2	jetspeed-deploy-tools	2.3.1		a2b45ca8872cf03ea1c83cc7823c90ba18a8779f
org.apache.tinkerpop	spark-gremlin	3.1.0-incubating		4b8e5d7d6f5af19d56ff757732e937ed8beb52fa
org.apache.tinkerpop	spark-gremlin	3.1.1-incubating		2b8c15d2cca0bd0ec0b7104dc35861729c5770e8
org.apache.tinkerpop	spark-gremlin	3.1.2-incubating		0ee00fa7a5d758d98f0a1cb7145667bb0c31db73
org.apache.tinkerpop	spark-gremlin	3.1.3		b567b216ba5aed2be1b38291022494c612ef1bf5
org.apache.tinkerpop	spark-gremlin	3.1.4		11e994ce2dbe1c55a5183c1db8b88bc11192ed71
org.apache.tinkerpop	spark-gremlin	3.1.5		f3db011399c36ecd6cc080846aef7143de2fea61
org.apache.tinkerpop	spark-gremlin	3.1.6		67385b48adbc793df9387faf594812ef267cfac0
org.apache.tinkerpop	spark-gremlin	3.1.7		539bb795b2bb866789e2993a11f49815fcb8f884
org.apache.tinkerpop	spark-gremlin	3.1.8		1936098ecf45e2f9629b8bf405c543058ebcd8e5
org.apache.tinkerpop	spark-gremlin	3.2.0-incubating		791158e6dc1763c517c5be062b27c68a20348cde
org.apache.tinkerpop	spark-gremlin	3.2.1		a310eb76ad9d71fdbac08702b57b05d35e9d7769
org.apache.tinkerpop	spark-gremlin	3.2.10		80bc39f301a1621f69702a4bab8b0442b70df514
org.apache.tinkerpop	spark-gremlin	3.2.11		1c350b70c7b7f7a3abd1558bc55fecdd9291355d
org.apache.tinkerpop	spark-gremlin	3.2.2		284dca474acfb0c1dabaea1fa3895dd430feac28
org.apache.tinkerpop	spark-gremlin	3.2.3		d89dff431febf27c48a1640ecc1a3652ef19b708
org.apache.tinkerpop	spark-gremlin	3.2.4		ff224d0b632daeac9a5a015ea3a2884b712240ba
org.apache.tinkerpop	spark-gremlin	3.2.5		455fae9b0c8657d5f5e674361a1242e26261a09a
org.apache.tinkerpop	spark-gremlin	3.2.6		bc3f39c6fa4f13e9ef1ae534212a47a243e58452
org.apache.tinkerpop	spark-gremlin	3.2.7		5b59ae6c465c3288136d01a3a98b22d2177538d4
org.apache.tinkerpop	spark-gremlin	3.2.8		7d1ba71192c4165cf9a4f24428dfa9d41206e757
org.apache.tinkerpop	spark-gremlin	3.2.9		8b2d6b2af67edb45a934a91d246585222320c06c
org.apache.tinkerpop	spark-gremlin	3.3.0		ad999472eb66504de24357671d36babbfd9a69ba
org.apache.tinkerpop	spark-gremlin	3.3.1		aa8b7afd2392e21db77e8bb6946185add212482c
org.apache.tinkerpop	spark-gremlin	3.3.10		20122763b0c4e7564e7d23e0b90cace2026948c2
org.apache.tinkerpop	spark-gremlin	3.3.11		7b49520761b2f6fc4e6cd4e54bc6bd3e3dca6558
org.apache.tinkerpop	spark-gremlin	3.3.2		2f1f68bb8b05e7d58e7a83587a71a0e386d9b3fd
org.apache.tinkerpop	spark-gremlin	3.3.3		3898eb88f64a520a6f3f883a350e13faf079d386
org.apache.tinkerpop	spark-gremlin	3.3.4		ab8f996e8295dc6b782c851d7ec49dae02950a68
org.apache.tinkerpop	spark-gremlin	3.3.5		c52b8c7c1be54fb030094e6424293c368be44a6a
org.apache.tinkerpop	spark-gremlin	3.3.6		e4de00ba3f1b98de0ec957bb5ac9c7947943cd7b
org.apache.tinkerpop	spark-gremlin	3.3.7		e6e479c03bd2617ac56e557022ef45de1e00adeb
org.apache.tinkerpop	spark-gremlin	3.3.8		ffaddaa1428a0dff8232f5c15714fe0c6f83d4ca
org.apache.tinkerpop	spark-gremlin	3.3.9		40c7f7cfc2a6e931fa48bfea197746f53c19b2f5
org.apache.tinkerpop	spark-gremlin	3.4.0		ef5a248e5d14440fd3987adbecac86f1c5e1cca9
org.apache.tinkerpop	spark-gremlin	3.4.1		9644b9df39183974e7583598b4694969f235db06
org.apache.tinkerpop	spark-gremlin	3.4.10		3ca24fc56b48a7ffef092ca0572d7ecc57c3006d
org.apache.tinkerpop	spark-gremlin	3.4.11		ec115a7875992fa17a7557b56fa0e3aaf6e9f814
org.apache.tinkerpop	spark-gremlin	3.4.12		ab48d84b161724c5f4eb935749ba6493a0322952
org.apache.tinkerpop	spark-gremlin	3.4.13		bb891d939c957f914f76386490ec85ea7f140859
org.apache.tinkerpop	spark-gremlin	3.4.2		a6f5128261d826b231e7e185897213e61fdf473b
org.apache.tinkerpop	spark-gremlin	3.4.3		7f6a8a174d5c736aa2fc35f89bdb497a3c240691
org.apache.tinkerpop	spark-gremlin	3.4.4		8b5b4f486dda11e62028d36b57dc3f8a436cfdc7
org.apache.tinkerpop	spark-gremlin	3.4.5		abef000c1d55a1ecd405c3be29621fdad45759c4
org.apache.tinkerpop	spark-gremlin	3.4.6		57dea40cdd281fc518d783f5c4e236a6d278dd6c
org.apache.tinkerpop	spark-gremlin	3.4.7		59a7ba6e1aab41c16b8794f98811ee2567964a3b
org.apache.tinkerpop	spark-gremlin	3.4.8		f4d7d7ef29c957582e0c01863cf3972e455f308b
org.apache.tinkerpop	spark-gremlin	3.4.9		0d1b9dcf5aa6ce565425e1cfee97b5f8065d851b
org.apache.tinkerpop	spark-gremlin	3.5.0		f0cbff374d4d8753f3d6669cacb6584f45a3e37d
org.apache.tinkerpop	spark-gremlin	3.5.1		5ed7ab56c62281e200e021186fd22ac8b99ccb95
org.apache.tinkerpop	spark-gremlin	3.5.2		61ee8a2eff78b24f9923d10b0c07a00e5f3adaee
org.apache.tinkerpop	spark-gremlin	3.5.3		f0b1c8562a14eafd0081ea3fa046e9352df95d96
org.apache.tinkerpop	spark-gremlin	3.5.4		788f04eba0b714bccad7b25cff671ab2c2791aab
org.apache.tinkerpop	spark-gremlin	3.5.5		07ed3efb5537db2c921ccad548c7285eb27db2b1
org.apache.tinkerpop	spark-gremlin	3.5.6		4301ee8ffcbad57db98547d2a2d271c208b5fb59
org.apache.tinkerpop	spark-gremlin	3.5.7		4e02926b5bf61691bfc0442a052ea156f051bab7
org.apache.tinkerpop	spark-gremlin	3.5.8		2e15598bb082f701dca7551f07989c49895f4a44
org.apache.tinkerpop	spark-gremlin	3.6.0		648efd3d8ab4562b9545c2260c894e77a92dad3c
org.apache.tinkerpop	spark-gremlin	3.6.1		23314709a07087429818e939a9f026f30aec89ff
org.apache.tinkerpop	spark-gremlin	3.6.2		e610051e9993d7e6a5aa4d2bc2ec9ac47914d807
org.apache.tinkerpop	spark-gremlin	3.6.3		9b071b5f9fa62beae776315f101d283266cf572b
org.apache.tinkerpop	spark-gremlin	3.6.4		659ad3ad179cfc894e6e7ac88ff87a40532695d8
org.apache.tinkerpop	spark-gremlin	3.6.5		7b1f0229e63c4e21c1f61c95188c9c825fccc535
org.apache.tinkerpop	spark-gremlin	3.6.6		2087821b44ee8e4933521319dad1c5425e409f91
org.apache.tinkerpop	spark-gremlin	3.6.7		de9617d32a1bcce292355b51cbd3ffe21606de3f
org.apache.tinkerpop	spark-gremlin	3.6.8		7d3930820ca2c5cf9e071e686ce1f386c307baf4
org.apache.tinkerpop	spark-gremlin	3.7.0		c68e4db46427fba9b8c1c6edf259b1ad9d9a8085
