at.a-sit	grapheme-clusters-js	0.0.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.12.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.12.1	metadata	ad000d9b0de819700ea9e54052d00fd26768bb22
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.12.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.12.2	metadata	ed752d3ac0eb6b458fc62dc613a2149d30f70c37
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.12.3		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.12.3	metadata	6b864fc91d28a1b9c19c75fec76293b749921796
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.2.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.2.0	metadata	5b26e6b3872000c9a568cf28d0a38ca77d8be4ee
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.3.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.3.0	metadata	8319296ddf9537da9724dd09918474e0f4b9c23c
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.3.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.3.1	metadata	4ebc69e29dd435da641696cff888f9eeba95f78e
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.4.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.4.1	metadata	e50ba740721520e56ce3c6b4824de022b07fa2b2
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.5.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.5.0	metadata	562f39ad8dd49dcdce5562c8facfcf63b8df79f2
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.5.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.5.1	metadata	7f210373926f53a7b956fc467060e27894cc899e
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.5.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.5.2	metadata	182b55c326cb98f72411e37774c4791630698797
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.0	metadata	e832a7d05b36d56be51d94337c1430bb0e519a07
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.1	metadata	8b050d76b9de8413876748df0ff571e5e06b77fd
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.2	metadata	2371d7714c0212edc73865d286eb44196efee19f
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.3		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.3	metadata	12fb618fdfe98027fcb01f2ac014bb5027696aaa
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.4		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.4	metadata	8b3d5a33f61d666b6f12cc08b72197b8f1b91fc3
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.5		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.5	metadata	374f414d4b7d35e975d8f80b2f66af5f133129ce
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.6		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.6.6	metadata	b37d58dc1eaf01cbbcddb0097e86700ffe60cfbd
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.7.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.7.0	metadata	8aad7b2a0ed112c4177fed70e336066cda6a4f28
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.8.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.8.0	metadata	c1adb06f973ae4941be4a021c27aee113e5ea2ad
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.8.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.8.1	metadata	1279c92f6dfd2f2e531581540520d923a90ea72e
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.8.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.8.2	metadata	34637e2a0e4b7b2e474ef6f6867e751a59564905
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.9.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.9.0	metadata	3fa0c900f629578f20597cfbf338b5984476c456
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.9.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.9.1	metadata	5f07a6ccf4d5cfc5024e6d10c9d95f137bd43452
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.9.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.9.2	metadata	335f92c6d970a70289e48cbda451351364e382a8
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.9.3		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.9.3	metadata	d813e3b937448d668638163a8e992f37aa9f65fd
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.9.4		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-appsupport-iosarm64	0.9.4	metadata	88dbab68a774eb65172a816000fe2a34b4883cbe
io.github.xiechanglei	lan-base-test	2.7.18.1		400d72af485bbca95a6ff37ac5be22db1ebe7f4d
io.github.xiechanglei	lan-base-test	2.7.18.2		e1e2cb43f84787c6adafdb76ed22a01d8c0cf06d
io.github.xiechanglei	lan-base-test	2.7.18.3		3063d613b4e3509c95e8485c831d125ee4b5caf6
io.gitlab.casperix	misc-js	1.4.0		2c80d86df62149db5be42928998831c21e452464
io.gitlab.casperix	misc-js	1.5.0		3b5854affb455b0c4f018becdde10c9773b2c4ad
io.gitlab.casperix	misc-js	1.6.0		N/A
io.gitlab.casperix	misc-js	1.7.0		N/A
io.gitlab.casperix	misc-js	1.7.8		N/A
io.gitlab.casperix	misc-js	1.8.0		N/A
io.gitlab.casperix	misc-js	1.8.1		N/A
io.gitlab.casperix	misc-js	1.8.2		N/A
io.gitlab.casperix	misc-js	1.8.3		N/A
io.gitlab.casperix	misc-js	1.8.4		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.0.1		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.0.2		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.1.0		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.2.0		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.2.1		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.2.2		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.2.3		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.2.4		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.2.5		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.3.0		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.4.0		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.4.1		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.4.2		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.5.0		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.5.1		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.5.2		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.6.0		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.6.1		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.7.0		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.7.1		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.7.2		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.7.3		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.7.4		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.8.0		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.8.2		N/A
io.gravitee.exchange	gravitee-exchange-controller	1.8.3		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.0.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.0.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.0.2		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.1.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.1.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.1.2		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.1.3		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.1.4		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.1.5		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.1.6		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.1.7		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.1.8		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.10.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.11.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.12.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.13.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.14.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.14.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.14.2		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.14.3		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.15.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.19.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.19.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.2.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.2.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.2.2		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.3.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.3.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.3.2		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.3.3		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.4.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.4.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.4.2		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.5.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.6.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.7.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.8.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.8.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.8.2		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.9.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	3.9.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.0.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.0.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.1.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.1.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.1.2		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.1.3		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.1.4		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.1.5		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.1.6		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.2.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.2.1		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.2.2		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.3.0		N/A
io.holunda.polyflow	polyflow-taskpool-parent	4.4.0		N/A
io.hyscale	builder-core	0.9.8.3		55401f1c42ef15f802410c3ab48622d3f3f31c14
io.hyscale	builder-core	0.9.8.4		d8e68357a5efcfcbb9e3e9c2add945ab3ff3c8b5
io.hyscale	builder-core	0.9.9		63b670875f23e18d01752428ff2e2761496743cd
io.hyscale	builder-core	0.9.9.1		18ba971353edc31d0a27dcc4cdef3663e2fa25ab
io.hyscale	builder-core	1.0.0		f928a85ffdf443642f812d1a238fed2fa29bc56a
io.kevinlee	effectie-syntax_2.12	2.0.0		5ab57f01c34d9e4fda053426a74954b25aa52afe
io.kevinlee	effectie-syntax_2.12	2.0.0-beta10		0f532ed77805aff705f5cc0b34a3f45e557894f3
io.kevinlee	effectie-syntax_2.12	2.0.0-beta11		c67b79888f69a1f8c4463ba89d7e74bb0833dca6
io.kevinlee	effectie-syntax_2.12	2.0.0-beta12		7b4a4dc4f625772d5454bdf84dd9d6a0349c05a3
io.kevinlee	effectie-syntax_2.12	2.0.0-beta13		52b0fae99ff6450101f97509a81b5ff5f707403b
io.kevinlee	effectie-syntax_2.12	2.0.0-beta14		4700dd876b0cee799f276346f47c137c09719e8c
io.kevinlee	effectie-syntax_2.12	2.0.0-beta2		620d539e17cdbbd2fc63f3d5e89013864866eb29
io.kevinlee	effectie-syntax_2.12	2.0.0-beta3		39cd30d38af885448e8e13da06682b8d41e78576
io.kevinlee	effectie-syntax_2.12	2.0.0-beta4		eb155dfb0b046d9d913c7e3c69739b2481a6ad4a
io.kevinlee	effectie-syntax_2.12	2.0.0-beta5		020f61f21d84ab1299643041f7d36d22cef0bd7f
io.kevinlee	effectie-syntax_2.12	2.0.0-beta6		514bc5e4a815249a6f9f066bb983d3471a2c4337
io.kevinlee	effectie-syntax_2.12	2.0.0-beta7		3060c7e5f7aaed71333f9ddca809ba6cc3f3c335
io.kevinlee	effectie-syntax_2.12	2.0.0-beta8		073ea287f0eb6c4a1ff4ada23540d0db5cf5fc42
io.kevinlee	effectie-syntax_2.12	2.0.0-beta9		9cc28aac748ab842d7f6cda0ce852eb23345d628
io.kevinlee	hedgehog-extra-refined_sjs1_2.13	0.10.0		737d2dfdc90a22bcc513b710e31e048b19ae4ebd
io.kevinlee	hedgehog-extra-refined_sjs1_2.13	0.11.0		25c4142209b3bc4c4b8e12588fa317f8834e0176
io.kotest	kotest-framework-datatest-watchosx86	5.0.0		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.0.0	metadata	02164cdad29e182619f00dc93e2a2477fb41bbf4
io.kotest	kotest-framework-datatest-watchosx86	5.0.0.RC2		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.0.0.RC2	metadata	92b1c43ed15bc17c2e4587bcb074456204f3c1f7
io.kotest	kotest-framework-datatest-watchosx86	5.0.1		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.0.1	metadata	55d6ecfb5666e78f52deb4cbb4fc05b22cd360a8
io.kotest	kotest-framework-datatest-watchosx86	5.0.2		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.0.2	metadata	850feaaedd133f5080fd5078409419026423d29d
io.kotest	kotest-framework-datatest-watchosx86	5.0.3		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.0.3	metadata	228ecbf70927dfcc23e0eea5bd86fdd9d19e5379
io.kotest	kotest-framework-datatest-watchosx86	5.1.0		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.1.0	metadata	933bc80b6d8f176f8d7119e30fce641cc860dbfd
io.kotest	kotest-framework-datatest-watchosx86	5.2.0		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.2.0	metadata	6800a3925664a6493114c995c78f8e69b2b97822
io.kotest	kotest-framework-datatest-watchosx86	5.2.1		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.2.1	metadata	97ec10f52b92889c6f1bdd4fd2ad6dd53b9f68d3
io.kotest	kotest-framework-datatest-watchosx86	5.2.2		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.2.2	metadata	add3ee3593c83c01338b560feb45093b43959d05
io.kotest	kotest-framework-datatest-watchosx86	5.2.3		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.2.3	metadata	40c9b5c6a8e848cd79edc8c2c5bf53870d2f3452
io.kotest	kotest-framework-datatest-watchosx86	5.3.0		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.3.0	metadata	3bbbe2e2b1697a171b617ea195031710dbd75ab5
io.kotest	kotest-framework-datatest-watchosx86	5.3.1		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.3.1	metadata	1755201537dc58be08fa2646771d6532b1253ca0
io.kotest	kotest-framework-datatest-watchosx86	5.3.2		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.3.2	metadata	3ea75d6ec8449bea0a687d5cc927aacff4096a8f
io.kotest	kotest-framework-datatest-watchosx86	5.4.0		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.4.0	metadata	ae645e92aabe6642b0964ebd1cab9ec780d626ce
io.kotest	kotest-framework-datatest-watchosx86	5.4.1		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.4.1	metadata	f0ffb924985b808fea89906cf1c1d3b9eddfe88f
io.kotest	kotest-framework-datatest-watchosx86	5.4.2		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.4.2	metadata	489fe65b270ba8d0a0111497d87d7688f5a50b16
io.kotest	kotest-framework-datatest-watchosx86	5.5.0		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.5.0	metadata	665cb30aae48d9f86f878c9713e5f94549477346
io.kotest	kotest-framework-datatest-watchosx86	5.5.1		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.5.1	metadata	90495b598ebd71d284578ce23b4f0e5013e05622
io.kotest	kotest-framework-datatest-watchosx86	5.5.2		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.5.2	metadata	9a72af13085d0b6ec804984512953119f3ab5b47
io.kotest	kotest-framework-datatest-watchosx86	5.5.3		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.5.3	metadata	a934f6a01f0516ab1379c02b029fccfcf8de85c6
io.kotest	kotest-framework-datatest-watchosx86	5.5.4		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.5.4	metadata	c6108b3ed6ea69a723fc532dd17a17158a86e643
io.kotest	kotest-framework-datatest-watchosx86	5.5.5		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.5.5	metadata	6d9c5f6d0b5a5c54f511c988521ec09581b9f2c2
io.kotest	kotest-framework-datatest-watchosx86	5.6.1		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.6.1	metadata	3ed87f0d5baf3c576ddda855548797036736a1a2
io.kotest	kotest-framework-datatest-watchosx86	5.6.2		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.6.2	metadata	3b471fe71f67982812698fb7bde9a6eca66ab868
io.kotest	kotest-framework-datatest-watchosx86	5.7.0		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.7.0	metadata	3a73141f6fce4089324b948307b0922f08594bfe
io.kotest	kotest-framework-datatest-watchosx86	5.7.1		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.7.1	metadata	390aa8028314f2a0276a697ac6120a39226bbe9a
io.kotest	kotest-framework-datatest-watchosx86	5.7.2		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.7.2	metadata	06c2f9e348c1351173183e8c1183fc1d4d1d585b
io.kotest	kotest-framework-datatest-watchosx86	5.8.0		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.8.0	metadata	157151dda834795645c74b12c631cc93a57513ae
io.kotest	kotest-framework-datatest-watchosx86	5.8.1		N/A
io.kotest	kotest-framework-datatest-watchosx86	5.8.1	metadata	c412379191b0780fbdbaa05586236d1d4eeee14b
io.kotest.extensions	kotest-extensions-testcontainers	1.0.0		4d93c101b0fa7fcd600fb8819627fa6faabd5e7f
io.kotest.extensions	kotest-extensions-testcontainers	1.0.1		be122ab6220b9e1d166403c41b53f3c400134731
io.kotest.extensions	kotest-extensions-testcontainers	1.1.0		3f44ab5142ab9b94cbde2f954c7a0bbd44cd69d0
io.kotest.extensions	kotest-extensions-testcontainers	1.1.1		25111ba97d1f868cae956acb151d21229ecee797
io.kotest.extensions	kotest-extensions-testcontainers	1.2.0		20cbc7405d7363edd17951cbf2659dac5bae4e2d
io.kotest.extensions	kotest-extensions-testcontainers	1.2.1		6dd593732f801e9c7b96711dbe4336fe857b4c58
io.kotest.extensions	kotest-extensions-testcontainers	1.3.0		7efd6130ea106149af8ff2717463d273a5956916
io.kotest.extensions	kotest-extensions-testcontainers	1.3.1		6440cc2184fedff9ce839efa8bbad87baf1e3800
io.kotest.extensions	kotest-extensions-testcontainers	1.3.2		ede5231b08a013fa5f16489c44bfc7a0797f7e77
io.kotest.extensions	kotest-extensions-testcontainers	1.3.3		d525b6a9a3b44e058c80f30a7d057f114cd79e82
io.kotest.extensions	kotest-extensions-testcontainers	1.3.4		db9bcbcdd6a7c2532027475838478469d579858e
io.kotest.extensions	kotest-extensions-testcontainers	2.0.0		19ed9a5da88c6cbb793cc7cf6edd1251e245849f
io.kotest.extensions	kotest-extensions-testcontainers	2.0.1		29e58b17acfe4f13980407b0db3d5d9c3e800acc
io.kotest.extensions	kotest-extensions-testcontainers	2.0.2		acdd9a51513c8786dfcbcd793d6bcfe61ef91034
io.mosip.kernel	kernel-idvalidator-prid	1.0.5		79a7fd07e5c07f93b255e0f731b17de337ae4781
io.mosip.kernel	kernel-idvalidator-prid	1.0.6		b879e782748e96d1f52ba4542428fb5c534a6cc6
io.mosip.kernel	kernel-idvalidator-prid	1.1.2		6286611938698910fa99056f97134ab718deafc4
io.mosip.kernel	kernel-idvalidator-prid	1.1.2-rc2		54c31abfff61d6ee36efd089f709c3adbe2af1c3
io.mosip.kernel	kernel-idvalidator-prid	1.1.2-rc3		c34e2a53e60a7329dc70d54fcdcec31f1d3543b2
io.mosip.kernel	kernel-idvalidator-prid	1.1.3		9004b2472f8bb3f34c62d877d13dae9ae159c0bd
io.mosip.kernel	kernel-idvalidator-prid	1.1.3-rc1		353428c8525d6524f15729b97a6345bf571b6af3
io.mosip.kernel	kernel-idvalidator-prid	1.1.3-rc2		70b900c80215ebe793ea49eb6f3210b44e5af5ff
io.mosip.kernel	kernel-idvalidator-prid	1.1.4		a24ca189b5041907e8191208843552974e835117
io.mosip.kernel	kernel-idvalidator-prid	1.1.4-rc1		ce449dd6eebd2c3c962cf51330b6f7a12999ccfd
io.mosip.kernel	kernel-idvalidator-prid	1.1.5		34ea9b50899a35c1508d5a8eb7960214954a0b74
io.mosip.kernel	kernel-idvalidator-prid	1.1.5-rc1		373b49dc687d3204ce793d23ebbf99cf1dbab747
io.mosip.kernel	kernel-idvalidator-prid	1.1.5.1		4dd805cc1af6de61d9acecde2b1705766eb23aef
io.mosip.kernel	kernel-idvalidator-prid	1.1.5.2		175490748a8633745ddfb56294181885b2e46da0
io.mosip.kernel	kernel-idvalidator-prid	1.1.5.3		69e1335e3aff3f8a083e1ed8b7e238df43fd7eff
io.mosip.kernel	kernel-idvalidator-prid	1.2.0		4e70c709e706963c556331575845cf58a2e3a084
io.mosip.kernel	kernel-idvalidator-prid	1.2.0-prerel		1f362edaf5f0ba52726ae47b95bb1ad87fde2667
io.mosip.kernel	kernel-idvalidator-prid	1.2.0-rc1		7cfcb345c9e47da8cf3c24840e28c1a7edc31ff6
io.mosip.kernel	kernel-idvalidator-prid	1.2.0.1		1094a5a6ab749f8b4c55b46274c925149e379fa1
io.mosip.kernel	kernel-idvalidator-prid	1.2.0.1-B1		fb2a6752a6ec626bbf792f326961297be9dd623c
io.mosip.kernel	kernel-idvalidator-prid	1.2.0.1-B2		290974554c426f99cf59224d65ad4ccdaa356a98
io.mosip.kernel	kernel-idvalidator-prid	1.3.0-beta.1		f1b9b6d5b49b214d4a93f496a29865484c3d52e5
io.mosip.kernel	kernel-idvalidator-prid	1.3.0-beta.2		1d56fbe0cbbac7a481e1ed80aade4ea4f74ae1d4
io.mraa.at.upm	upm_emg	1.2.0		N/A
io.mraa.at.upm	upm_emg	1.3.0		N/A
io.mraa.at.upm	upm_emg	1.5.0		N/A
io.mraa.at.upm	upm_emg	1.6.0		N/A
io.mraa.at.upm	upm_emg	1.7.1		N/A
io.nuls.v2	nuls-core	1.0.0-alpha		032d0208f31554ab5c8adbc53eb1855e0645a409
io.nuls.v2	nuls-core	1.0.0-alpha1		cdf0fcc2fee857e5a6aad013b389b44595e1297c
io.nuls.v2	nuls-core	1.0.0-beta1		36c85c9d881451c305da1d166291994996e5ddd7
io.nuls.v2	nuls-core	1.0.0-beta2		54cfa2295f806bc28964ae70d76dff3af8fff2dc
io.nuls.v2	nuls-core	1.0.0-beta3		3a3924a6407dfd2332f9fc78dac447f513164116
io.nuls.v2	nuls-core	1.0.0.RELEASE		79a93b5788f92a7b8fd795168507d61a8f6fc9ad
io.nuls.v2	nuls-core	2.0.0.RELEASE		a1ab0ac0908f0666200e3837964855e741e4e92b
io.openliberty.features	jsfContainer-2.3	18.0.0.2		N/A
io.openliberty.features	jsfContainer-2.3	18.0.0.3		N/A
io.openliberty.features	jsfContainer-2.3	18.0.0.4		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.1		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.10		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.11		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.12		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.2		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.3		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.4		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.5		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.6		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.7		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.8		N/A
io.openliberty.features	jsfContainer-2.3	19.0.0.9		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.1		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.10		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.11		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.12		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.2		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.3		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.4		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.5		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.6		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.7		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.8		N/A
io.openliberty.features	jsfContainer-2.3	20.0.0.9		N/A
io.openliberty.features	jsfContainer-2.3	21.0.0.1		N/A
io.openliberty.features	jsfContainer-2.3	21.0.0.10		N/A
io.openliberty.features	jsfContainer-2.3	21.0.0.11		N/A
io.openliberty.features	jsfContainer-2.3	21.0.0.12		N/A
io.openliberty.features	jsfContainer-2.3	21.0.0.2		N/A
io.openliberty.features	jsfContainer-2.3	21.0.0.3		N/A
io.openliberty.features	jsfContainer-2.3	21.0.0.4		N/A
io.openliberty.features	jsfContainer-2.3	21.0.0.5		N/A
io.openliberty.features	jsfContainer-2.3	21.0.0.6		N/A
