be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	archive-file-out	2.12.0		N/A
org.apache.bookkeeper.tests	stream-storage-tests-common	4.13.0		397355fa484b9d298abf5d29e0fdbeb23842bcfc
org.apache.bookkeeper.tests	stream-storage-tests-common	4.14.0		b5dea9f8688d6c3cd19a6cbb3e3bd3df58159ac8
org.apache.bookkeeper.tests	stream-storage-tests-common	4.14.1		133c2f11b21faf6d28e5c6ff9c7555f07998008b
org.apache.bookkeeper.tests	stream-storage-tests-common	4.14.2		fd267804aea1fd21fcc6a5b524032a9da02bc663
org.apache.bookkeeper.tests	stream-storage-tests-common	4.14.3		9f922be3f1d6345c95ff3398b220395cfcef4456
org.apache.bookkeeper.tests	stream-storage-tests-common	4.14.4		dc98b902a3d8c0d96c87394fb26de3cdb272558b
org.apache.bookkeeper.tests	stream-storage-tests-common	4.14.5		cd3ce0a47efa9f2ef019bdd7c004d1d975542c68
org.apache.bookkeeper.tests	stream-storage-tests-common	4.14.6		8fdf67684e8d352e69ecc5db8bd84e98a9194bab
org.apache.bookkeeper.tests	stream-storage-tests-common	4.14.7		0e2075a1f7ae73e572c60da5b253f33b5dde101e
org.apache.bookkeeper.tests	stream-storage-tests-common	4.14.8		8dccf6971dda017f1c1fd15651dbf67f92e81cd7
org.apache.bookkeeper.tests	stream-storage-tests-common	4.15.0		6702ad262666beaf4140d303b124232c2dbbf957
org.apache.bookkeeper.tests	stream-storage-tests-common	4.15.1		eb5fd16181cddcef1672cec4813739e3f48d4334
org.apache.bookkeeper.tests	stream-storage-tests-common	4.15.2		31e2834074d3ad559cfb7ff6837e5290309aad30
org.apache.bookkeeper.tests	stream-storage-tests-common	4.15.3		3633b03c3a40a95fede4f29f79a9b4b7cdbc3cad
org.apache.bookkeeper.tests	stream-storage-tests-common	4.15.4		f4d3ab7d78277da84c45835c1f5b11a7475352c7
org.apache.bookkeeper.tests	stream-storage-tests-common	4.15.5		9925ed5854a781b2a0a77231878d4e55a5015042
org.apache.bookkeeper.tests	stream-storage-tests-common	4.16.0		9c14a033c3e7403770899c464b9cf33522918379
org.apache.bookkeeper.tests	stream-storage-tests-common	4.16.1		7209f85fe7b2f4dc65d42ee68c056046bf93cd31
org.apache.bookkeeper.tests	stream-storage-tests-common	4.16.2		57c295a32e6dd83fcdab3a1604e12a6f11b6d1fa
org.apache.bookkeeper.tests	stream-storage-tests-common	4.16.3		9d6a03969048087a58321a7fbda548875cd698eb
org.apache.bookkeeper.tests	stream-storage-tests-common	4.16.4		a8a3a40498ae5bbe546d8ca059f10a77f10d0b56
org.apache.bookkeeper.tests	stream-storage-tests-common	4.16.5		1397a971bf8da85221301d2deb3c78099a799ac8
org.apache.bookkeeper.tests	stream-storage-tests-common	4.16.6		aaabeffeffbdb2406ad19135917cf71043e7e06e
org.apache.bookkeeper.tests	stream-storage-tests-common	4.17.0		580261ce5c6156fc8a9fd1b4f3230ed7397ddb45
org.apache.bookkeeper.tests	stream-storage-tests-common	4.17.1		dad992c28cc71d6d386f2868cb657eec276b48aa
org.apache.bookkeeper.tests	stream-storage-tests-common	4.7.1		d44a049332b8ae64cebaf4f1c5e0054e240b949e
org.apache.bookkeeper.tests	stream-storage-tests-common	4.7.2		43bad98fea0cbc1b5fd109e25a9d5fca2e250b15
org.apache.bookkeeper.tests	stream-storage-tests-common	4.7.3		a55024bf3598c32781629af47bc6691d68fbeb0a
org.apache.bookkeeper.tests	stream-storage-tests-common	4.8.0		8f302d9cfcb75e7c24a2bfdfad1ed83c329a88d4
org.apache.bookkeeper.tests	stream-storage-tests-common	4.8.1		0d3ac8fc21c45ddede7e5fed40242d05f084d01f
org.apache.bookkeeper.tests	stream-storage-tests-common	4.8.2		f9236394aec9ffd7ebb5e73ec429be5ca0bdf423
org.apache.bookkeeper.tests	stream-storage-tests-common	4.9.0		5f8c00f53ecc0fcaf6b0a079785654c1eb6d8630
org.apache.bookkeeper.tests	stream-storage-tests-common	4.9.1		7e2a7b12971e5e4cf863b45b18d2f3f839fde3eb
org.apache.bookkeeper.tests	stream-storage-tests-common	4.9.2		7338da185daf579d1b7096f70adc879b53dfa21c
org.apache.carbondata	carbondata-spark_2.3	2.0.0		676404fcdcfd1d750d34b3330add9e7a43733576
org.apache.carbondata	carbondata-spark_2.3	2.0.1		12e570ffd50d4680c3e36ec7d5bf82c88164b1ba
org.apache.carbondata	carbondata-spark_2.3	2.1.0		26a9dbfd172d57dfc5e187bed946673e94190933
org.apache.carbondata	carbondata-spark_2.3	2.1.1		4a88ec02ddb616c5f8b55926a0add241543fed06
org.apache.carbondata	carbondata-spark_2.3	2.2.0		7b0021a8f51ebb982eb9ae37ca276396acdb8c8c
org.apache.carbondata	carbondata-spark_2.3	2.3.0		55a2bda6378abf4b8e8368a8740c1cdcc8c3e809
org.apache.falcon	falcon-docs	0.8		d1e5a0d9da7286c8b6b4bfaaac8d8c847630e954
org.apache.falcon	falcon-docs	0.9		6cc4db9a32f367fbf46c3bbf1f690b1ce836a55a
org.apache.flink	flink-sql-connector-kafka_2.12	1.10.0		360413ff0070d1530f724b0f933c4347599c13c2
org.apache.flink	flink-sql-connector-kafka_2.12	1.10.1		c4085783789cc5344fa2a68c7f68a891f7fa272e
org.apache.flink	flink-sql-connector-kafka_2.12	1.10.2		fac2e6bbca4036ff258360de4e293d057161b636
org.apache.flink	flink-sql-connector-kafka_2.12	1.10.3		3a6125795e4994e2df0353c1f11d141cda74995e
org.apache.flink	flink-sql-connector-kafka_2.12	1.11.0		7af152f25281ee654c95f8a4c821a2d77171e7db
org.apache.flink	flink-sql-connector-kafka_2.12	1.11.1		cf5d4bfd9f7c17b89eab554dfaac79331cd34782
org.apache.flink	flink-sql-connector-kafka_2.12	1.11.2		1c73083a87c7601bf93e49b6f2ad296fe7c95050
org.apache.flink	flink-sql-connector-kafka_2.12	1.11.3		7b5150ae9665e35860b33b35f249de12ee2dc82d
org.apache.flink	flink-sql-connector-kafka_2.12	1.11.4		d5ddd40ebcfcf5b1ee5f5a84ddeb9cfce163c582
org.apache.flink	flink-sql-connector-kafka_2.12	1.11.5		c03c159fce1ea93ba0e826f122caf8732b9d67f9
org.apache.flink	flink-sql-connector-kafka_2.12	1.11.6		5029eb6669308f74e3558cf677225fec62d8c8ee
org.apache.flink	flink-sql-connector-kafka_2.12	1.12.0		3a43c6e5b7552e1d1cd5143911109791ab0c793f
org.apache.flink	flink-sql-connector-kafka_2.12	1.12.1		8f4cc62ab53a4edd1125b9080c60bb67b8f24d7d
org.apache.flink	flink-sql-connector-kafka_2.12	1.12.2		9076d0e4899f73f002506c0aa8f70c3d2a4e5467
org.apache.flink	flink-sql-connector-kafka_2.12	1.12.3		10d4aa12a628a7890a3ac25174188f2dc367d9a0
org.apache.flink	flink-sql-connector-kafka_2.12	1.12.4		fd964491843f90fc973af72636799df2960af577
org.apache.flink	flink-sql-connector-kafka_2.12	1.12.5		b4f3588eb7be430e6720b2607736ba3526fd32ae
org.apache.flink	flink-sql-connector-kafka_2.12	1.12.6		80d0e42f1b53917f53be53a48b09059b1569bedd
org.apache.flink	flink-sql-connector-kafka_2.12	1.12.7		03b377e94186ac19a404d881b56d36fd0a9d00b5
org.apache.flink	flink-sql-connector-kafka_2.12	1.13.0		bbe44dc0f2195e4a2c420cc6524d6cb674adfa33
org.apache.flink	flink-sql-connector-kafka_2.12	1.13.1		a782d0b6a86fc2ad5625581e260e9d3720f5119a
org.apache.flink	flink-sql-connector-kafka_2.12	1.13.2		78d0d6235c507e583b2d69afad5de55c3048df6a
org.apache.flink	flink-sql-connector-kafka_2.12	1.13.3		de33969b1c859aa58569bfa9197a551d79526a66
org.apache.flink	flink-sql-connector-kafka_2.12	1.13.4		11eda4e20196e9c915f53c930ecedd28f31f72e9
org.apache.flink	flink-sql-connector-kafka_2.12	1.13.5		7988bd7b0f18e7cf289c304240f1261dc7c21879
org.apache.flink	flink-sql-connector-kafka_2.12	1.13.6		d54f5f97adf73ff4b7cbd8bb9a764723b5220f77
org.apache.flink	flink-sql-connector-kafka_2.12	1.14.0		bd48efc475c27aa3002fbdf82b16a8c8393ae0cb
org.apache.flink	flink-sql-connector-kafka_2.12	1.14.1		d4dc7a5da07d0da0146e87320bbfd648ec89c47b
org.apache.flink	flink-sql-connector-kafka_2.12	1.14.2		490042e4754ad9e852d5c891582852268084f535
org.apache.flink	flink-sql-connector-kafka_2.12	1.14.3		1e88ec1ecd2a0b66d6370ebafcf4fee981f35181
org.apache.flink	flink-sql-connector-kafka_2.12	1.14.4		cb1955d758d623608cbab6989a1006f045bb9775
org.apache.flink	flink-sql-connector-kafka_2.12	1.14.5		faada46b823850d90f2d099e77d9d9e9e800d284
org.apache.flink	flink-sql-connector-kafka_2.12	1.14.6		63b8b25cf5d0715dd1d8ca67ba66f17bc8d6a043
org.apache.flink	flink-sql-connector-kafka_2.12	1.8.0		aa0c45cbd924c97f41d87d0c5ddffa0291cc7416
org.apache.flink	flink-sql-connector-kafka_2.12	1.8.1		fdd5a1110821d7f2c8eaa47c805df0eda4417ec9
org.apache.flink	flink-sql-connector-kafka_2.12	1.8.2		5a7e2b1d7f65376452d503b555928aa12d61b234
org.apache.flink	flink-sql-connector-kafka_2.12	1.8.3		288a11b2c4cdc9aa106766c982c881a36dc6b9d7
org.apache.flink	flink-sql-connector-kafka_2.12	1.9.0		5380096ea1590b0cf8a353ea0093d2dda84ed395
org.apache.flink	flink-sql-connector-kafka_2.12	1.9.1		2bc025839ef1a3a0b94929892f55104b9d6415c1
org.apache.flink	flink-sql-connector-kafka_2.12	1.9.2		7eeeff1b5c06039a31da785bc3db8ea40ea60293
org.apache.flink	flink-sql-connector-kafka_2.12	1.9.3		0f612c5c728b16057050c7b692da6d98b35733f3
org.apache.pluto	pluto	1.0.1		0c34dd0933f82d8c16e4ae3c139cf5904df80ea3
org.apache.pluto	pluto	1.0.1-rc4		95b684e1499e881ca1e652065726e1d9b462d224
org.apache.pluto	pluto	1.1.0		N/A
org.apache.pluto	pluto	1.1.0-beta2		N/A
org.apache.pluto	pluto	1.1.1		N/A
org.apache.pluto	pluto	1.1.2		N/A
org.apache.pluto	pluto	1.1.3		N/A
org.apache.pluto	pluto	1.1.4		N/A
org.apache.pluto	pluto	1.1.5		N/A
org.apache.pluto	pluto	1.1.6		N/A
org.apache.pluto	pluto	1.1.7		N/A
org.atnos	eff-safe_sjs1_2.12	7.0.0		11b578899190352f5dec19297b050697bb2d8cb6
org.atnos	eff-safe_sjs1_2.12	7.0.1		2ac704158550d61e96cd2be5c791591cb24e71cc
org.atnos	eff-safe_sjs1_2.12	7.0.3		c293438a0dd1a8fcadb37bccacd67fd29973b8b7
org.atnos	eff-safe_sjs1_2.12	7.0.4		1f8f6785561d69cb8c5227dcc66de01f59996644
org.atnos	eff-safe_sjs1_2.12	7.0.5		8e986a1861cedf287a54b7825339eedeb9d5db77
org.atnos	eff-safe_sjs1_2.12	7.0.6		c71a28680a5093efd060832cb57c045ba86b2b49
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.0		49494d4dcff4b0efd3f811d241ae1bd103677f5c
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.0.1.e		ad175ab9dd37af1078264b2606323bfb5fb33e5a
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.0.e		31fdcac3cb49d0d78036155fe5975261cc9d234c
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.1		c1806dfc044d55ad0f070c53a097d6272aee4064
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.1-RC1		9ce64f6b00aca65c944b83fe206a86bea0fe1f7e
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.10		f868ded28232a8ac6d804508dd5c9489a47f6581
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.11		919d0cd070a43ff7dc65304a9f2ebdd61a45f59b
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.12		e54017f1aa4dc5bd4a526110bef16da98dd0cda6
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.13		c67c3dcc0c2ed73ad08ae9f4d0f0b08c22112aab
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.14		69c697af622fbeb03f8f437f08ab6a1b1d87f705
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.15		eae52942ab67e210e469c1ecf2fe4a116a6668d0
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.16		8c44af1da42ac9342ad551b3449b16e03dd3cee4
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.17		3fb123ff7f30d9b431ecd6638745bb5cdb7e0a00
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.18		91d49f461d289d12b0096a27b0ade009a9e2a030
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.19		c1c188282ae2235b8b41bf540f81f9ff21f32bfe
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.2		f3039208dfe32dab00c477317e10a6c4bf93cc81
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.3		6a2c742f68de708230459e42ae2396f16b91889d
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.4		c968dfe0d73d4e2812b860e9e5c3a06c212f9265
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.5		7691bbb1e7e5f5608ccc3d9a52c8d153eee4ffcb
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.5.1		8738ee21afcb421ec5e2f35c2ab591ebbf20a120
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.5.2		380eb41a6b057301f44a117ccbe8b4ae2b135ead
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.6		6bd6eb2e15ab471c21f13ac7c5e0644c01cdcf92
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.7		0a3fb36e4e203728cbfac9d61313b9ce734cb2bf
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.8		a990993690720cbbe390edb30aaf89c34db7c56e
org.craftercms	crafter-studio-publishing-receiver-zip	2.5.9		19404d01d2b98ad92c2b842eb01e46a6f33cdcf5
org.drewcarlson	ksubprocess-windows	0.1.0		N/A
org.drewcarlson	ksubprocess-windows	0.1.1		N/A
org.drewcarlson	ksubprocess-windows	0.2.0		N/A
org.drewcarlson	ksubprocess-windows	0.3.0		N/A
org.drewcarlson	ksubprocess-windows	0.3.1		N/A
org.drewcarlson	ksubprocess-windows	0.4.0		N/A
org.drewcarlson	ksubprocess-windows	0.5.0		N/A
org.drewcarlson	ksubprocess-windows	0.6.0		N/A
org.drewcarlson	ksubprocess-windows	0.7.0		N/A
org.eclipse.edc	common-core	0.12.0		9c1f069502f6eca978434b5f66fb7f7272decffd
org.enki	core	0.0.10		a0b3a9d596c07d3e6b7937e22503a703967b6a3b
org.enki	core	0.0.13		6180c06d0ca94d91d89d7284fd54d6ea73bb3dcb
org.enki	core	0.0.16		08bdf302bc82e4573639560928b8fc4484f26eba
org.enki	core	0.0.19		f92cc615176231598b617eedad8a7f40a91efc7a
org.enki	core	0.0.23		1c656e5c12a151d5f9c817961429b71f56294d74
org.enki	core	0.0.24		beb8a810d092b71dac219d8cc4aebc78e3233cc3
org.enki	core	0.0.26		f73e32dad86c44ae85d8e82925b85481748a9627
org.enki	core	0.0.27		e6019bb3f0b5a4d47f8389eaf270047ce276cb83
org.enki	core	0.0.29		bd5ef75d8fb87c98ea432efc0a78ddeefffe4c9f
org.enki	core	0.0.31		445e3929150d02d322f8bc802dc2518526ded4a0
org.enki	core	0.0.32		92bcad590f67f4e51b6b72835c80b6211f237dca
org.enki	core	0.0.36		87db99b5607b4b220f3f8fb7d655fcbe640b7968
org.enki	core	0.0.41		bd2b88fb05610a587aec6b56162bc2f1da184169
org.enki	core	0.0.42		667f72c90949378996a4515c3a5216230fc5db4d
org.enki	core	0.0.50		70ffa78bad7a045270bfe295b73ac4c8e71b8324
org.enki	core	0.0.61		be8308cb36e31538a237e6e19083556672ff91b4
org.enki	core	0.0.63		1ddfd8bc15a74a00d541cea7c567b48501999cc4
org.enki	core	0.0.68		c29a5eba99345016ed02e4727a824e710e087813
org.enki	core	0.0.69		b58990cae447d1add145ab93c729ad01f163311b
org.enki	core	0.0.70		0e4f35ae96603fac3867fe38c75e350cae523b32
org.enki	core	0.0.71		b00ecf9dbdaf8545353002e86376f05ac3700b3b
org.enki	core	0.0.9		2a3346371b1f17f019f94d25c89d1b7d2743144c
org.finos.morphir	morphir-internal-codec_3	0.1.0-M02.alpha.1		4d71381b88e3b39321dc4033896cf1086cb8de3d
org.finos.morphir	morphir-internal-codec_3	0.1.0-M02.alpha.2		4b70b38d56a036891a1c3d647f77bb56f88d2e5a
org.hudsonci.plugins	gerrit-events	1.2.8-h-1		5dc231b13a5ae7e586ec5e45a25bc99c7a2b98f9
org.hudsonci.plugins	gerrit-events	1.2.8-h-2		24d68b3d407f02ddc8a13269390ba43004c058c5
org.javacc.generator	cpp	8.0.0		N/A
org.javacc.generator	cpp	8.0.1		8ad868d998d30f83affb95d41cb1e560ae9e930b
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	1.0.0.Alpha1		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	1.0.0.Alpha2		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	1.0.0.Beta1		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	1.0.0.Final		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	2.0.0.Beta1		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	2.0.0.Final		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	2.1.0.Final		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	2.1.1.Final		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	2.1.2.Final		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	2.1.3.Final		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	2.1.4.Final		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	2.1.5.Final		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	3.0.0.Alpha1		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	3.0.0.Beta1		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	3.0.0.Final		N/A
org.jboss.resteasy.microprofile	resteasy-microprofile-test-bom	3.0.1.Final		N/A
org.mvnpm	graphql-yoga	5.12.0		91329cb758390c804d612806fda14087011071c2
org.mvnpm	graphql-yoga	5.13.2		ffcd3a6a391addffa29ce8e4e48dc833fd443a59
org.mvnpm	graphql-yoga	5.13.3		ff57712af34b0e653fbd8eb1ffdd2f5eefca7848
org.mvnpm	graphql-yoga	5.13.4		4787437ec75bb565458873c493058e90691e3ccc
org.opendaylight.opflex	agent-ovs	1.0.0		N/A
org.opendaylight.opflex	agent-ovs	1.2.0		N/A
org.opendaylight.opflex	agent-ovs	1.3.0		N/A
org.opendaylight.opflex	agent-ovs	1.4.0		N/A
org.opendaylight.opflex	agent-ovs	1.5.0		N/A
org.typelevel	kittens_native0.4_2.12	2.2.2		1dc12c2dc4a0dedb651985f34585d05f025b63b3
org.typelevel	kittens_native0.4_2.12	2.3.0		1ef040fa2d7ced861dd669fbb3de4921c8aa8eb6
org.typelevel	kittens_native0.4_2.12	2.3.1		6e100455122a3e90bf75504311006305f84a63db
org.typelevel	kittens_native0.4_2.12	2.3.2		f7e8398bf4f9108ba3b8db6444714d752f01b563
org.typelevel	kittens_native0.4_2.12	3.0.0		b7039d082d468a6554bdc7328ead926b2145b71f
org.typelevel	kittens_native0.4_2.12	3.1.0		73e1ba11722ffe7e031e482aeba2d71143f593f2
org.typelevel	kittens_native0.4_2.12	3.2.0		6d8b005ee98fa84340000c28c56e749844c66f97
org.typelevel	kittens_native0.4_2.12	3.3.0		53385ddd96b03c6e4181f0414b76246ebc492ed1
org.webjars.npm	rollup-plugin-angular	0.4.4		c64ad1ddfb00eade382903728458f112ec6c6169
org.webjars.npm	rollup-plugin-angular	0.5.3		16e2e7e9a0273fa5717eeefcbfe019e0ebf7bb0e
pl.iterators	kebs-tagged_2.11	1.6.1		a2e9bb70f531db20fe583af7eeacaac6b3502250
pl.iterators	kebs-tagged_2.11	1.6.2		255babb56551b9908808a3cc95de67af79f81293
pl.iterators	kebs-tagged_2.11	1.6.3		2624342bf930ead25d5383a5f7a9509f8fcd3827
pl.iterators	kebs-tagged_2.11	1.7.1		5033ed1e09e1d2df94c31c5d0fc9270efb53baee
ru.kontur.mobile.visualfsm	visualfsm-core-watchossimulatorarm64	4.0.0		N/A
ru.kontur.mobile.visualfsm	visualfsm-core-watchossimulatorarm64	4.0.0	metadata	06e4d1e1d654f8ea20423bf2e0c76091d20d3e52
software.xdev	microstream-afs-ibm-cos	1.0.2		c0869195c24d9e040251715b00ed41bd67c5f12e
top.mrxiaom	PluginBase	1.0.9		febbb5e2540197c6b5668422fc2a8478d6ce424d
top.mrxiaom	PluginBase	1.1.0		5ca2e43beb76b610c6c7e697bd8e8b399d4f53d8
top.mrxiaom	PluginBase	1.1.1		b4121374e6c763410071b0b7aa4fcb2100eff58e
top.mrxiaom	PluginBase	1.1.2		a0966deec82b969d6f9a010741733eff8b7514c9
top.mrxiaom	PluginBase	1.1.3		6944a47b5adab8c5bc17b78e6af42e944c57194e
top.mrxiaom	PluginBase	1.1.4		b31d9ec46dbc562213c8749c8ab319978bf89de3
top.mrxiaom	PluginBase	1.1.5		eb7e84b11a277f13782be9e51693ac48431c47ff
top.mrxiaom	PluginBase	1.1.6		624d81e96745c5c3355a208fcb0a3cbfcabb0966
top.mrxiaom	PluginBase	1.1.7		b8a9de468f698e4420438e5910195b1ae79733f6
top.mrxiaom	PluginBase	1.1.8		cd2562322325b5461406cb6ac12afc09d03396ee
top.mrxiaom	PluginBase	1.1.9		6792352b848b7fb09040605c71d678c50c555b4d
top.mrxiaom	PluginBase	1.2.0		5b76a18fe7358eaef8ec100d6b68d369eef52020
top.mrxiaom	PluginBase	1.2.1		6856c7b2a8b6eb2bf86434ee83b436e0ec03059a
top.mrxiaom	PluginBase	1.2.2		28a72478f1dafd0ce4fb07ae4e51cb2d765aae09
top.mrxiaom	PluginBase	1.2.3		32b09239ab86977492468acac7b35768a1b05608
top.mrxiaom	PluginBase	1.2.4		1e8ee10f6321d83924676bcbd797945320dab586
top.mrxiaom	PluginBase	1.2.5		8f688c1c7385803e1184d4169efd6029dfb9afbb
top.mrxiaom	PluginBase	1.2.6		17fe24126f1222872a306626f8059a5b32dc15a1
top.mrxiaom	PluginBase	1.2.7		d28c0853da72da9524869e34ffade8e62b9f7b51
top.mrxiaom	PluginBase	1.2.8		4bde7ea6e3bbb1dd3013d6caee538db88c0bf027
top.mrxiaom	PluginBase	1.2.9		5f1e02b742212c8155c0bbb93a618c9c7e8a069f
top.mrxiaom	PluginBase	1.3.0		7cd818d6c4194765770d5a4b16f26bfd910efeec
top.mrxiaom	PluginBase	1.3.1		0357699c0462dffe56bd1136653d1fe4fc8cd487
top.mrxiaom	PluginBase	1.3.2		356055fada852a9a9fbb3136b02f998fe7c1a93b
top.mrxiaom	PluginBase	1.3.3		ab163781ed11369a49ffa322729ccdde5c0e699f
top.mrxiaom	PluginBase	1.3.4		ca9c3de12afd3044b9d604f3de60819352f9529b
top.mrxiaom	PluginBase	1.3.5		2fc3ad1ccb7afb6354c6926feb531565c806778b
top.mrxiaom	PluginBase	1.3.6		9891160ed9d20cc43417026389e3fcf547c4f1e3
top.mrxiaom	PluginBase	1.3.7		31d4fa73e599cc582314839288f78f4650aeb571
top.mrxiaom	PluginBase	1.3.8		d65ef7fd86b71ec407f7bd07f84863167b69b0fd
top.mrxiaom	PluginBase	1.3.9		d9947c93a105644ee5452f752e293a655624fae3
top.mrxiaom	PluginBase	1.4.0		33646a866c8c12ce348bcc9367ecd1c9f23b19f6
