app.cash.paparazzi	native-win	4.1.0-ae77d65		8d02cf07931a2d86bea59a44f7dbbd81d8bc65f8
io.ktor	ktor-server-tests-watchosx86	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-server-tests-watchosx86	2.0.3	metadata	ac515898bf46a3b2eb5c06b364dfdfc17ef44111
io.ktor	ktor-server-tests-watchosx86	2.1.0		22c8a4dcd880bde5e7f0f29f14f9951e89bcb865
io.ktor	ktor-server-tests-watchosx86	2.1.0	metadata	66df99d603dbd107d04387f29fd82a6ce32895e8
io.ktor	ktor-server-tests-watchosx86	2.1.1		198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-server-tests-watchosx86	2.1.1	metadata	855099e58da0ce5d97304b4bd75c84eb9f80973a
io.ktor	ktor-server-tests-watchosx86	2.1.2		5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-server-tests-watchosx86	2.1.2	metadata	00880f58c270758d8403bf163dea97ff462d805f
io.ktor	ktor-server-tests-watchosx86	2.1.3		8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-server-tests-watchosx86	2.1.3	metadata	fc5ab5325b7755db18f0770bb28c2062f27614b0
io.ktor	ktor-server-tests-watchosx86	2.2.0		215188ccb6bcaced909b9fff89b746c0a7c024c9
io.ktor	ktor-server-tests-watchosx86	2.2.0	metadata	9c6de5946b9cd9368f7bb044fbc271a7fc7e67a7
io.ktor	ktor-server-tests-watchosx86	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-server-tests-watchosx86	2.2.1	metadata	9465350079372ee1c6c7d1bf7a77400158b2a9d1
io.ktor	ktor-server-tests-watchosx86	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-server-tests-watchosx86	2.2.2	metadata	0742e321ab0b3fb35b662a4fe76e80a7ad4cc002
io.ktor	ktor-server-tests-watchosx86	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-server-tests-watchosx86	2.2.3	metadata	f93136e28716246dcc6503fa134f1cc1336f7710
io.ktor	ktor-server-tests-watchosx86	2.2.4		829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-server-tests-watchosx86	2.2.4	metadata	34dd75e121eb1af3e0c7d281bb48dd9a4e21d538
io.ktor	ktor-server-tests-watchosx86	2.3.0		60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-server-tests-watchosx86	2.3.0	metadata	06f5408163246df7a202f457d7a452a701bd2fdb
io.ktor	ktor-server-tests-watchosx86	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-server-tests-watchosx86	2.3.1	metadata	536b1f787713e256a6d6ba6f0358a2482c6744fe
io.ktor	ktor-server-tests-watchosx86	2.3.2		618d24b1eccdf3d02a0f74e868fbaccc0b891c94
io.ktor	ktor-server-tests-watchosx86	2.3.2	metadata	5d674d55ccc6a528e7a5f79fd45fae8b27e1d57c
io.opentracing	opentracing-impl-java8	0.10.0		0f3a651e1c990581cf89519ab3aac977ed55ee98
io.opentracing	opentracing-impl-java8	0.11.0		f52c8e5617c4b09912311d8cd3b5e82acb9d51a4
io.opentracing	opentracing-impl-java8	0.12.0		31dc698611e758b248a27fcfa8b2619197a3c616
io.opentracing	opentracing-impl-java8	0.13.0		12cd65778dcf86dfd0c04d19a8c4bf9ffdacb42a
io.opentracing	opentracing-impl-java8	0.14.0		efdcd97d39dfab0833ff25eb48f28d949ade5343
io.opentracing	opentracing-impl-java8	0.15.0		a5aa57020542ad0a64a3a8930af06696cf2f3384
io.opentracing	opentracing-impl-java8	0.16.0		4a094a6f8e0a97dbba2fd898538c419c38eb8308
io.opentracing	opentracing-impl-java8	0.2.0		d62acdf93700fdffe06c2cdf322fd6ae9d7d22d8
io.opentracing	opentracing-impl-java8	0.9.0		bde09f0a4e7bb5fd94018aee433423c2ec34688e
io.opentracing	opentracing-impl-java8	0.9.1		b4f05409253eace9a073e6739e64f00c0d169f64
io.paradoxical	atmos_2.12	2.2		149e33d331203306394bc95f5e9676e1eb05e65d
io.spinnaker.orca	orca-pipelinetemplate	2025.0-0		7ef34234fc6c5610e48011305c2e9242aeb1fd5b
io.spinnaker.orca	orca-pipelinetemplate	2025.0-1		34f3bdd59a055f4db16263e10f5610ba34b3b47c
io.spinnaker.orca	orca-pipelinetemplate	2025.0.0		a1f3e1bba1847c220dd1ecc8949b398a34f6d998
io.spinnaker.orca	orca-pipelinetemplate	8.15.0		763edcd4ffbe76343d2ae9c6915ae476e4f39819
io.spinnaker.orca	orca-pipelinetemplate	8.16.0		7941286cdf79eea49ac4b9a5c95ec7136ddfe7e6
io.spinnaker.orca	orca-pipelinetemplate	8.17.1		712f5d4b74c600a3b2b8158ac80187512e82e48b
io.spinnaker.orca	orca-pipelinetemplate	8.18.0		394d1dc8b6aa15cb003f9d5f551be64d4c3da8f8
io.spinnaker.orca	orca-pipelinetemplate	8.18.10		783199525b2268d32c53333fdace31781312e8e7
io.spinnaker.orca	orca-pipelinetemplate	8.18.11		c580e09b358f7af2b590315894220b5af7b81ccd
io.spinnaker.orca	orca-pipelinetemplate	8.18.2		3ba6f2b169b6c5fc2257c659ea21320c577c0458
io.spinnaker.orca	orca-pipelinetemplate	8.18.3		4ae8109c8a865baa2feca6c7799d8a2f641b5a57
io.spinnaker.orca	orca-pipelinetemplate	8.18.4		d5706303fe8a6ad27b954fdb653203094cd4140e
io.spinnaker.orca	orca-pipelinetemplate	8.18.5		c9ecd46ae8a10baa00e0312e9e85370475e182f4
io.spinnaker.orca	orca-pipelinetemplate	8.18.6		3a75e59bf37f39b8375b4beb5bfa6db2dbde4462
io.spinnaker.orca	orca-pipelinetemplate	8.18.7		48d4248982edd9457d0c9df9078dc0b5262d872e
io.spinnaker.orca	orca-pipelinetemplate	8.18.8		50223c8fd5256c557f7dafe85319dc449bd27ec0
io.spinnaker.orca	orca-pipelinetemplate	8.18.9		b150781da13857c4d821c206e3e06e507d01d3db
io.spinnaker.orca	orca-pipelinetemplate	8.20.0		eba5dd2ed17e22fc6b5401d45623ca7dbddaf296
io.spinnaker.orca	orca-pipelinetemplate	8.21.0		fdac2c5ed8b77385a696195227958941ddbe7e36
io.spinnaker.orca	orca-pipelinetemplate	8.22.0		bc1a058f78a62235188ce1e28e4287e361b2f547
io.spinnaker.orca	orca-pipelinetemplate	8.23.0		890023a5b47a9569081b44c2316aa42b69f9b186
io.spinnaker.orca	orca-pipelinetemplate	8.24.1		4b1ba0b2ba9c5bc765879b48b9c79d7a107e03f8
io.spinnaker.orca	orca-pipelinetemplate	8.24.2		b2c77828963b6a619010a3358719cdac7132a2b6
io.spinnaker.orca	orca-pipelinetemplate	8.24.3		f1b1ca8ef10283c1cbaa931e9029c74c36db6ac8
io.spinnaker.orca	orca-pipelinetemplate	8.24.4		177ae113c158ac8de3a82cee42309e1b5db900e8
io.spinnaker.orca	orca-pipelinetemplate	8.24.5		e275b1ba922f7d8801b685468d56655fdf85e19e
io.spinnaker.orca	orca-pipelinetemplate	8.24.6		f9af03f40a47c7c96d18b55d67cb896380afedbb
io.spinnaker.orca	orca-pipelinetemplate	8.24.7		a6084c3fd90551b742c97f4603d641022bb33688
io.spinnaker.orca	orca-pipelinetemplate	8.24.8		24777413e47d3632549be11d4573a2ed71211c8f
io.spinnaker.orca	orca-pipelinetemplate	8.24.9		b6d63ff819b1d14a188f782097d70351b8d20e7e
io.spinnaker.orca	orca-pipelinetemplate	8.25.0		9efe327e30431a2e1e0ad5010d9e7934c89a2fd3
io.spinnaker.orca	orca-pipelinetemplate	8.26.0		9892c2026b424aff21c4caed03a81a430f7c6ff2
io.spinnaker.orca	orca-pipelinetemplate	8.27.0		623a1e6c45eacb67a3c6498fdd37f4bea80766c3
io.spinnaker.orca	orca-pipelinetemplate	8.27.1		9b112eb464de89a7ce6191e77a4c5c66268f6d02
io.spinnaker.orca	orca-pipelinetemplate	8.27.2		0e7c361615daf97e2fcf54d476cfeb5d830c45fb
io.spinnaker.orca	orca-pipelinetemplate	8.27.3		9b599cf7148960f922be23ffed66890fecfa6448
io.spinnaker.orca	orca-pipelinetemplate	8.27.4		4b2c4ef4ca62b8b2aa4a6d732f942579db20412d
io.spinnaker.orca	orca-pipelinetemplate	8.27.5		3460ccc90e6035632da600172045ce8634acd372
io.spinnaker.orca	orca-pipelinetemplate	8.27.6		a8ee11410acb88efcb4da495f5cb6644bcca81bb
io.spinnaker.orca	orca-pipelinetemplate	8.28.0		9b57bc3457318e9c9822d9254f97381504fd8782
io.spinnaker.orca	orca-pipelinetemplate	8.29.0		93f917fcb0c87812b2772ec83ce407088544af34
io.spinnaker.orca	orca-pipelinetemplate	8.30.0		8e5280b0d84f3d24dca272260d0d94cfeb021168
io.spinnaker.orca	orca-pipelinetemplate	8.31.0		35ebf981fa05c6c230573b314d7d9e74d2fbeff4
io.spinnaker.orca	orca-pipelinetemplate	8.31.1		dd23d54df8400850ed5223f1f276c08d17763f16
io.spinnaker.orca	orca-pipelinetemplate	8.31.2		cd52a6b07a4b46f9eaeab2d415cdd3d02fed8f33
io.spinnaker.orca	orca-pipelinetemplate	8.31.3		1b4ecf1887125e5c80f12840dc5b4d49fa924236
io.spinnaker.orca	orca-pipelinetemplate	8.31.4		537278338d01a7d05118c2802b55c65f567473b3
io.spinnaker.orca	orca-pipelinetemplate	8.31.5		3aab005ec77ec119ca6ed23ce28ddfcc177eddf8
io.spinnaker.orca	orca-pipelinetemplate	8.31.6		15a008e2f7cb41b57cc7029a626f69a751053caa
io.spinnaker.orca	orca-pipelinetemplate	8.32.0		bf6c038f4d88cd1d94241a38eea81ccaff2b0119
io.spinnaker.orca	orca-pipelinetemplate	8.33.0		81a6c2c61576ed20704bb06bfc91709bd09b2ba5
io.spinnaker.orca	orca-pipelinetemplate	8.33.1		379cc31f7290398869594212613ff26d1c83c9ed
io.spinnaker.orca	orca-pipelinetemplate	8.33.2		e498452d201a8c1dbc9ac8369d17ac0cc506f6ad
io.spinnaker.orca	orca-pipelinetemplate	8.34.0		e8ef625dba3bba35096caebe3ef030b2df4cce43
io.spinnaker.orca	orca-pipelinetemplate	8.35.0		21ffd107f79383dd5b60dc0353ea388d97183586
io.spinnaker.orca	orca-pipelinetemplate	8.36.0		04daa3f01d3aaeef97a66e3de1d8ff6317d7e9fa
io.spinnaker.orca	orca-pipelinetemplate	8.36.1		b5ae1da1f4d9223ee31a446e13b522885f2b0aa5
io.spinnaker.orca	orca-pipelinetemplate	8.36.2		f17dc1724a1fc24686629a344d277096e62c82a9
io.spinnaker.orca	orca-pipelinetemplate	8.37.0		bdb5517f85075abb3a6fe0ac610de1c47853bd9f
io.spinnaker.orca	orca-pipelinetemplate	8.38.0		4bb5514a2aa1fe36690491d7b4d95ca93464c9d2
io.spinnaker.orca	orca-pipelinetemplate	8.39.0		4cc00f299477280c1ea2bb20dbc9bfb828b9f6cd
io.spinnaker.orca	orca-pipelinetemplate	8.40.0		4579894603ff91e6e903ead71919796bb5bce33c
io.spinnaker.orca	orca-pipelinetemplate	8.41.0		3b84c4d3a84ecb2ba5836729a378cf1aaef27583
io.spinnaker.orca	orca-pipelinetemplate	8.42.0		8d14427a0cd10bca952fa1350b2ea43590c57c91
io.spinnaker.orca	orca-pipelinetemplate	8.44.0		a1435918c4bdbb0d928a2670e9b23232e94b3308
io.spinnaker.orca	orca-pipelinetemplate	8.45.0		7c99546fecb63925e93929cdc6868b159faed9ff
io.spinnaker.orca	orca-pipelinetemplate	8.47.0		9c83a9e36ab2f8de3426514920cdf02fc6161402
io.spinnaker.orca	orca-pipelinetemplate	8.48.0		48c67e3e490f36a55bff80d4fb923160bc8dc92c
io.spinnaker.orca	orca-pipelinetemplate	8.48.1		506b8089a93fdbc5bd9affd515e73e7ceb146c7c
io.spinnaker.orca	orca-pipelinetemplate	8.48.2		525e14e8bc91428c8e43da009dd9d8a8af4f0f11
io.spinnaker.orca	orca-pipelinetemplate	8.48.3		536ebb803ac1b155a223e1ce8a6149ad947f638e
io.spinnaker.orca	orca-pipelinetemplate	8.49.0		a76a78a3f853c3d5987e31c8f1509b36652b2a3a
io.spinnaker.orca	orca-pipelinetemplate	8.50.0		4b82305f167a27629d08e460fda4cf4b84241265
io.spinnaker.orca	orca-pipelinetemplate	8.51.0		d4470b0a9179325de4301f0e7f51abbfbd900b65
io.spinnaker.orca	orca-pipelinetemplate	8.51.1		c4c7c9c9dee35f3beed959788281097e07a2f601
io.spinnaker.orca	orca-pipelinetemplate	8.51.2		9f3564ff12f3ca8314fe5f22e1538068fb5abb15
io.spinnaker.orca	orca-pipelinetemplate	8.51.3		b7cbc7ef7a99e55afa860e8526e15696ecb51917
io.spinnaker.orca	orca-pipelinetemplate	8.52.0		508c569a7648685300b82a178785e572331c5c9a
io.spinnaker.orca	orca-pipelinetemplate	8.53.0		46659e0e224ff41b31ec9984573f37ae3a5fa569
io.spinnaker.orca	orca-pipelinetemplate	8.54.0		763518799bfd93383ee447438cd5694c35f31133
io.spinnaker.orca	orca-pipelinetemplate	8.54.1		082a25f92d0a707b7d62719c517b14ab7bdacaed
io.spinnaker.orca	orca-pipelinetemplate	8.55.0		0b110b7d8a7b104d38b65773d1c00c24b3d790fa
io.spinnaker.orca	orca-pipelinetemplate	8.56.0		fad29f34c1978b358be543a09b85ef03c54a057c
io.spinnaker.orca	orca-pipelinetemplate	8.57.0		e4f258a48882d4535a0433a81ee5adc4518bda02
io.spinnaker.orca	orca-pipelinetemplate	8.57.1		ae5ab430820c351f41c25b99beddff9368acd47d
io.spinnaker.orca	orca-pipelinetemplate	8.58.0		1919666640387ac22749c8221d0cd8a069c6abdd
io.spinnaker.orca	orca-pipelinetemplate	8.59.0		981fd747be68e0d7466cfdd2d80571232264c899
io.spinnaker.orca	orca-pipelinetemplate	8.60.0		e0e760943e6637afe942565b059507f88d2fda45
io.spinnaker.orca	orca-pipelinetemplate	8.61.0		f8abc36d1480b750611134f431d70960f0c2ba63
io.spinnaker.orca	orca-pipelinetemplate	8.61.1		bbecba62fa63430b16000c5e88bd24a88b98a95f
io.spinnaker.orca	orca-pipelinetemplate	8.61.2		2ef089d0e6946ba344bd581b93e0eadb218182f4
io.spinnaker.orca	orca-pipelinetemplate	8.62.0		f42f67f890284524572d57da7590c6c10db7ff96
io.spinnaker.orca	orca-pipelinetemplate	8.63.0		f5b89e872095b5c555208631021a0a2886ba85d7
io.spinnaker.orca	orca-pipelinetemplate	8.64.0		95a44b728a1707d339a96ad35a54d4b7efb4f8f9
io.spinnaker.orca	orca-pipelinetemplate	main-5		bdc26506fc1fee5ac57f74a51a3c35b9fa8d5f63
io.spinnaker.orca	orca-pipelinetemplate	main-6		a2e23fc7b83968f0a99b5425585a0dc1d95d1c24
io.spinnaker.orca	orca-pipelinetemplate	main-7		2652be6f18fa926dbb4823a4acbefb1216726388
io.spinnaker.orca	orca-pipelinetemplate	main-8		ef33f256a02c5261ccf12d2e561ebaf8bfce6e0f
io.ygdrasil	android-native-helper-androidnativearm64	0.0.1		N/A
it.agilelab	wasp-consumers-rt_2.12	2.27.0		10bda750dbf8beb37c206c34b9b4c1acedaba46e
it.agilelab	wasp-consumers-rt_2.12	2.27.1		9d96731fa15cb28baf3ba6260bbe7811535bba2d
it.agilelab	wasp-consumers-rt_2.12	2.27.2		78bfcdcb37fa7bdd2180b63d9a7a29d67393d427
it.agilelab	wasp-consumers-rt_2.12	2.28.0		059c6b674418198048e3de44079d20e544d5eab3
it.agilelab	wasp-consumers-rt_2.12	2.28.0-emr212		6f50feb19c9ab51fbdf1c2dc66a58cd497496ed5
it.agilelab	wasp-consumers-rt_2.12	2.28.1		7f367e740acad6dc34f18077ab7cbd1204a85dd9
it.agilelab	wasp-consumers-rt_2.12	2.28.1-emr212		9f15d0eed0c12307ebb853c29cd19e287e9e037c
net.ceedubs	ficus_2.10	0.1.0		3f7ed3cdf3499f39b0a79608040c7d7f31e4a821
net.ceedubs	ficus_2.10	0.1.1		8f1124eec9238c07943c032a5aa316c07764433a
net.ceedubs	ficus_2.10	0.1.2		47d2e189a606a69becb5a0c6c7ef0725b53355de
net.ceedubs	ficus_2.10	0.2.0		58b5220307561e9f3739930e1701a9c9286ac629
net.ceedubs	ficus_2.10	0.2.1		fd0e8c704f38302bdce94ec910cc66e7f35ae0f8
net.ceedubs	ficus_2.10	0.2.2		659711fb50a18a66e24293ee0e8f16df407a4c82
net.ceedubs	ficus_2.10	0.3.0		463a339968da92a6c70d2c17f4b6e8d67b4c531a
net.ceedubs	ficus_2.10	1.0.0		70e7b43caaf0ae6681a6169b9d231df48e14944e
net.ceedubs	ficus_2.10	1.0.0-M1		802ef9fa6288cd574b0899a954b45c2e8c103881
net.ceedubs	ficus_2.10	1.0.0-M2		80885428fc1955980c6356a80715767f2d70e249
net.ceedubs	ficus_2.10	1.0.0-M3		1c09dd1143c340405e283d2e1103d4edd5bc0d25
net.ceedubs	ficus_2.10	1.0.0-M4		938d2f5bacebeb64ad6d31512f0113ddf528fbcc
net.ceedubs	ficus_2.10	1.0.0-M5		f77da77043f4001f90f0378fe9e2ecf447e0b6d1
net.ceedubs	ficus_2.10	1.0.1		d80cc5c0136b8c13adbb4e07f9d0e9935ebb105f
net.exoego	aws-sdk-scalajs-facade-iotjobsdataplane_sjs1_2.12	0.29.0-v2.624.0		b3a84e735369f3397139deaf6abc1b39fe697976
net.exoego	aws-sdk-scalajs-facade-iotjobsdataplane_sjs1_2.12	0.30.0-v2.715.0		69d9dd22d7c8a31db27bb91cb367456eae2e7cc6
net.exoego	aws-sdk-scalajs-facade-iotjobsdataplane_sjs1_2.12	0.31.0-v2.731.0		c657df6fb9197a702bf0d585ee463b083275b836
net.exoego	aws-sdk-scalajs-facade-iotjobsdataplane_sjs1_2.12	0.32.0-v2.798.0		d20ea0abb04e6baca6fec4ff94438aaac40d924c
net.exoego	aws-sdk-scalajs-facade-iotjobsdataplane_sjs1_2.12	0.33.0-v2.892.0		2d9734e12e66ae657553923cd5862e4d17f4cdbb
net.moznion	ikasan-client	1.0.0		971989cb793c496339978fdea3d3405ae4ea6d5e
net.moznion	ikasan-client	2.0.0		15f49c0e512ab5ab4856e775b541042080acbc3b
net.moznion	ikasan-client	2.0.1		ce832fb1bfed305f78f3971a31a63707f60099a6
net.moznion	ikasan-client	2.1.0		3091fa6fa66657fa79ac260974bcf67e9bfe725f
net.moznion	ikasan-client	2.1.1		1d6eb6757930968f8c94b891675ff91b0c198f3a
net.moznion	ikasan-client	2.2.0		ce7afa25c094dfd309477f6b24227bd4126cf074
net.moznion	ikasan-client	2.2.1		76d6e61d33b797e95961a9bad444610a664a5908
net.moznion	ikasan-client	3.0.0		490c62ae09b57a6d0afcf65192336affd16d4509
net.moznion	ikasan-client	3.1.0		2147469e5c96ba967afe33d5634942a9fa8b4ab0
net.moznion	ikasan-client	3.1.1		7691f9d573acc15b74eb2e7bfe12bf1df328e76a
net.thevpc	netbeans-launcher	1.3.0		1172e0ed4acb654aeec378b2020a7ed57f26eba7
nl.marc-apps	tts-desktop	2.0.0		bb5dd341860ae5a6d449a37715a709c65cc262bc
nl.marc-apps	tts-desktop	2.1.0		7f4fb6fa17539f8cae59c03ec49804ca7e4199d4
nl.marc-apps	tts-desktop	2.2.0		7f4fb6fa17539f8cae59c03ec49804ca7e4199d4
nl.marc-apps	tts-desktop	2.3.0		f71ece752f6a6298e73829c70e22c8620ec641f4
nl.marc-apps	tts-desktop	2.3.0-wasm0		f71ece752f6a6298e73829c70e22c8620ec641f4
nl.marc-apps	tts-desktop	2.3.1		f71ece752f6a6298e73829c70e22c8620ec641f4
nl.marc-apps	tts-desktop	2.3.1-wasm0		f71ece752f6a6298e73829c70e22c8620ec641f4
nl.marc-apps	tts-desktop	2.3.2		f71ece752f6a6298e73829c70e22c8620ec641f4
nl.marc-apps	tts-desktop	2.3.2-wasm0		f71ece752f6a6298e73829c70e22c8620ec641f4
nl.marc-apps	tts-desktop	2.4.0		f71ece752f6a6298e73829c70e22c8620ec641f4
nl.marc-apps	tts-desktop	2.4.0-wasm0		f71ece752f6a6298e73829c70e22c8620ec641f4
nl.marc-apps	tts-desktop	2.5.0		f71ece752f6a6298e73829c70e22c8620ec641f4
nl.marc-apps	tts-desktop	2.6.0		1fc04af54ce67372fb8c4926f4b70135fe3344f2
nl.marc-apps	tts-desktop	2.7.0		fde9f4e82ece565e0fc5402f293520e3a98be839
nl.marc-apps	tts-desktop	2.7.0-beta.1		fde9f4e82ece565e0fc5402f293520e3a98be839
nl.marc-apps	tts-desktop	2.8.0		8c8291017edc290c7de8ac272eb467b568837192
nl.marc-apps	tts-desktop	2.8.0-beta.1		8c8291017edc290c7de8ac272eb467b568837192
nl.marc-apps	tts-desktop	3.0.0-alpha.1		8c8291017edc290c7de8ac272eb467b568837192
nl.marc-apps	tts-desktop	3.0.0-alpha.2		0877f0a2ee1edb6561adb9dd1ef179e280506096
nl.marc-apps	tts-desktop	3.0.0-alpha.3		cec3cdea6d0130097e15d7fbd6883e0c581da909
no.ssb.vtl	vtl-connectors-utils	0.1.0		5e2acd5b22249c3a7adfc0bfa3eca484c117a7b4
org.apache.camel.quarkus	camel-quarkus-shiro-parent	1.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	1.3.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	1.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	1.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	1.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	1.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	1.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	1.8.1		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.0.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.0.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.0.0-M2		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.1.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.10.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.11.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.12.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.13.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.13.1		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.13.2		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.13.3		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.14.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.15.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.16.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.2.1		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.3.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.7.1		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.7.2		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.8.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	2.9.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.0.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.0.0-M2		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.0.0-RC1		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.0.0-RC2		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.10.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.11.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.12.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.13.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.14.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.15.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.15.1		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.15.2		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.15.3		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.16.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.17.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.18.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.19.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.2.1		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.2.2		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.2.3		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.20.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.22.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.8.1		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.8.2		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.8.3		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.8.4		N/A
org.apache.camel.quarkus	camel-quarkus-shiro-parent	3.9.0		N/A
org.bytedeco.javacpp-presets	opencv	2.4.10-0.10		a52a775a3d2d578823f86f1c9a347501bc39d9d2
org.bytedeco.javacpp-presets	opencv	2.4.10-0.10	android-arm	2c3aef96adc0bdc11519b79d26603716e8a961c3
org.bytedeco.javacpp-presets	opencv	2.4.10-0.10	android-x86	c405f86182ed6a55bfe9c723be0702cf77d732c0
org.bytedeco.javacpp-presets	opencv	2.4.10-0.10	linux-x86	b3d853c675deef6dae144bb25cb5f353db05948d
org.bytedeco.javacpp-presets	opencv	2.4.10-0.10	linux-x86_64	f4f81a3f6d0b529610c3123cc3fcdd17bc78696d
org.bytedeco.javacpp-presets	opencv	2.4.10-0.10	macosx-x86_64	b89cbdf404726daeefe5eef2a9d0bbbec2262fdf
org.bytedeco.javacpp-presets	opencv	2.4.10-0.10	windows-x86	867802c7758a344032e3d1c58b3585258e78176f
org.bytedeco.javacpp-presets	opencv	2.4.10-0.10	windows-x86_64	f59dba95a8bd6a9a46d0aa95050a0ff6ea750fbf
org.bytedeco.javacpp-presets	opencv	2.4.11-0.11		59bab66af4cb22e942ff4031f56c62382c21c59a
org.bytedeco.javacpp-presets	opencv	2.4.11-0.11	android-arm	fca5b4f044fa8a311d78727608bf208cc50544c9
org.bytedeco.javacpp-presets	opencv	2.4.11-0.11	android-x86	90a80414eca3058886d17096364b3759ac5a6af3
