au.net.causal.shoelaces	shoelaces-jersey-integration-tests-container	2.0		ec08796a4753077822fe0045bdf383fa433e13a5
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.0.0-M1		414a38003919794ea56ba2b0e4f2a323a9406c6e
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.0.0-M2		fbfa1de4076fa1e59830c229504b16d397a85201
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.0.0-M3		709d5dd523a38f4bd03ff3fa60c2e8399e22b26c
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.0.0-M4		c8d0c3936b32aa4155ea9fcd0f7b919f36f57d63
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.0.0-M5		ee3a1a79588e593ad741cfe6390fae86758631a0
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.0.0-M6		4b65d0d92a18ba44fc73349d629a0dd07b4d53b0
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.0.0-M7		3e354c3bbf7779be52fb4f308f5a91c6f99203c0
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.0.1		f8d35c2cb6a6cdb5a7dd37bf8ef6393dd7d3196d
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.1.0		9ea735cef40b40273114547d67ee7603cd612d66
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.2.0		6a1d167273567a2d86041d908b2bc10d9319dccb
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.3.0		30cd1213ea4a8344fd3c2b9130c5e6f1948bca81
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.4.0		1e762a77a4810dbe8aad759b5d7c4e6b3248f50f
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.5.0		5a7d2ce0eb626ca4fa540ed1527a1d639b63aba4
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.6.0		f159fecf9156d311eb5b03ab982287964b05f654
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.7.0		19f6b9e8577e47f62cc70dcc4ec5421506707e5f
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.8.0		25481b6ad11f05ee72fe35db23baf176f8728aeb
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.8.1		0b553c57bea51e8c4a0008f57b01deaec0cfee1c
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.0.0		a8d00d780edecc860bd65c631ae0590a6b42236f
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.0.0-M1		a0ca3610e36faf6e3ef98ba46b22c18cd221eba6
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.0.0-M2		51d86fd1276af223ac01ce6477d7216738478e38
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.1.0		568586eae2794dbcf7f7c6c5bfba0bea0a3d366e
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.10.0		41e65d903d28e148e4440b1887428ee41953d9a0
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.11.0		47130387d09cc3a591cd01bd1dc905bd6c39c555
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.12.0		3af1fae986b60416e27546ee8f0d08cf86f90826
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.13.0		d37ec9773d73ca65c3752d5988c66e58468f716a
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.13.1		afeb2dba2a81d85b8de2e7f93a952fe218033c1a
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.13.2		b1e44d275766dd7d75b33b120bc5c39e7d5763ab
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.13.3		bed12e28c2b5f0f431a15d7ee0c828327ec89a52
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.14.0		f323f54a5c1e555f392527ae6030c25236032f81
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.15.0		391b3d3a8576b4af71bee91f4b92bda306882ee0
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.16.0		4ef9f52e9fa9f12625e1905b6fb2d49e044f9695
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.2.0		1708f4da8862162c9628c7c9cf3d5b180964216a
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.2.1		ec04ab75bbec62a505cfb4d34e8e6501843e3bc8
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.3.0		6a138d1593373df5467ceb977056fe9b57defc49
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.4.0		0488669be0e51d5cf86e02f36ba33ddc279631bd
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.5.0		6b3a7bb761d8d8c9f63f646c6f328f5c0873905f
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.6.0		3eaae6b56889928b3b973de7da9aa95aeb579e6f
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.7.0		9a5e9370ae0fa2045682d26c244ada2299026a5e
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.7.1		1c4403ce816b4e8c3d36c08220fe6ac5e78ad3d1
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.7.2		d264d3dff56786a355398619774563b2a5152ace
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.8.0		46cfa4f11397c27eecd4183aaae09c9a3f7a7df6
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.8.0-M1		4a64a7497b4de0d310841c409c18f0b2e7ada091
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	2.9.0		125ace68c09319beebd49ed14b115c509d409139
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.0.0-M1		fa51dba6da424dd13bac579ef113c021fe380391
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.0.0-M2		8abdb68d1a304612e260d9ef289507df5bcc5d87
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.0.0-RC1		420331e3e25ba667b4dee8ed6752a17ef46ef6b1
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.0.0-RC2		638c10ae8906d57c953c3e33275a310dce3baf87
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.10.0		1486403d05e5e434146b1f16ab25d913fb39aeab
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.11.0		be2ab6eeeac192898dbc87848adeba17a09a8aa1
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.12.0		5f2465ec6011dff2f92a2d08d9294d42cee5a183
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.13.0		1f370049c4c58cbf6bd486009ab2118c61202741
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.14.0		8c4f1ebc01e3101f6b6dc1410e263459c7fcb63f
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.15.0		e9f08787b51cd6c68c9e2d7575aaf194dd73db44
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.15.1		920fc1e861e2a98e9100b02cf31660a78b29565e
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.15.2		d11568967429a3b5eefc3f2bf311ad2bf6f421ed
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.15.3		80d91dfec88690d5dcb24b60d1a20cb8291e52ca
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.16.0		365dbda00fac34403d7223438fad4f50f240da46
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.17.0		4a71e99c53ae4841326c20983a92f7a20984e6e6
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.18.0		fa6d1d3bfb95578590363c8d6d2ac1bb51f407b1
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.19.0		4aee8e21f0592050bd5e2746c9aa452faf6c8e9e
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.2.0		488f76c1c8309451bd3fdc24bc60f9ebfe1f6ed5
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.2.1		06f3473168563ac0ce8283dbfca547e017cb54c1
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.2.2		5f59bbeb72ef6c2f9b6fa0e07e437e96f4f83088
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.2.3		b7c7127c74ec1d06139c38ad1c0ef82ee8ff2876
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.20.0		712d7633711209e18c9e0336c4d57d9a1b762161
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.22.0		8e385fad8879653d94d1eb472db84cb93a7fe71c
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.4.0		30b167d4ce2233a6b1ad6fde0488109ed27acb58
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.5.0		04e23642f2ac7ebaaba09f65afa76ee1f337cab5
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.6.0		b0974b3eede826823d82f54fc3b96bc60e3e8ce4
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.7.0		7478737211b38b4045737d9a73b1af3d20e9e7e8
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.8.0		7f690d013ab0495c5c829a7e336cf959728b31c3
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.8.1		091a61a7fe433cccd88839d661419adfa43d27d2
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.8.2		a239fe91f9a52b49cccfcdbbbe2f043a5994a336
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.8.3		76f2c24d60197ccead51ef2af102e9a9577f90c1
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.8.4		8b4e8512c90f495d9701666abb6df7c88f0e1e5b
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	3.9.0		08150fdd0cdb93cb8e2fd86c29234945b5136195
org.codehaus.openxma	epclient	5.0.3		5759096bf571844572a3be5377b23395460d7ef7
org.codehaus.openxma	epclient	5.0.4		c3102704c0b6e9b810edc35f061c48eac6516ffd
org.codehaus.openxma	epclient	5.0.5		a7cef897238c36a2325811c6fd3ffe2c04812da8
org.codehaus.openxma	epclient	5.0.6		7c79588a421060959b8d82a4f77323c15555664d
org.danbrough.kotlinxtras.iconv.binaries	iconvLinuxX64	1.17		N/A
org.danbrough.kotlinxtras.iconv.binaries	iconvLinuxX64	1.17a		N/A
org.dkpro.core	dkpro-core-maui-gpl	1.11.0		57b6c17e83199ba610226ed9f4e210056c987308
org.dkpro.core	dkpro-core-maui-gpl	1.11.1		29def52207325e2bbba2ac07fa8cf218baaa7ec1
org.dkpro.core	dkpro-core-maui-gpl	1.12.0		17f1b0543421acd688509c8f51245121edf2430f
org.dkpro.core	dkpro-core-maui-gpl	2.0.0		a63315543c4e5c705e2797d5dd3f419b493514cb
org.dkpro.core	dkpro-core-maui-gpl	2.1.0		0871b279ab6cfe317b5bcdd89a1a7ef3624e5196
org.dkpro.core	dkpro-core-maui-gpl	2.2.0		20fa50435dccc99165e40c2312368758c3a1bcd3
org.eclipse.leshan	leshan-tl-jc-client-coap	2.0.0-M16		28baa1574eba31c1985ef6e7caf27106d5bb0ccc
org.eclipse.leshan	leshan-tl-jc-client-coap	2.0.0-M17		c0d6820c456e8ab427b746b38de3ae15b0a22010
org.eobjects.metamodel	MetaModel-couchdb	3.0		f33eb5410c65469ae75ceed871ba02ded486fab7
org.eobjects.metamodel	MetaModel-couchdb	3.0-beta3		792ae52fb955ed8ed82042db737f885ae6aa47b6
org.eobjects.metamodel	MetaModel-couchdb	3.0-beta4		ce21e7a2aeecb7c346410c1fe080c07f4aa0f365
org.eobjects.metamodel	MetaModel-couchdb	3.0-beta5		116e8e40805c358024a3cbb8c6a6b3663d8c4f66
org.eobjects.metamodel	MetaModel-couchdb	3.0-beta6		f1b08a06a5e8fb1ed95ff4a45fe2fd7588370afe
org.eobjects.metamodel	MetaModel-couchdb	3.0-beta7		308cd419aa237d6e07146d9993a4a77236b1aab1
org.eobjects.metamodel	MetaModel-couchdb	3.0.1		821670fc1f543b32322e4e6105d6eb657de0071c
org.eobjects.metamodel	MetaModel-couchdb	3.1		87001561e5e616d3d096e944b9c259facaad46cd
org.eobjects.metamodel	MetaModel-couchdb	3.1.1		e0ba1474e7c5f223fe915a4f01dedd9e433b8821
org.eobjects.metamodel	MetaModel-couchdb	3.1.2		76faf41d0fe1c244a4b2d48f381f69ef6751a0ef
org.eobjects.metamodel	MetaModel-couchdb	3.2		d0d360814da30b724e93dcf19e1a1b09b354b5f1
org.eobjects.metamodel	MetaModel-couchdb	3.2.1		cbe95a0063aa40a41e1d0b1674d261cfc9f3e80a
org.eobjects.metamodel	MetaModel-couchdb	3.2.2		a000a6d346337f7fdd59648edf0b116c743fbac2
org.eobjects.metamodel	MetaModel-couchdb	3.2.3		a66b675e84ada1709a8d60f95595baab77e3eec0
org.eobjects.metamodel	MetaModel-couchdb	3.2.4		e6ac1d59e1437bb0037cbc19956ca602c99825c5
org.eobjects.metamodel	MetaModel-couchdb	3.2.5		f241fa706f87c0df4221a840e9e29df95149cd54
org.eobjects.metamodel	MetaModel-couchdb	3.2.6		568e5907d3d5f2fd4a2d2e3606a9820dc482cc5c
org.eobjects.metamodel	MetaModel-couchdb	3.3		caaf3d93a79a13061654c7a624291e79dcd81219
org.eobjects.metamodel	MetaModel-couchdb	3.3.1		71e0b8d05654c7ddf2c687a143c2f35a9ebfcf47
org.eobjects.metamodel	MetaModel-couchdb	3.3.2		b07ef45207730550f83a25d924ebd8774c6209e1
org.eobjects.metamodel	MetaModel-couchdb	3.3.3		9671c0a8c26ade8c4097e9318bba5a142743024e
org.eobjects.metamodel	MetaModel-couchdb	3.4		8dc733c372f105b51fc0336a8cdda3e41619e14d
org.eobjects.metamodel	MetaModel-couchdb	3.4-RC1		dda7bba67b67060f4995476544938480031a5c7a
org.eobjects.metamodel	MetaModel-couchdb	3.4.1		905873fca434065545f7abdf9f003b974a17a2a9
org.eobjects.metamodel	MetaModel-couchdb	3.4.10		df43718c1c50a78c41f735e5c50db5a8010d2d2f
org.eobjects.metamodel	MetaModel-couchdb	3.4.11		f7913ce479f632172e3a6b8cb28b3199176e12be
org.eobjects.metamodel	MetaModel-couchdb	3.4.2		238bb3d8c5ba6676d528565da229736f83b74c75
org.eobjects.metamodel	MetaModel-couchdb	3.4.3		9fca76c178e5209f30164eb97ffb6941eecd0886
org.eobjects.metamodel	MetaModel-couchdb	3.4.4		036a3f55fde6cc73e379acc243185a2834adcd92
org.eobjects.metamodel	MetaModel-couchdb	3.4.5		8a5a42a28a45cf02b280fc47c9b18f3df7be363d
org.eobjects.metamodel	MetaModel-couchdb	3.4.6		e4a41b87221cc69c45bf21055ac991517bfdb66d
org.eobjects.metamodel	MetaModel-couchdb	3.4.7		3642266f4f0f728105950497926ddd28bcab8db3
org.eobjects.metamodel	MetaModel-couchdb	3.4.8		94cae6c7f0dfe98e96b13a0bf6d603930c527e63
org.eobjects.metamodel	MetaModel-couchdb	3.4.9		063bded9bf8dba3c773e2b480083f3e150e370c2
org.eobjects.metamodel	MetaModel-couchdb	5.3.4		5d2f635d73af01c11816f45b13c0c18fabb08941
org.eobjects.metamodel	MetaModel-couchdb	5.3.5		31a66907b8c8b6b8e707e890edb148a35215f894
org.eobjects.metamodel	MetaModel-couchdb	5.3.6		13bb9789acc303798e6cdffca408c1b0ec2a09ee
org.glassfish.web	weld-integration-fragment	3.1		f3120a8a4e0da9e58a779c4580a5750f54465704
org.glassfish.web	weld-integration-fragment	3.1-b31		b961994f8d9e84a1eac0c3c079b4bbe442d78171
org.glassfish.web	weld-integration-fragment	3.1-b32		1fbd2724a89dcaed6e0c6ef763af125b240c6ec8
org.glassfish.web	weld-integration-fragment	3.1-b33		33e1de9f5dda0324b53650b556ddfee18fcdaf8c
org.glassfish.web	weld-integration-fragment	3.1-b34		5a8c1554701a7228d88a276705efea627cab7d13
org.glassfish.web	weld-integration-fragment	3.1-b35		2335267104abd9c0116088856083a6782db1ec64
org.glassfish.web	weld-integration-fragment	3.1-b36		6c05848bbf4c98346e279b1b8ed0c4d5b80ff14c
org.glassfish.web	weld-integration-fragment	3.1-b37		d06a3a4a3625e97663cbb2dbd00ee2220b6f8143
org.glassfish.web	weld-integration-fragment	3.1-b38		9ed7003aee8d6f980ee10185af67f0db36bb64ee
org.glassfish.web	weld-integration-fragment	3.1-b39		f1b23dd43413f059435ec61ad292164409cd2c7a
org.glassfish.web	weld-integration-fragment	3.1-b40		cbe7eb3f1e2d75ef9a6df91a96b124cdbd57e4b6
org.glassfish.web	weld-integration-fragment	3.1-b41		1c67ab0aa7e0818a744f77708c1f0475938a9df8
org.glassfish.web	weld-integration-fragment	3.1.1		613999b9878427b413eff40fd34bcb30b8979c5e
org.glassfish.web	weld-integration-fragment	3.1.1-b01		b8c0dcafc74f0e20067f1b8376f1bb732f3da75b
org.glassfish.web	weld-integration-fragment	3.1.1-b02		9081eb53a80242fa70259b5f24c39671f0516cb7
org.glassfish.web	weld-integration-fragment	3.1.1-b03		ad67f4d3eb18c5e18579dd88714960a08a77bd2c
org.glassfish.web	weld-integration-fragment	3.1.1-b04		8789af7b796466bb724c7b9070ad416abd338e98
org.glassfish.web	weld-integration-fragment	3.1.1-b05		a55ccf749ac09d0dc33a3ae865027c78d898ed62
org.glassfish.web	weld-integration-fragment	3.1.1-b06		87b70fd1ea1290de982f242f59d6da0b15553b02
org.glassfish.web	weld-integration-fragment	3.1.1-b07		2f3b35e89d00e73cf9802c535f3777e5d3206897
org.glassfish.web	weld-integration-fragment	3.1.1-b08		3a5035312c0f1f21cfce4349680b9ad595fe9a57
org.glassfish.web	weld-integration-fragment	3.1.1-b09		8e50a5b2d034538452dd31aca2a66c1f299f548e
org.glassfish.web	weld-integration-fragment	3.1.1-b10		a0ccf04841e64dd159f9766949cd17f9d325be88
org.glassfish.web	weld-integration-fragment	3.1.1-b11		6c940c070c2f466a3970e992138296c814f6cc78
org.glassfish.web	weld-integration-fragment	3.2-b01		44957d6a9d1df3aebcc96a75a674df05378bdb90
org.glassfish.web	weld-integration-fragment	3.2-b02		e0820b5a4ddf61fec91ffd48d478e3f17e10131b
org.glassfish.web	weld-integration-fragment	3.2-b03		504ccefb7d28b6df440633c7da889f4f77706ee4
org.glassfish.web	weld-integration-fragment	3.2-b04		064419378a1dcde4379a1c0e077faacfe531109c
org.glassfish.web	weld-integration-fragment	3.2-b05		b5125a2ba1e83a56acd3996dde540616f2126c43
org.glassfish.web	weld-integration-fragment	3.2-b06		a6f7d91833a2aea3f63a77b929377a2c41aabaf4
org.hdiv	hdiv-struts-1.2.4	2.0.3		5fc132d5fac09aa95c6f5497dd1aadf05ba0cf83
org.hdiv	hdiv-struts-1.2.4	2.0.4		e64ee7062b17e3aeb5a90f8b29e7c2834f5cd755
org.http4s	http4s-otel4s-middleware-core_2.13	0.10.0		9cb1c34d0dd1ce78c5954f98a692d28d7614de10
org.http4s	http4s-otel4s-middleware-core_2.13	0.11.0-rc.1		7c6e87cdfb9d8f6abf1c5b213ee8ffb2fa65b5ed
org.http4s	http4s-otel4s-middleware-core_2.13	0.11.0-rc.2		0fc59488ce464b081b8726f614b71fa01eaff39f
org.http4s	http4s-otel4s-middleware-core_2.13	0.12.0		1e5222c52cfc4496f1a1d8486a84947d10f24577
org.http4s	http4s-otel4s-middleware-core_2.13	0.12.0-beta.1		07c1ae2dc532dd1deb9eec6186a26eeedfc1d019
org.http4s	http4s-otel4s-middleware-core_2.13	0.12.0-beta.3		8b86a238ebc371f11a02eca1ce0df1562666f862
org.http4s	http4s-otel4s-middleware-core_2.13	0.9.0		879d8c949d4abbdd2ae3c1239081e8af8c1d28ab
org.http4s	http4s-otel4s-middleware-core_2.13	0.9.0-rc.2		27224841302c9332509af46c719b3a8033d0231c
org.ifinal.finalframework.boot	final-boot	1.0.0		N/A
org.ifinal.finalframework.boot	final-boot	1.0.1		N/A
org.ifinal.finalframework.boot	final-boot	1.0.2		N/A
org.kevoree.modeling	org.kevoree.modeling.microframework.umd	4.22.0		0610cb93ea2f6521089c3a6a3090339e6a0f1fd3
org.kevoree.modeling	org.kevoree.modeling.microframework.umd	4.23.0		fa12ac0d41edb0549f0f1e7b3f87432e3b3c78c7
org.kevoree.modeling	org.kevoree.modeling.microframework.umd	4.24.0		1ef719e057ecaf89ed497e483763ffb34d06f8d1
org.kevoree.modeling	org.kevoree.modeling.microframework.umd	4.25.0		930bd91d60a59b5a7e9014db4ac673fa5d85d82a
org.kevoree.modeling	org.kevoree.modeling.microframework.umd	4.26.0		91903dc56f9f6e9bff99b27ab37d0c7e90e1c6fc
org.keycloak.bom	keycloak-misc-bom	10.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	10.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	10.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	11.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	11.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	11.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	11.0.3		N/A
org.keycloak.bom	keycloak-misc-bom	12.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	12.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	12.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	12.0.3		N/A
org.keycloak.bom	keycloak-misc-bom	12.0.4		N/A
org.keycloak.bom	keycloak-misc-bom	13.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	13.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	14.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	15.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	15.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	15.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	15.1.0		N/A
org.keycloak.bom	keycloak-misc-bom	15.1.1		N/A
org.keycloak.bom	keycloak-misc-bom	16.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	16.1.0		N/A
org.keycloak.bom	keycloak-misc-bom	16.1.1		N/A
org.keycloak.bom	keycloak-misc-bom	17.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	17.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	18.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	18.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	18.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	19.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	19.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	19.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	19.0.3		N/A
org.keycloak.bom	keycloak-misc-bom	20.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	20.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	20.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	20.0.3		N/A
org.keycloak.bom	keycloak-misc-bom	20.0.4		N/A
org.keycloak.bom	keycloak-misc-bom	20.0.5		N/A
org.keycloak.bom	keycloak-misc-bom	21.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	21.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	21.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	21.1.0		N/A
org.keycloak.bom	keycloak-misc-bom	21.1.1		N/A
org.keycloak.bom	keycloak-misc-bom	21.1.2		N/A
org.keycloak.bom	keycloak-misc-bom	22.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	22.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	22.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	22.0.3		N/A
org.keycloak.bom	keycloak-misc-bom	22.0.4		N/A
org.keycloak.bom	keycloak-misc-bom	22.0.5		N/A
org.keycloak.bom	keycloak-misc-bom	23.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	23.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	23.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	23.0.3		N/A
org.keycloak.bom	keycloak-misc-bom	23.0.4		N/A
org.keycloak.bom	keycloak-misc-bom	23.0.5		N/A
org.keycloak.bom	keycloak-misc-bom	23.0.6		N/A
org.keycloak.bom	keycloak-misc-bom	23.0.7		N/A
org.keycloak.bom	keycloak-misc-bom	24.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	24.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	24.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	24.0.3		N/A
org.keycloak.bom	keycloak-misc-bom	24.0.4		N/A
org.keycloak.bom	keycloak-misc-bom	24.0.5		N/A
org.keycloak.bom	keycloak-misc-bom	25.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	25.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	25.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	25.0.3		N/A
org.keycloak.bom	keycloak-misc-bom	25.0.4		N/A
org.keycloak.bom	keycloak-misc-bom	25.0.5		N/A
org.keycloak.bom	keycloak-misc-bom	25.0.6		N/A
org.keycloak.bom	keycloak-misc-bom	4.8.0.Final		N/A
org.keycloak.bom	keycloak-misc-bom	4.8.1.Final		N/A
org.keycloak.bom	keycloak-misc-bom	4.8.2.Final		N/A
org.keycloak.bom	keycloak-misc-bom	4.8.3.Final		N/A
org.keycloak.bom	keycloak-misc-bom	5.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	6.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	6.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	7.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	7.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	8.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	8.0.1		N/A
org.keycloak.bom	keycloak-misc-bom	8.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	9.0.0		N/A
org.keycloak.bom	keycloak-misc-bom	9.0.2		N/A
org.keycloak.bom	keycloak-misc-bom	9.0.3		N/A
org.mvnpm	fs-exists-sync	0.1.0		5cfe195d1964ba9bb7bf32a3f3d8f25b36b0d329
org.mvnpm	markdownscript	1.3.0		dd8e8dea9d39779c6887eee9e7646cc510bb0026
org.mvnpm	react-remove-scroll	2.5.5		317a817914f321c4c8ac67243a9a7b37a6b645f4
org.mvnpm	react-remove-scroll	2.6.3		34a54ffe68587c2a32d7e4455346c1965f04ab9a
org.opencms.modules	org.opencms.editors.fckeditor	8.0.1		282bb67d33148acc8be815d05869311c5b76cacf
org.opencms.modules	org.opencms.editors.fckeditor	8.0.2		0bc5e0315fbe9d0e6fd164433dda9d581a018719
org.opencms.modules	org.opencms.editors.fckeditor	8.0.3		846b0dae80559e24d7a16c16f82a4916cdf5a685
org.opencms.modules	org.opencms.editors.fckeditor	8.0.4		1555e7f8f087c2ca967bf35af00173a8daadc835
org.opencms.modules	org.opencms.editors.fckeditor	8.5.0		51533f71f8dd38665b065c8fc08dc732fcac2554
org.opencms.modules	org.opencms.editors.fckeditor	8.5.1		3906907d8b788cdb21a437fcafb9694ebb191187
org.ow2.easybeans	ow2-easybeans-tomcat	1.0.0		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.0.0-JONAS		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.0.0.RC1		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.0.0.RC2		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.0.0.RC2-JONAS		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.0.0.RC3		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.0.0.RC3_JONAS		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.0.1		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.0.2		N/A
org.ow2.easybeans	ow2-easybeans-tomcat	1.1.0		N/A
