au.csiro	elk-cli	0.5.0		e2f8556204f8c33fcd7505239758bbed905dfac0
org.apache.cxf.systests	cxf-systests-jaxws	3.5.7		9d5eb58d7c58907b8c317d34359f80556d10d909
org.apache.cxf.systests	cxf-systests-jaxws	3.5.8		37b938e0f8ba3f39ead34c2d512441a6084d021b
org.apache.cxf.systests	cxf-systests-jaxws	3.5.9		2cf8890614caef0dbf350b0e4e7cf84176dcf27d
org.apache.cxf.systests	cxf-systests-jaxws	3.6.0		07f029728e9fe6ee651cdff776a2365b0bfc39e2
org.apache.cxf.systests	cxf-systests-jaxws	3.6.1		7fde4de06d758925da0d1002308f2c66b27c59ea
org.apache.cxf.systests	cxf-systests-jaxws	3.6.2		bddd9867c2fb175c9af065dee4aa643c33947f95
org.apache.cxf.systests	cxf-systests-jaxws	3.6.3		9f82918fa29ce34050891ca626c4e9e447698bba
org.apache.cxf.systests	cxf-systests-jaxws	3.6.4		1ed2dbd739bb39819825cffb02d2912ad55a0d6a
org.apache.cxf.systests	cxf-systests-jaxws	3.6.5		8b85b0752cb1c646fe9ee1e429c0b9bb3668c3d4
org.apache.cxf.systests	cxf-systests-jaxws	3.6.6		bbdf8e885b5f166273c20e7295cb60dac0b579d5
org.apache.cxf.systests	cxf-systests-jaxws	4.0.0		4ac3c7a8427a3c76f415eba22b86ceb0ea08e8c0
org.apache.cxf.systests	cxf-systests-jaxws	4.0.1		06fc8328d6af0c064ca11c5566059e2982992859
org.apache.cxf.systests	cxf-systests-jaxws	4.0.2		e0cbf329efb17ef91c23755034c650afd7b9c164
org.apache.cxf.systests	cxf-systests-jaxws	4.0.3		084247497e8830ab144621d7bea4df8a2e41a147
org.apache.cxf.systests	cxf-systests-jaxws	4.0.4		969f9a5e672c2df48e037d1b4f578fd5af3a4163
org.apache.cxf.systests	cxf-systests-jaxws	4.0.5		d6db7ea282d9a05b47ab3b7b617c75614eb91b99
org.apache.cxf.systests	cxf-systests-jaxws	4.0.6		ac3e41fd19949f498dcb66c39c76a8b879b69043
org.apache.cxf.systests	cxf-systests-jaxws	4.0.7		325c587a1312a8c46b01de330911ba2192eed6bf
org.apache.cxf.systests	cxf-systests-jaxws	4.1.0		d1fc862e430f5300c2085d109daa144a227b92dc
org.apache.cxf.systests	cxf-systests-jaxws	4.1.1		5f71eb92e95d38ffc6c2f7f4a1b5c977daa62815
org.apache.shardingsphere	shardingsphere-data-pipeline-distsql-parser	5.3.0		59f5bf07ebb924b25aee3c368730cd6ca272f330
org.apache.shardingsphere	shardingsphere-data-pipeline-distsql-parser	5.3.1		66b40768ce9cf380da19b52da85b9adf75783bd9
org.apache.shardingsphere	shardingsphere-data-pipeline-distsql-parser	5.3.2		089b029ce36c31826a91ea378b7898e24fd38b8c
org.apache.shardingsphere	shardingsphere-data-pipeline-distsql-parser	5.4.0		57e5a6b13362ec6d2636dbec3b6212b2a4f59abc
org.apache.shardingsphere	shardingsphere-data-pipeline-distsql-parser	5.4.1		1cd9fc2a373f7ddfb6e59dca463d1ca0d948987c
org.apache.shardingsphere	shardingsphere-data-pipeline-distsql-parser	5.5.0		8b02e63ab4bf017d8a5c634b7b65b5b9be3ea834
org.apache.shardingsphere	shardingsphere-data-pipeline-distsql-parser	5.5.1		c5d0a3a4586e9acba5a18cf0749323acf485040e
org.apache.shardingsphere	shardingsphere-data-pipeline-distsql-parser	5.5.2		964bbaf2f961f48ab578a6ec13e929211539e69c
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0		d22a6442e463c203592cf10ebfca5c6d883c1b19
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0	resources	d665fa1044c82460f519211761994bc334622e51
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.M1		04a09e299c2495ca982b68371c1844139262740e
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.M1	resources	785d0201c972acf7e139e6eb1ba6edee1a1055c8
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.M2		210d09c66b21c72bb0237be260af22dc798f0ca3
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.M2	resources	76ad46d8c20b36cfe8ebecb7397b20b1141903d8
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.M3		0a058f490bfce7e54cc1f3aa83fa2fca7d5e1456
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.M3	resources	5aabe2db941f45d4be97cf9fdbd149ea30b3cc34
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.RC1		2566a92dbab1a0a23a88f7ac2697a1fafea14753
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.RC1	resources	0fd2d3aa4924cd5396c69ee89b074ee766c737bc
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.RC2		712f6c89b6e8b9e9aac88da833f2546ba9969fe6
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.RC2	resources	f5201f29380d1a2bde7ffe983fb1f6b7d823c948
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.RC3		e25aad3bf7d3b8e41e6099d2ec4ccef2137bea09
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.RC3	resources	6459532fa2a3a944cb820a4f7571ae067bc5e959
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.RC4		fe949d502a8f846502a5b0968323c80f231f4876
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.0.RC4	resources	18ca4bbe52a762a97bdcfaae40c59507ddbd8443
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.1		b3c5b8e54794f45e4ab8de77d57fbdfc7d1b630c
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.1	resources	e196a5ac6c43f8d5ac1d51520471578cd9a632a8
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.10		01ec7cea40873bea2d4bbe43d5068950e1af2e95
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.10	resources	4871a41ce04340bd835fcd39f5f3588db30d6686
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.2		a881b5f65baed2b961ba9c1b7ac4dc5a23eb8a3f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.2	resources	f55387f96fd0295b7e24ec223c6de9a1dbdaf2f0
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.3		35e219431ebd2ce67528d388c95b2089dd37e29f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.3	resources	11f9cc0a44553824bb1f518fece146d0d065fd2b
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.3.1		e44b7b94809a708bb89cfdd08436880bd81b955f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.3.1	resources	ddc0ec978152ea1d739f32e3e50c072ef6d870de
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.4		f3cd5a3f111760890e408da2bbb9252cf0ed0653
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.4	resources	c24d655d27a890934eb17cd2bd2d20bb90f03ba9
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.5		8a88eef18c2c1e1e16c65fc872f1267fb7dfffd7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.5	resources	bfbd82ae03585bb743e0ac6d758d857d80d39d74
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.6		c253ea713351409eaedbd3dbbbba91ac51599fd0
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.6	resources	cc7b2af6106d68bd927ccc98514abe9d663d9835
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.7		8a551fee3f803ade9024d74276c000c1e4419b0c
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.7	resources	ec9dea1033a53b1cb3e6152b779323a144f70b42
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.8		cc0045099626e942719749b1482fc4c38e53ba0e
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.8	resources	93dfcf5d93b40c6a07578c3aa9bf710087677e41
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.9		6f8fecfedf24bdd6e1e1075453cb1b9f8603edf4
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.0.9	resources	2f9d3ddab97f09456e69ffd285c6111f9f4c39fe
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.0		3c2d45d685a6ac4474ee9eb9015dc9d1ac54c874
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.0	resources	509af79f0271312e7ea2b8c180ba1af896b14931
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.0-RC1		e487acdc1c3261bd126060e6ed1f0a6575b54881
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.0-RC1	resources	ad012a9922b95bd1797c1db4bcd3355ec672b700
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.0-RC2		bf81744fe367ae05a139f6d2b3b9058079fe587d
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.0-RC2	resources	4ab6126cb0a0d68a5090927edba4a17b8438464d
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.0-RC3		c68a15a2fd8510a03109cca0d7484d73b746873a
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.0-RC3	resources	fc4e5c47eaffac07af1f75525d240894af6cdf07
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.0-RC4		185731a9b91040863852ec520ff6e3547592f8d3
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.0-RC4	resources	d8dc23c752c21837588b523efd008c2e133f13f3
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.1		ac5fd956659f8afaaaf0d867e08f031c80096133
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.1	resources	fba49166e9dca045f8c49aeb595fc20127dcaef7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.2		10f67b5357343b06d4f548e2edbc613e1573a7b4
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.2	resources	fe9b1144286ab95cc15db872bffd5fac466734dc
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.3		41f87a64de3190af87103a4ababe81bbc23341cc
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.3	resources	10c1162528f33c73060651fce6a37db1d38d619f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.4		45ef4535468a9f78ff09b70ac1014eee4ea3866b
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.4	resources	b3d28b7901a5be904d1858e0b7acd91b0e1ae58f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.5		5170d5f1ae6cbf69f5455853b240d9b931c2ef4d
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.5	resources	e65acbd4dbb09e68033ab0d5f7f0246af6361ca3
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.6		713c508df21a499f35aef319f6af5cbbcf52e09b
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.6	resources	b840bdc979ccb5df6bdb4a4b079240db5358986b
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.7		5ee47a708fe8e1ed8453bf6459a3a5fb9a94605c
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.7	resources	1e0099259fca16306322732620e26df36e2a3db8
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.8		9314345182c64a66e225dbb771a8548950a89276
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.8	resources	7f5450d572f282e34135d9646e86e6053c3ae6d7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.9		bff6d8d5355e00a20a11697500732fa1987aa17d
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.1.9	resources	92ba2056c27c0b79b8ae591f7aef874b971e28b8
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.0		d4d43af4e428f6891179c04a776c3c0ec9dc0ead
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.0	resources	09624913967e3c9f694a0a82b657fa6843e32b82
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.0-RC1		8dd3a988985c366c1dd5a30518f08d7a6cc37428
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.0-RC1	resources	d6a3d962fc4543036d8b95b91fa0510997adb750
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.0-RC2		34ce2e988169e11678a50cb3021a0a4dc3f86268
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.0-RC2	resources	b29420039c5355de17e09c335b3dbaef17a2ee6a
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.0-RC3		2ad668fd63585093679ecbdcb8d0cff7c16612be
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.0-RC3	resources	1608ed345e275fa4b42056781ed78e201c8892a3
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.0-RC4		f7b1e2ef496b339637511644677a9ff6c6ace056
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.0-RC4	resources	6d854e7a0745f294e43c2c420af452f667073256
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.1		c93f35c342e01161ceaf14536c0cc5612b07987a
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.1	resources	49455691fb9e9e26faf8f300ad781446ab6d122f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.2		8a1953af556e725b3e808474e19becc19c32ae31
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.2	resources	971b3ba583f73c03dffbdd3402263788f9b2a4db
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.3		55d12f18e7ee227244af6ad53cf5dc2b5caffc6a
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.3	resources	f5cdd918fce454089d7954b24380ac5e88684895
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.4		2893676bca9a08e152682ad6293ec0728d3dd5f5
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.4	resources	06d3537b8025ff1d5e82142bb1553b436da5b2df
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.5		7cf2c4e01ec4d31a1f639bd5e6477a0c064b63dd
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.5	resources	c3f227d93c563d0772acfed3c43ad989f0eb895a
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.6		c7bd0b83012e18da6593d11d5ae22fe4bb97ef75
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.6	resources	badb04c5a6ee920e58006e60f0adac8305ecfc91
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.7		e70b3ad0b50d207ba0d4ee53bfad23556a31a8d8
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.7	resources	f4fb39d7cb5afbf225048124c1e2b8acd3a08853
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.8		57dee3f1c4b3f7cf81be6aabcb5276f2863ee069
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.8	resources	ee0964e58055559447fd60d404ef73c3f7948d79
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.9		3d457dddc07b89d27db16e654f7837134c5ef7c7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.2.9	resources	c54b92746dfab5dc3ae35a10f9543e5a9255d0f5
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.0		f5bb4fcd1840d6060d3245fc368507e601d35019
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.0	resources	a342a292aabbfbe261faa984d5e1bcbcb49178e4
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.0-RC1		e0026b272ae92d0c2f9d6948b16582074ce77d1e
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.0-RC1	resources	28fc11bea2cf240a836355781f17396ee2b379b9
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.0-RC2		65275593f30c21c73565230e7031a65bd0c1f872
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.0-RC2	resources	13325ebd007c5ac19786c074ed65e4a1d9561fa9
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.0-RC3		1fe74d907cd48771c99c9ecd000c79193472054a
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.0-RC3	resources	93db79b0035b45b13c03bf4e84ad2d74ad7de8cc
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.0-RC4		7f4be3733a885df0c0e285c5342bd2f03d481576
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.0-RC4	resources	32a353cdd2788229eee337b352c1997b8674d463
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.1		a363f6c1d31bbe10b82b12a90fedeeb51c4948e8
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.1	resources	53e71ea286f94ef8abaf420f550a1efe4096983b
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.10		77aa32e16d90e0ccf617231222b94825a552021f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.10	resources	ebf332ba8d023ced2f6496efcc43e8960055c178
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.11		92aa53144bceb223f91341e8e7085b54d21f44a4
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.11	resources	438aeaf450d2478fbc41d69dfeba3e73dc7e254f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.12		2ba8b36957714682679aa9087e46ed83ce1b0a89
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.12	resources	641db2021acbb63fd2be5a21cea1dc0c671e57fa
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.12.1		6908bf0d5ef43577a39b2d92f415731b5b2eb9de
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.12.1	resources	f18cb0032c45dc0bdc2b0a57da15b192e3d0d172
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.13		d024d382fdf77add01402672ab13b18efe685dd2
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.13	resources	f664b5677008ca1fd1276d1fb18e7af79e91da19
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.14		1257bd6cc31281db3f17c314c3c4d0fccfd88bdb
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.14	resources	8e88c48e5700cc3d98819aa74ee199ed214c856f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.15		d844635748a9e8a8d4fe2ef98a4d2004a4bdd3a7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.15	resources	87bf2702a033d768267626257032d69638421631
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.15.1		70dd79802ca1d5e8b5135160a88547c52300dd17
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.15.1	resources	04675a00aff4874d3446f186393488c6c60fb3f7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.16		70b748b0b0518f15dc43aeb9e2a1d63b8fa058f1
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.16	resources	16899824e1818abe94fefb8f2c4bb1679ccdf9ce
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.2		de98b2d0e5d4229248edd64f31cd3f45612dc919
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.2	resources	de74666779004eef0c05db8a8870626b0abd547d
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.3		d0fbb4d90f6661363994a8d01f779ee713aba925
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.3	resources	c9efe482aabe2c2d5e496d6ff42a2810ddbc6124
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.4		606067bf73dde6ee6c2c2089bbe7144d66514479
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.4	resources	39323076c9b2ba4a592ed59cbbfa2643d49627f7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.5		15ec7d45fda7911d620b8f4cf47ff4a86097a719
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.5	resources	278f59ed560556e0772fcbbb6d2e511f8fdef6c7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.6		50881a98b9e4b7e19df439ca54ff48a01c9edf26
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.6	resources	bb83239aeb77eac98ef3a2f8bca9cd47eb6ee2e9
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.7		bb0fe188fc444a61d1897d95d210c50d546193e4
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.7	resources	6d48fe2233e75c98cf6db7ce2a95058b4f921c59
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.8		32bd0fa880206404d8b570985ecfb3b511e6d73c
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.8	resources	576e5e00f2c63d3f89d63164934541967f625fc4
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.9		780bc313688a1a60360406eacf02f4bae99c8873
org.apereo.cas	cas-server-support-couchbase-ticket-registry	5.3.9	resources	a3b42da59f61d775878784788429bb14487bd507
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.0		20b3908923d5236b3efc633c0232eb1d3a7e48b3
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.0	resources	989fb0845e01af13cb9fd0e95dcd6873082154db
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.0-RC1		37d907fd5acbd0eab66379a357c9ca933c76949f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.0-RC1	resources	dab197643213a6bf53ba850fe81baf328b4551f3
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.0-RC2		a03840d5afddddd00975317b9caf3ea82fd52bcb
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.0-RC2	resources	a92e4398a78029d432b922e0d4c50e4b8568ae41
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.0-RC3		0f630d2326b080a603076e3e19d80db98851e1af
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.0-RC3	resources	e6d79fb310e9d5d4536fecfcc0e49eb5f6340b55
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.0-RC4		6986970c4dc328cfa88235f93830221e655f6528
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.0-RC4	resources	08d29cb18b4b87671f0125193b638c39576bd255
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.1		bec1c5e8591975e3ae88f60eee741b7c243c50d5
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.1	resources	beccd96b5115a6720fa74f31c76f9e8bd0d62e62
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.2		b296a9108073fd7a63897f015d0a746369167ab7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.2	resources	374cc732a897d04068a416647b77be45db2eadde
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.3		46d1d04b74d49f741b09bfb2136b090180600ee2
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.3	resources	87d4d820d52ad3841b5acc91b6b9b5f6d784940f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.4		f907d49b94ee7ed6881a32179a9eb8b0f073ca7e
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.4	resources	0d5e654d71f15f733c823bec5441edb268a00fe5
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.5		5566d7998e4d53979bcad462be5a53855551c306
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.5	resources	cd5d70788cfaa8ed72a8ed72cc3269f5c342e19e
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.5.1		a47f674aa15cfbfdd0bb89db24a4642816667e8e
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.5.1	resources	4aaa41d45cc4ee9798947f07fdf0c2f1337155a5
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.6		2e19758bae3db48a9c5373902557d0ee7ad80cb3
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.6	resources	415c790a84dbd08c233803e5c26a0693e8269ddc
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.7		480c496b6d6e004eec8fcef694ae74a50f55ebde
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.7	resources	2807789a5f96bd73e840d5446d0d1901a58bf66d
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.8		e334a65782dde9648e1ca25753fbf0dafd0c5e64
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.8	resources	be90b717d6c5e90f508766155bc68892d7947e00
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.8.1		2133b157ab40bf8d65ef79d1418e48f6e025742d
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.0.8.1	resources	5839beffb6e2d07f81255c390e6a0c4fd878185d
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0		07be7d83143f64221671305e70b0d5eb85e19d59
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0	resources	bad704605c2ee8d4aa76f2174100a7f8b3bd9a74
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC1		18d95e0e74915689893d4d28e8fe50b05e745efe
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC1	resources	7e0bc6aa131287cef8ffd9d4b0c82b26fae6c4a1
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC2		bfe5323d9d11ada5a490334609eb94d6ab4e13c1
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC2	resources	b4ab7d9d649c82ec0911b23184c38fe8ff577e96
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC3		7f4d35ba4bdb4aca17d80f6567ced2522a8b45ea
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC3	resources	917e968b453d6cd802a52d74aace9d045a1f4f4b
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC4		5bb695e8a48df21cc562764c0619b82dd07ed1db
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC4	resources	3ea2a3c33529a8e9729327c2ecad081414e99fc9
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC5		827554436a7a6763ebb1b35779bb8887dcfe73a7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC5	resources	c11039de47a6e0cc19e9e516058868fda69f07b7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC6		69d7bb787d6a5b26d40fd519822b52c47dbea2c3
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.0-RC6	resources	f10907f47b4342fe1b19e8aeaa4cbe0789162916
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.1		f25620ab98c856a3e4868647fbc4a77e4ae55f09
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.1	resources	443dbc12606f536a9018e70f1291d2e61f0fb274
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.2		dabc27ad61be8ee1cd894702541cc037216bc95f
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.2	resources	fa14d83749ce93150c2b03d63cef5a237ba7141e
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.3		3ab1725793f03c400555c167c5ba4902174315d7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.3	resources	86eb40fcac9862f241ce0eee894b08edf54fd8f7
org.apereo.cas	cas-server-support-couchbase-ticket-registry	6.1.4		4fab7c9bd5aaaefd2ad9bf4b13f4225354838a70
