ai.wanaku	jbang	0.0.4		cdfbae12c7f3aac56a4a47294b3e311d2c1d8a77
io.quarkus	quarkus-reactive-mysql-client	1.9.0.CR1		8f6a803324101fde73bdea7179a77300156f263c
io.quarkus	quarkus-reactive-mysql-client	1.9.0.Final		21a88e78e26b159a4d43367903c4c3ded738b940
io.quarkus	quarkus-reactive-mysql-client	1.9.1.Final		c98fe5ec4448fd9d14223301cc7ba2a7a576fb59
io.quarkus	quarkus-reactive-mysql-client	1.9.2.Final		9beed0442de9cfdfd881aa6d59eaf6686238e2c5
io.quarkus	quarkus-reactive-mysql-client	2.0.0.Alpha1		4e6eb42835d9cd3b701a141b6e71970fe1bae32e
io.quarkus	quarkus-reactive-mysql-client	2.0.0.Alpha2		1f18ab3f4b5cbd7408dc0cdd6feb4bf33933b35a
io.quarkus	quarkus-reactive-mysql-client	2.0.0.Alpha3		1ae8924257cb17a9f98c562c4dadf22a70a66ad5
io.quarkus	quarkus-reactive-mysql-client	2.0.0.CR1		1544f78e745e4ee4f79c45962f09e530bddead20
io.quarkus	quarkus-reactive-mysql-client	2.0.0.CR2		e88cf72ae9adc02e2c7054558f0fa1918481c3f5
io.quarkus	quarkus-reactive-mysql-client	2.0.0.CR3		be259e75f529413f28184223e0eae92389a77fdd
io.quarkus	quarkus-reactive-mysql-client	2.0.0.Final		560fe0f1ae4a6a798a6979be44464b5dfa85037c
io.quarkus	quarkus-reactive-mysql-client	2.0.1.Final		1b932be96469cee958fbc36bb4bbb898287d1052
io.quarkus	quarkus-reactive-mysql-client	2.0.2.Final		b7bd9135dddad3a7a88098202812f246ff25b890
io.quarkus	quarkus-reactive-mysql-client	2.0.3.Final		55db8985fa7b2756d525319ca94fb68649ab2367
io.quarkus	quarkus-reactive-mysql-client	2.1.0.CR1		1680950618087cf1032622d1d3cd383dd61fbc60
io.quarkus	quarkus-reactive-mysql-client	2.1.0.Final		90a5e0701bd8d3a69d9ce7909bea5b5fcd1217bb
io.quarkus	quarkus-reactive-mysql-client	2.1.1.Final		fd2ffe32577b5bfa18ac0161bafeaaa43d3c3a0b
io.quarkus	quarkus-reactive-mysql-client	2.1.2.Final		c7764ae43d6257f44631a604de94be8dbc834d26
io.quarkus	quarkus-reactive-mysql-client	2.1.3.Final		70ecee1c8c2e644302fcc855e2a938650d91c673
io.quarkus	quarkus-reactive-mysql-client	2.1.4.Final		4326bf6c5e45362d76c450b0d517a26c7cc90795
io.quarkus	quarkus-reactive-mysql-client	2.10.0.CR1		8b6e1ec33293e859947ded48980e614d83f5cc28
io.quarkus	quarkus-reactive-mysql-client	2.10.0.Final		df687011132a69dcf2b8b8f081eb584529e25c78
io.quarkus	quarkus-reactive-mysql-client	2.10.1.Final		c30e15a3e571fbff38ebb8c8ca28ba6a742e02b5
io.quarkus	quarkus-reactive-mysql-client	2.10.2.Final		2a21bb6019f01caeb3232913d7ddee398b146bbe
io.quarkus	quarkus-reactive-mysql-client	2.10.3.Final		7b4aab13377cdff84769eaa47f11744e0631eaac
io.quarkus	quarkus-reactive-mysql-client	2.10.4.Final		c7f2bc4efc4e68723138e715396a72a58c0d6409
io.quarkus	quarkus-reactive-mysql-client	2.11.0.CR1		3e4367b548236fff08b8a4317a302b42ad05c469
io.quarkus	quarkus-reactive-mysql-client	2.11.0.Final		bfc8fd37c23f3f24b5028c1ee17854a981927e0b
io.quarkus	quarkus-reactive-mysql-client	2.11.1.Final		8b309098f52f839737830024719e2485668e0ed6
io.quarkus	quarkus-reactive-mysql-client	2.11.2.Final		2b370c832f1f9a9559f7189b8b77cca00386ee11
io.quarkus	quarkus-reactive-mysql-client	2.11.3.Final		dd984408556e22e4148f03104fd223ca997fe661
io.quarkus	quarkus-reactive-mysql-client	2.12.0.CR1		67e4d8acd6a412392e1566c58fbfe4c37b566f01
io.quarkus	quarkus-reactive-mysql-client	2.12.0.Final		73345f379c2e5be86ed9b9358dc2f122d4d107ac
io.quarkus	quarkus-reactive-mysql-client	2.12.1.Final		2572824f0a7710e5232a28502059d91cefd83ee9
io.quarkus	quarkus-reactive-mysql-client	2.12.2.Final		47ebc9a08fe06def5683804a85c8e5ec47850c53
io.quarkus	quarkus-reactive-mysql-client	2.12.3.Final		38f2ebb19c97c55728a998be6807ad4c297296f6
io.quarkus	quarkus-reactive-mysql-client	2.13.0.CR1		7df8d7b1fd6af32c7ee0f4213a8ca37b5f1276dd
io.quarkus	quarkus-reactive-mysql-client	2.13.0.Final		949678da4b66ac26a117e28af8181343e4965a9c
io.quarkus	quarkus-reactive-mysql-client	2.13.1.Final		638ed582bbe30aa3ae4e6d1f99d282e2440eef78
io.quarkus	quarkus-reactive-mysql-client	2.13.2.Final		46e319bcc1a43a59b1b5ceebdca3e0145e99448b
io.quarkus	quarkus-reactive-mysql-client	2.13.3.Final		8805b3410e5b61a4fc80397f77beafea70b00a96
io.quarkus	quarkus-reactive-mysql-client	2.13.4.Final		76cd8d6eefcbcc31c44a936470eca674768313f9
io.quarkus	quarkus-reactive-mysql-client	2.13.5.Final		c28bf103d386add4f1afc3bd35d250ee79e220e3
io.quarkus	quarkus-reactive-mysql-client	2.13.6.Final		ac3908394a604586d6b7f609e558a943b4f400c8
io.quarkus	quarkus-reactive-mysql-client	2.13.7.Final		43f1979a0027a19805009ce509a6f54fbab03ba4
io.quarkus	quarkus-reactive-mysql-client	2.13.8.Final		9b6b603da0743bd98f0591e849701e883da3cac3
io.quarkus	quarkus-reactive-mysql-client	2.13.9.Final		cc6e1deb54fbdfc9f9aee7882ce5c25bfdf46d4b
io.quarkus	quarkus-reactive-mysql-client	2.14.0.CR1		0cfececc8c7fc2c52ff8adf1632c1a4a37903194
io.quarkus	quarkus-reactive-mysql-client	2.14.0.Final		ccee5a8bdddb03e35cd1c0a82e696eb82e3521d5
io.quarkus	quarkus-reactive-mysql-client	2.14.1.Final		925f318b25f0a7ac8fb85bedebad179332861eb3
io.quarkus	quarkus-reactive-mysql-client	2.14.2.Final		3cdab1c44165aa925a7f61e7bb8e552c7c91c540
io.quarkus	quarkus-reactive-mysql-client	2.14.3.Final		296b536c89da4a38f807c43b2005e13783bdd6f6
io.quarkus	quarkus-reactive-mysql-client	2.15.0.CR1		f4ac473c47e41ee7f72724184b2a40445aa37574
io.quarkus	quarkus-reactive-mysql-client	2.15.0.Final		ae0624da1e35b321b162b701384d9be5bcb07c9b
io.quarkus	quarkus-reactive-mysql-client	2.15.1.Final		c8730cdc964e03a99edd64479fe83d0d47c3f0b1
io.quarkus	quarkus-reactive-mysql-client	2.15.2.Final		e08c13f93cbd315e871cb9b8b99321b3e7b87bf2
io.quarkus	quarkus-reactive-mysql-client	2.15.3.Final		4c4c47731152648533229580fcd30319598750a8
io.quarkus	quarkus-reactive-mysql-client	2.16.0.CR1		8e16cac5f0ecb18f822d9235b83240816f9eba0c
io.quarkus	quarkus-reactive-mysql-client	2.16.0.Final		0870bf7b22bc42a2357c7abad4eb9939b395ec43
io.quarkus	quarkus-reactive-mysql-client	2.16.1.Final		42ed10bee3137b79e96e96210d7643f3da6599e6
io.quarkus	quarkus-reactive-mysql-client	2.16.10.Final		5d1210eb1c2b45ff506b4ca5dcda8d3e27945303
io.quarkus	quarkus-reactive-mysql-client	2.16.11.Final		77bcd88303b2633b96249355d1d43edea1d7594b
io.quarkus	quarkus-reactive-mysql-client	2.16.12.Final		a1b7361e228dcd2e83bcb299834d39d4356f5b2b
io.quarkus	quarkus-reactive-mysql-client	2.16.2.Final		8ee79411edbd7dc318c35237a95888233141f6ca
io.quarkus	quarkus-reactive-mysql-client	2.16.3.Final		2b86656cfce3626ece0ee8760042b20d07265eac
io.quarkus	quarkus-reactive-mysql-client	2.16.4.Final		5bc820221bdb1fef0c8c0c66e4e69d5ee2b77e7b
io.quarkus	quarkus-reactive-mysql-client	2.16.5.Final		95ec7ee47c7b7c2a5c4ac13c4980b60297af6a16
io.quarkus	quarkus-reactive-mysql-client	2.16.6.Final		56cadf64e671d87b01bc70b590b2d73cc54b4bde
io.quarkus	quarkus-reactive-mysql-client	2.16.7.Final		9027754c90b32aa8ef6ec7e54aab4976f96258db
io.quarkus	quarkus-reactive-mysql-client	2.16.8.Final		b41d82862a9fff93c1d7f8389e96c82f7697a5be
io.quarkus	quarkus-reactive-mysql-client	2.16.9.Final		43612c8cebe19c2ea7aca6346db95f065e206e95
io.quarkus	quarkus-reactive-mysql-client	2.2.0.CR1		507c4c335aff7bb7edfab6e008a159f314945613
io.quarkus	quarkus-reactive-mysql-client	2.2.0.Final		fb9cc28b4a9093e3a01b7979f772542b04d1c530
io.quarkus	quarkus-reactive-mysql-client	2.2.1.Final		4571464171be4bc732510dd46558aa81a03242e7
io.quarkus	quarkus-reactive-mysql-client	2.2.2.Final		21e198a9b3d10583ebeebdb8a609c8e466a9237f
io.quarkus	quarkus-reactive-mysql-client	2.2.3.Final		9c1a3177341609d4604e1d2256f30187e4e48c8b
io.quarkus	quarkus-reactive-mysql-client	2.2.4.Final		7a9c3034e4eaa98e1f05b13120358c6ff9c1dfa5
io.quarkus	quarkus-reactive-mysql-client	2.2.5.Final		0a9a70e047066f2bc8ef8e8dc4bad3746c615b77
io.quarkus	quarkus-reactive-mysql-client	2.3.0.CR1		60ec21370e68651e85788a65759de61ab31fe50f
io.quarkus	quarkus-reactive-mysql-client	2.3.0.Final		966de34601b625e7ea4f3c384914e6c6016eef52
io.quarkus	quarkus-reactive-mysql-client	2.3.1.Final		60bb9f96205e9df1e0ceec59806c04e15ecf821a
io.quarkus	quarkus-reactive-mysql-client	2.4.0.CR1		445dcbf8d8158367a8c000e6a58babc008ff59cf
io.quarkus	quarkus-reactive-mysql-client	2.4.0.Final		ea8460c9406cd670a2a91f46f41673a31b67e6e8
io.quarkus	quarkus-reactive-mysql-client	2.4.1.Final		ae7f8bdc44cb0aeb0b61d07cd1a2a81f076c2780
io.quarkus	quarkus-reactive-mysql-client	2.4.2.Final		86b474fe7ee5780d9c82b80d68a96f1349e8f152
io.quarkus	quarkus-reactive-mysql-client	2.5.0.CR1		9838b1478b6eafb7407d567fbdb5d05431711cba
io.quarkus	quarkus-reactive-mysql-client	2.5.0.Final		99eb88b410c5e90eb167edd48c222678e2d75d4e
io.quarkus	quarkus-reactive-mysql-client	2.5.1.Final		b2f9860044681e4db2312a01d8b25e9e8f50328b
io.quarkus	quarkus-reactive-mysql-client	2.5.2.Final		1b8f0f6590a925332911eb5b97794fcb949b8ee4
io.quarkus	quarkus-reactive-mysql-client	2.5.3.Final		7f34905f19d7b4091b9f2e476cb79243a3f11976
io.quarkus	quarkus-reactive-mysql-client	2.5.4.Final		93d3d5e54adf8b8f251f181f4767f16a704e97bc
io.quarkus	quarkus-reactive-mysql-client	2.6.0.CR1		2b87d1947ff5fb0135e79d3189818a41b6094d89
io.quarkus	quarkus-reactive-mysql-client	2.6.0.Final		61b7fda1817f8f743d314398ce122ce90f870c4c
io.quarkus	quarkus-reactive-mysql-client	2.6.1.Final		1e687759382b2a998d97313ce008f510a22e1e9b
io.quarkus	quarkus-reactive-mysql-client	2.6.2.Final		d7ea26887ad982878dcb9e3beb551b03d0f4d09b
io.quarkus	quarkus-reactive-mysql-client	2.6.3.Final		9fc012785534ec3f780f7abea76c72806e718149
io.quarkus	quarkus-reactive-mysql-client	2.7.0.CR1		434a8aac9a2ef8b3b10d562e6a9d58916e19d81e
io.quarkus	quarkus-reactive-mysql-client	2.7.0.Final		7eebf9cc9ff0db36ed95a616907b2c13b5a79308
io.quarkus	quarkus-reactive-mysql-client	2.7.1.Final		9008df4385fa5b9057c26e8eac34d11439746742
io.quarkus	quarkus-reactive-mysql-client	2.7.2.Final		39a1b29da120c3952f353ae4449b24a561841b69
io.quarkus	quarkus-reactive-mysql-client	2.7.3.Final		86fd674e900140c33ec78b5953b3796d758fc1bb
io.quarkus	quarkus-reactive-mysql-client	2.7.4.Final		06d4a33c8fe80790175d433180706b0b5671b088
io.quarkus	quarkus-reactive-mysql-client	2.7.5.Final		7f7f3ff28e58133eed249b6f93d8ef6bf0945aff
io.quarkus	quarkus-reactive-mysql-client	2.7.6.Final		89b36858c99dd57ebb39f2761bb19dab94031b68
io.quarkus	quarkus-reactive-mysql-client	2.7.7.Final		80a37059ff8e7c64446e9b7a046fb95abf594426
io.quarkus	quarkus-reactive-mysql-client	2.8.0.CR1		75613be973df9aa5c7c22a4d3adda5d1354c0fba
io.quarkus	quarkus-reactive-mysql-client	2.8.0.Final		ed7b24ac5436f4d1a377ebe28eebaa7f37e29b05
io.quarkus	quarkus-reactive-mysql-client	2.8.1.Final		fa0e5ffe66739269b075e46620d9523d67bf0cf0
io.quarkus	quarkus-reactive-mysql-client	2.8.2.Final		d9a28dc3e11ecdf1c6c916b83a187ffe537909f9
io.quarkus	quarkus-reactive-mysql-client	2.8.3.Final		ebe38a2d27eb48be086f11b17dc6e8d420fd4713
io.quarkus	quarkus-reactive-mysql-client	2.9.0.CR1		18c0f5904c57709c2e8eb0dd8554fad103a8fdcb
io.quarkus	quarkus-reactive-mysql-client	2.9.0.Final		f532922c12ad597e944b427f94e07cfdd4a59388
io.quarkus	quarkus-reactive-mysql-client	2.9.1.Final		3c0bd6cb29b69bb8e97c2daa70efd0f8cd0d1195
io.quarkus	quarkus-reactive-mysql-client	2.9.2.Final		e34ec98d9117aca27dd024c1d90107de8d2176dd
io.quarkus	quarkus-reactive-mysql-client	3.0.0.Alpha1		7cc4fb4a4cd34a2c0f3a4b3e611f650abdc4e013
io.quarkus	quarkus-reactive-mysql-client	3.0.0.Alpha2		41fc5e5e43c277d09d2f0351655017ca20be1846
io.quarkus	quarkus-reactive-mysql-client	3.0.0.Alpha3		5fc7e500aefb847e35851a5ad263db855f0afd92
io.quarkus	quarkus-reactive-mysql-client	3.0.0.Alpha4		5ec158b11c090e12f6646f835824e3996cd3cdbc
io.quarkus	quarkus-reactive-mysql-client	3.0.0.Alpha5		417a02a171e1a12e0ef06d1b0524f5e8a99fe668
io.quarkus	quarkus-reactive-mysql-client	3.0.0.Alpha6		8de967550d36f420cf482a5ee5685b4201f0f1fd
io.quarkus	quarkus-reactive-mysql-client	3.0.0.Beta1		45af2af86f039866e4e766a45f62ca69d7fe1104
io.quarkus	quarkus-reactive-mysql-client	3.0.0.CR1		daf8ca534fa43fd921a5d4f3ddcae2b61fdfbd32
io.quarkus	quarkus-reactive-mysql-client	3.0.0.CR2		4ed1af98ba76f020c73facadaf73fdf74c31be2d
io.quarkus	quarkus-reactive-mysql-client	3.0.0.Final		c1ba05371ae405ecead133d5e771a23d7de38170
io.quarkus	quarkus-reactive-mysql-client	3.0.1.Final		1fa345d19c82d8a1ddd4900f9677682ec45e0b6d
io.quarkus	quarkus-reactive-mysql-client	3.0.2.Final		b61c2804241879e0682a4ac3a9dc9e325473f16f
io.quarkus	quarkus-reactive-mysql-client	3.0.3.Final		7b8db1d3e2ca9102f9e1c29af452bff3986be6e8
io.quarkus	quarkus-reactive-mysql-client	3.0.4.Final		dff5944b49b9ebd5d9fcd67ec626914e2da323b0
io.quarkus	quarkus-reactive-mysql-client	3.1.0.CR1		160736b1b6f1e38d8002c4fe118328c9fb0096db
io.quarkus	quarkus-reactive-mysql-client	3.1.0.Final		de688503f27e1527278cdb57d4d224b3e205630f
io.quarkus	quarkus-reactive-mysql-client	3.1.1.Final		f82f19a6b9bc3aa40d4b7c6091e7a3b1b23921db
io.quarkus	quarkus-reactive-mysql-client	3.1.2.Final		ddbdc5f6874de2b98cb0a946af83b42ae457e5bd
io.quarkus	quarkus-reactive-mysql-client	3.1.3.Final		a9524f9d26062b1ad145e3c9333c1a6de373a76b
io.quarkus	quarkus-reactive-mysql-client	3.10.0		924fcdf5ea941564663d24ed74d7342bd001105f
io.quarkus	quarkus-reactive-mysql-client	3.10.0.CR1		9e36634595000ed48339ff13032a0943cfe02f97
io.quarkus	quarkus-reactive-mysql-client	3.10.1		9d6629539bd07acb5f598902ddbc1a251bcc2196
io.quarkus	quarkus-reactive-mysql-client	3.10.2		01414e3f352618c534df6b3dd7de779fad29a6c2
io.quarkus	quarkus-reactive-mysql-client	3.11.0		d0b2d6f3032c6f5e1636836ecf14342d0d17a758
io.quarkus	quarkus-reactive-mysql-client	3.11.0.CR1		3bd87a6b522fa7a4d99f47278769f328e56c7036
io.quarkus	quarkus-reactive-mysql-client	3.11.1		0ca88be2970284cfc59f5666e04a09010c1f6ee1
io.quarkus	quarkus-reactive-mysql-client	3.11.2		b4d7daf01d9b7abf4f704f7163287c75005dbf6e
io.quarkus	quarkus-reactive-mysql-client	3.11.3		4760c9df1a106732bc632f6dac7477d06f3d521a
io.quarkus	quarkus-reactive-mysql-client	3.12.0		4729e8af5ce986c961cee5133dcda21beef799ea
io.quarkus	quarkus-reactive-mysql-client	3.12.0.CR1		e1ec6de6296ffcb6f6a302083090b1a486eccb4a
io.quarkus	quarkus-reactive-mysql-client	3.12.1		99275ecea85f243c777c646a1093c821a951768d
io.quarkus	quarkus-reactive-mysql-client	3.12.2		96b32daf711f3634b6687591ce485c05102b373b
io.quarkus	quarkus-reactive-mysql-client	3.12.3		d6cf4c0379afa73a320d3030aca345209567f9b7
io.quarkus	quarkus-reactive-mysql-client	3.13.0		8775a021afcc8b1ef86631dc927802cf69446cab
io.quarkus	quarkus-reactive-mysql-client	3.13.0.CR1		b7be9c7786c349fe367c0b614ea5b7d48f24da60
io.quarkus	quarkus-reactive-mysql-client	3.13.1		cce5df3b258c4de7165cbe42352427ed30b7e664
io.quarkus	quarkus-reactive-mysql-client	3.13.2		3e830c482f911ed397b77b6b85ce6d8d9baa7bb6
io.quarkus	quarkus-reactive-mysql-client	3.13.3		d6d13788d7c87d4624bd209eb7cf48ee3f9f8d2d
io.quarkus	quarkus-reactive-mysql-client	3.14.0		b0fde9a6f7ee3d17671a447a7811fc2b23cc08a4
io.quarkus	quarkus-reactive-mysql-client	3.14.0.CR1		2bc007980f8ba81fdad8e087135e2ca8673da49e
io.quarkus	quarkus-reactive-mysql-client	3.14.1		3a601712b7af8945be3ae81f13c6ac84af891fcd
io.quarkus	quarkus-reactive-mysql-client	3.14.2		09a0d784ace09feaedab445ec678ff65ed45489f
io.quarkus	quarkus-reactive-mysql-client	3.14.3		c557063eee50baa516627b1f71047fa53cd16765
io.quarkus	quarkus-reactive-mysql-client	3.14.4		aaa0c09561045c04539f15a4fd4d1e1f4e465259
io.quarkus	quarkus-reactive-mysql-client	3.15.0		8fe1c0bb6f3dc949c3fff0e3bb2f208c3176fb0c
io.quarkus	quarkus-reactive-mysql-client	3.15.0.CR1		bc1e26211e310aceccb97e02d46bf5965bcf2232
io.quarkus	quarkus-reactive-mysql-client	3.15.1		914a500a41fa856cb6de94aaa392d325911e0eeb
io.quarkus	quarkus-reactive-mysql-client	3.15.2		2295eefdbadbb1b7d395cf31c8ee2a91cb165a09
io.quarkus	quarkus-reactive-mysql-client	3.15.3		7457693da31053558c0db9977f41a2b86b6a3a25
io.quarkus	quarkus-reactive-mysql-client	3.15.3.1		9a3edd62a8a4dba6b159bbf29926538ca219eb10
io.quarkus	quarkus-reactive-mysql-client	3.15.4		5130a116c8acd7b6b4449c41a4fb1e8dc437bec2
io.quarkus	quarkus-reactive-mysql-client	3.16.0		937d59828691512f3976a90f24784302f58f66e5
io.quarkus	quarkus-reactive-mysql-client	3.16.0.CR1		6c690bdfc42c6f0cd70d23802d6c0f286e0c6944
io.quarkus	quarkus-reactive-mysql-client	3.16.1		0f53235694a1bd2d91b54cec918c42d13d4aafb9
io.quarkus	quarkus-reactive-mysql-client	3.16.2		f990fbeaf8e37b727a35f32bd3b6e42949b4df26
io.quarkus	quarkus-reactive-mysql-client	3.16.3		7f89bcb8576aecca0c316a2411953a7968880bca
io.quarkus	quarkus-reactive-mysql-client	3.16.4		478077f77fda1361ca044f1c9aa37d95a492400f
io.quarkus	quarkus-reactive-mysql-client	3.17.0		4f446593385ceda08766c02aebd9e4210cfec439
io.quarkus	quarkus-reactive-mysql-client	3.17.0.CR1		572f3301befc38ca3b727f1f89e0eb5099ebaa05
io.quarkus	quarkus-reactive-mysql-client	3.17.1		7913f7f36a772566df2b9134b3075959e2924b4c
io.quarkus	quarkus-reactive-mysql-client	3.17.2		d84fc3fdf58e87d83c46679877d2f100b3c4d56f
io.quarkus	quarkus-reactive-mysql-client	3.17.3		d320591e1f5728f43e97a87b8acd20bd9e53ac6c
io.quarkus	quarkus-reactive-mysql-client	3.17.4		a70543ad3d9209077799d7cbc92baf803af68b9a
io.quarkus	quarkus-reactive-mysql-client	3.17.5		c3713a1545bde2473c05a8cf8fcd45bc584a247e
io.quarkus	quarkus-reactive-mysql-client	3.17.6		9c37a8a89dcb40550db62495694625f07e9daaa0
io.quarkus	quarkus-reactive-mysql-client	3.17.7		1b2e4fff9afec40a0fad7f7f58bf23c86f1de710
io.quarkus	quarkus-reactive-mysql-client	3.17.8		01aa69a67495d2716cf51a5edc62da650ca63bbf
io.quarkus	quarkus-reactive-mysql-client	3.18.0		bb9562c906aff12a374d3baced3a8e13bad2aecb
io.quarkus	quarkus-reactive-mysql-client	3.18.0.CR1		b47409a148d986d0551e2254ee4b89f61e09b4a5
io.quarkus	quarkus-reactive-mysql-client	3.18.1		d686b78e960af2458e5c19a8cd284bc91222478c
io.quarkus	quarkus-reactive-mysql-client	3.18.2		e080e8e675df784df457682bf458955661bce734
io.quarkus	quarkus-reactive-mysql-client	3.18.3		4c0104ffeb65da8688d1d6ef1c0a487e7ccb67b2
io.quarkus	quarkus-reactive-mysql-client	3.18.4		5c2200319fb8f6770801ee3006c8d82994ef0295
io.quarkus	quarkus-reactive-mysql-client	3.19.0		6a5f34073f64658adf1228e95c0a240ad5bd0bd8
io.quarkus	quarkus-reactive-mysql-client	3.19.0.CR1		e289ceebcea885198ab4b1bc1a08dc1e7bcdca99
io.quarkus	quarkus-reactive-mysql-client	3.19.1		988afffe9a2bd9cfd9e3062f3cbea5da102fe895
io.quarkus	quarkus-reactive-mysql-client	3.19.2		1c72839dbf9b72e79f1e73e9ec38d7f6b0f3878f
io.quarkus	quarkus-reactive-mysql-client	3.19.3		0d8e2eca9ff49bd13b93a2ee9594b4b66ae4b0f9
io.quarkus	quarkus-reactive-mysql-client	3.19.4		cc16aee13ebf76da82b907c30c59b9615c471186
io.quarkus	quarkus-reactive-mysql-client	3.2.0.CR1		e80fa4183abb9ec4e362ba0156dd5e9c2a567ce9
io.quarkus	quarkus-reactive-mysql-client	3.2.0.Final		885b109bfe57a0f265ff7c2dbe0e406a929770a3
io.quarkus	quarkus-reactive-mysql-client	3.2.1.Final		9b8aa5dbe32df03c42ece485704165e50635e20c
io.quarkus	quarkus-reactive-mysql-client	3.2.10.Final		1df5df7cd968171f5d43486f0639727fa2162835
io.quarkus	quarkus-reactive-mysql-client	3.2.11.Final		7fe5e11e2da69656d88269bd98264d7dfe42c3bb
io.quarkus	quarkus-reactive-mysql-client	3.2.12.Final		ea0e9611f2ceda86bd4018060f487a731416b28f
io.quarkus	quarkus-reactive-mysql-client	3.2.2.Final		adef4d46584e093f8e7bd96e99b3d7d7fb257e38
io.quarkus	quarkus-reactive-mysql-client	3.2.3.Final		d57e656f07fdd40573c1c7f4a6834021bc99eca2
io.quarkus	quarkus-reactive-mysql-client	3.2.4.Final		0bc9bbf75d579c6f0fc8449086cd0f5822332856
io.quarkus	quarkus-reactive-mysql-client	3.2.5.Final		cb0aa987937ff9a488a2929e064fa1a0608ffee7
io.quarkus	quarkus-reactive-mysql-client	3.2.6.Final		4db4956c4a2ee074a0dcd2ac747a8d7414a0f74a
io.quarkus	quarkus-reactive-mysql-client	3.2.7.Final		bf8149c2ab99ae7b5fc36dfc569f56dcc998b00c
io.quarkus	quarkus-reactive-mysql-client	3.2.8.Final		c02dca935777da5379b0ef8ced648aa0340d6be5
io.quarkus	quarkus-reactive-mysql-client	3.2.9.Final		0b173eaf72298eb972780f36abd0e054e723a7ee
io.quarkus	quarkus-reactive-mysql-client	3.20.0		f0db8ff0c570982017eca17bc256ce882b091d3b
io.quarkus	quarkus-reactive-mysql-client	3.20.0.CR1		b974cfed6b64dce9c9d906418abf3a7c595db236
io.quarkus	quarkus-reactive-mysql-client	3.21.0		81ebe6e071038d71bfdef8cab3a7a7d31bc31f9a
io.quarkus	quarkus-reactive-mysql-client	3.21.0.CR1		cd3f73f550783890c1f2113442616202704f79b9
io.quarkus	quarkus-reactive-mysql-client	3.21.1		26952c8a19eb605db2efede7e827dd29c20a59c1
io.quarkus	quarkus-reactive-mysql-client	3.21.2		6a5714908437617f98fefc92a4450118700e34b2
io.quarkus	quarkus-reactive-mysql-client	3.21.3		587d1f376aa2d8aeefa689e63e198ffb2a4b5d5b
io.quarkus	quarkus-reactive-mysql-client	3.21.4		56368233196afc5f9500ee559c5e87a379567c6a
io.quarkus	quarkus-reactive-mysql-client	3.22.0		a76af6d4d8356104e73a9becff48c93a604db1a6
io.quarkus	quarkus-reactive-mysql-client	3.22.0.CR1		f60d9791f921828b4beabdeffebd012cb5d7bdb7
io.quarkus	quarkus-reactive-mysql-client	3.22.1		395245596705cfa1de5ef3ccd403b3f4e4364f08
io.quarkus	quarkus-reactive-mysql-client	3.3.0		4ba0a6d89d7b93dff1771eb0afbab8f2e84edbf2
io.quarkus	quarkus-reactive-mysql-client	3.3.0.CR1		4c6e9a4605207aeecf02be35969f7b5627496df8
io.quarkus	quarkus-reactive-mysql-client	3.3.1		ecfd0896a58ee52708602da41b08822c5e235aad
io.quarkus	quarkus-reactive-mysql-client	3.3.2		1cda0aff7a639785b2eb74609bbf3277f6b4ea40
io.quarkus	quarkus-reactive-mysql-client	3.3.3		eb00ce4ff926871d69a94fee71fdd87863d01659
io.quarkus	quarkus-reactive-mysql-client	3.4.0		7547d588c1ad0ca21f187de816dda09818b587bf
io.quarkus	quarkus-reactive-mysql-client	3.4.0.CR1		ac5f33bd49d12c5ffc8534f8c1887b770a11b4eb
io.quarkus	quarkus-reactive-mysql-client	3.4.1		d1df26ff47b7b8707b509aed648102f7b03288dd
io.quarkus	quarkus-reactive-mysql-client	3.4.2		3253156d15ba7223284b1779223860007fad723d
io.quarkus	quarkus-reactive-mysql-client	3.4.3		1734f6b5c63afb91a71eaacc7d49f04ccadba001
io.quarkus	quarkus-reactive-mysql-client	3.5.0		5dcb1b4cb6fd9d0688ee8435422676c57980c82c
io.quarkus	quarkus-reactive-mysql-client	3.5.0.CR1		fdd867f0d5165026c89aaeb1102b64b21fe5abe4
io.quarkus	quarkus-reactive-mysql-client	3.5.1		81f5ba26a0d7231888ac8d4ab6fac14fbf414ec4
io.quarkus	quarkus-reactive-mysql-client	3.5.2		803c18d02893ebaedca63946bdcbd2f323469a7f
io.quarkus	quarkus-reactive-mysql-client	3.5.3		2ce62acf1af6fa92de67046ff5ad9e2e187e7054
io.quarkus	quarkus-reactive-mysql-client	3.6.0		e7ed10c09259dfed44f4422ed5c577f47c6a1646
io.quarkus	quarkus-reactive-mysql-client	3.6.0.CR1		9ea03bd3d0313b89f288b21ac671dacac5b897e1
io.quarkus	quarkus-reactive-mysql-client	3.6.1		64666c7a2993640acd30ea9819063ba9d4e1e34f
io.quarkus	quarkus-reactive-mysql-client	3.6.2		ec13ee484ac07568b0931883462d6dad2fe8efdd
io.quarkus	quarkus-reactive-mysql-client	3.6.3		bb1157955125a7621ff3b1d92f82ef55f942f9b8
io.quarkus	quarkus-reactive-mysql-client	3.6.4		56eb193b1b29d34daaf74e8cb3abaeb672e4bc51
io.quarkus	quarkus-reactive-mysql-client	3.6.5		067d9ba4880e33a66d2760344a01e52b83fe06c5
io.quarkus	quarkus-reactive-mysql-client	3.6.6		6b7c4c9bc83a3055711037665f243c1fa22930ed
