activemq	jaxb-api	20050407		b7a286350f4c1d83c6b763650c1538d09cf1bee6
com.coreoz	wisp	2.2.1		2d6a996babb9c8a21928b26224a1338f3ef54331
com.coreoz	wisp	2.2.2		b9ec47caba45a35ff51c62b9b536e1baa0a213b0
com.coreoz	wisp	2.3.0		2970c9a62cf2d9e9a7845f4978b1c8fab62f6ec4
com.coreoz	wisp	2.4.0		d155d3c2de371adaa4ac03f0cf3e597a5ee9f310
com.coreoz	wisp	2.5.0		d41c1201060ce3fb1570b4656a3f81af3327377c
com.day.commons	day-commons-integration-testing	1.0.0		1b3e97d4c30d4011e12415783a62379e095f32c3
com.day.commons	day-commons-integration-testing	1.0.2		82a904f1df0d94bb4de8573e1dce5afd397c6856
com.day.commons	day-commons-integration-testing	1.0.44		d31322585a90a313b76ecc6db8c48a448775be9d
com.epam.reportportal	service-api	2.6.0		ce61e31dc8d19346d7a6706bf840d38642d0ca0a
com.epam.reportportal	service-api	2.7.2		10592c22129e2f690da056079fd06a57034bfa11
com.epam.reportportal	service-api	3.0.1		126e5ee93fe2a3dd7df2239eb6562ee61f9f85a2
com.epam.reportportal	service-api	3.1.1		7b2393b0a1c4615dfacb6de49fdba4d0846123fb
com.epam.reportportal	service-api	3.2.0		5caeab5ff3ff60c95e99e5ad9e4cea5eba6eb29c
com.epam.reportportal	service-api	3.2.1		670185e7607f5e7641c17ede23f77129037f97b1
com.epam.reportportal	service-api	3.3.2		985bc2b8ca4f0aaa272608c8a49212630692f87f
com.epam.reportportal	service-api	4.0.0		496ce80a62f82518cea2dbe9a5e7a578062e5e7e
com.epam.reportportal	service-api	4.1.1		ad765ecd69ccaa7ddbfa6175dd6663a73dd9dce6
com.epam.reportportal	service-api	4.2.1		94abdde4bd977c0baae69a866fa71d306e902ef7
com.epam.reportportal	service-api	4.3.10		2a85beb777ac2b16a2ffd5ca25c029a083bec87a
com.epam.reportportal	service-api	4.3.11		d4c587e03dc632e077cc165eb8c142d4fb8902a2
com.epam.reportportal	service-api	4.3.12		14756230d456b2c527f8e4ff657838e1e2d13adb
com.epam.reportportal	service-api	5.0.0		552182f98681be346404ca73beb2ba9a6eeddafe
com.epam.reportportal	service-api	5.0.0	exec	0f499b5b6b5f5faf3da67f1aac25109451b69d55
com.epam.reportportal	service-api	5.1.0		1abdf6d7a3a75f771c21213b8491b851c2e0de1d
com.epam.reportportal	service-api	5.1.0	exec	42f0568964a1b31630f7f9f1c81691b34946b6a8
com.epam.reportportal	service-api	5.1.1		045fae3bd93fd168fed1b0ad9796f84dc083f003
com.epam.reportportal	service-api	5.1.1	exec	73e6e5c91bbea43650777340f4c09622e248fa9d
com.epam.reportportal	service-api	5.11.0		34de19b4909be268d711446d461533c97b972251
com.epam.reportportal	service-api	5.11.0	exec	063b8f793f3eaaa0f67e059852d96f678a2d14c6
com.epam.reportportal	service-api	5.11.2		086d20f24d7f47f2337dbcc136534cc056d316f2
com.epam.reportportal	service-api	5.11.2	exec	b2be3a5b890e394101b5912680fdd7377c0c5492
com.epam.reportportal	service-api	5.12.0		bd7e97ac6397f6b4eaff103f9c1bd84ecd386bf8
com.epam.reportportal	service-api	5.12.0	exec	884961c662b9b48aca7fe7036eaa549df92c0d88
com.epam.reportportal	service-api	5.13.0		0d213ef4dc78cc53e1aa48a6b4c3a4ad7d9209b6
com.epam.reportportal	service-api	5.13.0	exec	02a1bb7515e30c67e3ca1f798d210d1a22d58db0
com.epam.reportportal	service-api	5.13.2		aec89a4c066c61d3f8dbe38f0ec4c9f175825950
com.epam.reportportal	service-api	5.13.2	exec	3af78099811601b57da277d4c4fac0f48654a255
com.epam.reportportal	service-api	5.13.4		14c1e69544073226c874e747d741f52d4170491f
com.epam.reportportal	service-api	5.13.4	exec	ee9549c0409e79d479e1ce350aa8a1632b92f40f
com.epam.reportportal	service-api	5.13.5		4d376f18a7d45a454054a79a35ac4439f7aeb449
com.epam.reportportal	service-api	5.13.5	exec	60d803762c5a0143b4cd4434a88fcb7348bd80fd
com.epam.reportportal	service-api	5.2.0		af77b70b43b4ce9e72dbf862d3d5d72ad27349bb
com.epam.reportportal	service-api	5.2.0	exec	cb0e378129eb3f9e4597236d9b9620494ed1a77a
com.epam.reportportal	service-api	5.2.1		d4e00625578597997f25255eefcb695d3fcfed05
com.epam.reportportal	service-api	5.2.1	exec	abd23f828f2da707040b85fba25fdf831c3e6dc4
com.epam.reportportal	service-api	5.2.2		62e9cc3e4313b6b1d7341a1e11b8f7ad320b9815
com.epam.reportportal	service-api	5.2.2	exec	1e34468f1f02a69e616584ef42d09d66b19ce1c7
com.epam.reportportal	service-api	5.2.3		df49bc981b1a13a652a7a3b17bb1c947c97b5f2f
com.epam.reportportal	service-api	5.2.3	exec	3fe43ca6d5d1ca480cdc219d721e82d93b2750b1
com.epam.reportportal	service-api	5.3.0		a368fa52e8fb0ffc515b839c588ea062b494aafc
com.epam.reportportal	service-api	5.3.0	exec	ab7f33e01809dd983053096f62acd439fc74df1c
com.epam.reportportal	service-api	5.3.1		c7b09ce42b84fcea7ffa0d8e73c678c94b4fa35c
com.epam.reportportal	service-api	5.3.1	exec	c6ee3664af424f437f21ead7d83b71c1df50a696
com.epam.reportportal	service-api	5.3.2		ca82ba702b31a79398746bb71ec3385aa93a4d45
com.epam.reportportal	service-api	5.3.2	exec	9758ad239952d9fe5c287361f7fd8262283fb6ba
com.epam.reportportal	service-api	5.3.3		400ee542e8a0598c710abfe84b8ec79cf6476b97
com.epam.reportportal	service-api	5.3.3	exec	3cd0273638c257f0052f086683dfd02f76bcd365
com.epam.reportportal	service-api	5.3.4		f67bf6abea94559a2e83cb4a7ca949aeb29d1ee1
com.epam.reportportal	service-api	5.3.4	exec	3db3e6909da2e3db865a3d214fba03782a092101
com.epam.reportportal	service-api	5.3.5		1116c4ac9303854c41e46323ff81107e0c18aa80
com.epam.reportportal	service-api	5.3.5	exec	7c608ff83853e5e3f95cfd3ff7d0d9520650e846
com.epam.reportportal	service-api	5.7.0		e68ae1865c722966b5ed093f075ee100b6aff5d9
com.epam.reportportal	service-api	5.7.1		c45b048e5d61b8589ca8943a294562cf31cb4d07
com.epam.reportportal	service-api	5.7.2		b0419669a41e06e64c796fbbf900b4261eb95923
com.epam.reportportal	service-api	5.7.3		f83790ca0f21e49e951bca81c3343ccbe34535ce
com.epam.reportportal	service-api	5.7.4		eb42ec00b91862a41b32903ead507782c721dbc3
com.epam.reportportal	service-api	5.7.4	exec	283b39e6aae483502635a3bae481e09f9cd7aaa5
com.epam.reportportal	service-api	5.8.0		aa292f420767af5d5ab0ba1e689cd9d095201fbe
com.epam.reportportal	service-api	5.8.0	exec	c8211e8acc70a974accc0544901caaf5edf29695
com.fullfacing	keycloak4s-authz-client_2.13	2.4.0		638dc14cf290a4a536448721f3b07fb4fd1b61a3
com.fullfacing	keycloak4s-authz-client_2.13	2.4.1		e9030a30b2147ea3c4166de60273c0d3a159b78f
com.fullfacing	keycloak4s-authz-client_2.13	2.5.0		3bb18777c2c8efb34afffcb36e2984f48e4497a5
com.fullfacing	keycloak4s-authz-client_2.13	3.0.0		83271f55bfe7f25e7771c82d143da1ca7cc1530f
com.fullfacing	keycloak4s-authz-client_2.13	3.1.0		30cdc7a2a3bcca948547e7a804e41bf5cf15bf5b
com.fullfacing	keycloak4s-authz-client_2.13	3.1.1		6b70dbe0eb7857f7bbe7ca27714077f55da34ae6
com.fullfacing	keycloak4s-authz-client_2.13	3.2.0		c06fa4c1e5cb426dfa1f34668ab0e39885c8da6d
com.fullfacing	keycloak4s-authz-client_2.13	3.2.2		b9d15ddd2fcd5e9ce16bc1c027195d953f5dd066
com.fullfacing	keycloak4s-authz-client_2.13	3.2.4		e1ee452f8517bd613d03e375c3c2cfa09e710c7e
com.gitee.easy4use	hub-link-annotation	1.0.0		94e714fd3111b9f87404610cc78c1ea50a0886f7
com.gitee.easy4use	hub-link-annotation	1.0.2		5fbdcb33647d4d017f8ad549ca64732dafa91a8c
com.gitee.easy4use	hub-link-annotation	1.0.3		c596902d9f3380e3c63766c0a84d6512d49b93b6
com.gitee.easy4use	hub-link-annotation	1.0.4		125864ea437c1fa3652204162d812ebe0c0890f2
com.gitee.easy4use	hub-link-annotation	1.0.5		d8ce5848bdba7ceaa300a5b82f1b6461541c9788
com.gitee.easy4use	hub-link-annotation	1.0.6		1b15c8a5a8e0410a0e15ba17bef0da1502bf377d
com.gitee.easy4use	hub-link-annotation	1.0.7		646da10a91f4de4d31d8a8bbf7a3ccc504d8a727
com.gitee.easy4use	hub-link-annotation	1.0.8		a1da9d4bdd393605cca49a783f34c3066fb034d7
com.gitee.easy4use	hub-link-annotation	1.0.9		d56ae521259dfdbc4d40d4362ae8f7bf1e9072f7
com.gitee.easy4use	hub-link-annotation	3.5.2.0		d2fde4e7f1d6f90753513d843285954d786c07c3
com.gitee.easy4use	hub-link-annotation	3.5.2.1		3ac977bfca3cc4c1dde2804191d8ab4e73ae13f5
com.gitee.easy4use	hub-link-annotation	3.5.2.2		9f22e4b05bb042cd36fcef900ac872ae9ea55da5
com.github.alonsodomin.cron4s	cron4s-testkit_sjs0.6_2.13	0.6.0		b5f935268fe6894dc807cca1c84d9fdb18e77e56
com.github.alonsodomin.cron4s	cron4s-testkit_sjs0.6_2.13	0.6.0-M2		51add4c56e0a4d4088449bb3d0bfa3dd446aea64
com.github.alonsodomin.cron4s	cron4s-testkit_sjs0.6_2.13	0.6.0-M3		724c6a30b25d5407c455972981b954a919eb79dc
com.github.alonsodomin.cron4s	cron4s-testkit_sjs0.6_2.13	0.6.1		31b29dcdb0072feee8593f4840d6cb1854a39403
com.github.andyglow	scala-jsonschema-refined_2.13	0.2.10		8e77ec49f1a25917f1782eaf7e5bd946edb793a9
com.github.andyglow	scala-jsonschema-refined_2.13	0.2.7-M2		2fc86b3fe0424f518622a19d80d568d529047d19
com.github.andyglow	scala-jsonschema-refined_2.13	0.2.8		b0f29904546a86b74550e6000c32a23e8e2579aa
com.github.andyglow	scala-jsonschema-refined_2.13	0.2.9		07b62bf22de4e80223aafda712cfac863bafea0e
com.github.andyglow	scala-jsonschema-refined_2.13	0.3.0		795a4014d1a4372ea6cccbbfeb578ff2878ea755
com.github.andyglow	scala-jsonschema-refined_2.13	0.4.0		aab3083ef82db3275371615a5933ec8c5d0d3694
com.github.andyglow	scala-jsonschema-refined_2.13	0.5.0		e0b813b4c9d1aab48db26577a012b2cfdcc71c3b
com.github.andyglow	scala-jsonschema-refined_2.13	0.5.1		9df7aa9846b7fbb5c52f311ec8295d629eef8406
com.github.andyglow	scala-jsonschema-refined_2.13	0.6.0		b480287c5ac58d322d91973afeadf9eb50f7e1fb
com.github.andyglow	scala-jsonschema-refined_2.13	0.6.1		cabbdbeefa0e6992c85e1043a44a6040adf183f5
com.github.andyglow	scala-jsonschema-refined_2.13	0.6.2		33f9018aa6198d078cf63efb2d276264c365136d
com.github.andyglow	scala-jsonschema-refined_2.13	0.6.3		4291252072cf0b544359b3de9c86b0e8181327dc
com.github.andyglow	scala-jsonschema-refined_2.13	0.6.4		c5093bf1716683b1ad1a8fa08843889f09ea5d9b
com.github.andyglow	scala-jsonschema-refined_2.13	0.7.1		0594483633c10823f058e3dfda2fe4cd404967b8
com.github.andyglow	scala-jsonschema-refined_2.13	0.7.10		f4fd55384398436adecb32c688f5a91cbae980f0
com.github.andyglow	scala-jsonschema-refined_2.13	0.7.11		da8500d0459d7f8182c98b0f9968bc5100bb71c1
com.github.andyglow	scala-jsonschema-refined_2.13	0.7.2		0a0216d39bcac22a1e6e741b3aeecc5a6e01759c
com.github.andyglow	scala-jsonschema-refined_2.13	0.7.3		af73ce85e59f041b59bbf25321daf5a14f431a2f
com.github.andyglow	scala-jsonschema-refined_2.13	0.7.4		a5abd824c9ec4c480d5b6db64fdadfae256e3459
com.github.andyglow	scala-jsonschema-refined_2.13	0.7.5		8aef64dde0f5cea9917f9b3fb0d0ac7e0cd1e008
com.github.andyglow	scala-jsonschema-refined_2.13	0.7.6		baf641ebdcee7e0f92b0b32a31b25e8180b370a6
com.github.andyglow	scala-jsonschema-refined_2.13	0.7.7		c2c10c73d864b4d9125abb50a8e2be41a20e7b24
com.github.andyglow	scala-jsonschema-refined_2.13	0.7.8		8c2c42d6896ad86555b0d62844b1fc474b98deef
com.github.andyglow	scala-jsonschema-refined_2.13	0.7.9		d202345e76e73cce71c4d1efc2c21f8164b88777
com.github.batkinson	jxlsform	0.9		f395233b3a23a633b694724c08b283e662943323
com.github.chhorz	oas-generator-spring-web	0.1.0		42a51688654a84aaedf621a31ecc651ec0a43aa6
com.github.chhorz	oas-generator-spring-web	0.1.0-RC.3		a90cff01d34af3104f8e3c2f8e083925bd4834c4
com.github.chhorz	oas-generator-spring-web	0.1.0.RC1		6b7151fa815f35416934a63239edd9c07b51d415
com.github.chhorz	oas-generator-spring-web	0.1.0.RC2		4294f0f0a819288eccaa70dde464236d6e894d04
com.github.chhorz	oas-generator-spring-web	0.1.1		83fedbf6d4df5191f69592f34489baeb48574324
com.github.chhorz	oas-generator-spring-web	0.2.0		8ce6372bc889ed773e0514f08d538978dcbed383
com.github.chhorz	oas-generator-spring-web	0.2.0-RC.1		c74f7415e2b09f2c54df83720bf991099f4dc476
com.github.chhorz	oas-generator-spring-web	0.2.0-RC.2		2af8d2e6a99700b31740e4eec8a7cd16bd002d55
com.github.chhorz	oas-generator-spring-web	0.2.0-RC.3		9789342ce0e86d9a667491e48df16d6f0f7b43eb
com.github.chhorz	oas-generator-spring-web	0.2.1		ef14a5fc1f48459c11590b87a6d3090e14629849
com.github.chhorz	oas-generator-spring-web	0.2.2		7dbd7745923b674c4d9eb800df8a0021742fee38
com.github.chhorz	oas-generator-spring-web	0.2.3		662038d69239e094bdb00bf47c37015fcc0dc3a7
com.github.chhorz	oas-generator-spring-web	0.2.4		9f50afacef52669fab0d691bb322861752b4bacb
com.github.chhorz	oas-generator-spring-web	0.2.5		d729181405b68e662913679cddb2d03992db3315
com.github.chhorz	oas-generator-spring-web	0.2.6		f67db6e11069191ab8af0ede4b1cb0be31b9b67c
com.github.chhorz	oas-generator-spring-web	0.2.7		197af4b3b3122bd8ac5b9a2290e1218d13078089
com.github.chhorz	oas-generator-spring-web	0.3.0		5580cde15f827b40779a93736597890c164276aa
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.16		de353b61ace09f5c75a61118f073d5ed12dec6a1
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.17		bc3e612350e5f531f02ff08a373b656edb7677d3
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.18		05a38b0e7f3a9da64891a3e345335668e90d28aa
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.19		258ed94ddf268e2226cd697f9cac457f697c9fca
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.20		2f70fabe5471de82c3e982c95756a7e6fafb283f
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.21		01a229a623ea390eba25b45c03761ab770de8de2
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.22		ec9a2e7c44607f18230ff3c320fe9e0e20b4cba7
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.23		e283e7a860b909b58be9fd91593b1b15a41231f6
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.24		4a659fb3d6699412edb60f83b3a3e2c67b34eefc
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.25		2d884c8a38615ab9f0e5e07621c3f44867e4e475
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.26		6d1cbe6d8bde34ac0954282d37edce1e41386926
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.27		bf9da3a360c1415730076cfe3fca9cc07efec369
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.28		38864a494295250c0a300a2c43e38844f97703dd
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.29		acd8af1c07a5232593eda45f2d5e22a729507183
com.github.manosbatsis.corbeans	corbeans-corda-webserver	0.30		b6b8d274660ad18c12cf1828a18c58b08a2e44fc
com.github.ramanrajarathinam	JFaiss-CPU	1.0.0		0d3b8ba2395df44164b0378712c272e2d0953c4b
com.github.ulisesbocchio	spring-boot-security-saml-sample	1.0		cb74b662140f502779bdea78f7378d62415a9544
com.github.ulisesbocchio	spring-boot-security-saml-sample	1.1		8b5c64149e2accc09b98fd8cd3030ea6f43ea65e
com.gooddata	gooddata-java	1.0.0		e28e1891c0c5a48c9193c99a7c1c6b9dd8952e4f
com.gooddata	gooddata-java	1.1.0		8371ab29ac10ca3fc7818436b0ed2451feb00465
com.gooddata	gooddata-java	1.1.1		43004f65872f71c6d8db3d5efe3ec84521c2d44f
com.gooddata	gooddata-java	1.1.2		ed4c995518aa32964c666aa4b0d4ba0a1937b9aa
com.gooddata	gooddata-java	1.2.0		ef0723850e5a7cadedf68732eb707bf088d9bc62
com.gooddata	gooddata-java	1.2.1		0eb9b9afd8c63e101fc830274e35d9fb564b8203
com.gooddata	gooddata-java	1.2.2		f3278832c72e9666451eccf1de4fc5bf8f781193
com.gooddata	gooddata-java	1.3.0		6182ac8a9eb0162139273e4f2a61b7d01b8ec49b
com.gooddata	gooddata-java	1.3.1		12ac087809ea19d8277d9dad639f47ecb2936248
com.gooddata	gooddata-java	1.4.0		c4ebf70b741cdd13d6995d6725f8c6d631fe88e3
com.gooddata	gooddata-java	1.5.0		09b5c3429c044b92ec7c6ccd720f4846442b65b0
com.gooddata	gooddata-java	1.5.1		693bc2fbd6d5c2ea989977e7ab5942b4adc67c30
com.gooddata	gooddata-java	1.5.2		38882a3bb8d4813ec6c8d62f2ba60005ca37b21b
com.gooddata	gooddata-java	1.6.0		01d553f8e162f6e3d7968413f0750b60518578d8
com.gooddata	gooddata-java	1.7.0		122b75de53a41ae1d7ce6197aca3adab8ec5b9a4
com.gooddata	gooddata-java	2.0.0		8e6919cb24969eefaf4c49e6292e4b1f6929fd15
com.gooddata	gooddata-java	2.0.0-RC.1		b05aae0d888c11e76905c1d36a6f30ad60e55993
com.gooddata	gooddata-java	2.0.0-RC.2		60509369156318db81733da5d30b7863e05c9f44
com.gooddata	gooddata-java	2.1.0		9967844e5eb896db625bb61f8e25281f94bcc86d
com.gooddata	gooddata-java	2.1.1		d9824d8fda196d477b18564e22e118c49ed4a638
com.gooddata	gooddata-java	2.1.2		12f284838e8383022dc061e5dff3e7a8a7542122
com.gooddata	gooddata-java	2.10.0		dc1a1bfc4fcc34dec8212b454d73f53028f5b5ee
com.gooddata	gooddata-java	2.11.0		f54c7fec26676505132c3cc39ead776be0243f65
com.gooddata	gooddata-java	2.12.0		f89c3cd0719edfbcfe1c46147a8d8bee74730839
com.gooddata	gooddata-java	2.13.0		a4077e0c9910b8b5e5db0751f50dadb46a900048
com.gooddata	gooddata-java	2.14.0		e164a2ec3addb9a6019c9fa163974946860fa967
com.gooddata	gooddata-java	2.15.0		245c2541063c4e2f97806ff57e648cca8f1ae8da
com.gooddata	gooddata-java	2.15.1		c1d69795e797f4375d9d0d1e75ed12e86fd04026
com.gooddata	gooddata-java	2.16.0		be8d20b8112e0b497e523df9354f6478d2a0101d
com.gooddata	gooddata-java	2.17.0		368f83878afdcb915d539182b7f9cacc3b5e75ae
com.gooddata	gooddata-java	2.18.0		87f48604c76c8388f47d55b42d7ca683162e420e
com.gooddata	gooddata-java	2.18.1		0f862b47540957de3738c11883d45062b913fda4
com.gooddata	gooddata-java	2.18.2		cebd7f87e9ba6c6286d8b33c51e24d1ae96ef9c3
com.gooddata	gooddata-java	2.19.0		c17cdcfa88fee669f32d211760d656e15728d18a
com.gooddata	gooddata-java	2.2.0		0a9f79ea4b23d2e76e334715d57d68fec7a87a98
com.gooddata	gooddata-java	2.20.0		9607b1c8e5ed83e40dee7d3f703a6e13487dedf9
com.gooddata	gooddata-java	2.20.1		191363296d23b90a536545427abe628c3245d098
com.gooddata	gooddata-java	2.20.2		4d3409053058f3a101055e81f3fcb41f84958862
com.gooddata	gooddata-java	2.21.0		77586557280649673262d93e89db6de0901d7846
com.gooddata	gooddata-java	2.21.1		f10aa662ccca8fcac000caf4c0854875454e03ed
com.gooddata	gooddata-java	2.21.2		4fa499798f68ed1a10acabea8ddb58b7e4312358
com.gooddata	gooddata-java	2.22.0		fd19b41b724af467b6fe8e926091afd9967b637a
com.gooddata	gooddata-java	2.23.0		9d3a9bc54fb98f2567649bca457617b0b929e113
com.gooddata	gooddata-java	2.24.0		9ecd852cd1d8ca48ae55c106de41f9af260b51d3
com.gooddata	gooddata-java	2.25.0		c7fd1ecde84525a2e4b32aac84bcad4fd086dea6
com.gooddata	gooddata-java	2.25.1		f7ebc9f2b67f53a9ecae62e559edd485d98d6268
com.gooddata	gooddata-java	2.26.0		d91c9ccc48ecb4558504defad757479257660a8c
com.gooddata	gooddata-java	2.27.0		54153984d81d4c04d043a9ae6ebabf764123568f
com.gooddata	gooddata-java	2.28.0		fdc88a95fc91d721e131a322274d08d13f129942
com.gooddata	gooddata-java	2.28.1		714d8e94e7dd0f5993fdc9395c69372cabe5c5a3
com.gooddata	gooddata-java	2.29.0		8c5b73fd58ec5832bb4af9b784e86a5d08fcd293
com.gooddata	gooddata-java	2.3.0		320ece2ccfa82ca648ebde8437b522c4cec96f51
com.gooddata	gooddata-java	2.30.0		e8c1bde9457d56c6874636686e263dfcbf158193
com.gooddata	gooddata-java	2.31.0		0061162a241b044ca870caeb6a35a1fbc2dc6d7d
com.gooddata	gooddata-java	2.32.0+api1		9497607cda4aa363ec3bebad9d1b08425d103281
com.gooddata	gooddata-java	2.33.0+api1		1e7ad8397a8c0bafa6a3abc77d52f02447f663fe
com.gooddata	gooddata-java	2.34.0+api1		27959873bc11b5a1c3a615ece54127275f194ca9
com.gooddata	gooddata-java	2.35.0+api1		4985dd2a5ae6534efe82ce108569c26d826e9997
com.gooddata	gooddata-java	2.36.0+api1		21cad9e20503803f89c86749fffdbda843088bd4
com.gooddata	gooddata-java	2.4.0		9aa111b5b23cc9929aca6e568d2aafe90ecacbab
com.gooddata	gooddata-java	2.4.1		777f817b050170316738fca1c6bb6031d47afb3e
