ai.scandoc	scandocsdk	1.0.0		N/A
io.ktor	ktor-server-data-conversion-watchosx64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-server-data-conversion-watchosx64	2.3.5	metadata	2f7383c936583bc2512c4ffa55a5dad958b2d56a
io.ktor	ktor-server-data-conversion-watchosx64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-server-data-conversion-watchosx64	2.3.6	metadata	7e1e7f13e4f7906e09501be5bb1608c8e2787ff0
io.ktor	ktor-server-data-conversion-watchosx64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-server-data-conversion-watchosx64	2.3.7	metadata	b2aeefc5866d3db4b75e2fd8c1d8f6520caa9988
io.ktor	ktor-server-data-conversion-watchosx64	2.3.8		2ce930a262d570c8c75dbdd3880761e5c834ddaa
io.ktor	ktor-server-data-conversion-watchosx64	2.3.8	metadata	58dc01f890ebd07cd17ebf7dd3091753bffd344e
io.ktor	ktor-server-data-conversion-watchosx64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-server-data-conversion-watchosx64	2.3.9	metadata	89d08fb3d4c8a8c2ee16d8f6b03fe21e5da8a018
io.ktor	ktor-server-data-conversion-watchosx64	3.0.0		f4ba7c1b971db33b51ecfa8de96ed75a975e3497
io.ktor	ktor-server-data-conversion-watchosx64	3.0.0	metadata	5bd01377b1d195be06b9b7358dab3e2ae5a66eb5
io.ktor	ktor-server-data-conversion-watchosx64	3.0.0-beta-1		128f114d3ed8069e369b7c27caab94d02f9d1717
io.ktor	ktor-server-data-conversion-watchosx64	3.0.0-beta-1	metadata	c33343e7e35c39f8b824d37b27f18e5ea7649ff3
io.ktor	ktor-server-data-conversion-watchosx64	3.0.0-beta-2		a62c27ff205d9b6295d71d29a339ab55abeee32e
io.ktor	ktor-server-data-conversion-watchosx64	3.0.0-beta-2	metadata	02930414131b1365685c0e284904337394d263ab
io.ktor	ktor-server-data-conversion-watchosx64	3.0.0-rc-1		bda0404cd3c3335dead6fa135ad220d151016d86
io.ktor	ktor-server-data-conversion-watchosx64	3.0.0-rc-1	metadata	64a29e04bd782365eef73035d93265cfbf303626
io.ktor	ktor-server-data-conversion-watchosx64	3.0.0-rc-2		d56ad6358790eff3cd7a18b6ff5a3de9ab970409
io.ktor	ktor-server-data-conversion-watchosx64	3.0.0-rc-2	metadata	8b41ea09445c88724e2aa177383d0488ab0cf0ce
io.ktor	ktor-server-data-conversion-watchosx64	3.0.1		5bfd093e9c84e304230b2dac6e090a06afbad2a6
io.ktor	ktor-server-data-conversion-watchosx64	3.0.1	metadata	2a39418776a4cb2dcc8afe6f29b74e8262289508
io.ktor	ktor-server-data-conversion-watchosx64	3.0.2		7b81bc8b3ca56f81594ab06d04e62e0aaed4790e
io.ktor	ktor-server-data-conversion-watchosx64	3.0.2	metadata	3cd3ab6e68e10a1fba5e0dfd8bc7b08c08c78dbd
io.ktor	ktor-server-data-conversion-watchosx64	3.0.3		515b1bb62b48803dfbefa49d151a4ca0a7594855
io.ktor	ktor-server-data-conversion-watchosx64	3.0.3	metadata	e0b875c1709993e8d4489f4358e13381b1e2777a
io.ktor	ktor-server-data-conversion-watchosx64	3.1.0		f312f84c8b66bf5c05390563fea4b2412ba6e0af
io.ktor	ktor-server-data-conversion-watchosx64	3.1.0	metadata	adae3530a6054850832c6e0fcd703e430aa89f1b
io.ktor	ktor-server-data-conversion-watchosx64	3.1.1		c3b1b0a0a95659a3d627a1ff86e7f84aef687ff0
io.ktor	ktor-server-data-conversion-watchosx64	3.1.1	metadata	289c249e17f0e3766bc50557b9c66d0ec5ebce60
io.ktor	ktor-server-data-conversion-watchosx64	3.1.2		69dadeefcce7407ad9cab9164c00cd09324a2203
io.ktor	ktor-server-data-conversion-watchosx64	3.1.2	metadata	06e95fef04001016105f67115e54e3be2a25c359
io.ktor	ktor-server-data-conversion-watchosx64	3.1.3		96d9b31bdb68947ff954fc28e505f3450c0c3e42
io.ktor	ktor-server-data-conversion-watchosx64	3.1.3	metadata	1177e9d20991acb0fcfdfdc82462870ac06d5c93
io.smallrye	smallrye-open-api-docs	1.0.0		7dd996acf38b5736d51cf405d810131ed2060a77
io.smallrye	smallrye-open-api-docs	1.0.1		8d5cef33de8ee15ac2ef1445beaebe1445a9d611
io.smallrye	smallrye-open-api-docs	1.0.2		cbe66a213ff27ef492fd1d459758a706922b434b
io.smallrye	smallrye-open-api-docs	1.0.3		98422a86650b1c1a8e6175336ad7a443a1bb5311
io.smallrye	smallrye-open-api-docs	1.1.0		fe33ddd1a08758e1981f7a6e60b2983d7bd7c365
io.smallrye	smallrye-open-api-docs	1.1.1		305409839768d38d393eb4c5dc707a7e220ce315
io.smallrye	smallrye-open-api-docs	1.1.2		5e91913740e2a4b3fd710e7fdf72480b67b9cc5e
io.smallrye	smallrye-open-api-docs	1.1.3		53ccabfba512bc69beb5c00342cf61b2c7f4988d
io.syndesis	integration-runtime-bom	1.2.0		N/A
io.syndesis	integration-runtime-bom	1.2.1		N/A
io.telicent.smart-caches.entity-resolution	entity-resolver-api	0.6.2		a8d39cf35482c603648879e7aa7671d7fb33c7e6
io.telicent.smart-caches.entity-resolution	entity-resolver-api	0.6.3		1f23ce17d21bafceb4ac4284431e4dd3db80a684
io.telicent.smart-caches.entity-resolution	entity-resolver-api	0.6.4		98c49207f3867daab124c034c4b3fe8a48f067db
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-10		f3da4e8fe9675caee42c6bedd0b1cf747ae83469
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-11		a2cfd532b55c930697b936f49cf92d94cecf4e83
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-12		938780c43f72d431887008a96614698b98809bf2
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-13		d1c89314dde1b7bdeb92c53237e736d1cfc072ae
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-14		f3b785a27486b4c1d9b54bc8ae31e6873e958c4b
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-15		e48ea2c927148a3805339e4e1850689ba56a7408
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-16		f2f8ba6845cdcb16d237cc2035652d0fdb1ee59b
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-17		3c2e8f75df23e611322073ff5572560ddb970504
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-18		4f33845a0a9c8f65fce779a007e697136d5b9410
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-19		7f9daa303c0d0dc77793c6b2e81fe6245d8a52f4
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-20		7412fdb4b2e2549562cb2b163f7f1cb9a238849f
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-21		f8e7721bd4b31b68eb1c4ced031b5d9066cdc827
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-22		881d9404f6b52cbe97fdc3ab1492248e8d43ac22
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-23		01edbf14bc8e87cb3bc3001dfeb93e9c8587794b
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-24		295c0ca53bf6cce8488fa6a52b87e64b3ad9c7d6
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-25		d86d7a0e58c82b07c6894d19df5aa5350aa4f7aa
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-26		efac87b4446583d400e10a8e2931d5f3f462672d
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-27		ea6f5b1dce7c5302622c2dc8143c0b3919bf867e
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-28		71c3e0e699241d554bab1e9b08fd40f86a72d5dd
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-29		0dcac02ae01f944cb594abdd1c367d0067b5c3d6
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-30		ee81adf05873f168bb2cb92dd396cea4e2cf9ee8
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-31		fcef6493bc40685d3acdb5b878c1eceb698bfcc0
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-32		13a42e86d5bb0ca07ee4f31b6eda90d87dcd1bd8
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-33		1640104d822c064ea409de7c0226750dcff68e94
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-34		5da6a3dd2f6d4fbb15c9e88037a7cc0c299a1447
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-35		18157e1514fc7b3dd7e13c2974ef5a9349cb92d9
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-36		86e5b9191764a33118aba5eb7355111b51ff676b
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-37		d091648b1263ac1daedcd1ff588688bf11cf3d3b
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-38		1dd8a11c46007ee7a38698c9033e332122afdb46
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-39		def9dad0ada80feb7b10a2c83571fac57e9ca812
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-40		1a3794a7c5f4989f3082269aad3377e1fb457e61
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-41		b8d802b15461d36629f7b5b2da631103c4e81641
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-42		e6ba6e7459e9e4152f2c51bd6807fc5fc94dac7f
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-43		ae10fe23dfb60fdc37eb81a60e7a2fe53afe7a5b
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-44		9ad14958994db785db7f069d1e76da79f02119b2
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-45		eecd2fef1e8dbcdaf20c7aedeb6b10af3cfc883d
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-46		04fc8eb0fd4f8b3364e246e994d14aa6783f1c6b
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-47		c2fdc258b87f6cd9b4d51da11ff8048342103380
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-48		382d4b8e958078e2e1ba092010158a8c9b371608
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-49		58c7bb893da8c89881e2b0b734c4f06ae1014f2f
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-50		6400ab2a658d9007f70e061e6ba9c0efe75cf045
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-51		41f2a2d0b2bd76845999fd5e4f7408d178775097
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-52		ca5ca99c88b6f36c4725a4490d593a34cefa7441
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-53		1631f1c0ddb7d7837a6d34579d48fddd5b400d9e
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-54		82c8437433b444e6d1ade3514c44f3aae7e1edfd
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-55		7beaa5454edde9b79368bdb7e53a39ee495916df
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-56		b579f9d040a9d5c56da583789b26059185a36ae8
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-57		544fbe742ac65b2b5603dba1598b38f46539a118
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-58		45a5889c08c3953240fcfe47e317daf241acc037
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-59		0808e09745bd9775771b48b7aebfdec52036ef0a
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-60		156af4f03104f3091a42370e580609e68bb1dbf3
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-61		b41c9b76cfb14bd834b9c315997c2cfb40acc8bc
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-62		5479e2879060e7d43d1f8641017061bc683a9f49
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-63		04b63f5b2af1e09f50c52b9bdc09d1d2cd4dadac
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-64		48b880c9acd4f00362b2263ed0d22ea9066f35e4
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-65		05cfc39592f52d5cae17d18f051fee6629d979e3
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-66		00efc341ccccfc69f49243399fcb3769e2acaabc
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-67		56aaf6f3495b3e80bc13fc714c75c819c8d7e7b3
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-68		5a7ffedda8d5ee15ee862fcdd716bf71b7a011cf
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-69		79645de8358d9be6795b6e1a194c1bd418698410
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-7		05b5253a55c3cb399e0feffce290a3afe8653096
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-70		c0c03361bbdb030dfaf87baecd55f2431fbc5d98
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-71		ec663c0ea2794c68cfc4be2359bee4734d55e5f6
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-72		97b5b0d515ac090c26ef0ed60b20db23088731d5
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-74		fc54d8ada37869f8f7acaf8cfe16a5f487d0d5fc
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-75		edb8ee19fca8b9a43a09cc94c9f84cbb8eadc51c
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-76		bfd5df5ac3da8f4b862b8744ad0e6bfd74c25c1f
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-77		53841b55cf057a793ce76143c64d54a8a0c563b4
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-78		0c5ef7a37c3eddab1f2980be5a6a90351abd8012
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-79		ca0ac9ba701f47b1b1eaaf668716c50819afd090
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-8		0438e24da8a6e54a06fbdae8e43565960fada053
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-80		897636a90d28166c1be790c157a030dd164550e0
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-81		cd07fce0d9df7966d5701089a9caa3a084879288
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-82		e44d1183aa66d2873b0877b9bbd2e48934f30353
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-83		8289d80ee32d9db17e670ee618720ef45f4a2705
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-84		d14c9401aec802ea3fa7b713f1a2e9ae678d6a5b
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-85		b277e76a0a85e368f03596513ebb97fea4be36ae
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-86		31b730450482dac4a957cef95a2e82b1bfbdef5e
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-87		d899f88cc197dcce86c86e88ff8a6c013f10a1c8
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-88		be10f215acadcc1a98e429e29d23175054bb939f
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-89		7c3fd7bf0c83851cb272cf5428ec07c6abbcf293
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-9		8d48a3d8b204d95c8d946d903f81dc6351a14ce9
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-90		75cc48bb3b8790ce3e19b5dfb9d90e1b20919dbc
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-91		f33acb303651a1cb333d53f4f8a665aca2b95918
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0-alpha-92		e37fb76ae18ca948ac8b36b34bc753d02b25a0fe
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-1		b3968d3e3505193245d9a38a113e42cf08889ed8
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-10		b810f709e1f3168e5f731065af8bfe57fe65278d
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-11		f70d3a8a42ad06ec0e4890f92153248db1fa2e38
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-12		b6ffb5a141bb10c8e0f7d208abdbfe7974442dfd
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-2		bf811c482f78ff2c23a293a4de3c7e8c3a0251af
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-3		e8a3ae72ad23f39bb1a974c5c08b6c3b24399f45
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-4		aa359f61caf7b611efa9faa85da872356caf8858
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-5		06c0e0aec39313ca5b8f45b2e5b4fd43ab35a6cb
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-6		b1e9695f95e05e37ad4f6146dd28100509e23990
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-7		e634a04546c9f43e4318d01490de6012f6c1d663
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-8		a2a5d99f83caf9b6ff992d8a765fbf701ca8401d
io.ultreia.java4all.jaxx	jaxx-widgets-error	3.0.0-RC-9		fde3ee12c54533c33d3d87b540a7d737cf9838fc
jencks	jencks	1.0		67c0e416ac6a61a770bdff3c126000ad5e798d4e
jencks	jencks	1.0-M1		3878dea948a7a2b60aa0d3e1b5be566d396f5ead
jencks	jencks	1.1		0d022dda9ee316964cb71609128abd7efeba9ec5
jencks	jencks	1.1.1		ecf4368719847b59c19d60173a36c42811a594a1
jencks	jencks	1.1.2		28b6f9d0a84300caf32e349c2341544a8cbd1496
jencks	jencks	1.1.3		6470309c70ed360dc473700d11c7544964a35b69
net.alantea	utils	0.0.1		c53a0586d77f251b267333b4b84acedc18fe72d7
net.alantea	utils	0.0.2		26fced3ffda13d7534801898c8dda2b9ac498d36
net.alantea	utils	0.0.3		e24bb13f8d4eb5da89581a0d4673cf23671c2613
net.alantea	utils	0.0.4		8709468119eaf233fe4c9751ddc11674a100a9b2
net.alantea	utils	0.0.9		685cd50be27c99bb7ad4ffe2f83bbf6374ce18e9
net.kieker-monitoring	monitoring-disl	2.0.0		541a1a4940e10b1753ca4346acf96f7bd8caf800
net.kieker-monitoring	monitoring-disl	2.0.1		195766c40e122c961c061d2ecb228c8fa52a58a2
net.kieker-monitoring	monitoring-disl	2.0.2		1f29eb0d3432c508de32d8bc8eb70b88bb4050e6
nl.basjes.modbus.devices	modbus-devices-parent	0.1.1		N/A
org.apache.beam	beam-sdks-java-tpcds	2.30.0		89e72307688e967d63a18db628ac73a89b864471
org.apache.beam	beam-sdks-java-tpcds	2.31.0		88e8fb5e7e9533bc88d444baae5a4f92b0c1cd37
org.apache.beam	beam-sdks-java-tpcds	2.32.0		c4299475f9c7688c2b09a45b1f87b5eda0fe0aad
org.apache.beam	beam-sdks-java-tpcds	2.33.0		83fd8237775f15775b8c6e445cefe37cc189fcac
org.apache.beam	beam-sdks-java-tpcds	2.34.0		f58b7ad478e7b8463875ec289ef9cdc57093bb5a
org.apache.beam	beam-sdks-java-tpcds	2.35.0		e9d3c214ef07d068ed050e7cee3688e40f1ac461
org.apache.beam	beam-sdks-java-tpcds	2.36.0		de42ed7d4df0872bf5189607c0ef273f3dbf5de9
org.apache.beam	beam-sdks-java-tpcds	2.37.0		9d058d0f2d795f2b9cb7cc379596f71a0267d2e1
org.apache.beam	beam-sdks-java-tpcds	2.38.0		6be6a0898dbc3bdae0c33d90c25392d4ca9d63fd
org.apache.beam	beam-sdks-java-tpcds	2.39.0		70179b474f8e968e9975b049745b49e3ffe517e8
org.apache.beam	beam-sdks-java-tpcds	2.40.0		8384401c84076b03e4973215ceef1ecda544eed4
org.apache.beam	beam-sdks-java-tpcds	2.41.0		b5830568a5345965182f825b65247f618f3dd7ff
org.apache.beam	beam-sdks-java-tpcds	2.42.0		e0b39c60c27966ec191e3a2ccb47dd3e9aefe959
org.apache.beam	beam-sdks-java-tpcds	2.43.0		57d0ca53b35adcb79303c358ac1e229367c33cda
org.apache.beam	beam-sdks-java-tpcds	2.44.0		f99383a3b01d4ce88cc45a2f813f1d0d80a75436
org.apache.beam	beam-sdks-java-tpcds	2.45.0		34124f325e19f93e07b3abef6dfa3916ca264d58
org.apache.beam	beam-sdks-java-tpcds	2.46.0		071071e2126ac39ad738d90471bbf49c4dc5b6f9
org.apache.beam	beam-sdks-java-tpcds	2.47.0		2516c4c325ef9fc202bd3fcbd7ab3e186e467f4e
org.apache.beam	beam-sdks-java-tpcds	2.48.0		a545d0ac9200dafbc71cec930ac228e4648f1538
org.apache.beam	beam-sdks-java-tpcds	2.49.0		0738919405b2e924eb55fe46215e3a8498fa8c97
org.apache.beam	beam-sdks-java-tpcds	2.50.0		af81c55e7322f3a02ac659ae87f6feaadcf5c8d5
org.apache.beam	beam-sdks-java-tpcds	2.51.0		922122dbc2c99e85549955ec2e3dc5ed6e35fbcc
org.apache.beam	beam-sdks-java-tpcds	2.52.0		b74ea62830d7d6f666398f946a65ef15df66fbb6
org.apache.beam	beam-sdks-java-tpcds	2.53.0		6b6f49f1b9383655d0b34f82efb79d6d7b1eb5d0
org.apache.beam	beam-sdks-java-tpcds	2.54.0		9ec1f2391203df085eb1a472aecae428c15b1246
org.apache.beam	beam-sdks-java-tpcds	2.55.0		a060466c6b7e02066a19e2ce71a3dd746c02f339
org.apache.beam	beam-sdks-java-tpcds	2.55.1		a29536116110fbb79d0122f6f925a2bd711e4ea7
org.apache.beam	beam-sdks-java-tpcds	2.56.0		867304523b291012e59e0ab4aac1bb410d3fc0f5
org.apache.beam	beam-sdks-java-tpcds	2.57.0		8df039866a8fda11932444537cd68a9f9f2dc2ab
org.apache.beam	beam-sdks-java-tpcds	2.58.0		8183dd50bde0a1315a77fc24a04c8aa05d9b4738
org.apache.beam	beam-sdks-java-tpcds	2.58.1		449b8ea948e99e068f9e4fbde3e894dab9f851da
org.apache.beam	beam-sdks-java-tpcds	2.59.0		f069c4d2ca7ed86b92d93588c67893e1cfc96610
org.apache.beam	beam-sdks-java-tpcds	2.60.0		f315198ccbf09a8103e552db3d1e77b6b081fc27
org.apache.beam	beam-sdks-java-tpcds	2.61.0		928bbebd89f89287372c2c8d3abe16beccd59780
org.apache.beam	beam-sdks-java-tpcds	2.62.0		5876c6b0781ee98711418a9b3b4c4ff4737f8299
org.apache.beam	beam-sdks-java-tpcds	2.63.0		b46468b268f1a81d0af9484307081aeddfe7ed7a
org.apache.beam	beam-sdks-java-tpcds	2.64.0		f0848f8a42b2b655a03ac72286237837b3835ded
org.apache.beam	beam-sdks-java-tpcds	2.65.0		57a8547ed5f6a31f6744fa7493dfec860dfa471a
org.apache.felix	org.apache.felix.shell.tui	1.0.0		ceabecd928328ec16bc8596509d342a4d223aab4
org.apache.felix	org.apache.felix.shell.tui	1.0.1		0de91c607708ddba007714638324fb693a22feb6
org.apache.felix	org.apache.felix.shell.tui	1.0.2		e2390d9dbaac194bec6398ae4ee81f462ad8b6fe
org.apache.felix	org.apache.felix.shell.tui	1.2.0		621f2faaff4890fca2a88664b79fed0938695eb8
org.apache.felix	org.apache.felix.shell.tui	1.4.0		960209f39bd22e77d0fc47d7836eb1a20807e26a
org.apache.felix	org.apache.felix.shell.tui	1.4.1		7184b6c9089ffcfb0da269a2cd50ce386f5dc335
org.apache.hadoop	hadoop-ozone-recon	0.4.1-alpha		8dc9c670c186bdf3c41a6a82b60d112345326145
org.apache.hadoop	hadoop-ozone-recon	0.5.0-beta		135bbc51f5a2be9bafc40718f90a6db92fb5a69c
org.apache.hadoop	hadoop-ozone-recon	1.0.0		9e62ffc6529df260fd3b105d5416c466ea55d778
org.apache.hadoop	hadoop-ozone-recon	1.1.0		28465f2709709c58d162953ae9ba54ab9f18861d
org.apache.pulsar	pulsar-io-debezium-mongodb	2.10.0		d21c7901cddfdd49e6f062ae1cc82420e2398d39
org.apache.pulsar	pulsar-io-debezium-mongodb	2.10.1		34e712616947426d2e400317f9be626ccbc9c78e
org.apache.pulsar	pulsar-io-debezium-mongodb	2.10.2		66a288d377ab1bab95257399b28a1c0cb830b048
org.apache.pulsar	pulsar-io-debezium-mongodb	2.10.3		6bbe4adb80bac48e37b2cf968177feacd565f6fe
org.apache.pulsar	pulsar-io-debezium-mongodb	2.10.4		71d9cbe304a7a1cdf839e18716a2802397280b80
org.apache.pulsar	pulsar-io-debezium-mongodb	2.10.5		baf5e1398145113609c660e749c9d629a971ce33
org.apache.pulsar	pulsar-io-debezium-mongodb	2.10.6		eb5309f677b04fc5e0198850feb481e42d791847
org.apache.pulsar	pulsar-io-debezium-mongodb	2.11.0		520337fc67937622fa7fb12bfbe31bbe21c64152
org.apache.pulsar	pulsar-io-debezium-mongodb	2.11.1		b92a598c1c318338765de8dd58651d25744268ed
org.apache.pulsar	pulsar-io-debezium-mongodb	2.11.2		4f577b6d93eea0cc2aaad3d30577f4231c4a5892
org.apache.pulsar	pulsar-io-debezium-mongodb	2.11.3		12b6b4d7feea06b4f40be7acfc33f24fd3fd4b7a
org.apache.pulsar	pulsar-io-debezium-mongodb	2.11.4		0b76d5905ba40a6554e80dc27d84ef58dc6c3f9c
org.apache.pulsar	pulsar-io-debezium-mongodb	2.5.0		4a60d80dd2a3126f47589e1efe20cf2e18d73da6
org.apache.pulsar	pulsar-io-debezium-mongodb	2.5.1		a11ebda060af060efc3ef8f555713a693d07aac6
org.apache.pulsar	pulsar-io-debezium-mongodb	2.5.2		584302361f63d8e3cf9022ddae25670463306d0e
org.apache.pulsar	pulsar-io-debezium-mongodb	2.6.0		c7374383a425b437ccefb48914c0e3c23307b8c7
org.apache.pulsar	pulsar-io-debezium-mongodb	2.6.1		69184ba7d562102405e70f80a1e60afced8d2bda
org.apache.pulsar	pulsar-io-debezium-mongodb	2.6.2		d4b7b9738f80d19a0236e712ed95e326e97821c0
org.apache.pulsar	pulsar-io-debezium-mongodb	2.6.3		8f51836f6cc67949c76d26ddce324b4fa87eaef7
org.apache.pulsar	pulsar-io-debezium-mongodb	2.6.4		50971ae3f9b3f59be5f3f403384e11ae173a7241
org.apache.pulsar	pulsar-io-debezium-mongodb	2.7.0		52d672c397412a44b57270372848b01f57f0847a
org.apache.pulsar	pulsar-io-debezium-mongodb	2.7.1		9ab982f2fd0c54be5b004a2ca148ef146b998f2b
org.apache.pulsar	pulsar-io-debezium-mongodb	2.7.2		f9b6e90c4e506702b68c686dc0a4427b0b7635d6
org.apache.pulsar	pulsar-io-debezium-mongodb	2.7.3		d9ac2016942927ec40fd607ece81a350371f06d0
org.apache.pulsar	pulsar-io-debezium-mongodb	2.7.4		6516b9d8838ec9a1b7860daaf4b9e098806c0745
org.apache.pulsar	pulsar-io-debezium-mongodb	2.7.5		8dc2abdfd2486bcdda1c36cd99c9fde2ebc7a9b2
org.apache.pulsar	pulsar-io-debezium-mongodb	2.8.0		8bcd70f79582518bbdeab242a961677605064a8e
