avalon	avalon-composition	1.0		d5ca3eccc560c3d94b18f3ab800df4c48f6a3709
com.ucasoft.komm	komm-processor-jvm	0.24.3		d7868505104142ea71cd4ddfd1c1e1898d8c7469
com.ucasoft.komm	komm-processor-jvm	0.25.0		d7868505104142ea71cd4ddfd1c1e1898d8c7469
com.ucasoft.komm	komm-processor-jvm	0.3.5		fc5d0662c5c0d318bf090498b1c5d60938347f35
com.ucasoft.komm	komm-processor-jvm	0.4.1		fc5d0662c5c0d318bf090498b1c5d60938347f35
com.ucasoft.komm	komm-processor-jvm	0.4.2		5326d9c505ef78ef6476469c8ed637d78e062bf1
com.ucasoft.komm	komm-processor-jvm	0.5.3		5326d9c505ef78ef6476469c8ed637d78e062bf1
com.ucasoft.komm	komm-processor-jvm	0.6.2		105e4ccb40de0839bc6b11b9839f0ae6c8971a29
com.ucasoft.komm	komm-processor-jvm	0.7.4		8e6f5fb50fcf0c5aa68d8b997c8f30d0ec8f0ee8
com.ucasoft.komm	komm-processor-jvm	0.7.5		daad79826c60b9cadd657f81077962504dc833ef
com.ucasoft.komm	komm-processor-jvm	0.9.10		d5fab867e606a2d255bc74b13e5d182c789c7e47
com.vk	android-sdk-host	3.5.2		N/A
com.vk	android-sdk-host	4.0.0		N/A
com.vk	android-sdk-host	4.0.1		N/A
com.vk	android-sdk-host	4.1.0		N/A
com.wegtam	search-agent-shared_sjs1_2.13	0.2.0		f6e9637145573442151d5554d6cfd6a2e285b198
com.wegtam	search-agent-shared_sjs1_2.13	0.2.1		8507f77e4d43369c454bdf54c63aaf906fe29b8d
com.zegreatrob.testmints	minspy-macosx64	10.0.0		N/A
com.zegreatrob.testmints	minspy-macosx64	10.0.0	metadata	481559694b5baea16423e2ef6a14ab6cd6407ca0
com.zegreatrob.testmints	minspy-macosx64	10.0.1		N/A
com.zegreatrob.testmints	minspy-macosx64	10.0.1	metadata	481559694b5baea16423e2ef6a14ab6cd6407ca0
com.zegreatrob.testmints	minspy-macosx64	10.0.11		N/A
com.zegreatrob.testmints	minspy-macosx64	10.0.11	metadata	42ddb88a034821f3eeb9df1e7349721f21530fd2
com.zegreatrob.testmints	minspy-macosx64	10.0.14		N/A
com.zegreatrob.testmints	minspy-macosx64	10.0.14	metadata	42ddb88a034821f3eeb9df1e7349721f21530fd2
com.zegreatrob.testmints	minspy-macosx64	10.0.2		N/A
com.zegreatrob.testmints	minspy-macosx64	10.0.2	metadata	42ddb88a034821f3eeb9df1e7349721f21530fd2
com.zegreatrob.testmints	minspy-macosx64	10.0.3		N/A
com.zegreatrob.testmints	minspy-macosx64	10.0.3	metadata	42ddb88a034821f3eeb9df1e7349721f21530fd2
com.zegreatrob.testmints	minspy-macosx64	10.0.4		N/A
com.zegreatrob.testmints	minspy-macosx64	10.0.4	metadata	42ddb88a034821f3eeb9df1e7349721f21530fd2
com.zegreatrob.testmints	minspy-macosx64	10.0.5		N/A
com.zegreatrob.testmints	minspy-macosx64	10.0.5	metadata	42ddb88a034821f3eeb9df1e7349721f21530fd2
com.zegreatrob.testmints	minspy-macosx64	10.0.6		N/A
com.zegreatrob.testmints	minspy-macosx64	10.0.6	metadata	42ddb88a034821f3eeb9df1e7349721f21530fd2
com.zegreatrob.testmints	minspy-macosx64	10.0.7		N/A
com.zegreatrob.testmints	minspy-macosx64	10.0.7	metadata	42ddb88a034821f3eeb9df1e7349721f21530fd2
com.zegreatrob.testmints	minspy-macosx64	10.0.9		N/A
com.zegreatrob.testmints	minspy-macosx64	10.0.9	metadata	42ddb88a034821f3eeb9df1e7349721f21530fd2
com.zegreatrob.testmints	minspy-macosx64	10.2.13		N/A
com.zegreatrob.testmints	minspy-macosx64	10.2.13	metadata	42ddb88a034821f3eeb9df1e7349721f21530fd2
com.zegreatrob.testmints	minspy-macosx64	10.2.14		N/A
com.zegreatrob.testmints	minspy-macosx64	10.2.14	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.2.15		N/A
com.zegreatrob.testmints	minspy-macosx64	10.2.15	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.2.16		N/A
com.zegreatrob.testmints	minspy-macosx64	10.2.16	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.2.17		N/A
com.zegreatrob.testmints	minspy-macosx64	10.2.17	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.2.18		N/A
com.zegreatrob.testmints	minspy-macosx64	10.2.18	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.0		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.0	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.1		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.1	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.10		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.10	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.11		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.11	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.13		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.13	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.14		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.14	metadata	9f5701655521b05c9c7fc98f3723be51c2186718
com.zegreatrob.testmints	minspy-macosx64	10.3.15		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.15	metadata	9f5701655521b05c9c7fc98f3723be51c2186718
com.zegreatrob.testmints	minspy-macosx64	10.3.16		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.16	metadata	b8c01e79bb3ca0a35082cbfc2ede705d38560a69
com.zegreatrob.testmints	minspy-macosx64	10.3.17		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.17	metadata	b8c01e79bb3ca0a35082cbfc2ede705d38560a69
com.zegreatrob.testmints	minspy-macosx64	10.3.18		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.18	metadata	b8c01e79bb3ca0a35082cbfc2ede705d38560a69
com.zegreatrob.testmints	minspy-macosx64	10.3.19		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.19	metadata	b8c01e79bb3ca0a35082cbfc2ede705d38560a69
com.zegreatrob.testmints	minspy-macosx64	10.3.2		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.2	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.20		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.20	metadata	b8c01e79bb3ca0a35082cbfc2ede705d38560a69
com.zegreatrob.testmints	minspy-macosx64	10.3.21		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.21	metadata	b8c01e79bb3ca0a35082cbfc2ede705d38560a69
com.zegreatrob.testmints	minspy-macosx64	10.3.22		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.22	metadata	b8c01e79bb3ca0a35082cbfc2ede705d38560a69
com.zegreatrob.testmints	minspy-macosx64	10.3.24		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.24	metadata	b8c01e79bb3ca0a35082cbfc2ede705d38560a69
com.zegreatrob.testmints	minspy-macosx64	10.3.25		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.25	metadata	b8c01e79bb3ca0a35082cbfc2ede705d38560a69
com.zegreatrob.testmints	minspy-macosx64	10.3.26		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.26	metadata	b851b38ec3a1c17873044d34798208d38fb20258
com.zegreatrob.testmints	minspy-macosx64	10.3.27		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.27	metadata	7ffc11e10ca07250b1a466111a84a11e88eea4f6
com.zegreatrob.testmints	minspy-macosx64	10.3.3		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.3	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.4		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.4	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.5		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.5	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.6		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.6	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.7		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.7	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.8		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.8	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	10.3.9		N/A
com.zegreatrob.testmints	minspy-macosx64	10.3.9	metadata	c438d285fc93d7eb9e685a344650091ed3db7d8e
com.zegreatrob.testmints	minspy-macosx64	11.0.0		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.0	metadata	691603df027e221d44413caf6059315fb16ca8ac
com.zegreatrob.testmints	minspy-macosx64	11.0.1		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.1	metadata	eeaae69da62a7978d12c646fe8c6638f45137471
com.zegreatrob.testmints	minspy-macosx64	11.0.10		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.10	metadata	8d1406c485b4b0bebe1f1bf91c289e1751e924f6
com.zegreatrob.testmints	minspy-macosx64	11.0.11		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.11	metadata	1881d7e694862d6152ea69c7ba79e5d1bffe39f6
com.zegreatrob.testmints	minspy-macosx64	11.0.12		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.12	metadata	cfcf666dd87737ee1307703e1de184819cba3851
com.zegreatrob.testmints	minspy-macosx64	11.0.2		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.2	metadata	44bb2720b95e64105419f59557dc9c1ad253aa82
com.zegreatrob.testmints	minspy-macosx64	11.0.3		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.3	metadata	20e8e08a659424d16e8d4b6e1c6c7b234eea0672
com.zegreatrob.testmints	minspy-macosx64	11.0.4		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.4	metadata	78e2fb6314c6d2120bde091bfbe9897857d6c77d
com.zegreatrob.testmints	minspy-macosx64	11.0.5		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.5	metadata	69f85284bd205bf2cf893f6a8473aef2709d009b
com.zegreatrob.testmints	minspy-macosx64	11.0.6		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.6	metadata	a44c5c16a7691d32193ddbe93f7ef13edd54c05e
com.zegreatrob.testmints	minspy-macosx64	11.0.7		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.7	metadata	ee4a525825da65620f5b70f2bb168b57e70ba56b
com.zegreatrob.testmints	minspy-macosx64	11.0.8		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.8	metadata	3eef0fe9a55da05f6aaf8f2c6a2bccdffe537018
com.zegreatrob.testmints	minspy-macosx64	11.0.9		N/A
com.zegreatrob.testmints	minspy-macosx64	11.0.9	metadata	93e38ce4e46b4e91e05d46093512bf4fa1807e4a
com.zegreatrob.testmints	minspy-macosx64	11.1.0		N/A
com.zegreatrob.testmints	minspy-macosx64	11.1.0	metadata	62ecd14106bebb460efe69f8bfb34aaf9b8c5850
com.zegreatrob.testmints	minspy-macosx64	11.1.1		N/A
com.zegreatrob.testmints	minspy-macosx64	11.1.1	metadata	04ff506f55435e25102bd5f520bc8d9e0a7528e0
com.zegreatrob.testmints	minspy-macosx64	11.1.10		N/A
com.zegreatrob.testmints	minspy-macosx64	11.1.10	metadata	47fbb519631936af587ab01c186bb541513ebb83
com.zegreatrob.testmints	minspy-macosx64	11.1.2		N/A
com.zegreatrob.testmints	minspy-macosx64	11.1.2	metadata	95d2272e4e222adeea4fa61848fb7af0f736c07d
com.zegreatrob.testmints	minspy-macosx64	11.1.3		N/A
com.zegreatrob.testmints	minspy-macosx64	11.1.3	metadata	a984f8f51bb2cc01beffdc5aab0c9c6270480b1e
com.zegreatrob.testmints	minspy-macosx64	11.1.4		N/A
com.zegreatrob.testmints	minspy-macosx64	11.1.4	metadata	0555e801a8e0c7846c64f023d276a4feaf776eae
com.zegreatrob.testmints	minspy-macosx64	11.1.5		N/A
com.zegreatrob.testmints	minspy-macosx64	11.1.5	metadata	52d3db61cb661fcf5a1142daed9c61d050bb8fbd
com.zegreatrob.testmints	minspy-macosx64	11.1.6		N/A
com.zegreatrob.testmints	minspy-macosx64	11.1.6	metadata	6d81ca3723f6bae8f3f7d3f264b97df94eaad955
com.zegreatrob.testmints	minspy-macosx64	11.1.7		N/A
com.zegreatrob.testmints	minspy-macosx64	11.1.7	metadata	81c580d48980cb90cffe88e958fc14f1b94d6986
com.zegreatrob.testmints	minspy-macosx64	11.1.8		N/A
com.zegreatrob.testmints	minspy-macosx64	11.1.8	metadata	59a0a51d135e00828656e6126e6e7f592fabd534
com.zegreatrob.testmints	minspy-macosx64	11.1.9		N/A
com.zegreatrob.testmints	minspy-macosx64	11.1.9	metadata	bfe21d897d7e04520a400a020b4692bbf4fc693d
com.zegreatrob.testmints	minspy-macosx64	11.2.0		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.0	metadata	779e80c97e5a8acaa0968908008a707777a33178
com.zegreatrob.testmints	minspy-macosx64	11.2.1		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.1	metadata	8207148bbaadbcde15e43708bf1c26b76c4b608a
com.zegreatrob.testmints	minspy-macosx64	11.2.10		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.10	metadata	2e7dec20bcc53840c21bd2c5451b4022cc1fb8ea
com.zegreatrob.testmints	minspy-macosx64	11.2.11		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.11	metadata	716e895d5136656082416f51e40caaaa8de6c201
com.zegreatrob.testmints	minspy-macosx64	11.2.12		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.12	metadata	eb6c7de2f191f7428e5d85b1166f5e0d72ed3bb7
com.zegreatrob.testmints	minspy-macosx64	11.2.13		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.13	metadata	2481c450f64692b8effa47bf99e67d111f9da7fe
com.zegreatrob.testmints	minspy-macosx64	11.2.14		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.14	metadata	b49e7a3a4861645419a0ab663ec4941e9a9e777b
com.zegreatrob.testmints	minspy-macosx64	11.2.15		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.15	metadata	70edb95434ed8d46dc1dfcfad368ed2963829d86
com.zegreatrob.testmints	minspy-macosx64	11.2.16		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.16	metadata	211c57d3529bf81a940ab8c895c7d45d8274dc28
com.zegreatrob.testmints	minspy-macosx64	11.2.17		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.17	metadata	4df05baacab9f67eb7e6a944a7bff74551ba219d
com.zegreatrob.testmints	minspy-macosx64	11.2.18		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.18	metadata	fdc7c0bb1edfc91a080b06d8b5aa4a1e49c8095f
com.zegreatrob.testmints	minspy-macosx64	11.2.19		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.19	metadata	48cb455edfaa9f005461c0e6fbc51a89803b727b
com.zegreatrob.testmints	minspy-macosx64	11.2.2		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.2	metadata	07bc94c843e74fe14215ef1416a12096250e73c6
com.zegreatrob.testmints	minspy-macosx64	11.2.20		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.20	metadata	34a1bfd8e59ce47b3acab96ec84f82ba46be3808
com.zegreatrob.testmints	minspy-macosx64	11.2.21		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.21	metadata	9f6e16063bad15729f523c489dd70f6353aca17f
com.zegreatrob.testmints	minspy-macosx64	11.2.22		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.22	metadata	fe37e8d91bf8a793b8dabed683002a879bd8e24f
com.zegreatrob.testmints	minspy-macosx64	11.2.23		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.23	metadata	ec5f8b90cc787d744e2429bfbfb9ffb46544b884
com.zegreatrob.testmints	minspy-macosx64	11.2.24		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.24	metadata	0d2cf89835feed0a29e5c32924308970654af341
com.zegreatrob.testmints	minspy-macosx64	11.2.25		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.25	metadata	b3683f5382c240322d293bee67610ac5a9fd110b
com.zegreatrob.testmints	minspy-macosx64	11.2.26		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.26	metadata	fed6c021f6116562a5155ada43bf1e73a10e91a6
com.zegreatrob.testmints	minspy-macosx64	11.2.27		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.27	metadata	6dbfc1edee92a6e6e86392811b2c83c6d8c38edd
com.zegreatrob.testmints	minspy-macosx64	11.2.28		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.28	metadata	a8345a1d722f99eb69e46b0d37a82af5897c91b1
com.zegreatrob.testmints	minspy-macosx64	11.2.29		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.29	metadata	2bbe031ede6a572cb62b8b13dab0a79209b8e21f
com.zegreatrob.testmints	minspy-macosx64	11.2.3		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.3	metadata	644827fa18d5ee35246fb7dd1ae892d030b5a7bc
com.zegreatrob.testmints	minspy-macosx64	11.2.30		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.30	metadata	02e6360341ad6a9cf1f21011eb28ca1cca87ea06
com.zegreatrob.testmints	minspy-macosx64	11.2.31		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.31	metadata	8c142e91f697669d0dad261b24c083bc19a233c1
com.zegreatrob.testmints	minspy-macosx64	11.2.32		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.32	metadata	2b5e9f403ffdcbb9f9a2b0d3344902c0dd4291ce
com.zegreatrob.testmints	minspy-macosx64	11.2.33		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.33	metadata	8fd100618778bc35891167dbaf2af8cb43b7c4db
com.zegreatrob.testmints	minspy-macosx64	11.2.35		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.35	metadata	e8cc40ab8d26c445aa3a4c4cdd56aff35ffd7da2
com.zegreatrob.testmints	minspy-macosx64	11.2.36		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.36	metadata	cd4e2be3dbcc3632f7b8e6654f4aa4ec052f1ac3
com.zegreatrob.testmints	minspy-macosx64	11.2.37		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.37	metadata	fa059a481fc121433fd3111cb00a4da6e72c6c4b
com.zegreatrob.testmints	minspy-macosx64	11.2.38		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.38	metadata	87595185ce1b38fe190c55e9398d3267be26cfa7
com.zegreatrob.testmints	minspy-macosx64	11.2.39		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.39	metadata	2e8b7f00f05a6f8073951859702798ca001629c9
com.zegreatrob.testmints	minspy-macosx64	11.2.4		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.4	metadata	fb68452ae2aeb75e16d7d656dc703935d150d1a8
com.zegreatrob.testmints	minspy-macosx64	11.2.40		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.40	metadata	98b95810aff25f78779eb3f428eb664fdb4b52ff
com.zegreatrob.testmints	minspy-macosx64	11.2.41		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.41	metadata	420d24203ec73f830461dcc465c4b56b9f7d0098
com.zegreatrob.testmints	minspy-macosx64	11.2.42		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.42	metadata	5fe6dc7cc13fede280d042dc48f4e8e09449d9a8
com.zegreatrob.testmints	minspy-macosx64	11.2.43		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.43	metadata	9f2746c6fa0664ffb555c32c9d476cc5ce42188b
com.zegreatrob.testmints	minspy-macosx64	11.2.5		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.5	metadata	482db392499d95c897414b9e7f6d2ec5a5130948
com.zegreatrob.testmints	minspy-macosx64	11.2.6		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.6	metadata	6478e54873d55a48961ca7f068d56231077144b3
com.zegreatrob.testmints	minspy-macosx64	11.2.8		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.8	metadata	59e7f8dff0af3fa11f892a897e8f00a1e9662bbd
com.zegreatrob.testmints	minspy-macosx64	11.2.9		N/A
com.zegreatrob.testmints	minspy-macosx64	11.2.9	metadata	83bc106824e9e8e3d241f3275f59e652585d5811
com.zegreatrob.testmints	minspy-macosx64	12.0.0		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.0	metadata	10c1a4ec6e7273a885ed9fa8e995ab01b26049b0
com.zegreatrob.testmints	minspy-macosx64	12.0.1		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.1	metadata	d01be0a816a6fb703be0c2882410931c1cea43a5
com.zegreatrob.testmints	minspy-macosx64	12.0.10		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.10	metadata	4298108615a71ad686dde7d9722578582d815ae9
com.zegreatrob.testmints	minspy-macosx64	12.0.11		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.11	metadata	51ad5fc01998df5d03bdafba70d7d6af3c75addd
com.zegreatrob.testmints	minspy-macosx64	12.0.12		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.12	metadata	da937efac7b51c48a90a184f0eb49afab3bfe3a7
com.zegreatrob.testmints	minspy-macosx64	12.0.13		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.13	metadata	f305f414fab94017258220889d9759d19ec65f4c
com.zegreatrob.testmints	minspy-macosx64	12.0.14		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.14	metadata	7b840ffe08380bdf6d9e23667acf8ff619ced9e1
com.zegreatrob.testmints	minspy-macosx64	12.0.15		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.15	metadata	6c7b3c61d61d6a15c006e751b0c9dcd80358609a
com.zegreatrob.testmints	minspy-macosx64	12.0.16		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.16	metadata	7d058abb32a71701639a49b39ff5d92678239955
com.zegreatrob.testmints	minspy-macosx64	12.0.17		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.17	metadata	060e8794f1fa8cf9a18c5a7fabc617a5eff8c70d
com.zegreatrob.testmints	minspy-macosx64	12.0.18		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.18	metadata	f748c8b96ac10007ef34d3bb7e3beecb94f945e4
com.zegreatrob.testmints	minspy-macosx64	12.0.19		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.19	metadata	e02b5619adfe27b76ed5b97c11a12e1030cf688c
com.zegreatrob.testmints	minspy-macosx64	12.0.2		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.2	metadata	5e087b50e12ee398a8b1323ffd9ab03b27723cdd
com.zegreatrob.testmints	minspy-macosx64	12.0.20		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.20	metadata	2a117f50bbd8fd2255b8ff04fdaec520b5972856
com.zegreatrob.testmints	minspy-macosx64	12.0.21		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.21	metadata	0811d14b9b54985557bffb120bbe83766d8428a7
com.zegreatrob.testmints	minspy-macosx64	12.0.22		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.22	metadata	094c4f6e3fbca7d81d0afc5f26a4ef5bb7f9537c
com.zegreatrob.testmints	minspy-macosx64	12.0.23		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.23	metadata	73dffddf302f308885f4ec30808552816fa13ea2
com.zegreatrob.testmints	minspy-macosx64	12.0.24		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.24	metadata	04d7c9e78822757942ad77f06a28a8ea10990c64
com.zegreatrob.testmints	minspy-macosx64	12.0.25		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.25	metadata	3e488e376feb341871edad0d70b05a1b50524df0
com.zegreatrob.testmints	minspy-macosx64	12.0.26		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.26	metadata	38fa12fa37f4bcd9cd366a52276b7256552bc250
com.zegreatrob.testmints	minspy-macosx64	12.0.27		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.27	metadata	4449c3123c359db9cad4c98bdc73b9f58d014106
com.zegreatrob.testmints	minspy-macosx64	12.0.28		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.28	metadata	172690ae668d67c383710ff5b1c82cfbb95aa008
com.zegreatrob.testmints	minspy-macosx64	12.0.29		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.29	metadata	c94c9a44ef7e5c2d38620fb7f6e7dab2645e4888
com.zegreatrob.testmints	minspy-macosx64	12.0.3		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.3	metadata	2e468e418bd36b152d809a34f79240ee6cc9cf24
com.zegreatrob.testmints	minspy-macosx64	12.0.30		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.30	metadata	df16509fcf0fb75aa75765a6aab8186b45eae166
com.zegreatrob.testmints	minspy-macosx64	12.0.4		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.4	metadata	215430d469fab6c4622b4e38737d9e75f0f0bd79
com.zegreatrob.testmints	minspy-macosx64	12.0.5		N/A
com.zegreatrob.testmints	minspy-macosx64	12.0.5	metadata	057da40be0ff87e0f289ad4130875751492cde62
