ca.gosyer	voyager-core-js	1.0.0-rc08		N/A
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.5.0		8a1c737f2844bef388e32b29efbb0df43a407315
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.5.1		097afadd52567dff0fb1b560bda758f051363bb6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.6.0		f46389fda1b512f30ebf84aa1dccfc44f89585aa
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.6.1		a1eb9b2f767f8df99347ce5ed54d389d1fb1e4ad
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.6.2		6d03ed098c468bd0949fd2f5df8544dfd79db5c1
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.7.0		0765e31dbc963482b0f2c68872b86886d6bd0f9b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.7.1		49996f344a01b551abd2291d93db3824a3c8f271
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.7.2		b4267227343bd69ca83e54332c64126424ce8139
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.8.0		61d19b4f4c5122d644c0e107ca5110f27fb84171
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.9.0		d1756466b5a395e31bf04d291ce3b8be3afe59b8
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.9.1		095cf189d872a6a070d95168d977a1dfe9f363bb
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.0.0		35105d98eae3f80094ac86680f88ef1376960820
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.1.0		808a9acdc28245a7ac5cf7305104afbd730f793c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.1.1		39a8832c6f7d0a1a034cf878d3fe3edc79246a9a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.2.0		c3864a39395bd7e3a9b9fe9432533a93962aa064
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.2.1		e38162bded0c27d6e16ee6cfbb3c2e49d01b9e79
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.0		cf1ad2c849833c8b8db672ca8dbeaa89aef62909
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.1		86c1b742a34907cd5386df33bd488c6d0ac16abd
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.10		1006c7da7037bd77d3e25afaae7796679e94c360
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.11		f79cdb36e519d28f10140c2e9df6f22336ff5ede
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.2		7d09af4f27616860fe72b902ea41bf2b67409ef1
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.3		d4eb28a3c9beccdd61712eb85b32cb972d7dd33d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.4		798a0ac63aea83c607a28f439a918de570ba1836
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.5		93d5f19281b200e4c29adfa4910dcedd2b9fbcb0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.6		58ae2c036c0c53b3a05e51fd001b00ec5f7280a0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.7		50ca889e44d26f6ee151902a1389652fd85e9c0e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.8		6fa413ab53eb132247328a709a15f9b189648fdc
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	4.3.9		643be1fab986bf09800236c61086fc8c6e497fea
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	5.0.0		6495f3fe285d70bb5c4e9e2da42708ea13b5cce3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	5.0.1		521b642cb8767b0ab29e3685e9fb3e2bc48a1729
it.agilelab	darwin-hbase-connector_2.11	1.0.10		f1110fd2b213acb8a9a9fb5ca7ca643cd59bd07c
it.agilelab	darwin-hbase-connector_2.11	1.0.11		e06ce094599cdf22befacfb848c951aac9b445b9
it.agilelab	darwin-hbase-connector_2.11	1.0.12		336a6272005666b8e7d031a992c1f73b6e2d2dd1
it.agilelab	darwin-hbase-connector_2.11	1.0.13		513e1aabde036a03e4e2bba24a207e96c86fc9a0
it.agilelab	darwin-hbase-connector_2.11	1.0.14		aa3c75ec25e6f5f970fe1a5583546afc21b2b05e
it.agilelab	darwin-hbase-connector_2.11	1.0.2		00d04f9acf4fdafdf4569f5d4a0da40d0e3762cb
it.agilelab	darwin-hbase-connector_2.11	1.0.4		cea3b4cd87e521ad9077b6ffc45fbf4f45508f5c
it.agilelab	darwin-hbase-connector_2.11	1.0.5		005aa3b9ade21a01ff427b19d3da2d33d2a24225
it.agilelab	darwin-hbase-connector_2.11	1.0.6		84dd225305f4e6940e2c4d672b9f128e082faf40
it.agilelab	darwin-hbase-connector_2.11	1.0.7		231676a797bb8e71972de1a35de37ceb86a10f13
it.agilelab	darwin-hbase-connector_2.11	1.0.8		bb4cab50aa865688719ed0a48e3537d0c634efdd
it.agilelab	darwin-hbase-connector_2.11	1.0.9		593a46c6281f5f623fd97c3c22cf7518f3448bf9
it.agilelab	darwin-hbase-connector_2.11	1.1.0		121c9991e71200e08833e1101a89e7df3f3aac51
it.agilelab	darwin-hbase-connector_2.11	1.1.1		3137ece12b7827f00efb3725ba1490050529d35f
it.agilelab	darwin-hbase-connector_2.11	1.2.0		df12a344b00aeb1e2711bd10b959629d49e9d22a
it.agilelab	darwin-hbase-connector_2.11	1.2.1		b6795dd4e173b4f7bc5a9a78376ab17cecb1c46b
it.agilelab	darwin-hbase-connector_2.11	1.2.2		475991028c0e112376a514f5566771eb49d6b1a4
love.forte.kopper	kopper-annotation-watchosarm64	0.0.1		N/A
love.forte.kopper	kopper-annotation-watchosarm64	0.0.1	metadata	3e7b2028396666c4f2a6dc3fb4930bd4f065c27f
love.forte.kopper	kopper-annotation-watchosarm64	0.1.0		N/A
love.forte.kopper	kopper-annotation-watchosarm64	0.1.0	metadata	90a5ff14398c9963b644c0685c3ca8eaeb75726b
media.kamel	kamel-decoder-image-bitmap-wasm-js	1.0.0		N/A
media.kamel	kamel-decoder-image-bitmap-wasm-js	1.0.0-beta.3		N/A
media.kamel	kamel-decoder-image-bitmap-wasm-js	1.0.0-beta.4		N/A
media.kamel	kamel-decoder-image-bitmap-wasm-js	1.0.0-beta.5		N/A
media.kamel	kamel-decoder-image-bitmap-wasm-js	1.0.0-beta.6		N/A
media.kamel	kamel-decoder-image-bitmap-wasm-js	1.0.0-beta.7		N/A
media.kamel	kamel-decoder-image-bitmap-wasm-js	1.0.1		N/A
media.kamel	kamel-decoder-image-bitmap-wasm-js	1.0.2		N/A
media.kamel	kamel-decoder-image-bitmap-wasm-js	1.0.3		N/A
net.liftmodules	fobo-twbs-bootstrap3-res_3.3_2.12	2.0		4f1cd5c08595fce84dc9a44231ecd9ec95e804c6
net.liftmodules	fobo-twbs-bootstrap3-res_3.3_2.12	2.1.0		f26cafeaf51df37c66243a44df8484757d44fae0
net.liftmodules	fobo-twbs-bootstrap3-res_3.3_2.12	2.1.1		fec097ab81778dfb8e1f4eeafdafa9335dc383fb
net.objectlab	qalab	0.7		76edafad96442f8596a0e65dba176f68702ec5e8
net.objectlab	qalab	0.7.1		332d92fe2a0ac7a8e67a96d2607784ed7dae7e74
net.objectlab	qalab	0.7.2		1e0b39b53f1de0e7a968e68e8bf3a9233533930d
net.objectlab	qalab	0.8.0		da6317429959d13180d4dfff8afe6e66b584fb7c
net.objectlab	qalab	0.9.0		3ef7cda873aa1378abbaaabbe1ab5c883173627f
net.objectlab	qalab	0.9.1		800eeb8170e97fa67432bc940f4320f9a1500a24
net.objectlab	qalab	1.0		1fd261822ce312daca142c43c4d4ad7340cb3769
net.sf.jrtps	jrtps	0.1.0		3c0df1698dd058f39493511cd95dd92a37548d1e
net.sf.jrtps	jrtps	0.2.0		5ac98935df70f8d83fdfe1a4374ff9750087309f
net.sf.jrtps	jrtps	0.2.1		19f6dc9c1925b1ebd2c4912db6b92f32ebdf7d11
net.sf.jrtps	jrtps	0.2.2		276f31c9cae3831bd5ed897e7c65adae36f7d80c
net.sf.jrtps	jrtps	0.3.0		1c0c07a1c9468e1311b848285435cca4b9e3e798
net.sf.jrtps	jrtps	0.3.1		e96a86370032da6044cde9f78f60aad50d4f769c
net.sf.jrtps	jrtps	0.4.0		cba74142ba8bbaf436478736bd77d65b77afba02
net.sf.jrtps	jrtps	0.4.1		46ccb75556f1c9e251da8d490b653f1576ef4b63
net.sf.jrtps	jrtps	0.4.2		cf090b12d2b11e2120d501332550530a856a688a
net.sf.jrtps	jrtps	0.4.3		8b1f09c436eca40a3d346c3d9e9b350eb5c33861
net.sf.jrtps	jrtps	0.5.0		1ffbb96d66db90439628174589e32af9643fbb09
net.sf.jrtps	jrtps	0.5.4		b182398a5299c8e525d9b8a1dda5d3546515e94b
net.sf.jrtps	jrtps	0.5.5		e38621042a0c1f69a4104f2d282eca4b53b9d51b
net.sf.jrtps	jrtps	0.5.6		b9aa9fac02f4b580a126613a974b881ba12910f6
net.sf.jrtps	jrtps	0.6.0		c579b447ee41e2f1923f9f8e6c86b1ead5ba2669
net.sf.jrtps	jrtps	0.6.1		93461dac18e54a4ba91d636b3bb5179f6df53a51
net.sf.jrtps	jrtps	0.6.2		e41f960fa31e596a1b0bbdf221a5e2f34d820ee3
net.sf.jrtps	jrtps	0.6.3		85a9967894d29692b201166c628c7655e7c726de
net.sf.jrtps	jrtps	0.6.4		b0eba4e387e26a5d81161a1aa06900084dc785a4
net.sf.jrtps	jrtps	0.7.0		949728aab12effc54005ebb6d159ea88dc23d0db
net.sf.jrtps	jrtps	0.7.1		d1250e88512060787677a9cecfec83d02ec90f4c
net.sf.jrtps	jrtps	0.8.0		5e04a34f01941fa61da6006e594f306135f7482c
net.sf.jrtps	jrtps	0.8.1		37745c193fe14506852b5dd4bb9163d3e81bf68b
net.sf.jrtps	jrtps	0.8.2		d80c0a01ac67651a6ecfb8c6f773482d34b77cab
net.sf.jrtps	jrtps	0.8.3		bb9e1f259f34c3669f2727f0a632ee0e4726265f
net.sf.jrtps	jrtps	0.8.4		d8de4ade1954079b5e2aeb1b8f4928891f63dda0
net.sf.jrtps	jrtps	0.8.5		3ddb35ce3ec05ebad1221cd63f52b31e68d104ed
net.sf.jrtps	jrtps	0.8.6		8d2e2f3861bd73fde9bf1ac976bf4081d071886d
net.sf.jrtps	jrtps	0.8.7		0f3ee7537bc52fe3426ebeab8708caf8212b0e29
net.sf.jrtps	jrtps	0.8.8		71dab04466b59f2a0f05e85b6b3dc57a0d1983da
net.sf.jrtps	jrtps	0.9.0		603dc9826295e337d3e9a2af7aa2979254cb1251
net.sf.jrtps	jrtps	0.9.1		24c23786d4ddc0671342661f81baeee3e1dc6744
net.sf.jrtps	jrtps	0.9.10		b81fe0a79259c037964b4014d89db877aee2efcf
net.sf.jrtps	jrtps	0.9.11		0125a693458f0d102e72648a008b2b70f807f117
net.sf.jrtps	jrtps	0.9.12		3fea094992c44c1e279f1f470bf110ef924583b3
net.sf.jrtps	jrtps	0.9.13		21e1aa92fb893b738c3a3f1070c919ddaa8ad722
net.sf.jrtps	jrtps	0.9.2		6e780e5d8d25127ab1842a3ecb90a61a132306b1
net.sf.jrtps	jrtps	0.9.3		21d2b1db3597e55fb4f8548be3bf250df97d589a
net.sf.jrtps	jrtps	0.9.4		a965dd3397be4714113f49f563541fe0a61212c3
net.sf.jrtps	jrtps	0.9.5		920ac9724cfba8beeaa94306f9a554cd5c264d2d
net.sf.jrtps	jrtps	0.9.8		9da95fc7d91743256e7cccdacaed2385a5b15a5b
net.sf.jrtps	jrtps	0.9.9		8a732f8739db6e56f56ec6bf38031e87ab869875
net.sf.jrtps	jrtps	1.0		b219beb7beb18824048ead358f2311b697d71bb9
net.sf.jrtps	jrtps	1.0.1		aa2d5bf0f7a84897bc790af062635481486c4385
net.sf.jrtps	jrtps	1.1		77654e4d02bb9d58cc93a1e21c12ac6c49f8d65c
net.sf.jrtps	jrtps	1.2		d57388a9318caade55e1639cf3cd7bac48bc34d1
net.sf.jrtps	jrtps	1.2.1		35e13d179c1003402332fd44786bbc4d4840c913
net.sf.jrtps	jrtps	1.3.0		2880506ea37801039fea4dc737a6b401ac4fa707
net.sf.jrtps	jrtps	1.3.1		fe65348ac7f99cf7550b62f7f891b9edb184c66c
net.sf.jrtps	jrtps	1.3.2		c9cc01858c98c75c456915a46955f59a35a9e473
net.sf.jrtps	jrtps	1.3.3		8b08533395d5ed0038a78baf6e216541c0fe5d9f
net.sf.jrtps	jrtps	1.3.4		dfb5c3338c3e27bc3fbd257ec36038d1c0e1b840
net.sf.jrtps	jrtps	1.3.5		ea382180bbb5f68cb46c44af12b34795832a6076
net.sf.jrtps	jrtps	1.3.6		9dc4cd0b81bc07fb58d8607981b3a78ebfcbb225
net.sf.jrtps	jrtps	1.4.0		8cbdaa91f0f7f664ab66060c087785a827a6c696
net.sf.jrtps	jrtps	1.5.0		f2aa490663568d23983f59456f0747552e79d364
net.sf.jrtps	jrtps	1.5.1		50c35109f23523cc874aed6d6501f29b521d71f7
net.sf.ofx4j	ofx4j	1.0		1b7951fb0ea73f9dbcc0aa28a44be1b920331b4f
net.sf.ofx4j	ofx4j	1.1		bf145ea3ee23cc2d61fa8ab28a68afed9d6f1e1b
net.sf.ofx4j	ofx4j	1.2		4e0b34f9961920f6b7a2e00e3fcd971ea76ccdc4
net.sf.ofx4j	ofx4j	1.3		6e688ae5648ec715ffe75699ee9b6d591f609b61
net.sf.ofx4j	ofx4j	1.4		59d4b6c78d5c547ae90a85d914344eb46a5df8e3
net.sf.ofx4j	ofx4j	1.5		10dcb2bf7b474236c4f2cdf8a3a2b0dde2a001d7
net.sf.ofx4j	ofx4j	1.6		c6e1dcc2a4dff5ba2a5b162204098c716d49f32b
net.sf.ofx4j	ofx4j	1.6-RC1		b873ea8546297304093283d3e20cbef735920238
net.sf.ofx4j	ofx4j	1.6-RC2		0e3d7407df9b00223057210d7ea43df6a31d04e6
org.apache.geronimo.plugingroups	clustering-jetty	2.2		N/A
org.apache.geronimo.plugingroups	clustering-jetty	2.2.1		N/A
org.apache.stanbol	org.apache.stanbol.launchers.bundlelists.osgiframework	0.12.0		N/A
org.apache.stanbol	org.apache.stanbol.launchers.bundlelists.osgiframework	0.9.0-incubating		N/A
org.apache.stanbol	org.apache.stanbol.launchers.bundlelists.osgiframework	1.0.0		N/A
org.beangle.data	beangle-data-jpa_2.11	4.2.3		b8bbe9ab77a24438c6736527fd3de6ad0c361b80
org.beangle.data	beangle-data-jpa_2.11	4.2.3.RC1		47448c6520354be5f3f648ec99aa8f85e360f8db
org.beangle.data	beangle-data-jpa_2.11	4.2.4		53f1015b318cac32a9db4b5a3c5b9bb911834563
org.chipsalliance	chisel-plugin_2.13.9	5.0.0		c39a853deb88caf406381c3f2fa806f5dc4fceaa
org.chipsalliance	chisel-plugin_2.13.9	5.0.0-M1		56ddc663d93246306c7b0f74cfbaadeaf8fba080
org.chipsalliance	chisel-plugin_2.13.9	5.0.0-M2		5b9360b9e8b4522183aa5379d091f29a85c717bf
org.chipsalliance	chisel-plugin_2.13.9	5.0.0-RC1		b647908f578151f5df189484b24c8f135556278e
org.chipsalliance	chisel-plugin_2.13.9	5.0.0-RC2		2e72cc222b07305e23c13691cf759d20486a07a9
org.chipsalliance	chisel-plugin_2.13.9	5.1.0		04d695b14a55238593e0266779c291e928a79b30
org.chipsalliance	chisel-plugin_2.13.9	5.2.0		ea7d13731b893dc1c424c0415a7bc71511ce1831
org.chipsalliance	chisel-plugin_2.13.9	5.3.0		fb8c13b919cf13b738786eccf3095c17ab19fecb
org.chipsalliance	chisel-plugin_2.13.9	6.0.0		e2d356e5477aa3b72d7b6e775289b14e75d0c86a
org.chipsalliance	chisel-plugin_2.13.9	6.0.0-M1		ea1b4d767a04283164c53f9b55b5a3649f8fa39b
org.chipsalliance	chisel-plugin_2.13.9	6.0.0-M2		ad2a723739cd1d64f1adddaeba9b458387343277
org.chipsalliance	chisel-plugin_2.13.9	6.0.0-M3		ab1317035efc646b4098283843a5b7884e60dd4a
org.chipsalliance	chisel-plugin_2.13.9	6.0.0-RC1		cf3641b617caba1324a87eaa4bdecdff49924279
org.chipsalliance	chisel-plugin_2.13.9	6.0.0-RC2		f368b93218f26c946879590f74e29af630b41544
org.chipsalliance	chisel-plugin_2.13.9	6.1.0		465ed0cff99f25b46e04a1ba0be6838e3f73d668
org.chipsalliance	chisel-plugin_2.13.9	6.2.0		d1d2af1f450c41e7aa4aff77bedc6c3894436aa9
org.chipsalliance	chisel-plugin_2.13.9	6.3.0		60c8689825c6f763c1ad40355ebfd948413db9e0
org.chipsalliance	chisel-plugin_2.13.9	6.4.0		f771f1d2d3b161e0dcd80fdff7717fc6a585b1d0
org.chipsalliance	chisel-plugin_2.13.9	6.5.0		2d62620633a4844e46d1bd08f841f8f04843463f
org.chipsalliance	chisel-plugin_2.13.9	6.6.0		1f8df2d100b3c0dea142672b717407a767afb16f
org.chipsalliance	chisel-plugin_2.13.9	6.7.0		7f574509318c7ed52affc9a2e37f7ec0040c588d
org.chipsalliance	chisel-plugin_2.13.9	7.0.0-M1		b9355a182fc4f5450b7784877f2284d2a86c11d8
org.chipsalliance	chisel-plugin_2.13.9	7.0.0-M2		bd877ace0a6bb5e5ac974e401ebb3d9e3aa113dd
org.chipsalliance	chisel-plugin_2.13.9	7.0.0-RC1		c2fa9880ec77926e20810c582d9c6d960153d718
org.cicomponents	cicomponents-core	0.1.0		2a44b857173f210224ea654955fd8b0580090374
org.codeswarm	priority-set	1.0		f0c1bcfec41330463e6d5edfa01de116660969fb
org.docx4j	docx4j-core-tests	11.4.10		3ef57f691e1942160fc9bc414aacc2c78b65d0de
org.docx4j	docx4j-core-tests	11.4.11		8e50c987c3fe9ee7e38f87aee5fc9e3363e869fb
org.docx4j	docx4j-core-tests	11.4.9		24930d59a4e1b75e8fd15d28ba7c0696d1c863c3
org.docx4j	docx4j-core-tests	11.5.0		a38ee7f2b6dec38f5459531308e6879f39f89126
org.docx4j	docx4j-core-tests	11.5.1		55ecc4cdd69f3b14a6e89b05f01a17918d5941db
org.docx4j	docx4j-core-tests	11.5.2		d272346286130198ea7783f4ad8413912377e2f4
org.docx4j	docx4j-core-tests	8.3.10		0c2fb3063edea9f6d9253173ca9a32b15f031a91
org.docx4j	docx4j-core-tests	8.3.11		e0974550022a5205be9d5d4e5fca837e7373b9b4
org.docx4j	docx4j-core-tests	8.3.12		05a6d7a01c0b15c29b51e863696205f0e81cd153
org.docx4j	docx4j-core-tests	8.3.13		3891f664972b7890da34ca8b57fefe945140ee66
org.docx4j	docx4j-core-tests	8.3.14		a3832ba7134d2178380a3db21f0224b5b5109a48
org.docx4j	docx4j-core-tests	8.3.9		6ec49ea55679ecf302f380c39e71e07166cb1beb
org.drewcarlson	mobiuskt-codegen-api-mingwx64	1.1.0		N/A
org.drewcarlson	mobiuskt-codegen-api-mingwx64	1.2.0		N/A
org.drewcarlson	mobiuskt-codegen-api-mingwx64	1.2.1		N/A
org.drewcarlson	mobiuskt-codegen-api-mingwx64	1.3.0		N/A
org.drewcarlson	mobiuskt-codegen-api-mingwx64	1.3.1		N/A
org.eclipse.edc	policy-engine	0.0.1-20230220.patch1		4b30ad066f5465a4b9c1920e0fe26fbe1d5a8972
org.eclipse.edc	policy-engine	0.0.1-milestone-7		b5caea01fa4d989d4ce004ae825c0a4e18fecbc4
org.eclipse.edc	policy-engine	0.0.1-milestone-8		fbd27d6b9dd1bcde56f1561fb9cc7960630f5551
org.eclipse.edc	policy-engine	0.0.1-milestone-9		d928a57cb62b3c3f6bc3db0d6f7b27bb6f8b3156
org.eclipse.edc	policy-engine	0.1.0		1ea9439d88c77c8e47cd81cae17636f28f8cafff
org.eclipse.edc	policy-engine	0.1.1		1ef04cb39e85693cf00566e2a3584040f1ed85b8
org.eclipse.edc	policy-engine	0.1.2		c66d18bfe9b8e21a73d05a2d2292a74d30110b24
org.eclipse.edc	policy-engine	0.1.3		ce1dd01557f92b1bc8cbc1714dc3b86566f96342
org.eclipse.edc	policy-engine	0.2.0		c31536d44077364a35845a05990785394d937eb8
org.eclipse.edc	policy-engine	0.2.1		6fea66fb205822a72da7b851cfb91717db729b17
org.eclipse.edc	policy-engine	0.3.0		e425df79e6113992045b4dec4035a752574aab58
org.eclipse.edc	policy-engine	0.3.1		4b77caefe9685305ca501b4b3b7e0527a3298d94
org.eclipse.edc	policy-engine	0.4.0		dd606651f79e7db03067d8d004f1a371056d5b7e
org.eclipse.edc	policy-engine	0.4.1		33256962ca0fe0432334ecf0fbe7a671eb2171e3
org.eclipse.edc	policy-engine	0.5.0		7d548ec7ae7d78978c274d9b6e89bf70420e601e
org.eclipse.edc	policy-engine	0.5.1		9a72cf2456ab4768e25309f3334e4966861259dc
org.kodein.memory	klio-watchosarm64	0.12.0		N/A
org.kodein.memory	klio-watchosarm64	0.12.0	metadata	79b4fc031953ad77742b9dc6e168ab364a37fe02
org.ow2.petals	petals-probes	1.0.0		b49c26227f3c54ea63f0ccc06c8ebc599f1f6317
org.ow2.petals	petals-probes	1.0.1		ec1a359bd42b3dbe05f84a1c8059b64198513a4d
org.ow2.petals	petals-probes	1.1.0		ef55ab05f200ccf86555511700a09ca3869f5664
org.ow2.petals	petals-probes	1.2.0		3267dd9de3364df8c6b8c38cc2367472d17678c7
org.ow2.petals	petals-probes	1.3.0		2c40c018d842ffcdad81938d888573863cc19f21
org.ow2.petals	petals-probes	1.4.0		bee92a6ac09094b2a4acefbd32a47264dbd6c6db
org.typelevel	export-hook_2.13.0-RC1	1.2.0		8195abd031d49114e2786b7afd81bbebef076f2d
org.uberfire	uberfire-wires-bayesian-parser	0.5.0.CR10		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.0.CR11		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.0.CR12		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.0.CR13		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.0.CR4		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.0.CR5		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.0.CR6		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.0.CR7		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.0.CR8		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.0.CR9		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.1.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.2.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.3.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.4.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.5.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.6.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.5.7.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.7.0.Beta1		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.7.0.Beta3		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.7.0.CR1		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.7.0.CR2		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.7.0.CR3		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.7.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.7.1.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.7.2.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.7.3.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.7.4.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.8.0.Beta1		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.8.0.Beta2		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.8.0.CR1		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.8.0.CR2		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.8.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.9.0.Beta1		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.9.0.CR1		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.9.0.CR2		N/A
org.uberfire	uberfire-wires-bayesian-parser	0.9.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.Beta1		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.Beta2		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.Beta3		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.Beta4		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.Beta5		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.Beta6		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.Beta7		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.Beta8		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.CR1		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.CR2		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.CR3		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.0.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.1.0.Beta1		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.1.0.Beta2		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.1.0.Beta3		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.1.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.2.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.3.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	1.4.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.10.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.11.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.12.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.13.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.14.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.15.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.16.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.17.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.18.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.19.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.2.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.20.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.3.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.4.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.5.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.6.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.7.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.8.0.Final		N/A
org.uberfire	uberfire-wires-bayesian-parser	2.9.0.Final		N/A
