cc.vihackerframework	vihacker-mbg	1.0.6.R		3b8d23f17787e4cfc9ea19af354c6eeadb3eca19
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	2.6.0		bc81f529a34684c69ad3fc64b765e23ca601d8f5
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	2.7.0		eca52ad0d68c1006853daea3d8ea8806c20a46db
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	2.7.1		f83fe57cdf7d4e0831c2c442031b4be828bbe703
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	2.7.2		f75c37c60e0b8140ea9831ac33f33e322a4b0173
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	2.8.0		1b815c27b324485eb7cfe15678795492bab383a8
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	2.8.0-M1		f8fc77d29cc3b567426e72b3052d26f6382c1b37
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	2.9.0		4cc8db5c4bffe4411f1193a6d172dee7df046424
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.0.0-M1		4b4dccf637fecaa6948ecbd156ed01c95d2e6057
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.0.0-M2		a9b5c352ad33ecb70764a82cda1d24e807ee89a0
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.0.0-RC1		37a232eefdbe32d5fb68bc0afb3c4218bf1600f3
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.0.0-RC2		613537e27e30a7ca6305e179e52b35d68d7d875c
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.10.0		693566c7033e2ee10792761689f771d400ff9866
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.11.0		baa248a2740a2d4176d0377920df92b350a95501
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.12.0		f0c3e86b89809d418c2df4310c89da82d007b5bc
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.13.0		daea1d84bb3905269e7435c7765de2bb2b86f634
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.14.0		985b6682aef3cb6fc330b84bf3913c15981d03bc
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.15.0		0dff8bcc2a7a8d20b75368bfe3228a8016e41873
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.15.1		39997bad21d69134e941f3136222dc779f3b184c
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.15.2		fbc46f87c306dcc5e7278a91c9039f3ee807eb69
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.15.3		85db5175361a4385b203daf902c51e25cf13bfe2
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.16.0		f1139d40e4423e8a1fd47179adc6fc796bc5ac4e
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.17.0		f826b0207a739061b6f2a93fe1317cdc73294b04
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.18.0		2b9edb5a23e221a13550ecf076d996560fb2f976
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.19.0		7ae38e4ea2db09c0cbc83b6c769318568ca37e14
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.2.0		77c2cbe0fbacbe2dcb8f908a42a2255ed480a020
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.2.1		81ce674d70df7abe9a59fb39566bb1458de09fea
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.2.2		6eed1610141fca433fa397cbc6b1b0309badd562
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.2.3		95b541915279add65ef4d0059025a24ed8abfece
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.20.0		c66e87e240d1d3b2dba222699a1608e7e673881a
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.22.0		5f7c6b07983e5b1476649ae82fcb1ec7d7878677
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.4.0		f38ad07c9d6a62b65613f988d3ef4e0611b930ab
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.5.0		cd3d1ac917a806d8c543ca07375274c284fa2c99
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.6.0		9dd34e52d7d89c229ee37127af3a39bf840690be
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.7.0		eb265b4d81ed2f8d05c9a15c68709b56617ee0ad
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.8.0		467cfb52df5f42c67d136ba47f6461c2d2521159
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.8.1		a5e3bb9836cb86643c5717ef2d64473f89918b3c
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.8.2		8471fba4d5202cbf7914ecf90a52d751af6415d1
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.8.3		02bd5d04791887e919e01c2f3908f831154afc8a
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.8.4		48a10433cbee67e881ea859bb65755d4ca056444
org.apache.camel.quarkus	camel-quarkus-dataformat-deployment	3.9.0		2f948f975d08d19a4829da52a815997361b40b12
org.apache.nifi.minifi	minifi-toolkit-schema	2.0.0		1967c8d3498dead09c57750863df171c1bb1c65e
org.apache.nifi.minifi	minifi-toolkit-schema	2.0.0-M1		fa02394c4697a0859878e982e672afab60475a67
org.apache.nifi.minifi	minifi-toolkit-schema	2.0.0-M2		b44c179e0c8bf98f82e2bd7cb7f9ad9a5fc9458f
org.apache.nifi.minifi	minifi-toolkit-schema	2.0.0-M3		f0271f5e455151c2bf71785a623d0215a211e29f
org.apache.nifi.minifi	minifi-toolkit-schema	2.0.0-M4		05eb97bb5d7632edf470a3379e65005e77635225
org.apache.nifi.minifi	minifi-toolkit-schema	2.1.0		554f934a8991a97e7891f8087cf42bc94f17d131
org.apache.nifi.minifi	minifi-toolkit-schema	2.2.0		130e10589c4adaec9dfa6f6f33824320ebd6c09a
org.apache.nifi.minifi	minifi-toolkit-schema	2.3.0		72e0e074c7704edaa1d9b192c5a44ca54a6d9a6c
org.apache.nifi.minifi	minifi-toolkit-schema	2.4.0		faf495187846058ec02d7d74cc102411db256bd4
org.apache.plc4x	plc4x-protocols-canopen	0.10.0		0b62687decd86ac50e82c3d1d53a5e5b8356a733
org.apache.plc4x	plc4x-protocols-canopen	0.11.0		696c87998e753b0a265bd5569d1ea2e15557b692
org.apache.plc4x	plc4x-protocols-canopen	0.12.0		cbcd65330786dc96bbdfb148df85fb501f456861
org.apache.plc4x	plc4x-protocols-canopen	0.8.0		4c36a777d7690219b37ef6221d8b285f7d3e372c
org.apache.plc4x	plc4x-protocols-canopen	0.9.0		c96405c3253c7d925a84f44ec6f23f1619d1860e
org.apache.plc4x	plc4x-protocols-canopen	0.9.1		fa8987c0e34f8a5ef57a19980c4c918829fb96a9
org.atnos	eff-safe_sjs1_2.13	7.0.0		4be1d098f164433cf04ba6fefb7a97d3f824c3a4
org.atnos	eff-safe_sjs1_2.13	7.0.1		59be88541662732c727b8a7655f85bc0cf0573cc
org.atnos	eff-safe_sjs1_2.13	7.0.3		abac9bbd94d2e999ed050aa94d9dd7ef3f17e800
org.atnos	eff-safe_sjs1_2.13	7.0.4		3204f7208bb555bf446bedeb8980ec09cfcc3b82
org.atnos	eff-safe_sjs1_2.13	7.0.5		bd0f435fc9099a4d429687d683a2cfd8e99b1be0
org.atnos	eff-safe_sjs1_2.13	7.0.6		f1764ed9f9b36c6c2b1110d2b092816377970a05
org.avaje.ebeanorm	avaje-ebeanorm-agent	3.1.1		6da6ee5e7195fcc1ae0164cc8ad3d0bdaec77912
org.avaje.ebeanorm	avaje-ebeanorm-agent	3.2.1		663588a9963ea4f34de034dbafc27bc216688286
org.avaje.ebeanorm	avaje-ebeanorm-agent	3.2.2		771e5c567a7024bc8f575b6c7017871ccd265daf
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.0.1-RC1		5866b746d950f71cc9d7ea0567d6773a3080247d
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.0.1-RC2		f43154b991ef90743b019bb5ef8c78a8c632fb2e
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.1.0		ec6f4f562fc681c60916082f66732e4029b1399c
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.1.1		b65b1c544a76dfd7f160169f5c51a17e62a5fb4c
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.1.10		d3f1331395d5b560647faf9c0438a24084d6183a
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.1.2		d2485253bc25d1cf4ce82d359e09eec4bf0929a2
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.1.3		d2a2a7adb79627b6ec645d4fe57ba336087c92e2
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.1.4		e1a861e9e4af8e7000f3fc118389c7f932339563
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.1.5		e0c38c11c8e90e90d987584bdb4e01da2012fbe7
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.1.6		f3a9a723b82428e66b8bfad48f4c546f7703f406
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.1.8		ea3cc50215040f5b88e685cc200bbe70dfe7725f
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.1.9		4af265d04e8a968863748678d7f7d87a9fe63cb4
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.10.1		d5566da6028bf57042eee9af8679a272b3244a97
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.11.1		949d51caf73e5d0936fd65d367a17ec74c03ac12
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.5.1		211b970e1e4906078f0ee8dfd8ae044b6802ced3
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.5.2		bc27e6927184956ddf5e6c8f4300ced66ba7d1aa
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.5.3		97ccf5fa27f65ba9c40390e7bfc90e057c4c05bf
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.5.4		f0f1e6df4661935e61f1b8350f38fd2dea4c18b2
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.6.1		7765ef7be5a2aa20fbe11e0b98bd1fb469085af6
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.7.1		2705697c3f435765c44f92183a3d7c1a0a509009
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.8.1		7f4d6e814ff0dbf29ec771a79e13ff4133e7dc67
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.9.1		784c44e8de6f7692bb6717dc39102f0ee1d3beaa
org.avaje.ebeanorm	avaje-ebeanorm-agent	4.9.2		2bcf1474308a4abe35331d187a000649fb67a83d
org.avaje.ebeanorm	avaje-ebeanorm-agent	8.1.1		82e36b20b2171a9ea11584115b2ee1cb22f07c5d
org.business4s	decisions4s_3	0.0.1		39de2797e9d84d4e83dfc325dbf96b3c988f5e95
org.business4s	decisions4s_3	0.0.2		26b38f6271d169e2ebe275315d7d9412d6c4fa61
org.codehaus.sonar-plugins	sonar-forms-plsql-extractor	1.0		03354a8f0415cd4acbfa2d29d05473c4ac82ef71
org.codehaus.sonar-plugins	sonar-forms-plsql-extractor	1.0	jar-with-dependencies	35291cf96ff43b1973a807673469e6a916404df0
org.codehaus.sonar-plugins	sonar-forms-plsql-extractor	1.1		3b6345b077db65e152b1c5769ad6895969e22c20
org.codehaus.sonar-plugins	sonar-forms-plsql-extractor	1.1	jar-with-dependencies	8ad6fc3235a607258b8a14287a3df1c68112b0f6
org.corpus-tools	pepperModules-SaltInfoModules	1.0.10		ada2fb220ac34e3f4f87e39857b4cc9279cf5320
org.corpus-tools	pepperModules-SaltInfoModules	1.0.7		d3c2da597445da5cfc6199cac9eedaf3e113a61e
org.corpus-tools	pepperModules-SaltInfoModules	1.0.8		99f79bebfc7a097cdd36a66f6372c0993236874a
org.corpus-tools	pepperModules-SaltInfoModules	1.0.9		7a549f34d0289d1a5064004aeaa207114558c7aa
org.jvnet.ogc	tjs-v_1_0	2.5.3		264ee2dd094f371ceede2742b48eee15270e84a8
org.jvnet.ogc	tjs-v_1_0	2.5.4		15f999fa2d1ab124573fd37494a71019abe2eed7
org.jvnet.ogc	tjs-v_1_0	2.6.0		724bd3a3304723e82db0c30c59b27fef896d9662
org.jvnet.ogc	tjs-v_1_0	2.6.1		ea9397f37f6aeede70038a83103b376071cf4fe0
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.10.0.Final		ddd2901634e001e76edf9d21d445d0a445669983
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.11.0.Final		0bf9ab363bd170ff9c087cccba5dd785afd365ca
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.11.1.Final		2e0a6bf0fdc88da63390737954cf593229b03940
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.12.0.Final		c7dfe5aa20f7456f8686296e410efa275343fdeb
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.13.0.Final		c380613317c1245f33c3ab0a9fe970682bea4313
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.14.0.Final		ebae6c5d4eb28c1e1c27841b61548a5a1666ed70
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.14.1.Final		25822f547c2de77bd0b44a2dba3a248383bb0486
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.15.0.Final		e8dcac57f32ede9d62b9690231feed3a7d4309a9
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.16.0.Final		6037862e567d0e8849ea4e8b94c695f1e4e1b788
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.16.1.Final		70893599c20010b0e34c2c9de702dd32cc801aad
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.17.0.Final		90acf6a0336b2a42b8ee5df2d92352274bbf373a
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.18.0.Final		cd8ff19abf5b065546313500d849f38722b74bf6
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.19.0.Final		88e1e17b0d62264a1654f8eece15bd6e53f11560
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.20.0.Final		22bb947bff9bcea2024de19eb4c6077151fa43b0
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.21.0.Final		50cff8d91bfd568a6f6e975e7618feb628ce7c61
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.22.0.Final		7e89d7b23a330082d1e5635ee818d92ce45aeccd
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.22.1.Final		9414b8f5cabf5c6de65993f12f9167b0510d9350
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.8.0.Final		d9c6f926ca737d04a549f23382d1ba7538b711b8
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.9.0.Final		ff204449b2b4571c6491aba9da4e376d8d0bb235
org.kie.kogito	kogito-addons-quarkus-cloudevents	1.9.1.Final		ba5760c93fe88b0ad412ef09723ab5d77c62920d
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.10.0.Final		853ac22061a8bfb4c4808b51a44b927718e5dfe0
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.11.0.Final		36b5483ea5fd4eae7b47efc055a39dd417a46460
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.11.1.Final		41a033b994c84c49e39310964cd0ffadff808972
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.12.0.Final		4edd97f50d0e028cb979afc173089ed7d77b504b
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.13.0.Final		e763e4ece461205e1bc02bc037cc15f5fadda80b
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.14.0.Final		c31381d2438d4a671f410784e00542264793db31
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.14.1.Final		ff8070f15f538f6ff49df220b92d099523c1ef88
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.15.0.Final		feacaf7fddf9b4a0f2f7b6d372bffd9bff489852
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.16.0.Final		9b2cc955c18656342c5373e7669029e7b157ec5c
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.16.1.Final		0fd44b4f49fe270b8b6a8ff0595f435893867448
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.17.0.Final		60fabb49fb564e983046499331e3998f16f6848a
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.18.0.Final		020fc97db82fcc2ba72fc6d5338121acfa621624
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.19.0.Final		28932dc0fe6c06b1981a08bdb8aa44d61baf8c24
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.20.0.Final		4d1fe34b310f29017446ac19ec93f6c610ef3a95
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.21.0.Final		31092214dc978e5cbb6a942bebeeca377a163367
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.22.0.Final		7d768d140b05364b626467f67ccfda73a548ea37
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.22.1.Final		9f2af220c077690c184fa6453f1035b86cbd002a
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.23.0.Final		e04a4ad9c83f91e9bab80a960284e5fcfdf38d5e
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.24.0.Final		90e168b980dff03938384524f9e923a109b358ea
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.24.1.Final		2bac2e969230b5baddbecb7cd8ab0e8b3ffba1d2
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.25.0.Final		cb7901cfcc14e6848f34c7eaed54160149119ffe
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.9.0.Final		f42965d5dde250809a7848bd39762386d396c4aa
org.kie.kogito.examples	process-rest-workitem-multi-quarkus	1.9.1.Final		6a88692d5207988dfc1e48009fb4d27b44ba0670
org.onebusaway	onebusaway-csv-entities	1.0.0		e628de751c68e013b2ac81e644715bbd682408b9
org.onebusaway	onebusaway-csv-entities	1.0.1		beac0ab3edc4143cd0fafce86d0de9e69a4ba53a
org.onebusaway	onebusaway-csv-entities	1.0.2		0a7482664f33e60ecada82a6c719d0156bf448f4
org.onebusaway	onebusaway-csv-entities	1.0.3		b809a9715f92ac594127f5458b464ac196258ac0
org.onebusaway	onebusaway-csv-entities	1.1.0		39b5aa5c6f63f734fae42f440bf23cf4f85214c2
org.onebusaway	onebusaway-csv-entities	1.1.1		282f88a3f1b275f7d39e7aab1bc0bc6d3c034854
org.onebusaway	onebusaway-csv-entities	1.1.2		1fbbc0b13e9096ea828755d056a33db55aa7f659
org.onebusaway	onebusaway-csv-entities	1.1.4		d31d3b3b5260aaf9ef0e1a6fc36c266b7f1bf79a
org.onebusaway	onebusaway-csv-entities	3.2.0		20aa8ea4e67db0448096b7b8444d7c802d2ddaf3
org.onebusaway	onebusaway-csv-entities	3.2.1		4182fbda7a8a10df04ca705244a2dd76a324daae
org.onebusaway	onebusaway-csv-entities	3.2.2		868d22d3d8897596fc4abf02e4b950f6ece7b279
org.onebusaway	onebusaway-csv-entities	3.2.3		a61c36e8db9b1cadd59a86a7c7bb85ddee5b3e65
org.onebusaway	onebusaway-csv-entities	3.2.4		c6c194af229273f27ed21f5dbb0c8546212e0f84
org.onebusaway	onebusaway-csv-entities	4.0.0		33f1c192ec2fa3a9bef2a15f17e0bef65dcddb93
org.onebusaway	onebusaway-csv-entities	4.1.0		850eaedeeeb62974eeedda5f8bf186eb6ec45d40
org.onebusaway	onebusaway-csv-entities	4.2.0		7a55d615f0f85636183d8f6c3f7a8604022cddb2
org.onebusaway	onebusaway-csv-entities	4.3.0		b22738a523bf639e764391d92b44375fd3482371
org.onebusaway	onebusaway-csv-entities	4.3.1		5199e9d77cc4f571366613d8d4c09b7451e6398f
org.onebusaway	onebusaway-csv-entities	4.4.0		db52da8910498e6e37de060584beae6bd3779698
org.onebusaway	onebusaway-csv-entities	4.5.0		4295c25c7b5ae0f60b1b377273beba31323feacb
org.onebusaway	onebusaway-csv-entities	5.0.0		052defed6d905561db5dd9a504bcbcc80c96b095
org.onebusaway	onebusaway-csv-entities	5.0.1		a2e708e05ef3c344a45e0b70c116835553994471
org.onebusaway	onebusaway-csv-entities	5.0.2		0aabd042a47abc4b5d43e30993f81187053a4dad
org.onebusaway	onebusaway-csv-entities	6.0.0		16cf81e7d55e822be1ce0c9329fc9cf7dd810ac5
org.onebusaway	onebusaway-csv-entities	6.1.0		82fe965eabad824f62de50eab874386712b23f63
org.onebusaway	onebusaway-csv-entities	6.1.1		aa80062185be5dde5ba87476136f5e499646072e
org.onebusaway	onebusaway-csv-entities	6.1.2		5bd05e83b02789dc3de640da292cc5c443b4046b
org.opencastproject	opencast-engage-paella-player	10.0		2015dce1bec6488a7b1fd9f29791ee731a33c6e2
org.opencastproject	opencast-engage-paella-player	10.1		a20e3e023a3f0f6331ae2f370a05107d7961c0c4
org.opencastproject	opencast-engage-paella-player	10.10		292deb7a65b1e89d6444b8b93f1c18c914a0452c
org.opencastproject	opencast-engage-paella-player	10.11		57153da2f0e15ccb623085fdd8bf6b46c67d49be
org.opencastproject	opencast-engage-paella-player	10.12		fa56d46c96d2e1a5f8bce2f1a8faa35c1c8016c9
org.opencastproject	opencast-engage-paella-player	10.2		8f53cf541214941232f0fed917b7426710467821
org.opencastproject	opencast-engage-paella-player	10.3		8681620df2a53e917d6ccc425bc48a82f6d7d6f4
org.opencastproject	opencast-engage-paella-player	10.4		d0400c8cf2fa17fff54b9cb2dfafd040afafedf4
org.opencastproject	opencast-engage-paella-player	10.5		913141634552622f3e6fc661fd23bec8c1d61b68
org.opencastproject	opencast-engage-paella-player	10.6		4320e761925104dcc24ba19cb0bc57a5770eb898
org.opencastproject	opencast-engage-paella-player	10.7		5dadece5600a07fb2c7c1f7f90cc9a4bb0875e2b
org.opencastproject	opencast-engage-paella-player	10.8		f70e2f5fc2313788d23b7cb6be1fc949aceb48fa
org.opencastproject	opencast-engage-paella-player	10.9		93a3ba8ce04b2c9add8462b7b57ab91c85ebb606
org.opencastproject	opencast-engage-paella-player	11.0		441b9babe90ea12a20db6b64daae0a5d2d98d515
org.opencastproject	opencast-engage-paella-player	11.1		b9db1f8ac24e4ef4d6768acbc9479b116db2d8b5
org.opencastproject	opencast-engage-paella-player	11.10		9a3004bc536af98df11497f1354fbeceaf5dd2f2
org.opencastproject	opencast-engage-paella-player	11.11		1aae013889eea68b1b7e5471f24e6230e405d5a5
org.opencastproject	opencast-engage-paella-player	11.2		5a3c53a2e820bda8e55d50b1b8388be9c8878e8d
org.opencastproject	opencast-engage-paella-player	11.3		0b1cefe5a4340757f7b32ee2a5bc41cbb49b8bc2
org.opencastproject	opencast-engage-paella-player	11.4		0a9abc87b5fcb5157112389309be1cc1eabfd0a3
org.opencastproject	opencast-engage-paella-player	11.5		ada97d34466b58e3ffb549ab0c35e8318cb8c17f
org.opencastproject	opencast-engage-paella-player	11.6		aec07712f8f26c74bb2df7f7eaf123e3916e811b
org.opencastproject	opencast-engage-paella-player	11.7		fa02478292ea836c940ea8ee5102c03467ba05a8
org.opencastproject	opencast-engage-paella-player	11.8		27491728694c05b5e2a77b4f22a6b4e3c6be902f
org.opencastproject	opencast-engage-paella-player	11.9		6b896c749803e80171b272d98c1b4cb157ae7229
org.opencastproject	opencast-engage-paella-player	12.0		ef6a79b0081bddd98c24865729812471ffd2a88d
org.opencastproject	opencast-engage-paella-player	12.1		e1744b6c05f2f1141e25182fffe9e56d045a0c35
org.opencastproject	opencast-engage-paella-player	12.11		6c1846dbbfd553faceb5c5e816e431c18257d41b
org.opencastproject	opencast-engage-paella-player	12.12		8c95964dc3a42d686afbb48889d8d1f6f2fa69f3
org.opencastproject	opencast-engage-paella-player	12.13		c156005f9e3478b2ee454367ae25523febd2482a
org.opencastproject	opencast-engage-paella-player	12.2		ff636b51351c8543d25f7a2fc9a05bb968267929
org.opencastproject	opencast-engage-paella-player	12.3		12a1443dda3140fe7afea5c5f07de77416698572
org.opencastproject	opencast-engage-paella-player	12.5		f5059c98c820eadfb99ce4e6ebf90c54481e32b7
org.opencastproject	opencast-engage-paella-player	12.6		70eec43590f4d339e135988c2b9deed97350cb0b
org.opencastproject	opencast-engage-paella-player	12.7		1d1c720fc74fcb29c05c07ecf0a7cfc4e0ef94aa
org.opencastproject	opencast-engage-paella-player	12.8		71308c6776a6b5dd798147d8e0cd5fd22ea13952
org.opencastproject	opencast-engage-paella-player	12.9		54eb6977dcb93d5c040721a3eb23e176205c0d96
org.opencastproject	opencast-engage-paella-player	13.0		49e9ef4f9a1554cd7dce42263510b36e058fc078
org.opencastproject	opencast-engage-paella-player	13.1		b651879b2c038487208fd7ef9d323de7e472d052
org.opencastproject	opencast-engage-paella-player	13.10		8049a5aefb1f2fa2ea127850b0180996ede82d18
org.opencastproject	opencast-engage-paella-player	13.11		dd8fe9bb332d2daa06523c3a7f7e3bcf63607dcf
org.opencastproject	opencast-engage-paella-player	13.12		aa70d0381364a91754dc262298a2dd9eb09099fe
org.opencastproject	opencast-engage-paella-player	13.2		a71b33f891cd1e41f020ab610f511e13f80b8bcc
org.opencastproject	opencast-engage-paella-player	13.4		175b42d5991b51f0c13b17b5b094fa7abfba82d4
org.opencastproject	opencast-engage-paella-player	13.6		11f57ce1d9ee5d1a874cc4c69a92c117ba6c35b5
org.opencastproject	opencast-engage-paella-player	13.7		c2c04934ecc6f2c3f314e52219c2c57f19ec7b02
org.opencastproject	opencast-engage-paella-player	13.8		ed35af485dce76bfdf97fde1d50c96b3b02c372a
org.opencastproject	opencast-engage-paella-player	14.0		0dd954b5688fb225798dd2661957f61c6b739a14
org.opencastproject	opencast-engage-paella-player	14.1		8be29b116544d9a38348c0a84ce294abc7c5a985
org.opencastproject	opencast-engage-paella-player	14.10		c361f554d27a5bd32f03b32638ad5651db655c29
org.opencastproject	opencast-engage-paella-player	14.11		5dfdbc5458e43152b5a4eb3042a639d6732a8e15
org.opencastproject	opencast-engage-paella-player	14.12		e2b4cb06626de0c7fc35d4d745d8b3e8881838a7
org.opencastproject	opencast-engage-paella-player	14.13		3e081ba754c36bcdaf3fd6a15b6ee445db3f6e19
org.opencastproject	opencast-engage-paella-player	14.2		be657c7e3e099ca1077f46d0a06caa9ebef70f19
org.opencastproject	opencast-engage-paella-player	14.3		79ccc4e8b59475f39f2b8898005e8fe5ff43f4fa
org.opencastproject	opencast-engage-paella-player	14.5		3070bb651c628f4d6528afa8e420478c2d07637f
org.opencastproject	opencast-engage-paella-player	14.6		11ae26dc48a2a58b97622a298c4ae5d45a641d7d
org.opencastproject	opencast-engage-paella-player	14.7		294dbcf48e67f5b7698b7e8ec0ee1e11bdd016f4
org.opencastproject	opencast-engage-paella-player	14.8		7f335d7cf7d5c6264bd19dd741103114da52c3c8
org.opencastproject	opencast-engage-paella-player	14.9		3aa41a70bf372b44cac710603346fceeb6bb5683
org.opencastproject	opencast-engage-paella-player	15.0		165e501a678323c5296a04d626352c80459e07f2
org.opencastproject	opencast-engage-paella-player	15.1		984e4995bb5cb4660fb05628726e39e1a47f27cc
org.opencastproject	opencast-engage-paella-player	15.10		70ae5b5af67aa5e374b26ae131d14c2ac3e2a34f
org.opencastproject	opencast-engage-paella-player	15.11		d70d38b6ea6d53050494fa10ba2467f748edc04f
org.opencastproject	opencast-engage-paella-player	15.12		866ca130f75e0b49de3b1f8a7b146db3ea1011f2
org.opencastproject	opencast-engage-paella-player	15.13		043c7371d16a567484b68239fa6c012a2caf7c80
org.opencastproject	opencast-engage-paella-player	15.2		708457b462ca446d5ae6ccb93b0e19031beea8d2
org.opencastproject	opencast-engage-paella-player	15.3		5cc9155f5bc2120b78bedd3b7cdb82e6b575f354
org.opencastproject	opencast-engage-paella-player	15.4		b3c878632700851697aca6dc57ec919d7ae10640
