cc.vihackerframework	vihacker-mbg	1.0.6.R		3b8d23f17787e4cfc9ea19af354c6eeadb3eca19
com.netflix.genie	genie-client	4.3.13		0703ebddaa5410aa8395d515dc5de4048149ecf3
com.netflix.genie	genie-client	4.3.14		bc3167fbdbe9c0012c7530b59b42711f43fcdb1e
com.netflix.genie	genie-client	4.3.15		1cce6524b1477d171c5e07b44b3974229948ab16
com.netflix.genie	genie-client	4.3.16		8a1a628bd71d51946b3d904f211d309740931a81
com.netflix.genie	genie-client	4.3.17		82752c2dea015f8386e8b56b8ef16af4414cdd48
com.netflix.genie	genie-client	4.3.18		09c167788352bd1fb378cfa2c877e5c311909a98
com.netflix.genie	genie-client	4.3.19		5b38b95886aa9793a20a70d76da9680cefd2eca0
com.netflix.genie	genie-client	4.3.2		195a7ef64303aeb37d21da151f996b04d389cd20
com.netflix.genie	genie-client	4.3.20		0b540644fcb0090d57eb8c7dee49fa54f31323d6
com.netflix.genie	genie-client	4.3.21		e64b5fc5abb50ff396eaced0952329908db90506
com.netflix.genie	genie-client	4.3.3		b73daba89d2142291198a3789a3427577bccb825
com.netflix.genie	genie-client	4.3.4		a01be3c38300b17604a89654130e32dfac4bb21a
com.netflix.genie	genie-client	4.3.5		d0d4156f1cc04172b9310ec041e9a88dd7a33591
com.netflix.genie	genie-client	4.3.6		fddc46d55ee4a4bd2c1328ce55352c83a5bda44c
com.netflix.genie	genie-client	4.3.7		df5204415458b8f1169810728c3e0694cd2d8e81
com.netflix.genie	genie-client	4.3.8		e12b985e73c63a2d00888724d687d48e3dbf7785
com.raquo	domtypes_sjs1_2.11	0.10.0		a02c0b6c2e46733a4987992d3b2ab9cc267cd79d
com.raquo	domtypes_sjs1_2.11	0.10.1		2056e98b42101b6ad996d4a1e84046557321525c
com.raquo	domtypes_sjs1_2.11	0.11.0		26f1e63f2ebf731e8f67b5d70c1999c140f7be65
com.raquo	domtypes_sjs1_2.11	0.12.0		6ee2b76f398dadf9e97e3344c3942cfe3804a15e
com.raquo	domtypes_sjs1_2.11	0.12.0-LEGACY		b64476070e4f29b35cc72bfa16a42fe11abe21ba
com.raquo	domtypes_sjs1_2.11	0.12.1		2ba55eb03ea81920293838152725ef7a254a9419
com.raquo	domtypes_sjs1_2.11	0.13.0		504224b352ad1db52ef0a991634b14e9e8a4dca7
com.raquo	domtypes_sjs1_2.11	0.14.0		6dd4205f40655da04802260da24c468710023cba
com.raquo	domtypes_sjs1_2.11	0.14.1		e72d05a170e05caa5780ef5524248fc34404cb2c
com.raquo	domtypes_sjs1_2.11	0.14.2		a7ee4978db5c0ed1607fd49dc2f9a219a3e1bfd2
com.raquo	domtypes_sjs1_2.11	0.14.3		0a29b07b15b76bb5da261ec4254ce9401eb42a49
com.raquo	domtypes_sjs1_2.11	0.15.0		d971a1248cd1cde42b08684d84908a8041652e96
com.raquo	domtypes_sjs1_2.11	0.15.1		5f607668a157ce9b41da2f787b21d6ecb9c4d725
com.raquo	domtypes_sjs1_2.11	0.15.2		06f9a1167b909b5a964cf86802da346e4537d621
com.raquo	domtypes_sjs1_2.11	0.15.3		546040fa1c0c81bef60e6e5146736e199057fcf2
com.raquo	domtypes_sjs1_2.11	0.16.0-RC1		7bdec162f3b3a2af52cc7ada4fb89658ac0c3c1b
com.raquo	domtypes_sjs1_2.11	0.16.0-RC2		32d8c8b2a4a860cb7b81e6731f1122629b41d706
com.raquo	domtypes_sjs1_2.11	0.16.0-RC3		7d07e2a7e41688ee366e6a67e9d2d28b83f01d68
com.raquo	domtypes_sjs1_2.11	0.9.7		67f6db361b8fbeee7dc496ebb231484110d42ffe
com.serhatsurguvec.libraries	continuablecirclecountdownview	1.1		N/A
com.soywiz	korlibs-io-network-core-linuxarm64	6.0.0		N/A
com.soywiz	korlibs-io-network-core-linuxarm64	6.0.0-alpha3		N/A
com.soywiz	korlibs-io-network-core-linuxarm64	6.0.0-alpha4		N/A
com.soywiz	korlibs-io-network-core-linuxarm64	6.0.0-alpha5		N/A
com.soywiz	korlibs-io-network-core-linuxarm64	6.0.0-alpha6		N/A
com.soywiz	korlibs-io-network-core-linuxarm64	6.0.0-alpha7		N/A
com.soywiz	korlibs-io-network-core-linuxarm64	6.0.0-alpha8		N/A
com.soywiz	korlibs-io-network-core-linuxarm64	6.0.0-alpha9		N/A
com.soywiz	korlibs-io-network-core-linuxarm64	6.0.1		N/A
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0		e5a58236c2edfb3f7ddd5190e8d160cb0b9afb11
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0+10-85749ba6		7549ddd4fed59b0122b9b3396d10046e4af72dd4
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0+5-80c67eb9		aa40eeb0bc4c23893528f670ff6feba9d64fb18d
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0+6-cac4f316		c6c57a2526822dce7c1e7fc672b0c0709d539361
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0+8-a1cac1bb		ed3284dd564fb3d5323db7a983556e82d0d74c24
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-2-ddbc1c14		580f303fad3d488233e2b07857201915feacc0d2
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC16		9efd992d6ef47aeb5e7d6708372ad5f4f19601dd
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC17		2d5fd8184f4c1db90fbe805030ceda83d1e0fb9e
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC18		867b0ccb6075268bf4ef1857cf95479df179c305
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC19		48e760779b9166b17b5e8c69fffaaa9842da568b
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC20		716a62363742cf60cc01ec6874f096a6e8dab27d
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC21		b63c25a3ad0e9079c16c258d462c6e5446a9bca5
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC22		2b9c65662f5d45991c9cd0beb10de07fa997b247
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC22+34-d5c0d2a1		58b62d441fd48693cda3db29763fe207a8c97d53
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC22+35-5d731d45		0e306969a7740e1d2a60a075fe9a23dccac5cd91
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC22+36-6a0631d6		02a4b0d8cde038207cfeedbfd94c0d219a8f0d47
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC22+37-2d1f6689		7b8a3b58b7637deeb502a2516ef12fb23e1dfc21
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC22-38-7c8f0197		d09bfec9d685a32b83db2ada5e0c780638a8a7c9
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC22-39-837d91c3		27914822bc89d31c33a08ba062275a373111a090
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC22-41-7fd570b9		c7fa17fa8bc1c553a7dcf16ce6095cdffcb7d5ec
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC22-43-199595f6		457a501f660eca262aa81c33b6f5664db6da6065
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.0.0-RC22-52-af063f91		6a1ac3f7cd37e4aa5879f79362c228ee2351864d
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.0		94d7b372bc5cac0b09fa0cb38af73969d9ff9346
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.0+2-023c79d6		37b2d0ec4671f900d886171da31b837caf28f98e
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.1		53fa27972f993cf133678cfb188d5001210b922a
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.1+18-0516ac07		29207d86af36a151c3016600d82293c3c1b32a76
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.1+19-76573a4b		aaa5a5fad29a36b7ecdec5af45d737e1896a4ecb
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.1+19-a8540fe4		01ff42e351872ea7307f3eb53406dc4f4ae2ac59
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.1+21-1c59a962		fa41009dc559136c458fb112488831ab8781bdbe
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.1+23-b7dac581		ea828e4b21b723ad3bd725de55d755b0a858d62b
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.1+24-e41f59f4		9bf8b925be9b3222067a7f808183419f68ab2db3
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.1+26-f23b62e5		e9259abcf74ca2ec1ceeedbf5f9bb852fe855f24
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.1+28-9ce8d0ec		1a7cae4b6a0b6d1b6d2607d59e4b54e9533e54b3
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.1+29-c7067d05		0fc5687e003214bc47423f21fe7e8cd1201053c0
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.1.1+4-1b838f6a		da6b0939452c81833729d8959090aef3cfee99ae
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0		de13cf0a732683b367c50f9dee8651ea92c376db
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+1-d85d16ba		56d712245027c0116eb251d74a98f7e12cafdb7d
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+10-1f03ec61		e24b848575fb84a6d4d71dd3b4b2b5578fc05414
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+13-f57b64ea		a6b8302c09ccde8e61edf0b0afc565d18cc4b5ac
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+14-7a373cbd		7a29d90d789e6e849bf9b45cc257c00add2c5f69
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+2-f37ec2f2		63f8e2a1f871a02adb9638e2b599c9f9d4cf9ae3
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+20-59ab9dfc		031c74a474458c5304aa8af0246d008a547c3c1c
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+22-af129ac9		d86c96e4ba07e9d3eb2e4348a3d17eb7ffde0b73
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+3-f5ef651b		57576ddc62f5fe974c1d2a3fe8c2066ebd75141c
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+5-d331cfe8		c551f7e7035663c8b461cec877249f693d631c6f
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+6-f489f05f		81cf7605f2ad32df6699d2260bb9e034ae774345
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+7-384ee633		29a8a4d02ad4af2ad2678f3b15a5675f465c0d00
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+8-5e1f353f		6ddd4afe24fb9640a2b5ac7b8c90ec19e4ee4198
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.2.0+9-38dca16a		3fd47ac9f2bf7923b84a61e4a70fabedfb127186
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0		1f30c5adf8ce7867ebf7ae20cbe5db9464f40d47
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0+1-9a0c56c6		d76ef361ac30916aa241a5c64cc5ddbc650ca0e1
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0+10-92aa3e16		d0d7112c1cd689a70c83c2a69fd54af00789416d
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0+12-086c7cfd		ec02d2d8e281597f26911c98f42af736c73f25ed
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0+14-3ba1e297		85a36c814250dde270fcaf10c16701af6a7d61be
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0+16-22017758		7eab4c44a73ad846649a5368dd43a4351478760d
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0+18-90969cfc		550c75deed2286ca78017a69227162820ea4f4f4
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0+2-095000a0		6a9d0963f4681ab93d9969e53506ea7a2e7644d3
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0+21-07ec26b4		9290a4ebd5e425127a64c68699e88a8bc5ab5c2f
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0+4-5d992e46		230ee34f38d24c35a0ba698c24dad8bd3f26fed7
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0+5-eef185af		ac0dd499d0303f7321b996c9cd84e9c87b370762
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.0+8-70bbe4c5		33ce9c66813ee71a70db8279c4f3054a56d42b29
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.1		cb97123da1d62440ee19e93221a22fc291266aff
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.1+10-84868c21		38020dc072a462ad5282322c872b26318892e98a
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.1+4-8e4fabd4		e499319a8a9775a05b22c88aee4a70c571ad2792
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.1+6-0e944675		01fb6371cf20cf9f31a726b1fce475275773d304
com.thoughtworks.dsl	keywords-get_2.13.0-M4	1.3.1+8-fafc6d21		b33b08e3cd77afdf0adb3eb5255ec538e70ca40d
de.dfki.mary	marytts-runtime	5.2.1		f186554ff4346f8f118f7cf8f94840f4105980a3
de.dfki.mary	marytts-runtime	5.2.1	jar-with-dependencies	d8dd99eec149107763b21a62cb6d63058c131253
de.onecode	compass-ksp	1.1.0		7b9dad885aee2445cdaa1093a5fc47c74c016508
de.onecode	compass-ksp	1.1.1		90005478637a61acf8a8e4b8827ba16e876ca7ff
dev.mattramotar.storex.store	internal-hooks	6.0.0-alpha04		f71794099d640ed615f6c4725c4c941650e27e30
edu.gemini	gsp-graphql-circe_2.13	0.0.18		a70d971e892764edde9a86f18fe24b8944be7952
edu.gemini	gsp-graphql-circe_2.13	0.0.19		02f48cdf65013a8fdfd7521b8836b3d439102e22
edu.gemini	gsp-graphql-circe_2.13	0.0.21		2793c1d14850e1f4b669e21ee8c1b12f2259cc9f
edu.gemini	gsp-graphql-circe_2.13	0.0.22		59cce1398f8ee48789aba2f35f7bec0dd75e6e36
edu.gemini	gsp-graphql-circe_2.13	0.0.23		57e6fa94a547f9b96adcaa8fe2acfdb94f83dbda
edu.gemini	gsp-graphql-circe_2.13	0.0.24		a3846ddf85d8ceb538689cbb0ebf9ba9b7d67bdc
edu.gemini	gsp-graphql-circe_2.13	0.0.25		3f47facbbd772b22d66af59f60b9c75b73f21605
edu.gemini	gsp-graphql-circe_2.13	0.0.26		1356d65fa1ccec69187e5e68c9adeb64ddd56c3d
edu.gemini	gsp-graphql-circe_2.13	0.0.27		3d4f93b5bd93d6701d352758df9d559dbdbff4a5
edu.gemini	gsp-graphql-circe_2.13	0.0.28		eef33a32ad3d964dfd21c0a2fecba657411ae688
edu.gemini	gsp-graphql-circe_2.13	0.0.29		1af268bd78c4a55ffe2ddfc45eead12c53608397
edu.gemini	gsp-graphql-circe_2.13	0.0.30		916d7cb0fec4d162b91acd735b4039a68b63b239
edu.gemini	gsp-graphql-circe_2.13	0.0.31		7049506f2acf6e7093b95d234d50197a540a5b12
edu.gemini	gsp-graphql-circe_2.13	0.0.32		5bdb484d08c5bc4a70a7817ba7d7191df1a591c6
edu.gemini	gsp-graphql-circe_2.13	0.0.33		75ff4348d6dbe333eda1503d029cbe8213b7e236
edu.gemini	gsp-graphql-circe_2.13	0.0.34		366b1443c53a74d9528c29a00651868bda5780b3
edu.gemini	gsp-graphql-circe_2.13	0.0.35		a10b1076306c8e978e0e4b65c06e8f3717af8d2c
edu.gemini	gsp-graphql-circe_2.13	0.0.36		c14a99c1386ef3e61fc44095e688909297afda3c
edu.gemini	gsp-graphql-circe_2.13	0.0.37		4a7f2c98a5c65d2eec048da92ca899c4b01a2c73
edu.gemini	gsp-graphql-circe_2.13	0.0.38		23d62a98c7f1c1a244bfe5ab0ea8f942426654fd
edu.gemini	gsp-graphql-circe_2.13	0.0.39		9fde924abac9af55f423a3f263a7fc0a87811c10
edu.gemini	gsp-graphql-circe_2.13	0.0.40		ae56984e9d146e6a701383d7bb15eace36ac62fc
edu.gemini	gsp-graphql-circe_2.13	0.0.41		0ee96d5ff1b508f95371d4d8aafad55898d5f94a
edu.gemini	gsp-graphql-circe_2.13	0.0.42		62b1606e51555f21eff280a5d19c4ddc184e28c1
edu.gemini	gsp-graphql-circe_2.13	0.0.43		3f252d9f0a281de5a29f08044a82314f64adad86
edu.gemini	gsp-graphql-circe_2.13	0.0.44		e1539b51f73b30b7ecb3a06bec2c7bfaed38d01d
edu.gemini	gsp-graphql-circe_2.13	0.0.45		30ccf765d6f9cde433bf0421ac7c69c553817101
edu.gemini	gsp-graphql-circe_2.13	0.0.47		712888db31b6038fe9e0ec07d45c9b0fdba8cff0
edu.gemini	gsp-graphql-circe_2.13	0.0.48		185ca5edf206565d8e3ee8e30d2e4da52fb8f8e9
edu.gemini	gsp-graphql-circe_2.13	0.0.49		7c5d308bfbc3e042ec99fef352ed6424ae474b43
edu.gemini	gsp-graphql-circe_2.13	0.0.50		cf496bb21ebe3f63907f14c4e0b936225fdee92a
edu.gemini	gsp-graphql-circe_2.13	0.1.0		317b7ee1167367a31230105ffcf84fb0bb0394c7
edu.gemini	gsp-graphql-circe_2.13	0.1.1		a60a9d80c55cf2d72a3c0dad060513167914002d
edu.gemini	gsp-graphql-circe_2.13	0.1.10		f9220109511c31e69167cd5c66fa1083a5a7ef03
edu.gemini	gsp-graphql-circe_2.13	0.1.11		605daaf0cdb1f1333d9ca00460217be628933b3b
edu.gemini	gsp-graphql-circe_2.13	0.1.12		1631ed86dbc108541e7f47f76c0577feb174b383
edu.gemini	gsp-graphql-circe_2.13	0.1.13		e9ac20b5603ccd43e481e99c3257fa89ce251b48
edu.gemini	gsp-graphql-circe_2.13	0.1.14		27d1da276aff803bedce3091493079b1bf8e3601
edu.gemini	gsp-graphql-circe_2.13	0.1.15		e2dec7d62e3dfc22b8d2d4d648f63fe06420394f
edu.gemini	gsp-graphql-circe_2.13	0.1.16		a239330a7ca73a51c7ba1caaee05bcbbf5254706
edu.gemini	gsp-graphql-circe_2.13	0.1.2		98284ff95518d1d016794401d4892e71190dcd76
edu.gemini	gsp-graphql-circe_2.13	0.1.3		3617814855ae6e07016b1c62357f007511c91a83
edu.gemini	gsp-graphql-circe_2.13	0.1.4		8071657793f9cd154c424e939c7abb6066c20a56
edu.gemini	gsp-graphql-circe_2.13	0.1.5		f165dce593e8a8322c560fbe3369fe6e78935d16
edu.gemini	gsp-graphql-circe_2.13	0.1.6		73c57de81c7f838877e0bea9053fc8d6a338a7d9
edu.gemini	gsp-graphql-circe_2.13	0.1.7		d73c536b36a62cf9581eeb59e68d5564e4c63dd4
edu.gemini	gsp-graphql-circe_2.13	0.1.8		557cbcbcac3340f1b6c6b6258c59b1650ed31fa7
edu.gemini	gsp-graphql-circe_2.13	0.1.9		ecddf8a3f035fcd98ec8601ba0f1c5e9f25dad25
edu.gemini	gsp-graphql-circe_2.13	0.10.0		1443de67ad8162233fa0d335a2a139d90f8634d7
edu.gemini	gsp-graphql-circe_2.13	0.10.1		e436797b5fb574f9f9deea7bedba0d03f97d0838
edu.gemini	gsp-graphql-circe_2.13	0.10.2		3eecbc4c09ca90870ddb32e969c32187c8c4ee67
edu.gemini	gsp-graphql-circe_2.13	0.10.3		5082d523b6e762cd1bc5f676901d8bb02934b571
edu.gemini	gsp-graphql-circe_2.13	0.11.0		155384c43920ae09998fedb9a1700a7a3f172e63
edu.gemini	gsp-graphql-circe_2.13	0.12.0		a41e22ae1f8fd24b415915b06391647e9a7a1f26
edu.gemini	gsp-graphql-circe_2.13	0.13.0		e4a5f369e70a69e1b737397b7d09cd1e9c733b2c
edu.gemini	gsp-graphql-circe_2.13	0.14.0		d6c5b2d84ed22ede118ef9faaa3f186684736382
edu.gemini	gsp-graphql-circe_2.13	0.2.0		b78aa3fa63702bca207dbf0f9c8bbea1425901f1
edu.gemini	gsp-graphql-circe_2.13	0.2.1		d9548a40ab9287353aefb8d7f8e46ae19c5dd4c4
edu.gemini	gsp-graphql-circe_2.13	0.3.0		15e6c34bba4f1fb48148239021bf179e324025f9
edu.gemini	gsp-graphql-circe_2.13	0.3.1		0a3e89825f86d17cd9749c12007a9cf592548fe2
edu.gemini	gsp-graphql-circe_2.13	0.3.2		d6ea9eb5439d4ca4bd0e5425e0fb45b8318759fd
edu.gemini	gsp-graphql-circe_2.13	0.4.0		0d6b261949512ee58aaa94a7d735e62f49349946
edu.gemini	gsp-graphql-circe_2.13	0.5.0		2465266033ab3530c56225ea7c328ae2503c8233
edu.gemini	gsp-graphql-circe_2.13	0.5.1		91577be0447016e32b757c9d28a30b51f7f34480
edu.gemini	gsp-graphql-circe_2.13	0.5.2		b8f0b2bfd23a9afe19d2675351717244ef1719bb
edu.gemini	gsp-graphql-circe_2.13	0.6.0		6c65a09663dba910f9cdd333df075752d55ec5c8
edu.gemini	gsp-graphql-circe_2.13	0.7.0		74394aea313af9c9943f15875516a1f127b34e98
edu.gemini	gsp-graphql-circe_2.13	0.8.0		5f2d982a0303df4d71fe41c3815f09ae054a6210
edu.gemini	gsp-graphql-circe_2.13	0.8.1		464ade35a09fb2bdc152c407b876faaa6ca140b2
edu.gemini	gsp-graphql-circe_2.13	0.8.2		b3a34dd9900faa1bb23d164d310e0a332346034d
edu.gemini	gsp-graphql-circe_2.13	0.9.0		956bd8b39cd20375d6c5b53853fd2fa63ace0a74
edu.gemini	gsp-graphql-circe_2.13	0.9.1		899fabc42361e633a9b17f623ed90f8ddd4dcdaa
eu.lunisolar.magma	magma-asserts	3.0.0		e61907f61510075c3f8d094a5b297c68e9cf0e0e
hu.blackbelt	osgi-encryption-metrics	1.0.0		2df3c4af08fed35caba42c9e0000d50af2731fd6
hu.blackbelt	osgi-encryption-metrics	1.0.1		c7810cf4bb683fa310713a19bd0ada79144b1fbd
hu.blackbelt	osgi-encryption-metrics	1.0.2		4d1bcac66142c076e6d0378a8bd32eccf71e3dd9
hu.blackbelt	osgi-encryption-metrics	1.1.0		d07e9611db2eeee3a3b915469b2ee4113bd97989
ink.lodz	jsbridge-kt	1.0.1		N/A
ink.lodz	jsbridge-kt	1.0.2		N/A
ink.lodz	jsbridge-kt	1.0.4		N/A
ink.lodz	jsbridge-kt	1.0.5		N/A
io.argonaut	argonaut-monocle_sjs0.6_2.13.0-RC1	6.2.3		605946c817f4838859825031896e80fa18c67f05
io.argonaut	argonaut-unfiltered_2.12	6.2.0		799d02934c469b410f6c9460ec2d099e8f765c31
io.fogsy	empire-annotations	1.9.13		efdb11b2bf401f7571e36b7da359acab019fc591
io.fogsy	empire-annotations	1.9.14		8833cdd11ebf0813bea6d10e6fb05d9729e38347
io.getlime.security	powerauth-java-client-axis	0.13.0		2119de93f12b99dd41be9df9946a2991093b93f7
io.getlime.security	powerauth-java-client-axis	0.13.1		a0f9a246f200c7536911ef9395d68a59976f086c
io.getlime.security	powerauth-java-client-axis	0.13.2		8eaefbaa2b6df4cb43fde1e0116834d5ecd7137b
io.getlime.security	powerauth-java-client-axis	0.13.3		42ba7d32d11fb9053ff3f1a3a14c12b41e9edaa6
io.getlime.security	powerauth-java-client-axis	0.14.0		3bbc5d112439f920993c21496d09285e89ca9ca9
io.getlime.security	powerauth-java-client-axis	0.15.0		0236a2e1e6d324636f15b52ac3ce5b16c1c2aaa5
io.getlime.security	powerauth-java-client-axis	0.16.0		0e342f10741a7a70b7504c610c0bf8d14c7068be
io.getlime.security	powerauth-java-client-axis	0.17.0		b0ea4af0ccab86b1722039a4dc2c60984f47db50
io.getlime.security	powerauth-java-client-axis	0.18.0		12c16edc11beec308b355b192a63e1b88f4aba2b
io.getlime.security	powerauth-java-client-axis	0.19.0		cb81b74b50e4c1a3c0bc70ff2e1fe16c36ad8835
io.getlime.security	powerauth-java-client-axis	0.19.1		189c36ff11e357a9d6fbc058bed0ba9873414e63
io.getlime.security	powerauth-java-client-axis	0.21.0		6d872a4d31fea92704b53320133595fd40513683
io.getlime.security	powerauth-java-client-axis	0.22.0		f6e26eb8201b346f4464052932b139cc2594a164
io.getlime.security	powerauth-java-client-axis	0.22.1		f95764716a998f20d5564ce160b22b0418b2a37d
io.getlime.security	powerauth-java-client-axis	0.22.2		8fc1203d2ad9af304454332bdab411696fff2bdd
io.getlime.security	powerauth-java-client-axis	0.22.3		8b7c00eafb6e78c4db30518ecfd3e11d6bd57961
io.getlime.security	powerauth-java-client-axis	0.22.4		f5a1310461f7c51a22d8a8433501e116c2a691b3
io.getlime.security	powerauth-java-client-axis	0.23.0		c7b45fc3199180ce4796858a7e5b63cfc380bce8
io.getlime.security	powerauth-java-client-axis	0.23.1		5de698e4473bcffb91470fc0fba5ea20cf935dff
io.getlime.security	powerauth-java-client-axis	0.23.2		bc934e50d2bfd3bff5112a70d6ed7f120e3e28a5
io.getlime.security	powerauth-java-client-axis	0.23.3		d80b4928aee1c23c96fd1ad55bb58a75192011d6
io.getlime.security	powerauth-java-client-axis	0.24.0		9fc2b446a1f890dc59af87ebe6c2b25b52cf4f60
io.getlime.security	powerauth-java-client-axis	0.24.1		465f140a00a14be821571293ce60b43692c63f86
io.getlime.security	powerauth-java-client-axis	0.24.2		7f085d3a349bb4022610f35793c8d9549e5fcb4a
io.getlime.security	powerauth-java-client-axis	1.0.0		d1bce3483a527c5cfcb9080ddda383e9df56c24c
io.github.agdturner	ccg-data	0.3		dfe9c2b2dca26e4be624b7065cd4460c6d6d28ab
io.github.animatedledstrip	animatedledstrip-server-metadata	1.0.1		fe4306ca7f47936339cde5408f72ef52b1f42d8c
io.github.liudaolunboluo.tracer	tracer-agent	1.0.0		8153b37eadc9221dbe467ec01e63c09f2efffdc9
io.github.liudaolunboluo.tracer	tracer-agent	1.0.1		6b44f6b665c862ca7191981226f61c112ea6d856
io.github.liudaolunboluo.tracer	tracer-agent	1.1.0		4ba184943465fd61a3fed246c496a5850ab55a0b
io.github.mouxie	SnowflakeID	1.0		0df92491982e5633229353754095697113565248
io.github.mouxie	SnowflakeID	1.0.1		2668fb403302593c2abe77392a15aa9f32444e61
io.github.oleksandrbalan	tagcloud-jvm	1.1.0		10716a0f0065ed23d08b54acca35e0c7ef161c9a
io.github.xizixuejie	canal-client-example	0.0.1		08858af004c423208d2e2e7a53db7bc7ad218838
io.github.xizixuejie	canal-client-example	0.0.10		9119f4eb5a37a784b60f880d80cf910e93d89eed
io.github.xizixuejie	canal-client-example	0.0.11		0d31e2621641702caa8cf4c84936d4d0dedc17c1
io.github.xizixuejie	canal-client-example	0.0.12		1cc887412c1c49172ce9f05e88b51f25d48eb815
io.github.xizixuejie	canal-client-example	0.0.13		4a8be6648e791ccae803b8478e1ede4ab4a5016e
io.github.xizixuejie	canal-client-example	0.0.14		4539f97fdac9e874a058c89dd3de61da58d7fefb
io.github.xizixuejie	canal-client-example	0.0.15		9af9fe6ea6ef857645a3f5aa591e8bff6ec4a276
io.github.xizixuejie	canal-client-example	0.0.16		f44b2f688ce43320d583df8b9241ed00a464790b
io.github.xizixuejie	canal-client-example	0.0.17		b2cc536fb6ce297fcb91398468186486b29b1374
io.github.xizixuejie	canal-client-example	0.0.2		6e9d5cab410487adbaf9b9761d35ab65a7743d1e
io.github.xizixuejie	canal-client-example	0.0.3		de9139e8ccba9f3a50783c4ecc3542027d4e600f
io.github.xizixuejie	canal-client-example	0.0.4		1acd9adfdb7fd0fdab2fa408436d81ac54832de1
