org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-rabbit	2.1.5.RELEASE		8e4dd37c62eb22a2a311e9cf1a18e64ccf160beb
org.webjars.bower	github-com-Temasys-AdapterJS	0.14.0		a955ee3b615a825a0c3bdc7daf07c2d77b8666e2
org.wso2.carbon.analytics	siddhi-execution-filterwords	2.0.395		898689259b83dcec1e74f53f4dc0594d1283c71e
org.wso2.carbon.analytics	siddhi-execution-filterwords	2.0.396		76e3487c337b94e397212b266a634c3e373028e6
org.wso2.carbon.analytics	siddhi-execution-filterwords	2.0.397		435139996966d69f8f1b69aa1c5e98f0caea9846
org.wso2.carbon.analytics	siddhi-execution-filterwords	2.0.398		62be64f35539e5a9fa2d83e941a1ef23d5559c21
org.wso2.carbon.analytics	siddhi-execution-filterwords	2.0.399		5f179cd7c532ec5b0eeb542a5f84d51cf5c194e9
org.wso2.carbon.analytics	siddhi-execution-filterwords	2.0.400		692e3293a8e2dc8e0bd7e34c303ea09078709417
org.wso2.carbon.analytics	siddhi-execution-filterwords	2.0.401		5d3fd390068085b787ef34a3e2081e931eb82f46
org.wso2.carbon.analytics	siddhi-execution-filterwords	2.0.402		c2d05ff7ccd1af69085b5ba08fbb10ac6b4153dc
se.skltp.adapterservices.insuranceprocess.healthreporting	intyg-wiretap	1.0.1		N/A
se.skltp.adapterservices.insuranceprocess.healthreporting	intyg-wiretap	1.0.1	core	4245a5df7dabd2b2009b02064756d4f006b8b500
se.skltp.adapterservices.insuranceprocess.healthreporting	intyg-wiretap	1.1.0		N/A
se.skltp.adapterservices.insuranceprocess.healthreporting	intyg-wiretap	1.1.0	core	efe2c4eff2c14cd9e832ab9b93551a754d9e15bc
se.skltp.adapterservices.insuranceprocess.healthreporting	intyg-wiretap	1.1.0-RC1		N/A
se.skltp.adapterservices.insuranceprocess.healthreporting	intyg-wiretap	1.1.0-RC1	core	c567a411006bb22182579d5caff74d992e9f443f
se.skltp.adapterservices.insuranceprocess.healthreporting	intyg-wiretap	1.1.1		N/A
se.skltp.adapterservices.insuranceprocess.healthreporting	intyg-wiretap	1.1.1	core	51210e4c40901f1cc322b18267a431823304eb2e
se.skltp.adapterservices.insuranceprocess.healthreporting	intyg-wiretap	1.1.2		N/A
se.skltp.adapterservices.insuranceprocess.healthreporting	intyg-wiretap	1.1.2	core	b75ebaa02a33e28367ec0dec1e56fd9f76600d45
software.purpledragon	poi4s-kml_2.12	0.0.1		4170bbc8365a9beb1ca07f9f56818b4fbbccc24c
software.purpledragon	poi4s-kml_2.12	0.0.2		935e5c8368cc514faa12b3fa48579ff57814e940
tz.co.asoft	captain-url-watchosarm32	2.0.17		N/A
tz.co.asoft	captain-url-watchosarm32	2.0.17	metadata	2c3e189ec1c697aa149570e8eca4037a5b28e9c6
tz.co.asoft	captain-url-watchosarm32	2.0.18		N/A
tz.co.asoft	captain-url-watchosarm32	2.0.18	metadata	8dc5d0e6a462ab89f55e7541d3903e7392adb6bb
